Samples	alle	rpfi	exsg	ma20_13200	aglg	yacd	ugpa1	htaa	rgpf	kpss	lacz1	lys	phor	pset	ma20_24385	ykud1	kine	suga	mnhb	arcb_1	pled	tetd	ma20_19630	yugf	diviva	bphd_1	apl5	xynd	argh2	yeej	bara	lppb	cpdb	xync_2	acoc	capm	asga	tcry	tmk	bgal7	dlts	amsj	fbl	dmsc	cwlk_2	murc	ma20_42300	sufr	ma20_23920	phet	shprh	surf1	gtsc	fcbc	wcak	aire	rimk	prune	isaa	ugpa_1	iolb2	sigk	cops	wecg	cely	purd	inha	ialb	amic	cuts	yurm7	gspa	ma20_22480	ugpa5	rcsc3	asgd	ydjm	smarcal1	rpl15	seps	chd6	atl	smes	rpfh	lacf	ppsb	blh	act1	ycfz	erfk	hcsb	arls_1	cmra	wcba	mend	hsss	cebg	ykwd	lytr2	ma20_21120	ngcg	psr	etr2	purc	ugpe3	chd9	tola	pdhs	sigb	murf	smog	ma20_15195	ohpc	yhec	chd1l	mvak2	spr7	yesq	fccb	phor2	vp1916	azor	envz_1	rstb	gnl	tupc	seta	nlpc	menh	brnf	enha_2	z012_03815	lytr	chod	sigf	ma20_16685	rffm	fgrl	rad54b	nlpd_2	cdia	hsd17b12	lipg	hpaa	ma20_29105	pksr	divl	yfbb	pacb	ragb	vies	ma20_38155	fn0914	mprb	gfds	xk27_08875	hpk2	lacf5	ylba	guml	phor7	ap3d1	bga_1	gbdr	srrb	ma20_03860	whig	sca1	csts1	ftrc	glpp	vva0031	neub	yvhj	cmoa	thip	yojm_2	pcac	msmg	ybbo	yfhk	saes	plsb	stc2	och1	msrr	ep400	gsto1	irk	arsp	rafa	chis	ma20_07860	dors	mgll	gcst	zranb3	azor2	cp_1020	enha_1	rdh54	atp12	crec	devs	mur1	cusod2	rhar	xynz	ppx1	amyc1	ap4e1	cpof	lytg	qsec_1	taga1	mngb	ylxr	bgaa	exov	bgal10	ptli	csga	bga1	jbp2	yisy	ompb	rad54l	hsad	mtor	yedv	ephd	cebf	bgac2	coss	arls	phea	pcbd	estx	glb1l	pepi	fpap	phbb	divj	ercc6l2	iswi	epb41l4b	luxq	chd1	spoiiiaa	phea2	tara	malc	rets	rhla	cpha2	pria	yned	snf2	tpx1	ma20_22765	ma20_06300	vans	sleb	ykud	sle1	argx	act2	ma20_06595	pfaa	mptn	prrb	ap2a2	dlte	bxlb	amib	cyac	ma20_44790	ma20_06590	phag	gacs	yqhh	nane	pdtas	chey	rhas3	bfea	covs	kdpd	iolcb	rad3a	nup145	yurm9	ma20_25100	evgs	lacc	yqjq	enha_3	lpxo	rpl32e	gumh	ycjp_4	fcbc2	rhp26	sasa	aroa	yvam	dotc	ma20_14025	rpfe	rimklb	stc	chd4	phy1	fkbm	erf1	eaeh	gntr	scpa	enoph1	narx	hepk	rimk_1	lysm	folk	ma20_07410	rsmj	rpfa	sdh	modc	z012_03010	bga2	amid2	ppac	iap75	cops6	gtsb	ma20_25925	yhed	sugd	radb	gtsa	ma20_23360	ynea	lipj	pldb	azor1	dhma	yoqh	mmos	aglf	chd7	envz	wgad	mtnd	walk	ftra	ap1g1	bxlc	malf	wtpc	bgal8	chd5	ycjp_3	adpa	rgpfc	olsc	afsq2	gsha	ma20_41515	dcsg	uspa	yfic	wcbp	ma20_13195	gumm	asphd2	pepip	tctd	togm	helz	rtxa2_1	sod1	invb	yfif5	arac	lacf1	phoq	atmc2	prpa	cwls	cqss	ydjh	spoiid	mtlg	fhab	ysma	fabg	yfkn	ebps	malk	prxiif	hrp3	bga	bvgs	lysx_1	wcmj	ynep	sth1	mhpc	azlc	ma20_44780	rad54l2	chic	cpxa_1	ydhd	tagh	pepl	mscs	cpo	ma20_28870	chd2	rad3b	rada	deor2	ma20_03550	qsec	mltd2	rssa	dnax	pstb	nfo	rlpa	bcho	ydho1	lip2	exea	yraq	csab	prx5	glps	yoch_1	pla	ycgq	ma20_23405	pchr	lacz	yurn3	rese2	yhec7	hemd	petc2	tada	bira	phaf	enha_4	ma20_25205	elrf	ycjo	acra	regb	hydd	adi1	anmk	cdhr	rnc	xk27_00500	sige	asph	mepm_1	ma20_21090	ywtf_2	akap17a	wcbo	lacf3	ynbc	gspe	ycbb	lpps	tebc	csd1	araq	uvse	rpfc	copz	taga	rkpj	gshb	coq9	pha2	vdlc	ma20_04760	lytf	ugpe	prxiic	arcb	lprq	ugpa3	ygcg	etr1	ino80	dpra	dehh1_2	lysx	hmcb	msmf	ygca	yidc	ma20_44785	wag31	rsbq	ybgc	sqrdl	ywpd	smarca4	nagk	aorr	phor_2	yfjr	acor	epsl	usha	sigh	ybff	rps3	hit2	ma20_20905	egl	ma20_22095	trag	iap	ma20_06090	sfuc	riss	sodc2	coff	bdpg	cpha1	vy92_02980	estc	ctf1	flia	swr1	ephf	fixl	z012_00995	catd	c17orf64	argr	ycjp	cdhb	gpsb	ycjp_1	lysa2	hsdl1	sodc	cheb	helz2	ma20_13025	tagu	lytn	mepa	yoch_2	fabg3	pils	ssra	ngce	cpha	pota	plec	phor5	yqfz	acxr	pdca	bvgs2	ciah	cpsa	bioc	them7	sll1424	pcad	yige	ftrb	phai	pota2	sfub	tcte	vy92_01920	yesp	bass	sigi	nuch	metw	pip	sigg	amyd	lafs	lyc2	sced	wcog	shy1	lacf_3	lpxo1	ma20_14020	xlyb	lyte	mcyd	smof	mora	gspk	sags	trpc	rese4	cika	ydjp	thuf	ydhk	smarca5	zmp2	dlte3	tors	ma20_23075	lip	rsbu	laca	neud	ma20_22735	hells	ma20_43635	ma20_37640	ycgs	bpoa	hpx	yjcf	spak	bara_3	yoch	xlya	xk27_05435	ma20_01915	ybac	phes	ycfs	iv02_22745	ercc6	sod3	ymfi	ntab	rny	pilf	gpsk	rcsc	chvg	iolb	togn	rapa	ma20_03545	snf	pure	ycf45	yaah	utr4	ugpa	xylr	murq	sugb	kpsc	tesc	ma20_36175	thug	prune2	agmh	sigd	rata	thiq	yqgt	ygaz	pear	hltf	ma20_19790	arls_2	gshf	safa	gras	prma	rhif	mmsr	lets	phaj1	mltd	amyc	z012_08980	prtb	glb1	lplc1	spr	ahp1	yurm1	yjau	prpa1	yusz	tago	pksm3	man2c1	csss	yaah_2	cuss	bgly	smta	rprx	suga_2	mhpc_2	tyr1	ma20_16325	rese1	hsd17b3	prdx5	scpb	tupa	sacc2	ngcf	maoc2	bgac	yclk	gba2	pmpa	pgta	soxf	ybis	epha	srcap	dasc	pbg	sod	acma	mtnk	nlpd	wgae	padd	vp1770	rese	ycbk	phab	msmr9	ma20_15690	ama2	yqjb	moda	pfes	tcdb	yju3	luxq_4	yurm5	mtnc	bgab	spovid	lysx_2	yabb	sodcp	lcdh	rpl21	frcr	arap	ma20_41600	sils	ap2a1	atpaf2	ams1	paai	todf	phf21a	yeam	snf21	dasb	ytpa	ma20_07280	surf	cpxa	cp_0155	bara_1	cwlk	rhas	ywtf	dgok	uglyah	ssr2	wapa	rad5	vv0135	rnr	azor3	ma20_21410	vick	ercc6l	bioh	glxa	ma20_08165	mnn10	baes	cp_1034	lcdh_1	bpoc	flia1	atrx	ynee	ma20_20555	pa1766	isw2	rutd	zapa	pepb1	phaz	csh1	hepa	yojm_1	cols	chr38	andr	ywqa	zmp3	ma20_36070	irc5	ispd	ma20_18720	acpd	sadh	soxs	yccf	brpa	divk	ugpc	maoc3	ma20_03695	czcs	rad54	ylxrq	pie1	malg	rplu	yurn	yurm	ycjp_2	vva1112	maoc1	ugpa7	azor4	xynr	rese7	luxn	hit1	smarca1	lacg	bvgs1	araq5	mtlf	iolb1	chd3
TSC141	617.4097	0.0	0.0	0.0	0.0	0.0	0.0	159.051	16.1849	325.4807	0.0	1468.7710999999997	2529.6493	0.0	8.106	0.0	0.0	0.0	0.0	0.0	192.9928	0.0	0.0	0.0	0.0	0.0	16.409	0.0	79.8933	0.0	19.3907	0.0	0.0	0.0	60.2282	3403.6903	0.0	0.0	676.2863	0.0	0.0	0.0	0.0	73.324	0.0	850.3351	3882.075710000001	0.0	0.0	3321.90549	28.2786	456.4134	187.846	0.0	0.0	0.0	50.0961	0.0	0.0	170.851	45.4972	34.4762	20.4286	0.0	0.0	3003.69061	0.0	0.0	2271.8934	0.0	0.0	83.31169999999999	274.926	0.0	0.0	0.0	0.0	195.03	17.4212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1594.3659799999998	33.3053	0.0	194.3874	0.0	0.0	9.38156	0.0	492.81562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2941.6744	0.0	0.0	652.0973000000001	0.0	0.0	884.36738	24.6547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.2355	0.0	0.0	719.2401	0.0	0.0	83.74279999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.1347	0.0	0.0	8.36466	72.1664	0.0	0.0	0.0	85.0964	336.901	0.0	0.0	0.0	281.5883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.84759	0.0	0.0	0.0	0.0	15.127	0.0	0.0	707.43171	0.0	207.8648	467.6271	0.0	378.813	0.0	0.0	18.9326	0.0	34.2304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.6881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.1086	0.0	1218.0495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.5261	1018.44979	0.0	10.8686	0.0	0.0	0.0	0.0	82.6142	0.0	0.0	0.0	0.0	0.0	0.0	2778.7367000000004	1811.0716600000003	0.0	0.0	0.0	94.42604	349.6807	14.7737	18.5122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6360.864350000002	0.0	0.0	0.0	0.0	0.0	0.0	804.2099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.41	0.0	0.0	37.5343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.6432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2304.91051	0.0	0.0	0.0	0.0	0.0	1318.7729999999997	0.0	0.0	0.0	7.55946	0.0	19.309	381.3747	0.0	0.0	0.0	0.0	1138.7337	3800.10283	0.0	1218.12259	0.0	593.5202	126.6884	0.0	0.0	21.385	1102.7757	0.0	0.0	0.0	13.2371	0.0	0.0	0.0	18.0877	75.3047	0.0	0.0	855.8498999999999	0.0	110.109	0.0	0.0	0.0	0.0	1031.3055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5033.372	0.0	39.5085	1394.5416	604.94695	0.0	0.0	0.0	0.0	0.0	167.755	0.0	0.0	0.0	126.0797	0.0	0.0	0.0	0.0	20.9208	0.0	0.0	0.0	0.0	865.9639999999999	0.0	0.0	0.0	0.0	1565.3962	19.2096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.2745	974.48573	158.117	0.0	0.0	0.0	0.0	0.0	0.0	430.26872	119.3901	0.0	0.0	0.0	2105.6601	0.0	0.0	0.0	0.0	53.1675	5828.803999999999	101.8613	0.0	117.9649	0.0	0.0	0.0	0.0	0.0	0.0	44.5551	0.0	0.0	0.0	0.0	273.4771	11.3485	0.0	0.0	0.0	0.0	3439.902309999999	0.0	3290.6213300000004	3627.49894	0.0	0.0	0.0	0.0	0.0	36.5084	1500.4425000000003	0.0	0.0	4538.39135	37.3288	2966.48818	0.0	21.0344	70.89580000000001	2786.5241	276.6844	0.0	0.0	0.0	0.0	0.0	440.4189	0.0	0.0	0.0	0.0	0.0	23.0602	0.0	0.0	0.0	0.0	1619.8497000000002	955.0717	0.0	2132.64123	0.0	0.0	355.5221	0.0	214.3017	0.0	0.0	0.0	0.0	0.0	726.3667399999999	0.0	0.0	0.0	0.0	0.0	2536.41242	0.0	0.0	13.1541	2999.2106900000003	167.4443	0.0	0.0	22.5145	0.0	0.0	0.0	72.5201	17.210340000000002	1295.6562	49.44369999999999	917.72592	96.40363	0.0	58.0149	0.0	3982.565449999999	0.0	71.9126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	571.6738	24.3703	227.9281	0.0	0.0	0.0	0.0	18.7681	0.0	21.0572	505.4145	0.0	0.0	0.0	0.0	0.0	490.4963	13.587	0.0	0.0	0.0	0.0	100.85	0.0	18.8391	0.0	0.0	0.0	0.0	5850.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1037.98801	25.1886	0.0	972.6454	0.0	18.0948	0.0	0.0	4142.8321000000005	0.0	0.0	0.0	0.0	0.0	0.0	1842.635	1048.6825	260.18018	0.0	0.0	0.0	0.0	28.2816	17.1475	0.0	0.0	0.0	0.0	0.0	0.0	383.473	0.0	291.9075	128.778	980.4091	0.0	0.0	0.0	0.0	0.0	55.8878	0.0	0.0	542.2206	32.3762	0.0	107.3383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.6434	0.0	0.0	0.0	0.0	16.3505	0.0	0.0	3098.7863	0.0	0.0	0.0	0.0	0.0	125.744	908.9957	0.0	0.0	0.0	592.4621999999999	471.577	0.0	20.0658	0.0	0.0	4044.447560000001	550.5086200000001	0.0	0.0	582.0615	178.14200000000002	694.9927600000001	0.0	186.8948	0.0	164.081	0.0	0.0	0.0	0.0	1461.6784000000002	388.4505	0.0	16.9587	0.0	0.0	626.9003	0.0	0.0	0.0	0.0	1278.84669	0.0	0.0	0.0	0.0	1390.4394900000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0061	0.0	0.0	0.0	0.0	0.0	0.0	1010.8349	295.89688	0.0	0.0	0.0	11.1615	0.0	0.0	0.0	490.4717	413.31500000000005	0.0	0.0	0.0	0.0	0.0	0.0	877.0069	0.0	0.0	0.0	1047.5137	0.0	0.0	0.0	0.0	0.0	108.1593	52.36	20.4422	0.0	0.0	376.0431	0.0	0.0	0.0	0.0	0.0	0.0	554.7593999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.9556	0.0	1911.7106	1525.88143	101.559	0.0	0.0	0.0	0.0	0.0	0.0	1122.80643	0.0	0.0	0.0	0.0	0.0	213.9233	0.0	931.1524	22.0513	0.0	0.0	0.0	672.556	0.0	373.5798	0.0	0.0	0.0	59.2439	0.0	5018.57343	0.0	2143.2233	697.68454	0.0	20.4324	0.0	150.7318	0.0	0.0	0.0	0.0	0.0	0.0	16.2074	19.6909	0.0	0.0	0.0	0.0	1092.2233	0.0	251.74060000000003	0.0	0.0	0.0	19.533	0.0	0.0	7.37187	0.0	404.22704	0.0	324.3688	0.0	0.0	0.0	0.0	0.0	0.0	13.1711	777.9536	0.0	0.0	0.0	49.5591	0.0	0.0	0.0	2555.99252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	267.6315	0.0	0.0	0.0	0.0	37.953	472.2143	0.0
TSC145	237.9596	0.0	0.0	0.0	0.0	0.0	0.0	46.2133	0.0	0.0	0.0	1381.31	1412.2892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.4316	0.0	1452.09	0.0	0.0	0.0	0.0	7416.7479	0.0	0.0	251.9094	0.0	0.0	0.0	0.0	0.0	0.0	389.3914	3689.6835	0.0	0.0	5267.348799999999	0.0	1324.6175	154.228	0.0	0.0	0.0	33.9828	0.0	0.0	0.0	141.1831	18.3972	9.39717	0.0	0.0	4637.912499999999	0.0	34.8775	126.4517	0.0	0.0	34.9629	51.1128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3394.1363	22.8786	0.0	383.1568	0.0	0.0	34.8326	0.0	1842.7594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1645.0038999999997	0.0	0.0	550.50761	0.0	0.0	1587.1825	34.0775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.7793	0.0	0.0	735.5364999999999	0.0	0.0	143.6406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	391.282	154.006	0.0	0.0	21.5273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.109	0.0	0.0	0.0	0.0	74.816	0.0	0.0	1664.6494900000002	0.0	114.8061	224.8954	0.0	153.10320000000002	0.0	0.0	0.0	0.0	0.0	0.0	56.670100000000005	0.0	0.0	0.0	8.23923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	544.473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	646.3086	0.0	0.0	19.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4725.092259999999	1882.0057	0.0	0.0	0.0	0.0	80.9914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5990.439480000001	0.0	0.0	0.0	0.0	0.0	0.0	79.5057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2933.63885	0.0	0.0	0.0	0.0	0.0	7279.402	0.0	0.0	0.0	0.0	0.0	0.0	2127.1573	0.0	0.0	0.0	0.0	724.8788000000001	3406.214700000001	0.0	1396.3443000000002	0.0	212.4963	86.1732	0.0	0.0	0.0	185.1099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.571	0.0	0.0	0.0	64.2103	0.0	498.895	0.0	0.0	0.0	0.0	1205.2885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5681.049	0.0	0.0	242.6146	169.2163	0.0	0.0	26.2412	0.0	0.0	28.1375	0.0	0.0	0.0	27.3748	6.57955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2307.3610000000003	0.0	0.0	0.0	0.0	3151.1112000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.2563	0.0	0.0	0.0	488.4648	1729.6261	78.9214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1391.3836	0.0	0.0	0.0	0.0	0.0	7103.17878	0.0	21.5388	488.3715	0.0	0.0	0.0	0.0	0.0	0.0	122.066	30.0193	0.0	0.0	0.0	0.0	17.5758	0.0	0.0	0.0	0.0	4434.211799999999	0.0	5652.4264600000015	2372.3434	0.0	0.0	0.0	0.0	0.0	0.0	754.1377000000001	0.0	0.0	3941.6997000000006	0.0	1763.9029999999998	0.0	0.0	25.1108	2149.1113	65.8608	0.0	0.0	0.0	0.0	0.0	190.3705	9.32921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1181.2851	316.1534	0.0	478.9897	0.0	0.0	111.8854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	597.7544	0.0	0.0	0.0	0.0	0.0	3076.6473999999994	0.0	0.0	434.24	5082.686949999999	0.0	0.0	0.0	360.9037	0.0	0.0	0.0	44.4434	79.6673	1658.8099100000002	0.0	719.3977000000001	215.7997	0.0	321.3138	0.0	3883.4804	0.0	78.751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.9873	28.3333	1603.9791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157.943	379.648	0.0	0.0	0.0	0.0	1000.0698	0.0	0.0	0.0	0.0	0.0	47.9146	0.0	122.8209	0.0	0.0	0.0	43.6664	2585.6313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	293.9306	0.0	0.0	66.2454	0.0	0.0	0.0	0.0	2827.74656	0.0	0.0	0.0	0.0	0.0	61.9225	112.5418	347.62550000000005	1496.7434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	393.4545	0.0	160.558	614.745	1215.9643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.68732	0.0	61.2711	279.7125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0882	0.0	0.0	4322.57149	0.0	0.0	0.0	0.0	26.055	48.9577	1550.8825	0.0	0.0	0.0	237.73110000000003	81.69579999999999	0.0	0.0	0.0	0.0	7281.6084	441.2049	0.0	0.0	510.5665	160.5381	591.7936	0.0	0.0	0.0	769.8036999999999	0.0	26.5973	0.0	0.0	297.83234	224.8954	0.0	0.0	0.0	0.0	272.3086	0.0	0.0	0.0	0.0	2423.05763	0.0	0.0	0.0	0.0	1613.24222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.738	225.0252	15.8188	0.0	0.0	0.0	0.0	0.0	803.4738	1504.2401	0.0	0.0	0.0	30.0518	0.0	0.0	0.0	352.1739	21.5273	0.0	0.0	0.0	0.0	0.0	0.0	852.2569000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0569	16.3449	0.0	0.0	0.0	41.0213	0.0	0.0	0.0	43.5142	0.0	0.0	183.7047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.11110000000001	0.0	2412.0531	1439.14	22.0483	0.0	0.0	0.0	0.0	0.0	0.0	561.4749	0.0	0.0	0.0	0.0	0.0	78.5847	0.0	0.0	0.0	0.0	0.0	0.0	134.1857	0.0	78.333	0.0	0.0	0.0	0.0	0.0	4718.531599999999	267.0	925.4851	81.8577	0.0	174.5586	0.0	0.0	26.0037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.32941	0.0	1553.2244999999998	0.0	29.8586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	194.7316	0.0	196.02191	0.0	0.0	0.0	0.0	783.859	0.0	0.0	89.5601	0.0	0.0	0.0	80.7037	0.0	0.0	0.0	2865.7894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	248.47	0.0	0.0	0.0	0.0	231.285	75.5743	56.0512
