Samples	AcnR	AgaR	AmtR	AraR	ArgR	BioQ	BirA	CadR-PbrR	CblR	CcpA	CsoR	CueR	CzrA	DasR	ExuR_UxuR	FabR	FadP	FadR	FixJ	FnrN_FixK	FruR	FUR	GguR	GlcC	GntR	GulR	HcpR	HexR	HisR	HrcA	HutC	HypR	Irr	IscR	KdgR	LexA	LiuQ	LiuR	LldR	LtbR	MerR	MetJ	MetR	MntR	ModE	NadQ	NagC	NagQ	NagR	NarP	NiaR	NifA	NikR	NmlR	NnrR	NorR	NrdR	NrtR	NsrR	NtrC	PaaR	PdhR	PdxR	PhnF	PhnR	Phr	PhrR	PhsR	PrpR	PsrA	PurR	QorR	RbkR	RbsR	Rex	RutR	SahR_SamR	SdaR	SiaR	SoxR	ThiR	TrpR	TtrR	TyrR	VanR	XylR	ZntR	Zur
TSC039	39592.09993000004	150511.21872000015	80645.98067000014	76241.90513999999	590902.8095699986	49239.011409999985	359041.83274000115	143672.34740000026	84303.61161999995	131133.4043299999	48968.59421999992	206132.68789000015	252012.37884999876	48379.537220000115	108495.88648000016	97756.44793999995	27855.499249999983	67991.15799999995	32234.071769999988	131727.8717299997	87506.35876	630636.3448200008	27736.033640000012	89335.97848999973	135628.70765999993	60226.93438000001	164605.30276	155084.51740999962	112497.88999000004	220245.42386000056	181721.66700000063	101910.0202400002	52700.83534000003	369138.8497599987	225964.9570199998	434313.3192899991	49329.59903000001	116534.37551000011	234734.51409000036	85013.18000999998	57566.84035999997	32694.64949999999	372514.9528700002	428300.4386799993	470946.7270699996	152982.7990700001	446624.78906999936	179498.1021200004	142040.40381999998	42795.78707000002	75909.62615000004	59826.301029999995	81844.42705999996	76828.4176099999	90396.73403000012	121993.81189000006	314097.4734199999	709933.3973800001	424452.1158900002	167955.4790600003	181367.4860900003	91889.27526999995	400368.3726399993	127203.85616999994	176547.68803999972	206764.8642099999	86424.50456999983	33386.465290000044	82306.99102999999	216052.4257999998	31358.15635	67866.89072999998	203840.7051699997	157759.6953899996	265029.2765299998	269101.0205600001	334027.61974000075	127273.90475000016	84632.22171999997	140208.02124000015	205347.7308999999	103267.29216999991	55261.812250000075	113566.23825999998	81070.49335	105338.77476000016	66754.26677999995	789790.0343299981
TSC043	20983.144130000008	94382.4139799999	52695.98150999998	58104.206119999944	435036.2182800004	31966.30345000003	251488.35918000044	82199.3417900002	52807.57435999995	80761.70698999992	31889.04659000001	123760.76187	177311.83241000012	29335.968199999996	73320.51917000009	62714.24712999999	14621.519380000002	39743.36108	19610.69598	112119.45044999992	54463.13295999996	416402.8006199999	18132.692870000003	58897.12914999997	76927.16684000015	42641.521850000005	123672.87318000008	94230.94828000006	70573.30180999995	129421.4204600002	114288.29259999996	80296.71260999994	30524.552740000025	236124.64611000047	168090.71326000014	259983.29334999996	27348.683980000016	66400.84109	153758.37788999954	46894.31252000008	30499.80358000003	18231.421740000013	246180.6296899995	293921.99294	300872.9490900001	96891.15343999988	353881.97103000066	110567.5106900003	93601.01574	26922.310660000003	53708.98230000004	36289.85427999997	47129.13597999999	44376.9947400001	56711.30610000001	80768.8305000001	211908.1187700001	478578.17145000224	295046.5101699994	99830.82231000037	114765.57323000004	58033.78624999997	255722.55697999892	77229.73707999989	108410.60618999987	147827.11715000003	55245.53315000002	26692.909510000016	46663.7021	147187.14513999972	19521.36683000001	41337.29016999997	129932.17075999998	96038.05325000011	174344.7160000003	175956.29995000036	227460.02075000005	84958.69470000005	50943.92300000001	87532.29514999999	146116.3966399998	67275.65312000006	37768.05480999995	80605.34853000008	51070.87098000002	72009.30486999998	40145.27218999999	498435.9858899997
TSC050	25869.394269999968	101321.06418000023	61686.79122000003	58255.03360000006	454538.3058500005	38409.81197999999	272913.9888200003	95008.39432999992	61342.63543	94045.51689999992	40858.842	140822.60111000005	188316.66629000017	34666.22585999996	82894.70716000008	70771.08152999997	18794.15234	46476.36457999995	20483.51967999999	113951.73000999993	60510.72327999997	451574.16020999703	21155.599500000008	67194.93593000005	95269.53259000002	45599.42319999998	133085.9454899998	107014.0860599999	71200.77193000005	155567.45285999976	128306.93076	84573.77809999997	36563.93718000002	263370.1520400002	177603.3556000003	295622.049280001	32600.88544	81099.03796999996	170517.85043999949	58609.95731000001	38898.41936999999	20909.61050999996	263680.4634499997	323248.74994999974	339212.81659000035	107769.38231000004	349143.85333000025	127285.99052999988	107029.56286000003	33109.34642000005	58003.72285999997	45206.53531999999	58709.780060000034	53234.70552000007	65977.46112000007	92448.00000999996	239525.7337400004	514105.5553699985	309592.65576000046	115778.5393799998	133420.96005999972	64578.73619000002	293539.41809999954	86562.01042999992	122011.18382999997	150467.10922000045	60728.31816999997	28251.101309999955	51101.34218000006	159353.75843000007	22399.695719999996	51119.422390000065	145362.89872000026	114305.95177000026	193250.6549099997	201862.26403999937	243910.1755600003	93557.59229000002	55480.48972000013	102939.26182000022	153054.7835399996	71095.66855999989	36500.3319	82886.04233000016	56390.71111000002	72771.82138000018	48555.24757000002	554997.3971999962
TSC069	34772.162350000006	115609.09153000033	70263.69337000002	65064.66771000003	530765.0815899988	39779.33055000003	307738.2103400011	110452.0355199999	58639.61582999989	95941.23720999998	43747.20654999993	170009.12530999997	209404.64848000015	34583.18451	96926.71979999986	79279.45462999998	24042.427070000005	40221.11518999994	27710.055750000003	66071.07947999996	60315.33285000005	537336.3792500005	23847.794140000013	67886.75707000002	109042.86104	50270.94987000002	97000.13919000007	128415.72572999992	87692.45087999984	169949.37205000012	139975.72989000016	84995.90267	53302.15430999996	296421.55857999995	233784.30680999995	345899.8927200013	33778.269629999995	104595.49658000012	200331.24111999985	73630.60781000002	40851.19811999999	21289.979359999987	276683.63864000014	412769.08370000054	364433.5133500011	117039.56767000003	436364.3813900002	125291.0577499998	100119.29408999997	39248.589000000014	63321.70521999997	55605.37549000008	55844.20814999998	58744.824029999945	81889.90105	82366.72902000013	251068.0714099995	615970.8600300027	388061.6921400011	146945.82902000027	138151.74344999972	63153.626790000046	290024.9897199992	97900.67681000002	101838.7236100001	200514.10474	68755.35690000009	27586.27832	52059.67200999994	182307.42705000043	41203.124300000025	57049.842119999994	156951.80011000024	157081.71024999992	227154.47516000023	192281.53637	276486.1003999996	121737.59158999988	63950.484030000014	105787.11290000002	167149.54424999998	96158.48313	39575.40368	100337.02710000008	60881.06651999997	98158.92914000012	48771.501089999954	619466.1352200006
TSC077	12421.94795	49235.85929999998	25140.51067	30576.818019999977	209124.68109	15184.662450000013	122123.63955999984	48741.47124000009	30042.35812	33816.38508000002	15295.35161000002	58833.26778000002	83159.19246000005	16049.84325	46471.03348000002	28555.85753999999	6764.1967600000025	22469.66261000001	10327.052659999998	23206.63309999999	25281.74114999999	212001.0178300003	9219.050969999997	27051.816879999984	40525.43804000002	23296.652140000013	35864.461279999996	53841.935090000065	34416.368210000015	69883.97561999991	65072.619910000096	37018.50694000001	19801.910350000013	115744.50764000013	85239.94397000004	140843.80521000025	14209.348589999992	32298.28062	81095.60413000014	31042.33163999997	16908.441260000014	8035.088139999998	125823.80998999988	169726.88647000017	156244.12621999974	56094.65604000006	164083.6991300002	52917.61620000007	41900.96189999992	14799.052109999997	23757.586590000017	14985.06184999999	25909.449200000025	15446.60714000001	24088.196970000008	40029.562330000015	116487.16083000015	253614.54368000064	159605.1957499997	51714.771050000025	58274.14965000002	28828.165549999965	122754.37846999997	45009.76877000004	52699.658030000064	81446.21381000007	26808.563909999997	10880.50855	21905.387240000025	78661.46047000011	9653.783079999996	24790.87188	71078.61639000005	52027.50777000001	100419.81782000004	79301.2689000001	115940.29482999996	47538.670159999994	23917.972609999975	41476.61640000002	67495.88460999995	40162.67238	17700.189920000015	43562.30202	27265.677870000025	36350.34979999996	19828.054810000012	240681.1821200006
TSC083	26194.14307999999	92127.00239000004	60875.48197	54058.75981	462347.9450800013	29661.263419999992	258929.4902599996	91986.32333999996	59128.752600000065	70941.08800999995	38206.89705000003	121739.48177000016	189116.14989999973	27712.893189999995	84086.50200999987	64697.46899999999	17236.801680000008	45199.41505	24009.308009999993	49292.43818000004	50198.38447000011	444833.0960799997	26733.961510000005	63910.41904000002	88439.85617000006	40894.20022	76438.66009000014	111265.2135000002	75432.82211999995	140267.32194000014	137958.85793000014	75900.43768	43141.413929999966	254906.9270600004	169616.1274799998	288951.24160999985	28538.905409999967	73514.16562000004	187722.8652499999	51106.170250000054	33743.758199999975	20890.26531999999	242861.45306999996	324853.10985000024	313323.8779600002	110334.96487000008	340402.80761999945	118204.29748000012	88109.40856999985	28933.97416000001	55910.32059000001	34297.607639999995	56402.20162000002	38971.55217000002	51812.00583999994	84751.37322000002	234482.20585999987	521005.70296000066	327986.71838999994	106720.59072999992	120313.12096	69015.12357000004	257511.31657999963	94976.34894000013	95370.07156000004	159661.90725999972	60547.28412000004	30726.294090000018	45621.405609999965	154066.14092000003	24885.03432999999	48393.20912000004	138313.37261000002	109631.04863999992	206787.69765	166931.82690999957	261239.16224999985	104201.75875999994	51870.99900000012	90695.63524999992	143976.16077999974	79330.3675000001	43329.213630000006	76457.81178000012	55953.961480000056	74602.50932000004	43479.208590000024	523656.93470999994
TSC099	21415.2429	76348.64969000003	40452.112930000054	47597.68678	402998.82843999914	26925.81751999998	220653.9898899997	81537.89615000003	48167.96080000005	61493.07634999995	24634.289460000004	95236.00723999986	165806.3236900004	24259.09495000001	76620.00070000012	59618.376009999934	12775.838909999997	39491.04175999997	21037.88863	45030.865740000096	38969.236669999955	366096.4630600006	19295.94355	56162.46351999999	79860.78499999993	32144.172409999977	67941.65340999996	100359.62621000007	60112.474079999985	119717.18688	113632.16628	57786.78612999997	36802.910100000045	220067.7488799999	137380.7620300004	220767.1450900008	26133.179320000003	57006.84711999995	148972.97714000032	47455.81747000001	29380.83797	17513.388189999998	223471.38138000076	286219.306130001	268081.3403300003	91847.68895000013	284382.62523999985	99223.69212000028	74063.98675000003	30086.41596000005	48325.94271000005	25965.680440000004	45633.78142000004	35787.88826000001	42061.30694000001	72032.20011000002	199941.98018999997	440175.21962999745	279736.61708000046	94104.88021000006	97586.45633999987	51321.23386000003	216503.97058999995	84499.04994	87370.1457900002	143820.70589000016	51322.279270000035	18049.58978	41648.95331000003	126640.84188999997	18484.504220000003	38964.69082000005	113875.51116	83567.5133500001	169557.29547000036	139474.88388000018	211148.3207000002	83802.51158000036	47437.240720000045	81378.21179000016	118707.22659000008	67382.31216000004	26926.33561	70010.23738999998	48741.487220000025	61665.973640000055	39481.86285999999	436532.4281099988
TSC106	51568.62374999994	130066.4679	80009.83820000007	66157.58016999999	638402.0168399999	65531.90034000005	381450.8613399993	176698.39010000022	85959.16490999989	130655.76610999994	52765.42912000001	240632.65485999957	204400.10550000015	39355.22129000003	131953.75942999995	138714.58457000027	31210.69635	93570.83171999996	53200.18633000003	111720.19130999992	109577.3176899998	576517.1814800003	48273.15287999997	107600.63405999992	200789.09302999973	47197.98039000003	149434.78934999992	170803.6867700002	136722.5875400001	255202.7776599997	207070.88626999967	125075.13184999996	36203.971319999946	378279.6728699991	199003.6302900001	466028.027289999	58456.33646000002	162447.38400000014	259856.12483999968	94214.57219000004	69084.47283	41568.43558999998	318146.8704199992	406983.54661	520168.0431899997	149402.33111000003	337322.56318999967	199299.37887999977	143232.46526000017	51893.68688999999	78783.79200999998	68656.09710000004	100970.31915000008	61023.74383999997	135468.86548000004	156817.56209	357503.5377699998	704699.3658100009	407658.2198	320283.90316000016	197705.26567000023	110451.6906500001	443790.65445999935	126476.99264000008	152776.69751999978	203751.81241000016	99146.40567999994	35901.08615999999	78929.96682000002	250990.26831999983	53876.05757000004	100703.44941999984	195880.84615999975	203063.9514499997	314012.0584799996	265819.68974	283055.2123300006	178325.2215399998	70485.94460000002	162007.48370000004	164448.6341100001	121936.15474000006	57930.42350000002	136585.42366000015	54522.23016999998	113791.29240000012	65929.30071999994	772854.0316799997
TSC115	13565.907299999995	54542.472429999965	27723.81366000002	31509.06872999999	274624.72450000024	18276.64543999999	156604.17067000008	54383.63080000006	28794.329260000013	46563.287240000085	17786.081840000003	65281.06036999997	103252.42895000005	9825.304670000003	43913.37351999995	43418.79012000003	8945.369510000004	25363.824090000016	15417.35452	31339.93189999997	26761.36664000001	242189.50762000133	16024.596580000009	32197.66697999998	49371.63777000007	23837.31089999998	45635.13565000001	70679.90748000008	56515.46733	76490.33053	91901.82522999984	47007.212060000005	20407.86523999999	147547.2247799998	96383.2933	159432.1888499995	18156.39133	41628.17179999995	87201.81902000013	31381.959389999993	20402.868269999977	14515.48527	146109.6188800001	197221.8737500001	188320.10972999997	59980.48536999992	180970.7198700004	69267.3377899999	47420.48136000001	18487.854230000004	31874.679060000028	16853.104499999994	37535.48773000002	17662.789240000006	29933.482840000004	51574.25865000008	133908.8911100001	324461.2043799993	175901.88237000053	71820.12886000007	55759.81416000004	36250.66205000001	127745.2347700001	56645.50566000001	45286.23758	92123.87616999989	37494.592320000025	13488.590729999987	25598.688450000023	90854.48351000028	14559.923360000006	27148.865100000017	83926.14369000013	61876.80743000013	111851.44976000005	82780.08252999991	137564.25080000004	63237.658050000005	27644.988389999984	51727.516650000005	80110.26392999996	48311.48347000003	20873.841920000017	51193.38992999991	28347.26161	40052.75917999999	21160.63645999999	307908.50748000003
TSC123	30171.05187	91884.80885999996	62491.953099999904	52785.37916999997	391222.19493000035	38014.154199999975	254141.70748000027	103727.69142999996	62051.54502	59899.070720000054	39164.821910000006	145941.3842700001	152608.83523000008	37199.00268999993	100832.20883000012	68247.81141000015	23771.593429999975	47655.085660000026	29255.882339999964	61984.33004000002	61544.975759999936	407491.7360199978	22351.624260000015	66698.49705999995	98046.08784999992	35384.58925999997	84691.04375999993	112039.93951000008	65174.896	165113.4455300001	128314.82587999992	70343.57521999997	41759.41473000003	249166.9164300012	144986.54996999976	295402.6582399996	30409.66049	78550.99475999997	181997.53857000105	59829.5708	46550.54681999997	19878.991199999982	221903.25775999983	295106.30004999985	290806.28161000105	96118.58941	273791.8433799997	116670.2331299997	90062.49496999984	35091.376630000006	55218.166889999986	43857.85918000003	52088.63845000008	46611.02289999992	72706.24202999992	85997.81730000002	232992.41437000065	464825.43383000174	284474.3949199996	140448.32094000012	140184.80441999965	55706.42611000001	295217.0310599998	88144.5317799999	110752.79947999986	138873.41566000012	58129.18138000001	25436.62773000001	53540.62935999999	147510.13648000042	25823.92528	51459.725839999985	127365.03639999995	123909.49234000011	188674.8620000005	190760.80205000035	198176.00121999957	101018.47209000004	50835.97958000003	87718.64710000012	105689.31680999996	79191.7949199999	34112.57563999997	78457.24235999997	62124.90627000003	65478.32788000001	49487.50080000003	498704.11597999744
