Samples	alle	rpfi	exsg	ma20_13200	aglg	yacd	ugpa1	htaa	rgpf	kpss	lacz1	lys	phor	pset	ma20_24385	ykud1	kine	suga	mnhb	arcb_1	pled	tetd	ma20_19630	yugf	diviva	bphd_1	apl5	xynd	argh2	yeej	bara	lppb	cpdb	xync_2	acoc	capm	asga	tcry	tmk	bgal7	dlts	amsj	fbl	dmsc	cwlk_2	murc	ma20_42300	sufr	ma20_23920	phet	shprh	surf1	gtsc	fcbc	wcak	aire	rimk	prune	isaa	ugpa_1	iolb2	sigk	cops	wecg	cely	purd	inha	ialb	amic	cuts	yurm7	gspa	ma20_22480	ugpa5	rcsc3	asgd	ydjm	smarcal1	rpl15	seps	chd6	atl	smes	rpfh	lacf	ppsb	blh	act1	ycfz	erfk	hcsb	arls_1	cmra	wcba	mend	hsss	cebg	ykwd	lytr2	ma20_21120	ngcg	psr	etr2	purc	ugpe3	chd9	tola	pdhs	sigb	murf	smog	ma20_15195	ohpc	yhec	chd1l	mvak2	spr7	yesq	fccb	phor2	vp1916	azor	envz_1	rstb	gnl	tupc	seta	nlpc	menh	brnf	enha_2	z012_03815	lytr	chod	sigf	ma20_16685	rffm	fgrl	rad54b	nlpd_2	cdia	hsd17b12	lipg	hpaa	ma20_29105	pksr	divl	yfbb	pacb	ragb	vies	ma20_38155	fn0914	mprb	gfds	xk27_08875	hpk2	lacf5	ylba	guml	phor7	ap3d1	bga_1	gbdr	srrb	ma20_03860	whig	sca1	csts1	ftrc	glpp	vva0031	neub	yvhj	cmoa	thip	yojm_2	pcac	msmg	ybbo	yfhk	saes	plsb	stc2	och1	msrr	ep400	gsto1	irk	arsp	rafa	chis	ma20_07860	dors	mgll	gcst	zranb3	azor2	cp_1020	enha_1	rdh54	atp12	crec	devs	mur1	cusod2	rhar	xynz	ppx1	amyc1	ap4e1	cpof	lytg	qsec_1	taga1	mngb	ylxr	bgaa	exov	bgal10	ptli	csga	bga1	jbp2	yisy	ompb	rad54l	hsad	mtor	yedv	ephd	cebf	bgac2	coss	arls	phea	pcbd	estx	glb1l	pepi	fpap	phbb	divj	ercc6l2	iswi	epb41l4b	luxq	chd1	spoiiiaa	phea2	tara	malc	rets	rhla	cpha2	pria	yned	snf2	tpx1	ma20_22765	ma20_06300	vans	sleb	ykud	sle1	argx	act2	ma20_06595	pfaa	mptn	prrb	ap2a2	dlte	bxlb	amib	cyac	ma20_44790	ma20_06590	phag	gacs	yqhh	nane	pdtas	chey	rhas3	bfea	covs	kdpd	iolcb	rad3a	nup145	yurm9	ma20_25100	evgs	lacc	yqjq	enha_3	lpxo	rpl32e	gumh	ycjp_4	fcbc2	rhp26	sasa	aroa	yvam	dotc	ma20_14025	rpfe	rimklb	stc	chd4	phy1	fkbm	erf1	eaeh	gntr	scpa	enoph1	narx	hepk	rimk_1	lysm	folk	ma20_07410	rsmj	rpfa	sdh	modc	z012_03010	bga2	amid2	ppac	iap75	cops6	gtsb	ma20_25925	yhed	sugd	radb	gtsa	ma20_23360	ynea	lipj	pldb	azor1	dhma	yoqh	mmos	aglf	chd7	envz	wgad	mtnd	walk	ftra	ap1g1	bxlc	malf	wtpc	bgal8	chd5	ycjp_3	adpa	rgpfc	olsc	afsq2	gsha	ma20_41515	dcsg	uspa	yfic	wcbp	ma20_13195	gumm	asphd2	pepip	tctd	togm	helz	rtxa2_1	sod1	invb	yfif5	arac	lacf1	phoq	atmc2	prpa	cwls	cqss	ydjh	spoiid	mtlg	fhab	ysma	fabg	yfkn	ebps	malk	prxiif	hrp3	bga	bvgs	lysx_1	wcmj	ynep	sth1	mhpc	azlc	ma20_44780	rad54l2	chic	cpxa_1	ydhd	tagh	pepl	mscs	cpo	ma20_28870	chd2	rad3b	rada	deor2	ma20_03550	qsec	mltd2	rssa	dnax	pstb	nfo	rlpa	bcho	ydho1	lip2	exea	yraq	csab	prx5	glps	yoch_1	pla	ycgq	ma20_23405	pchr	lacz	yurn3	rese2	yhec7	hemd	petc2	tada	bira	phaf	enha_4	ma20_25205	elrf	ycjo	acra	regb	hydd	adi1	anmk	cdhr	rnc	xk27_00500	sige	asph	mepm_1	ma20_21090	ywtf_2	akap17a	wcbo	lacf3	ynbc	gspe	ycbb	lpps	tebc	csd1	araq	uvse	rpfc	copz	taga	rkpj	gshb	coq9	pha2	vdlc	ma20_04760	lytf	ugpe	prxiic	arcb	lprq	ugpa3	ygcg	etr1	ino80	dpra	dehh1_2	lysx	hmcb	msmf	ygca	yidc	ma20_44785	wag31	rsbq	ybgc	sqrdl	ywpd	smarca4	nagk	aorr	phor_2	yfjr	acor	epsl	usha	sigh	ybff	rps3	hit2	ma20_20905	egl	ma20_22095	trag	iap	ma20_06090	sfuc	riss	sodc2	coff	bdpg	cpha1	vy92_02980	estc	ctf1	flia	swr1	ephf	fixl	z012_00995	catd	c17orf64	argr	ycjp	cdhb	gpsb	ycjp_1	lysa2	hsdl1	sodc	cheb	helz2	ma20_13025	tagu	lytn	mepa	yoch_2	fabg3	pils	ssra	ngce	cpha	pota	plec	phor5	yqfz	acxr	pdca	bvgs2	ciah	cpsa	bioc	them7	sll1424	pcad	yige	ftrb	phai	pota2	sfub	tcte	vy92_01920	yesp	bass	sigi	nuch	metw	pip	sigg	amyd	lafs	lyc2	sced	wcog	shy1	lacf_3	lpxo1	ma20_14020	xlyb	lyte	mcyd	smof	mora	gspk	sags	trpc	rese4	cika	ydjp	thuf	ydhk	smarca5	zmp2	dlte3	tors	ma20_23075	lip	rsbu	laca	neud	ma20_22735	hells	ma20_43635	ma20_37640	ycgs	bpoa	hpx	yjcf	spak	bara_3	yoch	xlya	xk27_05435	ma20_01915	ybac	phes	ycfs	iv02_22745	ercc6	sod3	ymfi	ntab	rny	pilf	gpsk	rcsc	chvg	iolb	togn	rapa	ma20_03545	snf	pure	ycf45	yaah	utr4	ugpa	xylr	murq	sugb	kpsc	tesc	ma20_36175	thug	prune2	agmh	sigd	rata	thiq	yqgt	ygaz	pear	hltf	ma20_19790	arls_2	gshf	safa	gras	prma	rhif	mmsr	lets	phaj1	mltd	amyc	z012_08980	prtb	glb1	lplc1	spr	ahp1	yurm1	yjau	prpa1	yusz	tago	pksm3	man2c1	csss	yaah_2	cuss	bgly	smta	rprx	suga_2	mhpc_2	tyr1	ma20_16325	rese1	hsd17b3	prdx5	scpb	tupa	sacc2	ngcf	maoc2	bgac	yclk	gba2	pmpa	pgta	soxf	ybis	epha	srcap	dasc	pbg	sod	acma	mtnk	nlpd	wgae	padd	vp1770	rese	ycbk	phab	msmr9	ma20_15690	ama2	yqjb	moda	pfes	tcdb	yju3	luxq_4	yurm5	mtnc	bgab	spovid	lysx_2	yabb	sodcp	lcdh	rpl21	frcr	arap	ma20_41600	sils	ap2a1	atpaf2	ams1	paai	todf	phf21a	yeam	snf21	dasb	ytpa	ma20_07280	surf	cpxa	cp_0155	bara_1	cwlk	rhas	ywtf	dgok	uglyah	ssr2	wapa	rad5	vv0135	rnr	azor3	ma20_21410	vick	ercc6l	bioh	glxa	ma20_08165	mnn10	baes	cp_1034	lcdh_1	bpoc	flia1	atrx	ynee	ma20_20555	pa1766	isw2	rutd	zapa	pepb1	phaz	csh1	hepa	yojm_1	cols	chr38	andr	ywqa	zmp3	ma20_36070	irc5	ispd	ma20_18720	acpd	sadh	soxs	yccf	brpa	divk	ugpc	maoc3	ma20_03695	czcs	rad54	ylxrq	pie1	malg	rplu	yurn	yurm	ycjp_2	vva1112	maoc1	ugpa7	azor4	xynr	rese7	luxn	hit1	smarca1	lacg	bvgs1	araq5	mtlf	iolb1	chd3
TSC000	0.0	0.0	0.0	26.6707	294.3838	0.0	0.0	0.0	0.0	0.0	0.0	1032.4250499999998	4494.0915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.50832	83.0743	0.0	0.0	0.0	0.0	56.6779	37.9259	0.0	52.6198	0.0	217.377	3433.1529	0.0	0.0	1629.0378999999998	0.0	0.0	0.0	0.0	74.1221	0.0	582.16605	3058.9174	0.0	279.2251	2527.43887	0.0	1406.395	0.0	24.6677	0.0	0.0	1055.3797	0.0	0.0	0.0	179.9398	0.0	16.5586	39.538	0.0	4349.139399999999	30.0234	0.0	543.0223	0.0	0.0	207.52396	78.6423	0.0	0.0	0.0	0.0	0.0	312.76520000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1102.5571	0.0	0.0	376.1962	0.0	0.0	20.6784	0.0	259.58547	0.0	0.0	289.198	144.1164	0.0	0.0	17.3731	0.0	3157.694990000001	0.0	0.0	1155.8879000000002	0.0	0.0	2181.6800000000003	32.0646	0.0	0.0	0.0	0.0	84.3217	0.0	0.0	0.0	0.0	0.0	203.9388	0.0	0.0	239.5508	0.0	0.0	0.0	138.8972	0.0	0.0	0.0	113.2615	0.0	0.0	51.716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.4842	0.0	133.33530000000002	0.0	198.1425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.9127	0.0	0.0	836.9252599999999	225.0381	655.89604	340.8317	0.0	88.4226	0.0	31.2865	0.0	16.3208	361.5135	37.0427	0.0	0.0	0.0	36.4139	0.0	0.0	52.8531	53.8989	25.6047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.4303	0.0	0.0	0.0	0.0	148.08010000000002	0.0	0.0	0.0	0.0	922.56336	0.0	0.0	96.0176	0.0	0.0	0.0	0.0	0.0	1046.7659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.8755	0.0	0.0	0.0	0.0	3244.1060000000007	704.0080999999999	0.0	0.0	0.0	0.0	341.4229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5846.052049999999	383.5785	0.0	0.0	0.0	0.0	0.0	343.16370000000006	0.0	0.0	0.0	0.0	69.8224	0.0	0.0	0.0	0.0	0.0	0.0	33.498	0.0	0.0	31.6062	0.0	0.0	0.0	0.0	0.0	47.055490000000006	0.0	0.0	0.0	0.0	46.74144	0.0	0.0	0.0	0.0	0.0	22.7842	0.0	0.0	0.0	199.5166	0.0	0.0	6.55153	0.0	44.1414	2101.70578	0.0	0.0	0.0	0.0	0.0	954.4949	0.0	0.0	0.0	0.0	0.0	248.1705	3533.1274000000003	0.0	0.0	0.0	0.0	372.263	2242.57315	0.0	604.6514000000001	0.0	232.5376	229.1406	0.0	0.0	15.7237	178.2317	140.244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	304.85190000000006	123.048	0.0	633.43551	0.0	1652.2699	0.0	0.0	476.9977999999999	0.0	335.4316	0.0	0.0	0.0	0.0	0.0	0.0	447.224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1643.9506	0.0	69.38139	0.0	633.9154	0.0	26.6707	0.0	0.0	0.0	67.9041	0.0	0.0	0.0	44.9976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	811.9971999999999	24.672	0.0	33.6568	0.0	2209.7402	0.0	0.0	461.5509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	409.0044	843.3973	81.6397	0.0	0.0	0.0	11.976	0.0	0.0	913.2892	71.6171	0.0	0.0	70.8009	1141.9013099999995	57.2016	104.5032	0.0	0.0	500.2863	7034.728730000002	1626.2123999999997	532.3158	683.7331000000001	0.0	0.0	0.0	46.3372	0.0	0.0	0.0	353.956	0.0	0.0	0.0	170.559	0.0	177.3025	0.0	0.0	0.0	1960.6346200000005	0.0	4621.806499999998	2656.86429	0.0	0.0	0.0	0.0	12.9402	1037.9413	1106.1919	0.0	0.0	3739.82858	0.0	2014.62273	0.0	26.2483	784.1518	833.74237	298.7337	0.0	0.0	0.0	0.0	36.8975	283.2489	14.8972	0.0	0.0	0.0	0.0	71.0809	0.0	719.8751	55.1524	0.0	2366.31297	248.1885	0.0	500.734	0.0	0.0	630.6039999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.17406	0.0	0.0	0.0	0.0	0.0	3328.02148	0.0	0.0	0.0	4354.425180000001	19.8189	0.0	0.0	390.1343	0.0	0.0	0.0	0.0	44.3438	1329.12828	37.5311	661.765	324.5956	19.6987	985.4522	0.0	633.8725	0.0	32.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	226.2667	0.0	79.2847	0.0	0.0	0.0	0.0	55.169	0.0	79.545	88.8539	142.08147	0.0	0.0	0.0	0.0	623.4785	59.3352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.1154	2609.2608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	560.0592	0.0	25.3513	222.4725	0.0	0.0	0.0	0.0	3237.9729999999995	0.0	0.0	0.0	0.0	0.0	145.78581	801.8676	1408.6116000000002	0.0	0.0	0.0	117.1019	0.0	0.0	115.6163	0.0	0.0	0.0	0.0	0.0	0.0	237.33645	0.0	107.0909	0.0	939.3154	0.0	0.0	0.0	19.2926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2160.315	61.7977	0.0	0.0	0.0	70.327	379.445	52.3105	27.509	0.0	160.962	0.0	0.0	21.3139	0.0	0.0	0.0	0.0	5183.061199999999	0.0	0.0	0.0	0.0	0.0	208.1292	281.02840000000003	13.0389	0.0	0.0	470.414	71.32929999999999	0.0	0.0	0.0	0.0	5033.1159	40.1888	0.0	0.0	353.3639	94.12612	313.89487	0.0	0.0	0.0	0.0	0.0	20.1105	0.0	0.0	39.538	13.0647	0.0	0.0	0.0	0.0	135.2705	0.0	0.0	0.0	0.0	662.8827999999999	0.0	0.0	0.0	0.0	800.3069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	488.9864	0.0	0.0	0.0	0.0	0.0	0.0	57.0552	550.9550999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1898.851	489.1328	0.0	0.0	0.0	0.0	0.0	0.0	385.2999	0.0	215.3795	0.0	149.358	0.0	0.0	0.0	0.0	0.0	424.3218	129.82553	0.0	0.0	0.0	10.63	0.0	0.0	0.0	227.7256	0.0	0.0	721.4419999999999	0.0	0.0	21.0601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	627.0037	47.8539	0.0	69.1677	0.0	0.0	0.0	0.0	42.8529	68.3197	0.0	0.0	0.0	0.0	0.0	258.6942	0.0	200.7389	15.4244	208.3966	0.0	0.0	139.966	0.0	253.6422	0.0	0.0	0.0	0.0	0.0	1914.7457	0.0	1191.9809	442.90352999999993	0.0	290.65176	108.2792	59.0646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1388.0228400000003	0.0	301.4285	25.0827	13.3797	0.0	0.0	0.0	0.0	0.0	0.0	421.5113999999999	0.0	2278.6550000000007	0.0	0.0	0.0	385.7507999999999	0.0	0.0	0.0	532.6899	0.0	0.0	0.0	40.7499	0.0	109.5095	247.23	7043.6133	0.0	0.0	0.0	311.3561	0.0	0.0	0.0	0.0	0.0	0.0	51.5553	0.0	0.0	0.0	0.0	113.387	0.0	0.0
TSC001	67.5629	0.0	0.0	0.0	0.0	0.0	0.0	45.9718	15.8786	0.0	0.0	939.94364	2394.0615299999995	50.2723	7.13559	0.0	0.0	0.0	113.619	0.0	21.1868	0.0	0.0	0.0	48.6007	0.0	0.0	0.0	0.0	0.0	35.4562	0.0	0.0	0.0	35.1017	2999.152239999999	0.0	0.0	1115.8213100000005	0.0	0.0	0.0	0.0	89.9298	0.0	553.01955	1634.919659999999	31.6286	214.1243	2212.5924000000005	0.0	1675.94718	0.0	201.3193	0.0	0.0	347.25176	0.0	0.0	19.0886	48.0357	31.2236	26.7774	0.0	0.0	5858.84264	0.0	0.0	372.7796	0.0	0.0	135.7287	281.7231	0.0	0.0	0.0	0.0	56.097840000000005	48.3786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	785.8084200000002	0.0	0.0	19.8092	0.0	0.0	0.0	0.0	436.10489	0.0	0.0	165.9942	0.0	0.0	0.0	0.0	0.0	2411.52317	0.0	0.0	1564.7088	0.0	0.0	988.5929199999996	47.5979	0.0	0.0	0.0	0.0	17.1342	0.0	0.0	0.0	0.0	0.0	156.79727	0.0	0.0	70.1849	26.4016	0.0	0.0	66.3736	0.0	0.0	0.0	0.0	7.59298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.2144	0.0	0.0	26.5865	0.0	201.0111	0.0	0.0	0.0	0.0	0.0	10.1792	32.6879	34.093	0.0	0.0	0.0	0.0	48.2549	191.6442	0.0	0.0	0.0	57.8746	0.0	0.0	346.33654	14.5409	433.13771	832.3082	0.0	15.2285	0.0	0.0	14.6563	0.0	467.5235	0.0	0.0	0.0	0.0	163.84220000000002	0.0	0.0	73.02756	67.0911	160.441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.93514	0.0	0.0	0.0	0.0	649.2447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1522.2485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2324.5857100000003	708.92814	0.0	0.0	0.0	0.0	176.9242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3777.79692	84.1788	0.0	107.7053	0.0	0.0	0.0	649.6042299999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.5627	0.0	0.0	0.0	0.0	0.0	0.0	42.4982	0.0	35.655	0.0	0.0	24.2518	31.764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.107	0.0	0.0	48.3786	0.0	0.0	0.0	0.0	212.491	2687.9605000000006	0.0	19.372	35.5155	0.0	0.0	179.5053	0.0	0.0	9.57024	0.0	0.0	85.9864	3582.3793600000004	0.0	0.0	0.0	0.0	367.6455	1719.44874	0.0	273.92371	0.0	71.78659999999999	54.483	0.0	0.0	257.3959	45.8375	106.189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.8785	27.5943	0.0	125.006	0.0	857.6638999999998	0.0	0.0	354.16880000000003	0.0	713.4278999999999	0.0	137.8427	0.0	0.0	0.0	0.0	68.3349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1725.9708399999995	0.0	83.7203	171.82709999999997	257.2331	0.0	0.0	0.0	0.0	0.0	42.9896	0.0	0.0	0.0	110.61914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	626.0896000000001	126.1406	0.0	0.0	0.0	3131.59434	0.0	0.0	171.503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	281.8194	874.6115000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	868.2090000000002	175.7322	0.0	0.0	0.0	967.6533	59.3751	58.8471	38.2348	0.0	38.09010000000001	8794.068429999998	2003.5473	38.453	328.009	16.6771	0.0	0.0	0.0	0.0	0.0	0.0	24.9097	0.0	34.3851	0.0	74.3111	17.3721	107.8782	0.0	0.0	0.0	2820.8706300000013	0.0	2616.88918	5064.023910000001	0.0	0.0	0.0	0.0	31.3114	1292.9562999999998	1010.0282	0.0	0.0	4419.816489999999	0.0	3494.3571	0.0	0.0	141.689	557.7732299999999	333.42460000000005	0.0	0.0	0.0	0.0	35.1321	438.1764	7.02736	0.0	17.0418	0.0	0.0	364.51839999999993	0.0	195.23593	49.87259	0.0	1578.30761	380.5571000000001	0.0	442.6897	0.0	0.0	738.5830000000001	0.0	16.5928	0.0	0.0	0.0	97.8934	0.0	154.41297	0.0	21.3372	0.0	0.0	0.0	3190.1871100000003	0.0	0.0	0.0	3512.599489999999	0.0	0.0	0.0	134.3389	0.0	0.0	0.0	353.733	21.21562	1007.81888	36.6304	485.547	55.9473	0.0	684.2922000000001	0.0	1059.9955	0.0	14.8913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.6524	196.0222	0.0	133.7787	0.0	0.0	32.1009	0.0	0.0	0.0	189.4147	198.8346	0.0	0.0	0.0	0.0	0.0	355.1091	74.60849999999999	0.0	20.3244	0.0	0.0	70.50280000000001	0.0	0.0	0.0	0.0	0.0	67.1444	3892.542500000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	480.62804000000006	0.0	1164.59	379.1967	0.0	0.0	0.0	0.0	3184.121900000001	0.0	0.0	0.0	0.0	0.0	0.0	470.6529000000001	1610.97753	29.8311	0.0	0.0	0.0	0.0	16.0284	0.0	0.0	0.0	35.5155	0.0	26.4026	0.0	186.8626	0.0	72.87219999999999	0.0	342.3808	0.0	0.0	0.0	6.51201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1696.5888	0.0	0.0	0.0	0.0	15.7611	0.0	53.51689999999999	0.0	0.0	21.3583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2852.3895400000006	0.0	0.0	0.0	0.0	10.8619	120.3379	191.6566	45.6406	0.0	0.0	729.8736	79.3683	0.0	18.8316	0.0	0.0	4849.678709999997	16.8045	0.0	0.0	45.008300000000006	50.38543	602.4516000000001	0.0	0.0	0.0	174.06799999999998	0.0	358.242	0.0	0.0	151.69760000000002	0.0	0.0	14.4325	0.0	0.0	85.1993	0.0	0.0	0.0	0.0	463.60440000000006	0.0	0.0	0.0	0.0	567.0367	0.0	0.0	0.0	0.0	0.0	162.7816	18.9062	0.0	0.0	0.0	0.0	121.48906	0.0	0.0	0.0	0.0	0.0	0.0	76.7401	345.2654399999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1056.8749999999998	327.9789	0.0	0.0	0.0	0.0	0.0	0.0	176.7907	0.0	497.0593999999999	0.0	149.8346	0.0	0.0	0.0	0.0	0.0	345.8345	234.1791	0.0	0.0	0.0	69.0296	0.0	0.0	0.0	47.2129	0.0	0.0	119.4602	0.0	0.0	43.1271	0.0	0.0	0.0	101.518	0.0	0.0	10.6488	0.0	465.7131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.6545	66.3289	137.31	0.0	0.0	0.0	0.0	141.42490000000004	0.0	382.1972	17.8196	61.2484	37.8175	0.0	153.8955	0.0	78.8279	0.0	0.0	127.4659	0.0	0.0	2032.71139	43.3826	499.6154	277.6368	0.0	69.4642	121.0145	35.8566	0.0	0.0	0.0	19.1157	0.0	0.0	0.0	26.5947	0.0	0.0	0.0	0.0	1423.6459200000002	73.00903	574.45654	14.2987	45.1658	0.0	0.0	0.0	0.0	0.0	0.0	215.7359	0.0	1773.8334099999995	0.0	0.0	0.0	396.5232	36.4655	0.0	20.8961	202.526	0.0	0.0	0.0	0.0	0.0	0.0	28.2517	4876.085099999999	0.0	0.0	0.0	124.03	0.0	0.0	0.0	0.0	0.0	0.0	38.6236	0.0	27.3888	0.0	0.0	194.0237	0.0	0.0
