Samples	acr3	amt1	amtb	arsr	cara	carb	chra	cira	cyns	dada	dpsa	expd	fepb	fepc	foca	fur	futa	gap1	gdha	glna	glnb	glsf	isib	moaa	moab	moac	moad	moae	moba	moea	nadb	napa	narb	nira	ntca	phnd	phoa	phob	phoe	phor	phox	ppa	ppk	ppx	psta	pstb	pstc	psts	ptra	spea	speb	sqdb	thio	tolq	tonb	urea	ureb	urec	ured	uree	uref	ureg	urta
TSC141	15.2549	0.0	2653.8436	41.4497	2300.1646400000004	2464.904700000001	0.0	0.0	20.7308	3562.642400000001	0.0	0.0	0.0	0.0	13.1454	3929.72024	0.0	0.0	3891.7091	5257.454780000001	1139.601	28.3124	1277.9753999999998	3636.5821	1331.0354	496.5099	866.0203999999999	1421.7753	4451.151699999999	1187.142	624.35054	24.0649	0.0	0.0	0.0	435.8886	126.6525	246.0465	0.0	2529.6493	560.642	304.2375	1176.2823999999998	1411.7582999999995	101.8613	101.8613	135.9582	340.4211	42.7156	21.7114	541.1035199999999	14.7241	624.9812	940.7486	875.2318	18.317	18.317	18.317	18.317	18.317	41.7128	18.317	0.0
TSC142	10.3786	0.0	1686.6699999999998	17.4761	3546.93472	1610.9789	66.5538	0.0	0.0	5560.1557	0.0	0.0	0.0	0.0	0.0	4216.31176	0.0	0.0	2939.5126500000006	3326.876799999999	481.71569	45.7513	1464.5724000000002	3408.3148	1663.2621	1331.5277	1363.6345	1537.6929999999998	2010.1845000000003	2102.9855	4105.770799999999	0.0	0.0	0.0	0.0	91.0943	0.0	141.245	0.0	2303.6899000000003	0.0	860.4007499999999	991.6431	1030.97771	30.1265	87.52170000000001	72.9486	528.1429	51.4745	87.84676999999999	831.6461999999999	0.0	1253.09791	1008.5134	907.814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSC144	77.88669999999999	17.9225	1546.32931	8.48441	3382.8246500000005	2413.1056000000003	476.9135	0.0	0.0	929.89092	0.0	0.0	0.0	42.7734	0.0	1706.47121	0.0	0.0	1488.4329	1877.6652	1227.33408	0.0	92.6896	2602.70021	1397.53888	1149.66576	962.5196500000002	709.7663200000001	869.9182999999998	2172.8131700000004	625.6969999999999	0.0	0.0	15.9595	0.0	218.50198	12.9238	256.96130000000005	0.0	658.1083299999998	118.49914	308.62341000000004	254.79103	268.49927	138.5283	227.50761	128.97433	384.2153200000001	483.8496	108.7361	1078.81584	0.0	797.5105	720.5043700000001	476.6323	194.5803	109.72854	440.352	664.2397	148.2126	397.55223	468.46182	152.2142
TSC145	0.0	0.0	1978.9379	0.0	4010.2407	1723.935	0.0	0.0	0.0	5185.081800000001	0.0	0.0	0.0	0.0	0.0	4226.829429999999	0.0	0.0	5552.157470000001	7371.777739999999	360.7278	0.0	1102.6668000000002	6042.082600000001	1179.3873	3013.4488000000006	3950.6122	2065.9745000000003	5001.1797	1637.1340999999998	3039.0558	148.704	0.0	0.0	0.0	31.8313	0.0	108.0204	0.0	1412.2892	46.1712	0.0	914.4918	901.7074	0.0	0.0	191.53395	636.7663	23.493	12.7547	664.6855	0.0	2276.27398	1402.9608	897.0085000000001	14.1248	0.0	22.37022	0.0	6.8858	0.0	0.0	0.0
TSC245	71.41616	65.7441	2897.8222	118.5751	4407.852260000001	3001.44082	77.6019	0.0	232.1109	2434.0476500000004	0.0	0.0	0.0	0.0	0.0	6549.426550000001	0.0	64.9363	3952.2439	3068.1377	2134.8140000000003	0.0	499.81000000000006	3048.91334	1135.5368999999998	1729.79453	832.31507	578.4123800000001	1474.89262	1594.2021000000002	1493.2958	156.656	99.2698	79.5075	129.0447	220.4539	56.193560000000005	1116.9281	0.0	1757.1298	285.8185	427.55779999999993	1093.2732000000003	1273.4163	544.3589400000001	428.5292	1676.4967	1593.01408	203.2644	123.93023	763.07526	0.0	532.1234	1129.3445	789.5489000000001	141.81369999999998	100.204	100.204	694.97378	102.18757	96.9325	82.1202	318.3276
TSC246	29.7433	0.0	2533.19058	98.9276	4477.806999999999	3641.6977900000006	183.61711	0.0	118.1922	1216.6434	0.0	0.0	0.0	0.0	0.0	4848.95606	0.0	45.0709	2327.0572300000003	2214.2009900000003	1240.7920800000002	30.3832	156.5543	3462.25475	1786.1954200000002	2056.4804	1308.7905999999998	1535.9435	2247.4793400000003	1474.78741	1753.7370999999998	91.2456	0.0	60.5349	56.5772	213.4907	150.94240000000002	1343.2999	0.0	1377.36726	67.9275	414.3022	581.2479999999999	1277.8251299999995	388.51450000000006	644.7373	1499.1580100000003	1559.9770699999997	220.50450000000004	191.81978	1017.5572	0.0	343.60638	2533.9602000000004	341.13789999999995	201.86915	366.3405	301.10774000000004	770.69101	196.6422	120.8549	89.5542	400.6492
TSC247	19.0461	0.0	1180.31635	153.1377	3674.25821	1407.85985	60.04087	0.0	0.0	1734.4508999999996	0.0	0.0	0.0	0.0	0.0	2096.31893	0.0	172.35309999999998	1337.0188000000005	2329.25574	676.5000999999999	0.0	115.09888	2806.934979999998	2050.9578	1745.8489600000007	1279.7034199999996	1153.23478	2893.0812	1606.0698000000002	665.8741000000001	0.0	0.0	219.6954	0.0	480.3684	89.50919999999999	428.0345	15.2866	906.79903	220.4641	123.93825	49.28677	257.3982	278.3126	404.412	1110.1268600000003	764.99572	249.3727	110.2136	578.87883	9.56071	352.91174	1452.6085600000004	150.1073	150.58960000000002	124.32309999999998	124.3231	56.9921	49.236	13.4492	339.66650000000004	90.17806
TSC248	169.18370000000002	0.0	2173.722	143.97789999999998	4591.523699999999	2821.58796	54.0573	0.0	18.4799	3859.945699999999	0.0	0.0	0.0	0.0	0.0	3559.9219700000003	0.0	0.0	3198.8722999999995	6139.33047	1268.9232900000002	0.0	24.44405	4890.363199999999	1388.1786	1666.0774	1190.2884	1321.8495400000002	1730.6733	833.07397	622.2869999999999	60.3651	0.0	0.0	0.0	12.6597	56.8847	831.5059	0.0	1517.2924499999997	0.0	538.68171	170.18290000000002	454.242	585.4472000000001	194.1978	1399.2867199999998	972.85665	56.964	533.58531	488.7241	33.18837	1381.3164000000002	749.9519	1859.38866	90.9479	90.9479	90.9479	124.2607	90.9479	103.4997	90.9479	93.09703
TSC250	201.4465	0.0	922.9473000000002	607.9217	3762.171660000001	3140.1363000000006	317.857	0.0	10.164	704.7293999999999	0.0	0.0	0.0	0.0	0.0	2990.48668	0.0	0.0	2289.2377	2520.03356	1535.4561	0.0	467.7128	3318.0763100000004	1224.7612	1461.86199	1060.60773	1727.0043	1273.1181499999998	1386.001	1045.0864600000004	20.3975	0.0	0.0	0.0	14.1852	369.1855	700.2562	0.0	2680.6687400000005	85.56309999999999	1478.59546	862.0674	1689.6534700000002	739.7628	374.03905	1311.5592	636.6854	612.0539	812.1723999999999	585.3262000000001	0.0	2034.9306	737.6576000000001	1441.2572000000002	577.4178	166.9838	166.9838	166.9838	185.6088	166.9838	196.727	290.386
TSC251	68.8791	0.0	1216.695	69.8664	5133.664340000002	3254.5932399999992	147.7321	0.0	56.7862	802.5473999999999	0.0	0.0	0.0	0.0	0.0	3362.394	0.0	0.0	3229.9763200000007	4775.412199999999	1278.7921	0.0	107.9749	5450.619139999999	1412.3527999999997	848.7794999999999	583.0311999999999	1056.5038	1616.9104999999995	2393.8795	2827.96113	48.5711	0.0	0.0	0.0	279.8881	157.304	3150.66583	0.0	2677.6784	0.0	1695.111	556.58154	1958.5710100000008	1509.57983	404.63905	2999.59369	1434.0911	114.8181	715.01351	716.6469199999999	0.0	1467.46324	2357.885	344.42602	450.81156	435.86036	426.84	461.68376	221.7471	259.92048	260.91968	433.7864
