Samples	AcnR	AgaR	AmtR	AraR	ArgR	BioQ	BirA	CadR-PbrR	CblR	CcpA	CsoR	CueR	CzrA	DasR	ExuR_UxuR	FabR	FadP	FadR	FixJ	FnrN_FixK	FruR	FUR	GguR	GlcC	GntR	GulR	HcpR	HexR	HisR	HrcA	HutC	HypR	Irr	IscR	KdgR	LexA	LiuQ	LiuR	LldR	LtbR	MerR	MetJ	MetR	MntR	ModE	NadQ	NagC	NagQ	NagR	NarP	NiaR	NifA	NikR	NmlR	NnrR	NorR	NrdR	NrtR	NsrR	NtrC	PaaR	PdhR	PdxR	PhnF	PhnR	Phr	PhrR	PhsR	PrpR	PsrA	PurR	QorR	RbkR	RbsR	Rex	RutR	SahR_SamR	SdaR	SiaR	SoxR	ThiR	TrpR	TtrR	TyrR	VanR	XylR	ZntR	Zur
TSC001	17683.45411	136676.0055499997	65616.20339000013	92780.16641999983	851810.8282999999	40775.274790000025	525160.1386200006	131046.78509	69133.4816	128929.47064999996	32851.98555	120206.11293999988	402812.0509299972	25247.932449999993	106302.01757000016	83307.12738000015	9535.54885	39267.814590000016	18730.87293000001	60173.70832000005	48197.82733999996	788152.8893399994	29944.649649999985	60499.86924999995	95238.45487000022	69904.23405999996	98585.07075000006	162506.22949999996	110741.8536700002	180544.85753000012	210508.07703000036	109374.47307000015	82398.68510999999	364646.0928999987	353805.93976000056	355866.73503999895	46322.117380000025	72002.44910999987	218392.63111000048	72238.11949000007	27993.88692	28401.721819999973	419153.3441899998	582857.9600100011	489338.5443799983	176942.99487999972	747164.6632899994	158210.14406000002	116438.26227999997	43931.11395999996	78532.39666999991	26506.94482999999	79774.40396000001	45670.92217000003	48559.653709999984	116082.49324000016	308895.47102999996	985574.1980499994	613227.1643499964	125198.61163	108155.6301599999	78719.31886999999	282585.0530100004	163341.47849999953	97854.91431000015	334581.85669999913	95543.18851999978	27455.778039999997	57744.33191000003	215450.59371000013	23730.339439999974	55225.92343000005	227862.79798999964	119998.30722	260704.11376999947	205595.78198999955	475929.0580799991	135740.69928999976	77844.10078000002	119427.3348800002	280365.3630400003	112321.75780999998	33825.25814000002	125927.13939000004	73188.12756999972	127667.16441999996	48744.907490000056	809054.9887199948
TSC003	11279.6554	80988.13631000003	41287.15951999999	54593.84323000001	412630.1731300002	21971.702509999977	246638.7017500006	71171.55807999997	40635.726769999994	67148.93175000005	22442.69473999999	81401.97238000025	169669.6374899997	17708.13682999999	59320.223659999974	52580.51361999997	7350.0639100000035	28204.038140000004	12728.844340000009	37993.039779999985	32470.949909999978	373154.36470999825	15208.893390000012	36206.599099999985	55311.43272999995	33492.79885999998	59962.47297999996	121517.39763000017	65899.45500000009	103343.91876999992	109279.68880999988	59742.18850000004	37967.379269999976	192281.8345200002	169002.5744200004	198354.60398999925	26539.589420000008	50136.74670999999	122049.63991000006	45558.833269999945	17081.288900000003	15374.422380000004	209426.0751499998	299882.74421000056	273391.72967000015	92729.14904000008	341675.0207900002	95728.3603399998	71309.94947000004	29417.166709999987	44510.10891000001	18217.02886999999	40488.25652	24272.172440000024	35072.786769999984	69496.38445000001	179597.80664999995	495007.5238900003	286804.19774000027	86423.75145999994	69042.36976000002	46568.95314999993	170231.36881000013	77495.31926999998	64618.49660000001	151712.58047000013	56873.44965	19886.629870000004	39534.05818999993	121961.68466000025	15901.271280000014	31068.54253000001	117534.95811	73653.56721000007	161795.26387999993	124856.87609999982	229652.2453100004	72533.0667100001	44215.94453999997	67630.53111000004	128982.83796000006	61442.80851999989	20851.48140000002	74190.76438999994	46693.02180999999	64642.162500000006	26396.743619999976	436219.70035999897
TSC005	24108.269810000005	164558.26393000002	80740.31087999992	111326.09463999992	955955.9775099996	51668.86487000006	605606.536129999	153632.22382999954	84746.89047000013	143261.10851999992	47604.114940000014	161168.48926999976	453106.37225000066	41593.64006000002	126025.82759999968	103687.61958000016	16324.083739999998	57174.52943000001	25565.028750000012	83371.5190700001	64988.81055000005	881513.7688100009	26294.426149999992	80865.29811000002	122026.4921799998	78706.81842000003	120134.54535000012	192605.72521999964	141276.44212000043	214646.3393299996	240051.4199500012	124961.51494000004	79817.2001899999	428730.36736000207	427598.6001999999	415639.7407299991	51634.865580000085	102426.25232999984	264957.2000000003	77364.36850999985	30577.241079999993	36257.295520000014	475305.4554500011	683805.7484800006	582973.7775099997	201597.84793999977	881953.623040001	193091.06467000037	152437.80271999998	55048.77361000008	101352.53621000003	43407.25761999993	85932.3515	51633.30681000001	78968.0614499999	127835.1927200003	363903.7989300007	1138714.2319500076	708990.4497600034	180663.27863000007	145237.67121000035	93818.43691000016	359818.082520001	182367.9978700004	132176.37527000046	392520.2486599996	115863.01465000008	40071.027519999974	76320.42546000006	260787.72922000004	27164.16883000001	67455.39858000004	279753.8040100001	151216.44692999977	326965.50150999974	264752.4078999995	527956.826139999	162139.22064000025	92442.05802000011	139276.13617000027	328009.8257600002	132298.44462999993	44502.90985999995	146302.75652999984	98612.41131000013	151234.1728900002	56151.17912000006	939266.7815799993
TSC008	14888.929209999998	162081.1280300002	79044.77557999988	116340.78604000012	997677.17542	41476.56231	597589.2119900008	142324.83737000002	77811.86076	140858.93013999984	40367.07086999999	127612.26048999968	461760.7739799985	29520.854850000007	110535.89527000012	87407.33971000004	7960.159880000003	42901.068629999936	24326.933229999977	62439.45063000003	43229.01145999996	908352.5196599982	23005.7195	59920.20371000006	98519.74749999982	83651.31688000007	98555.17541999984	184562.87830999985	137053.17391	188368.75785	240725.21739	118416.42614999988	86169.12561000008	460704.89967000054	448096.0950099995	397682.82484	42868.91926999998	83073.8704599999	241989.0488099995	74552.58723999988	27943.016850000033	33706.303100000005	477330.86456999736	727242.6604099994	560713.5571899987	191657.84287000017	924567.4352799976	167426.81866000005	134436.44047999964	65074.605320000024	94811.1322200001	29065.767149999992	88003.56772000004	48607.34238999991	43744.172979999945	107778.53021999996	352799.5551599993	1202385.9038099924	732277.6383000015	113610.78280999986	131439.37452999986	89776.89469000004	319686.28869000083	179832.09676000016	102931.13938000012	409169.12532000087	122289.28376000018	35741.18635000002	59143.65525000002	259039.1295800008	20701.937689999977	79484.44272000014	274765.9885999997	119964.79460000014	321078.95426999964	230491.43569000004	558117.4163399993	145748.66701000032	99847.48776999976	139643.18234000023	374962.07148999954	129390.13232000024	41514.41421	139589.58856000006	89819.99270999989	157963.56583000004	57076.09005999994	949060.1694299964
TSC013	5194.052850000006	44450.943290000025	23897.39949000003	27928.86638000002	232576.62688000005	12360.348039999995	139659.88173000017	41858.91896999998	24746.61647000001	39464.08109000003	11847.262959999998	46941.46574000003	94512.82059999992	10474.685900000004	31643.658530000037	25779.769459999996	4950.183980000001	14655.516189999984	6757.527180000001	23979.669940000014	15660.526469999984	210749.11985000013	7946.760940000003	20723.861160000004	32303.384020000016	18722.394469999977	32954.91142000002	49137.35637999995	32113.592350000017	60452.286209999766	62193.951070000025	29541.373100000004	23075.365020000005	110734.17178999996	90649.67194000004	108241.53230000006	11712.96533999998	28156.749860000007	69120.99645000005	24452.820540000008	9489.98896	10217.763369999995	121939.46502000032	167255.38832000073	147850.7349899998	55546.66015000002	182701.3089600005	52285.3253199999	40542.68672	13496.444039999991	23546.715339999995	8838.801939999998	23515.668460000004	14284.64258000001	20361.560490000007	35620.81273999999	102666.31787	258147.4388600005	165525.05241000003	52021.434540000075	38084.39062000003	25511.385549999988	100171.44967000016	42332.38628000001	34610.36244999997	78200.8564699999	27688.473549999995	11678.643490000006	20320.753529999984	64924.239420000056	8041.73902	19851.621290000025	68097.43824000002	39503.311559999966	85878.70245000001	74637.26015999987	128540.2824399996	44262.68606999995	22439.133940000014	36211.63679999999	70916.80030000006	35048.04524000003	13816.184659999995	37380.83487999994	25774.989399999988	34169.863969999955	15847.638179999996	234760.72252000007
TSC016	26116.008199999997	169719.47714999967	85289.6801099999	104661.72428999984	929065.1580600044	51244.260540000025	584547.1653500008	166492.71310999998	78998.01983999994	138968.47471000062	44732.49979000003	173765.5945599996	426643.1081599996	40898.13618999998	133408.78758999993	111559.44515	17302.573300000007	60578.03642000005	30560.83615999999	80823.15038999994	73027.11995000001	846386.8260600034	29004.082069999997	90206.30851000002	133038.25944999984	76728.56804999989	120666.99356999969	193989.43504000027	123636.11089999996	233193.63180000056	242648.41376999993	121163.12329999986	82288.53021000006	422570.42681000027	395779.91704	429891.79577999935	50078.379880000015	100826.65533000014	282831.76027000096	81722.65224999996	36829.25741999995	33764.31970000002	453465.2322299995	653051.2865300003	574093.8118700031	209291.67968000015	784796.5188299993	195405.6576300004	156497.1436099999	48597.72977000004	97911.6614599998	47015.35612999993	81536.21349999984	57386.73318999996	91139.53443000009	135457.91776000013	386173.0176799994	1095337.2973999942	681020.7308300007	190415.1681099996	157802.00393000047	106711.13264000013	391303.3522499996	179343.4256299996	134015.46468000027	359211.38385	108578.99649999967	33502.520849999964	79515.77287999997	253758.0882999999	30293.67278999999	63584.32429999988	261734.79497000025	157571.0080900002	328265.22029000014	282112.48972000007	507702.5582100015	162588.28959999984	93603.74564999984	156207.28873	320361.3276799996	131780.4420300001	42022.88598999995	142316.44463000007	99827.86685999997	139672.02383999975	66174.58105000001	925242.6868799968
TSC020	22416.01908999998	224705.72251999975	99657.96697000015	143716.7553400002	1283195.2243599894	48037.644039999956	771388.2413699984	166058.18543000022	99913.56802000002	164299.64235999997	47323.14795000005	153623.65219000034	621557.5691299982	34139.07596999999	148586.86532000007	149382.3039199996	12404.231430000003	55420.863679999995	30612.200330000036	86583.66332000031	64024.7571999999	1128527.7706599962	29454.67350999998	89786.23614000004	121742.67307000016	99730.22239000013	129717.13343999987	234247.2477599996	172014.0457100003	243864.6348699995	331945.8095799999	160697.16132000022	100082.64762000002	540999.2611200009	543016.5122900018	506727.5894399988	47436.859780000064	102331.9117899999	320941.77044999966	88807.54991000006	42854.74689	33311.67093999999	582938.0201899995	876225.5858500008	756328.6119100024	256649.06774000017	1153109.8263999978	242656.8971000003	173468.1771499999	59892.832449999965	139456.07858999976	33551.97538000003	113717.3620099998	69614.45331000006	78080.18358999991	147906.02226	452619.06214999914	1521057.0518399926	968587.6727399972	158748.8235900002	158218.90187000032	112568.10909000027	406949.8619100009	262323.5030600003	146523.54907000033	511914.4897499994	155896.90169000032	45261.68576999996	92944.55946	315544.0314800002	40311.599930000026	61630.24058999995	351009.8406899994	153941.92433999976	400271.78406000097	292678.1775099986	709038.6061099995	194079.61514999997	127308.63082999986	155195.74339999986	433092.3469699991	160146.3744500001	61472.88400999998	196432.0407300001	108735.39820000016	181469.40859000053	60711.40048999997	1199004.3229799997
TSC021	12525.365839999997	139059.3460899999	60829.49757999989	90378.36586999994	742744.3136599993	31545.887230000015	400519.4856099987	129612.72532	62122.21329000006	91597.17504	37362.44141	115299.59803999992	269859.06270999956	20210.42366999999	94829.38043000003	70397.27247999996	11393.03742	39351.24021999995	15493.031880000004	50708.77530000003	33939.92020999995	734828.5609000014	29432.79971	45342.41155	62622.78970999986	65640.79802000002	93500.66418999984	136650.02045999985	98312.39586999996	157464.7071500003	193874.88174000013	98961.70440000006	66279.21824	342249.6563400007	394448.06497999985	355024.0432099993	36817.01901	70566.96370000002	180530.85326000012	63102.15713000003	21328.3901	23343.267559999986	427623.14393000066	589019.5275000007	400928.3812100001	132419.84728000016	719690.8140900002	126885.85454000004	99955.36268999998	38789.16105000001	73752.24819999996	25782.315110000007	61083.090589999985	36853.37820999999	37061.40763	87490.97200999992	285177.87063000025	913143.1157399998	526552.9896199994	99606.90270999988	111091.20622	67451.19336	238403.81006000057	126211.17274000018	91558.90780000002	284335.0656899996	90664.02564999998	32731.599099999978	55785.7558200001	180374.3391800001	19095.395430000008	41060.626690000034	217862.4005699997	106044.66284999988	217072.62652000005	174890.3318399999	398143.2649100009	111430.28058000014	90476.04488999998	105964.00920000028	261731.93999	110843.76596000003	44309.132039999975	116854.75393000004	52947.394770000086	109162.38303000014	44817.519310000025	763610.3843200022
TSC025	13678.504020000006	142308.27711	60586.81252999996	112841.64623999996	769026.6835700005	28850.31961999999	455843.902190001	113070.26538999996	51358.28302000002	127576.49254999986	35322.093619999985	128236.2057400001	325005.23563000065	23204.524940000007	100009.4659099999	72501.47105999998	6461.879810000005	41808.64413999999	21723.891109999993	55884.080410000046	35774.400280000074	762193.5180900025	29419.851279999995	40036.532610000024	80905.06741999996	70344.67829000004	94591.20949999972	144223.76467	100675.6074999998	149649.17094000013	216786.1403099996	92235.90650000026	63609.39640999994	352138.8083899998	378152.4630900009	334368.10740000027	36087.396229999984	61727.14744999997	187807.7919899998	69264.53515000007	29108.663769999992	25941.26435000001	400772.1154900003	603919.7594000016	448387.697010001	131154.30467999968	749470.8587800016	163339.2106600002	112108.29554999992	46344.92612999998	78496.5661100001	25528.087350000013	64184.007240000006	38972.807440000055	41228.2282	102211.46137000012	312075.76941000036	953146.1374799972	583962.834920004	89498.62581999996	111702.90512999978	66015.05076000003	256764.67833000017	141377.7292399999	98117.50612000017	311750.66748999956	103044.58129000005	32110.471769999986	55049.441470000056	186501.9322599998	14589.37966	48296.528369999935	217580.3924699996	103520.86310999998	223108.2220400007	193130.2168999998	444820.41996999894	119131.72724000008	82821.78554000011	110430.4083600001	262628.23861000023	131739.78128999998	47322.383729999994	113689.80059000004	63222.12718	108477.15575	48949.073960000045	794243.9337900002
TSC027	8020.915159999998	82972.09525000023	35158.941389999956	54944.72781000001	447587.6748800008	17926.38318999998	265443.1029400009	77246.31045000003	40320.63696000002	66599.62159999997	19649.461420000007	74969.16061	192808.70505999937	15897.08309000001	60752.47117999997	45991.8105899999	5403.220510000001	23015.734580000004	14497.577689999998	36856.89848000002	28938.1589	430860.62857000134	18800.692429999996	30641.77355000001	51731.22355000012	43294.52902999999	58820.34541000004	93973.15264	63591.63757000002	97482.69156000004	115230.21308000007	56863.94075999996	48250.447500000104	210521.24946000043	198533.72164	202410.27594	22334.19931999999	44721.134540000014	125277.76309000031	39800.34902000004	16743.32658	15188.52622000001	235148.65449999963	319469.667350002	270897.99449999974	92794.14833999977	405344.8910299989	85461.20748000004	68024.59414000015	27982.91792000001	42632.09893000002	16880.550209999994	40813.72812000003	26431.474750000005	26135.39114	63378.44617999994	175429.39065999992	535439.3251799999	338788.66840000055	64734.481300000065	63608.5563599999	42014.11801000008	164122.85432000022	83449.24477999995	60697.458260000065	183221.09828000003	51786.288320000014	17011.91797	33426.00842000003	117691.66964999994	14090.556160000002	24386.300079999975	123522.21291999992	63487.23868000009	137162.85180000006	121058.10645000017	268819.9058100006	69390.61779999998	56229.27277999994	73271.14249999997	149281.29553000015	62493.95845000004	23935.369729999995	66741.44997999995	47813.72241	69875.62978000005	26296.896849999994	438652.9404200011
