	AcnR	AgaR	AmtR	AraR	ArgR	BioQ	BirA	CadR-PbrR	CblR	CcpA	CsoR	CueR	CzrA	DasR	ExuR_UxuR	FabR	FadP	FadR	FixJ	FnrN_FixK	FruR	FUR	GguR	GlcC	GntR	GulR	HcpR	HexR	HisR	HrcA	HutC	HypR	Irr	IscR	KdgR	LexA	LiuQ	LiuR	LldR	LtbR	MerR	MetJ	MetR	MntR	ModE	NadQ	NagC	NagQ	NagR	NarP	NiaR	NifA	NikR	NmlR	NnrR	NorR	NrdR	NrtR	NsrR	NtrC	PaaR	PdhR	PdxR	PhnF	PhnR	Phr	PhrR	PhsR	PrpR	PsrA	PurR	QorR	RbkR	RbsR	Rex	RutR	SahR_SamR	SdaR	SiaR	SoxR	ThiR	TrpR	TtrR	TyrR	VanR	XylR	ZntR	Zur
AcnR	1.0	-0.6205448973594727	-0.013412535158053818	-0.7902271105327232	-0.7985600940346753	0.6884471684647999	-0.7344779816128626	0.21380294697955585	-0.2971747617648294	-0.6496788547919903	0.27041266109735107	0.663133369715797	-0.7081146887200369	0.4745602619537383	-0.3587800680072205	0.4719575164770581	0.7935854917929558	0.29337559296419125	0.5054993493136308	0.274295789429495	0.6684647999664162	-0.7997775072415096	0.06792326098820368	0.46599638974014523	0.5723941060408883	-0.6862012509970195	0.23214810461357627	-0.30047017337643256	-0.29929473993535116	0.5792368078586122	-0.6037320011754335	-0.323538054657655	-0.5475840644809202	-0.7724696696192436	-0.7785777255362915	0.24136266319633937	-0.02827337223458293	0.7088283447378364	-0.4235968263297091	0.10897947189454683	0.758511397506402	0.1272406699970614	-0.7814533394903657	-0.8288275051425213	-0.7156710465555602	-0.7130892909617564	-0.7698249443768104	0.05805801603627052	-0.4630368162545653	-0.2557617228495865	-0.5122371017169725	0.7588472356324252	0.00520549095336048	0.6071113723185425	0.7435875907812435	0.13993954913731582	-0.3569329583140926	-0.7963981360984006	-0.7800260274547668	0.6990890390831619	0.7057638218378741	-0.3363208933294152	0.381386171865161	-0.539565929222115	0.5359766592502414	-0.7732882750514252	-0.6948280928592419	-0.005079551656101759	-0.002287897233533437	-0.19866924142563286	0.6382393686243231	0.3472986020738004	-0.8043533017085764	0.7370597372066664	-0.49827882960413084	0.12980143570798874	-0.8005961126736912	0.20055833088451366	-0.5884513664413753	0.1319004239956341	-0.7468200327442173	-0.2087233953234541	0.0624029217916964	-0.3117417404810881	-0.1579278787624365	-0.7510809789681373	0.366252466311238	-0.8321019268712481
AgaR	-0.6205448973594727	1.0	-0.05255866672263969	0.6540237605474162	0.6572981822761429	-0.605285252508291	0.5208639435791949	-0.2844548927416985	0.3886486713404139	0.4682632970908022	-0.4125981277024474	-0.6776583686663028	0.5409302716090845	-0.18701985642920113	0.2805717644095546	-0.708765375089207	-0.6528903068720876	-0.24413332773603122	-0.47367868687292725	-0.24719785063599345	-0.503841148566391	0.829415221863062	0.2743377691952479	-0.4094286553881029	-0.7800470173376433	0.8547919902606943	-0.11313546870408463	0.010243062843709332	-0.028336341883212292	-0.7296083287855254	0.36031232945720165	0.1874396540867302	0.6823810923135049	0.7912975945594224	0.8086772175811259	-0.04130808950086059	0.10792997775072415	-0.7622266067755342	0.42034339448385877	0.04305024977960623	-0.5712186725998069	-0.08207044204693338	0.8699466856974938	0.7222828596616431	0.4412283279459301	0.6375467024894002	0.7901011712354645	-0.3859829562151043	0.5051635111876076	-0.024453213551068383	0.3680156164728601	-0.6074262205616893	-0.11107846018219218	-0.568678896771756	-0.7272574619033626	-0.22102346668905587	0.1664287813274002	0.6674992653540993	0.7404391083497754	-0.7789135636623148	-0.4934091767767936	0.14506108055917047	-0.4207841820242643	0.3955333529238907	-0.41308089500860584	0.6374837328407708	0.44076655052264807	-0.1537299021871458	0.07191133873472987	-0.0011754334410813989	-0.7288317031190966	-0.6268418622224088	0.6919314890222913	-0.5925443936022837	0.3458712900382016	-0.009403467528651191	0.8324587548801478	-0.3736199152008732	0.7517526552201839	-0.21886150875278115	0.7014189160824482	-0.27326728516854876	0.10996599638974014	0.0990512572939843	0.27471558708702404	0.6209646950170018	-0.445993031358885	0.7289156626506024
AmtR	-0.013412535158053818	-0.05255866672263969	1.0	-0.11458377062255992	-0.09470635153855841	0.1351958356072373	-0.08297300701062088	-0.040510473951555354	-0.030372360522228286	-0.030078502161957937	0.022795012803828556	0.0003358381260232568	-0.01905881365181982	0.011838293942319802	0.00615003568280089	-0.0103480122580916	0.09147390957558457	0.1294236178162126	-0.008899710339616305	0.014021241761470972	0.0751018009319508	-0.11336635741572562	-0.05931740900885773	0.20034843205574912	0.1702699298937912	-0.1064606859493724	0.09646950170018051	-0.06645396918685194	0.02080097393056547	0.011691364762184627	0.00615003568280089	-0.06748247344779816	-0.07657109273330255	-0.06011502455816296	-0.12747155870870241	0.11462575038831284	-0.1319004239956341	0.1310398387976995	-0.043449057554258846	-0.05003988077746526	-0.01616220981486923	-0.10058351874396541	-0.06584526258343479	-0.09180974770160782	-0.08859829562151043	-0.05684060282943621	-0.13376852357163846	0.06574031316905252	-0.13175349481549892	-0.10402585953570379	-0.04756307459804374	0.010662860501238403	0.025586667226396877	-0.12148944208891314	0.15509424457411528	-0.051782041056210905	-0.12237101716972419	-0.07963561563326477	-0.08712900382015869	0.10362705176105118	0.15108517694471266	0.04074136266319634	0.07944670668737669	-0.05816296545065278	-0.007241509592376474	-0.13315981696822132	-0.04571596490491583	0.010809789681373578	-0.036312497376264644	-0.15916628185214726	0.02323580034423408	-0.07778850594013685	-0.05045967843499433	0.14344485957768355	0.003925108097896814	0.05176105117333445	-0.06928760337517317	0.012740858906007305	-0.1491750976029554	-0.05849880357667604	-0.13758868225515303	0.10635573653499013	-0.18466898954703834	0.16076151295075775	0.047290206120649846	-0.02850426094622392	-0.26625666428781325	-0.07820830359766592
AraR	-0.7902271105327232	0.6540237605474162	-0.11458377062255992	1.0	0.8573527559716216	-0.7899122622895765	0.7775702111582218	-0.19732588892153982	0.24046009823265185	0.5856807019016834	-0.25777675160572605	-0.7163637126904832	0.791234624910793	-0.5276436757482893	0.19644431384072877	-0.4508626841862222	-0.8523151840812728	-0.41217833004491833	-0.5195625708408547	-0.39756937156290667	-0.7509130599051257	0.8534906175223542	0.0638512237101717	-0.6049494143822678	-0.6364132488140716	0.7433567020696025	-0.3667352336173964	0.32053650140632217	0.3291633432685446	-0.6799042861340834	0.6639939549137316	0.411191805549725	0.6134293270643549	0.8145753746694093	0.8319759875739894	-0.21298434154737417	0.037299021871457956	-0.7472188405188699	0.3974224423827715	-0.230007136560178	-0.7550690567146635	-0.07029511775324293	0.781936106796524	0.8522102346668906	0.7334074975861634	0.6953108601654002	0.8204315519919398	-0.04200075563578355	0.49987406070274126	0.25234037194072456	0.6640989043281138	-0.7584904076235255	0.06303261827799	-0.5793417572729944	-0.8146803240837917	-0.15213467108853532	0.3742915914529197	0.8499853070819865	0.8523991436127787	-0.7967339742244238	-0.7543344108139877	0.27610091935687	-0.45348641954577895	0.6139540741362663	-0.47735191637630664	0.8421560807690693	0.7392007052600646	0.03251332857562655	-0.0644389404307124	0.15236555980017633	-0.6942193862558247	-0.3837370387473238	0.8145753746694093	-0.7547961882372697	0.54202174551866	-0.23951555350321146	0.8684983837790186	-0.27847277612190924	0.6490491583056966	-0.22297552579656604	0.8375802863020024	0.14271021367700767	0.046681499517232695	0.36658830443726126	0.12514168170941606	0.7351076780991562	-0.39406406112253894	0.8745014902816842
ArgR	-0.7985600940346753	0.6572981822761429	-0.09470635153855841	0.8573527559716216	1.0	-0.7710633474665212	0.9266823391125477	-0.2999454263045212	0.1854456152134671	0.6286679820326603	-0.3833802107384241	-0.8453255530834138	0.8816590403425549	-0.636707107174342	0.22906259183073757	-0.3854791990260694	-0.8711011292556987	-0.559842156080769	-0.656374627429579	-0.5012384030897108	-0.831409260736325	0.9059233449477352	-0.09382477645774737	-0.655870870240544	-0.6580538180596952	0.7549641073002813	-0.44662272784517865	0.3641114982578397	0.4725662230804752	-0.6495948952604844	0.6071953318500483	0.45283573317660886	0.5344443978002603	0.8629780445825113	0.8803786574870912	-0.11007094580412241	0.08763276100919357	-0.7158389656185719	0.40625918307375847	-0.33814701313966666	-0.8309264934301667	-0.19008437932916333	0.8238319130179254	0.9445237395575332	0.8221737122706855	0.8144704252550271	0.9179085680701902	-0.08702405440577642	0.42326098820368585	0.30074304185382644	0.6329499181394568	-0.763234121153604	0.13263506989630997	-0.5840644809201965	-0.8383569119684312	-0.2687754502329877	0.30626338105033374	0.9690819025229839	0.9445447294404097	-0.7825867931656941	-0.6798623063683304	0.22501154443558205	-0.5793417572729944	0.652953276520717	-0.5850090256496369	0.9635405734436002	0.7891566265060241	-0.0597372066663868	-0.017946349859367786	0.30382855463666514	-0.6525964485118173	-0.3563452415935519	0.9160194786113094	-0.7465051845010705	0.6703328995424206	-0.3537634859997481	0.9110868561353428	-0.16074052306788128	0.5955459468536165	-0.133978422400403	0.9446076990890391	0.17874984257587842	-0.09208261617900172	0.4144242475126989	-0.0136014441039419	0.8663993954913731	-0.4142353385668108	0.9466647076109316
BioQ	0.6884471684647999	-0.605285252508291	0.1351958356072373	-0.7899122622895765	-0.7710633474665212	1.0	-0.6389740145249989	0.1468662104865455	-0.1412199319927795	-0.4701313966668066	0.23666092943201378	0.6913017925359977	-0.7579026909029848	0.5124050207799841	-0.2634020402166156	0.3526510222072961	0.7104865454850762	0.46908190252298393	0.4488476554300827	0.3693169892112002	0.7232483942739599	-0.7350447084505268	-0.1996347760379497	0.5663280298895932	0.6447042525502708	-0.675769279207422	0.27204987196171443	-0.41064606859493724	-0.3170941606145838	0.6302212333655178	-0.6742789975231939	-0.39387515217665087	-0.5297636539188111	-0.6848998782586793	-0.6835985055203392	0.12831115402376056	0.0016162209814869232	0.6809118005121532	-0.3902858822047773	0.14168170941606145	0.6084967045883884	0.16812896184039294	-0.6795054783594308	-0.729776247848537	-0.7310776205868771	-0.6627975315897737	-0.6988581503715209	0.0431551991939885	-0.5207380042819361	-0.1775953990176735	-0.5755425884723563	0.6130724990554552	-0.18981151085176945	0.40115864153478026	0.7506821711934848	0.15983795810419377	-0.46305780613744174	-0.752634230300995	-0.7670962596028714	0.7405230678812812	0.6426682339112548	-0.16061458377062257	0.457747365769699	-0.6725998068930775	0.4747911506653793	-0.7666974518282188	-0.6828428697367869	0.08568070190168339	-0.001637210864363377	-0.11727047563074598	0.6244070358087402	0.3064522899962218	-0.7076948910625078	0.688636077410688	-0.4840476890138953	0.25744091347970277	-0.7499265354099324	0.33596406532051554	-0.6077620586877125	0.28523151840812727	-0.7079677595399018	-0.1594601402124176	-0.09357289786322992	-0.23076277234373033	-0.025817555938037865	-0.6216783510348012	0.2723017505562319	-0.789198606271777
BirA	-0.7344779816128626	0.5208639435791949	-0.08297300701062088	0.7775702111582218	0.9266823391125477	-0.6389740145249989	1.0	-0.3909365685739474	0.12717770034843207	0.6773645103060325	-0.37893035556861593	-0.8056336845640402	0.8296251206918266	-0.6114982578397212	0.24201334956550943	-0.3227824188741027	-0.8449267453087612	-0.5611225389362328	-0.6444733638386297	-0.4481130095294068	-0.7625204651358045	0.818584442298812	-0.25085009025649635	-0.5922715251248898	-0.5247050921455858	0.6272616598799379	-0.48390075983376013	0.3787624365056043	0.5575122790814827	-0.5565677343520423	0.49307333865077035	0.36593761806809116	0.45399017673481384	0.780592754292431	0.8279459300617102	-0.0896058099995802	0.05929641912598128	-0.6227698249443768	0.37964401158641536	-0.4514294110238865	-0.8127912346249108	-0.18668401830317788	0.7200159523109861	0.8921329918979052	0.7729734268082784	0.7888207883800008	0.8692540195625709	0.008500902564963688	0.33252172452877715	0.3595357037907728	0.6279963057806137	-0.743104823475085	0.10329121363502791	-0.561458377062256	-0.7421182989798917	-0.21928130641031024	0.21443264346584945	0.9184543050249779	0.8849544519541581	-0.6730196045506066	-0.6286889719155367	0.19667520255236975	-0.5122790814827253	0.5473531757692792	-0.5444775618152051	0.9354771000377818	0.7436295705469963	-0.05255866672263969	-0.014587968599135217	0.4229881197262919	-0.5378237689433693	-0.2532219470215356	0.8561563326476638	-0.6978716258763276	0.6991310188489148	-0.3458293102724487	0.8310734226103018	-0.06865790688887956	0.46799042861340834	-0.046681499517232695	0.9041811846689896	0.14182863859619663	-0.15950211997817051	0.42668233911254777	-0.05266361613702195	0.8477603794970824	-0.432202678309055	0.8637126904831871
CadR-PbrR	0.21380294697955585	-0.2844548927416985	-0.040510473951555354	-0.19732588892153982	-0.2999454263045212	0.1468662104865455	-0.3909365685739474	1.0	-0.0904663951975148	-0.2054279837118509	0.2368708282607783	0.4454892741698501	-0.2915494731539398	0.20173376432559506	-0.03352084295369632	0.05220183871373998	0.20954200075563578	0.18859409764493515	0.1200201502875614	0.05595902774862516	0.24646320473531758	-0.28157927878762434	0.16124428025691617	0.06233995214306704	0.21514629948364888	-0.23493975903614459	0.26287729314470426	2.098988287645355e-05	-0.11254775198354393	0.22242978884177828	0.014818857310776206	0.08402250115444355	-0.011271567104655556	-0.22685865412870995	-0.26495529154947317	-0.10077242768985349	-0.052117879182234164	0.20622559926115613	-0.05062759749800596	0.07969858528189412	0.29627219680114186	-0.031442844548927415	-0.2621006674782755	-0.29062591830737583	-0.22885269300197306	-0.25259225053524204	-0.31245539649888754	0.14056924562360942	-0.1522816002686705	0.0013643423869694807	-0.2067713362159439	0.22893665253347886	-0.0496620628856891	0.11452080097393057	0.139624700894169	0.1987741908400151	0.14327694051467194	-0.3055497250325343	-0.30766970320305614	0.20924814239536543	0.0952101087275933	-0.06601318164644641	0.1930859325804962	-0.08148272532639268	0.3083623693379791	-0.2917383820998279	-0.28372024684102265	0.07436715503127493	-0.056084967045883886	-0.15645858696108475	0.12386129885395239	0.10457159649049158	-0.24182444061962136	0.22551530162461694	-0.2951597330086898	0.11882372696360355	-0.28785525376768395	-0.07432517526552201	-0.056924562360942024	0.057869107090382434	-0.3042483522941942	0.13093488938331724	0.08880819445027496	-0.136014441039419	0.04109819067209605	-0.24938079845514463	0.22929348054237858	-0.287624365056043
CblR	-0.2971747617648294	0.3886486713404139	-0.030372360522228286	0.24046009823265185	0.1854456152134671	-0.1412199319927795	0.12717770034843207	-0.0904663951975148	1.0	0.10102430628437094	-0.1740690986944293	-0.2617648293522522	0.185949372402502	-0.009319507997145376	0.05448973594727342	-0.3902019226732715	-0.1727467360732127	-0.00419797657529071	-0.0907812434406616	0.03448637756601318	-0.05186600058771672	0.3305486755383905	0.14149280047017337	-0.1463624532975106	-0.2874354561101549	0.38646572352126274	0.06762940262793334	-0.04905335628227195	-0.19270811468872004	-0.3039335040510474	-0.013979261995718063	-0.0005877167205406994	0.36545485076193274	0.2909827463162756	0.30603249233869273	-0.09233449477351917	0.21942823559044541	-0.32355904454053147	0.18408127282649764	0.17585323873892783	-0.28393014566978714	-0.1052432727425381	0.41706897275513205	0.2617648293522522	0.16491750976029554	0.27314134587129	0.2782628772931447	-0.3614038033667772	0.313588850174216	-0.16453969186851938	0.14869233029679693	-0.3000083959531506	-0.041182150203601865	-0.2637588682255153	-0.3182486041727887	-0.08861928550438689	-0.025397758280508796	0.19808152470509213	0.21357205826791487	-0.3089500860585198	-0.24398639855589604	0.11722849586499308	-0.025754586289408504	0.08885017421602788	-0.13391545275177363	0.19885815037152094	0.08683514545988834	-0.3171781201460896	-0.016225179463498593	-0.004030057512279081	-0.24226522816002688	-0.2326728516854876	0.23838209982788297	-0.2647453927207086	0.08668821627975316	0.17136140380336679	0.34635405734436003	-0.21036060618781746	0.3298350195205911	-0.2957474497292305	0.20444145921665757	-0.43291633432685445	-0.02548171781201461	-0.056001007514378066	0.2754712228705764	0.28273372234582933	-0.2452248016456068	0.24938079845514463
CcpA	-0.6496788547919903	0.4682632970908022	-0.030078502161957937	0.5856807019016834	0.6286679820326603	-0.4701313966668066	0.6773645103060325	-0.2054279837118509	0.10102430628437094	1.0	-0.2037907728474875	-0.5299105830989463	0.4848243146803241	-0.3531757692792074	0.34091767767935854	-0.3632299231770287	-0.7523823517064775	-0.3374543470047437	-0.47038327526132406	-0.17612610721632174	-0.607321271147307	0.6503505310440367	-0.23586331388270854	-0.5442886528693169	-0.36482515427563916	0.5183871373997733	-0.09264934301666597	0.2944040972251375	0.39400109147390955	-0.4039922757231015	0.3505730238025272	0.2863649720834558	0.3292892825658033	0.6189706561437387	0.6738801897485412	0.02033919650728349	0.3077956425003148	-0.5445615213467109	0.2547961882372696	-0.34668989547038326	-0.6279963057806137	-0.06003106502665715	0.6152554468746064	0.691826539607909	0.5798035346962764	0.5714075815456949	0.6725998068930775	0.06622308047521094	0.38948826665547204	0.37882540615423366	0.48455144620293017	-0.6336425842743797	-0.10879056294865874	-0.6317954745812518	-0.6159481130095295	0.04155996809537803	0.19726291927291045	0.6713614038033667	0.637168884597624	-0.528693169892112	-0.5554342806767139	0.10287141597749884	-0.3299189790520969	0.2970068427018177	-0.26189076864951094	0.6596280592754292	0.5164140884093866	0.020947903110700643	0.0005667268376642458	0.3274841526384283	-0.4173838209982788	-0.1392258931195164	0.693169892112002	-0.4749800596112674	0.4640023508668822	-0.1543176189076865	0.627408589060073	-0.03704714327694052	0.2909617564333991	0.05001889089458881	0.6313756769237228	0.15543008270013853	-0.08091599848872844	0.4706351538558415	0.013769363166953529	0.6299903446538768	-0.359682632970908	0.6722219890013014
