	MetJ	AcnR	BioQ	FadP	FadR	PurR	CsoR	NnrR	FixJ	GguR	PhnF	HutC	MetR	NrdR	FUR	Zur	CzrA	IscR	BirA	MntR	Phr	ArgR	NrtR	NsrR	SahR_SamR	KdgR	NagC	LldR	RbkR	Rex	LexA	ModE	ThiR	NikR	PdhR	ExuR_UxuR	NifA	NmlR	NorR	GulR	VanR	NarP	TtrR	AgaR	XylR	CcpA	NadQ	NagR	PsrA	AmtR	HisR	SoxR	PhrR	HrcA	RutR	HexR	PaaR	PhnR	TyrR	NagQ	PdxR	FabR	HypR	AraR	TrpR	QorR	GlcC	ZntR	LiuR	LtbR	NtrC	FruR	CueR	MerR	HcpR	FnrN_FixK	PhsR	CadR-PbrR	NiaR	SdaR	GntR	RbsR	CblR	DasR	Irr	PrpR	LiuQ	SiaR
LldR	0.10082463809095586	0.07834988944565223	0.23891791165850063	-0.016073257899884577	0.05255155726344383	-0.23804877370428915	-0.10874190542851978	-0.1441216144179557	-0.029984100569690957	-0.039655867724156475	0.336240503219287	0.39240999207346183	0.45643880573491985	0.4353454070115097	0.41436325794623863	0.41239552961790377	0.33956408675619176	0.35557244902216184	0.39808604233976574	0.40431138779313125	0.3982668230342417	0.43195229243826805	0.4970820141750606	0.534084114012358	0.4540098548655502	0.3686048829329118	0.40214897256305304	1.0	0.4292938891489865	0.3647459104162128	0.41732991549661386	0.4102956923205288	0.4191238162341064	0.3393740352568708	0.38269882399840544	0.3789858666580139	0.23595357180933663	0.10283176733988161	0.10889719140967223	0.20235385735012584	0.26015037245458467	0.036471346259925555	0.11105960663975042	0.2569774394964099	0.20318591208495765	0.23371003703686535	0.36066907398565806	0.1997487611887026	0.3125002897126514	0.21609782553272364	0.24325201292350196	0.3683244410863529	0.2418405328858625	0.3726098706259184	0.43357468328612947	0.37954211494870926	0.26607905215291267	0.21483004297018046	0.3113970639361056	0.16451738507678543	0.26257468792153194	0.2847875363299665	0.18768976178666952	0.14171352285948705	0.15910323504735063	0.13370586517468513	0.41330870389512864	0.21408374318016418	0.05857294501022106	-0.008677473334847564	0.1240317803190084	0.09461551654606895	0.361663367805276	0.22980702819715293	0.1311471230374865	0.10898989945812146	0.11630224677955417	0.13390286977763974	0.26668165446783265	0.18608823024970914	0.2774334703867316	0.20311174564619827	0.07717713263276951	0.030614515299145696	0.0775016108023418	0.1283635638827985	0.20629394940921797	0.21786159615447015
RbkR	-0.04968224316394028	-0.037639467670385805	0.14477288845831152	0.04563785455034279	0.08375245096903088	-0.12830562135251772	-0.24103629056556544	-0.07204805985231608	-0.08775048555840376	-0.08992680699574934	0.38300244285707663	0.42772480542898333	0.42250997770371435	0.4016066304796251	0.37775748501606166	0.4868377748214211	0.3723873713096402	0.45115444697331397	0.45690698137958846	0.5355952552020804	0.42251924850855926	0.39353639486211994	0.4690355118179585	0.4739420852821338	0.39100778284066734	0.41527411452225227	0.45228548516439454	0.4292938891489865	1.0	0.350137439681826	0.35599427064260586	0.4432673097514961	0.5068835725973551	0.31955537219963753	0.20044175385086055	0.24858967881296615	0.14359086084058387	-0.016001409162336427	0.06954030714176451	0.12336891777259643	0.13359461551654606	0.2381437994539496	0.0907565440293699	0.22928786312583727	0.22415415494296137	0.2778923752265553	0.3519846475471768	0.2546249727670108	0.2762074064459906	0.36413867269887035	0.3558436200638758	0.22928091002220358	0.2869360453527773	0.31467892885120824	0.34611159267791836	0.29379875863923127	0.30719043623772196	0.19765819469617255	0.23967579995457305	0.24038733422642086	0.1754105807695695	0.34075770287997553	0.16131895740528715	0.320394380038103	0.22870380242060714	0.14136354997659123	0.27460819261024144	0.14193602217576518	0.17785575554741784	-0.035120126453778086	0.04136864891925592	0.09208922222582754	0.23112116478392072	0.10184906202631981	0.24931511929208133	0.1059838409871553	0.1989329303623494	0.1617546852329985	0.14902355247970853	0.16141630085615882	0.273528143845808	0.17323657703343515	0.04783735299980068	-0.02382828615266234	0.1095531008524505	0.10315856321066513	0.15207364727368808	0.16137689993556792
Rex	-0.058853386856779974	-0.21214382726636413	0.003339807445383371	-0.08941923043048983	-0.030586702884610927	0.10162424500883044	0.005344618993097886	0.1078217780476612	-0.18208324255670255	0.03370401101371616	0.21479295975080076	0.25129675382768357	0.23351998553754444	0.3183362613625302	0.3087340252444016	0.4865341559627499	0.40199136888068937	0.3830742915946248	0.5227227426749054	0.5950790567883151	0.46115764540098547	0.5051383435852984	0.5505166155999833	0.41875761944273193	0.3399534605596785	0.37304096305120726	0.4226745344897117	0.3647459104162128	0.350137439681826	1.0	0.3240354886409464	0.5498746123644724	0.39596302803027844	0.08644098437405844	0.12182764646712804	0.2264092782214888	0.0419944282462882	0.19688176479041028	0.07998386879956984	0.032997112144290804	0.09335236938594824	0.15596043220492187	0.18485753090654566	0.34785218628755254	0.26107281753665446	0.1052352234959278	0.3252708233865323	0.27096940170860934	0.22237879581515868	0.4198701160241226	0.3297949761508545	0.3293059411952849	0.21239645669838828	0.31683670867886393	0.2930547765504262	0.32390106197069496	0.3305412759408708	0.39220371666566234	0.42228516068622496	0.3937496233735532	0.38983270832657335	0.259983497967376	0.3648849724888866	0.2456299743662246	0.28620596947123966	0.2510719368101942	0.2833065252559901	0.09424700205348327	0.1635462682692798	0.14982547709879432	0.34268834798893066	0.06375996032095527	0.16747940722473822	0.23592575939480187	0.2347576379843416	0.22033921874927573	0.05360611131455377	0.16225994409704678	0.26623897353648757	0.23736273414576486	0.14762597864933644	0.08757665796756145	0.25997654486374233	0.03192865188591348	0.3012038140091132	0.07428695922236489	0.269569510177026	0.11505532352791208
LexA	-0.0996773759913967	-0.148666626493179	0.01869921337220891	-0.05188869471703186	0.0718533729505727	0.1158502950433642	-0.03091118105418322	0.03003508999633803	-0.042794035164162775	-0.004361913679536089	0.1794688755904344	0.24814468018040986	0.24657559646040672	0.40125897529794047	0.4595236660470679	0.5178184869119412	0.274724077670803	0.4143029977147466	0.2713216922927164	0.4242018995879127	0.452531161492785	0.48077003305041927	0.4872062893140068	0.40391737858722204	0.42442439890419087	0.35975126430601073	0.3878302144800701	0.41732991549661386	0.35599427064260586	0.3240354886409464	1.0	0.44398579712697755	0.5371179848978589	0.159448572527824	0.1635833514886595	0.14857391844472978	0.18264412624982038	0.15736495913892765	0.06329178467628667	-0.012290769523156152	0.15058568309607798	0.17894507511669624	0.12314410075510705	0.26555756938038577	0.29163634340915306	0.2138566084614636	0.36986803009303254	0.30081907560804894	0.3624235738025597	0.2780592497137639	0.24320797660048857	0.3762602500336067	0.27178059713254005	0.3357120673431264	0.31634303832087185	0.2732129364810806	0.4533400392155045	0.41790702309821026	0.3541099795578753	0.36130180641632403	0.38419374127964917	0.34686484557156827	0.2720656743815214	0.09174852014777662	0.20753855495964882	0.2292136966870779	0.3603260542063959	0.19967459474994323	0.10919849256713221	0.12373511456397088	0.34603047313552526	0.20177211434610695	0.23066921304773075	0.3388409639782878	0.15456285837454978	0.1921953729413019	0.25708868915454897	0.2444572175533419	0.3046710950211143	0.25073123473214326	0.19216060742313343	0.16485113405120266	0.007863960209705605	0.10397439403701833	0.0683675503288818	0.07364032058443154	0.20495663581033788	0.09106248058925236
ModE	-0.014900501087001868	-0.16128419188711868	0.010557129017155624	0.09219351878033291	0.12938103471452875	-0.012323217340113383	0.07410386082667766	0.055840375282180124	-0.05723794911255221	-0.06943601058725914	0.302517950595881	0.3541146149602978	0.3791040694197867	0.4386087303169225	0.4964701410552957	0.5795087400512675	0.49592779897186773	0.5132618863306618	0.4699278267842823	0.5576180521111941	0.4509226768521909	0.523895499487788	0.5575786511906031	0.505356207499154	0.4318966676091985	0.48236924688616845	0.4513584046799023	0.4102956923205288	0.4432673097514961	0.5498746123644724	0.44398579712697755	1.0	0.5188336400424602	0.23813221094789344	0.25458557184641983	0.21477673584232215	0.1683160973619925	0.14933644214322467	0.21681863060941636	0.19167157246756378	0.20683629149264593	0.17696807598351652	0.1841807621528663	0.27685172738271274	0.34080637460541136	0.25964974899295884	0.30714871761591983	0.3497202534638045	0.3805711742864957	0.33950614422591097	0.4040935238792756	0.26993338926718924	0.377690271680936	0.40987387070008485	0.36797910360587954	0.37600066749794886	0.3725217979798916	0.3801076340442496	0.35834673737200495	0.4323972910708243	0.45970212904033264	0.31979873082681676	0.33737617681279003	0.3171797284581261	0.2624495320561255	0.21611404944120224	0.23873944866523586	0.21932638331996793	0.2600692529121916	0.2431801641859538	0.3067454376051657	0.13031970370507714	0.305804450913406	0.2345536802777533	0.2697526085727132	0.24006749145927103	0.1760294069929681	0.3169966300624389	0.2821893932721769	0.31553647829936354	0.31261153937079045	0.2796607812507243	0.02377266132359281	0.05274160876276474	0.16657550375235827	0.02520268297092212	0.22954281025907264	0.030048996203605415
ThiR	0.022986960612985618	-0.16101070314419347	0.04531801178319296	-0.030183422873856794	0.0016386147563400716	-0.043280752418521216	-0.15197398612160515	0.03936383737154141	-0.18248420486624548	-0.16114512981444484	0.3770552215490588	0.39941176743258966	0.4429219722710227	0.4692023863051671	0.48864558176618106	0.5438323653067941	0.4486351057567063	0.47103800566446175	0.46331078982621876	0.5488131052097288	0.5000788018411818	0.5266976002521659	0.6288827289541141	0.5628421506413079	0.520488478707279	0.5069461505300583	0.5486601369297875	0.4191238162341064	0.5068835725973551	0.39596302803027844	0.5371179848978589	0.5188336400424602	1.0	0.3240030408239891	0.20936026811167613	0.12440724791522777	0.19760025216589178	0.1267852093579504	0.07558718960186529	0.037002099837297374	0.2619604971005558	0.08689293611024841	0.06961910898294635	0.2127997367091424	0.3604465746693799	0.29964400109395495	0.36270169794790735	0.25904019357440516	0.3061497883938794	0.3235464536853767	0.37594272496766806	0.3590420477353741	0.273377493267078	0.312998595473066	0.319047795634378	0.30459461088114365	0.380775131993084	0.3325368166837404	0.35336367976785904	0.32834641289383537	0.4017433748510877	0.2445846911199596	0.2484946530633057	0.3006220710050943	0.25889649609930887	0.21067208699723267	0.26250979228761745	0.24072571860326053	0.13889288048541934	0.06763747444734415	0.24134454482665912	0.03640413292479987	0.13087131659335005	0.13220167708859645	0.20666246390180362	0.16474451979548604	0.18821587996161887	0.3189434990798726	0.17685914402658867	0.22951268014332665	0.1652312370498445	0.16265858870537847	0.015164719025082162	0.0015273650982010002	0.16268176571749077	0.12778645628120205	0.12910291056918105	0.2201561203535885
NikR	0.25896602713564576	0.13997524695106406	0.15310502431268572	0.08989899458121457	0.022599904510710096	-0.1459525983748279	-0.11980197560851245	-0.06437646884314262	0.036909391788848146	-0.08815608327036911	0.21144851690299493	0.4074912738549397	0.3840940801275663	0.18789603719446904	0.3187534475805517	0.250527277025555	0.20348026013878395	0.12563794725839122	0.35857387209070557	0.22789492469788764	0.2814523642870056	0.16902299623141784	0.2783489623651677	0.31643806407053227	0.30626567345444095	0.16190070040930604	0.26640584802369616	0.3393740352568708	0.31955537219963753	0.08644098437405844	0.159448572527824	0.23813221094789344	0.3240030408239891	1.0	0.33214744288025366	0.13005548576699685	0.22483787680027442	0.12052741608762765	-0.07220334583346853	0.048959120386036316	0.11993871997997506	0.0066170369580635146	-0.03739379134199536	0.1068460258377331	0.17487055638735277	0.21344405764586452	0.1460962958499242	0.10694800469102725	0.1876364546588112	0.09428176757165173	0.1730117600159458	0.18938631907329034	0.2529423216876573	0.3488070791865796	0.2974746327602431	0.24622098817508842	0.26454473395107797	0.03041519299497986	0.24780397810235896	0.12949923747630152	0.17281939081541364	0.2579392854990706	0.07124381753201904	0.03506913702713101	-0.07699403423708229	0.112190644830831	0.10447501749864414	0.08536325331083618	-0.010786581437067459	-0.048266127723878345	-0.014404513027798509	0.05241017748955876	0.18134621357153122	0.0640798030881051	0.12407581664202177	0.18725635166016938	0.08349982153700673	0.13657749697539992	0.0791796264792728	0.1444692695996403	0.1334300587305487	0.11649461598008631	-0.1664874311063315	0.04601795754898461	0.01451808038714881	0.046066629274420456	0.15354770524403077	0.21775498189875353
PdhR	0.14234625529015302	0.12726960891109762	0.23730015621306164	0.02729324946345217	0.11873815075255759	-0.1874023668364769	-0.06239715200875164	0.028535537312671798	0.12057377011185226	-0.10048161831169374	0.25298867571188194	0.2987238737130964	0.31123250715010825	0.33879924535648565	0.2795889325131761	0.25202451200800996	0.16718505917091192	0.05351572096731578	0.13771085286769172	0.1489238913276256	0.06720638202205524	0.2461954934617649	0.22988583003833477	0.2655112153561611	0.26572212616638313	0.246749424051249	0.25804126435236474	0.38269882399840544	0.20044175385086055	0.12182764646712804	0.1635833514886595	0.25458557184641983	0.20936026811167613	0.33214744288025366	1.0	0.04871807946006833	0.21204184841306997	0.16986432177109456	0.11730581140401704	0.13654504915844268	0.25496335714385043	0.06960056737325651	-0.048935943373924005	0.13639903398213515	0.136628486402047	0.16888161645753277	0.004313241954100246	0.06362089824828142	0.22092559715571708	0.05293166026208565	0.1326744881356875	0.02303563233842146	0.0792329336071311	0.12516977161372264	0.10411345610969217	0.1433057835916025	0.11291840301115741	0.04356582966750258	0.04933458798225568	0.09065224747486453	0.09005891596478949	0.17277535449240025	0.09331065076414609	-0.0635814973276905	-0.0067097450065127405	-0.05969703009766793	0.14058016696719525	0.19425812701929718	-0.03391260412272692	-0.006832583170707965	-0.025293073318160116	-0.05320978440743333	0.056864799217544074	0.05383092833204314	0.1081694332293458	0.127162994655381	0.06223491292396549	0.1090687012993033	0.14921592168024067	0.09863209274513167	0.20814579267699126	0.21061877986937436	-0.05430142167792297	0.14723428714463846	-0.11182676574066777	0.10632454306520621	0.021318215740899545	0.15903370401101372
ExuR_UxuR	0.04409890094608564	0.13190501133355892	0.1848760725162355	0.07022171129786632	0.1067857656062411	-0.2976901789728875	-0.14894011523610423	-0.21973661643435574	-0.08476992180076114	0.0423953905558311	0.2021220872290028	0.24797780569320124	0.3563488789279241	0.2175023524667294	0.26341833116241986	0.2031511465667892	0.20554301421677923	0.20384413922894717	0.26735610552030076	0.20615025193412165	0.22568847314479606	0.22668972006804772	0.2825671785696075	0.19364393619832107	0.23176780342185407	0.15213854290760254	0.19689335329646643	0.3789858666580139	0.24858967881296615	0.2264092782214888	0.14857391844472978	0.21477673584232215	0.12440724791522777	0.13005548576699685	0.04871807946006833	1.0	0.27499524871251696	0.10492465153362289	0.022639305431301018	0.23695250103137705	0.17876429442222028	-0.022518784968317024	0.21169419323138539	0.13406742656363713	0.13770158206284677	0.15978000380103	0.16984578016140472	0.11793390843226055	0.15379106387120997	0.17292368736991903	0.10583550810963654	0.16144874867311607	0.06691203396822895	0.23539732351864126	0.26125591593234165	0.128389058596122	0.10927961210952529	0.16538884073220816	0.17670617574664743	0.05103346297008775	0.10312379769249667	0.08185193597582174	-0.017732731967125725	-0.028887827896778857	-0.011196814551455285	0.08978310952065303	0.1436835688890331	0.11184530735035762	-0.02146423091720708	-0.09869003527541244	-0.02659330369766051	0.14279588932513176	0.13931470210586333	0.030524124951907698	0.05455868651236957	0.17934603742623917	0.0654634707112098	0.11042223880666201	0.07350357621296894	0.09175083784898785	0.0939688779081356	0.1419986001084684	0.0038636079191214983	0.025295391019371345	0.0708776207406446	0.05714524106410298	0.15446783262488933	0.21310335556781362
NifA	0.00802156389206929	0.0684880707918658	0.06153033175575138	0.24037342801915348	0.015776592144847053	-0.3916845515943467	-0.07466474451979549	-0.07324862907973356	-0.11407030051313904	-0.07382573668133	0.18676268130217724	0.3366878195530545	0.36855852890868723	0.45073726075529247	0.33000820466228775	0.27120580723215487	0.033101408698796186	0.1356990882163435	0.18455391204787444	0.17062684546958945	0.2488956153728486	0.2340391506088601	0.29656609388544064	0.180982334481368	0.40859449963148553	0.24489062767984202	0.24954920711441564	0.23595357180933663	0.14359086084058387	0.0419944282462882	0.18264412624982038	0.1683160973619925	0.19760025216589178	0.22483787680027442	0.21204184841306997	0.27499524871251696	1.0	0.11738229554398766	0.0743031831308435	0.21675141727429068	0.16740060538355636	0.016133518131376576	0.015023339251197093	0.13735160917995096	0.08163175436075483	0.23899439579847123	0.16480478002697804	0.16001177392215304	0.2538786729769945	0.1496493318067408	0.07003397749975664	0.13232219755158045	0.07518390959111115	0.09566775289596767	0.11398918097074598	0.20560559214948246	0.0231144341796033	0.1008037787800548	0.1050243126857058	0.09835860400220645	0.047974097371263284	-0.09583462738317627	-0.10827141208263995	-0.17384845015320005	-0.03958401898660832	-0.07087993844185583	0.1377085351664805	0.2847040990863622	-0.07691523239590045	-0.10539514487950272	0.008876795639013401	0.08114040170397394	0.03157404360059519	0.14004477798740098	0.1224209779772031	0.0688589029856627	0.09048537298765592	0.018428042330494922	0.15842878399488253	0.036353143498152794	0.12297954396910968	0.12436784699463684	-0.3248536371685108	0.03301333605276942	-0.08738197106581808	0.10786117896825213	0.08059574191933473	0.10269734066963024
NmlR	0.14708827196833094	0.07587458455205788	0.010325358896032559	0.014932948903959097	-0.1085309946182978	-0.11620953873110494	-0.13058855704557992	0.10211096226318887	0.102755283199911	0.16496238370934171	0.1284099179070231	0.19331018722390383	0.16306418641734383	0.07812739012937409	0.16545837176854508	0.2412587898818436	0.18113066735888675	0.11746573278759195	0.015639847773384445	0.11702536955745813	0.09894961781107027	0.11232043609865991	0.21515683884096398	0.162503302724226	0.13478591393911862	0.07509815464629561	0.07125772373928643	0.10283176733988161	-0.016001409162336427	0.19688176479041028	0.15736495913892765	0.14933644214322467	0.1267852093579504	0.12052741608762765	0.16986432177109456	0.10492465153362289	0.11738229554398766	1.0	0.2603775071732852	0.14195688148666627	0.10719136331820647	0.15936049988179724	0.14530364203568333	0.1707311420240948	0.05337202349221948	0.0970838683360296	-0.06814505101260365	0.1075112060853563	0.18574984587286944	0.020933477339835256	0.038779776666311286	0.13401875483820128	0.07754332942414395	0.07031210164510432	0.18394203892810954	0.021886052537651055	0.2462882015102141	0.1206757489651464	0.05304522762143595	0.0523684588677566	0.08470039076442422	-0.05887656386889228	0.018363146696580464	0.10176330708150429	-0.08147183297717991	0.13002303795003964	0.08242904357741818	0.0533812942970644	-0.037989440553281635	0.12116014851829361	0.09601309037644103	0.03648061706477048	0.16671224812382088	-0.004521835063111004	0.0369511104106503	0.1191854670863251	-0.04797873277368575	-0.004575142190969309	0.042525181823660024	0.07128090075139873	0.09284711052189996	0.0842530744306567	-0.02811371569222782	-0.012561940564870139	0.0012677825625431673	0.06072145403303188	0.021702954141963833	0.07100277660605106
NorR	0.05655654495645039	0.05534902262539922	-0.04304898229739815	0.082869406807552	-0.09321562501448563	-0.12825694962708187	0.046685455497819044	0.17413816280460387	0.09745006512740403	0.009773746007759664	0.03452911264491427	0.19448757943920902	0.22983947601411017	0.22740357204110676	0.10870713991035132	0.11807297050493439	0.19590601258048218	0.08782696969837436	-0.006788546847694582	0.1049478285457352	0.05274392646397597	0.1938664355145992	0.12245342579416033	0.13270925365385597	0.1381187682808683	0.0994363350654287	0.12827549123677173	0.10889719140967223	0.06954030714176451	0.07998386879956984	0.06329178467628667	0.21681863060941636	0.07558718960186529	-0.07220334583346853	0.11730581140401704	0.022639305431301018	0.0743031831308435	0.2603775071732852	1.0	0.18968298482832788	0.2111889343673371	0.057485943142153884	0.10562691500062578	0.18506148861313396	0.12122040874978561	0.041790470539699906	-0.0016617917684523783	-0.057244902216185896	0.25141727429066757	-0.044344577274476084	0.13099183705633405	0.06861322665727225	-0.03958633668781955	-0.015924925022365817	0.09489827609383909	0.16378267379282532	0.20529733788838878	0.09897974792681627	-0.10117229327264046	0.250195845752349	0.1812465524194483	-0.016172919051967497	0.01750096184600266	0.1055759255739787	0.14401963556466155	0.014114800376394676	0.05670024243154669	0.09861123343423059	-0.08648270299586058	-0.010744862815265308	0.012075223310511703	0.05082950526349945	0.02293365348512731	-0.056781361973939765	0.08291344313056538	0.06458274425094214	0.08274193324093432	0.10568949293332901	0.154926737464713	0.1299743662246038	0.23088244155916396	0.18705007625236986	0.028306084892759965	-0.08851300925689863	-0.08489971306859005	0.06020228896171621	-0.1262544557805786	-0.11881231719131696
GulR	0.17057353834173114	0.15667196647676968	0.17484042627160676	0.05865869995503659	0.20543176455864015	-0.27963760423861195	0.052159865758745844	0.06639982200054698	0.060925411739620176	-0.08614895402144337	0.1337105005771076	0.30279375704001743	0.2683573524435524	0.21322851143322008	0.3125234667247637	0.1649832430202428	0.26651941538304647	0.2674047772457366	0.13691819905345082	0.05487389387709694	0.06709513236391618	0.1763469320589067	0.20150094330439297	0.2291696603640645	0.13823465334142984	0.14562116710162193	0.17199428918421553	0.20235385735012584	0.12336891777259643	0.032997112144290804	-0.012290769523156152	0.19167157246756378	0.037002099837297374	0.048959120386036316	0.13654504915844268	0.23695250103137705	0.21675141727429068	0.14195688148666627	0.18968298482832788	1.0	0.2227426749053219	0.03794772193147948	0.2697688324811919	0.21198854128521166	0.10572889385391993	0.17405240785978834	-0.13081337406306928	-0.005122119676819743	0.11585261274457542	-0.060816479782692334	0.014740579703426952	0.05184234069280724	0.08095730330828671	0.03959328979145325	0.042355989635240184	0.15049992815126245	0.018541609689845223	0.004141732064469177	-0.06684482063310326	0.09415661170624527	0.08160162424500883	-0.03818412745502501	0.012932772758667044	0.24261696279162476	-0.08183802976855435	-0.19069350255642445	0.05429910397671174	-0.02364055235455266	0.02431036800459832	0.041941121118429896	-0.15180015853076284	0.024806356063801677	0.01114118972238575	-0.09516249403191938	0.10231260226856595	0.1821689975015181	0.038172538948968854	0.16072562589521208	0.1824934756710904	0.31294992374763014	0.12000361561388952	0.13002535565125087	-0.00599821073466493	-0.13906670807626165	-0.07419656887512689	-0.0006280970282435069	-0.14436960844755736	0.08390310154776087
VanR	0.053791527411452225	0.034626456095785955	0.1690206785302066	0.06397782423481095	0.039984981296151224	-0.11133773078509811	0.026380075186227293	-0.020648400090853888	0.09879664953112904	-0.02573343654829394	0.17633766125406178	0.2510418066944482	0.2256537076266276	0.20631017331769658	0.30545447803051023	0.2207216394491288	0.125967060830386	0.10216658709225841	0.08403752821801225	0.07616661490467296	0.04512100718023835	0.22167421464694456	0.24585247368250274	0.29686739504290066	0.24458237341874836	0.18323282235747296	0.1747361297171014	0.26015037245458467	0.13359461551654606	0.09335236938594824	0.15058568309607798	0.20683629149264593	0.2619604971005558	0.11993871997997506	0.25496335714385043	0.17876429442222028	0.16740060538355636	0.10719136331820647	0.2111889343673371	0.2227426749053219	1.0	0.11470303294380502	0.0914286773806268	0.2616684667479407	0.14916956765601605	0.11824911579698792	0.04915612498899092	0.01831911037356708	0.25047165219648543	-0.022555868187696716	0.08061428352902457	0.08469807306321299	0.18202066462399932	0.07603218823442157	0.10874885853215346	0.1940634401175538	0.07520476890201223	0.05474410260926802	0.04524152764322235	0.1879238496090038	0.1141189722385749	-0.03663590304592293	0.00922908622312046	0.06019765355929375	0.09826821365496846	-0.03124493002860043	0.16675164904441178	0.15400661008385444	0.042761587347205546	0.012017280780230935	0.10003198427671499	0.13027103197964132	0.12514195919918789	0.011421631568944659	0.14758889542995676	0.165558032920628	0.03850397022217484	0.21332817258530298	0.18994024966277448	0.25289364996222147	0.2181466734034515	0.20668795861512718	-0.03873342264208667	-0.10029388451358405	-0.02939308676082714	-0.10931901303011621	-0.05333725797405102	0.16505972716021342
NarP	-0.15238885463841542	0.11175028160069717	0.21950021091081023	0.03628593016302711	0.04830089324204681	0.03697892282518507	0.08640390115467875	0.017841663924053567	0.2489489225007069	0.19171560879057714	0.2430132896987452	0.1183997663757179	-0.006807088457384427	0.05143210757841942	0.11457555937718733	0.17141254618019663	0.013078787934974575	0.0388562608062819	-0.03391955722636061	0.01824262623359647	0.057951801085611244	-0.00961846002660721	0.07735327792482305	0.11245022736648883	-0.0026699917953377124	0.05682308059574192	-0.07503557671359239	0.036471346259925555	0.2381437994539496	0.15596043220492187	0.17894507511669624	0.17696807598351652	0.08689293611024841	0.0066170369580635146	0.06960056737325651	-0.022518784968317024	0.016133518131376576	0.15936049988179724	0.057485943142153884	0.03794772193147948	0.11470303294380502	1.0	0.15116510839888564	0.04582558834845247	-0.04736685965392085	0.04930214016529845	-0.07106767223996552	0.06670575856042943	0.10662120882024373	-0.04786053001191298	0.1988193630029991	0.006037611655255851	0.13625301880582763	0.19051503956315968	0.14484473719585966	0.10991002683898003	0.18792848501142626	0.1080859959857415	0.01802708002095202	0.009041352425010777	0.09796227709508601	0.15212463670033513	0.1429349513978056	0.0744468806059398	0.10279700182171315	0.05231978714232076	0.11829083441879007	0.15372385053608428	0.07431477163689966	0.1621324705304291	0.07034918486448401	-0.05181916368069494	0.3058762996509542	0.07644705675123185	0.2060111898614478	-0.046152384219235995	-0.019512726497350866	0.08991290078848195	0.20362627531509148	0.25372106929463084	0.33657193449249295	0.14742433864395937	0.1291353583861383	-0.1346862527870357	-0.018333016580834464	-0.0993528978218244	-0.12104658115894332	-0.02561755148773241
TtrR	-0.032633233054127596	-0.10805586586999551	0.1613143220028647	0.05987317538972146	0.18456086515150813	-0.10122560040049877	0.0503798712285207	-0.09005659826357826	0.11492553226008316	0.015994456058702738	0.2212454399228669	0.16881903852482955	0.1489447506385267	0.041792788240911136	0.1814574632296703	0.1290913220631249	0.162593693071464	0.1787063518919395	0.018715437280687523	0.04200833445355558	0.04004755922885445	0.1444252332766269	0.12132470530429099	0.1740037361343525	0.11184994275278008	0.11161353722923456	0.05609068701299303	0.11105960663975042	0.0907565440293699	0.18485753090654566	0.12314410075510705	0.1841807621528663	0.06961910898294635	-0.03739379134199536	-0.048935943373924005	0.21169419323138539	0.015023339251197093	0.14530364203568333	0.10562691500062578	0.2697688324811919	0.0914286773806268	0.15116510839888564	1.0	0.16712711664063115	0.06287459845826515	0.0010916372704896375	0.04616629042650338	-0.011912984225725556	-0.027768378211754454	0.10813698541238857	0.08596817332696738	0.09398278411540298	2.7812414534767837e-05	0.06641836361023683	0.04459720670650023	0.14185258493216088	0.13955806073304253	0.07199707042566901	0.022083057140605662	-0.06763979214855538	0.10683211963046572	0.05656581576129532	0.07583286593025573	0.17489141569825384	-0.015484561792231993	0.06927145380126176	0.1202817397592372	0.1144967575360055	-0.015836852376339052	-0.04923492683017276	-0.05823456063338139	-0.011022986960612985	0.06555617875965902	0.1292048894224752	0.06845330527369733	-0.001930645108955134	-0.004449986325562854	0.052998873597211345	0.27816122856705805	0.20668564091391595	0.06704182523605787	0.11350709911881	0.17454144281535802	-0.1351103921086909	0.08625556827715998	-0.06281897362919561	-0.12760335788551483	0.0031451205436399962
