	MetJ	AcnR	BioQ	FadP	FadR	PurR	CsoR	NnrR	FixJ	GguR	PhnF	HutC	MetR	NrdR	FUR	Zur	CzrA	IscR	BirA	MntR	Phr	ArgR	NrtR	NsrR	SahR_SamR	KdgR	NagC	LldR	RbkR	Rex	LexA	ModE	ThiR	NikR	PdhR	ExuR_UxuR	NifA	NmlR	NorR	GulR	VanR	NarP	TtrR	AgaR	XylR	CcpA	NadQ	NagR	PsrA	AmtR	HisR	SoxR	PhrR	HrcA	RutR	HexR	PaaR	PhnR	TyrR	NagQ	PdxR	FabR	HypR	AraR	TrpR	QorR	GlcC	ZntR	LiuR	LtbR	NtrC	FruR	CueR	MerR	HcpR	FnrN_FixK	PhsR	CadR-PbrR	NiaR	SdaR	GntR	RbsR	CblR	DasR	Irr	PrpR	LiuQ	SiaR
PhnF	-0.09986279208829514	0.0886312120186714	0.20507715627332188	0.12647231969443426	0.20037454051573486	-0.28985866658013915	-0.1871984091298886	-0.08555794021257955	-0.04313010183979122	0.0014439278545966968	1.0	0.48092995443399417	0.47325141032118706	0.3660067398751223	0.43475207550143463	0.3743156987173841	0.31158248003300404	0.3435528505407197	0.3552085699319986	0.3918537437827665	0.3258525663905512	0.3806476584264663	0.4230870853053108	0.5200898340989473	0.40478651654143355	0.3289907338305575	0.35367888713258644	0.336240503219287	0.38300244285707663	0.21479295975080076	0.1794688755904344	0.302517950595881	0.3770552215490588	0.21144851690299493	0.25298867571188194	0.2021220872290028	0.18676268130217724	0.1284099179070231	0.03452911264491427	0.1337105005771076	0.17633766125406178	0.2430132896987452	0.2212454399228669	0.22806179918509625	0.26154562858374547	0.29081819488158867	0.12938798781816244	0.3305204166299697	0.15228224038269883	0.20499603673092878	0.2426725876206943	0.2615734409982803	0.21045190538216577	0.25207318373344584	0.27611933379996384	0.21698782279783618	0.2798137495306655	0.09380432112213821	0.03221836453731731	-0.034774788973304716	0.01944551316222518	0.1867742698082334	0.08263763668642893	0.1587764391765671	0.03820266906471485	0.011138872021174518	0.0635351433034659	0.21275106498370655	-0.00496683369566729	-0.06359308583374666	-0.047943967255517285	-0.03920623368917773	0.12250905062322985	-0.028709364903514098	0.11865007810653082	0.060927729440831406	0.006132637404916308	0.16353699746443487	0.056744278754560076	0.23799778427764207	0.1108069772077263	0.177927604284966	0.1964135891457417	-0.05635026954865087	0.14204495413269302	0.11499969869884254	0.14726905266280693	0.16960705693664796
HutC	0.1556985319680528	0.08725681520041162	0.14740811473548077	0.10089416912729278	0.03838808516161331	-0.38745011148142827	-0.21458900204421247	-0.13572226522845582	-0.03956779507812971	-0.05274392646397597	0.48092995443399417	1.0	0.5873078046270587	0.353433210804196	0.5083808075798101	0.467834942590541	0.43703501119449684	0.43781607650268156	0.488886622692149	0.3573292665402747	0.4143910703607734	0.37255888119927133	0.48401249704493093	0.5398366484186324	0.5315531842896941	0.3883910981731879	0.4718700603992936	0.39240999207346183	0.42772480542898333	0.25129675382768357	0.24814468018040986	0.3541146149602978	0.39941176743258966	0.4074912738549397	0.2987238737130964	0.24797780569320124	0.3366878195530545	0.19331018722390383	0.19448757943920902	0.30279375704001743	0.2510418066944482	0.1183997663757179	0.16881903852482955	0.2017164895170374	0.2553156477279575	0.252205292702486	0.17180191998368338	0.254416379658	0.31459780930881515	0.14644395103160882	0.10662120882024373	0.2088526915464166	0.22306947077610542	0.3181717045765328	0.25605962981676256	0.2881296614765611	0.27233916312444667	0.06412847481354093	0.24473070629626711	0.20535759811988077	0.16429256805929607	0.1671317520430536	0.19912761726409278	0.2173748789001117	-0.006477974885389675	0.01694007815288484	0.22171129786632426	0.17232340275621028	0.01853465658621153	-0.03564392692751621	-0.07555010638248559	0.09837946331310753	0.13363169873592576	0.03663822074713416	0.12357751088160719	0.1461333790693039	0.08782465199716313	0.14786933727651566	0.19954943888453677	0.24689312152634532	0.22854619873824347	0.16109877579022022	-0.06153496715817384	-0.09121081346677112	0.07470646314159764	0.06947541150785005	0.07537859649285453	0.17033249741576315
MetR	0.04087729626247503	0.03148828865577965	0.1191553369705791	0.09995318243553314	0.09257130407776351	-0.43838854870185556	-0.3238083539222458	-0.15679944004338736	-0.04673412722325489	-0.3048773704289138	0.47325141032118706	0.5873078046270587	1.0	0.5592473960626891	0.648757016840417	0.5300466785023942	0.5409954990242478	0.39107963157821546	0.5508897654949915	0.4672601526901558	0.5047049334587982	0.533310001807807	0.6144133202924011	0.6502171686034923	0.6691921884198376	0.5671577102966194	0.6543704891740176	0.45643880573491985	0.42250997770371435	0.23351998553754444	0.24657559646040672	0.3791040694197867	0.4429219722710227	0.3840940801275663	0.31123250715010825	0.3563488789279241	0.36855852890868723	0.16306418641734383	0.22983947601411017	0.2683573524435524	0.2256537076266276	-0.006807088457384427	0.1489447506385267	0.3566803102011301	0.3521886052537651	0.468368013869124	0.3693256880096046	0.29329118207397176	0.28638906786692686	0.17799018221766924	0.15963630632593367	0.19756548664772333	0.11016960937463786	0.2326693891930228	0.2860159179719187	0.27464295812840994	0.2225456703023673	0.01817077749604832	0.0555135794113966	0.1447867946655789	0.18498500447316335	0.14831433590907195	0.05507321618126278	0.12528333897307295	0.017732731967125725	0.006802453054961966	0.0959203823279918	0.12592534220858384	-0.05075533882474007	-0.16361811700682793	-0.254295859195016	-0.03607501935280511	0.0010290593377864099	-0.047651936902902224	0.2283746888486124	0.18523531620397624	0.13822770023779615	0.07392076243099045	0.14496525765884366	0.11304124117535264	0.148847407187655	0.07374925254135938	-0.008941691272927859	-0.0216171991971483	0.14909540121725667	0.21877477043169502	0.1543218174485818	0.2646096295849924
NrdR	-0.10144578201556569	-0.07993751477534522	0.1340488849539473	0.17357496141027484	0.06546115300999857	-0.22373696872493987	-0.07970342695301093	-0.03273289420621051	-0.12344771961377828	-0.21988726701308575	0.3660067398751223	0.353433210804196	0.5592473960626891	1.0	0.6021920818055819	0.5386221729839477	0.33221697391659055	0.43908385906522474	0.46122949413853365	0.5287951198483296	0.4492562496813161	0.5779883280567002	0.6228914713230829	0.5694035627703019	0.5653267263397472	0.6015060422470577	0.6428260194408778	0.4353454070115097	0.4016066304796251	0.3183362613625302	0.40125897529794047	0.4386087303169225	0.4692023863051671	0.18789603719446904	0.33879924535648565	0.2175023524667294	0.45073726075529247	0.07812739012937409	0.22740357204110676	0.21322851143322008	0.20631017331769658	0.05143210757841942	0.041792788240911136	0.2720193203572968	0.31183279176381695	0.37643175992323774	0.3589910583087271	0.2631239831085936	0.45615141078472726	0.3308866134213442	0.38697961813554843	0.3214002623637771	0.14624462872744298	0.20841464601749402	0.26802128576792394	0.28805317733659047	0.2004139414363258	0.18459794837088783	0.14648566965341095	0.2791717462951546	0.26184229433878303	0.15679248693975367	0.030053631606027878	0.12656271004167227	0.1091521385429076	-0.015577269840681219	0.26201148652720285	0.20375838428413162	0.14061725018657495	0.007024952371240109	0.0013535375073587014	0.059233489855421796	0.058561356504164906	0.1504674803343052	0.3405305681612749	0.1535129397258623	0.15186737186588853	0.1382833250668657	0.20561949835674984	0.19682613996134074	0.2672541266670066	0.18400461686081276	0.003439468597466289	0.08133277090450608	0.04520444442384266	0.19575304430054094	0.1376714519471008	0.24226467220751768
FUR	-0.027142598884722178	0.01948954948523856	0.09345666594045363	0.10339960413663313	0.13179376167541984	-0.18361756075853725	-0.09640478188113902	-0.061836268315633824	-0.09593428853525919	-0.27433702156852746	0.43475207550143463	0.5083808075798101	0.648757016840417	0.6021920818055819	1.0	0.7263721950021091	0.5138529001395256	0.5082718756228822	0.5431695027603821	0.5112060853563002	0.47120024474924793	0.6131988448577164	0.6339098228812734	0.6617222374160413	0.6018282027154187	0.5628143382267732	0.6642554848399164	0.41436325794623863	0.37775748501606166	0.3087340252444016	0.4595236660470679	0.4964701410552957	0.48864558176618106	0.3187534475805517	0.2795889325131761	0.26341833116241986	0.33000820466228775	0.16545837176854508	0.10870713991035132	0.3125234667247637	0.30545447803051023	0.11457555937718733	0.1814574632296703	0.38004737381275755	0.35388748024159716	0.38317163504549645	0.30457143386903135	0.310184906202632	0.4221530517171848	0.22667117845835785	0.2736973360342278	0.20678761976721008	0.13224571341160982	0.3583745497865397	0.3050511980197561	0.2725153084165002	0.3591834275092592	0.2889153621871683	0.19469617254821978	0.29431792371054694	0.26188401296058517	0.18520750378944148	0.17058280914657606	0.13617885236706825	0.06289545776916623	0.06639055119570206	0.15797451455748132	0.17169530572796676	0.08893483087734262	0.02186982862917244	-0.03443408689525381	0.11025536431945339	0.12634948153023906	0.1337707608085996	0.2639444493373692	0.270081722144708	0.2898609842813504	0.20109302789121639	0.2369965373543904	0.29603070490564637	0.17480102535101585	0.1740408193537322	0.04451145176168469	0.009801558422294432	0.10342741655116788	0.17297235909535486	0.10549017062916317	0.19351646263170338
Zur	0.00642235005632014	-0.025040443886135976	0.029117280316690693	0.08838785339149219	0.07244438675943653	-0.027705800279051226	-0.0224260769198678	0.052616452897358286	-0.1909855329090395	-0.1863895314071691	0.3743156987173841	0.467834942590541	0.5300466785023942	0.5386221729839477	0.7263721950021091	1.0	0.48500447316333767	0.5194802786803936	0.576449374452443	0.5805934242181235	0.4926482517579764	0.6355855208569932	0.6579026658199332	0.628801609411721	0.5900705044708456	0.5665875557986566	0.6187080206368116	0.41239552961790377	0.4868377748214211	0.4865341559627499	0.5178184869119412	0.5795087400512675	0.5438323653067941	0.250527277025555	0.25202451200800996	0.2031511465667892	0.27120580723215487	0.2412587898818436	0.11807297050493439	0.1649832430202428	0.2207216394491288	0.17141254618019663	0.1290913220631249	0.4219027399863719	0.3089773838715808	0.2584746744788649	0.38484733302121626	0.31605796107189044	0.4258011134236619	0.30081907560804894	0.35867816864521096	0.3196643041565653	0.25814556090687013	0.39847309844204126	0.4288790206321762	0.35849043484710125	0.4013285063342774	0.3971496910504285	0.3581914513908525	0.41448377840922257	0.37042891378615034	0.21550217632143734	0.25813165469960275	0.21422744065526048	0.20746438852088944	0.16273275514413785	0.2911797562705406	0.19358367596682907	0.17576055365246535	0.1497095920382328	0.18331625960107728	0.11173869309464102	0.26637340020673894	0.22658542351354233	0.32011162049033287	0.3160904088888477	0.2360717745711094	0.2604006841853976	0.24467044606477512	0.32022982325210564	0.296709791360537	0.16032929898809165	0.016919218841983767	0.01703278620133407	0.09643954739930748	0.150555552980332	0.14560030779072086	0.17318790530799932
CzrA	0.10624574122402436	-0.10011773922153051	-0.018432677732917385	-0.09037180562830562	-0.01898892602361274	-0.10349462988629358	-0.22697016191460662	-0.09444168895522664	-0.17376269520838453	-0.18114457356615415	0.31158248003300404	0.43703501119449684	0.5409954990242478	0.33221697391659055	0.5138529001395256	0.48500447316333767	1.0	0.5834882330309505	0.5739601633515814	0.5660127658982714	0.5754295859195016	0.5575253440627448	0.621225044152208	0.5933755463980606	0.49204333174184517	0.5564638369080012	0.6156162072210299	0.33956408675619176	0.3723873713096402	0.40199136888068937	0.274724077670803	0.49592779897186773	0.4486351057567063	0.20348026013878395	0.16718505917091192	0.20554301421677923	0.033101408698796186	0.18113066735888675	0.19590601258048218	0.26651941538304647	0.125967060830386	0.013078787934974575	0.162593693071464	0.38077281429187276	0.4435083506774641	0.3462529724518034	0.32795008598671493	0.29988504201992294	0.32336103758847823	0.23321173127645076	0.24081842665170977	0.17617542216927562	0.20437721050753022	0.22642550212996743	0.20234690424649215	0.217669226953938	0.28529047749280356	0.2019250826260482	0.26369877300897876	0.24428107226128837	0.3410450978301681	0.20847954165140847	0.3713258641548966	0.36707056473107713	0.18838507215003872	0.03893738034867497	0.06041783517436066	0.0010221062341527179	0.08143706745901146	0.14611483745961407	0.05588209390398227	-0.019178977522933655	0.020666941700543732	-0.053821657527198224	0.1147841524861981	0.14195688148666627	0.06565583991174194	0.21125151230004033	0.17538276835503475	0.1825537359025824	0.028153116612818743	0.038339413436177465	0.13492265831058123	-0.07615270869740556	0.19268209019566035	0.2771854763571299	0.138185981615994	0.23564068214582048
IscR	0.026771766690925274	-0.16725459020724884	-0.09294677167398288	-0.05214595955147846	-0.03638095591268756	-0.002644497082014175	-0.05778492659840264	-0.036793506728286615	-0.17167676411827693	-0.07468328612948533	0.3435528505407197	0.43781607650268156	0.39107963157821546	0.43908385906522474	0.5082718756228822	0.5194802786803936	0.5834882330309505	1.0	0.4914639064390375	0.5438879901358636	0.5182634855444975	0.5778515836852376	0.5693247609291201	0.5591384641057613	0.4350950952806968	0.4574006517375806	0.4989060450282991	0.35557244902216184	0.45115444697331397	0.3830742915946248	0.4143029977147466	0.5132618863306618	0.47103800566446175	0.12563794725839122	0.05351572096731578	0.20384413922894717	0.1356990882163435	0.11746573278759195	0.08782696969837436	0.2674047772457366	0.10216658709225841	0.0388562608062819	0.1787063518919395	0.21428306548433002	0.29374545151137293	0.17991155652177943	0.3876053974625807	0.27430457375157025	0.24982037815612962	0.39397212268983134	0.33602495700664253	0.23487352304490314	0.36269474484427366	0.24002345513625764	0.2699055768526545	0.23534865179320544	0.2825834024780861	0.34069280724606105	0.27135645781088485	0.3019895147197204	0.31258140925504446	0.2209789042835754	0.32636941376065565	0.41188795305264425	0.2245875650694615	0.1069665463007171	0.3353157404360059	0.14617973309352852	0.2421140216287877	0.1628810880216566	0.0990585497679981	0.16838331069711818	0.08063050743750319	0.09237198177359768	0.1509333382777626	0.2218712192498992	0.20638665745766718	0.22071236864428384	0.23729320310942795	0.24335167407558486	0.08639926575225629	0.05838752891332261	0.07476904107430087	0.00692065581673473	0.20205255619266588	0.2659701201959848	0.1312305602810908	0.1931641720475963
BirA	0.05150395631596757	-0.025471536311424875	-0.06515289874890488	-0.10789362678520936	-0.152022657847041	-0.11953080456679846	-0.23513078787934974	-0.12095850851291655	-0.31586095646893586	-0.22984411141653263	0.3552085699319986	0.488886622692149	0.5508897654949915	0.46122949413853365	0.5431695027603821	0.576449374452443	0.5739601633515814	0.4914639064390375	1.0	0.657047434072989	0.6053209784407433	0.5195104087961396	0.6645034788695181	0.6449119505309854	0.5760739068562237	0.5624944954596234	0.723577047341365	0.39808604233976574	0.45690698137958846	0.5227227426749054	0.2713216922927164	0.4699278267842823	0.46331078982621876	0.35857387209070557	0.13771085286769172	0.26735610552030076	0.18455391204787444	0.015639847773384445	-0.006788546847694582	0.13691819905345082	0.08403752821801225	-0.03391955722636061	0.018715437280687523	0.3077976739550644	0.3785663627387812	0.3247980123394412	0.45943095799861866	0.3179515229614659	0.37558116357871607	0.3606505323759682	0.21556243655292934	0.24950517079140225	0.30478466238046453	0.2936805558774585	0.3834010874654083	0.31925638874338874	0.2957850285772559	0.20785839772679865	0.41832420931623177	0.35399177679610255	0.3088267332928508	0.22255725880842345	0.2645632755607678	0.2985801762380001	0.22352374021350663	0.09036717022588316	0.1833116241986548	0.029328191126912682	0.12316727776721936	0.04154015880888699	0.09060589345063992	0.10869323370308394	0.13037532853414668	0.09134987553944496	0.1529821861484905	0.22868989621333977	0.13278110239140412	0.16746550101747082	0.1502148509022811	0.1337869847170782	0.12357055777797349	0.07163550903671702	0.042821847578697544	0.10940013257250929	0.20809480325034418	0.21994520954336652	0.36087766709466884	0.3468138561449212
MntR	-0.001983952236813439	-0.179454969383167	-0.0885709517871794	-0.10108885602903617	-0.047329776434541164	-0.04890813095938924	-0.17796005210192323	-0.005898549582582012	-0.2830330365130649	-0.11432756534758565	0.3918537437827665	0.3573292665402747	0.4672601526901558	0.5287951198483296	0.5112060853563002	0.5805934242181235	0.5660127658982714	0.5438879901358636	0.657047434072989	1.0	0.6468889496641651	0.644436821782683	0.7373766403530323	0.6040531958782002	0.533632162276168	0.5785051754268047	0.6804562163064186	0.40431138779313125	0.5355952552020804	0.5950790567883151	0.4242018995879127	0.5576180521111941	0.5488131052097288	0.22789492469788764	0.1489238913276256	0.20615025193412165	0.17062684546958945	0.11702536955745813	0.1049478285457352	0.05487389387709694	0.07616661490467296	0.01824262623359647	0.04200833445355558	0.4054795092035915	0.423149663238014	0.28243506960056736	0.41259716962328086	0.39693646253899534	0.34034978746679895	0.4063741418711265	0.35976053511085565	0.3390356508800311	0.31731415512837746	0.3165469960274601	0.37007662320204326	0.2943781839420389	0.3673092879558339	0.2178430545447803	0.35271240572750323	0.318927275171394	0.40186853071649414	0.2778251618914296	0.2605536524653388	0.3738336168654482	0.36557796515104457	0.1734150400266999	0.23138074731957856	0.15531842896941098	0.18053501814760048	0.17512318581937691	0.17343821703881224	0.0073865137601920915	0.08816303637400282	0.13137657545739834	0.19215597202071097	0.08470039076442422	0.062953400299447	0.1270494272960307	0.20114865272028593	0.1572096731577752	0.06655510798169943	0.0920869045246163	0.16883758013451938	0.05397926120956191	0.22254335260115607	0.22146098613551135	0.32475397601642786	0.188468509393643
Phr	0.012782122179937051	-0.2683944356629321	-0.07931868855194664	-0.07313506172038325	-0.12321131409023274	-0.050984791244651904	-0.26826927979752563	-0.07665333215903139	-0.3219588283556837	-0.07192290398690962	0.3258525663905512	0.4143910703607734	0.5047049334587982	0.4492562496813161	0.47120024474924793	0.4926482517579764	0.5754295859195016	0.5182634855444975	0.6053209784407433	0.6468889496641651	1.0	0.6129902517487056	0.713719864090001	0.5844338551251327	0.5431949974737057	0.5327444827122667	0.5989890187316612	0.3982668230342417	0.42251924850855926	0.46115764540098547	0.452531161492785	0.4509226768521909	0.5000788018411818	0.2814523642870056	0.06720638202205524	0.22568847314479606	0.2488956153728486	0.09894961781107027	0.05274392646397597	0.06709513236391618	0.04512100718023835	0.057951801085611244	0.04004755922885445	0.4181689233350793	0.39727252921462375	0.27287686980545217	0.46066397504299333	0.22790419550273258	0.32636246065702196	0.352920998836514	0.2787707839856117	0.32795935679155985	0.27674047772457366	0.21224348841844703	0.37227843935271243	0.3170522548915084	0.3139998423963176	0.29122611029476525	0.35371133494954365	0.3579040564406599	0.2936342018532339	0.22675229800075095	0.3250529594726766	0.2896477557699172	0.1790099707506107	0.15889927734076234	0.23319318966676092	0.07860715428009883	0.060953224154154946	0.06489563391445828	0.09608725681520042	0.01841645382443877	0.112100254483593	0.13628546662278485	0.0806166012302358	0.06931317242306391	0.10412040921332585	0.052238667599927686	0.10793766310822274	0.05251679174527537	-0.07815520254390886	-0.003659650212533201	0.06840926895068396	0.05848950776661676	0.2961836731855876	0.19236224742851052	0.33491709582767426	0.26526553902777067
ArgR	-0.1017494008742369	-0.12330170443747074	0.05161752367531787	-0.006763052134371046	-0.02555497355502918	-0.03533799036763376	-0.10838266174077903	0.04022833992333044	-0.19242018995879126	-0.19870811334486002	0.3806476584264663	0.37255888119927133	0.533310001807807	0.5779883280567002	0.6131988448577164	0.6355855208569932	0.5575253440627448	0.5778515836852376	0.5195104087961396	0.644436821782683	0.6129902517487056	1.0	0.7651264769550968	0.6118708020636812	0.5260161960960641	0.6498741488242302	0.638185981615994	0.43195229243826805	0.39353639486211994	0.5051383435852984	0.48077003305041927	0.523895499487788	0.5266976002521659	0.16902299623141784	0.2461954934617649	0.22668972006804772	0.2340391506088601	0.11232043609865991	0.1938664355145992	0.1763469320589067	0.22167421464694456	-0.00961846002660721	0.1444252332766269	0.4944954596233272	0.4268023603469135	0.3000101978853294	0.4423263230597364	0.26386101209376495	0.29636908928248606	0.3986191136183488	0.45974848306455723	0.34745817708164334	0.18842910847305208	0.23977777880786721	0.28987489048861775	0.3507330888931123	0.37683272223278064	0.27554222619836743	0.2889478100041255	0.4037922227218156	0.327016052398589	0.24046150066518024	0.2985940824452675	0.2326021758578971	0.24496247641739016	0.13401643713699005	0.26406960520277567	0.22641391362391125	0.04435848348174347	0.14604067102085466	0.16547691337823492	0.03206307855616485	-0.0052032392192128156	0.1546022592951407	0.21753480028368663	0.08922454352874645	0.17718130449494973	0.25473854012636105	0.2821244976382625	0.2249491264584135	0.042585442055152016	0.017313228047892978	0.18958100597503372	0.03897214586684343	0.22703042214609861	0.18091743884745354	0.1946753132373187	0.13770158206284677
NrtR	-0.01731786345031544	-0.09412416388928804	0.018224084623906626	0.009331065076414609	-0.008911561157181861	-0.13540010476009476	-0.20935099730683118	-0.048087664730613586	-0.20320908909706997	-0.174993394551548	0.4230870853053108	0.48401249704493093	0.6144133202924011	0.6228914713230829	0.6339098228812734	0.6579026658199332	0.621225044152208	0.5693247609291201	0.6645034788695181	0.7373766403530323	0.713719864090001	0.7651264769550968	1.0	0.7468861684227116	0.681825977722256	0.6750049830576041	0.7649526493642546	0.4970820141750606	0.4690355118179585	0.5505166155999833	0.4872062893140068	0.5575786511906031	0.6288827289541141	0.2783489623651677	0.22988583003833477	0.2825671785696075	0.29656609388544064	0.21515683884096398	0.12245342579416033	0.20150094330439297	0.24585247368250274	0.07735327792482305	0.12132470530429099	0.4501949186718645	0.3946882923641016	0.40762338282397986	0.4634962059231172	0.3162897311930135	0.3959514395242223	0.34780583226332795	0.33090051962861156	0.34006702791902876	0.2747982441095624	0.23554102099373758	0.3845576203698124	0.3109868308217178	0.30738280543825414	0.2612605513347641	0.3272478225197121	0.36164946159800865	0.3697915459530619	0.2048291622437202	0.2882061456165317	0.33624282092049823	0.23688065229382887	0.18104954781649368	0.3169827238551715	0.23269488390634632	0.0055856599190658735	0.09920224724309441	0.14345411646912126	-0.002313065808808192	0.09926482517579764	0.09044133666464255	0.27918797020363323	0.11893051995308973	0.058267008450338616	0.211830937602848	0.22696320881097293	0.20823850072544048	0.10114448085810569	0.03213029189129054	0.10445415818774306	0.08384052361505764	0.22417733195507367	0.2569218146673403	0.2605953710871409	0.27503001423068546
NsrR	-0.02569867103012548	-0.10935377854828467	0.11804747579161085	-0.011706708817926029	-0.04005683003369938	-0.1797215050224585	-0.18457245365756428	-0.0765026815803014	-0.11731739991007319	-0.2015194849140828	0.5200898340989473	0.5398366484186324	0.6502171686034923	0.5694035627703019	0.6617222374160413	0.628801609411721	0.5933755463980606	0.5591384641057613	0.6449119505309854	0.6040531958782002	0.5844338551251327	0.6118708020636812	0.7468861684227116	1.0	0.6663344628263903	0.6681214104602491	0.6855922421905057	0.534084114012358	0.4739420852821338	0.41875761944273193	0.40391737858722204	0.505356207499154	0.5628421506413079	0.31643806407053227	0.2655112153561611	0.19364393619832107	0.180982334481368	0.162503302724226	0.13270925365385597	0.2291696603640645	0.29686739504290066	0.11245022736648883	0.1740037361343525	0.41080326888578833	0.34397235445995245	0.42590077457574477	0.39061145593354685	0.33143127320598337	0.44975455544173065	0.31390945204907966	0.3419999907291952	0.3290880772814292	0.2551116900213692	0.2974908566687217	0.33553592205107285	0.32721769240396603	0.28984244267166054	0.21512670872521797	0.19209571178921897	0.3288609425627286	0.32399145231793297	0.19016738438147507	0.24639945116835318	0.3671238718589354	0.21680935980457144	0.14189662125517427	0.26276705712206405	0.19918555979437355	0.14594100986877176	0.0688287728699167	0.04497499200393082	0.04411744255577548	0.16572027200541414	0.005300582670084503	0.24935452021267226	0.14498611696974473	0.06762820364249922	0.1381790285123603	0.15128099345944718	0.19680064524801721	0.14739652622942462	0.16616063523554797	0.11011398454556832	0.023591880629116817	0.18729111717833782	0.20059935753322425	0.2528727906513204	0.3125049251150739
SahR_SamR	-0.01806648094154294	-0.07161464972581595	0.04386481312375134	-0.043809188294681806	0.034777106674515945	-0.298679837390083	-0.25796246251118293	-0.1710162192730762	-0.13783137333067572	-0.20039308212542473	0.40478651654143355	0.5315531842896941	0.6691921884198376	0.5653267263397472	0.6018282027154187	0.5900705044708456	0.49204333174184517	0.4350950952806968	0.5760739068562237	0.533632162276168	0.5431949974737057	0.5260161960960641	0.681825977722256	0.6663344628263903	1.0	0.6346816173846133	0.6905660289898068	0.4540098548655502	0.39100778284066734	0.3399534605596785	0.42442439890419087	0.4318966676091985	0.520488478707279	0.30626567345444095	0.26572212616638313	0.23176780342185407	0.40859449963148553	0.13478591393911862	0.1381187682808683	0.13823465334142984	0.24458237341874836	-0.0026699917953377124	0.11184994275278008	0.3025086797910361	0.32823979863811875	0.35200782455928914	0.4141732064469177	0.2848083956408676	0.4312778413857999	0.2676852190922955	0.20702634299196684	0.2802216649438421	0.16187984109840495	0.30572101366980176	0.3215671368509857	0.3032457087762074	0.23280845126569663	0.1405848023696177	0.18046316941005233	0.29194691537145795	0.2566645498328937	0.2065094956218624	0.2163458195623253	0.0918898999216617	0.14711376668165446	0.09071946080999022	0.3179352990529873	0.22911171783378373	-0.01618914296044611	-0.049107453263555076	-0.04023297532575291	0.02022889617162114	0.14186649113942826	0.019760720526952547	0.20756868507539483	0.1489447506385267	0.10234505008552318	0.1017494008742369	0.13395849460670928	0.12766361811700683	0.09465259976544864	0.0947708025272214	-0.07059717889408569	0.038842354599014514	0.08429711075367008	0.17738526220153802	0.2348248513194673	0.2408137912492873
KdgR	-0.04884323532547478	-0.08593804321122138	-0.0869300193296281	0.023058809350533768	0.029550690443190825	-0.1358891397156644	-0.1988726701308574	-0.12670640751676857	-0.20989102168904794	-0.2542379166647353	0.3289907338305575	0.3883910981731879	0.5671577102966194	0.6015060422470577	0.5628143382267732	0.5665875557986566	0.5564638369080012	0.4574006517375806	0.5624944954596234	0.5785051754268047	0.5327444827122667	0.6498741488242302	0.6750049830576041	0.6681214104602491	0.6346816173846133	1.0	0.7208583838205914	0.3686048829329118	0.41527411452225227	0.37304096305120726	0.35975126430601073	0.48236924688616845	0.5069461505300583	0.16190070040930604	0.246749424051249	0.15213854290760254	0.24489062767984202	0.07509815464629561	0.0994363350654287	0.14562116710162193	0.18323282235747296	0.05682308059574192	0.11161353722923456	0.40783429363420187	0.4135010730956608	0.45146965433804137	0.46740616786646333	0.27097171940982057	0.40914843022096964	0.33077072836078264	0.3875219602189764	0.24675869485609392	0.16227153260310292	0.19354427504623814	0.2074759770269456	0.2492200935424209	0.21482772526896923	0.1453847615780764	0.15875789756687728	0.32084169637187054	0.20860469751681493	0.0837988049932555	0.23925861373655155	0.28380946641882715	0.18131840115699643	0.05242408369682614	0.16749563113321683	0.07954118786822478	0.17322035312495654	0.12386954123422225	0.03002813689270434	-0.10095211165757355	0.03541447450760438	-0.0032563702017790676	0.32764878482925497	0.09237429947480891	0.11435769546333165	0.13997524695106406	0.13117030004959881	0.08103610514946855	0.1288549165395794	0.03374572963551831	0.1381720754087266	-0.08656382253825366	0.14117581617848154	0.17038348684241023	0.15223356865726298	0.1898290000046354
NagC	-0.0012237462395297848	-0.10878594175153317	-0.053318716364361175	-0.03625348234606987	-0.06423972447168001	-0.1692779433646532	-0.25224932902549935	-0.07152194167736672	-0.2798832805670024	-0.30649280817314156	0.35367888713258644	0.4718700603992936	0.6543704891740176	0.6428260194408778	0.6642554848399164	0.6187080206368116	0.6156162072210299	0.4989060450282991	0.723577047341365	0.6804562163064186	0.5989890187316612	0.638185981615994	0.7649526493642546	0.6855922421905057	0.6905660289898068	0.7208583838205914	1.0	0.40214897256305304	0.45228548516439454	0.4226745344897117	0.3878302144800701	0.4513584046799023	0.5486601369297875	0.26640584802369616	0.25804126435236474	0.19689335329646643	0.24954920711441564	0.07125772373928643	0.12827549123677173	0.17199428918421553	0.1747361297171014	-0.07503557671359239	0.05609068701299303	0.3695203749113479	0.43440905572217253	0.4175385086056246	0.4766607488029073	0.3292155508480469	0.39751357014059174	0.2930547765504262	0.2657731155930302	0.2433400855695287	0.19875678507029587	0.19745423698958425	0.2845627193124771	0.296257839624347	0.2974978097723554	0.12741330638619391	0.22796213803301332	0.34936332747727494	0.27194515391853746	0.2062893140067955	0.18831554111370177	0.28278272478225197	0.16373400206738947	0.03178031900839472	0.17974468203457084	0.09005891596478949	0.09827516675860215	0.07545508063282513	0.0005052588640482823	-0.04354033495417905	-0.017760544381660495	0.03577835359776759	0.25186227292322383	0.2099953182435533	0.19021837380812215	0.10468129290644368	0.1339075051800622	0.09745006512740403	0.10654704238148435	0.033604349861633236	0.07911704854656958	0.07305857758041265	0.09474067241147541	0.18069725723238664	0.2339325363531435	0.33835424672392933
