	CzrA	MetR	SahR_SamR	NagC	FUR	KdgR	NsrR	RbkR	NrtR	ArgR	MntR	ThiR	Zur	IscR	BirA	Phr	ModE	AraR	NadQ	XylR	SiaR	GulR	PhnF	AgaR	Irr	HutC	PhrR	Rex	NnrR	LiuR	NtrC	GntR	NifA	CueR	FadP	MerR	AcnR	FruR	HrcA	CsoR	FabR	PurR	PaaR	FixJ	NmlR	PdxR	RbsR	SdaR	MetJ	NorR	PhsR	PrpR	QorR	GlcC	PhnR	FadR	BioQ	ZntR	LiuQ	LexA	SoxR	NikR	PdhR	HypR	NagQ	HexR	HisR	PsrA	CcpA	TyrR	LldR	NrdR	CadR-PbrR	TrpR	NarP	NiaR	GguR	DasR	FnrN_FixK	HcpR	AmtR	RutR	TtrR	VanR	ExuR_UxuR	NagR	CblR	LtbR
MntR	0.7613735832117607	0.7940572825097569	0.8188256711430317	0.883529719821943	0.8673000910235789	0.8374094440080301	0.818371800147134	0.7985311537550344	0.9043728724797068	0.896183244180102	1.0	0.8837142607763189	0.871684185588349	0.7128293370241524	0.7396825396825397	0.8130749759972069	0.6898115936607688	0.5710919088766693	0.5909425304554919	0.6822454145313532	0.48867192857766306	0.5700445142707515	0.6242596541104004	0.6011621092532325	0.5669372436065288	0.3619022681080811	0.5767727777154329	0.5778052095412661	-0.6725046446963179	-0.6628935522886819	-0.6926694846569159	-0.6793775483484832	-0.6758463322485317	-0.5613661018217184	-0.7124053915884238	-0.6559957106697091	-0.5185775383732965	-0.5511016346837242	-0.465833738575294	-0.3889449993142059	-0.37931894412648537	-0.3814486464918515	-0.4626865671641791	-0.4898839137645108	-0.42720482799037396	-0.497310440279804	-0.4866569408596117	-0.1260290028553972	-0.27800596017406703	-0.21313233332086434	-0.2897716929138767	-0.4219878053342311	-0.22545667651716356	-0.3485454930859487	-0.3669796381501016	-0.49465704061147897	-0.45760919712215864	-0.30767216548834775	-0.016586241723712265	-0.21938178780284043	-0.11334555293706904	0.11781942418234641	0.05826257185251686	0.07256698961333682	0.05004800558610457	0.21075823888078404	0.11120587538497986	0.19721692290427562	0.35760795022381825	0.1724934226112545	0.25009538772303896	0.2390728063940947	0.08282148156460804	0.27136747340989287	0.1767528273419868	0.12545542961882317	0.18397486252945797	-0.30810608611079937	-0.14364019501490044	-0.15891220588785396	-0.14335091459993266	-0.14493696928889388	-0.06148954475741593	-0.032302148405840475	0.051255003179590766	0.11160488285390092	0.011269467200339157	-0.07870671704135962
ThiR	0.7547700096011172	0.8395541091534807	0.8511353009389144	0.8839835908178406	0.8799436401950149	0.8655594209404107	0.8163717752091671	0.8062419730919338	0.8430753500667091	0.8811456501951396	0.8837142607763189	1.0	0.8949413334330852	0.7166298831656255	0.724370628062694	0.7833040312223345	0.622070100624696	0.6092669484656916	0.6199902741929451	0.721747153954538	0.5204778114440329	0.5620743400790533	0.6591977456078006	0.6476115662290054	0.5494956296213169	0.3691542288557214	0.5304729485405055	0.5421838177533386	-0.7256225139964338	-0.6601753139066572	-0.7443858402224467	-0.6925098816693475	-0.6976471028317062	-0.6312023840696268	-0.6924799561091785	-0.6515168518310702	-0.5386775396201947	-0.5687676903702041	-0.5029863215252061	-0.38608212072469733	-0.4192097158318682	-0.4245414531353259	-0.46893602164615517	-0.440781057120413	-0.43685083355154053	-0.5212109876681754	-0.4569209092382698	-0.05192832828339505	-0.2155962044414519	-0.2319106223269617	-0.3320365590593399	-0.41665108043741195	-0.2313869250240028	-0.26418533896931384	-0.3437923166124266	-0.46651205127245976	-0.3916532625095076	-0.3242259878552102	-0.01989301612239554	-0.24112270726567664	-0.030970460978316437	0.06812803152159004	-0.02342423222234691	0.05079614459033155	0.031788426289604606	0.14949064202795545	0.02616740857117919	0.13712639808476415	0.3652888440005486	0.14516639858352348	0.18457337373283955	0.16769037020411726	0.08647738749859724	0.22402523722240925	0.09225302061122957	0.15469768949737528	0.21343158892255515	-0.23291811618598735	-0.12809386650706367	-0.16844848439506727	-0.1120088779161835	-0.15205426501577327	-0.07623287073404905	0.014376737864561902	0.006077382511003878	0.11209366700332922	0.0337834636342099	-0.014391700644646442
Zur	0.7747153954538086	0.8289006097332885	0.823494058529408	0.8594795446327261	0.8544869636778514	0.8393496178256586	0.8283769124303295	0.7880372573224105	0.8511203381588299	0.85978877542114	0.871684185588349	0.8949413334330852	1.0	0.7431040287285378	0.6865696579757853	0.8027057693986209	0.6230775944837218	0.6100599758101722	0.5737702465118019	0.6371176697963815	0.501071085674385	0.5554458285016023	0.6718612451526828	0.6325041459369818	0.5280489781668101	0.41747902093542316	0.5156996970037033	0.5227072656766294	-0.7298270552001895	-0.6778912455267522	-0.7069788900110974	-0.679502238182521	-0.6726043965635482	-0.6505941470591903	-0.6860609234529109	-0.6175014651055499	-0.54386962430953	-0.561361114228357	-0.44587338994251796	-0.36024638711205875	-0.4013690943777354	-0.3924014015137346	-0.41368844998067306	-0.4465267646728762	-0.4170451003129715	-0.4974600680806494	-0.4618835646329755	-0.12824848190127058	-0.2848240002992556	-0.27482387560942156	-0.3858427162433447	-0.4115836855821145	-0.14410404119752115	-0.27489868950984425	-0.3126398084764149	-0.5036197458821182	-0.43708026284617013	-0.29638025411788177	-0.01594284218007706	-0.24110774448559208	-0.06255190214341824	0.12277210439032905	-0.03092557263806282	0.04768887392610881	0.07534009152233818	0.1889225551440791	0.06724023990324068	0.1209017568797616	0.3375827628773426	0.1272360004488834	0.17895235601441414	0.22371101884063394	0.12781456127881893	0.22521727203581093	0.13822366862429705	0.1522238431900647	0.2338807217047594	-0.2401650893402661	-0.09108093617127395	-0.08575917405453934	-0.04211773214129852	-0.12105138468060699	-0.11082681828950486	0.020885547201336674	-3.740695021134927e-05	0.1099789274180476	0.06390353994438834	-0.0535293457524408
IscR	0.6445441963116747	0.6746742478085762	0.7088392623349419	0.7323807030012843	0.7323009015075	0.670075686729261	0.748480654372249	0.655586728014065	0.7110786917542613	0.7403309268195364	0.7128293370241524	0.7166298831656255	0.7431040287285378	1.0	0.5972917368046983	0.7352385939974314	0.5001234429356974	0.49172433571490914	0.514472749036771	0.6175363782590806	0.412521353134079	0.4478534645070387	0.5572463497051086	0.5027319542637688	0.50995398945124	0.37746355939600246	0.48290128305839225	0.5049663960897268	-0.6681853888452475	-0.5697652090425067	-0.6206885372635569	-0.5414855546827267	-0.6630381924961658	-0.49937031633810897	-0.5673262758887267	-0.49620319455354805	-0.475629371937306	-0.4615992718113692	-0.40528934275988476	-0.2936171273956034	-0.34866519532662504	-0.3535131360740159	-0.4141522961632938	-0.4276437362061871	-0.41020212222097535	-0.3482013491440043	-0.492412623598798	-0.07083130712353022	-0.25544707539994266	-0.13412386688113317	-0.23821494033591442	-0.3074676741605257	-0.15325128742253644	-0.18484270377436127	-0.18270801381563362	-0.40964849935784736	-0.3628947991870223	-0.22305764411027568	0.021299517450342274	-0.1268220301998778	-0.038192496165787605	0.03803788077158069	-0.003294305415279492	0.11342036683749174	0.04766892355266275	0.19639396999962594	0.10527562687814063	0.12109627302086061	0.2811830571453509	0.07764934724871882	0.17210937792241798	0.3062806269404855	0.12532076459806232	0.23521739672564496	0.12593922617488995	0.17925161161610495	0.2116410429057719	-0.2706542475591965	-0.21389543510517586	-0.23337697477524658	-0.12104140949388396	-0.07287123280838913	-0.04928989139515455	0.032087681891295405	0.10232297160812479	0.22381575830122571	0.022905522512749535	-0.09552986944974376
BirA	0.7315078741630194	0.637122657389743	0.6919662339929425	0.7822466614296937	0.7102657140363346	0.7150338532899413	0.7722914250801132	0.7049888402598536	0.786895098442624	0.7574084464893577	0.7396825396825397	0.724370628062694	0.6865696579757853	0.5972917368046983	1.0	0.8018977792740558	0.569700370328807	0.5704135961795035	0.5760396014912904	0.5410466464669136	0.4069202857890996	0.4218980286537239	0.5151011858003217	0.4493846556690233	0.5096248082893802	0.3612439057843614	0.5016047581640669	0.5702639683786581	-0.6102245663911021	-0.4113791942542924	-0.5337049090387661	-0.5678399980049627	-0.5852766243968129	-0.5738949363458398	-0.6444045436975523	-0.6773675482237933	-0.5371962243918253	-0.5636155064277609	-0.363164129228544	-0.32787690619583787	-0.1974064514520131	-0.2575668025785858	-0.3918826918041372	-0.4419880547138992	-0.38941882068354966	-0.3992344044190077	-0.462073093180713	-0.12628337011683438	-0.20641404506290603	-0.16213917879275302	-0.16667788875173006	-0.26912804399057344	-0.21128193618374294	-0.293642065362411	-0.4013690943777354	-0.483764136709934	-0.5144827242234941	-0.32215613661018216	-0.12153019364331226	0.0019626179877554584	0.04789336525393085	0.10659235152558012	0.09530542774847567	0.23502288058454593	0.15313657277522164	0.24139203730719835	0.1938153842317236	0.3179067070661729	0.34338832155014404	0.28334268507088617	0.22559632913128594	0.21191037294729362	0.04649185151934563	0.3286898839137645	0.20296761805010038	0.3220414219628674	0.058013192184441204	-0.39317447848476916	-0.21460367336251077	-0.303632214865522	-0.23074352548036758	-0.15616404194566016	-0.1108068679160588	-0.07056696467537002	-0.05121011483933715	0.006501327946732503	0.03881594533597676	-0.12812379206723276
Phr	0.7865010785670644	0.7150388408833028	0.7582214242072843	0.830042768613075	0.7692140799760595	0.7292634571503386	0.8497238120176062	0.778052095412661	0.8384319006471402	0.8049651491913864	0.8130749759972069	0.7833040312223345	0.8027057693986209	0.7352385939974314	0.8018977792740558	1.0	0.6065935984239205	0.5716355565530742	0.6066384867641741	0.6280552126585119	0.46092095911420344	0.4821631192408883	0.5929924313270739	0.5516652327335753	0.5571116846843477	0.3257821169840023	0.49601366600581054	0.606977643112757	-0.7165650444519258	-0.5447723787079639	-0.6139752365989601	-0.6388334019127421	-0.6532076459806232	-0.6273768999613462	-0.6504993827853215	-0.67254454544321	-0.5344580356363545	-0.49856731380690533	-0.37244105288095863	-0.2972580705495081	-0.2238855846082869	-0.36619658599234406	-0.41677078267808826	-0.4830259728924301	-0.3903714510155987	-0.4878589508597364	-0.5448920809486403	-0.09082656890983679	-0.28842005511290664	-0.2059851120338159	-0.32208631030312096	-0.3138418184765396	-0.19684285340216212	-0.3340315964039452	-0.27787628274666765	-0.5408920310727067	-0.4751954513148543	-0.30171697901470096	-0.13132083941196274	-0.14971009613586203	-0.019808227035249815	0.1552014364268881	0.04677614434095188	0.13095175750321075	0.09320066334991708	0.23989077170538287	0.17752590431302137	0.19481789049738774	0.2291624583847679	0.20921208493871496	0.23309766954700184	0.24580605743213757	0.1660444643948179	0.3105849200114715	0.26260925946707564	0.24858913452786194	0.23790072195413908	-0.31095400192022343	-0.248988141996783	-0.3165550692652028	-0.23094801680818963	-0.13044302298033641	-0.1047369667950972	0.005927754710158481	0.035529121310739535	0.11117096223144927	0.07771418596241848	-0.12102644671379942
ModE	0.69795633362012	0.607900347884637	0.6479357597975037	0.6502300527437997	0.6023092557263806	0.622593797927655	0.6720507737004202	0.6374568261449644	0.7096123393059763	0.6897218169802616	0.6898115936607688	0.622070100624696	0.6230775944837218	0.5001234429356974	0.569700370328807	0.6065935984239205	1.0	0.473579471065724	0.5029414331849524	0.5700495018641131	0.46328507836756067	0.4409007593610893	0.48972431077694234	0.44401800521203505	0.4717989002356638	0.3519370565717777	0.42554894699435153	0.4668811331812117	-0.538777291487425	-0.5575605680868839	-0.5100986296587239	-0.5598299230663724	-0.53595930123817	-0.5364331226075139	-0.5757203955161536	-0.5499095998703226	-0.48432274716642354	-0.389733039065325	-0.37872043292310376	-0.3054776244092819	-0.32321849399618446	-0.4214242072843801	-0.365418521427948	-0.5306724522749661	-0.47804835471763985	-0.4213892941308495	-0.4616740857117919	-0.15014900435167522	-0.20791032307135998	-0.05837728649983167	-0.1701592289180663	-0.2922106260676567	-0.1550817341862118	-0.21416476514669758	-0.20669833788451228	-0.441180064589334	-0.45003304280602	-0.3521664858664073	-0.16866793850297385	-0.1755358545617776	-0.11608374169253981	-0.01803763139191262	0.007942742428209828	-0.06605319268320053	0.1938253594184466	0.1718550106609808	0.13774485966159178	0.03493061010735795	0.33179216698462577	0.13539570318831906	0.15968528285888853	0.23544183842691305	0.10676691729323308	0.22772603149665208	0.2530530305864163	0.19939151360989538	0.19753612887941246	-0.24761655382236686	-0.04778862579333907	-0.1536951832317111	-0.010855496951333558	-0.020990286661928453	0.0879337647601591	0.01984812778214192	0.13387448721305753	0.07939500492524844	-0.011872965997082258	0.09947006820533921
AraR	0.6740458110450255	0.640893277971047	0.7134029102607264	0.646364667888627	0.6237060312472724	0.6116360553124104	0.6771181685557176	0.6187982393795434	0.587386376388733	0.5736206187109565	0.5710919088766693	0.6092669484656916	0.6100599758101722	0.49172433571490914	0.5704135961795035	0.5716355565530742	0.473579471065724	1.0	0.4919238394493697	0.5228668686641978	0.4425915535106423	0.48678163069364955	0.5339393259267572	0.5506028753475729	0.4732353271237796	0.4330702377835135	0.335283482337685	0.33227596354069255	-0.6435915659796256	-0.6131722340677564	-0.559301238170052	-0.47785383857654085	-0.5339193755533111	-0.5048167682888814	-0.5300938914450305	-0.563675357548099	-0.41535929375678	-0.3950398384019751	-0.3977281512238307	-0.43320989039763586	-0.3621217222159877	-0.4995099689522313	-0.34818638636391974	-0.36534370752752526	-0.3513584957418422	-0.3865210289405105	-0.4725320764598062	-0.16677764061896033	-0.16900709485155677	-0.10373446052943304	-0.19320191024825745	-0.3563111759498248	-0.1699248120300752	-0.24311275701692042	-0.24757665307547475	-0.22069352485691843	-0.4105961420965349	-0.41870098130899386	-0.14620381800271823	-0.2415616154814898	-0.10622326961682814	0.04835721143655158	-0.007548722552650282	-0.004800558610456489	-0.00478559583037195	-0.014541328445491839	-0.13210887916308184	-0.10261723961645407	0.1449419568822554	0.15875260290028553	0.15434855796206937	0.10239279791518598	0.13123106273145552	0.18160076808937767	0.09067195351562987	0.25201561116722154	0.2440155114153543	0.009967705332984201	0.06489607102332946	0.0017431638798488759	-0.05826755944587838	-0.0023416750832304643	0.005274379979800247	0.0658137882018479	0.0711255751318595	0.08317560069327548	0.13794436339605232	0.0693549794885223
NadQ	0.5600793027344481	0.5904138455591715	0.5889973690445018	0.6517063803788077	0.6517412935323383	0.6276711679696755	0.6278257833638824	0.6106385366401077	0.6368383645681368	0.6333270988416314	0.5909425304554919	0.6199902741929451	0.5737702465118019	0.514472749036771	0.5760396014912904	0.6066384867641741	0.5029414331849524	0.4919238394493697	1.0	0.6064689085898827	0.3719772066983379	0.39627676155563035	0.46753949550493146	0.4926570156735121	0.4704522500280552	0.19462836194965025	0.340560356114166	0.4103667128019053	-0.5045075375004676	-0.46271649272434817	-0.49551989426302073	-0.5113305652190177	-0.5212109876681754	-0.4230351999401489	-0.45615281986059675	-0.6339156348582901	-0.38360827441738676	-0.34442574096933876	-0.3087195600942655	-0.4246611553760022	-0.376535867030761	-0.4270801381563361	-0.456806194590955	-0.4801231935560294	-0.435524133717378	-0.24910285664409781	-0.38089003603536203	-0.07301587301587302	-0.14904175862541927	-0.09267696604695819	-0.16684247933266	-0.3611242035436851	-0.21629945510542525	-0.19143630219828178	-0.27148717565056923	-0.2686941233681218	-0.3142508011321837	-0.3157570543273607	0.007872916121148642	-0.16711679696754322	-0.12545542961882317	-0.007783139440641404	0.08603847928278407	0.008381650644022992	0.048167682888814074	0.05432237309692141	0.08244741206249455	0.03249666454693949	0.2990735545330989	0.08206835496701954	0.16213419119939151	0.23893814137333383	0.028172421102507512	0.18080774074489706	0.1118642377086996	0.0987468671679198	0.10723575106921533	-0.0949762465866158	-0.1494357785009788	-0.07899599745632739	-0.20246387112058753	-0.022012743301038667	-0.1954463272609384	0.0808513821868103	0.11703637202458883	0.08465691592164491	0.24247434506664672	0.10633299667078143
XylR	0.6369081908751979	0.7163954662776344	0.7173231586428759	0.7414381725457924	0.739268569433534	0.759967081883814	0.687452462000773	0.6726193593436327	0.7022157383508523	0.6980860110475193	0.6822454145313532	0.721747153954538	0.6371176697963815	0.6175363782590806	0.5410466464669136	0.6280552126585119	0.5700495018641131	0.5228668686641978	0.6064689085898827	1.0	0.43628224790832804	0.4328856968291375	0.5529969201610992	0.6059851120338159	0.5594807915310664	0.19026421775832617	0.33061509495130864	0.43191810371700395	-0.632050274941084	-0.580603249417075	-0.5780845147695108	-0.5765233980473572	-0.6105038716193468	-0.507884138206212	-0.5489769199117196	-0.6144241200014963	-0.34023117495230615	-0.35318395491215604	-0.45652688936271024	-0.43121984064639207	-0.425524009027544	-0.43809773189191886	-0.4675943590319081	-0.4535293457524408	-0.43636204940211226	-0.41106996346587865	-0.41824212271973465	-0.05882616990236786	-0.15030860733924364	-0.10936046584121996	-0.3844362149153979	-0.473015873015873	-0.28397610942779833	-0.2830633798426414	-0.25924762154141573	-0.30044514270751504	-0.32146784872629336	-0.2703948927043978	0.02539433160014464	-0.2843003029962967	-0.13038317185999826	0.09265202808015062	0.08583398795496203	0.03429219815708425	-0.013638574047057943	0.014361775084477363	0.026895597201960122	0.031164977119415453	0.2962406015037594	0.1077544607788127	0.10543522986570905	0.18084265389842766	-0.011912866743974364	0.01878078280277809	0.09118567563186573	0.06457686504819263	0.31009114826868167	-0.07635257297472538	-0.041429444257409694	-0.089400117208444	-0.04638711205875385	-0.10821331936807192	-0.11782441177570793	0.1300589782914999	0.1260290028553972	0.12282198032394419	0.05794336587738002	-0.03323482836444345
SiaR	0.4909861718974052	0.588513572488435	0.5453509395378995	0.5015848077906209	0.5108567438496739	0.5222184815272011	0.48931034052793676	0.4500280552126585	0.4669659222683575	0.5049763712764498	0.48867192857766306	0.5204778114440329	0.501071085674385	0.412521353134079	0.4069202857890996	0.46092095911420344	0.46328507836756067	0.4425915535106423	0.3719772066983379	0.43628224790832804	1.0	0.4304916520156112	0.5021484058404718	0.5147819798251848	0.453045549196374	0.37780770333794683	0.27745732490430053	0.2740857117919176	-0.5696903951420841	-0.5558298731904388	-0.6214815646080375	-0.4648212571229068	-0.4458285016022644	-0.36217159814960287	-0.29931295901445154	-0.3067943490567214	-0.3957281262858639	-0.2689185650693899	-0.3853040561603013	-0.2432623848177658	-0.48621803264379854	-0.4602027456701455	-0.2101298021172334	-0.22994551054252546	-0.3351188917567551	-0.4491153256275016	-0.43064127981645656	-0.08132520355615407	-0.2227234753550543	-0.023942941931944288	-0.21897779274055787	-0.3545405803064876	-0.3240115213406651	-0.2663599296749336	-0.2745345951944538	-0.2749086646965673	-0.21791044776119403	-0.08992381451140288	-0.1345777378770309	-0.3242409506352947	-0.2677464806294343	-0.117475280240402	-0.040227434257285005	0.059494507412810635	0.027977904961408496	-0.03305527500342897	-0.23797054826120026	-0.1435853314879238	0.029733537824661156	0.11911619845633986	0.051903390316587486	0.2168480903751917	0.06501577326400579	-0.008396613424107533	0.06095587226773401	-0.09281661866108057	0.4251200139652614	0.04199304230726069	-0.03721492786693101	-0.05771393658275041	-0.0032544046683873865	0.0861232683699298	0.11698150849761219	0.15559046870908616	0.12547039239890773	0.17734136335864537	0.05833738575293956	0.013523859399743139
GulR	0.5330016583747927	0.6104091073454782	0.6379256599209466	0.6031371962243919	0.6158605468896121	0.5795408920310727	0.5676554570505866	0.5767179141884562	0.5860995773014626	0.5848526789610843	0.5700445142707515	0.5620743400790533	0.5554458285016023	0.4478534645070387	0.4218980286537239	0.4821631192408883	0.4409007593610893	0.48678163069364955	0.39627676155563035	0.4328856968291375	0.4304916520156112	1.0	0.49775932368234016	0.5677252833576478	0.451539296001197	0.3010735794710657	0.34415142333445553	0.24619010212097409	-0.5904288083392562	-0.6019551365977132	-0.6856469532039053	-0.5534458035636355	-0.5481190538535393	-0.39853115375503434	-0.44111522587563434	-0.3842317235875759	-0.34120874325116274	-0.36344842205015027	-0.4738238631404382	-0.3509594882729211	-0.489789149490642	-0.36797216922904274	-0.17421912991433808	-0.3390790408857966	-0.3972194167009564	-0.29470941034177484	-0.3954637838377037	-0.06198331650020574	-0.2226436738612701	-0.18819436651329818	-0.16221898028653725	-0.2673125600069826	-0.18464818763326227	-0.23388570929812091	-0.20645394580979812	-0.3308046234990461	-0.21577575780246636	-0.1865185351438297	0.034686218032643795	-0.20435915659796255	-0.17744111522587563	-0.1037992992431327	0.006910310602376588	0.011404132221100014	-0.000750632800907742	0.0071197895235601445	-0.286664422249654	-0.07242733699921446	0.23739697502462626	0.18980535916906693	0.03829224803301787	-0.012127333258519432	-0.07756455816157308	0.03932966745221262	0.08443247422037681	0.02130450504370379	0.23925235975510917	-0.0019476552076709186	-0.0038878290252995673	-0.07168418558834898	0.00492524844449432	0.040337161311238295	0.1305477624409282	0.018606217035125126	0.11869724061397274	0.22595044825995336	0.04190326562675345	0.07752465741468098
PhnF	0.62903776855073	0.6697115924138705	0.7176623149914587	0.6891033554034339	0.6183044676367536	0.6161398521178568	0.6542500529931795	0.5759448372174216	0.620339405728251	0.5859549370939787	0.6242596541104004	0.6591977456078006	0.6718612451526828	0.5572463497051086	0.5151011858003217	0.5929924313270739	0.48972431077694234	0.5339393259267572	0.46753949550493146	0.5529969201610992	0.5021484058404718	0.49775932368234016	1.0	0.6058703973865011	0.5033703662140425	0.3958727664933478	0.3736380752877218	0.2965448446988117	-0.649551740046634	-0.6601204503796806	-0.6673674235339593	-0.5053953291188169	-0.43463135450566714	-0.4724123742191299	-0.4860833676230377	-0.40648137757328645	-0.3779423683587077	-0.3146198830409357	-0.4648212571229068	-0.3999476302697041	-0.4667464681604509	-0.4673848801107246	-0.38605718275788975	-0.34137832142545416	-0.4401526203568623	-0.404426489108343	-0.45979875060786296	-0.19215451564233968	-0.3370490903876607	-0.21189541016720906	-0.3405553685208045	-0.3359268818813202	-0.20378059576802704	-0.1660145388346488	-0.10614845571640544	-0.4110649758725171	-0.1726131248519308	-0.16920161099265577	-0.16655319891769224	-0.3662065611790671	-0.15605431489170687	0.009329293382710508	-0.2286437486751705	-0.17077769049489394	-0.06244716268282647	-0.04349929550243769	-0.19929674933602665	-0.14301175825134976	0.22534196186984876	-0.016905447698849115	0.04714522624970386	0.16281749148991884	0.14712153518123666	0.07347473160513224	0.08969438521677328	0.09149989401364107	0.4229952991932568	-0.008705844212521354	0.006985124502799287	-0.027369418571303882	-0.046651454506914054	0.08633773488447487	-0.06869162957144104	0.11068217808202098	0.26676392473721616	0.3645307298095986	0.07134502923976609	0.00494021122457886
AgaR	0.6029975436102695	0.6850334792204391	0.7470442274841332	0.7186099577301462	0.7075275252808638	0.6939612713375478	0.625995336600207	0.6153119116198457	0.5829573934837092	0.5990723076347585	0.6011621092532325	0.6476115662290054	0.6325041459369818	0.5027319542637688	0.4493846556690233	0.5516652327335753	0.44401800521203505	0.5506028753475729	0.4926570156735121	0.6059851120338159	0.5147819798251848	0.5677252833576478	0.6058703973865011	1.0	0.6527986633249792	0.2535767278893752	0.3307946483123231	0.34234092694422624	-0.732824598810459	-0.679123181087046	-0.7030037781019713	-0.5520442898290502	-0.5798102220725945	-0.409139764834973	-0.403114752054265	-0.5299991271711617	-0.3527699846631504	-0.34352298657090485	-0.5530567712814374	-0.49523061384805295	-0.5621491539794761	-0.526881881320216	-0.33244554171498397	-0.3913141061609247	-0.5252409631042781	-0.4684921258369805	-0.3525854437087744	-0.1371862492051023	-0.26554695195700695	-0.13666753949550492	-0.2960859861095525	-0.3784261649147745	-0.377867554458285	-0.26219528921807006	-0.2629733537824661	-0.25581116971533313	-0.2070474694198182	-0.1661591790421327	-0.060781306500081046	-0.4748213818127408	-0.24323744685095824	-0.08867192857766307	0.08560954625369394	-0.06542974351301138	-0.1562538186261674	-0.06543971869973442	-0.1454008154715146	-0.056955822391800394	0.20403995062282573	0.07220788289130788	0.04863651666479632	0.06503073604409032	-0.04140949388396364	-0.032840808488883905	-0.011174702926470406	0.027464182845172633	0.5183381338919438	0.1283183082083318	0.05970398633399419	0.007623536453072981	-0.10320078803975112	0.05344954425865659	0.06914051297397723	0.1395603436451826	0.22512250776194218	0.23853414631105127	0.18450354742577837	0.16356563049414583
Irr	0.5716405441464357	0.6304841706255689	0.6289928802104764	0.6854923378096984	0.6419306973902418	0.6785246698836643	0.6096659559346127	0.6156610431551516	0.5906382872604397	0.5716255813663512	0.5669372436065288	0.5494956296213169	0.5280489781668101	0.50995398945124	0.5096248082893802	0.5571116846843477	0.4717989002356638	0.4732353271237796	0.4704522500280552	0.5594807915310664	0.453045549196374	0.451539296001197	0.5033703662140425	0.6527986633249792	1.0	0.21415977755333607	0.4083068367436003	0.3750246262422225	-0.5741343408271924	-0.6004837965560668	-0.6452823601291787	-0.5835060287534757	-0.5013803164627988	-0.3910497637127645	-0.3766954700183294	-0.45052182695544835	-0.28673424855671514	-0.3265851195152059	-0.5223581341413235	-0.4077781518472799	-0.4937991745532987	-0.507649721318221	-0.32649534283469867	-0.4546615294455043	-0.3564657913440317	-0.4073292684447437	-0.5160937168792629	-0.17854337335877005	-0.3488846494345316	-0.07328021546403322	-0.34241574084464893	-0.36113916632376963	-0.3718924176111922	-0.32972231573959776	-0.18158580530929314	-0.36445092831581444	-0.2611279442387062	-0.20872330078928664	-0.027962942181323957	-0.35038092744298555	-0.15296200700756868	-0.14722627464182844	0.05669646753700171	-0.02855646579134403	0.025279616952829837	0.05716530131298395	-0.0068803850422075085	-0.077155575505929	0.2003042431950523	0.05056671529570194	0.0536789735532862	0.03846681380067083	0.017693487449968202	0.02616740857117919	0.12337061559371064	0.06554944575368771	0.492607139739897	-0.0504769386151947	-0.151206374144316	-0.09994388957468298	-0.05845708799361588	-0.00031172458509457727	0.1307422785820272	0.008057457075524632	0.09928552725096323	0.1999551116597464	0.10205862915996458	0.07218294492450031
HutC	0.43788326537737376	0.34763276350079175	0.3540567837504208	0.38462574346313544	0.33206149702614746	0.30865970897392736	0.39854112894175736	0.2817267048217559	0.3910747016795721	0.41518971558248857	0.3619022681080811	0.3691542288557214	0.41747902093542316	0.37746355939600246	0.3612439057843614	0.3257821169840023	0.3519370565717777	0.4330702377835135	0.19462836194965025	0.19026421775832617	0.37780770333794683	0.3010735794710657	0.3958727664933478	0.2535767278893752	0.21415977755333607	1.0	0.34423621242160124	0.31269965959675305	-0.36847591615855557	-0.32726343221237175	-0.38899487524782106	-0.29475928627538994	-0.282524719759598	-0.26488360203992567	-0.36341350889661966	-0.2079851369717827	-0.30631055250065464	-0.2883302784323994	-0.18731655008167183	-0.10910111098642128	-0.26000573573236574	-0.25326749710096136	-0.08406837990498635	-0.1747877155575506	-0.2282646915796955	-0.2741954388458709	-0.3094976246586616	-0.10310602376588236	-0.19432411875459793	-0.1088816568785147	0.01431189915086223	-0.13444307285627002	-0.1322485317772042	-0.22658886021022706	-0.1082033441813489	-0.28072918614945325	-0.34605169640519207	-0.24469881170588162	-0.22158630406862928	0.018217184752927093	-0.12296163293806656	0.06477138118929164	-0.22224965398571053	0.023628723550168956	0.1944238706218282	0.10484170625568898	0.03419244628985399	-0.007194603423982843	-0.043758650357236376	-0.09568448484395067	-0.009279417449095375	0.2690831556503198	0.2761455878502226	0.3999326674896196	0.07748475666778888	0.17073778974800186	0.12116111173456028	-0.21893789199366576	-0.14560031920597513	-0.12089178169303856	-0.005538722427960449	-0.04628237259816207	0.048132769735283486	-0.01938428159952119	0.03261137919425429	0.15448821057619172	0.029364455915909176	-0.04479606977643113
