	CzrA	MetR	SahR_SamR	NagC	FUR	KdgR	NsrR	RbkR	NrtR	ArgR	MntR	ThiR	Zur	IscR	BirA	Phr	ModE	AraR	NadQ	XylR	SiaR	GulR	PhnF	AgaR	Irr	HutC	PhrR	Rex	NnrR	LiuR	NtrC	GntR	NifA	CueR	FadP	MerR	AcnR	FruR	HrcA	CsoR	FabR	PurR	PaaR	FixJ	NmlR	PdxR	RbsR	SdaR	MetJ	NorR	PhsR	PrpR	QorR	GlcC	PhnR	FadR	BioQ	ZntR	LiuQ	LexA	SoxR	NikR	PdhR	HypR	NagQ	HexR	HisR	PsrA	CcpA	TyrR	LldR	NrdR	CadR-PbrR	TrpR	NarP	NiaR	GguR	DasR	FnrN_FixK	HcpR	AmtR	RutR	TtrR	VanR	ExuR_UxuR	NagR	CblR	LtbR
PhrR	0.40686043466876143	0.45240214965273884	0.4551104128480405	0.5276250327310814	0.5067120537662564	0.5162084315265777	0.4767465928502849	0.47476651828576416	0.5923240938166311	0.5688225538971807	0.5767727777154329	0.5304729485405055	0.5156996970037033	0.48290128305839225	0.5016047581640669	0.49601366600581054	0.42554894699435153	0.335283482337685	0.340560356114166	0.33061509495130864	0.27745732490430053	0.34415142333445553	0.3736380752877218	0.3307946483123231	0.4083068367436003	0.34423621242160124	1.0	0.33890447511814364	-0.39258594246811057	-0.31483933714884227	-0.422132445541715	-0.36909437773538323	-0.3609795633362012	-0.37875534607663436	-0.43586827765932246	-0.3471439793513635	-0.34130350752503147	-0.4184665644210028	-0.4797241860871083	-0.26230501627202335	-0.20747640244890833	-0.13121111235800945	-0.2596466290103368	-0.3554084215513909	-0.25410042519233406	-0.31909375428621306	-0.33550792403895313	-0.08466190351500642	-0.20403995062282573	-0.10656741355877256	-0.09926058928415567	-0.2350079178044614	-0.14942081572089427	-0.39023678599483785	-0.22130699884038454	-0.367682888814075	-0.3510592401401514	-0.28057457075524633	-0.07339991770470954	-0.11482686816543847	-0.11346026758438385	-0.008401601017469045	-0.08408334268507088	0.03266624272123094	0.15614907916557563	0.21732191174453547	0.13983964887342734	0.1159341138916944	0.29602114739585283	0.1317198468808838	0.02152395915161037	0.16949089140762352	-0.023967879898751855	0.2771929824561403	0.03330964226486614	0.07231760994526117	0.09683661891046023	-0.27330764722752154	-0.17338121422960387	-0.1315303183331463	-0.22450903377847603	-0.1575755308669684	0.0647215052556765	-0.08020299504981358	-0.01947405828002843	0.19255352311126073	-0.05163406027506577	-0.01734934350802379
Rex	0.49312086185613285	0.4025960423446676	0.5040337161311238	0.5453509395378995	0.5459943390815347	0.4899288021047644	0.5415603685831494	0.4972755271262734	0.5931919350615344	0.6079252858514446	0.5778052095412661	0.5421838177533386	0.5227072656766294	0.5049663960897268	0.5702639683786581	0.606977643112757	0.4668811331812117	0.33227596354069255	0.4103667128019053	0.43191810371700395	0.2740857117919176	0.24619010212097409	0.2965448446988117	0.34234092694422624	0.3750246262422225	0.31269965959675305	0.33890447511814364	1.0	-0.45126996595967533	-0.32301400266836244	-0.37426152445791094	-0.3929001608498859	-0.43782341425703564	-0.37920422947917054	-0.5475554558036884	-0.5650469457225152	-0.39050112844299806	-0.35466527014052546	-0.21213980224192322	-0.11684684347685133	-0.15565530742278583	-0.19708225788351474	-0.37181261611740796	-0.2955573012132321	-0.2599758101721967	-0.22495791718101224	-0.37663063130462976	-0.08640756119153606	-0.05086597089739273	-0.154967019538897	-0.15767029514083716	-0.24859412212122345	-0.1886232995423883	-0.27534757291238043	-0.2829536527886881	-0.3411987680644397	-0.38387760445890845	-0.30699884038454345	-0.09953490691903889	-0.023523984089577177	-0.03375852566740234	0.10998890260477064	0.051773712889188146	0.26826020274567014	0.08112071222833202	0.3002655893465006	0.20167583136946846	0.2620356862305016	0.2589284155662789	0.2586291599645881	0.278579533410641	0.2679260339904488	0.05836232371974713	0.33450541777328896	0.20453870995897705	0.21743662639185027	0.008391625830746019	-0.40316462798788016	-0.24982605768151722	-0.2935074003416501	-0.1279193007394107	-0.12027332011621092	-0.02920485292834075	-0.00042643923240938164	-0.028711081185550942	0.004127233506652203	0.09113081210488909	-0.17747104078604473
NnrR	-0.7583361388545992	-0.742784822753401	-0.7992094664522001	-0.7513535081484807	-0.7634534096435117	-0.695701941420716	-0.7995785483609521	-0.7182807765682864	-0.697422661130438	-0.7019763338694996	-0.6725046446963179	-0.7256225139964338	-0.7298270552001895	-0.6681853888452475	-0.6102245663911021	-0.7165650444519258	-0.538777291487425	-0.6435915659796256	-0.5045075375004676	-0.632050274941084	-0.5696903951420841	-0.5904288083392562	-0.649551740046634	-0.732824598810459	-0.5741343408271924	-0.36847591615855557	-0.39258594246811057	-0.45126996595967533	1.0	0.6405940223693563	0.7092632077706704	0.5312310627314555	0.6985747951969475	0.5722091297896482	0.5201336675020886	0.5800596017406701	0.5638997992493672	0.4779535904437711	0.46728512824349433	0.43211261985810295	0.4955348570431053	0.5193057270040774	0.38193743064127983	0.4054389705607302	0.5048816070025811	0.4463472113118617	0.6337859574308906	0.04682602027456702	0.21194029850746268	0.0812603648424544	0.38518934151298645	0.3319318195987481	0.24835471763987083	0.277616927891869	0.2312372972231574	0.329248494370254	0.31408122295789226	0.1992867741493036	0.07005823015249567	0.3085848950735047	0.13237322161124204	0.02161872342547912	0.06827765932243544	-0.053938328408084886	0.06363420990286663	-0.06473148044239953	0.09273182957393483	0.03060137906956446	-0.3103405279367573	-0.19195002431451763	-0.06632252272472225	-0.17476776518410453	-0.050023067619297	-0.12573473484706793	-0.14533597675781493	-0.18031396900210725	-0.44877616927891867	0.07265177870048255	0.03303532462998292	0.14128605094826618	0.07152957019414208	-0.01128941757378521	-0.03249167695357798	-0.18007456452075463	-0.17958079277796482	-0.25367647975660546	-0.1618349355977007	-0.07202334193693188
LiuR	-0.6481402511253258	-0.7606204566141722	-0.7690694397685757	-0.7141610244516765	-0.6874674247808576	-0.6818364318757092	-0.713961520717216	-0.6224142445666405	-0.6180251624085088	-0.6315116148580406	-0.6628935522886819	-0.6601753139066572	-0.6778912455267522	-0.5697652090425067	-0.4113791942542924	-0.5447723787079639	-0.5575605680868839	-0.6131722340677564	-0.46271649272434817	-0.580603249417075	-0.5558298731904388	-0.6019551365977132	-0.6601204503796806	-0.679123181087046	-0.6004837965560668	-0.32726343221237175	-0.31483933714884227	-0.32301400266836244	0.6405940223693563	1.0	0.7022905522512749	0.564423496552326	0.5401139665083106	0.4469257721417973	0.44175363782590804	0.43870621828202344	0.39173306400329183	0.2936370777690495	0.475075749074178	0.424017755832367	0.5132408134764772	0.5459045624010275	0.3549944513023853	0.37648599109714587	0.4294043566628013	0.4077133131335802	0.43541440666342474	0.1290415092457512	0.3118368059452113	0.18901731941794786	0.3216922904275614	0.4152445791094652	0.19048865945959426	0.15784984850185163	0.20438409456477014	0.285916283245427	0.19324679858851107	0.1938552849786157	0.0680332672477213	0.45467150463222733	0.30360228930535293	0.1495504931482936	0.11325078866320029	0.10311101135924389	0.04072619359343633	0.164393570992157	0.22412997668300103	0.1663536951832317	-0.18486265414780734	-0.020092519856856072	-0.14146061671591914	-0.14029351986932506	-0.060561852392174466	-0.008556216411675956	-0.09336525393084702	-0.11314604920260851	-0.4047756206436489	-0.06564421002755645	-0.07894612152271226	-0.04333470492150775	0.001089789149490642	-0.06491602139677552	-0.05606803077345104	-0.08106584870135537	-0.2988341500517463	-0.3011483933714884	-0.06926021521465354	-0.0907168418558835
NtrC	-0.6672177957331139	-0.7460666591852766	-0.7568248980660607	-0.7621715981496029	-0.7427149964463398	-0.7389842766119278	-0.7130737290988666	-0.6566291350266212	-0.6732078953602912	-0.7087794112146036	-0.6926694846569159	-0.7443858402224467	-0.7069788900110974	-0.6206885372635569	-0.5337049090387661	-0.6139752365989601	-0.5100986296587239	-0.559301238170052	-0.49551989426302073	-0.5780845147695108	-0.6214815646080375	-0.6856469532039053	-0.6673674235339593	-0.7030037781019713	-0.6452823601291787	-0.38899487524782106	-0.422132445541715	-0.37426152445791094	0.7092632077706704	0.7022905522512749	1.0	0.6664596815421638	0.5884587089614584	0.5622239678798987	0.48006833002905275	0.39917954089203106	0.43429219815708425	0.3714684721754635	0.626199827928029	0.3891245526752204	0.5496552326088854	0.47652713874237834	0.34698437636379503	0.31614608660955873	0.4260925946707565	0.46798339131410616	0.46443721243407027	0.12786942480579558	0.2442000523697303	0.11262235189964963	0.2731031558996995	0.3928203593561017	0.33344804798064814	0.31015598698238134	0.2917966558186511	0.4252297410192147	0.19979550867217796	0.18690756742602777	0.03899549869699123	0.31495405179615704	0.17857329891893914	0.11874711654758788	0.057150338532899414	0.01075075749074178	0.0604221997780521	0.0016533871993416377	0.2492075961046896	0.1100886544720009	-0.21309243257397226	-0.048596615917904214	-0.1370366214042569	-0.08386887617052581	-0.02710507612314368	-0.06852205139714959	-0.022506515043828477	-0.020965348695120886	-0.3932044040449382	-0.000561104253170239	0.13471739049115325	0.046975648075412414	-0.009957730146261175	-0.08076659309966458	-0.10332049028042743	-0.15423883090811605	-0.1532712377959825	-0.2981209242010499	-0.10374443571615606	-0.10655743837204952
GntR	-0.558164066883627	-0.7446551702639683	-0.7015573760271325	-0.7302510006359182	-0.7151735059040636	-0.723408022543922	-0.6482150650257484	-0.6938016683499795	-0.6904749435778501	-0.6903751917106198	-0.6793775483484832	-0.6925098816693475	-0.679502238182521	-0.5414855546827267	-0.5678399980049627	-0.6388334019127421	-0.5598299230663724	-0.47785383857654085	-0.5113305652190177	-0.5765233980473572	-0.4648212571229068	-0.5534458035636355	-0.5053953291188169	-0.5520442898290502	-0.5835060287534757	-0.29475928627538994	-0.36909437773538323	-0.3929001608498859	0.5312310627314555	0.564423496552326	0.6664596815421638	1.0	0.5632015361787553	0.48771929824561405	0.5044127732265988	0.4693849050486914	0.3934886968665445	0.4826618785770396	0.4049451988179404	0.2221149889649497	0.4381426202321725	0.34314891706879136	0.2767989625805808	0.37105450192645795	0.2624446688861457	0.4022319480292772	0.3774236586491103	0.1215850571702889	0.2793027344480605	0.21335677502213243	0.2688537263556902	0.3139166323769623	0.33715881744161397	0.2367785134477986	0.2569283906283121	0.4724123742191299	0.3310091148268682	0.2843501789299118	-0.0616690981184304	0.2028578909961471	0.07654210152246288	0.041633935585231735	0.006870409855484482	0.11060736418159828	-0.08364942206261923	-0.08832279704235714	0.058975797703213255	-0.1346974401177072	-0.2266736492973728	-0.10655245077868801	-0.11910123567625532	-0.11849773687951222	-0.07460192770483423	-0.06951458247609073	-0.13896682003516253	-0.1399294255539346	-0.19380540904500057	0.1473160513223357	0.10004862903527476	0.07124527737253582	0.07091609621067595	-0.059718949114078726	-0.10455741343408272	0.006690856494470006	-0.10766967169166698	-0.15536103941445653	-0.11780944899562339	-0.007882891307871669
NifA	-0.6278058329904362	-0.6882504769386152	-0.7152632825845708	-0.7422212247035499	-0.7583810271948528	-0.6917218419182284	-0.7136473023354406	-0.7239466826269654	-0.7062906021272086	-0.7237621416725895	-0.6758463322485317	-0.6976471028317062	-0.6726043965635482	-0.6630381924961658	-0.5852766243968129	-0.6532076459806232	-0.53595930123817	-0.5339193755533111	-0.5212109876681754	-0.6105038716193468	-0.4458285016022644	-0.5481190538535393	-0.43463135450566714	-0.5798102220725945	-0.5013803164627988	-0.282524719759598	-0.3609795633362012	-0.43782341425703564	0.6985747951969475	0.5401139665083106	0.5884587089614584	0.5632015361787553	1.0	0.523325727253457	0.5392511128567687	0.5554009401613487	0.5123580094514895	0.5519944138954351	0.3297522412997668	0.3005099814212147	0.441733687452462	0.3650843526727266	0.3578673050786169	0.46960934674995947	0.4476838863327473	0.3613486452449532	0.42742428209828054	-0.004396563548173918	0.12330577688001097	0.057554333595181986	0.23064377361313732	0.3296824149927056	0.16094714397935136	0.23170613099913964	0.2524295814162271	0.26589608349231286	0.3594084714273245	0.26060424693574735	-0.06831756006932754	0.20801007493859025	0.04117008940261101	-0.02864624247185127	-0.10107607326774648	-0.12001396526141224	-0.09736031621341912	-0.13802416488983654	-0.04432723600044888	-0.12984949937031634	-0.3949201361612988	-0.2960111722091298	-0.10488160700258108	-0.17040860858614199	0.0001920223444182596	-0.1784087083380092	-0.18965074377486005	-0.19390516091223084	-0.2140999264329979	0.07769423558897243	0.11674210401625955	0.20161099265576876	0.04928490380179304	0.09952991932567738	0.009374181722964127	-0.019449120313220863	-0.09754984476115662	-0.007932767241486801	-0.06294592201897779	0.011493908901607251
CueR	-0.6592226835746081	-0.5774860035661292	-0.5840247384630731	-0.5754859786281624	-0.5516153567999601	-0.5497898976296463	-0.6590331550268707	-0.6182047157695233	-0.589097120911732	-0.6027830770957244	-0.5613661018217184	-0.6312023840696268	-0.6505941470591903	-0.49937031633810897	-0.5738949363458398	-0.6273768999613462	-0.5364331226075139	-0.5048167682888814	-0.4230351999401489	-0.507884138206212	-0.36217159814960287	-0.39853115375503434	-0.4724123742191299	-0.409139764834973	-0.3910497637127645	-0.26488360203992567	-0.37875534607663436	-0.37920422947917054	0.5722091297896482	0.4469257721417973	0.5622239678798987	0.48771929824561405	0.523325727253457	1.0	0.5779099490018579	0.43395304180850136	0.40904500056110427	0.2936021646155189	0.32525343208768187	0.26478883776605694	0.194538585269143	0.22597538622676094	0.33869000860359855	0.26671903639696254	0.30371700395266776	0.4741131435554059	0.42411252010623574	-0.08720058853601666	0.07677651841045399	0.08479656853576728	0.23613012631080188	0.250319829424307	0.1557550592900161	0.281193032332074	0.37122408010074937	0.3559171560742653	0.3096821656130376	0.2246486863925984	0.08286138231150014	0.16790982431202384	0.0718038878290253	-0.008566191598398982	0.027419294504919013	-0.15252309879175552	-0.0879686779136897	-0.17509694634596443	0.006860434668761456	-0.06273644309779423	-0.2672876220401751	-0.05270639284779112	-0.15978503472611877	-0.15015399194503673	-0.13953540567837505	-0.14705170887417549	-0.18623424232222346	-0.18978042120225938	-0.19417947854711406	0.26644970635544085	0.11064227733512887	0.10559483285327748	0.09034277235377	0.0735395703188319	0.16366538236137607	-0.07125525255925884	-0.03727976658063068	-0.1166473397423908	-0.0750458235140089	0.020142395790471203
FadP	-0.6353321113729598	-0.5982443671367473	-0.6326936744847192	-0.6360303744435716	-0.6673973490941284	-0.626384368882405	-0.6754722627464183	-0.6527737253581716	-0.7576079502238182	-0.7322909263207771	-0.7124053915884238	-0.6924799561091785	-0.6860609234529109	-0.5673262758887267	-0.6444045436975523	-0.6504993827853215	-0.5757203955161536	-0.5300938914450305	-0.45615281986059675	-0.5489769199117196	-0.29931295901445154	-0.44111522587563434	-0.4860833676230377	-0.403114752054265	-0.3766954700183294	-0.36341350889661966	-0.43586827765932246	-0.5475554558036884	0.5201336675020886	0.44175363782590804	0.48006833002905275	0.5044127732265988	0.5392511128567687	0.5779099490018579	1.0	0.5759348620306987	0.46262172845047944	0.4876195463783838	0.32710881681816484	0.20633923116248332	0.18759086771655506	0.2361401014975249	0.36910435292210625	0.3282260377311438	0.3467100587289118	0.3475679247870921	0.37039115200937667	0.0758737640120201	0.19429918078779038	0.1365478372548286	0.1920547637751094	0.34761780072070725	0.15909674684222996	0.28539258594246814	0.315682240426938	0.40011720844399556	0.4868963453409644	0.291931320839412	0.09247746231249766	0.03375852566740234	0.008880409980174316	-0.22224965398571053	-0.06173892442549159	-0.13833339567825034	-0.17145600319205975	-0.2947642738687515	-0.20178057083006024	-0.2197109689647003	-0.3369493385204304	-0.2007980149378421	-0.33783214254541827	-0.18667315053803663	-0.10395391463733962	-0.3150039277297722	-0.24976121896781756	-0.10718088754223869	-0.08854723874362523	0.26306313046297336	0.15576503447673912	0.223546428259704	0.04638212446539234	0.12507138492998665	0.06290103367872417	0.021504008778164316	-0.009867953465753938	-0.13833339567825034	-0.040262347410815594	0.06897093479968579
MerR	-0.6500554869761468	-0.5910771954762528	-0.6716866793850297	-0.6777316425391838	-0.6871033304654671	-0.6502350403371613	-0.6547937006695844	-0.6225489095874014	-0.6816768288881407	-0.6451476951084179	-0.6559957106697091	-0.6515168518310702	-0.6175014651055499	-0.49620319455354805	-0.6773675482237933	-0.67254454544321	-0.5499095998703226	-0.563675357548099	-0.6339156348582901	-0.6144241200014963	-0.3067943490567214	-0.3842317235875759	-0.40648137757328645	-0.5299991271711617	-0.45052182695544835	-0.2079851369717827	-0.3471439793513635	-0.5650469457225152	0.5800596017406701	0.43870621828202344	0.39917954089203106	0.4693849050486914	0.5554009401613487	0.43395304180850136	0.5759348620306987	1.0	0.4316587488622053	0.44449681417474035	0.2545293582214242	0.4253793688200601	0.2905697078517189	0.366934749809848	0.3911495155799948	0.3787254205164653	0.4102220725944214	0.30009601117220913	0.353368495866532	0.07098592251773712	0.15676754074240326	0.14125612538809712	0.20469831294654547	0.2623947929525306	0.0977293981221711	0.2837217421663612	0.35067519545131487	0.24957169042008004	0.5479594508659709	0.3454082968615569	-0.04201798027406826	0.13268743999301738	-0.028371924836968043	-0.14143069115575008	-0.1972069477175526	-0.1534308407835509	0.03985336475517151	-0.0990461227696106	-0.18030399381538423	-0.2253668998366563	-0.3785109540019202	-0.21500766842479332	-0.1530118829411838	-0.15472761505754437	-0.08509083654409656	-0.24854923378096982	-0.26400079801493787	-0.22187059689023553	-0.10229803364131722	0.22246910809361714	0.06835746081621966	0.2122844424494071	0.18003965136722402	0.18058329904362896	0.13149041758625418	0.019728425541465606	0.009538772303894064	0.06356438359580543	-0.22107756954575494	-0.044711280689285406
AcnR	-0.5287821543909526	-0.514657289991147	-0.5480542151398397	-0.5424930485417524	-0.5547126522774598	-0.5368969687901345	-0.5864287584633224	-0.5345228743500542	-0.5654758787516054	-0.5710320577563311	-0.5185775383732965	-0.5386775396201947	-0.54386962430953	-0.475629371937306	-0.5371962243918253	-0.5344580356363545	-0.48432274716642354	-0.41535929375678	-0.38360827441738676	-0.34023117495230615	-0.3957281262858639	-0.34120874325116274	-0.3779423683587077	-0.3527699846631504	-0.28673424855671514	-0.30631055250065464	-0.34130350752503147	-0.39050112844299806	0.5638997992493672	0.39173306400329183	0.43429219815708425	0.3934886968665445	0.5123580094514895	0.40904500056110427	0.46262172845047944	0.4316587488622053	1.0	0.40295016147333507	0.20764099302983827	0.2084489831544034	0.298928914325615	0.24500804249429545	0.2398309205850447	0.3851743787329019	0.30940784797815435	0.1991770470953503	0.36880509732041544	0.08383895061035673	0.17660818713450294	0.09924063891070961	0.28528784648187633	0.17010436539108967	0.11107619795758052	0.11856257559321189	0.18493248045486851	0.3258020673574483	0.3252634072744049	0.13299168318806967	0.03837204952680208	-0.00494021122457886	-0.005538722427960449	-0.15955560543148917	-0.001154627863190314	-0.029244753675232858	-0.11657751343532961	-0.23038441875833862	-0.06940485542213744	-0.17018416688487387	-0.31905884113268246	-0.2662901033678724	-0.12902654646566666	-0.23917754585468648	-0.02750408359206474	-0.43213755782491053	-0.23367124278357584	-0.19244878365066895	-0.10669210339281038	0.1239940647638998	0.015803189565954688	0.17613436576515917	-0.013099913964014514	0.011169715333108891	-0.014087457449594134	0.10263718998990012	0.0008054963278843876	-0.008112320602501277	-0.14557538123916758	0.014501427698599733
FruR	-0.41345902068604345	-0.5277696729385654	-0.49564957169042007	-0.5561839923191062	-0.5769922318233395	-0.5487225526502825	-0.5021234678736642	-0.5612314368009577	-0.5806231997905211	-0.5748625294579733	-0.5511016346837242	-0.5687676903702041	-0.561361114228357	-0.4615992718113692	-0.5636155064277609	-0.49856731380690533	-0.389733039065325	-0.3950398384019751	-0.34442574096933876	-0.35318395491215604	-0.2689185650693899	-0.36344842205015027	-0.3146198830409357	-0.34352298657090485	-0.3265851195152059	-0.2883302784323994	-0.4184665644210028	-0.35466527014052546	0.4779535904437711	0.2936370777690495	0.3714684721754635	0.4826618785770396	0.5519944138954351	0.2936021646155189	0.4876195463783838	0.44449681417474035	0.40295016147333507	1.0	0.24922255888477413	0.05279616952829836	0.15344580356363546	0.15480242895796706	0.1982693051035549	0.28075412411626083	0.2452923353159017	0.22889312834324618	0.32577214179727926	0.013199665831244779	0.08535517899225677	0.11654260028179902	0.0802478833900672	0.20524196062295041	0.1453260015710919	0.2263793812890435	0.1296549832292173	0.41689048491876457	0.390481178069552	0.18740133916881757	-0.15201935186224266	-0.06557438372049527	-0.001324206037481764	-0.13928602601029938	-0.07915560044389582	-0.14296686991109614	-0.20329181161859874	-0.2920909238269804	-0.1851818601229442	-0.2888489881419968	-0.3206249454481976	-0.27572164241449393	-0.15140587787877655	-0.1239591516103692	0.06301574832603898	-0.22966121772091921	-0.08628785895085973	-0.23364131722340678	-0.050292397660818715	0.29488896370278933	0.15871768974675496	0.13261761368595618	0.12087681891295403	0.06040224940460604	0.013738325914288209	0.19044875871270214	0.048481901270589406	0.0007256948341001758	-0.05730495392710632	0.03333956782503523
HrcA	-0.4277684260402249	-0.528203593561017	-0.5218743375852567	-0.5272010872953528	-0.5060187782890061	-0.5357847354705171	-0.4155089215576254	-0.4466714048803601	-0.4558336138854599	-0.48889138268556964	-0.465833738575294	-0.5029863215252061	-0.44587338994251796	-0.40528934275988476	-0.363164129228544	-0.37244105288095863	-0.37872043292310376	-0.3977281512238307	-0.3087195600942655	-0.45652688936271024	-0.3853040561603013	-0.4738238631404382	-0.4648212571229068	-0.5530567712814374	-0.5223581341413235	-0.18731655008167183	-0.4797241860871083	-0.21213980224192322	0.46728512824349433	0.475075749074178	0.626199827928029	0.4049451988179404	0.3297522412997668	0.32525343208768187	0.32710881681816484	0.2545293582214242	0.20764099302983827	0.24922255888477413	1.0	0.3503111011359244	0.3790595892716867	0.3581116971533311	0.22997543610269455	0.23218992755520643	0.3006895347822292	0.25179615705931496	0.35567775159291265	0.2413022606266911	0.19339642638935647	0.09098617189740521	0.14203917754585468	0.29946258681529697	0.3137021658624172	0.2607438995498697	0.1628524046434494	0.34295440092769236	0.1153655282484819	0.1520742153892193	-0.045249940772328835	0.32358258831157494	0.0897442611503884	0.078098230651255	0.052132819611217095	0.08615818152346039	0.061958378533398174	-0.05165401064851183	0.11271711617351837	0.12816868040748639	-0.17303208269429793	-0.00021696031122582575	-0.1077893739323433	-0.10983927480392523	0.1400541153879724	0.07446726268407337	-0.015339343383333957	0.11444282347660195	-0.3116921657377274	-0.005887853963266375	0.11251262484569632	-0.013578722926719784	0.1108816818164815	-0.01210738288507338	-0.13316126136236112	-0.10550505617277023	-0.09342011745782366	-0.33740819710968967	0.041613985211785685	-0.12762004513771993
CsoR	-0.4378134390703126	-0.3939675058292497	-0.44152420853127844	-0.46771904886594595	-0.4359730171199142	-0.46620780807740747	-0.41676080749136524	-0.3315178493497425	-0.35799199491265477	-0.383523485330241	-0.3889449993142059	-0.38608212072469733	-0.36024638711205875	-0.2936171273956034	-0.32787690619583787	-0.2972580705495081	-0.3054776244092819	-0.43320989039763586	-0.4246611553760022	-0.43121984064639207	-0.2432623848177658	-0.3509594882729211	-0.3999476302697041	-0.49523061384805295	-0.4077781518472799	-0.10910111098642128	-0.26230501627202335	-0.11684684347685133	0.43211261985810295	0.424017755832367	0.3891245526752204	0.2221149889649497	0.3005099814212147	0.26478883776605694	0.20633923116248332	0.4253793688200601	0.2084489831544034	0.05279616952829836	0.3503111011359244	1.0	0.40349380914974003	0.36062045661417225	0.33526353196423897	0.24087831519096248	0.40408234516639857	0.3491789174428609	0.3059614209653487	0.11261237671292659	0.05322510255738849	-0.06604820508983902	0.28741754884724247	0.2714123617501465	0.162323719747129	0.1632613872990935	0.15189466202820484	-0.015563785084602053	0.11311113604907792	0.30790159478297735	0.04455167770171698	0.3740520455367274	0.07819798251848527	0.05106048703849175	-0.12424843202533697	0.11349518073791444	0.1707926532749785	0.12015860546889612	0.06506564919762092	0.13357523161136672	-0.2895322884325241	-0.021434182471103132	-0.005399069813838078	-0.09277173032082695	0.04821257122906769	0.041599022431701146	0.006895347822292048	-0.039284779111959	-0.2865546951957007	-0.12720108729535282	-0.10766468409830547	-0.006825521515230863	0.1450616591229317	-0.037025399319193505	0.05201311737054078	-0.10362972106884126	-0.05119016446589109	-0.1264030723575107	0.07743488073417375	-0.1355652813626105
FabR	-0.37242110250751254	-0.5340191274205414	-0.5547076646840983	-0.4835945585356426	-0.5292559757602963	-0.5038741131435555	-0.41725457923415504	-0.43360391027319545	-0.3685956183992319	-0.4256586740483048	-0.37931894412648537	-0.4192097158318682	-0.4013690943777354	-0.34866519532662504	-0.1974064514520131	-0.2238855846082869	-0.32321849399618446	-0.3621217222159877	-0.376535867030761	-0.425524009027544	-0.48621803264379854	-0.489789149490642	-0.4667464681604509	-0.5621491539794761	-0.4937991745532987	-0.26000573573236574	-0.20747640244890833	-0.15565530742278583	0.4955348570431053	0.5132408134764772	0.5496552326088854	0.4381426202321725	0.441733687452462	0.194538585269143	0.18759086771655506	0.2905697078517189	0.298928914325615	0.15344580356363546	0.3790595892716867	0.40349380914974003	1.0	0.40613224603798054	0.12630830808364193	0.2361351139041634	0.3299667078143119	0.19912717116173517	0.26001571091908876	0.180029676180501	0.2803052407137246	0.08466190351500642	0.29856482001022455	0.30256486988615816	0.14937093978727914	0.16150575443584084	0.1326924275863789	0.06307061185301563	0.10781431189915086	0.06358433396925149	0.009344256162795047	0.4148655220139902	0.19374555792466241	0.22065362411002631	0.05423259641641417	0.21408496365291338	0.19752116609932793	0.15160039401987557	0.40143393309143505	0.2665394830359481	-0.2063691567226524	0.09170438534146311	0.14904175862541927	-0.025908053716380504	0.09641766106809312	0.12361500766842479	-0.047085375129365704	0.07381388795371513	-0.3260464594321625	-0.21551141535430615	-0.2128530280926196	-0.19238394493696928	-0.0336687489868951	-0.14433347049215078	-0.20827441738675045	-0.15544582850160227	-0.20093267995860298	-0.2204990087158194	-0.25698824174865026	-0.2267185376376264
PurR	-0.5487873913639821	-0.46137981770346265	-0.5299642140176312	-0.4333295926383122	-0.470362473347548	-0.3920522699784287	-0.4681130687415055	-0.44159403483833964	-0.3449644010523822	-0.3745408296861557	-0.3814486464918515	-0.4245414531353259	-0.3924014015137346	-0.3535131360740159	-0.2575668025785858	-0.36619658599234406	-0.4214242072843801	-0.4995099689522313	-0.4270801381563361	-0.43809773189191886	-0.4602027456701455	-0.36797216922904274	-0.4673848801107246	-0.526881881320216	-0.507649721318221	-0.25326749710096136	-0.13121111235800945	-0.19708225788351474	0.5193057270040774	0.5459045624010275	0.47652713874237834	0.34314891706879136	0.3650843526727266	0.22597538622676094	0.2361401014975249	0.366934749809848	0.24500804249429545	0.15480242895796706	0.3581116971533311	0.36062045661417225	0.40613224603798054	1.0	0.2818464070624322	0.29468447237496725	0.3222359381039664	0.3663661641666355	0.5102133443060387	0.13953540567837505	0.0695395204428983	0.10320577563311263	0.1928428035262285	0.12869237771044525	0.2196311674709161	0.10650257484507288	0.014291948777416177	0.027020287035997955	0.1346575393708151	0.21765109290639534	0.23876856319904238	0.3680968590630806	0.2962306263170364	0.1138941882068355	0.0535293457524408	0.01726954201423958	0.04225738475542089	0.1992867741493036	0.1654060524445442	0.33964263893564756	0.025718525168643	0.015598698238132645	-0.06263170363720245	-0.12709634783476104	-0.09120063841195028	-0.05720021446651455	-0.06149951994413896	-0.1352211374206661	-0.4449057968303844	-0.18853352286188108	-0.1185675631865734	0.142722477836382	-0.08377909949001858	-0.20078305215775757	-0.001219466576889986	-0.24584595817902966	-0.2708687140737416	-0.11190413845559172	-0.13063753912143544	-0.12620855621641167
