	NiaR	PsrA	CcpA	HisR	HexR	TrpR	TyrR	KdgR	MetR	IscR	NsrR	Phr	RbkR	SahR_SamR	Zur	MntR	ArgR	NrtR	FUR	NagC	ThiR	BirA	CzrA	PhrR	AgaR	GulR	XylR	Rex	NadQ	AraR	ModE	SiaR	Irr	HutC	PhnF	LiuR	RbsR	BioQ	FadR	GntR	NtrC	CueR	FruR	NnrR	AcnR	FadP	FixJ	NmlR	PaaR	DasR	MerR	NifA	PdxR	FnrN_FixK	LtbR	GlcC	CsoR	ZntR	FabR	HrcA	MetJ	PurR	NikR	QorR	TtrR	HcpR	PhnR	AmtR	CadR-PbrR	NorR	VanR	PhsR	RutR	GguR	NagQ	NarP	NrdR	LldR	NagR	PrpR	CblR	HypR	LiuQ	SoxR	PdhR	SdaR	ExuR_UxuR	LexA
FruR	-0.39265257193909	-0.4799124686883309	-0.47452940611022837	-0.4330594681398465	-0.40553347167954945	-0.31570644214621346	-0.34996126682913864	-0.7008668314004445	-0.7501964930930557	-0.6709772633459805	-0.6894221689444787	-0.6773442050087362	-0.733708036708868	-0.7707561732758085	-0.7997523338855873	-0.7865774013152315	-0.766164737547427	-0.7368406172427637	-0.78198596558685	-0.7277708353359608	-0.8058817874934266	-0.6464820668246151	-0.6207881210736722	-0.5372827973831078	-0.592346099258698	-0.5312098885502485	-0.5251030528524012	-0.5270708110217075	-0.41782630576021623	-0.4981990489168848	-0.5529117731875987	-0.32197160321400503	-0.3854940034266134	-0.44605345743026614	-0.4993977981464623	0.5151398635009132	0.5167118082453591	0.5452443017003014	0.5669461863376515	0.6420263385561857	0.5927871485035425	0.5928323843235266	1.0	0.7570384108656439	0.6588766815002459	0.6631288485787471	0.40268361502055405	0.29049878146009916	0.31977766594477836	0.4713968255763326	0.6026372483050704	0.6007938886407201	0.3376118879734918	0.3422598684768534	0.30453319461015205	0.42598006231234203	0.1902675133304307	0.19894148181237312	0.19635173111828602	0.33109792989578796	0.22085823659464748	0.32549999717276124	-0.04363560285211845	0.21613109340631378	0.0446760267117517	0.16116957212568772	0.12502615195842828	0.0475824281457272	0.123963110188803	0.23562773181944122	0.14416090381168328	0.20816958908912023	0.085693606482293	-0.06366376215005852	-0.23422542139993555	-0.1857665492420173	-0.2573183075017953	-0.10995131494874216	-0.14137890088266394	-0.040242916353314374	-0.3486720459595931	-0.2427636824219258	-0.0793719006395214	-0.11819554314083607	-0.06969143516293377	-0.15519844388779255	0.015612012371996766	-0.021334343599979644
NnrR	-0.33662800888883865	-0.408519035798497	-0.4030681194904185	-0.33447930743959603	-0.4094916059281542	-0.24823721663999637	-0.19263108492459755	-0.7235978309424318	-0.7587008272500579	-0.780391402932412	-0.7214604384481852	-0.7523451945422983	-0.7430718514455672	-0.7606798943743603	-0.8134700962957518	-0.751225607997693	-0.7687771061515061	-0.7749744134893215	-0.8315531153343775	-0.7737643553047481	-0.7998088786605674	-0.6537763427970439	-0.6599623411798633	-0.5170623858502356	-0.642275135566098	-0.560748878999836	-0.5933412872983472	-0.5069521800837994	-0.4644418182537843	-0.5587471939655416	-0.4644644361637763	-0.44432318731587606	-0.48906141328010583	-0.46825293608744084	-0.5311307258652764	0.4812921611978445	0.5929794007384748	0.5311985795952525	0.5859791575959423	0.6275734940712804	0.7456276752746662	0.6446160892502728	0.7570384108656439	1.0	0.6110058750021204	0.6390294654822422	0.3564186801318624	0.30921510197850166	0.4233903116182549	0.4205291460042635	0.5192902499844502	0.6090494257878101	0.33856184019315694	0.4472408977048476	0.30976924077330636	0.44493387088566083	0.3235435479584509	0.21498888895171642	0.3541455801776637	0.43581885315887386	0.18295061944800992	0.34123075357221616	0.10733894634466302	0.18600403729693357	0.01336153032779006	0.1434936754669185	0.17831394789964433	0.01968323617056166	0.010251567703886322	0.2025603474110975	0.029623807612057608	0.28815782777592436	0.09856319726775647	-0.1407682173128792	-0.07211155153208068	-0.08973090341586985	-0.315288010811361	-0.11736998942612707	-0.21709235458097495	0.005230391685656287	-0.3110019168678718	-0.21375621285715093	-0.12532018478832463	-0.2081469711791282	0.0325302090460331	-0.047163996810874693	0.04477780730671582	-0.03580980599487704
AcnR	-0.3144059123216719	-0.46234966157952173	-0.43830682325799686	-0.3624689710547297	-0.36326059790445064	-0.48479793724660875	-0.4307863681856478	-0.6875561913701365	-0.7072903178381802	-0.7189837773040583	-0.7739339896296883	-0.7085682297527297	-0.7106490774719962	-0.7416129962510815	-0.7408779141763405	-0.7413868171511612	-0.7493143946033667	-0.7525261378222345	-0.7191534116289984	-0.7099026864422593	-0.7225008623078184	-0.6377741714776846	-0.5939067350481478	-0.49415044302831196	-0.4920695953090455	-0.4390758321977258	-0.4163561416107345	-0.5131834142866029	-0.5046677711746046	-0.5356995436836659	-0.6046050064743768	-0.39022114661494706	-0.23356950201016674	-0.5136583903964355	-0.5136018456214554	0.5563270775963947	0.5362536824784706	0.4721319076510735	0.6324137268095742	0.6118201197618334	0.5560104268565064	0.6238980836975759	0.6588766815002459	0.6110058750021204	1.0	0.6194197375191546	0.45569999604186573	0.3894182108102301	0.39829574048210076	0.41901374603479763	0.5584531611356452	0.5168248977953193	0.3545640115125162	0.2663993983635942	0.2083166055040684	0.25426488965287164	0.25887894329124517	0.36851926197759693	0.2917653844196527	0.3182170301553285	0.2851722636569768	0.3260089001475819	0.02572221813843292	0.10148090765672799	0.04431414015187927	0.16328434670994227	0.28431278307727975	-0.05493324889313603	0.08740125868669106	0.3134898869669948	0.13480839802998004	0.18116380455863976	0.16035532736597474	-0.11592244318663734	-0.28038857569366304	-0.29290758887425006	-0.36786334258782816	-0.30642179009448633	-0.18031563293393874	-0.05027395943477843	-0.23488134078970432	-0.09394914362938293	-0.05140485493437979	-0.09406223317934306	-0.10559736727527692	-0.14479420529146003	-0.14170686057754833	-0.16577231680906526
FadP	-0.2660488207587178	-0.48298850444724656	-0.5377917003579284	-0.4458498962403379	-0.4514704468733567	-0.32315904348858643	-0.2842675472572957	-0.7168237668998196	-0.7219580324680098	-0.6791988736280824	-0.7027441179297828	-0.6951445001724615	-0.7341830128187005	-0.7814996805220213	-0.7006858881205082	-0.7148786266405053	-0.7872446296599963	-0.7350085665334095	-0.7341377769987164	-0.6807708183725283	-0.719684932513811	-0.7064873820334632	-0.654714986061713	-0.36839486347264083	-0.5165647918304109	-0.5097794188328028	-0.6204940882437758	-0.565690892333094	-0.47098970319647615	-0.5557729388015901	-0.5550604746368412	-0.3280558210018603	-0.41616388937580223	-0.40520551198466503	-0.5056629592142539	0.4278347309316883	0.4559940288717621	0.6326625238194865	0.5551848731417973	0.5841584158415841	0.5767171234542072	0.5764457085343029	0.6631288485787471	0.6390294654822422	0.6194197375191546	1.0	0.3874278347309317	0.4174870371103358	0.4514704468733567	0.4232998399782868	0.6702308723162436	0.5500279896636151	0.29207072620454505	0.2611520432454439	0.33359720894990696	0.42885253688132946	0.20597565181989358	0.2566623881120265	0.22749659317730744	0.44313574704129466	0.2982341066773725	0.26168356413025656	-0.042572561082493174	0.13239959061582915	0.10905790750405708	0.15986904230114615	0.20095447580166353	0.06251024874046514	0.1178902013559437	0.1957523565034973	0.1222102221644209	0.23518668257459668	0.16476581981442004	-0.055792729472833064	-0.23375044529010297	-0.3429836415965983	-0.2889268367156533	-0.26844631921787265	-0.23836449892847653	0.05694624288242645	-0.17656105987526222	-0.23974419143799017	0.02780306585769942	-0.2839735144273993	-0.09514789285896037	-0.07530067684095651	-0.23753894521376753	-0.14072298149289514
FixJ	-0.3613946203301084	-0.3133089436870586	-0.22283730371894986	-0.3691299455473817	-0.2193993814001617	-0.2702444430622388	-0.26118597011043193	-0.49520217584294124	-0.4924540997789099	-0.4618746854696892	-0.5833215531718792	-0.5092365889929941	-0.4965931773074509	-0.574851145879865	-0.46892016443220563	-0.5387529615325896	-0.5646052326534766	-0.566584299777779	-0.5320128243549654	-0.5454591718452256	-0.5200818768341712	-0.49640092507251865	-0.5042606487947481	-0.3298652538012225	-0.5010602145308762	-0.41338188644678286	-0.3907526674997597	-0.5346591198240327	-0.5270255752017234	-0.358544763671113	-0.4832486104121549	-0.2636400133445669	-0.31353512278697887	-0.2317826871207966	-0.31019898106315485	0.3596530412607223	0.3353727148842811	0.4590587556756818	0.3946881838383724	0.4496723230289905	0.3681121395977405	0.2933373291640986	0.40268361502055405	0.3564186801318624	0.45569999604186573	0.3874278347309317	1.0	0.4502716976437792	0.3691073276373897	0.27624949816512206	0.4466415230900589	0.4150782296961849	0.23552595122447711	0.2502275927192948	0.18887651186592103	0.22918162747171347	0.17963709563417793	0.22759837377227157	0.21002425770846644	0.20963975323860198	0.3495089086292981	0.2842562383022997	-0.02367529728415446	0.1786984523695088	-0.09904948233258505	0.053632719068594466	0.1557412737276012	-0.064896438244624	-0.15496095583287625	-0.004291748420987159	0.1017523225766323	0.11144409700821596	0.21578051580143737	0.027916155407659557	-0.36924303509734185	-0.1872706402564871	-0.21952377990511787	-0.16986615851762218	0.07810529767996788	-0.04282135809240547	0.03057375983172275	-0.10580092846520517	0.026412064393189747	-0.009505176674149424	-0.13195854137098462	-0.23583129300936947	-0.1982516355576163	0.007899305064715496
NmlR	-0.17048815104240292	-0.2691587833826215	-0.31669032123086666	-0.26105026265047976	-0.29661692611294255	-0.23973288248299415	-0.2591390492561535	-0.4244533533878802	-0.3506850399488835	-0.403520477690259	-0.47249379421094595	-0.4225534489485499	-0.45150437373834473	-0.4865168984060028	-0.39331980028385477	-0.42011071466941097	-0.4809642015029601	-0.4679023584825644	-0.43481235616422864	-0.4252110533726131	-0.3812870721680963	-0.4903506341496514	-0.4049001701997727	-0.3529581399030823	-0.3711542484916681	-0.36303441880453036	-0.43874787250284136	-0.48247960147242597	-0.4312274174304923	-0.3233852225885067	-0.4744050076052722	-0.2551469881425607	-0.4065625865841867	-0.2142198800119875	-0.31308276458713835	0.32039965846955915	0.3781205647692125	0.31480172574653237	0.3017851185461207	0.29780436638752394	0.27531085490045293	0.34921487579940175	0.29049878146009916	0.30921510197850166	0.3894182108102301	0.4174870371103358	0.4502716976437792	1.0	0.45520240202204115	0.27238183555648543	0.4041650881250318	0.5178653216549525	0.30403560059032747	0.09406223317934306	0.16577231680906526	0.16657525261378223	0.32468575241304826	0.3363339760589423	0.2855341502168492	0.19747131766289136	0.17612001063041768	0.20551198466505702	0.06301915171528574	0.031467167276407824	0.026332901708217653	0.10772345081452749	-0.019389203340665306	-0.0924337436599171	0.04929008035012525	-0.043149317787289865	0.1080740284194039	-0.044065343141966966	0.16744604214847528	-0.029013124042272874	-0.32529643598283303	-0.19680408931812657	-0.2651780312240247	-0.04689258189097036	-0.08494721545255611	-0.10684135232483842	0.03772101938920334	-0.1313704757111919	0.05967170103646573	0.10340343000605029	-0.20396265783060316	-0.0570706413873826	-0.13203770405595672	0.1498266902646861
PaaR	-0.07751723202017517	-0.39339896296882687	-0.33715952977365127	-0.24245834063703345	-0.3595286427557661	-0.24609982414574982	-0.27856783393930484	-0.46991535247185484	-0.40916364623326984	-0.41020407009290305	-0.44012756501235506	-0.4627115481393942	-0.4606646272851157	-0.47543412250990946	-0.4547048080022166	-0.4541506692074119	-0.4736586165755353	-0.4420161604966893	-0.4451826678955731	-0.4656518764383577	-0.43217736965015746	-0.5212693171087526	-0.4693838315870422	-0.3637355740142832	-0.2839395875624113	-0.330306303046067	-0.43057149804072353	-0.4113802014124885	-0.4248830936777287	-0.40304550158042646	-0.400150409101447	-0.20545543989007695	-0.3934328898338149	-0.21307767555739013	-0.3008125484164636	0.20963975323860198	0.3873825989109476	0.38720165563101144	0.25002403152936653	0.350266608614031	0.34941843698933	0.4168989714505431	0.31977766594477836	0.4233903116182549	0.39829574048210076	0.4514704468733567	0.3691073276373897	0.45520240202204115	1.0	0.3066592781494026	0.4388383441428095	0.4712498091613844	0.11933774759543345	0.2688760595077212	0.19704157737304284	0.1702958988074707	0.326958852367247	0.2843354009872718	0.09632402417854578	0.3095656795833781	0.21325861883732633	0.22659187677762635	-0.026683479313094075	0.11594506109662936	0.20857671146897672	0.14661494704581823	0.1457667754211172	-0.04320586256226994	0.14977014548970602	-0.04470995357673974	0.005026830495728042	0.05234349819904892	0.15455383345301976	-0.041373811852915734	-0.15267654692368152	-0.1510706753142476	-0.316147491391058	-0.1445906441015318	-0.20517271601517661	0.0031721618763818128	-0.12856585487218053	-0.16740080632849122	0.00608987226535332	-0.06386732333998676	-0.1921108729947809	-0.08772921838157545	-0.07465606640618373	-0.020893294355135112
DasR	-0.2942533545187757	-0.36425578594409985	-0.4139812610615716	-0.3424295028017936	-0.4279138936166604	-0.37573437526505366	-0.27327524300117045	-0.40787442536372426	-0.4565255497565747	-0.46691847939791126	-0.544984195735393	-0.5185212410447213	-0.4324487845700618	-0.43207558905519333	-0.5655438759181458	-0.5494286150488265	-0.5333020452245111	-0.5880034605402288	-0.5309950184053243	-0.5368530570932593	-0.5152981888708574	-0.5376899197629643	-0.5384363107927012	-0.38409169300710766	-0.24935680318460174	-0.34596920571554585	-0.39570598978801363	-0.5016143533256809	-0.35473364583745637	-0.3756212857150935	-0.371052467896704	-0.26226032083505324	-0.2658678774787816	-0.38031450203843914	-0.32536428971280906	0.33564412980418545	0.4870371103358194	0.36794250527280026	0.33925168644791376	0.34365086994136307	0.34914702206942566	0.5023155085354338	0.4713968255763326	0.4205291460042635	0.41901374603479763	0.4232998399782868	0.27624949816512206	0.27238183555648543	0.3066592781494026	1.0	0.46607030777321024	0.5022589637604538	0.2625430447099536	0.33941001181785796	0.3952423226331771	0.2636400133445669	0.18842415366608048	0.15721143787708297	0.10156007034170007	0.1361880905394937	0.1944178998139677	0.06653623671904597	0.06412742930489508	0.003703682761194452	0.1304318324465228	0.24913062408468145	0.19522083561868467	-0.0077522886497673185	0.06332449350017812	0.11690632227129052	0.2659809670287417	0.22336882460376248	0.2592182119411256	-0.03881798802381666	-0.1528122543836337	-0.300337572306631	-0.1286902533771367	-0.10335819418606623	-0.24830507036997246	0.06261202933542925	-0.11506296260694031	-0.2694075803925338	-0.005433952875584532	-0.17049945999739893	-0.05247920565900108	-0.27805893096448425	0.06169600398075216	-0.0027763484515213373
MerR	-0.4483378663394609	-0.5285975199461693	-0.5304069527455315	-0.40734290447891164	-0.3798508348836026	-0.34539244901074917	-0.31918960028498566	-0.6287948612108498	-0.5970619334920356	-0.556632419381287	-0.6330583372443469	-0.6543983353218246	-0.6378533341626567	-0.7026310283798226	-0.6575196069007243	-0.675580008029358	-0.7031512403096392	-0.6823653810269662	-0.6887888674647019	-0.6614777411493291	-0.6932219778231392	-0.7508863393478126	-0.681291030302345	-0.39791123601223627	-0.45300846475281453	-0.3425425923517537	-0.6216702195633612	-0.6467534817445194	-0.5259059886571181	-0.5970393155820436	-0.5629767431340507	-0.1856195328270691	-0.3845327422519522	-0.3604333591554472	-0.33840351482321274	0.3102442168831389	0.4664887391080627	0.5576049895109443	0.31119416910280406	0.44404046344097575	0.3804275915883993	0.5364911705333869	0.6026372483050704	0.5192902499844502	0.5584531611356452	0.6702308723162436	0.4466415230900589	0.4041650881250318	0.4388383441428095	0.46607030777321024	1.0	0.5803586069629236	0.2536315881730949	0.28530797111692896	0.24962821810450606	0.413506284951739	0.34673821465527477	0.24655218234559034	0.10422898372075928	0.27568405041532135	0.30520042295491684	0.23957455711304998	-0.12076267592493116	0.11504034469694828	0.21436689642693568	0.3114655840227084	0.31623796303102614	0.003907243951122697	0.08280982295830953	0.15712096623711486	0.08008436480427027	0.15264262005869347	0.24245834063703345	0.13932067107338947	-0.16083030347580732	-0.3486494280496011	-0.19318522371940222	-0.011868748268316267	-0.08291160355327366	-0.04616880877122549	-0.2688195147327411	-0.260394343260711	-0.006395214050245687	-0.20436978021045965	-0.26016816416079075	-0.1836857015227508	-0.16243617508524125	-0.2094701189136618
NifA	-0.2639679730394513	-0.5136357724864434	-0.4163674505657305	-0.43156668608037274	-0.35471102792746434	-0.3770349050895952	-0.35828465770620466	-0.5233501648280191	-0.5448824151404289	-0.604774640799317	-0.6462445787696988	-0.6451702280450775	-0.616558571905163	-0.6235022702727154	-0.679628613917931	-0.5994933588161786	-0.6303668059552957	-0.6242938971224364	-0.6507568518131082	-0.5985094797315255	-0.6082238720731011	-0.6391990998071824	-0.6529507890823348	-0.4351629337691051	-0.4696552465069465	-0.5058099756292019	-0.5556598492516299	-0.5489310210290018	-0.5298188870857389	-0.5083884173682931	-0.5496434851937507	-0.3666306664932627	-0.3874617615959197	-0.381026966203188	-0.3555252726871773	0.3929579137239823	0.45902482881069373	0.40885830444837745	0.2844258726272399	0.420122023624407	0.4541845960723999	0.5595388208152625	0.6007938886407201	0.6090494257878101	0.5168248977953193	0.5500279896636151	0.4150782296961849	0.5178653216549525	0.4712498091613844	0.5022589637604538	0.5803586069629236	1.0	0.19188469389486065	0.34082363119235964	0.2802867950986989	0.41558713267100555	0.25072518673911937	0.28626923229159007	0.09221887351499285	0.11658967153140214	0.22178557090432058	0.326981470277239	0.06557497554438482	0.16517294219427653	0.21778220083573177	0.23129640205596802	0.09472946152410787	-0.1342768771451674	-0.02494190024370798	-0.028696473302384493	-0.026219812158257517	0.025281168893588387	0.0903528959406506	0.023516971914210268	-0.267880871468072	-0.18805095815121203	-0.2885084053808008	-0.06500952779458415	-0.09082787205048318	-0.13965993972326987	-0.2473325002403153	-0.39247162865915375	-0.012253252738180728	-0.023166394309333847	-0.11068639702348304	-0.07943975436949749	-0.013191896002849857	0.09322537050963806
PdxR	-0.16109040944071562	-0.14687505301072654	-0.1385064263136765	-0.20709523836449892	-0.29222905157448925	-0.28362293682252293	-0.15853458561161657	-0.3421128520619052	-0.37300891711101436	-0.34637632809540236	-0.4831015939972067	-0.40294372098546233	-0.37360829172580307	-0.430956002510588	-0.37918360653883776	-0.41227360885717357	-0.4391549948826979	-0.38280247213756213	-0.35911021142091365	-0.4255616309774895	-0.4095820775681223	-0.346919157935211	-0.3606369203453755	-0.24783009426013988	-0.3709959231217239	-0.21799707098065604	-0.294513460483684	-0.17794075238477589	-0.20347637276577457	-0.21624418295627393	-0.34713402808013527	-0.2965716902929585	-0.32227694499889736	-0.3150505227564447	-0.36751276498295177	0.37344996635585886	0.3694692141972621	0.12777422802245958	0.3921889047842534	0.48163142984772495	0.4375038874532799	0.42508665486765695	0.3376118879734918	0.33856184019315694	0.3545640115125162	0.29207072620454505	0.23552595122447711	0.30403560059032747	0.11933774759543345	0.2625430447099536	0.2536315881730949	0.19188469389486065	1.0	0.24512725401609264	0.26428462377933964	0.10400280462083901	0.29511283509847275	0.16927809285782947	0.22288253953893392	0.18747420144641536	0.11660098048639815	0.05270538475892135	-0.01708217652147853	0.08613465572713754	-0.015532849687024671	0.30885321541862926	0.22708947079745095	0.04460817298177562	-0.012716919893017285	0.03945128950359342	0.27094559827199166	0.06015798610129431	0.22025886197985875	-0.31419104217674765	-0.09289741081475367	-0.09828047339285613	-0.06720346506381078	-0.028063171822607733	-0.10762167021956336	-0.0351086507851242	0.005976782715393184	-0.1047378866955799	0.10103985841188345	0.001419273851999706	-0.06977059784790586	-0.12735579668760708	0.14403650530672713	0.10908052541404911
FnrN_FixK	-0.16067197810586312	-0.2765548399500144	-0.15151172455909212	-0.19222396254474106	-0.2900690411702507	-0.3491583310244217	0.014040067627550876	-0.3345245432595801	-0.38090256769823183	-0.3614172382401004	-0.3826102199026299	-0.4603705944552194	-0.33032892095605904	-0.3455168475157053	-0.4342016725944439	-0.43942640980260217	-0.41093915216764393	-0.4303792458057913	-0.4119230312522971	-0.4432488365912548	-0.46868267637728933	-0.3373630909635795	-0.3355988939842014	-0.30838954826379267	-0.2351075198896246	-0.26506494167406464	-0.2710473788669558	-0.3613267666001323	-0.3485024116346529	-0.27425912208582365	-0.2043245443904756	-0.3297860911162504	-0.27525431012547286	-0.264556038699244	-0.23349033932519467	0.22465804547330803	0.2943438261587438	0.222147457464193	0.31052694075803927	0.3631475083544905	0.4807040955380518	0.2694528162125179	0.3422598684768534	0.4472408977048476	0.2663993983635942	0.2611520432454439	0.2502275927192948	0.09406223317934306	0.2688760595077212	0.33941001181785796	0.28530797111692896	0.34082363119235964	0.24512725401609264	1.0	0.24254881227700154	0.2443469361213677	0.15393184092823903	0.020678424210210856	0.10549558668031281	0.2178161277007198	0.13170974436107233	0.2281185857020882	0.003217397696365867	0.31593262124613375	0.023222939084313915	0.38749568846090776	0.2583926582264166	-0.02326817490429797	-0.06799509191353173	-0.005886311075425075	0.0049589767657519605	0.055046338443096164	0.1485035425301525	-0.19220134463474903	-0.1341977144601953	-0.018959463050816788	-0.10770083290453546	-0.06643445612408186	-0.0644780069097715	0.09998812559725419	-0.054424345918315416	-0.11157980446816812	-0.25321315683824236	-0.27775358917959186	0.005139920045688178	-0.08982137505583797	0.11160242237816015	0.06411612034989907
LtbR	-0.14668280077579432	-0.28175695924818067	-0.11853481179071648	-0.17936568071427358	-0.327807023991948	-0.09410746899932712	-0.024082419664010948	-0.4097177850280745	-0.3846797586669004	-0.31246077206235756	-0.39926831061175794	-0.4094237521981781	-0.3787877931139773	-0.36032026960548713	-0.4005688404362995	-0.40538645526460126	-0.3991665300167938	-0.44985326630892675	-0.4007271658062437	-0.44932174542411407	-0.4139812610615716	-0.35450746673753614	-0.3417848923670208	-0.19491549383379228	-0.2406715257476633	-0.27689410859989483	-0.2308666617661195	-0.23839842579346454	-0.056833153332466316	-0.29532770524339697	-0.14378770829681484	-0.27532216385544894	-0.31570644214621346	-0.23250646024054147	-0.26618452821866995	0.3465911982403266	0.2723479086914974	0.31403271680680345	0.33827911631825663	0.33970404464775433	0.3716066066915087	0.3313580358606963	0.30453319461015205	0.30976924077330636	0.2083166055040684	0.33359720894990696	0.18887651186592103	0.16577231680906526	0.19704157737304284	0.3952423226331771	0.24962821810450606	0.2802867950986989	0.26428462377933964	0.24254881227700154	1.0	0.09761324504809134	0.1198805774352421	0.26906831174265344	0.09893639278262492	0.1771151986700669	0.16600980486398154	0.1890913820108453	0.10462479714561976	0.19569581172851722	0.10306416135616989	0.21495496208672837	0.055385607092976574	0.03999411934340207	0.1376017099139954	0.13939983375836157	0.09275039439980548	0.0797111692894018	0.16844123018812446	-0.2024133309961493	-0.22125405001950796	-0.05527251754301644	-0.23156781697587234	-0.2744513743207559	-0.038105523859067805	0.10512239116544436	-0.013938287032586753	-0.23152258115588828	-0.13765825468897547	-0.10143567183674393	-0.1227191251392415	-0.016053061616841297	0.041441665582891814	-0.04325109838225399
GlcC	-0.19344532968431052	-0.3697745559821545	-0.2436910167315989	-0.30106134542637586	-0.20996771293348637	-0.1727951778615897	-0.2925909381343617	-0.37481834991037655	-0.4365878620986028	-0.3633171426794307	-0.3889319257454015	-0.4794601104884903	-0.431770247270301	-0.3699554992620907	-0.4329576875448824	-0.46543700629343343	-0.42206716388372134	-0.4472522066598436	-0.41558713267100555	-0.39489174502830066	-0.3895199914051942	-0.4591379183606539	-0.40991003726300673	-0.2962663485080661	-0.24979785242944624	-0.283690790552499	-0.46092473325002403	-0.32771655235197994	-0.3198907554947385	-0.3588387965010093	-0.31203103177250907	-0.2475812972502276	-0.25418572696789954	-0.2031597220258862	-0.13954685017330973	0.17523791214072865	0.2627579148548778	0.3435377803914029	0.2814742353732803	0.2681296684779843	0.3216323345641246	0.41965835646957045	0.42598006231234203	0.44493387088566083	0.25426488965287164	0.42885253688132946	0.22918162747171347	0.16657525261378223	0.1702958988074707	0.2636400133445669	0.413506284951739	0.41558713267100555	0.10400280462083901	0.2443469361213677	0.09761324504809134	1.0	0.19179422225489254	0.10852638661924445	0.07815053349995194	0.1787776150544809	0.08090991851897926	0.03556100898496475	-0.07144432318731588	0.07910048571961707	0.08148667522377595	0.022306913729636814	0.2646352013842161	0.1440930500817072	0.005942855850405143	0.061085320410967425	0.008566533409480296	0.13880045914357284	0.042527325262509116	0.07566256340082894	-0.02550734799350866	-0.14411566799169923	-0.1968267072281186	0.08304731101322582	-0.0655523576343928	0.13725113230911898	-0.16909714957789326	-0.2952937783784089	-0.006146417040333388	-0.005309554370628382	0.07255260077692521	-0.08641737960203788	-0.0010460783371312574	0.021628376429875997
CsoR	-0.11169289401812825	-0.22076776495467937	-0.24352138240665872	-0.14676196346076642	-0.3122685198274254	-0.12893905038704898	-0.14796071269034386	-0.33676371634879076	-0.2731960803161984	-0.3415926401320886	-0.3496559250442463	-0.38559578402157746	-0.34687392211522694	-0.322774539018722	-0.3280558210018603	-0.3512391787436882	-0.3437526505363272	-0.3445895132060322	-0.3786407766990291	-0.3835940989872831	-0.3712221022216442	-0.41608472669083013	-0.4589795929907097	-0.2526703269984337	-0.2261169006677938	-0.18758729099637547	-0.32375841810337513	-0.2619323611401688	-0.32832723592176466	-0.36252551582970977	-0.36424447698910384	-0.19163589688494834	-0.2528173434133819	-0.24061498097268322	-0.26077884773057547	0.193841143109171	0.3601167084155589	0.26429593273433566	0.14577808437611323	0.18649032236176216	0.3060938303996019	0.4273823727318477	0.1902675133304307	0.3235435479584509	0.25887894329124517	0.20597565181989358	0.17963709563417793	0.32468575241304826	0.326958852367247	0.18842415366608048	0.34673821465527477	0.25072518673911937	0.29511283509847275	0.15393184092823903	0.1198805774352421	0.19179422225489254	1.0	0.2968431052128628	0.11291426115769772	0.2539256210029912	0.0646363322797157	0.16340874521489843	0.15056177233942697	0.14088130686283934	0.1629790049250499	0.09141593771027588	0.1729761211415259	0.06513392629954029	0.0970930331182747	-0.06624220388914963	0.1804400314388949	0.11618254915154565	0.010828324408683015	0.026570389763133938	0.07247343809195311	-0.03334445380574608	-0.1469315977857066	-0.056753990647494215	-0.1130612775726459	-0.07094672916749128	0.05308988922878581	-0.02566567336345285	-0.050963805689535256	0.020237374965366324	-0.02934108373715727	-0.03686153880950631	-0.031003500121571267	0.14256634115724537
ZntR	-0.17634618973033797	-0.29985128724180243	-0.2706289475321033	-0.11442966112716355	-0.20163301310142437	-0.18248695229317335	-0.28266167564786177	-0.3425086654867657	-0.2871400218262831	-0.3176402734505318	-0.2984602857772927	-0.2583248044964405	-0.3316633776455887	-0.2956895918032694	-0.34145693267213645	-0.30062029618153135	-0.31585345856116165	-0.29829065145235256	-0.3611118964552081	-0.3046689020701042	-0.31277742280224596	-0.28881374716569314	-0.2592295208961216	-0.35662224132179066	-0.2605639775856512	-0.22767753645724367	-0.21110991738808377	-0.27328655195616647	-0.3101424362881748	-0.4145467088113723	-0.3147451809715523	-0.1958428281434654	-0.2111551532080678	-0.2518900091037088	-0.13507981294988436	0.33279427314519	0.34936189221434993	0.2822997890879893	0.2094927368236538	0.28482168605210034	0.2359217646493376	0.2577706657016358	0.19894148181237312	0.21498888895171642	0.36851926197759693	0.2566623881120265	0.22759837377227157	0.3363339760589423	0.2843354009872718	0.15721143787708297	0.24655218234559034	0.28626923229159007	0.16927809285782947	0.020678424210210856	0.26906831174265344	0.10852638661924445	0.2968431052128628	1.0	0.10386709716088685	0.15328723049346626	0.07392098433144285	0.13117822347625968	0.1409378516378194	0.18439816568749964	0.02702274796297448	-0.17315706442146214	0.1190550237205331	-0.05148401761935188	0.09956969426240168	0.027972700182639622	0.07593397832073327	0.047480647550763075	-0.08072897523904303	-0.056131998122713474	-0.1553115334377527	-0.15651028266733014	-0.22059813062973915	-0.06662670835901409	0.07809398872497186	-0.08162238268372811	-0.12284352364419766	-0.11496118201197618	0.02160575851988397	0.06428575467483927	0.0486680878253445	-0.08407642591786306	-0.05793012196707963	-0.04544503565148063
