	NiaR	PsrA	CcpA	HisR	HexR	TrpR	TyrR	KdgR	MetR	IscR	NsrR	Phr	RbkR	SahR_SamR	Zur	MntR	ArgR	NrtR	FUR	NagC	ThiR	BirA	CzrA	PhrR	AgaR	GulR	XylR	Rex	NadQ	AraR	ModE	SiaR	Irr	HutC	PhnF	LiuR	RbsR	BioQ	FadR	GntR	NtrC	CueR	FruR	NnrR	AcnR	FadP	FixJ	NmlR	PaaR	DasR	MerR	NifA	PdxR	FnrN_FixK	LtbR	GlcC	CsoR	ZntR	FabR	HrcA	MetJ	PurR	NikR	QorR	TtrR	HcpR	PhnR	AmtR	CadR-PbrR	NorR	VanR	PhsR	RutR	GguR	NagQ	NarP	NrdR	LldR	NagR	PrpR	CblR	HypR	LiuQ	SoxR	PdhR	SdaR	ExuR_UxuR	LexA
NsrR	0.46432872870382413	0.4232093683383187	0.36599736501348595	0.3787764841589813	0.4389966695127537	0.4655048600234095	0.352743269758158	0.7631678644734833	0.7728030941300869	0.8253671169515581	1.0	0.9026864422593031	0.8208887707731367	0.8805321994221124	0.8617706430837259	0.8295288123900911	0.8749681935640737	0.8902918275836721	0.8196334767685792	0.8710100593154689	0.848618328423362	0.7991303413608065	0.8176883365092649	0.5476644180694483	0.6052043810891654	0.5714584593810609	0.5655778027831339	0.6124986570615942	0.6283425030110092	0.6315203193648891	0.6808273631475084	0.45178709761324504	0.5010715234858722	0.5785491741635614	0.6460297086247745	-0.691423853978773	-0.6867758734754115	-0.5996743020961148	-0.6944885807826928	-0.6926339121633466	-0.7274541845960724	-0.7484322961136776	-0.6894221689444787	-0.7214604384481852	-0.7739339896296883	-0.7027441179297828	-0.5833215531718792	-0.47249379421094595	-0.44012756501235506	-0.544984195735393	-0.6330583372443469	-0.6462445787696988	-0.4831015939972067	-0.3826102199026299	-0.39926831061175794	-0.3889319257454015	-0.3496559250442463	-0.2984602857772927	-0.3155254988662773	-0.4085755805734771	-0.39187225404436504	-0.41429791180146	-0.05221909969409277	-0.17306659278149403	-0.12358991467393456	-0.2558933791722976	-0.24789794799011597	-0.02664955244810603	0.006655320015154	-0.21470616507681609	-0.1282944399522762	-0.19954085642716185	-0.20586256226993344	0.1698887764276142	0.2613895313003602	0.2308666617661195	0.3922567585142295	0.3097918586832984	0.24194943766221283	0.07413585447636711	0.15373958869330678	0.2584039671814126	-0.06061034430113486	0.12153168486466008	0.03311827470582581	0.1627415168701336	0.14607211720600957	0.028549456887436316
Phr	0.391838327179377	0.5061944800990664	0.3753724887051812	0.3916686928544368	0.4921826848590056	0.3848154661268525	0.3203544226495751	0.7610643988442248	0.789517729614195	0.794538905632425	0.9026864422593031	1.0	0.8102018083019039	0.8457910896743587	0.8755223323588783	0.8490593776682066	0.8400574494913797	0.9098450107717796	0.8151664395451538	0.8899977947537758	0.8508461925575768	0.8125653798960707	0.7761166179439188	0.503299387620087	0.6019926378702976	0.5257024274671899	0.5876981187553364	0.64553211460495	0.641438272896393	0.598102357351669	0.6265669970766351	0.4861210849811423	0.4865168984060028	0.46378589886401544	0.6190465420042861	-0.6046163154293728	-0.6518538204477216	-0.6054644870540737	-0.6735557050850716	-0.6843218302412766	-0.7308694890048685	-0.7407874425363724	-0.6773442050087362	-0.7523451945422983	-0.7085682297527297	-0.6951445001724615	-0.5092365889929941	-0.4225534489485499	-0.4627115481393942	-0.5185212410447213	-0.6543983353218246	-0.6451702280450775	-0.40294372098546233	-0.4603705944552194	-0.4094237521981781	-0.4794601104884903	-0.38559578402157746	-0.2583248044964405	-0.24913062408468145	-0.40868867012343724	-0.4312274174304923	-0.36363379341931906	-0.012140163188220593	-0.2208808545046395	-0.1675478227434394	-0.24753606143024354	-0.2170584277159869	-0.1051676269854284	0.03880667906882065	-0.2812593652283561	-0.13717196962414688	-0.2189809500653092	-0.23508490197963258	0.19147757151500416	0.1436859277018507	0.2726532504763897	0.37081497984178774	0.26436378646431175	0.18998478945553035	0.02273665401948533	0.17468377334592397	0.254592849347756	0.03343492544571419	0.16182549151545653	0.04128334021294762	0.0755381648958728	0.11221310594794488	0.059739554766441806
RbkR	0.3778491498493082	0.44462852910076844	0.5139298053163397	0.35148797575360047	0.4075351567138439	0.27684887277991077	0.32107819576931995	0.7908182594387365	0.8288276571803382	0.7668772017121758	0.8208887707731367	0.8102018083019039	1.0	0.8399782868064076	0.8176657185992728	0.8142277962804847	0.8482903687284776	0.8383837241519697	0.8202780872033519	0.8346743869132773	0.8571792073553444	0.7311974486997529	0.6703665797761957	0.45679696467647907	0.6279240716761567	0.5847917173213609	0.5469971897246835	0.5997195379160989	0.5680770818372528	0.550706526963376	0.5778254010438165	0.3633963053644028	0.47128373602637247	0.39745887781239575	0.5621851162843298	-0.5795330532482146	-0.534907916833945	-0.5644469072835324	-0.6995776105308988	-0.6444351459703366	-0.686323515275571	-0.69217024500851	-0.733708036708868	-0.7430718514455672	-0.7106490774719962	-0.7341830128187005	-0.4965931773074509	-0.45150437373834473	-0.4606646272851157	-0.4324487845700618	-0.6378533341626567	-0.616558571905163	-0.37360829172580307	-0.33032892095605904	-0.3787877931139773	-0.431770247270301	-0.34687392211522694	-0.3316633776455887	-0.3334388835799628	-0.3692204171873498	-0.35263018020819786	-0.35541218313721723	-0.07301626793176176	-0.1554133140327168	-0.10357306433099049	-0.1061515060700816	-0.2110533726131037	0.05776048764213943	-0.026276356933237585	-0.31224590191743334	-0.09428841227926334	-0.22972445731152213	-0.16045710796093887	0.11260891937280536	0.17763541059988353	0.21900356797530124	0.3571085263866192	0.24056974515269916	0.20603219659487365	-0.009199834889257057	0.2781494026044523	0.24952643750954193	0.06359590842008245	0.22401343503853527	0.07056222469762681	0.1036635359709586	0.09968278381236181	0.1641438272896393
SahR_SamR	0.4662286331431544	0.464215639153864	0.4154627341660494	0.37306546188599443	0.3586465442660771	0.36340761431939883	0.3134785780119988	0.8154717813300462	0.8486522552883501	0.8005778876002962	0.8805321994221124	0.8457910896743587	0.8399782868064076	1.0	0.8397634166614834	0.8586832983698142	0.9042470780487529	0.8788810919926944	0.86851078026135	0.8870122306348281	0.893526188712532	0.8248695229317335	0.7677253733368768	0.518295061944801	0.7023822313699103	0.6128944704864547	0.6613307247343809	0.6075905705933243	0.5520409836529055	0.6298805208904671	0.6269401925915036	0.4512216498634444	0.4710349390164602	0.502428598085394	0.6412007848414767	-0.6251646866571294	-0.5625583117991982	-0.6363605521031829	-0.6574743710807402	-0.7427438917506828	-0.7070641387382599	-0.6917970494936415	-0.7707561732758085	-0.7606798943743603	-0.7416129962510815	-0.7814996805220213	-0.574851145879865	-0.4865168984060028	-0.47543412250990946	-0.43207558905519333	-0.7026310283798226	-0.6235022702727154	-0.430956002510588	-0.3455168475157053	-0.36032026960548713	-0.3699554992620907	-0.322774539018722	-0.2956895918032694	-0.3389237267530294	-0.460902115340032	-0.3655676247236374	-0.4249509474077048	-0.011959219908284375	-0.22250934402406547	-0.05616592498770151	-0.17523791214072865	-0.23821748251352834	-0.05160841612430803	-0.06372030692503859	-0.3060938303996019	-0.1430073904020899	-0.21619894713628987	-0.23351295723518667	0.11587720736665329	0.180519194123867	0.2109742099281316	0.29538425001837704	0.2015877772814403	0.19812723705266014	0.07522151415598442	0.2615365477153084	0.22326704400879838	0.0049815946757439875	0.16075114079083522	0.07325375598667805	0.11523259693188051	0.11908895058552114	0.09437888391923144
Zur	0.3888640720154254	0.5186117126846894	0.45860639747584125	0.4412584605119564	0.47430322701030814	0.3084008572187887	0.29314507692916636	0.799548772695659	0.8364612018026474	0.8252540274015979	0.8617706430837259	0.8755223323588783	0.8176657185992728	0.8397634166614834	1.0	0.8815500053717537	0.8539109193614964	0.8957314349367547	0.8812446635868613	0.8765062114435316	0.8868086694448999	0.7556474094011343	0.729580268135323	0.572363175780742	0.6187864360393778	0.5778932547737926	0.5991201633013101	0.6019813289153015	0.5889760306698859	0.6310227253450645	0.6212744061385008	0.490859537124472	0.47567161056482576	0.4831807566821788	0.6083708884880492	-0.616422864445211	-0.6103951914323357	-0.6377741714776846	-0.6595326008900148	-0.6816755347722093	-0.7172987430096522	-0.7361394620330108	-0.7997523338855873	-0.8134700962957518	-0.7408779141763405	-0.7006858881205082	-0.46892016443220563	-0.39331980028385477	-0.4547048080022166	-0.5655438759181458	-0.6575196069007243	-0.679628613917931	-0.37918360653883776	-0.4342016725944439	-0.4005688404362995	-0.4329576875448824	-0.3280558210018603	-0.34145693267213645	-0.2700521908273066	-0.37623196928487823	-0.40236696428066565	-0.3447478385759764	-0.03506341496514015	-0.16444916907453166	-0.16893882420794906	-0.14822081865525216	-0.24665396294055447	-0.003534048436254248	-0.0720436978021046	-0.24066021679266728	-0.09372296452946266	-0.2869025337713669	-0.21642512623621013	0.13190199659600454	0.1462417515309498	0.19315129685441418	0.37799616626425636	0.18141260156855205	0.210476615908307	-0.02286105252444148	0.27675840113994266	0.29691095894283887	0.09945660471244154	0.23649852135413427	0.03400037319551487	0.10994000599374615	0.04498136849664407	0.08441569456774346
MntR	0.34138907894216036	0.5884784366500614	0.5071670502287237	0.4830111223572386	0.4591718452256419	0.3591328293309057	0.32597497328259384	0.8685899429463221	0.8536508133965881	0.7955454026270703	0.8295288123900911	0.8490593776682066	0.8142277962804847	0.8586832983698142	0.8815500053717537	1.0	0.903478069109024	0.9325081565837908	0.9107949629914448	0.9173315389791407	0.908533171992242	0.7910670564486488	0.6840051795013882	0.5956030782975499	0.6327643044144505	0.5954447529276057	0.6303554970002997	0.681370192987317	0.5552188000067854	0.6030556796399229	0.576524871219275	0.46794759430254845	0.42108328479906815	0.4310351651955601	0.5438419912807957	-0.5836608218217596	-0.5719560534008855	-0.643100689280807	-0.6456452041549101	-0.7459556349695506	-0.7231115458776032	-0.6402621415768076	-0.7865774013152315	-0.751225607997693	-0.7413868171511612	-0.7148786266405053	-0.5387529615325896	-0.42011071466941097	-0.4541506692074119	-0.5494286150488265	-0.675580008029358	-0.5994933588161786	-0.41227360885717357	-0.43942640980260217	-0.40538645526460126	-0.46543700629343343	-0.3512391787436882	-0.30062029618153135	-0.3044314140151879	-0.4389288157827776	-0.38667013474619877	-0.35209865932338524	-0.020961148085111195	-0.24201729139218892	-0.07108243662744344	-0.18388926271267902	-0.24009476904286658	-0.08970828550587782	-0.120638277419975	-0.331946101520489	-0.26361739543457485	-0.2559046881272936	-0.19461015204889992	0.05492193993814001	0.1320263951009607	0.21850597395547663	0.310334688523107	0.23156781697587234	0.17311182860147808	-0.005886311075425075	0.20010630417696254	0.18031563293393874	0.10999655076872622	0.20993378606849833	0.173055283826498	0.10022561365217048	0.06293998903031366	0.11360410741245455
ArgR	0.35753826667646776	0.49422960571328406	0.4840854730818599	0.4210267400240881	0.44627963653018643	0.4002634986514071	0.3493279653493619	0.856885174525448	0.8450899344646058	0.8040723546940645	0.8749681935640737	0.8400574494913797	0.8482903687284776	0.9042470780487529	0.8539109193614964	0.903478069109024	1.0	0.9191183538685108	0.9116996793911258	0.8830540963862235	0.8878151664395452	0.8121582575162142	0.77373042843976	0.5880713142702049	0.6612402530944128	0.6192501031942144	0.6470927503943998	0.641460890806385	0.586488060570763	0.5859791575959423	0.6146925943308209	0.44804383350956456	0.4308768398256159	0.4676422525176561	0.528292178161277	-0.5647070132484407	-0.5517695687330012	-0.614805683880781	-0.6699933842613274	-0.7392720425669066	-0.72720538758616	-0.6791536378080983	-0.766164737547427	-0.7687771061515061	-0.7493143946033667	-0.7872446296599963	-0.5646052326534766	-0.4809642015029601	-0.4736586165755353	-0.5333020452245111	-0.7031512403096392	-0.6303668059552957	-0.4391549948826979	-0.41093915216764393	-0.3991665300167938	-0.42206716388372134	-0.3437526505363272	-0.31585345856116165	-0.31618141825604607	-0.4242158653329639	-0.35458662942250824	-0.3451662699108289	-0.056573047367558	-0.24084116007260348	-0.09132546607030777	-0.2017574116063805	-0.27863568766928093	-0.0416791536378081	-0.07190799034215244	-0.2650536327190686	-0.19103652227015963	-0.235435479584509	-0.20444894289543175	0.053564865338618387	0.18615105371188176	0.20900645175882523	0.3640748426641636	0.21903749484028928	0.1851897925372206	-0.03230402994611283	0.1891931626058094	0.2571599821318511	0.08517339455247638	0.22806204092710813	0.10784784931948363	0.1831881075029262	0.08014090957925032	0.15608054237748162
NrtR	0.3838428959971954	0.5172772559951597	0.4896607878948946	0.44162034707182884	0.4561636631967023	0.3809591124732119	0.34198845355694907	0.8700148712758198	0.8614087565238534	0.8191698096137426	0.8902918275836721	0.9098450107717796	0.8383837241519697	0.8788810919926944	0.8957314349367547	0.9325081565837908	0.9191183538685108	1.0	0.9069612272477962	0.9473002697185766	0.9065993406879237	0.8281038840605934	0.7364561127728992	0.5617327580844892	0.6115826317069171	0.6352070386935895	0.6260694030568106	0.6792441094480665	0.591497927633997	0.6182775330645571	0.5916901798689292	0.4801951925632312	0.45586963036680594	0.45393579906248765	0.5681788624322169	-0.6162871569852588	-0.614726521195809	-0.6492188339336503	-0.7190063952140503	-0.7234395055724876	-0.7629190674635711	-0.7053677954888579	-0.7368406172427637	-0.7749744134893215	-0.7525261378222345	-0.7350085665334095	-0.566584299777779	-0.4679023584825644	-0.4420161604966893	-0.5880034605402288	-0.6823653810269662	-0.6242938971224364	-0.38280247213756213	-0.4303792458057913	-0.44985326630892675	-0.4472522066598436	-0.3445895132060322	-0.29829065145235256	-0.3493392743043579	-0.45685350945145914	-0.420133332579403	-0.3493279653493619	-0.07644288129555389	-0.19510774606872452	-0.06652492776404996	-0.1584101871066604	-0.24332913017172647	-0.08597633035719335	-0.07751723202017517	-0.3213156838242362	-0.20010630417696254	-0.19346794759430255	-0.1959106818734415	0.10353913746600245	0.15842149606165642	0.23289096471040593	0.32848556129170886	0.24323865853175838	0.1823738627432132	-0.04736755800080294	0.17285172263656975	0.2378442869986599	0.1090692164590531	0.20113541908159976	0.10315463299613799	0.15172659470401637	0.11903240581054107	0.1260552668630655
FUR	0.3863308660963184	0.5303164811055634	0.5483768822341971	0.4440856992609598	0.39570598978801363	0.2817682682031767	0.25230844043856127	0.8979479901159734	0.8665430220920436	0.843619770315124	0.8196334767685792	0.8151664395451538	0.8202780872033519	0.86851078026135	0.8812446635868613	0.9107949629914448	0.9116996793911258	0.9069612272477962	1.0	0.9086123346772141	0.9079111794674614	0.7972304369214763	0.722953220507659	0.5657587460630701	0.6832135526516673	0.6180965897846209	0.6768126841239235	0.6176894674047645	0.5829596666120067	0.6207089583887001	0.5599911790151031	0.4677779599776083	0.44098704559205204	0.44569157087039374	0.5353828929437775	-0.6078506765582327	-0.5668896415626714	-0.63225540143963	-0.6217833091133214	-0.7481156453737893	-0.7142566341157245	-0.6797643213778831	-0.78198596558685	-0.8315531153343775	-0.7191534116289984	-0.7341377769987164	-0.5320128243549654	-0.43481235616422864	-0.4451826678955731	-0.5309950184053243	-0.6887888674647019	-0.6507568518131082	-0.35911021142091365	-0.4119230312522971	-0.4007271658062437	-0.41558713267100555	-0.3786407766990291	-0.3611118964552081	-0.34695308480019904	-0.42265522954351403	-0.3429157878666222	-0.31887294954509726	-0.14469242469649593	-0.21461569343684797	-0.06573330091432901	-0.11779972971597559	-0.20458465035538392	-0.06483989346964394	-0.07033604559770655	-0.2611746611554359	-0.1854272805921369	-0.31894080327507335	-0.1848505238873402	0.04977636541495383	0.10023692260716649	0.15102543949426353	0.32218647335892925	0.18900091037087718	0.14880888431504488	0.014537661647375475	0.27606855488518584	0.27009742664729064	0.15809353636677204	0.2766226936799905	0.09143855562026791	0.10904659854906107	0.08470972739763982	0.12893905038704898
NagC	0.4295650010460783	0.5189170544695817	0.48341824473709505	0.4524203990930218	0.39082052122973576	0.3387088566081051	0.2740103250759114	0.8941594901923088	0.8680697310165054	0.7906825519787845	0.8710100593154689	0.8899977947537758	0.8346743869132773	0.8870122306348281	0.8765062114435316	0.9173315389791407	0.8830540963862235	0.9473002697185766	0.9086123346772141	1.0	0.922612820962279	0.8475552866537368	0.7222859921628942	0.5747041294649168	0.6843670660612606	0.611480851111953	0.6217154553833453	0.6367337476180513	0.5892813724547783	0.5891230470848341	0.5702597101514835	0.47858932095379725	0.4677779599776083	0.44765932903970007	0.5804716965128838	-0.6207089583887001	-0.57897891445341	-0.6240903359325082	-0.670536214101136	-0.7688788867464702	-0.7514404781426173	-0.6777626363435887	-0.7277708353359608	-0.7737643553047481	-0.7099026864422593	-0.6807708183725283	-0.5454591718452256	-0.4252110533726131	-0.4656518764383577	-0.5368530570932593	-0.6614777411493291	-0.5985094797315255	-0.4255616309774895	-0.4432488365912548	-0.44932174542411407	-0.39489174502830066	-0.3835940989872831	-0.3046689020701042	-0.3353840238392771	-0.5047016980395926	-0.3888866899254174	-0.36609914560845	-0.11956392669535372	-0.2623734103850134	-0.10526940758039253	-0.1991563519572974	-0.22315395445883823	-0.1067395717298743	-0.126473698197918	-0.3846684497119044	-0.19725644751796712	-0.24193812870721682	-0.18792655964625588	0.13965993972326987	0.10418374790077523	0.12330719079903421	0.31312800040712235	0.19188469389486065	0.17196962414688072	0.010081933378946119	0.2032501936658543	0.20936833831869767	0.09797513160796377	0.22148022911942822	0.07300495897676575	0.06698859491888652	0.07307281270674183	0.1207174401049471
ThiR	0.41572284013095767	0.5112495829822845	0.48380274920695954	0.42392183250306753	0.3953101763631532	0.3365940820238506	0.2740442519408994	0.8691893175611107	0.862788449033367	0.8042193711090126	0.848618328423362	0.8508461925575768	0.8571792073553444	0.893526188712532	0.8868086694448999	0.908533171992242	0.8878151664395452	0.9065993406879237	0.9079111794674614	0.922612820962279	1.0	0.7885451594845378	0.7218675608280417	0.5643677445985603	0.6535501636971236	0.5801663547279914	0.6317464984648093	0.6254587194870258	0.5550491656818451	0.5863636620658068	0.5732678921804231	0.41577938490593774	0.40651735076420265	0.4399126948674308	0.5944948007079406	-0.5901860888544594	-0.5809240547127242	-0.612306404826662	-0.641483508716377	-0.732147400919418	-0.7400071246416475	-0.6961283792571148	-0.8058817874934266	-0.7998088786605674	-0.7225008623078184	-0.719684932513811	-0.5200818768341712	-0.3812870721680963	-0.43217736965015746	-0.5152981888708574	-0.6932219778231392	-0.6082238720731011	-0.4095820775681223	-0.46868267637728933	-0.4139812610615716	-0.3895199914051942	-0.3712221022216442	-0.31277742280224596	-0.29705797535778705	-0.4984365369718011	-0.3548241174774245	-0.3729410633810383	-0.012400269153128906	-0.20201751757128883	-0.08279851400331352	-0.22464673651831202	-0.197991529592708	-0.05260360416395723	-0.10102854945688744	-0.35713114429661125	-0.17359811366630667	-0.2921159620245291	-0.22011184556491056	0.08553528111234882	0.1361993994944897	0.16727640782353506	0.2844145636722439	0.19760702512284353	0.15755070652696337	0.007175531944970625	0.2796195667539341	0.21114384425307178	0.13250137121079328	0.2633572894696666	0.05469576083821975	0.11665752526137822	0.03274507919095736	0.11088995821341129
BirA	0.46551616897840553	0.5861374829658865	0.4745633329752164	0.40642687912423453	0.3395117924128221	0.3907752854097517	0.3442050087361677	0.7494953378833029	0.7218901787380337	0.7127073072812706	0.7991303413608065	0.8125653798960707	0.7311974486997529	0.8248695229317335	0.7556474094011343	0.7910670564486488	0.8121582575162142	0.8281038840605934	0.7972304369214763	0.8475552866537368	0.7885451594845378	1.0	0.8033372726193236	0.5221966514184256	0.5257024274671899	0.477526279184172	0.624802800097257	0.6435982833006316	0.6086762302729416	0.6246784015923008	0.5110912576123403	0.37931931399878993	0.4058275045094458	0.39044732571486734	0.46717858536281953	-0.4638311346839995	-0.5725441190606781	-0.5846333919514167	-0.45949980492052633	-0.5703614907464476	-0.5586906491905616	-0.6326059790445064	-0.6464820668246151	-0.6537763427970439	-0.6377741714776846	-0.7064873820334632	-0.49640092507251865	-0.4903506341496514	-0.5212693171087526	-0.5376899197629643	-0.7508863393478126	-0.6391990998071824	-0.346919157935211	-0.3373630909635795	-0.35450746673753614	-0.4591379183606539	-0.41608472669083013	-0.28881374716569314	-0.2369508795539748	-0.3274677553420676	-0.3374083267835636	-0.2965603813379625	-0.05123522060943959	-0.1382802472137562	-0.1972451385629711	-0.31052694075803927	-0.28522880843195686	-0.11568495513172106	-0.19403339534410322	-0.2580646985315322	-0.15919050500138535	-0.1426002680222334	-0.16812457944823608	-0.05393806085348683	0.12287745050918569	0.2530209046033101	0.24926633154463362	0.13429949505515942	0.11440704321717152	0.06507738152456022	0.23870376757835693	0.28656326512148644	-0.03299387620086966	0.15543593194270883	0.029013124042272874	0.11340054622252631	0.17467246439092796	0.1400896800131184
CzrA	0.43986745904744673	0.38583327207649376	0.32243527036884156	0.3395231013678181	0.43972044263249854	0.4033056075453348	0.2856020039468253	0.6297335044755189	0.634822534223725	0.7153649117053339	0.8176883365092649	0.7761166179439188	0.6703665797761957	0.7677253733368768	0.729580268135323	0.6840051795013882	0.77373042843976	0.7364561127728992	0.722953220507659	0.7222859921628942	0.7218675608280417	0.8033372726193236	1.0	0.4564916228915867	0.49061074011455974	0.5019762398855534	0.5884671276950654	0.524130482722744	0.5470311165896715	0.6243278239874245	0.6810874691124167	0.35804716965128836	0.44679984846000304	0.5899146739345551	0.5483316464142131	-0.5168362067503153	-0.6512544458329328	-0.6045823885643847	-0.45245432595800983	-0.546657921074803	-0.6111642003720646	-0.6949861748025173	-0.6207881210736722	-0.6599623411798633	-0.5939067350481478	-0.654714986061713	-0.5042606487947481	-0.4049001701997727	-0.4693838315870422	-0.5384363107927012	-0.681291030302345	-0.6529507890823348	-0.3606369203453755	-0.3355988939842014	-0.3417848923670208	-0.40991003726300673	-0.4589795929907097	-0.2592295208961216	-0.19457622518391188	-0.33043070155102316	-0.28491215769206846	-0.4194661042346382	0.006768409565114136	-0.1800216001040424	-0.18250957020316538	-0.31917829132998965	-0.2735353489660788	0.036228237329729546	-0.022974142074401616	-0.14444362768658361	-0.001894249961832277	-0.12524102210335253	-0.18108464187366766	0.027034056917970496	0.23670208254406253	0.22218138432918105	0.3732577141209267	0.250419844954227	0.2751299116205167	0.12190488037952853	0.17373382112625882	0.2948301112235724	-0.06441015317979543	0.0685605396633324	0.012863936307965462	0.0983370181678362	0.08467580053265178	0.027882228542671514
PhrR	0.29911620516706156	0.39139727793453244	0.30196606182605695	0.3902437645249391	0.3808573318782478	0.36102142481523997	0.28390566069742323	0.52246806633833	0.4760448060796942	0.49879842353167353	0.5476644180694483	0.503299387620087	0.45679696467647907	0.518295061944801	0.572363175780742	0.5956030782975499	0.5880713142702049	0.5617327580844892	0.5657587460630701	0.5747041294649168	0.5643677445985603	0.5221966514184256	0.4564916228915867	1.0	0.4915493833792288	0.31977766594477836	0.3268570717722829	0.4331160129148266	0.38732605413596755	0.4167406460805989	0.4072411238839475	0.2528625792333659	0.3172218421156793	0.347767329559912	0.2596366432759781	-0.39648630768273857	-0.39512923308321696	-0.4443797320908561	-0.3106174123980074	-0.44745576784977187	-0.4336022979796552	-0.38714511085603137	-0.5372827973831078	-0.5170623858502356	-0.49415044302831196	-0.36839486347264083	-0.3298652538012225	-0.3529581399030823	-0.3637355740142832	-0.38409169300710766	-0.39791123601223627	-0.4351629337691051	-0.24783009426013988	-0.30838954826379267	-0.19491549383379228	-0.2962663485080661	-0.2526703269984337	-0.35662224132179066	-0.131449638396164	-0.3796698916036664	-0.095679413743773	-0.1986700668924688	-0.10697705978479059	-0.3064557169594744	-0.09158557203521608	-0.08921069148605323	-0.1553115334377527	-0.049041283340212946	-0.213812757632131	-0.16657525261378223	-0.10070058976200304	-0.09574726747374909	-0.11553793871677287	-0.07919095735958519	0.20268474591605362	0.0071868408999666384	0.25877716269628104	0.06865101130330052	0.12440415943364753	0.10927277764898134	0.06548450390441671	0.15703049459714674	-0.1615653855505482	0.016799452646578193	-0.015442378047056561	0.06143589801584384	-0.11285771638271766	-0.07012117545278229
AgaR	0.4150103759662088	0.29754426042261567	0.26332336260467853	0.26633154463361813	0.3037528767154271	0.17405047186614722	0.11159111342316413	0.649772972728455	0.6251986135221175	0.6013141005705368	0.6052043810891654	0.6019926378702976	0.6279240716761567	0.7023822313699103	0.6187864360393778	0.6327643044144505	0.6612402530944128	0.6115826317069171	0.6832135526516673	0.6843670660612606	0.6535501636971236	0.5257024274671899	0.49061074011455974	0.4915493833792288	1.0	0.5078795143934725	0.44328276345624285	0.43880441727782143	0.5014560279557367	0.417656671435276	0.45089369016855996	0.38395598554715554	0.4033734612753109	0.3332013955250465	0.37738548269447164	-0.48747815958066393	-0.357741827866396	-0.5036952010449475	-0.47028854798672326	-0.652215707007594	-0.6064031303187429	-0.512516185941838	-0.592346099258698	-0.642275135566098	-0.4920695953090455	-0.5165647918304109	-0.5010602145308762	-0.3711542484916681	-0.2839395875624113	-0.24935680318460174	-0.45300846475281453	-0.4696552465069465	-0.3709959231217239	-0.2351075198896246	-0.2406715257476633	-0.24979785242944624	-0.2261169006677938	-0.2605639775856512	-0.2650197058540806	-0.4230849698333625	-0.26218115815008114	-0.2681296684779843	-0.08480019903760792	-0.40310204635540653	0.08542219156238867	-0.04059349395819079	-0.16590802426901743	-0.15110460217923563	-0.06191087412567642	-0.22122012315451992	-0.038490028328932266	-0.14379901725181085	-0.096504967458482	0.10384447925089482	0.11891931626058094	-0.03970008651350572	0.3026106722608297	0.19499465651876438	0.20971891592357408	0.10303023449118184	0.2082374428190963	0.19355841923427067	-0.08613465572713754	0.09320275259964603	0.08443831247773549	-0.005999400625385211	0.017183957116442654	0.03847871937393625
GulR	0.21701319189600285	0.3392064506279297	0.25545232992745304	0.19519821770869264	0.27607986384018185	0.2356842765944213	0.23316237963031025	0.6228915867029308	0.6036663632097076	0.6023997602501541	0.5714584593810609	0.5257024274671899	0.5847917173213609	0.6128944704864547	0.5778932547737926	0.5954447529276057	0.6192501031942144	0.6352070386935895	0.6180965897846209	0.611480851111953	0.5801663547279914	0.477526279184172	0.5019762398855534	0.31977766594477836	0.5078795143934725	1.0	0.4316232308553528	0.37859554087904507	0.40287586725548624	0.3725791768211658	0.45152699164833676	0.4162995968357544	0.4156097505809976	0.32672136431233073	0.34255390130674973	-0.436768805378539	-0.47679119710943113	-0.39739102408241966	-0.5266410707318591	-0.5205681618989997	-0.665582891812882	-0.4849788805265449	-0.5312098885502485	-0.560748878999836	-0.4390758321977258	-0.5097794188328028	-0.41338188644678286	-0.36303441880453036	-0.330306303046067	-0.34596920571554585	-0.3425425923517537	-0.5058099756292019	-0.21799707098065604	-0.26506494167406464	-0.27689410859989483	-0.283690790552499	-0.18758729099637547	-0.22767753645724367	-0.2693171087525657	-0.40447042990992416	-0.1631486392499901	-0.3930370764089544	-0.21849466500048062	-0.2973406992326874	0.0707997127525431	-0.01786249441620347	-0.09660674805344611	0.01194791095328836	-0.10774606872451951	-0.15212240812887684	-0.05212862805412466	-0.05554393246292076	0.02151528687991586	-0.038173377589043885	0.13348525029544644	0.057692633912163345	0.25495473590762846	0.20054735342180705	0.1856873865570452	-0.014775149702291759	0.13316859955555807	0.18004421801403442	0.06558628449938084	0.08590847662721726	0.17324753606143026	0.01632447653674562	-0.06100615772599533	0.051156057924467487
