	Rex	ModE	PhrR	AraR	MntR	Zur	CzrA	NsrR	RbkR	NadQ	FUR	SahR_SamR	KdgR	NagC	ThiR	Phr	ArgR	NrtR	BirA	XylR	AgaR	IscR	GulR	MetR	Irr	SiaR	LldR	NagR	VanR	NrdR	HutC	PhnF	HypR	NiaR	PsrA	CcpA	TyrR	HexR	HisR	TrpR	NagQ	NarP	CsoR	HcpR	FnrN_FixK	DasR	FadR	PdxR	SoxR	MetJ	PhsR	CadR-PbrR	ZntR	LiuQ	PhnR	NorR	PdhR	ExuR_UxuR	PrpR	AmtR	CblR	NikR	TtrR	GguR	LtbR	GlcC	RutR	FabR	SdaR	HrcA	GntR	NtrC	QorR	LiuR	PurR	FixJ	FruR	PaaR	BioQ	CueR	MerR	LexA	NmlR	NnrR	RbsR	FadP	AcnR	NifA
LldR	0.4271128757799206	0.1728385057936958	0.23490803014342435	0.4115549793371688	0.43829511384814845	0.3648812900089134	0.30038084434000484	0.31691110931042865	0.4055587067498582	0.40620695243497285	0.41722712908192205	0.4081516894903168	0.4019933554817276	0.3731464224941253	0.38432866056235315	0.33489992707236044	0.34348918240012966	0.3561299732598655	0.1527428895551414	0.2342597844583097	0.22891175755611376	0.46373875698889877	0.3804391864516652	0.4316505955757232	0.4587148529292602	0.3844907219836318	1.0	0.39664532857953166	0.3308483915403938	0.39875212705615426	0.09245604083947816	0.053561299732598655	0.1490154768657321	0.22080868649218052	-0.025848796693947004	-0.038165464711125516	-0.02390405963860303	0.27023741998217327	0.23215298598168707	-0.03605866623450288	0.2861194392674824	0.27477513977797585	-0.16068389919779597	-0.06150230937525322	-0.0918077951543635	0.04578235151122275	0.1023417875374767	0.2794749209950571	-0.008346163195851228	0.052750992626205334	0.1908273235556276	0.14058828295924156	0.2081678956324447	0.00105339923831132	0.11644113118872053	0.21254355400696864	0.3982659427923183	0.3216108905275099	0.02033870837047241	-0.10315209464387003	0.21140912405801798	0.12859573778462038	-0.011425330200145856	-0.4313264727331659	0.11935823677173649	-0.006725548983064582	-0.05890932663479459	-0.26067579612673203	-0.14528806417632284	-0.22161899359857387	-0.18450692812575967	-0.42095454177133135	-0.19633741187910217	-0.6178591686249089	-0.39988655700510495	-0.2968154930718742	-0.3371687869702617	-0.31010452961672474	-0.2443075925775869	-0.27023741998217327	-0.30038084434000484	-0.35904707884288145	-0.29389838748885827	-0.41965805040110205	-0.4173891905032007	-0.47492099505712665	-0.36504335143019206	-0.27979904383761445
NagR	0.2869297463738757	0.40361396969451424	0.26488939307997733	0.576209383356292	0.44283283364395104	0.5434729762580017	0.5073332793128595	0.4655214326229641	0.4436431407503444	0.5721578478243254	0.5436350376792805	0.5882019285309132	0.2854711935823677	0.33198282148934444	0.31464224941252733	0.39486265294546635	0.4434810793290657	0.365529535694028	0.13297139615914433	0.2634308402884693	0.4609837128271615	0.5309942468195447	0.6219107041568754	0.5805850417308159	0.3308483915403938	0.4517462118142776	0.39664532857953166	1.0	0.5929017097479945	0.19552710477270885	0.398428004213597	0.36536747427274935	0.3122113280933474	0.2511141722712908	-0.26424114739486265	0.025038489587553683	-0.01158739162142452	0.1243821408313751	0.06182643221781055	-0.09018718094157686	0.008508224617129892	0.16797666315533588	0.08062555708613564	-0.20525079004942873	0.014504497204440484	-0.055181913945385304	0.23652864435621102	0.06409529211571185	-0.3263106717445912	-0.017745725630013774	0.04043432460902682	0.15387731950409206	0.19147556924074224	0.05161656267725468	0.19196175350457823	0.18077951543635037	0.2287496961348351	0.30961834535288874	0.2465764524754882	-0.08645976825216757	0.27023741998217327	0.04075844745158415	0.16457337330848393	-0.30005672149744755	0.28304027226318773	-0.002349890608540637	-0.10039705048213272	-0.3561299732598655	-0.4758933635847986	-0.3222591362126246	-0.35904707884288145	-0.6324446965399887	-0.3395997082894417	-0.6651811036382789	-0.4870756016530265	-0.12535450935904707	-0.16441131188720526	-0.185317235232153	-0.4100964265456608	-0.40539664532857955	-0.3629365529535694	-0.5110606920022689	-0.4207924803500527	-0.660805445263755	-0.6223968884207115	-0.553034600113443	-0.5167328417470222	-0.43829511384814845
VanR	-0.0474029657240094	0.3630986143748481	0.18904464792156228	0.3488372093023256	0.25873105907138805	0.3313345758042298	0.2924398346973503	0.2603516732841747	0.3345758042298031	0.4233854630905113	0.39940037274126894	0.4028036625881209	-0.04286524592820679	0.12016854387812981	0.13507819463576695	0.1610080220403533	0.22032250222834454	0.16927315452556518	-0.036382789077060204	0.09812819058423142	0.3415444453447857	0.5321286767684953	0.5052264808362369	0.4895065229722065	0.3258244874807552	0.39113524025605706	0.3308483915403938	0.5929017097479945	1.0	-0.04043432460902682	0.10574507738432866	0.2146503524835913	0.2955190017016449	0.2788266753099425	-0.2287496961348351	0.01871809415768576	0.08305647840531562	0.09440077789482214	-0.10914836723118061	-0.19196175350457823	0.15841503929989467	0.07236042460092375	0.06879507333279312	-0.08030143424357832	0.20881614131755935	0.2209707479134592	0.396483267158253	0.4193339275585447	-0.1467466169678308	0.01337006725548983	0.04318936877076412	0.29211571185479296	0.1898549550279556	0.26602382302892796	0.338951462604327	0.27104772708856656	0.24835912810955352	0.39567296005185965	0.3639089214812414	0.05307511546876266	0.40944818086054613	-0.12016854387812981	0.08872862815006888	-0.29389838748885827	0.3216108905275099	-0.028927963698241632	0.13896766874645491	-0.502795559517057	-0.3368446641277044	-0.1266510007292764	-0.27671987683331983	-0.4219269102990033	-0.4460740620695243	-0.5538449072198364	-0.49047889149987844	-0.26229641033951867	-0.211895308321854	-0.04011020176646949	-0.25014180374361883	-0.2329632930880804	-0.28401264079085975	-0.34494773519163763	-0.4313264727331659	-0.4695729681549307	-0.4436431407503444	-0.3431650595575723	-0.41414796207762744	-0.4758933635847986
NrdR	0.28206790373551577	0.2814196580504011	0.38238392350700917	0.340896199659671	0.3446236123490803	0.266510007292764	0.35450935904707886	0.3240418118466899	0.342354752451179	0.22080868649218052	0.23588039867109634	0.2992464143910542	0.36779839559192934	0.25192447937768414	0.38076330929422253	0.2663479458714853	0.3524025605704562	0.3289036544850498	0.342840936715015	0.17219026010858116	-0.07462928449882505	0.21902601085811524	0.15890122356373065	0.10412446317154202	0.261648164654404	0.09310428652459282	0.39875212705615426	0.19552710477270885	-0.04043432460902682	1.0	0.20606109715582205	0.23215298598168707	0.11919617535045782	0.29130540474839967	0.08419090835426626	0.18418280528320233	0.2585689976501094	0.2447937768414229	0.15193258244874808	0.24009399562434164	0.19649947330038084	0.3089700996677741	0.07138805607325176	-0.2434972854711936	-0.3212867676849526	-0.07803257434567701	-0.2987602301272182	-0.09051130378413419	-0.014342435783161819	0.09715582205655944	0.39437646868163034	-0.16408718904464792	0.1670042946276639	-0.2846608864759744	-0.08483915403938093	0.23717689004132567	0.13831942306134024	0.014990681468276477	0.020500769791751073	-0.30459444129325014	-0.21384004537719795	0.09812819058423142	-0.03994814034519083	-0.33441374280852443	-0.1705696458957945	-0.04578235151122275	-0.16911109310428651	0.22599465197309782	-0.003970504821327283	-0.25824487480755204	-0.12584069362288308	-0.23766307430516165	-0.21448829106231262	-0.34673041082570294	-0.09780406774167409	-0.26748237582043594	-0.3350619884936391	-0.6421683818167085	-0.42046835750749534	-0.17235232152985983	-0.15193258244874808	-0.21853982659427923	-0.2571104448586014	-0.3593712016854388	-0.28984685195689164	-0.3084839154039381	-0.23944574993922696	-0.13702293169111093
HutC	0.36099181589822543	0.5951705696458958	0.6115387731950409	0.687869702617292	0.5470383275261324	0.6296896523782514	0.5567620128028523	0.5228911757556114	0.5789644275180293	0.5343975366663966	0.4645490640952921	0.5309942468195447	0.4300299813629366	0.48999270723604244	0.5421764848877725	0.5296977554493153	0.6001944737055344	0.5502795559517057	0.447694676282311	0.5125192447937769	0.1715420144234665	0.2564621991734867	0.3723361153877319	0.34527185803419497	0.24722469816060286	0.2937363260675796	0.09245604083947816	0.398428004213597	0.10574507738432866	0.20606109715582205	1.0	0.5392593793047565	0.5567620128028523	0.3579126488939308	-0.06685033627744916	0.3290657159063285	0.27477513977797585	0.43084028846932987	0.3496475164087189	0.41868568187343	0.1650595575723199	0.3245279961105259	-0.034113929179158904	-0.2546795235394214	-0.2149744753261486	-0.4348918240012965	-0.1106069200226886	-0.2016854387812981	-0.17413499716392514	-0.060854063690138564	-0.09504902357993679	0.043027307349485455	-0.026821165221618995	0.010939145936309862	-0.08662182967344624	0.07479134592010372	0.07560165302649705	0.20930232558139536	0.021311076898144397	-0.0900251195202982	-0.07333279312859574	0.1908273235556276	-0.04416173729843611	-0.19098938497690623	-0.17672797990438377	-0.4052345839073009	-0.34624422656186693	0.08257029414147962	-0.07770845150311968	-0.19568916619398752	-0.3828701077708451	-0.45158415039299893	-0.17543148853415444	-0.36536747427274935	-0.38935256462199175	-0.3345758042298031	-0.4256543229884126	-0.554979337168787	-0.5115468762661048	-0.4251681387245766	-0.5366663965642978	-0.5382870107770845	-0.5204602544364314	-0.5194878859087594	-0.5703751721902601	-0.5867433757394053	-0.524025605704562	-0.5467142046835751
PhnF	0.06490559922210518	0.6066769305566809	0.43959160521837776	0.5860951300542906	0.4237095859330686	0.5536828457985576	0.6441131188720525	0.48172757475083056	0.5073332793128595	0.451097966129163	0.43505388542257517	0.5039299894660076	0.26002755044161735	0.3371687869702617	0.41236528644356213	0.4243578316181833	0.5468762661048537	0.4765416092699133	0.37136374686005996	0.3835183534559598	0.16165626772546796	0.2770439996758772	0.3997244955838263	0.41349971639251276	0.21513653674742728	0.19682359614293818	0.053561299732598655	0.36536747427274935	0.2146503524835913	0.23215298598168707	0.5392593793047565	1.0	0.28595737784620373	0.37411879102179724	0.11546876266104854	0.30459444129325014	0.2961672473867596	0.289198606271777	0.3499716392512762	0.28530913216108905	0.07916700429462767	0.13183696621019367	0.004780811927720606	-0.2678064986629933	-0.12648893930799773	-0.16651811036382788	-0.1793209626448424	-0.157280609350944	-0.12454420225265375	0.23458390730086703	0.08645976825216757	-0.08532533830321692	-0.07203630175836642	0.10444858601409934	-0.15938740782756664	0.08889068957134755	0.12308564946114578	0.09974880479701807	0.08937687383518353	-0.02390405963860303	-0.023417875374767038	0.06976744186046512	-0.24722469816060286	-0.02844177943440564	-0.09845231342678876	-0.3225832590551819	-0.2387975042541123	0.06879507333279312	-0.2904950976420063	-0.2781784296248278	-0.36082975447694676	-0.38141155497933715	-0.2726683413013532	-0.42533020014585526	-0.28725386921643303	-0.28028522810145046	-0.3183696621019366	-0.38432866056235315	-0.5575723199092456	-0.5271047727088567	-0.4695729681549307	-0.3468924722469816	-0.4629284498825055	-0.5789644275180293	-0.5603273640709829	-0.448667044809983	-0.5029576209383356	-0.5133295519001702
HypR	0.07738432866056236	0.42160278745644597	0.36131593874078277	0.42176484887772464	0.27526132404181186	0.3995624341625476	0.3190179077870513	0.36536747427274935	0.394052345839073	0.3848148448261891	0.35531966615347216	0.3295519001701645	0.3092942225103314	0.28984685195689164	0.33052426869783647	0.29260189611862897	0.3877319504092051	0.3496475164087189	0.23782513572644032	0.27931285957377844	0.09537314642249413	0.29535694028036624	0.25921724333522406	0.2603516732841747	0.2613240418118467	0.3520784377278989	0.1490154768657321	0.3122113280933474	0.2955190017016449	0.11919617535045782	0.5567620128028523	0.28595737784620373	1.0	0.36212624584717606	0.08094967992869298	0.20330605299408475	0.22567052913054048	0.4595251600356535	0.18628960375982498	0.36212624584717606	0.30443237987197147	0.289684790535613	0.09051130378413419	0.062474677902925206	-0.009804715987359209	-0.0895389352564622	0.005591119034113929	-0.045458228668665425	-0.11935823677173649	-0.031683007859978934	0.1133619641844259	0.15695648650838667	0.057450773843286604	0.007049671825621911	0.2274532047646058	0.2992464143910542	0.05339923831131999	0.38838019609431973	0.25176241795640547	0.04367555303460011	-0.16246657483186128	0.008994408880965886	-0.09034924236285552	-0.22016044080706587	-0.03297949923020825	-0.2546795235394214	-0.30086702860384085	-0.0008913378170326554	-0.09861437484806741	-0.17219026010858116	-0.3481889636172109	-0.34543391945547364	-0.2551657078032574	-0.35353699051940685	-0.27299246414391054	-0.19876833319828216	-0.3588850174216028	-0.38627339761769713	-0.2551657078032574	-0.3760635280771412	-0.3259865489020339	-0.4684385382059801	-0.5363422737217406	-0.39615914431569565	-0.46114577424844017	-0.42970585852037924	-0.5065229722064662	-0.4932339356616158
NiaR	0.16586986467871323	0.5356940280366259	0.5867433757394053	0.48480674175512517	0.36779839559192934	0.5212705615428247	0.3630986143748481	0.29957053723361154	0.44023985090349244	0.4100964265456608	0.4105826108094968	0.37201199254517464	0.2146503524835913	0.2825540879993518	0.3264727331658699	0.38513896766874645	0.38205980066445183	0.3849769062474678	0.2796369824163358	0.4013451097966129	0.13102665910380035	0.557410258487967	0.42954379709910057	0.40069686411149824	0.27671987683331983	0.2136779839559193	0.22080868649218052	0.2511141722712908	0.2788266753099425	0.29130540474839967	0.3579126488939308	0.37411879102179724	0.36212624584717606	1.0	0.2566242605947654	0.43732274532047644	0.3524025605704562	0.5553034600113443	0.3532128676768495	0.3002187829187262	0.29260189611862897	0.4906409529211571	-0.1211409124058018	0.05858520379223726	-0.09018718094157686	0.0185560327364071	0.08451503119682359	-0.11222753423547524	-0.0822461712989223	0.07446722307754639	0.1632768819382546	-0.07592577586905437	-0.07462928449882505	0.16262863625313995	0.22307754639008184	0.24771088242443887	0.447208492018475	0.4280852443075926	0.41366177781379143	-0.0712259946519731	0.16214245198930394	0.017097479944899116	-0.07479134592010372	-0.3110768981443967	-0.34673041082570294	-0.4144720849201847	-0.4237095859330686	-0.1133619641844259	-0.19633741187910217	-0.4528806417632283	-0.36212624584717606	-0.3990762498987116	-0.2146503524835913	-0.45142208897172026	-0.23182886313912973	-0.4627663884612268	-0.4183615590308727	-0.36228830726845473	-0.23814925856899766	-0.42451989303946197	-0.524997974232234	-0.370391378332388	-0.709099748804797	-0.680576938659752	-0.6907868082003079	-0.6502714528806418	-0.48496880317640384	-0.6152661858844503
PsrA	0.037355157604732195	0.15582205655943604	0.2337736001944737	-0.05890932663479459	0.07025362612430111	0.08257029414147962	-0.050158009885746695	0.007049671825621911	-0.029576209383356294	-0.08970099667774087	-0.10315209464387003	-0.10704156875455798	0.05485779110282797	0.09067336520541285	0.22404991491775383	0.18758609513005428	0.12584069362288308	0.18466898954703834	0.3259865489020339	0.21108500121546067	-0.2773681225184345	-0.027145288064176324	-0.19552710477270885	-0.13750911595494691	-0.04643059719633741	-0.25046592658617617	-0.025848796693947004	-0.26424114739486265	-0.2287496961348351	0.08419090835426626	-0.06685033627744916	0.11546876266104854	0.08094967992869298	0.2566242605947654	1.0	0.5846365772627826	0.3630986143748481	0.46260432703994814	0.5248359128109553	0.4549874402398509	0.3538611133619642	0.42727493720119925	-0.022931691110931043	0.07722226723928369	-0.18872052507900494	-0.14642249412527347	-0.33554817275747506	-0.36958107122599465	0.3165869864678713	0.23993193420306297	0.37881857223887855	-0.17202819868730249	-0.26796856008427195	0.14188477432947086	-0.019366339842800423	0.06182643221781055	0.034113929179158904	-0.19617535045782353	-0.10396240175026335	-0.1806174540150717	-0.2799611052588931	-0.0922939794181995	-0.11822380682278584	-0.20249574588769143	-0.5664856980795722	-0.5450935904707884	-0.46114577424844017	0.2994084758123329	0.36536747427274935	-0.07009156470302244	0.05890932663479459	0.183372498176809	0.2861194392674824	0.2177295194878859	0.4903168300785998	-0.2546795235394214	-0.2553277692245361	-0.1728385057936958	0.00915647030224455	-0.23766307430516165	-0.210436755530346	0.3036220727655782	-0.27850255246738514	0.004780811927720606	0.012883882991653836	-0.17705210274694108	-0.1028279718013127	-0.21610890527509927
CcpA	0.038813710396240174	0.4903168300785998	0.5306701239769873	0.3054047483996435	0.3161008022040353	0.39016287172838504	0.20962644842395267	0.2428490397860789	0.24771088242443887	0.19876833319828216	0.15857710072117331	0.18385868244064502	0.21076087837290333	0.3078356697188234	0.3810874321367798	0.3870837047240904	0.3799530021878292	0.3647192285876347	0.4258163844096913	0.46017340572076815	-0.1564703022445507	0.13507819463576695	0.07219836317964509	0.0313588850174216	0.07560165302649705	-0.11352402560570456	-0.038165464711125516	0.025038489587553683	0.01871809415768576	0.18418280528320233	0.3290657159063285	0.30459444129325014	0.20330605299408475	0.43732274532047644	0.5846365772627826	1.0	0.7282229965156795	0.5935499554331092	0.5324527996110526	0.5280771412365286	0.38611133619641846	0.4632525727250628	-0.03054857791102828	-0.10704156875455798	-0.16279069767441862	-0.36212624584717606	-0.2522486022202415	-0.24803500526699618	0.13977797585284824	0.2757475083056478	0.33344137428085246	-0.11708937687383518	-0.22064662507090188	0.13912973016773358	0.028279718013126974	0.18515517381087432	0.17300056721497448	0.03476217486427356	0.09083542662669152	-0.08727007535856089	-0.30410825702941413	0.005104934770277935	-0.14933959970828944	-0.20654728141965806	-0.6251519325824487	-0.6220727655781542	-0.5504416173729844	0.31642492504659264	0.38740782756664777	-0.12551657078032574	-0.06441941495826918	-0.0418928774005348	-0.019852524106636415	0.047078842881452074	0.23490803014342435	-0.3010290900251195	-0.6039218863949437	-0.4758933635847986	-0.2593793047565027	-0.42160278745644597	-0.4271128757799206	-0.05064419414958269	-0.5049023579936796	-0.2791507981524998	-0.23393566161575238	-0.47167976663155337	-0.3600194473705534	-0.36536747427274935
TyrR	0.13361964184425898	0.5643788996029495	0.5198120087513167	0.3383032169192124	0.3853010290900251	0.3747670367069119	0.3010290900251195	0.31464224941252733	0.37833238797504254	0.30459444129325014	0.2663479458714853	0.2691029900332226	0.26245847176079734	0.33862733976176973	0.4164168219755287	0.4028036625881209	0.38935256462199175	0.38611133619641846	0.4348918240012965	0.40944818086054613	-0.052913054047484	0.21724333522404993	0.17267644437241714	0.12648893930799773	0.09423871647354347	0.04367555303460011	-0.02390405963860303	-0.01158739162142452	0.08305647840531562	0.2585689976501094	0.27477513977797585	0.2961672473867596	0.22567052913054048	0.3524025605704562	0.3630986143748481	0.7282229965156795	1.0	0.5267806498662994	0.41722712908192205	0.3982659427923183	0.34851308645976825	0.29632930880803826	0.025524673851389675	-0.23037031034762176	-0.2131917996920833	-0.33068633011911513	-0.2447937768414229	-0.18126569970018638	0.03362774491532291	0.2533830321691921	0.25192447937768414	-0.008832347459687221	-0.12746130783566972	-0.027307349485454987	-0.06976744186046512	0.25322097074791344	0.22615671339437646	-0.06685033627744916	0.19633741187910217	-0.07787051292439835	-0.20298193015152743	-0.04043432460902682	-0.16360100478081194	-0.12713718499311238	-0.4585527915079815	-0.5455797747346244	-0.4882100316019771	0.22469816060286849	0.2525727250627988	-0.18774815655133295	-0.26051373470545336	-0.14172271290819222	-0.13491613321448828	-0.04999594846446803	0.021635199740701726	-0.3190179077870513	-0.6316343894335953	-0.5305080625557086	-0.33749290981281904	-0.41868568187343	-0.41414796207762744	-0.08370472409043027	-0.5061988493639089	-0.339437646868163	-0.3161008022040353	-0.44331901790778705	-0.43035410420549386	-0.370391378332388
HexR	0.27104772708856656	0.6196418442589742	0.6112146503524836	0.4535288874483429	0.4862652945466332	0.5739405234583908	0.3016773357102342	0.36893282554087997	0.4528806417632283	0.4319747184182805	0.3538611133619642	0.3642330443237987	0.3605056316343894	0.4864273559679118	0.5361802123004619	0.5614617940199336	0.5261324041811847	0.5437970991005591	0.4945304270318451	0.4292196742565432	-0.15225670529130542	0.3381411554979337	0.1673284174702212	0.21286767684952598	0.3141560651486914	0.13151284336763633	0.27023741998217327	0.1243821408313751	0.09440077789482214	0.2447937768414229	0.43084028846932987	0.289198606271777	0.4595251600356535	0.5553034600113443	0.46260432703994814	0.5935499554331092	0.5267806498662994	1.0	0.6731221132809335	0.6387650919698565	0.6228830726845475	0.5447694676282311	0.0020257677659833075	-0.04318936877076412	-0.17219026010858116	-0.34916133214488293	-0.26116198039056804	-0.21351592253464063	-0.09537314642249413	0.15160845960619074	0.35467142046835753	0.04999594846446803	-0.028603840855684303	0.06587796774977717	0.12648893930799773	0.40053480269021957	0.21935013370067255	0.16586986467871323	0.16959727736812252	-0.15339113524025605	-0.052102746941090676	0.052750992626205334	-0.13329551900170164	-0.3642330443237987	-0.5864192528968479	-0.7011587391621424	-0.635685924965562	0.10217972611619804	0.10882424438862329	-0.15598411798071468	-0.28482294789725304	-0.22631877481565513	0.008184101774572563	-0.2608378575480107	0.03589660481322421	-0.36455716716635606	-0.5267806498662994	-0.47427274937201197	-0.28093347378656514	-0.46390081841017744	-0.5906328498500932	-0.2447937768414229	-0.6677740863787376	-0.42403370877562596	-0.48091726764443726	-0.677659833076736	-0.556437889960295	-0.5352078437727898
HisR	0.260189611862896	0.5899846041649786	0.5982497366501904	0.4313264727331659	0.4980957782999757	0.5159225346406288	0.2880641763228263	0.3538611133619642	0.2819058423142371	0.39615914431569565	0.3217729519487886	0.3246900575318046	0.34802690219593224	0.4604975285633255	0.5622721011263269	0.5916052183777651	0.5110606920022689	0.5544931529049509	0.4869135402317478	0.5826918402074386	-0.19828214893444615	0.3037841341868568	0.18240012964913702	0.20784377278988736	0.10380034032898469	0.004942873348999271	0.23215298598168707	0.06182643221781055	-0.10914836723118061	0.15193258244874808	0.3496475164087189	0.3499716392512762	0.18628960375982498	0.3532128676768495	0.5248359128109553	0.5324527996110526	0.41722712908192205	0.6731221132809335	1.0	0.6575642168381817	0.5663236366582934	0.6779839559192934	-0.1449639413337655	-0.12033060529940848	-0.23247710882424438	-0.43100234989060854	-0.3616400615833401	-0.30200145855279154	0.23993193420306297	0.3538611133619642	0.1911514463981849	0.019366339842800423	-0.020500769791751073	0.27720606109715584	-0.0013775220808686492	0.26245847176079734	0.060043756583745236	0.022283445425816385	0.12000648245685115	-0.09893849769062475	-0.17737622558949842	-0.08808038246495421	-0.33441374280852443	-0.2804472895227291	-0.6326067579612673	-0.6862490884045053	-0.5697269265051454	0.2801231666801718	0.1811036382789077	-0.06490559922210518	-0.011425330200145856	-0.060205818005023906	0.22129487075601653	-0.13605056316343894	0.00105339923831132	-0.36326067579612675	-0.5950085082246171	-0.3289036544850498	-0.2016854387812981	-0.497447532614861	-0.6207762742079248	-0.2342597844583097	-0.4590389757718175	-0.30589093266347944	-0.4096102422818248	-0.6181832914674662	-0.5292115711854793	-0.4857791102827972
TrpR	0.0717121789158091	0.40620695243497285	0.4224130945628393	0.19309618345352889	0.24333522404991492	0.26472733165869866	0.012883882991653836	0.06393323069443319	0.1422088971720282	0.09747994489911677	-0.0054290576128352645	0.06944331901790779	0.06620209059233449	0.12746130783566972	0.291143343327121	0.2434972854711936	0.2274532047646058	0.23085649461145774	0.26197228749696133	0.237014828620047	-0.42824730572887126	0.03362774491532291	-0.11352402560570456	-0.15339113524025605	-0.09812819058423142	-0.19131350781946357	-0.03605866623450288	-0.09018718094157686	-0.19196175350457823	0.24009399562434164	0.41868568187343	0.28530913216108905	0.36212624584717606	0.3002187829187262	0.4549874402398509	0.5280771412365286	0.3982659427923183	0.6387650919698565	0.6575642168381817	1.0	0.5993841665991411	0.6277449153229073	0.29535694028036624	0.06685033627744916	-0.2516003565351268	-0.3222591362126246	-0.23409772303703102	-0.17510736569159713	0.3092942225103314	0.24803500526699618	0.4081516894903168	0.0862977068308889	0.09829025200551009	0.14755692407422413	0.051940685519812006	0.23685276719876833	0.03216919212381492	0.10704156875455798	0.14917753828701077	-0.17948302406612107	-0.3624503686897334	-0.06636415201361316	-0.24592820679037355	-0.27283040272263187	-0.5243497285471194	-0.4645490640952921	-0.557410258487967	0.5355319666153472	0.30686330119115146	0.14156065148691355	0.1477189854955028	0.11449639413337655	0.19293412203225022	0.12908192204845637	0.2149744753261486	-0.07641196013289037	-0.3857872133538611	-0.2879021149015477	-0.1595494692488453	-0.18904464792156228	-0.36650190422170004	-0.17348675147881046	-0.41674094481808605	-0.13199902763147234	-0.14917753828701077	-0.35953326310671746	-0.39875212705615426	-0.43521594684385384
NagQ	0.04902357993679605	0.3178834778381006	0.4019933554817276	0.2559760149096508	0.2041163601004781	0.22631877481565513	-0.09423871647354347	-0.0036463819787699537	0.1412365286443562	0.12357183372498177	0.04173081597925614	0.028927963698241632	-0.02601085811522567	0.05048213272830403	0.20492666720687142	0.15711854792966534	0.13783323879750425	0.1916376306620209	0.1033141560651487	0.07106393323069443	-0.29454663317397295	0.2689409286119439	0.006563487561785917	-0.024714366744996354	0.016449234259784458	-0.08516327688193825	0.2861194392674824	0.008508224617129892	0.15841503929989467	0.19649947330038084	0.1650595575723199	0.07916700429462767	0.30443237987197147	0.29260189611862897	0.3538611133619642	0.38611133619641846	0.34851308645976825	0.6228830726845475	0.5663236366582934	0.5993841665991411	1.0	0.6387650919698565	0.288712422007941	0.21238149258568997	0.08808038246495421	0.029900332225913623	0.02876590227696297	0.17591767279799045	0.32874159306377115	0.32874159306377115	0.5716716635604894	0.4318126569970019	0.42111660319261	0.36893282554087997	0.4392674823758204	0.5248359128109553	0.10687950733327932	0.32922777732760716	0.4060448910136942	-0.24949355805850418	-0.13183696621019367	-0.28725386921643303	-0.06604002917105584	-0.46017340572076815	-0.4702212138400454	-0.4692488453123734	-0.3107527753018394	0.14885341544445344	0.20233368446641278	0.16343894335953327	0.16943521594684385	0.06052994084758123	0.22194311644113118	-0.06879507333279312	0.08516327688193825	-0.09148367231180618	-0.3854630905113038	-0.28709180779515436	-0.012721821570375172	-0.11319990276314723	-0.32015233773600194	-0.2861194392674824	-0.524511789968398	-0.1660319260999919	-0.23523215298598169	-0.4945304270318451	-0.3971315128433676	-0.42046835750749534
NarP	0.2475488210031602	0.41366177781379143	0.5596791183858683	0.3927558544688437	0.38141155497933715	0.43586419252896846	0.08970099667774087	0.1660319260999919	0.2237257920751965	0.26602382302892796	0.2016854387812981	0.1796450854873997	0.16635604894254924	0.237014828620047	0.4212786646138887	0.38756988898792644	0.35969532452799613	0.34251681387245764	0.264079085973584	0.3605056316343894	-0.18677578802366096	0.3827080463495665	0.14107446722307754	0.12584069362288308	0.009318531723523215	0.001863706344704643	0.27477513977797585	0.16797666315533588	0.07236042460092375	0.3089700996677741	0.3245279961105259	0.13183696621019367	0.289684790535613	0.4906409529211571	0.42727493720119925	0.4632525727250628	0.29632930880803826	0.5447694676282311	0.6779839559192934	0.6277449153229073	0.6387650919698565	1.0	0.19374442913864354	0.012559760149096507	-0.2700753585608946	-0.08840450530751155	-0.07641196013289037	-0.11660319260999918	0.34429948950652295	0.1806174540150717	0.41042054938821815	0.28482294789725304	0.31140102098695405	0.25062798800745484	0.369419009804716	0.2525727250627988	0.07527753018393972	0.18142776112146503	0.24916943521594684	-0.4386192366907058	-0.11255165707803258	-0.26375496313102664	-0.034113929179158904	-0.5642168381816709	-0.5575723199092456	-0.44785673770358964	-0.5194878859087594	0.25613807633092944	0.26099991896928937	-0.04075844745158415	0.14739486265294546	-0.0890527509926262	0.16538368041487725	-0.1595494692488453	0.005915241876671258	-0.3519163763066202	-0.4353780082651325	-0.4188477432947087	-0.15031196823596144	-0.2522486022202415	-0.4614698970909975	-0.4081516894903168	-0.5050644194149583	-0.3754152823920266	-0.39064905599222105	-0.6082975447694676	-0.4280852443075926	-0.5133295519001702
