	Rex	ModE	PhrR	AraR	MntR	Zur	CzrA	NsrR	RbkR	NadQ	FUR	SahR_SamR	KdgR	NagC	ThiR	Phr	ArgR	NrtR	BirA	XylR	AgaR	IscR	GulR	MetR	Irr	SiaR	LldR	NagR	VanR	NrdR	HutC	PhnF	HypR	NiaR	PsrA	CcpA	TyrR	HexR	HisR	TrpR	NagQ	NarP	CsoR	HcpR	FnrN_FixK	DasR	FadR	PdxR	SoxR	MetJ	PhsR	CadR-PbrR	ZntR	LiuQ	PhnR	NorR	PdhR	ExuR_UxuR	PrpR	AmtR	CblR	NikR	TtrR	GguR	LtbR	GlcC	RutR	FabR	SdaR	HrcA	GntR	NtrC	QorR	LiuR	PurR	FixJ	FruR	PaaR	BioQ	CueR	MerR	LexA	NmlR	NnrR	RbsR	FadP	AcnR	NifA
FUR	0.5906328498500932	0.6343894335953326	0.6562677254679523	0.8460416497852686	0.864678713232315	0.9013045944412933	0.8914188477432947	0.9129730167733571	0.8703508629770683	0.9333927558544688	1.0	0.9607811360505631	0.7710072117332469	0.8572238878534965	0.7625800178267563	0.8152499797423224	0.8567377035896605	0.8479863868406126	0.6249898711611701	0.6666396564297868	0.6898144396726359	0.762742079248035	0.8821813467304108	0.924155254841585	0.7760311157928855	0.8507414310023499	0.41722712908192205	0.5436350376792805	0.39940037274126894	0.23588039867109634	0.4645490640952921	0.43505388542257517	0.35531966615347216	0.4105826108094968	-0.10315209464387003	0.15857710072117331	0.2663479458714853	0.3538611133619642	0.3217729519487886	-0.0054290576128352645	0.04173081597925614	0.2016854387812981	-0.45628393161008024	-0.45077384328660564	-0.3104286524592821	-0.38692164330281176	-0.15468762661048538	-0.2781784296248278	-0.3183696621019366	-0.010939145936309862	-0.14188477432947086	-0.08451503119682359	-0.031683007859978934	-0.14577424844015882	-0.17802447127461307	0.13588850174216027	0.12243740377603111	0.14156065148691355	-0.014828620046997813	0.10655538449072198	0.14285714285714285	0.06636415201361316	-0.14010209869540555	-0.23069443319017907	0.03119682359614294	-0.4219269102990033	-0.23588039867109634	-0.39389028441779433	-0.42046835750749534	-0.6659914107446723	-0.7418361559030873	-0.8534964751640872	-0.5822056559436026	-0.8301596304999594	-0.7512357183372498	-0.49923020824892633	-0.6159144315695648	-0.4616319585122762	-0.6980795721578478	-0.8246495421764849	-0.6877076411960132	-0.5382870107770845	-0.4920995057126651	-0.8265942792318288	-0.7710072117332469	-0.7249817680901062	-0.7325986548902034	-0.6661534721659509
SahR_SamR	0.5899846041649786	0.6818734300299814	0.6445993031358885	0.8562515193258244	0.8977392431731627	0.8834778381006402	0.9186451665181103	0.9171866137266024	0.8839640223644761	0.9293412203225022	0.9607811360505631	1.0	0.7489668584393485	0.8458795883639899	0.7904545822866866	0.8205980066445183	0.8641925289684791	0.841990114253302	0.6429786889231018	0.6324446965399887	0.6129973259865489	0.7162304513410582	0.8505793695810713	0.9008184101774572	0.7520460254436432	0.7920751964994733	0.4081516894903168	0.5882019285309132	0.4028036625881209	0.2992464143910542	0.5309942468195447	0.5039299894660076	0.3295519001701645	0.37201199254517464	-0.10704156875455798	0.18385868244064502	0.2691029900332226	0.3642330443237987	0.3246900575318046	0.06944331901790779	0.028927963698241632	0.1796450854873997	-0.38319423061340246	-0.5139777975852848	-0.343327120978851	-0.44834292196742564	-0.17316262863625315	-0.260189611862896	-0.316262863625314	-0.007049671825621911	-0.09391459363098614	-0.12973016773357102	-0.04416173729843611	-0.17640385706182643	-0.23263917024552305	0.12713718499311238	0.13896766874645491	0.08386678551170894	-0.06928125759662912	0.04821327283040272	0.1384814844826189	0.11660319260999918	-0.12308564946114578	-0.23409772303703102	0.04254112308564946	-0.4118791021797261	-0.23652864435621102	-0.33052426869783647	-0.42176484887772464	-0.6494611457742484	-0.7283850579369581	-0.8426383599384166	-0.635685924965562	-0.8102260756826838	-0.7141236528644356	-0.4911271371849931	-0.6191556599951381	-0.473786565108176	-0.7935337492909813	-0.8243254193339276	-0.7316262863625314	-0.5086297706830889	-0.4692488453123734	-0.8295113848148449	-0.7437808929584312	-0.6982416335791265	-0.7554493152904951	-0.6476784701401831
KdgR	0.658860708208411	0.45758042298030954	0.602301272182157	0.6809010615023093	0.8009885746697999	0.7249817680901062	0.763228263511871	0.8609513005429058	0.737136374686006	0.712503038651649	0.7710072117332469	0.7489668584393485	1.0	0.9105420954541771	0.8406936228830727	0.841990114253302	0.8348594117170408	0.8607892391216271	0.7862409853334413	0.7008346163195851	0.49955433109148367	0.3958350214731383	0.5520622315857711	0.6248278097398914	0.6646949193744429	0.6548091726764443	0.4019933554817276	0.2854711935823677	-0.04286524592820679	0.36779839559192934	0.4300299813629366	0.26002755044161735	0.3092942225103314	0.2146503524835913	0.05485779110282797	0.21076087837290333	0.26245847176079734	0.3605056316343894	0.34802690219593224	0.06620209059233449	-0.02601085811522567	0.16635604894254924	-0.5497933716878697	-0.500364638197877	-0.5049023579936796	-0.6262863625313994	-0.49971639251276234	-0.5329389838748886	-0.2305323717689004	-0.10704156875455798	-0.08208410987764363	-0.36504335143019206	-0.2196742565432299	-0.4851308645976825	-0.49420630418928774	-0.05874726521351592	-0.1106069200226886	-0.14804310833806011	-0.3115630824082327	-0.03200713070253626	-0.25370715501174945	0.19698565756421685	-0.21173324690057532	-0.1462604327039948	-0.09569726926505145	-0.34478567377035896	-0.3592091402641601	-0.07965318855846366	-0.16165626772546796	-0.5528725386921644	-0.6348756178591686	-0.6180212300461875	-0.38643545903897575	-0.553520784377279	-0.47330038084434	-0.42533020014585526	-0.635685924965562	-0.6073251762417956	-0.5736164006158334	-0.7136374686005996	-0.6152661858844503	-0.2992464143910542	-0.25678632201604407	-0.5390973178834778	-0.5065229722064662	-0.5428247305728872	-0.5347216595089539	-0.34122032250222833
NagC	0.6692326391702456	0.5818815331010453	0.6946762823109959	0.7416740944818087	0.891256786322016	0.8392350700915647	0.819301515274289	0.9124868325095211	0.7987197147718985	0.8225427436998622	0.8572238878534965	0.8458795883639899	0.9105420954541771	1.0	0.9128109553520785	0.9194554736245036	0.9089214812413905	0.9149177538287011	0.8346973502957621	0.7734381330524269	0.5049023579936796	0.4948545498744024	0.6497852686168057	0.738594927477514	0.6980795721578478	0.6951624665748318	0.3731464224941253	0.33198282148934444	0.12016854387812981	0.25192447937768414	0.48999270723604244	0.3371687869702617	0.28984685195689164	0.2825540879993518	0.09067336520541285	0.3078356697188234	0.33862733976176973	0.4864273559679118	0.4604975285633255	0.12746130783566972	0.05048213272830403	0.237014828620047	-0.5927396483267158	-0.524511789968398	-0.45887691435053884	-0.655943602625395	-0.4679523539421441	-0.4765416092699133	-0.22956000324122844	-0.07657402155416904	-0.1339437646868163	-0.24365934689247223	-0.21140912405801798	-0.28174378089295843	-0.4313264727331659	0.0064014261405072525	-0.0812738027712503	-0.08743213677983956	-0.25014180374361883	0.023417875374767038	-0.07738432866056236	0.13912973016773358	-0.2603516732841747	-0.22567052913054048	-0.20200956162385544	-0.5113848148448262	-0.3716878697026173	-0.184344866704481	-0.16181832914674663	-0.5514139859006564	-0.6752289117575561	-0.6653431650595576	-0.42419577019690463	-0.5937120168543878	-0.498906085406369	-0.49226156713394376	-0.6894903168300786	-0.5651892067093428	-0.6527023741998217	-0.7851065553844907	-0.7097479944899117	-0.32874159306377115	-0.3747670367069119	-0.6055425006077303	-0.5969532452799611	-0.6285552224293007	-0.6304999594846447	-0.5105745077384328
ThiR	0.5961429381735678	0.6987278178429625	0.7262782594603354	0.7562596223968884	0.9037355157604732	0.8094157685762904	0.7800826513248521	0.8803986710963455	0.7377846203711207	0.795640547767604	0.7625800178267563	0.7904545822866866	0.8406936228830727	0.9128109553520785	1.0	0.9410096426545661	0.9353374929098128	0.9411717040758447	0.8761850741431002	0.7481565513329552	0.3110768981443967	0.48594117170407586	0.5541690300623936	0.650595575723199	0.5920914026416012	0.5950085082246171	0.38432866056235315	0.31464224941252733	0.13507819463576695	0.38076330929422253	0.5421764848877725	0.41236528644356213	0.33052426869783647	0.3264727331658699	0.22404991491775383	0.3810874321367798	0.4164168219755287	0.5361802123004619	0.5622721011263269	0.291143343327121	0.20492666720687142	0.4212786646138887	-0.391621424519893	-0.5736164006158334	-0.4770277935337493	-0.607649299084353	-0.447694676282311	-0.4480187991248683	-0.1005591119034114	0.06717445912000648	0.004942873348999271	-0.17526942711287577	-0.11822380682278584	-0.24268697836480027	-0.41965805040110205	0.16165626772546796	-0.1000729276395754	-0.0679847662263998	-0.24301110120735758	-0.052913054047484	-0.13102665910380035	0.0028360748723766306	-0.27526132404181186	-0.3331172514382951	-0.30702536261243013	-0.5319666153472166	-0.449153229073819	-0.05647840531561462	-0.08289441698403695	-0.4449396321205737	-0.5425006077303298	-0.5494692488453123	-0.35353699051940685	-0.553520784377279	-0.45433919455473626	-0.5049023579936796	-0.7505874726521352	-0.6458957945061178	-0.6727979904383762	-0.7447532614861032	-0.8103881371039624	-0.37379466817923995	-0.4232234016692326	-0.6089457904545823	-0.6102422818248115	-0.6546471112551657	-0.712503038651649	-0.5689166193987522
Phr	0.626934608216514	0.7118547929665343	0.739567296005186	0.7392431731626287	0.9176727979904383	0.8763471355643789	0.790778705129244	0.8742403370877563	0.7531804553925938	0.8402074386192367	0.8152499797423224	0.8205980066445183	0.841990114253302	0.9194554736245036	0.9410096426545661	1.0	0.9387407827566647	0.9491127137184993	0.840045377197958	0.7935337492909813	0.37184993112389597	0.554979337168787	0.6407098290252006	0.7189854955027956	0.5964670610161251	0.6082975447694676	0.33489992707236044	0.39486265294546635	0.1610080220403533	0.2663479458714853	0.5296977554493153	0.4243578316181833	0.29260189611862897	0.38513896766874645	0.18758609513005428	0.3870837047240904	0.4028036625881209	0.5614617940199336	0.5916052183777651	0.2434972854711936	0.15711854792966534	0.38756988898792644	-0.4429948950652297	-0.496961348351025	-0.42824730572887126	-0.6235313183696621	-0.4021554169030062	-0.4596872214569322	-0.16586986467871323	-0.01337006725548983	-0.06685033627744916	-0.210436755530346	-0.11773762255894984	-0.1994165788833968	-0.3619641844258974	0.13297139615914433	-0.08208410987764363	-0.07333279312859574	-0.14139859006563488	0.017097479944899116	-0.026334980957783	0.08970099667774087	-0.18693784944493963	-0.2973016773357102	-0.2981119844421036	-0.5930637711692731	-0.48545498744023985	-0.14950166112956811	-0.20346811441536342	-0.499878453934041	-0.6125111417227129	-0.5886881127947492	-0.3353861113361964	-0.5805850417308159	-0.47573130216352	-0.5107365691597116	-0.7016449234259784	-0.5522242930070497	-0.6108905275099262	-0.8040677416740944	-0.8458795883639899	-0.38627339761769713	-0.47265213515922533	-0.6802528158171948	-0.6695567620128029	-0.7266023823028928	-0.7329227777327607	-0.600842719390649
ArgR	0.545255651892067	0.7698727817842963	0.7502633498095779	0.8309699376063528	0.9048699457094239	0.9040596386030305	0.8789401183048375	0.9361478000162061	0.8128190584231424	0.8650028360748724	0.8567377035896605	0.8641925289684791	0.8348594117170408	0.9089214812413905	0.9353374929098128	0.9387407827566647	1.0	0.9598087675228911	0.8416659914107447	0.8100640142614051	0.44202252653755775	0.549145126002755	0.6781460173405721	0.7261161980390568	0.6460578559273965	0.6804148772384734	0.34348918240012966	0.4434810793290657	0.22032250222834454	0.3524025605704562	0.6001944737055344	0.5468762661048537	0.3877319504092051	0.38205980066445183	0.12584069362288308	0.3799530021878292	0.38935256462199175	0.5261324041811847	0.5110606920022689	0.2274532047646058	0.13783323879750425	0.35969532452799613	-0.38319423061340246	-0.576209383356292	-0.38886638035815574	-0.5481727574750831	-0.3791426950814359	-0.4353780082651325	-0.22064662507090188	0.0054290576128352645	-0.08419090835426626	-0.14788104691678147	-0.07398103881371039	-0.20233368446641278	-0.3455959808767523	0.16927315452556518	-0.020500769791751073	-0.026497042379061666	-0.16295275909569726	-0.00948059314480188	-0.08743213677983956	0.07932906571590632	-0.20492666720687142	-0.29260189611862897	-0.24787294384571754	-0.5450935904707884	-0.4118791021797261	-0.11968235961429381	-0.2071955271047727	-0.4883720930232558	-0.6452475488210032	-0.6724738675958188	-0.4344056397374605	-0.6872214569321773	-0.5426626691516084	-0.473786565108176	-0.707641196013289	-0.656429786889231	-0.7155822056559435	-0.7896442751802933	-0.7700348432055749	-0.47054533668260273	-0.48545498744023985	-0.7270885665667288	-0.7207681711368609	-0.7165545741836156	-0.7577181751883963	-0.6507576371444778
NrtR	0.5645409610242281	0.7442670772222673	0.7431326472733166	0.8113605056316344	0.921724333522405	0.865164897496151	0.8450692812575966	0.9136212624584718	0.7987197147718985	0.83858682440645	0.8479863868406126	0.841990114253302	0.8607892391216271	0.9149177538287011	0.9411717040758447	0.9491127137184993	0.9598087675228911	1.0	0.8753747670367069	0.7731140102098696	0.39243173162628636	0.5659995138157362	0.6304999594846447	0.7243335224049915	0.6881938254598493	0.6445993031358885	0.3561299732598655	0.365529535694028	0.16927315452556518	0.3289036544850498	0.5502795559517057	0.4765416092699133	0.3496475164087189	0.3849769062474678	0.18466898954703834	0.3647192285876347	0.38611133619641846	0.5437970991005591	0.5544931529049509	0.23085649461145774	0.1916376306620209	0.34251681387245764	-0.42030629608621667	-0.5308321853982659	-0.38254598492828784	-0.5531966615347217	-0.40717932096264486	-0.45984928287821086	-0.17348675147881046	0.07932906571590632	-0.05307511546876266	-0.1908273235556276	-0.08889068957134755	-0.2003889474110688	-0.38141155497933715	0.18272425249169436	-0.04497204440482943	-0.005915241876671258	-0.18418280528320233	0.07932906571590632	-0.08645976825216757	0.01547686573211247	-0.29454663317397295	-0.3115630824082327	-0.2854711935823677	-0.5779920589903573	-0.4298679199416579	-0.17543148853415444	-0.1778624098533344	-0.47994489911676524	-0.6241795640547768	-0.6198039056802528	-0.4144720849201847	-0.656429786889231	-0.5313183696621019	-0.46616967830807876	-0.7189854955027956	-0.6118628960375982	-0.6350376792804473	-0.8027712503038652	-0.8238392350700916	-0.4248440158820193	-0.4882100316019771	-0.6938659752046026	-0.690300623936472	-0.7253058909326635	-0.7552872538692165	-0.6345514950166113
BirA	0.42840936715014993	0.6058666234502876	0.6883558868811279	0.5907949112713718	0.7577181751883963	0.656915971153067	0.7162304513410582	0.8048780487804879	0.6311482051697593	0.6353618021230046	0.6249898711611701	0.6429786889231018	0.7862409853334413	0.8346973502957621	0.8761850741431002	0.840045377197958	0.8416659914107447	0.8753747670367069	1.0	0.7144477757069929	0.2187018880155579	0.28287821084190906	0.39940037274126894	0.4846446803338465	0.5369905194068552	0.47864840774653594	0.1527428895551414	0.13297139615914433	-0.036382789077060204	0.342840936715015	0.447694676282311	0.37136374686005996	0.23782513572644032	0.2796369824163358	0.3259865489020339	0.4258163844096913	0.4348918240012965	0.4945304270318451	0.4869135402317478	0.26197228749696133	0.1033141560651487	0.264079085973584	-0.4271128757799206	-0.5658374523944575	-0.4138238392350701	-0.5784782432541934	-0.5995462280204198	-0.6228830726845475	-0.17413499716392514	0.06458147637954785	-0.025848796693947004	-0.41366177781379143	-0.2796369824163358	-0.32242119763390326	-0.5113848148448262	0.17332469005753182	-0.15258082813386273	-0.23685276719876833	-0.29454663317397295	0.05323717689004132	-0.26472733165869866	0.0368689733408962	-0.290170974799449	-0.1725143829511385	-0.4032898468519569	-0.58009885746698	-0.3784944493963212	-0.012397698727817843	-0.00040515355319666155	-0.40993436512438214	-0.5813953488372093	-0.44105015800988573	-0.32420387326796857	-0.39891418847743293	-0.2465764524754882	-0.42678875293736324	-0.6799286929746374	-0.6178591686249089	-0.5880398671096345	-0.6689085163276882	-0.7013208005834212	-0.12324771088242444	-0.3383032169192124	-0.44283283364395104	-0.42030629608621667	-0.5126813062150555	-0.5587067498581962	-0.4454258163844097
XylR	0.40426221537962886	0.6590227696296896	0.6651811036382789	0.5943602625395025	0.6964589579450612	0.7502633498095779	0.6462199173486751	0.7515598411798071	0.5971153067012398	0.6925694838343732	0.6666396564297868	0.6324446965399887	0.7008346163195851	0.7734381330524269	0.7481565513329552	0.7935337492909813	0.8100640142614051	0.7731140102098696	0.7144477757069929	1.0	0.34980957782999755	0.40669313669880885	0.5937120168543878	0.5449315290495098	0.4485049833887043	0.48480674175512517	0.2342597844583097	0.2634308402884693	0.09812819058423142	0.17219026010858116	0.5125192447937769	0.3835183534559598	0.27931285957377844	0.4013451097966129	0.21108500121546067	0.46017340572076815	0.40944818086054613	0.4292196742565432	0.5826918402074386	0.237014828620047	0.07106393323069443	0.3605056316343894	-0.5160845960619075	-0.40993436512438214	-0.2577586905437161	-0.47362450368689735	-0.3536990519406855	-0.35450935904707886	-0.006077303297949923	-0.018393971315128432	-0.18175188396402236	-0.2525727250627988	-0.25062798800745484	-0.0013775220808686492	-0.3203143991572806	0.027793533749290982	0.12422007941009643	-0.038165464711125516	-0.06490559922210518	0.07543959160521838	-0.1715420144234665	0.12697512357183371	-0.23458390730086703	-0.1444777570699295	-0.32695891742970584	-0.5261324041811847	-0.366015719957864	-0.019690462685357752	-0.08111174134997164	-0.3488372093023256	-0.4721659508953894	-0.4318126569970019	-0.2548415849607001	-0.4776760392188639	-0.4825378818572239	-0.41982011182238066	-0.6770115873916214	-0.5061988493639089	-0.5029576209383356	-0.6935418523620452	-0.6719876833319828	-0.3724981768090106	-0.44704643059719634	-0.5567620128028523	-0.6233692569483834	-0.62985171379953	-0.6258001782675634	-0.550603678794263
AgaR	0.44105015800988573	0.14010209869540555	0.2305323717689004	0.5089538935256462	0.4326229641033952	0.5076574021554169	0.5783161818329147	0.5750749534073414	0.5421764848877725	0.5619479782837695	0.6898144396726359	0.6129973259865489	0.49955433109148367	0.5049023579936796	0.3110768981443967	0.37184993112389597	0.44202252653755775	0.39243173162628636	0.2187018880155579	0.34980957782999755	1.0	0.47070739810388135	0.7536666396564298	0.7240093995624342	0.5778299975690787	0.7523701482862005	0.22891175755611376	0.4609837128271615	0.3415444453447857	-0.07462928449882505	0.1715420144234665	0.16165626772546796	0.09537314642249413	0.13102665910380035	-0.2773681225184345	-0.1564703022445507	-0.052913054047484	-0.15225670529130542	-0.19828214893444615	-0.42824730572887126	-0.29454663317397295	-0.18677578802366096	-0.47492099505712665	-0.3263106717445912	-0.17575561137671178	-0.21675715096021392	0.09569726926505145	-0.1697593387894012	-0.343327120978851	-0.2546795235394214	-0.37833238797504254	-0.1412365286443562	-0.10299003322259136	-0.21562272101126326	-0.17980714690867838	-0.15128433676363343	0.07219836317964509	0.06425735353699052	-0.09423871647354347	0.05048213272830403	0.17705210274694108	0.16570780325743456	0.05696458957945061	0.004456689085163277	0.43408151689490315	-0.025200551008832346	0.1339437646868163	-0.5000405153553197	-0.5154363503767928	-0.5885260513734706	-0.6609675066850337	-0.7700348432055749	-0.4368365610566405	-0.5927396483267158	-0.6232071955271048	-0.24414553115630824	-0.1830483753342517	-0.1243821408313751	-0.4050725224860222	-0.4903168300785998	-0.20006482456851146	-0.261648164654404	-0.14058828295924156	-0.5104124463171542	-0.46892472246981604	-0.2652135159225346	-0.29713961591443155	-0.3327931285957378
IscR	0.4700591524187667	0.4956648569807957	0.4444534478567377	0.6575642168381817	0.6843043513491613	0.686411149825784	0.5382870107770845	0.5450935904707884	0.5937120168543878	0.7225508467709262	0.762742079248035	0.7162304513410582	0.3958350214731383	0.4948545498744024	0.48594117170407586	0.554979337168787	0.549145126002755	0.5659995138157362	0.28287821084190906	0.40669313669880885	0.47070739810388135	1.0	0.733246900575318	0.8022850660400291	0.5441212219431164	0.6021392107608784	0.46373875698889877	0.5309942468195447	0.5321286767684953	0.21902601085811524	0.2564621991734867	0.2770439996758772	0.29535694028036624	0.557410258487967	-0.027145288064176324	0.13507819463576695	0.21724333522404993	0.3381411554979337	0.3037841341868568	0.03362774491532291	0.2689409286119439	0.3827080463495665	-0.1830483753342517	-0.14917753828701077	-0.19131350781946357	0.015638927153391134	0.2475488210031602	0.13475407179320964	-0.078518758609513	0.009804715987359209	0.11563082408232721	0.21481241390486994	0.2347459687221457	0.23717689004132567	0.22712908192204845	0.3104286524592821	0.2981119844421036	0.39389028441779433	0.25792075196499475	0.1078518758609513	0.3587229560003241	-0.055181913945385304	0.10088323474596872	-0.4869135402317478	-0.06976744186046512	-0.3078356697188234	-0.1266510007292764	-0.5083056478405316	-0.497447532614861	-0.5014990681468277	-0.4765416092699133	-0.6655052264808362	-0.4499635361802123	-0.7894822137590146	-0.6345514950166113	-0.3891905032007131	-0.45709423871647353	-0.21837776517300056	-0.4238716473543473	-0.553034600113443	-0.5904707884288145	-0.5058747265213516	-0.5987359209140264	-0.8222186208573049	-0.7682521675715096	-0.7254679523539421	-0.6847905356129973	-0.7201199254517462
GulR	0.4271128757799206	0.5206223158577101	0.5267806498662994	0.7137995300218782	0.7031034762174865	0.7876995381249493	0.7546390081841018	0.7454015071712179	0.7682521675715096	0.8225427436998622	0.8821813467304108	0.8505793695810713	0.5520622315857711	0.6497852686168057	0.5541690300623936	0.6407098290252006	0.6781460173405721	0.6304999594846447	0.39940037274126894	0.5937120168543878	0.7536666396564298	0.733246900575318	1.0	0.903411392917916	0.6403857061826432	0.8094157685762904	0.3804391864516652	0.6219107041568754	0.5052264808362369	0.15890122356373065	0.3723361153877319	0.3997244955838263	0.25921724333522406	0.42954379709910057	-0.19552710477270885	0.07219836317964509	0.17267644437241714	0.1673284174702212	0.18240012964913702	-0.11352402560570456	0.006563487561785917	0.14107446722307754	-0.4115549793371688	-0.2545174621181428	-0.10380034032898469	-0.16651811036382788	0.12033060529940848	-0.06668827485617049	-0.21059881695162466	-0.06587796774977717	-0.17640385706182643	-0.025524673851389675	0.06830888906895713	0.0005672149744753262	0.0007292763957539907	0.14950166112956811	0.21432622964103396	0.2603516732841747	0.1888825865002836	0.10671744591200065	0.26116198039056804	0.0028360748723766306	-0.05955757231990925	-0.17397293574264647	0.2305323717689004	-0.25792075196499475	-0.02066283121302974	-0.48091726764443726	-0.5792885503605867	-0.6778218944980148	-0.6862490884045053	-0.8309699376063528	-0.6133214488291062	-0.8110363827890771	-0.7889960294951787	-0.42030629608621667	-0.49274775139777977	-0.26424114739486265	-0.5734543391945547	-0.7241714609837129	-0.5632444696539989	-0.58496070010534	-0.5055506036787942	-0.8225427436998622	-0.7750587472652135	-0.6444372417146098	-0.6753909731788348	-0.6413580747103153
MetR	0.5246738513896767	0.5321286767684953	0.47070739810388135	0.7478324284903979	0.7813791426950815	0.7914269508143587	0.7969370391378332	0.790778705129244	0.8021230046187505	0.8820192853091322	0.924155254841585	0.9008184101774572	0.6248278097398914	0.738594927477514	0.650595575723199	0.7189854955027956	0.7261161980390568	0.7243335224049915	0.4846446803338465	0.5449315290495098	0.7240093995624342	0.8022850660400291	0.903411392917916	1.0	0.7429705858520379	0.8147637954784863	0.4316505955757232	0.5805850417308159	0.4895065229722065	0.10412446317154202	0.34527185803419497	0.41349971639251276	0.2603516732841747	0.40069686411149824	-0.13750911595494691	0.0313588850174216	0.12648893930799773	0.21286767684952598	0.20784377278988736	-0.15339113524025605	-0.024714366744996354	0.12584069362288308	-0.4444534478567377	-0.3196661534721659	-0.17494530427031846	-0.2063852199983794	0.057774896685843936	-0.11174134997163924	-0.23733895146260434	-0.05566809820922129	-0.15971153067012397	-0.0318450692812576	-0.014990681468276477	-0.01758366420873511	-0.09926262053318208	0.07657402155416904	0.14058828295924156	0.24090430273073496	0.04578235151122275	0.15776679361478	0.38562515193258246	0.010452961672473868	-0.11708937687383518	-0.2425249169435216	0.16538368041487725	-0.28709180779515436	-0.04950976420063204	-0.5669718823434081	-0.5966291224374037	-0.6599951381573617	-0.7552872538692165	-0.820273883801961	-0.6455716716635604	-0.8428004213596954	-0.7899683980228507	-0.46114577424844017	-0.4397536666396564	-0.2707236042460092	-0.6131593874078276	-0.769548658941739	-0.6758771574426707	-0.5253220970747914	-0.4778381006401426	-0.8230289279636982	-0.782999756907868	-0.6374686005996273	-0.7126651000729276	-0.6562677254679523
Irr	0.45450125597601493	0.4664938011506361	0.3997244955838263	0.5993841665991411	0.6463819787699538	0.6115387731950409	0.7220646625070902	0.733246900575318	0.6943521594684385	0.7000243092131918	0.7760311157928855	0.7520460254436432	0.6646949193744429	0.6980795721578478	0.5920914026416012	0.5964670610161251	0.6460578559273965	0.6881938254598493	0.5369905194068552	0.4485049833887043	0.5778299975690787	0.5441212219431164	0.6403857061826432	0.7429705858520379	1.0	0.7710072117332469	0.4587148529292602	0.3308483915403938	0.3258244874807552	0.261648164654404	0.24722469816060286	0.21513653674742728	0.2613240418118467	0.27671987683331983	-0.04643059719633741	0.07560165302649705	0.09423871647354347	0.3141560651486914	0.10380034032898469	-0.09812819058423142	0.016449234259784458	0.009318531723523215	-0.41771331334575806	-0.33749290981281904	-0.16684223320638522	-0.27169597277368124	-0.1893687707641196	-0.22226723928368852	-0.31820760068065795	-0.008022040353293899	-0.10882424438862329	-0.24819706668827485	-0.04318936877076412	-0.2994084758123329	-0.2044404829430354	0.09569726926505145	0.10039705048213272	0.11044485860140993	-0.21627096669637794	0.18677578802366096	0.18369662101936635	0.09213191799692083	-0.21935013370067255	-0.18013126975123572	0.14982578397212543	-0.33797909407665505	-0.05809901952840126	-0.4870756016530265	-0.30945628393161007	-0.5557896442751803	-0.7058585203792237	-0.6867352726683413	-0.6363341706506767	-0.680090754395916	-0.608135483348189	-0.5167328417470222	-0.4010209869540556	-0.31917996920832997	-0.5684304351349161	-0.7144477757069929	-0.5305080625557086	-0.3326310671744591	-0.3135078194635767	-0.5447694676282311	-0.5024714366744997	-0.4157685762904141	-0.5616238554412122	-0.4595251600356535
SiaR	0.44639818491208166	0.418199497609594	0.4120411636010048	0.6254760554250061	0.6713394376468682	0.6702050076979175	0.7230370310347621	0.7766793614780002	0.703751721902601	0.8050401102017665	0.8507414310023499	0.7920751964994733	0.6548091726764443	0.6951624665748318	0.5950085082246171	0.6082975447694676	0.6804148772384734	0.6445993031358885	0.47864840774653594	0.48480674175512517	0.7523701482862005	0.6021392107608784	0.8094157685762904	0.8147637954784863	0.7710072117332469	1.0	0.3844907219836318	0.4517462118142776	0.39113524025605706	0.09310428652459282	0.2937363260675796	0.19682359614293818	0.3520784377278989	0.2136779839559193	-0.25046592658617617	-0.11352402560570456	0.04367555303460011	0.13151284336763633	0.004942873348999271	-0.19131350781946357	-0.08516327688193825	0.001863706344704643	-0.40798962806903816	-0.36828457985576535	-0.16117008346163195	-0.20460254436431408	-0.004456689085163277	-0.17137995300218783	-0.3387894011830484	-0.12357183372498177	-0.23685276719876833	-0.06279880074548254	0.049671825621910706	-0.236042460092375	-0.1830483753342517	0.14139859006563488	0.044647921562272104	0.13037841341868567	-0.0712259946519731	0.16943521594684385	0.17462118142776112	0.01904221700024309	-0.03994814034519083	-0.1211409124058018	0.3161008022040353	-0.1820760068065797	0.04659265861761608	-0.5374767036706912	-0.42225103314156065	-0.5619479782837695	-0.7402155416903006	-0.7969370391378332	-0.6254760554250061	-0.7736001944737055	-0.7789482213759015	-0.3752532209707479	-0.447208492018475	-0.2669961915565999	-0.5648650838667855	-0.6275828539016287	-0.4697350295762094	-0.4805931448018799	-0.2593793047565027	-0.6154282473057289	-0.5676201280285228	-0.43732274532047644	-0.582043594522324	-0.505712665100073
