	FabR	HypR	CadR-PbrR	TrpR	AraR	LiuR	PhrR	CueR	FruR	RbsR	NiaR	GntR	SdaR	HexR	RutR	HrcA	PaaR	NadQ	PdxR	Rex	LexA	SoxR	GlcC	LiuQ	MerR	NtrC	NagQ	PhnR	TyrR	QorR	FnrN_FixK	PhsR	AmtR	ZntR	HcpR	NagR	NikR	PsrA	LldR	NrdR	KdgR	NagC	SahR_SamR	FUR	NsrR	ModE	ThiR	Phr	BirA	Zur	MntR	ArgR	NrtR	HisR	RbkR	AgaR	XylR	CzrA	IscR	PhnF	HutC	MetR	CcpA	ExuR_UxuR	NifA	PurR	CsoR	GguR	CblR	LtbR	NnrR	FixJ	AcnR	MetJ	FadR	GulR	TtrR	PdhR	VanR	BioQ	SiaR	NarP	NmlR	NorR	FadP	Irr	DasR	PrpR
PhnR	0.3012431576453572	0.3644559159091759	0.23989575929874438	0.22383072108131025	0.07483634459282534	0.08636766044464395	0.21086297834137582	0.2815521390541029	0.3433334580231674	0.2079851369717827	0.1843190064714024	0.08422798289255477	0.2800359106722029	0.3053180214217135	0.359772565742715	0.3906058679035898	0.3423658649110338	0.16984999812965249	0.18951607875409918	0.4259828676168032	0.46878140625194825	0.2955323632464245	0.32145787353957034	0.20487786630755994	0.3141111485180613	0.38390753001907757	0.4548161448397112	1.0	0.5237247347223781	0.25758176535867033	0.2502150899637153	0.40375815159790024	0.19998503721991545	0.21419967830022818	0.115026371899899	0.20604995074751556	0.14069751493160762	0.28075412411626083	0.27270414843077845	0.12826843227471665	0.10158480779062083	0.09723063878601977	0.20182047157695232	0.2591329068941009	0.21290290402623474	0.3751493160762603	0.4146211299392761	0.3605256923403035	0.2558909712091173	0.3958627913066248	0.2552774972256512	0.2708886644471876	0.27462935946832256	0.23020486539732415	0.3020162346163917	0.17616927891868975	0.2908490130799636	0.2283794062270103	0.32766243968129277	0.1290764223992818	0.11647776156809936	-0.012501402760632926	-0.0017830646267409818	0.20277310190900136	0.08641254878489757	0.2417162308756967	-0.029568947243731217	0.15189964962156635	-0.059833663761393534	-0.06419780795271761	-0.021374331350764973	-0.21410990161972093	-0.051065474631853264	0.016386737989251738	0.039723687327772164	-0.0756842354642826	-0.010685918777042109	0.14200925198568562	0.08300602251898402	-0.05378371301387798	0.08227284629484158	0.11342535443085325	0.12047781144403297	0.029618823177346352	-0.037683761642913254	0.10576939862093043	0.2970286412548785	0.03461639172558261
TyrR	0.19589022307011308	0.20965099315452812	0.11293158268806344	0.21691292908889137	0.05417274529607601	0.1928328283395055	0.3180563348670183	0.27592114614895447	0.30569707851718847	0.15955061783812766	0.2705894088454968	0.2694073492188182	0.2907841743662639	0.3847853464507039	0.28912330577688	0.35519894263020735	0.3106447711318096	0.25141709996383993	0.2970386164416015	0.48738014189703116	0.35167770171697904	0.31636055312410377	0.3319617451589172	0.29981670594396437	0.3972593174478485	0.4799536153817379	0.40276063292559755	0.5237247347223781	1.0	0.21075325128742253	0.25521764610531306	0.30398633399418945	0.2818912954026858	0.16373022107507576	0.09532537812192172	0.2894624621254629	0.32045536727390617	0.2761455878502226	0.30804623499046124	0.11324081347647726	0.11680195513659772	0.21642414493946308	0.2075811419095001	0.15640843402037433	0.19773064502051146	0.37006695844087834	0.3437175027120039	0.4013341812242048	0.48846743724984104	0.3986558435890722	0.39934911906632253	0.273671741542912	0.32376214167258943	0.10065711542537936	0.2937867055698949	0.11885684360154117	0.17138118929163706	0.25198069801369094	0.27284878863826234	0.02537438122669859	0.25821020212222096	0.04125986608311824	0.015493958777540867	0.18958091746779884	0.10548510579932419	0.12357011932817118	0.053399668325041456	0.09990897642115239	-0.13561515729622564	0.09359468322547662	-0.024850683923739698	-0.2499657102956396	-0.11178942380827692	0.06511053753787453	-0.039279791518597486	-0.11409369194129602	0.01671591915111161	0.034875746580381305	0.019833165002057382	-0.08719560094265515	0.05700569832541553	0.0004912779461090538	0.06358433396925149	-0.10933054028105088	-0.02160376064539458	0.052417112432823355	0.19431913116123642	0.04262646666417287
QorR	0.1240688786643225	0.11175949824810784	0.1224080100749386	0.1685382610755745	0.059509470192895174	0.016511427823289567	0.06752952031820846	0.0320477811444033	-0.008147233756031871	0.10533049040511727	0.04062644172620606	-0.023224728487886384	0.0784723001533685	0.16030873202907767	0.3277073280215464	0.2501203256898465	0.1602139677552089	0.19673312634820883	0.28235514158530656	0.22360627938004216	0.309472686691854	0.06776393720619958	0.13625356924649934	0.04243693811643537	0.1423484083342685	0.16493721866856195	0.22534694946321027	0.25758176535867033	0.21075325128742253	1.0	0.27553710146011795	0.21618474045811045	0.18723674858788764	0.14043317248344742	0.1457399718200975	0.09827803339193755	0.21031434307160937	0.13763014501427698	0.08831780944899563	-0.02243170114340578	0.11162982082070849	0.13094676990984924	0.1228618810708363	0.09353981969849998	0.142722477836382	0.24260901008740757	0.3266100574820135	0.19546627763438446	0.1518447860945897	0.20417461564358658	0.20679808975174255	0.15402436439357098	0.2114515143580344	0.24497312934076484	0.15603935211162234	0.061205251935809675	0.05064152919612464	0.07584882604521254	0.09871694160775071	-0.10207857953341064	-0.008092370229055226	0.03484083342685071	0.1295652065487101	0.056616666043217495	-0.049215077494731856	0.25277372535817155	-0.04472125587600843	0.03305028741006746	-0.008541253631591417	0.19474307659696505	0.12148530530305864	-0.12112619858102969	-0.13898178281524706	0.08345989351488173	0.039075300190775444	-0.18775047070412348	0.00930435541590294	-0.06192845297322909	-0.04600306736991733	-0.0904574870010848	0.106173393683213	0.04669135525380616	0.12045786107058691	-0.04189329044003042	-0.06428758463322486	0.028002842928216063	0.12939562837441865	0.051284928739759844
FnrN_FixK	0.11090661978328907	0.13007892866494594	0.14089701866606816	0.04596316662302522	0.06869162957144104	0.1480342647663936	0.16218905472636816	0.18001970099377798	0.28612576216661056	0.12005386600830434	0.08662701529944264	0.2695669522063866	0.2980760358607963	0.31959251362236435	0.32396164540704997	0.3936034115138593	0.347722540181299	0.06136984251673961	0.24747191361488297	0.3128842005511291	0.2129627551465729	0.09621815733363259	0.15309667202832952	0.18461327447973166	0.20084290327809573	0.2099552363495804	0.16935123879350117	0.2502150899637153	0.25521764610531306	0.27553710146011795	1.0	0.24267883639446877	0.14464270128056458	0.0848414568760209	0.2970735295951321	0.21451389668200352	0.2560256362298782	0.03812266985872642	0.17258319929176175	0.1055649072931084	0.058506963927231016	0.19330664970884923	0.16401950149004352	0.2520056359804985	0.14055287472412376	0.2701255626628761	0.19537650095387724	0.12853277472287683	0.2850035536602701	0.3606503821743413	0.15065773887454956	0.10144016758313695	0.14376987244229977	0.05458671554508161	0.1710170949762466	0.07234753550543024	0.19621441663861144	0.175131859499495	0.18734148804847942	0.16660307485130738	0.14975997206947717	0.212244541702515	0.09571441040411975	0.2254766268906096	0.0664122994052295	-0.0065911046272397415	0.029638773550792405	-0.10415840596516165	-0.0214990211848028	0.05752440803501291	0.2552725096322897	-0.12850783675606928	0.056162795047319795	0.24632476714173493	0.2238556590481178	0.11168468434768514	-0.04980860110475193	0.20159602987568423	0.11677701716979015	0.08153967007069914	0.252369730295889	-0.011224578860085536	0.11105624758413446	-0.024396812927841995	0.041529196124639955	-0.09186398832903153	0.09442262372348782	0.057768800109727056
PhsR	0.1939699996259305	-0.025663661641666356	0.17774535842092795	0.14954051796157058	-0.015892966246461925	0.11911121086297834	0.15238843377099465	0.1528522799536154	0.2570081921220963	0.10870709111086173	0.029688649484407536	0.1628424294567264	0.22874350054240078	0.31374206660930937	0.2804598561079315	0.2164690332797167	0.23965635481739173	0.25981121959126674	0.008481402511253257	0.13867753962019477	0.27226025262160375	0.11782441177570793	-0.018606217035125126	-0.05127994114639833	0.11173456028130027	0.08056210177184255	0.3217621167346226	0.40375815159790024	0.30398633399418945	0.21618474045811045	0.24267883639446877	1.0	0.12871232808389133	0.04756917168543249	0.14297185750445765	0.12926096335365778	0.11803389069689148	-0.03319991521091285	0.20216960311225826	0.06414294442574096	0.10101123455404681	0.13885709298120924	0.08832778463571865	0.22904275614409159	0.0679185526004065	0.17847853464507038	0.2722153642813501	0.2197059813713388	0.144423247172658	0.26437486751705136	0.12546041721218468	0.200563598049851	0.07380391276699211	0.1906881631940548	0.3073629346999339	0.09995885235476752	0.2240402000024938	0.1497350341026696	0.22620980311475206	0.07265676629384406	0.12797416426638736	0.14663275103180837	0.02621229691143281	0.15980498509956484	0.042815995211910374	0.11411364231474208	-0.07261686554695196	-0.009199615955311163	0.03287572164241449	0.041289791643287325	0.13709148493123355	-0.0851806132246038	-0.034352049277422414	0.03494557288744249	0.13825359418446614	-0.03305527500342897	-0.023888078404967643	0.04458659085524757	-0.026297085998578537	-0.06598336637613936	0.060267584383845184	0.006401576079502238	-0.06897093479968579	0.030277185501066096	0.028755969525804562	-0.030641279816456566	0.07736006683375105	-0.04021745907056198
AmtR	0.23859399743138943	0.08539009214578736	0.05184852678961084	0.15935111410366712	0.048387136996720655	0.12593922617488995	0.13321113729597625	0.00920959114203419	0.04507537500467587	0.11867729024052669	0.13082706766917293	0.05710545019264579	0.11222833202409008	0.2028578909961471	0.14293195675756556	0.1331512861756381	0.2591678200476315	0.18825421763363634	0.23867379892517362	0.3938478035885734	0.30813102407760695	0.3093978727914313	0.24441451888427537	0.24618012693425104	0.2545742465616778	0.2806743226224766	0.3447449469444756	0.19998503721991545	0.2818912954026858	0.18723674858788764	0.14464270128056458	0.12871232808389133	1.0	0.26652452025586354	0.19258344867142982	0.22108255713911645	0.1120836918166062	0.21467848726293345	0.17065300066085612	0.32324343196299204	0.3234628860708986	0.2931233556528136	0.22798538635145077	0.24886843975610667	0.28782653150288656	0.32896918914200923	0.3596578510954002	0.3362859886033492	0.36605194578486017	0.3186249205102308	0.3765807553710146	0.36875522138680034	0.31197645855933365	0.3816681005997581	0.400112220850634	0.15791468721555132	0.07736505442711256	0.20111722091297896	0.33402660881058366	0.12344542949413334	0.11633810895397698	0.145734984226736	0.22432449282410005	0.18838888265439718	0.15724634970510853	0.0777989750495642	-0.13527101335428124	-0.027738500480055862	0.061404755670270206	0.09996882754149054	-0.027174902430204866	-0.17365054427112558	-0.26238980535916906	-0.10940535418147358	-0.061978328906844224	-0.08497612189678176	0.06557438372049527	0.000665843713762017	0.012621105001309243	-0.015608673424855671	-0.02118480280302747	-0.03267123031459245	-0.0005311786930011596	-0.0144515517649846	0.19079290265464657	0.18636890734298434	0.2669235277247846	0.30653998179528424
ZntR	0.22270352498160825	-0.02949413334330852	0.10057232633823364	0.12224840708737017	-0.03871120587538498	0.054576740358358584	0.08386887617052581	-0.02066110550006858	0.06817291986184366	0.2973677976034614	0.15194453796181998	0.0033591441289791643	0.18948116560056857	0.29040511727078894	0.1580194266761431	0.19960598012444045	0.1934812154765022	0.07478646865921021	0.15797453833588948	0.091849025548947	0.20284791580942405	0.27243980598261824	0.2933428097607202	0.12593423858152844	0.020900509981421216	0.1166473397423908	0.2349331039040387	0.21419967830022818	0.16373022107507576	0.14043317248344742	0.0848414568760209	0.04756917168543249	0.26652452025586354	1.0	0.1337098966321276	0.20088779161834935	0.11504133467998354	0.18870310103617252	0.22809511340540406	0.23152159004476364	0.16798463821244655	0.19015947829773439	0.3449294878988516	0.2326687365179117	0.2899113455279991	0.20246885871394904	0.2998466315041335	0.1682390054738837	0.13334580231673712	0.22692302896544844	0.2411825583860148	0.2992580954874749	0.2953877230389406	0.19081784062145413	0.14158031895659548	0.062053142807266926	-0.0008653474482225465	0.09209341762366115	0.17971047020536415	0.2838414444070375	0.2054963278843876	0.22500779311462737	0.29749248743749923	0.14192446289853988	0.2951932068978416	-0.004236960560605494	-0.0041721218469058215	-0.08098105961420965	-0.10539034152545543	0.037688749236274764	-0.07902592301649647	-0.06031746031746032	-0.09205351687676903	-0.10495642090300378	0.08717565056920909	-0.09880671828825796	0.003608523797054826	0.2616865546951957	0.10787416301948902	0.0724822005261911	0.030047756206436488	0.08525043953166499	0.03593810396638362	0.05410790658237634	0.0049551740046633996	0.011843040436913178	0.20603498796743103	0.2840010473946059
HcpR	0.12609882916245838	-0.018386762927218542	0.05570892405142209	0.13587949974438585	0.1869175426127508	0.22421975336350827	0.1366525767154204	0.12447287372660507	0.05799324181099515	0.19282285315278244	0.21217471539545382	0.33251038042868364	0.14164017007693364	0.16320652377211686	0.27359692764248933	0.25115774510904126	0.21207496352822355	0.1074901183306525	0.10899138393246799	0.30934799685781617	0.16764049427050212	0.0453496926395591	0.1060536914425367	0.07145475629371938	0.016705943964388584	0.060886045960672826	0.1526727265926009	0.115026371899899	0.09532537812192172	0.1457399718200975	0.2970735295951321	0.14297185750445765	0.19258344867142982	0.1337098966321276	1.0	0.25699322934201174	0.18351101634683725	0.13698674547064177	0.1993615880497263	0.3574433596428883	0.3922467861195277	0.29400117208443993	0.25348695120886794	0.2907043728724797	0.3230788413820621	0.2775471015848078	0.23612513871744037	0.15763039439394505	0.27883888826543973	0.34657040611478945	0.2907492612127333	0.23861394780483547	0.35391214354293693	0.3428197359069315	0.3568049476926146	0.05633237322161124	0.13491190663225228	0.1425728500355366	0.07489120811980199	0.20658362323719748	0.16726642476838863	0.2854374742827217	0.25530742278582025	0.10614346812304393	0.1375902442673849	-0.03912018853102907	-0.0811855509420317	-0.10717091235551565	0.15641342161373584	0.0895148318557588	0.17778027157445853	0.05300564844948191	0.04767391114602426	-0.09173431090163219	0.10947019289517326	0.07498098480030924	0.0014439082781580817	0.1668773924861906	0.15015399194503673	-0.05208793127096348	0.11375453559271313	0.26836992979962343	0.026930510355490718	0.05634733600169578	0.07183880098255589	0.0720283295302934	0.021838177533385704	0.030855746331001632
NagR	0.2623349418321924	0.005319268320053866	0.05932492923851918	0.10115587476153069	0.16229878178032145	0.1276150575443584	0.28168181648150226	0.25623511515106173	0.24619010212097409	0.2857866058180277	0.13071734061521964	0.1560992032319605	0.2622252147782391	0.2698312946545468	0.2984002294292946	0.28106834249803614	0.2010872953528099	0.24260901008740757	0.3129789648249978	0.3705557425903066	0.30156236362049404	0.2697215676005935	0.07860696517412935	0.2834224865646704	0.2008229529046497	0.21460866095587228	0.04306537487998603	0.20604995074751556	0.2894624621254629	0.09827803339193755	0.21451389668200352	0.12926096335365778	0.22108255713911645	0.20088779161834935	0.25699322934201174	1.0	0.17857828651230065	0.15560044389580918	0.2153368495866532	0.2554271250264966	0.2543448172670482	0.2903253157770047	0.31614608660955873	0.3026446713799424	0.36545343458147855	0.4467362435940598	0.26098330403122233	0.30164715270763975	0.3151635307173406	0.32192670731555256	0.45611291911370466	0.28468933527849477	0.3775583236698712	0.2016957817429145	0.2967642988067183	0.14289704360403496	0.17047843489320316	0.29377673038317187	0.27728275913664757	0.38793750545518024	0.2999413957780022	0.2948789885160663	0.33468995872766494	0.22273843813513886	0.20253868502101025	-0.10936046584121996	-0.10735046571653013	-0.07709073679222933	-0.1932118854349805	0.09277671791418846	0.006321774585718027	-0.2340253619122433	-0.020795770520829437	-0.08279155600443895	0.17625406800583548	0.025060162844923253	0.10874699185775384	0.09225302061122957	0.007124777116921658	0.06571403633461764	0.11967480891282933	0.15683736704946447	0.14202920235913166	-0.10650257484507288	0.17905709547500592	0.08935024127482886	0.12658761331188667	0.06399331662489557
NikR	0.24421501514981483	0.0009850496888988642	0.11934562775096946	-0.1040586540979314	0.027434257285003552	0.00612725844461901	0.23092307884138205	0.15905684609533785	0.15348570431052758	0.15079240389531043	0.11849773687951222	0.2049427050212596	0.22549657726405567	0.3088492375216649	0.3113530093891445	0.34633100163343683	0.33564258905971395	0.2406239479295253	0.19256349829798378	0.1301786805321762	0.17873290190650756	0.23901295527375654	0.08682651903390316	0.14326612551278695	0.14188954974500928	0.04654172745296076	0.1591117096223145	0.14069751493160762	0.32045536727390617	0.21031434307160937	0.2560256362298782	0.11803389069689148	0.1120836918166062	0.11504133467998354	0.18351101634683725	0.17857828651230065	1.0	0.24975623137445604	0.3353233830845771	0.2215962792553523	0.17115674759036895	0.2914225863165376	0.2858813700918964	0.38673549545505553	0.3445853439569072	0.2837466801331687	0.3094277983516004	0.30635544084090827	0.4304667140488036	0.34014638586516044	0.2506390353994439	0.20575568273918626	0.29543261137919424	0.21417474033342063	0.3256075512163493	0.18596491228070175	0.16666292597164553	0.20534171249018068	0.13391438795994962	0.22964625494083468	0.3733138817192234	0.42644671379942395	0.2408084888839013	0.15276250327310814	0.28653973241561614	-0.11005872891183181	-0.08390877691741792	-0.1538747365927256	-0.14688711829324555	-0.04198306712053766	0.008626042718737141	0.0834848314816893	0.09902118480280303	0.19145126497836631	0.06264167882392549	0.03123480342647664	0.021219715956558062	0.2654920884300303	0.10502624721006497	0.07155450816094963	0.20328682402523723	-0.02018229653736331	0.13091684434968018	-0.051369717826905574	0.16594970012094915	0.01344904549932044	0.10315091210613599	0.024087582139428174
PsrA	0.07672664247683886	0.11136049077918678	0.03463634209902867	0.17771044526739735	0.03746430753500667	0.0036683749173929848	0.08065187845234978	0.24829486651953267	0.05614783226723525	0.21889799124677364	0.1494357785009788	0.23645431987930024	0.15029364455915908	0.218464070624322	0.19260838663823737	0.23159640394518635	0.14410404119752115	0.1489719323183581	0.25367647975660546	0.2787092108380404	0.2677813937829649	0.28046484370129304	0.3157969550742528	0.10690656990735545	0.11422835696205688	0.22488809087395104	0.347333507899101	0.28075412411626083	0.2761455878502226	0.13763014501427698	0.03812266985872642	-0.03319991521091285	0.21467848726293345	0.18870310103617252	0.13698674547064177	0.15560044389580918	0.24975623137445604	1.0	0.28453970747764934	0.373523360640407	0.3870547014301924	0.4155388471177945	0.48320053866008306	0.4148505592339057	0.47218793251786184	0.3830396887741742	0.3119066322522725	0.4240975573261512	0.43253157770047007	0.43907530019077545	0.3946657688998616	0.3112482699285527	0.4741779822691056	0.17559071808875423	0.2773176722901782	0.2884350178929912	0.18159079290265465	0.3931944288582152	0.22876843850920833	0.12312123592563498	0.3276375017144852	0.32184690582176834	0.22530206112295664	0.2778064564396065	0.22225464157907207	-0.1182284068379905	-0.0900036160051871	-0.06974899936408184	-0.05068142994301675	0.022706018778289008	-0.12968989638274792	-0.07822790807865435	0.10124565144203793	0.05275128118804474	-0.08995872766493347	0.04133966757690245	-0.03933964263893565	0.15589471190413845	0.2305539969326301	-0.000306736991733064	0.04455167770171698	0.10831307123530219	0.22823975361288795	0.22868863701542413	0.23970623075100686	0.10215838102719485	0.03512512624845696	0.10827815808177159
LldR	0.1939001733188693	0.04736468035761045	0.025095075998453845	0.16869786406314294	0.11081185550942031	0.09841269841269841	0.19761094277983515	0.36510430304617264	0.2060300003740695	0.27897355328620055	0.31102382822728464	0.3575530866968416	0.23056397211935312	0.4684073367498348	0.4502774348807342	0.3453434581478572	0.33092931333308395	0.418935398196985	0.29072931083928727	0.379937405703313	0.379937405703313	0.4649908352971982	0.35077494731854514	0.2356762553149042	0.29681916233369493	0.2051970722826968	0.21231436800957618	0.27270414843077845	0.30804623499046124	0.08831780944899563	0.17258319929176175	0.20216960311225826	0.17065300066085612	0.22809511340540406	0.1993615880497263	0.2153368495866532	0.3353233830845771	0.28453970747764934	1.0	0.4221673586952456	0.36462050649010586	0.4220925447948229	0.46801830446763676	0.46213793189441266	0.5419344380852629	0.42460629184902554	0.43133954288706844	0.4241374580730433	0.4083567126772154	0.44861157869798873	0.3914986471153007	0.48228780907492613	0.473579471065724	0.2953378471053255	0.33763263881095773	0.31105874138081524	0.24954675245327249	0.3530692402648412	0.3572638062818738	0.3506003815508922	0.3390191897654584	0.5021434182471103	0.2862654147807329	0.3350091647028018	0.2625494083467375	-0.19934662526964175	-0.05632738562824973	-0.05325502811755758	0.01947405828002843	-0.02379331413109889	0.014267010810608612	-0.014072494669509595	0.045269891145774885	0.021504008778164316	0.04074115637352087	0.1625830746019277	0.11801394032344543	0.3645905809299368	0.2544445691342785	0.22541178817690993	0.21814985224254665	-0.0024863152907143482	0.17288744248681406	0.1288170675444831	0.034561528198605966	0.12569982169353733	0.05452686442474345	0.17949101609745757
NrdR	0.12073716629883166	-0.07873165500816719	0.0838988017306949	0.16979513460267584	0.15299692016109925	0.06829262210251998	0.12258756343595306	0.05325004052419606	0.05614783226723525	0.16916171024576365	0.17748600356612926	0.2961308744498061	0.1830770957243856	0.28036010424070124	0.21783563386077134	0.17182508510081174	0.16805446451950773	0.32019102482574596	0.24922255888477413	0.3220912978964825	0.33548298607214555	0.34603673362510756	0.2202396538610207	0.17461314978989764	0.14537587750470704	-0.00965847454457038	0.22566615543834712	0.12826843227471665	0.11324081347647726	-0.02243170114340578	0.1055649072931084	0.06414294442574096	0.32324343196299204	0.23152159004476364	0.3574433596428883	0.2554271250264966	0.2215962792553523	0.373523360640407	0.4221673586952456	1.0	0.6221798276786493	0.677043354655295	0.6058155338595245	0.6007980149378421	0.5927530268457213	0.42957892243045426	0.5471115599945137	0.5217097470043267	0.4957293731842043	0.5369667950971957	0.557046845970648	0.6142296038603973	0.6937418172296412	0.450402124714772	0.40632676217907954	0.29886407561191536	0.3603511265726505	0.3713138567812566	0.3979077045848452	0.3930398134640083	0.3496627139989277	0.5946034239828427	0.37199715707178393	0.2529732290926321	0.47374406164665395	-0.2539657601715732	-0.11199391513609895	-0.20300751879699247	0.013488946246212547	-0.050187658200226935	0.0390204366637988	-0.14944076609434032	-0.06518036384493572	-0.16588486140724948	0.08613324355665282	0.16851831070212844	0.00038653848551727576	0.33533834586466166	0.19388022294542326	0.15770520829436777	0.25557176523398045	0.058846120275813915	0.05304554919637402	0.1873813887953715	0.28502849162707766	0.09713088691878952	0.10141522961632939	0.25157171535804684
KdgR	0.08491627077644359	0.10936046584121996	0.05934487961196524	0.1893365253930847	0.2860160351126573	0.15664285090836544	0.13850796144590333	0.06402324218506465	-0.15728126285863914	0.023324480355116646	0.10989912592426339	0.22280826444220003	0.0933253531839549	0.22682826469157968	0.16187982393795433	0.13738076534620133	0.18626915547575407	0.3458621678574546	0.18886769161710246	0.4093691941296026	0.3247696355316151	0.27700844150176435	0.10826818289504857	0.09431788426289604	0.07047718799486277	0.06551952019351862	0.2827242234940585	0.10158480779062083	0.11680195513659772	0.11162982082070849	0.058506963927231016	0.10101123455404681	0.3234628860708986	0.16798463821244655	0.3922467861195277	0.2543448172670482	0.17115674759036895	0.3870547014301924	0.36462050649010586	0.6221798276786493	1.0	0.7041808501352884	0.5950074190451252	0.5606778139378297	0.6421800770583175	0.4993403907779399	0.4738837142607763	0.5103829224803301	0.5155500692028578	0.5656005685856432	0.5793114627364431	0.6706093592189428	0.7194279230414344	0.432122595044826	0.44992331575206673	0.47056197708200853	0.41056621653636577	0.5291013603660893	0.381064601803015	0.3270240277310191	0.3118118679784037	0.5390765470891158	0.4775096946345964	0.1760695270514595	0.2350079178044614	-0.12064738961832441	-0.1383433708649734	-0.1835658798738139	0.16605942717490244	0.10313096173268993	-0.05610294392698163	-0.1330764722752154	-0.022366862429706105	-0.15834860783800297	0.11611366725270889	0.10158480779062083	0.1310016334368259	0.24961159116697215	0.15830371949774935	-0.04029726056434619	0.09528547737502961	0.15164528236012917	0.11568972181698026	0.1349168942256138	0.23889824062644172	0.12311624833227347	-0.09380416214666018	0.16239853364755172
NagC	0.18038379530916845	0.05150438284766643	0.004860409730794648	0.18609957730146262	0.24256412174715394	0.014057531889425056	0.18016434120126187	0.039688774174241576	-0.0652102894051048	0.07634758538136385	0.16159054352298657	0.22758139128916818	0.15823888078404968	0.3183206773151785	0.22583573361263856	0.16960560605493835	0.2641404506290602	0.3769947256200202	0.29528797117171035	0.46491103380341403	0.3610493896432624	0.30544271125575134	0.16970037032880708	0.13909150986920035	0.17095225626254693	0.03705532487936258	0.3134527861943416	0.09723063878601977	0.21642414493946308	0.13094676990984924	0.19330664970884923	0.13885709298120924	0.2931233556528136	0.19015947829773439	0.29400117208443993	0.2903253157770047	0.2914225863165376	0.4155388471177945	0.4220925447948229	0.677043354655295	0.7041808501352884	1.0	0.6722552650282423	0.6622451651516852	0.6415765782615743	0.46576391226823277	0.5289168194117133	0.5972318856843601	0.6573822616242098	0.6365141709996384	0.6763600543647676	0.640698761829948	0.7718575044576615	0.37020162346163915	0.44841207496352825	0.43994812902904024	0.4354892205638474	0.5774311400391526	0.41371338794748064	0.3703712016359306	0.40626192346537987	0.599630918091248	0.3904113517624908	0.20649883415005174	0.30092395167022035	-0.16091223082582076	-0.15140587787877655	-0.2388084639459345	0.10999887779149366	0.08227783388820309	0.006311799398995	-0.20100749385902567	-0.05401314230850759	-0.11888676916171025	0.07669671691666978	0.12807890372697914	0.06032743550418335	0.30816593723113755	0.13203905285602066	0.05841219965336226	0.20887791618349355	0.05278120674821382	0.04007281886307809	0.11734560281300266	0.20959114203418996	0.049953241312235816	0.066038229903116	0.1047369667950972
SahR_SamR	0.16983004775620644	0.09159964588087133	0.04747939500492525	0.14999937655082982	0.0034638835895709425	-0.03209765707801843	0.13894188206835498	0.1753962019476552	0.03517001458871058	0.1456601703263133	0.14277734136335865	0.20545642713749548	0.22998541128941757	0.3336625144951932	0.2843352161498273	0.2927293357772541	0.24345191336550331	0.32669983416252074	0.275352560505742	0.3656180251624085	0.4507412810633549	0.32760258856095464	0.3074626865671642	0.16979513460267584	0.166094340328433	0.04799810471452263	0.3060661604259405	0.20182047157695232	0.2075811419095001	0.1228618810708363	0.16401950149004352	0.08832778463571865	0.22798538635145077	0.3449294878988516	0.25348695120886794	0.31614608660955873	0.2858813700918964	0.48320053866008306	0.46801830446763676	0.6058155338595245	0.5950074190451252	0.6722552650282423	1.0	0.6515368022045163	0.626947966932256	0.45419768326288357	0.48384393820371824	0.5348520555119141	0.515405428995374	0.660659110462724	0.4924475367523286	0.5634708662202771	0.7141610244516765	0.27426027755957055	0.336984251673961	0.3479469818825671	0.30541777328894376	0.44750932056509435	0.3684060898514944	0.382765371139291	0.47693612139802244	0.6862604271873715	0.3423708525043953	0.2877517176024639	0.4816444095312909	-0.29693387698100976	-0.1724186087108318	-0.1560194017381763	-0.13061260115462786	-0.07238743625232234	-0.10708113567500842	-0.06190351500642153	-0.007763189067195352	-0.12311624833227347	0.12276711679696754	0.12810882928714823	0.12402399032406888	0.2790533547799848	0.2600456364792578	0.1061684060898515	0.11361488297859075	0.09405852940809736	0.19136148829785907	0.16719161086796594	0.13297672040798514	0.010601129689896382	0.05629746006808065	0.15822391800396512
