	FabR	HypR	CadR-PbrR	TrpR	AraR	LiuR	PhrR	CueR	FruR	RbsR	NiaR	GntR	SdaR	HexR	RutR	HrcA	PaaR	NadQ	PdxR	Rex	LexA	SoxR	GlcC	LiuQ	MerR	NtrC	NagQ	PhnR	TyrR	QorR	FnrN_FixK	PhsR	AmtR	ZntR	HcpR	NagR	NikR	PsrA	LldR	NrdR	KdgR	NagC	SahR_SamR	FUR	NsrR	ModE	ThiR	Phr	BirA	Zur	MntR	ArgR	NrtR	HisR	RbkR	AgaR	XylR	CzrA	IscR	PhnF	HutC	MetR	CcpA	ExuR_UxuR	NifA	PurR	CsoR	GguR	CblR	LtbR	NnrR	FixJ	AcnR	MetJ	FadR	GulR	TtrR	PdhR	VanR	BioQ	SiaR	NarP	NmlR	NorR	FadP	Irr	DasR	PrpR
NiaR	0.2293569745258669	0.19480791531066471	0.1999600992531079	0.236549084153169	0.2472574471003379	0.15978004713275726	0.15386476140600258	0.09221311986433746	0.21625955435853314	0.2226835746081622	1.0	0.33413633586453695	0.2495567276399955	0.25191087170662974	0.11298644621504009	0.26142719984039703	0.3001857878527164	0.1443434456788738	0.4074888714323121	0.3283108268182895	0.2904400304243195	0.2541852142794798	0.2423546428259704	0.21904761904761905	0.28098355341089043	0.18939637651342286	0.267267671666729	0.1843190064714024	0.2705894088454968	0.04062644172620606	0.08662701529944264	0.029688649484407536	0.13082706766917293	0.15194453796181998	0.21217471539545382	0.13071734061521964	0.11849773687951222	0.1494357785009788	0.31102382822728464	0.17748600356612926	0.10989912592426339	0.16159054352298657	0.14277734136335865	0.237297223157396	0.190398882779087	0.29692390179428674	0.19893764261399768	0.1543286075886233	0.2253619122432948	0.2601553635332111	0.2916021396775521	0.31491913864262644	0.2596815421638674	0.15855309916582502	0.1960847392112121	0.20450878439880796	0.2993428845746206	0.230903128467936	0.2554770009601117	0.08630780932430579	0.30160226436738613	0.20953129091385178	0.038751106622277084	0.10752503148418309	0.0776094465018267	-0.015783239192508635	0.16857816182246663	0.0019077544607788127	0.0504370378683026	0.03610768214067507	0.0181822715993965	0.0679634409406601	-0.10054240077806456	-0.031384431227322034	0.005349193880222945	0.1305228244741206	0.2364393570992157	0.15974014638586517	0.24027481639421938	0.12838314692203145	0.13192433820870583	0.16782503522487813	0.06681130687415054	0.18939138892006135	-0.0906420279554608	0.19621940423197295	0.02916993977481016	0.017528896869038267
GntR	0.07204827990373945	-0.07662190301624709	0.14838838389506104	0.23133704909038766	0.16750084165637977	0.2317709697128393	0.16546590356488236	0.35394705669646753	0.26078878789012333	0.31360241399518696	0.33413633586453695	1.0	0.33429095125874386	0.3794087208069926	0.32067482138181275	0.2074913652289929	0.20091272958515694	0.19273307647227522	0.3362710258232646	0.2973179216698463	0.14750059227671167	0.306654696442599	0.1200339156348583	0.10316088729285901	0.16884749186398834	0.2560356114166012	0.2650481926208556	0.08422798289255477	0.2694073492188182	-0.023224728487886384	0.2695669522063866	0.1628424294567264	0.05710545019264579	0.0033591441289791643	0.33251038042868364	0.1560992032319605	0.2049427050212596	0.23645431987930024	0.3575530866968416	0.2961308744498061	0.22280826444220003	0.22758139128916818	0.20545642713749548	0.21659372311375455	0.30778189254230104	0.37039115200937667	0.21033928103841693	0.08652726343221237	0.32921856881008493	0.3298869063205277	0.2665295078492251	0.12249279916208432	0.24436464295066024	0.259551864736468	0.3314879237895734	0.04723001533684959	0.20577563311263233	0.18861831194902678	0.17433384456165288	0.22700283045923267	0.31044526739734907	0.28662452150276185	0.051988179403733216	0.22984077108193368	0.06662676591977457	-0.08053217621167347	0.09014326861930946	0.06361924712278208	0.020416713425354432	0.1475803937704959	0.16471776456065537	0.12962505766904825	0.07048716318158581	-0.029673686704322997	0.12104140949388396	0.06247210064963404	0.06801331687427524	0.22424469133031583	0.22399531166224018	0.0532650033042806	0.17071783937455579	0.2819311961495779	0.13391937555331113	0.21437424406788114	-0.009553735083978603	0.0176535867030761	0.024396812927841995	0.007693362760134166
SdaR	0.2808688387635756	0.08832778463571865	0.34937842117732143	0.1943041683811519	0.13633835833364505	0.2532625095075998	0.3860422199778052	0.1629970448509333	0.3175825134976745	0.24984102046160175	0.2495567276399955	0.33429095125874386	1.0	0.3720869337522912	0.26536241100263097	0.3432237309692141	0.3948951981944912	0.08606840484295315	0.28438010449008094	0.3286350203867879	0.235790969962219	0.3529246000573573	0.12464245190089653	0.00925447948228781	0.11828327036496715	0.18751605381613237	0.2982905023753413	0.2800359106722029	0.2907841743662639	0.0784723001533685	0.2980760358607963	0.22874350054240078	0.11222833202409008	0.18948116560056857	0.14164017007693364	0.2622252147782391	0.22549657726405567	0.15029364455915908	0.23056397211935312	0.1830770957243856	0.0933253531839549	0.15823888078404968	0.22998541128941757	0.2919163580593274	0.29891395154553047	0.3613536328383147	0.2626242222471602	0.13029838277285252	0.2926245963166623	0.3393433833339568	0.2890135787229267	0.269152981957381	0.287228020299505	0.24151672714123618	0.26000573573236574	0.09679173057020661	0.2632626341974339	0.26976146834748566	0.3080262846170152	0.33468995872766494	0.38797740620207233	0.21504756917168544	0.03912018853102907	0.1943889574682976	0.013533834586466165	-0.007708325540218706	0.033489195625880624	0.0648711330565219	0.05632738562824973	0.10403371613112383	0.03360889786655694	0.12318607463933466	0.046317285751692666	0.07175899948877168	0.22731704884100798	0.2873128093866507	0.19481290290402623	0.10547513061260115	0.27624533971745285	0.1693961271337548	0.09212334318383023	0.24245938228656216	0.06346463172857517	0.06460180301500018	-0.013394181972343796	0.14996945099066072	0.05085599571066971	-0.04946944475616903
HexR	0.23908278158081772	-0.02203269367448472	0.15713662265115524	0.3229940522949164	0.21947655207670919	0.14715146074140575	0.22843426975398695	0.335283482337685	0.3044850933303408	0.40301001259367325	0.25191087170662974	0.3794087208069926	0.3720869337522912	1.0	0.5074252796169528	0.36020648636516667	0.48406837990498636	0.2984002294292946	0.39310963977106944	0.34267509569944765	0.26258432150026806	0.2964999563585581	0.234284716767042	0.3245801069838776	0.24866893602164616	0.2438259828676168	0.4704871631815858	0.3053180214217135	0.3847853464507039	0.16030873202907767	0.31959251362236435	0.31374206660930937	0.2028578909961471	0.29040511727078894	0.16320652377211686	0.2698312946545468	0.3088492375216649	0.218464070624322	0.4684073367498348	0.28036010424070124	0.22682826469157968	0.3183206773151785	0.3336625144951932	0.26269404855422135	0.352251274953553	0.38323919250863475	0.34461028192371473	0.37128393122108755	0.39984289080911234	0.3857978279030911	0.36570780184291574	0.3198867816306937	0.31950273694185716	0.3264155413409145	0.3768949737527899	0.2209877928652477	0.16919163580593274	0.2719410466464669	0.2749136522899288	0.20856369780171824	0.29851494407660945	0.31879449868452225	0.15695706929014078	0.20439905734485467	0.1736605194578486	-0.017374281474831357	0.023967879898751855	-0.08322048903352909	0.011463983341438173	0.0738737390740533	-0.035224878115687225	-0.21772091921345652	-0.038406962680332675	0.19173057020661105	0.017144852180201748	0.14953553036820907	0.048686392598411454	0.1313806905323009	0.19808975174254043	0.08948490629558972	0.18242870858738888	0.11756006932754773	0.03983840197508697	0.13674734098928915	-0.07625282110749511	-0.04188830284666891	0.12031322086310303	0.05792840309729548
RutR	0.24791082183069615	0.08946495592214367	0.10649259965834985	0.19154602925223507	0.21304255664035712	0.08645743712515119	0.2963403533709897	0.47302086060923454	0.21842416987742988	0.20815471514607414	0.11298644621504009	0.32067482138181275	0.26536241100263097	0.5074252796169528	1.0	0.34190700632177456	0.38368308831780945	0.2809386650706368	0.25608548735021636	0.28631030312098654	0.2999314205912792	0.3061858626666168	0.0870260227683637	0.2895771767727777	0.21068841257372287	0.26531752266237735	0.26723275851319844	0.359772565742715	0.28912330577688	0.3277073280215464	0.32396164540704997	0.2804598561079315	0.14293195675756556	0.1580194266761431	0.27359692764248933	0.2984002294292946	0.3113530093891445	0.19260838663823737	0.4502774348807342	0.21783563386077134	0.16187982393795433	0.22583573361263856	0.2843352161498273	0.25084851432062744	0.2743749922068854	0.34125861918477784	0.3263556902205763	0.37664559408471426	0.3557725158667814	0.4445067893614634	0.34903926482873854	0.2445691342784823	0.3418770807616055	0.31512861756381	0.33275976009675934	0.08675669272684199	0.14745071634309656	0.14553049289891395	0.1831868227783389	0.2994027356949588	0.19448870933552787	0.24851930822080076	0.1575755308669684	0.2891831568972182	0.10642277335128866	0.07247721293282959	-0.05224254666517039	0.03301537425653686	0.04589334031596404	0.15524632476714173	0.019219691018591254	-0.13620868090624572	0.09004351675207921	-0.010032544046683875	0.05691592164490829	-0.03971371214104914	0.00187284130724822	0.12106634746069153	0.0549607850471951	0.06271649272434818	0.22598536141348396	0.15336101447648973	0.21400017456576764	0.026062669110587414	-0.022461626703574857	-0.039284779111959	0.09446252447037994	0.04618760832429332
HrcA	0.3348146485617028	0.3147445728749735	0.2249878427411813	0.1538348358458335	0.19244878365066895	0.31850521826955447	0.2616516415416651	0.2573623112507637	0.19351612863003279	0.33485953690195636	0.26142719984039703	0.2074913652289929	0.3432237309692141	0.36020648636516667	0.34190700632177456	1.0	0.39928428035262287	0.19076297709447748	0.2956869786406314	0.3578523422985324	0.2907741991795409	0.2164291325328246	0.2367485878876295	0.25105300564844946	0.20733176224142447	0.2386937492986197	0.32019601241910745	0.3906058679035898	0.35519894263020735	0.2501203256898465	0.3936034115138593	0.2164690332797167	0.1331512861756381	0.19960598012444045	0.25115774510904126	0.28106834249803614	0.34633100163343683	0.23159640394518635	0.3453434581478572	0.17182508510081174	0.13738076534620133	0.16960560605493835	0.2927293357772541	0.3704460155363533	0.28996122146161424	0.42859636653823613	0.2869437274778987	0.209611092407636	0.3239317198468809	0.4219129914338084	0.3335128866943478	0.22607015050062967	0.2128530280926196	0.23207521290789163	0.3095225626254691	0.15507175899948877	0.23480841407000086	0.20781555879749125	0.24085836481751643	0.24075362535692466	0.2801705756929638	0.19226424269629297	0.0907617301961371	0.31873464756418407	0.05911545031733563	-0.03601291786680632	0.11674709160962107	0.006715794461277572	0.056058055586728016	0.10982929961720221	0.12388932530330803	-0.07476651828576417	-0.025818277035873267	0.011942792304143444	0.16719161086796594	0.03623735956807442	0.1333308395366526	0.05476128131273457	0.09704111023828227	0.13875235352061746	0.11901145899574808	0.15290714348059203	0.06040224940460604	-0.006486365166647963	-0.0348009326799586	-0.02074090699385279	0.0690158231399394	-0.08497113430342024
PaaR	0.4403122233444307	0.2552525592588436	0.11464232721106248	0.22963129216075012	0.12960510729560218	0.11873714136086484	0.23309766954700184	0.2873776481003504	0.3871744036708687	0.3508397860322448	0.3001857878527164	0.20091272958515694	0.3948951981944912	0.48406837990498636	0.38368308831780945	0.39928428035262287	1.0	0.21129191137046596	0.3672190426314543	0.3572987194354044	0.46141473085699325	0.2993728101347897	0.2147283631965486	0.1993615880497263	0.22706766917293233	0.38069551989426303	0.3240165089340266	0.3423658649110338	0.3106447711318096	0.1602139677552089	0.347722540181299	0.23965635481739173	0.2591678200476315	0.1934812154765022	0.21207496352822355	0.2010872953528099	0.33564258905971395	0.14410404119752115	0.33092931333308395	0.16805446451950773	0.18626915547575407	0.2641404506290602	0.24345191336550331	0.30464968391127073	0.2725694834100176	0.3993291686928765	0.3975336350827317	0.29746754947069165	0.3246200077307697	0.3853240065337473	0.3865210289405105	0.35772765246449456	0.28251474457287495	0.32651529320814476	0.38232147533011634	0.20565094327859448	0.32635070262721483	0.27669422311998904	0.25560667838751105	0.24659409718325664	0.26460429681168096	0.1887679397498722	0.10910111098642128	0.16081746655195203	-0.0032194915148567936	0.05776381251636554	-0.0347610319330665	-0.021314480230426813	0.13234329605107295	0.0579383782840185	0.09977929899375304	-0.05579371313856781	-0.024775870023317	0.19725682365116773	0.024426738488011072	-0.02060125437973042	0.1341737428147483	0.15967530767216548	0.07318545119016447	0.09609845509295627	0.19733662514495193	0.21187545979376302	0.21878327659945884	0.18875297696978766	-0.07856706442723725	0.010775695457549346	0.13199416451576704	-0.04168381151884687
NadQ	0.15253307397847854	0.019863090562226463	0.08240751131560244	0.2557563061883565	0.14050299879050862	0.17476776518410453	0.195092208132271	0.2471726580131922	0.2345141460616716	0.09747503086073392	0.1443434456788738	0.19273307647227522	0.08606840484295315	0.2984002294292946	0.2809386650706368	0.19076297709447748	0.21129191137046596	1.0	0.2549632788438759	0.3333333333333333	0.38909462711505133	0.34650057980772825	0.1578697988752977	0.18570555742590306	0.2688437511689672	0.22591054751306125	0.342824723500293	0.16984999812965249	0.25141709996383993	0.19673312634820883	0.06136984251673961	0.25981121959126674	0.18825421763363634	0.07478646865921021	0.1074901183306525	0.24260901008740757	0.2406239479295253	0.1489719323183581	0.418935398196985	0.32019102482574596	0.3458621678574546	0.3769947256200202	0.32669983416252074	0.23667377398720682	0.3195576004688338	0.2845646454444569	0.3370141772341301	0.4537088991134553	0.39168318806967667	0.29420067581890047	0.3751343532961758	0.38838140126435494	0.4262472100649634	0.2504145936981758	0.3361463359892268	0.1974712901657128	0.212439057843614	0.2045586603324231	0.3245402062369855	0.07574907417798227	0.0953203905285602	0.25812541303507525	0.2067033254778738	0.2008678412449033	0.15936108929039017	-0.003458895996209429	-0.08790383919999002	-0.09038766069402361	-0.01864113018865572	0.05099066073143057	0.030790907617301962	-0.1445379618199728	-0.07147969426052694	-0.06621279567076896	-0.10419830671205377	-0.20353620369331288	0.04113517624908041	-0.03689073429843265	0.0733500417710944	0.0025661167844985597	0.2502350403371613	-0.030152495667028267	-0.07118542625219766	-0.022840683799049865	-0.08153468247733762	0.1640095263033205	0.07927031509121062	0.006660930934300926
PdxR	0.31381688050973205	0.27387623287073404	0.2873527101335428	0.4321525206049951	0.296644596566042	0.19376052070474695	0.32143792316612424	0.20818962829960475	0.20812478958590505	0.2561104253170239	0.4074888714323121	0.3362710258232646	0.28438010449008094	0.39310963977106944	0.25608548735021636	0.2956869786406314	0.3672190426314543	0.2549632788438759	1.0	0.4655544333470492	0.3824212271973466	0.353563012007631	0.30605618523921746	0.20915223381837678	0.2870883676853826	0.4378932405640968	0.3868103093554782	0.18951607875409918	0.2970386164416015	0.28235514158530656	0.24747191361488297	0.008481402511253257	0.23867379892517362	0.15797453833588948	0.10899138393246799	0.3129789648249978	0.19256349829798378	0.25367647975660546	0.29072931083928727	0.24922255888477413	0.18886769161710246	0.29528797117171035	0.275352560505742	0.22281325203556154	0.3473584458659085	0.4380029676180501	0.39913465255177744	0.32260502001271835	0.3427299592264243	0.3377074527113804	0.4718737141360865	0.3438322173593187	0.4158530654995698	0.28077906208306835	0.17439868327535257	0.19760595518647364	0.3055125375628125	0.32904899063579346	0.36013666005810546	0.011972717864312523	0.18201473833838328	0.18400977568298857	0.011882941183805285	0.14149552986944974	0.045584109527550216	0.16334617638623922	0.21038416937867055	0.03836706193344057	-0.0868065686604571	0.24130724822005262	0.2265290090898889	-0.11957006945223755	-0.17684759161585556	-0.00040648885896332873	-0.05805808052469482	0.0063367373658025665	0.07897105948951982	0.1030810857990748	0.10035785982368857	0.029439269816331874	0.10377436127632514	0.08221798276786493	0.1257995735607676	0.1408421551390915	-0.11697652090425067	0.055115400441402014	0.07944488085886357	0.2012069975934862
Rex	0.31318345615281984	0.36499457599221935	0.16765046945722514	0.34445067893614634	0.2282996047332261	0.2427736006683375	0.22394543572862505	0.2303694559782541	0.16129627551465728	0.14029351986932506	0.3283108268182895	0.2973179216698463	0.3286350203867879	0.34267509569944765	0.28631030312098654	0.3578523422985324	0.3572987194354044	0.3333333333333333	0.4655544333470492	1.0	0.33936333370740285	0.37468546989363954	0.2366338732403147	0.3141011733313383	0.3291138293494931	0.44812279454856047	0.47131011608623546	0.4259828676168032	0.48738014189703116	0.22360627938004216	0.3128842005511291	0.13867753962019477	0.3938478035885734	0.091849025548947	0.30934799685781617	0.3705557425903066	0.1301786805321762	0.2787092108380404	0.379937405703313	0.3220912978964825	0.4093691941296026	0.46491103380341403	0.3656180251624085	0.36370278931158745	0.43047170164216514	0.6019102482574595	0.4587314056284991	0.4061871095649572	0.5659945884612028	0.5256200201997531	0.5738849611591167	0.49157470791406377	0.539116447836008	0.4141872093168244	0.3393084701804262	0.32452025586353944	0.2628137507948977	0.4355191461240165	0.35270514594945074	0.14677739123929226	0.2347036746094091	0.21462861132931832	0.1522487811568723	0.19158094240576565	0.03852666492100899	0.12532575219142383	0.09501115974014639	0.022007755707677153	0.13003404032469232	0.22507761942168855	0.17856831132557763	-0.15736106435242334	-0.2186136984251674	-0.07535505430242273	-0.031164977119415453	0.02291051010611105	0.10400877816431627	0.16915672265240214	0.11435803438945623	0.05193830347011808	0.12175463534458035	0.17922667364929737	0.16666292597164553	0.019573810147258695	-0.06386862679085774	0.2474020873078218	0.09221810745769897	0.04703549919575057
LexA	0.34464519507724534	0.28033017868053217	0.18468808838015435	0.25808551228818316	0.12609384156909687	0.08297110936545343	0.24394568510829312	0.20838414444070374	0.24125238469307597	0.14429356974525867	0.2904400304243195	0.14750059227671167	0.235790969962219	0.26258432150026806	0.2999314205912792	0.2907741991795409	0.46141473085699325	0.38909462711505133	0.3824212271973466	0.33936333370740285	1.0	0.40097507450217584	0.31720844399556103	0.295138343370865	0.36366787615805685	0.357323657402212	0.3406601079813963	0.46878140625194825	0.35167770171697904	0.309472686691854	0.2129627551465729	0.27226025262160375	0.30813102407760695	0.20284791580942405	0.16764049427050212	0.30156236362049404	0.17873290190650756	0.2677813937829649	0.379937405703313	0.33548298607214555	0.3247696355316151	0.3610493896432624	0.4507412810633549	0.43454656541852144	0.389149490642028	0.44884100799261833	0.6025636229878178	0.5174154291200639	0.24911781942418235	0.5031908128530281	0.4399880297759324	0.4772553273731593	0.4950211349268694	0.27048466938490506	0.3451090412598661	0.2718961583062133	0.34864524495317895	0.3270190401376576	0.43008765695332857	0.1642339680045886	0.1755458297485006	0.2383595805433983	0.18167059439643884	0.11486178131896907	0.1043628972929837	0.12829835783488572	-0.09695632115113655	0.047718799486277885	0.02750408359206474	0.05911046272397411	0.08001346650207608	-0.025199815459045625	-0.2049427050212596	-0.12284193069739024	0.026406813052531827	-0.16090225563909774	0.07233756031870722	0.1296100948889637	0.09398870310103617	-0.039040387037244856	0.08328532774722877	0.1869175426127508	0.1935211162233943	0.014316886744223744	-0.05909051235052806	0.1692864000798015	0.18337136373271487	0.12024838214940337
SoxR	0.269706604820509	0.10917093729348246	0.21320215962792555	0.2233968004588586	0.1391014850559234	0.16151074202920235	0.3093629596379007	0.2242696292971234	0.21302759386027256	0.2565543211261986	0.2541852142794798	0.306654696442599	0.3529246000573573	0.2964999563585581	0.3061858626666168	0.2164291325328246	0.2993728101347897	0.34650057980772825	0.353563012007631	0.37468546989363954	0.40097507450217584	1.0	0.2118704722004015	0.24685843963141685	0.2882804024987843	0.30885422511502636	0.25274878739136397	0.2955323632464245	0.31636055312410377	0.06776393720619958	0.09621815733363259	0.11782441177570793	0.3093978727914313	0.27243980598261824	0.0453496926395591	0.2697215676005935	0.23901295527375654	0.28046484370129304	0.4649908352971982	0.34603673362510756	0.27700844150176435	0.30544271125575134	0.32760258856095464	0.30748762453397177	0.38727415553809896	0.3664858664073118	0.4143069115575007	0.3952443297297971	0.33920871831319593	0.3491888926295839	0.3541565356176511	0.4300078554595444	0.43659646629010335	0.2555169017070038	0.2565892342797292	0.2542251150263719	0.3562313744560406	0.22680831431813364	0.25247446975648075	0.2245688848988142	0.21274330103866632	0.27492362747665183	0.1718599982543423	0.27165176623149917	0.12521103754410903	0.13962518235888227	0.028062694048554222	0.14361026945473135	0.0930909362959638	0.07019788276661804	0.07835259791269218	-0.07528024040200003	-0.033514133592688185	-0.06144964401052382	0.030416838115188468	0.07461689048491876	0.10743525480367586	0.04809286898839138	0.06215289467449719	0.10503123480342648	0.0875547076646841	0.01702514993952543	0.12616865546951958	0.02016733375727877	0.021962867367423533	0.3083405029987905	0.09078666816294467	0.09337024152420853
GlcC	0.18927168667938504	0.17209940273569496	0.002446414543822242	0.1448322298283021	0.08421800770583174	0.014825621267098094	0.10498634646317286	0.2765346201324206	0.22520230925572637	0.15694709410341776	0.2423546428259704	0.1200339156348583	0.12464245190089653	0.234284716767042	0.0870260227683637	0.2367485878876295	0.2147283631965486	0.1578697988752977	0.30605618523921746	0.2366338732403147	0.31720844399556103	0.2118704722004015	1.0	0.22616491477449843	0.26994600930186163	0.2878414942829711	0.2942455641591541	0.32145787353957034	0.3319617451589172	0.13625356924649934	0.15309667202832952	-0.018606217035125126	0.24441451888427537	0.2933428097607202	0.1060536914425367	0.07860696517412935	0.08682651903390316	0.3157969550742528	0.35077494731854514	0.2202396538610207	0.10826818289504857	0.16970037032880708	0.3074626865671642	0.13287198094739336	0.22103766879886283	0.18253843564134217	0.2654571752764997	0.22808015062531953	0.16379007219541392	0.275168019551366	0.1742989314081223	0.2593723113754536	0.29215077494731856	0.1070013341812242	0.2156410927817055	0.07039239890771705	0.09296624646192596	0.05530492898913952	0.3193930098879038	-0.017638623922991557	0.11716106185862667	0.04843202533697428	-0.034666267659197746	0.07740994276736618	0.10064215264529483	0.00013217122408010074	-0.0011695906432748538	-0.050506864175363785	-0.1170214092445043	-0.04756418409207097	0.10370952256262547	0.02577837628898116	-0.07698100973827604	0.037688749236274764	-0.06487612064988342	0.0093642065362411	0.05561914737091485	0.11401887804087332	0.12864250177683015	0.09985910048753725	0.08268681654384719	0.06938989264205289	0.12019351862242672	0.019763338694996198	-0.06041721218469058	-0.0074639334655045575	0.12126086360179054	0.12255265028242247
LiuQ	0.19716205937729897	0.08218306961433434	0.02038678786518535	0.1815409169690395	0.11663736455566778	0.03878103218244616	0.1714759535655058	0.2804099801743164	0.2009077419917954	0.13580967343732467	0.21904761904761905	0.10316088729285901	0.00925447948228781	0.3245801069838776	0.2895771767727777	0.25105300564844946	0.1993615880497263	0.18570555742590306	0.20915223381837678	0.3141011733313383	0.295138343370865	0.24685843963141685	0.22616491477449843	1.0	0.40111971470965974	0.3633885709298121	0.24291325328245988	0.20487786630755994	0.29981670594396437	0.04243693811643537	0.18461327447973166	-0.05127994114639833	0.24618012693425104	0.12593423858152844	0.07145475629371938	0.2834224865646704	0.14326612551278695	0.10690656990735545	0.2356762553149042	0.17461314978989764	0.09431788426289604	0.13909150986920035	0.16979513460267584	0.09417823164877367	0.20084290327809573	0.3245501814237085	0.15569520816967794	0.3150139029164952	0.2696367785134478	0.19674808912829336	0.28272921108742005	0.21995536103941446	0.23479843888327784	0.16831880696766793	0.15778002219479045	0.14857791244279853	-0.011015099938901981	0.04382847666429756	0.11880198007456452	0.09506602326712303	0.01083055898452599	0.08127532762253893	0.12338557837379519	0.14188456215164777	0.14350054240077806	-0.034666267659197746	0.04691080936171274	-0.07434257285003554	0.027678649359717703	0.04235214902928964	0.0028055212658511953	-0.15871270215339342	-0.13569994638337135	-0.07964438459332411	-0.06563922243419494	-0.1408072419855609	-0.07548473172982206	0.05078118181024701	-0.0014838090250501876	0.144228731031559	0.024052668985897578	-0.02177333881968603	0.049648998117183506	-0.14834848314816892	0.02502524969139266	0.05387348969438522	0.13451788675669274	0.010182171847529271
MerR	0.25654933353283704	0.20239404481352635	0.009289392635818402	0.1847828526540231	0.03482088305340465	0.1099789274180476	0.24198057332385692	0.35955809922816995	0.2988441252384693	0.12759011957755084	0.28098355341089043	0.16884749186398834	0.11828327036496715	0.24866893602164616	0.21068841257372287	0.20733176224142447	0.22706766917293233	0.2688437511689672	0.2870883676853826	0.3291138293494931	0.36366787615805685	0.2882804024987843	0.26994600930186163	0.40111971470965974	1.0	0.31430067706579884	0.23965136722403022	0.3141111485180613	0.3972593174478485	0.1423484083342685	0.20084290327809573	0.11173456028130027	0.2545742465616778	0.020900509981421216	0.016705943964388584	0.2008229529046497	0.14188954974500928	0.11422835696205688	0.29681916233369493	0.14537587750470704	0.07047718799486277	0.17095225626254693	0.166094340328433	0.1701592289180663	0.12227833264753925	0.278375042082819	0.2440454369755234	0.3072581952393421	0.3077270290153244	0.27685881370091897	0.2854324866893602	0.23336699958852355	0.19448372174216635	0.16074764024489083	0.18743126472898664	0.17446352198905224	0.16934625120013966	0.10101622214740832	0.22380079552114115	-0.012680956121647402	0.11226823277098218	0.07369418571303882	-0.14954051796157058	0.10562974600680806	0.10658736393221861	0.1442237434381975	0.075649322310752	0.03722989064701555	-0.07927031509121062	0.03485080861357374	-0.0342722477836382	-0.19531664983353908	-0.20025935485479868	0.07755957056821157	0.04322497786755446	-0.16532126335739847	0.09268694123368122	0.019563834960535667	-0.018217184752927093	-0.01529944263644185	0.1045125250938291	-0.06545468147981895	-0.036706193344056656	-0.1297597226898091	-0.17563061883564632	0.08169927305826756	0.15817902966371153	0.09723063878601977
NtrC	0.24225987855210165	0.3892043541690046	0.19369069439768577	0.31162732702402773	0.13614384219254605	0.2468783900048629	0.2815471514607414	0.23573610643524234	0.28322797042357134	0.22682826469157968	0.18939637651342286	0.2560356114166012	0.18751605381613237	0.2438259828676168	0.26531752266237735	0.2386937492986197	0.38069551989426303	0.22591054751306125	0.4378932405640968	0.44812279454856047	0.357323657402212	0.30885422511502636	0.2878414942829711	0.3633885709298121	0.31430067706579884	1.0	0.391618349355977	0.38390753001907757	0.4799536153817379	0.16493721866856195	0.2099552363495804	0.08056210177184255	0.2806743226224766	0.1166473397423908	0.060886045960672826	0.21460866095587228	0.04654172745296076	0.22488809087395104	0.2051970722826968	-0.00965847454457038	0.06551952019351862	0.03705532487936258	0.04799810471452263	-0.058212695918901734	0.12133068990885174	0.34636591478696743	0.27883888826543973	0.21377074527113804	0.21293781717976534	0.1805234479232908	0.2880659359842392	0.1934363271362486	0.20863352410877942	0.09222309505106048	0.10211349268694124	0.12616865546951958	0.15882242920734674	0.1084327734759785	0.15102682078330154	-0.019888028529034027	-0.0253793688200601	-0.22436439357099217	-0.09811344281100762	0.08675669272684199	-0.009114826868165438	0.3046895846581628	0.09655232608885397	0.18357585506053692	-0.05193331587675657	0.2578161822466614	0.17880771580693025	-0.17274778987269168	-0.15267771418596243	0.0021770845023005273	-0.15028366937243606	-0.2270128056459557	-0.08089627052706393	0.01364854923378097	0.128408084888839	-0.15322136186236737	-0.014162271350016834	0.007972667988378907	0.15875260290028553	-0.050816094963777605	-0.11623835708674672	0.1635157545605307	0.14120126186112048	0.004182097033628848
NagQ	0.26643973116871783	0.23616005187097097	0.23678848863452162	0.37445105300564846	0.1766031995411414	0.24248432025336975	0.3329842017980274	0.18199977555829874	0.18734148804847942	0.2208431526577638	0.267267671666729	0.2650481926208556	0.2982905023753413	0.4704871631815858	0.26723275851319844	0.32019601241910745	0.3240165089340266	0.342824723500293	0.3868103093554782	0.47131011608623546	0.3406601079813963	0.25274878739136397	0.2942455641591541	0.24291325328245988	0.23965136722403022	0.391618349355977	1.0	0.4548161448397112	0.40276063292559755	0.22534694946321027	0.16935123879350117	0.3217621167346226	0.3447449469444756	0.2349331039040387	0.1526727265926009	0.04306537487998603	0.1591117096223145	0.347333507899101	0.21231436800957618	0.22566615543834712	0.2827242234940585	0.3134527861943416	0.3060661604259405	0.23549171436052818	0.27339243631466725	0.4652053018117433	0.3790346513048791	0.348470679185526	0.3763563136697465	0.42392797915185976	0.31702390304118505	0.3818576291474956	0.36551328570181674	0.3691243032955523	0.3625406800583548	0.1960747640244891	0.1776156809935286	0.25084352672726595	0.3314180974825123	-0.011718350602875348	0.22107258195239343	0.10929562712752029	0.005992593423858153	0.07755458297485006	0.09357473285203058	0.1797603461389793	0.12253269990897642	0.12404892829087645	-0.02310003865384855	0.15676754074240326	0.014082469856232621	-0.07604832977967306	-0.05783862641678824	-0.022381825209790644	-0.03558897243107769	-0.03910023815758301	-0.1445678873801419	0.1264030723575107	0.1685731742291051	-0.13444307285627002	0.004102295539844637	0.07650718836893228	0.027309567450965723	0.17827903091060987	-0.07420790782927468	0.07317048841007992	0.10589408845496827	0.01593286699335403
