	CsoR	PurR	CblR	MetJ	FixJ	AcnR	GguR	LldR	RbkR	HutC	PhnF	ModE	Rex	CzrA	IscR	KdgR	MetR	SahR_SamR	MntR	NrtR	NsrR	Phr	BirA	NagC	NrdR	ThiR	ArgR	FUR	Zur	DasR	PrpR	SiaR	Irr	LiuQ	TrpR	HcpR	HisR	TtrR	AraR	GulR	NmlR	NorR	FnrN_FixK	QorR	NikR	ZntR	HypR	FabR	PdhR	AgaR	AmtR	NifA	NadQ	CcpA	NagR	XylR	PhrR	VanR	NagQ	PdxR	HexR	PaaR	GlcC	HrcA	SoxR	LexA	PsrA	PhnR	TyrR	ExuR_UxuR	RutR	NnrR	LiuR	LtbR	NiaR	SdaR	RbsR	GntR	NtrC	CueR	MerR	FruR	PhsR	BioQ	NarP	CadR-PbrR	FadP	FadR
FUR	-0.1228740724923931	-0.16192281001441305	0.01660705706507233	-0.08219185394757914	-0.1463033150056051	-0.0858805316820584	-0.16810441466930018	0.4215662200395025	0.39318849089841457	0.49239310308012596	0.4701489350344312	0.5712485987295147	0.4899802487588747	0.4716436235520205	0.5702503603266962	0.5606149575615225	0.6119041264079432	0.6456413815192441	0.6487802274061816	0.6743554155767896	0.6649655687823627	0.5466342817487856	0.5841616398868307	0.6558372924785139	0.6203971600918166	0.5830993434046869	0.6966689798750867	1.0	0.769828644637805	0.1005925372337586	0.1423530667805477	0.08817060801793626	0.17196925212192388	0.20689691987401912	0.18790369935408102	0.2240377942668019	0.3198099610313351	0.1526023594725885	0.15066460257299952	0.20328297656541933	0.20333635829819036	0.15070196978593925	0.2136603854161106	0.17181978327016495	0.2375487108311536	0.19632733678535205	0.23916617733411627	0.18575241552340788	0.22313030480969412	0.40516201355896014	0.36834463246676985	0.3792345059520632	0.3695563978006726	0.30333102012491325	0.37139272940799656	0.37418993220519936	0.23028879517429135	0.3300966209363156	0.41887578070784176	0.32480115304542784	0.2735119841990071	0.3822826028932899	0.2480702503603267	0.36855282122457694	0.2517856189611915	0.58346233918753	0.4514813430843965	0.3755031228313671	0.30593604868414026	0.24310574921261943	0.3210217263652378	-0.0002348796241926013	0.1442214274275343	0.04209683446324668	0.26948700154807026	0.3429669567074147	0.1569529706934287	0.16141568355308814	0.1667325041370843	0.09954091709816901	0.15281588640367266	0.11985800459082901	0.2834409864944216	-0.07207601558746597	0.108882720333102	0.14836918806384455	0.10364597234826242	0.030790583462339188
Zur	-0.053216249399455504	-0.12091496289969572	-0.032429402658410295	-0.028788768483424973	-0.19082368013665724	-0.002210003736721294	-0.18584850264239577	0.449618320610687	0.46971654299898574	0.5175839427747825	0.3819089307638926	0.5952330112635457	0.515464687983772	0.49027918646239255	0.5556344418939839	0.5748305129984519	0.6032989910852506	0.6492446484812897	0.6006032135803128	0.6615544760582929	0.6371803768750334	0.5195377141942027	0.5727966689798751	0.6117706720760155	0.5470239683980141	0.5523354508087333	0.6971440772967491	0.769828644637805	1.0	0.02119254791010516	0.16853680670474563	0.05747077350130785	0.11513905941386858	0.13773554689585224	0.203266962045588	0.2580526343885122	0.3375754016975391	0.11589174184594032	0.17557251908396945	0.21720493247210804	0.28384134949020445	0.2521592910905888	0.25618427374152564	0.1643036352960017	0.16113276036940158	0.20179896439438424	0.2913414829445364	0.17355468958522394	0.23747931457855123	0.49034858271499493	0.3483104681577964	0.3666097261517109	0.35676613462873	0.19390914429082368	0.2881225644584423	0.26447445684086907	0.2825121443442054	0.2840335237281802	0.4593498104948487	0.4006726098329152	0.3382266588373459	0.3659317781455186	0.3586878770084877	0.3544920728126835	0.30215662200395027	0.5523834943682272	0.4928148187690172	0.37276463994021247	0.3538888592323707	0.21123685474830514	0.39071691667111513	0.04215555436929483	0.1105001868360647	0.14205412907702983	0.24663428174878557	0.35115037634121604	0.10879730956066834	0.2856403138845887	0.2447872737949074	0.25117172903432444	0.17203864837452623	0.0953237602092564	0.18136443708962793	0.010510863182618908	0.1457534831580633	0.20410505525009343	0.16299044466983398	0.055025890140393954
DasR	-0.15428388405487642	0.15632306624673037	-0.04278545881599317	-0.12056264346340682	-0.10502855922703251	-0.12867666684460577	-0.1897346927881279	0.037794266801900386	-0.049015107030374205	-0.06773608071317995	-0.05487642128863503	0.02122457694976779	-0.028126834997064004	-0.024582287941066566	0.01737575401697539	-0.06880371536860086	0.047483051299845196	0.0651150376341216	0.024502215341909998	0.11550739336998879	0.05563978006726098	0.07528425772700582	0.1044306838199968	0.11640420648054235	0.168606202957348	-0.03564832114450435	0.09975978220253029	0.1005925372337586	0.02119254791010516	1.0	0.2592216943361981	0.2037367212939732	0.05677681097528426	0.13759141621737042	-0.019681844872684567	0.018678268296588908	-0.056643356643356645	-0.05782309293759676	-0.12429402658410292	-0.0976672182779053	-0.01997544440292532	-0.04239043399348743	0.05759888965995836	0.06607590882400043	0.0029840388619014574	0.1267015427320771	-0.0010569583088667059	0.17045854908450328	0.18797843377996049	-0.013436182138472214	0.19091442908236803	0.07898361180803928	0.12358938771152511	-0.005311482410719052	0.08144984786206161	-0.004265200448406555	-0.1672236160785779	-0.10144130678481823	0.09965835691026531	0.049233972134735494	0.08500507126461325	0.06938557625580527	0.05781241659104255	-0.07753696684994395	0.02276730902685101	0.11680990764960231	0.03319809961031335	0.2990764960230609	0.06398868307265254	0.0772540436662574	0.033737255111300914	-0.08014199540917098	-0.04752575668606203	-0.194998131639353	-0.0034537981102866597	-0.017407783056638017	0.07658143383334223	-0.004121069769924731	0.04844926066300112	-0.09738963326749586	0.07373084930336839	0.18359045534618054	0.10945924304702931	0.020226338546949232	-0.15941920674745103	-0.0934714140821011	0.0893770351785619	-0.02479581487215075
PrpR	-0.29677574334062884	-0.12593818395345113	-0.017685368067047458	-0.016831260342710725	-0.02521753056104201	-0.09237175038701756	-0.08424171248598729	0.1300966209363156	0.16070036833395612	0.10900016014519831	0.1747771312656809	-0.00858912080286126	0.042305023221053756	0.23410558906742113	0.23572839374366092	0.21131692734746169	0.3090748945710778	0.25526076976458656	0.21205893343297924	0.27825762024235307	0.27297816687129667	0.1931244328190893	0.26169326856349756	0.21672449687716863	0.19237175038701756	0.17712058933432978	0.13846153846153847	0.1423530667805477	0.16853680670474563	0.2592216943361981	1.0	0.2369775262905034	0.12027438210644317	0.2544974109859606	0.009411199487535365	0.002199327390167085	0.12548977739817435	-0.05735333368921155	-0.0007366679122404313	0.015336571825121444	0.07761703944910052	-0.012000213526931085	0.04995462552714461	0.033763945977686435	0.11173330486307585	0.17044253456467198	0.06386590508727913	0.06579832381359099	0.1888111888111888	0.08346233918753003	0.28675599209950353	0.19261196818448728	0.1059467250306945	0.1185608284844926	0.10114770725457749	-0.03179416003843485	-0.08322745956333742	-0.17819890033630492	0.0329045000800726	0.10487375220199648	0.02412854321251268	-0.04804355949394117	0.05452410185234613	-0.10929375967543907	0.06662040249826509	0.048326482677627715	0.008279506752789196	0.06040143063043826	-0.09548924358084664	0.09238242673357178	0.14181924945283725	-0.03475684620722789	-0.07124859872951476	-0.1877542305023221	-0.16631612662147013	-0.10593604868414029	-0.07408316873965728	-0.12446484812897027	-0.08941440239150163	-0.10669406928948914	-0.1421181871563551	-0.09086104734959696	-0.05309880958735921	-0.062483318208509046	-0.08867239630598409	0.034863609672769975	-0.006432498798911013	-0.015155073933699888
SiaR	-0.2955159344472322	-0.21459456573960392	-0.04910585597608498	0.060027758501040945	-0.20565846367373086	-0.07654940479367961	-0.03320343778359046	0.20704638872577805	0.09237708856029467	0.12257513478887525	0.11070303742059467	-0.026648160999306038	0.11503229594832648	0.16410612288474885	0.1739764052741152	0.13135109165643516	0.23587786259541985	0.20032562856990338	0.17627181978327017	0.22444349543586184	0.21892382426733573	0.26435701702877273	0.31184006832861794	0.2601398601398601	0.19909251054289223	0.2160999306037474	0.1137724870549298	0.08817060801793626	0.05747077350130785	0.2037367212939732	0.2369775262905034	1.0	0.11583836011316927	0.1402605028559227	0.050365664869481665	-0.08060107831100198	0.02556451182405381	-0.06697272193455399	0.018566166657769712	0.012341856616665777	0.05111300912827631	-0.08692147547109379	0.12842043452730476	0.039550525810067794	0.07901564084770192	-0.08546415416644425	-0.03748999092510543	-0.023568035018416696	0.10325628569903379	0.1179629530774569	0.02331180270111568	0.1570650723322479	0.3071798430577056	0.047659211017989644	0.14794213420167618	0.20654993861100732	0.09023648107617573	0.12724603640634174	-0.039796081780814604	0.0642982971227246	0.01548604067688037	0.13049698393209844	0.07555650456413815	0.05137991779213153	0.0858751935087813	0.050125447072011955	-0.06413281375113436	-0.020370469225431058	0.0793466075908824	0.24068221854481398	0.1538888592323707	0.030859979714941546	0.08441253403085464	-0.0947472374953291	-0.01462125660598943	-0.04244381572625847	0.014477125927507608	-0.04482997918112422	-0.06320397160091816	-0.05815939785405434	-0.12757166497624514	0.18976672182779053	-0.020194309507286606	0.05938183953451129	-0.10083275503122831	-0.06316660438797843	-0.1483264826776277	-0.08064378369721881
Irr	-0.2136443708962793	-0.17207067741418886	0.0504083702556985	0.025479101051620136	-0.1488869908717237	-0.1486574494208082	0.0667378423103614	0.12198259755511665	0.13813590989163507	0.17371483478353708	0.2021032402711792	0.1608071317994982	0.19776330539689319	0.16963647039982918	0.21105001868360648	0.1970800192174238	0.2795708108685208	0.20099290022954144	0.1812309827577003	0.24498478620616027	0.25305076602786525	0.286830726525383	0.23460203918219186	0.15980889339667967	0.13482624245983024	0.17799604975177494	0.16680723856296376	0.17196925212192388	0.11513905941386858	0.05677681097528426	0.12027438210644317	0.11583836011316927	1.0	0.21626007580206053	-0.016655100624566273	-0.016729835050445736	-0.062243100411039344	-0.020002135269310842	0.076773608071318	-0.02688304062349864	-0.04121069769924732	-0.10236481076175732	-0.10820477232690973	-0.01601985800459083	0.09014573213046495	-0.04703464474456841	0.011247531094859339	0.05963273367853521	-0.0007259915656862222	0.13039022046655635	0.13342230288795173	0.011199487535365397	0.2072545774835851	0.14533710564244914	0.11484012171035071	0.17908503710030427	0.005978754070357124	0.06869695190305877	0.06310788448193029	-0.001633481022794	-0.01549671702343458	-0.02151817648000854	0.003592590615491379	0.024987989110126514	0.10156408477019165	0.06662040249826509	-0.0039769390914429084	-0.008813324080499653	-0.06125020018149789	0.14580152671755725	0.019692521219238777	-0.14649015107030375	0.06144237441947366	-0.23530667805476965	0.05295467890887738	-0.003752735813804516	0.014733358244808627	-0.1375807398708162	-0.06206694069289489	-0.138386804035659	-0.16376447979501416	0.01662840975818075	-0.0771366038541611	0.013639032723002188	-0.0466716489617253	-0.07854588159931672	-0.011252869268136444	-0.07372017295681418
LiuQ	-0.21793626221107137	-0.3345539956226979	0.018341963380131318	0.16750653926226444	-0.22045587999786473	-0.10622964821438104	-0.1515987828964928	0.2087439278278973	0.13590455346180538	0.1347728607270592	0.1915817007420061	0.18254951155714513	0.19102653072118722	0.20469759248385203	0.10609619388245342	0.1703731383120696	0.32406982330646456	0.3413708428975605	0.332210537554049	0.2892542571931885	0.29223295788181286	0.3142155554369295	0.37545507927187316	0.2695563978006726	0.2139806758127369	0.08732183846687663	0.20831687396572893	0.20689691987401912	0.13773554689585224	0.13759141621737042	0.2544974109859606	0.1402605028559227	0.21626007580206053	1.0	0.0589280948059574	-0.028441787220413173	-0.053696684994394915	-0.13298457267922917	0.027507606896919876	-0.04460043773020872	0.07336251534724818	-0.04168579512090963	0.09443762344525704	0.000715315219132013	0.18282175839427747	-0.04462712859659425	-0.02627982704318582	0.06431964981583302	0.07114717343724977	0.153547216142636	0.1562216409544654	0.23935301339881493	0.20683286179469385	0.19164042064805423	0.24931938290716918	0.059798217050125446	0.015149735760422783	-0.07096567554582822	0.14497944803288315	0.03332621576896386	0.250536486414349	0.14409331126888378	0.06626274488869908	0.14592430470293066	0.13260022420327763	0.12003416430897347	0.12376020925639246	0.026183739924197938	0.08043025676613463	0.26574494208081995	0.1820103560561576	-0.12933860033096675	-0.08724710404099717	-0.10655527678428442	0.02261250200181498	-0.11731169593765013	0.08337159024181925	-0.08614210217263653	0.0964928201569423	0.05702236694603107	0.006427160625633908	0.08128436449047136	-0.054358618480755884	-0.0640580793252549	-0.2134201676186409	-0.05814338333422303	-0.11526183739924198	-0.1676720226338547
TrpR	0.01206427160625634	0.04178722041317461	0.07156888912614104	-0.17964554529440024	-0.12773181017455826	-0.006587305823947045	-0.13599530240751614	0.14620188971334008	0.2462072278866172	0.033091336144771256	0.09722948806918273	0.2386056691400203	0.19033790636844072	0.21101265147066675	0.229146426092991	0.15201516041210697	0.13585117172903433	0.1658250146799765	0.28197832701649495	0.1936048684140287	0.21425292264986923	0.07658143383334223	0.20298937703517855	0.1606790156408477	0.15419847328244274	0.1981423156995676	0.22203597928788768	0.18790369935408102	0.203266962045588	-0.019681844872684567	0.009411199487535365	0.050365664869481665	-0.016655100624566273	0.0589280948059574	1.0	0.1481983665189772	0.3703731383120696	-0.015352586344952757	0.1702610366732504	0.10439865478033417	-0.037799604975177495	0.20353387070944323	0.08875780707841777	0.02738482891154647	-0.07175038701756259	0.15166817914909517	0.057951209096247264	0.21088987348529334	0.07496396733037955	0.16024128543212512	0.08869908717236961	0.028996957241232052	0.07903699354081034	0.018096407409384507	0.11903592590615492	0.1690866385522874	0.1771366038541611	0.11805904019644478	0.22968024342070142	0.3487642128863503	0.1821438103880852	0.17315966476271819	0.07128062776917739	0.14183526397266855	0.12294880691827256	0.11437570063524262	0.15585864517162226	0.0740991832594886	0.030924037794266803	0.11094325521806438	0.18806384455239417	0.11579031655367533	0.08790369935408103	0.0627769177387498	0.17323439918859765	0.2059413868574174	0.30996636950835427	0.23482090428655314	0.17440879730956066	0.029247851385255964	-0.00451609459243047	0.10669940746276624	0.055298136977526294	0.10201249132546843	0.08425772700581861	0.11305183366252068	-0.04941013185287994	-0.05183900069396253
HcpR	0.038066513639032726	0.01673517322372284	0.1438744461645225	-0.16576095660065127	0.10960871189878824	-0.04920728126834997	-0.16331073506646027	0.10108898734852934	0.24022847381626009	0.06363102546308654	0.0647467036780014	0.27312229754977846	0.281316393530134	0.08024875887471307	0.10736667912240432	0.36200822078684675	0.17857257246570224	0.2535845833555757	0.1802754497410986	0.30378476485346717	0.21888111888111889	0.09699994661826723	0.1008220786846741	0.2234719478994288	0.2963913948646773	0.22553248278439117	0.2487962419260129	0.2240377942668019	0.2580526343885122	0.018678268296588908	0.002199327390167085	-0.08060107831100198	-0.016729835050445736	-0.028441787220413173	0.1481983665189772	1.0	0.35223936368974534	0.024555597074681045	0.16037473976405275	0.003277638392142209	0.05929109058880051	0.20849837185715048	0.22328511183473015	0.13281375113436183	-0.01443442054129077	0.12898628089467784	0.09508888058506379	0.027112582074414134	0.05360593604868414	0.027966689798750867	0.18931297709923664	0.10713179949821171	0.08179149095179629	0.18456200288261357	0.1620776170394491	-0.008359579351945765	0.09040196444776598	0.14542785458815993	0.20960337372551113	0.14769124005765227	0.09624192601291838	0.1589174184594032	0.16182138472214808	0.09770992366412214	0.017861527785191907	0.19233972134735494	0.16269684513959323	0.17440879730956066	0.0017936262211071371	-0.04258260823146319	0.17099236641221374	0.201633481022794	0.14210217263652378	0.0699033790636844	0.2096781081513906	0.09249986654566807	0.06120215662200395	0.28399615651524046	0.16410612288474885	0.08261890780974751	0.0036993540810334705	0.0796935888538942	0.08449260663001121	-0.06823786900122777	0.24416804569476325	-0.062472641861954836	0.2180857310628303	0.018229861741312123
HisR	0.05632306624673037	-0.03361981529920461	0.05899215288528266	-0.23466075908824	0.019446965248491967	-0.06754390647520418	-0.04903112155020552	0.2557892489190199	0.394843324614317	0.18851225110767095	0.23531201622804676	0.3509742166230716	0.2798537340522073	0.21405541023861635	0.32409651417285007	0.4187743554155768	0.2182191853947579	0.3348689478460471	0.3091069236107404	0.3300379010302674	0.3606523247744622	0.24472321571558212	0.1786206160251962	0.2759942347728607	0.43047029306571294	0.35476965782309294	0.4350984892969626	0.3198099610313351	0.3375754016975391	-0.056643356643356645	0.12548977739817435	0.02556451182405381	-0.062243100411039344	-0.053696684994394915	0.3703731383120696	0.35223936368974534	1.0	0.09248385202583675	0.1488976672182779	0.08465275182832435	0.07401377248705493	0.2279079698927027	0.0774782469438958	0.09346073773554689	0.16526984465915764	0.23983878716703144	-0.011824053808786632	0.03790103026744248	0.1866972721934554	0.180755885336038	0.33388672396305985	0.20752148614744034	0.20263171942561256	0.15516468264559868	0.14555063257353335	0.13031014786739978	0.14371963913948646	0.16213099877222015	0.3600918165803662	0.30203918219185394	0.31730635776437305	0.20402498265093685	0.2086531788821865	0.16072172102706453	0.2574547589814765	0.25964874819836653	0.21805370202316768	0.11473869641808573	0.0256712752895959	0.1465328564565206	0.2966956707414723	0.222665883734586	0.17662413921955908	0.23476752255378208	0.1421235253296322	0.26671648961725297	0.17315966476271819	0.3004804355949394	0.13060908557091763	0.1459616719158704	0.10074200608551753	0.050360326696204556	0.04016441573693482	0.10287193722308226	0.2080446271285966	0.13684407195857579	0.14444029253189558	0.09246783750600544
TtrR	0.15023221053755406	-0.1226338546949234	0.04199007099770458	0.046495489243580844	0.07124326055623766	-0.1404953824801153	0.1049057812416591	0.1547269524368761	0.13515187102973364	0.17632520151604122	0.22910372070677415	0.2947579138418833	0.21346821117813483	0.15632840442000748	0.26133561095393154	0.11156782149148561	0.09191266748518657	0.11410879197138739	0.07823092937596754	0.10640580793252549	0.167074147226819	0.009715475364330326	0.016233384935675013	0.011231516575028026	0.008941440239150163	0.11355896012384561	0.09270271713019805	0.1526023594725885	0.11589174184594032	-0.05782309293759676	-0.05735333368921155	-0.06697272193455399	-0.020002135269310842	-0.13298457267922917	-0.015352586344952757	0.024555597074681045	0.09248385202583675	1.0	0.24640474029787007	0.25860246623605404	0.1569422943468745	0.12028505845299739	0.014685314685314685	0.1025623231730102	-0.0671969252121924	0.225318955853307	0.11357497464367694	0.07858324881225645	-0.0011530454278545882	0.06356162921048417	0.15315219132013025	0.001078311001975124	0.06944429616185341	-0.02512144344205413	0.0766668446057759	0.020471894517696043	0.13505044573746863	0.12677627715795656	-0.0004750974216623072	0.18223455933379598	0.2404900443068382	0.164623925692628	0.2077029840388619	0.14537981102866598	0.04418406021459457	0.19065819676506698	-0.009907649602306091	0.1150536486414349	0.15219132013025144	0.18211178134842257	0.09117066139966903	-0.10784177654406663	0.0921849143223189	0.03696151177067208	0.33468211178134843	0.23361981529920461	0.1987348529333262	0.10099823840281856	0.03222655207388032	0.1600864784070891	0.17193188490898414	0.09703197565792986	0.025852773181017457	0.14485133187423263	0.21067634655420914	0.09620455879997865	0.01122617840175092	0.2109806224310041
AraR	0.023941707147814018	-0.1341909998398548	0.14588159931671382	0.06867559920995035	-0.01970853573907009	-0.1728233598462606	-0.03647573800245556	0.12323706827523621	0.27732877809213685	0.31812309827577	0.13122297549778467	0.30542358404953823	0.21701809640740938	0.3509795547963487	0.42305557038381464	0.28707094432285274	0.2310521539529173	0.1550739336998879	0.3124592964287621	0.3470346447445684	0.3630117973629424	0.19249452837239098	0.2366625740671542	0.307863129237175	0.11903058773287781	0.26305984092243634	0.21348956387124327	0.15066460257299952	0.17557251908396945	-0.12429402658410292	-0.0007366679122404313	0.018566166657769712	0.076773608071318	0.027507606896919876	0.1702610366732504	0.16037473976405275	0.1488976672182779	0.24640474029787007	1.0	0.46107937863663057	0.18385202583675866	0.1954305236747985	0.07194256125553836	0.0359419206747451	-0.031196284631399136	-0.006048150322959483	0.10824213953984946	-0.08688944643143116	-0.04310041103934234	0.09095713446858485	0.02254310574921262	-0.07792131532589548	0.014968237869001227	0.20731329738963328	0.09127742486521112	0.2702076549404794	0.27670954999199276	0.17028238936635884	0.14594565739603907	0.1847221480809267	0.09691453584583355	-0.010681684727486254	0.06012384562002883	0.03676399935941921	0.010286659904980516	0.011007313297389633	0.009203010729728288	-0.035749746436769335	-0.03947045321091123	0.09787540703571238	0.19072225484439226	0.1163401484012171	0.1270645385149202	0.17122190786312924	0.10194843324614317	0.09576149041797896	0.0361768002989377	0.03514653285645652	-0.007745689425078738	0.007185181230982758	-0.24335130518336626	0.0014413067848182352	-0.06765066994074628	-0.05436395665403299	0.02715528746063097	0.045609352479581484	-0.12518016334810228	-0.050157476111674586
GulR	0.1737201729568142	-0.11867826829658891	0.00427053862168366	0.21300912827630386	-0.05107030374205947	-0.013996690332568194	0.026338546949233974	0.19862275129450702	0.1504083702556985	0.21069236107404046	0.03828537874339401	0.30906421822452357	0.24428014733358244	0.27943201836331605	0.3727005818608872	0.16741579031655368	0.0961458388939305	0.09541450915496717	0.19826509368494102	0.238029146426093	0.2042011423690813	0.1718678268296589	0.19319916724496877	0.16119148027544974	0.1305663801847008	0.1311482410719052	0.23435114503816795	0.20328297656541933	0.21720493247210804	-0.0976672182779053	0.015336571825121444	0.012341856616665777	-0.02688304062349864	-0.04460043773020872	0.10439865478033417	0.003277638392142209	0.08465275182832435	0.25860246623605404	0.46107937863663057	1.0	0.16818448726845672	0.23016067901564086	0.1810708375593872	-0.07180910692361074	-0.07628249612982438	-0.052842577270058186	0.1793359312443282	-0.012235093151123685	0.04398120963006459	0.24434420541290772	0.07605295467890888	0.08291784551326536	-0.07609566006512572	0.09314044733892062	0.06350824747771312	0.1809854267869535	0.21383654513425507	0.23200234879624193	0.2892595953664656	0.2729034324454172	0.2550472428335024	0.15178561896119147	0.17611701275823413	0.11323333155394225	0.1355842630651791	0.11427427534297763	0.12156088186622538	0.1593978540543426	0.14638872577803874	0.18625420381145572	0.07158490364597235	0.17663481556611327	0.15433726578764748	0.16643356643356644	0.2817327710457481	0.3300005338173277	0.14620188971334008	0.06193348636096728	0.08467410452143277	0.02110713713767149	-0.005941386857417392	0.08988949981316394	0.03324614316980729	0.010911226178401751	0.060913895265040305	0.21751988469545722	-0.06617199594298831	0.05917365077670421
NmlR	-0.1226445310414776	-0.12700048043559495	-0.04950621897186783	0.18511183473015533	0.046111140767629316	0.09839854801686863	0.10379010302674425	0.19362088293386004	-0.0003416430897346928	0.23919286820050178	0.1727806544600438	0.18253883521059094	0.2438957988576309	0.20867986974857203	0.1474937276463994	0.1085143863769818	0.2226445310414776	0.137212405914696	0.16691400202850584	0.21161586505097957	0.23900603213580313	0.16912934393850423	0.08001387925052048	0.06877702450221534	0.08889126141034538	0.14311642555917364	0.11970319756579298	0.20333635829819036	0.28384134949020445	-0.01997544440292532	0.07761703944910052	0.05111300912827631	-0.04121069769924732	0.07336251534724818	-0.037799604975177495	0.05929109058880051	0.07401377248705493	0.1569422943468745	0.18385202583675866	0.16818448726845672	1.0	0.32031708749266	0.1925318955853307	0.17345326429295896	0.1403512518016335	0.07033043292585277	0.06871296642289008	-0.025185501521379383	0.1434153632626915	0.2507767042118187	0.01986334276410612	0.11406608658517055	-0.033096674318048365	0.1606843538141248	0.16940692894891368	0.09822772647200129	0.11007313297389633	0.06425025356323066	0.055522340255164684	0.1061869428281642	0.13202370148935033	0.33983344899375434	0.17495329098382534	0.1615811669246784	0.15830352853253615	0.2071104468051033	0.17894624459509956	0.17682165163081193	0.1386110073132974	0.1135429456040143	0.23522126728233597	0.07920247691240058	-0.0028932899161906796	0.09310308012598088	0.08387337852986708	0.09331126888378796	0.12890620829552127	0.11781882239897506	0.12254844392248973	0.23137778252282068	0.030000533817327712	0.09570810868520792	-0.04716276090321892	0.0035392088827203333	0.19936475738002454	0.007238562963753804	-0.011146105802594352	-0.11706080179362623
NorR	0.07558853360380077	-0.05069129343938504	0.022959483264826778	0.055549031121550206	0.07438210644317514	0.0305717183579779	0.03770351785618961	0.13552020498585385	0.15302407516147973	0.27159024181924946	0.11759995729461378	0.36588907275930177	0.26004911119414936	0.2263705759888966	0.17144611114076763	0.13142048790903751	0.2169380238082528	0.18967597288207974	0.20375273581380451	0.15481236320930977	0.23297923450595207	0.08794640474029787	0.12664816099930604	0.16110073132973896	0.2486681257673624	0.08158330219398921	0.14086371643623552	0.15070196978593925	0.2521592910905888	-0.04239043399348743	-0.012000213526931085	-0.08692147547109379	-0.10236481076175732	-0.04168579512090963	0.20353387070944323	0.20849837185715048	0.2279079698927027	0.12028505845299739	0.1954305236747985	0.23016067901564086	0.32031708749266	1.0	0.2050232210537554	0.028084129610847167	-0.006021459456573961	0.10434527304756312	0.13669460310681686	0.1212405914695991	0.08867239630598409	0.2001174398120963	-0.032429402658410295	-0.024267335717717397	0.0017509208348903006	0.0507606896919874	0.05976618801046282	0.16658837345860247	0.10887738215982491	0.20322425665937116	0.3162974430150003	0.2746863823199701	0.22704852399508887	0.34685848502642397	0.10659264399722415	0.11730635776437304	0.12490791651096994	0.09455506325735333	0.3006779480061923	0.2460043773020872	0.004718945176960444	0.00879730956066834	0.21250733998825602	0.1623071584903646	0.01999145892275663	0.11185074467517216	0.18341963380131318	0.31898254417338384	0.28316340148401214	0.3332674958629157	0.13326215768963862	0.2037313831206961	0.0012224416804569476	0.17424331393797043	0.09683980141995409	-0.007051726899055143	0.2308172743287247	0.12382426733571772	0.09630598409224364	-0.09940212459296428
FnrN_FixK	0.12291143970533283	0.05176426626808306	-0.05221801099663695	0.21524582287941066	-0.08525596540863717	-0.044787273794907385	-0.10845566647093365	0.07523087599423477	0.0058346233918753	0.0781828858164736	0.024149895905621097	0.22050392355735868	0.21870495916297444	0.14295094218758342	0.22037580739870816	0.052159291090588804	0.1698766881972989	0.1422302887951743	0.04241712485987295	0.09222228153525863	0.11631345753483158	0.06385522874072493	0.15190305877328777	0.14181924945283725	0.12460897880745209	0.15058986814712005	0.09006032135803128	0.2136603854161106	0.25618427374152564	0.05759888965995836	0.04995462552714461	0.12842043452730476	-0.10820477232690973	0.09443762344525704	0.08875780707841777	0.22328511183473015	0.0774782469438958	0.014685314685314685	0.07194256125553836	0.1810708375593872	0.1925318955853307	0.2050232210537554	1.0	0.2740084343137778	0.09865478033416965	0.03450061388992687	0.08542144878022741	-0.06182138472214808	0.06597448353173543	0.07976298510649656	0.07219345539956228	0.06271819783270165	0.038264026050285595	0.07233224790476699	0.08478620616025197	0.17368280574387446	0.09939678641968719	0.23930496983932098	0.23754337265787648	0.2547376287834303	0.2816793893129771	0.28758874713073185	0.14078364383707895	0.15118774355415576	0.10819409598035552	0.18852826562750227	0.10644317514546522	0.2706080179362622	0.16983932098435917	0.10850904820370469	0.27565792985640314	0.24770725457748358	0.11123685474830514	0.028687343191159984	0.07273261090054983	0.2774568942507874	0.1286019324187263	0.20915496717023435	0.23912881012117654	0.036048684140287196	0.13644370896279293	0.29026317194256124	0.19190732931190946	-0.028409758180750547	-0.12862862328511185	0.038498905674478195	0.10035765760956601	0.06431964981583302
