	CsoR	PurR	CblR	MetJ	FixJ	AcnR	GguR	LldR	RbkR	HutC	PhnF	ModE	Rex	CzrA	IscR	KdgR	MetR	SahR_SamR	MntR	NrtR	NsrR	Phr	BirA	NagC	NrdR	ThiR	ArgR	FUR	Zur	DasR	PrpR	SiaR	Irr	LiuQ	TrpR	HcpR	HisR	TtrR	AraR	GulR	NmlR	NorR	FnrN_FixK	QorR	NikR	ZntR	HypR	FabR	PdhR	AgaR	AmtR	NifA	NadQ	CcpA	NagR	XylR	PhrR	VanR	NagQ	PdxR	HexR	PaaR	GlcC	HrcA	SoxR	LexA	PsrA	PhnR	TyrR	ExuR_UxuR	RutR	NnrR	LiuR	LtbR	NiaR	SdaR	RbsR	GntR	NtrC	CueR	MerR	FruR	PhsR	BioQ	NarP	CadR-PbrR	FadP	FadR
PhnF	-0.22622110713713767	-0.2732931190946458	0.18173277104574814	-0.10447872737949074	-0.1389686649228634	-0.002653072118720974	0.12630651790957134	0.4075108098008861	0.42207868467410453	0.553547216142636	1.0	0.34241178668659583	0.36682325308279506	0.39384508621149844	0.47927721133828005	0.41091656435167884	0.519703197565793	0.512608765280521	0.5316927347461698	0.4930924037794267	0.562840975818075	0.4527678428441787	0.43918753002722466	0.44021245929642877	0.3577803875513799	0.47811348956387123	0.47828964928201567	0.4701489350344312	0.3819089307638926	-0.05487642128863503	0.1747771312656809	0.11070303742059467	0.2021032402711792	0.1915817007420061	0.09722948806918273	0.0647467036780014	0.23531201622804676	0.22910372070677415	0.13122297549778467	0.03828537874339401	0.1727806544600438	0.11759995729461378	0.024149895905621097	0.06730368867773448	0.2093311268883788	0.2648321144504351	0.17636256872898096	0.20217263652378156	0.28452463566967384	0.31078844819302837	0.3166604387978434	0.23708428975604548	0.2281108204772327	0.27462766241392195	0.3271285965942454	0.29750173490631504	0.286115411306251	0.2034057545507927	0.04816633747931458	0.12925852773181018	0.26000640580793255	0.385501521379384	0.16457054395985693	0.25243687610099824	0.3066513639032723	0.3811722628516522	0.24367159557999252	0.14310041103934235	0.15304008968131105	0.2194576415950462	0.27884481930283456	-0.12679762985106496	0.015283190092350398	-0.029151764266268084	0.1551006245662734	0.20435594939411733	0.1326536059360487	0.056403138845886935	0.11856616665776971	0.04785138525596541	-0.02514813430843965	-0.09201409277745155	-0.022041317461164788	0.08547483051299845	0.20767629317247638	0.1576362568728981	0.08502642395772167	0.08522393636897453
ModE	0.005888005124646346	-0.18057972561789357	0.005434260396092457	-0.0661666577697112	-0.032477446217904236	-0.11935087812950408	-0.10706240324560935	0.4184113596327337	0.42969625794053273	0.41382586878770083	0.34241178668659583	1.0	0.5679496076442642	0.5246730368867774	0.529247851385256	0.4994074627662414	0.4845032829765654	0.5079538781828858	0.5365558106016122	0.5705866652431538	0.5307372017295682	0.44742433139379706	0.4401644157369348	0.45094752575668606	0.46588907275930175	0.4808840014946885	0.5495862915710243	0.5712485987295147	0.5952330112635457	0.02122457694976779	-0.00858912080286126	-0.026648160999306038	0.1608071317994982	0.18254951155714513	0.2386056691400203	0.27312229754977846	0.3509742166230716	0.2947579138418833	0.30542358404953823	0.30906421822452357	0.18253883521059094	0.36588907275930177	0.22050392355735868	0.17151016922009288	0.18857630918699622	0.2417658677200662	0.30452677093898467	0.2863129237175039	0.26752789195537285	0.392905567714728	0.3563444189398388	0.25210057118454066	0.2658623818929162	0.30650723322479045	0.3264880158009929	0.33881919607110444	0.331751454652218	0.2871456787487322	0.4619601772273528	0.476314525169487	0.41258207441413547	0.3429189131479208	0.29034324454171784	0.3586932151817648	0.22649869214754711	0.4422836705279453	0.43928361714621256	0.32709656755458283	0.3090962472641862	0.2721187209736828	0.3275716649762451	0.01417818822398975	0.19654086371643623	0.19445897613836546	0.3296535525543159	0.38067581273688145	0.2677681097528426	0.32290610153205573	0.34324454171782415	0.2515614156835531	0.14161106069503016	0.05353653979608178	0.12349330059253723	0.012576736240858378	0.14998665456680724	0.27575401697539104	0.26958308866705816	0.1886723963059841
Rex	-0.05207921849143223	-0.19326856349757113	0.1978967597288208	-0.027555650456413814	-0.1543906475204185	-0.12503069449634335	-0.10553568568835744	0.494128009395185	0.3981263011797363	0.4418512784924999	0.36682325308279506	0.5679496076442642	1.0	0.4674264666631079	0.4360860513532269	0.5035285325361661	0.4668125767362409	0.495200982223883	0.5800672609832915	0.5832701649495543	0.5443869107991245	0.4459456573960391	0.5443762344525703	0.511690599476859	0.4997597822025303	0.40588266695136926	0.5503282976565419	0.4899802487588747	0.515464687983772	-0.028126834997064004	0.042305023221053756	0.11503229594832648	0.19776330539689319	0.19102653072118722	0.19033790636844072	0.281316393530134	0.2798537340522073	0.21346821117813483	0.21701809640740938	0.24428014733358244	0.2438957988576309	0.26004911119414936	0.21870495916297444	0.13667858858698553	0.08394277478246943	0.17312229754977845	0.32244701863022474	0.22562856990337907	0.2633801313190626	0.39711738643036354	0.4630064591896653	0.24145091549671702	0.2737575401697539	0.23398814925532482	0.2991725831420488	0.24365558106016122	0.18560828484492606	0.21662840975818076	0.4124806491218705	0.35865050979554797	0.44312710190572785	0.2750493781028132	0.3800138792505205	0.3111888111888112	0.2785138525596541	0.25387284471253935	0.3645278385736401	0.31256072172102706	0.3630278118827737	0.3291731169593765	0.2947739283617146	-0.023247744621790422	0.10975818075054716	0.060481503229594835	0.29073293119094645	0.2897293546148508	0.16341749853200235	0.22035445470559975	0.2522340255164683	0.1646452783857364	0.08696418085731063	0.03674264666631079	0.08079325254897773	0.11542732077083222	0.1276357230555704	0.11795761490417979	0.11159451235787114	0.05561842737415257
CzrA	-0.2974536913468211	-0.24113596327336786	0.07694442961618535	0.0882239897507073	-0.2414295628036086	-0.13142048790903751	-0.164421075108098	0.303266962045588	0.3779106389793413	0.4983291517642663	0.39384508621149844	0.5246730368867774	0.4674264666631079	1.0	0.5647200128116159	0.570239683980142	0.6071531521913202	0.5603000053381733	0.5976031601985801	0.6409064218224524	0.579175786046015	0.5654566807238562	0.5984519297496397	0.6305290129717611	0.30216196017722735	0.4727112582074414	0.5353120162280468	0.4716436235520205	0.49027918646239255	-0.024582287941066566	0.23410558906742113	0.16410612288474885	0.16963647039982918	0.20469759248385203	0.21101265147066675	0.08024875887471307	0.21405541023861635	0.15632840442000748	0.3509795547963487	0.27943201836331605	0.20867986974857203	0.2263705759888966	0.14295094218758342	0.06746917204932472	0.12363209309774195	0.04462179042331714	0.35891741845940317	0.19004430683819998	0.15805263438851225	0.4038594992793466	0.2690492713393477	0.10869054609512625	0.30935781775476434	0.40476165056317726	0.3663695083542412	0.411279560134522	0.21755191373511984	0.1484172316233385	0.24999733091336146	0.29654086371643623	0.2193615544760583	0.24599370095553302	0.0802807879143757	0.1855442267656008	0.12291143970533283	0.2524101852346127	0.27672556451182406	0.19105322158757274	0.31171195216996744	0.30167084823573376	0.1955746543532803	-0.11849677040516735	0.049687716863289384	0.0795654726952437	0.09045000800725991	0.20369401590775638	0.0423530667805477	0.0046922543105749216	0.10119575081407142	-0.018640901083649176	-0.1573907009021513	-0.06624673036886777	0.0034537981102866597	-0.06907062403245609	-0.007462766241392195	0.13676933753269632	0.00014413067848182353	0.02779586825388352
IscR	-0.15771632947205466	-0.24489403726044948	0.04984252388832541	0.00011743981209630065	-0.17124859872951476	-0.11358565099023114	-0.09266001174398121	0.3507767042118187	0.5084076229114397	0.5742059467250307	0.47927721133828005	0.529247851385256	0.4360860513532269	0.5647200128116159	1.0	0.5169433619815299	0.5597021299311375	0.5599530240751615	0.5896172529760316	0.621027064538515	0.613836545134255	0.5021566220039503	0.5261677254043666	0.5819142689371697	0.49820103560561574	0.5069663161266215	0.5860086478407089	0.5702503603266962	0.5556344418939839	0.01737575401697539	0.23572839374366092	0.1739764052741152	0.21105001868360648	0.10609619388245342	0.229146426092991	0.10736667912240432	0.32409651417285007	0.26133561095393154	0.42305557038381464	0.3727005818608872	0.1474937276463994	0.17144611114076763	0.22037580739870816	0.16436769337532697	0.10043239203544548	0.20938984679442696	0.2637164362355202	0.16355629103720706	0.10056584636737309	0.33848289115464686	0.4240644851331874	0.2836491752522287	0.3600544493674265	0.3010249292692041	0.2793412694176053	0.30704638872577805	0.36049217957614904	0.21718891795227674	0.3083809320450542	0.24255591736507767	0.23400416377515615	0.21711418352639728	0.3457321304649549	0.2105268777024502	0.2200715315219132	0.3993967864196872	0.31482944536379653	0.302295414509155	0.21547536433032616	0.3031281695403833	0.27974697058666526	-0.03987081620669407	0.151096994608445	0.08454598836278225	0.22659477926653498	0.2826082314631933	0.06502962686168794	0.10841829925799391	0.013623018203170875	-0.022932792398441253	-0.021544867346394065	0.0798163668392676	0.17778252282069076	-0.08107617573266428	0.06649762451289169	0.15423050232210536	0.1140020285058453	0.03857364010035766
KdgR	-0.23241338813857898	-0.22818021672983504	0.18746063097208135	-0.14515026957775048	-0.22220146265947793	-0.10122777985373405	-0.2042972294880692	0.3406875567180911	0.42117653339027383	0.4112368547483051	0.41091656435167884	0.4994074627662414	0.5035285325361661	0.570239683980142	0.5169433619815299	1.0	0.6087385896546202	0.675348315806331	0.6440506058826669	0.7058613142582608	0.6686809373832274	0.5790530080606416	0.5861421021726365	0.7145892275663268	0.6134949020445204	0.5006993006993007	0.7297015961138098	0.5606149575615225	0.5748305129984519	-0.06880371536860086	0.21131692734746169	0.13135109165643516	0.1970800192174238	0.1703731383120696	0.15201516041210697	0.36200822078684675	0.4187743554155768	0.11156782149148561	0.28707094432285274	0.16741579031655368	0.1085143863769818	0.13142048790903751	0.052159291090588804	0.07870068862435274	0.0592804142422463	0.09877222014626595	0.27006352426199753	0.05862381892916244	0.20861581166924678	0.4423530667805477	0.395099556931618	0.3290503389740031	0.46070570650723325	0.4584316446911867	0.3037100304275877	0.3693268563497571	0.1826349223295788	0.16757059734158972	0.36142635989964234	0.18138578978273634	0.19312977099236642	0.199439491805904	0.2062990444669834	0.1476058292852186	0.2382586878770085	0.35244221427427536	0.3620669406928949	0.11111407676293172	0.14217156888912613	0.17470239683980143	0.1726952436876101	-0.07489457107777718	0.16904927133934766	0.12160358725244222	0.09279346607590883	0.10915496717023435	-0.05005071264613249	0.08094805957401377	0.08105482303955587	-0.016831260342710725	-0.073405220733465	-0.13762344525703304	0.010329365291197353	-0.14985320023487964	0.06551006245662734	0.07863129237175039	0.06576095660065126	0.05163615010943255
MetR	-0.36982864463780496	-0.4024128543212513	-0.09154433352906635	0.025046709016174666	-0.19581487215075002	-0.15788181284364491	-0.17412053595259702	0.4372390967810815	0.49054075695297067	0.630577056531255	0.519703197565793	0.4845032829765654	0.4668125767362409	0.6071531521913202	0.5597021299311375	0.6087385896546202	1.0	0.754465381946298	0.6575241552340789	0.7170394491005178	0.7085143863769818	0.688159931671382	0.6779907115784979	0.6646506165590135	0.5506432498798911	0.5864890834356483	0.6222334916991406	0.6119041264079432	0.6032989910852506	0.047483051299845196	0.3090748945710778	0.23587786259541985	0.2795708108685208	0.32406982330646456	0.13585117172903433	0.17857257246570224	0.2182191853947579	0.09191266748518657	0.2310521539529173	0.0961458388939305	0.2226445310414776	0.2169380238082528	0.1698766881972989	0.12133667858858699	0.32863929963166605	0.1654726952436876	0.2382693642235627	0.18231463193295255	0.20032562856990338	0.36176800298937706	0.3649975978220253	0.406021459456574	0.4917044787273795	0.3963913948646773	0.3947846047082688	0.4088880585063791	0.24240111034004164	0.21897186782682965	0.29215288528265626	0.3268616879303902	0.29981316393530133	0.31651096994608446	0.25187636790690227	0.26975391021192546	0.2507500133454332	0.3473762878343031	0.34153098809587357	0.14860940586131427	0.2193935835157209	0.3640794320183633	0.32269791277424864	-0.1504083702556985	0.008818662253776758	-0.07691240057652271	0.18085197245502588	0.12175839427747824	0.05660598943041691	0.08572038648374526	-0.009293759675439064	0.0031922276197085355	-0.010879197138739123	0.0006993006993006993	0.05397960817808146	-0.08079859072225484	0.05385683019270805	0.04260929909784872	0.01205359525970213	-0.06281962312496664
SahR_SamR	-0.27813484225697965	-0.31494154700261573	-0.0009288421502161961	-0.04260396092457161	-0.24372497731276357	-0.16613462873004858	-0.17045854908450328	0.4708055303475151	0.43432979234505953	0.5309026851011583	0.512608765280521	0.5079538781828858	0.495200982223883	0.5603000053381733	0.5599530240751615	0.675348315806331	0.754465381946298	1.0	0.681930283457001	0.730726525383014	0.7021886510436128	0.681113542945604	0.6536860086478407	0.7102492926920407	0.629407996583569	0.5946244595099557	0.6669940746276624	0.6456413815192441	0.6492446484812897	0.0651150376341216	0.25526076976458656	0.20032562856990338	0.20099290022954144	0.3413708428975605	0.1658250146799765	0.2535845833555757	0.3348689478460471	0.11410879197138739	0.1550739336998879	0.09541450915496717	0.137212405914696	0.18967597288207974	0.1422302887951743	0.16701542732077082	0.24677307425399028	0.2666524315379277	0.2788394811295575	0.26177867933593124	0.18607804409331127	0.4006459189665297	0.37769711204825707	0.466513639032723	0.46520578657983236	0.3516841936689265	0.3407569529706934	0.3624352746490151	0.23168739657289275	0.17435541557678963	0.3575241552340789	0.27204932472108045	0.3308012598088934	0.32351465328564566	0.36155447605829283	0.3208936102065873	0.38241605722521754	0.48956920941653764	0.4342924251321198	0.2216089254257193	0.21619067954945817	0.28838413494902043	0.3498371857150483	-0.13981209630064592	-0.006619334863609673	-0.013916617733411626	0.18002455559707467	0.17926119681844874	0.07784124272673891	0.043410025089414404	0.03748465275182832	0.1712699514226232	0.04244915389953558	0.05334970373138312	0.06794426947098703	-0.039571878503176214	0.0010195910959269739	0.03947579138418833	-0.004980515667538568	0.04916991405541024
MntR	-0.22969625794053275	-0.31168526130358193	0.12505738536272887	-0.04749906581967651	-0.2644050605882667	-0.13637431271019057	-0.16846207227886617	0.47661880104628196	0.5265574120535953	0.47088026477339456	0.5316927347461698	0.5365558106016122	0.5800672609832915	0.5976031601985801	0.5896172529760316	0.6440506058826669	0.6575241552340789	0.681930283457001	1.0	0.7923130304809695	0.7099663695083542	0.6605669140020285	0.6539369027918647	0.7608124699727753	0.6290129717610634	0.5312336518443389	0.6896492820156942	0.6487802274061816	0.6006032135803128	0.024502215341909998	0.21205893343297924	0.17627181978327017	0.1812309827577003	0.332210537554049	0.28197832701649495	0.1802754497410986	0.3091069236107404	0.07823092937596754	0.3124592964287621	0.19826509368494102	0.16691400202850584	0.20375273581380451	0.04241712485987295	0.08545881599316714	0.21731703411092723	0.1670794854000961	0.2006085517535899	0.18198900336304916	0.22606096193882452	0.5163027811882773	0.3694442961618534	0.35084610046442105	0.34323920354454707	0.35222334916991405	0.37603694015907757	0.41954839054075693	0.2391074574280681	0.15968077723802915	0.25999572946137833	0.3288261356963647	0.24109325788715102	0.2850691293439385	0.31428495168953186	0.24633534404526772	0.27018096407409387	0.41964981583302197	0.4133294186729301	0.17518817060801795	0.2214968237869001	0.3250947525756686	0.32830299471520846	-0.08076122350931511	0.044312176373245075	0.08392142208936101	0.15958469011904125	0.11549137885015748	0.037602092563924626	0.024817167565259167	0.08544280147333583	0.044461645225004	-0.0035819142689371697	-0.0772487054929803	-0.01589174184594032	-0.04031388458869375	-0.004430683819996797	0.0401430630438264	0.056146906528585915	0.0016121283296855816
NrtR	-0.2714354347942134	-0.2768857097101372	0.05254897773981743	-0.010131852879944484	-0.23241338813857898	-0.12648267762771578	-0.20252495596007047	0.5107884481930284	0.5000160145198314	0.536956173597395	0.4930924037794267	0.5705866652431538	0.5832701649495543	0.6409064218224524	0.621027064538515	0.7058613142582608	0.7170394491005178	0.730726525383014	0.7923130304809695	1.0	0.7718091069236107	0.7502962686168793	0.7000800725991566	0.783206106870229	0.6737361874766455	0.6363369454972508	0.8033310201249133	0.6743554155767896	0.6615544760582929	0.11550739336998879	0.27825762024235307	0.22444349543586184	0.24498478620616027	0.2892542571931885	0.1936048684140287	0.30378476485346717	0.3300379010302674	0.10640580793252549	0.3470346447445684	0.238029146426093	0.21161586505097957	0.15481236320930977	0.09222228153525863	0.1970800192174238	0.274478193562163	0.2659371163187957	0.3050232210537554	0.20613356109539316	0.21474403459136285	0.46882506806170926	0.4369935408103347	0.42732610900549833	0.4559066887311162	0.46218438050499117	0.38067581273688145	0.38752468905140663	0.30842897560454813	0.252068542144878	0.37891955372871405	0.3636150109432552	0.3102706453851492	0.31214968237869	0.3695563978006726	0.2269684513959323	0.3443228527197993	0.4940853040089681	0.4108898734852933	0.25521806437836975	0.3042705386216837	0.3705653125500454	0.38795708108685206	-0.0800352319436289	-0.025521806437836973	0.04377302087225751	0.18976138365451342	0.22832434740831686	0.002903966262744889	0.058020605348849626	0.18660118507446752	0.04963967330379544	-0.017882880478300327	-0.0067634655420914964	0.014840121710350719	0.0020018149789142155	0.04712005551700208	0.11499492873538675	0.11573693482090429	-0.03095606683392943
NsrR	-0.23193295254363958	-0.2802540970479902	0.11449847862061603	-0.06750120108898734	-0.17311695937650137	-0.19736828057438743	-0.14046869161372977	0.5099770458549084	0.47392836171462127	0.5754070357123793	0.562840975818075	0.5307372017295682	0.5443869107991245	0.579175786046015	0.613836545134255	0.6686809373832274	0.7085143863769818	0.7021886510436128	0.7099663695083542	0.7718091069236107	1.0	0.5958415630171355	0.6479795014146159	0.68386804035659	0.5765494047936796	0.6076869695190306	0.6869001227779854	0.6649655687823627	0.6371803768750334	0.05563978006726098	0.27297816687129667	0.21892382426733573	0.25305076602786525	0.29223295788181286	0.21425292264986923	0.21888111888111889	0.3606523247744622	0.167074147226819	0.3630117973629424	0.2042011423690813	0.23900603213580313	0.23297923450595207	0.11631345753483158	0.21687930390220467	0.20382747023968398	0.24997597822025303	0.26039609245716117	0.17031975657929857	0.22641861954839054	0.4614850798056905	0.4314098115624833	0.2454065018950515	0.40513532269257463	0.43438317407783056	0.35747077350130785	0.3058292852185982	0.28930230075268243	0.2784231036139433	0.3851705546362035	0.3491645758821331	0.2991725831420488	0.32726205092617305	0.3009395184967704	0.24465915763625687	0.3592323706827524	0.43784764853467145	0.41629744301500027	0.2059520632039716	0.2059680777238029	0.25683553088133243	0.2971173864303635	-0.031174931938290715	0.12259114930870656	0.0640580793252549	0.1519404259862275	0.21157315966476273	0.12992579939144824	0.10547696578230929	0.15868253883521058	0.10595740137724871	-0.06502962686168794	0.03294186729301233	0.0024128543212512676	0.06443175145465221	0.037756899588960655	0.023279773661453052	0.07307959216356164	-0.07810815139059414
Phr	-0.36213099877222016	-0.3192921582234559	-0.01966049217957615	0.04676773608071318	-0.33100411039342337	-0.20528479154433352	-0.1119041264079432	0.41972455025890143	0.42692040783643836	0.5436609192334383	0.4527678428441787	0.44742433139379706	0.4459456573960391	0.5654566807238562	0.5021566220039503	0.5790530080606416	0.688159931671382	0.681113542945604	0.6605669140020285	0.7502962686168793	0.5958415630171355	1.0	0.6416697806010783	0.640938450862115	0.5564618587519351	0.5007686969519031	0.6250413708428976	0.5466342817487856	0.5195377141942027	0.07528425772700582	0.1931244328190893	0.26435701702877273	0.286830726525383	0.3142155554369295	0.07658143383334223	0.09699994661826723	0.24472321571558212	0.009715475364330326	0.19249452837239098	0.1718678268296589	0.16912934393850423	0.08794640474029787	0.06385522874072493	0.16142635989964235	0.31643089734692786	0.1440826349223296	0.23205573052901296	0.13651310521539528	0.12866065232477447	0.47429669567074145	0.38672930123311805	0.45515400629904446	0.4183953451129024	0.3850371003042759	0.23446858485026423	0.4024021779746971	0.24743500774035126	0.10659264399722415	0.3310681684727486	0.196375380344846	0.30564244915389954	0.24326055623765547	0.24103987615437997	0.17216676453317675	0.27809213687076284	0.40499653018736986	0.3669567074147227	0.22290076335877862	0.29464581220306413	0.3448780227406182	0.3670688090535419	-0.13551486681257674	-0.029231836865424653	-0.02734746169860674	0.040239150162814284	0.03207708322212139	0.002903966262744889	-0.07804943148454599	0.0014039395718785032	0.06244061282229221	-0.00026690866385522876	-0.019980782576202425	0.09378102813217316	-0.028890193775689958	0.008733251481343084	-0.02290610153205573	0.05514332995249026	-0.060470826883040625
BirA	-0.29420808199434156	-0.32682965889072757	0.03673197031975658	0.017146212566059894	-0.340377942668019	-0.02084022847381626	-0.2573052901297176	0.3851919073293119	0.40014946885175895	0.5279133080659798	0.43918753002722466	0.4401644157369348	0.5443762344525703	0.5984519297496397	0.5261677254043666	0.5861421021726365	0.6779907115784979	0.6536860086478407	0.6539369027918647	0.7000800725991566	0.6479795014146159	0.6416697806010783	1.0	0.7567180910692362	0.5138258687877009	0.4597288207975231	0.5793626221107138	0.5841616398868307	0.5727966689798751	0.1044306838199968	0.26169326856349756	0.31184006832861794	0.23460203918219186	0.37545507927187316	0.20298937703517855	0.1008220786846741	0.1786206160251962	0.016233384935675013	0.2366625740671542	0.19319916724496877	0.08001387925052048	0.12664816099930604	0.15190305877328777	0.04980515667538568	0.24219292158223457	-0.04816633747931458	0.19005498318475417	0.0872791330806598	0.10803395078204238	0.35994768590188436	0.37648534671435435	0.32645598676133025	0.46190145732130466	0.2949554262531362	0.29678641968718306	0.33729781668712966	0.264623925692628	0.12888485560241286	0.3580099290022954	0.263604334596701	0.28403886190145733	0.22780654460043773	0.17131265680884	0.17222014626594778	0.23689745369134682	0.21778679335931245	0.4110873858965462	0.16179469385576256	0.3658250146799765	0.35525543159130946	0.3274488869908717	-0.128228260289329	0.020680083275503122	-0.017391768536806705	0.10946458122030642	0.13901137030908023	0.009907649602306091	0.08865638178615277	0.08151390594138685	0.06508834676773607	-0.016713820530614425	0.05296535525543159	0.07706720760155875	-0.10766561682592217	-0.1092136870762825	0.048102279399989324	0.006181604654887098	-0.19459243047029307
NagC	-0.3120642716062563	-0.25819676506699407	0.0998772220146266	-0.05210057118454065	-0.34208615811669246	-0.14276410612288476	-0.3074414135482838	0.3656648694816634	0.4316233384935675	0.4603000053381733	0.44021245929642877	0.45094752575668606	0.511690599476859	0.6305290129717611	0.5819142689371697	0.7145892275663268	0.6646506165590135	0.7102492926920407	0.7608124699727753	0.783206106870229	0.68386804035659	0.640938450862115	0.7567180910692362	1.0	0.6584903645972349	0.5652057865798323	0.6965728927560989	0.6558372924785139	0.6117706720760155	0.11640420648054235	0.21672449687716863	0.2601398601398601	0.15980889339667967	0.2695563978006726	0.1606790156408477	0.2234719478994288	0.2759942347728607	0.011231516575028026	0.307863129237175	0.16119148027544974	0.06877702450221534	0.16110073132973896	0.14181924945283725	0.07029306571291304	0.1320824213953985	0.0879837719532376	0.19176319863342764	0.15979287887684834	0.13202903966262744	0.4111834730155341	0.36188544280147333	0.339102119254791	0.4601131692734746	0.3720119575081407	0.3704532109112262	0.4319276143703625	0.2102706453851492	0.1360486841402872	0.3381572625847435	0.24414669300165484	0.24628730048577377	0.2648748198366519	0.22627448886990872	0.12938664389046067	0.23888859232370682	0.3553088133240805	0.3770138258687877	0.12338653712699514	0.20483638498905674	0.21953237602092565	0.22745956333742592	-0.03997757967223616	0.06595846901190412	0.08952650403032082	0.06078577910638979	0.09181124219292158	-0.03684941013185288	0.04034057545507927	0.054203811455719855	-0.07254043666257406	-0.05338707094432285	-0.05337105642449154	0.1065446004377302	-0.13438317407783057	-0.10154807025036032	-0.011904126407943201	0.0043826402605028555	-0.08282175839427748
NrdR	-0.10577056531255005	-0.25876794960764427	-0.008498371857150484	-0.17937863663054504	-0.1805156675385683	-0.19082368013665724	-0.17614904179789675	0.4064485133187423	0.40311749319382906	0.3751614797416324	0.3577803875513799	0.46588907275930175	0.4997597822025303	0.30216196017722735	0.49820103560561574	0.6134949020445204	0.5506432498798911	0.629407996583569	0.6290129717610634	0.6737361874766455	0.5765494047936796	0.5564618587519351	0.5138258687877009	0.6584903645972349	1.0	0.4979020979020979	0.6543052367479848	0.6203971600918166	0.5470239683980141	0.168606202957348	0.19237175038701756	0.19909251054289223	0.13482624245983024	0.2139806758127369	0.15419847328244274	0.2963913948646773	0.43047029306571294	0.008941440239150163	0.11903058773287781	0.1305663801847008	0.08889126141034538	0.2486681257673624	0.12460897880745209	0.008210110500186836	0.11315325895478567	0.23252548977739818	0.11266214701329205	0.16012918379330593	0.2947472374953291	0.3278652645064859	0.4149148561362302	0.6138632360006406	0.38152458228794106	0.32768910478834146	0.3183045961671916	0.30479367960283993	0.14840655527678429	0.19618854428014734	0.3527197992846848	0.28079325254897775	0.27100304275876796	0.22690439331660706	0.35514332995249026	0.17854588159931672	0.34532642929589497	0.4668766348155661	0.4905514332995249	0.26467196925212194	0.20776704211818717	0.22666417551913734	0.23277638392142208	-0.02767842844178722	0.13209309774195271	0.02869268136443709	0.1901884375166818	0.19111727966689798	0.0834303101478674	0.22453424438157263	0.133384935675012	0.024219292158223455	0.15446004377302086	0.06073773554689585	0.021817114183526398	0.044931404473389204	0.09911920140927774	0.05471093791704479	0.18888058506379118	-0.023589387711525116
ThiR	-0.2156301713553622	-0.2251000907489457	-0.0065606149575615225	-0.031014786739977578	-0.1651310521539529	-0.1120162280467624	-0.17407783056638018	0.471414082101105	0.5215768963860566	0.4688998024875887	0.47811348956387123	0.4808840014946885	0.40588266695136926	0.4727112582074414	0.5069663161266215	0.5006993006993007	0.5864890834356483	0.5946244595099557	0.5312336518443389	0.6363369454972508	0.6076869695190306	0.5007686969519031	0.4597288207975231	0.5652057865798323	0.4979020979020979	1.0	0.5293386003309667	0.5830993434046869	0.5523354508087333	-0.03564832114450435	0.17712058933432978	0.2160999306037474	0.17799604975177494	0.08732183846687663	0.1981423156995676	0.22553248278439117	0.35476965782309294	0.11355896012384561	0.26305984092243634	0.1311482410719052	0.14311642555917364	0.08158330219398921	0.15058986814712005	0.16751721560881866	0.3423317140874393	0.2756098862969092	0.2068595526610794	0.18993220519938078	0.24133881385789782	0.2549458175412374	0.30516735173223725	0.32132066406875565	0.33782629584156304	0.32924251321197884	0.2762931724763786	0.3511236854748305	0.24186729301233117	0.344563070517269	0.26167725404366626	0.39017242299685045	0.28464741365504725	0.3196818448726846	0.2831687396572893	0.2602092563924625	0.377590348582715	0.5314204879090375	0.32080286126087654	0.2793359312443282	0.2719318849089841	0.18347301553408424	0.2657929856403139	-0.00037367212939732025	0.06777878609939679	-0.04348475951529387	0.17634655420914963	0.2642609299097849	0.1561095393156462	0.16356696738376128	0.20866385522874073	0.11305183366252068	0.049228633961458386	-0.0020391821918539477	0.083307532162494	0.10440933112688838	0.08635029093044361	0.24512891688464208	0.10813537607430737	0.04464848128970266
ArgR	-0.15583729247851386	-0.17075748678802113	0.0923023541344152	-0.10997170768163135	-0.2325415042972295	-0.11584369828644638	-0.20380077937329846	0.4472535098489297	0.427310094485667	0.4844392248972402	0.47828964928201567	0.5495862915710243	0.5503282976565419	0.5353120162280468	0.5860086478407089	0.7297015961138098	0.6222334916991406	0.6669940746276624	0.6896492820156942	0.8033310201249133	0.6869001227779854	0.6250413708428976	0.5793626221107138	0.6965728927560989	0.6543052367479848	0.5293386003309667	1.0	0.6966689798750867	0.6971440772967491	0.09975978220253029	0.13846153846153847	0.1137724870549298	0.16680723856296376	0.20831687396572893	0.22203597928788768	0.2487962419260129	0.4350984892969626	0.09270271713019805	0.21348956387124327	0.23435114503816795	0.11970319756579298	0.14086371643623552	0.09006032135803128	0.1152938664389046	0.19436288901937757	0.3075802060534885	0.3136497090695564	0.22856456520578658	0.3117333048630759	0.5487161693268563	0.43518923824267336	0.39388779159771525	0.4480061922810014	0.37043185821811775	0.32265520738803183	0.406635349383441	0.23729247851385257	0.3324347408316874	0.4533069983451663	0.31069769924731755	0.39922062670154274	0.35025890140393956	0.3351251801633481	0.25396893183152724	0.31185074467517215	0.49193402017829496	0.3813270698766882	0.29329525436395665	0.2824267335717717	0.272946137831634	0.3080499653018737	0.00904286553141515	0.034004163775156145	0.13414829445363796	0.25033363582981905	0.29878289649282014	0.030635776437303155	0.05392088827203331	0.21234185661666577	-0.027315432658944108	0.07799604975177495	0.022943468744995463	0.12349863876581434	0.0669673837612769	0.04606843538141248	0.1984839587893023	0.10859979714941546	-0.006101532055730529
