	FadP	AcnR	FixJ	HrcA	LiuR	LtbR	FruR	PurR	CueR	NtrC	NnrR	MerR	NifA	GntR	FnrN_FixK	PdxR	CblR	PaaR	NmlR	PhnR	CsoR	FadR	RbsR	BioQ	DasR	HypR	GguR	MetJ	HcpR	TtrR	PhsR	ZntR	RutR	AmtR	GlcC	NagQ	LiuQ	NarP	PrpR	CadR-PbrR	SdaR	VanR	MetR	ThiR	CzrA	NsrR	BirA	Phr	KdgR	MntR	FUR	NagC	NrtR	ArgR	SahR_SamR	PhrR	GulR	HexR	HutC	IscR	PhnF	NadQ	Zur	RbkR	XylR	SiaR	AraR	NikR	PsrA	AgaR	FabR	NagR	Irr	ModE	NiaR	TrpR	NorR	Rex	TyrR	SoxR	LldR	LexA	PdhR	CcpA	HisR	NrdR	ExuR_UxuR	QorR
NnrR	0.32411252869268137	0.3028132173170341	0.25458282175839425	0.21091122617840175	0.247728607270592	0.18667058132706987	0.18966529653552555	0.138285378743394	0.22877275396359364	0.35190305877328776	1.0	0.47846580900016017	0.3794747237495329	0.35976618801046284	0.30225804729621525	0.3293813057171836	0.18112955746543533	0.2828858164736027	0.0991939358351572	0.20071531521913202	0.022831367106176267	0.029295894944749906	0.19574013772487056	0.1289382373351839	0.28009929002295414	0.04303101478673998	0.08607270592003416	0.17798537340522072	0.13749532909838252	0.1764266268083062	0.09398921688998024	0.17712058933432978	0.17703517856189613	0.20174024448833608	0.07910105162013559	0.07491058559760849	0.06976458655847968	0.0627769177387498	0.037543372657876474	-0.0029413334756846206	0.0027651737575401696	0.023381198953718037	-0.44721614263598997	-0.3961885442801473	-0.39945550632573534	-0.4019964768056371	-0.2959216356162921	-0.3928094805957401	-0.4131906261677254	-0.4370949661025997	-0.4798163668392676	-0.4366465595473229	-0.4673090268510116	-0.42327977366145303	-0.4207921849143223	-0.31464794747237496	-0.38817060801793624	-0.22185448139646613	-0.2267122190786313	-0.16119681844872685	-0.24709336465061657	-0.24041530988095874	-0.18364383707895157	-0.29947152084556666	-0.20230075268243208	-0.23613943308599797	-0.21518710297336252	-0.2853947579138419	-0.1950835424117867	0.08905674478193562	0.0757326642822826	0.007895158276837667	-0.13551486681257674	-0.07976298510649656	-0.17929322585811136	-0.10792184914322318	-0.03134041530988096	-0.08208509048203705	0.06830726525383014	-0.09243580846634282	0.0009982384028185555	-0.2188010462819623	-0.1501734906315059	-0.30026690866385525	-0.30951262477980035	-0.2753002722468371	-0.20779373298457268	-0.24136016655100626
MerR	0.351812309827577	0.2837506005444937	0.07055463620349116	0.061575828751401274	0.23486360967276998	0.18974536913468212	0.16844071958575776	0.15547429669567076	0.20003736721293974	0.2136390327230022	0.47846580900016017	1.0	0.47738749799818503	0.3213633694549725	0.2656702076549405	0.5121870495916298	0.27965088346767736	0.39142689371697004	-0.0028932899161906796	0.15408103347034643	0.13064111461058026	0.048534671435434794	0.12436342283670528	0.13134041530988097	0.27310628302994716	-0.001782949874552928	0.1530934714140821	-0.07065072332247904	0.066513639032723	-0.011514439758714568	-0.07507073079592164	0.0004057011690599477	0.18298190359259062	0.16082314631932954	0.2235626968451396	0.0006672716596380718	-0.02159824907916511	0.12075481770138259	-0.02022100037367213	0.06362568728980943	0.04559867613302728	0.03213580312816954	-0.45842630651790955	-0.3812683499706401	-0.3897560454812363	-0.3500400362995783	-0.3901617466502963	-0.38595526610793784	-0.4561095393156462	-0.47475044039929537	-0.40705706507233225	-0.3989643943842417	-0.4332087759568676	-0.3781828858164736	-0.4091923343831741	-0.36308119361554475	-0.31068168472748625	-0.20393957187850317	-0.3731116212032243	-0.18911546468798376	-0.1667325041370843	-0.32321037740885067	-0.3077937329845727	-0.1994234772860727	-0.2967010089147494	-0.20842897560454812	-0.26724496877168635	-0.25004003629957827	-0.21768536806704747	0.01042011423690813	0.17331447178775422	0.012277798537340522	-0.0950942187583409	-0.10368333956120215	-0.05880531682058399	-0.09419206747451023	-0.13947045321091123	-0.01617466502962686	-0.09639673303795442	-0.1810921902524956	0.0037153686008647843	-0.2075908824000427	-0.09614050072065339	-0.27849783803982275	-0.14145625366999412	-0.17066139966903326	-0.08778092136870763	-0.09518496770405167
NifA	0.3470399829178455	0.36444776597448353	0.23588320076869695	0.19017776117012758	0.27415790316553673	0.22306090855709176	0.25757219879357285	0.09238776490684887	0.18967063470880266	0.24873218384668766	0.3794747237495329	0.47738749799818503	1.0	0.3274915923770886	0.28583248812256445	0.4243794373565366	0.27791063897934126	0.23782095766828593	-0.03004857737682165	0.1283563764479795	0.08568835744408264	-0.000891474937276464	0.14350077403512518	0.07447285538888593	0.1061869428281642	0.04755244755244755	0.05468424705065927	0.04869481663374793	0.0775850104094379	0.016793893129770993	0.10145732130464954	0.1590348582714995	0.18990017615971813	0.062034911653232265	0.16688197298884322	-0.024838520258367587	-0.004334596701008915	0.11622804676239791	-0.08467944269470987	0.01928682005017883	-0.007932525489777398	0.012219078631292372	-0.3370042171568889	-0.33098275770031493	-0.3423744194736561	-0.24934073560027759	-0.3646079111727967	-0.41992206267015425	-0.38323813590989164	-0.45675012010889876	-0.4067527891955373	-0.4091496289969572	-0.41830459616719157	-0.4114236908130038	-0.4526397266855282	-0.2669887364543853	-0.26844605775903485	-0.0847168099076496	-0.1575508461004644	-0.08609405861314258	-0.05406501895051513	-0.3157529493407356	-0.30447338920621364	-0.22290076335877862	-0.3428335023754871	-0.19317781455186037	-0.24336198152992047	-0.1616238723108952	-0.15819676506699407	0.05715582127795868	0.005722521753056104	0.002669086638552287	-0.17871136497090695	-0.12435274649015107	-0.047728607270592006	-0.08038221320664068	-0.15886403672663216	-0.08585384081567288	-0.06762931724763786	-0.044333529066353496	-0.03813057171835798	-0.13086531788821865	-0.12213740458015267	-0.2765227139272941	-0.217050125447072	-0.23730315486040676	-0.13355041904660225	-0.13421769070624032
GntR	0.28934500613889924	0.23821064431751454	0.17966689798750868	0.3323920354454706	0.2724657022366946	0.27977899962632785	0.11585437463300059	0.23810388085197245	0.24361287567394438	0.08690012277798537	0.35976618801046284	0.3213633694549725	0.3274915923770886	1.0	0.2655741205359526	0.37335717717397104	0.17890353920888272	0.0968451395932312	-0.08406021459456574	0.18770618694282817	0.0035872524422142743	0.09728286980195378	0.05333368921155181	0.1572999519564405	0.11056958308866706	0.011685261303581914	-0.03233865371269951	0.0693161800032029	0.13481556611327603	0.1995088880585064	0.05932311962846314	0.16129824374099183	0.06714354347942134	0.10959269737895692	0.1270645385149202	-0.04412000213526931	-0.06103667325041371	-0.06308119361554476	0.005562376554742967	0.013820530614423744	-0.03283510382747024	0.05656862221747718	-0.2996103133507714	-0.16668446057759034	-0.2948646773074254	-0.19014573213046496	-0.3171355362195057	-0.33320343778359046	-0.33308599797149413	-0.3321945230342177	-0.3612662147013292	-0.3778839481129557	-0.318886457054396	-0.3145038167938931	-0.3484385843164469	-0.29797149415470026	-0.25839427747824695	-0.10161212832968558	-0.13857364010035766	-0.17193722308226125	-0.09496076442641328	-0.34321251267816155	-0.1618320610687023	-0.08795708108685207	-0.2227566326802968	-0.19890033630491646	-0.2763305396893183	-0.1884695457214541	-0.12785992633320878	0.1371163187957081	0.12327443548817595	0.11825655260769764	-0.05467890887738216	0.10123311802701115	0.049687716863289384	-0.012950408370255698	-0.16835530881332408	-0.07014893503443122	0.014738696418085732	-0.07674691720493247	-0.1719852666417552	-0.046105802594352215	-0.1623178348369188	-0.12633854694923397	-0.029141087919713874	-0.03143116425559174	0.03142582608231463	-0.08603000053381733
FnrN_FixK	0.2214701329205146	0.01933486360967277	0.047418993220519935	0.20538621683659852	0.14890834356483212	0.15637644797950143	0.16894250787380558	0.10388619014573212	0.242470506592644	0.2937596754390647	0.30225804729621525	0.2656702076549405	0.28583248812256445	0.2655741205359526	1.0	0.436395665403299	0.15084076229114396	0.21987401911066035	-0.007702984038861901	0.143185821811776	0.14888165269844658	-0.0024395451876367906	0.15458815993167138	0.12385095820210323	0.2178294987455293	-0.007206533924091176	0.0058346233918753	-0.06058826669513692	0.2820103560561576	0.1892542571931885	0.03773554689585224	0.07370949661025997	0.2691346821117814	0.15617893556824855	0.08373992419793946	-0.10096620936315592	-0.10600544493674265	0.07022900763358779	-0.07278065446004377	0.1296535525543159	0.028890193775689958	-0.004313244007900496	-0.1968291250733999	-0.12282069075962206	-0.30152137938397483	-0.18769017242299685	-0.2658036619868681	-0.31875834089574545	-0.1594992793466076	-0.25477499599637005	-0.2285805797256179	-0.2287994448299792	-0.21932952543639567	-0.31794693855762557	-0.3071531521913201	-0.35257566860620293	-0.017850851438637697	-0.09244114663961993	-0.14113596327336786	-0.07332514813430845	-0.16743180483638498	-0.22371750387017564	-0.1834249719745903	-0.16506699407462766	-0.35084076229114397	-0.11664442427801207	-0.18971334009501947	-0.12219078631292372	-0.1136497090695564	-0.006987668819729889	0.026600117439812096	0.0016761864090108366	-0.15338707094432286	-0.035562910372070676	0.05163081193615545	-0.04595633374259329	-0.1403992953611274	-0.09284150963540276	0.021939892168899803	0.12386163454865745	-0.0050926173063577645	0.10798056904927134	0.013537607430737201	-0.09775796722361609	-0.10854641541664442	-0.04652218010996637	0.11880104628196231	-0.060935247958148725
PdxR	0.338386804035659	0.2381519244114664	0.11666577697112049	0.16816847274862542	0.1690866385522874	0.21099129877755832	0.13987615437997117	0.18533069983451664	0.21316393530133987	0.33306998345166283	0.3293813057171836	0.5121870495916298	0.4243794373565366	0.37335717717397104	0.436395665403299	1.0	0.1687236427694443	0.29121870495916297	-0.09699460844499012	0.10788982010356056	0.18067047456360433	0.12119788608338226	0.22150216196017722	0.08585917898894999	0.2290556771472802	0.0006565953130838627	0.030977419527037846	-0.010756419153365717	0.13344365558106017	0.16165590135055785	-0.027774515560775103	0.02153952917311696	0.25119841990070996	0.1442267656008114	0.08567234292425133	-0.1309080232744355	0.016062563390807666	-0.022046655634441893	-0.15680350184166977	0.24066620402498265	-0.06502428868841083	-0.07948540009608712	-0.26573426573426573	-0.24290289862808948	-0.3088346767736081	-0.20600544493674264	-0.2852826562750227	-0.3898574707735013	-0.26591042545241017	-0.3125820744141355	-0.32021566220039505	-0.3326856349757113	-0.3475097421662307	-0.23916617733411627	-0.30262638125233543	-0.32378156194950086	-0.10775102759835584	-0.15357924518229862	-0.1961671915870389	-0.07211872097368281	-0.14226231783483692	-0.31395398494635135	-0.2018630224737095	-0.2176319863342764	-0.38683072652538303	-0.12324240644851332	-0.1586985533550419	-0.17694442961618534	-0.19988789836118082	0.1024555597074681	0.188106549938611	0.01737575401697539	0.02492393103080126	-0.001430630438264026	0.007009021512838306	0.02074414135482838	-0.18186088720439866	-0.16356162921048417	-0.023957721667645333	-0.017733411626541396	0.016035872524422144	-0.04130144664495809	-0.15089414402391502	-0.10121176533390273	-0.10721721027064539	-0.2381519244114664	-0.05007206533924091	-0.009566006512571399
CblR	0.2346660972615171	0.1662734212352533	0.03702556984999733	0.09889499813163935	0.01870495916297443	0.14394918059040196	0.1177227352799872	0.14092243634228366	0.0429402658410292	0.11051086318261891	0.18112955746543533	0.27965088346767736	0.27791063897934126	0.17890353920888272	0.15084076229114396	0.1687236427694443	1.0	0.15905621096460792	0.0007900496450114771	0.12374953290983826	0.021160518870442534	0.03637965088346768	0.07179309240377943	-0.014215555436929483	-0.025105428922222815	0.25804729621523514	0.12829231836865423	0.03250947525756686	0.03233331553942241	0.04275342977633054	-0.039203544547056	0.11344152031174932	0.19373298457267923	0.12563924624993328	0.1975551166390861	0.016660438797843378	0.0639459776864357	-0.03394544386910799	-0.0857684300432392	0.07950141461591843	-0.11511236854748305	0.14308439651951102	-0.12297549778465809	-0.2523781561949501	-0.19333795975017348	-0.20078471147173438	-0.22178508514386377	-0.14209683446324667	-0.35794053274969306	-0.29374366091923343	-0.22234559333795975	-0.3430630438264026	-0.29307105108631826	-0.2805210057118454	-0.18861901457321303	-0.2142315699567608	-0.11811776010249293	-0.15942988309400524	-0.18454598836278224	-0.09586291571024395	-0.13902738482891155	-0.08236801366572359	-0.1560081140233812	-0.24181391127956015	-0.25566647093364653	-0.2425879464047403	-0.22995249025783376	-0.08033416964714675	-0.11159985053114824	0.11032936529119736	0.00028292318368654246	0.07903699354081034	-0.07502268723642769	0.0073239737361874765	0.04402391501628143	0.025180163348102278	0.07950141461591843	-0.0648748198366519	-0.04696524849196605	0.06705279453371056	-0.15598142315699567	-0.2517909571344686	-0.1649709069556398	-0.12840442000747343	0.04726418619548391	0.01350024021779747	-0.08321678321678322	-0.05780707841776544
PaaR	0.15603480488976673	0.09903379063684407	0.17769177387497997	0.08307265253830139	0.16213099877222015	0.1417658677200662	0.10159611380985427	0.030112635456146907	0.20871723696151176	0.13178882186515775	0.2828858164736027	0.39142689371697004	0.23782095766828593	0.0968451395932312	0.21987401911066035	0.29121870495916297	0.15905621096460792	1.0	-0.0005605081940959803	-0.013446858485026424	0.05010409437890354	0.03434046869161373	0.08894464314311643	0.1131852879944483	0.09336465061655902	0.1578497838039823	0.16005444936742647	0.03305930710510863	0.06924678375060055	0.006234986387658143	0.05336038007793733	0.011962846313991353	0.07728073453264293	0.17938931297709923	0.14750974216623072	-0.007067741418886457	0.012203064111461059	0.07425399028452463	-0.03451662840975818	0.1337372551113009	0.1899588960657663	0.01261410345379811	-0.1507713660385416	-0.17661346287300486	-0.21897720600010676	-0.1598569369561736	-0.28092136870762824	-0.15874659691453585	-0.18409758180750546	-0.19170981690065658	-0.12791864623925692	-0.24034057545507928	-0.22057865798323814	-0.19680777238029146	-0.20266374846527518	-0.1990498051566754	-0.05730529012971761	-0.12569796615598142	-0.29491805904019647	-0.11036139433085998	-0.21336678588586985	-0.23470346447445684	-0.06315058986814712	-0.16789088773821598	-0.07538034484599371	-0.25190839694656486	-0.17371483478353708	-0.19294293492766776	-0.027790530080606418	0.06349223295788181	0.027422196124486202	-0.17288207975230876	-0.050120108898734854	-0.014082101105001868	-0.015053648641434901	-0.15631238990017615	-0.1653339027384829	-0.061602519617786795	-0.05768963860566914	-0.09531308386270218	-0.019868680937383226	-0.05097955479634869	-0.1134148294453638	-0.05800459082901831	-0.08964394384241713	-0.0651150376341216	-0.00407302621043079	0.027523621416751187
NmlR	0.0808626488015801	0.15147600491111943	0.029690919767255644	0.1976618801046282	0.10051246463460203	-0.0032723002188651045	0.15520738803181552	-0.0031068168472748623	0.1735119841990071	0.06865424651684193	0.0991939358351572	-0.0028932899161906796	-0.03004857737682165	-0.08406021459456574	-0.007702984038861901	-0.09699460844499012	0.0007900496450114771	-0.0005605081940959803	1.0	0.11007313297389633	-0.14589761383654515	0.13620882933860032	0.034847595152938664	0.16292638659050873	-0.08058506379117066	0.07420060855175359	-0.11709816900656596	-0.08948913681738109	-0.07346927881279026	-0.06781615331233652	-0.14637271125820744	-0.07869535045107565	0.054193135109165645	0.17407783056638018	-0.04660225270912294	0.10084876955105963	-0.026765600811402338	-0.017370415843698285	0.1192494528372391	-0.008407622911439705	-0.0766668446057759	0.09458175412373886	-0.07143009662093631	-0.2637484652751828	-0.1720012811615865	-0.20392889553194896	-0.1296321998612075	-0.21713553621950568	-0.12712859659424544	-0.1376875033363583	-0.20379544120002135	-0.22077617039449102	-0.22349330059253725	-0.17042652004484066	-0.13025676613462872	-0.05357924518229862	-0.09104788341429562	-0.14827843911813376	-0.020365131052153953	-0.13186889446431432	-0.12652538301393262	0.057577536966849946	-0.049714407729674906	-0.25186035338707097	-0.09456040143063044	-0.10704638872577804	-0.025190839694656488	-0.1435167885549565	-0.11283830673143651	-0.09454972508407623	0.03490097688570971	-0.09687716863289382	-0.15347248171675654	-0.19682378690012278	-0.04445096887844979	-0.05644050605882667	-0.017098169006565953	0.03432979234505952	-0.04355949394117333	-0.03759675439064752	0.0066620402498265095	-0.03700955533016602	-0.09686115411306251	-0.1644264132813751	-0.07631986334276411	-0.0981423156995676	-0.025094752575668604	-0.11875300272246837
PhnR	0.2812736881439172	0.09853200234879624	0.06594779266534992	0.13586718624886565	0.05763091869962099	0.01888111888111888	0.1251961778679336	0.00814605242086158	-0.10238616345486574	0.13448993754337266	0.20071531521913202	0.15408103347034643	0.1283563764479795	0.18770618694282817	0.143185821811776	0.10788982010356056	0.12374953290983826	-0.013446858485026424	0.11007313297389633	1.0	0.013051833662520685	0.008332888485560241	-0.13006993006993006	0.04683179416003844	0.178508514386377	-0.023824267335717717	0.04353814124806491	-0.0600864784070891	-0.03674264666631079	-0.0002989377035178562	-0.06962045587999786	0.06522180109966369	0.14168579512090962	0.05210057118454065	0.02376554742966957	-0.020754817701382586	0.042038114557198525	-0.13994555063257352	0.11954305236747985	0.026680190038968665	-0.10872791330806598	0.03043292585277318	-0.2706774141888646	-0.07836972188117226	-0.0924251321197886	-0.11474937276463994	-0.16612929055677148	-0.24154700261570491	-0.23809320450541824	-0.22137404580152673	-0.23100411039342336	-0.18978807452089894	-0.26973789569209417	-0.13653445790850371	-0.180499653018737	-0.052639726685528215	-0.18672930123311804	-0.1606736774675706	-0.052367479848395876	-0.1795868253883521	-0.18328617946938558	-0.17122190786312924	-0.15114503816793892	-0.10181497891421555	-0.19143757006352427	-0.041637751561415685	-0.05715582127795868	-0.2213420167618641	-0.04751508033950782	0.1628836812042919	-0.10902685101158384	0.009400523140981156	0.04033523728180217	-0.010275983558426306	-0.011530454278545882	-0.15151871029733624	-0.09174184594031923	-0.04760049111194149	0.014594565739603908	-0.2762344525703304	-0.025617893556824853	-0.09593765013612342	-0.17886083382266588	-0.2955159344472322	-0.04482997918112422	-0.1645385149201943	0.0172689905514333	-0.23637965088346768
CsoR	0.10974750440399296	0.14101318528799445	0.17121656968985213	0.14482464100784712	0.08971867826829659	0.09197138739123471	-0.10974216623071585	0.17763839214220895	0.05200982223882987	0.24534244381572626	0.022831367106176267	0.13064111461058026	0.08568835744408264	0.0035872524422142743	0.14888165269844658	0.18067047456360433	0.021160518870442534	0.05010409437890354	-0.14589761383654515	0.013051833662520685	1.0	0.16094592430470292	0.1701489350344312	0.1771259275076069	0.12458228794106657	0.11605722521753056	0.030390220466556345	-0.08461538461538462	-0.05629103720706774	-0.058244808626488016	0.0029947152084556666	-0.10511930817274329	-0.0065072332247904765	-0.012395238349436823	-0.1148134308439652	-0.05119308172743287	-0.12691506966316127	0.19141621737041584	-0.09304436021993275	0.05030160679015641	0.030662467303688677	-0.14839054075695296	-0.019671168526130357	-0.06257940532749694	-0.11874766454919126	-0.163807185181231	-0.11344152031174932	-0.23016601718891797	-0.17372551113009127	-0.1842310361394331	-0.14335130518336625	-0.20884535312016228	-0.14953290983825335	-0.22326909731489883	-0.10832221213900603	-0.17055997437676826	-0.09868147120055518	0.07064004697592484	-0.10085944589761384	-0.05579992526557412	-0.06806704745636043	-0.027566326802968024	-0.26667378423103616	-0.1834356483211445	-0.052805210057118454	0.0704745636043346	-0.11311589174184594	-0.01729568141781882	-0.00872791330806598	-0.009021512838306732	-0.04618587519350878	-0.06338546949233972	-0.13665189772060002	-0.04460577590348583	-0.13259488603000052	-0.05850104094378904	-0.06692467837506005	-0.14589761383654515	0.10461751988469546	-0.034441893983878716	-0.033331553942240966	-0.0208882720333102	-0.0018149789142155553	0.0024288688410825814	0.007953878182885817	-0.06891047883414296	-0.05817007420060855	0.04419473656114877
FadR	-0.025617893556824853	0.15968611541130626	0.047029306571291306	0.1185448139646613	0.16954038328084128	0.2388352105909358	0.21165857043719638	0.10590935781775476	0.17348529333262158	-0.027918646239256925	0.029295894944749906	0.048534671435434794	-0.000891474937276464	0.09728286980195378	-0.0024395451876367906	0.12119788608338226	0.03637965088346768	0.03434046869161373	0.13620882933860032	0.008332888485560241	0.16094592430470292	1.0	0.27022900763358776	0.13085464154166443	0.05410238616345486	0.1527625046709016	0.04217156888912614	0.0612608765280521	0.003779426680190039	0.1474990658196765	0.11714087439278278	0.045609352479581484	0.07520952330112636	0.034420541290770296	0.08848556024128543	0.0449260663001121	-0.000715315219132013	-0.07542305023221053	-0.007494795281054823	-0.025500453744728552	-0.07555650456413815	0.010089147493727647	-0.05293332621576896	-0.15583195430523675	-0.16218971867826829	-0.1869428281642022	-0.21359632733678535	-0.08067581273688144	-0.23614477125927508	-0.18945710777771846	-0.1918379330593071	-0.23458068648908342	-0.1995515934447232	-0.23318742326375913	-0.1331607323973736	-0.11242192921582235	-0.15487108311535794	-0.041861954839054076	-0.048614744034591366	-0.282287941066567	-0.16075375006672715	-0.13788501574761117	-0.16202957347995517	-0.20515667538568302	-0.2692307692307692	-0.22029039662627448	-0.19210484172316233	-0.2133027278065446	-0.21479207815085677	-0.09622591149308707	-0.054823039555863984	-0.14618587519350879	0.006870229007633588	0.004601505364864144	-0.00012277798537340523	-0.049191266748518654	0.04245449207281268	0.012768910478834142	0.04042598622751294	0.023119628463139915	-0.08712432605562377	-0.0726845673410559	0.015582127795868254	0.08862969091976726	0.1422409651417285	0.028036086051353225	-0.02792398441253403	-0.06863823199701062
RbsR	0.14126941760529546	0.2056104201142369	0.11191480275449742	0.10080606416484279	0.09245182298617413	0.10377408850691293	0.13881919607110446	0.2558906742112849	0.22594886030000533	0.28222922116051885	0.19574013772487056	0.12436342283670528	0.14350077403512518	0.05333368921155181	0.15458815993167138	0.22150216196017722	0.07179309240377943	0.08894464314311643	0.034847595152938664	-0.13006993006993006	0.1701489350344312	0.27022900763358776	1.0	0.0681364437089628	0.1384028185554903	0.008701222441680458	-0.048572038648374526	-0.08699620989697325	0.1601131692734746	0.019633801313190626	0.04691720493247211	0.08267228954251855	0.07672022633854694	0.09465115037634121	0.012453958255484973	-0.05835691026530721	0.11825121443442053	0.12103774088506913	-0.08001387925052048	0.02802540970479902	-0.15335504190466023	-0.02826028932899162	-0.15370202316767204	-0.28146052420861584	-0.22848983077990712	-0.31525116105268775	-0.07335717717397107	-0.16689264933539744	-0.2630117973629424	-0.22056798163668392	-0.2773608071317995	-0.2891528319009235	-0.22564458442321036	-0.1883254150429723	-0.16745849570277052	-0.16935354721614262	-0.005178028078791437	-0.009950354988522928	-0.0630064591896653	-0.09371163187957081	-0.16347088026477338	-0.14370362461965516	-0.12259648748198367	-0.2410825815405968	-0.2961405007206534	-0.11418886457054396	-0.010334703464474456	-0.12531361768002988	-0.11268349970640047	-0.1634602039182192	-0.08919553728714034	-0.28815459349810496	0.039785405434260394	-0.18072385629637538	-0.1847061335610954	0.017984305770565312	-0.13414829445363796	0.008210110500186836	0.11567821491485614	0.23600064058079326	-0.07622911439705334	0.04431751454652218	-0.05479634868947846	0.00867986974857204	-0.07412053595259702	-0.04896172529760316	0.0024822505738536275	-0.04136550472428335
BioQ	0.12291143970533283	0.10959269737895692	0.07266321464794748	0.16584102919980784	0.24260929909784873	0.03604334596701009	0.24146159184327123	0.20131852879944484	0.1309293759675439	0.07156888912614104	0.1289382373351839	0.13134041530988097	0.07447285538888593	0.1572999519564405	0.12385095820210323	0.08585917898894999	-0.014215555436929483	0.1131852879944483	0.16292638659050873	0.04683179416003844	0.1771259275076069	0.13085464154166443	0.0681364437089628	1.0	0.121592910905888	-0.06660972615171089	0.042080819943415365	0.08363316073239738	0.09808893396679656	0.12934927667752094	-0.05347781989003363	0.11000373672129397	-0.049714407729674906	-0.09655154006299045	-0.07123258420968345	-0.00445737468638232	-0.17253509848929696	0.09091976725564511	0.25396893183152724	0.1391982063737789	0.030117973629424012	0.037180376875033366	-0.2267228954251855	-0.18498371857150483	-0.23586184807558852	-0.34160572252175303	-0.21415683553088133	-0.279325254897774	-0.17728073453264293	-0.3430256766134629	-0.3539849463513586	-0.4109859606042812	-0.31585971280627767	-0.2160038434847595	-0.25846367373084933	-0.1819196071104468	-0.28758874713073185	-0.1626541397533764	-0.23158063310735066	-0.1989643943842417	-0.11066033203437783	-0.1234559333795975	-0.33623552020498587	-0.1449047136070037	-0.05151871029733625	-0.12165163081193615	-0.16175198846954572	-0.18440185768430042	-0.1418939838787167	-0.06817914909517964	0.020242353066780547	-0.09335931244328191	-0.026098329151764268	-0.18108685207921849	-0.017039449100517804	-0.21770672076015588	-0.07629851064965569	-0.19803021406074842	-0.036438370789515825	-0.08788768483424972	-0.23179949821171195	-0.11077243367319703	-0.13460203918219185	-0.026167725404366626	-0.041600384348475954	-0.13713233331553942	-0.1160999306037474	-0.06250467090161747
DasR	0.2916137297816687	0.06934820904286552	0.09420808199434154	0.00269577750493781	0.1281428495168953	0.0066139966903325685	0.0754924464848129	0.13690813003790103	0.049426146372711255	0.2461912133667859	0.28009929002295414	0.27310628302994716	0.1061869428281642	0.11056958308866706	0.2178294987455293	0.2290556771472802	-0.025105428922222815	0.09336465061655902	-0.08058506379117066	0.178508514386377	0.12458228794106657	0.05410238616345486	0.1384028185554903	0.121592910905888	1.0	-0.07678962259114931	-0.05606149575615225	0.058677200661933486	0.16562750226872364	0.08866705813270699	0.1518229861741312	0.2507179843057706	0.11315325895478567	0.06939091442908236	0.05428388405487642	-0.15386750653926226	0.04963967330379544	0.10930443602199327	-0.033972134735493514	0.11591843271232584	0.04259862275129451	-0.04031388458869375	-0.24102386163454867	-0.1862435274649015	-0.31137564725350986	-0.2571344685848503	-0.25175892809480593	-0.22033844018576842	-0.18277371483478352	-0.2649762451289169	-0.23635829819035925	-0.17856189611914802	-0.25981423156995676	-0.2372230822612502	-0.3015694229434687	-0.4588640367266322	-0.13389206213633695	-0.23517322372284205	-0.3523087599423477	-0.24629797683232799	-0.32363743127101907	-0.23332621576896387	-0.22246837132333316	-0.11195750814071424	-0.14534778198900336	0.01716756525916831	-0.11310521539529172	-0.160438797843378	-0.06916137297816687	-0.11078844819302834	-0.030614423744194735	-0.12979768323279775	-0.1502962686168793	-0.13332087759568675	-0.17519884695457213	-0.14324987989110127	-0.10458015267175573	-0.015272513745796188	-0.05923770885602947	-0.09979181124219293	-0.010532215875727327	0.04873218384668766	-0.10581860887204399	-0.03859499279346608	-0.1759622057331981	-0.1459670100891475	-0.004975177494261464	-0.025649922596487483
HypR	-0.02862328511183473	0.20797523087599423	0.21059093578177548	0.21548604067688037	0.0765440666204025	0.19326856349757113	0.03619815299204612	0.14681577964020712	0.13131906261677254	0.040377942668019	0.04303101478673998	-0.001782949874552928	0.04755244755244755	0.011685261303581914	-0.007206533924091176	0.0006565953130838627	0.25804729621523514	0.1578497838039823	0.07420060855175359	-0.023824267335717717	0.11605722521753056	0.1527625046709016	0.008701222441680458	-0.06660972615171089	-0.07678962259114931	1.0	0.16414349009768858	0.18988949981316394	0.18363316073239738	0.07563123899001761	0.05086211498425239	-0.060929909784871616	0.15573052901297177	-0.1398921688998025	-0.010436128756739443	0.014146159184327123	-0.16471467463833875	0.0703464474456841	-0.04299898574707735	-0.028228260289328993	0.14882827096567555	0.1763038488229328	-0.1278866171995943	-0.05129450701969786	0.06804035658997491	-0.031767469172049326	-0.15442801473335824	-0.05430523674798484	-0.23132973896332676	-0.050354988522927455	-0.1423477286072706	-0.20364063417498532	-0.08992686702610367	-0.17487321838466877	-0.10718518123098275	-0.04755778572572466	-0.04867346394063951	-0.09559600704638872	0.023215715582127795	-0.14612181711418354	-0.08778625954198473	-0.08438584316446912	-0.06500293599530241	-0.11280093951849678	-0.07307425399028453	-0.09458175412373886	-0.20846634281748785	-0.14699727753162867	-0.029632199861207496	0.17331980996103133	0.03799177921315326	0.06162921048417232	0.02727272727272727	0.135119841990071	0.17343724977312763	0.08990551433299525	0.13052901297176106	0.08687343191159985	-0.029632199861207496	-0.09161906795494582	-0.07857257246570223	-0.19972241498959056	-0.10238616345486574	0.04016441573693482	-0.060695030160679016	0.1565953130838627	-0.07209736828057439	0.05725190839694656
