	FadP	AcnR	FixJ	HrcA	LiuR	LtbR	FruR	PurR	CueR	NtrC	NnrR	MerR	NifA	GntR	FnrN_FixK	PdxR	CblR	PaaR	NmlR	PhnR	CsoR	FadR	RbsR	BioQ	DasR	HypR	GguR	MetJ	HcpR	TtrR	PhsR	ZntR	RutR	AmtR	GlcC	NagQ	LiuQ	NarP	PrpR	CadR-PbrR	SdaR	VanR	MetR	ThiR	CzrA	NsrR	BirA	Phr	KdgR	MntR	FUR	NagC	NrtR	ArgR	SahR_SamR	PhrR	GulR	HexR	HutC	IscR	PhnF	NadQ	Zur	RbkR	XylR	SiaR	AraR	NikR	PsrA	AgaR	FabR	NagR	Irr	ModE	NiaR	TrpR	NorR	Rex	TyrR	SoxR	LldR	LexA	PdhR	CcpA	HisR	NrdR	ExuR_UxuR	QorR
GguR	0.1693108418299258	0.16914002028505845	0.11138098542678695	-0.07147280200715316	0.03764479795014146	-0.0019003896866492287	0.12506806170928308	-0.06014519831313724	0.01078311001975124	0.021875834089574546	0.08607270592003416	0.1530934714140821	0.05468424705065927	-0.03233865371269951	0.0058346233918753	0.030977419527037846	0.12829231836865423	0.16005444936742647	-0.11709816900656596	0.04353814124806491	0.030390220466556345	0.04217156888912614	-0.048572038648374526	0.042080819943415365	-0.05606149575615225	0.16414349009768858	1.0	0.21228847488389474	0.038199967970960334	0.25854908450328296	-0.015710243954518765	-0.09914055410238616	-0.005866652431537928	-0.17137671488816528	0.16934820904286554	0.10907489457107777	0.013003790103026745	-0.14279613516254738	0.05583729247851385	0.037831634014840125	-0.034431217637324506	-0.09085570917631987	-0.2597661880104628	-0.20588800512464633	-0.2026851011583836	-0.23484225697966157	-0.21441840602145945	-0.2097902097902098	-0.2488816526984466	-0.15662734212352533	-0.16409544653819463	-0.24669833982811082	-0.24089040730262104	-0.24804355949394116	-0.22571398067581275	-0.04149362088293386	-0.26109539315646185	-0.16002775850104095	-0.28756739443762347	-0.28945176960444136	-0.34768056371109807	-0.09481129557465436	-0.16299044466983398	-0.12130464954892436	-0.10041103934233706	-0.17611701275823413	-0.28222388298724177	-0.11399135215929108	-0.1514813430843965	-0.028473816260075804	-0.07290877061869429	-0.02661613195964341	-0.03728180216729835	-0.01705012544707201	-0.08969732557518817	-0.0904446698339828	-0.014140821011050018	0.059088240004270536	-0.11921742379757647	-0.11430096620936316	-0.10442000747344259	-0.12143276570757487	-0.15127849249986655	-0.07878076122350931	-0.14405060588266694	-0.0988362782255912	-0.10388619014573212	-0.028383067314365025
MetJ	0.13963059840922437	0.14015373939038062	0.1395558639833449	0.11684727486254204	0.23284578017402444	0.1737201729568142	0.15318955853306998	0.17217210270645386	0.10783110019751241	-0.0022687236427694443	0.17798537340522072	-0.07065072332247904	0.04869481663374793	0.0693161800032029	-0.06058826669513692	-0.010756419153365717	0.03250947525756686	0.03305930710510863	-0.08948913681738109	-0.0600864784070891	-0.08461538461538462	0.0612608765280521	-0.08699620989697325	0.08363316073239738	0.058677200661933486	0.18988949981316394	0.21228847488389474	1.0	0.12535632306624672	0.12061068702290076	0.10531148241071905	0.03158597128062777	0.002407516147974163	-0.13620882933860032	-0.08129504083702557	-0.07935728393743662	-0.07858858698553355	-0.1626648160999306	0.14382106443175147	0.013879250520471894	-0.0567074147226819	0.020178294987455294	-0.20366732504137083	-0.16030534351145037	-0.12011957508140714	-0.20764960230609086	-0.2122457694976779	-0.14231036139433087	-0.1550579191800566	-0.1653445790850371	-0.2429509421875834	-0.21919607110446804	-0.2099183259488603	-0.15661666577697111	-0.19027384828911548	0.002653072118720974	-0.12862862328511185	-0.06816847274862542	-0.22235093151123686	-0.11678855495649389	-0.08115091015854374	-0.0936956173597395	-0.16297976832327976	-0.06927881279026317	0.16492286339614584	-0.1287140340575455	-0.20411573159664761	-0.10670474563604335	-0.16046548870976352	-0.011722628516521645	-0.0452677093898468	-0.0082848449260663	-0.08256018790369936	0.003224256659371163	-0.05202049858538408	0.12063737788928629	-0.0432925852773181	-0.1564778732717664	-0.12833502375487107	-0.1667378423103614	-0.1788768483424972	-0.184941013185288	-0.05079271873165003	0.12283670527945337	-0.062200395024822504	0.013719105322158757	-0.18707628249612981	0.03658783964127475
HcpR	0.015624833182085091	-0.013612341856616667	-0.0019324187263118561	0.1481770138258688	0.08893396679656222	-0.09625794053274969	0.15188170608017937	0.16390327230021887	0.21707147814018043	0.08772220146265948	0.13749532909838252	0.066513639032723	0.0775850104094379	0.13481556611327603	0.2820103560561576	0.13344365558106017	0.03233331553942241	0.06924678375060055	-0.07346927881279026	-0.03674264666631079	-0.05629103720706774	0.003779426680190039	0.1601131692734746	0.09808893396679656	0.16562750226872364	0.18363316073239738	0.038199967970960334	0.12535632306624672	1.0	0.027566326802968024	0.1327923984412534	0.0381626007580206	0.09478460470826883	0.00011743981209630065	0.04598836278225591	-0.006192281001441307	-0.14802754497410986	-0.07341055890674211	0.018368654246516843	0.012304489403726046	0.14258260823146318	0.05442267656008114	0.0013292051459990392	-0.04357017028772754	0.020776170394491006	-0.11841135963273368	-0.18171141835263974	-0.13720172956814178	0.011391661773341163	-0.04355949394117333	-0.11067100838093205	-0.12761437036246195	-0.1169166711151444	-0.04510756419153366	-0.13067848182352	-0.18664922863396147	-0.07739283617146213	-0.013025142796135163	-0.0998825601879037	-0.02332781722094699	-0.060657662947739284	-0.10850904820370469	-0.07897827363476219	0.02572999519564405	-0.05813804516094592	0.08296055089948219	-0.1475898147653873	0.04199540917098169	0.024987989110126514	-0.019228100144130678	0.2669940746276624	0.08901937756899589	-0.11903058773287781	-0.06365771632947205	0.06874499546255271	0.10922970159611381	-0.10371003042758768	0.029995195644050607	-0.030368867773447925	0.2031441840602146	-0.03209843591522981	0.024080499653018738	0.1275503122831367	-0.038477552981369775	0.004601505364864144	0.0483104681577964	0.12848449260663	0.061554476058292854
TtrR	0.10778305663801847	0.08449260663001121	-0.0009555330166017189	0.01066567020765494	0.03508781295040837	0.020365131052153953	0.032610900549831845	-0.04360753750066727	0.12402177974697058	-0.0009929002295414509	0.1764266268083062	-0.011514439758714568	0.016793893129770993	0.1995088880585064	0.1892542571931885	0.16165590135055785	0.04275342977633054	0.006234986387658143	-0.06781615331233652	-0.0002989377035178562	-0.058244808626488016	0.1474990658196765	0.019633801313190626	0.12934927667752094	0.08866705813270699	0.07563123899001761	0.25854908450328296	0.12061068702290076	0.027566326802968024	1.0	0.10900016014519831	0.15605615758287514	0.16841936689264933	0.011989537180376875	0.02771045748144985	0.0602092563924625	0.015875727326109007	0.055276784284417874	0.1063043826402605	0.08369721881172262	0.005727859926333209	0.03118027011156782	-0.1677841242726739	0.04464314311642556	-0.08502108578444456	-0.028783430310147868	-0.05835691026530721	-0.10637911706613996	-0.02988309400523141	-0.00213526931084183	-0.07781455186035338	-0.1410772433673197	-0.09192868200501789	-0.04180857310628303	-0.0897240164415737	-0.030480969412267123	-0.21918005658463674	-0.13915550098756205	-0.16005978754070357	-0.08860833822665884	-0.21968184487268458	-0.09099450168152458	-0.028148187690172424	-0.010003736721293973	-0.11828324347408317	-0.07010089147493728	-0.11877969358885389	-0.1338280040570117	-0.15759888965995836	-0.07659744835317354	-0.042934927667752094	-0.029375967543906475	0.2828377729141088	0.13074253990284523	-0.03478887524689051	-0.06459189665296536	-0.024630331500560508	0.08667058132706988	0.09817434473923023	0.05634975711311589	-0.09724016441573693	-0.008071317994982117	-0.10042171568889126	-0.03107350664602573	-0.21274221961244863	-0.12665883734586025	-0.08161533123365185	-0.1422569796615598
PhsR	-0.006704745636043346	0.07959750173490632	0.050360326696204556	0.13942240965141728	0.2004697592483852	-0.016430897346927882	0.07338386804035658	0.05498318475417712	0.12916244061282228	0.07216676453317675	0.09398921688998024	-0.07507073079592164	0.10145732130464954	0.05932311962846314	0.03773554689585224	-0.027774515560775103	-0.039203544547056	0.05336038007793733	-0.14637271125820744	-0.06962045587999786	0.0029947152084556666	0.11714087439278278	0.04691720493247211	-0.05347781989003363	0.1518229861741312	0.05086211498425239	-0.015710243954518765	0.10531148241071905	0.1327923984412534	0.10900016014519831	1.0	0.23673730849303368	0.023728180216729833	-0.09371163187957081	-0.023423904339934874	0.07031441840602146	-0.009811562483318208	0.024299364757380024	-0.12342390433993487	-0.133027278065446	0.032231890247157426	-0.031943628890193775	-0.07043719639139487	0.019099983985480167	-0.060049111194149365	-0.03829605508994822	-0.09065285859178988	0.04390647520418513	-0.10997170768163135	0.0036139433085997973	-0.15372337586078044	-0.08978273634762185	-0.013767148881652699	0.032909838253349706	-0.1712699514226232	-0.023482624245983026	-0.04984786206160252	0.11228313671061763	-0.03999359419206747	0.05514332995249026	-0.02379223829605509	-0.1720012811615865	0.04325521806437837	-0.04518229861741312	-0.08999626327870602	-0.09512090962472641	-0.06191213366785886	-0.01713019804622858	0.018160465488709764	0.06610259969038595	0.04575882133134042	-0.03495969679175786	-0.061394330859979716	-0.18316340148401217	-0.03790636844071959	0.04256659371163188	-0.0037313831206960977	0.10358191426893718	0.035306678054769655	0.12062670154273207	-0.10428121496823788	0.09853200234879624	-0.030881332408049966	-0.10953931564618588	-0.17762771579565473	0.025361661239523835	0.07842844178722042	-0.05366465595473229
ZntR	0.11885442801473335	0.10644317514546522	0.07182512144344205	-0.029995195644050607	0.07341055890674211	-0.0847061335610954	0.0028505845299738428	0.02926386590508728	0.033731916938023805	0.10901083649175253	0.17712058933432978	0.0004057011690599477	0.1590348582714995	0.16129824374099183	0.07370949661025997	0.02153952917311696	0.11344152031174932	0.011962846313991353	-0.07869535045107565	0.06522180109966369	-0.10511930817274329	0.045609352479581484	0.08267228954251855	0.11000373672129397	0.2507179843057706	-0.060929909784871616	-0.09914055410238616	0.03158597128062777	0.0381626007580206	0.15605615758287514	0.23673730849303368	1.0	0.030000533817327712	-0.06550472428335023	0.1025623231730102	0.14381038808519725	0.1207654940479368	0.046970586665243154	0.10417978967597288	-0.11597715261837399	0.04937810281321732	0.09296428762077617	-0.25466289435755085	-0.0558906742112849	-0.18233598462606096	-0.13376928415096354	-0.09025249559600705	-0.0731596647627182	-0.07919713873912347	-0.1268189825441734	-0.12483318208509048	-0.16853680670474563	-0.15230875994234772	-0.07849249986654566	-0.05767362408583783	-0.10656061495756153	0.02515881065499386	-0.07978967597288208	-0.06081246997277532	-0.07042118187156356	-0.057940532749693054	-0.07130731863556292	-0.004243847755298137	-0.09811028665990498	-0.16249933272834036	-0.09957294613783163	0.04687983771953238	-0.027811882773714835	0.005129984519297496	-0.04934607377355469	-0.15748144984786205	0.004137084289756046	0.06472535098489297	-0.07836972188117226	0.00024021779746970587	-0.08932899161906796	-0.0059040196444776595	0.0048897667218277905	-0.027966689798750867	-0.057075748678802114	0.000816740511397	-0.05746543532803075	-0.031345753483158066	-0.008183419633801313	-0.14762184380504992	-0.15883734586024661	0.009261730635776438	-0.004254524101852346
RutR	0.2102706453851492	0.23563230662467305	0.09246783750600544	0.17289275609886298	0.15406501895051514	0.20478834142956281	0.26224843858431646	0.14171782416057224	0.06713286713286713	0.005199380771899856	0.17703517856189613	0.18298190359259062	0.18990017615971813	0.06714354347942134	0.2691346821117814	0.25119841990070996	0.19373298457267923	0.07728073453264293	0.054193135109165645	0.14168579512090962	-0.0065072332247904765	0.07520952330112636	0.07672022633854694	-0.049714407729674906	0.11315325895478567	0.15573052901297177	-0.005866652431537928	0.002407516147974163	0.09478460470826883	0.16841936689264933	0.023728180216729833	0.030000533817327712	1.0	0.11145038167938931	0.1627769177387498	-0.04335130518336625	0.05208989483798644	-0.03280307478780761	-0.181572625847435	0.09493407356002775	0.15329098382533496	0.22732077083222121	-0.044301500026690865	-0.12907702984038863	-0.032819089307638924	-0.11379383974803822	-0.14255591736507767	-0.2203117493193829	-0.17184113596327336	-0.16609192334383174	-0.15836758661186143	-0.1977739817434474	-0.15346714354347943	-0.11289168846420755	-0.22487588747130732	-0.14568408690546095	-0.07050659264399722	-0.1382907169166711	0.04306838199967971	-0.0805049911920141	-0.13953451129023647	-0.08504777665083009	0.039155500987562056	-0.10975284257727005	-0.1913788501574761	-0.03293119094645812	-0.2120108898734853	-0.07026103667325041	-0.21694336198152991	0.05565045641381519	-0.08796775743340629	-0.01648961725297603	0.08257086425025356	0.18992686702610367	0.06327336785352053	0.20172422996850478	0.020156942294346874	-0.042518550152137936	-0.17879677574334063	0.022238829872417657	-0.14333529066353493	0.03211978860833822	-0.0638178615277852	-0.1835424117866866	-0.2566166657769711	-0.06129290556771473	0.03321945230342177	-0.19911386323600064
AmtR	-0.043201836331607325	0.09030053915550099	-0.09828644637804942	0.13958255484973042	-0.03387604761650563	-0.0013345433192761436	0.07345860246623605	-0.1141248064912187	0.0788875246890514	0.025820744141354827	0.20174024448833608	0.16082314631932954	0.062034911653232265	0.10959269737895692	0.15617893556824855	0.1442267656008114	0.12563924624993328	0.17938931297709923	0.17407783056638018	0.05210057118454065	-0.012395238349436823	0.034420541290770296	0.09465115037634121	-0.09655154006299045	0.06939091442908236	-0.1398921688998025	-0.17137671488816528	-0.13620882933860032	0.00011743981209630065	0.011989537180376875	-0.09371163187957081	-0.06550472428335023	0.11145038167938931	1.0	0.10374739764052741	-0.0801580099290023	-0.043420701435968614	-0.06076976458655848	-0.13122297549778467	0.08492499866545668	-0.027758501040943788	0.009880958735920568	0.02301286499759782	-0.08212245769497678	-0.12205733198099611	-0.10313884588693749	-0.03483158063310735	-0.12787594085304008	0.04219825975551166	-0.09547322906101532	-0.061575828751401274	-0.07974697058666524	-0.05616292104841723	-0.10361928148187691	-0.015966476271819782	-0.1956920941653766	-0.07558319543052368	-0.016537660812469972	-0.14122671221907862	0.1388352105909358	0.023397213473549353	0.07291410879197138	0.06036406341749853	-0.10497517749426147	-0.076773608071318	0.04449367426466663	0.08731650029359952	0.07966689798750867	-0.015293866438904607	0.22841509635402765	0.06612395238349437	-0.13320877595686756	-0.06147440345913628	-0.07480916030534351	-0.08606202957347996	-0.0074253990284524635	0.044536379650883466	-0.08877915977152619	0.015982490791651097	0.24429082368013666	0.0873858965462019	0.04666097261517109	0.048758874713073184	-0.04283350237548711	-0.06840869054609512	-0.05604548123632093	0.07895692094165377	-0.09938611007313297
GlcC	0.10246623605402232	0.022575134788875247	-0.04449367426466663	-0.06540329899108525	0.052805210057118454	0.11139699994661827	0.11615331233651845	-0.12924785138525596	0.04328190893076389	-0.03468744995462553	0.07910105162013559	0.2235626968451396	0.16688197298884322	0.1270645385149202	0.08373992419793946	0.08567234292425133	0.1975551166390861	0.14750974216623072	-0.04660225270912294	0.02376554742966957	-0.1148134308439652	0.08848556024128543	0.012453958255484973	-0.07123258420968345	0.05428388405487642	-0.010436128756739443	0.16934820904286554	-0.08129504083702557	0.04598836278225591	0.02771045748144985	-0.023423904339934874	0.1025623231730102	0.1627769177387498	0.10374739764052741	1.0	0.06255805263438852	0.013137244434954358	-0.02761970853573907	-0.03945443869107991	-0.00816740511397	0.054406662040249826	0.0773554689585224	-0.09401590775636577	-0.07848716169326857	-0.11532589547856724	0.00016548337159024183	-0.07956013452196659	-0.01167992313030481	-0.10296802434207014	-0.06537660812469973	-0.021923877649068488	0.05944055944055944	-0.07155821277958682	-0.16764533176746918	-0.15946725030694497	-0.14895638712432605	-0.09619388245342443	-0.13678535205252762	-0.06784284417872204	0.008359579351945765	-0.061372978166871296	0.031740778305663804	0.0889179522767309	-0.043612875673944375	-0.09073293119094646	-0.08023274435488176	-0.06534991725831421	0.03872844712539369	0.06496023060908557	0.12215341909998398	0.018736988202637056	0.03790636844071959	-0.07545507927187317	0.03102546308653179	0.06855815939785405	-0.0229861741312123	0.038055837292478516	-0.016633747931457856	-0.11513905941386858	-0.01362835637644798	0.17959750173490632	0.04008968131105536	0.06280894677841242	-0.11979394651150377	-0.023167672022633853	0.035989964234239044	0.028986280894677842	-0.03633694549725084
NagQ	-0.06735173223722841	-0.03820530614423744	-0.08757273261090055	-0.048550685955266105	0.05177494261463727	-0.021384722148080928	-0.16947098702823893	0.04526237121656969	0.10035765760956601	-0.04488869908717237	0.07491058559760849	0.0006672716596380718	-0.024838520258367587	-0.04412000213526931	-0.10096620936315592	-0.1309080232744355	0.016660438797843378	-0.007067741418886457	0.10084876955105963	-0.020754817701382586	-0.05119308172743287	0.0449260663001121	-0.05835691026530721	-0.00445737468638232	-0.15386750653926226	0.014146159184327123	0.10907489457107777	-0.07935728393743662	-0.006192281001441307	0.0602092563924625	0.07031441840602146	0.14381038808519725	-0.04335130518336625	-0.0801580099290023	0.06255805263438852	1.0	0.008535739070090215	0.08551219772593818	0.08252282069075963	-0.1433940105695831	-0.049020445203651314	-0.08990551433299525	-0.10971547536433032	-0.02448086264880158	-0.02901830993434047	-0.04882293279239844	0.07792665349917258	-0.029557465435328032	-0.019035925906154914	0.028335023754871083	-0.028607270592003416	0.006774141888645706	-0.028772753963593658	0.018069716542998986	0.020167618640901084	0.01987401911066033	-0.028201569422943468	0.02938130571718358	0.1120215662200395	0.14286019324187263	-0.0765547429669567	0.10822612502001815	0.08866171995942988	-0.006117546575561843	-0.16427694442961618	-0.05153472481716757	-0.053082795067527895	-0.04752041851278493	-0.018827737148347835	-0.028126834997064004	0.11070303742059467	0.022810014413067847	0.11618534137618107	0.08585917898894999	-0.045187636790690225	-0.1993967864196872	0.019115998505311482	-0.10319756579298564	0.18385202583675866	0.01659104254524102	0.0066620402498265095	-0.1409598035552234	-0.09064218224523568	-0.10316019858004591	-0.13858965462018896	-0.05989964234239043	-0.11951102332781723	-0.2052527625046709
LiuQ	-0.06043345967010089	-0.004046335344045268	-0.0012864997597822026	0.07410985960604281	-0.13460203918219185	-0.026391928682005017	-0.10146799765120376	-0.02115518069716543	-0.016270752148614745	0.08206907596220574	0.06976458655847968	-0.02159824907916511	-0.004334596701008915	-0.06103667325041371	-0.10600544493674265	0.016062563390807666	0.0639459776864357	0.012203064111461059	-0.026765600811402338	0.042038114557198525	-0.12691506966316127	-0.000715315219132013	0.11825121443442053	-0.17253509848929696	0.04963967330379544	-0.16471467463833875	0.013003790103026745	-0.07858858698553355	-0.14802754497410986	0.015875727326109007	-0.009811562483318208	0.1207654940479368	0.05208989483798644	-0.043420701435968614	0.013137244434954358	0.008535739070090215	1.0	0.12579939144824642	-0.1345326429295895	-0.03075855442267656	-0.11573159664762718	-0.09651951102332781	0.08811188811188811	0.011893450061388993	0.013260022420327764	0.038456200288261355	0.08948379864410398	0.01757326642822826	0.007767042118187156	0.016863289382373352	0.018534137618107085	0.01734906315058987	0.001847007953878183	0.127411519777932	0.1251855015213794	0.0961565152404847	0.057476111674584954	-0.017114183526397268	0.018256552607697644	0.08956920941653766	0.07895158276837666	0.1477339454438691	0.19284684780867986	0.01770138258687877	-0.07148347835370736	0.06166657769711205	0.057342657342657345	-0.01889179522767309	0.034863609672769975	-0.03778359045534618	-0.022970159611380984	-0.11316393530133988	0.0784231036139433	0.05897613836545134	0.002498265093684941	0.05876261143436716	-0.010761757326642822	0.19201409277745154	0.12290076335877863	0.02576202423530668	0.12460897880745209	0.0684941013185288	-0.10143063043826403	-0.051027598355842634	-0.12472108044627128	-0.12141675118774356	0.05196177867933593	-0.037602092563924626
NarP	-0.01380451609459243	0.09183259488603	0.12563390807665617	0.0625420381145572	-0.19431484545988362	0.031121550205519672	-0.06529119735226606	0.007158490364597235	0.10429189131479208	0.2322051993807719	0.0627769177387498	0.12075481770138259	0.11622804676239791	-0.06308119361554476	0.07022900763358779	-0.022046655634441893	-0.03394544386910799	0.07425399028452463	-0.017370415843698285	-0.13994555063257352	0.19141621737041584	-0.07542305023221053	0.12103774088506913	0.09091976725564511	0.10930443602199327	0.0703464474456841	-0.14279613516254738	-0.1626648160999306	-0.07341055890674211	0.055276784284417874	0.024299364757380024	0.046970586665243154	-0.03280307478780761	-0.06076976458655848	-0.02761970853573907	0.08551219772593818	0.12579939144824642	1.0	0.07225751347888752	-0.06269684513959323	0.09718678268296589	0.08021672983505045	-0.09331126888378796	0.05512197725938184	-0.004067688037153686	0.0028345700101425294	0.09805690492713394	0.06539262264453104	0.003971600918165803	0.03747397640527411	-0.019318849089841456	-0.036192814818769015	0.059307105108631825	0.066155981423157	-0.01794693855762558	-0.06542465168419367	0.05827149949287354	-0.024240644851331875	0.042539902845246357	0.06997277531628676	-0.11249666364170181	0.04712539369027919	0.06168259221694336	-0.06013452196658303	-0.07347995515934447	0.16926813644370897	0.06923610740404633	-0.1592910905888005	0.09848929696257941	-0.14462179042331713	-0.07358138045160946	-0.25341376181070835	0.0002562323173010196	-0.07197992846847809	-0.02768910478834143	-0.027192654673570703	0.028527197992846847	0.1570757486788021	0.177131265680884	-0.05258100677948006	-0.08964928201569423	-0.0662734212352533	-0.10557305290129718	0.036214167511877435	-0.10717450488442855	-0.08702290076335878	0.049917258314204876	0.02097902097902098
PrpR	0.09000693962526024	-0.1556451182405381	-0.04254524101852346	-0.20672609832915176	-0.037564725350984894	-0.06904927133934767	-0.008204772326909731	-0.14228367052794533	-0.02774782469438958	-0.042710724390113704	0.037543372657876474	-0.02022100037367213	-0.08467944269470987	0.005562376554742967	-0.07278065446004377	-0.15680350184166977	-0.0857684300432392	-0.03451662840975818	0.1192494528372391	0.11954305236747985	-0.09304436021993275	-0.007494795281054823	-0.08001387925052048	0.25396893183152724	-0.033972134735493514	-0.04299898574707735	0.05583729247851385	0.14382106443175147	0.018368654246516843	0.1063043826402605	-0.12342390433993487	0.10417978967597288	-0.181572625847435	-0.13122297549778467	-0.03945443869107991	0.08252282069075963	-0.1345326429295895	0.07225751347888752	1.0	0.11372444349543587	0.13250947525756687	0.06893183152725138	-0.10532215875727326	-0.01350024021779747	-0.05267709389846795	-0.18619014573213047	0.012277798537340522	0.01988469545721454	-0.018032349330059254	0.02914642609299098	-0.06107404046335344	-0.049292692040783646	-0.05103827470239684	-0.05196177867933593	-0.10051246463460203	0.12299685047776651	-0.11520311749319383	-0.11650029359953024	-0.16867026103667326	-0.1924304702930657	-0.10703571237922382	-0.0034324454171782417	-0.16783750600544495	0.11598782896492821	0.11631345753483158	-0.03639566540329899	0.03615544760582928	-0.06569156034804889	0.11751454652218012	-0.17125927507606897	-0.04708802647733946	-0.030262104307905834	0.05319489670634709	-0.16642289008701222	-0.07401911066033204	-0.27161693268563497	-0.09932739016708482	-0.03436715955799925	-0.11705012544707201	-0.097192120856243	-0.10335237281802168	-0.09794480328831474	0.01105001868360647	0.08627021833128704	0.000213526931084183	-0.0017028772753963594	-0.0716489617252976	-0.03438851225110767
CadR-PbrR	0.104542785458816	-0.07937863663054502	-0.15186035338707093	-0.09407996583569103	0.019537714194202745	0.11812309827577003	0.04052207334650083	-0.050312283136710614	-0.05516468264559868	0.018304596167191586	-0.0029413334756846206	0.06362568728980943	0.01928682005017883	0.013820530614423744	0.1296535525543159	0.24066620402498265	0.07950141461591843	0.1337372551113009	-0.008407622911439705	0.026680190038968665	0.05030160679015641	-0.025500453744728552	0.02802540970479902	0.1391982063737789	0.11591843271232584	-0.028228260289328993	0.037831634014840125	0.013879250520471894	0.012304489403726046	0.08369721881172262	-0.133027278065446	-0.11597715261837399	0.09493407356002775	0.08492499866545668	-0.00816740511397	-0.1433940105695831	-0.03075855442267656	-0.06269684513959323	0.11372444349543587	1.0	0.07612235093151123	0.03586718624886564	0.06326802968024342	-0.02912507339988256	-0.05742272994181391	-0.01763198633427641	0.04613783163401484	-0.059162974430150006	0.07870602679762985	0.029621523514653286	0.06008114023381199	0.020519938077189985	0.04012171035071799	-0.05312550045374473	-0.009325788715101693	0.07271125820744141	0.06119681844872685	-0.10231676720226339	-0.1655847968825068	-0.0021672983505044573	0.05182832434740832	-0.02634922329578818	-0.07737682165163082	0.10589334329792345	0.09803555223402552	-0.061746650296268614	-0.06010783110019751	-0.019398921688998025	-0.001606790156408477	-0.01355896012384562	0.026952436876100997	0.13179416003843486	0.016121283296855814	0.10312283136710618	0.11693802380825281	0.03999893236534458	-0.06599049805156676	0.01103934233705226	-0.04017509208348903	-0.03631559280414242	0.019911386323600063	0.07642128863502909	-0.015843698286446377	0.16059894304169114	0.10461751988469546	0.05097421662307158	0.05373405220733465	-0.015656862221747718
SdaR	-0.11755191373511985	-0.025665937116318795	-0.03301126354561469	-0.016505631772807346	0.03706293706293706	-0.0815672876741579	-0.09472588480222068	0.05158810654993861	0.00897346927881279	-0.12225484439224897	0.0027651737575401696	0.04559867613302728	-0.007932525489777398	-0.03283510382747024	0.028890193775689958	-0.06502428868841083	-0.11511236854748305	0.1899588960657663	-0.0766668446057759	-0.10872791330806598	0.030662467303688677	-0.07555650456413815	-0.15335504190466023	0.030117973629424012	0.04259862275129451	0.14882827096567555	-0.034431217637324506	-0.0567074147226819	0.14258260823146318	0.005727859926333209	0.032231890247157426	0.04937810281321732	0.15329098382533496	-0.027758501040943788	0.054406662040249826	-0.049020445203651314	-0.11573159664762718	0.09718678268296589	0.13250947525756687	0.07612235093151123	1.0	0.10946458122030642	0.06354561469065285	0.13668926493353975	0.13110019751241125	0.07916510969946085	0.08019003896866492	0.03100411039342337	0.07224149895905621	0.15640313884588694	0.1421235253296322	0.10959803555223402	0.12650936849410133	-0.005348849623658784	0.01806437836972188	0.009549991992740084	-0.03251481343084397	0.07611167458495703	-0.10644851331874233	0.010382747023968398	0.0018149789142155553	-0.1278012064271606	0.055511663908610474	0.18162066940692895	0.18264026050285592	0.05791384188330753	-0.028916884642075483	0.05687289809427214	0.010692361074040464	0.02390967810815139	-0.026354561469065285	0.01893983878716703	-0.025399028452463567	0.16623605402231356	0.034041530988095876	0.0034484599370095555	0.0998772220146266	0.11661773341162654	-0.0786366305450275	0.04552394170714781	0.05086211498425239	0.15549031121550205	0.06270218331287034	0.04895104895104895	-0.03168205839961565	0.12337586078044094	0.09750707307959217	-0.009656755458282176
VanR	0.05447072011957508	-0.054812363209309774	0.010137191053221587	-0.07151016922009289	0.12897026637484652	-0.014199540917098168	-0.016217370415843698	0.15279987188384134	0.014498478620616026	0.00034698126301179735	0.023381198953718037	0.03213580312816954	0.012219078631292372	0.05656862221747718	-0.004313244007900496	-0.07948540009608712	0.14308439651951102	0.01261410345379811	0.09458175412373886	0.03043292585277318	-0.14839054075695296	0.010089147493727647	-0.02826028932899162	0.037180376875033366	-0.04031388458869375	0.1763038488229328	-0.09085570917631987	0.020178294987455294	0.05442267656008114	0.03118027011156782	-0.031943628890193775	0.09296428762077617	0.22732077083222121	0.009880958735920568	0.0773554689585224	-0.08990551433299525	-0.09651951102332781	0.08021672983505045	0.06893183152725138	0.03586718624886564	0.10946458122030642	1.0	-0.022708589120802862	0.03365718251214434	0.06754390647520418	-0.01950034698126301	-0.02385095820210324	0.06870762824961298	-0.005204718945176961	0.04111994875353654	-0.04401323866972722	0.009854267869535045	0.004030320824213954	0.04280147333582448	-0.02388298724176587	0.10272780654460044	-0.057043719639139484	0.04863075855442268	0.0075748678802113915	-0.1169220092884215	-0.07217744087973095	-0.03371056424491539	0.05310414776063631	0.043404686916137296	0.0345379811028666	-0.0701169059947686	0.08942507873805584	-0.09570277051193082	0.04145625366999413	-0.009154967170234346	-0.11415149735760423	0.03184220359792879	-0.023578711364970906	-0.09178455132653605	0.08091603053435115	-0.05382480115304543	0.034009501948433246	0.09421342016761865	-0.09926333208775957	0.059307105108631825	0.08313137244434954	-0.03169273474616986	0.06552073880318156	-0.054823039555863984	0.08163668392676027	0.057977899962632785	-0.005818608872043987	0.01999145892275663
