	NmlR	ZntR	LtbR	PaaR	FixJ	DasR	PhnR	FadP	NnrR	NtrC	FadR	FruR	CueR	MerR	AcnR	NifA	GntR	HrcA	PurR	BioQ	LiuR	RbsR	PdxR	FnrN_FixK	GlcC	FabR	QorR	RutR	VanR	HcpR	MetJ	NorR	CadR-PbrR	GguR	CsoR	TtrR	BirA	XylR	IscR	MetR	RbkR	NrtR	Zur	NsrR	ArgR	Phr	SahR_SamR	ThiR	KdgR	MntR	FUR	NagC	AgaR	GulR	HutC	PhnF	HypR	TyrR	AraR	CzrA	ModE	NiaR	PhrR	PsrA	NadQ	Rex	CcpA	HisR	SdaR	SoxR	AmtR	NagQ	PhsR	NikR	PdhR	Irr	SiaR	NarP	HexR	TrpR	LexA	CblR	PrpR	NagR	NrdR	LiuQ	ExuR_UxuR	LldR
AraR	-0.42051824431517715	-0.3709677419354839	-0.4870967741935484	-0.5701216287678477	-0.514595452141724	-0.6484399788471709	-0.4878900052882073	-0.7721311475409836	-0.7303543098889477	-0.6806980433632999	-0.6349550502379693	-0.7516657852987837	-0.5937599153886832	-0.6512956107879428	-0.6843469063987309	-0.7126388154415653	-0.4258064516129032	-0.49719725013220517	-0.5892649391856161	-0.6759915388683236	-0.6023796932839768	-0.6410893707033316	-0.3854574299312533	-0.518667371760973	-0.6164992067689054	-0.2777895293495505	-0.20486515071390798	-0.3738762559492332	-0.23331570597567425	-0.2819672131147541	-0.27815970386039135	-0.3170809095716552	-0.13564251718667372	-0.14447382337387626	-0.04569011105235325	0.04510840824960338	0.7360126916975145	0.6771549444738234	0.7625066102591221	0.6989952406134321	0.7355896351136965	0.7929666842940243	0.8046536224219989	0.7794817556848228	0.7954521417239556	0.794130089899524	0.8021152829190904	0.7528291909042835	0.7608672659968271	0.7830777366472765	0.7821787414066631	0.7361713379164463	0.49777895293495505	0.6508196721311476	0.6607615018508726	0.5942887361184559	0.515018508725542	0.523532522474881	1.0	0.7057641459545214	0.6932839767318879	0.7119513484928609	0.6653622421998943	0.4499206768905341	0.5166578529878372	0.5452670544685352	0.5351136964569011	0.5840824960338445	-0.019883659439450026	0.04103648863035431	-0.04537281861448969	0.11745108408249604	0.21808566895822315	0.1301427815970386	0.17821258593336858	0.4300370174510841	0.49169751454257005	0.412374405076679	0.35579058699101007	0.3833421470121629	0.10158646218931783	0.12781597038603915	-0.004389212057112639	0.23564251718667373	0.1663670015864622	0.21517715494447381	0.22004230565838181	0.1348492860920148
CzrA	-0.3061872025383395	-0.36927551560021155	-0.4911686938127975	-0.6373876255949233	-0.533262823902697	-0.6067160232681121	-0.5837123215230037	-0.686409307244844	-0.5848228450555262	-0.6230037017451084	-0.644420941300899	-0.6688524590163935	-0.7619777895293496	-0.5967213114754099	-0.5883130618720254	-0.6817556848228451	-0.3698572184029614	-0.4946589106292967	-0.4636700158646219	-0.6199365415124273	-0.5409307244843998	-0.6326282390269699	-0.3666314119513485	-0.5074034902168165	-0.44759386567953463	-0.03342147012162877	-0.15473294553146483	-0.4014806980433633	-0.16430460074034903	-0.43067160232681123	-0.32696985721840294	-0.4382337387625595	-0.17329455314648334	-0.3157059756742464	-0.31850872554204124	-0.19122157588577474	0.7991538868323639	0.7227921734531993	0.641988365943945	0.574034902168165	0.6933897408778424	0.758011634056055	0.7391856160761502	0.7909571655208885	0.8214172395557906	0.8141195134849286	0.7586991010047593	0.7352723426758329	0.626176626123744	0.6737176097303015	0.6895293495505024	0.6779481755684823	0.38244315177154947	0.5139079851930196	0.6056054997355896	0.7409307244843998	0.5310417768376521	0.4835007932310947	0.7057641459545214	1.0	0.7876784769962982	0.717451084082496	0.6933368588048652	0.5214701216287678	0.6530407191961924	0.6144896879957694	0.4666314119513485	0.5699101004759387	0.082760444209413	-0.03770491803278689	0.02982548915917504	0.1318878900052882	0.003966155473294554	0.3693283976731888	0.18767847699629825	0.3607086197778953	0.275039661554733	0.26530936012691697	0.4437863564251719	0.3290851401374934	-0.024219989423585404	0.08709677419354839	-0.053833950290851404	0.23601269169751454	0.10222104706504495	0.18011634056054998	0.11290322580645161	0.24061343204653624
ModE	-0.5530407191961925	-0.3966155473294553	-0.5012691697514543	-0.661660497091486	-0.5383923849814912	-0.6384452670544686	-0.48804865150713905	-0.7272871496562665	-0.6263352723426758	-0.5676890534108937	-0.6650978318350079	-0.6658910629296668	-0.6800105764145955	-0.6623479640401904	-0.6310946589106293	-0.6299841353781068	-0.3449497620306716	-0.40957165520888417	-0.4113167636171338	-0.6502379693283977	-0.6465362242199895	-0.6382337387625595	-0.40195663670015863	-0.4664198836594394	-0.5214701216287678	-0.0780539397144368	-0.17731359069275515	-0.31729243786356426	-0.28450555261766264	-0.3312004230565838	-0.22094130089899525	-0.17228979375991538	-0.11956636700158646	-0.25520888418826015	-0.1261237440507668	-0.07213114754098361	0.7364886303543099	0.7472236911686938	0.607297726070862	0.5558963511369646	0.7159703860391328	0.7720782654680064	0.7246959280803807	0.7883130618720254	0.7855631940772079	0.7952406134320466	0.7148598625066103	0.6710206240084612	0.6309360126916975	0.6766261237440507	0.6833950290851402	0.6728714965626652	0.3830248545742993	0.5325224748810153	0.592490745637229	0.7144896879957694	0.6126916975145426	0.5875727128503437	0.6932839767318879	0.7876784769962982	1.0	0.664304600740349	0.6572184029613961	0.5134320465362242	0.5812797461660497	0.5814383923849815	0.6033844526705446	0.6206768905341089	0.034849286092014806	-0.05721840296139609	-0.05145425700687467	0.27731359069275513	0.10798519301956637	0.17689053410893707	0.09508196721311475	0.38461131676361715	0.33289264939185614	0.3998942358540455	0.4318878900052882	0.39444738233738763	0.027181385510312003	0.11401374933897408	0.03897408778424114	0.24130089899524063	0.18566895822316234	0.20063458487572713	0.1094130089899524	0.20158646218931783
NiaR	-0.3264410364886304	-0.3349021681649921	-0.4018508725542041	-0.49492332099418296	-0.4077736647276573	-0.4662083553675304	-0.39444738233738763	-0.5690639873083024	-0.4942358540454786	-0.4351665785298784	-0.44420941300899	-0.5526176626123744	-0.5543098889476468	-0.6117398202009519	-0.454151242728715	-0.48551031200423056	-0.32913802221047067	-0.40327868852459015	-0.37599153886832365	-0.5979375991538868	-0.46562665256478053	-0.6263352723426758	-0.23442622950819672	-0.30248545742993127	-0.4710735060814384	-0.06842940243257535	0.043204653622422	-0.519672131147541	-0.3132205182443152	-0.28540454785827607	-0.30560549973558965	-0.3817028027498678	-0.18096245372818615	-0.2984135378106822	-0.12035959809624537	-0.029772607086197778	0.612585933368588	0.5280274986779482	0.48090957165520887	0.43437334743521944	0.622104706504495	0.6283447911158118	0.6424114225277631	0.6151771549444738	0.624748810153358	0.6315705975674246	0.5782125859333686	0.6073506081438392	0.5595452141723956	0.555367530407192	0.5858276044420941	0.5435219460602856	0.3121099947117927	0.3971972501322052	0.5439978847170809	0.5630354309888947	0.4565309360126917	0.48265468006345846	0.7119513484928609	0.717451084082496	0.664304600740349	1.0	0.5845584346906398	0.34093072448439976	0.42226335272342674	0.4361184558434691	0.4367530407191962	0.5353252247488102	0.08461131676361713	-0.012321523003701745	0.017239555790586992	0.15362242199894235	0.06657852987837123	0.1998413537810682	0.09381279746166049	0.14473823373876257	0.23368588048651506	0.22268640930724484	0.24965626652564782	0.2610787942887361	0.09360126916975145	0.07234267583289265	0.05610787942887361	0.14294024325753568	0.09280803807509254	0.07932310946589106	0.24209413008989952	0.11702802749867795
PhrR	-0.38688524590163936	-0.2817028027498678	-0.3041776837652036	-0.497567424643046	-0.4633527234267583	-0.5580645161290323	-0.4557377049180328	-0.5800634584875727	-0.624537281861449	-0.6109994711792702	-0.43722897937599153	-0.5838709677419355	-0.5992067689053411	-0.5020095187731359	-0.6652564780539397	-0.6512956107879428	-0.338127974616605	-0.44103648863035433	-0.39518773135906926	-0.5835007932310946	-0.4975145425700688	-0.5127445795875198	-0.28508725542041247	-0.46520359598096245	-0.5463246959280804	-0.0006345848757271285	-0.17324167107350608	-0.394923320994183	-0.23262823902696986	-0.1957165520888419	-0.24648334214701217	-0.2934426229508197	-0.255579058699101	-0.3304071919619249	-0.1277102062400846	-0.053886832363828664	0.6351665785298783	0.6572184029613961	0.6078794288736118	0.5831306187202538	0.5589106292966685	0.6772078265468007	0.7347964040190376	0.599576943416182	0.696562665256478	0.6939714436805923	0.618455843469064	0.5928609201480698	0.5812797461660497	0.6665785298783712	0.6140666314119514	0.6141195134849287	0.4254362771020624	0.4151771549444738	0.5641988365943945	0.47519830777366473	0.5678476996298255	0.49169751454257005	0.6653622421998943	0.6933368588048652	0.6572184029613961	0.5845584346906398	1.0	0.5867794817556848	0.4857747223691169	0.38175568482284505	0.45674246430460075	0.5092543627710207	0.05166578529878371	-0.005076679005817028	0.02850343733474352	0.06441036488630354	0.1822316234796404	0.12014806980433633	0.08503437334743522	0.27588577472236914	0.44828133262823905	0.25420412480169224	0.4948175568482284	0.4017451084082496	0.05600211528291909	0.0508725542041248	0.029772607086197778	0.08011634056054998	0.23268112109994712	0.1032258064516129	0.21734531993654152	0.0689053410893707
PsrA	-0.24828133262823904	-0.2549444738233739	-0.3720253833950291	-0.34743521946060285	-0.5456901110523532	-0.4882601797990481	-0.49508196721311476	-0.49682707562136436	-0.4593865679534638	-0.4092543627710206	-0.4408778424114225	-0.4664198836594394	-0.5597567424643046	-0.5115811739820201	-0.5392913802221047	-0.6671602326811211	-0.26694870438921203	-0.38699101004759384	-0.24584875727128502	-0.3749867794817557	-0.41591750396615546	-0.42897937599153885	-0.2026969857218403	-0.36753040719196195	-0.38561607615018506	-0.04235854045478583	-0.003595980962453728	-0.3911158117398202	-0.19465891062929666	-0.36033844526705444	-0.33749338974087784	-0.26980433632998413	-0.3264939185616076	-0.415811739820201	-0.15526176626123744	-0.2773664727657324	0.6718138551031201	0.590269698572184	0.555367530407192	0.5329455314648334	0.5038075092543628	0.5779481755684823	0.558011634056055	0.5849286092014807	0.6014806980433633	0.639344262295082	0.5686938127974617	0.6029613960867266	0.5551560021152829	0.5810153358011634	0.5436805922792174	0.5803807509254363	0.4140137493389741	0.38905341089370704	0.2209941829719725	0.29524061343204655	0.46388154415653093	0.3134320465362242	0.4499206768905341	0.5214701216287678	0.5134320465362242	0.34093072448439976	0.5867794817556848	1.0	0.5696985721840296	0.5785298783712322	0.4512427287149656	0.5784769962982549	0.13680592279217346	0.09740877842411423	-0.16155473294553147	-0.007509254362771021	-0.02628239026969857	0.19296668429402433	0.09746166049709148	0.2602855631940772	0.372818614489688	0.32421998942358543	0.4330512956107879	0.16102591221575885	-0.008461131676361713	0.2115811739820201	0.025700687466948705	0.013802221047065045	-0.06166049709148599	0.161660497091486	0.18968799576943415	0.1115811739820201
NadQ	-0.35817028027498676	-0.2970386039132734	-0.37556848228450557	-0.4589106292966684	-0.6498677948175569	-0.47149656266525647	-0.4737176097303014	-0.6363828662083554	-0.5828662083553675	-0.4702802749867795	-0.6019566367001586	-0.5864621893178212	-0.6756213643574828	-0.5109994711792702	-0.5438921205711263	-0.6874669487043892	-0.33088313061872027	-0.3443151771549445	-0.3971972501322052	-0.4944473823373876	-0.4865679534637758	-0.508514013749339	-0.1693283976731888	-0.5199365415124273	-0.37599153886832365	-0.2850343733474352	-0.08720253833950291	-0.29317821258593335	-0.1298783712321523	-0.34130089899524063	-0.24838709677419354	-0.2530407191961925	-0.13802221047065044	-0.32781597038603916	-0.22400846113167636	-0.11290322580645161	0.7374933897408779	0.6484399788471709	0.6350608143839238	0.58397673188789	0.6684822845055526	0.66409307244844	0.6551560021152829	0.6987308302485458	0.7118984664198836	0.7070333157059757	0.6744050766790058	0.6872554204124802	0.5970386039132733	0.6419354838709678	0.6706504494976203	0.665732416710735	0.541776837652036	0.5187202538339503	0.27419354838709675	0.3962453728186145	0.4883130618720254	0.3130089899524061	0.5166578529878372	0.6530407191961924	0.5812797461660497	0.42226335272342674	0.4857747223691169	0.5696985721840296	1.0	0.6914331041776838	0.5593336858804865	0.5221575885774722	0.20957165520888418	0.1130618720253834	-0.05452141723955579	0.048863035430988896	0.01930195663670016	0.16404019037546272	0.22363828662083554	0.38847170809095716	0.36737176097303015	0.2500793231094659	0.32707562136435747	0.06224219989423586	0.06197778952934955	0.14188260179799048	0.04611316763617134	0.1898995240613432	0.03892120571126388	0.2536753040719196	0.30597567424643046	0.3865150713907985
Rex	-0.26821787414066633	-0.39635113696456903	-0.489053410893707	-0.2854574299312533	-0.6427287149656267	-0.5604970914859863	-0.555367530407192	-0.5770491803278689	-0.4479111581173982	-0.3569011105235325	-0.4867794817556848	-0.5842411422527763	-0.5982020095187731	-0.5849286092014807	-0.5164992067689054	-0.5398730830248546	-0.22189317821258595	-0.2291909042834479	-0.380327868852459	-0.45256478053939714	-0.30370174510840825	-0.4765732416710735	-0.23585404547858277	-0.3682178741406663	-0.2903225806451613	-0.17937599153886832	-0.047858276044420944	-0.2838180856689582	-0.15563194077207826	-0.5020624008461132	-0.3441565309360127	-0.3189317821258593	-0.2469592808038075	-0.4629825489159175	-0.31940772078265467	-0.23469063987308303	0.7011105235325225	0.5387096774193548	0.5526176626123744	0.486197778952935	0.6368588048651507	0.6525118984664199	0.6000528820729772	0.6422527763088313	0.6923320994182972	0.6787414066631412	0.5867265996827076	0.6717609730301428	0.5603913273400317	0.6477525118984664	0.6220518244315177	0.6399259650978318	0.393707033315706	0.46250661025912215	0.2994182971972501	0.359227921734532	0.35986250661025915	0.3952934955050238	0.5452670544685352	0.6144896879957694	0.5814383923849815	0.4361184558434691	0.38175568482284505	0.5785298783712322	0.6914331041776838	1.0	0.5336858804865151	0.5746694870438921	0.19545214172395559	0.17075621364357482	-0.004071919619249075	0.13209941829719726	0.02982548915917504	0.16224219989423586	0.2749867794817557	0.22993125330512956	0.21438392384981492	0.4542041248016922	0.408725542041248	0.0982548915917504	-0.08001057641459546	0.04531993654151243	0.0585404547858276	0.21835007932310946	0.0392913802221047	0.2800105764145954	0.14108937070333158	0.22109994711792702
CcpA	-0.5504494976203067	-0.3389212057112639	-0.42929666842940245	-0.43733474352194607	-0.4793231094658911	-0.46922263352723426	-0.33384452670544684	-0.7404547858276045	-0.5905869910100476	-0.5190375462718139	-0.4779481755684823	-0.6364357482813326	-0.5269169751454257	-0.6232681121099947	-0.6514542570068746	-0.5922263352723427	-0.25134849286092015	-0.33252247488101533	-0.42585933368588047	-0.4635113696456901	-0.5254891591750397	-0.3860391327340032	-0.3644103648863035	-0.23453199365415126	-0.5209941829719725	-0.3561607615018509	0.041195134849286094	-0.20206240084611315	-0.2786885245901639	-0.08720253833950291	-0.13463775780010576	-0.011845584346906399	-0.23632998413537812	-0.35187731359069274	-0.08069804336329985	-0.12094130089899524	0.7057641459545214	0.639344262295082	0.5782654680063458	0.656795346377578	0.7109994711792702	0.6889476467477526	0.6699101004759387	0.6450555261766261	0.6373347435219461	0.6810153358011634	0.626758328926494	0.6215758857747223	0.6832892649391856	0.6960867265996827	0.6764674775251189	0.6817028027498678	0.42088841882601796	0.5163934426229508	0.341988365943945	0.3084082496033845	0.32173453199365415	0.5537810682178741	0.5351136964569011	0.4666314119513485	0.6033844526705446	0.4367530407191962	0.45674246430460075	0.4512427287149656	0.5593336858804865	0.5336858804865151	1.0	0.573030142781597	0.08355367530407191	0.14082496033844527	0.010735060814383924	0.14431517715494446	-0.0039132734003172924	-0.07271285034373347	0.00037017451084082496	0.19777895293495504	0.17234267583289264	0.49048122686409307	0.302644103648863	0.26800634584875727	0.23987308302485458	0.03670015864621893	0.012268640930724484	0.27704918032786885	0.09740877842411423	0.40343733474352195	0.370386039132734	0.18878900052882072
HisR	-0.5080380750925436	-0.4151771549444738	-0.49037546271813853	-0.49106292966684295	-0.5919619249074564	-0.48741406663141196	-0.36319407720782654	-0.6256478053939715	-0.5075092543627711	-0.4662083553675304	-0.5033315705975674	-0.5554204124801693	-0.6025912215758857	-0.6343204653622422	-0.5217874140666314	-0.658434690639873	-0.3692226335272343	-0.4096774193548387	-0.35753569539925967	-0.4892649391856161	-0.3436805922792173	-0.5063987308302486	-0.321099947117927	-0.22379693283976732	-0.45674246430460075	-0.15647805393971442	-0.06790058170280275	-0.4919619249074564	-0.24029613960867266	-0.24706504494976203	-0.34299312533051296	-0.22829190904283447	-0.15901639344262294	-0.37260708619777894	0.03061872025383395	-0.12252776308831306	0.6992596509783183	0.6051295610787943	0.5417239555790587	0.5151771549444738	0.6745637228979376	0.6754627181385511	0.6288736118455843	0.6654151242728715	0.6597567424643046	0.6548387096774193	0.5791644632469592	0.649286092014807	0.6121099947117927	0.6155473294553147	0.584399788471708	0.5983077736647276	0.3444738233738763	0.48455843469063986	0.31792702273929135	0.34093072448439976	0.43051295610787943	0.5526705446853517	0.5840824960338445	0.5699101004759387	0.6206768905341089	0.5353252247488102	0.5092543627710207	0.5784769962982549	0.5221575885774722	0.5746694870438921	0.573030142781597	1.0	0.060920148069804336	0.09159175039661555	0.07630883130618721	0.2564251718667372	0.20930724484399787	0.07207826546800634	0.06208355367530407	0.20126916975145426	0.20973030142781596	0.4182971972501322	0.440772078265468	0.30465362242199895	-0.021099947117927023	-0.02173453199365415	-0.05256478053939714	0.08402961396086726	-0.07958751983077737	0.12913802221047066	0.28350079323109467	0.20581702802749868
SdaR	0.020782654680063458	0.18323638286620836	0.10105764145954521	0.028714965626652565	-0.260444209413009	-0.11681649920676891	-0.2711792702273929	-0.07070333157059756	0.15187731359069276	0.2792702273929138	0.09566367001586462	-0.026599682707562137	-0.18302485457429932	-0.1907456372289794	-0.10608143839238499	0.02258064516129032	0.21533580116340562	0.23231094658910628	0.14500264410364885	0.15764145954521416	0.14114225277630882	0.033262823902696984	0.07059756742464304	0.10925436277102063	0.05103120042305658	0.15420412480169224	0.23442622950819672	-0.34759386567953465	-0.23114754098360657	-0.11528291909042834	-0.160444209413009	-0.2600211528291909	-0.30983606557377047	-0.31285034373347437	-0.17398202009518773	-0.25515600211528294	0.21390798519301957	0.1061872025383395	0.0005288207297726071	-0.05134849286092015	0.05774722369116869	0.09941829719725014	0.04621893178212586	0.0881544156530936	0.1557377049180328	0.10898995240613432	0.06372289793759915	0.09672131147540984	-0.0033315705975674246	0.07117927022739291	0.0508725542041248	0.0662083553675304	-0.0765732416710735	-0.0896351136964569	-0.12400846113167636	-0.04262295081967213	0.011422527763088313	0.02622950819672131	-0.019883659439450026	0.082760444209413	0.034849286092014806	0.08461131676361713	0.05166578529878371	0.13680592279217346	0.20957165520888418	0.19545214172395559	0.08355367530407191	0.060920148069804336	1.0	0.2131676361713379	0.0004759386567953464	0.155579058699101	-0.08625066102591221	0.04955050237969329	0.07636171337916446	-0.22723426758328927	-0.18926493918561607	0.11438392384981491	-0.1897937599153887	0.029772607086197778	0.11988365943945002	-0.05774722369116869	-0.23807509254362771	-0.3748281332628239	-0.43680592279217345	-0.11322051824431517	-0.01121099947117927	-0.08535166578529878
SoxR	0.08323638286620835	0.09413008989952407	-0.14420941300898996	0.14283447911158118	-0.14225277630883132	0.00962453728186145	-0.24283447911158118	-0.18551031200423057	-0.21766261237440507	-0.025859333685880486	0.098783712321523	-0.01861448968799577	0.08741406663141195	-0.16594394500264412	-0.0842411422527763	0.04479111581173982	0.030988894764674774	-0.009836065573770493	-0.034690639873083025	0.0950290851401375	0.0846641988365944	-0.006504494976203068	0.034796404019037545	-0.16853516657852988	-0.09862506610259122	-0.22459016393442624	-0.09888947646747752	-0.028080380750925435	-0.004812268640930725	-0.14907456372289793	-0.11073506081438392	-0.0858804865150714	-0.0069804336329984135	-0.17075621364357482	-0.26705446853516657	0.026599682707562137	0.18609201480698043	0.18043363299841353	0.13707033315705977	0.11200423056583818	0.06240084611316764	0.10465362242199894	0.088841882601798	0.028767847699629825	0.12876784769962982	0.10195663670015864	0.11766261237440508	0.15616076150185088	0.14399788471708092	0.15457429931253305	0.18381808566895821	0.16525647805393973	0.007350608143839239	0.18096245372818615	-0.16187202538339504	-0.15166578529878372	-0.16277102062400847	-0.17815970386039132	0.04103648863035431	-0.03770491803278689	-0.05721840296139609	-0.012321523003701745	-0.005076679005817028	0.09740877842411423	0.1130618720253834	0.17075621364357482	0.14082496033844527	0.09159175039661555	0.2131676361713379	1.0	-0.12797461660497092	-0.23569539925965097	-0.1224748810153358	-0.05510312004230566	0.07429931253305129	0.005023796932839768	0.07271285034373347	0.15737704918032788	-0.04907456372289794	-0.09264939185616076	0.12855631940772078	-0.20999471179270227	-0.1636700158646219	-0.1460602855631941	-0.24315177154944473	0.08926493918561608	0.11528291909042834	0.0662083553675304
AmtR	-0.2632998413537811	-0.26975145425700686	-0.06684294024325754	0.01422527763088313	-0.09687995769434161	0.058011634056055	0.12670544685351665	0.021152829190904283	0.1984135378106822	0.09375991538868324	0.15251189846641988	0.028397673188789	-0.0254362771020624	-0.06604970914859863	-0.08265468006345848	-0.029613960867265997	0.20708619777895293	0.006504494976203068	0.061448968799576946	0.15462718138551032	0.16086726599682707	0.1547858276044421	0.03786356425171867	0.019090428344791115	0.17265996827075622	0.024114225277630883	-0.08445267054468535	0.007879428873611845	0.21189846641988366	0.12226335272342675	-0.036171337916446326	0.0523532522474881	0.052829190904283445	-0.14553146483342147	0.14299312533051295	-0.17028027498677947	-0.06160761501850873	-0.028556319407720784	-0.024748810153358013	-0.08265468006345848	-0.00031729243786356425	-0.06504494976203067	-0.0550502379693284	-0.0662083553675304	-0.07324167107350608	-0.12136435748281332	-0.07223691168693813	-0.11047065044949762	-0.13172924378635642	-0.08455843469063987	-0.15230037017451084	-0.1303014278159704	-0.05621364357482813	-0.13839238498149128	0.002326811210999471	-0.019725013220518246	-0.07842411422527763	0.2763617133791645	-0.04537281861448969	0.02982548915917504	-0.05145425700687467	0.017239555790586992	0.02850343733474352	-0.16155473294553147	-0.05452141723955579	-0.004071919619249075	0.010735060814383924	0.07630883130618721	0.0004759386567953464	-0.12797461660497092	1.0	0.20386039132734002	0.18313061872025382	-0.07815970386039132	0.129613960867266	-0.06409307244843998	-0.22427287149656266	0.015917503966155475	0.04902168164992068	0.17831835007932312	0.1053939714436806	-0.027710206240084613	0.015494447382337387	-0.09492332099418298	-0.04970914859862507	-0.2231623479640402	-0.02316234796404019	0.10243257535695399
NagQ	-0.22712850343733473	-0.1187202538339503	-0.027974616604970914	-0.23442622950819672	-0.13125330512956107	-0.1165520888418826	0.12755156002115284	-0.13595980962453727	0.11602326811211	0.07736647276573241	-0.04241142252776309	-0.05780010576414595	-0.03913273400317292	-0.09598096245372818	-0.08545742993125331	-0.12548915917503967	0.1404019037546272	0.09264939185616076	0.025013220518244315	-0.09434161819143311	-0.04463246959280804	-0.1079323109465891	0.07985193019566367	0.0842411422527763	0.16234796404019036	0.11898466419883659	0.09947117927022739	-0.11671073506081438	-0.13289264939185616	-0.11813855103120043	0.006187202538339503	0.20787942887361185	0.018138551031200423	-0.01575885774722369	0.15097831835007933	0.0508725542041248	0.11285034373347436	-0.03358011634056055	-0.11258593336858805	-0.1227392913802221	0.06377578001057642	0.054627181385510315	-0.012956107879428873	0.10021152829190905	0.025647805393971445	0.007879428873611845	-0.027234267583289264	-0.02384981491274458	-0.047329455314648335	-0.041089370703331574	-0.05668958223162348	-0.05748281332628239	-0.17096774193548386	-0.1600211528291909	0.19793759915388684	0.1627181385510312	0.041406663141195135	0.22136435748281333	0.11745108408249604	0.1318878900052882	0.27731359069275513	0.15362242199894235	0.06441036488630354	-0.007509254362771021	0.048863035430988896	0.13209941829719726	0.14431517715494446	0.2564251718667372	0.155579058699101	-0.23569539925965097	0.20386039132734002	1.0	0.190058170280275	0.059280803807509254	0.059915388683236384	-0.011316763617133793	-0.2343204653622422	0.16546800634584877	0.27149656266525646	0.2667900581702803	-0.3076150185087255	-0.10407191961924908	0.1125330512956108	0.022633527234267585	0.04621893178212586	-0.09814912744579588	0.012533051295610787	0.060602855631940775
PhsR	-0.35351665785298786	-0.2178741406663141	0.034214701216287675	-0.07710206240084612	-0.13913273400317291	-0.04547858276044421	-0.02755156002115283	0.029561078794288737	-0.028820729772607086	-0.2088841882601798	-0.08603913273400317	-0.14680063458487572	-0.08270756213643575	-0.0007932310946589106	-0.14500264410364885	-0.12009518773135906	-0.05674246430460074	-0.1317821258593337	-0.02310946589106293	-0.01787414066631412	-0.05050237969328398	-0.11787414066631412	-0.12845055526176627	-0.10502379693283977	-0.021047065044949763	-0.1540983606557377	-0.1217874140666314	-0.01861448968799577	0.12157588577472236	-0.14071919619249074	0.04029613960867266	-0.05647805393971444	-0.06906398730830249	0.09873083024854575	0.33553675304071917	0.3118455843469064	-0.017292437863564252	-0.05584346906398731	0.05970386039132734	0.01565309360126917	0.02384981491274458	0.06181914331041777	0.03569539925965098	0.04632469592808038	0.029772607086197778	-0.0026441036488630354	0.024907456372289794	0.015970386039132735	0.03960867265996827	0.024325753569539928	0.014383923849814913	0.013008989952406135	0.13744050766790059	0.04177683765203596	0.11396086726599683	-0.0950290851401375	0.12755156002115284	0.2453728186144897	0.21808566895822315	0.003966155473294554	0.10798519301956637	0.06657852987837123	0.1822316234796404	-0.02628239026969857	0.01930195663670016	0.02982548915917504	-0.0039132734003172924	0.20930724484399787	-0.08625066102591221	-0.1224748810153358	0.18313061872025382	0.190058170280275	1.0	-0.08117398202009518	0.07625594923320994	0.03220518244315177	-0.01961924907456372	0.05711263881544157	0.15309360126916974	0.2627710206240085	-0.18313061872025382	-0.0745637228979376	0.0663670015864622	-0.004283447911158118	0.10925436277102063	-0.11665785298783712	-0.03770491803278689	-0.08852459016393442
NikR	0.3237969328397673	0.07292437863564252	-0.017609730301427817	-0.17228979375991538	-0.10936012691697515	-0.15108408249603383	-0.2763617133791645	-0.0780539397144368	-0.09899524061343205	-0.09090428344791116	-0.17498677948175567	-0.25420412480169224	-0.08514013749338974	-0.011739820200951878	-0.07694341618191433	-0.14368059227921734	-0.05721840296139609	-0.15732416710735062	-0.03712321523003702	-0.25668958223162347	-0.0733474352194606	-0.10179799048122687	-0.09947117927022739	-0.190058170280275	-0.09576943416181914	0.28566895822316235	0.24865150713907985	-0.16007403490216818	-0.2013749338974088	-0.15293495505023796	-0.041459545214172396	-0.29481755684822847	-0.021311475409836064	-0.011739820200951878	-0.007932310946589107	-0.1130618720253834	0.11084082496033845	0.0849286092014807	0.1002644103648863	0.001797990481226864	0.006292966684294025	0.06811210999471179	0.03712321523003702	0.13104177683765203	0.1919090428344791	0.10185087255420412	0.14124801692226335	0.11893178212585934	-0.030883130618720254	0.04986779481755685	0.03738762559492332	-0.0019566367001586462	-0.005446853516657853	0.07800105764145955	0.25764145954521417	0.23252247488101532	0.21025912215758857	0.03204653622421999	0.1301427815970386	0.3693283976731888	0.17689053410893707	0.1998413537810682	0.12014806980433633	0.19296668429402433	0.16404019037546272	0.16224219989423586	-0.07271285034373347	0.07207826546800634	0.04955050237969329	-0.05510312004230566	-0.07815970386039132	0.059280803807509254	-0.08117398202009518	1.0	0.11496562665256478	0.021152829190904283	-0.009465891062929667	-0.060549973558963514	0.17366472765732416	0.1831835007932311	-0.09656266525647805	0.021787414066631414	-0.18630354309888947	0.030830248545742994	0.03289264939185616	-0.1460602855631941	-0.11115811739820201	0.024272871496562664
