	AcnR	GguR	CsoR	MetJ	PurR	LtbR	NnrR	CblR	FixJ	ModE	NsrR	ThiR	ArgR	NrtR	SahR_SamR	MetR	FUR	Zur	KdgR	NrdR	Phr	MntR	NagC	AgaR	CzrA	IscR	RbkR	HutC	PdxR	NagQ	Rex	LldR	BirA	PsrA	NifA	LexA	SoxR	NagR	PhnF	ZntR	AmtR	CcpA	NmlR	SdaR	NiaR	RbsR	GntR	NorR	GlcC	HrcA	CueR	RutR	HexR	PaaR	NtrC	PhnR	ExuR_UxuR	TyrR	NikR	LiuQ	MerR	PdhR	FabR	HypR	PhrR	XylR	HisR	TrpR	NadQ	PhsR	HcpR	NarP	AraR	GulR	LiuR	TtrR	CadR-PbrR	Irr	BioQ	VanR	FruR	SiaR	FadP	DasR	PrpR	FadR	FnrN_FixK	QorR
HutC	-0.10586991010047594	-0.03574828133262824	0.02310946589106293	0.071602326811211	-0.27392913802221047	0.03231094658910629	-0.1141195134849286	-0.359227921734532	-0.09957694341618191	0.5515071390798519	0.6200423056583818	0.422316234796404	0.5959809624537282	0.6011105235325225	0.5828662083553675	0.6942358540454786	0.5672131147540984	0.5483870967741935	0.32808038075092544	0.42897937599153885	0.567741935483871	0.41797990481226865	0.3864621893178213	0.25864621893178213	0.5353252247488102	0.5665785298783712	0.2646747752511898	1.0	0.48302485457429933	0.39254362771020623	0.29185616076150184	0.4102062400846113	0.5057112638815442	0.4211528291909043	0.4154415653093601	0.38561607615018506	0.32924378635642515	0.4067689053410894	0.4920676890534109	0.3227921734531994	0.15616076150185088	0.23331570597567425	0.202432575356954	0.4380750925436277	0.45404547858276045	0.30063458487572714	0.2748281332628239	0.4430460074034902	0.19328397673188788	0.4289264939185616	0.15483870967741936	0.2546271813855103	0.35055526176626123	0.32522474881015334	0.20729772607086197	0.2746694870438921	0.3143839238498149	0.41528291909042836	0.31348492860920146	0.053569539925965096	0.227181385510312	0.337123215230037	0.270597567424643	0.36129032258064514	0.2796932839767319	0.3270227392913802	0.21327340031729244	0.13960867265996826	0.20301427815970385	0.2424114225277631	-0.0446853516657853	0.17800105764145954	0.33744050766790057	0.3170280274986779	0.08598625066102591	0.2556319407720783	0.1479111581173982	0.02617662612374405	0.048704389212057116	0.13749338974087785	0.2355367530407192	-0.030777366472765733	0.21813855103120042	0.10766790058170281	-0.008672659968270756	-0.02088841882601798	-0.012162876784769964	0.11760973030142782
PdxR	-0.10914859862506611	-0.03252247488101533	0.12480169222633528	0.046800634584875725	-0.13897408778424114	0.14119513484928609	0.07562136435748282	-0.0375462718138551	0.02141723955579059	0.6704918032786885	0.586620835536753	0.48799576943416184	0.4808566895822316	0.5466948704389212	0.5273400317292438	0.6332099418297197	0.5163405605499736	0.4978318350079323	0.26842940243257535	0.3349021681649921	0.41893178212585935	0.5188789000528821	0.3911158117398202	0.31269169751454257	0.38926493918561605	0.4388154415653094	0.3655737704918033	0.48302485457429933	1.0	0.4616076150185087	0.38942358540454786	0.437123215230037	0.43035430988894763	0.3959809624537282	0.18149127445795876	0.4020095187731359	0.37789529349550505	0.30491803278688523	0.25790586991010045	0.2959809624537282	0.33590692755156004	0.1479111581173982	0.18646218931782127	0.47345319936541513	0.43469063987308304	0.504071919619249	0.3363828662083554	0.3569011105235325	0.24378635642517188	0.48857747223691167	0.3500793231094659	0.5113167636171337	0.5860920148069805	0.4725542041248017	0.2827075621364358	0.15727128503437335	0.4659439450026441	0.24563722897937598	0.391274457958752	0.18963511369645691	0.1931253305129561	0.24933897408778424	0.3704918032786885	0.25959809624537283	0.41877313590692755	0.40724484399788474	0.3503966155473295	0.4731359069275516	0.19894235854045478	0.10015864621893178	-0.0064516129032258064	0.15050237969328398	0.29349550502379695	0.30602855631940773	0.1935483870967742	0.2720253833950291	0.37948175568482284	0.08239026969857219	0.16007403490216818	0.24352194606028557	0.22406134320465362	0.10438921205711264	0.08307773664727658	0.12226335272342675	0.19238498149127445	0.12882072977260708	0.254362771020624	0.4154944473823374
NagQ	0.013907985193019567	-0.003966155473294554	0.13141195134849287	-0.03892120571126388	-0.07033315705975675	0.07763088313061872	-0.0709148598625066	0.11760973030142782	0.025118984664198835	0.610946589106293	0.4663670015864622	0.43722897937599153	0.48688524590163934	0.4834479111581174	0.4262295081967213	0.4742993125330513	0.5034373347435219	0.5307773664727657	0.4269169751454257	0.3613432046536224	0.27006874669487047	0.316234796404019	0.3463775780010576	0.3937599153886832	0.4188789000528821	0.41766261237440505	0.4162876784769963	0.39254362771020623	0.4616076150185087	1.0	0.6273929138022211	0.44204124801692224	0.4874669487043892	0.4007932310946589	0.0831835007932311	0.3122157588577472	0.34516129032258064	0.035007932310946586	0.10475938656795346	0.13759915388683236	0.3542570068746695	0.09841353781068218	0.14235854045478583	0.34230565838180854	0.3775251189846642	0.27006874669487047	0.4084611316763617	0.3836065573770492	0.17392913802221047	0.4375462718138551	0.33262823902696986	0.3045478582760444	0.460444209413009	0.3089899524061343	0.28947646747752515	0.36721311475409835	0.2442622950819672	0.3406663141195135	0.24775251189846642	0.15711263881544157	0.17234267583289264	0.24976203067160233	0.3465362242199894	0.3870967741935484	0.19492332099418297	0.3059227921734532	0.35362242199894234	0.37678476996298255	0.40232681121099945	0.3757271285034373	0.06525647805393972	0.1103648863035431	0.1945002644103649	0.2635113696456901	0.128397673188789	0.060179799048122685	0.2624537281861449	0.18609201480698043	0.14516129032258066	0.22263352723426758	0.05536753040719196	-0.03172924378635643	0.00042305658381808567	0.08053939714436806	-0.06234796404019038	0.088841882601798	0.1835536753040719	0.19048122686409308
Rex	-0.2125330512956108	-0.11607615018508725	0.03262823902696986	-0.17995769434161818	-0.12263352723426758	-0.0020624008461131676	-0.046536224219989424	0.10232681121099947	-0.17250132205182442	0.6498149127445796	0.5632469592808038	0.42585933368588047	0.5616076150185088	0.5768905341089371	0.5076150185087256	0.48799576943416184	0.5832892649391856	0.6026969857218403	0.5287149656266525	0.47355896351136967	0.4102062400846113	0.5596509783183501	0.5254362771020624	0.5469063987308302	0.535483870967742	0.3610787942887361	0.4297726070861978	0.29185616076150184	0.38942358540454786	0.6273929138022211	1.0	0.4948704389212057	0.5488630354309889	0.4832892649391856	0.2047065044949762	0.2178741406663141	0.35489159175039664	0.33881544156530935	0.23146483342147012	0.20999471179270227	0.5058170280274987	0.279111581173982	0.18482284505552618	0.35970386039132735	0.3519830777366473	0.29492332099418295	0.3527234267583289	0.2512956107879429	0.2884188260179799	0.44410364886303544	0.26171337916446324	0.22850343733474351	0.40227392913802223	0.21919619249074565	0.4133262823902697	0.371602326811211	0.42628239026969855	0.4263352723426758	-0.012903225806451613	0.3539925965097832	0.1239555790586991	0.32670544685351666	0.31792702273929135	0.3698572184029614	0.13368588048651509	0.19619249074563722	0.277895293495505	0.40861977789529347	0.255579058699101	0.22734003172924377	0.26049709148598627	0.16277102062400847	0.0671602326811211	0.23881544156530937	0.24198836594394502	0.0849286092014807	0.14315177154944475	0.25325224748810155	0.19444738233738762	0.24056054997355897	0.01570597567424643	0.010946589106292967	0.16832363828662084	0.011898466419883659	0.002696985721840296	-0.0024854574299312533	0.22252776308831307	0.07757800105764145
LldR	-0.033315705975674244	-0.024960338445267054	0.05066102591221576	0.11448968799576943	-0.27731359069275513	0.012374405076679007	-0.08175568482284505	-0.0031729243786356425	-0.15658381808566896	0.4974616604970915	0.5858276044420941	0.5864621893178212	0.5697514542570069	0.5383395029085141	0.5989423585404547	0.579323109465891	0.6294553146483343	0.6302485457429932	0.40597567424643044	0.4255949233209942	0.47033315705975676	0.5571655208884189	0.4866737176097303	0.34743521946060285	0.4169751454257007	0.3748281332628239	0.3742993125330513	0.4102062400846113	0.437123215230037	0.44204124801692224	0.4948704389212057	1.0	0.47170809095716554	0.4911158117398202	0.329613960867266	0.45605499735589633	0.5523003701745108	0.10486515071390798	0.4257006874669487	0.366525647805394	0.3561078794288736	0.20502379693283976	0.27276573241671076	0.27609730301427815	0.39735589635113694	0.22258064516129034	0.323532522474881	0.1930195663670016	0.4102591221575886	0.3913802221047065	0.4818085668958223	0.5048122686409308	0.46763617133791646	0.3713379164463247	0.4081967213114754	0.32459016393442625	0.5055526176626124	0.4405076679005817	0.19534637757800105	0.30259122157588575	0.3726599682707562	0.32882072977260707	0.24188260179799048	0.22765732416710735	0.26721311475409837	0.23400317292437864	0.24315177154944473	0.3074563722897938	0.39941829719725014	0.25684822845055527	0.06774193548387097	0.09746166049709148	0.09561078794288737	0.20957165520888418	0.22268640930724484	0.12104706504494976	-0.009888947646747753	0.230830248545743	0.2863035430988895	0.20010576414595452	0.1473823373876256	0.014542570068746695	0.07382337387625595	-0.021099947117927023	0.1577472236911687	-0.09243786356425172	0.09915388683236383	0.022950819672131147
BirA	0.14082496033844527	-0.05108408249603384	-0.07477525118984664	-0.10549973558963512	-0.30946589106292965	0.05806451612903226	-0.0990481226864093	-0.05716552088841883	-0.29465891062929667	0.602432575356954	0.541776837652036	0.4137493389740878	0.5569011105235325	0.6727657324167108	0.6218402961396087	0.635483870967742	0.6255420412480169	0.6175568482284506	0.4759915388683236	0.5567424643046007	0.6030142781597039	0.553146483342147	0.5685351665785299	0.35452141723955577	0.5236911686938128	0.4677948175568482	0.35631940772078263	0.5057112638815442	0.43035430988894763	0.4874669487043892	0.5488630354309889	0.47170809095716554	1.0	0.5471708090957166	0.48106821787414067	0.23960867265996827	0.35166578529878373	0.26737176097303017	0.4330512956107879	0.14219989423585405	0.3795875198307774	0.2080909571655209	0.14569011105235324	0.2686409307244844	0.17514542570068747	0.17868852459016393	0.39360126916975147	0.1686409307244844	0.2500793231094659	0.36181914331041776	0.3586991010047594	0.42670544685351663	0.361660497091486	0.22522474881015336	0.34759386567953465	0.2928609201480698	0.5087784241142252	0.6457429931253306	0.32400846113167636	0.31369645690111053	0.27773664727657327	0.28683236382866206	0.10021152829190905	0.21491274457958753	0.35452141723955577	0.2790058170280275	0.35917503966155473	0.338339502908514	0.35568482284505554	0.21618191433104178	0.1002644103648863	0.10423056583818086	0.05156002115282919	0.20502379693283976	0.20698043363299842	0.06187202538339503	0.09159175039661555	-0.0038603913273400317	0.015018508725542041	0.05108408249603384	0.11517715494447382	0.10729772607086198	0.28741406663141195	0.10719196192490746	0.12871496562665258	-0.10581702802749868	0.20978318350079322	0.13960867265996826
PsrA	0.05055526176626124	-0.17948175568482286	-0.09016393442622951	0.09101004759386568	-0.2215230037017451	-0.14960338445267055	-0.1301427815970386	-0.1878900052882073	-0.21618191433104178	0.621099947117927	0.5108937070333157	0.4402432575356954	0.4472236911686938	0.6241671073506081	0.5742464304600741	0.5711792702273929	0.5690639873083024	0.5828662083553675	0.3544156530936013	0.5435219460602856	0.5277630883130618	0.5321523003701745	0.43008989952406135	0.3103120042305658	0.4548915917503966	0.3938127974616605	0.35684822845055525	0.4211528291909043	0.3959809624537282	0.4007932310946589	0.4832892649391856	0.4911158117398202	0.5471708090957166	1.0	0.39291380222104705	0.2331041776837652	0.3437334743521946	0.2600740349021682	0.12607086197778952	0.16546800634584877	0.3849286092014807	0.2002644103648863	0.3487043892120571	0.21269169751454256	0.2721311475409836	0.2476467477525119	0.12427287149656266	0.2734531993654151	0.4476467477525119	0.4530407191961925	0.39328397673188786	0.3176097303014278	0.16991010047593866	0.20930724484399787	0.4113167636171338	0.4144896879957694	0.4460602855631941	0.44177683765203596	0.28968799576943416	0.23209941829719724	0.24849286092014808	0.23114754098360657	0.25018508725542044	0.3724484399788472	0.17440507667900582	0.23532522474881015	0.20259122157588577	0.1593865679534638	0.1843997884717081	0.013643574828133264	0.10650449497620307	-0.0790058170280275	0.029561078794288737	0.19428873611845585	0.060867265996827076	0.0022210470650449498	-0.004389212057112639	0.160444209413009	0.07006874669487044	0.19227921734531994	0.1328397673188789	-0.05727128503437335	0.4652564780539397	0.20624008461131677	0.07392913802221047	-0.04563722897937599	0.16858804865150714	0.10756213643574829
NifA	-0.03807509254362771	0.0031729243786356425	-0.21343204653622422	-0.10301427815970386	-0.3962453728186145	-0.15066102591221575	-0.18974087784241142	-0.4127445795875198	-0.3769962982548916	0.3158646218931782	0.30544685351665785	0.35029085140137495	0.3567424643046007	0.49698572184029616	0.5729243786356425	0.5168693812797461	0.4346377578001058	0.40264410364886305	0.2893707033315706	0.6664198836594395	0.6149127445795876	0.39280803807509257	0.34357482813326284	0.24600740349021682	0.27377049180327867	0.29984135378106824	0.05859333685880486	0.4154415653093601	0.18149127445795876	0.0831835007932311	0.2047065044949762	0.329613960867266	0.48106821787414067	0.39291380222104705	1.0	0.29106292966684294	0.3899524061343205	0.36086726599682706	0.22802749867794816	0.2392913802221047	0.278900052882073	0.3380750925436277	0.1771020624008461	0.0689053410893707	0.15483870967741936	-0.026652564780539397	0.08402961396086726	-0.034531993654151244	0.11946060285563194	0.2025383395029085	0.09587519830777366	0.12474881015335801	0.19915388683236382	-0.05166578529878371	0.20528820729772607	0.3722897937599154	0.3053410893707033	0.4745108408249603	0.23220518244315178	0.34087784241142255	0.38699101004759384	0.15039661554732944	0.030037017451084082	0.20624008461131677	0.25901639344262295	0.30237969328397674	0.10883130618720253	-0.01946060285563194	0.15002644103648863	0.04452670544685352	-0.046853516657852985	-0.07821258593336859	-0.11189846641988366	0.16372289793759914	0.08302485457429931	-0.03744050766790058	-0.021152829190904283	0.040772078265468005	-0.1367530407191962	-0.10655737704918032	0.029719725013220517	0.1039132734003173	0.1870967741935484	0.1424114225277631	0.31523003701745106	-0.0905869910100476	0.013167636171337916	-0.07863564251718667
LexA	-0.09450026441036488	-0.05711263881544157	-0.21401374933897407	-0.11496562665256478	-0.08313061872025383	-0.08688524590163935	-0.07128503437334743	-0.04029613960867266	-0.07911158117398202	0.42014806980433633	0.5164463246959281	0.7156530936012692	0.5466419883659439	0.5797461660497092	0.6734003172924379	0.5063987308302486	0.5828662083553675	0.5453199365415125	0.34029613960867267	0.4471179270227393	0.48133262823902695	0.40317292437863567	0.4332099418297197	0.313379164463247	0.3540454785827604	0.3898995240613432	0.3515071390798519	0.38561607615018506	0.4020095187731359	0.3122157588577472	0.2178741406663141	0.45605499735589633	0.23960867265996827	0.2331041776837652	0.29106292966684294	1.0	0.4482284505552618	0.32982548915917503	0.3841353781068218	0.4215758857747224	0.26779481755684825	0.2810153358011634	0.2398202009518773	0.30481226864093075	0.2556319407720783	0.2928609201480698	0.1384981491274458	0.06234796404019038	0.3137493389740878	0.2928609201480698	0.15996827075621364	0.2627181385510312	0.28228450555261764	0.5248016922263353	0.27852987837123216	0.3594923320994183	0.22596509783183502	0.23844526705446853	0.23130618720253834	0.2952934955050238	0.27958751983077734	0.2876784769962983	0.4168164992067689	0.2647276573241671	0.20433632998413537	0.4076679005817028	0.19693283976731887	0.21660497091485986	0.26224219989423586	0.27017451084082494	0.17123215230037017	0.2575885774722369	-0.0550502379693284	-0.01660497091485986	-0.03812797461660497	0.04843997884717081	0.1730830248545743	0.2388683236382866	0.17297726070861977	0.13860391327340033	0.23442622950819672	0.14362771020624007	0.06679005817028028	0.2794288736118456	0.15917503966155475	0.26303543098889476	0.2499206768905341	0.2830248545742993
SoxR	-0.07049180327868852	0.2798519301956637	0.10052882072977261	-0.11390798519301956	0.012321523003701745	-0.03225806451612903	-0.009571655208884188	-0.1808566895822316	-0.20084611316763618	0.3910629296668429	0.5242728714965627	0.5173982020095188	0.5441565309360127	0.5636171337916447	0.5855103120042305	0.4673717609730301	0.4759915388683236	0.4781068217874141	0.31099947117927024	0.4487572712850344	0.3724484399788472	0.3463775780010576	0.373030142781597	0.31189846641988367	0.20861977789529348	0.3360655737704918	0.22860920148069805	0.32924378635642515	0.37789529349550505	0.34516129032258064	0.35489159175039664	0.5523003701745108	0.35166578529878373	0.3437334743521946	0.3899524061343205	0.4482284505552618	1.0	0.19270227392913802	0.33839238498149127	0.479111581173982	0.359439450026441	0.27186673717609733	0.2051295610787943	0.3684822845055526	0.32035959809624537	0.19296668429402433	0.27303014278159704	0.127181385510312	0.2996298254891592	0.28217874140666316	0.2270756213643575	0.2994182971972501	0.1635113696456901	0.12712850343733476	0.377683765203596	0.3444738233738763	0.4629825489159175	0.2894235854045479	0.13326282390269698	0.24849286092014808	0.2952934955050238	0.14553146483342147	0.1561078794288736	0.2180327868852459	0.27916446324695926	0.4209941829719725	0.14875727128503438	0.1253305129561079	0.33246959280803806	0.09640401903754627	-0.1769962982548916	-0.06382866208355367	0.11634056054997356	0.12860920148069804	0.20571126388154415	0.09915388683236383	0.32459016393442625	0.3120042305658382	0.15362242199894235	0.21163405605499735	0.18868323638286622	0.04352194606028556	-0.03320994182971972	0.1547858276044421	0.1980962453728186	0.030407191961924908	0.054204124801692226	0.05568482284505553
NagR	-0.05896351136964569	-0.035378106821787415	-0.19740877842411422	-0.23035430988894764	-0.2118455843469064	-0.024114225277630883	-0.17054468535166578	-0.2936541512427287	-0.2857747223691169	0.46319407720782657	0.41850872554204127	0.28662083553675305	0.481544156530936	0.49301956636700156	0.42702273929138024	0.3870438921205711	0.31998942358540455	0.28714965626652567	0.31660497091485984	0.3637757800105764	0.43426758328926496	0.44029613960867264	0.3066102591221576	0.3579058699101005	0.40782654680063457	0.37086197778952934	0.21634056054997355	0.4067689053410894	0.30491803278688523	0.035007932310946586	0.33881544156530935	0.10486515071390798	0.26737176097303017	0.2600740349021682	0.36086726599682706	0.32982548915917503	0.19270227392913802	1.0	0.3850872554204125	0.2891062929666843	0.24209413008989952	0.3720782654680063	0.16663141195134848	0.2909571655208884	0.14003172924378635	0.1608143839238498	-0.18011634056054998	0.03897408778424114	0.10650449497620307	0.13257535695399258	-0.00973030142781597	0.10602855631940772	0.139555790586991	0.02448439978847171	0.1406663141195135	0.20497091485986252	0.38656795346377576	0.25536753040719196	0.010206240084611316	0.26842940243257535	0.15510312004230567	0.13008989952406133	0.15912215758857748	0.04315177154944474	0.2545214172395558	0.18847170809095717	0.211158117398202	0.059545214172395555	0.14828133262823903	0.03828662083553675	0.10486515071390798	0.07276573241671073	0.09592808038075093	0.20354309888947647	0.10359598096245373	0.32765732416710736	0.10555261766261237	0.2110523532522475	-0.026546800634584877	0.047117927022739294	0.09746166049709148	0.08286620835536752	0.22876784769962982	0.06869381279746166	0.1242199894235854	0.1437334743521946	-0.06261237440507668	0.08397673188789001
PhnF	0.021998942358540455	0.11258593336858805	-0.08482284505552617	-0.24087784241142252	-0.1928609201480698	-0.025859333685880486	-0.10565838180856689	-0.0508725542041248	-0.11470121628767847	0.35166578529878373	0.6602326811210999	0.505288207297726	0.5139608672659969	0.5134320465362242	0.4712321523003702	0.4522474881015336	0.488841882601798	0.3983606557377049	0.39058699101004757	0.2995769434161819	0.4070333157059757	0.4305658381808567	0.4121099947117927	0.31121099947117925	0.4221575885774722	0.4241142252776309	0.36118455843469066	0.4920676890534109	0.25790586991010045	0.10475938656795346	0.23146483342147012	0.4257006874669487	0.4330512956107879	0.12607086197778952	0.22802749867794816	0.3841353781068218	0.33839238498149127	0.3850872554204125	1.0	0.48122686409307247	0.23934426229508196	0.34019037546271813	0.13707033315705977	0.2946060285563194	0.12924378635642517	0.20317292437863566	0.11390798519301956	0.05171866737176097	0.11433104177683766	0.14225277630883132	0.12353252247488102	0.17525118984664198	0.24859862506610259	0.23347435219460602	0.22120571126388155	0.14119513484928609	0.341776837652036	0.15013220518244316	0.09381279746166049	0.10475938656795346	0.1267583289264939	0.2695928080380751	0.1581173982020095	0.12358540454785828	0.26705446853516657	0.19994711792702274	0.3577472236911687	0.24093072448439978	0.16255949233209943	0.06790058170280275	0.05499735589635114	0.3806980433632998	0.12162876784769963	0.13252247488101535	0.20930724484399787	0.3204653622421999	0.1378106821787414	0.09762030671602327	0.1520888418826018	0.20237969328397673	-0.03151771549444738	-0.07165520888418826	0.10259122157588578	-0.03913273400317292	0.17345319936541512	0.012850343733474353	-0.06922263352723426	-0.00814383923849815
ZntR	-0.16779481755684822	-0.047964040190375465	-0.12310946589106293	-0.15362242199894235	0.0011105235325224749	-0.024061343204653623	-0.005235325224748811	-0.01956636700158646	-0.08741406663141195	0.2905869910100476	0.5142252776308831	0.5054997355896351	0.5237969328397674	0.4756213643574828	0.5154415653093601	0.40898995240613434	0.42088841882601796	0.38418826017979907	0.24108937070333156	0.3275515600211528	0.29735589635113696	0.3367530407191962	0.36335272342675834	0.19730301427815972	0.24257006874669487	0.34510840824960337	0.22617662612374406	0.3227921734531994	0.2959809624537282	0.13759915388683236	0.20999471179270227	0.366525647805394	0.14219989423585405	0.16546800634584877	0.2392913802221047	0.4215758857747224	0.479111581173982	0.2891062929666843	0.48122686409307247	1.0	0.22723426758328927	0.3748281332628239	0.12332099418297197	0.26953992596509785	0.1498149127445796	0.21597038603913274	-0.13595980962453727	0.03167636171337916	0.2619249074563723	0.25013220518244317	0.0298783712321523	0.1535695399259651	0.15367530407191962	0.19518773135906928	0.06351136964569011	0.2759386567953464	0.20586991010047595	0.01644632469592808	-0.05891062929666843	0.130830248545743	0.17815970386039132	0.2753569539925965	0.27625594923320995	0.1574828133262824	-0.0059756742464304605	0.1180327868852459	0.3343204653622422	0.14294024325753568	0.10407191961924908	-0.016234796404019036	0.0069804336329984135	0.15462718138551032	0.016234796404019036	-0.09931253305129562	0.036065573770491806	0.1901639344262295	0.0896351136964569	0.2079323109465891	0.0709148598625066	-0.024960338445267054	-0.0755156002115283	0.012004230565838181	0.025965097831835007	0.23358011634056056	0.3579058699101005	0.11226864093072449	-0.06705446853516658	0.1607086197778953
AmtR	-0.20433632998413537	-0.06234796404019038	-0.13611845584346907	-0.153146483342147	-0.09910100475938657	0.055420412480169226	-0.044420941300899	0.010047593865679535	-0.27842411422527763	0.4114225277630883	0.4974616604970915	0.3925965097831835	0.43643574828133264	0.4639344262295082	0.4583818085668958	0.4892649391856161	0.39825489159175037	0.39693283976731886	0.47593865679534636	0.475462718138551	0.42358540454785826	0.37794817556848226	0.4790058170280275	0.3416181914331042	0.3515600211528292	0.39095716552088844	0.44754098360655736	0.15616076150185088	0.33590692755156004	0.3542570068746695	0.5058170280274987	0.3561078794288736	0.3795875198307774	0.3849286092014807	0.278900052882073	0.26779481755684825	0.359439450026441	0.24209413008989952	0.23934426229508196	0.22723426758328927	1.0	0.433474352194606	-0.02231623479640402	0.08831306187202538	0.01861448968799577	0.13373876255949232	0.23114754098360657	0.029772607086197778	0.30465362242199895	0.1608143839238498	0.1379693283976732	0.1026969857218403	0.18328926493918563	0.12252776308831306	0.18958223162347965	0.13035430988894764	0.42374405076679006	0.23691168693812797	0.06414595452141723	0.25230037017451085	0.3969857218402961	0.047223691168693814	0.22765732416710735	0.09280803807509254	0.018191433104177684	0.10925436277102063	0.38016922263352726	0.2629825489159175	0.2417239555790587	0.04505552617662612	0.1399788471708091	-0.07223691168693813	-0.12390269698572184	0.11422527763088314	0.12712850343733476	0.15991538868323638	0.10200951877313591	0.1267583289264939	0.07572712850343734	0.03373876255949233	-0.020253833950290852	-0.0030142781597038604	0.20597567424643046	0.20343733474352194	0.3378106821787414	0.12686409307244845	0.22686409307244845	0.13352723426758328
CcpA	-0.39693283976731886	-0.11824431517715495	-0.21649920676890533	-0.155579058699101	-0.06753040719196192	0.2434690639873083	-0.016076150185087255	-0.1790058170280275	-0.18011634056054998	0.27609730301427815	0.4490216816499207	0.3492332099418297	0.37519830777366475	0.48915917503966155	0.3757800105764146	0.4137493389740878	0.23627710206240085	0.1898995240613432	0.489053410893707	0.3506081438392385	0.5310417768376521	0.3423585404547858	0.370174510840825	0.2331041776837652	0.3920148069804336	0.30988894764674774	0.26129032258064516	0.23331570597567425	0.1479111581173982	0.09841353781068218	0.279111581173982	0.20502379693283976	0.2080909571655209	0.2002644103648863	0.3380750925436277	0.2810153358011634	0.27186673717609733	0.3720782654680063	0.34019037546271813	0.3748281332628239	0.433474352194606	1.0	0.12829190904283447	0.08281332628239027	-0.09465891062929667	-0.13992596509783184	-0.035272342675832895	-0.19888947646747754	0.03268112109994712	-0.03627710206240085	-0.06869381279746166	0.08677948175568483	0.06329984135378107	-0.022897937599153886	0.14341618191433103	-0.02168164992067689	0.25954521417239557	0.12115282919090428	0.0011105235325224749	0.19978847170809097	-0.05848757271285034	0.02755156002115283	-0.06652564780539397	0.18164992067689054	0.07546271813855103	0.048281332628239026	0.20534108937070333	-0.04177683765203596	0.19455314648334215	-0.07890005288207298	0.08974087784241143	0.09629825489159174	0.05092543627710206	-0.012480169222633527	0.1998413537810682	0.023320994182971972	-0.08757271285034374	0.16361713379164464	-0.12427287149656266	0.07715494447382337	-0.2717080909571655	-0.005922792173453199	0.10285563194077207	-0.08831306187202538	0.10306716023268112	-0.07710206240084612	0.00962453728186145	0.1721311475409836
NmlR	0.16885245901639345	-0.08619777895293496	-0.17488101533580117	0.26536224219989424	-0.006927551560021153	-0.02088841882601798	-0.07382337387625595	-0.1453728186144897	-0.04452670544685352	0.2607086197778953	0.20274986779481755	0.19132734003172924	0.04362771020624009	0.1644632469592808	0.21639344262295082	0.2600740349021682	0.21840296139608673	0.303648863035431	0.0881544156530936	0.09101004759386568	0.08677948175568483	0.10698043363299842	0.04981491274457959	0.18202009518773135	0.20248545742993126	0.10327868852459017	-0.047540983606557376	0.202432575356954	0.18646218931782127	0.14235854045478583	0.18482284505552618	0.27276573241671076	0.14569011105235324	0.3487043892120571	0.1771020624008461	0.2398202009518773	0.2051295610787943	0.16663141195134848	0.13707033315705977	0.12332099418297197	-0.02231623479640402	0.12829190904283447	1.0	0.10031729243786357	0.15499735589635114	0.2670015864621893	0.03368588048651507	0.27932310946589106	0.212374405076679	0.1960867265996827	0.3304600740349022	0.27435219460602855	0.24267583289264938	0.3408249603384453	0.30851401374933896	0.2570597567424643	0.2078265468006346	0.07990481226864093	0.11475409836065574	0.17572712850343733	0.04352194606028556	0.26023268112109993	0.10407191961924908	0.2029613960867266	0.09418297197250132	-0.08741406663141195	-0.01263881544156531	-0.05557905869910101	-0.04257006874669487	-0.11517715494447382	-0.06493918561607614	0.27667900581702803	0.11126388154415653	0.2249074563722898	-0.03051295610787943	0.16033844526705446	-0.19576943416181913	0.07096774193548387	0.09317821258593337	0.02522474881015336	0.174034902168165	0.12644103648863037	-0.015071390798519302	0.10983606557377049	0.16224219989423586	-0.19032258064516128	0.23437334743521945	0.1103648863035431
