	AcnR	GguR	CsoR	MetJ	PurR	LtbR	NnrR	CblR	FixJ	ModE	NsrR	ThiR	ArgR	NrtR	SahR_SamR	MetR	FUR	Zur	KdgR	NrdR	Phr	MntR	NagC	AgaR	CzrA	IscR	RbkR	HutC	PdxR	NagQ	Rex	LldR	BirA	PsrA	NifA	LexA	SoxR	NagR	PhnF	ZntR	AmtR	CcpA	NmlR	SdaR	NiaR	RbsR	GntR	NorR	GlcC	HrcA	CueR	RutR	HexR	PaaR	NtrC	PhnR	ExuR_UxuR	TyrR	NikR	LiuQ	MerR	PdhR	FabR	HypR	PhrR	XylR	HisR	TrpR	NadQ	PhsR	HcpR	NarP	AraR	GulR	LiuR	TtrR	CadR-PbrR	Irr	BioQ	VanR	FruR	SiaR	FadP	DasR	PrpR	FadR	FnrN_FixK	QorR
NsrR	-0.15388683236382866	-0.02088841882601798	-0.06203067160232681	-0.17519830777366474	-0.2828662083553675	0.0328397673188789	-0.05187731359069275	-0.08450555261766261	-0.09534637757800106	0.6899524061343205	1.0	0.7447382337387626	0.7390798519301957	0.7886303543098889	0.7208355367530407	0.7741935483870968	0.7714965626652565	0.6970386039132734	0.636118455843469	0.5976731887890006	0.6000528820729772	0.6239026969857219	0.601216287678477	0.477895293495505	0.5156002115282919	0.5686409307244844	0.5331570597567424	0.6200423056583818	0.586620835536753	0.4663670015864622	0.5632469592808038	0.5858276044420941	0.541776837652036	0.5108937070333157	0.30544685351665785	0.5164463246959281	0.5242728714965627	0.41850872554204127	0.6602326811210999	0.5142252776308831	0.4974616604970915	0.4490216816499207	0.20274986779481755	0.37197250132205184	0.373030142781597	0.2969328397673189	0.2754098360655738	0.22295081967213115	0.28244315177154944	0.36969857218402963	0.2817556848228451	0.33305129561078795	0.3379164463246959	0.3262295081967213	0.3093072448439979	0.22205182443151772	0.38191433104177686	0.282548915917504	0.2180327868852459	0.26023268112109993	0.25251189846641986	0.3645690111052353	0.35758857747223693	0.3013220518244315	0.2640401903754627	0.3113167636171338	0.4613960867265997	0.3339502908514014	0.27207826546800634	0.12094130089899524	0.19175039661554732	0.2804865150713908	0.1873611845584347	0.1874669487043892	0.2493918561607615	0.26536224219989424	0.13495505023796933	0.2195134849286092	0.1777895293495505	0.3476467477525119	0.031041776837652035	-0.015864621893178214	0.32707562136435747	0.0077207826546800635	0.1327340031729244	0.07049180327868852	0.07107350608143839	0.2880486515071391
ThiR	-0.12035959809624537	-0.10423056583818086	-0.16033844526705446	-0.2222104706504495	-0.1663670015864622	-0.08995240613432047	-0.09159175039661555	0.040666314119513484	-0.12765732416710734	0.5967741935483871	0.7447382337387626	1.0	0.664727657324167	0.7313590692755156	0.712374405076679	0.7114754098360656	0.7370703331570597	0.6665785298783712	0.5065573770491804	0.5861977789529349	0.5648863035430989	0.5768905341089371	0.5805393971443681	0.44177683765203596	0.4391856160761502	0.5317821258593337	0.6264939185616076	0.422316234796404	0.48799576943416184	0.43722897937599153	0.42585933368588047	0.5864621893178212	0.4137493389740878	0.4402432575356954	0.35029085140137495	0.7156530936012692	0.5173982020095188	0.28662083553675305	0.505288207297726	0.5054997355896351	0.3925965097831835	0.3492332099418297	0.19132734003172924	0.22337387625594923	0.3573241671073506	0.27689053410893705	0.18328926493918563	0.05912215758857747	0.3816499206768905	0.2995769434161819	0.2348492860920148	0.33844526705446853	0.3820729772607086	0.3080909571655209	0.24420941300898996	0.406081438392385	0.2907456372289794	0.29587519830777365	0.2589106292966684	0.25769434161819144	0.26435748281332627	0.3671073506081438	0.37773664727657325	0.2668958223162348	0.23130618720253834	0.3273400317292438	0.3609730301427816	0.22289793759915388	0.24833421470121628	0.2597038603913273	0.18016922263352722	0.3084611316763617	0.1118455843469064	0.08757271285034374	0.08122686409307245	0.10999471179270227	0.16319407720782655	0.2520888418826018	0.16033844526705446	0.2803807509254363	-0.03574828133262824	-0.05081967213114754	0.20803807509254363	0.06118455843469064	0.1662083553675304	0.12226335272342675	0.10274986779481755	0.3358011634056055
ArgR	-0.24463246959280804	-0.14992067689053412	-0.04405076679005817	-0.27054468535166576	-0.012004230565838181	0.12501322051824432	-0.023796932839767318	-0.05663670015864622	-0.27181385510312006	0.6589635113696457	0.7390798519301957	0.664727657324167	1.0	0.809730301427816	0.7921205711263881	0.6999471179270227	0.7194077207826547	0.7531993654151242	0.723109465891063	0.6888947646747753	0.653146483342147	0.6806980433632999	0.7479111581173982	0.5424114225277631	0.6113167636171338	0.598783712321523	0.5532522474881015	0.5959809624537282	0.4808566895822316	0.48688524590163934	0.5616076150185088	0.5697514542570069	0.5569011105235325	0.4472236911686938	0.3567424643046007	0.5466419883659439	0.5441565309360127	0.481544156530936	0.5139608672659969	0.5237969328397674	0.43643574828133264	0.37519830777366475	0.04362771020624009	0.45526176626123743	0.31232152300370175	0.10782654680063458	0.22575356953992595	0.13966155473294553	0.3203067160232681	0.31258593336858803	0.11269169751454257	0.3248545742993125	0.37445795875198307	0.26435748281332627	0.29846641988365946	0.2953463775780011	0.36398730830248543	0.4150713907985193	0.20708619777895293	0.20222104706504496	0.301216287678477	0.4290851401374934	0.42035959809624535	0.32591221575885776	0.2608143839238498	0.4520359598096245	0.4656795346377578	0.32966684294024323	0.30005288207297726	0.2982548915917504	0.19968270756213644	0.0837123215230037	0.19053410893707035	0.24410364886303543	0.16901110523532523	0.08730830248545743	0.22332099418297197	0.20386039132734002	0.16393442622950818	0.26784769962982546	0.014965626652564781	-0.05663670015864622	0.19883659439450027	0.1760444209413009	0.12252776308831306	0.18186144896879958	0.05499735589635114	0.1723955579058699
NrtR	-0.13395029085140137	-0.0663670015864622	-0.1500793231094659	-0.20111052353252248	-0.15293495505023796	0.027868852459016394	-0.13659439450026442	-0.09957694341618191	-0.25790586991010045	0.749709148598625	0.7886303543098889	0.7313590692755156	0.809730301427816	1.0	0.8839238498149128	0.7518244315177155	0.7350608143839239	0.7357482813326283	0.748281332628239	0.744632469592808	0.7864621893178213	0.7431517715494448	0.7731359069275515	0.492702273929138	0.6331041776837653	0.6110523532522475	0.5154944473823374	0.6011105235325225	0.5466948704389212	0.4834479111581174	0.5768905341089371	0.5383395029085141	0.6727657324167108	0.6241671073506081	0.49698572184029616	0.5797461660497092	0.5636171337916447	0.49301956636700156	0.5134320465362242	0.4756213643574828	0.4639344262295082	0.48915917503966155	0.1644632469592808	0.32406134320465363	0.24595452141723956	0.1723955579058699	0.17763088313061873	0.1590692755156002	0.3978318350079323	0.40423056583818084	0.25631940772078265	0.40629296668429404	0.31845584346906397	0.25790586991010045	0.3500264410364886	0.33194077207826544	0.37297726070861975	0.4681649920676891	0.25018508725542044	0.29264939185616073	0.22078265468006344	0.30676890534108936	0.334479111581174	0.40005288207297723	0.3122157588577472	0.39936541512427287	0.36086726599682706	0.27514542570068745	0.31792702273929135	0.13601269169751454	0.26795346377578	0.14426229508196722	0.19116869381279747	0.21248016922263352	0.18582760444209412	0.10243257535695399	0.21829719725013222	0.19492332099418297	0.0007932310946589106	0.17408778424114224	-0.07096774193548387	-0.035219460602855635	0.3406134320465362	0.135695399259651	0.22104706504494975	0.13738762559492332	0.09349550502379693	0.27800105764145955
SahR_SamR	-0.15388683236382866	-0.09132734003172924	-0.12792173453199365	-0.12882072977260708	-0.18313061872025382	-0.03818085668958223	-0.16668429402432575	-0.21782125859333687	-0.3130618720253834	0.6687466948704389	0.7208355367530407	0.712374405076679	0.7921205711263881	0.8839238498149128	1.0	0.7830777366472765	0.7511898466419884	0.8058699101004759	0.6288207297726071	0.7511898466419884	0.7736647276573242	0.7173982020095188	0.7312004230565838	0.4667900581702803	0.5332099418297197	0.5934955050237969	0.46372289793759913	0.5828662083553675	0.5273400317292438	0.4262295081967213	0.5076150185087256	0.5989423585404547	0.6218402961396087	0.5742464304600741	0.5729243786356425	0.6734003172924379	0.5855103120042305	0.42702273929138024	0.4712321523003702	0.5154415653093601	0.4583818085668958	0.3757800105764146	0.21639344262295082	0.3257006874669487	0.2516657852987837	0.14727657324167107	0.2187202538339503	0.18609201480698043	0.4461131676361713	0.4415124272871497	0.3277630883130619	0.4659439450026441	0.40951877313590695	0.35224748810153356	0.27207826546800634	0.3708090957165521	0.3774193548387097	0.42702273929138024	0.23765203595980963	0.3540983606557377	0.4033315705975674	0.28609201480698043	0.3514013749338974	0.3314119513484929	0.311158117398202	0.44569011105235323	0.40782654680063457	0.2665785298783712	0.30343733474352197	0.18408249603384452	0.1940772078265468	0.101216287678477	0.07350608143839238	0.17810682178741408	0.12924378635642517	0.15658381808566896	0.09687995769434161	0.12644103648863037	0.06261237440507668	0.06832363828662083	0.06160761501850873	-0.0038603913273400317	0.19317821258593337	0.19148598625066102	0.30750925436277105	0.16663141195134848	0.18524590163934426	0.23278688524590163
MetR	-0.11390798519301956	-0.03199365415124273	-0.10142781597038604	-0.027921734531993654	-0.29545214172395556	0.019725013220518246	-0.13183500793231095	-0.320888418826018	-0.2602855631940772	0.7023796932839768	0.7741935483870968	0.7114754098360656	0.6999471179270227	0.7518244315177155	0.7830777366472765	1.0	0.7313061872025384	0.7515071390798519	0.5615018508725542	0.6360126916975145	0.6849286092014807	0.6799576943416182	0.5743521946060286	0.4120042305658382	0.533474352194606	0.6437863564251719	0.5592808038075092	0.6942358540454786	0.6332099418297197	0.4742993125330513	0.48799576943416184	0.579323109465891	0.635483870967742	0.5711792702273929	0.5168693812797461	0.5063987308302486	0.4673717609730301	0.3870438921205711	0.4522474881015336	0.40898995240613434	0.4892649391856161	0.4137493389740878	0.2600740349021682	0.3406663141195135	0.393707033315706	0.2721311475409836	0.38826017979904814	0.2951877313590693	0.29740877842411423	0.36224219989423584	0.2683765203595981	0.4179270227392914	0.47514542570068746	0.3034902168164992	0.21110523532522474	0.3362242199894236	0.47033315705975676	0.46557377049180326	0.3369645690111052	0.2293495505023797	0.3231623479640402	0.40534108937070334	0.27937599153886833	0.26150185087255423	0.334690639873083	0.3384981491274458	0.4265468006345849	0.230830248545743	0.20502379693283976	0.2609730301427816	0.12014806980433633	0.18688524590163935	0.20872554204124802	0.28757271285034375	0.14257006874669487	0.271602326811211	0.11459545214172395	0.14156530936012693	-0.05182443151771549	0.18313061872025382	0.08847170809095717	0.014859862506610259	0.30597567424643046	0.11946060285563194	0.21602326811211	0.04775251189846642	0.15674246430460073	0.2554732945531465
FUR	-0.004653622421998942	-0.13913273400317291	-0.03305129561078794	-0.13061872025383395	-0.1872025383395029	-0.0928609201480698	-0.101216287678477	-0.07445795875198308	-0.16451612903225807	0.6175039661554733	0.7714965626652565	0.7370703331570597	0.7194077207826547	0.7350608143839239	0.7511898466419884	0.7313061872025384	1.0	0.809148598625066	0.5484399788471708	0.6983606557377049	0.5664727657324167	0.7109465891062929	0.6879957694341619	0.4875198307773665	0.5001586462189318	0.5617662612374406	0.5073506081438393	0.5672131147540984	0.5163405605499736	0.5034373347435219	0.5832892649391856	0.6294553146483343	0.6255420412480169	0.5690639873083024	0.4346377578001058	0.5828662083553675	0.4759915388683236	0.31998942358540455	0.488841882601798	0.42088841882601796	0.39825489159175037	0.23627710206240085	0.21840296139608673	0.3536753040719196	0.35891062929666845	0.25764145954521417	0.30814383923849814	0.1341618191433104	0.3724484399788472	0.492490745637229	0.24574299312533052	0.30312004230565837	0.3331570597567425	0.37292437863564254	0.23463775780010576	0.422104706504495	0.3974087784241142	0.48339502908514015	0.3598096245372819	0.21528291909042835	0.37392913802221045	0.46277102062400843	0.33923849814912743	0.22580645161290322	0.2633527234267583	0.34986779481755687	0.3826546800634585	0.31660497091485984	0.29576943416181917	0.3018508725542041	0.2249074563722898	0.1615018508725542	0.004494976203067161	0.1399788471708091	0.23003701745108407	0.0908514013749339	0.053833950290851404	0.07768376520359598	0.0748281332628239	0.25552617662612376	0.17366472765732416	0.12215758857747223	0.2424114225277631	0.15727128503437335	0.14124801692226335	0.12591221575885775	0.23358011634056056	0.24399788471708092
Zur	0.006081438392384982	-0.165520888418826	-0.05171866737176097	-0.020782654680063458	-0.0982548915917504	0.0032258064516129032	-0.09534637757800106	-0.16679005817028028	-0.26922263352723425	0.7062400846113167	0.6970386039132734	0.6665785298783712	0.7531993654151242	0.7357482813326283	0.8058699101004759	0.7515071390798519	0.809148598625066	1.0	0.5499735589635114	0.6104177683765204	0.5627710206240084	0.6554732945531465	0.6496562665256478	0.5933368588048652	0.5169751454257007	0.5367001586462189	0.48133262823902695	0.5483870967741935	0.4978318350079323	0.5307773664727657	0.6026969857218403	0.6302485457429932	0.6175568482284506	0.5828662083553675	0.40264410364886305	0.5453199365415125	0.4781068217874141	0.28714965626652567	0.3983606557377049	0.38418826017979907	0.39693283976731886	0.1898995240613432	0.303648863035431	0.3971443680592279	0.36414595452141724	0.14283447911158118	0.2865150713907985	0.26129032258064516	0.5010576414595452	0.4729772607086198	0.3854574299312533	0.4315177154944474	0.4320994182971972	0.3615018508725542	0.3226335272342676	0.46409307244844	0.31850872554204124	0.5291380222104707	0.2523532522474881	0.2076679005817028	0.3481755684822845	0.43569539925965095	0.3590692755156002	0.31956636700158647	0.33707033315705975	0.3620306716023268	0.24648334214701217	0.25959809624537283	0.18212585933368589	0.26901110523532523	0.1819672131147541	0.18556319407720784	0.030988894764674774	0.2659968270756214	0.04648334214701216	0.09672131147540984	0.13305129561078793	0.14627181385510313	0.10867265996827076	0.2732945531464833	0.08239026969857219	0.0064516129032258064	0.267741935483871	0.10010576414595453	0.13929138022210472	0.08217874140666315	0.2656795346377578	0.23500793231094658
KdgR	-0.2535695399259651	-0.0656795346377578	-0.1745637228979376	-0.3057641459545214	-0.09545214172395558	0.24029613960867266	-0.014489687995769435	0.05452141723955579	-0.09809624537281861	0.5793759915388683	0.636118455843469	0.5065573770491804	0.723109465891063	0.748281332628239	0.6288207297726071	0.5615018508725542	0.5484399788471708	0.5499735589635114	1.0	0.7043363299841354	0.611158117398202	0.6039132734003173	0.7326282390269698	0.46726599682707565	0.5636171337916447	0.5578529878371232	0.49375991538868325	0.32808038075092544	0.26842940243257535	0.4269169751454257	0.5287149656266525	0.40597567424643044	0.4759915388683236	0.3544156530936013	0.2893707033315706	0.34029613960867267	0.31099947117927024	0.31660497091485984	0.39058699101004757	0.24108937070333156	0.47593865679534636	0.489053410893707	0.0881544156530936	0.16023268112109995	0.03363299841353781	-0.1399788471708091	0.2071390798519302	0.06504494976203067	0.21348492860920149	0.09106292966684294	0.03273400317292438	0.16853516657852988	0.14955050237969328	0.08873611845584346	0.17228979375991538	0.07667900581702802	0.1500793231094659	0.21189846641988366	0.04267583289264939	0.135695399259651	0.09101004759386568	0.33151771549444736	0.2808038075092544	0.28069804336329984	0.201216287678477	0.2599153886832364	0.47768376520359596	0.2856160761501851	0.1780539397144368	0.16779481755684822	0.41417239555790586	0.16329984135378106	0.21581173982020097	0.2289264939185616	0.3457429931253305	-0.0034902168164992068	0.09249074563722898	0.16758328926493918	-0.03194077207826547	0.11766261237440508	-0.27414066631411954	-0.005023796932839768	0.30158646218931784	-0.02522474881015336	0.2374405076679006	0.12358540454785828	0.05758857747223691	0.10898995240613432
NrdR	-0.1891062929666843	-0.14309888947646748	-0.1808566895822316	-0.4033844526705447	-0.24019037546271813	-0.004019037546271814	-0.10232681121099947	-0.08228450555261767	-0.22184029613960868	0.5404547858276044	0.5976731887890006	0.5861977789529349	0.6888947646747753	0.744632469592808	0.7511898466419884	0.6360126916975145	0.6983606557377049	0.6104177683765204	0.7043363299841354	1.0	0.6824960338445267	0.5884188260179799	0.6730830248545743	0.36694870438921207	0.36991010047593864	0.4704918032786885	0.37292437863564254	0.42897937599153885	0.3349021681649921	0.3613432046536224	0.47355896351136967	0.4255949233209942	0.5567424643046007	0.5435219460602856	0.6664198836594395	0.4471179270227393	0.4487572712850344	0.3637757800105764	0.2995769434161819	0.3275515600211528	0.475462718138551	0.3506081438392385	0.09101004759386568	0.10460074034902168	0.22533051295610787	0.04399788471708091	0.31099947117927024	0.06631411951348493	0.3339502908514014	0.2491274457958752	0.13521946060285564	0.22173453199365414	0.12332099418297197	0.04473823373876256	0.1795346377578001	0.3080909571655209	0.27662612374405077	0.3298783712321523	0.15325224748810154	0.27609730301427815	0.30031729243786354	0.3151242728714966	0.32940243257535695	0.28164992067689054	0.18360655737704917	0.3527763088313062	0.44368059227921736	0.24606028556319406	0.24775251189846642	0.08551031200423057	0.30486515071390796	0.09307244843997885	-0.016922263352723427	0.023902696985721842	0.20333157059756743	-0.05721840296139609	0.036065573770491806	0.1763088313061872	0.0019037546271813855	0.06996298254891592	0.005023796932839768	0.11258593336858805	0.3270227392913802	0.20925436277102064	0.21195134849286093	0.04045478582760444	0.0037017451084082496	-0.021364357482813328
Phr	-0.2368588048651507	-0.054098360655737705	-0.21850872554204126	-0.08762559492332099	-0.286409307244844	0.09656266525647805	-0.07265996827075621	-0.2435748281332628	-0.4501322051824432	0.6167107350608144	0.6000528820729772	0.5648863035430989	0.653146483342147	0.7864621893178213	0.7736647276573242	0.6849286092014807	0.5664727657324167	0.5627710206240084	0.611158117398202	0.6824960338445267	1.0	0.7023796932839768	0.7105235325224749	0.47329455314648333	0.6488630354309889	0.5710735060814384	0.40803807509254364	0.567741935483871	0.41893178212585935	0.27006874669487047	0.4102062400846113	0.47033315705975676	0.6030142781597039	0.5277630883130618	0.6149127445795876	0.48133262823902695	0.3724484399788472	0.43426758328926496	0.4070333157059757	0.29735589635113696	0.42358540454785826	0.5310417768376521	0.08677948175568483	0.10211528291909043	0.10920148069804336	0.015018508725542041	0.15108408249603383	0.14632469592808037	0.19460602855631942	0.2032258064516129	0.17890005288207297	0.370386039132734	0.3600211528291909	0.2114225277630883	0.27609730301427815	0.2796932839767319	0.3780010576414595	0.4650978318350079	0.14457958751983077	0.31422527763088315	0.28239026969857217	0.19830777366472765	0.2207297726070862	0.32284505552617665	0.2638815441565309	0.4415653093601269	0.29471179270227393	0.17276573241671073	0.23818085668958222	0.26694870438921203	0.06816499206768906	0.0792702273929138	0.088841882601798	0.1794288736118456	0.17313590692755157	0.027921734531993654	-0.04383923849814913	0.012374405076679007	-0.03125330512956108	0.018297197250132204	-0.10666314119513486	0.12765732416710734	0.31597038603913274	0.1106292966684294	0.18952934955050238	0.08069804336329985	0.11972501322051825	0.16953992596509784
MntR	-0.12157588577472236	-0.10095187731359069	-0.055473294553146486	-0.17297726070861977	-0.18080380750925437	0.1267583289264939	-0.10798519301956637	-0.0792702273929138	-0.2809624537281861	0.6388154415653093	0.6239026969857219	0.5768905341089371	0.6806980433632999	0.7431517715494448	0.7173982020095188	0.6799576943416182	0.7109465891062929	0.6554732945531465	0.6039132734003173	0.5884188260179799	0.7023796932839768	1.0	0.7720782654680064	0.5503437334743522	0.6729243786356425	0.5236382866208356	0.5720253833950291	0.41797990481226865	0.5188789000528821	0.316234796404019	0.5596509783183501	0.5571655208884189	0.553146483342147	0.5321523003701745	0.39280803807509257	0.40317292437863567	0.3463775780010576	0.44029613960867264	0.4305658381808567	0.3367530407191962	0.37794817556848226	0.3423585404547858	0.10698043363299842	0.17921734531993655	0.2165520888418826	0.14785827604442095	0.1293495505023797	0.13395029085140137	0.2838180856689582	0.3820729772607086	0.18984664198836596	0.39280803807509257	0.3628239026969857	0.281544156530936	0.2031200423056584	0.27646747752511897	0.43294553146483344	0.4063458487572713	0.2013749338974088	0.3178212585933369	0.21216287678476997	0.3626652564780539	0.3775251189846642	0.2524061343204654	0.3224748810153358	0.38011634056055	0.37503966155473295	0.42025383395029087	0.21147540983606558	0.19730301427815972	0.16102591221575885	0.06039132734003173	0.08598625066102591	0.19011105235325224	0.1643574828133263	0.09439450026441036	-0.0010047593865679535	-0.007826546800634585	-0.04992067689053411	0.06224219989423586	-0.09169751454257007	-0.0904283447911158	0.23231094658910628	0.02845055526176626	0.16805922792173453	0.14288736118455844	0.04436805922792173	0.16065573770491803
NagC	-0.16467477525118984	-0.17017451084082497	-0.2297726070861978	-0.18799576943416182	-0.036012691697514546	0.259227921734532	0.0033844526705446853	0.0965097831835008	-0.3410364886303543	0.594923320994183	0.601216287678477	0.5805393971443681	0.7479111581173982	0.7731359069275515	0.7312004230565838	0.5743521946060286	0.6879957694341619	0.6496562665256478	0.7326282390269698	0.6730830248545743	0.7105235325224749	0.7720782654680064	1.0	0.5026969857218403	0.6341618191433104	0.5967213114754099	0.5109994711792702	0.3864621893178213	0.3911158117398202	0.3463775780010576	0.5254362771020624	0.4866737176097303	0.5685351665785299	0.43008989952406135	0.34357482813326284	0.4332099418297197	0.373030142781597	0.3066102591221576	0.4121099947117927	0.36335272342675834	0.4790058170280275	0.370174510840825	0.04981491274457959	0.13670015864621893	0.07678476996298254	0.05647805393971444	0.15430988894764675	0.10872554204124801	0.3509783183500793	0.25187731359069276	0.13093601269169752	0.243204653622422	0.29661554732945533	0.2740877842411423	0.14590163934426228	0.14806980433633	0.2916975145425701	0.32670544685351666	0.14325753569539926	0.1483342147012163	0.15912215758857748	0.2951877313590693	0.3978318350079323	0.24209413008989952	0.25684822845055527	0.4109994711792702	0.4021681649920677	0.3493918561607615	0.2632998413537811	0.2445267054468535	0.23130618720253834	0.08799576943416182	0.09518773135906927	0.1849286092014807	0.2150713907985193	0.01560021152829191	-0.017028027498677947	-0.016922263352723427	-0.033368588048651504	0.015494447382337387	-0.18244315177154943	-0.017662612374405078	0.17800105764145954	0.048122686409307246	0.13347435219460602	0.19307244843997884	0.14019037546271815	0.2178741406663141
AgaR	-0.0873611845584347	-0.15145425700687468	-0.048704389212057116	-0.04484399788471708	-0.08984664198836595	0.14516129032258066	0.048704389212057116	-0.019143310417768376	-0.299788471708091	0.5444738233738763	0.477895293495505	0.44177683765203596	0.5424114225277631	0.492702273929138	0.4667900581702803	0.4120042305658382	0.4875198307773665	0.5933368588048652	0.46726599682707565	0.36694870438921207	0.47329455314648333	0.5503437334743522	0.5026969857218403	1.0	0.6147012162876785	0.3547858276044421	0.41840296139608674	0.25864621893178213	0.31269169751454257	0.3937599153886832	0.5469063987308302	0.34743521946060285	0.35452141723955577	0.3103120042305658	0.24600740349021682	0.313379164463247	0.31189846641988367	0.3579058699101005	0.31121099947117925	0.19730301427815972	0.3416181914331042	0.2331041776837652	0.18202009518773135	0.1982548915917504	0.15161290322580645	0.040084611316763614	0.055420412480169226	0.1928609201480698	0.1039132734003173	0.2556319407720783	0.19682707562136437	0.23342147012162875	0.33828662083553673	0.3076679005817028	0.43738762559492333	0.28757271285034375	0.31866737176097304	0.3617133791644632	0.16409307244843999	0.181544156530936	0.2781068217874141	0.36086726599682706	0.45700687466948703	0.3521417239555791	0.37123215230037016	0.334690639873083	0.1361713379164463	0.11835007932310947	0.10766790058170281	0.22522474881015336	0.0077207826546800635	0.08011634056054998	-0.02897937599153887	0.312374405076679	0.19989423585404548	0.10803807509254362	0.10930724484399788	0.0792702273929138	0.2884188260179799	0.425753569539926	-0.0037546271813855103	0.12141723955579059	0.1483342147012163	-0.05150713907985193	0.024801692226335274	0.21813855103120042	0.23072448439978846	0.05811739820200952
CzrA	-0.16869381279746165	-0.08794288736118455	-0.25690111052353254	0.07181385510312004	-0.13442622950819672	0.18699101004759386	-0.06171337916446325	-0.028397673188789	-0.19307244843997884	0.699788471708091	0.5156002115282919	0.4391856160761502	0.6113167636171338	0.6331041776837653	0.5332099418297197	0.533474352194606	0.5001586462189318	0.5169751454257007	0.5636171337916447	0.36991010047593864	0.6488630354309889	0.6729243786356425	0.6341618191433104	0.6147012162876785	1.0	0.5696985721840296	0.4892120571126388	0.5353252247488102	0.38926493918561605	0.4188789000528821	0.535483870967742	0.4169751454257007	0.5236911686938128	0.4548915917503966	0.27377049180327867	0.3540454785827604	0.20861977789529348	0.40782654680063457	0.4221575885774722	0.24257006874669487	0.3515600211528292	0.3920148069804336	0.20248545742993126	0.31475409836065577	0.13918561607615018	0.19037546271813854	0.1197778952934955	0.3072448439978847	0.1861448968799577	0.23400317292437864	0.1304071919619249	0.17726070861977788	0.43088313061872024	0.37657324167107353	0.3849286092014807	0.33818085668958225	0.3759386567953464	0.4683765203595981	0.15050237969328398	0.24627181385510313	0.14288736118455844	0.4695399259650978	0.370386039132734	0.44664198836594393	0.19428873611845585	0.35187731359069274	0.2721311475409836	0.30126916975145424	0.1447911158117398	0.24553146483342148	-0.034161819143310415	0.11877313590692755	0.13236382866208354	0.36774193548387096	0.06208355367530407	0.17747223691168693	0.13659439450026442	0.00819672131147541	0.10597567424643047	0.17001586462189316	-0.06673717609730301	-0.07710206240084612	0.26382866208355366	0.1041776837652036	0.14193548387096774	0.174034902168165	0.1854574299312533	0.16589106292966685
IscR	-0.06842940243257535	-0.028926493918561606	-0.09349550502379693	0.002908514013749339	-0.19804336329984135	0.13765203595980963	-0.017768376520359598	-0.16805922792173453	-0.1400846113167636	0.6225806451612903	0.5686409307244844	0.5317821258593337	0.598783712321523	0.6110523532522475	0.5934955050237969	0.6437863564251719	0.5617662612374406	0.5367001586462189	0.5578529878371232	0.4704918032786885	0.5710735060814384	0.5236382866208356	0.5967213114754099	0.3547858276044421	0.5696985721840296	1.0	0.5577472236911687	0.5665785298783712	0.4388154415653094	0.41766261237440505	0.3610787942887361	0.3748281332628239	0.4677948175568482	0.3938127974616605	0.29984135378106824	0.3898995240613432	0.3360655737704918	0.37086197778952934	0.4241142252776309	0.34510840824960337	0.39095716552088844	0.30988894764674774	0.10327868852459017	0.3717080909571655	0.21094658910629296	0.18461131676361714	0.22337387625594923	0.17736647276573242	0.4037546271813855	0.27493389740877844	0.07615018508725542	0.10343733474352194	0.27773664727657327	0.16710735060814383	0.09762030671602327	0.2269169751454257	0.34045478582760447	0.2887890005288207	0.18270756213643574	0.08614489687995769	0.20481226864093072	0.161660497091486	0.2983606557377049	0.13775780010576413	0.3139608672659968	0.2710206240084611	0.3384981491274458	0.21406663141195134	0.3314648334214701	0.3204653622421999	-0.06229508196721312	0.23289264939185617	0.33744050766790057	0.3903225806451613	0.3369645690111052	0.3748281332628239	0.17022739291380223	0.2037546271813855	-0.015388683236382867	0.02765732416710735	-0.03670015864621893	0.020571126388154417	0.25727128503437335	0.11136964569011105	0.2118455843469064	0.2958223162347964	0.06430460074034902	0.2635113696456901
RbkR	-0.15965097831835007	-0.06388154415653094	-0.03220518244315177	-0.23569539925965097	-0.1370174510840825	-0.027763088313061873	-0.07562136435748282	0.08392384981491274	-0.07324167107350608	0.5115811739820201	0.5331570597567424	0.6264939185616076	0.5532522474881015	0.5154944473823374	0.46372289793759913	0.5592808038075092	0.5073506081438393	0.48133262823902695	0.49375991538868325	0.37292437863564254	0.40803807509254364	0.5720253833950291	0.5109994711792702	0.41840296139608674	0.4892120571126388	0.5577472236911687	1.0	0.2646747752511898	0.3655737704918033	0.4162876784769963	0.4297726070861978	0.3742993125330513	0.35631940772078263	0.35684822845055525	0.05859333685880486	0.3515071390798519	0.22860920148069805	0.21634056054997355	0.36118455843469066	0.22617662612374406	0.44754098360655736	0.26129032258064516	-0.047540983606557376	0.2	0.3957165520888419	0.15658381808566896	0.30698043363299843	0.14933897408778424	0.38561607615018506	0.22956107879428875	0.1930195663670016	0.14859862506610258	0.3518244315177155	0.32459016393442625	0.07461660497091487	0.2801692226335272	0.39185616076150187	0.3020624008461132	0.1457429931253305	0.11496562665256478	0.16255949233209943	0.14674775251189848	0.24997355896351137	0.05605499735589635	0.22109994711792702	0.29587519830777365	0.511951348492861	0.35547329455314647	0.2683765203595981	0.2940243257535695	0.26187202538339505	0.3570597567424643	0.2681121099947118	0.2417239555790587	0.18043363299841353	0.31634056054997356	0.0866737176097303	0.16790058170280275	0.2343204653622422	0.3007403490216817	0.009836065573770493	-0.08778424114225278	0.15780010576414596	0.041195134849286094	-0.08651507139079852	0.2102062400846113	-0.023426758328926493	0.160444209413009
