	FadR	LtbR	HrcA	PurR	FruR	NmlR	GguR	FixJ	LiuR	MetJ	BioQ	AcnR	CueR	FadP	PrpR	DasR	CsoR	NtrC	RbsR	RutR	HypR	VanR	TtrR	PhsR	ZntR	NnrR	MerR	NifA	GntR	PhnR	CblR	GlcC	PaaR	FnrN_FixK	HcpR	CadR-PbrR	PdxR	AmtR	NagR	AgaR	FabR	CzrA	Zur	Phr	BirA	ArgR	SahR_SamR	ThiR	MntR	NsrR	FUR	NagC	NrtR	MetR	IscR	KdgR	NarP	TyrR	LiuQ	Rex	Irr	NagQ	SoxR	ExuR_UxuR	LexA	AraR	PsrA	NikR	LldR	PdhR	HutC	PhnF	NadQ	SiaR	RbkR	PhrR	GulR	HexR	NorR	ModE	NiaR	TrpR	SdaR	XylR	HisR	NrdR	CcpA	QorR
MerR	0.014639442242339597	-0.018541031715964287	-0.11686108645130647	-0.04797824157058767	0.04464209984676366	-0.0026519499465651876	0.16559137352912903	-0.21479663671678417	0.19145495360501213	-0.11812768941085999	0.09979587336232196	0.034136080655467034	0.0856144437973209	0.03400037319551487	0.029420246422129363	0.1437650903868228	0.08731078704672295	-0.006836263295090217	0.018371397391024082	0.03265460755098925	-0.09748884654313518	0.05744383690225105	-0.05341784892367021	-0.11700810286625464	-0.08663224974696213	0.31509575857642874	1.0	0.31154474670768045	0.14876364849506082	0.11187383729806447	0.1406890546279071	0.20563638317001318	0.28823699046089646	0.022725345064489314	0.05597367275276928	0.05456005337826758	0.3293337329164099	0.13605238307954154	0.16126004376565584	0.11076555970845514	0.3012535976613081	-0.10681873441484639	-0.18586832983698143	-0.17578074198053728	-0.18875211336096487	-0.07414716343136313	-0.17777111805983567	-0.21478532776178816	-0.22220400223917308	-0.18525764626719668	-0.19023358646544267	-0.12942533545187757	-0.1910025954051716	-0.21621025609128589	-0.11684977749631045	-0.20775115775426772	0.007865378199727454	-0.02153790478990789	-0.008781403554404555	0.1595750094712498	0.02349435400421824	0.015589394462004738	-0.1889443655958971	-0.07198715302712452	-0.07482570073112393	-0.028583383752424356	-0.027067983782958535	-0.08228961102849291	0.14993977981464623	0.10120949273682366	-0.22573239619792934	0.05650519363758192	-0.060293693561246475	-0.014254937772475135	0.12214236843444481	-0.12482259076850004	-0.26427331482434363	-0.11691763122628654	-0.03381942991557865	-0.13088419064636334	0.0010121514721432166	-0.10853769557424046	0.0700533217228062	-0.02598232410334123	-0.0020751932417684945	-0.053180360868753926	-0.3258618837326337	-0.07688393054039841
NifA	-0.16369146908979876	9.612611746611554e-05	0.1298663846967221	0.00568274988549683	0.13342870552046637	-0.0005824111822947001	0.038297776094000036	0.013553782562722291	0.18174056126343646	0.003364414111314044	0.1274575772825712	0.14287168294213773	0.0542434026383792	0.05212862805412466	-0.05353093847363034	-0.06500952779458415	-0.005128611090692165	0.05722896675732679	-0.01747798994633901	0.06861708443831248	-0.08173547223368825	0.05109951314948742	-0.11485940141701206	-0.002052575331776467	0.06744095311872707	0.22727041407738718	0.31154474670768045	1.0	0.27224612809653326	0.0935080943845384	0.10525809862539652	0.10521286280541246	0.11735868047113107	0.13008125484164637	0.07119552617740357	0.06651361880905395	0.23807046609858015	0.02211466149470458	0.16179156465046848	0.1770473449400908	0.11102566567336346	-0.020802822715167004	-0.17656105987526222	-0.250397227044235	-0.14405912321671915	-0.13384713685531888	-0.19811592809766412	-0.14177471430752442	-0.21243306512261734	-0.06171862189074419	-0.1972338296079751	-0.1282831309972802	-0.1710535987922036	-0.09634664208853781	0.022951524164409588	-0.06230668755053689	-0.009403396079185302	0.004393529015951281	0.0013401111670276109	-0.02840244047248814	-0.15788997517684378	-0.058292008526952065	-0.06018060401128634	-0.062498939785469124	0.07672560517045422	-0.0018263962318561954	0.026785259908058197	0.09045467653561473	0.12941402649688155	0.09520443763394043	0.003432267841290126	0.270391459477187	-0.02040700929030653	0.010805706498690988	0.06914860532312511	-0.05314643400376588	-0.22134452165947605	0.0821086677485567	-0.07772079321010342	-0.1416842426675563	0.023155085354337832	-0.1606606691508671	0.02801793600262368	-0.09204923919005265	-0.1050771553454603	-0.09312358991467394	-0.2605639775856512	-0.1623909392652572
GntR	0.13803145020384391	0.23732407506884326	0.257103437356871	0.11167027610813622	0.10461348819062374	-0.13199246823597266	-0.022012880899740458	0.039473907413585446	0.2312059304159999	0.11746046106609519	0.16683535857869053	0.1405194203029669	0.08529779305743253	0.15793521099682784	0.04882641319528869	0.054503508603287516	-0.01920826006072909	-0.09781680623801958	-0.042696959587449325	0.032598062776009185	-0.01071523485872288	0.016482801906689812	0.25237629416853735	0.05763608913718328	0.16152014973056414	0.20272998173603768	0.14876364849506082	0.27224612809653326	1.0	0.20536496825010886	0.11855742970070851	0.10868471198918864	-0.009855754279025847	0.06499821883958813	0.09597344657366937	0.04870201469033254	0.2690230759226694	-0.020961148085111195	0.25220665984359714	0.165557446664141	0.18046264934888692	-0.06375423379002663	-0.12683558475779044	-0.20759283238432352	-0.1879378686012519	-0.1465018574958581	-0.25487557322265636	-0.048080022165551795	-0.1777032643298596	0.012524667658085055	-0.20387218619063505	-0.24457311522128797	-0.16175763778548044	-0.17955793294920583	-0.15436158121808755	-0.17124585102713583	-0.1507540245743592	0.04743541173077902	-0.03599074927481326	0.05967170103646573	-0.019638000350577604	-0.1091483791440252	-0.1759503763054775	0.10342604791604232	0.008837948329384624	-0.20072829670174328	-0.03309565679583378	-0.0885208452312964	-0.15614839610745768	-0.13417509655020327	0.007051133440014476	0.05768132495716733	-0.27149973706679636	-0.09630140626855375	0.1254445832932808	-0.16011783931105847	-0.17038637044743882	-0.12115848934979163	-0.1450882381213564	0.19548094158359297	0.15052784547443893	0.02248785700957303	0.0028328932265014053	-0.08014090957925032	0.020610570480234774	-0.01710479443147056	-0.13947899644333364	-0.0980882211579239
PhnR	-0.016765525781590154	-0.03687284776450232	0.135611333834697	-0.04236899989256493	0.10312070613114994	0.10400280462083901	-0.1095668104788777	-0.09285217499476961	0.09336107796959021	0.07416978134135516	0.09982980022731	-0.053564865338618387	-0.08520732141746441	0.1871123148865429	0.304499267745164	0.14937433206484554	-0.03271115232596932	0.007073751350006503	-0.17584859571051337	-0.03170465533132411	-0.09678769133338234	-0.02550734799350866	-0.10472657774058389	0.006858881205082244	-0.019479674980633414	0.15588829014254937	0.11187383729806447	0.0935080943845384	0.20536496825010886	1.0	0.015453687002052576	-0.048102640075543816	-0.10650208367495802	0.08994577356079411	0.06534879644446455	-0.015261434767120344	-0.054639216063239675	0.011540788573431871	0.04549027147146468	0.16019700199603057	0.011540788573431871	0.011258064698531533	-0.13514766667986045	-0.13245613539080922	-0.14469242469649593	-0.06854923070833639	-0.15766379607692352	-0.0009895335621511894	-0.20660895329967036	-0.14762144404046343	-0.1925066864196414	-0.11286902533771367	-0.21208248751774092	-0.1443531560466155	-0.11352494472748245	-0.17073694805231523	-0.21075933978320732	-0.028289350922528003	-0.006474376735217782	-0.06591424419426523	-0.013847815392618645	-0.08766136465159936	-0.1941012490740793	0.06385601438499075	-0.03558362689495677	0.011676496033384035	0.08596502140219733	-0.19174898643490848	-0.07282401569682953	-0.026276356933237585	-0.044596864026779606	-0.003115617101401745	-0.13288587568065774	0.024794883828759804	0.05791881301208362	0.005117302135696151	-0.20078484147672335	-0.04821572962550395	-0.08775183629156748	-0.07525544102097245	0.022001571944744447	-0.1038218613409028	-0.10949895674890162	-0.007333857314914816	0.015589394462004738	-0.04520754759656434	-0.22638831558769812	-0.1837648642077229
CblR	-0.0033757230663100574	0.08979875714584594	0.14340320382695038	0.09865366890772458	0.05494455784813204	0.029714279252025716	0.07206631571209662	-0.10325641359110212	-0.0007068096872508496	0.12793255339240378	-0.0010460783371312574	0.006542230465193864	-0.020587952570242745	0.09216232874001277	0.02012428541540619	-0.14720301270561092	-0.044087961051958995	-0.01994334213546997	0.030845174751627076	0.03888584175379274	0.1625492646352014	0.10360699119597853	-0.056301632447653675	-0.019524910800617468	0.09604130030364544	0.0911784496553596	0.1406890546279071	0.10525809862539652	0.11855742970070851	0.015453687002052576	1.0	0.2215480828494043	0.08503768709252421	0.004325675285975199	0.015046564622196086	-0.008080248344651712	-0.02439907040389933	0.1595637005162538	0.04734494009081091	0.1322073383808969	0.02827804196753199	-0.014662060152331624	-0.0727109261468694	0.05460528919825164	-0.03438487766537933	-0.14698814256068668	-0.02435383458391527	-0.19366019982923477	-0.12683558475779044	-0.08663224974696213	-0.060915686086027224	-0.1920995640397849	-0.12899559516202905	0.027181073332918672	0.01632447653674562	-0.25101921956901574	-0.09445804660420354	0.0015323634019598418	0.018224380976075906	-0.027226309152902726	-0.06545057703942868	-0.004427455880939322	0.0996714748573658	-0.020678424210210856	-0.17211664056182888	-0.061684695025756145	0.030777321021650993	0.04706221621591057	-0.14297346353710186	-0.11757355061605532	-0.10576700160021713	0.05742121899225902	0.138924857648529	-0.1742992688760595	-0.11523259693188051	-0.11142147909822393	-0.13417509655020327	-0.06775760385861544	0.1798745836890942	0.053824971303526696	0.06426313676484724	0.004393529015951281	-0.13763563677898344	-0.006496994645209809	0.1568156244522225	0.14279252025716563	-0.019321349610689223	-0.035651480624932855
GlcC	0.08355621398804644	-0.0283685136075001	-0.1060723433851095	-0.12874679815211676	0.10267965688630543	-0.1832785791428943	0.2106462502332472	-0.12299054005914584	0.0071642229899746114	-0.029080977772248957	0.014062685537542903	-0.08650785124200598	-0.020305228695342407	0.00766181700979921	-0.03282424187592946	-0.021549213744903904	-0.036703213439562114	-0.17324753606143026	-0.10073451662699108	0.0825270990834092	0.0014984365369718011	0.059400286116561396	0.040073282028374166	-0.0006276470022787544	0.09790727787798768	-0.018688048130912464	0.20563638317001318	0.10521286280541246	0.10868471198918864	-0.048102640075543816	0.2215480828494043	1.0	0.1724785271217013	0.06754273371369118	0.02623112111325353	0.00910936324928895	0.046078337131257384	0.07291448733679765	0.04404272523197494	0.13908318301847317	0.03363848663564244	-0.053101198183781825	0.12850931009720046	0.15171528574902035	-0.05275062057890541	-0.12176917291957637	-0.08374846622297867	0.019739780945541727	0.04755981023573517	0.1144748969471476	0.11432788053219942	0.169719142102674	0.09863105099773256	-0.003307869336333976	0.08723162436175086	-0.02386754951908669	-0.04798955052558369	-0.12422321615371132	-0.11017749404866244	-0.08490197963257205	-0.05655042945756597	-0.0033757230663100574	0.05429994741335927	0.06361852633007448	0.09872152263770066	0.01829223470605199	0.09771502564305545	0.1603214005009867	0.17101967192721557	0.19103652227015963	-0.07608099473568145	0.036635359709586035	0.11878360880062878	-0.007480873729862992	0.09139331980028385	-0.09149510039524798	-0.14577808437611323	0.04059349395819079	0.062069199495620606	0.06265726515541331	0.14364069188186665	-0.020621879435230788	0.0945937540641557	0.014503734782387433	0.13030743394156663	0.12431368779367942	-0.04140773871790377	0.027034056917970496
PaaR	0.04213151183764864	0.039564379053553554	0.024138964438991016	-0.09739837490316708	0.042289837207592836	0.036160383599753466	0.17003579284256237	0.033457543355706214	0.12217629529943286	0.03806028803908375	0.1756902703405692	-0.10937455824394547	0.1088995821341129	-0.07406800074639103	0.007198149854962652	-0.006022018535377239	0.002663258901561201	-0.06159422338578804	-0.015962589976873186	-0.027825683767691445	0.060214530876274375	0.024071110709014933	0.05273931162390939	0.004393529015951281	0.030743394156662954	0.15090104098930737	0.28823699046089646	0.11735868047113107	-0.009855754279025847	-0.10650208367495802	0.08503768709252421	0.1724785271217013	1.0	0.11020011195865446	-0.0028215842715053913	0.15144387082911603	0.09961493008238574	0.15826317069171222	-0.16009522140106644	0.1354416995097568	0.04984421914492991	-0.04499267745164008	0.006983279710038394	-0.005422643920588518	-0.14256634115724537	-0.0022109007017206573	-0.08532041096742456	-0.06783676654358754	-0.005841075255441021	-0.013802579572634591	0.06791592922855963	-0.07622801115062963	-0.017150030251454614	0.06862839339330849	-0.06565413822935692	0.028979197177284834	0.013666872112682428	0.0007633544622309175	0.05975086372143782	0.12725401609264295	0.006519612555201837	-0.008770094599408541	-0.07502926192105218	0.055837965292817114	0.04551288938145671	-0.09353071229453043	0.11449751485713963	-0.11096912089838339	0.011778276628348157	-0.023008068939389656	-0.2629954029097941	-0.06188825621568439	-0.033706340365618516	-0.09025111534568649	0.03280162396593743	-0.0897648302808579	-0.026581698718129952	-0.03751745819927509	-0.02702274796297448	0.007989776704683604	0.028198879282559895	-0.1113988611882319	0.23032383192631084	0.16675619589371843	-0.012784773622993368	0.013497237787742224	0.017930348146179553	0.07501795296605618
FnrN_FixK	-0.03895369548376882	0.021820628664808227	0.14945349474981764	-0.11404515665729908	0.13590536666459335	-0.01244550497311296	-0.002810275316509378	-0.14621913362095776	0.06333580245517413	-0.07341208135662224	0.07821838722992802	-0.2252008753131167	0.1490011365499771	-0.05674268169249821	-0.05673137273750219	0.09021718848069844	0.14003313523813832	0.1471690858406229	0.09556632419381288	0.18805095815121203	-0.06001096968634613	-0.072382966451985	0.1486618679000967	0.012377651243136879	-0.06500952779458415	0.11585458945666126	0.022725345064489314	0.13008125484164637	0.06499821883958813	0.08994577356079411	0.004325675285975199	0.06754273371369118	0.11020011195865446	1.0	0.3071342542592352	0.16978699583265008	0.2629954029097941	0.13997659046315825	0.09258076007486528	0.12528625792333659	0.016358403401733664	-0.02342650027424216	-0.060938303996019245	-0.12338635348400631	-0.040220298443322346	-0.0638899412499788	-0.11040367314858271	0.01795296605617158	-0.001611526086931937	0.017658933226275226	0.024082419664010948	0.05780572346212348	0.04433675806187129	0.046677711746046104	0.034158698565459056	0.12068351323995906	-0.010466437848810581	0.08853215418629241	-0.07273354405686143	0.011235446788539504	-0.18748551040141137	-0.18455649105744384	0.14490729484142018	0.2322689721856252	0.29938762008696584	0.04290052077737757	0.09522705554393246	0.02723761810789874	0.05902709060169295	0.14554059632119695	-0.012049691548252483	0.03803767012909172	-0.03561755375994481	0.06353936364510238	0.08283244086830156	-0.14777976941040763	0.13809930393382	0.008645696094452392	-0.08883749597118479	0.02208073462971654	0.10046310170708676	0.03803767012909172	0.10206897331652069	-0.14047418448298285	0.006881499115074271	-0.011552097528427886	-0.052411351929025	-0.016064370571837308
HcpR	0.008023703569671645	-0.273693674336023	0.20837315027904846	0.14835652611520433	0.1601404572210505	-0.05273931162390939	0.061492442790823915	-0.024704412188791696	0.13115560556626765	0.07473522909115583	0.1003387032021306	0.005942855850405143	0.1291199936669852	-0.0397679402434818	-0.08814764971642795	0.16493545413936025	0.03229272099111682	0.1235446788539505	0.06612911433918948	0.11820685209583208	0.09275039439980548	0.09295395558973372	0.11129708059326777	0.1943274281739996	0.1519075379839526	0.15177183052400042	0.05597367275276928	0.07119552617740357	0.09597344657366937	0.06534879644446455	0.015046564622196086	0.02623112111325353	-0.0028215842715053913	0.3071342542592352	1.0	-0.07890823348468484	0.03457712990031156	0.018133909336107798	0.1317889070460444	0.015069182532188113	0.17747708522993932	0.13574704129464918	-0.005105993180700138	-0.0753685305709326	-0.1271974713176629	0.022691418199501275	-0.05629032349265766	0.06028238460625046	-0.011043194553607274	-0.04357905807713838	-0.043703456582094534	-0.11967701624531385	-0.03101480907656728	-0.026434682303181776	-0.05203815641415655	0.07746068724519511	-0.05065846390464289	-0.024319907718927232	-0.07533460370594455	0.1302056533466025	-0.18232862692322915	-0.043940944637010815	0.21340563525227452	0.19959740120214192	0.11152325969318805	-0.07605837682568942	0.10461348819062374	0.15577520059258923	0.05138223702438776	0.13432211296515145	-0.11050545374354682	-0.05619985185268955	-0.1329311115006418	0.16227784971529705	0.10167315989166022	-0.16470927503943997	-0.10921623287400128	0.12890512352206093	-0.08684711989188638	0.002199591746724644	0.008329045354564012	0.05719503989233875	0.1904371476553709	0.03639787165466975	0.02091591226512714	-0.0028328932265014053	-0.13159665481111218	0.008023703569671645
CadR-PbrR	-0.06977059784790586	0.161384442270612	-0.03515388660510826	-0.033389689625730135	-0.05698016974741449	-0.08954996013593364	-0.013779961662642564	-0.16105648257572758	0.07226987690202487	0.03748353133428706	0.07419239925134719	-0.07671429621545821	-0.06392386811496684	0.07556078280586483	0.053587483248610415	0.14785893209537973	0.20016284895194258	0.022827125659453436	-0.0016002171319359235	0.07224725899203284	-0.03925903726866119	0.0395983059185416	0.05789619510209159	-0.043104081967305814	-0.030404125506782547	-0.05729682048730287	0.05456005337826758	0.06651361880905395	0.04870201469033254	-0.015261434767120344	-0.008080248344651712	0.00910936324928895	0.15144387082911603	0.16978699583265008	-0.07890823348468484	1.0	0.27268717734137776	0.11052807165353885	0.13743207558905518	0.06392386811496684	-0.057884886147095575	-0.07752854097517119	-0.07497271714607212	-0.051054277329503364	0.07705356486533863	-0.09112190488037952	-0.03465629258528366	0.01848448694098422	0.03202130607121249	-0.018608885445940367	0.12297923110414982	0.06752011580369915	0.11557186558176091	0.10823235378934809	-0.02148136001492782	0.1100757134536983	-0.05650519363758192	-0.019287422745701183	-0.0753685305709326	0.09604130030364544	-0.043873090907034736	-0.22141237538945213	-0.007503491639855019	0.11744915211109917	0.17544147333065688	-0.052264335514076825	0.07034735455270255	-0.032383192631084926	0.0071189871699905575	0.020203448100378284	-0.14777976941040763	0.1138076686023828	-0.013304985552809992	-0.06429706362983528	0.16973045105767	0.06690943223391442	0.04690389084596638	-0.05744383690225105	-0.0395983059185416	0.12947057127186162	0.1315288010811361	0.09578119433873714	0.18489575970732425	0.2045733414003879	0.13634641590943788	0.12424583406370335	0.17256899876166942	0.09545323464385273
PdxR	0.13712673380416282	0.02100638390509525	0.07856896483480444	0.088181576581416	0.015363215362084466	-0.1391171098834612	0.02056533466025072	-0.17384691067621896	0.07498402610106814	-0.05175543253925621	0.0787838349797287	-0.04138512080791174	0.08847560941131234	0.006666628970150013	-0.18146914634353212	0.13211686674092882	0.16092077511577543	0.14460195305652782	0.14928386042487743	0.09679900028837836	-0.20801126371917603	-0.09403961526935103	0.20046819073683497	-0.006768409565114136	-0.05062453703965485	0.1519867006689247	0.3293337329164099	0.23807046609858015	0.2690230759226694	-0.054639216063239675	-0.02439907040389933	0.046078337131257384	0.09961493008238574	0.2629954029097941	0.03457712990031156	0.27268717734137776	1.0	0.13299896523061785	0.14422875754165937	0.19696241468807074	0.27562750564034133	0.0011365499770993662	-0.04837405499544815	-0.15908872440642122	0.009629575179105575	0.11050545374354682	-0.02856076584243233	-0.036250855239721574	-0.021549213744903904	-0.01603044370684927	-0.07457690372121165	-0.018133909336107798	-0.028097098687595773	0.042934447642365606	0.021402197329955724	0.08380501099795873	-0.14403650530672713	0.05018348779481032	0.0807855200140231	-0.010014079648970036	0.08759351092162329	-0.2286387976319048	0.10909183436904513	0.05107689523949539	0.2453421241610169	0.11124053581828772	-0.007390402089894883	0.03611514777976941	0.11963178042532979	-0.0064630677802217686	-0.12003890280518628	0.1548252483729241	-0.08183725282865237	0.0926712317148334	0.08925592730603729	-0.13574704129464918	-0.023573516689190336	0.05376842652854663	0.012784773622993368	-0.027248927062894755	0.0398471029284539	0.07151217691729196	-0.03773232834419935	-0.12705045490271472	0.007345166269910829	-0.1923370520947012	0.0034096499312980984	0.039349508908629295
AmtR	0.008035012524667658	-0.058484260761884295	0.04344335061718622	-0.22507647680816054	0.048249656490491996	0.10497537475049618	-0.14065512776291908	-0.23386353484006311	-0.1463322231709179	-0.10140174497175589	-0.19680408931812657	-0.0025162424866130243	-0.06419528303487117	-0.1125636835528213	-0.17726221508501508	0.024546086818847505	-0.04397487150199886	-0.050986423599527285	0.038942386528772806	0.12451724898360766	-0.10071189871699905	-0.014922166117239937	0.08667748556694618	-0.12297923110414982	-0.09643711372850591	0.19248406850964936	0.13605238307954154	0.02211466149470458	-0.020961148085111195	0.011540788573431871	0.1595637005162538	0.07291448733679765	0.15826317069171222	0.13997659046315825	0.018133909336107798	0.11052807165353885	0.13299896523061785	1.0	-0.024048492799022905	0.25529400455750884	0.18064359262882312	0.009346851304205235	0.08045756031913871	-0.017127412341462585	0.08098908120395135	0.018201763066083877	0.09078263623049912	-0.02573352709342893	0.0188011376808726	0.06471549496468779	0.1135588715924705	0.0451736207315763	0.11271069996776947	0.13501195921990827	0.2441886107514235	0.22281468580895783	-0.11990319534523412	-0.01641494817671373	-0.07864812751977654	-0.04378261926706663	-0.024150273393987027	-0.1561710140174497	0.2569903478069109	0.16805672571826	0.06434229944981934	0.1205478057800069	-0.007356475224906843	0.17137024953209198	0.16479974667940808	0.16716331827357492	-0.030969573256583227	0.1762104822703858	0.22609428275780177	0.12455117584859571	0.01244550497311296	-0.17838180162962042	-0.008476061769512188	-0.0292845389621772	0.10126603751180373	0.020463554065286597	-0.04006197307337815	0.08949341536095357	-0.006542230465193864	0.0036358290312183705	-0.09940005993746148	-0.03686153880950631	-0.09095227055543932	-0.05830331748194808
NagR	-0.13446912938009964	0.002086502196764508	-0.11418086411725124	-0.14032716806803466	0.06511130838954826	-0.08156583790874804	-0.10806271946440789	-0.05738729212727098	0.014990019847216018	0.04433675806187129	-0.08602156617717739	0.035052106010144135	-0.10520155385041645	-0.1049979926604882	-0.05071500867962296	-0.06577853673431307	-0.01528405267711237	-0.10142436288174791	-0.28582818304674557	-0.03972270442349775	0.011337227383503626	-0.028979197177284834	-0.07026819186773046	0.019660618260569633	0.035052106010144135	0.16796625407829188	0.16126004376565584	0.16179156465046848	0.25220665984359714	0.04549027147146468	0.04734494009081091	0.04404272523197494	-0.16009522140106644	0.09258076007486528	0.1317889070460444	0.13743207558905518	0.14422875754165937	-0.024048492799022905	1.0	0.2963455111930382	0.30452188565515603	0.08309254683320988	-0.017794640686227388	-0.0531577429587619	0.04097799842805525	-0.09168735263018021	0.053587483248610415	0.20096578475665955	0.05621116080768557	0.10020299574217845	-0.05069239076963093	0.1255237459782529	0.040763128283131	-0.07540245743592064	0.12611181163804558	0.1288598877020769	-0.20967368010359003	-0.036567505979609956	-0.24096555857755964	-0.10160530616168413	-0.01115628410356741	0.01707086756648252	-0.17392607336119106	0.004065569321066886	-0.01906124364578091	0.06344889200513426	0.11665752526137822	0.10921623287400128	0.14629829630592986	0.2378442869986599	0.18042872248389888	0.2943325172037478	-0.02894527031229679	0.024478233088871423	0.07510842460602428	0.026559080808137923	0.1308502637813753	0.1090692164590531	-0.03154632996137992	0.08795539748149572	0.12392918332381496	0.07231511272200893	0.034972943325172035	0.09363249288949455	-0.0018490141418482226	0.11853481179071648	-0.12321671915906611	0.08093253642897127
AgaR	-0.03914594771870105	0.08896189447614093	0.14462457096651984	-0.0663100576191257	0.19016573273546658	-0.05987526222639397	-0.033649795590638444	0.014831694477271827	0.15879469157652487	0.0736269515015465	0.026626934538114006	-0.0970930331182747	-0.07690654845039044	-0.04256125212749716	-0.17718305240004298	-0.012943098992937557	-0.047141378900882665	-0.037890653714143546	-0.16495807204935228	0.09903817337758905	0.11804852672588789	-0.0024710066666289703	0.029454173287117403	0.19090081481020746	-0.05379104443853866	0.20753628760934345	0.11076555970845514	0.1770473449400908	0.165557446664141	0.16019700199603057	0.1322073383808969	0.13908318301847317	0.1354416995097568	0.12528625792333659	0.015069182532188113	0.06392386811496684	0.19696241468807074	0.25529400455750884	0.2963455111930382	1.0	0.31934792565492987	0.12422321615371132	0.05341784892367021	-0.017059558611486506	0.004427455880939322	-0.03403430006050291	-0.037110335819418604	0.16085292138579935	0.0115634064834239	0.11277855369774556	-0.053101198183781825	0.04751457441575111	-0.02752034198279908	0.04628189832118563	0.19466669682388	0.033728958275610545	-0.177194361355039	0.11777711180598356	-0.10845853288926836	-0.08778576315655552	0.01920826006072909	-0.029997003126926058	0.051370928069391746	-0.053723190708562574	-0.018755901860888543	0.08425736919779928	0.17039767940243483	0.18338035973785843	0.019310040655693212	0.18198935827334875	0.07344600822161028	0.19008657005049448	0.06583508150929314	0.05992049804637802	0.059739554766441806	-0.2285257080819447	-0.025767453958416973	0.13355310402542253	0.23896387354326523	0.12772899220247552	0.15695133191217467	0.029080977772248957	-0.042018422287688505	0.08208604983856467	-0.06236323232551696	0.1305449219964829	-0.03621692837473353	-0.2076493771593036
FabR	-0.06623089493415361	-0.14007837105812238	0.05785095928210754	-0.08779707211155154	0.04818180276051592	0.03712164477441462	-0.05172150567426817	-0.11230357758791298	-0.04482304312669988	-0.1282944399522762	-0.016403639221717718	0.009629575179105575	0.062340614415524936	-0.2617174909952446	-0.17381298381123092	-0.0005937201372907137	0.022193824179676677	-0.014164466132507025	-0.12893905038704898	-0.06385601438499075	0.016810761601574208	-0.10589140010517328	-0.022125970449700594	0.02173015702484012	-0.1277176832474795	0.17747708522993932	0.3012535976613081	0.11102566567336346	0.18046264934888692	0.011540788573431871	0.02827804196753199	0.03363848663564244	0.04984421914492991	0.016358403401733664	0.17747708522993932	-0.057884886147095575	0.27562750564034133	0.18064359262882312	0.30452188565515603	0.31934792565492987	1.0	0.1670502287236148	0.02072366003019491	-0.0893577079010014	0.07049437096765074	0.06744095311872707	-0.06019191296628235	0.10330164941108617	-0.030438052371770587	0.04621404459120955	-0.09056776608557486	0.006576157330181904	0.04729970427082685	-0.1704768420874069	0.12988900260671413	0.01666374518662603	-0.08882618701618877	0.06798378295853572	-0.03660143284459799	-0.04691519980096239	0.0799486573443181	0.1057330747352291	-0.05726289362231483	0.07035866350769857	-0.12415536242373523	-0.07416978134135516	0.021085546590067346	0.09487647793905604	0.10692051500981052	-0.0514161638893758	0.02503237188367609	0.18420591345256743	0.053508320563638315	0.06419528303487117	0.12349944303396644	-0.20431323543547958	-0.11030189255361858	-0.060870450266043166	0.0010686962471232846	0.059140180151653086	0.11644265511645396	0.021142091365047414	-0.08803456016646782	0.08424606024280326	-0.011439007978467749	0.07150086796229595	-0.1574036901120152	0.03142193145642377
CzrA	-0.10737287320965107	-0.14125450237770779	0.039971501433410044	-0.13172105331606832	-0.20231155040118518	-0.1602535467710106	-0.26625238194864603	-0.17440104947102364	-0.1525860752837134	-0.17531707482570072	-0.2850139382870326	-0.2709003624520076	-0.35663355027678667	-0.3465911982403266	-0.15297057975357786	-0.24254881227700154	-0.04527540132654042	-0.17399392709116715	-0.12081922069991123	0.20034379223187881	0.20110149221661172	0.10224991659645691	0.016833379511566233	0.03865966265387247	-0.12310362960910597	-0.12859978173716857	-0.10681873441484639	-0.020802822715167004	-0.06375423379002663	0.011258064698531533	-0.014662060152331624	-0.053101198183781825	-0.04499267745164008	-0.02342650027424216	0.13574704129464918	-0.07752854097517119	0.0011365499770993662	0.009346851304205235	0.08309254683320988	0.12422321615371132	0.1670502287236148	1.0	0.5809014368027322	0.4040859254400597	0.5178653216549525	0.5348287541489729	0.4649846480935929	0.4566047124415468	0.4904297968346235	0.5790128413183979	0.5151737903659013	0.48916319387506996	0.5104014113575835	0.42040474749930734	0.46644350328807865	0.4237069623581433	0.16433607952457152	0.19601246246840562	0.021232563005015522	0.24071676156764735	0.10603841652012146	0.054854086208163934	0.1792752090743055	0.24119173767747992	0.10831151647432019	0.22907984687674934	0.2843580188972638	0.19680408931812657	0.11373981487240671	0.1123940492278811	0.4114028193224805	0.4103850133728393	0.34402406545623154	0.35752695772147175	0.14604949929601754	0.1205478057800069	0.14132235610768387	0.30394512895035936	0.30776755573901193	0.407682173128792	0.2781494026044523	0.2971823738627432	0.18932887006576157	0.41013621636292696	0.05554393246292076	0.14620782466596174	0.10903528959406505	0.07622801115062963
