	FadR	LtbR	HrcA	PurR	FruR	NmlR	GguR	FixJ	LiuR	MetJ	BioQ	AcnR	CueR	FadP	PrpR	DasR	CsoR	NtrC	RbsR	RutR	HypR	VanR	TtrR	PhsR	ZntR	NnrR	MerR	NifA	GntR	PhnR	CblR	GlcC	PaaR	FnrN_FixK	HcpR	CadR-PbrR	PdxR	AmtR	NagR	AgaR	FabR	CzrA	Zur	Phr	BirA	ArgR	SahR_SamR	ThiR	MntR	NsrR	FUR	NagC	NrtR	MetR	IscR	KdgR	NarP	TyrR	LiuQ	Rex	Irr	NagQ	SoxR	ExuR_UxuR	LexA	AraR	PsrA	NikR	LldR	PdhR	HutC	PhnF	NadQ	SiaR	RbkR	PhrR	GulR	HexR	NorR	ModE	NiaR	TrpR	SdaR	XylR	HisR	NrdR	CcpA	QorR
BioQ	0.11087864925841527	0.08305861996822184	0.21010342039343854	0.143912106801771	0.2585736015063528	0.18401366121763518	0.10646815680996997	0.14481682320145206	0.30437486924020785	0.045264092371544405	1.0	0.14442100977659159	0.17731875985999515	0.12873548919712074	0.21146049499296019	0.19273286551956167	0.20002714149199044	0.1337792831253428	0.041419047672899785	-0.057907504057087604	-0.006236888680301497	0.034113462745475005	0.18533680895216878	0.0052869364606363545	0.1903353670604068	0.15684955131721054	0.09979587336232196	0.1274575772825712	0.16683535857869053	0.09982980022731	-0.0010460783371312574	0.014062685537542903	0.1756902703405692	0.07821838722992802	0.1003387032021306	0.07419239925134719	0.0787838349797287	-0.19680408931812657	-0.08602156617717739	0.026626934538114006	-0.016403639221717718	-0.2850139382870326	-0.3406766147774115	-0.3564073711768664	-0.270391459477187	-0.27742562948470745	-0.3179343062804282	-0.24797711067508807	-0.42938405776614214	-0.3712334111766402	-0.43171370249532093	-0.49716993401224757	-0.41211528348722937	-0.2869251516813589	-0.24995617779939044	-0.19719990274298704	0.07574172608580104	-0.041226795437967555	-0.14257765011224138	-0.13763563677898344	0.004099496186054928	0.03447534930534744	-0.1293687906768975	-0.16518425114927254	-0.1575620154819594	-0.13189068764100853	-0.051303074339415666	-0.2178839814306959	-0.17925259116431347	-0.24906277035470537	-0.2326874035204777	-0.14696552465069465	-0.1268808205777745	-0.18434162091251957	-0.14171816953254435	-0.24580579131585345	-0.35367060406783113	-0.30734912440415946	-0.0642179009448632	-0.12349944303396644	-0.06355067260009839	-0.283656863687511	0.055362989182984546	-0.041826170052756274	-0.05987526222639397	-0.2341801855799515	-0.12855454591718452	-0.12014068340015041
AcnR	0.10092676886192331	0.12632668178296985	0.2084862398290086	0.23555987808946513	0.2103295994933588	0.13894747555852102	0.2400156063578945	0.2570242746718989	0.13704757111919072	0.24469751372624413	0.14442100977659159	1.0	0.21068017709823525	0.08657570497198207	0.0022335186117126847	-0.03936081786362531	-0.03513126869511623	0.12200666097449266	0.09311228095967793	0.1369344815692306	0.19239359686968124	-0.0034435767962861393	0.14158246207259217	0.06989499635286202	0.04723185054085077	0.16199512584039671	0.034136080655467034	0.14287168294213773	0.1405194203029669	-0.053564865338618387	0.006542230465193864	-0.08650785124200598	-0.10937455824394547	-0.2252008753131167	0.005942855850405143	-0.07671429621545821	-0.04138512080791174	-0.0025162424866130243	0.035052106010144135	-0.0970930331182747	0.009629575179105575	-0.2709003624520076	-0.3076770840990438	-0.4197601370645346	-0.2942646634737717	-0.3306229537859554	-0.38389944077217547	-0.3129809839921742	-0.2780250040994962	-0.35904235769093756	-0.5478001255294005	-0.5223097409683858	-0.38265545572261395	-0.48983042221983475	-0.31812655851536037	-0.4963217623875466	-0.01424362881747912	-0.100655353942019	-0.024297289808935207	-0.01842794216600415	0.010228949793894295	-0.07811660663496389	-0.13348525029544644	-0.2472533375553432	-0.2592860656711017	-0.39881595241191736	-0.326121989697542	-0.2284578543519686	-0.1748647166258602	-0.16501461682433236	-0.2559951597672617	-0.18623021639685386	-0.18499754030228838	-0.10352782851100643	-0.24512725401609264	-0.04900735647522491	-0.29305460528919824	-0.13707018902918275	-0.10035001215712662	-0.15943930201129763	-0.02880956285234463	0.026118031563293394	-0.0363526358346857	-0.2566284612470385	-0.1985230504775206	-0.0759565962307253	-0.09198138546007656	-0.006734482700126095
CueR	0.16959474359771784	0.15109329322423962	0.267880871468072	0.09927566143250532	0.1485940141701206	0.14281513816715766	0.13122345929624374	0.0211307824100514	-0.052377425064036955	0.1587494557565408	0.17731875985999515	0.21068017709823525	1.0	0.07993734838932208	0.023663988329158444	-0.005049448405720069	0.040163753668342274	0.1896002849856659	0.12414405346873922	0.04247078048752905	0.14509954707635242	0.03579849703988103	0.16604373172896958	0.046202735636213535	0.05414162204341508	0.1312008413862517	0.0856144437973209	0.0542434026383792	0.08529779305743253	-0.08520732141746441	-0.020587952570242745	-0.020305228695342407	0.1088995821341129	0.1490011365499771	0.1291199936669852	-0.06392386811496684	0.08847560941131234	-0.06419528303487117	-0.10520155385041645	-0.07690654845039044	0.062340614415524936	-0.35663355027678667	-0.2715110460217924	-0.3498594862341745	-0.2601455462507987	-0.24624684056069798	-0.2376972705837117	-0.3064104811394903	-0.21695664712102278	-0.31021029001815087	-0.3880159003907244	-0.2899333337102985	-0.3033570632905666	-0.33277165523519797	-0.2875358352511436	-0.2182232500805763	0.12208582365946474	-0.021209945095023493	0.019830252585509835	0.061537678610807965	0.07713272755031071	0.03998281038840606	-0.12831705786226824	-0.1668127406686985	-0.05319166982374993	-0.22218138432918105	-0.19963132806712997	-0.3063991721844943	-0.18240778960820125	-0.09097488846543135	-0.11167027610813622	-0.2543892881578278	-0.26269006112490173	-0.1670389197686188	-0.09970540172235384	0.003907243951122697	-0.12492437136346415	-0.14403650530672713	-0.15993689603112224	-0.17647058823529413	-0.0554082250029686	-0.10220468077647285	0.00016397984744219711	-0.22955482298658192	0.04638367891614975	-0.13756778304900735	-0.11249582982284521	0.0024031529366528885
FadP	-0.07008724858779425	-0.11784496553595965	-0.045942629671305225	0.16472058399443598	0.15314021407851808	0.09869890472770863	0.10321117777111806	0.12155430277465211	0.13164189063109624	0.18143521947854407	0.12873548919712074	0.08657570497198207	0.07993734838932208	1.0	0.22333489773877443	0.17252376294168537	0.09686685401835443	0.14777976941040763	0.015182272082148248	-0.003217397696365867	-0.18781347009629576	0.14003313523813832	0.06509999943455225	-0.0071868408999666384	0.10030477633714256	0.016086988481829337	0.03400037319551487	0.05212862805412466	0.15793521099682784	0.1871123148865429	0.09216232874001277	0.00766181700979921	-0.07406800074639103	-0.05674268169249821	-0.0397679402434818	0.07556078280586483	0.006666628970150013	-0.1125636835528213	-0.1049979926604882	-0.04256125212749716	-0.2617174909952446	-0.3465911982403266	-0.4015753374309447	-0.20885943534387705	-0.4235260190782071	-0.32084070771440365	-0.3065461885994425	-0.33090567766085577	-0.363532012824355	-0.40138308519601246	-0.2987769365171811	-0.28678944422140673	-0.37875386624898927	-0.22859356181192078	-0.2742251952208356	-0.24422253761641155	-0.1877682342763117	-0.19872661166744887	-0.07894216034967289	-0.013802579572634591	-0.2299506364114424	-0.1265528608828901	0.08250448117341717	-0.048996047520228896	0.027938773317651582	-0.055430842912960625	-0.12208582365946474	-0.06706775760385862	-0.28837269792084863	-0.06649100089906192	-0.2768827996448988	-0.22393427235356317	-0.4030115747154384	-0.2773803936647234	-0.3363339760589423	-0.23372782738011094	-0.15718881996709094	-0.31169176312262864	-0.3183188107502926	-0.24236786899706533	-0.3384713685531888	-0.16631514664887392	-0.14387817993678295	-0.11087864925841527	-0.13796359647386783	-0.26252042679996157	-0.09446935555919955	-0.19302689834945802
PrpR	0.006055945400365279	0.018495795895980233	-0.16781923766334372	-0.10344866582603435	-0.10059880916703892	0.16590802426901743	0.13358703089041057	0.050726317634618975	0.10139043601675987	0.08508292291250827	0.21146049499296019	0.0022335186117126847	0.023663988329158444	0.22333489773877443	1.0	0.01634709444673765	0.05003647137986214	0.0752893678859605	-0.0878423079315356	-0.18283752989804977	0.06607256956420941	0.09928697038750134	0.23948408547308186	-0.11266546414778543	0.13034136080655467	0.1608189945208113	0.029420246422129363	-0.05353093847363034	0.04882641319528869	0.304499267745164	0.02012428541540619	-0.03282424187592946	0.007198149854962652	-0.05673137273750219	-0.08814764971642795	0.053587483248610415	-0.18146914634353212	-0.17726221508501508	-0.05071500867962296	-0.17718305240004298	-0.17381298381123092	-0.15297057975357786	-0.2655399177838972	-0.07914572153960113	-0.09337238692458623	-0.18730456712147514	-0.19133055510005598	-0.07286925151681359	-0.05056799226467478	-0.2300297990964145	-0.13924150838841737	-0.15284618124862173	-0.17010364657253846	-0.27260801465640566	-0.2596366432759781	-0.19144364465001612	0.05313512504876987	-0.03385335678056669	-0.19207694612979287	0.047480647550763075	0.061752548755732224	0.15837626024167237	-0.18083584486375537	-0.05946813984653748	-0.19831948928759238	0.004755415575823716	0.0891089108910891	-0.16986615851762218	-0.14503169334637633	-0.10819842692436006	-0.1723654375717412	-0.27569535937031736	-0.13267100553573347	-0.12292268632916975	0.028391131517492126	0.12648500715291403	-0.19730168333795114	-0.14075690835788318	-0.12822658622230013	-0.10367484492595462	-0.15861374829658864	-0.4057370328694777	0.18041741352890286	0.04100061633804728	-0.010081933378946119	0.00027706939740233306	-0.11777711180598356	-0.03133145981645566
DasR	0.11133100745825582	-0.14711254106564284	-0.08071766628404703	0.0397679402434818	-0.023200321174321886	-0.10679611650485436	-0.11379635964738678	-0.006847572250086231	0.13537384577978073	0.09440150182922347	0.19273286551956167	-0.03936081786362531	-0.005049448405720069	0.17252376294168537	0.01634709444673765	1.0	0.16002736767109035	0.128124805627336	0.08406511696286705	0.036567505979609956	-0.12891643247705695	-0.03620561941973752	0.04326240733725	0.13213948465092082	0.2543214344278517	0.1866712656416984	0.1437650903868228	-0.06500952779458415	0.054503508603287516	0.14937433206484554	-0.14720301270561092	-0.021549213744903904	-0.006022018535377239	0.09021718848069844	0.16493545413936025	0.14785893209537973	0.13211686674092882	0.024546086818847505	-0.06577853673431307	-0.012943098992937557	-0.0005937201372907137	-0.24254881227700154	-0.18230600901323712	-0.0947520794340999	-0.16559137352912903	-0.11357018054746651	-0.20102232953163962	-0.11682715958631842	-0.18030432397894272	-0.22971314835652612	-0.13833679198873627	-0.07311804852672589	-0.17066909432233915	-0.12314886542909002	-0.22992801850145037	-0.10230646137143697	0.05143878179936783	-0.0267060972230861	0.12697129221774262	-0.03540268361502055	-0.161384442270612	-0.22654664095764232	-0.10379924343091076	0.018122600381111784	0.13772610841895155	-0.022691418199501275	0.06733917252376294	-0.09806560324793187	0.009346851304205235	0.05797535778706368	-0.32566963149770145	-0.2499109419794064	-0.14229492623734105	0.1454953605012129	0.05039835793973458	-0.40136046728602043	-0.08121526030387162	-0.15131947232415988	-0.1064116120349899	-0.14928386042487743	-0.17884546878445698	-0.0866887945219422	0.10561998518526895	0.02893396135730078	-0.07265438137188933	-0.04722054158585476	-0.027972700182639622	0.010737852768714907
CsoR	0.13970517554325393	0.05434518323334332	0.08465318262265975	0.10206897331652069	-0.11138755223323589	-0.12331849975403023	0.022125970449700594	0.09891377487263289	0.024681794278799667	-0.08667748556694618	0.20002714149199044	-0.03513126869511623	0.040163753668342274	0.09686685401835443	0.05003647137986214	0.16002736767109035	1.0	0.24997879570938247	0.17460461066095187	-0.03234926576609688	0.06283820843534953	-0.1059931807001374	-0.05043228480472262	-0.09355333020452244	-0.1894193417057297	0.007763597604763332	0.08731078704672295	-0.005128611090692165	-0.01920826006072909	-0.03271115232596932	-0.044087961051958995	-0.036703213439562114	0.002663258901561201	0.14003313523813832	0.03229272099111682	0.20016284895194258	0.16092077511577543	-0.04397487150199886	-0.01528405267711237	-0.047141378900882665	0.022193824179676677	-0.04527540132654042	-0.2591390492561535	-0.22011184556491056	-0.02852683897744429	-0.13970517554325393	-0.04857761618537639	-0.007989776704683604	-0.1140564656122951	-0.14124319342271177	-0.12070613114995109	-0.11592244318663734	-0.1418312590825045	0.09830309130284816	-0.032326647856104854	-0.04691519980096239	0.13607500098953357	0.12616835641302565	-0.09708172416327869	-0.15696264086717066	-0.08267411549835738	-0.0281197165975878	-0.04433675806187129	-0.11703072077624667	-0.026660861403102046	-0.10343735687103833	0.08746911241666713	0.01920826006072909	0.04218805661262871	0.04414450582693906	-0.13446912938009964	0.03362717768064642	0.1260552668630655	0.11708726555122674	-0.12089838338488332	-0.16245879299523328	-0.04291182973237358	-0.030030929991914097	-0.0052190827306602735	-0.05014956092982228	-0.11304996861764989	-0.1333608517904903	-0.03124098817648755	0.03846741041894024	0.023064613714369724	-0.025360331578560484	0.0920153123250646	0.018631503355932395
NtrC	-0.0157251019219569	-0.09078263623049912	0.2024924936811214	0.13450305624508768	0.26301802081978615	0.10123211064681568	-0.012343724378148837	0.16559137352912903	0.12092100129487535	0.07319721121169798	0.1337792831253428	0.12200666097449266	0.1896002849856659	0.14777976941040763	0.0752893678859605	0.128124805627336	0.24997879570938247	1.0	0.2573861612317714	-0.1639741929646991	-0.0731293574817219	0.05753430854221916	-0.028922652402304766	0.0737852768714907	0.12288875946418171	0.232947509485386	-0.006836263295090217	0.05722896675732679	-0.09781680623801958	0.007073751350006503	-0.01994334213546997	-0.17324753606143026	-0.06159422338578804	0.1471690858406229	0.1235446788539505	0.022827125659453436	0.14460195305652782	-0.050986423599527285	-0.10142436288174791	-0.037890653714143546	-0.014164466132507025	-0.17399392709116715	-0.15153434246908415	-0.13865344272862465	-0.03167072846633607	-0.013180587047853843	-0.07293710524678967	-0.1682150510882042	-0.08846430045631633	-0.14929516937987344	-0.36184697852994896	-0.21479663671678417	-0.1835386851078026	-0.13005863693165434	-0.067384408343747	-0.1202990087700946	0.22710077975244697	0.20278652651101775	0.09901555546759702	0.07333291867165015	-0.1606493601958711	-0.06254417560545318	0.042934447642365606	-0.15714358414710689	-0.017794640686227388	-0.012592521388061136	0.04087621783309113	-0.06935216651305336	0.003092999191409718	0.0323605747210929	-0.12394049227881097	-0.10604972547511747	0.06684157850393835	0.048441908725424226	-0.2106462502332472	-0.04924484453014119	-0.1363577248644339	0.01883506454586064	-0.1425211053372613	-0.31352381383198286	-0.14654709331584215	-0.02975951507200977	-0.12408750869375915	-0.17765802850987555	-0.005908928985417103	-0.06590293523926921	0.003907243951122697	0.08988922878581404
RbsR	0.26717971625831916	-0.07413585447636711	0.1051676269854284	0.2267162752825825	0.020667115255214842	0.04224460138760878	-0.051461399709359854	0.00910936324928895	-0.004902431990771893	-0.15449728867803972	0.041419047672899785	0.09311228095967793	0.12414405346873922	0.015182272082148248	-0.0878423079315356	0.08406511696286705	0.17460461066095187	0.2573861612317714	1.0	-0.0322814120361208	-0.002606714126581133	0.0017924693668681547	0.020497480930274637	0.0015889081769399098	0.13339477865547833	0.12642846237793395	0.018371397391024082	-0.01747798994633901	-0.042696959587449325	-0.17584859571051337	0.030845174751627076	-0.10073451662699108	-0.015962589976873186	0.09556632419381288	0.06612911433918948	-0.0016002171319359235	0.14928386042487743	0.038942386528772806	-0.28582818304674557	-0.16495807204935228	-0.12893905038704898	-0.12081922069991123	-0.040310770083290454	0.02988391357696592	0.07292579629179366	-0.006847572250086231	0.05797535778706368	-0.20218715189622902	-0.05501241157810813	-0.21478532776178816	-0.13208293987594077	-0.15744892593199925	-0.051133440014475465	-0.058099756292019834	-0.054107695178427034	-0.15653290057732216	0.07326506494167406	0.19388637892915506	0.18837891784609642	0.15196408275893267	0.11150064178319602	-0.10703360455977065	0.2684802460828607	0.03366110454563446	0.10735025529965904	0.10368615388095064	0.019140406330753007	0.02040700929030653	0.017749404866243334	0.004009024546086819	-0.01134853633849964	-0.03091302848160316	0.06275904575037744	-0.04835143708545612	-0.12326195497905017	-0.10971382689382587	0.015589394462004738	0.08973090341586985	0.008204646849607863	-0.11049414478855081	-0.1438329441167989	-0.029951767306942004	-0.2094814278686578	-0.22192127836427275	0.07318590225670198	0.025303786803580416	0.0416791536378081	-0.010330730388858417
RutR	0.12313755647409401	0.13667437560432227	0.2946944037636202	0.082368773713465	0.1976522609428276	0.04996861764988606	-0.09653889432347004	-0.0629739158953017	0.19040322079038285	0.06116448309593952	-0.057907504057087604	0.1369344815692306	0.04247078048752905	-0.003217397696365867	-0.18283752989804977	0.036567505979609956	-0.03234926576609688	-0.1639741929646991	-0.0322814120361208	1.0	0.19885101017240503	0.23280049307043782	0.13821239348378014	0.152258115588829	-0.11869313716066067	0.07250736495694116	0.03265460755098925	0.06861708443831248	0.032598062776009185	-0.03170465533132411	0.03888584175379274	0.0825270990834092	-0.027825683767691445	0.18805095815121203	0.11820685209583208	0.07224725899203284	0.09679900028837836	0.12451724898360766	-0.03972270442349775	0.09903817337758905	-0.06385601438499075	0.20034379223187881	0.11751700584107526	0.017376209351374888	0.011054503508603288	0.10094938677191534	-0.05672006378250618	0.009776591594053752	0.06699990387388254	0.03946259845858943	0.03734782387433489	-0.04285528495739351	0.14777976941040763	0.21472878298680811	0.02418420025897507	-0.03740436864931496	-0.06566544718435292	-0.12267388931925745	-0.037890653714143546	0.06800640086852774	0.06126626369090364	-0.1245398668935997	0.10309808822115793	0.15093496785429542	0.22567585142294927	-0.0979977495179558	-0.0672147740188068	0.11243928504786516	-0.1867730462366625	0.07776602903008747	0.14055334716795495	0.08787623479652362	0.10011252410221033	0.09347416751955036	0.06195610994566047	-0.01616615116680143	-0.06419528303487117	0.00813679311963178	0.16136182436061997	0.22923817224669354	0.043748692402078584	0.3291867165014617	0.1535021006383905	-0.01417577508750304	-0.08396333636790293	0.09371165557446665	-0.07167050228723615	-0.18822059247615225
HypR	0.2316243617508524	0.1829393104930139	0.2739537803009313	0.18193281349836868	0.059422904026553425	0.2910981560748879	0.0894255616309775	0.15940537514630962	0.0966746017834222	0.2905440172800832	-0.006236888680301497	0.19239359686968124	0.14509954707635242	-0.18781347009629576	0.06607256956420941	-0.12891643247705695	0.06283820843534953	-0.0731293574817219	-0.002606714126581133	0.19885101017240503	1.0	0.28144030850829227	0.133123363735574	0.06867362921329255	-0.07783388276006356	0.02211466149470458	-0.09748884654313518	-0.08173547223368825	-0.01071523485872288	-0.09678769133338234	0.1625492646352014	0.0014984365369718011	0.060214530876274375	-0.06001096968634613	0.09275039439980548	-0.03925903726866119	-0.20801126371917603	-0.10071189871699905	0.011337227383503626	0.11804852672588789	0.016810761601574208	0.20110149221661172	0.025122843523644196	-0.009346851304205235	-0.019773707810529766	-0.16327303775494625	-0.10617412398007361	0.027181073332918672	0.023189012219325872	-0.018201763066083877	-0.11666883421637424	-0.1881866656111642	-0.010579527398770716	-0.11619385810654166	-0.17082741969228332	-0.22099394405459963	0.14223838146236098	-0.0430136103273377	-0.16010653035606245	0.1786305986395327	0.019004698870800845	0.024613940548823585	-0.08364668562801454	-0.12219891320942489	-0.11723428196617491	-0.15084449621432733	0.07325375598667805	-0.09225280037998089	-0.039813176063465856	-0.104828358335548	0.0542434026383792	-0.038320394003992064	0.02400325697903885	-0.03142193145642377	-0.06342627409514223	0.02557520172348474	-0.06470418600969177	0.029872604621969907	0.2648726894391324	0.132286501065869	0.2374371646188034	0.07972247824439782	0.13963732181327784	0.10895612690909297	-0.10869602094418465	0.20055866237680306	0.1523259693188051	0.004687561845847635
VanR	-0.013983522852570809	-0.01128068260852356	0.032451046361061005	0.1559787617825175	0.01509180044218014	0.09524967345392449	-0.10504322848047226	0.0012383305720634885	0.19045976556536293	0.06225014277555682	0.034113462745475005	-0.0034435767962861393	0.03579849703988103	0.14003313523813832	0.09928697038750134	-0.03620561941973752	-0.1059931807001374	0.05753430854221916	0.0017924693668681547	0.23280049307043782	0.28144030850829227	1.0	-0.0052643185506443275	0.004110805141050941	0.02956726283707754	0.08513946768748834	0.05744383690225105	0.05109951314948742	0.016482801906689812	-0.02550734799350866	0.10360699119597853	0.059400286116561396	0.024071110709014933	-0.072382966451985	0.09295395558973372	0.0395983059185416	-0.09403961526935103	-0.014922166117239937	-0.028979197177284834	-0.0024710066666289703	-0.10589140010517328	0.10224991659645691	0.07115029035741953	0.16637169142385397	0.004540545430899458	0.017579770541303132	-0.07485962759611198	0.004551854385895471	0.06981583366788992	0.051303074339415666	0.03271115232596932	-0.001950794736812345	0.06562021136436888	-0.01826961679605996	-0.09832570921284019	-0.04411057896195102	0.13717196962414688	-0.18612843580188973	-0.13256922494076934	0.21737507845587528	-0.04888295797026876	-0.1201293744451544	0.05904970851168498	5.654477498006797e-06	-0.03297125829087763	0.1753849285556768	0.08175809014368027	-0.1292896279919254	0.024580013683835545	-0.03181774488128424	0.04283266704740148	-0.08123787821386365	-0.0520833922341406	-0.08154321999875601	0.041543446177855936	0.18639985072179405	-0.09003624520076223	0.09573595851875308	-0.03308434784083777	-0.02169623015985208	0.054763614568195826	-0.025281168893588387	0.183877953757683	0.1317775980910484	0.07636371861058179	-0.013316294507806007	-0.029929149396949975	-0.009245070709241113
TtrR	0.12690343848776653	0.053779735483542646	0.08925592730603729	-0.08157714686374405	-0.05814499211200389	-0.11369457905242267	0.21325861883732633	0.017410136216362927	0.0049589767657519605	0.1961707878383498	0.18533680895216878	0.14158246207259217	0.16604373172896958	0.06509999943455225	0.23948408547308186	0.04326240733725	-0.05043228480472262	-0.028922652402304766	0.020497480930274637	0.13821239348378014	0.133123363735574	-0.0052643185506443275	1.0	0.10867340303419262	0.07634110070058976	0.11886277148560087	-0.05341784892367021	-0.11485940141701206	0.25237629416853735	-0.10472657774058389	-0.056301632447653675	0.040073282028374166	0.05273931162390939	0.1486618679000967	0.11129708059326777	0.05789619510209159	0.20046819073683497	0.08667748556694618	-0.07026819186773046	0.029454173287117403	-0.022125970449700594	0.016833379511566233	0.036058603004789344	-0.036318708969697654	-0.012909172127949517	0.0380150522190997	-0.0661404232941855	0.06263464724542128	0.06332449350017812	-0.04342073270719419	-0.03286947769591351	-0.13184545182102447	-0.04080836410311505	-0.19205432821980084	-0.04435937597186332	0.01194791095328836	0.14689767092071856	0.13622201740448173	-0.005309554370628382	0.1441722127666793	0.18872949545097284	-0.053248214598730005	-0.05599629066276131	0.05746645481224307	0.012807391532985395	-0.04390701777202278	-0.0519137579092004	-0.08932378103601336	-0.16570446307908918	-0.0866887945219422	-0.15095758576428744	-0.15886254530650096	-0.07680476785542632	-0.041950568557712425	0.015883427291901092	-0.03475807318024778	-0.18133343888357997	-0.18474874329237606	-0.051325692249407695	0.14946480370481366	0.03657881493460597	0.031998688161220465	0.13029612498657062	-0.06483989346964394	-0.16986615851762218	-0.13045445035651482	0.03671452239455813	-0.08728816913673092
PhsR	0.012377651243136879	-0.02167361224986005	0.1502564305545346	0.016629818321637988	0.10007859723722229	-0.16145229600058805	-0.019129097375756993	0.07225856794702885	0.19785582213275582	0.10941979406392953	0.0052869364606363545	0.06989499635286202	0.046202735636213535	-0.0071868408999666384	-0.11266546414778543	0.13213948465092082	-0.09355333020452244	0.0737852768714907	0.0015889081769399098	0.152258115588829	0.06867362921329255	0.004110805141050941	0.10867340303419262	1.0	0.2608127745955635	0.07308412166173785	-0.11700810286625464	-0.002052575331776467	0.05763608913718328	0.006858881205082244	-0.019524910800617468	-0.0006276470022787544	0.004393529015951281	0.012377651243136879	0.1943274281739996	-0.043104081967305814	-0.006768409565114136	-0.12297923110414982	0.019660618260569633	0.19090081481020746	0.02173015702484012	0.03865966265387247	0.0603163114712385	0.054164239953407106	-0.040559567093202756	0.14097177850280745	-0.16858824660307264	0.006949352845050353	0.08719769749676282	0.015951281021877175	-0.1757920509355333	-0.08176939909867628	-0.031218370266495526	-0.13861951586363663	0.04215412974764067	-0.1408586889528473	-0.05102035046451533	0.08063850359907493	0.04702828935092253	0.10521286280541246	-0.01301095272291364	0.05488801307315198	-0.0007859723722229448	0.048125257985535845	0.06711299342384267	-0.06667194417899815	0.010952722913639166	0.006621393150165959	-0.1408586889528473	-0.03903285816874092	0.022533092829557084	0.0015662902669478828	-0.09462768092914374	-0.03517650451510028	-0.02984998671197788	0.07534591266094057	0.05972824581144579	0.08438176770275543	-0.016211386986785484	-0.1540675483881912	0.03554970002996873	0.12447201316362362	-0.015464995957048588	-0.1320942488309368	-0.21532815760159682	0.03282424187592946	-0.12456248480359172	-0.07574172608580104
ZntR	-0.026943585278002388	-0.1750456599057964	-0.008329045354564012	0.02919406732220909	-0.061345426375875735	-0.08925592730603729	-0.1945988430939039	0.003839390221146615	0.06025976669625843	0.003307869336333976	0.1903353670604068	0.04723185054085077	0.05414162204341508	0.10030477633714256	0.13034136080655467	0.2543214344278517	-0.1894193417057297	0.12288875946418171	0.13339477865547833	-0.11869313716066067	-0.07783388276006356	0.02956726283707754	0.07634110070058976	0.2608127745955635	1.0	0.20945880995866578	-0.08663224974696213	0.06744095311872707	0.16152014973056414	-0.019479674980633414	0.09604130030364544	0.09790727787798768	0.030743394156662954	-0.06500952779458415	0.1519075379839526	-0.030404125506782547	-0.05062453703965485	-0.09643711372850591	0.035052106010144135	-0.05379104443853866	-0.1277176832474795	-0.12310362960910597	0.010172405018914227	0.04924484453014119	0.05828069957195605	0.05261491311895324	0.04879248633030065	-0.06483989346964394	-0.05255836834397318	-0.08247055430842913	-0.037019864179450496	-0.09074870936551108	-0.0970025614783066	-0.21300982182741404	-0.04753719232574314	-0.01865412126592442	0.04463079089176765	0.04270826854244533	0.10595925383514937	0.054978484713120085	0.06525832480449643	0.1669597570836467	-0.08157714686374405	0.006395214050245687	-0.018416633211008136	0.17349633307134255	0.18163878066847233	0.08797801539148775	-0.06465895018970771	-0.03335576276074209	-0.03826384922901199	0.0846871094876478	-0.043104081967305814	-0.06241977710049703	-0.053055962363797775	0.002143046971744576	0.11925858491046135	-0.05814499211200389	0.05482015934317589	-0.07980164092936992	-0.01615484221180542	-0.09653889432347004	0.01791903919118354	-0.09634664208853781	-0.09313489886966995	-0.1727951778615897	0.03237188367608891	0.002301372341688766
NnrR	-0.003782845446166547	0.029171449412217065	0.08898451238613296	0.0017698514568761274	0.13925281734341338	0.08439307665775143	-0.002697185766549242	0.09364380184449056	0.19030144019541875	0.19140971778502808	0.15684955131721054	0.16199512584039671	0.1312008413862517	0.016086988481829337	0.1608189945208113	0.1866712656416984	0.007763597604763332	0.232947509485386	0.12642846237793395	0.07250736495694116	0.02211466149470458	0.08513946768748834	0.11886277148560087	0.07308412166173785	0.20945880995866578	1.0	0.31509575857642874	0.22727041407738718	0.20272998173603768	0.15588829014254937	0.0911784496553596	-0.018688048130912464	0.15090104098930737	0.11585458945666126	0.15177183052400042	-0.05729682048730287	0.1519867006689247	0.19248406850964936	0.16796625407829188	0.20753628760934345	0.17747708522993932	-0.12859978173716857	-0.13549824428473686	-0.20439239812045168	-0.12007282967017432	-0.19364889087423875	-0.29688834103284684	-0.30514387817993677	-0.27859045184929687	-0.3046575931151082	-0.37599448122996193	-0.2647030551141922	-0.2937783784089431	-0.28689122481637086	-0.0619787278556525	-0.20672204284963047	0.01288655421795749	0.1798745836890942	0.08484543485759198	0.03854657310391233	-0.15159088724406422	0.017183957116442654	-0.1282152772673041	-0.15913396022640527	-0.14495253066140423	-0.04912044602518504	-0.01336153032779006	-0.15470084986796795	0.08508292291250827	0.09160818994520811	-0.077370215605227	-0.013271058687821953	-0.015170963127152236	-0.01733097353139083	-0.10598187174514138	-0.16942510927277765	-0.3183753555252727	-0.18265658661811354	0.09138201084528784	-0.19272155656456566	-0.10013514201220236	-0.040503022318222684	-0.0023126812966847796	0.015713792966960887	-0.23248384233054945	-0.2132246919723383	-0.34604836840051795	-0.16268497209515353
