	NiaR	HutC	PhnF	CcpA	Rex	AgaR	GulR	Irr	SiaR	MetR	FUR	SahR_SamR	IscR	KdgR	NagC	BirA	AraR	XylR	RbkR	NsrR	Zur	NrtR	ArgR	Phr	MntR	ThiR	ModE	PhrR	CzrA	NadQ	NarP	PsrA	HypR	HexR	HisR	TyrR	CblR	VanR	LldR	NagR	ExuR_UxuR	NrdR	PdhR	NmlR	NnrR	NtrC	GntR	HrcA	LiuR	PurR	FruR	CueR	FadP	MerR	AcnR	NifA	BioQ	PaaR	RbsR	PhnR	FnrN_FixK	DasR	FadR	FixJ	GlcC	PdxR	GguR	TtrR	CadR-PbrR	HcpR	CsoR	ZntR	MetJ	NorR	LtbR	RutR	TrpR	NagQ	PhsR	LiuQ	PrpR	AmtR	NikR	FabR	QorR	SdaR	LexA	SoxR
RbsR	-0.6837874144662273	-0.6012342051131355	-0.6085176944712648	-0.4749800596112674	-0.4698165484236598	-0.5925443936022837	-0.6644557323370136	-0.5813148062633811	-0.6149615885143361	-0.7149783804206372	-0.7690693085932581	-0.7554258847235632	-0.7152512488980312	-0.7353175769279208	-0.7436925401956257	-0.6978716258763276	-0.7547961882372697	-0.665400277066454	-0.770223752151463	-0.7854414172368919	-0.7795432601486084	-0.759812770244742	-0.7465051845010705	-0.7644935141261912	-0.7199319927794803	-0.7176860753116998	-0.7454766802401243	-0.637168884597624	-0.7613660215775996	-0.6916586205448974	-0.14470425255027078	-0.17092061626296126	-0.31249737626464047	-0.29979849712438605	-0.3056336845640401	-0.29343856261282064	-0.2647453927207086	-0.23195919566768816	-0.46328869484908275	-0.5100961336635742	-0.35355358717098356	-0.42059527307837624	-0.30552873514965784	0.5922715251248898	0.7505352420133495	0.7023844506947651	0.6596910289240586	0.6928340539859787	0.7755132026363293	0.657025313798749	0.5567356534150539	0.6898954703832753	0.7774862516267159	0.6826119810251459	0.7370597372066664	0.6822761428991226	0.688636077410688	0.6846899794299148	1.0	0.37918223416313335	0.21222870576382183	0.3360060450862684	0.3139246883002393	0.4418160446664708	0.41492800470173374	0.2926829268292683	-0.00023088871164098903	-0.05818395533352924	0.22551530162461694	0.3446958565971202	0.28764535493891946	0.37513118676797785	0.10667058477813694	0.1328449687250745	0.16966122329037403	0.20863943579194827	-0.04086730196045506	0.04819277108433735	0.020129297678518954	0.022270265731917215	-0.08444229881197263	0.14344485957768355	-0.0313169052516687	0.48606271777003485	0.2898702825238235	0.3355862474287393	0.3442130892909618	0.19497502203937703
PhnR	-0.2937114310902145	-0.35739473573737457	-0.3848914823055287	-0.26189076864951094	-0.5017841400444986	-0.41308089500860584	-0.4854959909323706	-0.412766046765459	-0.4066370009655346	-0.5204231560387893	-0.5463876411569624	-0.5716594601402124	-0.48631459636455227	-0.5168758658326686	-0.5712186725998069	-0.5444775618152051	-0.47735191637630664	-0.5115024558162965	-0.541790856807019	-0.5955879266193694	-0.5533143025061921	-0.5740103270223752	-0.5850090256496369	-0.5818815331010453	-0.56729356450191	-0.5520758994164813	-0.4568867805717644	-0.3638806095461987	-0.5499979010117123	-0.547898912724067	-0.0396288988707443	-0.12994836488812392	-0.15400277066453968	-0.11107846018219218	-0.14850342135090885	-0.156794425087108	-0.13391545275177363	0.05335628227194492	-0.23888585701691784	-0.16111834095965744	-0.008584862096469501	-0.11070064229041601	-0.2686285210528525	0.1487133201796734	0.4657445111456278	0.43824776457747366	0.425213047311196	0.33890264892321903	0.41597749884555646	0.4099953822257672	0.41182150203601864	0.554237857352756	0.41196843121615384	0.5114814659334201	0.5359766592502414	0.44078754040552454	0.4747911506653793	0.2430628437093321	0.37918223416313335	1.0	0.3668821627975316	0.5803072918853113	0.30063809243944417	0.37353595566936737	0.3504890642710214	0.3484740355148818	-0.026951009613366356	0.2772763527979514	0.3083623693379791	0.4522060366903153	0.42989379119264515	0.27402292095210107	0.07298182276142899	0.36161370219554173	0.05738633978422401	0.2090382435666009	-0.10257755761722849	0.2697829646110575	0.16523235800344235	0.0901935267201209	0.34962847907308675	-0.007241509592376474	-0.20937408169262414	0.246945972041476	0.2140548255740733	0.016938835481298015	-0.027307837622266067	-0.06911968431216153
FnrN_FixK	-0.2739599513034717	-0.32708534486377566	-0.3533436883422191	-0.17612610721632174	-0.46379245203811764	-0.24719785063599345	-0.23892783678267077	-0.26270937408169265	-0.2841820242643046	-0.2994206792326099	-0.3465009865244952	-0.36293606481675833	-0.44838587800680074	-0.35831829058393855	-0.3955123630410142	-0.4481130095294068	-0.39756937156290667	-0.40810629276688637	-0.3900969732588892	-0.41492800470173374	-0.44141723689181817	-0.485097183157718	-0.5012384030897108	-0.478065572394106	-0.42605264262625414	-0.4753158977372906	-0.37783888165904034	-0.44160614583770624	-0.40527265857856515	-0.40625918307375847	-0.26468242307207923	-0.3582133411695563	-0.37051341253515807	-0.27612190923974644	-0.3245245791528483	-0.26231056630704	0.03448637756601318	0.22261869778766635	-0.10792997775072415	-0.0003358381260232568	-0.06697871625876328	-0.14208051719071407	0.04815079131858444	0.17190714075815458	0.4139624700894169	0.4200495361235884	0.20981486923302967	0.23309264934301666	0.21042357583644683	0.15433860879056294	0.5612064984677385	0.390411821502036	0.3097057218420721	0.31002057008521894	0.274295789429495	0.35831829058393855	0.3693169892112002	0.19843835271399185	0.21222870576382183	0.3668821627975316	1.0	0.5054993493136308	0.5231308509298518	0.4485957768355653	0.45619411443684144	0.3593887746106377	0.005688258259518912	-0.03234540951261492	0.05595902774862516	0.42093111120439947	0.06660089836698711	0.13771462155241174	0.10984005709248143	0.1578858989966836	0.2936694513244616	0.30634734058183954	-0.2866168506779732	-0.005982116619789262	-0.11049074346165148	-0.05268460601989841	0.11907560555812098	0.014021241761470972	-0.19745182821879853	0.06905671466353218	0.14489316149615886	0.08935393140506276	-0.2110742622056169	-0.10415179883296251
DasR	-0.3548129801435708	-0.4950253977582805	-0.42980983166113934	-0.3531757692792074	-0.6067965240753956	-0.18701985642920113	-0.3266655472062466	-0.23955753326896437	-0.2565803282817682	-0.4008018135258805	-0.4713907896393938	-0.4546828428697368	-0.46288988707443013	-0.4568448008060115	-0.5369421938625583	-0.6114982578397212	-0.5276436757482893	-0.48096217623105664	-0.5158053818059696	-0.5842533898660845	-0.5874858318290584	-0.6595021199781705	-0.636707107174342	-0.6470551194324335	-0.580895008605852	-0.5668527769615046	-0.5602829436211746	-0.5348432055749129	-0.5288610889551236	-0.45560639771630074	-0.406469081902523	-0.3615927123126653	-0.3879769950883674	-0.43260148608370763	-0.48316611393308423	-0.531421854666051	-0.009319507997145376	0.4076445153436044	-0.11544435582049452	-0.03801267788925738	0.08139876579488686	-0.1804710129717476	-0.06989630997859032	0.18731371478947148	0.42225347382561607	0.39328743545611017	0.2702027622685865	0.21245959447546284	0.27635279795138745	0.21579698585281895	0.6166827589102053	0.5952730783762227	0.43843667352336174	0.45176524914990973	0.4745602619537383	0.45552243818479493	0.5124050207799841	0.3024852021325721	0.3360060450862684	0.5803072918853113	0.5054993493136308	1.0	0.596490491583057	0.42569581461735445	0.5173796230217036	0.4980899206582427	0.08024432223668192	0.21138911044876368	0.20173376432559506	0.43006171025565676	0.09590277486251626	0.2722177910247261	0.28451786239032784	0.24971663658116788	0.29713278199907645	0.488938331724109	-0.4289072666974518	-0.07988749422778221	0.00419797657529071	0.02306788128122245	0.14539691868519375	0.011838293942319802	-0.19176356995927962	-0.03744595105159313	0.03711011292556988	-0.05560219973972545	-0.15547206246589143	0.07455606397716301
FadR	-0.33546030813148064	-0.3413584652197641	-0.45993031358885017	-0.3374543470047437	-0.4953822257671802	-0.24413332773603122	-0.25872129633516644	-0.18867805717644096	-0.15297426640359346	-0.37019856429201126	-0.4190210318626422	-0.45407413626631965	-0.4675286511901264	-0.4551236304101423	-0.5010075143780698	-0.5611225389362328	-0.41217833004491833	-0.46849418580244323	-0.48203266025775576	-0.5531883632089333	-0.4955711347130683	-0.5911380714495613	-0.559842156080769	-0.601633012887788	-0.5100751437806977	-0.5722681667436296	-0.509256538348516	-0.3761806809118005	-0.45493472146425423	-0.4257377943831073	-0.38510138113429326	-0.4338818689391713	-0.3372024684102263	-0.36854036354477143	-0.5554762604424668	-0.406007304479241	-0.00419797657529071	0.32727425380966374	-0.2337643255950632	-0.16653373074178246	-0.08209143192980983	-0.21264850342135092	0.0626338105033374	0.24889803114898618	0.4236807858612149	0.42216951429411026	0.31363082993996894	0.23674488896351958	0.32952017127744426	0.2173922169514294	0.6393098526510222	0.5662860501238403	0.48205365014063223	0.39616304941018426	0.29337559296419125	0.33468368246505187	0.46908190252298393	0.3895932160698543	0.3139246883002393	0.30063809243944417	0.5231308509298518	0.596490491583057	1.0	0.35854917929557956	0.479220015952311	0.5002518785945175	0.05841484404517023	0.0626338105033374	0.18859409764493515	0.2844129129759456	-0.06670584778136938	0.20924814239536543	0.19352672012090172	0.22190504176986692	0.48805675664329795	0.43247554678644895	-0.2855253767683976	-0.11166617690273288	-0.13874312581335796	-0.20064229041601947	-0.004680743881449141	0.1294236178162126	-0.17812014608958482	0.05635783552327778	-0.049179295579530664	0.007115570295117753	-0.274064900717854	0.06735653415053944
FixJ	-0.46519877419084	-0.3152260610385794	-0.2842659837958104	-0.47038327526132406	-0.633747533688762	-0.47367868687292725	-0.4535493891944083	-0.43875152176650856	-0.33629990344653876	-0.49937030351370637	-0.5747029931572982	-0.5626128206204609	-0.5989043281138491	-0.5698963099785903	-0.6172914655136225	-0.6444733638386297	-0.5195625708408547	-0.605285252508291	-0.6332227866168507	-0.6277444271860964	-0.6076361193904538	-0.6430250619201545	-0.656374627429579	-0.6375257126065237	-0.6381344192099409	-0.6466982914235339	-0.5439108349775408	-0.5199193988497545	-0.5187439654086731	-0.6198942109903026	-0.3512447000545737	-0.40963855421686746	-0.3347676419965577	-0.20416859073926366	-0.4705511943243357	-0.3102934385626128	-0.0907812434406616	0.01838713739977331	-0.24833130431132194	-0.07384240795936359	-0.15320515511523447	-0.0686369170060031	-0.08043323118257	0.4952562864699215	0.4682003274421729	0.39156626506024095	0.33033877670962597	0.2834683682465052	0.34475882624574955	0.3404349103732001	0.5596322572520045	0.5749338818689391	0.5549095336048024	0.61162419713698	0.5054993493136308	0.532534318458503	0.4488476554300827	0.3489358129381638	0.4418160446664708	0.37353595566936737	0.4485957768355653	0.42569581461735445	0.35854917929557956	1.0	0.4184333151421015	0.36663028420301413	0.16548423659795977	0.13639225893119516	0.1200201502875614	0.3750052474707191	0.3066411989421099	0.3844087149993703	0.30827840980647325	0.2160908442130893	0.30309390873598924	0.33256370429453	-0.03200957138659166	-0.0482137609672138	-0.052180848830863526	-0.06769237227656269	0.0212837412367239	-0.008899710339616305	-0.03809663742076319	0.26539607908987867	0.19598253641744678	-0.10511733344527938	-0.01330758574367155	-0.04015364594265564
GlcC	-0.505877167205407	-0.43031358885017423	-0.37322110742622056	-0.5442886528693169	-0.39748541203140086	-0.4094286553881029	-0.48421560807690694	-0.36016540027706645	-0.43868855211787916	-0.5663700096553461	-0.5858276310818186	-0.5721422274463709	-0.6241551572142228	-0.5875278115948113	-0.6131144788212082	-0.5922715251248898	-0.6049494143822678	-0.6180261114142983	-0.6333907056798623	-0.5965324713488098	-0.6699760715335208	-0.6699550816506444	-0.655870870240544	-0.6584946056001008	-0.656563536375467	-0.6138071449561311	-0.5381386171865161	-0.6192225347382562	-0.4670878636497208	-0.4454263045212208	-0.373011208597456	-0.34001511271567103	-0.44544729440409725	-0.3595357037907728	-0.42160278745644597	-0.4101003316401495	-0.1463624532975106	0.22992317702867218	0.006317954745812518	-0.23684983837790186	-0.16999706141639728	-0.22196801141849629	-0.008878720456739852	0.4252550270769489	0.6889509256538349	0.6010872759330003	0.4675286511901264	0.41723689181814366	0.38822887368288483	0.3591159061332438	0.6359304815079132	0.5519499601192225	0.5851979345955249	0.5588556315855757	0.46599638974014523	0.6011712354645061	0.5663280298895932	0.376621468452206	0.41492800470173374	0.3504890642710214	0.45619411443684144	0.5173796230217036	0.479220015952311	0.4184333151421015	1.0	0.5290290080181352	0.05493052348767894	-0.05660971411779522	0.06233995214306704	0.14774778556735654	0.09353091809747702	0.20511313546870408	0.12281180471012972	0.07531169976071533	0.21327819990764452	0.40411821502036016	-0.2570211158221737	0.07751563746274295	0.006779732169094496	-0.11586415347802359	0.0904663951975148	0.20034843205574912	-0.0713026321313127	0.20454640863103984	0.05950631795474581	0.10837076529112967	-0.17961042777381303	0.04485537970698124
PdxR	-0.2647873724864615	-0.3374333571218673	-0.4528777129423618	-0.3299189790520969	-0.3867595818815331	-0.4207841820242643	-0.4255069056714664	-0.258238529029008	-0.31430250619201544	-0.49426976197472816	-0.5211368120565887	-0.5363544771420176	-0.5369421938625583	-0.5294907854414173	-0.5699802695100962	-0.5122790814827253	-0.45348641954577895	-0.510599890852609	-0.5111456278073968	-0.5942235842324	-0.5394399899248562	-0.589689769531086	-0.5793417572729944	-0.5666848578984929	-0.5543847865328911	-0.5740523067881281	-0.42586373368036606	-0.4289072666974518	-0.4560261953738298	-0.317010201083078	-0.27836782670752697	-0.11863481801771546	-0.13215230259015154	-0.20769489106250788	-0.2632131312707275	-0.31520507115570295	-0.025754586289408504	0.22496956466982915	-0.0461357625624449	-0.2287897233533437	0.07661307249905545	-0.15822173712270685	0.05020779984047689	0.3164854540111666	0.47539985726879647	0.5383904957810336	0.5072624994752529	0.41832836572771925	0.3526090424415432	0.26657151253096006	0.5265731917215902	0.5756895176524915	0.46205029175937196	0.4343016665967004	0.381386171865161	0.30500398807774654	0.457747365769699	0.3909995382225767	0.2926829268292683	0.3484740355148818	0.3593887746106377	0.4980899206582427	0.5002518785945175	0.36663028420301413	0.5290290080181352	1.0	-0.20490323663993956	-0.049242265228160026	0.1930859325804962	0.1924982158599555	0.282208975273918	0.26096721380294696	0.10805591704798287	0.16170605768019813	0.20557491289198607	0.29939968934973343	-0.15830569665421268	0.15731917215901936	0.0005037571890348852	0.06511061668275892	0.06185718483690861	0.07944670668737669	-0.06026195373829814	0.2563494395701272	0.21388690651106168	0.17612610721632174	-0.13374753368876202	0.18473195919566768
GguR	-0.17102556567734353	0.13855421686746988	0.15041350069266612	-0.23586331388270854	-0.31169976071533523	0.2743377691952479	0.24167751143948618	0.3697577767516057	0.2990848411065866	0.17665085428823307	0.09013055707149153	0.07801939465177785	0.0709877838881659	0.0031065026657151255	-0.014336090004617774	-0.25085009025649635	0.0638512237101717	-0.10887452248016456	-0.049934931363082996	0.05201292976785189	-0.005541329079383737	-0.08691910499139414	-0.09382477645774737	-0.0849040762352546	-0.09934511565425465	-0.10671256454388985	-0.07413626631963394	-0.17877083245875489	-0.02040216615591285	-0.07058897611351328	-0.3310734226103018	-0.49844674866714245	-0.18063893203475925	-0.12174132068343059	-0.4450065068636917	-0.21094832290835816	0.14149280047017337	0.10952520884933462	-0.04426766298644053	0.12262289576424164	-0.13299189790520968	0.019646530372360523	-0.0984635405734436	0.02856723059485328	-0.14107300281264432	-0.23382729524369253	-0.2721128416103438	-0.20738004281936107	-0.22284958649930733	-0.2783258469417741	0.08885017421602788	-0.04235758364468326	0.07252004533814702	0.10513832332815583	0.06792326098820368	0.08937492128793921	-0.1996347760379497	0.0071575500608706604	-0.00023088871164098903	-0.026951009613366356	0.005688258259518912	0.08024432223668192	0.05841484404517023	0.16548423659795977	0.05493052348767894	-0.20490323663993956	1.0	0.32844968725074514	0.16124428025691617	0.14019142773183327	-0.04380588556315856	0.05066957726375887	0.11748037445951051	0.05165610175895218	0.40554552705595903	0.16483355022878973	-0.15402376054741615	-0.2180638932034759	-0.15454850761932748	-0.13616137021955418	0.006045086268418622	-0.05931740900885773	-0.09657445111456278	-0.3408966877964821	-0.2943411275765081	-0.402397044624491	0.03161076361193905	-0.3239578523151841
TtrR	-0.04166491750976029	0.17730154065740314	-0.010893749212879392	-0.08091599848872844	-0.17501364342386969	0.10996599638974014	0.06746148356492171	0.028021493640065488	0.1442844548927417	0.008500902564963688	-0.015112715671046556	-0.03956592922211494	-0.003274421728726754	-0.016875865832668653	-0.04267243188783006	-0.15950211997817051	0.046681499517232695	-0.11107846018219218	-0.0632215272238781	-0.05690357247806557	-0.03866336425842744	-0.08622643885647117	-0.09208261617900172	-0.10392091012132153	-0.06704168590739264	-0.07472398304017464	-0.10073044792410059	-0.029763653918811132	-0.14781075521598588	-0.12201418916082449	-0.1538978212501574	-0.22771923932664456	-0.21846270097812853	-0.13788254061542338	-0.15864153478023593	-0.11481465933420092	-0.02548171781201461	0.05127828386717602	-0.03349985307081987	0.07344360018471097	0.021388690651106167	0.17398513916292346	-0.1079089878678477	0.004617774232819781	-0.07312875194156417	-0.1806179421518828	-0.1911548633558625	-0.07571050753536795	-0.0629906385122371	-0.02040216615591285	0.007304479241005835	0.13263506989630997	-0.01295075773477184	0.14793669451324462	0.0624029217916964	0.05860375299105831	-0.09357289786322992	-0.07390537760799294	-0.05818395533352924	0.2772763527979514	-0.03234540951261492	0.21138911044876368	0.0626338105033374	0.13639225893119516	-0.05660971411779522	-0.049242265228160026	0.32844968725074514	1.0	0.08880819445027496	0.0916418286385962	0.1351958356072373	0.12541455018680997	0.11011292556987531	0.06765039251080979	0.10068846815834767	0.11792116199991604	-0.07455606397716301	0.05241173754250451	0.21821082238361109	-0.0600520549095336	0.0526006464883926	-0.18466898954703834	0.004995592124595945	-0.2117879182234163	-0.13964569077704547	-0.16735233617396414	0.006422904160194786	-0.04678644893161496
CadR-PbrR	-0.2067713362159439	0.014818857310776206	-0.08148272532639268	-0.2054279837118509	-0.2951597330086898	-0.2844548927416985	-0.23493975903614459	-0.011271567104655556	-0.056924562360942024	-0.2621006674782755	-0.28157927878762434	-0.28785525376768395	-0.22685865412870995	-0.26495529154947317	-0.31245539649888754	-0.3909365685739474	-0.19732588892153982	-0.24938079845514463	-0.24182444061962136	-0.30766970320305614	-0.287624365056043	-0.3055497250325343	-0.2999454263045212	-0.2917383820998279	-0.29062591830737583	-0.3042483522941942	-0.22885269300197306	-0.28372024684102265	-0.2915494731539398	-0.25259225053524204	0.0013643423869694807	-0.15645858696108475	0.08402250115444355	2.098988287645355e-05	-0.11254775198354393	-0.136014441039419	-0.0904663951975148	0.04109819067209605	-0.05062759749800596	-0.1522816002686705	-0.03352084295369632	0.14327694051467194	-0.06601318164644641	0.11452080097393057	0.139624700894169	0.20924814239536543	0.21514629948364888	0.22242978884177828	0.20622559926115613	0.12386129885395239	0.24646320473531758	0.4454892741698501	0.20954200075563578	0.29627219680114186	0.21380294697955585	0.22893665253347886	0.1468662104865455	0.0952101087275933	0.22551530162461694	0.3083623693379791	0.05595902774862516	0.20173376432559506	0.18859409764493515	0.1200201502875614	0.06233995214306704	0.1930859325804962	0.16124428025691617	0.08880819445027496	1.0	0.26287729314470426	0.2368708282607783	0.22929348054237858	-0.031442844548927415	0.1987741908400151	0.07969858528189412	0.11882372696360355	0.13093488938331724	0.14056924562360942	0.07436715503127493	-0.052117879182234164	-0.056084967045883886	-0.040510473951555354	-0.0496620628856891	0.05220183871373998	0.10457159649049158	-0.07432517526552201	-0.10077242768985349	0.057869107090382434
HcpR	-0.23756349439570126	-0.24942277822089753	-0.2686914907014819	-0.09264934301666597	-0.527118928676378	-0.11313546870408463	-0.14323496074891903	-0.2607573149741824	-0.17312455396498888	-0.16779312371436966	-0.3005961126736913	-0.2949918139456782	-0.25769279207422024	-0.28082364300407203	-0.33812602325679025	-0.48390075983376013	-0.3667352336173964	-0.31889929054195876	-0.3711221191385752	-0.4310062549850972	-0.31539398010159103	-0.4004659753998573	-0.44662272784517865	-0.4352462113261408	-0.3386297804458251	-0.4242265228160027	-0.4183073758448428	-0.3161915956508963	-0.5042189664581672	-0.430628437093321	-0.19264514504009067	-0.1842282020066328	-0.16754124511985224	-0.185949372402502	-0.24887704126610974	-0.1531421854666051	0.06762940262793334	-0.056987532009571386	-0.22207296083287856	-0.07233113639225894	0.20689727551320264	-0.13590949162503674	-0.1871248058435834	-0.02401242601066286	0.210570505016582	0.22194702153561982	0.17581125897317493	0.10805591704798287	0.1363712690483187	0.15645858696108475	0.3397212543554007	0.3736828848495025	0.2961672473867596	0.33772721548213763	0.23214810461357627	0.2251794634985937	0.27204987196171443	0.2258091599848873	0.3446958565971202	0.4522060366903153	0.42093111120439947	0.43006171025565676	0.2844129129759456	0.3750052474707191	0.14774778556735654	0.1924982158599555	0.14019142773183327	0.0916418286385962	0.26287729314470426	1.0	0.2516477058058016	0.1918685193736619	0.10868561353427648	0.11806809118005121	0.29988245665589186	0.1684647999664162	-0.06920364384366735	-0.0011964233239578524	-0.021619579362747155	0.15880945384324754	0.1610553713110281	0.09646950170018051	-0.22207296083287856	0.03335292389068469	0.09913521682549012	0.042735401536459425	0.16485454011166617	0.04200075563578355
CsoR	-0.20318206624407037	-0.012447000545736955	-0.1729356450191008	-0.2037907728474875	-0.35863313882708536	-0.4125981277024474	-0.43174090088577305	-0.3848914823055287	-0.313588850174216	-0.38948826665547204	-0.4479031107006423	-0.4381428151630914	-0.39574325175265523	-0.39618403929306073	-0.45172326938415686	-0.37893035556861593	-0.25777675160572605	-0.389761135132866	-0.34127450568825823	-0.40905083749632676	-0.36534990134755047	-0.34316359514713907	-0.3833802107384241	-0.3831493220267831	-0.39265773896981654	-0.3901599429075186	-0.19581461735443517	-0.21476848159187273	-0.4093446958565971	-0.38524831031442847	0.15864153478023593	0.03979681793375593	0.10245161831996978	0.04739515553503212	0.13689601612023006	0.16074052306788128	-0.1740690986944293	-0.1831996977456866	-0.17902271105327233	-0.1496578649091138	0.07289786322992317	0.05228579824524579	-0.10952520884933462	0.07195331850048277	0.29148650350531047	0.3100625498509718	0.3187733512447001	0.25691616640779147	0.2791234624910793	0.2636749086940095	0.12831115402376056	0.36952688803996475	0.2819361067965241	0.26487133201796736	0.27041266109735107	0.27530330380756474	0.23666092943201378	0.1520507115570295	0.28764535493891946	0.42989379119264515	0.06660089836698711	0.09590277486251626	-0.06670584778136938	0.3066411989421099	0.09353091809747702	0.282208975273918	-0.04380588556315856	0.1351958356072373	0.2368708282607783	0.2516477058058016	1.0	0.22857982452457914	0.16993409176776794	0.18118466898954705	0.03648041643927627	-0.04741614541790857	0.3527349817388019	0.3300868981151085	0.41429830821544017	0.0009655346123168633	0.10396288988707443	0.022795012803828556	0.0357877503043533	0.33138827085344863	0.36490911380714497	0.0930901305570715	0.11063767264178666	-0.0603249233869275
ZntR	-0.35582049452164055	-0.2603165274337769	-0.2137819570966794	-0.359682632970908	-0.3918391335376349	-0.445993031358885	-0.3422190504176987	-0.3458083203895722	-0.27354015364594264	-0.4247722597707905	-0.45180722891566266	-0.47227236472020484	-0.38403089710759414	-0.45627807396834724	-0.4572226186977877	-0.432202678309055	-0.39406406112253894	-0.42067923260988205	-0.48471936526594184	-0.4523739557533269	-0.4171109525208849	-0.4425716804500231	-0.4142353385668108	-0.4194618194030477	-0.43142605264262623	-0.39591117081566685	-0.4244154317618908	-0.32297132781999077	-0.43165694135426724	-0.3917341841232526	-0.040783342428949244	-0.0869400948742706	-0.15866252466311237	-0.09798077326728517	-0.22226186977876664	-0.3403089710759414	-0.2452248016456068	-0.16189496662608624	-0.24650518450107048	-0.15811678770832457	-0.12554048948406868	-0.06804920028546241	-0.2044204693337811	0.504533814701314	0.33075857436715506	0.30571764409554597	0.2851895386423744	0.3010788799798497	0.3250703161076361	0.33304647160068845	0.26732714831451243	0.4261575920406364	0.4059233449477352	0.45333949036564375	0.366252466311238	0.4515343604382688	0.2723017505562319	0.3160026867050082	0.37513118676797785	0.27402292095210107	0.13771462155241174	0.2722177910247261	0.20924814239536543	0.3844087149993703	0.20511313546870408	0.26096721380294696	0.05066957726375887	0.12541455018680997	0.22929348054237858	0.1918685193736619	0.22857982452457914	1.0	0.04962008311993619	0.11015490533562823	0.2624155157214223	0.10950421896645816	0.08295201712774443	0.141429830821544	0.008899710339616305	-0.06867889677175601	-0.10115024558162966	-0.26625666428781325	0.07331766088745224	0.2430208639435792	0.2741068804836069	0.2958943789093657	0.09451744259267034	0.15710927333025482
MetJ	-0.21476848159187273	-0.07766256664287813	-0.08141975567776331	-0.06003106502665715	-0.25368372444481757	-0.08207044204693338	-0.0937198270433651	0.010243062843709332	-0.003316401494479661	-0.08796859913521683	-0.11275765081230847	-0.11032282439863986	-0.13706393518324167	-0.17593719827043366	-0.15459048738508038	-0.18668401830317788	-0.07029511775324293	-0.2102136770076823	-0.1543176189076865	-0.14289912262289575	-0.17812014608958482	-0.20034843205574912	-0.19008437932916333	-0.2060996599638974	-0.1748667142437345	-0.18110070945804121	-0.10033164014944797	-0.12153142185466605	-0.15752907098778388	-0.07484992233743336	-0.17784727761219093	-0.2147265018261198	-0.11395407413626632	-0.10639771630074304	-0.22595608916502247	-0.062130053314302505	-0.1052432727425381	0.16558918601234204	0.09298518114268922	0.17990428613408338	-0.08058016036270517	0.11049074346165148	0.0313169052516687	0.00039880777465261743	0.03996473699676756	0.1061038579404727	0.11863481801771546	0.030708198648251542	-0.012258091599848872	-0.05453171571302632	0.09682632970908023	0.13236220141891608	0.12335754166491751	0.0836866630284203	0.1272406699970614	0.08838839679274589	0.16812896184039294	0.032387389278367824	0.10667058477813694	0.07298182276142899	0.10984005709248143	0.28451786239032784	0.19352672012090172	0.30827840980647325	0.12281180471012972	0.10805591704798287	0.11748037445951051	0.11011292556987531	-0.031442844548927415	0.10868561353427648	0.16993409176776794	0.04962008311993619	1.0	0.3652869316989211	0.2061836194954032	0.15559800176315017	0.004512824818437513	0.0798455144620293	0.09552495697074011	-0.0077032870156584525	-0.005814197556777633	-0.10058351874396541	-0.1338944628688972	-0.056651693883548127	0.0431551991939885	-0.08880819445027496	-0.1816884261785819	-0.08559674237017757
NorR	-0.22904160194786113	-0.21932328617606314	-0.15144200495361235	0.04155996809537803	-0.26741110784601824	-0.22102346668905587	-0.22375215146299485	0.0022669073506569833	-0.044393602283699256	-0.23758448427857773	-0.2384030897107594	-0.2447840141052013	-0.22587212963351663	-0.25202552369757775	-0.28256580328281766	-0.21928130641031024	-0.15213467108853532	-0.140086478317451	-0.22368918181436548	-0.23309264934301666	-0.2185256706267579	-0.25613954074136264	-0.2687754502329877	-0.2521934427605894	-0.2473657696990051	-0.29278787624365055	-0.04747911506653793	-0.10883254271441166	-0.25796566055161413	-0.14860837076529113	0.06590823223206414	-0.14241635531673733	0.0233617396414928	0.15538810293438562	-0.0845892279921078	0.03902019226732715	-0.08861928550438689	0.11546534570337097	0.049829981948700725	0.12575038831283322	0.032093530918097475	0.17879182234163132	0.049179295579530664	-0.07846018219218337	0.12056588724234919	0.16575710507535368	0.25762982242559085	0.14333991016330128	0.10482347508500903	0.22005793207673902	0.1735233617396415	0.22112841610343814	0.11046975357877503	0.18343058645732757	0.13993954913731582	0.05585407833424289	0.15983795810419377	-0.010893749212879392	0.1328449687250745	0.36161370219554173	0.1578858989966836	0.24971663658116788	0.22190504176986692	0.2160908442130893	0.07531169976071533	0.16170605768019813	0.05165610175895218	0.06765039251080979	0.1987741908400151	0.11806809118005121	0.18118466898954705	0.11015490533562823	0.3652869316989211	1.0	0.06399815289030687	0.1412199319927795	0.034087569791360565	0.32391587254943116	0.09884135846521977	0.06341043616976617	0.19732588892153982	-0.051782041056210905	-0.258931195163931	0.04397380462617018	0.03324797447630242	-0.1346500986524495	-0.17625204651358045	-0.07919482809285924
