	ArgR	MetR	SoxR	HisR	NrdR	HutC	SahR_SamR	CcpA	PaaR	Rex	Zur	FabR	HrcA	RbkR	RutR	BirA	NikR	MntR	ModE	ThiR	LexA	NadQ	NagC	KdgR	PurR	CadR-PbrR	PdxR	IscR	LldR	MerR	NrtR	NsrR	Phr	CzrA	FUR	AraR	XylR	HypR	SiaR	MetJ	PhsR	NagQ	NtrC	LiuR	PhrR	HexR	TyrR	CueR	GntR	PhnR	FnrN_FixK	HcpR	LiuQ	FruR	NagR	NarP	PhnF	LtbR	SdaR	GlcC	PdhR	PsrA	PrpR	NiaR	TrpR	DasR	QorR	ZntR	AmtR	RbsR	FadP	CblR	Irr	AgaR	TtrR	ExuR_UxuR	AcnR	FadR	BioQ	GulR	CsoR	VanR	GguR	NifA	NorR	FixJ	NmlR	NnrR
Zur	0.3815736164006158	0.47800016206142126	0.3982659427923183	0.47249007373794666	0.5147881046916781	0.35029576209383356	0.48221375901466657	0.5938740782756665	0.5828539016287173	0.6462199173486751	1.0	0.39615914431569565	0.5638927153391136	0.5439591605218378	0.5475245117899684	0.5731302163519975	0.5194878859087594	0.5450935904707884	0.5251600356535127	0.5232152985981687	0.44331901790778705	0.5066850336277449	0.6598330767360829	0.5136536747427275	0.45806660724414555	0.3802771250303865	0.24171460983712828	0.43343327120978853	0.2932501418037436	0.46568349404424275	0.6340653107527753	0.5664856980795722	0.47070739810388135	0.4102584879669395	0.6139696945142209	0.4292196742565432	0.46114577424844017	0.24803500526699618	0.5596791183858683	0.20119925451746212	0.38432866056235315	0.26472733165869866	0.1673284174702212	0.4047483996434649	0.17445912000648245	0.40166923263917026	0.4770277935337493	0.3313345758042298	0.3141560651486914	0.6496232071955271	0.5089538935256462	0.53034600113443	0.1610080220403533	0.1655457418361559	0.41982011182238066	0.2827161494206304	0.3323069443319018	0.1802933311725144	0.19747184182805283	0.10833806012478729	0.19066526213434892	0.158252977878616	0.1000729276395754	0.24333522404991492	0.25613807633092944	0.022607568268373714	0.21173324690057532	0.17170407584474515	0.1802933311725144	0.3282554087999352	-0.10833806012478729	0.21886394943683657	0.17818653269589174	0.2054128514707074	0.22761526618588446	0.19098938497690623	-0.13248521189530832	0.07965318855846366	-0.023255813953488372	0.03767928044728952	0.09099748804797018	-0.1477189854955028	-0.08338060124787294	-0.05485779110282797	-0.27347864840774655	-0.2447937768414229	0.0918077951543635	0.11546876266104854
FabR	0.2694271128757799	0.3284174702212138	0.43602625395024713	0.3370067255489831	0.34673041082570294	0.3953488372093023	0.23458390730086703	0.4567701158739162	0.604732193501337	0.35078194635766957	0.39615914431569565	1.0	0.6253139940037274	0.658374523944575	0.6726359290170975	0.6126732031439915	0.5770196904626853	0.5115468762661048	0.46179401993355484	0.4113929179158901	0.3592091402641601	0.3947005915241877	0.4825378818572239	0.2994084758123329	0.4498014747589336	0.24722469816060286	0.29762580017826756	0.3426788752937363	0.38335629203468113	0.394052345839073	0.23361153877319504	0.3107527753018394	0.44331901790778705	0.27234421845879586	0.31059071388056075	0.6123490803014342	0.34105826108094967	0.5647030224455069	0.37282229965156793	0.11725143829511385	0.27169597277368124	0.16911109310428651	0.20006482456851146	0.35596791183858684	0.5368284579855765	0.33246900575318045	0.4595251600356535	0.2337736001944737	0.13588850174216027	0.21853982659427923	0.38627339761769713	0.23733895146260434	0.4237095859330686	0.3071874240337088	0.5125192447937769	0.03622072765578154	0.29276395753990764	0.025848796693947004	0.23539421440726035	-0.04351349161332145	-0.06863301191151447	-0.13686087026983226	-0.01337006725548983	0.17915890122356373	-0.05939551089863058	0.2981119844421036	0.014828620046997813	-0.019204278421521757	0.4128514707073981	0.23912162709666965	-0.17494530427031846	0.07268454744348107	0.050158009885746695	-0.09342840936715015	0.031034762174864273	0.06296086216676121	-0.29957053723361154	-0.03265537638765092	0.1279474920995057	0.09845231342678876	-0.3506198849363909	-0.475245117899684	-0.06296086216676121	-0.33489992707236044	-0.37509115954946926	-0.27931285957377844	-0.1883964022364476	-0.006077303297949923
HrcA	0.17689004132566244	0.19536504335143018	0.16019771493395998	0.36828457985576535	0.33797909407665505	0.2888744834292197	0.37752208086864925	0.4527185803419496	0.5789644275180293	0.39372822299651566	0.5638927153391136	0.6253139940037274	1.0	0.6026253950247143	0.6364962320719553	0.6512438214083137	0.6580504011020176	0.5369905194068552	0.600842719390649	0.49161332144882913	0.31318369662101936	0.41414796207762744	0.47249007373794666	0.35272668341301355	0.3314966372255085	0.37833238797504254	0.38335629203468113	0.3666639656429787	0.4021554169030062	0.4000486184263836	0.24333522404991492	0.4498014747589336	0.33862733976176973	0.32987602301272184	0.3789806336601572	0.4394295437970991	0.3575885260513735	0.5185155173810875	0.444291386435459	0.2948707560165303	0.4818896361721092	0.2695891742970586	0.30702536261243013	0.48723766307430516	0.4275990600437566	0.44882910623126165	0.6214245198930395	0.39307997731140104	0.2832023336844664	0.5087918321043675	0.5484968803176404	0.4554736245036869	0.29535694028036624	0.3579126488939308	0.6355238635442833	0.2415525484158496	0.2644032088161413	0.2580828133862734	0.12924398346973504	0.13426788752937363	0.09634551495016612	0.04950976420063204	0.10590713880560733	0.07236042460092375	0.07754639008184101	0.39664532857953166	0.16214245198930394	0.16943521594684385	0.3780082651324852	0.4102584879669395	-0.33117251438295114	-0.08662182967344624	-0.14707073981038812	-0.16570780325743456	-0.18191394538530103	0.19925451746211814	-0.15290495097642007	0.0007292763957539907	0.012073575885260514	-0.12713718499311238	0.016935418523620453	-0.16927315452556518	-0.10266591038003403	-0.16797666315533588	-0.3731464224941253	-0.31885584636577263	-0.23182886313912973	0.017259541366177782
RbkR	0.28222996515679444	0.22891175755611376	0.44088809658860706	0.2691029900332226	0.3840045377197958	0.47119358236771736	0.3117251438295114	0.4880479701806985	0.5235394214407261	0.42824730572887126	0.5439591605218378	0.658374523944575	0.6026253950247143	1.0	0.7147718985495503	0.6272587310590714	0.5284012640790859	0.6274207924803501	0.5000405153553197	0.48415849607001055	0.4298679199416579	0.5614617940199336	0.5374767036706912	0.35677821894498013	0.46260432703994814	0.3007049671825622	0.19406855198120088	0.34543391945547364	0.3395997082894417	0.40734138238392353	0.36779839559192934	0.41803743618831535	0.471355643788996	0.3444615509278016	0.29227777327607163	0.5233773600194473	0.37962887934527184	0.36698808848553605	0.3854630905113038	0.21951219512195122	0.41366177781379143	0.29406044891013694	0.2553277692245361	0.4783242849039786	0.5227291143343327	0.5395835021473139	0.5217567458066608	0.38384247629851714	0.44072603516732844	0.3731464224941253	0.4237095859330686	0.27477513977797585	0.19633741187910217	0.40977230370310347	0.4857791102827972	0.2428490397860789	0.23960781136050563	0.18045539259379303	0.22712908192204845	0.007049671825621911	0.052750992626205334	0.12081678956324447	-0.05664046673689328	0.005915241876671258	0.1775382870107771	0.06668827485617049	0.08192204845636496	0.17640385706182643	0.3284174702212138	0.47054533668260273	-0.18726197228749697	-0.04902357993679605	0.09294222510331415	-0.0927801636820355	-0.007049671825621911	0.055992221051778625	-0.17980714690867838	-0.15760473219350132	-0.10558301596304999	0.023741998217324367	-0.21853982659427923	-0.3321448829106231	0.043999675877157446	-0.09148367231180618	-0.22469816060286849	-0.39064905599222105	-0.05388542257515598	0.006239364719228588
RutR	0.23588039867109634	0.1866137266023823	0.391621424519893	0.2776922453609918	0.37330848391540394	0.3556437889960295	0.33198282148934444	0.4019933554817276	0.4280852443075926	0.5125192447937769	0.5475245117899684	0.6726359290170975	0.6364962320719553	0.7147718985495503	1.0	0.5945223239607811	0.576209383356292	0.5433109148367231	0.5222429300704967	0.5489830645814764	0.4609837128271615	0.475245117899684	0.5198120087513167	0.34802690219593224	0.500850822461713	0.4109067336520541	0.26002755044161735	0.27931285957377844	0.42840936715014993	0.38756988898792644	0.37557734381330526	0.43586419252896846	0.41171704075844745	0.23004618750506442	0.2485211895308322	0.5165707803257434	0.3190179077870513	0.3073494854549874	0.3895146260432704	0.10217972611619804	0.31140102098695405	0.34251681387245764	0.418199497609594	0.5904707884288145	0.5261324041811847	0.48610323312535453	0.5496313102665911	0.4945304270318451	0.5271047727088567	0.42824730572887126	0.5527104772708856	0.3686087026983227	0.41803743618831535	0.2652135159225346	0.6193177214164168	0.338951462604327	0.31934203062960864	0.342840936715015	0.2595413661777814	0.03994814034519083	0.2392836885179483	0.13037841341868567	-0.06685033627744916	0.11028279718013127	0.209464387002674	0.23944574993922696	0.055992221051778625	0.22777732760716313	0.2788266753099425	0.31059071388056075	-0.3308483915403938	-0.046268535775058746	-0.04886151851551738	-0.16133214488291062	-0.12130297382708047	0.06425735353699052	-0.020500769791751073	0.10250384895875536	-0.0005672149744753262	-0.030224455068470952	-0.2232396078113605	-0.1033141560651487	-0.1206547281419658	-0.2462523296329309	-0.2415525484158496	-0.3352240499149178	0.011425330200145856	0.13054047483996434
BirA	0.3217729519487886	0.3687707641196013	0.2973016773357102	0.35710234178753747	0.3642330443237987	0.5394214407260352	0.4549874402398509	0.5382870107770845	0.5034438052021716	0.5882019285309132	0.5731302163519975	0.6126732031439915	0.6512438214083137	0.6272587310590714	0.5945223239607811	1.0	0.6685843934851309	0.6632363665829349	0.6251519325824487	0.5442832833643951	0.4392674823758204	0.4818896361721092	0.6820354914512601	0.5021473138319423	0.5433109148367231	0.5049023579936796	0.46065958998460416	0.4233854630905113	0.5096021392107609	0.5016611295681063	0.53277692245361	0.6484887772465765	0.524025605704562	0.48788590875941984	0.48610323312535453	0.5068470950490236	0.526456527023742	0.5543310914836723	0.4801069605380439	0.23118061745401508	0.2966534316505956	0.3483510250384896	0.26213434891824	0.448667044809983	0.47184182805283204	0.44153634227372174	0.6695567620128029	0.34251681387245764	0.29146746616967834	0.4125273478648408	0.499878453934041	0.2966534316505956	0.3331172514382951	0.3598573859492748	0.4361883153715258	0.1893687707641196	0.12243740377603111	0.1619803905680253	0.15258082813386273	0.24414553115630824	0.2639170245523053	0.2750992626205332	0.08824244388623288	0.29535694028036624	0.22226723928368852	0.15744267077222268	0.21448829106231262	0.32566242605947654	0.34608216514058826	0.3071874240337088	-0.4609837128271615	-0.0012154606595899846	0.12729924641439105	0.1339437646868163	0.0007292763957539907	0.01904221700024309	-0.019852524106636415	-0.08662182967344624	0.02665910380034033	0.04027226318774816	-0.09974880479701807	-0.11968235961429381	-0.017097479944899116	-0.11401020986954055	-0.40491046106474354	-0.31091483672311804	-0.18677578802366096	-0.04011020176646949
NikR	0.14075034438052023	0.3042703184506928	0.26748237582043594	0.36358479863868404	0.1806174540150717	0.4275990600437566	0.34122032250222833	0.44267077222267237	0.5131674904788915	0.42824730572887126	0.5194878859087594	0.5770196904626853	0.6580504011020176	0.5284012640790859	0.576209383356292	0.6685843934851309	1.0	0.4306782270480512	0.5092780163682036	0.41236528644356213	0.3395997082894417	0.35904707884288145	0.5716716635604894	0.3630986143748481	0.48107932906571593	0.3721740539664533	0.32144882910623124	0.32242119763390326	0.41722712908192205	0.26667206871404264	0.27153391135240257	0.47994489911676524	0.37557734381330526	0.43602625395024713	0.3840045377197958	0.36455716716635606	0.35726440320881614	0.4590389757718175	0.5350457823515112	0.43343327120978853	0.3634227372174054	0.33344137428085246	0.18742403370877564	0.5078194635766956	0.5309942468195447	0.38141155497933715	0.48172757475083056	0.20119925451746212	0.2076817113686087	0.46179401993355484	0.500364638197877	0.4089619965967102	0.21951219512195122	0.11595494692488453	0.343327120978851	0.2076817113686087	0.08775625962239689	0.26553763876509195	0.26067579612673203	-0.038165464711125516	0.39518677578802364	0.26181022607568266	-0.09196985657564216	0.2232396078113605	0.05550603678794263	0.24333522404991492	0.10023498906085407	0.13831942306134024	0.22583259055181915	0.289684790535613	-0.33976176971072036	-0.12648893930799773	-0.0012154606595899846	-0.027631472328012316	-0.043999675877157446	0.09245604083947816	-0.12146503524835912	-0.22842557329227778	-0.0895389352564622	0.09083542662669152	-0.10380034032898469	-0.06992950328174379	0.11141722712908192	-0.030224455068470952	-0.36893282554087997	-0.17705210274694108	0.02601085811522567	-0.08111174134997164
MntR	0.44283283364395104	0.31010452961672474	0.5632444696539989	0.49728547119358235	0.5335872295600033	0.29130540474839967	0.27671987683331983	0.4697350295762094	0.5319666153472166	0.5993841665991411	0.5450935904707884	0.5115468762661048	0.5369905194068552	0.6274207924803501	0.5433109148367231	0.6632363665829349	0.4306782270480512	1.0	0.6176971072036301	0.5718337249817681	0.4423466493801151	0.703751721902601	0.5716716635604894	0.5087918321043675	0.6198039056802528	0.4013451097966129	0.4805931448018799	0.43051616562677253	0.39064905599222105	0.5301839397131513	0.5478486346325258	0.3976176971072036	0.5256462199173487	0.48869621586581313	0.2827161494206304	0.526942711287578	0.4720038894741107	0.28222996515679444	0.33927558544688435	0.30443237987197147	0.42030629608621667	0.3786565108175999	0.31431812656997	0.5807471031520947	0.5577343813305242	0.5455797747346244	0.6248278097398914	0.23863544283283364	0.35856089457904544	0.20589903573454338	0.25873105907138805	0.36407098290252005	0.13151284336763633	0.2493314966372255	0.4745968722145693	0.02390405963860303	0.11141722712908192	0.27979904383761445	0.3246900575318046	-0.01401831294060449	0.10104529616724739	0.23652864435621102	0.237987197147719	0.3475407179320963	0.47670367069119196	0.18628960375982498	0.2917915890122356	0.24511789968398023	0.46065958998460416	0.4815655133295519	-0.3953488372093023	0.25419333927558546	0.24916943521594684	0.0867838910947249	-0.03929989466007617	-0.1276233692569484	-0.18872052507900494	-0.12211328093347379	-0.13118872052507902	-0.0927801636820355	-0.08370472409043027	-0.11157928855036059	-0.041406693136698806	-0.08289441698403695	-0.12697512357183371	-0.33733084839154037	-0.08467709261810226	0.12924398346973504
ModE	0.3891905032007131	0.3010290900251195	0.447208492018475	0.6251519325824487	0.5094400777894822	0.32922777732760716	0.3092942225103314	0.33295519001701646	0.4932339356616158	0.5833400858925533	0.5251600356535127	0.46179401993355484	0.600842719390649	0.5000405153553197	0.5222429300704967	0.6251519325824487	0.5092780163682036	0.6176971072036301	1.0	0.6436269346082165	0.4502876590227696	0.48091726764443726	0.531804553925938	0.5097642006320395	0.6236933797909407	0.48237582043594524	0.37784620371120653	0.46373875698889877	0.5168949031683008	0.5812332874159306	0.48043108338060125	0.49274775139777977	0.42111660319261	0.38432866056235315	0.4324609026821165	0.36698808848553605	0.3891905032007131	0.4288955514139859	0.24641439105420954	0.28093347378656514	0.4138238392350701	0.3473786565108176	0.3407341382383923	0.49825783972125437	0.5664856980795722	0.2961672473867596	0.5355319666153472	0.4710315209464387	0.3370067255489831	0.5867433757394053	0.3062150555060368	0.32063852199983794	0.3431650595575723	0.44283283364395104	0.47038327526132406	0.210922939794182	0.2447937768414229	0.293088080382465	0.10493477027793534	0.07025362612430111	0.3104286524592821	0.2149744753261486	0.11579288550360586	0.13216108905275098	0.2836885179483024	0.19828214893444615	0.3444615509278016	0.20687140426221537	0.2943845717526943	0.4460740620695243	-0.45839073008670284	0.038165464711125516	0.15290495097642007	-0.1261648164654404	-0.17705210274694108	0.08986305809901952	-0.24803500526699618	-0.0474029657240094	0.014504497204440484	-0.07657402155416904	0.28287821084190906	-0.08694595251600357	0.07284660886475974	-0.05404748399643465	-0.2021716230451341	-0.10704156875455798	-0.026334980957783	0.14852929260189612
ThiR	0.5358560894579045	0.3303622072765578	0.2708856656672879	0.47038327526132406	0.6112146503524836	0.41398590065634877	0.4692488453123734	0.45077384328660564	0.5711854792966534	0.38886638035815574	0.5232152985981687	0.4113929179158901	0.49161332144882913	0.48415849607001055	0.5489830645814764	0.5442832833643951	0.41236528644356213	0.5718337249817681	0.6436269346082165	1.0	0.5408799935175431	0.4702212138400454	0.6787942630256867	0.6108905275099262	0.573778462037112	0.6398995219188073	0.3220970747913459	0.3742808524430759	0.3483510250384896	0.32144882910623124	0.6131593874078276	0.49841990114253304	0.4100964265456608	0.3736326067579613	0.36650190422170004	0.34024795397455637	0.392107608783729	0.2571104448586014	0.35175431488534153	0.3593712016854388	0.6779839559192934	0.5604894254922616	0.2794749209950571	0.40539664532857955	0.35094400777894824	0.44153634227372174	0.5773438133052426	0.18969289360667693	0.2559760149096508	0.4776760392188639	0.25678632201604407	0.2511141722712908	0.19617535045782353	0.15711854792966534	0.23344947735191637	0.03233125354509359	0.156794425087108	0.3376549712340977	0.14382951138481484	0.17316262863625315	0.31642492504659264	0.32501418037436186	-0.04594441293250142	0.20849201847500204	0.42824730572887126	0.12016854387812981	0.2924398346973503	0.210436755530346	0.3543472976258002	0.3055668098209221	-0.4660076168868001	0.010777084515031198	0.002998136293655295	0.04513410582610809	-0.08111174134997164	0.03784134186856819	-0.1362126245847176	-0.12357183372498177	-0.07527753018393972	-0.13410582610809496	0.04950976420063204	-0.01823190989384977	-0.1610080220403533	-0.09472490073737946	0.04043432460902682	-0.22210517786240985	0.06296086216676121	0.07981524997974232
LexA	0.4169030062393647	0.38838019609431973	0.3165869864678713	0.1619803905680253	0.4549874402398509	0.28287821084190906	0.48610323312535453	0.35353699051940685	0.31383194230613404	0.4214407260351673	0.44331901790778705	0.3592091402641601	0.31318369662101936	0.4298679199416579	0.4609837128271615	0.4392674823758204	0.3395997082894417	0.4423466493801151	0.4502876590227696	0.5408799935175431	1.0	0.688842071144964	0.6570780325743457	0.5222429300704967	0.5966291224374037	0.340896199659671	0.5945223239607811	0.4175512519244794	0.5484968803176404	0.48286200469978124	0.46892472246981604	0.42727493720119925	0.576209383356292	0.37006725548983066	0.3363584798638684	0.2634308402884693	0.290170974799449	0.23555627582853902	0.2846608864759744	0.02066283121302974	0.3648812900089134	0.5105745077384328	0.36585365853658536	0.3282554087999352	0.27542338546309053	0.3630986143748481	0.46892472246981604	0.23539421440726035	0.2836885179483024	0.4700591524187667	0.2462523296329309	0.11157928855036059	0.38060124787294386	0.23361153877319504	0.19131350781946357	-0.1994165788833968	-0.2937363260675796	0.014504497204440484	-0.060854063690138564	0.29778786159954623	0.3054047483996435	0.29649137022931693	0.11482051697593387	0.3865975204602544	0.3972935742646463	0.03800340328984685	0.011425330200145856	-0.028603840855684303	0.16019771493395998	0.10412446317154202	-0.3642330443237987	-0.09618345352888745	-0.052913054047484	0.1545255651892067	-0.06117818653269589	0.0368689733408962	-0.22777732760716313	-0.25322097074791344	-0.12584069362288308	-0.06717445912000648	0.030386516489749615	0.0418928774005348	0.03946195608135483	-0.03443805202171623	0.0290900251195203	-0.28077141236528647	-0.006563487561785917	-0.002349890608540637
NadQ	0.4357021311076898	0.2522486022202415	0.4023174783242849	0.25241066364152015	0.4423466493801151	0.28952272911433435	0.38805607325176245	0.37411879102179724	0.3890284417794344	0.49923020824892633	0.5066850336277449	0.3947005915241877	0.41414796207762744	0.5614617940199336	0.475245117899684	0.4818896361721092	0.35904707884288145	0.703751721902601	0.48091726764443726	0.4702212138400454	0.688842071144964	1.0	0.6533506198849364	0.5739405234583908	0.6424925046592659	0.43213677983955917	0.5350457823515112	0.47945871485292924	0.5925775869054372	0.6951624665748318	0.5494692488453123	0.4207924803500527	0.6117008346163196	0.4219269102990033	0.23782513572644032	0.4741106879507333	0.4052345839073009	0.34916133214488293	0.3499716392512762	0.2575966291224374	0.3891905032007131	0.43829511384814845	0.3922696702050077	0.5177052102746941	0.3896766874645491	0.5778299975690787	0.550117494530427	0.31820760068065795	0.35856089457904544	0.3464062879831456	0.26488939307997733	0.17186613726602382	0.25986548902033874	0.19812008751316748	0.36277449153229074	-0.11935823677173649	-0.17089376873835183	0.09602139210760878	0.052750992626205334	0.18791021797261162	0.22016044080706587	0.22356373065391782	0.18013126975123572	0.37752208086864925	0.5716716635604894	0.16862490884045053	-0.06928125759662912	0.027145288064176324	0.20233368446641278	0.316262863625314	-0.43408151689490315	-0.010128838829916538	-0.002674013451097966	0.09213191799692083	-0.05404748399643465	-0.1632768819382546	-0.2843367636334171	-0.2844988250546957	-0.2438214083137509	-0.1687869702617292	0.09877643626934608	-0.05534397536666397	-0.008670286038408557	-0.05826108094967993	0.02568673527266834	-0.446236123490803	-0.18077951543635037	-0.00948059314480188
NagC	0.4692488453123734	0.5768576290414067	0.35726440320881614	0.36731221132809333	0.5134916133214489	0.4895065229722065	0.5694028036625881	0.5512519244793777	0.5650271452880642	0.5716716635604894	0.6598330767360829	0.4825378818572239	0.47249007373794666	0.5374767036706912	0.5198120087513167	0.6820354914512601	0.5716716635604894	0.5716716635604894	0.531804553925938	0.6787942630256867	0.6570780325743457	0.6533506198849364	1.0	0.7082894416984037	0.6611295681063123	0.5207843772789887	0.5433109148367231	0.36034357021311075	0.4527185803419496	0.6100802204035329	0.7283850579369581	0.6186694757313022	0.6680982092212949	0.5637306539178348	0.6606433838424763	0.4355400696864111	0.46244226561866947	0.4778381006401426	0.6309861437484807	0.20606109715582205	0.3909731788347784	0.5488210031601977	0.2357183372498177	0.3220970747913459	0.3203143991572806	0.42954379709910057	0.4925856899765011	0.20573697431326474	0.2566242605947654	0.4374848067417551	0.4026416011668422	0.27428895551413984	0.2613240418118467	0.06636415201361316	0.2041163601004781	0.09115954946924884	-0.034113929179158904	0.1966615347216595	0.10120735758852605	0.15322907381897738	0.46860059962725875	0.37590146665586255	0.09877643626934608	0.40572076817113684	0.36212624584717606	-0.05728871242200794	0.04578235151122275	0.04351349161332145	0.2332874159306377	0.18693784944493963	-0.394052345839073	0.07398103881371039	0.10752775301839397	0.2420387326796856	0.17526942711287577	0.02179726116198039	-0.24787294384571754	-0.1893687707641196	-0.07722226723928369	0.03865164897496151	-0.014666558625719148	0.00040515355319666155	-0.08840450530751155	-0.14966372255084678	-0.12956810631229235	-0.2695891742970586	0.06052994084758123	-0.0028360748723766306
KdgR	0.32987602301272184	0.38319423061340246	0.3849769062474678	0.3771979580260919	0.5390973178834778	0.17867271695972772	0.4165788833968074	0.34673041082570294	0.4173891905032007	0.27428895551413984	0.5136536747427275	0.2994084758123329	0.35272668341301355	0.35677821894498013	0.34802690219593224	0.5021473138319423	0.3630986143748481	0.5087918321043675	0.5097642006320395	0.6108905275099262	0.5222429300704967	0.5739405234583908	0.7082894416984037	1.0	0.7236852767198768	0.38740782756664777	0.44704643059719634	0.39794181994976097	0.44639818491208166	0.4608216514058828	0.5295356940280366	0.5862571914755692	0.5557896442751803	0.5014990681468277	0.48043108338060125	0.4536909488696216	0.6199659671015315	0.41479620776274206	0.38692164330281176	0.2880641763228263	0.43651243821408314	0.28855036058666234	0.27299246414391054	0.3383032169192124	0.2546795235394214	0.395997082894417	0.3681225184344867	0.30767360829754475	0.23037031034762176	0.5473624503686897	0.20687140426221537	0.23312535450935903	0.1926099991896929	0.09650757637144478	0.13507819463576695	0.07916700429462767	-0.08370472409043027	0.35045782351511223	0.02066283121302974	0.1449639413337655	0.2741268940928612	0.4664938011506361	0.0679847662263998	0.30200145855279154	0.4219269102990033	-0.08564946114577425	0.001863706344704643	-0.05907138805607325	0.2224293007049672	0.2357183372498177	-0.31691110931042865	0.016287172838505795	0.13232315047402965	0.26602382302892796	0.08483915403938093	-0.05064419414958269	-0.25143829511384813	-0.1632768819382546	-0.11952029819301516	-0.048699457094238716	0.001539583502147314	-0.03119682359614294	-0.23215298598168707	-0.23782513572644032	-0.13151284336763633	-0.2893606676930557	-0.06668827485617049	-0.16959727736812252
PurR	0.3483510250384896	0.25565189206709343	0.4548253788185722	0.4627663884612268	0.5180293331172514	0.1926099991896929	0.2689409286119439	0.3942144072603517	0.5363422737217406	0.34656834940442427	0.45806660724414555	0.4498014747589336	0.3314966372255085	0.46260432703994814	0.500850822461713	0.5433109148367231	0.48107932906571593	0.6198039056802528	0.6236933797909407	0.573778462037112	0.5966291224374037	0.6424925046592659	0.6611295681063123	0.7236852767198768	1.0	0.45628393161008024	0.42419577019690463	0.48675147881046915	0.49469248845312375	0.43278502552467385	0.41349971639251276	0.44202252653755775	0.556437889960295	0.42597844583096994	0.36633984280042137	0.4131755935499554	0.2998946600761689	0.3668260270642574	0.3666639656429787	0.4008589255327769	0.34786484077465357	0.3767117737622559	0.2869297463738757	0.6186694757313022	0.4553115630824082	0.47443481079329064	0.4102584879669395	0.22534640628798314	0.2511141722712908	0.46195608135483346	0.2558139534883721	0.22016044080706587	0.25824487480755204	0.15193258244874808	0.35078194635766957	0.07495340734138238	-0.1138481484482619	0.2806093509440078	0.08111174134997164	-0.06198849363908922	0.3107527753018394	0.2960051859654809	0.05388542257515598	0.4026416011668422	0.3771979580260919	0.025362612430111012	0.06976744186046512	0.11773762255894984	0.31512843367636334	0.37946681792399317	-0.3716878697026173	-0.03119682359614294	0.025038489587553683	0.08062555708613564	-0.05728871242200794	-0.03119682359614294	-0.289198606271777	-0.15225670529130542	-0.07398103881371039	-0.08597358398833158	0.12259946519730978	-0.04027226318774816	-0.10590713880560733	-0.20022688598979013	-0.11319990276314723	-0.4976095940361397	-0.09780406774167409	-0.23766307430516165
CadR-PbrR	0.4357021311076898	0.22680495907949114	0.19439267482375822	0.3258244874807552	0.3554817275747508	0.5408799935175431	0.3514301920427842	0.13556437889960296	0.3532128676768495	0.37509115954946926	0.3802771250303865	0.24722469816060286	0.37833238797504254	0.3007049671825622	0.4109067336520541	0.5049023579936796	0.3721740539664533	0.4013451097966129	0.48237582043594524	0.6398995219188073	0.340896199659671	0.43213677983955917	0.5207843772789887	0.38740782756664777	0.45628393161008024	1.0	0.39243173162628636	0.4047483996434649	0.47994489911676524	0.3712016854387813	0.5797747346244226	0.46989709099748805	0.30264970423790616	0.41852362045215136	0.3616400615833401	0.28336439510574507	0.35224049914917754	0.24009399562434164	0.27120978850984523	0.24690057531804555	0.35710234178753747	0.4802690219593226	0.28206790373551577	0.4157685762904141	0.2131917996920833	0.5159225346406288	0.475245117899684	0.3692569483834373	0.40847581233287417	0.35078194635766957	0.36779839559192934	0.3065391783485941	0.13086459768252168	0.2739648326715825	0.18823434081516896	0.13475407179320964	0.17235232152985983	0.3370067255489831	0.20395429867919943	0.25921724333522406	0.2553277692245361	0.2545174621181428	0.26926505145450125	0.46503524835912813	0.46746616967830806	-0.03119682359614294	0.06490559922210518	0.32614861032331255	0.019690462685357752	0.2199983793857872	-0.6001944737055344	0.06749858196256381	-0.02033870837047241	0.11093104286524592	-0.09845231342678876	0.04983388704318937	0.22842557329227778	0.06198849363908922	-0.08613564540961025	-0.0290900251195203	0.19293412203225022	0.1911514463981849	-0.004618750506441942	-0.06150230937525322	0.050158009885746695	-0.21416416821975529	-0.052913054047484	0.07608783729033304
