	AcnR	AgaR	AmtR	AraR	ArgR	BioQ	BirA	CadR-PbrR	CblR	CcpA	CsoR	CueR	CzrA	DasR	ExuR_UxuR	FabR	FadP	FadR	FixJ	FnrN_FixK	FruR	FUR	GguR	GlcC	GntR	GulR	HcpR	HexR	HisR	HrcA	HutC	HypR	Irr	IscR	KdgR	LexA	LiuQ	LiuR	LldR	LtbR	MerR	MetJ	MetR	MntR	ModE	NadQ	NagC	NagQ	NagR	NarP	NiaR	NifA	NikR	NmlR	NnrR	NorR	NrdR	NrtR	NsrR	NtrC	PaaR	PdhR	PdxR	PhnF	PhnR	Phr	PhrR	PhsR	PrpR	PsrA	PurR	QorR	RbkR	RbsR	Rex	RutR	SahR_SamR	SdaR	SiaR	SoxR	ThiR	TrpR	TtrR	TyrR	VanR	XylR	ZntR	Zur
AcnR	1.0	-0.5132693393562959	0.15640880858272163	-0.8475437605872389	-0.8452851496329757	0.7888198757763976	-0.7605872388481084	0.35177865612648224	0.17334839073969507	-0.4500282326369283	0.04799548277809147	0.8396386222473179	-0.7549407114624506	0.6431394692264257	-0.18464144551101072	-0.10446075663466968	0.8509316770186336	0.37323546019198195	0.4748729531338227	0.4782608695652174	0.7639751552795031	-0.8396386222473179	0.25691699604743085	0.5573122529644269	0.5403726708074534	-0.7922077922077922	0.6600790513833992	-0.6329757199322417	-0.7165443252399775	0.36645962732919257	-0.6352343308865048	-0.36645962732919257	-0.7210615471485037	-0.6713721061547149	-0.7334839073969509	0.7809147374364765	0.30773574251835123	0.841897233201581	-0.36984754376058726	0.17447769621682666	0.8814229249011858	-0.20045172219085264	-0.743647656691135	-0.8362507058159232	-0.8588368153585545	-0.8983625070581592	-0.7447769621682665	-0.28514963297571994	-0.6024844720496895	-0.549407114624506	-0.4805194805194805	0.8464144551101073	0.033314511575381144	0.6702428006775832	0.8351214003387917	-0.42631281761716544	-0.5911914172783738	-0.8385093167701864	-0.8531902879728966	0.7278373800112931	0.6702428006775832	-0.2987012987012987	0.40033879164313946	-0.5064935064935064	0.2670807453416149	-0.8023715415019763	-0.7809147374364765	-0.20835686053077357	-0.006211180124223602	-0.1417278373800113	0.6499153020892151	0.3924336533032185	-0.8068887634105025	0.7820440429136082	-0.4805194805194805	0.44889892715979673	-0.8509316770186336	0.2015810276679842	-0.7312252964426877	0.21739130434782608	-0.8260869565217391	-0.6747600225861096	0.2636928289102202	-0.48616600790513836	-0.2546583850931677	-0.7865612648221344	-0.012987012987012988	-0.8802936194240542
AgaR	-0.5132693393562959	1.0	0.011857707509881422	0.6103896103896104	0.6668548842461886	-0.6171654432523997	0.6804065499717674	-0.6024844720496895	0.16431394692264256	0.21964991530208922	-0.48616600790513836	-0.7470355731225297	0.6973461321287409	-0.7188029361942405	-0.19480519480519481	-0.3246753246753247	-0.44212309429700736	-0.3551665725578769	-0.47600225861095424	-0.5053642010163749	-0.3585544889892716	0.7786561264822134	0.04009034443817053	-0.5313382269904009	-0.8701298701298701	0.743647656691135	-0.5923207227555054	0.18125352907961603	0.22416713721061546	-0.735742518351214	0.35064935064935066	-0.032185206098249576	0.6589497459062676	0.5053642010163749	0.6442687747035574	-0.14285714285714285	-0.44889892715979673	-0.44889892715979673	-0.011857707509881422	-0.028797289666854884	-0.5561829474872954	-0.1541501976284585	0.8159232072275551	0.629587803500847	0.5087521174477696	0.6849237718802936	0.6905702992659515	-0.2795031055900621	0.3879164313946923	0.13495200451722192	0.3551665725578769	-0.5290796160361377	0.25352907961603616	-0.32919254658385094	-0.5889328063241107	-0.017504234895539244	0.21964991530208922	0.6103896103896104	0.7447769621682665	-0.8170525127046866	-0.37323546019198195	-0.029926595143986448	-0.6352343308865048	0.251270468661773	-0.409373235460192	0.6442687747035574	0.5110107284020328	-0.3845285149632976	-0.17221908526256352	-0.012987012987012988	-0.453416149068323	-0.37888198757763975	0.611518915866742	-0.5042348955392434	0.6533032185206098	-0.29757199322416716	0.7221908526256352	-0.4647092038396386	0.7244494635798984	-0.42857142857142855	0.6126482213438735	-0.0016939582156973462	-0.12027103331451157	0.38114059853190285	-0.017504234895539244	0.6047430830039525	-0.35968379446640314	0.6939582156973462
AmtR	0.15640880858272163	0.011857707509881422	1.0	-0.19593450028232637	-0.11123658949745906	0.09203839638622248	-0.019762845849802372	-0.32806324110671936	0.1880293619424054	-0.19593450028232637	-0.4556747600225861	0.025409373235460192	0.032185206098249576	-0.06154714850367024	0.11349520045172219	-0.3619424054206663	0.22190852625635235	0.07622811970638058	0.25352907961603616	0.055900621118012424	0.19706380575945792	0.045736871823828344	0.3190287972896669	0.13156408808582723	-0.018633540372670808	0.033314511575381144	0.1507622811970638	-0.43195934500282324	-0.3111236589497459	-0.08413325804630152	0.019762845849802372	-0.07961603613777526	0.053642010163749296	0.043478260869565216	-0.009599096555618294	0.2422360248447205	0.10333145115753811	0.1756070016939582	-0.32919254658385094	0.14059853190287974	0.045736871823828344	-0.16770186335403728	0.12478825522303783	-0.019762845849802372	-0.22981366459627328	-0.03557312252964427	0.018633540372670808	-0.5245623941276115	-0.2704686617730096	-0.5335968379446641	-0.13382269904009034	0.15979672501411632	0.2422360248447205	0.2478825522303783	0.0818746470920384	-0.37775268210050816	-0.33032185206098247	-0.009599096555618294	-0.006211180124223602	0.07171089779785432	0.3901750423489554	-0.28063241106719367	0.05251270468661773	-0.1101072840203275	-0.4330886504799548	-0.06493506493506493	-0.19367588932806323	-0.541501976284585	-0.22755505364201017	-0.2941840767927724	-0.269339356295878	-0.30886504799548276	-0.05251270468661773	0.20609824957651043	0.05815923207227555	0.2230378317334839	0.04799548277809147	-0.22416713721061546	0.09316770186335403	0.017504234895539244	-0.09655561829474874	-0.21739130434782608	-0.23771880293619424	-0.233201581027668	-0.28402032749858835	0.0660643704121965	-0.36645962732919257	-0.0660643704121965
AraR	-0.8475437605872389	0.6103896103896104	-0.19593450028232637	1.0	0.9254658385093167	-0.8972332015810277	0.8385093167701864	-0.3450028232636928	-0.1383399209486166	0.4601919819311124	-0.09994353472614342	-0.859966120835686	0.867871259175607	-0.7605872388481084	0.043478260869565216	0.05815923207227555	-0.8667419536984754	-0.5369847543760587	-0.5426312817617166	-0.6442687747035574	-0.7346132128740824	0.8915866741953699	-0.22755505364201017	-0.6770186335403726	-0.6070016939582157	0.6984754376058724	-0.8091473743647657	0.6261998870694523	0.6216826651609261	-0.5369847543760587	0.7221908526256352	0.4116318464144551	0.7413890457368718	0.6837944664031621	0.8452851496329757	-0.6465273856578204	-0.5053642010163749	-0.8904573687182383	0.4330886504799548	-0.339356295878035	-0.8147939017504235	0.07622811970638058	0.7831733483907397	0.8667419536984754	0.8712591756070017	0.8904573687182383	0.831733483907397	0.17108977978543197	0.6487859966120836	0.49407114624505927	0.5189158667419537	-0.6984754376058724	0.17786561264822134	-0.6239412761151891	-0.8972332015810277	0.41953698475437606	0.7007340485601355	0.9085262563523433	0.9085262563523433	-0.8735177865612648	-0.8690005646527386	0.24449463579898362	-0.5686053077357425	0.5381140598531903	-0.21287408243929984	0.8633540372670807	0.8802936194240542	0.08526256352343309	-0.09542631281761717	0.09768492377188029	-0.5381140598531903	-0.32806324110671936	0.859966120835686	-0.8385093167701864	0.6612083568605308	-0.639751552795031	0.9040090344438171	-0.16770186335403728	0.6770186335403726	-0.5019762845849802	0.8893280632411067	0.40033879164313946	-0.13495200451722192	0.49407114624505927	0.1507622811970638	0.7199322416713722	-0.07622811970638058	0.9062676453980801
ArgR	-0.8452851496329757	0.6668548842461886	-0.11123658949745906	0.9254658385093167	1.0	-0.8136645962732919	0.9570863918690006	-0.4601919819311124	-0.0942970073404856	0.46922642574816487	-0.295313382269904	-0.8814229249011858	0.9006211180124224	-0.7651044607566346	-0.07058159232072275	0.005081874647092038	-0.8802936194240542	-0.6013551665725578	-0.6058723884810842	-0.7323546019198193	-0.7526821005081875	0.9311123658949746	-0.21964991530208922	-0.6758893280632411	-0.7063805759457933	0.7831733483907397	-0.7843026538678712	0.6386222473178995	0.6815358554488989	-0.5923207227555054	0.6329757199322417	0.25014116318464147	0.7639751552795031	0.7504234895539243	0.9153020892151327	-0.5223037831733484	-0.5189158667419537	-0.9073969508752118	0.4138904573687182	-0.409373235460192	-0.8927159796725014	-0.10446075663466968	0.8723884810841332	0.955957086391869	0.8441558441558441	0.9186900056465274	0.9141727837380011	0.04912478825522304	0.5471485036702428	0.5347261434217956	0.5527950310559007	-0.7142857142857143	0.24449463579898362	-0.6058723884810842	-0.9254658385093167	0.25014116318464147	0.6476566911349521	0.9717673630717109	0.9254658385093167	-0.8961038961038961	-0.7707509881422925	0.13721061547148503	-0.6205533596837944	0.5019762845849802	-0.30321852060982496	0.9604743083003953	0.8644833427442123	-0.000564652738565782	-0.14737436476566912	0.163184641445511	-0.5652173913043478	-0.4059853190287973	0.8972332015810277	-0.8385093167701864	0.7221908526256352	-0.577639751552795	0.9130434782608695	-0.3156408808582722	0.7504234895539243	-0.47374364765669114	0.9503105590062112	0.3495200451722191	-0.10107284020327499	0.4997176736307171	0.05815923207227555	0.8712591756070017	-0.15866741953698477	0.9582156973461321
BioQ	0.7888198757763976	-0.6171654432523997	0.09203839638622248	-0.8972332015810277	-0.8136645962732919	1.0	-0.7526821005081875	0.4590626764539808	0.13043478260869565	-0.25352907961603616	0.07622811970638058	0.8147939017504235	-0.8870694522868436	0.7583286278938453	0.10333145115753811	-0.07058159232072275	0.6860530773574252	0.409373235460192	0.41953698475437606	0.4782608695652174	0.6725014116318464	-0.8351214003387917	-0.009599096555618294	0.49294184076792774	0.6284584980237155	-0.7210615471485037	0.883681535855449	-0.37323546019198195	-0.4816487859966121	0.5505364201016375	-0.7289666854884246	-0.26030491247882553	-0.6792772444946358	-0.5448898927159797	-0.7300959909655562	0.5821569734613213	0.5381140598531903	0.7944664031620553	-0.313382269904009	0.14850367024280067	0.7447769621682665	-0.14398644833427443	-0.7707509881422925	-0.7820440429136082	-0.7662337662337663	-0.8780350084697911	-0.7052512704686618	-0.033314511575381144	-0.6002258610954263	-0.26030491247882553	-0.32919254658385094	0.5584415584415584	-0.2704686617730096	0.3743647656691135	0.7560700169395822	-0.35968379446640314	-0.55957086391869	-0.7876905702992659	-0.9006211180124224	0.8306041784302653	0.7526821005081875	-0.35064935064935066	0.5392433653303218	-0.5381140598531903	0.3585544889892716	-0.7368718238283456	-0.7492941840767928	0.09881422924901186	0.13269339356295878	0.11801242236024845	0.6566911349520045	0.39808018068887635	-0.8193111236589498	0.6781479390175043	-0.5979672501411631	0.3879164313946923	-0.8949745906267645	0.22416713721061546	-0.6679841897233202	0.5968379446640316	-0.7967250141163185	-0.32128740824393	0.0378317334839074	-0.40033879164313946	-0.11349520045172219	-0.6679841897233202	0.1101072840203275	-0.7933370976849238
BirA	-0.7605872388481084	0.6804065499717674	-0.019762845849802372	0.8385093167701864	0.9570863918690006	-0.7526821005081875	1.0	-0.5968379446640316	-0.10446075663466968	0.3958215697346132	-0.4816487859966121	-0.8644833427442123	0.8690005646527386	-0.7989836250705816	-0.23207227555053642	-0.12140033879164314	-0.8159232072275551	-0.6826651609260305	-0.5347261434217956	-0.7188029361942405	-0.7154150197628458	0.9164313946922643	-0.20271033314511575	-0.6442687747035574	-0.6939582156973462	0.7605872388481084	-0.7763975155279503	0.5753811405985318	0.6544325239977414	-0.6171654432523997	0.4613212874082439	0.029926595143986448	0.7526821005081875	0.7346132128740824	0.9322416713721061	-0.3427442123094297	-0.5177865612648221	-0.8520609824957651	0.39469226425748166	-0.42179559570863917	-0.857707509881423	-0.08526256352343309	0.8893280632411067	0.9604743083003953	0.7255787690570299	0.8949745906267645	0.9570863918690006	-0.05138339920948617	0.4872953133822699	0.41953698475437606	0.4647092038396386	-0.5844155844155844	0.27837380011293056	-0.46696781479390176	-0.8385093167701864	0.16883116883116883	0.549407114624506	0.9536984754376059	0.9186900056465274	-0.8531902879728966	-0.6307171089779785	0.09316770186335403	-0.6758893280632411	0.3867871259175607	-0.4330886504799548	0.9649915302089215	0.8035008469791078	-0.031055900621118012	-0.26256352343308864	0.16544325239977414	-0.5189158667419537	-0.42405420666290233	0.8441558441558441	-0.7221908526256352	0.769621682665161	-0.5448898927159797	0.9096555618294748	-0.33145115753811405	0.7639751552795031	-0.4771315640880858	0.937888198757764	0.20609824957651043	-0.08300395256916997	0.39469226425748166	-0.020892151326933936	0.8565782044042913	-0.2478825522303783	0.911914172783738
CadR-PbrR	0.35177865612648224	-0.6024844720496895	-0.32806324110671936	-0.3450028232636928	-0.4601919819311124	0.4590626764539808	-0.5968379446640316	1.0	-0.14511575381140598	0.0502540937323546	0.7413890457368718	0.5810276679841897	-0.6273291925465838	0.46357989836250707	0.2015810276679842	0.43873517786561267	0.2941840767927724	0.38226990400903443	0.26030491247882553	0.15866741953698477	0.26143421795595706	-0.5742518351214003	-0.15302089215132694	0.20045172219085264	0.5889328063241107	-0.6476566911349521	0.5053642010163749	0.053642010163749296	-0.1417278373800113	0.4748729531338227	-0.12478825522303783	0.3845285149632976	-0.4161490683229814	-0.339356295878035	-0.4184076792772445	0.03557312252964427	0.1857707509881423	0.44664031620553357	0.020892151326933936	-0.00846979107848673	0.46696781479390176	0.0502540937323546	-0.6736307171089779	-0.4906832298136646	-0.37775268210050816	-0.5550536420101637	-0.5031055900621118	0.4409937888198758	-0.28063241106719367	0.18012422360248448	-0.31225296442687744	0.20948616600790515	-0.28740824392998304	0.11349520045172219	0.4364765669113495	0.0660643704121965	-0.15640880858272163	-0.46696781479390176	-0.6194240542066629	0.4748729531338227	0.10446075663466968	-0.13608130999435347	0.36984754376058726	-0.3359683794466403	0.6307171089779785	-0.49632975719932243	-0.3800112930547713	0.383399209486166	0.09655561829474874	0.21626199887069453	0.567476002258611	0.4748729531338227	-0.4376058723884811	0.36984754376058726	-0.3675889328063241	-0.025409373235460192	-0.6024844720496895	0.5482778091473743	-0.44889892715979673	0.30773574251835123	-0.43195934500282324	0.233201581027668	0.1541501976284585	0.012987012987012988	-0.1259175607001694	-0.5923207227555054	0.4409937888198758	-0.4579333709768492
CblR	0.17334839073969507	0.16431394692264256	0.1880293619424054	-0.1383399209486166	-0.0942970073404856	0.13043478260869565	-0.10446075663466968	-0.14511575381140598	1.0	-0.06945228684359118	-0.2365894974590627	0.043478260869565216	-0.06493506493506493	0.0502540937323546	0.10784867306606437	-0.5471485036702428	0.1767363071710898	0.2106154714850367	-0.21852060982495766	0.14624505928853754	0.269339356295878	-0.010728402032749858	0.22868435911914173	-0.13608130999435347	-0.30886504799548276	0.054771315640880856	0.08752117447769622	-0.07735742518351214	-0.2015810276679842	-0.029926595143986448	-0.11462450592885376	-0.2987012987012987	0.10220214568040654	-0.1225296442687747	-0.1789949181253529	0.13721061547148503	0.19028797289666854	0.0818746470920384	-0.09655561829474874	0.18238283455674761	-0.029926595143986448	-0.14059853190287974	0.13946922642574816	-0.09090909090909091	0.043478260869565216	-0.0016939582156973462	-0.0220214568040655	-0.4647092038396386	-0.17221908526256352	-0.24336533032185206	0.11236589497459062	-0.00282326369282891	-0.024280067758328628	-0.06154714850367024	0.02766798418972332	-0.20835686053077357	-0.43195934500282324	-0.08639186900056466	-0.07171089779785432	0.054771315640880856	0.277244494635799	0.09655561829474874	0.05928853754940711	-0.18238283455674761	-0.019762845849802372	-0.010728402032749858	-0.12140033879164314	-0.6058723884810842	0.03896103896103896	-0.00282326369282891	-0.15302089215132694	0.06267645398080181	-0.07509881422924901	-0.04121964991530209	-0.044607566346696784	0.17221908526256352	-0.06380575945793338	-0.06154714850367024	0.0016939582156973462	-0.12365894974590627	-0.11462450592885376	-0.3867871259175607	-0.13721061547148503	-0.08526256352343309	0.17108977978543197	0.017504234895539244	-0.4613212874082439	-0.031055900621118012
CcpA	-0.4500282326369283	0.21964991530208922	-0.19593450028232637	0.4601919819311124	0.46922642574816487	-0.25352907961603616	0.3958215697346132	0.0502540937323546	-0.06945228684359118	1.0	0.017504234895539244	-0.3427442123094297	0.26030491247882553	-0.2388481084133258	0.21174477696216826	0.2230378317334839	-0.6533032185206098	-0.06945228684359118	-0.2490118577075099	-0.30999435347261434	-0.5686053077357425	0.40146809712027104	-0.49294184076792774	-0.5618294748729531	-0.2478825522303783	0.33145115753811405	-0.19480519480519481	0.5392433653303218	0.365330321852061	-0.2388481084133258	0.2648221343873518	0.18464144551101072	0.21287408243929984	0.5471485036702428	0.32919254658385094	-0.25578769057029926	0.04009034443817053	-0.35290796160361376	-0.017504234895539244	-0.5832862789384529	-0.32806324110671936	-0.00282326369282891	0.31225296442687744	0.4184076792772445	0.43195934500282324	0.36307171089779783	0.39920948616600793	0.3145115753811406	0.2885375494071146	0.47148503670242803	0.5031055900621118	-0.5143986448334275	-0.10107284020327499	-0.6533032185206098	-0.5550536420101637	0.383399209486166	0.4184076792772445	0.4376058723884811	0.33483907396950874	-0.3495200451722191	-0.5098814229249012	0.1259175607001694	-0.24449463579898362	0.1067193675889328	0.23433088650479955	0.4048560135516657	0.5584415584415584	0.40146809712027104	0.13156408808582723	0.4872953133822699	0.10784867306606437	-0.16996047430830039	0.39920948616600793	-0.5143986448334275	0.12478825522303783	-0.42631281761716544	0.36307171089779783	0.09881422924901186	0.15640880858272163	0.06493506493506493	0.3856578204404291	0.29757199322416716	0.029926595143986448	0.629587803500847	0.19141727837380013	0.3438735177865613	-0.03557312252964427	0.5268210050818747
