	ModE	PhrR	NiaR	HutC	PhnF	CcpA	Rex	AgaR	Irr	SiaR	GulR	IscR	MetR	BirA	XylR	MntR	ThiR	Phr	ArgR	NrtR	RbkR	NsrR	Zur	FUR	SahR_SamR	KdgR	NagC	NadQ	AraR	CzrA	HexR	HypR	TyrR	HisR	PsrA	NarP	TrpR	LldR	NagR	CblR	VanR	NrdR	ExuR_UxuR	PdhR	FabR	QorR	NmlR	LiuR	PurR	GntR	HrcA	BioQ	NnrR	NtrC	FruR	PaaR	CueR	RbsR	MerR	FadP	AcnR	NifA	PdxR	PhnR	DasR	FadR	FnrN_FixK	FixJ	GlcC	HcpR	CsoR	ZntR	LtbR	RutR	GguR	TtrR	CadR-PbrR	PrpR	MetJ	NorR	SdaR	SoxR	AmtR	LexA	LiuQ	NikR	NagQ	PhsR
MerR	-0.7942318482774099	-0.650504370378683	-0.6274816394219379	-0.5736505442711256	-0.5697253082956146	-0.671766480878814	-0.6057058068055712	-0.5872616865546952	-0.596792977468547	-0.5182732951782442	-0.6829935535355802	-0.7792690681928702	-0.7853040561603013	-0.8235838352099153	-0.8349655232608886	-0.8599633411887929	-0.8405616030125064	-0.8354144066634247	-0.85810795645831	-0.8570655494457536	-0.8431651267472163	-0.8315091210613599	-0.8379281537176274	-0.8266561927206075	-0.8419631167470916	-0.8089701866606815	-0.8192296662053142	-0.7428895622139927	-0.7882018479033405	-0.7852841057868551	-0.45213780720457863	-0.42494046060424695	-0.43872616865546954	-0.45026745969401116	-0.3639172558261325	-0.27707826780882555	-0.20385540966844973	-0.39785284105786856	-0.37201710744523	-0.1755059290016085	-0.1305228244741206	-0.13625356924649934	-0.22281823962892305	-0.32783700544894573	0.4026558934650058	0.33725358171548275	0.7077070786418783	0.6882355141585307	0.6436813426601329	0.5891070960984551	0.5538946869661716	0.6299654609159715	0.7652289928802105	0.6361401014975249	0.6863801294280477	0.6727540243643936	0.7680818962829961	0.7317871793912643	1.0	0.8231848277409943	0.8128355715158543	0.7558373545804811	0.4737640120201	0.5268768937268544	0.4865422262122969	0.3888302846668911	0.3163056895971271	0.6160949637776032	0.5886731754760034	0.35380241648898364	0.4005910298133393	0.4989014825621267	0.3434930610107358	0.2910734547812317	0.19528672427337	0.2325141211237048	0.24339704983852667	0.12076210426563923	0.08673674235339593	0.20250377186747964	0.08629783413758277	0.05898577288993628	0.03607775658050599	0.18825421763363634	-0.06662177832641304	0.025758425915535108	-0.09423808276911183	0.007887878901233183
FadP	-0.800112220850634	-0.7106647215052557	-0.6114365515779498	-0.6558560580555868	-0.6523547675158045	-0.7353233830845771	-0.5452960760109228	-0.6435117644858415	-0.6142196286736742	-0.6095961296275515	-0.7521565106796843	-0.8276187982393796	-0.8066110550006858	-0.7907056197708201	-0.8167857454581728	-0.8572002144665145	-0.8544919512712129	-0.8337186249205102	-0.860955872267734	-0.8574296437611442	-0.8508809336774773	-0.8579084527238494	-0.8847018042618985	-0.8672202895297947	-0.8724772129328295	-0.8388009825558922	-0.8371351263731468	-0.7614284467387374	-0.8344268631778451	-0.8021471589421314	-0.46578885023504035	-0.43971869973441063	-0.3602613498921433	-0.3928103841693787	-0.2861457125400566	-0.3661467100587289	-0.21854387211810622	-0.49503111011359247	-0.5112956520654871	-0.17202458883527227	-0.20741156373520866	-0.3394431352011871	-0.31041534183718	-0.37751343532961756	0.49819324430479184	0.32221598773052035	0.7405104801805509	0.8022219728425541	0.7071135550318582	0.6806443970623075	0.6385341463110512	0.6934176236611429	0.8397985012281949	0.7560817466551952	0.7032880709235776	0.7670843776106934	0.714954051796157	0.821005249442013	0.8231848277409943	1.0	0.7982967368670433	0.804621005249442	0.4992805396576017	0.41646155188967443	0.434571503385329	0.38402224466639234	0.3063005773139316	0.5188169428546491	0.5454905921520219	0.2788937517924164	0.33959775059539393	0.4606067407324281	0.36094465018267063	0.24410030050250003	0.15099190762977094	0.0891756755071759	0.12966994600930187	0.18069801369094377	0.09979426177383757	0.11350515592463746	0.1483085824012768	0.08892629583910024	0.11198393994937593	0.23699796755570518	-0.0355540592775471	-0.0274891208119802	-0.1934463023229716	0.0064464644197558575
AcnR	-0.7644309779423684	-0.673691691916358	-0.5517749597875286	-0.6430529058965823	-0.6023441688799113	-0.6450080424942954	-0.5188119552612875	-0.6240651379693014	-0.622603773114378	-0.632943054152795	-0.7314031347024277	-0.7962967119290765	-0.8015336849586653	-0.7442711255751319	-0.7628199852865996	-0.8336537862068105	-0.7874187957455828	-0.7903515006421526	-0.8183318994002419	-0.8123318245863415	-0.8233244803551166	-0.8132545293582214	-0.8343969376176761	-0.8191049763712764	-0.8269305103554907	-0.7839773563261387	-0.7850496888988641	-0.7688001097270539	-0.7980373820122445	-0.7668150475691717	-0.4526265913540069	-0.41429194877741615	-0.3743961894786718	-0.3043753662763875	-0.2884350178929912	-0.2668537014177234	-0.2516365540717465	-0.45328495367772664	-0.4530106360428434	-0.21977082008503845	-0.22717739622688563	-0.30289903864137957	-0.3145251187670669	-0.3725208543747428	0.4486963677851345	0.3859674060773825	0.6164590580929937	0.726420528934276	0.6975822641180065	0.6314916644845946	0.614907916557563	0.7085499819199741	0.7762765121759623	0.7147944488085887	0.7003204528734772	0.6989438771056996	0.7183755408421552	0.784261649147745	0.8128355715158543	0.7982967368670433	1.0	0.8040723699796756	0.46903577351338543	0.5529919325677377	0.45321013977730396	0.3267397349094128	0.33865509545006794	0.5038242372099403	0.490352747540493	0.28076908689634533	0.3756281250389656	0.38782777840122695	0.16388483646928265	0.22503273108143493	0.10027805832990436	0.15829873190438784	0.1449070437287248	0.1465329991645781	0.1091110861731443	0.10376937368296363	0.17138118929163706	0.1486826519033903	0.015987730520330676	0.2528186136984252	0.007239491764236462	-0.029618823177346352	-0.10445766156685246	0.017962817491489917
NifA	-0.7787553460766343	-0.7272684198057332	-0.6070873701667103	-0.622613748301101	-0.6286936246087856	-0.6378059576802704	-0.5221336924400554	-0.6175064526989115	-0.6280801506253195	-0.6177857579271562	-0.7323856905946459	-0.8068105587351463	-0.7712988940011721	-0.73019114951558	-0.7832790932555269	-0.796720657364805	-0.7781917480267834	-0.7822067606828015	-0.7991546029252236	-0.7877429893140813	-0.8059626678636891	-0.8102918989014826	-0.8353745059165326	-0.8077133131335802	-0.800501253132832	-0.7369992144540456	-0.7592987443733712	-0.7718974052045536	-0.7901669596877766	-0.7759074302672103	-0.5282534694946321	-0.5494407660943403	-0.3766505816780758	-0.3899225676130625	-0.362026957942119	-0.22410005112283196	-0.28937268544495565	-0.35916407935261035	-0.4320078803975112	-0.2669185401314231	-0.23133704909038766	-0.2300702003765633	-0.249182658137882	-0.35398196984999813	0.3965510791905136	0.37962318732153766	0.6891482437436875	0.7328944251175201	0.6432474220376813	0.6611229566453447	0.6113717128642502	0.6654272497163306	0.817224653673986	0.7590743026721032	0.6769136772278956	0.6532674971009613	0.7538173792690682	0.7606703325477874	0.7558373545804811	0.804621005249442	0.8040723699796756	1.0	0.4235638848364693	0.44835721143655155	0.44905547450716343	0.310405366650457	0.39189765458422177	0.5110462723974114	0.582857641616479	0.22184565892342797	0.33748799860347384	0.4408259454606666	0.2786992356513173	0.3258519432910635	0.12015860546889612	0.10553996932630083	0.12412872978466066	0.1388022294542326	0.0767416052569234	0.05835733612638561	0.20831431813364257	0.16734622626217285	0.042925722265863664	0.29682913752041795	-0.033065250190151996	-0.05560917218419182	-0.17958079277796482	0.018386762927218542
PdxR	-0.47412810633549046	-0.5094701928951733	-0.33262509507599847	-0.4665320016459058	-0.5384979862591803	-0.36701953889699374	-0.4202920235913166	-0.481120712228332	-0.40768338757341116	-0.4138879537151336	-0.4848364692826594	-0.5552114116136111	-0.5382635693711891	-0.5308819311961496	-0.5472761505754435	-0.5738400728188631	-0.5825533984214267	-0.5788725545206299	-0.6033516627389369	-0.605850447013055	-0.5592663250165214	-0.6374169253980723	-0.5791817853090437	-0.5727527774660532	-0.5808426538984277	-0.5648175164278856	-0.5986633249791145	-0.4203718250851008	-0.5374306412798164	-0.5443384580855123	-0.315118642377087	-0.21561116722153642	-0.24540206236985498	-0.21603012506390354	-0.14892205638474296	-0.23006521278320177	-0.15551565480866344	-0.11331562737689996	-0.2843052905896582	0.024735969276424893	0.09967455953316126	-0.1930622576341351	0.07480641903265627	-0.036267285128243495	0.2671579446127757	0.2583099539894512	0.33947306076135614	0.44419755857304954	0.37947854711405377	0.5534308407835509	0.48419306973902415	0.5054352298657091	0.5558847367174155	0.5905784361401015	0.5430267210314343	0.408197109689647	0.6352223843190065	0.40969837529146247	0.4737640120201	0.4992805396576017	0.46903577351338543	0.4235638848364693	1.0	0.46303071110612354	0.4948266187857704	0.4508160949637776	0.40074564520754624	0.3252185189341513	0.4218730906869163	0.2038404468883652	0.3581166847466926	0.3508796867791369	0.17774037082756644	0.30315839349617824	-0.19470816344343445	0.05099564832479208	0.14959538148854723	0.21715732116360553	0.10305614783226724	0.17839374555792467	0.16305190837790995	0.2078355091709373	0.08010324318258333	-0.09225800820459108	0.17813439070312598	-0.08639758600481302	0.013892941308495119	0.0906420279554608
PhnR	-0.47265676629384407	-0.4524669883664385	-0.2877966059427175	-0.4020424194815397	-0.4327659945884612	-0.2783800296761805	-0.5341338420678562	-0.42559383533460515	-0.48791381438671305	-0.4570954750059228	-0.4743675108168431	-0.4547812316861806	-0.5391962493297922	-0.609611092407636	-0.504831731068966	-0.5945086597089739	-0.5834611404132221	-0.6176461053130339	-0.637327148717565	-0.6163692814124865	-0.5977106946470654	-0.6471427324530231	-0.5706280626940485	-0.5727278394992457	-0.601341662614247	-0.577017169790147	-0.6144889587151959	-0.583800296761805	-0.5056397211935311	-0.600399007468921	-0.24988092120849387	-0.24423496552326088	-0.2645145201311737	-0.20462848663948427	-0.21483809025050188	0.014855546827267172	-0.12409381663113006	-0.2289031035299692	-0.17194977493484956	0.02466614296936371	-0.02044663898552351	-0.11840796019900497	0.03688075911170962	-0.13689696879013455	0.2032419356849836	0.29240514220875574	0.20756617912941558	0.4350104116011422	0.43149914587463684	0.4657838626416788	0.3966657938378284	0.5065724011521341	0.46070150500629686	0.4764872379954862	0.4757640369580668	0.3532238556590481	0.5720146136485492	0.412725844461901	0.5268768937268544	0.41646155188967443	0.5529919325677377	0.44835721143655155	0.46303071110612354	1.0	0.5594558535642589	0.4431800895273008	0.44250177683013503	0.39605730744772377	0.40659110462723974	0.4440828439257347	0.4563174104415267	0.322270851257497	0.12039302235688724	0.23468372423596304	0.002975099440142645	0.27482387560942156	0.3590992406389107	0.4443721243407025	0.19742640182545917	0.27872916121148644	0.03955909674684223	0.024925497824162396	0.01482063367373658	0.0007905335477998479	0.190204366637988	-0.18033890696891483	0.1355952069227796	0.09041758625419269
DasR	-0.5126971658000723	-0.5211810621080063	-0.3096322896794224	-0.45866656691479946	-0.4045412037556578	-0.42318482774099425	-0.640504245688849	-0.2007531265975885	-0.28465940971832565	-0.2498160824947942	-0.3331737303457649	-0.42992805396576017	-0.4004862903527475	-0.6112021346899588	-0.5138143867130512	-0.5934363271362486	-0.5856008179653113	-0.6468484644446938	-0.6157508198356588	-0.6366937243606529	-0.5174503422735944	-0.5646329754735097	-0.5693163256399706	-0.4772054514395441	-0.4624122495292959	-0.4991508622302024	-0.5610419082532201	-0.4675893714385466	-0.47381887554707663	-0.5132358258831158	-0.4138979289018566	-0.342241175076996	-0.46955947081634436	-0.5219142383321488	-0.4474245314779486	-0.3153680220451627	-0.3863863639197496	-0.07473160513223356	-0.03130961732689934	0.10408857965810048	0.34940335914412896	0.0008902854150301126	0.15418895497450094	-0.0051546777391239295	-0.03985835234853302	0.030970460978316437	0.24030474195438845	0.25446950710108607	0.2223444182595793	0.2694472499657103	0.22131697402710757	0.4727864437212434	0.40617713437823416	0.3550343520492774	0.5771568224042694	0.35364281350141524	0.5693761767603087	0.34310402872853774	0.4865422262122969	0.434571503385329	0.45321013977730396	0.44905547450716343	0.4948266187857704	0.5594558535642589	1.0	0.578134390703126	0.5574159278794	0.4587962443421988	0.4923078841382062	0.43584832728587636	0.25900322946670157	0.3722515243332211	0.37201710744523	0.5175750321076322	0.1059439643885834	0.2113767004576117	0.2905946458185264	0.30851506876644347	0.2908091123330715	0.3482113243307273	-0.1299492512375466	-0.02038678786518535	0.14451302385316525	-0.07602339181286549	0.05625755932118855	-0.17995984987343983	-0.07904587338994251	0.05657177770296388
FadR	-0.47333507899100985	-0.440227434257285	-0.29103355403433956	-0.32135313407897853	-0.420257110437786	-0.2935223631217347	-0.5182184316512675	-0.22956645344705046	-0.2818813202159628	-0.2319106223269617	-0.284604546191349	-0.38131398147109064	-0.37034626366912304	-0.605082357635382	-0.4108704597314181	-0.5106572401152134	-0.5511116098704473	-0.605246948216312	-0.5624633723612514	-0.5860746393346551	-0.5185526004064889	-0.5494208157208943	-0.4769311338046609	-0.42669110587413805	-0.4431900647140239	-0.5026770907367922	-0.545161410990162	-0.46465666654197685	-0.39472063242683825	-0.45701567351213856	-0.3736131373209142	-0.2964750183917505	-0.4809212084938715	-0.46119028915572513	-0.46700582301524957	-0.25725757179017195	-0.28389630793401416	-0.2236262297534882	-0.07634259778800234	0.14785471140537912	0.23746680133168743	-0.08703101036172521	-0.007483883838950611	0.0670207857953341	0.040247384630731055	0.05022257135375753	0.21456876020898016	0.29542762378583276	0.23148667689123306	0.3507200837915685	0.2948839761094278	0.42023716006434	0.3852491926333246	0.39216199703238197	0.587949974438584	0.4334044065387349	0.509011334305914	0.32234067756455814	0.3888302846668911	0.38402224466639234	0.3267397349094128	0.310405366650457	0.4508160949637776	0.4431800895273008	0.578134390703126	1.0	0.5976109427798352	0.45662165363657903	0.5029613835583985	0.38952356014414147	0.14836344592825346	0.23938702477587	0.4136535368271425	0.4697140862105513	0.09646753700170825	0.20547637751094153	0.2677464806294343	0.16795471265227746	0.28072918614945325	0.20115213406650956	-0.014102420229678675	0.00609733288444993	0.12314118629908104	-0.16043840945647703	-0.12247783638199977	-0.0995398945124004	-0.08211324330727315	-0.08200850384668137
FnrN_FixK	-0.38086011047519297	-0.5034102669609347	-0.2902155887230514	-0.40483048417062556	-0.42652152769984664	-0.19085774136834624	-0.5157196473771494	-0.22474843825982868	-0.29307846731256	-0.32572226586366415	-0.29570692901407747	-0.4154640332173718	-0.3291637052831083	-0.472267734011646	-0.3721717228394369	-0.45052182695544835	-0.48004339206224517	-0.5307821793289194	-0.4960685295327872	-0.4981832691180688	-0.4530704871631816	-0.4609907854212646	-0.4742877093230589	-0.38421676080749134	-0.3952443297297971	-0.40641155126622525	-0.4603423982842679	-0.43067619296998716	-0.4107258195239342	-0.43420740906993854	-0.3711941545405803	-0.3520018952854774	-0.3358021920472824	-0.2897118417935386	-0.35975261536926895	-0.23590069701617228	-0.3754435840845896	-0.10464220252122844	-0.06478634396937617	0.0833002905273133	0.1449519320689784	-0.10456738862080575	0.00930435541590294	0.07921046397087246	0.02585817778276537	0.18312697165800074	0.17288744248681406	0.23264878614446563	0.2373820122445417	0.3045599072307635	0.29478921183555906	0.43282584570879934	0.44050673948552976	0.46716542600281796	0.5586229254728862	0.2868539507973915	0.41725457923415504	0.28859960847392113	0.3163056895971271	0.3063005773139316	0.33865509545006794	0.39189765458422177	0.40074564520754624	0.44250177683013503	0.5574159278794	0.5976109427798352	1.0	0.45230738537887005	0.44712527587625783	0.3975585730495393	0.12687190613349295	0.2068230277185501	0.28718811955261286	0.426282123218494	-0.024366887367672913	0.026576391226823277	0.10502624721006497	0.23038940635170013	0.243332211124827	0.12343545430741032	0.1127669921071335	-0.025758425915535108	0.08842753650294892	-0.13607401588548484	0.0015237097719422936	-0.21837429394381477	-0.11906632252272473	-0.08627788376413671
FixJ	-0.5364381102008753	-0.49297622164864896	-0.37272035810920334	-0.30828563947181387	-0.3414182221723463	-0.47704584845197573	-0.6300702003765632	-0.4055985735482986	-0.4505916532625095	-0.36424643698799236	-0.4740283544682602	-0.5384481103255652	-0.5239691267970923	-0.6680557114178481	-0.5722739685033479	-0.6538809710844274	-0.6501303008765695	-0.6583099539894512	-0.6544894574745321	-0.6559009463958404	-0.6299854112894175	-0.6190127058940884	-0.6001995037344605	-0.5818850609109839	-0.575500941408247	-0.601895285477375	-0.6364393570992157	-0.6004987593361514	-0.5327273407399095	-0.5436152570480929	-0.30058978291499894	-0.3101110986421277	-0.4294043566628013	-0.4672552026833252	-0.5239541640170077	-0.24566141722465368	-0.12145039214952805	-0.2752777466053193	-0.04096061048142745	0.003010012593673238	-0.046332248531777205	0.06307061185301563	-0.10750009351737552	-0.11184428733525356	0.23370116834374494	0.17500218207209567	0.46858190251748777	0.3537924413022606	0.3125699821693537	0.3581067095599696	0.31547276150575443	0.429284654422125	0.47215301936433124	0.40414718388009824	0.533500417710944	0.44679609471439796	0.5891320340652627	0.4160326188605843	0.6160949637776032	0.5188169428546491	0.5038242372099403	0.5110462723974114	0.3252185189341513	0.39605730744772377	0.4587962443421988	0.45662165363657903	0.45230738537887005	1.0	0.5298494993703163	0.4286113293183207	0.39826182371351265	0.3858876045835983	0.36259554358533147	0.3858826169902368	0.23378096983752913	0.22595543585331487	0.24520255863539445	0.17985012281948654	0.3001957630394394	0.24019501490043516	-0.1661541914487712	-0.08310078679285278	0.03644683848925797	0.06963428471676704	-0.0944126485367648	-0.030192396413920373	-0.057684011022581326	-0.06936994226860684
GlcC	-0.5478696741854636	-0.6096609683412512	-0.45193331587675656	-0.37089988653225103	-0.39856107931520346	-0.5625232234815896	-0.4367610568710333	-0.3654683973615631	-0.4157333632588935	-0.4026110051247522	-0.4636990486165663	-0.540273569495879	-0.5418646117782018	-0.6300502500031172	-0.5987032257260065	-0.6444195064776369	-0.5950323570119328	-0.662923477848851	-0.6485691841544159	-0.6579358844873378	-0.6319305727004078	-0.5889973690445018	-0.629212334318383	-0.5691317846855946	-0.560642900784299	-0.5797154577987257	-0.6193468746493098	-0.48594870260227685	-0.5726280876320153	-0.5055599196997469	-0.4725969151735059	-0.3984713026346962	-0.5514457786256687	-0.4774199179540892	-0.46862180326437985	-0.2956071771468472	-0.2830035287223033	-0.07456202695794212	-0.1724186087108318	0.0008104839212459008	0.07717053828601354	-0.08800359106722029	-0.14186461177820173	-0.05123505280614472	0.18009451489420067	0.1574907417798227	0.402910260726443	0.35915909175924887	0.31910871706629756	0.43466626765919775	0.4031845783613262	0.5174902430204865	0.5937904462649161	0.522926719784536	0.6198107208319306	0.45229242259878555	0.5826082619484033	0.41025199815459046	0.5886731754760034	0.5454905921520219	0.490352747540493	0.582857641616479	0.4218730906869163	0.40659110462723974	0.4923078841382062	0.5029613835583985	0.44712527587625783	0.5298494993703163	1.0	0.23593062257634134	0.19916707190862729	0.25228992880210477	0.3260564346188855	0.44378857591740545	0.12573972244042944	0.1259541889549745	0.20574071995910173	0.15088716816917916	0.18254342323470368	0.021803264379855112	0.02764373620618711	0.003289317821917979	0.16113667252708885	-0.05075125625007793	-0.04530480429930548	-0.08624795820396763	-0.0363071858751356	-0.07472162994551054
HcpR	-0.37715432860758863	-0.30908365440965596	-0.17191486178131896	-0.20878315190962482	-0.2589483659397249	-0.16334617638623922	-0.46874150550505617	-0.17885260414718387	-0.3603112258257584	-0.24813526353196425	-0.22224965398571053	-0.2498559832416863	-0.25181111983939947	-0.4988216810683425	-0.3077020910485168	-0.4086809062457138	-0.4408658462075587	-0.4647215052556765	-0.4672751530567713	-0.43515006421526453	-0.39089016072519606	-0.4489656978266562	-0.3538273544557912	-0.35515904188331526	-0.34611653511889173	-0.38998241873340067	-0.42121971595655805	-0.4480579558348608	-0.35410167209067445	-0.47906083617002704	-0.2203443933216125	-0.15079739148867194	-0.2478559583037195	-0.2842653898427661	-0.2517213431588923	-0.13479719198493748	-0.08071172957268793	-0.21519719697253084	-0.09112083691816607	0.18467811319343133	-0.05271138044115263	-0.06282621977830148	0.2206436489233033	-0.10331051509370441	0.05240214965273881	0.14269255227621291	-0.01702514993952543	0.16591478696741854	0.20333171236549083	0.23381089539769823	0.20788538510455243	0.31578199229416826	0.2575518397985012	0.2373421114976496	0.33484457412187185	0.3466202820484046	0.38210202122220976	0.3208992630830808	0.35380241648898364	0.2788937517924164	0.28076908689634533	0.22184565892342797	0.2038404468883652	0.4440828439257347	0.43584832728587636	0.38952356014414147	0.3975585730495393	0.4286113293183207	0.23593062257634134	1.0	0.332066484619509	0.1667277646853452	0.2217109939026671	0.21347148966944726	0.1266674148056709	0.16915173505904063	0.2516714672252771	0.2626491602139678	0.13200413970249006	0.12533572737814686	-0.015962792553523113	0.02320477811444033	0.16466788862704024	0.1914163518248357	0.15890223070113094	-0.08678661828701106	0.01022706018778289	0.032092669484656916
CsoR	-0.27652464494569756	-0.25867903589820324	-0.1990972456015661	-0.09649746256187733	-0.18856344842205014	-0.3402261873589446	-0.40229678674297686	-0.43672614371750273	-0.4929413084951184	-0.3839923191062233	-0.4743974363770122	-0.42295539844636465	-0.4773650544271126	-0.4737241112732079	-0.4847367174154291	-0.4843127719797005	-0.473025848202596	-0.45228244741206247	-0.4613997680769087	-0.44927991620843155	-0.42430204865397325	-0.4801830446763675	-0.42965373633087695	-0.5079838900734424	-0.49484656915921643	-0.5077394979987282	-0.5302684572126835	-0.4334044065387349	-0.3509844262397287	-0.4557887255452063	-0.03737453085449943	-0.03551914612401651	0.008266935996708188	-0.02430204865397324	-0.15324629982917493	0.09344505542463123	0.24067382386314043	-0.22643923240938166	-0.12246786119527675	-0.022965373633087694	-0.1758051846032993	0.1433608897866557	0.07746480629434283	-0.12520604995074752	0.31374206660930937	0.30263469619321937	0.1487923789573436	0.3341263606778139	0.3095075998453846	0.3596279255352311	0.31698898988765445	0.2752976969787653	0.33012132320851884	0.3113430342024215	0.20224441701268095	0.29015573760271324	0.43406276886245465	0.320220950385915	0.4005910298133393	0.33959775059539393	0.3756281250389656	0.33748799860347384	0.3581166847466926	0.4563174104415267	0.25900322946670157	0.14836344592825346	0.12687190613349295	0.39826182371351265	0.19916707190862729	0.332066484619509	1.0	0.29939276050823577	0.11057245102806768	0.0302023716006434	0.011593660768837517	0.22250900884050923	0.3015224628736019	0.19071808875422386	0.12650781181810247	0.27916308183393806	0.005299317946607813	-0.10972456015661043	0.06728512824349431	0.13181461115475254	-0.02149403359144129	0.13097669547001833	0.2495567276399955	0.317003952667739
ZntR	-0.4402673350041771	-0.3523610020075063	-0.3555979500991284	-0.34596690731804636	-0.27135251062980836	-0.43493061010735795	-0.4147557949600369	-0.42082070848763703	-0.38397236873277724	-0.26836992979962343	-0.3653536827142483	-0.39902492549782415	-0.4473048292372723	-0.5074452299903989	-0.46876644347186375	-0.497504956420903	-0.4729061459619197	-0.4675943590319081	-0.47533011633561517	-0.5106323021484058	-0.5223880597014925	-0.488836519158593	-0.4696542350902131	-0.4920285789099615	-0.501081060861108	-0.5245227496602202	-0.5080537163805035	-0.41534931857005697	-0.4264916021396776	-0.4736792229329543	-0.16295215651067968	-0.20528684896320404	-0.28039501739423184	-0.25446950710108607	-0.21066846220027682	-0.08773924861906009	-0.037888252970735295	-0.26821032681205503	-0.20582052145288596	-0.11027818301973841	-0.02268108081148144	-0.01042656392224342	-0.10845771144278607	-0.1709023803289318	0.22341176323894313	0.19662838688761705	0.5025374381226698	0.3684858913452786	0.34265514532600155	0.31117345602813	0.3192932580206736	0.3012331824586342	0.36620157358570554	0.3525754685220514	0.3228244741206249	0.38661080562101774	0.4360378558336139	0.398586017282011	0.4989014825621267	0.4606067407324281	0.38782777840122695	0.4408259454606666	0.3508796867791369	0.322270851257497	0.3722515243332211	0.23938702477587	0.2068230277185501	0.3858876045835983	0.25228992880210477	0.1667277646853452	0.29939276050823577	1.0	0.31527824536465543	0.16095711916607439	0.09511589920073817	0.19951620344393323	0.2999314205912792	0.06896095961296275	0.10829312086185613	0.18343121485305303	0.18164066883626978	0.10502624721006497	-0.08258706467661692	0.057788750483173106	0.000900260601753139	0.05378371301387798	0.0745969401114727	-0.007289367697851594
LtbR	-0.3088642003017494	-0.3222409256973279	-0.2866893602164616	-0.16920161099265577	-0.17220414219628674	-0.4150899637152583	-0.44884100799261833	0.045469394880235416	-0.04736468035761045	0.019992767989625806	-0.07115051309866706	-0.2567089365204055	-0.14552550530555244	-0.4736143842192546	-0.34448559208967694	-0.38172795172009627	-0.40301500018703473	-0.420257110437786	-0.3591291661990798	-0.39637152582949914	-0.3168992132071472	-0.3108342996795471	-0.3129789648249978	-0.2445741218718438	-0.21448397112183443	-0.320949139016696	-0.34623124976620656	-0.22251898402723225	-0.24128231025324506	-0.24346687614558785	-0.3714136086484869	-0.19944637713687202	-0.3815683487325278	-0.5652614122370603	-0.5342934450554246	-0.31664983353907156	-0.28178655594209406	-0.13363508273170488	0.06673649297372786	0.2045636479257846	0.2036559059339892	0.0642676342597788	-0.04758912205887854	-0.06792852778712952	-0.08909587401339168	-0.06266661679073306	0.2434469257721418	0.1243332211124827	-0.022920485292834074	0.029404356662801282	0.011374206660930935	0.1280240402000025	0.20100250626566415	0.1153655282484819	0.35024626242222473	0.2722403022481577	0.2312771979700495	0.2039950622825721	0.3434930610107358	0.36094465018267063	0.16388483646928265	0.2786992356513173	0.17774037082756644	0.12039302235688724	0.37201710744523	0.4136535368271425	0.28718811955261286	0.36259554358533147	0.3260564346188855	0.2217109939026671	0.11057245102806768	0.31527824536465543	1.0	0.32903901544907044	0.4764124240950635	0.22094789211835558	0.11884686841481815	0.11542039177545854	0.19018940385790348	0.0945273631840796	-0.1286724273369992	-0.25394580979812714	-0.003394057282509757	0.03494058529408097	-0.2517412935323383	0.030656242596541105	-0.24437960573074477	-0.1499943889574683
RutR	-0.35210164715270764	-0.43461639172558264	-0.41992792927592615	-0.2775121884312772	-0.3109939026671156	-0.2627738500480056	-0.3993690694397686	-0.034661280065836235	-0.01948902106011297	-0.05230239778550855	-0.11611366725270889	-0.23761642913253284	-0.16229878178032145	-0.3765707801842916	-0.2828339505480118	-0.3268743999301737	-0.3729647501839175	-0.4343221237172533	-0.3880671828825796	-0.4120425441713737	-0.3359617950348508	-0.3350939537899475	-0.3529046496839113	-0.2433770994650806	-0.22173094427611317	-0.25447449469444755	-0.3203107270664223	-0.24969139266075638	-0.26106310552500656	-0.2918465317522662	-0.427214803177097	-0.2975822641180065	-0.42619234653798677	-0.5230563972119353	-0.48200850384668137	-0.24267883639446877	-0.37238120176062045	-0.010127308320552626	0.04743450666467163	0.2052319854362274	0.3529944263644185	0.09639272310128555	-0.05465155425878128	0.03375852566740234	-0.15181984812778215	-0.15168019551365977	0.193595930123817	0.07352959513210888	0.021324455417149838	0.1124278357585506	0.09108592376463547	0.29832541552887193	0.24941208743251161	0.1684235464282597	0.4324767141734934	0.22180575817653586	0.431948029277173	0.2708886644471876	0.2910734547812317	0.24410030050250003	0.22503273108143493	0.3258519432910635	0.30315839349617824	0.23468372423596304	0.5175750321076322	0.4697140862105513	0.426282123218494	0.3858826169902368	0.44378857591740545	0.21347148966944726	0.0302023716006434	0.16095711916607439	0.32903901544907044	1.0	0.19558099228169928	0.1303233207396601	0.08764947193855285	0.16501203256898464	0.16320652377211686	0.12146535492961259	-0.2662502026209803	-0.07182882579583287	0.08051222583822741	-0.08349480666841233	-0.004296811680943652	-0.12453771244030475	-0.2832080200501253	-0.06587862691554758
