	FadP	CblR	ZntR	MerR	NifA	NnrR	NtrC	CsoR	RbsR	LiuQ	NarP	PhnR	PaaR	SdaR	FnrN_FixK	HcpR	FixJ	MetJ	BioQ	DasR	PrpR	TtrR	GguR	AcnR	CueR	VanR	HrcA	HypR	LiuR	PhsR	NmlR	FruR	PurR	Phr	ThiR	MetR	KdgR	SahR_SamR	FUR	NagC	ArgR	MntR	NsrR	NrtR	Zur	CzrA	PhnF	BirA	IscR	NikR	AraR	GulR	NagQ	Irr	NorR	FabR	GntR	FadR	LtbR	SiaR	AmtR	SoxR	NagR	AgaR	XylR	ModE	RbkR	PsrA	LldR	HutC	NadQ	TyrR	PhrR	Rex	HexR	PdhR	LexA	ExuR_UxuR	CadR-PbrR	PdxR	CcpA	QorR	GlcC	NiaR	HisR	NrdR	RutR	TrpR
NarP	-0.24018722975525797	0.07388438772511649	0.14571176692834054	0.17159229251500777	0.38587800680072204	0.2672851685487595	0.29518072289156627	0.3786155073254691	0.19858528189412702	0.35307081986482514	1.0	-0.07940472692162377	0.09388774610637672	0.18674698795180722	0.10656563536375467	0.0851349649468956	-0.026762100667478275	-0.11372318542462533	0.09262835313378952	0.10937827966919944	0.25131186767977837	0.35758364468326265	0.09115906133243777	0.2228705763821838	0.30240124260106627	0.33665673145543845	0.3064732798790983	0.21711934847403552	0.02789555434280677	0.0759623861298854	0.2206036690315268	-0.004051047395155535	0.1049284244993913	-0.1324881407161748	-0.013139666680659922	-0.3055497250325343	-0.08169262415515721	-0.15614373871793796	-0.18758658326686536	-0.1306410310230469	-0.06160530624239117	-0.10996599638974014	-0.08906007304479241	-0.1481675832248856	-0.14052726585785652	-0.08666722639687671	-0.24299987406070275	0.01236304101423114	-0.09798077326728517	-0.23185424625330592	-0.1235884303765585	-0.19549976911128836	-0.04260946223920071	-0.07783048570588975	-0.07409428655388103	0.046639519751479785	-0.05807900591914697	-0.2253893623273582	-0.035053104403677426	0.19545778934553545	-0.13336971579698587	-0.06580328281768187	-0.12350447084505269	-0.21655262163637126	-0.12730363964569077	-0.15597581965492632	-0.09816968221317325	0.2025313798749003	-0.12195121951219512	0.014965786490911381	0.12577137819570966	0.24237017757440912	0.10969312791234626	0.2884639603711011	-0.01939465177784308	0.04456152134671088	-0.005982116619789262	-0.08324587548801478	-0.042252634230301	0.003505310440367743	-0.05677763318080685	-0.0910960916838084	-0.16445573233701355	-0.09397170563788254	-0.13139666680659923	-0.10253557785147559	-0.08689811510851769	-0.28766634482179587
PhnR	0.06834305864573276	0.057680198144494356	0.05642080517190714	0.07759959699424877	0.04189580622140129	0.1389530246421225	-0.04701733764325595	-0.004533814701313967	-0.11756433399101633	0.08824146761261072	-0.07940472692162377	1.0	-0.1122958733890265	-0.08494605600100752	0.0709877838881659	0.18781747197850637	-0.05812098568489988	0.1402543973804626	0.03385668107971958	0.20910121321523026	0.27519835439318246	-0.07424121573401621	-0.21772805507745266	0.01662398723815121	-0.08162965450652786	0.002518785945174426	0.1502036018639016	0.0020779984047689013	0.28691070903824356	0.1487133201796734	0.17484572436085807	0.10010075143780697	0.09493724025019941	-0.06611813106082869	0.031820662440703584	-0.13034717266277654	-0.13672809705721842	-0.13641324881407163	-0.12083875571974309	-0.05677763318080685	-0.04991394148020654	-0.1057890096973259	-0.049179295579530664	-0.11042777381302213	-0.0854498131900424	-0.030897107594139626	0.0018471096931279123	-0.10706939255278955	-0.1002266907350657	-0.22866378405608498	-0.09502119978170522	0.04701733764325595	0.0009445447294404097	0.011460476050543638	-0.042147684815918726	0.04477142017547542	0.16468662104865456	0.014315100121741321	-0.08024432223668192	-0.011775324293690442	0.00868981151085177	-0.15257545862894084	-0.019310692246337264	0.12709374081692623	-0.06987532009571387	-0.09304815079131859	0.03998572687964401	0.10702741278703665	-0.2483522941941984	-0.1517358633138827	-0.052474707191133875	-0.0538180596952269	0.16632383191301792	-0.07516477058058016	0.14258427437974897	-0.02791654422568322	-0.007682297132781999	0.03415053943998993	0.011124637924520382	-0.07852315184081272	0.011523445699173	-0.03150581419755678	-0.1487552999454263	0.08175559380378658	-0.09592376474539271	0.03003652239620503	0.008857730573863397	-0.10371101129255698
PaaR	-0.1446832626673943	0.19090298476134504	0.12237101716972419	0.34091767767935854	0.2298182276142899	0.19130179253599766	-0.06687376684438101	0.018722975525796565	0.04995592124595945	0.06697871625876328	0.09388774610637672	-0.1122958733890265	1.0	0.2578817010201083	0.07300281264430544	0.013748373284077076	-0.04093027160908442	0.006926661349229671	0.12696780151966752	0.022899962218210824	-0.0037991688006380926	0.162902481004156	0.2725536291507493	0.007598337601276185	0.15438058855631587	0.09474833130431132	0.03421350908861929	0.07178539943747114	0.11657780949582301	0.16747827547122288	0.02732882750514252	0.1345661391209437	0.11894966626086226	-0.06292766886360775	-0.046345661391209436	-0.12365140002518786	-0.0987364090508375	-0.19719994962428108	-0.06338944628688972	-0.05108937492128794	-0.12102766466563117	-0.09489526048444649	-0.05591704798287225	-0.10159103312203518	-0.13500692666134922	-0.1375047227236472	-0.1853616556819613	-0.19417740649007179	-0.1896855715545107	-0.13765165190378237	-0.25469123882288736	-0.14554384786532892	-0.01910079341757273	0.0201083077956425	0.008479912682087233	0.14140884093866757	0.18890894588808194	-0.04955711347130683	-0.0001679190630116284	-0.15037152092691322	0.03641744679064691	-0.14898618865706728	-0.1626296125267621	-0.02323580034423408	0.031820662440703584	0.03906217203308006	0.006758742286218043	0.06450191007934175	-0.14153478023592628	-0.2359262835313379	0.0031065026657151255	-0.06179421518827925	-0.08882918433315141	0.1948071029763654	0.12079677595399017	0.08488308635237815	0.032030561269468114	0.09055035472902061	0.13156458586961084	0.13622433986818352	0.05520339196507283	0.11674572855883464	0.22503253431845852	-0.11303051928970237	-0.007199529826623568	-0.007955165610175896	-0.021787498425758785	-0.13706393518324167
SdaR	-0.13897401452499894	0.028630200243482642	0.17205406993828976	0.24553964988875362	0.1350698963099786	0.16840183031778683	0.05379706981235045	-0.016288149112127955	-0.04424667310356408	-0.04871751815624869	0.18674698795180722	-0.08494605600100752	0.2578817010201083	1.0	0.21611183409596574	0.18408127282649764	-0.08083203895722262	-0.0520549095336048	0.18760757314974183	0.18985349061752235	0.18649510935728977	0.2608412745056883	0.011145627807396835	0.07151253096007724	0.12020905923344948	0.22564124092187565	0.0943075437639058	0.24132068343058646	0.2088073548549599	0.2561185508584862	0.034402418034507366	0.1362873095168129	0.07892195961546535	-0.015049746022417194	0.10018471096931279	-0.16029973552747576	-0.17455186600058772	-0.13148062633810503	-0.03482221569203644	-0.06225599261156123	-0.12996935477100038	0.11439486167667184	-0.07577347718399731	-0.08183955333529239	-0.10767809915620671	-0.09029847613450318	-0.17847697409848454	0.03289114646740271	-0.10201083077956424	-0.010515931321103228	-0.16798203266025777	-0.068909785483397	-0.037571890348851854	-0.014504009067629402	0.16961924352462113	0.08937492128793921	0.0825112295873389	-0.04607279291381554	0.006926661349229671	-0.02434826413668612	-0.1433818899290542	0.10723731161580119	-0.1192015448553797	-0.1117921161999916	0.08733890264892322	0.021031862642206457	0.0009235548465639561	0.18981151085176945	-0.16325930901305571	-0.181646446412829	-0.23997733092649343	-0.1313127072750934	0.06672683766424584	0.12388228873682886	0.07724276898534906	0.01756853196759162	0.1616011082658159	0.027937534108559675	0.16428781327400194	0.033080055413290795	0.027538726333907058	-0.025418748163385248	0.014986776373787834	-0.09021451660299735	0.1572981822761429	0.13143864657235213	0.08215440157843919	0.02017127744427186
FnrN_FixK	-0.029448805675664328	-0.0484866294446077	-0.015049746022417194	0.19260316527433777	0.21096931279123463	0.19852231224549766	0.1696402334074976	0.15943915032954117	0.18385038411485663	0.0638932034759246	0.10656563536375467	0.0709877838881659	0.07300281264430544	0.21611183409596574	1.0	0.2556567734352042	-0.17012300071365602	-0.05723941060408883	0.17346039209101213	0.1726627765417069	-0.0014692918013517484	0.18208723395323453	-0.06072373116158012	-0.2092691322782419	0.15958607950967635	0.01217413206834306	0.09863145963645523	-0.10518030309390873	0.1729356450191008	0.038894252970068426	0.07791444523739557	0.13313882708534486	0.1056001007514378	-0.10717434196717182	-0.06131144788212082	-0.07411527643675749	0.034738256160530626	-0.07390537760799294	0.020842953696318375	0.03711011292556988	-0.10119222534738256	-0.0298686033331934	-0.10954619873221108	-0.06634901977246967	-0.09193568699886655	-0.16567314554384788	-0.08557575248730112	-0.03830653624952773	-0.005961126736912808	-0.04577893455354519	-0.08775870030645229	0.14105201292976785	-0.06399815289030687	-0.1297804458251123	0.03475924604340708	0.020486125687418665	-0.02596448511817304	-0.05673565341505395	0.04189580622140129	0.04363796650014693	-0.11118340959657445	0.15931321103228244	-0.02970068427018177	-0.15032954116116032	-0.11160320725410353	-0.03171571302632131	0.06519457621426472	0.08920700222492758	0.06229797237731413	-0.08028630200243482	-0.061458377062255994	-0.1124218126862852	0.025565677343520422	-0.1538138617186516	0.14682423072079256	0.10946223920070526	0.3331724108979472	0.280172956634902	0.2235422526342303	0.19369463918391336	0.047919902606943454	0.10746820032744217	-0.007388438772511649	0.047290206120649846	-0.011460476050543638	-0.04103522102346669	0.06767138239368624	-0.004638764115696235
HcpR	0.03081314806263381	-0.02726585785651316	0.12400822803408756	0.17711263171151506	0.24260106628605013	0.07300281264430544	0.06676881742999874	0.08500902564963687	0.15209269132278241	0.003316401494479661	0.0851349649468956	0.18781747197850637	0.013748373284077076	0.18408127282649764	0.2556567734352042	1.0	-0.08498803576676042	0.05455270559590277	0.20607867008102096	0.3016665967003904	0.0642080517190714	0.028462281180471012	0.0582469249821586	0.001028504260946224	0.13582553209353093	0.20567986230636834	0.0934049788002183	0.08708702405440577	0.2982662356744049	0.06139540741362663	0.026762100667478275	0.2265228160026867	0.289198606271777	-0.1004995592124596	0.0801183829394232	-0.11164518701985643	0.03975483816800302	-0.021514629948364887	-0.016686956886780572	-0.0703161076361194	-0.0212837412367239	-0.025586667226396877	-0.07329667100457579	-0.06544645480878217	-0.02258511397506402	0.018701985642920114	-0.1555350321145208	-0.21117921161999917	-0.23754250451282483	0.034402418034507366	-0.15320515511523447	-0.09516812896184039	-0.033080055413290795	-0.18590739263674907	-0.15261743839469374	0.03320599471054952	0.02921791696402334	-0.007850216195793628	-0.19799756517358633	0.16252466311237984	-0.08918601234205113	0.1598799378699467	0.01223710171697242	-0.09401368540363544	-0.06720960497040426	-0.06668485789849293	0.10016372108643634	0.09080223332353805	-0.003295411611603207	-0.2811804710129717	-0.07976155493052349	-0.13987657948868645	-0.13847025733596408	0.10650266571512532	0.21944922547332185	0.12509970194366316	0.10219973972545233	0.1254775198354393	0.0458209143192981	0.014021241761470972	-0.10270349691448721	0.06737752403341589	0.10776205868771252	-0.10864363376852357	0.049284244993912936	0.0582469249821586	0.18937072331136393	0.0065068636917006
FixJ	0.1582427270055833	0.04544309642752194	0.004449855169808153	-0.19803954493933923	-0.11523445699172999	0.08347676419965576	0.18095378027790604	0.03765584988035767	-0.0024348264136686117	-0.120880735485496	-0.026762100667478275	-0.05812098568489988	-0.04093027160908442	-0.08083203895722262	-0.17012300071365602	-0.08498803576676042	1.0	0.2861970530204441	0.16279753158977373	0.11141429830821543	0.15578691070903825	0.08906007304479241	0.26103018345157636	0.28407707484992234	0.03192561185508585	0.047689013895302466	-0.026468242307207925	0.10954619873221108	0.19493304227362412	0.08211242181268628	0.26338105033373915	0.22371017169724192	0.1584736157172243	-0.3039544939339239	-0.24037613870114605	-0.31117501364342387	-0.37725116493849964	-0.40753956592922214	-0.41108685613534274	-0.5117963141765669	-0.39454682842869737	-0.4162083875571974	-0.38795600520549095	-0.4220015952310986	-0.3201167037487931	-0.28306956047185255	-0.4225473321858864	-0.3658956383023383	-0.26180680911800513	-0.05465765501028504	-0.1826539607908988	-0.15748709122203097	-0.022039377020276227	-0.08803156878384619	-0.08652029721674154	-0.235653415053944	-0.02212333655178204	0.09542000755635784	0.02850426094622392	-0.15238654968305276	-0.1839553335292389	-0.3051928970236346	-0.15037152092691322	-0.07407329667100458	-0.11559128500062969	-0.26071533520842954	-0.41049913941480204	-0.2273834012006213	-0.25744091347970277	-0.1715713026321313	-0.07850216195793627	-0.23529658704504428	-0.06983334032996096	-0.2320011754334411	-0.11267369128080265	-0.14571176692834054	-0.29627219680114186	-0.1868939171319424	-0.292577977414886	-0.2812644305444776	-0.05782712732462953	-0.07667604214768482	-0.02222828596616431	-0.130368162545653	-0.1600478569329583	-0.034045590025607655	-0.05841484404517023	-0.12617018597036228
MetJ	0.14054825574073296	0.1471180890810629	0.1061038579404727	-0.19657025313798748	-0.09844255069056715	0.11840392930607448	0.12808026531211955	-0.0626338105033374	-0.09390873598925319	-0.08259518911884471	-0.11372318542462533	0.1402543973804626	0.006926661349229671	-0.0520549095336048	-0.05723941060408883	0.05455270559590277	0.2861970530204441	1.0	-0.0180303093908736	0.1816884261785819	0.1108895512363041	0.14770580580160364	0.28858989966835985	0.20563788254061544	0.2269426136602158	0.06469081902522984	0.1177112631711515	0.2619957180638932	0.301183829394232	0.17574828932454556	0.00969732588892154	0.10740523067881282	0.19409344695856598	-0.1732504932622476	-0.15868351454598884	-0.2806557239410604	-0.23743755509844255	-0.2676419965576592	-0.3011208597456026	-0.21212375634943956	-0.2127534528357332	-0.16535829730070106	-0.14619453423449896	-0.2463162755551824	-0.15188279249401787	-0.14810461357625623	-0.17283069560471853	-0.27066453969186854	-0.14776877545023298	-0.1542756391419336	-0.20102010830779565	-0.1946181940304773	-0.0934469585659712	-0.06233995214306704	0.0029595734855799504	-0.009151588934133748	0.03767683976323412	0.03725704210570505	0.14235338566810798	-0.11462575038831284	-0.18208723395323453	-0.3202846228118047	0.012216111834095966	-0.003484320557491289	0.11359724612736662	0.0001679190630116284	-0.1480836236933798	-0.026006464883925946	-0.14571176692834054	-0.19400948742706015	-0.06532051551152344	-0.09017253683724445	0.006611813106082868	-0.17138239368624322	-0.003358381260232568	-0.21407581545694976	-0.12852105285252508	-0.07178539943747114	-0.06916166407791445	-0.1469081902522984	0.09124302086394358	0.036984173628311155	0.027097938793501534	0.15857856513160656	-0.07380042819361068	-0.02248016456068175	0.0055203391965072835	0.1678351034801226
BioQ	0.17887578187313716	-0.01649804794089249	0.149343016665967	0.13964569077704547	0.22505352420133495	0.08307795642500315	0.04844464967885479	0.1911548633558625	0.13968767054279838	-0.10251458796859914	0.09262835313378952	0.03385668107971958	0.12696780151966752	0.18760757314974183	0.17346039209101213	0.20607867008102096	0.16279753158977373	-0.0180303093908736	1.0	0.21117921161999917	0.0928172620796776	0.14781075521598588	-0.0351580538180597	0.0848620964695017	0.1770076822971328	0.09762394525838546	0.1809327903950296	0.014147181058729693	0.325574073296671	0.11485663909995382	0.25660131816464465	0.3745224801645607	0.3150161622098149	-0.29937869946685697	-0.2492548591578859	-0.23011208597456026	-0.21141010033164015	-0.3107132362201419	-0.3497124386045926	-0.3380420637252844	-0.3455354519121783	-0.37842659837958104	-0.3954284035095084	-0.3994584610217875	-0.3789513454514924	-0.2779900088157508	-0.14909113807144955	-0.2368288484950254	-0.27536627345619413	-0.046093782796692	-0.1271147306998027	-0.2308677217581126	0.11716552621636371	0.05415389782125016	0.13861718651609925	0.0564837748205365	0.19948784685781454	0.05870870240544058	0.18439612106964443	-0.15668947567272576	-0.20141891608244825	0.10988203685823433	-0.15098022753033039	-0.05150917257881701	-0.20788380000839596	-0.08238529029008018	-0.22410897947189454	-0.09384576634062382	-0.3517274673607321	-0.15893539314050628	-0.20070526006464884	-0.12606523655598	-0.24046009823265185	-0.1630284203014147	-0.298916922043575	-0.183913353763486	-0.15272238780907602	-0.05251668695688678	0.05623189622601906	0.04298728013097687	0.00816506443894043	-0.14170269929893792	-0.14462029301876494	-0.09972293354603082	-0.09388774610637672	-0.1627765417068973	0.06836404852860921	-0.23871793795390622
DasR	0.1945342344989715	0.028777129423617816	0.24413332773603122	0.2873724864615255	0.17895974140464296	0.24673607321271146	0.22591410939926956	0.10232567902271106	0.07711682968809035	0.25935099282146007	0.10937827966919944	0.20910121321523026	0.022899962218210824	0.18985349061752235	0.1726627765417069	0.3016665967003904	0.11141429830821543	0.1816884261785819	0.21117921161999917	1.0	0.0195205910751018	0.07262499475252929	-0.04336509802275303	-0.00484866294446077	0.18880399647369966	0.14592166575710508	0.07111372318542462	0.014336090004617774	0.32844968725074514	0.23926367490869402	0.11722849586499308	0.11779522270265731	0.16510641870618362	-0.3643843667352336	-0.2585743671550313	-0.38134419209940806	-0.36419545778934553	-0.4610007976155493	-0.3998572687964401	-0.3968347256622308	-0.3798539104151799	-0.48010159103312205	-0.47206246589144035	-0.4539691868519374	-0.4464967885479199	-0.43910834977540825	-0.36694513244616095	-0.4090928172620797	-0.32536417446790644	-0.1543595986734394	-0.34224004030057514	-0.13878510557911086	-0.06080769069308593	-0.19113387347298602	-0.1670584778136938	0.008144074556063977	0.011901263590949163	-0.08670920616262962	-0.15154695436799462	-0.01945762142647244	-0.13408337181478527	-0.08234331052432728	-0.16535829730070106	-0.23512866798203266	-0.15467444691658622	-0.35930481507913187	-0.23193820578481172	-0.05994710549515134	-0.24774358759078124	-0.42789975231938204	-0.23307165946014022	-0.2632551110364804	-0.38705344024180344	-0.11368120565887242	-0.20937408169262414	0.027055959027748624	0.00010494941438226774	0.0348851853406658	0.017967339742244237	-0.06836404852860921	-0.0842323999832081	-0.0759623861298854	-0.1448301918475295	-0.07671802191343773	-0.15077032870156584	-0.11099450065068638	-0.023823517064774778	-0.1608244825993871
PrpR	0.046996347760379496	0.09338398891734184	0.2413416733134629	0.0037991688006380926	0.04135006926661349	0.16890558750682172	0.2282859661643088	0.13410436169766174	0.09644851181730406	-0.02436925401956257	0.25131186767977837	0.27519835439318246	-0.0037991688006380926	0.18649510935728977	-0.0014692918013517484	0.0642080517190714	0.15578691070903825	0.1108895512363041	0.0928172620796776	0.0195205910751018	1.0	0.3227824188741027	0.14222744637084925	0.24927584904076236	0.1723479282985601	0.08664623651400025	0.07705386003946098	0.12310566307040006	0.25704210570505015	0.19167961042777382	0.2439654086730196	0.04512824818437513	0.03129591536879224	-0.21814785273498175	-0.04265144200495361	-0.4492884429704882	-0.29110868561353426	-0.28835901095671884	-0.3073128751941564	-0.2365559800176315	-0.23955753326896437	-0.09441249317828806	-0.16644977121027665	-0.22093950715755006	-0.3145963645522858	-0.24938079845514463	-0.39162923470887034	-0.15058141975567776	-0.294844884765543	-0.260274547668024	-0.16947231434448595	-0.18418622224087988	0.11156122748835061	0.03557785147558876	-0.19772469669619244	-0.03881029343856261	0.0662440703580874	0.00992821460056253	0.028987028252382353	-0.1832416775114395	-0.17367029091977668	-0.2538096637420763	-0.06995927962721968	-0.18995844003190462	-0.15799084841106587	-0.14264724402837833	-0.06261282062046093	4.19797657529071e-05	-0.2631291717392217	-0.08840938667562236	-0.10196885101381134	-0.019940388732630872	0.06538348516015281	0.15175685319675916	0.038285546366651275	-0.08261617900172118	-0.177805297846438	-0.12413416733134629	-0.10459258637336803	-0.27318332563704295	-0.050228789723353345	-0.06204609378279669	-0.13120775786071115	-0.01616220981486923	-0.14562780739683473	0.027769615045548045	-0.15914529196927082	-0.35697493807984554
TtrR	-0.01746358255320935	0.07266697451828219	0.019352672012090174	0.03175769279207422	0.08637336803660635	0.15983795810419377	0.08966877964820956	0.0002938583602703497	0.11418496284790731	0.1957096679400529	0.35758364468326265	-0.07424121573401621	0.162902481004156	0.2608412745056883	0.18208723395323453	0.028462281180471012	0.08906007304479241	0.14770580580160364	0.14781075521598588	0.07262499475252929	0.3227824188741027	1.0	0.2525082910037362	0.2791864321397087	0.4364636245329751	0.0990512572939843	0.23739557533268965	0.25777675160572605	0.08332983501952058	0.10662860501238403	0.05551824020821964	0.11332437764997272	0.07558456823810923	-0.10001679190630117	-0.10354309222954536	-0.3408547080307292	-0.17791024726082028	-0.2070442046933378	-0.2019016833886067	-0.24253809663742076	-0.2497586163469208	-0.0854078334242895	-0.18872003694219386	-0.26554300827001387	-0.16141219931992778	-0.19598253641744678	-0.29694387305318837	-0.204924226522816	-0.18819528987028253	-0.22121237563494395	-0.2817891776163889	-0.27536627345619413	0.09201964653037235	0.14776877545023298	0.0015532513328575628	-0.020213257210024767	0.15320515511523447	-0.009508416943033457	0.08039125141681709	-0.15316317534948154	-0.0922295453591369	-0.07226816674362957	-0.2578187313714789	-0.32156500566726837	-0.21086436337685235	-0.007829226312917175	-0.11760631375676923	-0.10448763695898577	-0.3237899332521725	-0.16907350656983333	-0.18305276856555142	0.04109819067209605	0.15763402040216615	0.08626841862222409	-0.07329667100457579	-0.10037361991520087	-0.05849880357667604	0.16359514713907897	0.02424331472230385	0.001259392972587213	0.06853196759162083	0.020234247092901222	0.011691364762184627	0.0783552327778011	-0.17467780529784643	-0.055665169388354814	-0.008060115024558162	-0.005373410016372109
GguR	-0.16548423659795977	0.0245371730825742	0.004260946223920071	0.09138995004407875	0.10784601821921834	-0.052474707191133875	0.058330884513664416	-0.042189664581671636	-0.06702069602451619	0.03482221569203644	0.09115906133243777	-0.21772805507745266	0.2725536291507493	0.011145627807396835	-0.06072373116158012	0.0582469249821586	0.26103018345157636	0.28858989966835985	-0.0351580538180597	-0.04336509802275303	0.14222744637084925	0.2525082910037362	1.0	0.3293312623315562	0.2651861802611141	0.0990512572939843	0.09800176315016162	0.15983795810419377	0.11353427647873725	0.25326392678728854	0.09921917635699593	0.20528105453171572	0.1368330464716007	-0.2587422862180429	-0.1488392594769321	-0.34851601528063475	-0.3584652197640737	-0.35380546576550104	-0.2812014608958482	-0.3214180764871332	-0.29856009403467526	-0.13790353049829981	-0.21800092355484657	-0.23924268502581755	-0.28325846941774063	-0.22595608916502247	-0.4128709961798413	-0.34232399983208095	-0.3267075269719995	-0.20435749968515177	-0.39465177784307964	-0.3848914823055287	0.027874564459930314	-0.13494395701271986	-0.12873095168128962	-0.03349985307081987	-0.169010536921204	-0.03421350908861929	0.11586415347802359	-0.2486251626715923	-0.4301036900214097	-0.34853700516351116	-0.06769237227656269	-0.19665421266949332	-0.17833004491834936	-0.17213802946979556	-0.1638470257335964	-0.14892321900843794	-0.05908652029721674	-0.15028756139540742	-0.01750556231896226	-0.07948868645312959	0.06290667898073128	0.2158599555014483	0.1375047227236472	-0.03200957138659166	-0.12190923974644222	-0.0023928466479157047	-0.14678225095503966	-0.23815121111624196	-0.105285252508291	0.0030015532513328574	0.15731917215901936	-0.04451954158095798	-0.11838293942319802	-0.15555602199739726	-0.009382477645774736	-0.0925024138365308
AcnR	-0.09565089626799883	0.16158011838293942	0.11823601024306285	0.05906553041434029	0.1685907392636749	0.1670584778136938	0.13290793837370388	0.04626170185970362	0.14445237395575333	0.04579992443642165	0.2228705763821838	0.01662398723815121	0.007598337601276185	0.07151253096007724	-0.2092691322782419	0.001028504260946224	0.28407707484992234	0.20563788254061544	0.0848620964695017	-0.00484866294446077	0.24927584904076236	0.2791864321397087	0.3293312623315562	1.0	0.28313253012048195	0.17100457579446707	0.2633390705679862	0.3086772175811259	0.16147516896855715	0.23464590067587424	0.2777591201041098	0.21963813441920993	0.3079635615633265	-0.37024054405776413	-0.3258469417740649	-0.516477058058016	-0.46288988707443013	-0.46872507451408424	-0.5203182066244071	-0.49699844674866717	-0.35831829058393855	-0.30834137945510265	-0.4138785105579111	-0.3930145669787163	-0.35212627513538475	-0.2606733554426766	-0.4029847613450317	-0.2333025481717812	-0.4624910792997775	-0.36092103606061876	-0.4642542294613996	-0.49523529658704507	-0.11697661727047563	-0.049242265228160026	-0.0348851853406658	-0.03419251920574283	0.013391545275177365	0.05453171571302632	0.01763150161622098	-0.1294655975819655	-0.11095252088493346	-0.27009781285420426	-0.08616346920784182	-0.32242559086520295	-0.2560345913269804	-0.21655262163637126	-0.24826833466269257	-0.10035263003232442	-0.2331766088745225	-0.2238571008773771	-0.19392552789555434	0.010264052726585786	0.12847907308677217	0.013685403635447714	-0.03750892070022249	-0.22394106040888292	-0.3144074556063977	-0.16760421476848159	-0.17396414928004703	-0.1517358633138827	-0.10431971789597413	0.023970446244909953	-0.14999370303513707	-0.0239494563620335	-0.1423953654338609	-0.02199739725452332	0.037928718357751565	-0.013433525040930271
CueR	-0.007052600646488392	-0.013706393518324167	0.14061122538936233	0.11643088031568784	0.12583434784433903	0.24673607321271146	0.2848117207505982	0.20102010830779565	0.16523235800344235	0.017064774778556734	0.30240124260106627	-0.08162965450652786	0.15438058855631587	0.12020905923344948	0.15958607950967635	0.13582553209353093	0.03192561185508585	0.2269426136602158	0.1770076822971328	0.18880399647369966	0.1723479282985601	0.4364636245329751	0.2651861802611141	0.28313253012048195	1.0	0.22347928298560094	0.24998950505856177	0.17749044960329122	0.11897065614373872	0.2339742244238277	0.2600856387221359	0.1922253473825616	0.2276142899122623	-0.4092187565593384	-0.3015826371688846	-0.540405524537173	-0.28254481339994125	-0.4700264472524243	-0.5115654254649259	-0.3728432895344444	-0.3968767054279837	-0.3669661223290374	-0.45753746694093445	-0.38348516015280637	-0.3961210696444314	-0.5110826581587675	-0.48841358465219764	-0.3401200621300533	-0.3924898199068049	-0.3593887746106377	-0.37832164896519876	-0.3247974476302422	0.09607069392552789	-0.005415389782125015	-0.1462784937660048	0.12623315561899165	-0.0564417950547836	-0.08209143192980983	0.04600982326518618	-0.16304941018429117	-0.1340623819319088	-0.23794131228747745	-0.18015616472860083	-0.360606187817472	-0.27463162755551823	-0.3526720120901725	-0.12438604592586373	-0.18655807900591914	-0.1718441711095252	-0.17155031274925486	-0.3463120775786071	-0.13704294530036523	0.09474833130431132	0.028777129423617816	-0.0760043658956383	0.02027622685865413	-0.08738088241467612	-0.022732043155199194	-0.07942571680450024	0.009130599051257293	-0.11107846018219218	-0.0055203391965072835	-0.03916712144746232	-0.0854078334242895	-0.09420259434952354	-0.25257126065236557	-0.015616472860081441	-0.17014399059653249
VanR	-0.06597120188069351	0.07285588346417027	0.21159900927752823	0.17597917803618657	0.38407287687334707	0.15014063221527224	0.24520381176273037	0.04741614541790857	0.20192267327148314	0.2651651903782377	0.33665673145543845	0.002518785945174426	0.09474833130431132	0.22564124092187565	0.01217413206834306	0.20567986230636834	0.047689013895302466	0.06469081902522984	0.09762394525838546	0.14592166575710508	0.08664623651400025	0.0990512572939843	0.0990512572939843	0.17100457579446707	0.22347928298560094	1.0	0.34887284328953444	0.334830611645187	0.3089710759413962	0.26684438100835395	0.26554300827001387	0.2060157004323916	0.31312707275093404	-0.08673019604550607	-0.03188363208933294	-0.3192771084337349	-0.2983501952059108	-0.29677595399017676	-0.2978254481339994	-0.2776331808068511	-0.21516728936652532	-0.15150497460224172	-0.1328029889593216	-0.18976953108601655	-0.2285168548759498	-0.16208387557197432	-0.2831745098862348	-0.08091599848872844	-0.20372780319885814	-0.21533520842953696	-0.24052306788128122	-0.20628856890978547	-0.1555350321145208	-0.054783594307543766	-0.11657780949582301	-0.07934175727299442	0.05738633978422401	-0.14504009067629403	0.043071239662482684	-0.1381344192099408	-0.1948910625078712	-0.11561227488350614	-0.14245833508249023	-0.09220855547626045	-0.086079509676336	-0.2612610721632173	-0.01949960119222535	-0.009676336006045087	-0.11391209437051342	-0.04483438982410478	-0.17671382393686244	-0.10799294739935351	0.11177112631711515	0.26527013979261993	0.12020905923344948	0.1035221023466689	-0.07449309432853364	0.03284916670164981	-0.001868099576004366	-0.15417068972755132	-0.14346584946056	-0.10864363376852357	-0.03641744679064691	-0.09330002938583602	-0.06639099953822257	-0.046933378111750135	0.06003106502665715	-0.10690147348977792
