	FadP	CblR	ZntR	MerR	NifA	NnrR	NtrC	CsoR	RbsR	LiuQ	NarP	PhnR	PaaR	SdaR	FnrN_FixK	HcpR	FixJ	MetJ	BioQ	DasR	PrpR	TtrR	GguR	AcnR	CueR	VanR	HrcA	HypR	LiuR	PhsR	NmlR	FruR	PurR	Phr	ThiR	MetR	KdgR	SahR_SamR	FUR	NagC	ArgR	MntR	NsrR	NrtR	Zur	CzrA	PhnF	BirA	IscR	NikR	AraR	GulR	NagQ	Irr	NorR	FabR	GntR	FadR	LtbR	SiaR	AmtR	SoxR	NagR	AgaR	XylR	ModE	RbkR	PsrA	LldR	HutC	NadQ	TyrR	PhrR	Rex	HexR	PdhR	LexA	ExuR_UxuR	CadR-PbrR	PdxR	CcpA	QorR	GlcC	NiaR	HisR	NrdR	RutR	TrpR
HrcA	-0.12067083665673145	0.11359724612736662	0.08494605600100752	0.0830989463078796	0.268187733512447	0.20956299063851225	0.17856093362999034	0.30433231182570003	0.23867595818815332	0.23437303219848032	0.3064732798790983	0.1502036018639016	0.03421350908861929	0.0943075437639058	0.09863145963645523	0.0934049788002183	-0.026468242307207925	0.1177112631711515	0.1809327903950296	0.07111372318542462	0.07705386003946098	0.23739557533268965	0.09800176315016162	0.2633390705679862	0.24998950505856177	0.34887284328953444	1.0	0.44311741740481086	0.24266403593467947	0.2654380588556316	0.39893371394987615	0.31505814197556775	0.48505520339196506	-0.2606523655598002	-0.23792032240460098	-0.21753914613156458	-0.252361361823601	-0.27177700348432055	-0.36795264682423073	-0.3367826707526972	-0.27223878090760256	-0.1765878846396037	-0.17566432979303975	-0.20458838839679275	-0.18189832500734646	-0.1419755677763318	-0.1982284538852273	-0.07900591914697117	-0.24488896351958356	-0.19216237773393224	-0.3171151504974602	-0.31253935603039334	-0.1197472818101675	0.07770454640863105	0.19615045548045842	0.057638218378741446	0.18966458167163427	0.09237647453927207	0.2174341967171823	-0.06779732169094496	-0.18204525418748163	-0.06110154905335628	-0.16644977121027665	0.027748625162671594	-0.18991646026615172	-0.0227740229209521	0.03154779396330969	0.08977372906259183	-0.20996179841316484	-0.016393098526510223	-0.02206036690315268	0.17973636707107174	0.00354729020612065	0.06630704000671676	0.050480668317870785	-0.022039377020276227	-0.0703580874018723	0.04831871038159607	0.027664665631165777	0.10362705176105118	-0.003043533017085765	-0.06395617312455397	-0.09659544099743923	-0.0854917929557953	-0.05646278493766005	-0.13089290961756433	0.22331136392258932	0.03748793081734604
HypR	-0.2897443432265648	0.12306368330464716	0.1217833004491835	0.08377062255992612	0.2676419965576592	0.07579446706687376	-0.006926661349229671	0.2487091222030981	0.04878048780487805	0.12203517904370094	0.21711934847403552	0.0020779984047689013	0.07178539943747114	0.24132068343058646	-0.10518030309390873	0.08708702405440577	0.10954619873221108	0.2619957180638932	0.014147181058729693	0.014336090004617774	0.12310566307040006	0.25777675160572605	0.15983795810419377	0.3086772175811259	0.17749044960329122	0.334830611645187	0.44311741740481086	1.0	0.14638344318038704	0.25723101465093823	0.1945342344989715	0.19734687880441626	0.3204315519919399	-0.16472860081440746	0.0007766256664287814	-0.3201167037487931	-0.35999748121405484	-0.22839091557869107	-0.3067041685907393	-0.30305192897023636	-0.2872255572813904	-0.14354980899206582	-0.1736073212711473	-0.18187733512447002	-0.20511313546870408	-0.0529154947315394	-0.20322404600982327	-0.10005877167205407	-0.31839553335292387	-0.17259980689307752	-0.3195919566768817	-0.1488392594769321	-0.046093782796692	0.07455606397716301	0.1322572520045338	0.017064774778556734	0.07678099156206708	0.2134251290877797	0.2540825322194702	-0.02369757776751606	-0.1766298644053566	-0.130137273834012	-0.09667940052894505	-0.001406322152722388	-0.10175895218504681	-0.01998236849838378	-0.09961798413164855	0.12996935477100038	-0.09092817262079678	0.002644725242433147	-0.10937827966919944	-0.050837496326770495	-0.00039880777465261743	0.01425213047311196	0.10933629990344654	0.07319172159019352	-0.16550522648083624	-0.2490239704462449	-0.06765039251080979	-0.06920364384366735	0.1332647663826036	-0.02017127744427186	0.02680408043323118	-0.07810335418328365	-0.12658998362789137	0.15893539314050628	0.0609126401074682	-0.06616011082658159
LiuR	-0.04525418748163385	0.12952856723059486	0.26969900507955163	0.1505184501070484	0.25452331975987574	0.31010452961672474	0.19885815037152094	0.006003106502665715	0.16840183031778683	0.1646236514000252	0.02789555434280677	0.28691070903824356	0.11657780949582301	0.2088073548549599	0.1729356450191008	0.2982662356744049	0.19493304227362412	0.301183829394232	0.325574073296671	0.32844968725074514	0.25704210570505015	0.08332983501952058	0.11353427647873725	0.16147516896855715	0.11897065614373872	0.3089710759413962	0.24266403593467947	0.14638344318038704	1.0	0.5050795516561017	0.3701565845262583	0.304101423114059	0.4230720792577977	-0.10429872801309768	-0.20645648797279711	-0.3397632341211536	-0.3158137777591201	-0.4597204147600856	-0.46261701859703624	-0.3833172410897947	-0.2891356366231476	-0.4004659753998573	-0.33606901473489775	-0.28040384534654295	-0.25995969942487723	-0.29637714621552413	-0.3699886654632467	-0.3096217623105663	-0.3123924268502582	-0.23246295285672305	-0.3890054993493136	-0.2640317367029092	-0.01519667520255237	-0.08330884513664413	-0.04739515553503212	0.09562990638512237	0.03251332857562655	0.10415179883296251	0.12428109651148146	-0.21525124889803116	-0.34467486671424374	-0.14371772805507746	-0.08465219764073717	-0.13372654380588556	-0.22249275849040762	-0.1664707610931531	-0.018429117165526216	-0.08748583182905839	-0.17501364342386969	-0.24931782880651526	0.0022459174677805296	-0.13834431803870534	0.026510222072960832	0.061479366945132445	0.07014818857310776	-0.10942025943495236	-0.013622433986818354	0.01620418958062214	-0.02879811930649427	-0.1264850342135091	0.06548843457453507	-0.10574702993157298	-0.2002224927584904	0.04959909323705974	-0.00130137273834012	0.04223164434742454	0.17492968389236388	-0.10043658956383024
PhsR	-0.15454850761932748	0.191595650896268	0.3192141387851056	0.18962260190588137	0.2957474497292305	0.27796901893287435	0.164707610931531	0.02554468746064397	0.09201964653037235	0.21290038201586836	0.0759623861298854	0.1487133201796734	0.16747827547122288	0.2561185508584862	0.038894252970068426	0.06139540741362663	0.08211242181268628	0.17574828932454556	0.11485663909995382	0.23926367490869402	0.19167961042777382	0.10662860501238403	0.25326392678728854	0.23464590067587424	0.2339742244238277	0.26684438100835395	0.2654380588556316	0.25723101465093823	0.5050795516561017	1.0	0.21329918979052098	0.12940262793333612	0.2896393938121825	-0.09128500062969648	-0.21285840225011546	-0.4463288694849083	-0.4409974392342891	-0.4671508332983502	-0.47898912724067	-0.32190084379329165	-0.22135930481507912	-0.16890558750682172	-0.28141135972461273	-0.281516309138995	-0.2697199949624281	-0.21818983250073465	-0.37349397590361444	-0.20740103270223753	-0.21155702951177532	-0.2635909491625037	-0.37670542798371187	-0.25303303807564753	0.13282397884219807	-0.023739557533268965	-0.0024977960622979724	0.12984341547374165	-0.07293984299567609	-0.0700432391587255	0.03005751227908148	-0.09562990638512237	-0.413458712900382	-0.21678351034801227	-0.15866252466311237	-0.061185508584862096	-0.17333445279375342	-0.31195163930985265	-0.10895848201167037	0.032723227404391084	-0.24425926703328996	-0.05451072583014987	-0.12344150119642332	-0.08127282649762814	0.07411527643675749	0.0827840980647328	0.1485873808824147	0.04351202720288821	0.03161076361193905	-0.04206372528441291	-0.09300617102556567	-0.24150959237647454	-0.10033164014944797	-0.14264724402837833	-0.176231056630704	0.03750892070022249	-0.14287813274001931	-0.0022039377020276227	0.07959363586751186	-0.22836992569581463
NmlR	0.06544645480878217	0.16296545065278537	0.15062339952143067	0.10287141597749884	0.2131942403761387	0.17986230636833048	0.2931237143696738	0.08851433609000461	0.2309936610553713	0.10297636539188111	0.2206036690315268	0.17484572436085807	0.02732882750514252	0.034402418034507366	0.07791444523739557	0.026762100667478275	0.26338105033373915	0.00969732588892154	0.25660131816464465	0.11722849586499308	0.2439654086730196	0.05551824020821964	0.09921917635699593	0.2777591201041098	0.2600856387221359	0.26554300827001387	0.39893371394987615	0.1945342344989715	0.3701565845262583	0.21329918979052098	1.0	0.3447378363628731	0.37968599135216824	-0.26224759665841063	-0.3576046345661391	-0.3738508039125142	-0.395176524914991	-0.5423785735275597	-0.5562948658746484	-0.4729860207380043	-0.4588808194450275	-0.3817220099911843	-0.45436799462659	-0.40132656059779187	-0.3805675664329793	-0.5076193274841526	-0.49376600478569327	-0.34060282943621173	-0.3646362453297511	-0.20282523823517065	-0.2943201376936317	-0.32731623357541667	-0.039481969690609124	-0.10782502833634189	-0.06802821040258596	0.038936232735821336	-0.10005877167205407	0.055434280676713826	-0.03654338608790563	-0.26373787834263884	-0.12321061248478234	-0.10845472482263549	-0.2411737542504513	-0.2891146467402712	-0.36306200411401707	-0.4512824818437513	-0.22135930481507912	-0.11114142983082155	-0.22524243314722303	-0.16271357205826792	0.09153687922421393	-0.097602955375509	0.025586667226396877	0.05929641912598128	-0.09311112043994794	0.00585617732253054	-0.11462575038831284	-0.21004575794467067	-0.1876705427983712	-0.1316695352839931	-0.038285546366651275	-0.14928004701733763	-0.31732504932622474	-0.17369128080265311	-0.1324881407161748	-0.16924142563284497	-0.06729356450191008	-0.3435414130389152
FruR	0.03349985307081987	0.08217539146131565	-0.07881701020108307	0.27864069518492085	0.2087233953234541	0.21336215943915032	0.1770076822971328	0.02642626254145502	0.0970152386549683	-0.03721506233995214	-0.004051047395155535	0.10010075143780697	0.1345661391209437	0.1362873095168129	0.13313882708534486	0.2265228160026867	0.22371017169724192	0.10740523067881282	0.3745224801645607	0.11779522270265731	0.04512824818437513	0.11332437764997272	0.20528105453171572	0.21963813441920993	0.1922253473825616	0.2060157004323916	0.31505814197556775	0.19734687880441626	0.304101423114059	0.12940262793333612	0.3447378363628731	1.0	0.4180764871332018	-0.22335334368834223	-0.31562486881323204	-0.33017085764661436	-0.35672305948532806	-0.42292515007766257	-0.41280802653121196	-0.4216447672221989	-0.4300827001385332	-0.39097854833970025	-0.38812392426850256	-0.4509256538348516	-0.38411485663909994	-0.3292263129171739	-0.29679694387305317	-0.38249863565761305	-0.4564459930313589	-0.18836320893329414	-0.34692078418202427	-0.3577095839805214	-0.11886570672935645	-0.13211032282439863	0.12984341547374165	0.056672683766424585	0.02466311237983292	0.2060576801981445	0.20211158221737122	-0.27654170689727553	-0.15098022753033039	0.08053818059695227	-0.15559800176315017	-0.03446538768313673	-0.23210612484782334	-0.17178120146089584	-0.26531211955837286	-0.04745812518366147	-0.2947399353511607	-0.17245287771294235	-0.23590529364846144	-0.279018513076697	-0.09464338188992906	-0.09529406825909911	-0.06924562360942026	0.028525250829100374	-0.21407581545694976	0.010893749212879392	0.0694975022039377	0.040510473951555354	-0.09667940052894505	-0.08885017421602788	0.08958482011670375	-0.14600562528861089	0.09390873598925319	0.03906217203308006	0.21418076487133203	0.1491750976029554
PurR	-0.050879476092523405	0.3042483522941942	0.08419042021745518	0.27309936610553714	0.2671172494857479	0.14661433189202805	0.24532975105998908	0.15463246715083329	0.33329835019520593	0.3253012048192771	0.1049284244993913	0.09493724025019941	0.11894966626086226	0.07892195961546535	0.1056001007514378	0.289198606271777	0.1584736157172243	0.19409344695856598	0.3150161622098149	0.16510641870618362	0.03129591536879224	0.07558456823810923	0.1368330464716007	0.3079635615633265	0.2276142899122623	0.31312707275093404	0.48505520339196506	0.3204315519919399	0.4230720792577977	0.2896393938121825	0.37968599135216824	0.4180764871332018	1.0	-0.3787624365056043	-0.30391251416817094	-0.4065950211997817	-0.3824146761261072	-0.4284244993912934	-0.537257042105705	-0.510138113429327	-0.36228537844758824	-0.4459510515931321	-0.4478611309348894	-0.37916124428025694	-0.44051467192813065	-0.27610091935687	-0.3427018177238571	-0.26671844171109527	-0.40353049829981946	-0.1372318542462533	-0.46293186684018306	-0.30206540447504304	0.04317618907686495	-0.039838797699508835	0.1664287813274002	0.10144410394190001	0.04275639141933588	0.06536249527727635	0.08639435791948281	-0.2530960077242769	-0.3213551068385038	0.046030813148062635	-0.3907686495109357	-0.18714579572645984	-0.26715922925150076	-0.15895638302338272	-0.14768481591872717	-0.06651693883548129	-0.1692204357499685	-0.266613492296713	-0.19125981277024473	-0.0227740229209521	-0.09634356240292179	0.0019940388732630873	0.10748919021031862	-0.1671004575794467	-0.14846144158515595	-0.04926325511103648	0.006947651232106125	0.050774526678141134	-0.02585953570379077	-0.15836866630284202	-0.2038327526132404	-0.1182989798916922	0.10068846815834767	-0.08406448092019647	0.04995592124595945	-0.08419042021745518
Phr	-0.0038831283321439066	0.05176105117333445	-0.025796566055161414	-0.2763108181856345	-0.2424751269887914	-0.21256454388984508	-0.25433441081398767	-0.25311699760715334	-0.1256664287813274	-0.055371311028084465	-0.1324881407161748	-0.06611813106082869	-0.06292766886360775	-0.015049746022417194	-0.10717434196717182	-0.1004995592124596	-0.3039544939339239	-0.1732504932622476	-0.29937869946685697	-0.3643843667352336	-0.21814785273498175	-0.10001679190630117	-0.2587422862180429	-0.37024054405776413	-0.4092187565593384	-0.08673019604550607	-0.2606523655598002	-0.16472860081440746	-0.10429872801309768	-0.09128500062969648	-0.26224759665841063	-0.22335334368834223	-0.3787624365056043	1.0	0.5036312497376265	0.5628856890978549	0.5528105453171571	0.5966794005289451	0.6222030981067126	0.6273875991771966	0.6119600352630032	0.5912430208639435	0.6692624155157214	0.5857016917845599	0.6405062759749801	0.502455816296545	0.4628269174258008	0.5006506863691701	0.5274547668024012	0.2649343016665967	0.3715209269132278	0.3446538768313673	-0.05014483019184753	0.19699005079551657	0.11552831535200034	-0.027391797153771883	0.06179421518827925	-0.04384786532891147	0.01490281684228202	0.09825364174467907	0.15524117375425045	0.16775114394861676	0.19761974728181017	0.24940178833802107	0.3625582469249822	0.45384324755467864	0.35521178791822344	0.2631711515049746	0.21565005667268378	0.43585491792955794	0.26222660677553417	0.2016288149112128	0.17476176482935224	0.20204861256874188	0.15402376054741615	0.07864909113807145	0.21126317115150497	0.11172914655136225	0.053734100163721085	-0.05050165820074724	0.13977163007430418	-0.006716762520465136	0.07787246547164267	0.1384912472188405	0.2898912724067	0.29511775324293693	0.08198648251542756	0.21159900927752823
ThiR	-0.20729608328785526	-0.134440199823685	-0.15601779942067923	-0.2702657319172159	-0.19293900340036102	-0.3505100541538978	-0.3415473741656522	-0.08889215398178078	-0.2383191301792536	-0.06229797237731413	-0.013139666680659922	0.031820662440703584	-0.046345661391209436	0.10018471096931279	-0.06131144788212082	0.0801183829394232	-0.24037613870114605	-0.15868351454598884	-0.2492548591578859	-0.2585743671550313	-0.04265144200495361	-0.10354309222954536	-0.1488392594769321	-0.3258469417740649	-0.3015826371688846	-0.03188363208933294	-0.23792032240460098	0.0007766256664287814	-0.20645648797279711	-0.21285840225011546	-0.3576046345661391	-0.31562486881323204	-0.30391251416817094	0.5036312497376265	1.0	0.41910499139414803	0.53841148566391	0.581587674740775	0.6073842407959363	0.6697241929390034	0.4678644893161496	0.5939507157550061	0.6713823936862432	0.607090382435666	0.5057092481423954	0.45569035724780654	0.40304773099366104	0.45291969270811466	0.3968347256622308	0.32441962973846605	0.34910373200117545	0.5076403173670291	-0.137819570966794	0.14655136224339868	0.012866798203266026	-0.030288400990722473	-0.06156332647663826	-0.05045967843499433	-0.10994500650686369	0.178036186558079	0.11949540321565005	0.1442424751269888	0.25601360144410396	0.2897863229923177	0.36784769740984846	0.4952143067041686	0.36937995885982955	0.3090760253557785	0.2593300029385836	0.32007472398304015	0.15131606565635364	0.23336551782041057	0.1795264682423072	0.29618823726963606	0.1993199277948029	0.03635447714201755	0.32280340875697916	0.0012384030897107593	0.10761512950757735	0.03219848033247975	0.16684857898492927	0.10188489148230553	0.09120104109819067	0.11928550438688552	0.16852776961504554	0.3844716846479997	0.024810041559968094	0.055665169388354814
MetR	0.01200621300533143	-0.09745602619537383	-0.30191847529490784	-0.26890138953024645	-0.26682339112547754	-0.3139036984173628	-0.27769615045548046	-0.06819612946559758	-0.1493010369002141	-0.09907224717686075	-0.3055497250325343	-0.13034717266277654	-0.12365140002518786	-0.16029973552747576	-0.07411527643675749	-0.11164518701985643	-0.31117501364342387	-0.2806557239410604	-0.23011208597456026	-0.38134419209940806	-0.4492884429704882	-0.3408547080307292	-0.34851601528063475	-0.516477058058016	-0.540405524537173	-0.3192771084337349	-0.21753914613156458	-0.3201167037487931	-0.3397632341211536	-0.4463288694849083	-0.3738508039125142	-0.33017085764661436	-0.4065950211997817	0.5628856890978549	0.41910499139414803	1.0	0.670164980479409	0.7511859283825196	0.787855253767684	0.6612442802569162	0.6065866252466311	0.5782292934805424	0.6196213425129088	0.6433189202804248	0.6634692078418203	0.5683430586457328	0.6492170773687083	0.5263213131270728	0.649573905377608	0.4613366357415726	0.5499139414802066	0.4748751101968851	-0.11454179085680702	0.08714999370303514	0.22583014986776373	-0.2419293900340036	-0.011628395113555266	0.11924352462113261	0.044729440409722515	0.3424289492464632	0.425905713446119	0.36961084757147056	0.12957054699634776	0.36325091305990515	0.4398010159103312	0.4742034339448386	0.35596742370177575	0.08586961084757147	0.33252172452877715	0.2752823139246883	0.4118005121531422	0.1974308383359221	0.026216363712690482	0.02325679022711053	0.0698543302128374	0.16107636119390453	0.309978590319466	0.07598337601276185	0.254859157885899	0.2560765710927333	0.15962805927542925	0.1945762142647244	0.1804290332059947	0.0683220687628563	0.20183871373997733	0.21606985433021283	0.26035850719952985	0.39246883002392846
KdgR	-0.0021619579362747157	-0.24207631921413877	-0.11135132865958608	-0.32374795348641955	-0.2898702825238235	-0.2651651903782377	-0.23355442676629865	-0.1345661391209437	-0.14113597246127366	-0.15186180261114143	-0.08169262415515721	-0.13672809705721842	-0.0987364090508375	-0.17455186600058772	0.034738256160530626	0.03975483816800302	-0.37725116493849964	-0.23743755509844255	-0.21141010033164015	-0.36419545778934553	-0.29110868561353426	-0.17791024726082028	-0.3584652197640737	-0.46288988707443013	-0.28254481339994125	-0.2983501952059108	-0.252361361823601	-0.35999748121405484	-0.3158137777591201	-0.4409974392342891	-0.395176524914991	-0.35672305948532806	-0.3824146761261072	0.5528105453171571	0.53841148566391	0.670164980479409	1.0	0.7075689517652491	0.7482473447798161	0.7768775450232988	0.6551152344569917	0.6191385752067503	0.6464674027118928	0.6644977121027664	0.7280550774526678	0.529574744972923	0.6022207296083287	0.5613114478821208	0.5915788589899669	0.39473573737458545	0.5737584484278577	0.4959699424877209	-0.09111708156668485	0.09856848998782587	-0.011439486167667184	0.00927752823139247	0.012761848788883758	-0.04239956341043617	-0.12109063431426052	0.31159481130095296	0.36327190294278155	0.3335292389068469	0.2847697409848453	0.28204105621090636	0.33346626925821754	0.46849418580244323	0.44017883380210737	0.1636161370219554	0.3726124008228034	0.2936274715587087	0.30355568615927125	0.3447378363628731	0.08179757356953948	0.13517484572436086	0.03484320557491289	0.025523697577767516	0.37815372990218715	0.13521682549011377	0.12230804752109484	0.279018513076697	0.15270139792619958	0.2830485705889761	0.12839511355526637	0.10992401662398724	0.22931447042525502	0.12753452835733176	0.03465429662902481	0.21686746987951808
SahR_SamR	-0.04370093614877629	-0.1203769782964611	-0.17621006674782755	-0.2915704630368163	-0.24885605138323327	-0.3023592628353134	-0.21955417488770412	-0.10683850384114857	-0.09476932118718777	-0.07923680785861215	-0.15614373871793796	-0.13641324881407163	-0.19719994962428108	-0.13148062633810503	-0.07390537760799294	-0.021514629948364887	-0.40753956592922214	-0.2676419965576592	-0.3107132362201419	-0.4610007976155493	-0.28835901095671884	-0.2070442046933378	-0.35380546576550104	-0.46872507451408424	-0.4700264472524243	-0.29677595399017676	-0.27177700348432055	-0.22839091557869107	-0.4597204147600856	-0.4671508332983502	-0.5423785735275597	-0.42292515007766257	-0.4284244993912934	0.5966794005289451	0.581587674740775	0.7511859283825196	0.7075689517652491	1.0	0.7929348054237857	0.7156920364384367	0.7662566642878132	0.7148314512405021	0.7509970194366316	0.7535787750304354	0.6897275513202636	0.6565425464925906	0.7219470215356198	0.6096091683808404	0.5538180596952269	0.47642836152974266	0.6360774106880484	0.5271399185592545	-0.05455270559590277	0.21546114772679567	0.15179883296251206	-0.11601108265815877	-0.025082910037361992	-0.04796188237269636	-0.06517358633138827	0.3620334998530708	0.3764115696234415	0.3426598379581042	0.2769195247890517	0.4090928172620797	0.38929935770958396	0.5245791528483271	0.37773393224465807	0.22839091557869107	0.32366399395491374	0.38887956005205493	0.35292389068469	0.3146803240837916	0.11103648041643928	0.17283069560471853	0.21134713068301078	0.08020234247092901	0.25735695394819696	0.1324461609504219	0.17738550018890895	0.23938961420595273	0.12048192771084337	0.16269258217539145	0.13666512740858905	0.03878930355568616	0.15897737290625918	0.2339322446580748	0.12369337979094076	0.31913017925359977
FUR	-0.04370093614877629	-0.172389908064313	-0.230007136560178	-0.24129969354771	-0.26273036396456906	-0.3592838251962554	-0.4679484488476554	-0.18460601989840897	-0.2854624071197683	-0.11691364762184626	-0.18758658326686536	-0.12083875571974309	-0.06338944628688972	-0.03482221569203644	0.020842953696318375	-0.016686956886780572	-0.41108685613534274	-0.3011208597456026	-0.3497124386045926	-0.3998572687964401	-0.3073128751941564	-0.2019016833886067	-0.2812014608958482	-0.5203182066244071	-0.5115654254649259	-0.2978254481339994	-0.36795264682423073	-0.3067041685907393	-0.46261701859703624	-0.47898912724067	-0.5562948658746484	-0.41280802653121196	-0.537257042105705	0.6222030981067126	0.6073842407959363	0.787855253767684	0.7482473447798161	0.7929348054237857	1.0	0.8200747239830402	0.709646950170018	0.7164056924562361	0.7647663826035851	0.7410268250703161	0.7728894672767725	0.6702279501280383	0.7061416397296503	0.5375718903488519	0.6113303387767096	0.3737878342638848	0.583581713614038	0.5256706267579027	-0.13324377649972713	0.11219092397464422	0.11298853952394945	-0.10450862684186223	0.08286805759623861	0.03146383443180387	-0.06351538558414845	0.28835901095671884	0.35221023466689055	0.3485579950463876	0.2697199949624281	0.32691742580076405	0.47351076780991563	0.5672096049704043	0.44154317618907685	0.20070526006464884	0.31915116913647623	0.2755132026363293	0.23260988203685823	0.1587045044288653	0.14292011250577222	0.2149993703035137	0.1324461609504219	0.10648167583224885	0.43123714369673816	0.24295789429494982	0.2862600226690735	0.24843625372570421	0.19400948742706015	0.2580706099659964	0.2640107468200327	0.15364594265564	0.23445699172998616	0.20120901725368373	0.12230804752109484	0.33988917341841235
NagC	-0.11651483984719366	-0.22293354603081314	-0.22790814827253264	-0.239494563620335	-0.2872885269300197	-0.2906469081902523	-0.3738298140296377	-0.13991855925443936	-0.29075185760463457	-0.10843373493975904	-0.1306410310230469	-0.05677763318080685	-0.05108937492128794	-0.06225599261156123	0.03711011292556988	-0.0703161076361194	-0.5117963141765669	-0.21212375634943956	-0.3380420637252844	-0.3968347256622308	-0.2365559800176315	-0.24253809663742076	-0.3214180764871332	-0.49699844674866717	-0.3728432895344444	-0.2776331808068511	-0.3367826707526972	-0.30305192897023636	-0.3833172410897947	-0.32190084379329165	-0.4729860207380043	-0.4216447672221989	-0.510138113429327	0.6273875991771966	0.6697241929390034	0.6612442802569162	0.7768775450232988	0.7156920364384367	0.8200747239830402	1.0	0.6789177616388901	0.7210024768061795	0.8039125141681709	0.7681667436295705	0.796650014692918	0.6525754586289408	0.682758910205281	0.6259183073758449	0.6673523361739642	0.4303555686159271	0.5846102178749842	0.5041140170437849	-0.06895176524914991	0.16426682339112547	0.04009067629402628	0.049536123588430375	-0.008353973384828513	-0.12812224507787245	-0.09353091809747702	0.30494101842911714	0.2961672473867596	0.3209353091809748	0.35915788589899666	0.3544141723689182	0.4400319046219722	0.5322404600982327	0.42221149405986313	0.31908819948784684	0.4288442970488225	0.421833676168087	0.3662314764283615	0.25546786448931613	0.20645648797279711	0.19717895974140465	0.14944796608034927	0.2160908442130893	0.43318920280424833	0.16120230049116327	0.20389572226186978	0.16453969186851938	0.16680659921917634	0.2421182989798917	0.18429117165526215	0.17616808698207465	0.21923932664455734	0.22719449225473323	0.06513160656563537	0.24661013391545275
ArgR	-0.11340833718147852	-0.19715796985852818	-0.1176692834053986	-0.18546660509634355	-0.2201628814911213	-0.2605893959111708	-0.21951219512195122	-0.19176356995927962	-0.036585365853658534	0.004638764115696235	-0.06160530624239117	-0.04991394148020654	-0.12102766466563117	-0.12996935477100038	-0.10119222534738256	-0.0212837412367239	-0.39454682842869737	-0.2127534528357332	-0.3455354519121783	-0.3798539104151799	-0.23955753326896437	-0.2497586163469208	-0.29856009403467526	-0.35831829058393855	-0.3968767054279837	-0.21516728936652532	-0.27223878090760256	-0.2872255572813904	-0.2891356366231476	-0.22135930481507912	-0.4588808194450275	-0.4300827001385332	-0.36228537844758824	0.6119600352630032	0.4678644893161496	0.6065866252466311	0.6551152344569917	0.7662566642878132	0.709646950170018	0.6789177616388901	1.0	0.7151253096007725	0.7170143990596533	0.6815624868813231	0.7607573149741824	0.6422484362537257	0.581356786029134	0.5365014063221527	0.5398597875823853	0.30172956634901976	0.5610385794047269	0.4754628269174258	-0.02147265018261198	0.18752361361823602	0.07338063053608161	0.010033164014944796	-0.03356282271944923	-0.09464338188992906	-0.1842282020066328	0.4048318710381596	0.19652827337223458	0.21443264346584945	0.15595482977204989	0.3283237479534864	0.34692078418202427	0.46255404894840685	0.4594055665169388	0.2132362201418916	0.2559086520297217	0.3215230259015155	0.32215272238780907	0.3380420637252844	0.2179379539062172	0.27100037781789177	0.269992863439822	0.07902690902984762	0.33590109567188614	0.06609714117795222	0.08087401872297553	0.2563494395701272	0.12705176105117333	0.2293774400738844	0.042840350950841696	0.005541329079383737	0.22238780907602534	0.13307585743671552	0.1333067461483565	0.19086100499559214
MntR	-0.20118802737080727	-0.1372738340120062	-0.1426052642626254	-0.2989589018093279	-0.27242768985349064	-0.24520381176273037	-0.19293900340036102	-0.2232274043910835	-0.12497376264640443	-0.11735443516225179	-0.10996599638974014	-0.1057890096973259	-0.09489526048444649	0.11439486167667184	-0.0298686033331934	-0.025586667226396877	-0.4162083875571974	-0.16535829730070106	-0.37842659837958104	-0.48010159103312205	-0.09441249317828806	-0.0854078334242895	-0.13790353049829981	-0.30834137945510265	-0.3669661223290374	-0.15150497460224172	-0.1765878846396037	-0.14354980899206582	-0.4004659753998573	-0.16890558750682172	-0.3817220099911843	-0.39097854833970025	-0.4459510515931321	0.5912430208639435	0.5939507157550061	0.5782292934805424	0.6191385752067503	0.7148314512405021	0.7164056924562361	0.7210024768061795	0.7151253096007725	1.0	0.7669073506569833	0.735422526342303	0.7220519709500021	0.6275135384744553	0.5235716384702573	0.6354687040846312	0.5750388312833214	0.32225767180219134	0.47376264640443305	0.41507493388186895	-0.055077452667814115	0.1803450736744889	0.10572604004869653	-0.04708030729188531	-0.050522648083623695	-0.10381596070693926	-0.04489735947273414	0.36417446790646907	0.21756013601444105	0.1865790688887956	0.21991100289660384	0.2919902606943453	0.38031568783846187	0.42857142857142855	0.4647579866504345	0.2987699928634398	0.31050333739137737	0.2999244364216448	0.3182695940556652	0.26409470635153853	0.2590151546954368	0.2537257042105705	0.2846438016875866	0.08284706771336216	0.3411065866252466	0.07621426472440283	0.12388228873682886	0.11013391545275178	-0.0015532513328575628	0.1424793249653667	0.1134713068301079	0.15853658536585366	0.1451870198564292	0.18483690861004995	0.15364594265564	0.257587842659838
