	NagQ	NtrC	RbsR	ZntR	PhrR	LiuR	RbkR	NikR	NagR	HrcA	RutR	FnrN_FixK	HcpR	SiaR	GntR	LtbR	CueR	NarP	FruR	LiuQ	FabR	PhnF	SdaR	PhsR	AmtR	QorR	PhnR	HexR	TyrR	CcpA	PaaR	AraR	BirA	Zur	MntR	PurR	ThiR	NadQ	KdgR	NagC	NiaR	MerR	Rex	HisR	ModE	CzrA	IscR	LldR	NsrR	Phr	CadR-PbrR	FUR	NrtR	MetR	ArgR	LexA	SoxR	NrdR	XylR	NnrR	CsoR	PdhR	AgaR	CblR	Irr	PrpR	PsrA	PdxR	TrpR	HutC	VanR	GlcC	SahR_SamR	DasR	MetJ	ExuR_UxuR	HypR	FadR	AcnR	BioQ	GulR	TtrR	FadP	FixJ	NorR	GguR	NifA	NmlR
PhnR	0.5076228119706381	0.5121400338791643	0.5290796160361377	0.4624505928853755	0.22981366459627328	0.6758893280632411	0.4827780914737436	0.42405420666290233	0.5313382269904009	0.6092603049124788	0.6058723884810842	0.55957086391869	0.6318464144551101	0.2896668548842462	0.42970073404856013	0.2987012987012987	0.5200451722190853	0.3608130999435347	0.42405420666290233	0.3687182382834557	0.14059853190287974	0.2490118577075099	0.14624505928853754	0.48955392433653305	0.14963297571993225	0.25578769057029926	1.0	0.6939582156973462	0.5934500282326369	0.49181253529079616	0.5189158667419537	0.4364765669113495	0.5471485036702428	0.7402597402597403	0.453416149068323	0.6566911349520045	0.5934500282326369	0.6273291925465838	0.6871823828345568	0.551665725578769	0.1981931112365895	0.4150197628458498	0.4579333709768492	0.4432523997741389	0.6804065499717674	0.25804630152456237	0.4500282326369283	0.44438170525127046	0.6837944664031621	0.44438170525127046	0.6386222473178995	0.5087521174477696	0.4500282326369283	0.21287408243929984	0.26030491247882553	0.435347261434218	0.11349520045172219	0.4364765669113495	0.3958215697346132	0.1067193675889328	0.5031055900621118	0.4816487859966121	-0.024280067758328628	-0.09316770186335403	-0.16770186335403728	0.07284020327498589	0.32128740824393	0.25352907961603616	0.4409937888198758	0.019762845849802372	0.16544325239977414	0.25691699604743085	0.28514963297571994	0.17108977978543197	0.2862789384528515	0.07961603613777526	-0.14285714285714285	0.04912478825522304	0.000564652738565782	-0.2964426877470356	-0.3450028232636928	-0.15640880858272163	-0.2715979672501412	-0.4850367024280068	-0.15527950310559005	-0.20045172219085264	0.04686617730095991	-0.18125352907961603
HexR	0.6261998870694523	0.45115753811405984	0.7820440429136082	0.6239412761151891	0.3867871259175607	0.6634669678147939	0.6770186335403726	0.48955392433653305	0.551665725578769	0.5324675324675324	0.6103896103896104	0.49520045172219085	0.49181253529079616	0.3178994918125353	0.35629587803500845	0.27837380011293056	0.3190287972896669	0.30547713156408807	0.313382269904009	0.2106154714850367	0.251270468661773	0.16205533596837945	0.32580463015245625	0.36307171089779783	0.4748729531338227	0.3020892151326934	0.6939582156973462	1.0	0.7594579333709769	0.4161490683229814	0.5968379446640316	0.5076228119706381	0.6408808582721626	0.6487859966120836	0.611518915866742	0.6499153020892151	0.5426312817617166	0.5798983625070582	0.5573122529644269	0.5143986448334275	0.2523997741389046	0.3800112930547713	0.30321852060982496	0.41953698475437606	0.4624505928853755	0.3495200451722191	0.44212309429700736	0.27498588368153587	0.5652173913043478	0.5505364201016375	0.4997176736307171	0.4342179559570864	0.35177865612648224	0.08639186900056466	0.21174477696216826	0.25691699604743085	0.2422360248447205	0.4082439299830604	0.2885375494071146	-0.1981931112365895	0.20271033314511575	0.24449463579898362	-0.06041784302653868	-0.07848673066064371	-0.04009034443817053	0.24675324675324675	0.46357989836250707	0.3201581027667984	0.44889892715979673	0.2648221343873518	0.13495200451722192	0.313382269904009	0.22077922077922077	0.023150762281197064	0.365330321852061	0.04686617730095991	0.015245623941276116	-0.05815923207227555	-0.006211180124223602	-0.3642010163749294	-0.30999435347261434	-0.3020892151326934	-0.4059853190287973	-0.6973461321287409	-0.12027103331451157	-0.269339356295878	-0.08074534161490683	-0.2862789384528515
TyrR	0.6341050254093732	0.6589497459062676	0.7605872388481084	0.771880293619424	0.4398644833427442	0.5979672501411631	0.49632975719932243	0.541501976284585	0.5607001693958216	0.40711462450592883	0.5042348955392434	0.5031055900621118	0.44551101072840205	0.1259175607001694	0.2456239412761152	0.020892151326933936	0.1857707509881423	0.13721061547148503	0.2456239412761152	0.32580463015245625	0.35742518351214003	0.14737436476566912	0.29079616036137773	0.2896668548842462	0.5990965556182948	0.42970073404856013	0.5934500282326369	0.7594579333709769	1.0	0.4658385093167702	0.5945793337097685	0.3687182382834557	0.6431394692264257	0.6770186335403726	0.6013551665725578	0.5742518351214003	0.42292490118577075	0.5403726708074534	0.3879164313946923	0.5076228119706381	0.28063241106719367	0.4330886504799548	0.4432523997741389	0.4127611518915867	0.5143986448334275	0.06380575945793338	0.21626199887069453	0.2523997741389046	0.3416149068322981	0.3935629587803501	0.4613212874082439	0.28289102202145683	0.26595143986448333	0.07284020327498589	0.163184641445511	0.18464144551101072	0.3743647656691135	0.2140033879164314	0.3359683794466403	-0.18351214003387917	0.18238283455674761	0.2964426877470356	-0.2140033879164314	0.00846979107848673	0.07735742518351214	0.07961603613777526	0.2648221343873518	0.41727837380011296	0.4872953133822699	0.3879164313946923	0.10220214568040654	0.4398644833427442	0.3404856013551666	0.1507622811970638	0.17108977978543197	-0.019762845849802372	0.13721061547148503	-0.2636928289102202	-0.2987012987012987	-0.25352907961603616	-0.49745906267645396	-0.07058159232072275	-0.3438735177865613	-0.5143986448334275	-0.21852060982495766	-0.018633540372670808	0.011857707509881422	-0.20271033314511575
CcpA	0.07284020327498589	0.2230378317334839	0.3743647656691135	0.30660643704121965	0.16883116883116883	0.3958215697346132	0.42179559570863917	0.6013551665725578	0.4850367024280068	0.7165443252399775	0.5460191981931113	0.6510446075663467	0.5539243365330322	0.42405420666290233	0.14285714285714285	0.13608130999435347	-0.019762845849802372	0.053642010163749296	0.07622811970638058	0.30999435347261434	0.5640880858272163	0.16544325239977414	0.22755505364201017	0.4827780914737436	0.3879164313946923	0.5076228119706381	0.49181253529079616	0.4161490683229814	0.4658385093167702	1.0	0.7989836250705816	0.49632975719932243	0.629587803500847	0.6668548842461886	0.7142857142857143	0.577639751552795	0.46809712027103334	0.5527950310559007	0.47939017504234893	0.5448898927159797	0.435347261434218	0.3178994918125353	0.5686053077357425	0.5053642010163749	0.41953698475437606	0.21964991530208922	0.11123658949745906	0.22529644268774704	0.2682100508187465	0.269339356295878	0.2896668548842462	0.4161490683229814	0.233201581027668	0.435347261434218	0.28176171654432525	0.3867871259175607	0.19028797289666854	0.3382269904009034	0.3167701863354037	0.22755505364201017	-0.025409373235460192	0.25917560700169395	0.35064935064935066	0.27837380011293056	-0.045736871823828344	-0.0220214568040655	0.010728402032749858	0.27498588368153587	0.12140033879164314	-0.010728402032749858	-0.044607566346696784	-0.17786561264822134	0.03670242800677583	0.39808018068887635	0.3551665725578769	0.1067193675889328	-0.012987012987012988	0.15302089215132694	-0.16544325239977414	0.025409373235460192	-0.22868435911914173	0.05251270468661773	0.18012422360248448	-0.6702428006775832	-0.189158667419537	-0.23094297007340486	0.034443817052512704	-0.19706380575945792
PaaR	0.26256352343308864	0.2930547713156409	0.4500282326369283	0.453416149068323	0.3427442123094297	0.4906832298136646	0.6634669678147939	0.5313382269904009	0.5313382269904009	0.6668548842461886	0.5573122529644269	0.6465273856578204	0.52343308865048	0.2230378317334839	0.163184641445511	0.24110671936758893	0.04799548277809147	-0.04009034443817053	0.35403726708074534	0.20271033314511575	0.5832862789384529	0.269339356295878	0.365330321852061	0.6679841897233202	0.5426312817617166	0.5245623941276115	0.5189158667419537	0.5968379446640316	0.5945793337097685	0.7989836250705816	1.0	0.4805194805194805	0.709768492377188	0.665725578769057	0.8035008469791078	0.6307171089779785	0.6307171089779785	0.5460191981931113	0.5064935064935064	0.6047430830039525	0.3337097684923772	0.383399209486166	0.49407114624505927	0.6126482213438735	0.5437605872388481	0.3924336533032185	0.30999435347261434	0.2015810276679842	0.25917560700169395	0.30095990965556185	0.46357989836250707	0.5629587803500847	0.269339356295878	0.5042348955392434	0.49407114624505927	0.35177865612648224	0.2885375494071146	0.42292490118577075	0.42405420666290233	0.23997741389045738	0.10446075663466968	0.3145115753811406	0.10897797854319594	0.3020892151326934	0.04799548277809147	0.034443817052512704	0.034443817052512704	0.2987012987012987	0.0942970073404856	0.23771880293619424	-0.20383963862224733	-0.04121964991530209	0.08639186900056466	0.11575381140598531	0.3551665725578769	0.12478825522303783	-0.000564652738565782	0.014116318464144552	-0.05928853754940711	0.005081874647092038	-0.1665725578769057	-0.009599096555618294	-0.07396950875211744	-0.6002258610954263	-0.07171089779785432	-0.2987012987012987	-0.028797289666854884	-0.20045172219085264
AraR	0.20609824957651043	0.32806324110671936	0.4771315640880858	0.42405420666290233	0.47035573122529645	0.46357989836250707	0.5437605872388481	0.3901750423489554	0.4500282326369283	0.37888198757763975	0.655561829474873	0.5008469791078487	0.5053642010163749	0.47600225861095424	0.3743647656691135	0.16996047430830039	0.435347261434218	0.25804630152456237	0.30999435347261434	0.37210615471485037	0.6070016939582157	0.47035573122529645	0.4105025409373235	0.06945228684359118	0.269339356295878	0.08413325804630152	0.4364765669113495	0.5076228119706381	0.3687182382834557	0.49632975719932243	0.4805194805194805	1.0	0.6905702992659515	0.5663466967814794	0.6352343308865048	0.6420101637492942	0.29757199322416716	0.46696781479390176	0.4601919819311124	0.4161490683229814	0.6273291925465838	0.5302089215132694	0.3619424054206663	0.33483907396950874	0.409373235460192	0.44551101072840205	0.525691699604743	0.3958215697346132	0.5189158667419537	0.5471485036702428	0.44889892715979673	0.5143986448334275	0.4048560135516657	0.2388481084133258	0.26143421795595706	0.2490118577075099	0.35290796160361376	0.5810276679841897	0.3890457368718238	0.17786561264822134	-0.06267645398080181	0.09542631281761717	0.17786561264822134	0.24675324675324675	0.007340485601355167	0.3370976849237719	0.1541501976284585	0.3867871259175607	0.1293054771315641	0.26256352343308864	-0.08526256352343309	0.17108977978543197	-0.06041784302653868	-0.0660643704121965	0.012987012987012988	-0.1981931112365895	0.28514963297571994	0.2546583850931677	-0.034443817052512704	0.03896103896103896	0.16205533596837945	-0.017504234895539244	-0.06719367588932806	-0.5832862789384529	-0.23207227555053642	-0.17221908526256352	-0.1101072840203275	-0.26143421795595706
BirA	0.21287408243929984	0.3675889328063241	0.48842461885940147	0.5403726708074534	0.4839073969508752	0.5369847543760587	0.577639751552795	0.7221908526256352	0.5945793337097685	0.6476566911349521	0.541501976284585	0.7210615471485037	0.6408808582721626	0.47374364765669114	0.2919254658385093	0.2015810276679842	0.32806324110671936	0.26030491247882553	0.44438170525127046	0.4376058723884811	0.5031055900621118	0.233201581027668	0.37210615471485037	0.20271033314511575	0.44776962168266515	0.46696781479390176	0.5471485036702428	0.6408808582721626	0.6431394692264257	0.629587803500847	0.709768492377188	0.6905702992659515	1.0	0.7278373800112931	0.7888198757763976	0.6905702992659515	0.3461321287408244	0.5042348955392434	0.5290796160361377	0.6374929418407679	0.6216826651609261	0.6228119706380576	0.6837944664031621	0.49181253529079616	0.5900621118012422	0.5663466967814794	0.49407114624505927	0.46696781479390176	0.5900621118012422	0.5561829474872954	0.5369847543760587	0.655561829474873	0.4409937888198758	0.365330321852061	0.30773574251835123	0.26595143986448333	0.30547713156408807	0.3642010163749294	0.4997176736307171	-0.054771315640880856	0.08752117447769622	0.27837380011293056	0.2738565782044043	0.18238283455674761	0.15189158667419536	0.25014116318464147	0.17221908526256352	0.5313382269904009	0.2140033879164314	0.4025974025974026	-0.017504234895539244	0.2478825522303783	0.26256352343308864	0.032185206098249576	0.1281761716544325	-0.13946922642574816	0.3687182382834557	-0.04009034443817053	-0.04912478825522304	0.028797289666854884	-0.017504234895539244	-0.024280067758328628	-0.37662337662337664	-0.5708639186900056	-0.44889892715979673	-0.03896103896103896	-0.0378317334839074	-0.35742518351214003
Zur	0.44551101072840205	0.4850367024280068	0.4647092038396386	0.4330886504799548	0.26143421795595706	0.5990965556182948	0.5098814229249012	0.5087521174477696	0.6228119706380576	0.5968379446640316	0.6442687747035574	0.6589497459062676	0.5934500282326369	0.5437605872388481	0.42631281761716544	0.3675889328063241	0.34726143421795597	0.2636928289102202	0.2636928289102202	0.3370976849237719	0.2885375494071146	0.25352907961603616	0.2896668548842462	0.4805194805194805	0.2761151891586674	0.3382269904009034	0.7402597402597403	0.6487859966120836	0.6770186335403726	0.6668548842461886	0.665725578769057	0.5663466967814794	0.7278373800112931	1.0	0.7549407114624506	0.6815358554488989	0.629587803500847	0.7470355731225297	0.6939582156973462	0.805759457933371	0.5629587803500847	0.5550536420101637	0.7052512704686618	0.453416149068323	0.5324675324675324	0.4647092038396386	0.4150197628458498	0.3551665725578769	0.6182947487295314	0.4613212874082439	0.6860530773574252	0.655561829474873	0.7007340485601355	0.30999435347261434	0.4048560135516657	0.47939017504234893	0.30321852060982496	0.52343308865048	0.5821569734613213	0.10559006211180125	0.22416713721061546	0.47148503670242803	0.20609824957651043	0.15527950310559005	0.054771315640880856	0.26143421795595706	0.3190287972896669	0.5076228119706381	0.5369847543760587	0.28402032749858835	0.09881422924901186	0.20948616600790515	0.525691699604743	0.05815923207227555	0.17108977978543197	-0.15979672501411632	0.05928853754940711	-0.01637492941840768	-0.007340485601355167	-0.0818746470920384	-0.32128740824393	0.04121964991530209	-0.26256352343308864	-0.5607001693958216	-0.23207227555053642	-0.20722755505364202	-0.03670242800677583	-0.05928853754940711
MntR	0.32806324110671936	0.37888198757763975	0.5098814229249012	0.4658385093167702	0.5042348955392434	0.6002258610954263	0.7233201581027668	0.5471485036702428	0.5189158667419537	0.4827780914737436	0.5945793337097685	0.52343308865048	0.5392433653303218	0.3246753246753247	0.4500282326369283	0.3856578204404291	0.11801242236024845	0.11123658949745906	0.2896668548842462	0.2388481084133258	0.5392433653303218	0.20722755505364202	0.42405420666290233	0.5064935064935064	0.5211744776962168	0.5607001693958216	0.453416149068323	0.611518915866742	0.6013551665725578	0.7142857142857143	0.8035008469791078	0.6352343308865048	0.7888198757763976	0.7549407114624506	1.0	0.8193111236589498	0.6194240542066629	0.6815358554488989	0.6047430830039525	0.6725014116318464	0.6465273856578204	0.6013551665725578	0.6171654432523997	0.6996047430830039	0.6070016939582157	0.5550536420101637	0.42066629023150764	0.339356295878035	0.4342179559570864	0.5392433653303218	0.4748729531338227	0.5223037831733484	0.48616600790513836	0.45454545454545453	0.5505364201016375	0.49520045172219085	0.5945793337097685	0.5618294748729531	0.525691699604743	0.14059853190287974	0.0220214568040655	0.28289102202145683	0.29983060417843027	0.38226990400903443	0.30773574251835123	0.269339356295878	0.2682100508187465	0.45115753811405984	0.35064935064935066	0.3156408808582722	-0.13946922642574816	-0.020892151326933936	0.12027103331451157	-0.031055900621118012	0.26595143986448333	-0.17108977978543197	0.07284020327498589	-0.12140033879164314	-0.23433088650479955	-0.10220214568040654	-0.13721061547148503	-0.0502540937323546	-0.1665725578769057	-0.5652173913043478	-0.09542631281761717	-0.026538678712591756	-0.005081874647092038	-0.15640880858272163
PurR	0.41727837380011296	0.34726143421795597	0.5618294748729531	0.45115753811405984	0.47939017504234893	0.6770186335403726	0.6002258610954263	0.47939017504234893	0.4025974025974026	0.3901750423489554	0.5742518351214003	0.37323546019198195	0.4613212874082439	0.1857707509881423	0.4161490683229814	0.2523997741389046	0.2106154714850367	0.16431394692264256	0.35177865612648224	0.20609824957651043	0.43873517786561267	0.18125352907961603	0.2896668548842462	0.383399209486166	0.269339356295878	0.47374364765669114	0.6566911349520045	0.6499153020892151	0.5742518351214003	0.577639751552795	0.6307171089779785	0.6420101637492942	0.6905702992659515	0.6815358554488989	0.8193111236589498	1.0	0.6047430830039525	0.6826651609260305	0.6431394692264257	0.6205533596837944	0.49632975719932243	0.4872953133822699	0.5064935064935064	0.6216826651609261	0.7741389045736872	0.42970073404856013	0.47035573122529645	0.4827780914737436	0.525691699604743	0.611518915866742	0.5505364201016375	0.52343308865048	0.5166572557876906	0.42292490118577075	0.4308300395256917	0.6182947487295314	0.46357989836250707	0.5753811405985318	0.4082439299830604	0.15866741953698477	0.25578769057029926	0.3879164313946923	0.16431394692264256	0.18690005646527386	0.12478825522303783	0.3178994918125353	0.28176171654432525	0.4330886504799548	0.4500282326369283	0.11123658949745906	-0.057029926595143984	-0.01637492941840768	0.19141727837380013	0.010728402032749858	0.32580463015245625	-0.1101072840203275	0.05815923207227555	0.033314511575381144	-0.2106154714850367	-0.26143421795595706	-0.16544325239977414	-0.16092603049124787	-0.23433088650479955	-0.5640880858272163	-0.0016939582156973462	-0.10333145115753811	0.045736871823828344	-0.2523997741389046
ThiR	0.5189158667419537	0.18351214003387917	0.3845285149632976	0.30547713156408807	0.21626199887069453	0.44776962168266515	0.40711462450592883	0.2388481084133258	0.23433088650479955	0.3743647656691135	0.49294184076792774	0.25917560700169395	0.5460191981931113	0.22416713721061546	0.3404856013551666	0.40146809712027104	0.07735742518351214	0.055900621118012424	0.019762845849802372	0.13495200451722192	0.16205533596837945	0.2964426877470356	0.27837380011293056	0.7323546019198193	0.3551665725578769	0.585544889892716	0.5934500282326369	0.5426312817617166	0.42292490118577075	0.46809712027103334	0.6307171089779785	0.29757199322416716	0.3461321287408244	0.629587803500847	0.6194240542066629	0.6047430830039525	1.0	0.47035573122529645	0.6250705815923208	0.6781479390175043	0.427442123094297	0.33483907396950874	0.4105025409373235	0.6996047430830039	0.577639751552795	0.3608130999435347	0.3416149068322981	0.26595143986448333	0.4771315640880858	0.3337097684923772	0.6781479390175043	0.5008469791078487	0.6250705815923208	0.549407114624506	0.6453980801806889	0.52343308865048	0.3438735177865613	0.7007340485601355	0.3427442123094297	0.35403726708074534	0.2930547713156409	0.4601919819311124	0.22190852625635235	0.409373235460192	0.023150762281197064	0.1383399209486166	0.269339356295878	0.2230378317334839	0.4906832298136646	0.1259175607001694	0.1880293619424054	0.032185206098249576	0.25917560700169395	-0.0818746470920384	0.23094297007340486	0.07396950875211744	-0.42970073404856013	-0.03896103896103896	-0.08639186900056466	-0.10333145115753811	-0.189158667419537	0.028797289666854884	-0.1981931112365895	-0.26143421795595706	0.2648221343873518	-0.26143421795595706	-0.03557312252964427	0.1281761716544325
NadQ	0.3427442123094297	0.39469226425748166	0.33145115753811405	0.25578769057029926	0.20948616600790515	0.5697346132128741	0.46922642574816487	0.3178994918125353	0.40372670807453415	0.32241671372106157	0.4364765669113495	0.3924336533032185	0.27498588368153587	0.09090909090909091	0.3167701863354037	0.10107284020327499	0.20609824957651043	0.014116318464144552	0.2682100508187465	0.21964991530208922	0.19706380575945792	-0.11688311688311688	0.03896103896103896	0.525691699604743	0.16883116883116883	0.26595143986448333	0.6273291925465838	0.5798983625070582	0.5403726708074534	0.5527950310559007	0.5460191981931113	0.46696781479390176	0.5042348955392434	0.7470355731225297	0.6815358554488989	0.6826651609260305	0.47035573122529645	1.0	0.629587803500847	0.6329757199322417	0.3890457368718238	0.6623376623376623	0.5629587803500847	0.45454545454545453	0.5369847543760587	0.4184076792772445	0.4364765669113495	0.453416149068323	0.39469226425748166	0.5460191981931113	0.4150197628458498	0.3924336533032185	0.49858836815358554	0.35403726708074534	0.4906832298136646	0.6702428006775832	0.4342179559570864	0.47261434217955955	0.5505364201016375	0.24336533032185206	0.4116318464144551	0.4184076792772445	0.19593450028232637	0.16544325239977414	0.15866741953698477	0.33145115753811405	0.33032185206098247	0.3845285149632976	0.5765104460756635	0.08300395256916997	-0.18012422360248448	0.13043478260869565	0.20722755505364202	0.08074534161490683	0.2546583850931677	-0.19932241671372106	-0.033314511575381144	-0.13946922642574816	-0.19480519480519481	-0.32241671372106157	-0.3890457368718238	-0.09090909090909091	-0.15866741953698477	-0.515527950310559	0.13608130999435347	-0.18690005646527386	0.1507622811970638	-0.2456239412761152
KdgR	0.3856578204404291	0.3800112930547713	0.3800112930547713	0.21287408243929984	0.032185206098249576	0.29079616036137773	0.40711462450592883	0.24449463579898362	0.1756070016939582	0.4376058723884811	0.3370976849237719	0.3687182382834557	0.44776962168266515	0.3201581027667984	0.4308300395256917	0.20496894409937888	0.21739130434782608	0.14624505928853754	0.06493506493506493	0.10784867306606437	0.10107284020327499	-0.01637492941840768	0.020892151326933936	0.5200451722190853	0.28740824392998304	0.39920948616600793	0.6871823828345568	0.5573122529644269	0.3879164313946923	0.47939017504234893	0.5064935064935064	0.4601919819311124	0.5290796160361377	0.6939582156973462	0.6047430830039525	0.6431394692264257	0.6250705815923208	0.629587803500847	1.0	0.7899491812535291	0.33258046301524563	0.39808018068887635	0.47035573122529645	0.49181253529079616	0.47939017504234893	0.46357989836250707	0.3551665725578769	0.2896668548842462	0.6860530773574252	0.5584415584415584	0.4782608695652174	0.6239412761151891	0.6103896103896104	0.5166572557876906	0.4432523997741389	0.5629587803500847	0.435347261434218	0.6679841897233202	0.7526821005081875	0.16883116883116883	0.16770186335403728	0.25804630152456237	0.39920948616600793	0.19706380575945792	0.19593450028232637	0.30095990965556185	0.567476002258611	0.585544889892716	0.5098814229249012	-0.028797289666854884	0.01637492941840768	0.2546583850931677	0.30660643704121965	-0.2490118577075099	0.11349520045172219	0.1417278373800113	-0.034443817052512704	-0.07058159232072275	-0.2456239412761152	-0.3619424054206663	-0.16431394692264256	0.19254658385093168	-0.06945228684359118	-0.4376058723884811	0.09090909090909091	-0.24110671936758893	-0.043478260869565216	-0.11349520045172219
NagC	0.4613212874082439	0.28514963297571994	0.2264257481648786	0.20609824957651043	0.20383963862224733	0.313382269904009	0.29757199322416716	0.4568040654997177	0.24449463579898362	0.3958215697346132	0.4082439299830604	0.4850367024280068	0.42405420666290233	0.391304347826087	0.30773574251835123	0.15189158667419536	0.16544325239977414	0.14398644833427443	0.01637492941840768	0.27498588368153587	0.16883116883116883	0.042348955392433656	0.2365894974590627	0.49520045172219085	0.19706380575945792	0.5381140598531903	0.551665725578769	0.5143986448334275	0.5076228119706381	0.5448898927159797	0.6047430830039525	0.4161490683229814	0.6374929418407679	0.805759457933371	0.6725014116318464	0.6205533596837944	0.6781479390175043	0.6329757199322417	0.7899491812535291	1.0	0.52343308865048	0.5358554488989271	0.7391304347826086	0.48842461885940147	0.5290796160361377	0.4906832298136646	0.22755505364201017	0.2715979672501412	0.5719932241671372	0.5324675324675324	0.6126482213438735	0.7165443252399775	0.769621682665161	0.6623376623376623	0.4805194805194805	0.5731225296442688	0.4500282326369283	0.5539243365330322	0.6747600225861096	0.31225296442687744	0.22416713721061546	0.5403726708074534	0.4364765669113495	0.3427442123094297	0.18238283455674761	0.25578769057029926	0.38226990400903443	0.6747600225861096	0.5968379446640316	0.25014116318464147	0.057029926595143984	0.20722755505364202	0.5381140598531903	-0.189158667419537	0.003952569169960474	-0.06267645398080181	-0.005081874647092038	-0.06719367588932806	-0.13269339356295878	-0.05251270468661773	-0.18690005646527386	0.2490118577075099	-0.30321852060982496	-0.2896668548842462	-0.03670242800677583	-0.2919254658385093	-0.042348955392433656	-0.053642010163749296
NiaR	-0.009599096555618294	0.10897797854319594	0.2365894974590627	0.22416713721061546	0.295313382269904	0.2456239412761152	0.189158667419537	0.365330321852061	0.3404856013551666	0.295313382269904	0.42857142857142855	0.3687182382834557	0.5166572557876906	0.49294184076792774	0.32128740824393	0.22190852625635235	0.22077922077922077	0.11236589497459062	0.06719367588932806	0.44212309429700736	0.3642010163749294	0.3235460191981931	0.23771880293619424	0.06154714850367024	0.32128740824393	0.4647092038396386	0.1981931112365895	0.2523997741389046	0.28063241106719367	0.435347261434218	0.3337097684923772	0.6273291925465838	0.6216826651609261	0.5629587803500847	0.6465273856578204	0.49632975719932243	0.427442123094297	0.3890457368718238	0.33258046301524563	0.52343308865048	1.0	0.7086391869000565	0.691699604743083	0.5686053077357425	0.47035573122529645	0.5629587803500847	0.46696781479390176	0.6228119706380576	0.4432523997741389	0.39469226425748166	0.5731225296442688	0.4568040654997177	0.6612083568605308	0.4522868435911914	0.5697346132128741	0.39808018068887635	0.453416149068323	0.5866741953698476	0.42292490118577075	0.14850367024280067	-0.026538678712591756	0.251270468661773	0.5697346132128741	0.5911914172783738	0.3156408808582722	0.52343308865048	0.06945228684359118	0.4500282326369283	0.35742518351214003	0.2862789384528515	0.19706380575945792	0.11349520045172219	0.14624505928853754	-0.055900621118012424	-0.20383963862224733	-0.2546583850931677	0.18012422360248448	0.053642010163749296	-0.054771315640880856	0.2523997741389046	0.12140033879164314	0.13721061547148503	-0.25014116318464147	-0.22755505364201017	-0.12027103331451157	0.08300395256916997	-0.11688311688311688	-0.04912478825522304
MerR	0.2264257481648786	0.44551101072840205	0.2354601919819311	0.32919254658385094	0.44212309429700736	0.47035573122529645	0.38226990400903443	0.3551665725578769	0.5019762845849802	0.29079616036137773	0.47148503670242803	0.5053642010163749	0.4590626764539808	0.1857707509881423	0.48616600790513836	0.15302089215132694	0.48842461885940147	0.14398644833427443	0.40033879164313946	0.603613777526821	0.2862789384528515	0.1541501976284585	0.11914172783738002	0.2106154714850367	0.269339356295878	0.37775268210050816	0.4150197628458498	0.3800112930547713	0.4330886504799548	0.3178994918125353	0.383399209486166	0.5302089215132694	0.6228119706380576	0.5550536420101637	0.6013551665725578	0.4872953133822699	0.33483907396950874	0.6623376623376623	0.39808018068887635	0.5358554488989271	0.7086391869000565	1.0	0.7278373800112931	0.5550536420101637	0.6770186335403726	0.4647092038396386	0.4432523997741389	0.6250705815923208	0.3427442123094297	0.4308300395256917	0.5042348955392434	0.3608130999435347	0.5064935064935064	0.42857142857142855	0.5313382269904009	0.45454545454545453	0.5584415584415584	0.42066629023150764	0.549407114624506	0.2636928289102202	0.3145115753811406	0.46357989836250707	0.25578769057029926	0.30773574251835123	0.26143421795595706	0.383399209486166	0.11123658949745906	0.4025974025974026	0.3845285149632976	0.30321852060982496	-0.057029926595143984	0.24110671936758893	0.026538678712591756	-0.00282326369282891	-0.16883116883116883	-0.19932241671372106	0.13269339356295878	-0.07171089779785432	-0.14511575381140598	0.000564652738565782	-0.16996047430830039	-0.09994353472614342	-0.46922642574816487	-0.14737436476566912	-0.07396950875211744	0.1789949181253529	-0.014116318464144552	-0.17221908526256352
Rex	0.1541501976284585	0.339356295878035	0.11236589497459062	0.17447769621682666	0.2264257481648786	0.3269339356295878	0.2523997741389046	0.5098814229249012	0.453416149068323	0.42179559570863917	0.4997176736307171	0.6544325239977414	0.5358554488989271	0.30321852060982496	0.3178994918125353	0.20948616600790515	0.2682100508187465	0.15753811405985318	0.3235460191981931	0.5663466967814794	0.28740824392998304	0.07735742518351214	0.2264257481648786	0.26595143986448333	0.20835686053077357	0.5686053077357425	0.4579333709768492	0.30321852060982496	0.4432523997741389	0.5686053077357425	0.49407114624505927	0.3619424054206663	0.6837944664031621	0.7052512704686618	0.6171654432523997	0.5064935064935064	0.4105025409373235	0.5629587803500847	0.47035573122529645	0.7391304347826086	0.691699604743083	0.7278373800112931	1.0	0.48955392433653305	0.6431394692264257	0.4590626764539808	0.2727272727272727	0.5324675324675324	0.42405420666290233	0.37549407114624506	0.5697346132128741	0.5844155844155844	0.6374929418407679	0.541501976284585	0.4872953133822699	0.5945793337097685	0.4647092038396386	0.37210615471485037	0.5471485036702428	0.3020892151326934	0.12704686617730096	0.49520045172219085	0.47035573122529645	0.3495200451722191	0.3709768492377188	0.28402032749858835	0.13156408808582723	0.5866741953698476	0.3845285149632976	0.2941840767927724	0.10559006211180125	0.09655561829474874	0.37210615471485037	0.08074534161490683	-0.18012422360248448	-0.12478825522303783	0.0220214568040655	-0.006211180124223602	0.00282326369282891	0.20609824957651043	-0.1225296442687747	0.11801242236024845	-0.35290796160361376	-0.19706380575945792	-0.20045172219085264	0.000564652738565782	-0.0660643704121965	-0.04799548277809147
