	NagQ	NtrC	RbsR	ZntR	PhrR	LiuR	RbkR	NikR	NagR	HrcA	RutR	FnrN_FixK	HcpR	SiaR	GntR	LtbR	CueR	NarP	FruR	LiuQ	FabR	PhnF	SdaR	PhsR	AmtR	QorR	PhnR	HexR	TyrR	CcpA	PaaR	AraR	BirA	Zur	MntR	PurR	ThiR	NadQ	KdgR	NagC	NiaR	MerR	Rex	HisR	ModE	CzrA	IscR	LldR	NsrR	Phr	CadR-PbrR	FUR	NrtR	MetR	ArgR	LexA	SoxR	NrdR	XylR	NnrR	CsoR	PdhR	AgaR	CblR	Irr	PrpR	PsrA	PdxR	TrpR	HutC	VanR	GlcC	SahR_SamR	DasR	MetJ	ExuR_UxuR	HypR	FadR	AcnR	BioQ	GulR	TtrR	FadP	FixJ	NorR	GguR	NifA	NmlR
RutR	0.47035573122529645	0.515527950310559	0.5019762845849802	0.42405420666290233	0.5527950310559007	0.7413890457368718	0.7154150197628458	0.46696781479390176	0.7425183512140033	0.525691699604743	1.0	0.7391304347826086	0.6939582156973462	0.4647092038396386	0.5979672501411631	0.5505364201016375	0.5448898927159797	0.4025974025974026	0.4590626764539808	0.4805194805194805	0.5968379446640316	0.5640880858272163	0.6228119706380576	0.34726143421795597	0.2523997741389046	0.15189158667419536	0.6058723884810842	0.6103896103896104	0.5042348955392434	0.5460191981931113	0.5573122529644269	0.655561829474873	0.541501976284585	0.6442687747035574	0.5945793337097685	0.5742518351214003	0.49294184076792774	0.4364765669113495	0.3370976849237719	0.4082439299830604	0.42857142857142855	0.47148503670242803	0.4997176736307171	0.3958215697346132	0.5200451722190853	0.20835686053077357	0.25352907961603616	0.2727272727272727	0.3935629587803501	0.30547713156408807	0.4432523997741389	0.35177865612648224	0.30095990965556185	0.1417278373800113	0.19141727837380013	0.3246753246753247	0.32241671372106157	0.4376058723884811	0.23771880293619424	0.21513269339356295	-0.08977978543195934	0.37888198757763975	-0.09655561829474874	0.014116318464144552	-0.06493506493506493	-0.003952569169960474	0.04799548277809147	0.11123658949745906	0.163184641445511	0.16883116883116883	0.019762845849802372	-0.07961603613777526	0.006211180124223602	0.15527950310559005	0.07058159232072275	-0.06493506493506493	-0.19367588932806323	0.3370976849237719	0.12027103331451157	0.0016939582156973462	-0.1101072840203275	-0.2354601919819311	-0.2264257481648786	-0.46357989836250707	-0.29079616036137773	-0.19706380575945792	-0.25804630152456237	-0.08413325804630152
FnrN_FixK	0.23094297007340486	0.5550536420101637	0.3856578204404291	0.4590626764539808	0.29757199322416716	0.5279503105590062	0.5697346132128741	0.6725014116318464	0.7041219649915302	0.7459062676453981	0.7391304347826086	1.0	0.7233201581027668	0.5143986448334275	0.4342179559570864	0.383399209486166	0.409373235460192	0.33032185206098247	0.4500282326369283	0.4059853190287973	0.4624505928853755	0.33032185206098247	0.3382269904009034	0.30886504799548276	0.3450028232636928	0.2862789384528515	0.55957086391869	0.49520045172219085	0.5031055900621118	0.6510446075663467	0.6465273856578204	0.5008469791078487	0.7210615471485037	0.6589497459062676	0.52343308865048	0.37323546019198195	0.25917560700169395	0.3924336533032185	0.3687182382834557	0.4850367024280068	0.3687182382834557	0.5053642010163749	0.6544325239977414	0.2761151891586674	0.4409937888198758	0.3156408808582722	0.14398644833427443	0.2478825522303783	0.313382269904009	0.13382269904009034	0.37210615471485037	0.49745906267645396	0.18690005646527386	0.2365894974590627	0.08526256352343309	0.1417278373800113	0.11462450592885376	0.17108977978543197	0.40033879164313946	0.19141727837380013	-0.07848673066064371	0.44776962168266515	0.0016939582156973462	-0.08526256352343309	-0.017504234895539244	-0.009599096555618294	0.03896103896103896	0.30773574251835123	0.005081874647092038	0.2456239412761152	0.026538678712591756	0.024280067758328628	0.15640880858272163	0.15866741953698477	0.11575381140598531	0.11123658949745906	0.1383399209486166	0.17108977978543197	0.08977978543195934	-0.00282326369282891	-0.1756070016939582	-0.045736871823828344	-0.22077922077922077	-0.42405420666290233	-0.4082439299830604	-0.08977978543195934	-0.05138339920948617	-0.11688311688311688
HcpR	0.25691699604743085	0.4105025409373235	0.4579333709768492	0.49294184076792774	0.32919254658385094	0.6047430830039525	0.5471485036702428	0.5482778091473743	0.47600225861095424	0.7165443252399775	0.6939582156973462	0.7233201581027668	1.0	0.52343308865048	0.4839073969508752	0.427442123094297	0.2941840767927724	0.37888198757763975	0.2862789384528515	0.39808018068887635	0.4376058723884811	0.44551101072840205	0.40033879164313946	0.39469226425748166	0.4872953133822699	0.5245623941276115	0.6318464144551101	0.49181253529079616	0.44551101072840205	0.5539243365330322	0.52343308865048	0.5053642010163749	0.6408808582721626	0.5934500282326369	0.5392433653303218	0.4613212874082439	0.5460191981931113	0.27498588368153587	0.44776962168266515	0.42405420666290233	0.5166572557876906	0.4590626764539808	0.5358554488989271	0.5290796160361377	0.525691699604743	0.28289102202145683	0.25352907961603616	0.34726143421795597	0.5844155844155844	0.251270468661773	0.5053642010163749	0.36645962732919257	0.2896668548842462	0.2490118577075099	0.20609824957651043	0.14963297571993225	0.15866741953698477	0.49745906267645396	0.2704686617730096	0.13946922642574816	-0.029926595143986448	0.27837380011293056	0.13608130999435347	0.08639186900056466	-0.08526256352343309	-0.07735742518351214	0.07171089779785432	0.07396950875211744	0.15302089215132694	0.18125352907961603	0.18238283455674761	0.09542631281761717	0.14624505928853754	0.09203839638622248	0.13382269904009034	0.06832298136645963	-0.07735742518351214	0.13156408808582723	-0.1101072840203275	-0.06041784302653868	-0.04686617730095991	0.05138339920948617	-0.2422360248447205	-0.32128740824393	-0.28514963297571994	0.0220214568040655	-0.11236589497459062	-0.18012422360248448
SiaR	0.029926595143986448	0.07961603613777526	0.22529644268774704	0.15866741953698477	0.04912478825522304	0.20271033314511575	0.1981931112365895	0.3585544889892716	0.43873517786561267	0.6103896103896104	0.4647092038396386	0.5143986448334275	0.52343308865048	1.0	0.37549407114624506	0.4364765669113495	0.4059853190287973	0.5810276679841897	-0.07622811970638058	0.31225296442687744	0.16431394692264256	0.4138904573687182	0.30434782608695654	-0.026538678712591756	0.03896103896103896	0.019762845849802372	0.2896668548842462	0.3178994918125353	0.1259175607001694	0.42405420666290233	0.2230378317334839	0.47600225861095424	0.47374364765669114	0.5437605872388481	0.3246753246753247	0.1857707509881423	0.22416713721061546	0.09090909090909091	0.3201581027667984	0.391304347826087	0.49294184076792774	0.1857707509881423	0.30321852060982496	0.1293054771315641	0.010728402032749858	0.3450028232636928	0.11123658949745906	0.05251270468661773	0.5268210050818747	0.2456239412761152	0.33145115753811405	0.40711462450592883	0.4127611518915867	0.04799548277809147	-0.032185206098249576	-0.025409373235460192	-0.1101072840203275	0.2478825522303783	0.1756070016939582	-0.20722755505364202	-0.1789949181253529	0.12027103331451157	0.37549407114624506	0.057029926595143984	-0.24675324675324675	0.06832298136645963	0.14963297571993225	0.17334839073969507	0.19028797289666854	0.12140033879164314	0.34839073969508755	0.06154714850367024	0.2704686617730096	0.012987012987012988	0.014116318464144552	0.0220214568040655	0.2422360248447205	0.40033879164313946	0.28740824392998304	0.2106154714850367	0.09203839638622248	0.09655561829474874	-0.18351214003387917	-0.3585544889892716	-0.5110107284020328	-0.2230378317334839	-0.21739130434782608	-0.05815923207227555
GntR	0.46809712027103334	0.6883116883116883	0.44438170525127046	0.37662337662337664	0.39695087521174477	0.5369847543760587	0.6081309994353472	0.2490118577075099	0.44551101072840205	0.27837380011293056	0.5979672501411631	0.4342179559570864	0.4839073969508752	0.37549407114624506	1.0	0.7244494635798984	0.5889328063241107	0.6431394692264257	0.3111236589497459	0.22755505364201017	0.11236589497459062	0.4364765669113495	0.33145115753811405	0.22868435911914173	0.12704686617730096	0.13608130999435347	0.42970073404856013	0.35629587803500845	0.2456239412761152	0.14285714285714285	0.163184641445511	0.3743647656691135	0.2919254658385093	0.42631281761716544	0.4500282326369283	0.4161490683229814	0.3404856013551666	0.3167701863354037	0.4308300395256917	0.30773574251835123	0.32128740824393	0.48616600790513836	0.3178994918125353	0.435347261434218	0.49520045172219085	0.2885375494071146	0.08413325804630152	0.10446075663466968	0.35968379446640314	0.21513269339356295	0.35177865612648224	0.16092603049124787	0.28176171654432525	-0.009599096555618294	0.14737436476566912	0.1665725578769057	0.5223037831733484	0.339356295878035	0.37323546019198195	0.1293054771315641	0.03896103896103896	0.3608130999435347	-0.06832298136645963	-0.03896103896103896	0.1880293619424054	0.16996047430830039	0.47261434217955955	0.20722755505364202	0.33145115753811405	0.17786561264822134	0.12027103331451157	-0.06832298136645963	-0.09203839638622248	-0.22077922077922077	0.08752117447769622	0.026538678712591756	0.012987012987012988	0.04799548277809147	-0.12478825522303783	-0.2964426877470356	-0.24110671936758893	-0.18238283455674761	-0.21287408243929984	-0.03896103896103896	-0.14963297571993225	0.3178994918125353	-0.04121964991530209	0.1756070016939582
LtbR	0.251270468661773	0.2862789384528515	0.21174477696216826	0.17447769621682666	0.25014116318464147	0.4590626764539808	0.5765104460756635	0.21174477696216826	0.4579333709768492	0.2987012987012987	0.5505364201016375	0.383399209486166	0.427442123094297	0.4364765669113495	0.7244494635798984	1.0	0.4330886504799548	0.5369847543760587	0.3642010163749294	0.006211180124223602	-0.012987012987012988	0.44664031620553357	0.4522868435911914	0.32919254658385094	0.0016939582156973462	0.007340485601355167	0.2987012987012987	0.27837380011293056	0.020892151326933936	0.13608130999435347	0.24110671936758893	0.16996047430830039	0.2015810276679842	0.3675889328063241	0.3856578204404291	0.2523997741389046	0.40146809712027104	0.10107284020327499	0.20496894409937888	0.15189158667419536	0.22190852625635235	0.15302089215132694	0.20948616600790515	0.29983060417843027	0.2523997741389046	0.47035573122529645	0.25352907961603616	0.023150762281197064	0.32241671372106157	0.06493506493506493	0.33258046301524563	0.29079616036137773	0.2648221343873518	-0.054771315640880856	0.2264257481648786	0.12365894974590627	0.14963297571993225	0.20835686053077357	0.11123658949745906	0.055900621118012424	-0.03896103896103896	0.2941840767927724	-0.012987012987012988	-0.015245623941276116	0.15979672501411632	0.06380575945793338	0.3111236589497459	-0.024280067758328628	0.08639186900056466	0.2106154714850367	0.20722755505364202	-0.2727272727272727	0.009599096555618294	-0.18690005646527386	0.22416713721061546	-0.07171089779785432	-0.22755505364201017	0.04686617730095991	0.3427442123094297	-0.019762845849802372	0.03670242800677583	-0.2682100508187465	-0.18690005646527386	-0.044607566346696784	-0.15866741953698477	0.10446075663466968	-0.00846979107848673	0.35403726708074534
CueR	0.25804630152456237	0.42518351214003386	0.20383963862224733	0.20948616600790515	0.35290796160361376	0.3856578204404291	0.3145115753811406	0.11462450592885376	0.6092603049124788	0.2648221343873518	0.5448898927159797	0.409373235460192	0.2941840767927724	0.4059853190287973	0.5889328063241107	0.4330886504799548	1.0	0.6171654432523997	0.5584415584415584	0.6182947487295314	0.07058159232072275	0.5076228119706381	0.2896668548842462	-0.08074534161490683	-0.20948616600790515	-0.30999435347261434	0.5200451722190853	0.3190287972896669	0.1857707509881423	-0.019762845849802372	0.04799548277809147	0.435347261434218	0.32806324110671936	0.34726143421795597	0.11801242236024845	0.2106154714850367	0.07735742518351214	0.20609824957651043	0.21739130434782608	0.16544325239977414	0.22077922077922077	0.48842461885940147	0.2682100508187465	0.15753811405985318	0.4082439299830604	0.2546583850931677	0.39920948616600793	0.34839073969508755	0.46357989836250707	0.3337097684923772	0.42970073404856013	0.30095990965556185	0.3178994918125353	-0.0660643704121965	0.11349520045172219	0.13382269904009034	0.15753811405985318	0.1383399209486166	0.26256352343308864	-0.07396950875211744	0.29983060417843027	0.2919254658385093	-0.08413325804630152	-0.06945228684359118	-0.06832298136645963	0.11462450592885376	0.14059853190287974	0.13382269904009034	0.1857707509881423	0.15302089215132694	0.15640880858272163	0.2795031055900621	-0.055900621118012424	-0.028797289666854884	-0.26030491247882553	-0.054771315640880856	0.08639186900056466	0.29079616036137773	0.39469226425748166	0.14963297571993225	0.03557312252964427	-0.2523997741389046	-0.435347261434218	-0.06832298136645963	-0.4432523997741389	-0.032185206098249576	-0.19932241671372106	-0.053642010163749296
NarP	0.3111236589497459	0.37888198757763975	0.2941840767927724	0.32580463015245625	0.20835686053077357	0.3246753246753247	0.30547713156408807	0.28289102202145683	0.31225296442687744	0.313382269904009	0.4025974025974026	0.33032185206098247	0.37888198757763975	0.5810276679841897	0.6431394692264257	0.5369847543760587	0.6171654432523997	1.0	0.2354601919819311	0.3675889328063241	-0.09655561829474874	0.4161490683229814	0.4376058723884811	-0.17108977978543197	-0.17221908526256352	-0.042348955392433656	0.3608130999435347	0.30547713156408807	0.13721061547148503	0.053642010163749296	-0.04009034443817053	0.25804630152456237	0.26030491247882553	0.2636928289102202	0.11123658949745906	0.16431394692264256	0.055900621118012424	0.014116318464144552	0.14624505928853754	0.14398644833427443	0.11236589497459062	0.14398644833427443	0.15753811405985318	0.09542631281761717	0.22529644268774704	0.19932241671372106	0.000564652738565782	-0.10333145115753811	0.5042348955392434	0.3416149068322981	0.3337097684923772	0.19367588932806323	0.21626199887069453	-0.28063241106719367	-0.22077922077922077	-0.11575381140598531	0.07171089779785432	-0.012987012987012988	-0.09090909090909091	-0.18690005646527386	0.13721061547148503	0.13382269904009034	0.018633540372670808	-0.15866741953698477	-0.14737436476566912	-0.07171089779785432	0.47600225861095424	0.10446075663466968	0.28740824392998304	0.37775268210050816	0.4330886504799548	0.12365894974590627	0.08300395256916997	-0.09090909090909091	0.09316770186335403	0.04686617730095991	0.21287408243929984	0.25352907961603616	0.277244494635799	0.09090909090909091	-0.019762845849802372	-0.1417278373800113	-0.3642010163749294	-0.04799548277809147	-0.4850367024280068	0.09203839638622248	0.0220214568040655	0.019762845849802372
FruR	0.055900621118012424	0.36645962732919257	0.20271033314511575	0.2523997741389046	0.3901750423489554	0.49407114624505927	0.5990965556182948	0.14850367024280067	0.6070016939582157	0.32806324110671936	0.4590626764539808	0.4500282326369283	0.2862789384528515	-0.07622811970638058	0.3111236589497459	0.3642010163749294	0.5584415584415584	0.2354601919819311	1.0	0.3675889328063241	0.3495200451722191	0.3608130999435347	0.2930547713156409	0.10220214568040654	0.05815923207227555	-0.05928853754940711	0.42405420666290233	0.313382269904009	0.2456239412761152	0.07622811970638058	0.35403726708074534	0.30999435347261434	0.44438170525127046	0.2636928289102202	0.2896668548842462	0.35177865612648224	0.019762845849802372	0.2682100508187465	0.06493506493506493	0.01637492941840768	0.06719367588932806	0.40033879164313946	0.3235460191981931	0.22868435911914173	0.549407114624506	0.295313382269904	0.47600225861095424	0.3337097684923772	0.18690005646527386	0.14963297571993225	0.39469226425748166	0.28402032749858835	0.07396950875211744	-0.09994353472614342	0.22190852625635235	0.163184641445511	0.15866741953698477	0.12365894974590627	0.17221908526256352	0.011857707509881422	0.2490118577075099	0.10559006211180125	-0.2682100508187465	-0.14624505928853754	0.11349520045172219	0.16544325239977414	-0.06719367588932806	0.0378317334839074	-0.16883116883116883	0.2715979672501412	-0.2682100508187465	-0.00846979107848673	-0.07622811970638058	0.08639186900056466	0.045736871823828344	-0.06267645398080181	0.15753811405985318	0.1665725578769057	0.36645962732919257	0.12027103331451157	0.018633540372670808	-0.3935629587803501	-0.34726143421795597	-0.23997741389045738	-0.29079616036137773	0.07058159232072275	-0.19593450028232637	-0.22868435911914173
LiuQ	0.13608130999435347	0.2727272727272727	0.13156408808582723	0.21174477696216826	0.34726143421795597	0.2456239412761152	0.11801242236024845	0.20609824957651043	0.5832862789384529	0.35403726708074534	0.4805194805194805	0.4059853190287973	0.39808018068887635	0.31225296442687744	0.22755505364201017	0.006211180124223602	0.6182947487295314	0.3675889328063241	0.3675889328063241	1.0	0.35064935064935066	0.3382269904009034	0.2422360248447205	-0.14059853190287974	0.07735742518351214	0.19141727837380013	0.3687182382834557	0.2106154714850367	0.32580463015245625	0.30999435347261434	0.20271033314511575	0.37210615471485037	0.4376058723884811	0.3370976849237719	0.2388481084133258	0.20609824957651043	0.13495200451722192	0.21964991530208922	0.10784867306606437	0.27498588368153587	0.44212309429700736	0.603613777526821	0.5663466967814794	0.29983060417843027	0.48955392433653305	-0.028797289666854884	0.16431394692264256	0.3359683794466403	0.29079616036137773	0.3190287972896669	0.39920948616600793	0.20609824957651043	0.33483907396950874	0.14398644833427443	0.15866741953698477	0.23094297007340486	0.25917560700169395	0.13495200451722192	0.09090909090909091	0.011857707509881422	0.19932241671372106	0.14059853190287974	0.2264257481648786	0.1789949181253529	-0.12365894974590627	-0.024280067758328628	-0.13156408808582723	0.1756070016939582	0.1259175607001694	0.2230378317334839	0.16092603049124787	0.2490118577075099	-0.042348955392433656	0.4161490683229814	-0.35064935064935066	0.0016939582156973462	0.023150762281197064	0.3495200451722191	0.16996047430830039	0.4782608695652174	-0.0818746470920384	-0.18690005646527386	-0.4105025409373235	-0.18464144551101072	-0.453416149068323	0.025409373235460192	-0.3201581027667984	-0.16883116883116883
FabR	-0.024280067758328628	0.18690005646527386	0.33258046301524563	0.2140033879164314	0.5403726708074534	0.3901750423489554	0.5550536420101637	0.3246753246753247	0.4624505928853755	0.44438170525127046	0.5968379446640316	0.4624505928853755	0.4376058723884811	0.16431394692264256	0.11236589497459062	-0.012987012987012988	0.07058159232072275	-0.09655561829474874	0.3495200451722191	0.35064935064935066	1.0	0.49858836815358554	0.5132693393562959	0.2106154714850367	0.44664031620553357	0.22868435911914173	0.14059853190287974	0.251270468661773	0.35742518351214003	0.5640880858272163	0.5832862789384529	0.6070016939582157	0.5031055900621118	0.2885375494071146	0.5392433653303218	0.43873517786561267	0.16205533596837945	0.19706380575945792	0.10107284020327499	0.16883116883116883	0.3642010163749294	0.2862789384528515	0.28740824392998304	0.4138904573687182	0.3337097684923772	-0.042348955392433656	0.03896103896103896	0.163184641445511	0.014116318464144552	0.1067193675889328	0.11688311688311688	0.04009034443817053	-0.08526256352343309	0.17334839073969507	0.14624505928853754	0.07961603613777526	0.3619424054206663	0.41727837380011296	0.23207227555053642	0.12140033879164314	-0.3461321287408244	-0.10446075663466968	-0.04121964991530209	0.233201581027668	-0.006211180124223602	-0.0378317334839074	-0.40711462450592883	-0.020892151326933936	-0.233201581027668	-0.014116318464144552	-0.5076228119706381	-0.23433088650479955	-0.277244494635799	0.2422360248447205	-0.014116318464144552	-0.043478260869565216	0.13608130999435347	0.3642010163749294	-0.20609824957651043	0.14059853190287974	0.05251270468661773	0.026538678712591756	0.16996047430830039	-0.4782608695652174	-0.33032185206098247	-0.12365894974590627	-0.49745906267645396	-0.47374364765669114
PhnF	0.12704686617730096	0.24110671936758893	0.35177865612648224	0.2761151891586674	0.4376058723884811	0.32128740824393	0.39808018068887635	0.163184641445511	0.4658385093167702	0.3890457368718238	0.5640880858272163	0.33032185206098247	0.44551101072840205	0.4138904573687182	0.4364765669113495	0.44664031620553357	0.5076228119706381	0.4161490683229814	0.3608130999435347	0.3382269904009034	0.49858836815358554	1.0	0.5629587803500847	0.12027103331451157	0.10897797854319594	-0.04009034443817053	0.2490118577075099	0.16205533596837945	0.14737436476566912	0.16544325239977414	0.269339356295878	0.47035573122529645	0.233201581027668	0.25352907961603616	0.20722755505364202	0.18125352907961603	0.2964426877470356	-0.11688311688311688	-0.01637492941840768	0.042348955392433656	0.3235460191981931	0.1541501976284585	0.07735742518351214	0.3890457368718238	0.33032185206098247	0.07622811970638058	0.13946922642574816	0.08074534161490683	0.1981931112365895	-0.08413325804630152	0.525691699604743	0.11462450592885376	0.1259175607001694	-0.1293054771315641	0.14511575381140598	-0.22416713721061546	0.1417278373800113	0.391304347826087	0.0660643704121965	0.09542631281761717	0.012987012987012988	0.09655561829474874	-0.20948616600790515	0.22190852625635235	-0.16770186335403728	0.08413325804630152	-0.15189158667419536	-0.11575381140598531	-0.10446075663466968	0.19367588932806323	0.007340485601355167	-0.13156408808582723	-0.21964991530208922	0.03670242800677583	-0.017504234895539244	-0.0016939582156973462	0.11349520045172219	0.4025974025974026	0.20609824957651043	0.29079616036137773	0.04912478825522304	-0.04121964991530209	0.024280067758328628	-0.10333145115753811	-0.4138904573687182	0.024280067758328628	-0.4082439299830604	0.00282326369282891
SdaR	0.30773574251835123	0.14059853190287974	0.18125352907961603	0.1756070016939582	0.6510446075663467	0.4568040654997177	0.5731225296442688	0.4025974025974026	0.2987012987012987	0.15979672501411632	0.6228119706380576	0.3382269904009034	0.40033879164313946	0.30434782608695654	0.33145115753811405	0.4522868435911914	0.2896668548842462	0.4376058723884811	0.2930547713156409	0.2422360248447205	0.5132693393562959	0.5629587803500847	1.0	0.2388481084133258	0.0818746470920384	0.045736871823828344	0.14624505928853754	0.32580463015245625	0.29079616036137773	0.22755505364201017	0.365330321852061	0.4105025409373235	0.37210615471485037	0.2896668548842462	0.42405420666290233	0.2896668548842462	0.27837380011293056	0.03896103896103896	0.020892151326933936	0.2365894974590627	0.23771880293619424	0.11914172783738002	0.2264257481648786	0.2941840767927724	0.18012422360248448	0.23433088650479955	0.10220214568040654	-0.042348955392433656	0.36307171089779783	0.3800112930547713	0.23771880293619424	0.16205533596837945	0.1101072840203275	0.014116318464144552	0.09994353472614342	-0.000564652738565782	0.36307171089779783	0.26595143986448333	0.05928853754940711	0.04912478825522304	-0.2015810276679842	0.06380575945793338	-0.054771315640880856	0.2636928289102202	0.14737436476566912	-0.2388481084133258	0.031055900621118012	-0.044607566346696784	0.0942970073404856	0.39808018068887635	-0.14398644833427443	-0.06493506493506493	-0.03557312252964427	-0.189158667419537	-0.05815923207227555	-0.3675889328063241	-0.12704686617730096	0.09090909090909091	0.1225296442687747	0.25352907961603616	0.29757199322416716	0.08526256352343309	-0.13495200451722192	-0.07848673066064371	-0.46809712027103334	-0.19254658385093168	-0.26595143986448333	-0.1880293619424054
PhsR	0.2987012987012987	0.14511575381140598	0.14963297571993225	0.0502540937323546	0.1880293619424054	0.45454545454545453	0.5031055900621118	0.2715979672501412	0.1665725578769057	0.3901750423489554	0.34726143421795597	0.30886504799548276	0.39469226425748166	-0.026538678712591756	0.22868435911914173	0.32919254658385094	-0.08074534161490683	-0.17108977978543197	0.10220214568040654	-0.14059853190287974	0.2106154714850367	0.12027103331451157	0.2388481084133258	1.0	0.2523997741389046	0.37662337662337664	0.48955392433653305	0.36307171089779783	0.2896668548842462	0.4827780914737436	0.6679841897233202	0.06945228684359118	0.20271033314511575	0.4805194805194805	0.5064935064935064	0.383399209486166	0.7323546019198193	0.525691699604743	0.5200451722190853	0.49520045172219085	0.06154714850367024	0.2106154714850367	0.26595143986448333	0.5923207227555054	0.36984754376058726	0.2648221343873518	0.1541501976284585	0.1259175607001694	0.2230378317334839	0.10107284020327499	0.2885375494071146	0.2140033879164314	0.1756070016939582	0.4522868435911914	0.5200451722190853	0.3709768492377188	0.25578769057029926	0.5031055900621118	0.4579333709768492	0.42292490118577075	0.2636928289102202	0.42292490118577075	0.026538678712591756	0.26030491247882553	0.08639186900056466	-0.1067193675889328	0.07848673066064371	-0.0660643704121965	0.233201581027668	-0.14285714285714285	-0.3201581027667984	-0.20948616600790515	0.026538678712591756	-0.0378317334839074	0.3856578204404291	-0.018633540372670808	-0.49407114624505927	-0.2264257481648786	-0.23997741389045738	-0.3359683794466403	-0.25578769057029926	0.10446075663466968	0.15189158667419536	-0.17334839073969507	0.20496894409937888	-0.24336533032185206	0.019762845849802372	-0.07735742518351214
AmtR	0.1981931112365895	0.42857142857142855	0.6623376623376623	0.6250705815923208	0.13156408808582723	0.1789949181253529	0.44438170525127046	0.22190852625635235	0.2704686617730096	0.39469226425748166	0.2523997741389046	0.3450028232636928	0.4872953133822699	0.03896103896103896	0.12704686617730096	0.0016939582156973462	-0.20948616600790515	-0.17221908526256352	0.05815923207227555	0.07735742518351214	0.44664031620553357	0.10897797854319594	0.0818746470920384	0.2523997741389046	1.0	0.6058723884810842	0.14963297571993225	0.4748729531338227	0.5990965556182948	0.3879164313946923	0.5426312817617166	0.269339356295878	0.44776962168266515	0.2761151891586674	0.5211744776962168	0.269339356295878	0.3551665725578769	0.16883116883116883	0.28740824392998304	0.19706380575945792	0.32128740824393	0.269339356295878	0.20835686053077357	0.47600225861095424	0.24675324675324675	0.07396950875211744	0.12365894974590627	0.11236589497459062	0.07509881422924901	0.08639186900056466	0.2015810276679842	0.11462450592885376	0.0016939582156973462	0.14737436476566912	0.28063241106719367	-0.010728402032749858	0.3856578204404291	0.3450028232636928	0.2761151891586674	-0.15979672501411632	-0.30434782608695654	-0.19028797289666854	-0.000564652738565782	0.21287408243929984	0.24110671936758893	0.14963297571993225	0.14511575381140598	0.2546583850931677	0.06154714850367024	0.2682100508187465	0.04009034443817053	0.2795031055900621	-0.031055900621118012	-0.009599096555618294	0.08977978543195934	0.33258046301524563	0.14285714285714285	-0.19932241671372106	-0.39695087521174477	-0.1789949181253529	-0.20383963862224733	0.08752117447769622	-0.045736871823828344	-0.435347261434218	0.10446075663466968	0.10784867306606437	-0.13946922642574816	-0.11801242236024845
QorR	0.2106154714850367	0.18351214003387917	0.3416149068322981	0.3800112930547713	0.13608130999435347	0.19367588932806323	0.2015810276679842	0.4376058723884811	0.0378317334839074	0.38114059853190285	0.15189158667419536	0.2862789384528515	0.5245623941276115	0.019762845849802372	0.13608130999435347	0.007340485601355167	-0.30999435347261434	-0.042348955392433656	-0.05928853754940711	0.19141727837380013	0.22868435911914173	-0.04009034443817053	0.045736871823828344	0.37662337662337664	0.6058723884810842	1.0	0.25578769057029926	0.3020892151326934	0.42970073404856013	0.5076228119706381	0.5245623941276115	0.08413325804630152	0.46696781479390176	0.3382269904009034	0.5607001693958216	0.47374364765669114	0.585544889892716	0.26595143986448333	0.39920948616600793	0.5381140598531903	0.4647092038396386	0.37775268210050816	0.5686053077357425	0.6758893280632411	0.5911914172783738	0.19367588932806323	-0.005081874647092038	0.2388481084133258	0.19706380575945792	0.1880293619424054	0.40711462450592883	0.28740824392998304	0.3145115753811406	0.5505364201016375	0.4059853190287973	0.32128740824393	0.39920948616600793	0.36645962732919257	0.22416713721061546	0.23207227555053642	0.0942970073404856	0.2704686617730096	0.37323546019198195	0.37549407114624506	0.21739130434782608	0.1259175607001694	0.17786561264822134	0.3642010163749294	0.2941840767927724	0.21626199887069453	0.18238283455674761	-0.005081874647092038	0.1767363071710898	0.07284020327498589	0.20496894409937888	0.2365894974590627	-0.03896103896103896	-0.1857707509881423	-0.42066629023150764	-0.07509881422924901	-0.251270468661773	0.11801242236024845	-0.19254658385093168	-0.15527950310559005	0.17108977978543197	0.17334839073969507	0.08526256352343309	-0.04121964991530209
