	HutC	ModE	NadQ	AraR	RbkR	MetR	SahR_SamR	CzrA	FUR	Phr	NrtR	NsrR	ArgR	MntR	ThiR	Zur	KdgR	BirA	NagC	Rex	IscR	XylR	AgaR	GulR	Irr	SiaR	PhnF	PhrR	LldR	NagR	NrdR	SoxR	FadR	FixJ	PhnR	PurR	DasR	FadP	HcpR	AcnR	LiuR	MerR	NnrR	RbsR	GntR	CueR	NtrC	NifA	PdxR	ZntR	FnrN_FixK	HrcA	GlcC	LiuQ	NmlR	PaaR	BioQ	FruR	VanR	CblR	RutR	AmtR	SdaR	CsoR	QorR	PhsR	PsrA	ExuR_UxuR	PrpR	LtbR	NorR	GguR	TtrR	TyrR	NagQ	TrpR	MetJ	NikR	PdhR	CcpA	LexA	NiaR	HisR	HexR	NarP	HypR	CadR-PbrR	FabR
VanR	-0.055900621118012424	0.11688311688311688	-0.07058159232072275	-0.2636928289102202	-0.1507622811970638	-0.2715979672501412	-0.14059853190287974	-0.1281761716544325	-0.1383399209486166	-0.10107284020327499	-0.13269339356295878	-0.11688311688311688	-0.06832298136645963	-0.13608130999435347	-0.1383399209486166	-0.11575381140598531	-0.15640880858272163	-0.22190852625635235	-0.2478825522303783	-0.1293054771315641	-0.09768492377188029	-0.2140033879164314	-0.25804630152456237	0.024280067758328628	-0.20609824957651043	-0.16996047430830039	-0.453416149068323	-0.11236589497459062	-0.22190852625635235	0.023150762281197064	-0.11349520045172219	-0.08526256352343309	0.054771315640880856	-0.1665725578769057	0.3370976849237719	-0.15979672501411632	0.10107284020327499	-0.045736871823828344	-0.025409373235460192	0.2140033879164314	0.15527950310559005	0.00846979107848673	0.12478825522303783	0.0818746470920384	0.06493506493506493	0.16996047430830039	0.16544325239977414	0.435347261434218	0.19593450028232637	0.3856578204404291	0.2264257481648786	0.22077922077922077	0.10446075663466968	0.20045172219085264	0.09090909090909091	-0.11236589497459062	-0.13721061547148503	0.007340485601355167	1.0	0.08977978543195934	-0.000564652738565782	0.07058159232072275	-0.003952569169960474	0.2546583850931677	0.269339356295878	-0.1541501976284585	-0.4025974025974026	-0.11462450592885376	0.16770186335403728	0.13721061547148503	0.15640880858272163	-0.04686617730095991	0.3156408808582722	0.25352907961603616	-0.3111236589497459	-0.23771880293619424	-0.40711462450592883	-0.435347261434218	-0.5403726708074534	0.28063241106719367	0.04009034443817053	-0.5132693393562959	-0.47600225861095424	0.09090909090909091	0.17447769621682666	0.40711462450592883	0.11575381140598531	0.13043478260869565
CblR	-0.5110107284020328	-0.04009034443817053	-0.11688311688311688	-0.4590626764539808	-0.35742518351214003	-0.22981366459627328	-0.32580463015245625	-0.28740824392998304	-0.37775268210050816	-0.32806324110671936	-0.3156408808582722	-0.3145115753811406	-0.3845285149632976	-0.3901750423489554	-0.3709768492377188	-0.3461321287408244	-0.269339356295878	-0.2761151891586674	-0.2670807453416149	-0.22529644268774704	-0.39695087521174477	-0.4025974025974026	-0.10107284020327499	-0.20948616600790515	0.04009034443817053	-0.23207227555053642	-0.2546583850931677	-0.2354601919819311	-0.20948616600790515	-0.14059853190287974	-0.3743647656691135	-0.05138339920948617	0.11123658949745906	-0.2704686617730096	0.16996047430830039	0.24449463579898362	0.3382269904009034	0.4105025409373235	0.28063241106719367	0.18464144551101072	0.295313382269904	0.33145115753811405	0.09994353472614342	-0.00846979107848673	-0.025409373235460192	0.20835686053077357	0.1665725578769057	0.08977978543195934	0.14850367024280067	0.14624505928853754	0.22416713721061546	0.2140033879164314	0.28063241106719367	0.04121964991530209	0.3416149068322981	0.28176171654432525	0.5076228119706381	0.5957086391869001	0.08977978543195934	1.0	0.21287408243929984	-0.09768492377188029	0.2738565782044043	0.16544325239977414	-0.28063241106719367	-0.06945228684359118	-0.20609824957651043	-0.044607566346696784	-0.3675889328063241	0.04686617730095991	-0.005081874647092038	0.10220214568040654	0.3800112930547713	0.233201581027668	-0.33032185206098247	-0.2795031055900621	-0.2264257481648786	-0.22190852625635235	-0.020892151326933936	-0.014116318464144552	-0.08526256352343309	0.08639186900056466	-0.24449463579898362	0.044607566346696784	-0.10446075663466968	-0.4048560135516657	-0.17334839073969507	-0.1067193675889328
RutR	-0.34726143421795597	-0.11123658949745906	-0.15753811405985318	-0.3020892151326934	-0.1789949181253529	-0.14850367024280067	-0.2230378317334839	-0.06719367588932806	-0.10784867306606437	-0.19367588932806323	-0.24449463579898362	-0.16431394692264256	-0.1767363071710898	-0.19028797289666854	-0.2715979672501412	-0.2230378317334839	-0.22868435911914173	-0.2738565782044043	-0.2106154714850367	-0.34726143421795597	-0.18125352907961603	-0.18012422360248448	-0.15753811405985318	-0.13495200451722192	-0.08074534161490683	-0.25804630152456237	-0.14059853190287974	-0.30660643704121965	-0.2987012987012987	-0.21626199887069453	-0.37210615471485037	-0.40146809712027104	0.009599096555618294	0.03670242800677583	-0.08526256352343309	-0.053642010163749296	0.10897797854319594	0.18351214003387917	0.032185206098249576	0.2354601919819311	-0.012987012987012988	0.10559006211180125	0.14059853190287974	-0.0016939582156973462	-0.024280067758328628	0.07848673066064371	0.09881422924901186	0.1857707509881423	0.2230378317334839	0.269339356295878	0.3901750423489554	0.313382269904009	0.20948616600790515	0.08074534161490683	0.5076228119706381	0.24449463579898362	0.409373235460192	0.26030491247882553	-0.000564652738565782	0.21287408243929984	1.0	0.024280067758328628	0.011857707509881422	0.06380575945793338	0.2140033879164314	-0.22077922077922077	-0.05138339920948617	0.1101072840203275	0.08865047995482778	0.11123658949745906	0.04799548277809147	0.5290796160361377	0.4839073969508752	0.17447769621682666	-0.14850367024280067	-0.23433088650479955	-0.233201581027668	0.0220214568040655	0.07735742518351214	-0.44551101072840205	-0.3145115753811406	-0.33258046301524563	-0.163184641445511	-0.3935629587803501	-0.09203839638622248	-0.29983060417843027	-0.20271033314511575	-0.2422360248447205
AmtR	-0.05928853754940711	-0.25917560700169395	-0.19254658385093168	-0.1880293619424054	-0.14963297571993225	-0.09881422924901186	-0.04009034443817053	-0.08300395256916997	0.0220214568040655	-0.14850367024280067	-0.09994353472614342	-0.13043478260869565	-0.1281761716544325	-0.1293054771315641	-0.20271033314511575	-0.11575381140598531	-0.15189158667419536	-0.2682100508187465	-0.15753811405985318	-0.07284020327498589	0.057029926595143984	-0.00846979107848673	-0.05251270468661773	-0.04912478825522304	0.07848673066064371	-0.06267645398080181	-0.44889892715979673	-0.36645962732919257	-0.19480519480519481	-0.22981366459627328	-0.2264257481648786	0.18238283455674761	0.3269339356295878	0.007340485601355167	0.0016939582156973462	-0.1665725578769057	0.3156408808582722	0.2478825522303783	0.09768492377188029	0.17786561264822134	0.11575381140598531	0.009599096555618294	-0.009599096555618294	0.10559006211180125	0.269339356295878	0.0660643704121965	0.13269339356295878	0.4432523997741389	0.39808018068887635	0.14624505928853754	0.1259175607001694	0.0942970073404856	0.1665725578769057	0.4082439299830604	0.30773574251835123	0.14850367024280067	0.13043478260869565	0.3404856013551666	0.07058159232072275	-0.09768492377188029	0.024280067758328628	1.0	0.30321852060982496	-0.0942970073404856	-0.031055900621118012	-0.55957086391869	-0.26256352343308864	0.1880293619424054	-0.28289102202145683	-0.14398644833427443	-0.4082439299830604	-0.1259175607001694	-0.10107284020327499	-0.09994353472614342	-0.5189158667419537	-0.435347261434218	0.023150762281197064	-0.163184641445511	-0.13946922642574816	-0.1259175607001694	-0.24336533032185206	-0.1259175607001694	-0.3608130999435347	-0.4500282326369283	-0.5663466967814794	0.4658385093167702	-0.21626199887069453	-0.2388481084133258
SdaR	-0.011857707509881422	-0.026538678712591756	0.042348955392433656	-0.10784867306606437	-0.09881422924901186	-0.04799548277809147	0.04799548277809147	-0.026538678712591756	-0.000564652738565782	-0.18238283455674761	-0.031055900621118012	-0.06041784302653868	-0.06945228684359118	-0.02766798418972332	-0.14963297571993225	-0.09090909090909091	-0.0016939582156973462	-0.11914172783738002	-0.011857707509881422	-0.08526256352343309	-0.21626199887069453	-0.2930547713156409	0.10333145115753811	-0.16544325239977414	-0.005081874647092038	0.04799548277809147	-0.2795031055900621	-0.15302089215132694	-0.00282326369282891	0.06945228684359118	-0.09881422924901186	-0.025409373235460192	0.14398644833427443	0.044607566346696784	-0.11688311688311688	0.06267645398080181	0.10559006211180125	-0.01637492941840768	-0.08865047995482778	0.08413325804630152	-0.023150762281197064	0.11575381140598531	0.22868435911914173	0.19932241671372106	-0.026538678712591756	-0.10784867306606437	-0.024280067758328628	0.2546583850931677	0.11123658949745906	-0.044607566346696784	0.17221908526256352	0.30321852060982496	-0.12365894974590627	-0.023150762281197064	0.2490118577075099	-0.0942970073404856	0.16996047430830039	0.1880293619424054	-0.003952569169960474	0.2738565782044043	0.011857707509881422	0.30321852060982496	1.0	0.003952569169960474	-0.17108977978543197	-0.10897797854319594	-0.13043478260869565	0.08300395256916997	-0.22981366459627328	-0.2862789384528515	-0.10784867306606437	-0.08977978543195934	0.2140033879164314	-0.13608130999435347	-0.1259175607001694	-0.1789949181253529	0.057029926595143984	-0.0378317334839074	0.365330321852061	0.15189158667419536	0.03670242800677583	-0.06832298136645963	-0.3111236589497459	-0.19593450028232637	-0.5064935064935064	0.1665725578769057	0.18464144551101072	-0.23207227555053642
CsoR	-0.23207227555053642	-0.22077922077922077	-0.2670807453416149	-0.5019762845849802	-0.22755505364201017	-0.5471485036702428	-0.48616600790513836	-0.44438170525127046	-0.5268210050818747	-0.4330886504799548	-0.35290796160361376	-0.5031055900621118	-0.4624505928853755	-0.4082439299830604	-0.4059853190287973	-0.37775268210050816	-0.3404856013551666	-0.3416149068322981	-0.4364765669113495	-0.20722755505364202	-0.6205533596837944	-0.6194240542066629	-0.6182947487295314	-0.44551101072840205	-0.2140033879164314	-0.026538678712591756	-0.0016939582156973462	-0.4138904573687182	-0.15640880858272163	-0.5200451722190853	-0.42066629023150764	0.20722755505364202	-0.031055900621118012	0.10784867306606437	0.21852060982495766	0.26030491247882553	0.24675324675324675	0.42405420666290233	0.5166572557876906	0.4590626764539808	0.44551101072840205	0.3585544889892716	0.5381140598531903	0.49181253529079616	0.2140033879164314	0.33483907396950874	0.44438170525127046	0.2106154714850367	0.0016939582156973462	0.4025974025974026	0.3201581027667984	0.3924336533032185	0.03557312252964427	0.04009034443817053	0.11349520045172219	0.2365894974590627	0.06380575945793338	0.30434782608695654	0.2546583850931677	0.16544325239977414	0.06380575945793338	-0.0942970073404856	0.003952569169960474	1.0	0.4624505928853755	0.2648221343873518	-0.05251270468661773	-0.025409373235460192	-0.13495200451722192	0.10559006211180125	-0.11236589497459062	-0.10107284020327499	-0.24449463579898362	-0.07171089779785432	0.24110671936758893	0.29079616036137773	-0.07509881422924901	-0.25917560700169395	-0.020892151326933936	-0.044607566346696784	-0.15527950310559005	-0.3856578204404291	0.031055900621118012	-0.011857707509881422	0.17447769621682666	0.08977978543195934	0.3901750423489554	0.5629587803500847
QorR	-0.21174477696216826	-0.1383399209486166	-0.2919254658385093	-0.20045172219085264	-0.28402032749858835	-0.4850367024280068	-0.339356295878035	-0.3167701863354037	-0.25917560700169395	-0.277244494635799	-0.2941840767927724	-0.30999435347261434	-0.25804630152456237	-0.269339356295878	-0.29757199322416716	-0.33032185206098247	-0.2715979672501412	-0.4048560135516657	-0.32580463015245625	-0.15753811405985318	-0.23207227555053642	-0.30773574251835123	-0.4342179559570864	-0.3438735177865613	-0.15302089215132694	-0.20271033314511575	-0.14850367024280067	-0.1225296442687747	-0.09881422924901186	-0.34839073969508755	-0.12478825522303783	-0.02766798418972332	-0.11236589497459062	0.06154714850367024	0.35742518351214003	0.10897797854319594	0.08413325804630152	0.18125352907961603	0.2941840767927724	0.30434782608695654	0.1281761716544325	0.1767363071710898	0.5166572557876906	0.35629587803500845	0.3551665725578769	0.4105025409373235	0.3608130999435347	0.24449463579898362	0.13269339356295878	0.269339356295878	0.3427442123094297	0.3145115753811406	-0.26143421795595706	0.45115753811405984	0.09316770186335403	0.03670242800677583	-0.11123658949745906	-0.14511575381140598	0.269339356295878	-0.28063241106719367	0.2140033879164314	-0.031055900621118012	-0.17108977978543197	0.4624505928853755	1.0	0.4082439299830604	0.26595143986448333	0.13946922642574816	0.19593450028232637	0.23207227555053642	0.18464144551101072	0.1507622811970638	-0.10897797854319594	-0.2648221343873518	0.4805194805194805	0.22981366459627328	0.005081874647092038	-0.3461321287408244	-0.19028797289666854	-0.20722755505364202	-0.14850367024280067	-0.18464144551101072	0.020892151326933936	0.029926595143986448	0.14737436476566912	0.012987012987012988	0.30773574251835123	0.17108977978543197
PhsR	-0.3269339356295878	-0.14850367024280067	-0.19706380575945792	-0.11236589497459062	-0.16996047430830039	-0.313382269904009	-0.3416149068322981	-0.391304347826087	-0.35742518351214003	-0.25691699604743085	-0.20948616600790515	-0.29757199322416716	-0.28514963297571994	-0.24449463579898362	-0.21626199887069453	-0.2795031055900621	-0.22416713721061546	-0.21626199887069453	-0.21964991530208922	-0.25352907961603616	-0.3111236589497459	-0.30886504799548276	-0.3156408808582722	-0.3337097684923772	-0.28176171654432525	-0.20948616600790515	0.07396950875211744	0.1259175607001694	-0.08074534161490683	-0.14285714285714285	0.09655561829474874	0.19480519480519481	-0.15640880858272163	0.14737436476566912	0.3156408808582722	0.6600790513833992	0.024280067758328628	0.12365894974590627	0.22755505364201017	0.0818746470920384	0.24449463579898362	0.33032185206098247	0.4308300395256917	0.36984754376058726	0.2862789384528515	0.38226990400903443	0.37775268210050816	-0.14624505928853754	-0.1225296442687747	0.1417278373800113	0.11123658949745906	0.25804630152456237	0.017504234895539244	0.1857707509881423	-0.19706380575945792	0.19932241671372106	-0.06719367588932806	-0.21174477696216826	-0.1541501976284585	-0.06945228684359118	-0.22077922077922077	-0.55957086391869	-0.10897797854319594	0.2648221343873518	0.4082439299830604	1.0	0.6239412761151891	0.12704686617730096	0.2456239412761152	0.0942970073404856	0.44664031620553357	-0.09881422924901186	-0.1981931112365895	-0.2546583850931677	0.5945793337097685	0.47600225861095424	0.2478825522303783	-0.031055900621118012	0.15753811405985318	0.3156408808582722	0.2715979672501412	0.17786561264822134	0.277244494635799	0.3608130999435347	0.32806324110671936	-0.4556747600225861	0.006211180124223602	0.28514963297571994
PsrA	-0.10333145115753811	-0.22868435911914173	-0.23433088650479955	0.13721061547148503	-0.16544325239977414	-0.16205533596837945	-0.13269339356295878	-0.1880293619424054	-0.09655561829474874	-0.23207227555053642	-0.09316770186335403	-0.19028797289666854	-0.1756070016939582	-0.08526256352343309	-0.034443817052512704	-0.18238283455674761	-0.13043478260869565	-0.1756070016939582	-0.07396950875211744	-0.18238283455674761	-0.06041784302653868	-0.04799548277809147	0.0016939582156973462	-0.14059853190287974	-0.13721061547148503	-0.36307171089779783	0.33258046301524563	0.16431394692264256	-0.05928853754940711	-0.05928853754940711	0.2941840767927724	0.20835686053077357	-0.0818746470920384	0.11688311688311688	0.14850367024280067	0.4997176736307171	-0.11801242236024845	-0.005081874647092038	0.010728402032749858	0.042348955392433656	-0.07396950875211744	0.22077922077922077	0.1225296442687747	0.11575381140598531	0.22190852625635235	0.15979672501411632	0.1101072840203275	-0.1789949181253529	-0.11914172783738002	-0.07961603613777526	0.025409373235460192	0.1756070016939582	0.055900621118012424	0.1067193675889328	-0.18690005646527386	0.06945228684359118	-0.000564652738565782	-0.07396950875211744	-0.4025974025974026	-0.20609824957651043	-0.05138339920948617	-0.26256352343308864	-0.13043478260869565	-0.05251270468661773	0.26595143986448333	0.6239412761151891	1.0	0.16544325239977414	0.17108977978543197	0.026538678712591756	0.4613212874082439	-0.045736871823828344	-0.26030491247882553	-0.2230378317334839	0.44212309429700736	0.37210615471485037	0.3020892151326934	0.3190287972896669	0.053642010163749296	0.10333145115753811	-0.06267645398080181	0.10559006211180125	0.2264257481648786	0.05138339920948617	0.13269339356295878	-0.24675324675324675	0.00846979107848673	0.055900621118012424
ExuR_UxuR	-0.042348955392433656	0.0502540937323546	-0.053642010163749296	-0.11462450592885376	-0.07961603613777526	-0.12027103331451157	-0.08413325804630152	-0.16205533596837945	-0.07509881422924901	-0.14059853190287974	-0.08977978543195934	-0.163184641445511	-0.17221908526256352	-0.18690005646527386	-0.233201581027668	-0.1857707509881423	-0.22416713721061546	-0.23094297007340486	-0.1259175607001694	-0.3190287972896669	-0.3608130999435347	-0.23771880293619424	0.032185206098249576	-0.053642010163749296	-0.39695087521174477	-0.19480519480519481	-0.0220214568040655	-0.05928853754940711	-0.19706380575945792	-0.1417278373800113	-0.17221908526256352	-0.30886504799548276	0.08865047995482778	0.18464144551101072	0.1507622811970638	0.08977978543195934	-0.044607566346696784	0.15640880858272163	0.26256352343308864	0.18125352907961603	0.15527950310559005	0.1665725578769057	0.026538678712591756	0.09655561829474874	0.13946922642574816	0.11688311688311688	0.16770186335403728	-0.033314511575381144	0.10333145115753811	-0.08977978543195934	0.49632975719932243	0.22529644268774704	0.053642010163749296	0.20496894409937888	-0.22416713721061546	0.22190852625635235	0.15979672501411632	0.0220214568040655	-0.11462450592885376	-0.044607566346696784	0.1101072840203275	0.1880293619424054	0.08300395256916997	-0.025409373235460192	0.13946922642574816	0.12704686617730096	0.16544325239977414	1.0	0.3608130999435347	0.08300395256916997	0.14511575381140598	0.5392433653303218	-0.20722755505364202	-0.05815923207227555	0.05928853754940711	0.09994353472614342	0.08526256352343309	-0.09542631281761717	-0.045736871823828344	0.11236589497459062	0.020892151326933936	-0.20835686053077357	-0.07735742518351214	-0.29983060417843027	-0.2523997741389046	-0.010728402032749858	-0.14398644833427443	-0.1541501976284585
PrpR	0.018633540372670808	-0.11123658949745906	-0.04009034443817053	-0.06832298136645963	-0.14963297571993225	-0.06267645398080181	-0.07622811970638058	-0.15527950310559005	-0.0660643704121965	-0.14059853190287974	-0.18238283455674761	-0.08639186900056466	-0.08977978543195934	-0.13721061547148503	-0.09994353472614342	-0.012987012987012988	-0.2896668548842462	-0.15866741953698477	-0.18464144551101072	-0.3438735177865613	-0.13495200451722192	-0.2230378317334839	0.042348955392433656	0.13269339356295878	-0.5358554488989271	-0.25014116318464147	0.19593450028232637	0.22077922077922077	-0.25578769057029926	0.1507622811970638	-0.023150762281197064	-0.20609824957651043	-0.12365894974590627	0.365330321852061	0.3246753246753247	0.1767363071710898	-0.16544325239977414	-0.00846979107848673	0.11688311688311688	0.21626199887069453	0.06832298136645963	0.08413325804630152	0.12478825522303783	0.1507622811970638	0.13156408808582723	0.003952569169960474	0.1101072840203275	0.0818746470920384	0.12365894974590627	0.0220214568040655	0.3709768492377188	0.05815923207227555	0.1281761716544325	0.19480519480519481	-0.3370976849237719	0.21513269339356295	-0.04121964991530209	-0.14850367024280067	0.16770186335403728	-0.3675889328063241	0.08865047995482778	-0.28289102202145683	-0.22981366459627328	-0.13495200451722192	0.19593450028232637	0.2456239412761152	0.17108977978543197	0.3608130999435347	1.0	0.045736871823828344	0.24110671936758893	0.29983060417843027	-0.16770186335403728	-0.1857707509881423	0.06267645398080181	0.23094297007340486	0.13269339356295878	-0.033314511575381144	-0.4432523997741389	0.19593450028232637	0.1293054771315641	-0.3156408808582722	0.07509881422924901	0.017504234895539244	0.12365894974590627	0.003952569169960474	0.07284020327498589	0.029926595143986448
LtbR	-0.10333145115753811	0.28514963297571994	0.044607566346696784	0.033314511575381144	0.031055900621118012	-0.1225296442687747	-0.017504234895539244	-0.08865047995482778	-0.09881422924901186	-0.07961603613777526	-0.08300395256916997	-0.03896103896103896	-0.12365894974590627	-0.13495200451722192	-0.04799548277809147	-0.08639186900056466	0.007340485601355167	-0.1101072840203275	-0.05251270468661773	-0.26143421795595706	0.028797289666854884	-0.10559006211180125	-0.14963297571993225	-0.023150762281197064	-0.20722755505364202	-0.033314511575381144	0.07171089779785432	-0.1767363071710898	-0.20045172219085264	0.11575381140598531	-0.15302089215132694	-0.22755505364201017	0.22529644268774704	0.19254658385093168	0.0220214568040655	-0.19028797289666854	-0.044607566346696784	0.2422360248447205	0.10559006211180125	-0.10897797854319594	-0.10559006211180125	-0.045736871823828344	0.06719367588932806	0.07509881422924901	0.12478825522303783	0.20383963862224733	0.14059853190287974	0.16431394692264256	0.08752117447769622	0.007340485601355167	0.11575381140598531	-0.018633540372670808	-0.11462450592885376	0.0378317334839074	-0.15753811405985318	-0.057029926595143984	0.042348955392433656	-0.21626199887069453	0.13721061547148503	0.04686617730095991	0.11123658949745906	-0.14398644833427443	-0.2862789384528515	0.10559006211180125	0.23207227555053642	0.0942970073404856	0.026538678712591756	0.08300395256916997	0.045736871823828344	1.0	0.2930547713156409	0.25804630152456237	-0.06041784302653868	0.2456239412761152	0.1789949181253529	0.1101072840203275	0.2230378317334839	-0.25917560700169395	0.08865047995482778	-0.010728402032749858	-0.3404856013551666	-0.30999435347261434	-0.22529644268774704	-0.3020892151326934	-0.21287408243929984	-0.30660643704121965	-0.17334839073969507	0.03670242800677583
NorR	-0.054771315640880856	0.2715979672501412	0.03670242800677583	0.13382269904009034	0.04009034443817053	-0.16770186335403728	-0.043478260869565216	-0.0016939582156973462	0.0220214568040655	-0.07848673066064371	0.0378317334839074	-0.045736871823828344	-0.028797289666854884	0.026538678712591756	0.04009034443817053	-0.0660643704121965	-0.04009034443817053	-0.006211180124223602	-0.00282326369282891	-0.28402032749858835	0.006211180124223602	0.06719367588932806	0.08074534161490683	0.13946922642574816	-0.17334839073969507	-0.1756070016939582	0.01637492941840768	0.28740824392998304	-0.11123658949745906	0.23997741389045738	0.26595143986448333	-0.11123658949745906	0.14850367024280067	0.05138339920948617	0.04799548277809147	0.14963297571993225	-0.163184641445511	-0.2140033879164314	-0.09994353472614342	-0.12140033879164314	-0.1541501976284585	-0.06832298136645963	-0.020892151326933936	-0.09768492377188029	-0.09203839638622248	0.15753811405985318	0.044607566346696784	-0.21626199887069453	0.06945228684359118	0.18351214003387917	0.06832298136645963	0.07509881422924901	0.16770186335403728	0.10107284020327499	-0.05251270468661773	-0.08977978543195934	-0.26030491247882553	-0.41953698475437606	0.15640880858272163	-0.005081874647092038	0.04799548277809147	-0.4082439299830604	-0.10784867306606437	-0.11236589497459062	0.18464144551101072	0.44664031620553357	0.4613212874082439	0.14511575381140598	0.24110671936758893	0.2930547713156409	1.0	0.24110671936758893	0.21964991530208922	0.4590626764539808	0.35629587803500845	0.22416713721061546	0.012987012987012988	0.019762845849802372	0.0942970073404856	0.28402032749858835	-0.12140033879164314	0.045736871823828344	-0.16431394692264256	0.14285714285714285	0.21739130434782608	-0.22190852625635235	-0.18351214003387917	-0.30321852060982496
GguR	0.00282326369282891	0.37549407114624506	0.19706380575945792	0.11575381140598531	0.13043478260869565	0.15189158667419536	0.12027103331451157	0.19367588932806323	0.19480519480519481	0.15527950310559005	0.10107284020327499	0.11462450592885376	0.08977978543195934	0.06719367588932806	0.08865047995482778	0.14059853190287974	0.10107284020327499	0.05815923207227555	0.15979672501411632	-0.04799548277809147	-0.044607566346696784	-0.00282326369282891	0.3337097684923772	0.23997741389045738	-0.028797289666854884	0.12027103331451157	0.17786561264822134	0.1541501976284585	-0.18238283455674761	-0.06719367588932806	-0.28176171654432525	-0.6420101637492942	-0.2795031055900621	-0.07961603613777526	-0.010728402032749858	-0.2987012987012987	-0.2715979672501412	0.000564652738565782	-0.007340485601355167	-0.14963297571993225	-0.22868435911914173	-0.22077922077922077	-0.27498588368153587	-0.339356295878035	-0.2354601919819311	-0.20045172219085264	-0.16544325239977414	-0.3167701863354037	-0.20496894409937888	-0.09994353472614342	0.12365894974590627	-0.11123658949745906	-0.17108977978543197	-0.1541501976284585	0.014116318464144552	0.15866741953698477	0.08300395256916997	-0.07509881422924901	-0.04686617730095991	0.10220214568040654	0.5290796160361377	-0.1259175607001694	-0.08977978543195934	-0.10107284020327499	0.1507622811970638	-0.09881422924901186	-0.045736871823828344	0.5392433653303218	0.29983060417843027	0.25804630152456237	0.24110671936758893	1.0	0.19141727837380013	0.07735742518351214	0.13043478260869565	0.07171089779785432	-0.054771315640880856	-0.2636928289102202	-0.00282326369282891	-0.313382269904009	-0.18125352907961603	-0.20496894409937888	-0.012987012987012988	-0.09881422924901186	0.028797289666854884	-0.21852060982495766	-0.08865047995482778	-0.40033879164313946
TtrR	-0.07058159232072275	0.2862789384528515	0.21513269339356295	-0.055900621118012424	0.13043478260869565	0.18125352907961603	0.10446075663466968	0.25352907961603616	0.24675324675324675	0.21174477696216826	0.13156408808582723	0.251270468661773	0.23433088650479955	0.19367588932806323	0.05251270468661773	0.10897797854319594	0.15979672501411632	0.14285714285714285	0.1981931112365895	0.10333145115753811	0.1756070016939582	0.24449463579898362	0.24449463579898362	0.2264257481648786	0.3370976849237719	0.0378317334839074	-0.37549407114624506	0.1383399209486166	-0.20835686053077357	0.14059853190287974	-0.07284020327498589	-0.5053642010163749	-0.07509881422924901	-0.37662337662337664	-0.22190852625635235	-0.17447769621682666	-0.16883116883116883	-0.22868435911914173	-0.37549407114624506	-0.16205533596837945	-0.21626199887069453	-0.20271033314511575	-0.13495200451722192	-0.39695087521174477	-0.4161490683229814	-0.19141727837380013	-0.32919254658385094	-0.08752117447769622	0.023150762281197064	0.09655561829474874	0.025409373235460192	0.055900621118012424	0.011857707509881422	-0.026538678712591756	0.3111236589497459	-0.20383963862224733	0.08526256352343309	-0.006211180124223602	0.3156408808582722	0.3800112930547713	0.4839073969508752	-0.10107284020327499	0.2140033879164314	-0.24449463579898362	-0.10897797854319594	-0.1981931112365895	-0.26030491247882553	-0.20722755505364202	-0.16770186335403728	-0.06041784302653868	0.21964991530208922	0.19141727837380013	1.0	0.44776962168266515	-0.2885375494071146	-0.15640880858272163	-0.4647092038396386	-0.11349520045172219	0.10784867306606437	0.018633540372670808	0.045736871823828344	0.07961603613777526	-0.2738565782044043	0.023150762281197064	0.14963297571993225	-0.2456239412761152	-0.339356295878035	-0.37323546019198195
TyrR	0.11236589497459062	0.47600225861095424	0.4059853190287973	0.06267645398080181	0.37323546019198195	0.13269339356295878	0.16431394692264256	0.31225296442687744	0.22190852625635235	0.23771880293619424	0.30321852060982496	0.24336533032185206	0.21964991530208922	0.23997741389045738	0.14511575381140598	0.13608130999435347	0.20271033314511575	0.29079616036137773	0.15979672501411632	0.007340485601355167	0.19367588932806323	0.32806324110671936	0.11462450592885376	0.3235460191981931	0.19254658385093168	0.007340485601355167	-0.10897797854319594	0.13043478260869565	-0.015245623941276116	0.2964426877470356	0.16883116883116883	-0.24110671936758893	0.2648221343873518	-0.2523997741389046	-0.32919254658385094	-0.22755505364201017	-0.13382269904009034	-0.28176171654432525	-0.2636928289102202	-0.07284020327498589	-0.14624505928853754	-0.2365894974590627	-0.3743647656691135	-0.33483907396950874	-0.44889892715979673	-0.163184641445511	-0.269339356295878	-0.13156408808582723	0.08865047995482778	0.08300395256916997	-0.0378317334839074	-0.1756070016939582	0.17334839073969507	-0.0378317334839074	0.015245623941276116	-0.3404856013551666	-0.14398644833427443	-0.21174477696216826	0.25352907961603616	0.233201581027668	0.17447769621682666	-0.09994353472614342	-0.13608130999435347	-0.07171089779785432	-0.2648221343873518	-0.2546583850931677	-0.2230378317334839	-0.05815923207227555	-0.1857707509881423	0.2456239412761152	0.4590626764539808	0.07735742518351214	0.44776962168266515	1.0	-0.1383399209486166	-0.15640880858272163	-0.3178994918125353	-0.08865047995482778	0.14511575381140598	0.22981366459627328	-0.17334839073969507	-0.003952569169960474	-0.34726143421795597	-0.09090909090909091	-0.053642010163749296	0.0378317334839074	-0.3404856013551666	-0.15527950310559005
