	CueR	FruR	MerR	FadP	AcnR	NifA	FadR	GntR	BioQ	NnrR	NtrC	PurR	LiuR	RbsR	LtbR	ZntR	NmlR	PaaR	RutR	FixJ	GlcC	DasR	PhnR	PdxR	FnrN_FixK	HrcA	FabR	QorR	PrpR	CadR-PbrR	GguR	TtrR	CsoR	HcpR	MetJ	NorR	TyrR	CcpA	HisR	PsrA	NiaR	HutC	PhnF	HexR	HypR	XylR	IscR	MetR	BirA	RbkR	MntR	ThiR	KdgR	NagC	FUR	SahR_SamR	Zur	NsrR	NrtR	ArgR	Phr	NadQ	Rex	PhrR	AraR	CzrA	ModE	Irr	SiaR	AgaR	GulR	AmtR	VanR	CblR	PhsR	LexA	SdaR	SoxR	NarP	TrpR	NrdR	NagQ	NikR	NagR	LiuQ	ExuR_UxuR	LldR	PdhR
PhsR	-0.05763608913718328	-0.10944241197392154	-0.05768132495716733	-0.0005824111822947001	-0.072382966451985	-0.05287501908386156	-0.02663824349311002	-0.014413263142419325	-0.005773221525464939	-0.018280925751055974	-0.15298188870857388	-0.040028046208390115	-0.08407642591786306	-0.07808267976997585	0.011020576643615247	-0.13556609801471295	-0.1780990777547201	-0.0448456610366919	0.08182594387365635	-0.09062431086055493	-0.04823834753549598	0.027927464362655568	-0.08791016166151167	0.002357917116668834	-0.0911784496553596	-0.07083363961753114	-0.08480019903760792	-0.07726843501026287	0.0912576123403317	-0.045671214751400895	-0.042425544667544994	0.2316243617508524	0.2513471792639001	-0.0745429768562236	-0.1039010240258749	-0.04565990579640488	0.16620205709891378	-0.038388247733968144	0.0968442361083624	-0.07406800074639103	0.0683909053383922	0.11689501331629451	-0.029069668817252942	0.10194457481156453	0.10799486573443182	-0.0717157381072202	0.02559781963347677	0.009290306529225167	0.007808833424747386	0.00967481099908963	0.006010709580381225	-0.006960661800046367	-0.006101181220349333	0.001170476842087407	-0.021277798824999576	0.047073525170906586	0.02667217035809806	0.05085071613957512	0.043680838672102505	0.0341926254304471	0.022001571944744447	0.030528524011738695	0.001894249961832277	0.108978744819085	0.16067197810586312	0.054955866803128056	0.08276458713832548	0.031161825491515457	-0.05761347122719125	0.06556366658938881	-0.027531650937795093	0.09936613307247344	0.1539996946582151	0.03387597469055872	1.0	-0.13833679198873627	-0.10131127333178777	-0.10969120898383385	0.06079128758107107	0.24639385697564617	0.10222729868646488	0.10420636581076725	-0.0022561365217047117	-0.016991704881510424	-0.07269961719187339	-0.013632945247694386	-0.017625006361287186	0.09397176153937495
LexA	-0.0681421083284799	-0.10620805084506166	-0.013112733317877762	-0.0008990619221830807	0.023200321174321886	0.14116403073773967	-0.08779707211155154	-0.12332980870902624	-0.05604152648274536	-0.04070658350815093	-0.07350255299659035	0.018043437696139687	0.02589185246337312	0.18780216114129974	0.18762121786136352	0.10609496129510153	0.0859424034922053	0.2519578628336849	-0.09532883613889659	0.06169600398075216	-0.1065699374049341	-0.07160264855726006	-0.1241327445137432	-0.1815256911185122	-0.08757089301163126	-0.01436802732243527	-0.01945705707064139	-0.11721166405618288	0.07007593963279823	-0.08952734222594161	0.29185585605962083	-0.039903647703433964	0.08375977517797469	0.20610005032484974	0.016607200411645963	-0.08511684977749631	-0.024772265918767775	0.05314643400376588	-0.1251279325533924	-0.13016041752661844	0.00668924688014204	-0.0627251188853894	0.0005145574523186184	-0.13446912938009964	-0.12880334292709683	0.05626770558266563	0.09246767052490515	0.10092676886192331	-0.020927221220123155	0.01899338991580483	0.02453477786385149	-0.010398584118834498	0.05814499211200389	0.07931535586454133	0.05452612651327954	0.06420659198986718	0.038919768618780784	0.024613940548823585	0.05688969810744638	0.02044093615529457	0.030879101616615116	-0.06270250097539737	-0.1243023788386834	-0.05306727131879379	-0.04513969386658826	-0.11761878643603937	-0.1330328920956059	-0.08008436480427027	0.027904846452663543	0.2214689201644322	0.1166349073513862	0.1710535987922036	-0.21851728291047265	0.032258794126128774	-0.13833679198873627	1.0	0.08944817954096952	0.10111902109685554	0.08059326777909087	-0.1496683648947419	-0.06903551577316498	-0.20685775030958264	-0.05774917868714342	-0.013418075102770129	0.0764654992055459	0.1634652899898785	-0.07855765587980842	-0.1957636654584933
SdaR	-0.1099060791287581	0.011416390068475722	-0.17567896138557318	-0.049403169900085385	-0.06901289786317295	0.03354801499567432	0.07834278573488417	0.24211907198715302	0.14113010387275163	0.12331849975403023	0.28121412940837204	0.16831683168316833	0.15510797224782444	0.04806871321055578	0.04239161780255696	0.0917665153151523	0.00794454088469955	-0.00914329011427699	-0.18989431781556226	-0.2759554653352257	-0.020452245110290583	-0.1565894453523022	-0.1297193682817739	0.08501506918253218	0.18453387314745182	0.19627256843331392	0.230448230431267	0.2826842935578538	-0.19669099976816642	-0.20037771909686686	-0.2633120536496825	-0.21217295915770903	-0.1884354626210765	-0.13792966960887978	-0.02019213914538227	-0.2035668444057427	0.10899005377408101	0.12699391012773464	0.17192438832689666	0.22261112461902957	0.06789331131856761	-0.0743733425312834	-0.06951049188299756	-0.1544859797230437	0.021436124194943767	0.1295384250018377	-0.061492442790823915	-0.059185415971637144	0.13004732797665833	0.018936845140824762	0.044472465521823455	0.060078823416322216	-0.024308598763931218	0.009052818474308881	0.005750603615472912	0.0409327626080712	-0.0020978111517605215	0.025620437543468797	0.04696043562094645	0.10165054198166819	0.036375253744677725	0.08915414671107316	0.1341072428202272	-0.045433726696484614	-0.007232076719950693	0.05742121899225902	0.03752876715427111	-0.1827018224380976	-0.15842149606165642	-0.07990342152433405	-0.07078840379754708	-0.005614896155520749	-0.173869528586211	-0.09104274219540744	-0.10131127333178777	0.08944817954096952	1.0	0.24863303006485685	0.09247897947990116	0.008046321479663672	-0.3522569846933294	-0.0058071483904529805	0.1008249882669592	-0.3239845972032954	-0.07810529767996788	-0.01811129142611577	-0.05908363537667302	0.10915968809902121
SoxR	0.07562863653584091	0.0801974543542304	-0.13939983375836157	-0.12650762506290605	-0.04433675806187129	0.046327134141169686	0.08537695574240463	0.06669456208899016	0.12455117584859571	-0.06577853673431307	0.05990918909138201	0.05016086988481829	0.09923042561252128	0.052433969839017026	-0.16775138393336764	0.008442134904524147	0.09479731525408394	0.10334688523107022	0.0178851123261955	-0.14304131726707794	-0.06099484877099932	-0.04852107141039632	-0.10088153304193925	0.07427156193631927	-0.005863693165433048	0.15951846469626974	-0.16360099744983064	0.08213128565854873	-0.12483389972349605	-0.1362107084494857	-0.1909347416751955	-0.01961538244058558	-0.2998173603768144	-0.10710145828974674	-0.07917964840458917	-0.11966570729031784	-0.14086999790784333	0.17585990466550938	0.09536276300388463	0.20230024144618916	-0.1536604260083347	-0.24030963918779086	-0.17854012699956462	-0.11325352980757813	-0.16680143171370249	0.16187072733544056	0.09564548687878496	0.11980141475027001	0.14770060672543553	0.06133411742087972	0.14079083522287122	0.1450090754363843	0.14403650530672713	0.12236854753436509	0.14097177850280745	0.058846147321756734	0.06152636965581196	0.013734725842658509	0.08516208559748037	0.0894255616309775	0.06799509191353173	0.05684446228746233	0.05968300999146174	-0.1376130188689914	-0.04646284160112185	-0.04550158042646069	-0.07430548880130732	-0.033514088130686286	0.04599917444628529	-0.027825683767691445	0.11536830439183267	-0.0036245200762223566	0.021978954034752418	-0.11712119241621478	-0.10969120898383385	0.10111902109685554	0.24863303006485685	1.0	0.12006152071517831	-0.17494387931083227	-0.3494975996743021	-0.22306348281887012	-0.15062962606940306	-0.17149464803704814	0.1744462852910077	0.08469841844264381	0.15766379607692352	0.029013124042272874
NarP	-0.28786379494602804	-0.4333421920147469	-0.3518159354484849	-0.46918027039711396	-0.3828363990025502	-0.2583813492714206	-0.27442875641076386	-0.21628941877625799	-0.2043358533454716	-0.34815183402977645	-0.24137268095741612	-0.30229402152094137	-0.22231709178913323	-0.3346828686295243	-0.1949381117437843	-0.24306902420681817	-0.26384357453449514	-0.1897699193106061	-0.10805141050941187	-0.22517825740312467	-0.27093428931699565	-0.3880045914357284	-0.20147468773148017	-0.3638825904292314	-0.18538204477215284	-0.12643977133292997	-0.14473766051648	0.09688947192834646	-0.004099496186054928	0.02896788822228882	-0.23274394829545775	-0.19678147140813454	-0.002199591746724644	-0.19163589688494834	-0.09385867198941482	0.040073282028374166	0.34341338188644677	0.42290402655342635	0.3755308140751254	0.24635993011065813	0.2220343679142329	0.32068238234445945	0.268706425182781	0.31042516016307514	0.15554902149266897	0.35713114429661125	0.3673205127480195	0.2996024902318901	0.3513748862036404	0.38983664214508257	0.3621749382248333	0.33822257154327656	0.3095430616733861	0.3058450333896896	0.3341061119247276	0.325273818072841	0.3513296503836563	0.3524379279732656	0.35951733380077017	0.33864100287812904	0.3382564984082646	0.2629727849998021	0.3455847012456814	0.27493765938558445	0.32998965230617866	0.2658904953887736	0.3889319257454015	0.10541642399534071	0.11726820883116296	0.09388128989940685	0.22898937523678126	0.014831694477271827	-0.209651062193598	0.005354790190612436	0.06079128758107107	0.08059326777909087	0.09247897947990116	0.12006152071517831	1.0	0.3341965835646957	0.1766289136052383	0.2283786916669965	0.06623089493415361	-0.04210889392765661	0.008001085659679618	0.09016064370571837	0.11974486997528994	0.16835075854815637
TrpR	-0.300337572306631	-0.45686481840645515	-0.33524831637932495	-0.38432918106202396	-0.4482473946994928	-0.4321886786051535	-0.321112122634308	-0.2576575761516757	-0.3574704129464917	-0.37859554087904507	-0.361880905394937	-0.42892039061130555	-0.3463989460053944	-0.37150482609654456	-0.18952112230069382	-0.17766933746487157	-0.28724180242124725	-0.3508999100938078	-0.28474252336712824	-0.17159642863201227	-0.31042516016307514	-0.4482134678345048	-0.3811061288881601	-0.3382451894532686	-0.37261310368615386	-0.2832045054876704	0.08141882149379986	-0.050794171364595055	-0.22144630225444017	0.08542219156238867	-0.021040310770083292	0.04058218500319478	0.07939451854951343	-0.1907764163052513	-0.006904117025066298	-0.017274428756410765	0.44928781855912603	0.22462411860832	0.3666985202232388	0.1797841120491261	0.3888866899254174	0.6493545413936025	0.4809528925479641	0.5115888516321649	0.42650027424215864	0.3001679379816908	0.31950625102487407	0.24778485844015583	0.30577717965971357	0.331946101520489	0.29902573352709344	0.30279161554076595	0.237923449683632	0.2678130177380959	0.3063878632294983	0.3189634211850654	0.39204188836930526	0.4003313523813832	0.37314462457096653	0.39656547036771067	0.38016748562349095	0.2421869257171291	0.23503966615964852	0.498357374286829	0.44895985886424167	0.43904190533273774	0.5161124336305704	0.15418063793815132	0.17384691067621896	0.04662116697106604	0.2391674347331935	-0.0701437933627743	-0.19844388779254854	-0.15904348858643716	0.24639385697564617	-0.1496683648947419	0.008046321479663672	-0.17494387931083227	0.3341965835646957	1.0	0.3139761720318234	0.3291188627714856	0.25244414789851344	-0.014187084042499054	-0.2331963064952983	-0.16185941838044454	-0.013542473607726278	0.15317414094350612
NrdR	-0.0002996873073943602	-0.22017969929488665	0.05009301615484221	-0.1815370000735082	-0.13370012044037072	-0.07862550960978451	-0.11396599397232698	-0.26974684904241425	-0.2799588354038145	-0.27607986384018185	-0.2811010398584119	-0.3076431572340558	-0.26127644175040005	-0.2815420891032564	0.024455615178879394	0.02342650027424216	-0.08706199003681064	-0.18209113886831288	0.09813345697790796	0.2074005801493913	-0.056346868267637726	0.026536462898145898	0.018439251121000165	-0.13923019943342135	-0.06948787397300553	-0.21174321886786052	-0.08697151839684254	-0.0724621291369571	0.06569937404934097	0.4069018552340671	0.07190799034215244	0.24261666600697762	0.3040469095453235	0.07571910817580901	0.1072371657496989	0.24046796455773503	0.04323978942725797	-0.06532617853447252	-0.07041520828267864	-0.17219580324680098	0.1952660714386687	0.44679984846000304	0.30211307824100514	0.25220665984359714	0.19735822811293122	-0.04095538051806323	0.0641387382598911	0.08105693493392743	-0.06874148294326862	0.07509711565102827	0.02875301807736456	-0.01729704666640279	0.002063884286772481	0.009052818474308881	0.05638079513262577	0.06321140395021799	0.13841595467370837	0.06030500251624249	0.04549027147146468	0.03688415671949834	0.03989233874843795	0.013678181067678442	-0.03523304929008035	0.23263085874549763	0.16103386466573558	0.1079835567794358	0.18903483723586523	0.08022007226422243	0.17899248519940514	0.03608122091478137	-0.022974142074401616	-0.06908075159314904	0.13325907119552619	0.08338657966310623	0.10222729868646488	-0.06903551577316498	-0.3522569846933294	-0.3494975996743021	0.1766289136052383	0.3139761720318234	1.0	0.25087220315406755	0.2040644384255673	0.33433229102464784	-0.12008413862517034	0.16187072733544056	-0.010884869183663083	0.1283622936822523
NagQ	-0.1162277849715297	-0.21071410396322326	-0.13731898603909506	-0.259557480591006	-0.1876099089063675	-0.2509852927040277	-0.05238873401903297	-0.00785406924473144	-0.2383531899734805	-0.12667725938784627	-0.11835386851078027	-0.12157692068464414	-0.19479109532883615	-0.23458730795980798	-0.08582931394224516	-0.07856896483480444	-0.25436667024783577	-0.16626991082888987	-0.19014311482547455	-0.0591514891066491	0.084031190097879	-0.143946033666759	-0.04956149527002957	-0.1436746187468547	-0.11272200892276549	-0.00130618430203957	0.11951869087536966	0.007367784179902856	-0.14640007690089396	0.1420913650474128	-0.03475807318024778	0.057500381677231115	0.1618141825604605	-0.08617989154712159	0.010138478153926187	0.1465923291358262	0.10413851208079117	0.10770083290453546	0.22909115583174536	0.04086490887809512	0.18550644327710897	0.39189487195435707	0.3353614059292851	0.37158398878151666	0.12814742353732803	0.030189255361858288	0.07632979174559375	0.015035255667200072	0.10721454783970687	0.12781946384244364	0.07159133960226405	0.07109374558243946	0.002584096216589106	-0.0002883783523983466	0.05123522060943959	0.06066688907611492	0.10721454783970687	0.14303000831208193	0.10738418216464708	0.11067508806848703	0.0720436978021046	0.13479708907498403	0.16608896754895364	0.22233970969912525	0.21001294875347043	0.19248406850964936	0.29495450972852855	0.028866107627324698	-0.0812831140338477	-0.06210312636060865	-0.024195509213971084	0.1502451215995386	-0.057862268237103553	0.03973401337849376	0.10420636581076725	-0.20685775030958264	-0.0058071483904529805	-0.22306348281887012	0.2283786916669965	0.3291188627714856	0.25087220315406755	1.0	0.183877953757683	0.202175842941233	-0.13391499058529496	0.14158246207259217	0.1441043590367032	0.13578096815963722
NikR	-0.08478889008261192	-0.28845186060582073	0.013304985552809992	-0.05597367275276928	-0.06515654420953232	-0.10109640318686351	-0.09166473472018818	-0.022793198794465397	-0.23805915714358414	-0.1124845208678492	-0.0892672362610333	-0.052185172829104724	0.0026519499465651876	-0.09135939293529581	0.05821284584197997	0.13052230408649088	0.11610338646657356	-0.06906944263815303	-0.1876777626363436	-0.035436610480008596	-0.1105619985185269	-0.12429106988368739	-0.19311736998942614	-0.08323956324815805	-0.19152280733498822	-0.08722031540675484	0.27208780272658906	0.1847713612023681	-0.14103963223278354	0.1291199936669852	0.01881244663586861	0.031252297131483565	0.14456802619153977	-0.03517650451510028	-0.031998688161220465	-0.05107689523949539	0.11230357758791298	-0.04463079089176765	0.13642557859440999	0.07915703049459714	0.20245856681613336	0.28399613233739135	0.2326082408355056	0.21618763818129386	0.2052292607901567	0.03647703433964185	0.04282135809240547	-0.044427229701839405	0.016403639221717718	-0.0038733170861346557	-0.007571345369831101	0.018179145156091852	-0.10750858066960323	-0.0728013977868375	-0.04781991620064348	0.06753142475869517	0.02752034198279908	0.06270250097539737	0.017127412341462585	0.09911733606256114	0.05453743546827555	0.0759565962307253	0.12496960718344821	0.15545854985270086	0.10103985841188345	0.22040587839480694	0.16010653035606245	-0.06598209792424131	-0.036160383599753466	-0.084856743812588	-0.03925903726866119	-0.009493867719153412	-0.11307258652764192	0.05760216227219524	-0.0022561365217047117	-0.05774917868714342	0.1008249882669592	-0.15062962606940306	0.06623089493415361	0.25244414789851344	0.2040644384255673	0.183877953757683	1.0	0.011020576643615247	-0.22688590960752272	-0.036035985094797315	-0.048294892310476054	0.15579781850258126
NagR	-0.23889601981328915	-0.3132523989120785	-0.21219557706770106	-0.35428128763761585	-0.25230844043856127	-0.27252885197143356	-0.2867668263114147	-0.26742851326823147	-0.38607076013141006	-0.3848041571718565	-0.43291245172489834	-0.33291867165014616	-0.3911597898796162	-0.35028922652402306	-0.19313998789941816	-0.16026485572600663	-0.2369508795539748	-0.381852519917897	-0.05717242198234672	0.022159897314688638	-0.18957766707567386	-0.12741234146258715	-0.08145274835878791	-0.21397108300207518	-0.21227473975267316	-0.3600601636405788	-0.22619606335276587	-0.10270227479629745	-0.05526120858802042	-0.05383628025852271	0.017613697406291172	0.04776337142566341	0.0608139054910631	-0.027362016612854888	0.028583383752424356	0.10989477017376209	-0.00939208712418929	0.25477379262769223	0.07346862613160231	0.06277035470537345	0.24684621517548672	0.22418306936347546	0.3602863427404991	0.24030963918779086	0.0946729167491278	0.21557695461150914	0.26716840730332314	0.300348881261627	0.21520375909664066	0.2844145636722439	0.2776291906746357	0.24145184364238823	0.27299251912627015	0.2507591136041074	0.2882596083708885	0.28899469044562937	0.31109238850783993	0.2692944908425737	0.2526703269984337	0.2640697536344154	0.23933706905813368	0.19415779384905937	0.23523191839458074	0.22582286783789743	0.2299619453664384	0.3065574975544385	0.29164098591469656	0.3355084223442333	0.15498357374286828	0.2956782828482734	0.2954181768833651	-0.01251335870308904	0.048294892310476054	0.14929516937987344	-0.016991704881510424	-0.013418075102770129	-0.3239845972032954	-0.17149464803704814	-0.04210889392765661	-0.014187084042499054	0.33433229102464784	0.202175842941233	0.011020576643615247	1.0	0.10528071653538855	0.20430192648048356	0.18371962838773884	0.054401728008323394
LiuQ	-0.09776026146303951	-0.15220157081384894	-0.16041187214095481	-0.10453432550565166	-0.0861120378171455	-0.06003358759633816	-0.21392584718209115	-0.1020011195865446	-0.035911586589841164	-0.15251822155373732	-0.13847249944868845	-0.03384204782557068	-0.17238805548173322	0.04109108797801539	-0.23649852135413427	-0.1262927549179818	-0.18571000446703723	-0.16392895714471503	0.018880300365844694	-0.16320518402497017	-0.044348067016867304	-0.0706300784276029	0.052185172829104724	-0.017398827261366913	-0.11196430893803258	0.024681794278799667	-0.19021096855545064	-0.06441015317979543	0.034158698565459056	-0.11336661935753826	-0.10733894634466302	-0.09354202124952644	-0.10791570304945972	0.05861996822183646	-0.12243640126434117	-0.0988346121876608	0.062351923370520944	0.24055843619770315	-0.04283266704740148	0.15147779769410408	-0.09961493008238574	-0.145597141096177	-0.11367196114243064	-0.07972247824439782	0.02144743314993978	0.19197516553482877	0.22031540675483882	0.3255452329927453	0.13630118008945383	0.213801448677135	0.26394535512945927	0.24865564797484888	0.3184658271652408	0.257895064206592	0.27162413557175247	0.17479686289588411	0.21599538594636164	0.14422875754165937	0.21945592617514179	0.16227784971529705	0.1895098133456978	0.16457356757948782	0.16667703320874636	-0.0954306167338607	0.10659255531492612	0.011823512448332211	0.03847871937393625	0.04414450582693906	0.11911156849551317	0.1435049844219145	0.18639985072179405	-0.06654754567404199	-0.023912785339070743	0.32348700318347084	-0.07269961719187339	0.0764654992055459	-0.07810529767996788	0.1744462852910077	0.008001085659679618	-0.2331963064952983	-0.12008413862517034	-0.13391499058529496	-0.22688590960752272	0.10528071653538855	1.0	0.1275254310125473	0.23059524684621518	0.11579804468168119
ExuR_UxuR	-0.047141378900882665	-0.17348502411634653	-0.18338035973785843	-0.30818598707386446	-0.2962663485080661	-0.18167270753346038	-0.13176628913605237	-0.20226631458120112	-0.2852627352969449	-0.24597542564079367	-0.20122589072156788	-0.13100858915131947	-0.2545023777077879	-0.20928917563372557	-0.062476321875477095	-0.14336927696196233	-0.2145591486618679	-0.21727329786091115	-0.04508314909160819	-0.14003313523813832	-0.14452279037155571	0.07565125444583293	-0.006926734935058326	-0.022951524164409588	-0.1047378866955799	-0.18790394173626387	-0.29737462609767545	-0.023234248039309926	0.05383628025852271	-0.011009267688619232	-0.16907453166790123	0.011981837818276402	0.1135588715924705	0.1453483440862647	-0.16132789749563192	0.008634387139456379	0.034396186620375344	0.25261378222345365	0.10564260309526098	0.1525747663287174	0.13583751293461727	0.04441592074684339	0.041034543203035324	0.0058523842104370345	0.01673159891660211	0.1211358714397996	0.22315395445883823	0.29320162170414643	0.22950958716659786	0.31021029001815087	0.2398459720329543	0.21683224861606662	0.2885762591107769	0.22789240660216792	0.259580098500998	0.22066598435971524	0.20435847125546364	0.15480263046293208	0.21892440529032914	0.18930625215576954	0.1735415688913266	0.2099111681585063	0.07925881108956127	0.09017195266071439	0.14745180971552324	0.05972824581144579	0.04279874018241345	0.05381366234853068	0.18006683592402645	0.2920933441145371	0.19005264318550644	0.08104562597893142	0.06529225166948448	0.04480042521670785	-0.013632945247694386	0.1634652899898785	-0.01811129142611577	0.08469841844264381	0.09016064370571837	-0.16185941838044454	0.16187072733544056	0.14158246207259217	-0.036035985094797315	0.20430192648048356	0.1275254310125473	1.0	0.28928872327552574	0.13031874289656264
LldR	-0.21593884117138157	-0.16899536898292913	-0.24089770484758355	-0.3486720459595931	-0.30618430203957003	-0.19032405810541078	-0.36053513975041135	-0.25303221355830613	-0.22047373212478302	-0.17167559131698434	-0.22633177081271805	-0.24993355988939842	-0.3373517820085835	-0.2709116714070036	-0.33096222243583584	-0.2890964710405935	-0.2262073723077619	-0.3093960452584379	-0.05503502948810015	-0.23008634387139457	0.018733283950896518	-0.1165557446664141	-0.10992869703875013	-0.05009301615484221	-0.13500065026491226	-0.10269096584130144	-0.29221774261949324	-0.05161972507930405	0.04170177154780012	-0.07956415287445363	-0.1666431063437583	-0.14120926655772373	-0.12535411165331267	-0.15679300654223047	-0.23250646024054147	-0.027067983782958535	0.163080785520014	0.2194672351301378	0.11548139394179281	0.2604848149006791	0.06789331131856761	0.08950472431594958	0.17690032852514265	0.1748873345358522	-0.004517927520907431	0.18979253722059813	0.3258618837326337	0.34581088034560165	0.30203391555603304	0.34847979372466087	0.30961091540336216	0.30694200202430294	0.34824230566974457	0.3304759373710072	0.30785802737898005	0.29224036052948527	0.24491238387116837	0.3197437390797903	0.29404979332884745	0.26739458640324343	0.28907385313060147	0.3795228751887182	0.22703292602247088	0.051450090754363846	0.15747154384199127	0.21437820538193167	0.2055685294400371	0.29487534704355645	0.21645905310119817	0.24246964959202943	0.22702161706747487	0.1220518967944767	0.024602631593827574	0.032473664271053033	-0.017625006361287186	-0.07855765587980842	-0.05908363537667302	0.15766379607692352	0.11974486997528994	-0.013542473607726278	-0.010884869183663083	0.1441043590367032	-0.048294892310476054	0.18371962838773884	0.23059524684621518	0.28928872327552574	1.0	0.4449677977506489
PdhR	-0.12465295644355984	-0.1128124805627336	-0.24133875409242808	-0.27697327128486693	-0.2914374247247683	-0.24744558979027542	-0.07043782619267067	-0.12539934747329673	-0.0927617033548015	-0.17887939564944502	-0.07118421722240756	-0.14369723665684672	-0.1675704406534314	-0.15553771253767296	-0.117302135696151	-0.16243617508524125	-0.22701030811247885	-0.24922109572464957	0.04751457441575111	-0.11027927464362655	0.02877563598735659	-0.14594771870105344	-0.1079835567794358	-0.047186614720866715	-0.08117002448388756	-0.008532606544492257	-0.11748307897608722	0.09566810478877699	0.013112733317877762	0.12142990426969597	-0.22219269328417707	-0.14837914402519636	-0.06931823964806533	-0.16049103482592691	-0.18532549999717277	-0.07718927232529078	0.14215921877738888	0.13904925615348512	0.10085891513194724	0.1743784315610316	0.09247897947990116	0.21981781273501422	0.1668805943986746	0.24279760928691385	0.05487670411815596	0.19715466692300299	0.22235101865412127	0.17385821963121498	0.13890223973853696	0.19294773566448592	0.1478363141853877	0.1367761561992864	0.14442100977659159	0.10828889856432816	0.15238251409378517	0.1763009539103539	0.15085580516932331	0.12164477441462021	0.12675642207281837	0.17307790173649004	0.12709569072269877	0.21918451125523747	0.2733996415061266	0.052841092218873516	0.23562773181944122	0.18307501795296605	0.17069171223233118	0.13389237267530293	0.12735579668760708	0.05011563406483424	0.08861131687126451	0.06169600398075216	0.04098930738305127	0.08204081401858061	0.09397176153937495	-0.1957636654584933	0.10915968809902121	0.029013124042272874	0.16835075854815637	0.15317414094350612	0.1283622936822523	0.13578096815963722	0.15579781850258126	0.054401728008323394	0.11579804468168119	0.13031874289656264	0.4449677977506489	1.0
