	GntR	LiuR	FadR	NtrC	MerR	AcnR	FadP	NnrR	FruR	NifA	PaaR	FixJ	NmlR	BioQ	RbsR	CueR	DasR	FabR	MetJ	GlcC	HrcA	PrpR	NorR	VanR	FnrN_FixK	QorR	LtbR	PdxR	HcpR	PurR	AmtR	PhnR	RutR	PhsR	CsoR	ZntR	MetR	RbkR	FUR	KdgR	SahR_SamR	ThiR	Zur	NagC	ArgR	MntR	NrtR	IscR	CzrA	BirA	NsrR	Phr	HutC	SiaR	HexR	CcpA	PsrA	AraR	NadQ	ModE	Rex	XylR	PhnF	GulR	PhrR	AgaR	Irr	TtrR	CadR-PbrR	ExuR_UxuR	GguR	NagR	NarP	NiaR	HisR	TrpR	HypR	TyrR	NagQ	NrdR	CblR	LiuQ	SoxR	LexA	SdaR	PdhR	LldR	NikR
LtbR	0.03431702393540325	0.14964574698474986	0.0724621291369571	0.0497537475049618	0.08232353789348096	0.04373738344708257	0.11086734030341926	0.1387778412335808	0.06220490695557277	0.11144409700821596	0.18862771485600874	-0.12200666097449266	-0.09351940333953442	0.11052807165353885	0.14287168294213773	0.10376531656592272	0.16250402881521733	-0.04986683705492194	0.005411334965592505	-0.04706221621591057	-0.022374767459612893	0.16141836913560004	0.12200666097449266	-0.040763128283131	0.008962346834340773	0.1583988781516644	1.0	0.08862262582626053	0.258765853741285	0.15936013932632556	0.12476604599351997	-0.05002516242486613	0.11003047763371426	0.05381366234853068	-0.059422904026553425	0.08480019903760792	-0.09512527494896834	-0.16820374213320818	-0.1250374609134243	-0.12135074158472386	-0.17285172263656975	-0.14228361728234504	-0.2045620324453919	-0.14937433206484554	-0.16743473319347926	-0.18647901340676615	-0.18906876410085327	-0.19375067146920288	-0.20351029963076261	-0.16270759000514556	-0.1625605735901974	-0.228797123001849	-0.07200977093711655	-0.20576078167496933	-0.19234836104969721	0.009369469214197262	-0.13362095775539862	-0.12527494896834057	0.06765582326365133	-0.009516485629145439	-0.20110149221661172	-0.225472290233021	-0.19748262661788737	-0.061424589060847835	-0.02801793600262368	-0.05065846390464289	-0.04655331324108996	0.15738107220202316	0.10861685825921255	0.08562575275231692	-0.13774872632894358	0.05263753102894527	0.04497005954164805	-0.060768669671079044	-0.11920204013548127	0.07804875290498782	-0.31600047497610984	0.042810049137409455	-0.16252664672520936	-0.26583395061379356	0.1061515060700816	0.010647381128746799	-0.0046536349808595934	-0.03830908504899605	-0.014707295972315678	0.09563417792378895	-0.1679888719882839	-0.12666595043285026
PdxR	0.22634307976771406	0.1931739147644062	0.25758972242169964	0.2584039671814126	0.1286902533771367	0.13808799497882399	0.16499199891434033	0.2776178817196397	0.2090856144437973	0.17108752565719165	0.0019394857818163312	0.14478289633646402	0.09297657349972575	-0.007130296124986571	0.27185031467167275	0.3373630909635795	0.23488134078970432	-0.026253739023245556	-0.08902974820611702	0.0649756009295961	0.042674341677457296	-0.08613465572713754	0.0061803439053214285	0.13049968617649885	0.07543638430090867	0.11945083714539358	0.08862262582626053	1.0	0.30950913480839803	0.12985507574172608	-0.02340388236425013	0.14697683360569067	0.042289837207592836	0.1334513234304584	0.13476316220999598	0.16321649297996618	-0.27474540715065227	-0.18954374021068582	-0.1797954210041221	-0.15527760657276465	-0.25461546725774803	-0.32272930319873794	-0.31134118551775225	-0.27373891015600704	-0.22989409163646232	-0.2808070070285155	-0.17993112846407427	-0.2484860136499087	-0.30220354988097325	-0.2431708048017823	-0.30831038557882057	-0.3342418193846798	-0.18945326857071773	-0.2456700838559013	-0.23736931088882732	-0.035266976155068394	-0.006757100610118122	-0.10194457481156453	0.054062459358442984	-0.2226337425290216	-0.11375112382740273	-0.17649320614528616	-0.2067446607596225	-0.11731344465114701	-0.15894170799147306	-0.29237606798943744	-0.15088973203431136	0.12508269673340836	-0.17211664056182888	0.04728839531583084	-0.3172218421156793	0.01452635269237946	-0.003092999191409718	-0.15286879915861376	-0.12496960718344821	-0.13450305624508768	-0.02755426884778712	-0.035821114949873056	-0.05886876523174876	-0.019920724225477946	0.11337792831253428	0.14297346353710186	0.017285737711406776	0.19684932513811063	-0.14954396638978576	-0.09753408236311924	0.08150929313376798	-0.038750134293840575
HcpR	0.07406800074639103	0.04113632379799945	0.1354530084647528	0.1480059485103279	0.26158178353529243	0.1866712656416984	0.2098093875635422	0.25011450316933465	0.1070675314247587	0.23601223628930568	0.20862194728896077	0.10007859723722229	0.17074825700731125	0.024421688313891354	0.17092920028724745	0.085693606482293	0.13031874289656264	-0.12114718039479562	-0.08898451238613296	0.0015210544469638283	0.0075148005948510324	-0.23498312138466845	0.1657949347190573	-0.0722924948120169	0.33050986423599527	0.11286902533771367	0.258765853741285	0.30950913480839803	1.0	0.33133541795070426	0.1287694160621088	-0.018755901860888543	0.011721731853368089	-0.15678169758723445	0.04236899989256493	0.03985841188344991	-0.14577808437611323	-0.1867051925066864	-0.13588274875460132	-0.08663224974696213	-0.22378725593861498	-0.22965660358154605	-0.13273885926570955	-0.24401897642648332	-0.26022470893577077	-0.20387218619063505	-0.19029013124042274	-0.30151370362621643	-0.30538136623485307	-0.31624927198602215	-0.27713159665481113	-0.34816314298477247	-0.13937721584836954	-0.12732186982261903	-0.1828601478080418	0.0003223052173863874	-0.12369169526889867	-0.05376842652854663	-0.10595925383514937	-0.1424419426522892	-0.28847447851581276	-0.14397996053174705	-0.1253654206083087	-0.15029035741952265	-0.07152348587228798	-0.12891643247705695	-0.16201774375038874	0.023381264454258106	-0.009618266224109561	-0.017093485476474546	-0.22157070075939633	0.17505696886079242	-0.1183877953757683	-0.19029013124042274	-0.22775669914221577	-0.3480613623898084	-0.16332958252992633	-0.1757241972055572	-0.13959208599329379	-0.06799509191353173	0.03176120010630418	0.1382802472137562	-0.05888007418674478	0.0015775992219438963	-0.03387597469055872	-0.15397707674822309	-0.11194169102804055	-0.011167593058563423
PurR	0.15705311250713877	0.2589807238862093	0.1095668104788777	0.17652713301027417	0.21824586799056833	0.1361880905394937	0.11402253874730706	0.27065156544209534	0.23189577667075673	0.21061232336825916	0.16533126756422073	0.21409548150703134	0.13463876370503983	0.08828335717638011	0.414309220756456	0.024365143538911286	-0.00435960215096324	0.05672006378250618	-0.04655331324108996	0.015069182532188113	0.10369746283594665	-0.2814742353732803	0.045411108786492585	-0.08442700352273948	0.004235203646007091	0.09506873017398827	0.15936013932632556	0.12985507574172608	0.33133541795070426	1.0	-0.02975951507200977	-0.29588184403820167	-0.1036635359709586	-0.024602631593827574	0.17032982567245875	0.19298166252947396	-0.16252664672520936	-0.25004664943935856	-0.19544701471860493	-0.11534568648184064	-0.25359766130810685	-0.2169679560760188	-0.19096866854018354	-0.21486449044676026	-0.1651503242842845	-0.165557446664141	-0.15561687522264506	-0.2970919022227751	-0.3289718463565374	-0.19427088339901952	-0.25579159857733347	-0.2539821657779713	-0.23854544220841273	-0.12899559516202905	-0.06598209792424131	0.11284640742772165	0.027916155407659557	-0.2939480127338833	-0.2936200530389989	-0.25261378222345365	-0.1441043590367032	-0.217137590400959	-0.23275525725045376	-0.1336096488004026	-0.04360167598713041	-0.20680120553460257	-0.2950562903234927	0.06469287705469576	-0.10177494048662433	-0.10707884037975471	-0.1653765033842048	0.055385607092976574	-0.03205523293620053	-0.33208180898044115	-0.18547251641212092	-0.23412364080497142	-0.15641981102736202	0.010127169198930173	-0.2054215130250889	-0.18426245822754747	-0.020079049595422133	0.11848957597073242	0.0967537644683943	0.015397142227072507	0.08944817954096952	0.020995074950099234	-0.023550898779198307	0.01465075119733561
AmtR	0.0697140530729258	0.017579770541303132	-0.07180620974718831	-0.04905259229520896	0.20106756535162368	0.005795839435456966	0.004325675285975199	0.11386421337736287	0.033197437390797904	0.03929296413364923	0.10598187174514138	-0.01021764083889828	-0.05251313252398912	0.12426845197369538	0.04373738344708257	0.10140174497175589	0.1519867006689247	0.03463367467529163	0.05526120858802042	0.08465318262265975	0.13648212336939006	-0.0741245455213711	0.08916545566606918	0.011653878123392008	0.03696331940447043	0.13624463531447376	0.12476604599351997	-0.02340388236425013	0.1287694160621088	-0.02975951507200977	1.0	0.1732927718814143	0.19736953706792723	0.06764451430865531	0.11952999983036568	-0.12411012660375118	0.011766967673352145	-0.08121526030387162	-0.07398883806141894	-0.10345997478103036	-0.04724315949584679	-0.07328768285166609	0.03210046875618459	-0.13016041752661844	-0.07940582750450945	-0.12538803851830072	-0.09393783467438692	-0.08938032581099344	-0.08973090341586985	-0.20340851903579849	-0.1342090234151913	-0.21345087107225857	0.09250159738989319	-0.04529801923653245	-0.06324533081520602	-0.012671684073033231	-0.1446584978315079	-0.014571588512363514	-0.20122589072156788	0.02031653765033842	-0.19788974899774386	-0.0509977325545233	0.021617067474879983	0.0018377051868522089	-0.16982092269763813	-0.16442655116453964	-0.09415270481931118	-0.1317889070460444	0.16154276764055617	-0.1316079637661082	-0.018959463050816788	-0.04900735647522491	-0.0812039513488756	-0.11617124019654963	-0.13820108452878413	0.03053983296673471	-0.015137036262164194	0.03385335678056669	-0.04529801923653245	-0.05251313252398912	-0.019129097375756993	-0.10750858066960323	-0.03574195226490096	0.1637932496847629	-0.15739238115701917	-0.06712430237883868	-0.08084206478900317	0.07021164709275039
PhnR	0.12927831903692938	-0.004246512601003104	0.02012428541540619	0.17725090613001906	0.2579855358465601	0.2193202187151896	0.17766933746487157	0.15726798265206304	0.11853481179071648	0.14883150222503688	0.08522993932745644	0.06469287705469576	-0.03662405075459002	0.22334620669377045	-0.026717406178082114	0.3072360348541993	0.28650672034650637	0.03541399257001657	-0.06617435015917354	0.24781878530514387	0.08208604983856467	0.22015708138489462	-0.03807159699407976	0.02465917636880764	0.157234055787075	0.14922731564989736	-0.05002516242486613	0.14697683360569067	-0.018755901860888543	-0.29588184403820167	0.1732927718814143	1.0	0.2475134435202515	0.12498091613844423	-0.019310040655693212	0.01826961679605996	-0.15048260965445487	-0.1600612945360784	-0.1571662020570989	-0.17933175384928557	-0.1437650903868228	-0.17185653459692057	-0.16957212568772584	-0.14295084562710983	-0.21792921725067996	-0.19938253105721765	-0.15351340959338652	-0.08466449157765576	-0.16311471238500205	-0.31503921380144867	-0.21553171879152508	-0.15036952010449475	0.04373738344708257	-0.08958388700092168	-0.18015730756399456	-0.15163612306404828	-0.295361632108385	-0.002606714126581133	-0.10279274643626556	-0.026027559923325286	-0.18047395830388294	-0.06528094271448846	0.0683004336984241	-0.10802879259941985	-0.10947633883890959	-0.1758033598905293	0.021085546590067346	0.14072298149289514	0.04385047299704271	0.1807114463587992	0.20447156080542378	0.05739860108226699	-0.10871863885417668	-0.01216278109821262	0.0397679402434818	-0.026185885293269474	-0.2757971399652815	-0.20984331442853024	0.022759271929477357	-0.07390967537644684	-0.15761856025693946	-0.1365839039643542	-0.15035821114949874	-0.02880956285234463	-0.11631825661149782	-0.28158732492324046	-0.166405618288842	-0.16714070036358292
RutR	0.0030816902364137044	0.047401484865790974	-0.0246252495038196	-0.017398827261366913	0.26285969544984195	0.05003647137986214	0.12469819226354388	0.1215429938196561	0.060485945796178706	0.18522371940220864	0.048532380365392334	0.17032982567245875	0.05298810863382169	0.3296277657463062	0.06303046067028176	0.18555167909709303	0.2563118105071501	-0.03222486726114073	0.06386732333998676	0.08059326777909087	0.024150273393987027	0.02044093615529457	-0.05669744587251415	0.05546476977794867	0.041950568557712425	-0.17333800770139834	0.11003047763371426	0.042289837207592836	0.011721731853368089	-0.1036635359709586	0.19736953706792723	0.2475134435202515	1.0	0.2552374597825288	0.03032496282181045	0.09494433166903213	-0.1712232331171438	-0.23092320654109957	-0.20322757575586228	-0.1469202888307106	-0.16319387506997415	-0.22826560211703636	-0.20155385041645227	-0.17502304199580437	-0.19179422225489254	-0.2230521738638741	-0.2361027079292738	-0.08931247208101735	-0.18049657621387497	-0.17492126140084024	-0.21333778152229843	-0.2197951948250222	0.043296334202238045	-0.014888239252251896	-0.19963132806712997	-0.11141017014322792	-0.25380122249803505	-0.08482281694759995	-0.0856031348423249	-0.10839067915929229	-0.11845564910574438	-0.22299562908889403	0.03150109414139587	-0.0372686611893628	-0.16141836913560004	-0.10725978365969092	-0.1531628319885101	-0.09561156001379692	0.07724581710027086	0.11850088492572844	0.11474631186705192	0.16457356757948782	-0.1573132184720471	-0.02435383458391527	-0.07772079321010342	-0.07708749173032665	-0.06817603519346795	-0.13806537706883196	-0.1172229730111789	0.2692266371125976	0.09483124211907198	-0.040966689473059245	-0.13354179507042652	0.06662670835901409	-0.21585967848640947	-0.1500981051845904	-0.024138964438991016	-0.22647878722766623
PhsR	0.2648839983941284	0.20429061752548755	0.20378171455066696	0.12732186982261903	0.22023624406986672	0.2658678774787816	0.23389746170505116	0.26368524916455094	0.21487579940175627	0.13497803235492023	0.11052807165353885	0.24303509734183013	0.1059027090601693	0.15968809902120995	0.24311426002680223	0.21742031427585934	0.2291137737417374	0.11981272370526601	0.09453720928917564	0.11370588800741867	0.04191664169272438	0.18483921493234418	-0.10863947616920458	0.17000186597757433	0.011325918428507614	-0.12822658622230013	0.05381366234853068	0.1334513234304584	-0.15678169758723445	-0.024602631593827574	0.06764451430865531	0.12498091613844423	0.2552374597825288	1.0	0.24927764049962964	0.01964930930557362	-0.33450192534958806	-0.270402768432183	-0.38863789291550516	-0.3782901990941527	-0.27723337724977526	-0.3193705435649219	-0.39482389129832457	-0.2996477260518742	-0.2606431402706233	-0.30023579171166687	-0.33682026112377084	-0.2859525815517017	-0.21299851287241803	-0.23200886622071687	-0.3118953243125569	-0.3370916760436752	-0.0005937201372907137	-0.10685266127983443	-0.09232065410995698	-0.2586640731463209	-0.24124828245245997	-0.15630672147740188	-0.15563949313263709	-0.1570078766871547	-0.19287988193450983	-0.3829268706425183	-0.27373891015600704	-0.026593007673125967	-0.18468088956239997	-0.12767244742749545	-0.23682648104901866	0.23105891400105175	-0.04832881917546409	0.07689523949539442	-0.08599894826718538	-0.09795251369797174	-0.10442123595569151	-0.05161972507930405	-0.18357261197279065	-0.0049589767657519605	0.03820730445403193	-0.01883506454586064	0.06546188599442468	-0.08725424227174287	0.012671684073033231	-0.1856986955120412	-0.18060966576383508	0.06335842036516616	0.024455615178879394	-0.08262887967837332	0.05933243238658532	-0.15312890512352206
CsoR	-0.016460183996697787	0.06937478442304539	0.06877540980825667	0.07119552617740357	0.28624661438159804	0.17295350323153388	0.02692096736801036	0.18476005224737208	-0.01436802732243527	0.07731367083024693	0.12050256996002284	0.18213637468829694	0.24289938988187795	0.11950738192037365	0.23912219891320943	0.07091280230250324	0.08301338414823778	0.20263951009606956	0.04702828935092253	0.13507981294988436	0.23164697966084444	-0.022374767459612893	-0.21433296956194764	0.0353574477950365	-0.03214570457616864	0.041419047672899785	-0.059422904026553425	0.13476316220999598	0.04236899989256493	0.17032982567245875	0.11952999983036568	-0.019310040655693212	0.03032496282181045	0.24927764049962964	1.0	0.2666255774635145	-0.07668036935047017	-0.12917653844196528	-0.22239625447410533	-0.23518668257459668	-0.14047418448298285	-0.11030189255361858	-0.08490197963257205	-0.22135583061447206	-0.1692328570378454	-0.18439816568749964	-0.19121746555009583	-0.10386709716088685	-0.21617632922629784	-0.22107310673957173	-0.145608450051173	-0.10468134192059983	-0.031161825491515457	0.0018150872768601816	-0.09106536010539946	-0.25204833447365294	-0.11566233722172903	-0.1849296865723123	-0.19306082521444606	-0.2028317623310018	-0.09487647793905604	-0.18223815528326104	-0.11929251177544939	-0.04749195650575908	-0.18435292986751559	-0.19812723705266014	-0.27472278924066024	0.08689235571187044	0.06601602478922936	0.10409327626080712	-0.057308129442298884	0.060915686086027224	-0.08820419449140803	-0.053847589213518725	-0.2509852927040277	-0.09399437944936698	0.02877563598735659	-0.01251335870308904	0.05907232642167701	-0.09082787205048318	0.1867051925066864	-0.08814764971642795	-0.20637146524475405	0.0756173275808449	0.06920515009810518	-0.16512770637429247	0.09443542869421151	0.05022872361479438
ZntR	0.2075702144743315	0.08844168254632431	0.08009567375926628	0.0950121853990082	0.23648721239913825	0.10826628065433613	0.17323622710643424	0.15030166637451867	0.12340897139399834	0.18307501795296605	0.1366856845593183	0.2820962278980611	0.18848069844106055	0.22209091268921297	0.20511617124019654	0.11604684169159349	0.17143810326206807	0.06342627409514223	0.018122600381111784	-0.016810761601574208	0.11108221044834352	-0.08674533929692227	-0.08191641551362447	0.04681341920599827	0.021176018230035454	0.11534568648184064	0.08480019903760792	0.16321649297996618	0.03985841188344991	0.19298166252947396	-0.12411012660375118	0.01826961679605996	0.09494433166903213	0.01964930930557362	0.2666255774635145	1.0	-0.16286591537508976	-0.19524345352867667	-0.17960316876918989	-0.15950715574127372	-0.24470882268124014	-0.23671339149905854	-0.22005530078993052	-0.2357634392793934	-0.2125687725825695	-0.19428219235401553	-0.17823478521467223	-0.1359392935295814	-0.23334332291024648	-0.19195254762483674	-0.19838734301756847	-0.22317657236883026	-0.14481682320145206	0.03196476129623242	-0.22832214689201644	-0.16300162283504194	-0.18414936867758736	-0.33209311793543717	-0.2044941787154158	-0.2752882369904609	-0.24647301966061827	-0.17599561212546155	-0.11094650298839136	-0.12310362960910597	-0.1351024308598764	-0.1065699374049341	-0.13284063986067368	-0.009505176674149424	-0.04931269826011728	0.1561710140174497	0.06892242622320484	0.26876296995776106	-0.2743722116357838	-0.27073072812706744	-0.17884546878445698	-0.20182526533635659	-0.05195899372918446	-0.17343978829636247	-0.21011472934843456	-0.022318222684632825	-0.051778050449248235	0.13972779345324596	-0.11799198195090782	0.09821261966288006	0.005230391685656287	-0.035674098534924883	0.008713549824428474	-0.07010986649778628
MetR	-0.745491967814714	-0.6579267292805808	-0.6517407308977614	-0.6026485572600664	-0.532465182554806	-0.5511701941182126	-0.5892022097698062	-0.6152128062606375	-0.6643728336283086	-0.6359195028583384	-0.255429712017461	-0.35044755189396726	-0.23680386313902663	-0.35118263396870814	-0.41082606261768384	-0.4727991359958383	-0.43141966966542455	-0.36976324702715846	-0.37540641557016924	-0.29013689490022676	-0.4175661997953079	-0.3081407512538804	-0.42624016827725036	-0.2138919203171031	-0.14373116352183476	-0.11050545374354682	-0.09512527494896834	-0.27474540715065227	-0.14577808437611323	-0.16252664672520936	0.011766967673352145	-0.15048260965445487	-0.1712232331171438	-0.33450192534958806	-0.07668036935047017	-0.16286591537508976	1.0	0.7111579804468168	0.7944597429474529	0.8027718248695229	0.834369045128385	0.7938151325126802	0.8094101814521829	0.8345726063183132	0.7778016522383249	0.7724751344352025	0.8152116753651378	0.6757270244443062	0.5655778027831339	0.6690547409966582	0.6917857405386455	0.6909262599589485	0.3583864383011688	0.41465979836133243	0.2784434354343487	0.40614415524933417	0.46207824665961744	0.4639102973689716	0.4199750072094588	0.5959084200824423	0.44264946197646604	0.6144324883659126	0.5513850642631367	0.5397707674822309	0.45852723479086915	0.49166247292918897	0.49972575784134665	-0.03130884190646363	0.1068300433698424	-0.027723903172727323	0.047356249045806924	0.04448377447681947	0.23375044529010297	0.15600137969250952	0.1868635178766306	0.25289650609835396	0.024274671898943178	0.148933282820001	0.1009946225918994	0.06483989346964394	0.08812503180643592	0.2311154587760318	0.12924439217194136	0.012422887063120933	-0.061277572645899656	-0.07583219772576916	-0.026762641998066168	0.12455117584859571
RbkR	-0.6205393240637599	-0.517480817185088	-0.5846107740414247	-0.559957252150115	-0.5639493132637079	-0.5372941063381038	-0.5995499035911587	-0.6543304815918485	-0.6091285884727822	-0.6571237934758639	-0.3673883664779956	-0.46946299427201427	-0.4096386223431024	-0.41096177007763596	-0.3448043833509565	-0.5528326105026266	-0.3343096731146558	-0.3473488982250595	-0.3009369469214197	-0.31535586454133707	-0.3265404210323945	-0.17127977789212387	-0.1840362791276272	-0.08242531848844507	-0.15411278420817523	-0.13872129645860073	-0.16820374213320818	-0.18954374021068582	-0.1867051925066864	-0.25004664943935856	-0.08121526030387162	-0.1600612945360784	-0.23092320654109957	-0.270402768432183	-0.12917653844196528	-0.19524345352867667	0.7111579804468168	1.0	0.7907843325737485	0.7405725723914481	0.777914741788285	0.7791813447478386	0.7755737881041103	0.7719209956403978	0.8234332856472397	0.7523791214072864	0.7905016086988482	0.6325946700895104	0.6799000288378353	0.6854414167858819	0.7951835160671978	0.7322378725593861	0.24632600324567008	0.24752475247524752	0.3424295028017936	0.3891241779803337	0.41177601483734894	0.45513454829206507	0.45368700205257534	0.5226263917082742	0.5229882782681466	0.5762986921193547	0.46870529428728136	0.521631203668625	0.39139727793453244	0.5131607963766108	0.473375892700635	-0.07418109029635117	0.07899870512465296	0.05832593539194011	-0.0049589767657519605	0.04266303272246128	0.2583700403164246	0.28363424577751895	0.15985773334615014	0.2776857354496158	0.2282203662970523	0.21562219043149317	0.1600726034910744	0.24431300925637967	0.10161661511668015	0.13679877410927843	0.16194989002041266	-0.004269130510995131	-0.06726000983879085	-0.0389310775737768	0.1519867006689247	0.121463831134684
FUR	-0.675523463254378	-0.5389112869025338	-0.5428920390611306	-0.6004433110358437	-0.6368016013480274	-0.5894283888697265	-0.6052948527291335	-0.6704118155961798	-0.6943754912327327	-0.7457746916896144	-0.34386574008628734	-0.4607437899700878	-0.31223459296243733	-0.44996635585888684	-0.340258183442559	-0.4395394993525623	-0.39753804049736785	-0.43104647415055614	-0.31293574817219016	-0.23315107067531424	-0.35134095933865234	-0.26807312370300423	-0.16901798689292116	-0.11026796568863054	-0.19645351171325015	-0.16243617508524125	-0.1250374609134243	-0.1797954210041221	-0.13588274875460132	-0.19544701471860493	-0.07398883806141894	-0.1571662020570989	-0.20322757575586228	-0.38863789291550516	-0.22239625447410533	-0.17960316876918989	0.7944597429474529	0.7907843325737485	1.0	0.8950076618170097	0.8105410769517842	0.8542388790563807	0.8372528286523684	0.8778180502230691	0.8489349791632504	0.8504616880877123	0.8637610191630243	0.7241067339172523	0.623151692667839	0.7235186682574597	0.7506488512928963	0.7400410515066356	0.2916862217346806	0.3124155362423735	0.33276034628020196	0.47756020604916005	0.5637005162537956	0.4283097070415208	0.5248316379324969	0.5223097409683858	0.5644469072835324	0.656366093491131	0.503288078665091	0.5095193128678944	0.46259845858943405	0.5791824756433381	0.5002685876811553	-0.10293976285121373	-0.016810761601574208	-0.05123522060943959	-0.06857184861832842	-0.06064427116612289	0.213812757632131	0.19073118048526727	0.2661279834436899	0.2618418895002007	0.20272998173603768	0.2172280620409271	0.07835409468988018	0.11733606256113904	0.0880119422564758	0.26196628800515687	0.24546652266597305	0.08674533929692227	-0.011450316933463763	0.012185399008204647	0.0693860933780414	0.07396622015142691
KdgR	-0.6873073943602241	-0.5646165416084726	-0.6199399494489711	-0.6302310984953435	-0.5820210233473376	-0.6127248361615145	-0.5533415134774471	-0.5936805559482276	-0.6440958773204563	-0.653979903986972	-0.34560731915567344	-0.4136419924116912	-0.311974486997529	-0.459251007910614	-0.31284527653222205	-0.4312274174304923	-0.3767408722596988	-0.4395394993525623	-0.3679651231827923	-0.2549886627726165	-0.4319285726402452	-0.32108950472431597	-0.2516751389587845	-0.15863636620658067	-0.09636925999852984	-0.21101944574811565	-0.12135074158472386	-0.15527760657276465	-0.08663224974696213	-0.11534568648184064	-0.10345997478103036	-0.17933175384928557	-0.1469202888307106	-0.3782901990941527	-0.23518668257459668	-0.15950715574127372	0.8027718248695229	0.7405725723914481	0.8950076618170097	1.0	0.7763880328638232	0.8284657706204658	0.8038009397741601	0.8789941815426545	0.8184234185840057	0.8020367427947821	0.8378861301321452	0.6527472278924066	0.600714725955748	0.7053451775788658	0.7081950342378612	0.6625294739639583	0.2598967492408864	0.3488303713295373	0.34988210414416654	0.4743484628302922	0.5467710106247632	0.3993814001617181	0.49944303396644635	0.5492024359489062	0.4834747895120751	0.6728771677853108	0.48824716852039285	0.5002798966361514	0.4645435988487484	0.5784813204335854	0.543321779350979	-0.027260236017890765	-0.0991625718825452	-0.026004942013333258	0.010161096063918214	-0.047650281875703276	0.14322226054701415	0.12726532504763896	0.2475134435202515	0.2250425499431725	0.10766690603954741	0.1916924416599284	0.11983534161525804	0.0920153123250646	0.003782845446166547	0.3309961493008239	0.18792655964625588	0.07141039632232783	-0.08564837066230895	0.07813922454495592	0.060022278641342144	0.061209718915923576
SahR_SamR	-0.6649269724231133	-0.6345285013938287	-0.5743309339500483	-0.6059507721189024	-0.6480087757490769	-0.5846786277714008	-0.6258092970919023	-0.7053338686238698	-0.6282294134610491	-0.6825463243069024	-0.35769659204641197	-0.4177245251652521	-0.36175650688998084	-0.4509954707635241	-0.41255633273207387	-0.5296605617157947	-0.36675506499821886	-0.37090545148175585	-0.321926367394021	-0.1915001894249962	-0.3654884620386653	-0.26370786707454297	-0.3238262718333512	-0.17075956596230726	-0.10387840611588287	-0.07652204398052598	-0.17285172263656975	-0.25461546725774803	-0.22378725593861498	-0.25359766130810685	-0.04724315949584679	-0.1437650903868228	-0.16319387506997415	-0.27723337724977526	-0.14047418448298285	-0.24470882268124014	0.834369045128385	0.777914741788285	0.8105410769517842	0.7763880328638232	1.0	0.8258081661964026	0.8103035888968679	0.8618158789037099	0.8124522903461106	0.8051127785536978	0.8243380020469209	0.7007537418504843	0.7184635653742416	0.7804366387523961	0.8077590740227649	0.7746351448394411	0.37616411555490215	0.34136646103216833	0.3308717507958677	0.3482536146247406	0.5110347128373602	0.5804716965128838	0.4200428609394349	0.6444803817903206	0.5928550022335186	0.5969488439420755	0.6205732509287479	0.5479471419443487	0.42947452940611025	0.5822585114022538	0.49287253111376245	-0.02865123748240044	0.12244771021933719	0.019898106315485917	-0.026615625583117992	-0.04728839531583084	0.2869025337713669	0.32590711955261775	0.18645639549677412	0.3392064506279297	0.09054514817558283	0.21028436367337477	0.07817315140994396	0.14996239772463826	0.08442700352273948	0.0776190126151393	0.20032117432188679	-0.0074469468648749515	-0.06686419641393038	-0.09410746899932712	-0.005761912570468926	0.06783676654358754
ThiR	-0.6619300993491697	-0.5510344866582604	-0.605690666153994	-0.6600301949098394	-0.5746362757349407	-0.5887046157499817	-0.6285347552459415	-0.6444125280603445	-0.6600641217748274	-0.6762133095091348	-0.36791988736280823	-0.40537514630960525	-0.3158873854261497	-0.39239246597418165	-0.368564497797581	-0.5404493047819916	-0.446777230550011	-0.3401111670276108	-0.25661715229204246	-0.1762896449553579	-0.41616388937580223	-0.22136713956946807	-0.2500014136193745	-0.11009833136369034	-0.19709812214802291	-0.147270866435587	-0.14228361728234504	-0.32272930319873794	-0.22965660358154605	-0.2169679560760188	-0.07328768285166609	-0.17185653459692057	-0.22826560211703636	-0.3193705435649219	-0.11030189255361858	-0.23671339149905854	0.7938151325126802	0.7791813447478386	0.8542388790563807	0.8284657706204658	0.8258081661964026	1.0	0.8715076533352936	0.8611825774239331	0.85356034175662	0.8538656835415124	0.8242927662269368	0.719673623558815	0.6408275893266083	0.7156137087152462	0.7584520302401456	0.7334818576089477	0.3039112020853713	0.3504814787589553	0.39910998524181374	0.4123980073621297	0.47293484345579045	0.42876206524136135	0.47382825090047553	0.5841584158415841	0.5813198681375847	0.6451702280450775	0.5619023924094294	0.4687166032422774	0.48229865819248974	0.5409582077568122	0.4243741907029081	-0.07696309322537051	0.017251810846418737	-0.08389548263792684	-0.04486827894668393	-0.016143533256809405	0.15637457520737796	0.21902618588529327	0.22929471702167362	0.3385279133281689	0.128961668297041	0.1852689552221927	0.11567364617672504	0.07591136041074124	0.038320394003992064	0.1563293393873939	0.23891863772328117	0.03215701353116465	0.012558594523073095	-0.05235480715404493	0.08098908120395135	0.11105959253835149
