	GntR	LiuR	FadR	NtrC	MerR	AcnR	FadP	NnrR	FruR	NifA	PaaR	FixJ	NmlR	BioQ	RbsR	CueR	DasR	FabR	MetJ	GlcC	HrcA	PrpR	NorR	VanR	FnrN_FixK	QorR	LtbR	PdxR	HcpR	PurR	AmtR	PhnR	RutR	PhsR	CsoR	ZntR	MetR	RbkR	FUR	KdgR	SahR_SamR	ThiR	Zur	NagC	ArgR	MntR	NrtR	IscR	CzrA	BirA	NsrR	Phr	HutC	SiaR	HexR	CcpA	PsrA	AraR	NadQ	ModE	Rex	XylR	PhnF	GulR	PhrR	AgaR	Irr	TtrR	CadR-PbrR	ExuR_UxuR	GguR	NagR	NarP	NiaR	HisR	TrpR	HypR	TyrR	NagQ	NrdR	CblR	LiuQ	SoxR	LexA	SdaR	PdhR	LldR	NikR
PaaR	0.19038060288039083	0.17393738231618708	0.12499222509344024	0.2103182905383628	0.3038320394003992	0.30411476327529957	0.2760233190652018	0.3187711689501332	0.22073383808969133	0.3400998580726148	1.0	0.21774827397074373	0.19552617740357703	0.022216442089668702	0.2477622405301638	0.3083330034888126	0.2871174039162911	-0.014424572097415338	-0.03265460755098925	-0.00753741850484306	0.12103409084483548	0.10266834793130941	-0.027757830037715366	-0.026740024088074143	0.16266235418516153	0.15801437368179994	0.18862771485600874	0.0019394857818163312	0.20862194728896077	0.16533126756422073	0.10598187174514138	0.08522993932745644	0.048532380365392334	0.11052807165353885	0.12050256996002284	0.1366856845593183	-0.255429712017461	-0.3673883664779956	-0.34386574008628734	-0.34560731915567344	-0.35769659204641197	-0.36791988736280823	-0.30878536168865317	-0.37600579018495794	-0.3729636812910303	-0.3574138681715116	-0.3581037144262684	-0.3407557774623836	-0.36370164714929515	-0.35014221010907487	-0.33842613273320477	-0.3545413936025242	0.03482592691022386	-0.08437045874775942	-0.2365211392641263	-0.1852802641771887	-0.28430147412228374	-0.15876076471153683	-0.38100434829319596	-0.29169753068967663	-0.33032892095605904	-0.34635371018541034	-0.26777909087310786	-0.0388519148888047	-0.16353314371985456	-0.1940899401190833	-0.24058105410769517	0.2993310753119858	0.07134254259235176	-0.11326483876257415	-0.041758316322780195	-0.009776591594053752	-0.08097777224895533	-0.16355576162984659	-0.15352471854838254	-0.24810150918004423	-0.1650598526443164	-0.16872395406302482	-0.13259184285076137	-0.2079094831242119	-0.07279008883184149	-0.06355067260009839	-0.1643247705695755	0.13481970698497606	-0.14552928736620094	-0.0013966559420076788	-0.11923596700046932	-0.008408208039536107
FixJ	0.29660561715794653	0.3099841109182306	0.35880486963602126	0.2405132003777191	0.3110584616428519	0.3771932304595394	0.24879135543480105	0.3461727669054741	0.29752164251262364	0.4389175068277816	0.21774827397074373	1.0	0.44523921267055316	0.26703269984337097	0.2261055917127978	0.1834595224228305	0.18938541484074164	0.21023912785339072	0.33480726713448045	0.18027039711395468	0.07817315140994396	-0.13407331595523916	-0.11900978790054904	0.0962561704485697	0.12510531464340038	0.10314332404114197	-0.12200666097449266	0.14478289633646402	0.10007859723722229	0.21409548150703134	-0.01021764083889828	0.06469287705469576	0.17032982567245875	0.24303509734183013	0.18213637468829694	0.2820962278980611	-0.35044755189396726	-0.46946299427201427	-0.4607437899700878	-0.4136419924116912	-0.4177245251652521	-0.40537514630960525	-0.420947577339116	-0.4737377792605074	-0.44263815302147	-0.44062515903217964	-0.46653397492804677	-0.386862386981131	-0.46267762127440615	-0.4070149447840272	-0.5012524667658085	-0.43618073971874627	-0.18429638509253551	-0.13999920837315027	-0.18324465227790626	-0.3245839718180841	-0.2831366517576943	-0.29546341270334914	-0.40811191341864056	-0.4796184358584345	-0.2619210521851728	-0.3729636812910303	-0.31359166756195894	-0.2900124963952706	-0.2949205828635405	-0.36937874255729397	-0.3971761539374954	-0.07211155153208068	-0.2532470837032304	-0.11703072077624667	-0.002369226071664848	0.1731231375564741	-0.2239568902635552	-0.28899469044562937	-0.3541795070426517	-0.3549145891173926	-0.10413851208079117	-0.2465974181655744	-0.329469440376362	-0.061107938320959454	-0.009799209504045779	0.03029103595682241	-0.07906655885462904	0.09175520636015629	0.010896178138659098	-0.09769240773306342	0.02767866735274327	-0.004212585736015064
NmlR	0.09587166597870524	0.217963144115668	0.371052467896704	0.28716263973627515	0.2960967141831259	0.3007333857314915	0.2718842415366608	0.38975747946011047	0.2206433664497232	0.35653176968182254	0.19552617740357703	0.44523921267055316	1.0	0.14618520675596972	0.19703026841804683	0.25531662246750086	0.19477978637384014	0.1979123669077359	0.14109617700776358	0.15899825276645313	0.2406828347026593	-0.11617124019654963	-0.09233196306495298	0.030223182226846328	0.15667991699227032	-0.06257810247044122	-0.09351940333953442	0.09297657349972575	0.17074825700731125	0.13463876370503983	-0.05251313252398912	-0.03662405075459002	0.05298810863382169	0.1059027090601693	0.24289938988187795	0.18848069844106055	-0.23680386313902663	-0.4096386223431024	-0.31223459296243733	-0.311974486997529	-0.36175650688998084	-0.3158873854261497	-0.3055057647398092	-0.35405510853769556	-0.356882347286699	-0.3242673210781958	-0.3758927006349978	-0.31750456599057963	-0.3831982855624226	-0.39362514206874716	-0.3829268706425183	-0.3548241174774245	-0.17383560172122295	-0.20910823235378934	-0.25820040599148436	-0.3392629954029098	-0.2541744180129035	-0.14469242469649593	-0.3320591910704491	-0.4264889652871626	-0.3349429745944326	-0.31277742280224596	-0.3228650106586901	-0.29556519329831327	-0.20630361151477797	-0.3944280778734641	-0.2913469530848002	-0.0668076516389503	-0.0022900633866927526	-0.16189334524543258	-0.12328457288904218	-0.0876952915165874	-0.2119920158777728	-0.158896472171489	-0.24914193303967747	-0.2632781267846945	-0.12338635348400631	-0.17324753606143026	-0.22573239619792934	-0.21787267247569989	-0.04391832672701879	0.037506149244279086	0.15407885734318721	0.12477735494851598	0.17017150030251454	-0.060508563706170734	0.023528280869206282	-0.001668070861912005
BioQ	0.3143267496366998	0.19423695653403147	0.247931874855104	0.1873611118964552	0.5654647132331737	0.35569490701211753	0.4646566883987085	0.3745582439454682	0.34968985190923435	0.37126733804162826	0.022216442089668702	0.26703269984337097	0.14618520675596972	1.0	0.17150595699204416	0.3046462841601122	0.2643298595993237	0.20979807860854618	0.28788641285602	0.18563084178206513	0.08737864077669903	0.12358991467393456	0.052908945948849595	0.15969940797620596	0.040627420823178835	-0.005942855850405143	0.11052807165353885	-0.007130296124986571	0.024421688313891354	0.08828335717638011	0.12426845197369538	0.22334620669377045	0.3296277657463062	0.15968809902120995	0.11950738192037365	0.22209091268921297	-0.35118263396870814	-0.41096177007763596	-0.44996635585888684	-0.459251007910614	-0.4509954707635241	-0.39239246597418165	-0.4853407670864174	-0.4864377357210307	-0.4228022459584622	-0.4384764575829371	-0.5067712368038632	-0.36070477407535156	-0.496661031037427	-0.49721516983223163	-0.49929601755149816	-0.46599114508823813	-0.34120813566222413	-0.13959208599329379	-0.3937269226637113	-0.2830461801177262	-0.41693289831553115	-0.4279817473466364	-0.2790315010941414	-0.4002634986514071	-0.369401360467286	-0.3282028374168085	-0.18042872248389888	-0.22615082753278185	-0.2545136866627839	-0.28065999061356733	-0.24211907198715302	-0.028447676292472194	-0.036420489564661776	0.16443786011953565	0.10470395983059186	0.18306370899797003	-0.24651825548060233	-0.20734403537441123	-0.38311912287745054	-0.2534732628031507	-0.12487913554348011	-0.2200439918349345	-0.22101656196459166	-0.14906899027995318	-0.11720035510118687	-0.13531730100480066	-0.20077353252172733	-0.09071478250052303	0.13883438600856088	-0.10945372092891756	-0.10586878219518125	-0.3104025422530831
RbsR	0.26658034164353045	0.3396701177827663	0.3833679198873628	0.3657259500935816	0.3074848318641116	0.2754578713154011	0.3010048006513958	0.5834685695868274	0.3457656445256176	0.2983924320473167	0.2477622405301638	0.2261055917127978	0.19703026841804683	0.17150595699204416	1.0	0.37375530814075125	0.4281513816715766	0.1292896279919254	0.13555478905971693	0.2960967141831259	0.15579781850258126	-0.06330187559018609	-0.000638955957274768	0.004246512601003104	0.11810507150086796	0.07325375598667805	0.14287168294213773	0.27185031467167275	0.17092920028724745	0.414309220756456	0.04373738344708257	-0.026717406178082114	0.06303046067028176	0.24311426002680223	0.23912219891320943	0.20511617124019654	-0.41082606261768384	-0.3448043833509565	-0.340258183442559	-0.31284527653222205	-0.41255633273207387	-0.368564497797581	-0.4148633595512607	-0.4219427653787652	-0.39088837495971185	-0.4060989194293501	-0.4347784292992406	-0.4795505821284584	-0.5462168718299586	-0.41518001029114904	-0.488382875980345	-0.4782839791689049	-0.3509338369587958	-0.3255452329927453	-0.34887560714952137	-0.2168887933910467	-0.22537050963805688	-0.3916234570344527	-0.28000407122379856	-0.35878225172602923	-0.3958982420229459	-0.29728415445770734	-0.3634528501393829	-0.31275480489225393	-0.3238828166083313	-0.20321626680086627	-0.37602840809495	-0.019920724225477946	-0.1901770416904626	-0.014322791502451216	-0.19548094158359297	-0.12026508190510656	-0.15653290057732216	-0.2174655500958434	-0.22318788132382628	-0.2907588874250075	-0.22508778576315655	-0.1142260999372353	-0.09690078088334247	-0.12653024297289808	-0.05569094887786894	0.09682161819837037	-0.03794719848912361	-0.012117545278228566	-0.12407619973876315	0.11790151031093972	-0.00027706939740233306	-0.08686973780187841
CueR	0.37823365431917266	0.38871705560047726	0.405997138834386	0.4701076047067871	0.3363339760589423	0.4249057115877207	0.4931213281236747	0.5322729303198738	0.31903127491504146	0.44521659476056114	0.3083330034888126	0.1834595224228305	0.25531662246750086	0.3046462841601122	0.37375530814075125	1.0	0.43284459799492225	0.0771214185953147	0.10408196730581111	0.22785847973717988	0.21874346201039294	0.04356774912214237	0.03250759113604108	-0.034237861250431156	0.1169741760012666	0.03573064330990495	0.10376531656592272	0.3373630909635795	0.085693606482293	0.024365143538911286	0.10140174497175589	0.3072360348541993	0.18555167909709303	0.21742031427585934	0.07091280230250324	0.11604684169159349	-0.4727991359958383	-0.5528326105026266	-0.4395394993525623	-0.4312274174304923	-0.5296605617157947	-0.5404493047819916	-0.5503107135385155	-0.47481212998512873	-0.5133417396565471	-0.4578826243560964	-0.486720459595931	-0.48200462536259336	-0.5813085591825887	-0.5104692650875596	-0.6058376825689422	-0.5478453613493846	-0.20775115775426772	-0.1931739147644062	-0.35534432940724114	-0.2654607550989251	-0.2921272709795251	-0.3900175854250188	-0.22116357837953984	-0.49588071314270205	-0.3256357046327134	-0.4315553771253767	-0.3908544480947238	-0.277018507104851	-0.28130460104834015	-0.28536451589190903	-0.24447133462632387	0.18800572233122798	-0.12591955940311336	-0.012422887063120933	-0.04838536395044416	-0.06269119202040135	-0.24812412709003626	-0.26342514319964266	-0.08883749597118479	-0.1822833911032451	-0.2584831298663847	-0.02289497938942952	-0.13558871592470498	-0.1751248225907685	-0.0658011546443051	-0.04741279382078699	-0.1295384250018377	0.023720533104138512	-0.1282831309972802	0.06624220388914963	-0.09386998094441083	-0.047163996810874693
DasR	0.2872191845112552	0.2431029510718062	0.3364470656089024	0.21293065914244194	0.3808120960582637	0.24362316300162284	0.30892106914860534	0.3723643066762416	0.35972089499069837	0.26008900147581865	0.2871174039162911	0.18938541484074164	0.19477978637384014	0.2643298595993237	0.4281513816715766	0.43284459799492225	1.0	0.08226699311850089	0.17364334948629073	0.0493353161701093	0.08606680199716145	0.10071189871699905	0.1545764513630118	0.15194146484894064	0.18688613578662264	0.0812039513488756	0.16250402881521733	0.23488134078970432	0.13031874289656264	-0.00435960215096324	0.1519867006689247	0.28650672034650637	0.2563118105071501	0.2291137737417374	0.08301338414823778	0.17143810326206807	-0.43141966966542455	-0.3343096731146558	-0.39753804049736785	-0.3767408722596988	-0.36675506499821886	-0.446777230550011	-0.4528275214728783	-0.4547161169572126	-0.4558357035018179	-0.5101073785276872	-0.45360783936760324	-0.39979983149657056	-0.4648263227236487	-0.5114757620822048	-0.44604214847527013	-0.4377753023731842	-0.23264216770049365	-0.16967390628268994	-0.3798282169736106	-0.4027514687505301	-0.40447042990992416	-0.1652973406992327	-0.25360897026310286	-0.4138681715116115	-0.4336927696196233	-0.27617033548014996	-0.25394823891298324	-0.18279229407806571	-0.32234479872887345	-0.18474874329237606	-0.2343724378148837	0.05018348779481032	-0.008283809534579956	0.10303023449118184	-0.013022261677909652	-0.1064116120349899	-0.24953774646453794	-0.1894985043907018	-0.198828392262413	-0.2686498804078009	-0.15903217963144115	-0.11540223125682071	-0.19082165212523536	-0.06698859491888652	-0.04208627601766459	0.026366828573205693	-0.14993977981464623	-0.05930981447659329	-0.2563909731921222	-0.05526120858802042	-0.048849031105280716	-0.05489932202814799
FabR	0.39706306438753525	0.2395067033830739	0.27863568766928093	0.36641579634833843	0.2253592006830609	0.24175718542728059	0.17956924190420184	0.24587364504582954	0.2976347320625838	0.3267100553573347	-0.014424572097415338	0.21023912785339072	0.1979123669077359	0.20979807860854618	0.1292896279919254	0.0771214185953147	0.08226699311850089	1.0	0.26422807900435963	0.2017461026513845	0.2682879938479285	0.1633182735749303	0.05195899372918446	0.048102640075543816	-0.03754007610926712	0.014922166117239937	-0.04986683705492194	-0.026253739023245556	-0.12114718039479562	0.05672006378250618	0.03463367467529163	0.03541399257001657	-0.03222486726114073	0.11981272370526601	0.20263951009606956	0.06342627409514223	-0.36976324702715846	-0.3473488982250595	-0.43104647415055614	-0.4395394993525623	-0.37090545148175585	-0.3401111670276108	-0.31992468235972654	-0.3614737830150805	-0.4085755805734771	-0.32041096742455516	-0.3752820170652131	-0.3563395174468903	-0.1874289656264313	-0.23673600940905057	-0.2767923280049307	-0.15422587375813537	-0.35450746673753614	-0.33088305975086374	-0.1562388677474258	-0.20052473551181504	-0.06801770982352376	-0.1774544673199473	-0.30339099015555465	-0.26302932977478216	-0.20632622942477	-0.2839395875624113	-0.28130460104834015	-0.3772950110545035	-0.2900124963952706	-0.2807843891185235	-0.3448043833509565	-0.20171217578639647	0.0760470678706934	-0.0014305828069957195	0.06046332788618668	-0.12832836681726426	-0.10500930161548422	0.061560296520799994	0.1175509327060633	-0.021684921204856066	0.07224725899203284	0.10179755839661636	0.008905802059360705	-0.12634929969296188	-0.15945061096629365	-0.12368038631390266	0.01320320495784587	0.023709224149142498	0.18699922533658278	0.026004942013333258	0.14131104715268786	0.15836495128667635
MetJ	0.3165659227259105	0.38931643021526596	0.4208684146541439	0.21377883076714296	0.2144121322469197	0.20277521755602174	0.2566284612470385	0.17882285087446495	0.16163323928052428	0.13501195921990827	-0.03265460755098925	0.33480726713448045	0.14109617700776358	0.28788641285602	0.13555478905971693	0.10408196730581111	0.17364334948629073	0.26422807900435963	1.0	0.14119795760272771	0.20891598011885712	0.10196719272155656	0.16908584062289725	0.06948787397300553	-0.05927588761160525	0.11288033429270969	0.005411334965592505	-0.08902974820611702	-0.08898451238613296	-0.04655331324108996	0.05526120858802042	-0.06617435015917354	0.06386732333998676	0.09453720928917564	0.04702828935092253	0.018122600381111784	-0.37540641557016924	-0.3009369469214197	-0.31293574817219016	-0.3679651231827923	-0.321926367394021	-0.25661715229204246	-0.3342418193846798	-0.385211279551713	-0.33074735229091157	-0.3440919191862076	-0.4439839186659957	-0.3614850919700765	-0.29677525148288675	-0.2935974351290069	-0.3366506267988307	-0.32259359573878577	-0.23907696309322538	-0.19587675500845345	-0.09411877795432314	-0.1433466590519703	-0.2536428971280909	-0.2485877942448728	-0.2297696931315062	-0.270402768432183	-0.06694335909890246	-0.21735246054588325	-0.3427009177216979	-0.26317634618973035	-0.2757292862353054	-0.2898541710253264	-0.366913390368163	-0.11691763122628654	-0.08325087220315407	-0.2415083884173683	-0.027169764377922657	-0.15890778112648501	-0.24526296147604482	-0.05673137273750219	-0.11326483876257415	-0.02070104212020288	0.08664355870195814	0.13400546222526308	-0.11874968193564074	-0.005535733470548654	0.009211143844253072	-0.10785915827447964	-0.12288875946418171	0.008362972219552052	0.05761347122719125	0.0423463819825729	-0.011303300518515587	-0.07411323656637508
GlcC	0.19047107452035894	0.13033005185155866	0.3682026112377086	0.2600550746108306	0.24145184364238823	0.13513635772486443	0.20904037862381328	0.33382338804982725	0.26342514319964266	0.2440755212014634	-0.00753741850484306	0.18027039711395468	0.15899825276645313	0.18563084178206513	0.2960967141831259	0.22785847973717988	0.0493353161701093	0.2017461026513845	0.14119795760272771	1.0	0.28557938603683325	0.16292246015006984	-0.09510265703897632	0.005908928985417103	0.13913972779345324	0.25146026881386024	-0.04706221621591057	0.0649756009295961	0.0015210544469638283	0.015069182532188113	0.08465318262265975	0.24781878530514387	0.08059326777909087	0.11370588800741867	0.13507981294988436	-0.016810761601574208	-0.29013689490022676	-0.31535586454133707	-0.23315107067531424	-0.2549886627726165	-0.1915001894249962	-0.1762896449553579	-0.18445471046247972	-0.2686385714528049	-0.2832949771276385	-0.28037726673866703	-0.34206761624192117	-0.16857693764807663	-0.20077353252172733	-0.25602908663224977	-0.285330589026921	-0.2989126439771333	-0.14125450237770779	-0.20872372788392488	-0.17043160626742285	-0.13333823388049829	-0.09574726747374909	-0.1720487868318528	-0.0837710841329707	-0.12380478481885882	-0.20306925038591808	-0.2867668263114147	-0.14246456056228124	-0.23889601981328915	-0.3641426963941397	-0.29178800232964475	-0.35127310560867625	-0.019004698870800845	-0.062453703965485066	0.05832593539194011	-0.23903172727324132	-0.11457667754211172	-0.1238726385488349	0.08449485725271556	-0.07224725899203284	-0.08647392437701794	-0.20339721008080247	-0.18956635812067785	-0.044449847611831426	-0.11815030732085202	-0.0759565962307253	-0.08175809014368027	0.16443786011953565	0.03224748517113276	0.06706775760385862	-0.03617169255474948	0.14712385002063885	-0.07711010964031868
HrcA	0.34531328632577707	0.34643287287038244	0.48406285517186787	0.5237346692978835	0.16227784971529705	0.133937608495287	0.24469751372624413	0.29579137239823355	0.2669874640233869	0.220462423169787	0.12103409084483548	0.07817315140994396	0.2406828347026593	0.08737864077669903	0.15579781850258126	0.21874346201039294	0.08606680199716145	0.2682879938479285	0.20891598011885712	0.28557938603683325	1.0	0.1903466760154028	0.03863704474388044	0.059038399556688964	0.18948719543570577	0.3623219546397815	-0.022374767459612893	0.042674341677457296	0.0075148005948510324	0.10369746283594665	0.13648212336939006	0.08208604983856467	0.024150273393987027	0.04191664169272438	0.23164697966084444	0.11108221044834352	-0.4175661997953079	-0.3265404210323945	-0.35134095933865234	-0.4319285726402452	-0.3654884620386653	-0.41616388937580223	-0.3223900345488575	-0.43023222939084316	-0.3902663824349311	-0.36379211878926326	-0.36395044415920746	-0.324436955403136	-0.26143476712034425	-0.3251946553878689	-0.23747109148379145	-0.2560403955872458	-0.17441235842601965	-0.25312268519827424	-0.23816093773854827	-0.13731898603909506	-0.10151483452171602	-0.21727329786091115	-0.16943641822777367	-0.3247083703230403	-0.2077398487992717	-0.3509338369587958	-0.34320982069651856	-0.35285635930811815	-0.4770513030743394	-0.44894854990924565	-0.44086264708709594	-0.1109012671684073	0.20769461297928765	0.01814521829110381	-0.11207739848799271	-0.28323843235265844	0.06956703665797762	0.18533680895216878	-0.07289186942680562	0.03747222237929104	0.005038139450724056	-0.0019055589168282905	-0.029714279252025716	-0.1028266733012536	0.08542219156238867	-0.20803388162916805	-0.026253739023245556	0.1566572990822783	0.23240467964557734	-0.03807159699407976	-0.05830331748194808	-0.009527794584141453
PrpR	0.15450859763303573	0.18193281349836868	0.222973011178902	0.20277521755602174	0.07537983952592861	0.12966282350679387	0.29048747250510315	0.13624463531447376	0.21374490390215492	0.17406178082114324	0.10266834793130941	-0.13407331595523916	-0.11617124019654963	0.12358991467393456	-0.06330187559018609	0.04356774912214237	0.10071189871699905	0.1633182735749303	0.10196719272155656	0.16292246015006984	0.1903466760154028	1.0	0.14019146060808252	0.18287145676303782	0.041780934232772224	0.14698814256068668	0.16141836913560004	-0.08613465572713754	-0.23498312138466845	-0.2814742353732803	-0.0741245455213711	0.22015708138489462	0.02044093615529457	0.18483921493234418	-0.022374767459612893	-0.08674533929692227	-0.3081407512538804	-0.17127977789212387	-0.26807312370300423	-0.32108950472431597	-0.26370786707454297	-0.22136713956946807	-0.2686611893627969	-0.2268746006525267	-0.28407529502236345	-0.23581998405437346	-0.2989804977071094	-0.17218449429180496	-0.02559781963347677	-0.11835386851078027	-0.1405194203029669	-0.12296792214915381	-0.07711010964031868	-0.14662625600081425	-0.1516587409740403	-0.1671293914085869	-0.11035843732859865	-0.04511707595659623	-0.11692894018128255	-0.10433076431572341	-0.1449299127514122	-0.2423339421320773	-0.15934883037132955	-0.12589694149312133	-0.17641404346031406	-0.12291137737417374	-0.12076267592493116	0.12349944303396644	0.03475807318024778	0.006236888680301497	0.011665187078388022	-0.1535812633233626	-0.055555241417916776	0.273716292246015	0.07159133960226405	0.10273620166128548	0.09097488846543135	-0.042810049137409455	0.12301315796913787	-0.08742387659668309	0.02356220773419432	-0.20001583253699443	-0.1328632577706657	-0.12956104291182974	-0.08249317221842116	0.07621670219563362	0.06374292483503062	-0.01943443916064936
NorR	0.3014684678062324	0.22135583061447206	0.24893837184974923	0.050601919129662824	0.15098020367427947	0.11350232681749042	0.15186230216396854	0.06485120242463994	0.2505329345041871	0.1049075210205201	-0.027757830037715366	-0.11900978790054904	-0.09233196306495298	0.052908945948849595	-0.000638955957274768	0.03250759113604108	0.1545764513630118	0.05195899372918446	0.16908584062289725	-0.09510265703897632	0.03863704474388044	0.14019146060808252	1.0	0.17799729715975596	-0.012863936307965462	-0.03722342536937874	0.12200666097449266	0.0061803439053214285	0.1657949347190573	0.045411108786492585	0.08916545566606918	-0.03807159699407976	-0.05669744587251415	-0.10863947616920458	-0.21433296956194764	-0.08191641551362447	-0.42624016827725036	-0.1840362791276272	-0.16901798689292116	-0.2516751389587845	-0.3238262718333512	-0.2500014136193745	-0.2689439132376973	-0.34031472821753905	-0.24747951665526347	-0.2473325002403153	-0.2773917026197194	-0.11483678350702003	-0.06793854713855166	-0.19732430124794317	-0.1429960814470939	-0.2059191070449135	-0.08898451238613296	0.02220513313467269	-0.028515530022448277	-0.10808533737439992	-0.14321095159201813	-0.11213394326297278	-0.1086507851242006	-0.1396033949482898	-0.08007305584927425	-0.08297945728324974	-0.22150284702942025	-0.24749082561025948	-0.08500376022753617	-0.12106801770982352	-0.0437600013570746	-0.024523468908855477	-0.06416135616988312	0.07367218732153055	0.10534857026536464	0.03290340456090155	-0.02647991812316583	-0.03707640895443057	-0.06768975012863937	-0.13713804275915883	0.23303798112535412	0.08029923494919453	0.04035600590327451	0.09761324504809134	-0.029985694171930043	-0.10725978365969092	-0.1606493601958711	-0.20088662207168748	0.08299076623824575	-0.0025388603966050517	-0.08483412590259597	-0.07380789478148271
VanR	0.14860532312511662	0.14438708291160354	0.1366178308293422	0.012615139298053163	0.122300693804389	0.15081056934933929	0.12905213993700912	-0.041011925293043296	0.18366308361275877	0.028221497192551924	-0.026740024088074143	0.0962561704485697	0.030223182226846328	0.15969940797620596	0.004246512601003104	-0.034237861250431156	0.15194146484894064	0.048102640075543816	0.06948787397300553	0.005908928985417103	0.059038399556688964	0.18287145676303782	0.17799729715975596	1.0	-0.1187157550706527	-0.0029120559114735	-0.040763128283131	0.13049968617649885	-0.0722924948120169	-0.08442700352273948	0.011653878123392008	0.02465917636880764	0.05546476977794867	0.17000186597757433	0.0353574477950365	0.04681341920599827	-0.2138919203171031	-0.08242531848844507	-0.11026796568863054	-0.15863636620658067	-0.17075956596230726	-0.11009833136369034	-0.10598187174514138	-0.14813034701528405	-0.11265415519278942	-0.16878049883800486	-0.15223549767883698	-0.07858027378980045	0.01128068260852356	-0.0772910529202549	-0.07715534546030274	-0.055170736948052315	0.0016567619069159914	0.05157448925931999	-0.17910557474936528	-0.22857094390192875	-0.2217968798593166	-0.04186009691774432	0.0005484843173066593	-0.10581223742020118	-0.04988945496491397	0.026219812158257517	-0.05150663552934391	-0.15332115735845428	-0.16415513624463532	-0.06083652340105512	-0.19767487885281962	-0.08541088260739266	-0.003997715591090805	0.10869602094418465	0.03443011348536339	-0.025518656948504675	0.06728262774878288	0.1853594268621608	-0.10154876138670406	-0.20185919220134463	0.30030364544164295	-0.023166394309333847	-0.004517927520907431	0.028764327032360575	-0.05694624288242645	-0.15395445883823106	0.04243685362254101	0.004823269305799798	-0.05220779073909675	-0.10350521060101442	-0.051054277329503364	-0.06521308898451239
FnrN_FixK	0.15742630802200722	0.09273908544480947	0.26527981181898885	0.3316746866005847	0.10592532697016133	-0.0022222096567166712	0.14814165597028006	0.17859667177454466	0.1235446788539505	0.20602088763987764	0.16266235418516153	0.12510531464340038	0.15667991699227032	0.040627420823178835	0.11810507150086796	0.1169741760012666	0.18688613578662264	-0.03754007610926712	-0.05927588761160525	0.13913972779345324	0.18948719543570577	0.041780934232772224	-0.012863936307965462	-0.1187157550706527	1.0	0.22300693804389005	0.008962346834340773	0.07543638430090867	0.33050986423599527	0.004235203646007091	0.03696331940447043	0.157234055787075	0.041950568557712425	0.011325918428507614	-0.03214570457616864	0.021176018230035454	-0.14373116352183476	-0.15411278420817523	-0.19645351171325015	-0.09636925999852984	-0.10387840611588287	-0.19709812214802291	-0.15916788709139332	-0.23557118704446114	-0.19869268480246083	-0.19404470429909923	-0.16852039287309656	-0.22017969929488665	-0.15626148565741782	-0.19249537746464537	-0.17227496593177308	-0.2724044534664774	-0.1317889070460444	-0.17990851055408225	-0.04739017591079496	-0.08908629298109708	-0.0882720482213841	0.025337713668568455	-0.20632622942477	-0.07664644248548214	-0.22324442609880635	-0.09544192568885672	-0.13714935171415485	-0.12489044449847612	-0.125625526573217	-0.14004444419313433	-0.27093428931699565	-0.009278997574229153	-0.08575015125727307	-0.021266489870003562	-0.26727018789828727	-0.0012835663920475427	-0.09480862420907996	0.04568252370639691	-0.15734714533703514	-0.2831253428026983	-0.11234881340789704	-0.02559781963347677	-0.07913441258460512	0.050047780334858155	-0.06517916211952435	-0.17597299421546952	-0.20768330402429164	0.02081413167016302	-0.09602999134864942	-0.06977059784790586	-0.17308921069148606	0.01937789438566929
QorR	0.25602908663224977	0.07018902918275836	0.12810218771734397	0.24510463610610062	0.017195266071438668	0.037574002974255165	0.10884303735913282	0.13382451894532685	0.1790490299743852	0.07614884846565753	0.15801437368179994	0.10314332404114197	-0.06257810247044122	-0.005942855850405143	0.07325375598667805	0.03573064330990495	0.0812039513488756	0.014922166117239937	0.11288033429270969	0.25146026881386024	0.3623219546397815	0.14698814256068668	-0.03722342536937874	-0.0029120559114735	0.22300693804389005	1.0	0.1583988781516644	0.11945083714539358	0.11286902533771367	0.09506873017398827	0.13624463531447376	0.14922731564989736	-0.17333800770139834	-0.12822658622230013	0.041419047672899785	0.11534568648184064	-0.11050545374354682	-0.13872129645860073	-0.16243617508524125	-0.21101944574811565	-0.07652204398052598	-0.147270866435587	-0.06834566951840815	-0.19904326240733725	-0.18178579708342052	-0.13737553081407514	-0.1347066174350159	-0.11861397447568857	-0.054763614568195826	-0.13666306664932626	-0.07258652764191324	-0.11335531040254225	-0.12234592962437306	-0.22573239619792934	-0.18076799113377928	0.0320326150262085	-0.11160242237816015	-0.01332760346280202	-0.11200954475801664	-0.06434229944981934	-0.17808776879972407	-0.2255514529179931	-0.08941425267598148	-0.0755381648958728	-0.18590225670196944	-0.3747052603604164	-0.3365262282938745	-0.015872118336905078	0.046994362485934485	-0.05439041905332738	-0.19180553120988855	-0.23116069459601585	0.12106801770982352	0.030822556841635047	-0.04550158042646069	0.058054520472035784	-0.09315751677966197	-0.027972700182639622	-0.15509666329282842	-0.12634929969296188	0.030471979236758626	-0.14611735302599363	-0.029906531486957946	-0.04352251330215831	-0.0841103527828511	-0.05253575043398115	-0.034520585125331495	0.07168181124223216
