	LldR	NrdR	CcpA	NiaR	Rex	MetR	KdgR	SahR_SamR	FUR	NagC	IscR	RbkR	ArgR	MntR	NrtR	ThiR	Zur	NsrR	Phr	BirA	PhrR	ModE	NadQ	XylR	AraR	CzrA	HutC	PhnF	AgaR	GulR	NagR	GguR	Irr	SiaR	PurR	HrcA	LiuR	CsoR	FabR	MerR	BioQ	FadP	FruR	GntR	NnrR	NtrC	AcnR	CueR	ZntR	PdxR	NifA	NmlR	PaaR	FixJ	RbsR	PhnR	NorR	PhsR	FnrN_FixK	HcpR	GlcC	DasR	FadR	QorR	PrpR	NagQ	NarP	LiuQ	SdaR	LexA	SoxR	HisR	HypR	PsrA	TyrR	HexR	TrpR	NikR	CadR-PbrR	ExuR_UxuR	TtrR	CblR	PdhR	MetJ	AmtR	VanR	LtbR	RutR
HutC	0.2997565173586331	0.3792242139288863	0.05455270559590277	0.2526552201838714	0.3566600898366987	0.4556693673649301	0.3935393140506276	0.5017631501616221	0.4785903194660174	0.4810041559968095	0.49275849040762354	0.4480920196465304	0.5701691784559842	0.5321984803324797	0.5295957348557995	0.5089207002224928	0.5335838126023257	0.5868771252256413	0.5539230091096091	0.48222156920364384	0.40065488434574537	0.5063599345115655	0.36400654884345746	0.3747533688762017	0.6074052306788128	0.6046765459048739	1.0	0.45976239452583856	0.3046891398345997	0.33594307543763907	0.3614457831325301	0.36686117291465514	0.3259518911884472	0.419797657529071	-0.5274337769195248	-0.3164854540111666	-0.4300827001385332	-0.15805381805969523	-0.27278451786239033	-0.3794551026405273	-0.39960539020192265	-0.45432601486083707	-0.39708660425674824	-0.3896561857184837	-0.4292640947063515	-0.47160068846815834	-0.4691028924058604	-0.47000545736954785	-0.3361529742664036	-0.3537634859997481	-0.3022753033038076	-0.312245497670123	-0.36541287099617986	-0.2450568825825952	-0.5461357625624449	-0.25762982242559085	-0.22753033038075648	-0.1824230720792578	-0.337097518995844	-0.3274631627555518	-0.32229965156794427	-0.505835187439654	-0.30372360522228287	-0.08985768859409765	-0.05253767683976324	0.07812434406616012	0.029952562864699214	-0.2735191637630662	0.010914739095755846	-0.06993828974434323	-0.1179841316485454	0.022836992569581462	0.08683514545988834	-0.042147684815918726	0.1460476050543638	0.2396205029175937	0.40468494185802445	0.046576550102850424	0.21758112589731748	-0.05747029931572982	0.09399269552075899	-0.27232274043910837	-0.023634608118886697	-0.0467234792829856	0.02495697074010327	-0.017106754544309644	-0.1939884975441837	-0.13357961462575038
PhnF	0.318353553587171	0.31539398010159103	0.2595608916502246	0.22075059821166199	0.2170353889425297	0.6530372360522229	0.5749338818689391	0.729545359136896	0.5853028840099073	0.665169388354813	0.5976449351412619	0.6215943915032954	0.5715125309600773	0.5798874942277822	0.6247638638176399	0.6399605390201922	0.6275765081230846	0.6439696066495949	0.6299693547710004	0.45776835565257545	0.3527769615045548	0.4821795894378909	0.4299147810755216	0.5208219638134419	0.5196885101381135	0.5888711640989043	0.45976239452583856	1.0	0.5380336677721338	0.4979849712438605	0.5707778850594014	0.5222702657319173	0.4685151756853197	0.47783468368246507	-0.564417950547836	-0.5920196465303723	-0.7028462281180471	-0.43381889929054196	-0.5435540069686411	-0.3501532261449981	-0.4382267746945972	-0.516980815247051	-0.40798035346962763	-0.5407623525460727	-0.6099659963897401	-0.6498467738550019	-0.5493682045254188	-0.6212375634943957	-0.2738130221233365	-0.5188908945888082	-0.3145543847865329	-0.5405734436001847	-0.417992527601696	-0.35405734436001846	-0.5425255027076948	-0.2321690944964527	-0.25844842785777256	-0.4281726207967759	-0.17068972755132025	-0.20769489106250788	-0.06129045799924437	-0.2596658410646069	-0.38487049242265226	-0.11703958691910499	-0.014881826959405566	-0.07025313798749003	-0.0582469249821586	-0.1484404517022795	-0.18565551404223166	-0.344318038705344	-0.18641114982578397	0.02967969438730532	-0.0990512572939843	-0.006821711934847404	-0.1017169724192939	0.008144074556063977	-0.03635447714201755	0.04155996809537803	0.1070064229041602	0.12207715880945384	-0.04269342177070652	0.11863481801771546	0.14218546660509634	-0.023823517064774778	-0.1431929809831661	-0.07134461189706562	-0.028840099072247178	-0.159292221149406
AgaR	0.2310776205868771	0.2004533814701314	0.39316149615885143	0.4288442970488225	0.20910121321523026	0.7781999076445153	0.7682926829268293	0.8170521808488309	0.795999328323748	0.7867637798581084	0.635132865958608	0.7227026573191722	0.6836614751689686	0.6596070693925528	0.6551152344569917	0.7373326056840603	0.6865580790059191	0.6814785273498174	0.6386591662818522	0.4201125057722178	0.5210528525250829	0.44068259099114226	0.5672515847361572	0.5636833046471601	0.5386843541413039	0.5810629276688636	0.3046891398345997	0.5380336677721338	1.0	0.6852357163847026	0.4237647453927207	0.5766760421476849	0.4992233743335712	0.561185508584862	-0.5560639771630075	-0.6426262541455019	-0.7481633852483103	-0.5116074052306788	-0.5276436757482893	-0.4526888039964737	-0.42437345199613785	-0.5172117039586919	-0.46897695310860166	-0.7219050417698669	-0.785588346417027	-0.815205071155703	-0.5940346752865119	-0.6458167163427229	-0.4599093237059737	-0.5488644473363838	-0.46729776247848537	-0.5136014441039419	-0.3922589311951639	-0.5498299819487007	-0.4124721884051887	-0.3933504051047395	-0.3630829939968935	-0.43476344401998235	-0.2696780151966752	-0.12575038831283322	-0.16267159229251502	-0.08557575248730112	-0.1958356072373116	-0.37448050039880776	-0.0698123504470845	-0.23615717224297889	-0.36209646950170016	-0.13253012048192772	-0.09296419125981277	-0.3067881281222451	-0.18872003694219386	0.09201964653037235	0.012488980311489862	0.0038411485663909996	-0.05396498887536207	-0.1114772679568448	-0.0600100751437807	-0.06496368750262374	0.022270265731917215	0.038243566600898365	0.21615381386171864	0.23852902900801815	0.19260316527433777	-0.06129045799924437	-0.10270349691448721	0.09749800596112673	0.0529154947315394	0.0304563200537341
GulR	0.21088535325972882	0.22572520045338146	0.2952436925401956	0.23737458544981319	0.1906511061668276	0.6252046513580454	0.6341883212291676	0.6690315268040804	0.6846689895470384	0.6403383569119684	0.5717434196717183	0.6193274841526384	0.6114562780739683	0.5956089165022459	0.6290457999244364	0.6218462700978129	0.6194534234498972	0.5800554132907938	0.5418328365727719	0.43188783006590825	0.4332101926871248	0.4898618865706729	0.4018932874354561	0.46547164266823393	0.42915914529196925	0.5728768733470467	0.33594307543763907	0.4979849712438605	0.6852357163847026	1.0	0.4778136937995886	0.3803996473699677	0.4875110196885101	0.432895344443978	-0.5620670836656732	-0.5957348557995047	-0.5928592418454305	-0.35414130389152426	-0.4552915494731539	-0.37991688006380925	-0.38827085344863776	-0.5265522018387138	-0.47552579656605515	-0.5914109399269553	-0.6583056966542127	-0.7354854959909324	-0.46228118047101296	-0.5893749212879392	-0.33268964359178876	-0.3880609546198732	-0.465660551614122	-0.438310734226103	-0.31963393644263466	-0.3318290583938542	-0.5205071155702952	-0.2614919608748583	-0.2497586163469208	-0.29753158977372907	-0.16911548633558623	-0.13156458586961084	-0.15280634734058185	-0.279018513076697	-0.22776121909239747	-0.30363964569077706	0.04754208471516729	-0.15614373871793796	-0.15291129675496412	-0.170815666848579	-0.1944922547332186	-0.21865160992401664	-0.16510641870618362	0.03895722261869779	0.0022669073506569833	0.017295663490197725	0.12031400864783175	-0.07249905545527056	-0.0031904621972209395	-0.17501364342386969	-0.08505100541538978	0.007892195961546535	0.19531086016540028	0.13097686914907014	0.12709374081692623	-0.052453717308257417	-0.04445657193232862	0.17484572436085807	-0.06343142605264263	0.16464464128290165
NagR	0.41851727467360733	0.4172159019352672	0.20288820788380002	0.12419713697997566	0.10883254271441166	0.45564837748205367	0.3914613156458587	0.4558582763108182	0.39446286889719157	0.4636665127408589	0.49504638764115694	0.4498551698081525	0.40460098232651864	0.3892573779438311	0.44754628269174257	0.3931824860417279	0.45107258301498676	0.5091096091683809	0.4183493556105957	0.309978590319466	0.3542252634230301	0.35176944712648506	0.403320599471055	0.31954997691112885	0.4568448008060115	0.4894630787960203	0.3614457831325301	0.5707778850594014	0.4237647453927207	0.4778136937995886	1.0	0.3630829939968935	0.3820578481172075	0.21821082238361109	-0.4040552453717308	-0.5247890516770917	-0.4951513370555392	-0.4304395281474329	-0.43239158725494314	-0.24772259770790478	-0.38394693757608833	-0.3787834263884807	-0.22054069938289744	-0.3675748289324546	-0.4921497838042064	-0.5413500692666134	-0.3842198060534822	-0.5290919776667646	-0.15312119558372864	-0.27929138155409095	-0.23525460727929137	-0.35239914361277863	-0.4734687880441627	-0.20423156038789303	-0.4566139120943705	-0.24692498215859957	-0.12988539523949455	-0.17467780529784643	-0.14462029301876494	-0.18857310776205868	-0.040783342428949244	-0.25502707694891064	-0.11166617690273288	-0.11435288191091894	-0.02518785945174426	-0.23951555350321146	-0.20746400235086687	-0.17362831115402377	-0.22030981067125646	-0.24043910834977542	-0.2531379874900298	-0.04332311825700012	-0.18347256622308047	-0.19533185004827672	-0.15967003904118215	0.06070274127870366	-0.04878048780487805	-0.020549095336048026	-0.0564417950547836	-0.017421602787456445	0.06063977163007431	0.04735317576927921	0.20681331598169683	0.004911632593090131	-0.11034381428151631	0.1040678393014567	0.13485999748121405	0.017652491499097436
GguR	0.1356576130305193	0.09395071575500609	0.032765207170143994	0.04739515553503212	-0.1179841316485454	0.5440787540405525	0.44427186096301585	0.49284244993912935	0.4482179589437891	0.4520171277444272	0.37655849880357667	0.4267662986440536	0.32576298224255906	0.3221317325049326	0.34224004030057514	0.3512866798203266	0.41238822887368287	0.41406741950379916	0.41935686998866545	0.050186809957600435	0.23873892783678266	0.34801225809159986	0.25830149867763735	0.25620251038999203	0.37221359304815077	0.34322656479576846	0.36686117291465514	0.5222702657319173	0.5766760421476849	0.3803996473699677	0.3630829939968935	1.0	0.5486545485076193	0.4924436421644767	-0.5575542588472356	-0.45401116661769025	-0.6602157759959699	-0.346584946056001	-0.5712816422484362	-0.11481465933420092	-0.2579236807858612	-0.2143276940514672	-0.17671382393686244	-0.5288400990722472	-0.5622140128458083	-0.5629276688636078	-0.3397002644725242	-0.35470803072918855	-0.22547332185886404	-0.5149867763737879	-0.20282523823517065	-0.3256580328281768	-0.30080601150245584	-0.2961462575038831	-0.34341547374165654	-0.18874102682507032	-0.11038579404726921	-0.3818689391713194	-0.17222198900130137	-0.023088871164098905	0.017022795012803828	0.027349817388018977	-0.19121783300449183	-0.2646194534234499	-0.22012090172536838	-0.14548087821669956	-0.3862348348096218	-0.13811342932706436	-0.30315687838461863	-0.4395701271986902	-0.3675748289324546	-0.07657109273330255	-0.16831787078628102	-0.2749254859157886	-0.12816422484362539	0.0020150287561395406	-0.038180596952269004	-0.09865244951933168	0.16342722807606733	-0.09411863481801772	0.3195079971453759	0.026888039964736998	0.1469921497838042	-0.03555686159271231	-0.031736702909197764	0.06225599261156123	0.04487636958985769	0.07634020402166156
Irr	0.12379832920532303	0.14556483774820536	0.1193904538012678	0.29501280382855466	0.21071743419671718	0.5168548759497922	0.521241761470971	0.497082406280173	0.4896519877419084	0.5214306704168591	0.5215356198312413	0.5509844255069056	0.44420889131438646	0.463393644263465	0.46857814533394904	0.4168170941606146	0.4666890558750682	0.5065278535745771	0.4892112002015029	0.3500692666134923	0.28819109189370723	0.45682381092313507	0.4202384450694765	0.463855421686747	0.43297930397548384	0.5028756139540741	0.3259518911884472	0.4685151756853197	0.4992233743335712	0.4875110196885101	0.3820578481172075	0.5486545485076193	1.0	0.4431593971705638	-0.5579950463876412	-0.4662062885689098	-0.55285252508291	-0.2936694513244616	-0.42420553293312624	-0.3914613156458587	-0.33573317660887453	-0.4039293060744721	-0.30466814995172325	-0.5245791528483271	-0.5188069350573024	-0.5793627471558709	-0.3200327442172873	-0.4356030393350405	-0.23758448427857773	-0.42342890726669746	-0.3931195163930985	-0.46880903404559005	-0.47267117249485746	-0.4497712102766467	-0.5354938919440829	-0.25343184585030015	-0.08165064438940431	-0.31900423995634103	-0.2793963309684732	-0.17358633138827084	-0.15270139792619958	-0.1674572855883464	-0.19117585323873892	-0.23156038789303557	-0.1613072499055455	-0.03205155115234457	-0.1623987238151211	-0.24165652155660972	-0.13353763485999748	-0.343205574912892	-0.33856681079719575	0.006947651232106125	-0.06836404852860921	-0.20973090970152386	-0.05553923009109609	0.010327022375215147	-0.06777633180806851	-0.2222828596616431	0.04418370345493472	-0.08461021787498425	0.232043155199194	0.08536585365853659	0.32677049662062885	-0.08301498677637378	-0.0071575500608706604	0.11955837286427942	0.012279081482725326	0.10885353259728811
SiaR	0.3238948826665547	0.23817220099911843	0.12421812686285211	0.14548087821669956	0.18466898954703834	0.6036270517610511	0.5857016917845599	0.5728139036984173	0.5826581587674741	0.5911380714495613	0.5082910037361992	0.46018219218336764	0.5008605851979346	0.5387053440241804	0.5147139078963939	0.5073254691238823	0.5624449015574493	0.5136014441039419	0.526426262541455	0.3875781873137148	0.2892195961546535	0.44838587800680074	0.3925108097896814	0.3991016330128878	0.40395029595734855	0.4603081314806263	0.419797657529071	0.47783468368246507	0.561185508584862	0.432895344443978	0.21821082238361109	0.4924436421644767	0.4431593971705638	1.0	-0.5106628605012384	-0.47963981360984004	-0.6147306998026951	-0.3207883800008396	-0.3925947693211872	-0.274064900717854	-0.30559170479828723	-0.37445951051593135	-0.2732462952856723	-0.5539439989924856	-0.5384954451954158	-0.6226019058813652	-0.49206582427270057	-0.47340581839553336	-0.3374123672389908	-0.47258721296335165	-0.3648461441585156	-0.3240418118466899	-0.296880903404559	-0.3010788799798497	-0.4016204189580622	-0.41824440619621345	-0.2123336551782041	-0.3634398220057932	-0.29052096889299356	-0.2576508123084673	-0.24136266319633937	-0.14331892028042484	-0.22135930481507912	-0.35934679484488474	-0.19942487720918517	-0.1674992653540993	-0.1463204735317577	-0.14587968599135218	-0.11418496284790731	-0.31102808446328867	-0.2521094832290836	-0.014126191175853238	0.047940892489819906	-0.0304563200537341	0.08091599848872844	-0.07558456823810923	0.0636203349985307	-0.13290793837370388	0.16149615885143362	0.006926661349229671	0.13017925359976493	0.105285252508291	0.20404265144200495	-0.004869652827337223	-0.15400277066453968	0.15303723605222283	-0.02170353889425297	0.02046513580454221
PurR	-0.3575206750346333	-0.24675706309558793	-0.1510222072960833	-0.22224087989589017	-0.23309264934301666	-0.5294697955585408	-0.48026951009613367	-0.6151085176944713	-0.5627177700348432	-0.5024977960622979	-0.4861676671844171	-0.5212207715880945	-0.4812350447084505	-0.48113009529406825	-0.4575794467066874	-0.49441669115486336	-0.49485747869526886	-0.5158053818059696	-0.4588178497963981	-0.27217581125897317	-0.31136392258931195	-0.48963099785903197	-0.41347970278325846	-0.3454095126149196	-0.5320095713865917	-0.5528315352000336	-0.5274337769195248	-0.564417950547836	-0.5560639771630075	-0.5620670836656732	-0.4040552453717308	-0.5575542588472356	-0.5579950463876412	-0.5106628605012384	1.0	0.5147768775450233	0.6594181604466647	0.36671424373451994	0.5073674488896351	0.3534906175223542	0.3541622937744007	0.35859115906133243	0.293270643549809	0.4455942235842324	0.5394190000419797	0.5884093866756224	0.3885227320431552	0.35854917929557956	0.36110994500650684	0.27954326014860836	0.36568573947357375	0.4508836740690987	0.40210318626422065	0.38428277570211156	0.566873766844381	0.28726753704714325	0.1871248058435834	0.39498761596910287	0.1927710843373494	0.23069980269510096	0.014294110238864868	0.11154023760547416	0.09613366357415726	0.17434196717182318	-0.015007766256664288	0.009571386591662819	0.18790143151001218	0.18292682926829268	0.20624658914403257	0.35573653499013475	0.2463582553209353	0.0972881071323622	0.10306032492338693	0.20337097518995845	0.08765375089207002	-0.0025817555938037868	-0.012845808320389573	0.1188866966122329	-0.15456949750220395	-0.0643969606649595	-0.06725158473615717	0.08924898199068049	-0.18259099114226943	-0.05346123168632719	-0.09730909701523865	-0.20020150287561395	0.010620880735485496	-0.0526426262541455
HrcA	-0.27931237143696735	-0.1412199319927795	-0.30741782460853867	-0.20505016582007474	-0.14543889845094665	-0.6953108601654002	-0.7009361487762898	-0.6886570672935645	-0.6420175475420847	-0.6396876705427984	-0.5570295117753243	-0.5249149909743503	-0.5503967087863649	-0.5257965660551615	-0.5474791150665379	-0.618152050711557	-0.5518869904705932	-0.5355148818269594	-0.48765794886864533	-0.32716930439528147	-0.43690441207338065	-0.4662482683346627	-0.3795390621720331	-0.5544057764157676	-0.5533352923890684	-0.5466395197514798	-0.3164854540111666	-0.5920196465303723	-0.6426262541455019	-0.5957348557995047	-0.5247890516770917	-0.45401116661769025	-0.4662062885689098	-0.47963981360984004	0.5147768775450233	1.0	0.6396666806599219	0.44093446958565974	0.5183451576340204	0.39943747113891104	0.4435162251794635	0.5419167961042778	0.35447714201754754	0.5658872423491877	0.6573191721590194	0.7155031274925486	0.4276058939591117	0.5809369883716049	0.34263884807522776	0.3806515259644851	0.25185760463456613	0.4109819067209605	0.43642164476722217	0.3028000503757189	0.39555434280676716	0.2933546030813148	0.26749506737752404	0.39605809999580205	0.19772469669619244	0.04135006926661349	0.12791234624910794	0.010683850384114856	0.2117879182234163	0.32790395029595737	0.11160320725410353	0.2658368666302842	0.30376558498803574	0.024642122496956468	0.33153520003358383	0.33069560471852566	0.07902690902984762	-0.13120775786071115	0.09556693673649301	0.19600352630032325	0.06546744469165862	0.0753746694093447	0.19233029679694388	0.036879224213928884	0.082469249821586	0.024935980857226817	-0.07558456823810923	-0.08563872213593048	-0.17476176482935224	-0.09978590319466017	0.0706309558792662	-0.1779942067923261	-0.1137861550732547	0.009172578817010201
LiuR	-0.3771881952898703	-0.2879602031820662	-0.23126652953276522	-0.36851937366189497	-0.09567188615087528	-0.7411947441333278	-0.7261449981109105	-0.7560345913269804	-0.731392468830024	-0.7378153729902187	-0.6658830443726124	-0.6349649468955963	-0.6131144788212082	-0.6314386465723522	-0.6418916082448259	-0.6470551194324335	-0.6684647999664162	-0.699047059317409	-0.6220981486923303	-0.36839343436463623	-0.47265018261198105	-0.5053314302506192	-0.4525208849334621	-0.4678225095503967	-0.6380714495613115	-0.5932370597372066	-0.4300827001385332	-0.7028462281180471	-0.7481633852483103	-0.5928592418454305	-0.4951513370555392	-0.6602157759959699	-0.55285252508291	-0.6147306998026951	0.6594181604466647	0.6396666806599219	1.0	0.4724612736660929	0.5912850006296965	0.3277150413500693	0.4203224046009823	0.4497082406280173	0.41303891524285297	0.6990050795516561	0.6619369463918391	0.7279501280382855	0.6021997397254524	0.62180429033206	0.47042525502707694	0.4870282523823517	0.37070232148104615	0.5117753242936904	0.4261156122748835	0.4337979094076655	0.5427563914193358	0.3385458209143193	0.3423869694807103	0.5060450862684186	0.16040468494185803	0.07205826791486504	0.08876621468452206	0.16309138995004407	0.2569791360564208	0.19753578775030436	0.07986650434490576	0.21909239746442216	0.28550438688552116	0.12852105285252508	0.22171613282397884	0.44769321187187777	0.33594307543763907	-0.045988833382309725	0.008311993619075605	0.02075899416481256	0.07115570295117753	0.14210150707359054	0.12100667478275472	0.16802401242601067	-0.041161160320725414	-0.09602871415977499	-0.17341841232525923	-0.12222408798958902	-0.22301750556231897	0.06278073968347257	0.10826581587674741	-0.0866252466311238	-0.008123084673187524	-0.004051047395155535
CsoR	-0.15517820410562108	-0.20469333781117502	-0.29364846144158513	-0.11420595273078377	-0.07535367952646824	-0.434700474371353	-0.42464632047353174	-0.4504218966458167	-0.4989085260904244	-0.460476050543638	-0.3972965030855128	-0.41941983963729484	-0.38768313672809707	-0.3519163763066202	-0.3316611393308425	-0.43608580664119895	-0.4080013433525041	-0.39379119264514506	-0.41014231140590235	-0.27060157004323915	-0.2770874438520633	-0.3408966877964821	-0.39007598337601274	-0.4664161873976743	-0.4026699131018849	-0.48799378699466855	-0.15805381805969523	-0.43381889929054196	-0.5116074052306788	-0.35414130389152426	-0.4304395281474329	-0.346584946056001	-0.2936694513244616	-0.3207883800008396	0.36671424373451994	0.44093446958565974	0.4724612736660929	1.0	0.42109903026741113	0.3032828176818773	0.17457285588346416	0.22975525796566054	0.13807144956131145	0.34996431719911003	0.4927165106418706	0.4802065404475043	0.30080601150245584	0.48438352713991856	0.38768313672809707	0.35863313882708536	0.2309516812896184	0.39700264472524244	0.42519205742831956	0.24719785063599345	0.3469627639477772	0.22144326434658496	0.024810041559968094	0.39391713194240374	0.09288023172830695	0.13811342932706436	0.07917383820998279	-0.020087317912766047	-0.15209269132278241	0.23084673187523613	0.025922505352420133	0.35170647747785566	0.2919692708114689	-0.02092691322782419	0.16346920784182023	0.3527559716216784	0.2273414214348684	0.12868897191553672	0.17134041392049032	0.12058687712522564	0.06515259644851182	0.061185508584862096	0.23850803912514168	0.0357877503043533	0.0591494899458461	-0.0031484824314680325	0.021199781705218086	-0.0913689601612023	-0.17230594853280717	0.024453213551068383	-0.012845808320389573	-0.05033373913773561	-0.18506779732169096	-0.16812896184039294
FabR	-0.11223290374039713	-0.14245833508249023	-0.21392888627681458	-0.14350782922631292	-0.05996809537802779	-0.541790856807019	-0.4854120314008648	-0.5309810671256454	-0.5080181352588052	-0.4891062507871206	-0.4316359514713908	-0.4202174551866001	-0.35176944712648506	-0.38971915536711305	-0.40126359094916253	-0.4049997901011712	-0.3712690483187104	-0.3737668443810084	-0.31436547584064484	-0.14946895596322574	-0.18005121531421855	-0.2804248352294194	-0.28451786239032784	-0.3040384534654297	-0.312014608958482	-0.31354687040846313	-0.27278451786239033	-0.5435540069686411	-0.5276436757482893	-0.4552915494731539	-0.43239158725494314	-0.5712816422484362	-0.42420553293312624	-0.3925947693211872	0.5073674488896351	0.5183451576340204	0.5912850006296965	0.42109903026741113	1.0	0.15312119558372864	0.18781747197850637	0.2531379874900298	0.17824608538684353	0.5452751773645103	0.553964988875362	0.5713656017799421	0.4691868519373662	0.3553377272154821	0.2267956844800806	0.31778682674950676	0.1286050123840309	0.3886486713404139	0.21890348851853406	0.3052138869065111	0.31732504932622474	0.33468368246505187	0.3056126946811637	0.3967927458964779	0.0845472482263549	-0.018492086814155578	0.017358633138827087	-0.05700852189244784	0.10448763695898577	0.07810335418328365	0.24715587087024055	0.20950002098988288	0.2066034171529323	0.01437806977037068	0.25068217119348474	0.4305864573275681	0.16936736493010368	0.09915620670836657	0.3874102682507032	0.23808824146761262	0.1709416061458377	0.22673271483145124	0.2211913857520675	0.12904579992443643	0.0845892279921078	-0.026447252424331474	-0.36364972083455777	-0.11991520087317913	-0.24589647789765334	-0.01483984719365266	-0.003400361025985475	-0.02210234666890559	-0.13496494689559632	-0.21749716636581168
MerR	-0.055728139036984176	-0.18408127282649764	-0.49492044834389826	-0.48272532639267873	-0.5963855421686747	-0.5649426976197472	-0.6190965954409975	-0.6424793249653666	-0.6751815624868813	-0.6370849250661181	-0.5519499601192225	-0.6363922589311951	-0.7001595231098611	-0.6902942781579279	-0.6894966626086226	-0.6916796104277738	-0.6668275891020529	-0.6328029889593216	-0.6484404517022795	-0.7299231770286722	-0.4527307837622266	-0.6035221023466689	-0.6169766172704756	-0.6099030267411107	-0.6598379581041938	-0.681184668989547	-0.3794551026405273	-0.3501532261449981	-0.4526888039964737	-0.37991688006380925	-0.24772259770790478	-0.11481465933420092	-0.3914613156458587	-0.274064900717854	0.3534906175223542	0.39943747113891104	0.3277150413500693	0.3032828176818773	0.15312119558372864	1.0	0.5938037865748709	0.6623357541664917	0.5610805591704798	0.4659334200915159	0.5073884387725116	0.4368624323076277	0.5806011502455817	0.564648839259477	0.2822719449225473	0.36870828260778304	0.481025145879686	0.42972587212963353	0.4867973636707107	0.4782334914571177	0.4916460266151715	0.43887746106376724	0.17287267537047143	0.3331724108979472	0.361949540321565	0.4583350824902397	0.3522732043155199	0.5064648839259477	0.1818353553587171	0.08843037655849881	-0.08169262415515721	0.08406448092019647	-0.16514839847193652	0.04645061080559171	-0.0452331975987574	-0.11046975357877503	-0.030372360522228286	-0.256433399101633	-0.16162209814869233	-0.24885605138323327	-0.212606523655598	-0.14718105872969228	-0.18746064396960666	-0.17910667058477814	0.027937534108559675	-0.12772343730321986	0.03251332857562655	-0.17247386759581881	-0.3222786616850678	0.1866630284203014	0.01981444943537215	-0.0413920490323664	-0.032093530918097475	0.1578439192309307
BioQ	-0.3838629780445825	-0.4194618194030477	-0.325574073296671	-0.4049788002182948	-0.5145669787162588	-0.5213467108853532	-0.6199152008731791	-0.6129045799924436	-0.6297804458251123	-0.5998488728432896	-0.5820494521640569	-0.6013181646446413	-0.6618949666260863	-0.6780781663238319	-0.7111792116199992	-0.630557071491541	-0.6735023718567651	-0.6553041434028798	-0.6582007472398304	-0.574786952688804	-0.5638932034759246	-0.5751227908148272	-0.5297636539188111	-0.47267117249485746	-0.6072163217329247	-0.6216153813861719	-0.39960539020192265	-0.4382267746945972	-0.42437345199613785	-0.38827085344863776	-0.38394693757608833	-0.2579236807858612	-0.33573317660887453	-0.30559170479828723	0.3541622937744007	0.4435162251794635	0.4203224046009823	0.17457285588346416	0.18781747197850637	0.5938037865748709	1.0	0.672851685487595	0.6043826875446034	0.5066747827547122	0.5489693967507662	0.46370849250661184	0.4612736660929432	0.4763653918811133	0.30857226816674366	0.3115738214180765	0.3563452415935519	0.362411317744847	0.3937072331136392	0.5142101507073591	0.44956131144788214	0.21888249863565762	0.1616430880315688	0.2999244364216448	0.2665085428823307	0.2309516812896184	0.2929138155409093	0.4039922757231015	0.4033835691196843	0.16537928718357753	-0.2046093782796692	-0.08209143192980983	-0.16317534948154988	0.02340371940724571	0.11764829352252214	0.028462281180471012	0.0488014776877545	-0.3872423491876915	-0.1668275891020528	-0.1408421141010033	-0.06223500272868478	-0.369862726165988	-0.12132152302590152	-0.1525964485118173	-0.035032114520800975	-0.19514294110238864	-0.08876621468452206	-0.013286595860795097	-0.20062130053314303	0.2341631333697158	0.22784517862390327	0.03960790898786785	0.10725830149867764	0.15931321103228244
FadP	-0.3298350195205911	-0.383422190504177	-0.47359472734142144	-0.31167877083245876	-0.49189790520968896	-0.7125435540069687	-0.7545023298769993	-0.7585323873892784	-0.711913857520675	-0.7089123042693422	-0.6994038873263088	-0.7323160236765879	-0.8178288065152597	-0.769761974728181	-0.7889047479115067	-0.777906049284245	-0.7312665295327652	-0.7306368330464716	-0.7397464422148524	-0.723437303219848	-0.5218294781915117	-0.5774736576969901	-0.522627093740817	-0.6194324335670207	-0.6130934889383317	-0.6792745896477898	-0.45432601486083707	-0.516980815247051	-0.5172117039586919	-0.5265522018387138	-0.3787834263884807	-0.2143276940514672	-0.4039293060744721	-0.37445951051593135	0.35859115906133243	0.5419167961042778	0.4497082406280173	0.22975525796566054	0.2531379874900298	0.6623357541664917	0.672851685487595	1.0	0.690210318626422	0.5858276310818186	0.6394148020654045	0.6184878888375803	0.6402124176147097	0.6289618403929306	0.25645438898450945	0.42216951429411026	0.43776499727131524	0.4022291255614794	0.5135174845724361	0.4486167667184417	0.45745350740942864	0.26911128835901094	0.2120188069350573	0.29188531127996303	0.313588850174216	0.3194450274967466	0.3819738885857017	0.4168800638092439	0.49496242810965113	0.15568196129465597	-0.09057134461189706	0.0075353679526468246	-0.18987448050039882	0.09334200915158894	-0.012551949960119222	-0.07644515343604383	-0.10916838084043491	-0.3527349817388019	-0.18380840434910373	-0.23051089374921288	-0.183913353763486	-0.25613954074136264	-0.16638680156164729	-0.11011292556987531	-0.03156878384618614	-0.17730154065740314	-0.1070064229041602	-0.06559338398891734	-0.16158011838293942	0.2370597372066664	0.174425926703329	-0.03797069812350447	0.10900046177742329	0.11447882120817766
