	LldR	NrdR	CcpA	NiaR	Rex	MetR	KdgR	SahR_SamR	FUR	NagC	IscR	RbkR	ArgR	MntR	NrtR	ThiR	Zur	NsrR	Phr	BirA	PhrR	ModE	NadQ	XylR	AraR	CzrA	HutC	PhnF	AgaR	GulR	NagR	GguR	Irr	SiaR	PurR	HrcA	LiuR	CsoR	FabR	MerR	BioQ	FadP	FruR	GntR	NnrR	NtrC	AcnR	CueR	ZntR	PdxR	NifA	NmlR	PaaR	FixJ	RbsR	PhnR	NorR	PhsR	FnrN_FixK	HcpR	GlcC	DasR	FadR	QorR	PrpR	NagQ	NarP	LiuQ	SdaR	LexA	SoxR	HisR	HypR	PsrA	TyrR	HexR	TrpR	NikR	CadR-PbrR	ExuR_UxuR	TtrR	CblR	PdhR	MetJ	AmtR	VanR	LtbR	RutR
IscR	0.3356911968431216	0.3992905419587759	0.3694219386255825	0.4476722219890013	0.41616640779144454	0.8148272532639268	0.7833004491834935	0.8103354183283658	0.8243776499727131	0.8266655472062466	1.0	0.7720498719617145	0.8236430040720373	0.8080685109777087	0.8344108139876579	0.8015196675202553	0.8342428949246463	0.85292389068469	0.8152680408043324	0.6915536711305151	0.6061248478233492	0.5480248520213257	0.6645816716342723	0.6964862936064816	0.6564375970782083	0.7610931531002058	0.49275849040762354	0.5976449351412619	0.635132865958608	0.5717434196717183	0.49504638764115694	0.37655849880357667	0.5215356198312413	0.5082910037361992	-0.4861676671844171	-0.5570295117753243	-0.6658830443726124	-0.3972965030855128	-0.4316359514713908	-0.5519499601192225	-0.5820494521640569	-0.6994038873263088	-0.6478527349817388	-0.6422484362537257	-0.772070861844591	-0.7395575332689643	-0.7371017169724193	-0.7113681205658873	-0.4078334242894925	-0.47241929390034004	-0.5418958062214013	-0.4616304941018429	-0.5643130011334537	-0.5544267662986441	-0.6217203308005541	-0.36669325385164353	-0.3046261701859704	-0.42718609630158266	-0.39223794131228745	-0.2849586499307334	-0.32821879853910413	-0.4488056756643298	-0.45564837748205367	-0.14564879727971117	-0.07770454640863105	-0.20855547626044246	-0.015406574031316905	-0.06932958314092608	-0.04615675244532136	-0.04684941858024432	-0.042252634230301	0.30055413290793837	0.07260400486965282	0.1389110448763696	0.17050081860543218	0.1556189916460266	0.09634356240292179	-0.06838503841148566	0.02967969438730532	0.05570714915410772	0.08591159061332437	0.13479702783258468	0.17574828932454556	-0.23135048906427103	-0.051488182695940556	0.027181898325007347	-0.014629948364888123	-0.05736534990134755
RbkR	0.2353805465765501	0.3665673145543848	0.4836698711221191	0.4297888417782629	0.47525292808866126	0.8162335754166492	0.8396792745896478	0.8236010243062843	0.8186684018303177	0.8549808992065824	0.7720498719617145	1.0	0.8408127282649763	0.8356492170773687	0.8533017085764661	0.8555266361613703	0.8220057932076739	0.8254481339994123	0.822887368288485	0.6893077536627346	0.5612904579992444	0.6568364048528609	0.6387851055791108	0.6508542882330717	0.6157172242978884	0.7203517904370094	0.4480920196465304	0.6215943915032954	0.7227026573191722	0.6193274841526384	0.4498551698081525	0.4267662986440536	0.5509844255069056	0.46018219218336764	-0.5212207715880945	-0.5249149909743503	-0.6349649468955963	-0.41941983963729484	-0.4202174551866001	-0.6363922589311951	-0.6013181646446413	-0.7323160236765879	-0.7129003820158684	-0.7141597749884555	-0.7987490029805634	-0.7113681205658873	-0.7427689853490618	-0.6836404852860921	-0.38218378741446624	-0.5550984425506905	-0.5618991646026615	-0.473573737458545	-0.5177574409134797	-0.5695814617354436	-0.5678393014566979	-0.38310734226103016	-0.3960161202300491	-0.42563284496872505	-0.3222786616850678	-0.2477645774736577	-0.3528399311531842	-0.38940430712396623	-0.45818815331010454	-0.17919063011628394	-0.04619873221107426	-0.13590949162503674	-0.027517736451030603	-0.12121657361151925	-0.11380714495613115	-0.09646950170018051	-0.0701271986902313	0.2703077116829688	0.018051299273750054	0.15465345703370975	0.16827589102052812	0.10251458796859914	0.10249359808572268	-0.0570714915410772	0.024977960622979724	0.07088283447378364	0.12004114017043785	0.2382351706477478	0.216216783510348	-0.21361403803366777	-0.0981067125645439	0.02258511397506402	-0.043386087905629485	0.013118676797783469
ArgR	0.30850929851811426	0.3828134839007598	0.4394861676671844	0.43306326350698965	0.5484236597959783	0.833487259141094	0.859682632970908	0.8855841484404517	0.8982410478149532	0.882729524369254	0.8236430040720373	0.8408127282649763	1.0	0.9324125771378196	0.9316989211200202	0.9144662272784518	0.8888165904034255	0.8902648923219009	0.8604802485202132	0.7817891776163889	0.691784559842156	0.6245539649888754	0.6247848537005164	0.6948280928592419	0.7103186264220646	0.8086772175811259	0.5701691784559842	0.5715125309600773	0.6836614751689686	0.6114562780739683	0.40460098232651864	0.32576298224255906	0.44420889131438646	0.5008605851979346	-0.4812350447084505	-0.5503967087863649	-0.6131144788212082	-0.38768313672809707	-0.35176944712648506	-0.7001595231098611	-0.6618949666260863	-0.8178288065152597	-0.7710843373493976	-0.7283069560471852	-0.7683976323412115	-0.7570001259392972	-0.7618068091180051	-0.7395155535032114	-0.42903320599471056	-0.6137021955417489	-0.5570295117753243	-0.5073254691238823	-0.5302464212249696	-0.5693295831409261	-0.5468704084631207	-0.3908316191595651	-0.3165274337769195	-0.38077746526174383	-0.4311951639309853	-0.377083245875488	-0.38759917719659126	-0.5335838126023257	-0.4642542294613996	-0.22925150077662568	0.029889593216069855	-0.10807690693085932	0.0018890894588808195	-0.05358717098358591	0.05910751018009319	-0.02550270769489106	-0.004470845052684606	0.3358801057890097	0.1611393308425339	0.2024474203433945	0.20855547626044246	0.2007682297132782	0.2111582217371227	0.04151798832962512	0.05001889089458881	0.06634901977246967	0.05509844255069057	0.07575248730112086	0.1946181940304773	-0.19778766634482178	-0.14495613114478823	-0.0757314974182444	-0.14841946181940305	-0.08872423491876916
MntR	0.2791234624910793	0.3487259141093993	0.45686579068888794	0.4287813274001931	0.5735905293648461	0.8332773603123295	0.8687082826077831	0.8611519247722598	0.9056084967045884	0.8980731287519416	0.8080685109777087	0.8356492170773687	0.9324125771378196	1.0	0.9373032198480332	0.9262415515721423	0.9026909029847613	0.846815834767642	0.8431006254985097	0.7693001973048991	0.6628814911212796	0.6037529910583099	0.5784182024264305	0.7079257797741488	0.6764829352252214	0.7364300407203728	0.5321984803324797	0.5798874942277822	0.6596070693925528	0.5956089165022459	0.3892573779438311	0.3221317325049326	0.463393644263465	0.5387053440241804	-0.48113009529406825	-0.5257965660551615	-0.6314386465723522	-0.3519163763066202	-0.38971915536711305	-0.6902942781579279	-0.6780781663238319	-0.769761974728181	-0.7785987154191679	-0.7533898660845473	-0.7655430082700139	-0.7458125183661475	-0.7410897947189454	-0.6965282733722346	-0.3904328113849125	-0.5976659250241384	-0.5479828722555729	-0.45690777045464087	-0.4948784685781453	-0.5338147013139667	-0.5593593887746107	-0.398325007346459	-0.37832164896519876	-0.42813064103102305	-0.41692204357499685	-0.34836908610049955	-0.41534780235926283	-0.5340665799084842	-0.46423323957852314	-0.19940388732630873	0.008521892447840141	-0.1412619117585324	0.014483019184752949	-0.055434280676713826	-0.011964233239578523	-0.07732672851685488	-0.04166491750976029	0.3900549934931363	0.10052054909533605	0.27204987196171443	0.16097141177952226	0.15771797993367198	0.16882162797531589	0.02873514965786491	0.005772217791024726	0.06431300113345367	0.09382477645774737	0.16390999538222575	0.2657948868645313	-0.2630242223248394	-0.166743629570547	-0.1197472818101675	-0.18353553587170984	-0.04477142017547542
NrtR	0.29385836027034967	0.3945888081944503	0.4749590697283909	0.46513580454221065	0.5584778136937996	0.8296461105747029	0.8762016707946769	0.8631039838797699	0.9009277528231392	0.9204693337811175	0.8344108139876579	0.8533017085764661	0.9316989211200202	0.9373032198480332	1.0	0.906699970614164	0.9124721884051887	0.897863229923177	0.891755174006129	0.7918223416313337	0.6476638260358507	0.6359304815079132	0.6214684522060366	0.7042525502707695	0.6923512866798204	0.7774232819780865	0.5295957348557995	0.6247638638176399	0.6551152344569917	0.6290457999244364	0.44754628269174257	0.34224004030057514	0.46857814533394904	0.5147139078963939	-0.4575794467066874	-0.5474791150665379	-0.6418916082448259	-0.3316611393308425	-0.40126359094916253	-0.6894966626086226	-0.7111792116199992	-0.7889047479115067	-0.7533268964359179	-0.7391167457285588	-0.8140716174803745	-0.7495906972839091	-0.7637588682255153	-0.7305738633978422	-0.3702615339406406	-0.5818815331010453	-0.5766340623819319	-0.505646278493766	-0.4928634398220058	-0.5791738382099828	-0.6275345283573318	-0.4005499349313631	-0.3659795978338441	-0.3780487804878049	-0.4150119642332396	-0.33021283741236723	-0.3792871835775156	-0.5817136140380337	-0.5371311028084463	-0.1596910289240586	-0.03425548885437219	-0.10627177700348432	0.032723227404391084	-0.04399479450904664	0.01756853196759162	-0.036039628898870746	-0.018618026111414297	0.36467822509550396	0.13817639897569373	0.2213802946979556	0.19854330212837412	0.16991310188489148	0.17341841232525923	-0.016770916418286385	0.00031484824314680326	0.13116577809495822	0.06383023382729525	0.12858402250115444	0.1995927962721968	-0.3037026153394064	-0.15349901347550482	-0.06013601444103942	-0.1642038537424961	-0.09770790478989128
ThiR	0.2710843373493976	0.343205574912892	0.49460560010075144	0.43589689769531087	0.515175685319676	0.8818059695226901	0.9018093279039503	0.9004239956341044	0.9104991394148021	0.9313840728768733	0.8015196675202553	0.8555266361613703	0.9144662272784518	0.9262415515721423	0.906699970614164	1.0	0.9100373619915201	0.8464170269929894	0.8352713991855926	0.7453087611771126	0.6447462323160237	0.5730447924100583	0.5950002098988287	0.7063515385584148	0.7043784895680282	0.7628563032618279	0.5089207002224928	0.6399605390201922	0.7373326056840603	0.6218462700978129	0.3931824860417279	0.3512866798203266	0.4168170941606146	0.5073254691238823	-0.49441669115486336	-0.618152050711557	-0.6470551194324335	-0.43608580664119895	-0.4049997901011712	-0.6916796104277738	-0.630557071491541	-0.777906049284245	-0.7615339406406112	-0.7354854959909324	-0.8126652953276521	-0.7728474875110197	-0.7473867595818815	-0.7392007052600646	-0.41583056966542126	-0.5952520884933462	-0.5382435666008983	-0.4759036144578313	-0.5041350069266614	-0.5177574409134797	-0.5572394106040889	-0.3528609210360606	-0.41935686998866545	-0.4532765207170144	-0.4459300617102557	-0.3426598379581042	-0.34969144872171615	-0.46536669325385166	-0.4498551698081525	-0.21451660299735528	-0.034024600142731204	-0.1271567104655556	-0.05660971411779522	-0.033730741782460855	-0.03484320557491289	-0.08746484194618194	0.0538180596952269	0.3280508794760925	0.07392636749086941	0.2216951429411024	0.10167499265354099	0.12524663112379833	0.12747155870870241	0.07237311615801184	0.014084211410100331	0.033415893539314054	0.057218420721212374	0.1847739389614206	0.1993199277948029	-0.21306830107887997	-0.14363376852357163	-0.045736954787792286	-0.1437806977037068	-0.09332101926871247
Zur	0.27721338314932203	0.4028168422820201	0.4528567230594853	0.448490827421183	0.4906385122371017	0.8474875110196886	0.8397422442382771	0.8541413038915243	0.8771881952898702	0.8995004407875404	0.8342428949246463	0.8220057932076739	0.8888165904034255	0.9026909029847613	0.9124721884051887	0.9100373619915201	1.0	0.8700936148776289	0.8741446622727845	0.737227656269678	0.6660929432013769	0.6284370933210193	0.6477477855673566	0.6525964485118173	0.7236052222828596	0.7800050375718903	0.5335838126023257	0.6275765081230846	0.6865580790059191	0.6194534234498972	0.45107258301498676	0.41238822887368287	0.4666890558750682	0.5624449015574493	-0.49485747869526886	-0.5518869904705932	-0.6684647999664162	-0.4080013433525041	-0.3712690483187104	-0.6668275891020529	-0.6735023718567651	-0.7312665295327652	-0.7361991520087318	-0.6987532009571387	-0.8136937995885983	-0.7545023298769993	-0.7684815918727174	-0.7841610343814281	-0.4507787246547164	-0.5539859787582385	-0.6121279543260149	-0.4761345031694723	-0.5153016246169346	-0.49152008731791275	-0.6040048696528273	-0.3745014902816842	-0.3215440157843919	-0.43491037320011755	-0.4248352294194198	-0.28416103438142815	-0.36278913563662313	-0.5298895932160699	-0.477414886024936	-0.2203308005541329	-0.0005247470719113387	-0.15522018387137398	-0.030267411107846018	-0.08318290583938541	-0.014504009067629402	-0.09751899584400318	0.003274421728726754	0.36537089123042693	0.14592166575710508	0.22931447042525502	0.12541455018680997	0.24327274253809664	0.1582007472398304	0.03295411611603207	0.051824020821963815	0.05556021997397254	-0.002812644305444776	0.1487972797111792	0.19440829520171277	-0.26239452583854583	-0.1270727509340498	-0.018366147516896855	-0.1496578649091138	-0.0987783888165904
NsrR	0.39681373577935436	0.4117795222702657	0.3570379077284749	0.5361235884303766	0.5126778892573779	0.7870996179841316	0.8105453171571303	0.877314134587129	0.8233281558288905	0.8806095461987322	0.85292389068469	0.8254481339994123	0.8902648923219009	0.846815834767642	0.897863229923177	0.8464170269929894	0.8700936148776289	1.0	0.9146341463414634	0.7559716216783511	0.6312287477435876	0.6837244448175979	0.6693253851643508	0.6583896561857184	0.7119978170521809	0.8417572729944167	0.5868771252256413	0.6439696066495949	0.6814785273498174	0.5800554132907938	0.5091096091683809	0.41406741950379916	0.5065278535745771	0.5136014441039419	-0.5158053818059696	-0.5355148818269594	-0.699047059317409	-0.39379119264514506	-0.3737668443810084	-0.6328029889593216	-0.6553041434028798	-0.7306368330464716	-0.6532261449981109	-0.7232903740397129	-0.7461273666092944	-0.7358423239998321	-0.7920112505772218	-0.7789555434280677	-0.41127576508123087	-0.6157592040636414	-0.6000797615549305	-0.5847991268208723	-0.5707778850594014	-0.6328449687250746	-0.6545904873850804	-0.39616304941018426	-0.3059485328071869	-0.39282565803282815	-0.38212081776583684	-0.39568028210402584	-0.3278199907644515	-0.5134335250409303	-0.4591536879224214	-0.12885689097854833	0.041434028798119305	-0.05190798035346963	-0.03062423911674573	-0.16523235800344235	-0.00910960916838084	-0.1436547584064481	-0.12988539523949455	0.29148650350531047	0.08146173544351623	0.1395827211284161	0.18926577389698165	0.15935519079803534	0.2557197430838336	0.06895176524914991	0.05639981528903069	0.12908777969018934	0.06578229293480542	0.06422904160194787	0.19915200873179129	-0.23242097309097015	-0.13838629780445824	-0.01490281684228202	-0.09409764493514126	-0.11479366945132446
Phr	0.3001973048990387	0.400822803408757	0.3426598379581042	0.4694597204147601	0.5465345703370975	0.7561395407413627	0.7786197053020444	0.8290374039712859	0.8122874774358759	0.8641744679064691	0.8152680408043324	0.822887368288485	0.8604802485202132	0.8431006254985097	0.891755174006129	0.8352713991855926	0.8741446622727845	0.9146341463414634	1.0	0.7846438016875866	0.5561479366945132	0.657676000167919	0.6452499895050585	0.6900423995634104	0.6711305150917258	0.8321229167541245	0.5539230091096091	0.6299693547710004	0.6386591662818522	0.5418328365727719	0.4183493556105957	0.41935686998866545	0.4892112002015029	0.526426262541455	-0.4588178497963981	-0.48765794886864533	-0.6220981486923303	-0.41014231140590235	-0.31436547584064484	-0.6484404517022795	-0.6582007472398304	-0.7397464422148524	-0.6307669703203056	-0.6589353931405063	-0.7789765333109441	-0.7365349901347551	-0.7124595944754628	-0.7656479576843961	-0.3287855253767684	-0.5719533185004828	-0.6012971747617648	-0.5003568280088997	-0.5496410730028126	-0.5531253935603039	-0.6674992653540993	-0.3736199152008732	-0.3211032282439864	-0.411191805549725	-0.42523403719407243	-0.40871499937030353	-0.44045170227950126	-0.511985223122455	-0.48700726249947524	-0.15740313169052517	0.03255530834137946	-0.12826917425800763	0.0600520549095336	-0.11277864069518492	-0.06941354267243188	-0.08326686537089123	-0.05990512572939843	0.3077746526174384	0.17874984257587842	0.22112841610343814	0.17669283405398598	0.23947357373745853	0.20991981864741194	0.03820158683514546	0.1418496284790731	0.13603543092229545	0.011187607573149742	0.1099869862726166	0.10446664707610931	-0.3121615381386172	-0.183451576340204	-0.017064774778556734	-0.13779858108391754	-0.10744721044456572
BirA	0.20612064984677386	0.3457243608580664	0.37706225599261156	0.5146299483648882	0.6649804794089249	0.6065026657151253	0.6526594181604467	0.6752865119012635	0.7006422904160194	0.7276352797951388	0.6915536711305151	0.6893077536627346	0.7817891776163889	0.7693001973048991	0.7918223416313337	0.7453087611771126	0.737227656269678	0.7559716216783511	0.7846438016875866	1.0	0.5585827631081819	0.5121531421854666	0.6665757105075354	0.6282062046093783	0.6400025187859452	0.7547332185886403	0.48222156920364384	0.45776835565257545	0.4201125057722178	0.43188783006590825	0.309978590319466	0.050186809957600435	0.3500692666134923	0.3875781873137148	-0.27217581125897317	-0.32716930439528147	-0.36839343436463623	-0.27060157004323915	-0.14946895596322574	-0.7299231770286722	-0.574786952688804	-0.723437303219848	-0.633978422400403	-0.5098442550690567	-0.5772637588682256	-0.48709122203098104	-0.6417656689475673	-0.638512237101717	-0.2961042777381302	-0.4516183199697746	-0.5900256076571093	-0.4307753662734562	-0.49040762352546075	-0.4572226186977877	-0.6054111918055497	-0.36325091305990515	-0.2224507787246547	-0.27018177238571006	-0.39807312875194156	-0.4696696192435246	-0.4678644893161496	-0.6238193190881995	-0.31018848914823055	-0.086310398387977	0.09793879350153226	-0.019919398849754417	0.1901053692120398	-0.16464464128290165	0.06888879560052055	0.08628940850510054	0.03079215817975736	0.327840980647328	0.23966248268334664	0.34519961378615505	0.2813483900759834	0.16191595650896268	0.28483271063347465	0.09275429243104824	-0.027475756685277696	0.1458586961084757	-0.07205826791486504	0.132173292473028	0.1357415725620251	-0.282208975273918	-0.20435749968515177	-0.10755215985894799	-0.14203853742496117	-0.1288359010956719
PhrR	0.20368582343310523	0.2863649720834558	0.32849166701649807	0.38411485663909994	0.3416103438142815	0.5560219973972546	0.5931740900885774	0.5991142269426136	0.6371478947147475	0.6207757860711137	0.6061248478233492	0.5612904579992444	0.691784559842156	0.6628814911212796	0.6476638260358507	0.6447462323160237	0.6660929432013769	0.6312287477435876	0.5561479366945132	0.5585827631081819	1.0	0.48505520339196506	0.5246421224969565	0.4946685697493808	0.6167457285588347	0.5527685655514042	0.40065488434574537	0.3527769615045548	0.5210528525250829	0.4332101926871248	0.3542252634230301	0.23873892783678266	0.28819109189370723	0.2892195961546535	-0.31136392258931195	-0.43690441207338065	-0.47265018261198105	-0.2770874438520633	-0.18005121531421855	-0.4527307837622266	-0.5638932034759246	-0.5218294781915117	-0.5839175517400613	-0.5222282859661643	-0.5514881826959406	-0.47048822467570633	-0.5359346794844885	-0.526426262541455	-0.5310440367742748	-0.45516561017589524	-0.5527685655514042	-0.5128248184375132	-0.44286553881029345	-0.3652449519331682	-0.39998320809369886	-0.18389236388060953	-0.15480038621384493	-0.12421812686285211	-0.33663574157256204	-0.22005793207673902	-0.23703874732378993	-0.3699886654632467	-0.16880063809243945	-0.23441501196423323	0.1408001343352504	-0.021871457957264598	-0.09508416943033458	-0.14375970782083036	0.02105285252508291	-0.16634482179589438	-0.14462029301876494	0.34209311112043994	0.07841820242643047	0.23046891398345998	0.2043784895680282	0.23846605935938878	0.22261869778766635	-0.040426514420049534	-0.12279081482725326	-0.048864447336383864	0.015007766256664288	-0.004722723647202049	0.15719323286176062	-0.06987532009571387	-0.19871122119138576	-0.026930019730489904	-0.027874564459930314	-0.0703161076361194
ModE	0.24768061794215188	0.3895722261869779	0.3033457873305067	0.28372024684102265	0.4089248981990681	0.5158473615717224	0.5811468872003694	0.5980017631501616	0.585659712018807	0.5580999958020234	0.5480248520213257	0.6568364048528609	0.6245539649888754	0.6037529910583099	0.6359304815079132	0.5730447924100583	0.6284370933210193	0.6837244448175979	0.657676000167919	0.5121531421854666	0.48505520339196506	1.0	0.5632844968725075	0.47726795684480083	0.556042987280131	0.6993409176776794	0.5063599345115655	0.4821795894378909	0.44068259099114226	0.4898618865706729	0.35176944712648506	0.34801225809159986	0.45682381092313507	0.44838587800680074	-0.48963099785903197	-0.4662482683346627	-0.5053314302506192	-0.3408966877964821	-0.2804248352294194	-0.6035221023466689	-0.5751227908148272	-0.5774736576969901	-0.5251878594517443	-0.5585197934595525	-0.5017841400444986	-0.4838168003022543	-0.6524075395659292	-0.5848201167037488	-0.4241425632844969	-0.4551236304101423	-0.5220603669031527	-0.5492212753452835	-0.4751059989085261	-0.4989085260904244	-0.5866882162797532	-0.262541455018681	-0.006317954745812518	-0.1896855715545107	-0.1976407371646866	-0.27603794970824064	-0.3069560471852567	-0.38610889551236305	-0.35195835607237314	-0.15771797993367198	0.11693463750472273	0.12497376264640443	0.12650602409638553	-0.17471978506359934	-0.12780739683472567	-0.24982158599555015	-0.2073170731707317	0.23976743209772888	0.010222072960832879	0.09420259434952354	0.3073968347256622	0.20528105453171572	0.25135384744553124	-0.03643843667352336	0.12600226690735067	0.1324881407161748	0.07134461189706562	0.030561269468116367	0.21579698585281895	-0.12658998362789137	-0.006989630997859032	0.058330884513664416	0.14653037236052222	0.08020234247092901
NadQ	0.23256790227110533	0.3920910121321523	0.4237437555098443	0.3935183241677511	0.4501070484026699	0.5518030309390873	0.5588976113513286	0.6051593132110323	0.6455228579824525	0.6134713068301079	0.6645816716342723	0.6387851055791108	0.6247848537005164	0.5784182024264305	0.6214684522060366	0.5950002098988287	0.6477477855673566	0.6693253851643508	0.6452499895050585	0.6665757105075354	0.5246421224969565	0.5632844968725075	1.0	0.5368582343310524	0.5903194660173796	0.6708786364972084	0.36400654884345746	0.4299147810755216	0.5672515847361572	0.4018932874354561	0.403320599471055	0.25830149867763735	0.4202384450694765	0.3925108097896814	-0.41347970278325846	-0.3795390621720331	-0.4525208849334621	-0.39007598337601274	-0.28451786239032784	-0.6169766172704756	-0.5297636539188111	-0.522627093740817	-0.437890936568574	-0.45222702657319175	-0.5601779942067924	-0.48732211074262205	-0.5649007178539944	-0.5813148062633811	-0.4287603375173167	-0.34935561059569287	-0.5716804500230889	-0.5428193610679652	-0.5580580160362705	-0.5676503925108098	-0.5507325469123883	-0.4423198018555056	-0.10702741278703665	-0.19436631543595986	-0.3463750472272365	-0.3406657990848411	-0.2949078544141724	-0.39104151798832965	-0.19214138785105578	-0.05425884723563242	0.013979261995718063	-0.06378825406154234	-0.05751227908148272	-0.1626296125267621	0.012216111834095966	-0.13735779354351202	-0.18993745014902816	0.2042525502707695	0.04718525670626758	0.07512279081482726	0.09573485579950464	0.07768355652575458	0.1141010033164015	0.020297216741530583	0.1298224255908652	0.24507787246547164	0.016686956886780572	0.15517820410562108	0.19239326644557322	-0.04945216405692456	-0.13297090802233325	0.07514378069770371	0.19419839637294825	-0.07016917845598422
XylR	0.11638890054993493	0.19631837454347004	0.33680366063557365	0.40069686411149824	0.35479199026069436	0.6467402711892868	0.6863481801771546	0.6899164602661517	0.7199319927794803	0.7054909533604803	0.6964862936064816	0.6508542882330717	0.6948280928592419	0.7079257797741488	0.7042525502707695	0.7063515385584148	0.6525964485118173	0.6583896561857184	0.6900423995634104	0.6282062046093783	0.4946685697493808	0.47726795684480083	0.5368582343310524	1.0	0.55942235842324	0.639624700894169	0.3747533688762017	0.5208219638134419	0.5636833046471601	0.46547164266823393	0.31954997691112885	0.25620251038999203	0.463855421686747	0.3991016330128878	-0.3454095126149196	-0.5544057764157676	-0.4678225095503967	-0.4664161873976743	-0.3040384534654297	-0.6099030267411107	-0.47267117249485746	-0.6194324335670207	-0.5129507577347718	-0.5413290793837371	-0.6595860795096763	-0.6200831199361908	-0.5027706645396919	-0.6190965954409975	-0.2613450316947231	-0.4206582427270056	-0.5047017337643256	-0.45850300155325135	-0.4838377901851308	-0.43342009151588934	-0.4451744259267033	-0.30869820746400234	-0.17218000923554846	-0.4481130095294068	-0.35120272028882077	-0.29620922715251247	-0.4040762352546073	-0.3470887032450359	-0.23968347256622308	-0.23810923135048906	-0.12283279459300617	-0.1906511061668276	-0.06200411401704378	-0.08198648251542756	-0.043428067671382395	-0.09319507997145376	-0.052831535200033586	0.23116158011838295	0.14417950547835942	0.12747155870870241	0.1064606859493724	0.026531211955837287	-0.04525418748163385	0.04836069014734898	0.023550648587380884	0.024747071911338736	-0.0009235548465639561	0.12912975945594224	0.17331346291087696	-0.16092943201376936	-0.04626170185970362	-0.060576801981444946	-0.04871751815624869	-0.14147181058729694
AraR	0.3150161622098149	0.2631291717392217	0.3005331430250619	0.5301834515763402	0.3918601234205113	0.6383233281558289	0.6482515427563914	0.7223878090760254	0.6962344150119643	0.683262667394316	0.6564375970782083	0.6157172242978884	0.7103186264220646	0.6764829352252214	0.6923512866798204	0.7043784895680282	0.7236052222828596	0.7119978170521809	0.6711305150917258	0.6400025187859452	0.6167457285588347	0.556042987280131	0.5903194660173796	0.55942235842324	1.0	0.731161580118383	0.6074052306788128	0.5196885101381135	0.5386843541413039	0.42915914529196925	0.4568448008060115	0.37221359304815077	0.43297930397548384	0.40395029595734855	-0.5320095713865917	-0.5533352923890684	-0.6380714495613115	-0.4026699131018849	-0.312014608958482	-0.6598379581041938	-0.6072163217329247	-0.6130934889383317	-0.510641870618362	-0.4769111288359011	-0.6003946097980773	-0.5880525586667227	-0.5656563536375467	-0.5940346752865119	-0.540216615591285	-0.32993996893497335	-0.4627219680114185	-0.4647579866504345	-0.5942865538810294	-0.4162293774400739	-0.5871709835859116	-0.3317660887452248	-0.1650224591746778	-0.3203475924604341	-0.3571218672599807	-0.25303303807564753	-0.313169052516687	-0.3890054993493136	-0.19640233407497587	-0.1496158851433609	0.006296964862936065	-0.07025313798749003	-0.06867889677175601	-0.18475294907854414	-0.059863145963645524	-0.17683976323412115	-0.11395407413626632	0.13250913059905126	0.07384240795936359	0.025712606523655597	0.10045757944670669	0.07908987867847697	0.15077032870156584	0.08362369337979095	0.14967885479199025	-0.029826623567440494	0.04913731581377776	0.037341001637210866	0.23069980269510096	-0.10224171949120524	-0.0907812434406616	0.06676881742999874	0.010201083077956426	-0.12050291759371982
CzrA	0.39381218252802147	0.38050459678434995	0.28588220477729737	0.45577431677931235	0.4982368498383779	0.6826959405566517	0.6983753830653625	0.7574199235968263	0.7604214768481592	0.7466101339154527	0.7610931531002058	0.7203517904370094	0.8086772175811259	0.7364300407203728	0.7774232819780865	0.7628563032618279	0.7800050375718903	0.8417572729944167	0.8321229167541245	0.7547332185886403	0.5527685655514042	0.6993409176776794	0.6708786364972084	0.639624700894169	0.731161580118383	1.0	0.6046765459048739	0.5888711640989043	0.5810629276688636	0.5728768733470467	0.4894630787960203	0.34322656479576846	0.5028756139540741	0.4603081314806263	-0.5528315352000336	-0.5466395197514798	-0.5932370597372066	-0.48799378699466855	-0.31354687040846313	-0.681184668989547	-0.6216153813861719	-0.6792745896477898	-0.5779144452373955	-0.6056420805171907	-0.6984593425968683	-0.6926241551572142	-0.6389950044078754	-0.7853784475882625	-0.400130137273834	-0.5009865244951933	-0.599408085302884	-0.48858150371520925	-0.5570085218924479	-0.5705050165820075	-0.6930229629318668	-0.40529364846144156	-0.2138239368624323	-0.36526594181604466	-0.3474455312539356	-0.4419839637294824	-0.37571890348851855	-0.5374249611687166	-0.251018009319508	-0.16640779144452375	0.06284370933210193	-0.04036354477142018	0.0026657151253096007	-0.14772679568448008	-0.032681247638638174	-0.17560136014441038	-0.14571176692834054	0.18217119348474037	0.13246715083329835	0.07069392552789555	0.20066328029889594	0.22478065572394107	0.15952310986104698	0.10425674824734478	0.07533268964359179	0.056084967045883886	-0.008773771042357584	0.04519121783300449	0.21031862642206456	-0.17245287771294235	-0.02974266403593468	0.10121321523025902	-0.07468200327442173	-0.06288568909785483
