	CcpA	RbsR	FixJ	PhsR	FnrN_FixK	NagQ	GlcC	NagR	PhnR	LiuQ	NadQ	NrdR	NorR	PhnF	VanR	FabR	PsrA	SdaR	ThiR	LexA	NtrC	IscR	RbkR	LldR	MntR	HrcA	Phr	NrtR	NsrR	Zur	KdgR	NagC	ModE	NarP	TrpR	NikR	PdxR	HexR	HisR	NiaR	BirA	MetR	FUR	Rex	ArgR	SahR_SamR	CzrA	SoxR	AgaR	HutC	CblR	FadP	AraR	QorR	AcnR	PurR	CsoR	GguR	ZntR	LtbR	RutR	NnrR	PrpR	HypR	LiuR	MetJ	TtrR	DasR	MerR	NmlR	ExuR_UxuR	AmtR	PhrR	BioQ	CueR	GntR	PdhR	XylR	SiaR	CadR-PbrR	HcpR	TyrR	PaaR	GulR	NifA	Irr	FadR	FruR
NadQ	0.3382269904009034	0.4116318464144551	0.42518351214003386	0.35742518351214003	0.567476002258611	0.5607001693958216	0.3924336533032185	0.35290796160361376	0.46696781479390176	0.5607001693958216	1.0	0.6476566911349521	0.30095990965556185	0.163184641445511	0.28402032749858835	0.36307171089779783	0.3879164313946923	0.4127611518915867	0.5211744776962168	0.37888198757763975	0.43195934500282324	0.453416149068323	0.4748729531338227	0.5686053077357425	0.7481648785996612	0.409373235460192	0.5719932241671372	0.6047430830039525	0.5008469791078487	0.5821569734613213	0.5584415584415584	0.5832862789384529	0.6600790513833992	0.365330321852061	0.27498588368153587	0.49858836815358554	0.39808018068887635	0.40711462450592883	0.2422360248447205	0.4568040654997177	0.5200451722190853	0.25352907961603616	0.6408808582721626	0.52343308865048	0.5561829474872954	0.49745906267645396	0.6352343308865048	0.42970073404856013	0.3495200451722191	0.5347261434217956	-0.09090909090909091	0.11123658949745906	0.28063241106719367	0.2490118577075099	0.033314511575381144	-0.09768492377188029	0.25352907961603616	0.1789949181253529	0.3416149068322981	-0.024280067758328628	0.05928853754940711	0.053642010163749296	-0.09768492377188029	0.07509881422924901	0.24336533032185206	-0.04009034443817053	0.028797289666854884	0.0818746470920384	0.1281761716544325	0.13382269904009034	-0.2106154714850367	-0.003952569169960474	0.17221908526256352	0.3585544889892716	0.025409373235460192	0.026538678712591756	-0.21852060982495766	0.05138339920948617	0.39808018068887635	0.3935629587803501	0.40033879164313946	0.35064935064935066	0.2523997741389046	0.2648221343873518	0.2456239412761152	0.10446075663466968	0.22077922077922077	0.15640880858272163
NrdR	0.19367588932806323	0.1507622811970638	0.28176171654432525	0.19480519480519481	0.2715979672501412	0.26595143986448333	0.3675889328063241	0.46357989836250707	0.49181253529079616	0.4025974025974026	0.6476566911349521	1.0	0.44776962168266515	0.36307171089779783	0.44776962168266515	0.42066629023150764	0.5810276679841897	0.5121400338791643	0.5324675324675324	0.29983060417843027	0.35177865612648224	0.549407114624506	0.6137775268210051	0.5335968379446641	0.5290796160361377	0.5290796160361377	0.48955392433653305	0.5369847543760587	0.409373235460192	0.409373235460192	0.6329757199322417	0.5719932241671372	0.5878035008469791	0.29079616036137773	0.28740824392998304	0.5426312817617166	0.31225296442687744	0.3642010163749294	0.453416149068323	0.3856578204404291	0.5110107284020328	0.4579333709768492	0.4590626764539808	0.2230378317334839	0.49632975719932243	0.42518351214003386	0.4161490683229814	0.14398644833427443	-0.0016939582156973462	0.32580463015245625	-0.055900621118012424	-0.2015810276679842	0.26256352343308864	0.2365894974590627	0.32580463015245625	-0.045736871823828344	0.37323546019198195	0.16431394692264256	0.295313382269904	0.23207227555053642	0.1880293619424054	0.20271033314511575	0.01637492941840768	0.25917560700169395	-0.053642010163749296	0.1293054771315641	0.034443817052512704	0.13269339356295878	-0.11123658949745906	-0.10220214568040654	-0.014116318464144552	-0.015245623941276116	0.2140033879164314	0.391304347826087	0.35177865612648224	0.42857142857142855	-0.0378317334839074	0.21626199887069453	0.1767363071710898	0.26256352343308864	0.3178994918125353	0.14737436476566912	-0.023150762281197064	0.22868435911914173	-0.01637492941840768	-0.06719367588932806	0.1665725578769057	0.10107284020327499
NorR	0.32128740824393	0.3585544889892716	0.09994353472614342	0.3111236589497459	0.044607566346696784	0.07284020327498589	0.26595143986448333	0.37662337662337664	0.23771880293619424	0.2738565782044043	0.30095990965556185	0.44776962168266515	1.0	0.6849237718802936	0.1281761716544325	0.30321852060982496	0.21964991530208922	0.3551665725578769	0.42518351214003386	0.49407114624505927	0.49632975719932243	0.5979672501411631	0.41953698475437606	0.6826651609260305	0.49858836815358554	0.5821569734613213	0.6668548842461886	0.7334839073969509	0.6634669678147939	0.5527950310559007	0.5979672501411631	0.4906832298136646	0.49520045172219085	0.3856578204404291	0.6149068322981367	0.6341050254093732	0.6679841897233202	0.5245623941276115	0.5923207227555054	0.2761151891586674	0.6081309994353472	0.47148503670242803	0.35403726708074534	0.4601919819311124	0.6431394692264257	0.551665725578769	0.5765104460756635	0.6307171089779785	0.2682100508187465	0.4522868435911914	0.3178994918125353	-0.189158667419537	0.3020892151326934	0.295313382269904	0.019762845849802372	-0.22981366459627328	0.2456239412761152	0.21513269339356295	0.28063241106719367	0.22981366459627328	0.35629587803500845	0.12140033879164314	0.026538678712591756	0.18351214003387917	-0.15189158667419536	0.2015810276679842	0.16883116883116883	0.23433088650479955	-0.25352907961603616	-0.014116318464144552	0.2140033879164314	-0.2365894974590627	0.15640880858272163	0.13382269904009034	0.541501976284585	0.5403726708074534	0.26595143986448333	0.20722755505364202	0.25917560700169395	0.4782608695652174	0.39920948616600793	0.5132693393562959	0.11575381140598531	0.5629587803500847	0.45115753811405984	0.20609824957651043	0.2636928289102202	-0.09090909090909091
PhnF	0.03557312252964427	0.13946922642574816	0.09655561829474874	0.19141727837380013	0.29079616036137773	0.15866741953698477	0.14963297571993225	0.04912478825522304	0.025409373235460192	0.05251270468661773	0.163184641445511	0.36307171089779783	0.6849237718802936	1.0	0.2704686617730096	0.19706380575945792	0.4105025409373235	0.5076228119706381	0.42970073404856013	0.611518915866742	0.5392433653303218	0.7391304347826086	0.5945793337097685	0.4827780914737436	0.32241671372106157	0.5889328063241107	0.4568040654997177	0.5866741953698476	0.6103896103896104	0.28514963297571994	0.3867871259175607	0.2648221343873518	0.20383963862224733	0.18690005646527386	0.3879164313946923	0.47148503670242803	0.5403726708074534	0.5302089215132694	0.5426312817617166	0.08074534161490683	0.45454545454545453	0.3879164313946923	0.28063241106719367	0.2230378317334839	0.4059853190287973	0.2896668548842462	0.45454545454545453	0.40146809712027104	0.06380575945793338	0.4161490683229814	0.39469226425748166	0.09090909090909091	0.277244494635799	0.49745906267645396	0.20045172219085264	-0.14511575381140598	0.313382269904009	0.4432523997741389	0.13721061547148503	0.21513269339356295	0.24336533032185206	0.0378317334839074	0.4105025409373235	0.3450028232636928	-0.08526256352343309	0.17108977978543197	0.05928853754940711	0.28289102202145683	-0.026538678712591756	-0.017504234895539244	0.05928853754940711	-0.042348955392433656	0.2636928289102202	-0.11914172783738002	0.21964991530208922	0.383399209486166	0.028797289666854884	0.024280067758328628	-0.11123658949745906	0.22077922077922077	0.11349520045172219	0.42970073404856013	-0.09655561829474874	0.14059853190287974	0.20722755505364202	0.04912478825522304	0.2795031055900621	-0.1383399209486166
VanR	0.1767363071710898	0.06267645398080181	0.07961603613777526	0.32806324110671936	0.4601919819311124	0.4161490683229814	0.17108977978543197	0.35742518351214003	0.4522868435911914	0.19932241671372106	0.28402032749858835	0.44776962168266515	0.1281761716544325	0.2704686617730096	1.0	0.4330886504799548	0.6352343308865048	0.603613777526821	0.6329757199322417	0.453416149068323	0.3551665725578769	0.4624505928853755	0.26143421795595706	0.35064935064935066	0.45454545454545453	0.639751552795031	0.46696781479390176	0.3156408808582722	0.42179559570863917	0.3958215697346132	0.48842461885940147	0.5448898927159797	0.5539243365330322	0.5471485036702428	0.2715979672501412	0.2761151891586674	0.39469226425748166	0.3800112930547713	0.5053642010163749	0.3890457368718238	0.46357989836250707	0.5640880858272163	0.27837380011293056	0.07509881422924901	0.4184076792772445	0.19932241671372106	0.03557312252964427	0.12478825522303783	0.3156408808582722	0.26256352343308864	-0.15640880858272163	0.05251270468661773	0.10559006211180125	-0.04686617730095991	0.435347261434218	0.053642010163749296	0.2365894974590627	0.11123658949745906	0.36645962732919257	0.3246753246753247	0.3235460191981931	-0.031055900621118012	0.13946922642574816	0.295313382269904	0.029926595143986448	-0.18464144551101072	0.05928853754940711	0.1259175607001694	0.11349520045172219	-0.15527950310559005	0.0942970073404856	0.383399209486166	0.20271033314511575	0.12027103331451157	0.018633540372670808	0.11349520045172219	-0.11462450592885376	0.19141727837380013	0.029926595143986448	-0.10220214568040654	0.04009034443817053	0.11914172783738002	-0.07509881422924901	0.020892151326933936	-0.0818746470920384	-0.04799548277809147	0.23433088650479955	-0.054771315640880856
FabR	0.11462450592885376	0.4872953133822699	0.32580463015245625	0.22077922077922077	0.42518351214003386	0.4342179559570864	0.18690005646527386	0.31225296442687744	0.4522868435911914	0.36984754376058726	0.36307171089779783	0.42066629023150764	0.30321852060982496	0.19706380575945792	0.4330886504799548	1.0	0.6883116883116883	0.6002258610954263	0.7165443252399775	0.47374364765669114	0.42518351214003386	0.4827780914737436	0.383399209486166	0.6544325239977414	0.49520045172219085	0.47035573122529645	0.6194240542066629	0.6092603049124788	0.49745906267645396	0.7267080745341615	0.6713721061547149	0.7549407114624506	0.5652173913043478	0.6205533596837944	0.6126482213438735	0.5573122529644269	0.5448898927159797	0.3167701863354037	0.42518351214003386	0.5381140598531903	0.4127611518915867	0.4150197628458498	0.34839073969508755	0.189158667419537	0.4771315640880858	0.48842461885940147	0.37888198757763975	0.40033879164313946	0.5866741953698476	0.6374929418407679	0.1067193675889328	0.16205533596837945	0.5335968379446641	0.3890457368718238	0.25578769057029926	0.34726143421795597	0.06380575945793338	0.08865047995482778	0.08526256352343309	0.1225296442687747	0.0378317334839074	-0.2140033879164314	-0.20045172219085264	-0.07848673066064371	0.026538678712591756	-0.3608130999435347	-0.09994353472614342	-0.13946922642574816	0.13382269904009034	-0.11462450592885376	-0.21739130434782608	0.20496894409937888	0.11349520045172219	0.4613212874082439	0.3359683794466403	0.18464144551101072	0.29983060417843027	0.42179559570863917	-0.009599096555618294	0.000564652738565782	0.0818746470920384	0.0220214568040655	0.34839073969508755	0.1767363071710898	-0.01637492941840768	-0.12027103331451157	-0.05251270468661773	0.15189158667419536
PsrA	0.25578769057029926	0.42970073404856013	0.08752117447769622	0.22529644268774704	0.5302089215132694	0.35968379446640314	0.24336533032185206	0.32919254658385094	0.32241671372106157	0.28514963297571994	0.3879164313946923	0.5810276679841897	0.21964991530208922	0.4105025409373235	0.6352343308865048	0.6883116883116883	1.0	0.6781479390175043	0.7300959909655562	0.5460191981931113	0.44664031620553357	0.5527950310559007	0.5200451722190853	0.5121400338791643	0.4500282326369283	0.5403726708074534	0.4409937888198758	0.5223037831733484	0.5223037831733484	0.5697346132128741	0.7233201581027668	0.7323546019198193	0.4105025409373235	0.5177865612648221	0.4184076792772445	0.6194240542066629	0.48616600790513836	0.5426312817617166	0.6228119706380576	0.4432523997741389	0.5403726708074534	0.6679841897233202	0.5968379446640316	0.29983060417843027	0.48955392433653305	0.3743647656691135	0.2941840767927724	0.3235460191981931	0.36307171089779783	0.4601919819311124	0.1225296442687747	0.17221908526256352	0.3743647656691135	0.17221908526256352	0.28740824392998304	0.15979672501411632	0.16770186335403728	0.17447769621682666	0.3370976849237719	0.391304347826087	0.1665725578769057	-0.00282326369282891	0.07284020327498589	0.1665725578769057	0.13946922642574816	-0.08074534161490683	0.05815923207227555	-0.2919254658385093	0.0660643704121965	-0.14737436476566912	-0.19254658385093168	0.1880293619424054	0.2015810276679842	0.08074534161490683	0.044607566346696784	-0.005081874647092038	0.04686617730095991	0.28740824392998304	0.019762845849802372	0.05815923207227555	-0.042348955392433656	0.15640880858272163	-0.043478260869565216	-0.018633540372670808	-0.00282326369282891	0.044607566346696784	0.1383399209486166	0.3495200451722191
SdaR	0.16205533596837945	0.25691699604743085	0.19367588932806323	0.44664031620553357	0.6284584980237155	0.6103896103896104	0.28063241106719367	0.2106154714850367	0.42857142857142855	0.49745906267645396	0.4127611518915867	0.5121400338791643	0.3551665725578769	0.5076228119706381	0.603613777526821	0.6002258610954263	0.6781479390175043	1.0	0.83399209486166	0.709768492377188	0.7244494635798984	0.6578204404291361	0.4827780914737436	0.5821569734613213	0.5347261434217956	0.6453980801806889	0.603613777526821	0.5539243365330322	0.6442687747035574	0.5313382269904009	0.5844155844155844	0.5539243365330322	0.5403726708074534	0.45454545454545453	0.5798983625070582	0.55957086391869	0.52343308865048	0.6216826651609261	0.4658385093167702	0.20383963862224733	0.27498588368153587	0.4647092038396386	0.31225296442687744	0.0818746470920384	0.30660643704121965	0.20383963862224733	0.17447769621682666	0.16092603049124787	0.2140033879164314	0.47035573122529645	0.010728402032749858	0.1259175607001694	0.39808018068887635	0.48842461885940147	0.409373235460192	0.24110671936758893	0.46357989836250707	0.31225296442687744	0.17447769621682666	0.42970073404856013	0.4624505928853755	0.13721061547148503	0.13043478260869565	0.30773574251835123	0.2478825522303783	-0.18690005646527386	0.14624505928853754	0.11575381140598531	0.06719367588932806	-0.26143421795595706	-0.11688311688311688	-0.1293054771315641	0.043478260869565216	0.29757199322416716	0.03896103896103896	0.12478825522303783	0.032185206098249576	0.16770186335403728	0.19028797289666854	-0.1383399209486166	0.045736871823828344	0.02766798418972332	0.05815923207227555	0.08300395256916997	0.06719367588932806	-0.27498588368153587	0.2682100508187465	-0.000564652738565782
ThiR	0.0942970073404856	0.3687182382834557	0.23207227555053642	0.32919254658385094	0.5245623941276115	0.5403726708074534	0.34726143421795597	0.39808018068887635	0.5200451722190853	0.4376058723884811	0.5211744776962168	0.5324675324675324	0.42518351214003386	0.42970073404856013	0.6329757199322417	0.7165443252399775	0.7300959909655562	0.83399209486166	1.0	0.6962168266516092	0.6837944664031621	0.735742518351214	0.4613212874082439	0.7120271033314511	0.7029926595143986	0.6691134952004517	0.6996047430830039	0.6725014116318464	0.7108977978543196	0.639751552795031	0.7120271033314511	0.6950875211744777	0.5945793337097685	0.525691699604743	0.5731225296442688	0.665725578769057	0.5460191981931113	0.6589497459062676	0.6386222473178995	0.4872953133822699	0.5076228119706381	0.6081309994353472	0.4409937888198758	0.2523997741389046	0.47035573122529645	0.4376058723884811	0.391304347826087	0.43873517786561267	0.40711462450592883	0.41953698475437606	-0.16431394692264256	0.09090909090909091	0.49745906267645396	0.3867871259175607	0.3269339356295878	0.13043478260869565	0.339356295878035	0.12365894974590627	0.19028797289666854	0.36645962732919257	0.37210615471485037	-0.033314511575381144	-0.006211180124223602	0.30321852060982496	0.30434782608695654	-0.37210615471485037	-0.01637492941840768	-0.07735742518351214	-0.06041784302653868	-0.251270468661773	0.012987012987012988	0.15189158667419536	0.2941840767927724	0.22077922077922077	0.06267645398080181	0.023150762281197064	0.19141727837380013	0.35290796160361376	0.16770186335403728	-0.06380575945793338	0.14963297571993225	0.29757199322416716	0.009599096555618294	0.17108977978543197	0.10220214568040654	-0.003952569169960474	0.3246753246753247	0.15753811405985318
LexA	0.21852060982495766	0.3178994918125353	0.3269339356295878	0.47600225861095424	0.6668548842461886	0.5866741953698476	0.0660643704121965	0.20609824957651043	0.2015810276679842	0.3382269904009034	0.37888198757763975	0.29983060417843027	0.49407114624505927	0.611518915866742	0.453416149068323	0.47374364765669114	0.5460191981931113	0.709768492377188	0.6962168266516092	1.0	0.7786561264822134	0.7967250141163185	0.5223037831733484	0.5211744776962168	0.5708639186900056	0.5832862789384529	0.6318464144551101	0.6815358554488989	0.8204404291360813	0.6668548842461886	0.6499153020892151	0.45115753811405984	0.5900621118012422	0.5076228119706381	0.6194240542066629	0.48616600790513836	0.5539243365330322	0.7391304347826086	0.5031055900621118	0.22190852625635235	0.44551101072840205	0.46696781479390176	0.3867871259175607	0.2862789384528515	0.5189158667419537	0.38226990400903443	0.3337097684923772	0.6250705815923208	0.32806324110671936	0.49294184076792774	0.21174477696216826	0.09994353472614342	0.2106154714850367	0.32241671372106157	0.17334839073969507	0.09090909090909091	0.39808018068887635	0.4330886504799548	0.22755505364201017	0.33145115753811405	0.4658385093167702	-0.04799548277809147	0.2230378317334839	0.3495200451722191	0.19932241671372106	-0.163184641445511	0.04799548277809147	-0.007340485601355167	0.14963297571993225	0.12140033879164314	-0.12704686617730096	-0.03670242800677583	0.10784867306606437	0.15640880858272163	-0.011857707509881422	0.1067193675889328	0.17786561264822134	0.0942970073404856	0.14059853190287974	-0.006211180124223602	0.14059853190287974	0.295313382269904	0.19706380575945792	0.295313382269904	0.4432523997741389	0.053642010163749296	0.07735742518351214	-0.020892151326933936
NtrC	0.19593450028232637	0.2919254658385093	0.21513269339356295	0.7684923771880293	0.6194240542066629	0.6024844720496895	0.00282326369282891	0.2264257481648786	0.251270468661773	0.25917560700169395	0.43195934500282324	0.35177865612648224	0.49632975719932243	0.5392433653303218	0.3551665725578769	0.42518351214003386	0.44664031620553357	0.7244494635798984	0.6837944664031621	0.7786561264822134	1.0	0.7504234895539243	0.49181253529079616	0.6126482213438735	0.45115753811405984	0.7233201581027668	0.6623376623376623	0.7368718238283456	0.8791643139469226	0.5990965556182948	0.5381140598531903	0.4308300395256917	0.5426312817617166	0.41953698475437606	0.40711462450592883	0.5471485036702428	0.6205533596837944	0.6182947487295314	0.3450028232636928	0.06832298136645963	0.26595143986448333	0.34726143421795597	0.3235460191981931	0.2264257481648786	0.47035573122529645	0.3382269904009034	0.32919254658385094	0.42179559570863917	0.25014116318464147	0.3890457368718238	0.06267645398080181	0.0016939582156973462	0.2738565782044043	0.43873517786561267	0.1756070016939582	0.23433088650479955	0.6533032185206098	0.5742518351214003	0.20045172219085264	0.2106154714850367	0.42857142857142855	0.22416713721061546	0.2388481084133258	0.4522868435911914	0.46696781479390176	-0.09768492377188029	-0.16883116883116883	0.1101072840203275	-0.018633540372670808	-0.0016939582156973462	-0.04121964991530209	-0.22755505364201017	-0.0818746470920384	0.19367588932806323	0.01637492941840768	0.017504234895539244	0.16770186335403728	0.04686617730095991	0.20609824957651043	-0.0818746470920384	-0.0016939582156973462	0.28740824392998304	0.10784867306606437	0.30434782608695654	0.3585544889892716	-0.18351214003387917	0.05138339920948617	-0.21739130434782608
IscR	-0.025409373235460192	0.12365894974590627	0.3800112930547713	0.3404856013551666	0.5832862789384529	0.3879164313946923	0.30095990965556185	0.22077922077922077	0.35177865612648224	0.16883116883116883	0.453416149068323	0.549407114624506	0.5979672501411631	0.7391304347826086	0.4624505928853755	0.4827780914737436	0.5527950310559007	0.6578204404291361	0.735742518351214	0.7967250141163185	0.7504234895539243	1.0	0.7843026538678712	0.7504234895539243	0.6092603049124788	0.7413890457368718	0.7052512704686618	0.8272162619988707	0.857707509881423	0.5719932241671372	0.655561829474873	0.5381140598531903	0.5358554488989271	0.45454545454545453	0.47148503670242803	0.6250705815923208	0.5369847543760587	0.6702428006775832	0.5990965556182948	0.2885375494071146	0.47374364765669114	0.4997176736307171	0.46357989836250707	0.2930547713156409	0.5403726708074534	0.49632975719932243	0.4647092038396386	0.48616600790513836	0.28402032749858835	0.4658385093167702	0.19367588932806323	0.02766798418972332	0.19028797289666854	0.3800112930547713	0.17108977978543197	0.032185206098249576	0.4647092038396386	0.30886504799548276	0.15189158667419536	0.2365894974590627	0.4105025409373235	-0.032185206098249576	0.2523997741389046	0.43195934500282324	0.16205533596837945	-0.08977978543195934	-0.20271033314511575	0.06945228684359118	-0.11236589497459062	0.12140033879164314	0.13721061547148503	0.12704686617730096	0.3551665725578769	0.15527950310559005	0.17334839073969507	0.30773574251835123	0.17221908526256352	0.22190852625635235	0.08300395256916997	0.053642010163749296	0.3178994918125353	0.4827780914737436	0.17108977978543197	0.2682100508187465	0.3235460191981931	0.0016939582156973462	0.18012422360248448	-0.0942970073404856
RbkR	-0.0502540937323546	0.018633540372670808	0.4522868435911914	0.16092603049124787	0.577639751552795	0.2987012987012987	0.38226990400903443	0.2523997741389046	0.11688311688311688	0.2365894974590627	0.4748729531338227	0.6137775268210051	0.41953698475437606	0.5945793337097685	0.26143421795595706	0.383399209486166	0.5200451722190853	0.4827780914737436	0.4613212874082439	0.5223037831733484	0.49181253529079616	0.7843026538678712	1.0	0.7188029361942405	0.49632975719932243	0.5844155844155844	0.5290796160361377	0.7086391869000565	0.6318464144551101	0.4105025409373235	0.46357989836250707	0.42970073404856013	0.3438735177865613	0.3743647656691135	0.3235460191981931	0.549407114624506	0.37323546019198195	0.6126482213438735	0.46696781479390176	0.24336533032185206	0.3416149068322981	0.26143421795595706	0.5934500282326369	0.37549407114624506	0.4568040654997177	0.5347261434217956	0.5313382269904009	0.2490118577075099	0.1789949181253529	0.40711462450592883	0.2964426877470356	0.07961603613777526	0.024280067758328628	0.19480519480519481	0.08639186900056466	0.18351214003387917	0.26256352343308864	0.14737436476566912	0.23207227555053642	0.18464144551101072	0.19141727837380013	-0.05928853754940711	0.08300395256916997	0.2523997741389046	0.10220214568040654	-0.02766798418972332	-0.16770186335403728	0.026538678712591756	-0.1880293619424054	0.2885375494071146	0.14850367024280067	0.13721061547148503	0.47600225861095424	0.1281761716544325	0.06945228684359118	0.2636928289102202	0.1507622811970638	-0.06154714850367024	0.14059853190287974	0.20045172219085264	0.30660643704121965	0.3427442123094297	0.21287408243929984	0.16883116883116883	0.22077922077922077	-0.07961603613777526	0.18238283455674761	-0.034443817052512704
LldR	0.1507622811970638	0.339356295878035	0.25917560700169395	0.3461321287408244	0.5211744776962168	0.3642010163749294	0.48955392433653305	0.46357989836250707	0.49294184076792774	0.40033879164313946	0.5686053077357425	0.5335968379446641	0.6826651609260305	0.4827780914737436	0.35064935064935066	0.6544325239977414	0.5121400338791643	0.5821569734613213	0.7120271033314511	0.5211744776962168	0.6126482213438735	0.7504234895539243	0.7188029361942405	1.0	0.7492941840767928	0.6928289102202145	0.8001129305477132	0.8780350084697911	0.7786561264822134	0.7492941840767928	0.6600790513833992	0.7594579333709769	0.5832862789384529	0.6544325239977414	0.5607001693958216	0.7391304347826086	0.6612083568605308	0.6341050254093732	0.577639751552795	0.42518351214003386	0.5347261434217956	0.45115753811405984	0.611518915866742	0.585544889892716	0.629587803500847	0.655561829474873	0.6420101637492942	0.49181253529079616	0.585544889892716	0.6137775268210051	0.15753811405985318	0.02766798418972332	0.25804630152456237	0.30095990965556185	0.007340485601355167	0.07284020327498589	0.19480519480519481	-0.010728402032749858	0.3020892151326934	0.1880293619424054	0.28289102202145683	-0.04912478825522304	-0.07848673066064371	0.17334839073969507	0.15189158667419536	-0.13269339356295878	-0.07848673066064371	0.09994353472614342	-0.25014116318464147	0.08074534161490683	0.23094297007340486	0.05815923207227555	0.37775268210050816	0.25804630152456237	0.36307171089779783	0.2761151891586674	0.34839073969508755	0.31225296442687744	0.4025974025974026	0.33483907396950874	0.4364765669113495	0.49520045172219085	0.3178994918125353	0.36645962732919257	0.28063241106719367	0.006211180124223602	0.33483907396950874	0.043478260869565216
MntR	0.13156408808582723	0.2264257481648786	0.21513269339356295	0.2106154714850367	0.5539243365330322	0.5042348955392434	0.43195934500282324	0.45454545454545453	0.5878035008469791	0.4613212874082439	0.7481648785996612	0.5290796160361377	0.49858836815358554	0.32241671372106157	0.45454545454545453	0.49520045172219085	0.4500282326369283	0.5347261434217956	0.7029926595143986	0.5708639186900056	0.45115753811405984	0.6092603049124788	0.49632975719932243	0.7492941840767928	1.0	0.5437605872388481	0.7063805759457933	0.6770186335403726	0.611518915866742	0.7041219649915302	0.6002258610954263	0.6860530773574252	0.7380011293054771	0.6318464144551101	0.42631281761716544	0.4601919819311124	0.427442123094297	0.5742518351214003	0.42631281761716544	0.6352343308865048	0.7029926595143986	0.4782608695652174	0.5573122529644269	0.5979672501411631	0.655561829474873	0.6205533596837944	0.6171654432523997	0.5313382269904009	0.5471485036702428	0.577639751552795	-0.10897797854319594	0.06154714850367024	0.10107284020327499	0.20045172219085264	0.00282326369282891	-0.17221908526256352	0.11914172783738002	-0.1101072840203275	0.40372670807453415	0.14511575381140598	0.2738565782044043	-0.19028797289666854	-0.13495200451722192	0.1665725578769057	0.025409373235460192	-0.189158667419537	-0.00282326369282891	0.22416713721061546	0.019762845849802372	0.251270468661773	0.14511575381140598	0.2264257481648786	0.4025974025974026	0.2456239412761152	0.1756070016939582	0.10446075663466968	0.1259175607001694	0.22077922077922077	0.5550536420101637	0.48616600790513836	0.6566911349520045	0.5832862789384529	0.313382269904009	0.47939017504234893	0.3935629587803501	0.23094297007340486	0.38226990400903443	0.20496894409937888
HrcA	0.24110671936758893	0.2422360248447205	0.24110671936758893	0.5810276679841897	0.42518351214003386	0.46357989836250707	0.2648221343873518	0.4579333709768492	0.2896668548842462	0.07848673066064371	0.409373235460192	0.5290796160361377	0.5821569734613213	0.5889328063241107	0.639751552795031	0.47035573122529645	0.5403726708074534	0.6453980801806889	0.6691134952004517	0.5832862789384529	0.7233201581027668	0.7413890457368718	0.5844155844155844	0.6928289102202145	0.5437605872388481	1.0	0.831733483907397	0.743647656691135	0.8373800112930547	0.5640880858272163	0.6261998870694523	0.6024844720496895	0.6431394692264257	0.6205533596837944	0.47261434217955955	0.6725014116318464	0.7402597402597403	0.6126482213438735	0.5798983625070582	0.4138904573687182	0.5324675324675324	0.5166572557876906	0.49520045172219085	0.251270468661773	0.7459062676453981	0.5945793337097685	0.5053642010163749	0.4116318464144551	0.42066629023150764	0.4647092038396386	0.16431394692264256	0.17108977978543197	0.251270468661773	0.1981931112365895	0.35403726708074534	0.2862789384528515	0.515527950310559	0.435347261434218	0.32580463015245625	0.1507622811970638	0.30999435347261434	-0.010728402032749858	-0.0502540937323546	0.3337097684923772	0.14059853190287974	-0.09881422924901186	-0.1789949181253529	0.14285714285714285	-0.18464144551101072	-0.00846979107848673	0.1225296442687747	0.12704686617730096	0.17221908526256352	0.13382269904009034	0.2140033879164314	0.3416149068322981	-0.04799548277809147	-0.034443817052512704	0.1383399209486166	0.12704686617730096	0.18238283455674761	0.37775268210050816	0.1281761716544325	0.435347261434218	0.4059853190287973	-0.04009034443817053	0.251270468661773	-0.21964991530208922
Phr	0.37549407114624506	0.453416149068323	0.2704686617730096	0.5426312817617166	0.409373235460192	0.5302089215132694	0.2795031055900621	0.42405420666290233	0.4059853190287973	0.2715979672501412	0.5719932241671372	0.48955392433653305	0.6668548842461886	0.4568040654997177	0.46696781479390176	0.6194240542066629	0.4409937888198758	0.603613777526821	0.6996047430830039	0.6318464144551101	0.6623376623376623	0.7052512704686618	0.5290796160361377	0.8001129305477132	0.7063805759457933	0.831733483907397	1.0	0.8373800112930547	0.8249576510446076	0.7843026538678712	0.691699604743083	0.7210615471485037	0.7108977978543196	0.6623376623376623	0.6894409937888198	0.6702428006775832	0.8294748729531338	0.6047430830039525	0.5990965556182948	0.4647092038396386	0.5211744776962168	0.3416149068322981	0.47939017504234893	0.37662337662337664	0.7210615471485037	0.6205533596837944	0.6216826651609261	0.6250705815923208	0.5268210050818747	0.6341050254093732	0.2490118577075099	0.25014116318464147	0.2919254658385093	0.2636928289102202	0.30321852060982496	0.2490118577075099	0.3687182382834557	0.30660643704121965	0.2478825522303783	-0.00846979107848673	0.20271033314511575	-0.1225296442687747	-0.2456239412761152	0.1541501976284585	0.06154714850367024	-0.22529644268774704	-0.08639186900056466	0.057029926595143984	-0.13156408808582723	-0.03557312252964427	0.020892151326933936	0.07171089779785432	0.14398644833427443	0.4522868435911914	0.35403726708074534	0.38114059853190285	0.12478825522303783	0.04121964991530209	0.2636928289102202	0.28176171654432525	0.35290796160361376	0.32128740824393	0.3269339356295878	0.5607001693958216	0.47261434217955955	-0.026538678712591756	0.21513269339356295	-0.08526256352343309
