	LiuR	NtrC	GntR	NnrR	FadR	GlcC	CueR	NifA	FadP	MerR	FixJ	AcnR	FruR	NmlR	PaaR	PdxR	RbsR	BioQ	PhnR	ZntR	HrcA	QorR	PurR	CsoR	LexA	FabR	PrpR	RutR	DasR	FnrN_FixK	HcpR	AmtR	TtrR	PhsR	MetJ	NorR	CblR	ExuR_UxuR	LtbR	NagR	VanR	NiaR	CadR-PbrR	NarP	NrdR	HypR	TyrR	NikR	NagQ	HisR	PsrA	LldR	PdhR	SdaR	LiuQ	SoxR	BirA	Phr	MetR	SahR_SamR	RbkR	CzrA	NsrR	KdgR	FUR	NagC	NrtR	ArgR	MntR	ThiR	Zur	IscR	SiaR	Irr	XylR	ModE	NadQ	AgaR	GulR	AraR	PhnF	GguR	HutC	PhrR	CcpA	Rex	HexR	TrpR
MetR	-0.8009280075649767	-0.785406362553365	-0.7941927678451405	-0.8215068766194937	-0.5395144879502713	-0.4945348605439181	-0.6794758286940681	-0.7503418609286565	-0.7098145375490773	-0.6957785390138644	-0.5488409176242636	-0.6240340980202196	-0.6133888963570372	-0.49504475481038884	-0.54207323008747	-0.6384223871395395	-0.5940291381396275	-0.37115435426526555	-0.4298825852566391	-0.375560304267815	-0.5624133759172303	-0.40141194357788174	-0.5423861197509862	-0.5165437512457643	-0.5010522363498987	-0.4486443765615512	-0.43156060093357007	-0.17065697558533544	-0.29776666311285815	-0.18486216630896812	-0.19102029842720797	-0.11655255851036708	-0.17784880244378415	-0.3358140461964205	-0.22060343668735602	-0.21025490077921113	0.008357630567697734	0.08383125281021273	0.044101218647296866	0.1622159077740334	0.08366901372542657	0.1283496576755311	0.12514659460161034	0.065978000380103	0.2095850851291655	0.10043758198868034	0.18860525376510562	0.16121466085078176	0.12737158776439175	0.10361283264806634	0.13425284266053558	-0.012784439881148283	-0.04198052203902082	-0.008941691272927859	0.0165437512457644	0.0422586461843685	0.7451502102154999	0.7911148606366262	1.0	0.9144096119704632	0.7964548442273016	0.8101269636723513	0.8547519827933862	0.8645581766181031	0.8865276663993584	0.8914435106683787	0.8522766778997919	0.8553963037301083	0.8427694675313238	0.8795629742596104	0.8549837529145092	0.6274318479958838	0.6499807630799468	0.6958828355683698	0.7536098196364918	0.7044652831535569	0.6983117864377396	0.7581756910226162	0.6839744867450668	0.6982376199989803	0.7062777255007393	0.43799453949594636	0.4760233809698189	0.5136883433535282	0.4012079858712934	0.36637525436770796	0.25383927205640355	0.27385262201538024
SahR_SamR	-0.8060964812660211	-0.7967468745799167	-0.7827618654713508	-0.8561078380019561	-0.5127010026375439	-0.46427727123130197	-0.6984809786261594	-0.7678683174879827	-0.7430503729181249	-0.7470854907268775	-0.5980688913508027	-0.6599515136906611	-0.5987549309093269	-0.5670904969614937	-0.6172594573797924	-0.6187242445452902	-0.5972947791462516	-0.4115124854564249	-0.47800733320663236	-0.4389911510167755	-0.5645085778121828	-0.4236178388826826	-0.5836782845302715	-0.5492882339580311	-0.5332914601981171	-0.48210502894808815	-0.45241527643222346	-0.19726418549026334	-0.27776721936114884	-0.1798860618084559	-0.25376047021522175	-0.1284099179070231	-0.16909252726775476	-0.31284562719312475	-0.18974092735860865	-0.21172200564592014	-0.016376876758555793	0.10341119264268928	0.007685497216440846	0.15139456081879749	0.12650013210896904	0.209851620768457	0.07676226411595923	0.06747291766134678	0.2712846090733367	0.12455789849395775	0.2202835939202062	0.12729510362442115	0.0917160723308194	0.078377701860187	0.13471406520157048	0.009201273808585693	-0.023193236020785143	-0.02093811274225772	-0.04731818792848501	0.06668026384710589	0.786973128572157	0.8326272070309784	0.9144096119704632	1.0	0.8290718533729505	0.8730015621306164	0.9111555594698953	0.8826130690535899	0.9161803356958435	0.9162336428237018	0.8695087864052917	0.8850443376241709	0.8798781816243377	0.8882659423077814	0.8550556016520574	0.6494569626062087	0.6320881097292461	0.7309195247785436	0.780562367021893	0.7363638049237244	0.7198246890803826	0.8045552099605527	0.70799282439705	0.7326044935591083	0.7310840815645411	0.44524662658588704	0.49486860951833533	0.5663859157932796	0.40561393587384287	0.4369191261339353	0.3030394333684079	0.3146256217233499
RbkR	-0.669356745205835	-0.69795486045121	-0.7105191187172915	-0.768705007625237	-0.5494087544210151	-0.49055536756423507	-0.6894442616035711	-0.7397893673139233	-0.7312509560517496	-0.6941213826478345	-0.6150159226073212	-0.6578748534053984	-0.6605680222128484	-0.5484144606013971	-0.5315531842896941	-0.593479842952566	-0.5646893585066588	-0.4740278402269493	-0.4244406228126695	-0.3470294023575657	-0.47006920655816736	-0.3362868572435116	-0.5035738952677177	-0.4521301991832421	-0.3735045032934534	-0.3902151290264264	-0.33216830219115473	-0.20874375958948876	-0.32079302464643467	-0.24155082023445865	-0.3007055082486986	-0.16807042103360204	-0.1575503752358261	-0.2371541410367541	-0.182449439348077	-0.07840551427472175	-0.02311211647839207	0.06641372820781437	0.011064705582415138	0.12999522553550485	0.08142316125174406	0.20247437781310984	0.07273178170962911	0.08721973198103193	0.27779966717810606	0.22217947351099285	0.2562844468342519	0.19535903509463173	0.21207661393123844	0.1678873226379148	0.17401300693919744	0.14795740992254242	-0.0025402005275087956	-0.034132785737793825	-0.029481159406853905	0.04236526044008511	0.7635434870278264	0.816083455785214	0.7964548442273016	0.8290718533729505	1.0	0.7922760289434527	0.8580500716169674	0.812395993158146	0.8497202534638044	0.8421205111921791	0.8428899879943077	0.8636542731457232	0.8329702268102406	0.8341615252328131	0.8201278443988115	0.6430485187571559	0.524618622265692	0.6706894234022927	0.7086000621143924	0.7066485576945363	0.7034130468036582	0.6586883665305403	0.6485808715483635	0.6371893700951649	0.6326443580199415	0.34150632037120304	0.4130166735425136	0.5356300207202488	0.35388748024159716	0.4615632431129508	0.3256161608670057	0.3508188438379278
CzrA	-0.7247335802457691	-0.7417014708131886	-0.7041593465936745	-0.8344373316769496	-0.5330365130648818	-0.5012191108371074	-0.7578975668772685	-0.7292530976076688	-0.7581409255044477	-0.7586948560939318	-0.6212157733473631	-0.6574136308643634	-0.5740181058818621	-0.5629279055861235	-0.6079283923033778	-0.6439709638392257	-0.6699315351062203	-0.4516017633070815	-0.4949566821643621	-0.4706625380682424	-0.4950099892922204	-0.3822862731828064	-0.585532445499256	-0.5535620749915404	-0.44597206706500225	-0.34776411364152576	-0.34032197505226414	-0.208866597753684	-0.3642800524727554	-0.23236113493192911	-0.32654555905270916	-0.13320292401184808	-0.20004774464495134	-0.29254256458274425	-0.18153858277206336	-0.08670983771456119	-0.07340623276209725	0.05451465018935619	-0.019865017081457926	0.15247460958323097	0.19648080248086738	0.2178569607520477	0.0991188099994901	0.09335468708715947	0.3369752145032471	0.2494773583768675	0.22657847040990864	0.22044119760256986	0.18269279797525623	0.18146905173572644	0.10853331231950902	0.11026463512429832	0.01660864687967886	0.02750879567609662	-0.13821842943295123	0.08227375759626572	0.8203920623368918	0.8560892963922663	0.8101269636723513	0.8730015621306164	0.7922760289434527	1.0	0.9211471693915108	0.8431959245541901	0.8583652789816948	0.865028669963983	0.8561356504164909	0.8790600330967733	0.8541007087530303	0.8487259596441865	0.84246121327023	0.6147331630595511	0.5976725644436822	0.6941839605805378	0.7353718288053177	0.7645192392377544	0.6970579100824638	0.7157826181679963	0.6545211397527476	0.7037746081926103	0.688899601818932	0.44840797103800567	0.5626335575322972	0.5407498226958574	0.3400902049311411	0.4261116853859668	0.3940717838419142	0.3673950429006494
NsrR	-0.7578187650360866	-0.76251442769004	-0.7557675994641475	-0.8620898248281424	-0.5889811849015673	-0.5233392511970927	-0.7559391093537785	-0.7804487996625427	-0.7796144272264997	-0.7630359104625668	-0.6627582498574613	-0.7069521765532074	-0.6329572476834576	-0.5846957553620018	-0.5915352916363434	-0.6375254367707932	-0.6613838530392016	-0.46494940458255885	-0.487298997362456	-0.45721987104310463	-0.4979511521292721	-0.40236683647690874	-0.5299099341309316	-0.5303873805804451	-0.4207601132892352	-0.38478707278972424	-0.37960005747899006	-0.22412402482721538	-0.37492757183714903	-0.25194571016682815	-0.3305783591602505	-0.16038028841473873	-0.19429984564109934	-0.3146487987354622	-0.18585414242737483	-0.1251813601197788	-0.037528218012246733	0.08710616462168164	-0.02992152263698773	0.168642893232776	0.16391478276186547	0.2590262873671378	0.08429015765003639	0.10971302223602541	0.3202483648617955	0.23748093690753763	0.268915918435459	0.1632820503311995	0.21232460796084013	0.18654249968711034	0.15889232423712865	0.09177865026352262	0.005425738535490958	-0.008107318836884824	-0.0701521802615294	0.10162192730761921	0.8464476593535468	0.8952213636426847	0.8547519827933862	0.9111555594698953	0.8580500716169674	0.9211471693915108	1.0	0.883778872762839	0.9040703468671633	0.9198423036095879	0.9130722983715831	0.9208041496122485	0.8863770158206284	0.8820220552447261	0.8712007082894901	0.6694587240591292	0.5918389104950146	0.7250905062322985	0.7530118527239942	0.7563817902851236	0.7427212593461301	0.7257093324556971	0.6637432728722344	0.700386129021791	0.6938710709170217	0.4136053696501662	0.5438671308249625	0.5807371216932198	0.3990525237448489	0.4648427903268422	0.39003666603316167	0.38949895935215617
KdgR	-0.7152495468894132	-0.7669412370034905	-0.8013196990696747	-0.7978640065637298	-0.6163439654013563	-0.5349115333447674	-0.6756979757197621	-0.7545183585112941	-0.7679702963412769	-0.7624889329767164	-0.6190904413366647	-0.6746411039674409	-0.6464300448243414	-0.5148124284409751	-0.6400818612067807	-0.6085449008255651	-0.5459461088114365	-0.4261232738920229	-0.4996963811413288	-0.44638925328302376	-0.5702147581942326	-0.46127584816275824	-0.4585177837213938	-0.5549967320412922	-0.4645438068705935	-0.4106943369288605	-0.4617231644965258	-0.2178662315568926	-0.36008501328042797	-0.2435880795991304	-0.2672842567827526	-0.16964645785723886	-0.15320932086719108	-0.3307127858305019	-0.2074365761063547	-0.14800376394676704	-0.10790057988884305	0.006032976252833389	0.027779966717810606	0.11063314961688399	0.11312236071774572	0.11902091030032773	-0.02492687652678567	-0.0017823122314363721	0.2410339728643542	0.19725955008784088	0.2789538823812989	0.14368820429145557	0.14540793859018872	0.17983739008302005	0.23026129763455414	0.028985171347650548	0.07026111221845724	0.009185049900107078	0.07197621111476793	0.1451043197315175	0.8225034881403229	0.829016228543881	0.8645581766181031	0.8826130690535899	0.812395993158146	0.8431959245541901	0.883778872762839	1.0	0.9360430350760901	0.9325595301556104	0.9069582025763566	0.9060334397930756	0.8910912200842717	0.9081518187001405	0.8731174471911779	0.5919687017628436	0.5991605286212922	0.7715395562065721	0.8062633557532297	0.734982455001831	0.7295914819845085	0.7593832133536673	0.6820925133615475	0.6671549290551659	0.6517236743907923	0.43486564286078494	0.4863603283719076	0.6189513792639908	0.49445374100152506	0.4122518321428075	0.38757758504804596	0.28562422646722074
FUR	-0.7441837288104167	-0.7984109840495802	-0.7939934455409746	-0.8440140730817546	-0.5639361056130088	-0.5244517477784834	-0.6842433400855695	-0.7946354487764855	-0.779035001923692	-0.7724898137031766	-0.6352587249862097	-0.6844936518163824	-0.6681677644844737	-0.5385387357403433	-0.6059513931701981	-0.5964859014235321	-0.5877991572838396	-0.439709638392257	-0.4680852543213539	-0.4299405277869198	-0.5570571684180762	-0.42705498977893763	-0.5417348457106304	-0.530456911616782	-0.4461945663812804	-0.45597526549267375	-0.4242436182097149	-0.2138056190348165	-0.3509579059106016	-0.2762977967932286	-0.27018370099800215	-0.12410362905655654	-0.1993547519827934	-0.353996412198525	-0.1884453323815307	-0.11742864956821226	-0.024834168478336447	0.016703672629339316	0.03985982543074477	0.13646624731726084	0.12020293791805535	0.16051239738377887	0.019936865819006076	0.03756761893283765	0.27526641975423094	0.22195002109108103	0.25757772411011864	0.1501175074514094	0.1372565834302905	0.17204064320844015	0.21384038455298496	0.046187149737404454	0.02356638591579328	0.007048129383352416	0.04273377493267078	0.12402714491658594	0.8167949900570618	0.8535027418405329	0.8865276663993584	0.9161803356958435	0.8497202534638044	0.8583652789816948	0.9040703468671633	0.9360430350760901	1.0	0.9340984837598676	0.9159277062638193	0.9248369497197899	0.9091437948185471	0.9168177035289319	0.8815654681061136	0.6645405620888978	0.6035641609226305	0.7444827122666654	0.7819947063704336	0.7224784569672416	0.7614088842122829	0.781375880147035	0.7092374299474808	0.6700845033861614	0.6727150942609083	0.395837872164872	0.49315119292081344	0.5903092276956023	0.44813448229508046	0.4532195187525205	0.35173897121878633	0.32735443677542864
NagC	-0.744658857558719	-0.797965985417024	-0.797333252986358	-0.8237527290931762	-0.6225530869462432	-0.5212904033263648	-0.6961377827016052	-0.7839323045830223	-0.7647046553346529	-0.7685126384247049	-0.6449351275430977	-0.6743096726942349	-0.6592956042478828	-0.5417835174360662	-0.6014341935095096	-0.6399590230425855	-0.6117479638994859	-0.4432534035442287	-0.47661671247989396	-0.4527397546017958	-0.5646360513788005	-0.4470196680124785	-0.5023478313269767	-0.5519814027654811	-0.4581098683082172	-0.4356119426508012	-0.4145370855370809	-0.23739981736514457	-0.39187923849609	-0.2708280219347243	-0.30836319305060467	-0.18501049918648688	-0.1890340284891833	-0.3140230194084299	-0.22739661893747307	-0.18674877509490986	-0.039484357834525405	0.015072010976632936	-0.02586786321854532	0.12948764897024534	0.06795963491570521	0.205420176052584	0.03188925096532255	0.031815084526563175	0.26438249486629184	0.19665231237049843	0.24041514664095565	0.14642309172070772	0.15735105293166027	0.20295877736625706	0.23039340660359428	0.023904770292632955	0.06920424046613607	-0.008607942298510645	0.012019598481442167	0.12256004004987693	0.8593155364782994	0.8828170267601781	0.8914435106683787	0.9162336428237018	0.8421205111921791	0.865028669963983	0.9198423036095879	0.9325595301556104	0.9340984837598676	1.0	0.9246631221289476	0.9218123496391339	0.9186625936930715	0.9173206446917689	0.874545151137296	0.6581784722640696	0.5947012714908845	0.7664429312430758	0.7874181272047133	0.7478109312059926	0.7460471605842461	0.7697271138593897	0.690619336117665	0.6784189569417469	0.6920933940880077	0.3956339144582837	0.5226578470409908	0.6148281888092114	0.4655983609217034	0.46678038853943105	0.3591046256680774	0.3754884555302669
NrtR	-0.6654282416527991	-0.7118888801331288	-0.7694327658055634	-0.798658978079182	-0.6799787698569051	-0.5806235543338695	-0.7071561342597957	-0.7889570808089704	-0.8436084753697892	-0.7964548442273016	-0.6594416194241903	-0.7122110406014898	-0.7098956570914704	-0.561386634280655	-0.5905085499997682	-0.6011236215472047	-0.6212227264509969	-0.5112732986914259	-0.4719581330453203	-0.4581330453203295	-0.5048625371411619	-0.40379685812423805	-0.40868952538114595	-0.479309881287344	-0.3606644385832356	-0.3090445972067065	-0.38568170545725927	-0.30144253723386993	-0.48608915733019364	-0.3128919812173494	-0.3322030677093232	-0.19316185434638508	-0.21499691745738905	-0.2857030283084026	-0.21095948194742525	-0.1411109205445671	-0.07581664202177713	0.002470669491171876	-0.07142691592770627	0.13266985273326504	0.07518159188989992	0.19372042033829168	0.0930997399539241	0.11668003207698477	0.2976484603510854	0.2642156203790832	0.3017229790804289	0.23660716355090367	0.24460555043086066	0.3167185059170912	0.3095150905525863	0.07461375509314841	0.034774788973304716	0.026857521635740806	0.032053807751319933	0.15756891684551594	0.877127070286607	0.9066175004983058	0.8522766778997919	0.8695087864052917	0.8428899879943077	0.8561356504164909	0.9130722983715831	0.9069582025763566	0.9159277062638193	0.9246631221289476	1.0	0.9421223653531481	0.9333220538541054	0.9013934019681918	0.8811251048759798	0.6332817258530299	0.5505884643375315	0.706555849646087	0.7531717741075692	0.7797534892991735	0.7523930265005957	0.6694239585409607	0.6801525974477475	0.6388557972660397	0.6664155823687834	0.3509254580936444	0.5453713189110513	0.6547807222884054	0.4395311753989923	0.4894266470743658	0.4945603552572417	0.42525645363902265
ArgR	-0.6896227245968358	-0.7481585863876773	-0.773880434429915	-0.8000519165071316	-0.6239576138802491	-0.5579170355674428	-0.7263026639657721	-0.7960932828383496	-0.8223760145737052	-0.7637659863441044	-0.6296174402380743	-0.7061340280256431	-0.6933889890650857	-0.5608674692093394	-0.6050498073990294	-0.6079492516142789	-0.5895351154910513	-0.4637720123672537	-0.5014647871654978	-0.4650583365394867	-0.5267416365751793	-0.4042372213543719	-0.4462386027042938	-0.5134565732324051	-0.376485067051096	-0.35218396985134265	-0.39501740593609636	-0.2721699709360268	-0.444029833449991	-0.29612804835651807	-0.34724031316778764	-0.1679916191924202	-0.20108839248879393	-0.2723275746183905	-0.1603107573784018	-0.13755556688653925	-0.12177665704048098	-0.01050382188929732	-0.057446542221562966	0.1334022463160139	0.10135075626590523	0.17160259767951755	0.04672949182083243	0.05793789487834387	0.34672810120010567	0.289726557611099	0.27522933653485127	0.22664568374503433	0.20161451066374328	0.2600785237170365	0.2458269789691792	0.10867469209339409	0.04266192619512263	0.04225632848315727	-0.00418808608869379	0.12743184799588375	0.8495186134584274	0.8806082575058753	0.8553963037301083	0.8850443376241709	0.8636542731457232	0.8790600330967733	0.9208041496122485	0.9060334397930756	0.9248369497197899	0.9218123496391339	0.9421223653531481	1.0	0.9248647621343247	0.9238403381989607	0.8953001654838665	0.6731971761128442	0.5811125892894392	0.6930320630785561	0.7536376320510265	0.7616429720346172	0.736389299637048	0.689432673097515	0.6874046845376881	0.6258581288734582	0.6574159485655747	0.3567266642253547	0.5448034821142997	0.6414562580250405	0.4308606551677784	0.5105339520050434	0.45946108811436465	0.3983247655645225
MntR	-0.6992133722089083	-0.7201839327681233	-0.7471295270498909	-0.7704154711191252	-0.5970050664948477	-0.5547209255971557	-0.6842850587073717	-0.7504090742637822	-0.8137982023909406	-0.7686864660155471	-0.6387607715163792	-0.6788871325864155	-0.6779530989982895	-0.5319124279774349	-0.6050984791244652	-0.6626307762908437	-0.5976887883521608	-0.45385920428682014	-0.5175310919617486	-0.4455896463651492	-0.502913350422517	-0.3998544483639347	-0.44823182574595216	-0.5101770260185138	-0.4097417617310447	-0.3463132326832954	-0.4073313524713648	-0.30213552989602793	-0.46227477738479866	-0.3158076493410775	-0.3207350821161539	-0.19800121447543467	-0.21954192953261237	-0.27358840407729995	-0.19042464921592167	-0.14608702504507928	-0.1204323903379672	-0.010058823256741034	-0.06977207726288757	0.12569357208746076	0.06085819840449449	0.15373775674335166	0.09479861494175616	0.08911792927302983	0.30887772271949787	0.24239214577413537	0.2669435547047017	0.21761128442365724	0.18403938237898124	0.2785112014499539	0.27198455483912837	0.11409347752525135	0.03339807445383371	-0.004359595978324859	0.03891420333656266	0.10467202210159875	0.8440210261853883	0.8824091113470016	0.8427694675313238	0.8798781816243377	0.8329702268102406	0.8541007087530303	0.8863770158206284	0.8910912200842717	0.9091437948185471	0.9186625936930715	0.9333220538541054	0.9248647621343247	1.0	0.9169637187052394	0.8815538796000575	0.6493827961674493	0.5612197597934465	0.6998206099262507	0.7618353412351493	0.7677617032322661	0.7263397471851519	0.6836870917948742	0.6705874445489985	0.6358705981059746	0.6620073146650226	0.3527471712456717	0.5067769583416384	0.6464833519521997	0.4358367596682906	0.4907384659599223	0.452018949525103	0.4177911380376487
ThiR	-0.7059161641117874	-0.7657267615688056	-0.7811788755440804	-0.8131770584663307	-0.6028526266507827	-0.518539291988634	-0.7343381340651088	-0.7676713128850281	-0.8045111736375393	-0.7689808140693735	-0.599489642193287	-0.6828133184382402	-0.6893979075793465	-0.5368259545452438	-0.6213965540418391	-0.6654050646406868	-0.5828624537039183	-0.4293587847829009	-0.4788764711608438	-0.44764312963829955	-0.5394310507066671	-0.3994789807677154	-0.48677983229114036	-0.5065706829338389	-0.43680092337216253	-0.3412305139270666	-0.3620921425293537	-0.2825764493744524	-0.4238310673941158	-0.283797877912771	-0.3147924962105585	-0.18719609142867738	-0.2106744046984439	-0.30163027103197965	-0.1452410641029801	-0.13651955444511915	-0.07836379565291961	-0.02509143331278305	-0.013686025652317005	0.12340368329076488	0.10020349416634605	0.17736903829305942	0.09623558969271917	0.003759311364616119	0.26313788931586096	0.21987567850702958	0.24674478864882654	0.21293879878181624	0.1789775229336535	0.23686211068413904	0.22971663784991495	0.05717305347863775	-0.012640742406051982	0.06681932591977972	0.018251897038441392	0.16004653944032152	0.8285990423258596	0.8656312722789029	0.8795629742596104	0.8882659423077814	0.8341615252328131	0.8487259596441865	0.8820220552447261	0.9081518187001405	0.9168177035289319	0.9173206446917689	0.9013934019681918	0.9238403381989607	0.9169637187052394	1.0	0.9079200485790174	0.650374772285856	0.5923742994748089	0.6787921068367551	0.7500312889663516	0.7262563099415476	0.7308499937422067	0.7123199725584176	0.6826139961340744	0.6480153524528232	0.690378295191697	0.377087669366016	0.5150094330439297	0.6057335292563424	0.42476973638466425	0.45466576430832845	0.42275333633089357	0.38212635179923143
Zur	-0.7156180613819989	-0.734539774070486	-0.7469927826784283	-0.7899907755491793	-0.597902016863594	-0.4847958800543269	-0.733042539088031	-0.7499524871251698	-0.7755955333262257	-0.7237902758527982	-0.5719530341026556	-0.6580602695022968	-0.6676740941264816	-0.5001158850605615	-0.5693456202400211	-0.6345471907143618	-0.5479764150724745	-0.43789719604507465	-0.45452206683323215	-0.4396841436789335	-0.49723034705257935	-0.3500748617491227	-0.4656354441410831	-0.5017336405060006	-0.44024966277447375	-0.32130755431532787	-0.34265590017197345	-0.2566993153510622	-0.41193198937565767	-0.23647505458186352	-0.2387487194700808	-0.1304518126741173	-0.2122318999123909	-0.3546754986534156	-0.18871882112445593	-0.18429896491463907	-0.04648845089486444	-0.03604952463948158	-0.038930427245041276	0.13286917503743087	0.11439941408513381	0.18020126917318327	0.11462654880383441	0.032519665694777294	0.2662042080183191	0.21712920257172127	0.2177132632769514	0.24327982533803671	0.17339418071579885	0.22778831044217104	0.21915255572912562	0.05875836110711952	-0.014566752112584654	0.001877337981096829	0.0002966657550375236	0.10980804798568587	0.7777533131538814	0.8569120803222532	0.8549837529145092	0.8550556016520574	0.8201278443988115	0.84246121327023	0.8712007082894901	0.8731174471911779	0.8815654681061136	0.874545151137296	0.8811251048759798	0.8953001654838665	0.8815538796000575	0.9079200485790174	1.0	0.6771372681719363	0.5783707487565533	0.638267101158387	0.7041408049839847	0.7070495200040792	0.6867001033694741	0.7028544808117517	0.6636018930983494	0.6353560684370814	0.682148138190617	0.3777366257051606	0.5331523981254432	0.5984582651542893	0.40110600701799926	0.43252244693623076	0.4205237077656897	0.3567034872132424
IscR	-0.5689585641377456	-0.6011050799375148	-0.4936286393703269	-0.6233781885774413	-0.40476333952932125	-0.28591393911862456	-0.5293838159559823	-0.6073651909090487	-0.5267949437030376	-0.48439028234236153	-0.4565755501063825	-0.4614079571317984	-0.4932323124632065	-0.39034028489183287	-0.38687763928225427	-0.399817365144555	-0.4830297917313692	-0.3920716076966222	-0.2436807876475796	-0.2535866426243794	-0.37106859932045	-0.14397791694285939	-0.3794401360954151	-0.3140716911338658	-0.16999411303892348	-0.32793617977944756	-0.2706518766426707	-0.12457412240243637	-0.2730530150975057	-0.2714816136762913	-0.25425877597563634	-0.08320547348318044	-0.1365149190426967	-0.1790470539699904	-0.25932063542096406	-0.08276511025304661	-0.001622390847861457	0.10002039577065883	-0.09807120905201384	0.18354339431977787	0.05175658574799171	0.14909540121725667	0.11114767928577719	0.07669736848204477	0.26925893821472113	0.1770352893186422	0.0990423258595195	0.08484408823952051	0.11825375119941038	0.16546532487217877	0.17753127737784555	0.11904408731244003	-0.015618988462483371	-0.03525455312402946	0.022975372106929463	0.028169340521297357	0.5526628069215829	0.6574762087970667	0.6274318479958838	0.6494569626062087	0.6430485187571559	0.6147331630595511	0.6694587240591292	0.5919687017628436	0.6645405620888978	0.6581784722640696	0.6332817258530299	0.6731971761128442	0.6493827961674493	0.650374772285856	0.6771372681719363	1.0	0.4006702791902879	0.47492942599811805	0.5626219690262411	0.4690216056106911	0.5020534832731504	0.48614478215926316	0.4385345638781631	0.46008686744139693	0.5074328677844167	0.21639449128776114	0.3672513454255531	0.4207601132892352	0.2311883781190464	0.4520907982626512	0.2397847319115009	0.31288039271129325
SiaR	-0.6051100676305213	-0.6601485182936156	-0.5620981685525028	-0.6370271310103787	-0.36592330263151795	-0.375409653689085	-0.46561458483018203	-0.5098432770440966	-0.44462780036248845	-0.4114684491334115	-0.3502440539375426	-0.4552961790377832	-0.3715970351966106	-0.3581080141472482	-0.3484037991758254	-0.5292192591699848	-0.5022110869555141	-0.2720424973694091	-0.3864303229484868	-0.2021081810217354	-0.4290296712109062	-0.41404109747787754	-0.5312750601443464	-0.37241750142538627	-0.4348146534341379	-0.4378995137462859	-0.33347780337550004	0.00837385447617635	-0.11093445077434397	-0.0875650694615053	-0.11865007810653082	-0.03271203489530944	-0.008322865049529275	-0.21221335830270105	-0.22380186435885432	-0.05254460415981013	-0.0019260097065326727	0.07373766403530323	-0.00042182162044397887	0.17624495320561254	0.19863394690610064	-0.009597600715706135	0.04719534976428979	-0.06706036684574772	0.27046414284456105	0.14242273943012362	0.12965452345745396	0.016909948037138845	0.09127570910068558	-0.12360068789371949	-0.07156829570159133	-0.009859500952575198	0.002176321437345583	0.005061859445327746	-0.10072265923766172	-0.0910439389795625	0.49939971538629124	0.5423698958425076	0.6499807630799468	0.6320881097292461	0.524618622265692	0.5976725644436822	0.5918389104950146	0.5991605286212922	0.6035641609226305	0.5947012714908845	0.5505884643375315	0.5811125892894392	0.5612197597934465	0.5923742994748089	0.5783707487565533	0.4006702791902879	1.0	0.5334166160635235	0.5199484543250622	0.5666060974083466	0.4963635267995791	0.6230374864993904	0.534174504359596	0.49326244257895246	0.5096949441665778	0.4935706968400462	0.43336609017711875	0.3358766241291238	0.173586549916331	0.24757684338365835	0.13729598435088142	0.072117590888653
Irr	-0.6340975566793832	-0.6673959699811339	-0.6552697572439752	-0.6832722232780639	-0.4886710764795046	-0.4688732727331723	-0.5303526150622766	-0.620158901595042	-0.5596808061891894	-0.5951740825379755	-0.5820072219569742	-0.4836393471499228	-0.4805799815510984	-0.44838942942831583	-0.507124613523323	-0.5468824601007737	-0.5579610718904562	-0.30566075343830973	-0.39091971019464056	-0.36444229155754154	-0.5288855101955676	-0.4746327602430805	-0.48549350811890735	-0.4721922208676546	-0.49065966411874046	-0.44787489975942263	-0.3755997051884059	-0.14658996620791634	-0.26324218587036635	-0.29743523183965215	-0.287717110660962	-0.11782729417654393	-0.0640798030881051	-0.29273029838085396	-0.25318104491241405	-0.12491018907806481	-0.061982283491941355	0.001015153130519026	0.012147072048059853	0.14332432520129235	0.09323184892296425	0.12018439630836551	0.01987197018509162	0.04689173090561857	0.17509073800241967	0.11352795842971107	0.14475666454983288	0.03561147911055898	0.12189485980225373	0.13518687624866152	0.05664229990126593	0.0006373678330884295	0.06562339209478471	-0.07680630043897262	-0.0013002303795003963	0.04344299150330736	0.6681422697711502	0.6815223588635847	0.6958828355683698	0.7309195247785436	0.6706894234022927	0.6941839605805378	0.7250905062322985	0.7715395562065721	0.7444827122666654	0.7664429312430758	0.706555849646087	0.6930320630785561	0.6998206099262507	0.6787921068367551	0.638267101158387	0.47492942599811805	0.5334166160635235	1.0	0.6793970268528863	0.6070407127394765	0.6076572212616639	0.6900399108148574	0.5452762931613908	0.5317455534902262	0.561537284859385	0.556422118286199	0.4175964511359054	0.515113729598435	0.3344466024817945	0.32684222480774666	0.31684829718492014	0.1941538304647918
