	ModE	NadQ	AraR	NiaR	CcpA	Rex	PsrA	HisR	PhrR	KdgR	MetR	RbkR	SahR_SamR	Zur	ArgR	FUR	NagC	NrtR	MntR	ThiR	IscR	NsrR	Phr	BirA	CzrA	XylR	AgaR	GulR	HutC	PhnF	Irr	NagR	SiaR	HexR	NrdR	LexA	SoxR	CblR	LiuQ	PrpR	ExuR_UxuR	NarP	HypR	SdaR	TrpR	TyrR	FixJ	MetJ	NmlR	PaaR	LiuR	RbsR	BioQ	GntR	FadR	NtrC	AcnR	FadP	FruR	NnrR	NifA	MerR	CueR	DasR	FabR	GlcC	HrcA	NorR	PhsR	RutR	AmtR	VanR	PhnR	FnrN_FixK	HcpR	PdxR	LtbR	PurR	CsoR	ZntR	NikR	QorR	LldR	PdhR	GguR	TtrR	CadR-PbrR	NagQ
MetR	0.3790058170280275	0.27662612374405077	0.44484399788471707	0.33458487572712853	0.46578529878371233	0.3672659968270756	0.38429402432575355	0.5467477525118984	0.39804336329984136	0.8552088841882601	1.0	0.8090957165520889	0.833051295610788	0.7832892649391856	0.8044949762030672	0.860444209413009	0.833262823902697	0.8186144896879958	0.8145954521417239	0.8496562665256479	0.7659968270756213	0.677895293495505	0.6549973558963511	0.617239555790587	0.492490745637229	0.557800105764146	0.6382866208355368	0.5058170280274987	0.3910629296668429	0.5087784241142252	0.2469592808038075	0.19280803807509253	0.37451084082496033	0.19365415124272872	0.14204124801692225	0.24071919619249074	0.34822845055526175	0.29846641988365946	0.24299312533051295	0.017451084082496033	0.07736647276573241	0.07503966155473295	0.22321523003701746	0.09941829719725014	0.17842411422527762	0.3040190375462718	-0.3408249603384453	-0.3767318878900053	-0.18926493918561607	-0.21523003701745108	-0.5542570068746695	-0.3539925965097832	-0.4856160761501851	-0.6750925436277102	-0.7108937070333157	-0.6557377049180327	-0.6924378635642517	-0.726969857218403	-0.7915388683236383	-0.7905341089370703	-0.44045478582760444	-0.45526176626123743	-0.5313061872025383	-0.49090428344791115	-0.3437334743521946	-0.3623479640401904	-0.5301956636700159	-0.4664198836594394	-0.4462718138551031	-0.1303014278159704	-0.019725013220518246	-0.23299841353781067	-0.061396086726599686	-0.22993125330512956	0.017080909571655208	-0.27763088313061873	-0.20364886303543098	-0.2663670015864622	-0.0965097831835008	-0.10803807509254362	-0.09894235854045479	-0.0730830248545743	-0.000898995240613432	-0.07028027498677948	0.2459016393442623	0.10787942887361185	0.017398202009518773	-0.12585933368588048
RbkR	0.45600211528291906	0.4125330512956108	0.4255420412480169	0.4570597567424643	0.4863564251718667	0.5345848757271285	0.4140666314119513	0.45616076150185086	0.35510312004230565	0.7584875727128504	0.8090957165520889	1.0	0.811158117398202	0.7720782654680064	0.7976203067160232	0.7746694870438922	0.8261766261237441	0.7852987837123215	0.7783712321523004	0.8363299841353781	0.7154415653093601	0.7417239555790587	0.7374933897408779	0.6530936012691697	0.5426758328926494	0.52760444209413	0.7006874669487044	0.5326282390269699	0.32305658381808566	0.4971443680592279	0.26885245901639343	0.2007932310946589	0.19360126916975146	0.19471179270227393	0.32268640930724485	0.25441565309360126	0.31004759386567954	0.33823373876255947	0.1029613960867266	0.12406134320465362	0.18873611845584348	0.17852987837123216	0.21179270227392913	0.07535695399259651	0.15187731359069276	0.2714436805922792	-0.4437863564251719	-0.338339502908514	-0.28582760444209415	-0.30370174510840825	-0.46615547329455315	-0.3954521417239556	-0.48498149127445794	-0.5193548387096775	-0.6477525118984664	-0.5979375991538868	-0.6618720253833951	-0.6936012691697514	-0.7447382337387626	-0.7477525118984664	-0.4731887890005288	-0.5118984664198837	-0.5755156002115283	-0.4166049709148599	-0.24806980433633	-0.4127974616604971	-0.31136964569011105	-0.493918561607615	-0.3824960338445267	-0.03114754098360656	0.016023268112109995	-0.12258064516129032	-0.1314648334214701	-0.18794288736118456	-0.04918032786885246	-0.26953992596509785	-0.22897937599153886	-0.290058170280275	-0.24257006874669487	-0.1664727657324167	-0.041459545214172396	-0.05891062929666843	0.03172924378635643	-0.05573770491803279	0.1044420941300899	0.04992067689053411	0.05526176626123744	-0.06790058170280275
SahR_SamR	0.4795346377578001	0.39576943416181914	0.5628239026969857	0.5289264939185616	0.412374405076679	0.5478582760444209	0.41956636700158645	0.408514013749339	0.44621893178212585	0.8030142781597038	0.833051295610788	0.811158117398202	1.0	0.8063458487572713	0.886197778952935	0.8345848757271285	0.8476996298254892	0.8549973558963512	0.8420941300898995	0.8835007932310946	0.7877313590692755	0.8550502379693284	0.7927022739291381	0.7597038603913273	0.6277630883130618	0.6287678476996298	0.7010047593865679	0.5392384981491275	0.40126916975145427	0.6136435748281333	0.24859862506610259	0.15510312004230567	0.341776837652036	0.16356425171866737	0.19592808038075094	0.19000528820729773	0.32094130089899525	0.25520888418826015	0.1156002115282919	0.19888947646747754	0.2536753040719196	0.21697514542570068	0.24801692226335273	0.14309888947646748	0.26641988365943947	0.359227921734532	-0.497567424643046	-0.3828133262823903	-0.35473294553146484	-0.3496562665256478	-0.5402961396086726	-0.44907456372289795	-0.5762030671602327	-0.6727657324167108	-0.6726599682707562	-0.6794817556848228	-0.7288736118455843	-0.7991538868323639	-0.7628239026969857	-0.7338445267054469	-0.4574299312533051	-0.5625594923320995	-0.6293495505023797	-0.42184029613960866	-0.2729243786356425	-0.31152829190904285	-0.4641459545214172	-0.377683765203596	-0.3806980433632998	-0.17662612374405076	-0.07165520888418826	-0.17868852459016393	-0.15891062929666844	-0.26805922792173453	-0.17435219460602855	-0.3670544685351666	-0.23601269169751454	-0.33654151242728714	-0.11554732945531465	-0.18270756213643574	0.1006874669487044	-0.08254891591750396	0.08191433104177684	-0.02823902696985722	0.12268640930724485	0.09291380222104706	-0.012797461660497092	0.041142252776308834
Zur	0.5137493389740878	0.4404019037546272	0.5635642517186674	0.4784769962982549	0.4196192490745637	0.5586462189317821	0.4835007932310947	0.5645161290322581	0.5138022210470651	0.7710735060814384	0.7832892649391856	0.7720782654680064	0.8063458487572713	1.0	0.820676890534109	0.843416181914331	0.8666314119513485	0.8940772078265468	0.8593336858804865	0.8523003701745109	0.8129032258064516	0.8218402961396086	0.8250132205182443	0.7071919619249074	0.6338974087784242	0.5625066102591222	0.5960338445267055	0.48016922263352724	0.40745637228979376	0.48191433104177683	0.2454785827604442	0.20232681121099946	0.37678476996298255	0.36869381279746166	0.34452670544685354	0.20037017451084083	0.33384452670544684	0.22633527234267584	0.16092014806980434	0.10153358011634056	0.17831835007932312	0.19534637757800105	0.3323638286620835	0.1683765203595981	0.229613960867266	0.30211528291909046	-0.42496033844526704	-0.5149127445795875	-0.2613960867265997	-0.33707033315705975	-0.523532522474881	-0.5233738762559492	-0.6082496033844527	-0.5577472236911687	-0.6639873083024854	-0.6234796404019037	-0.706504494976203	-0.6277630883130618	-0.7569539925965098	-0.7744579587519831	-0.5769434161819144	-0.5430988894764675	-0.664304600740349	-0.590269698572184	-0.17049180327868851	-0.38958223162347966	-0.31121099947117925	-0.3335272342675833	-0.37006874669487044	-0.15203595980962453	-0.03796932839767319	-0.14426229508196722	-0.18714965626652566	-0.31660497091485984	-0.11300898995240613	-0.285193019566367	-0.28355367530407194	-0.2692755156002115	-0.19640401903754628	-0.19762030671602326	0.03157059756742464	-0.06737176097303015	0.05716552088841883	-0.03178212585933369	0.13120042305658383	-0.04235854045478583	0.03157059756742464	-0.0750925436277102
ArgR	0.4731359069275516	0.369381279746166	0.5350079323109466	0.46118455843469064	0.4285034373347435	0.5692755156002115	0.4067689053410894	0.4850872554204125	0.5363299841353781	0.8257006874669487	0.8044949762030672	0.7976203067160232	0.886197778952935	0.820676890534109	1.0	0.8887361184558434	0.8569011105235326	0.9017979904812269	0.8863035430988895	0.871602326811211	0.7495505023796932	0.8316763617133792	0.773030142781597	0.7511898466419884	0.6753569539925965	0.5998942358540454	0.6763617133791645	0.5168693812797461	0.4194606028556319	0.4270756213643575	0.20666314119513485	0.14986779481755685	0.33453199365415126	0.2685351665785299	0.256795346377578	0.2621364357482813	0.3416181914331042	0.16086726599682707	0.18059227921734533	0.14288736118455844	0.1768376520359598	0.2106292966684294	0.31861448968799577	0.2802221047065045	0.33453199365415126	0.40047593865679537	-0.4938127974616605	-0.37715494447382336	-0.3353781068217874	-0.3161290322580645	-0.4702273929138022	-0.40396615547329456	-0.5481226864093073	-0.655579058699101	-0.6129032258064516	-0.6823902696985722	-0.7190375462718138	-0.7521946060285564	-0.7749338974087784	-0.7343733474352194	-0.5147540983606558	-0.5844526705446853	-0.6124272871496562	-0.5414595452141724	-0.1824960338445267	-0.38291909042834477	-0.3576943416181914	-0.34167107350608145	-0.31353781068217873	-0.10772078265468006	-0.07112638815441566	-0.24479111581173982	-0.24198836594394502	-0.3249074563722898	-0.19846641988365943	-0.41570597567424644	-0.2759386567953464	-0.2500793231094659	-0.2056583818085669	-0.1774193548387097	0.03051295610787943	-0.1768376520359598	0.0787414066631412	0.022686409307244845	0.028926493918561606	0.02258064516129032	0.02924378635642517	-0.017556848228450557
FUR	0.4141195134849286	0.4491274457958752	0.5379693283976732	0.47689053410893706	0.5552617662612375	0.5637757800105764	0.456795346377578	0.5610787942887361	0.5289793759915389	0.8968799576943416	0.860444209413009	0.7746694870438922	0.8345848757271285	0.843416181914331	0.8887361184558434	1.0	0.9118455843469064	0.9070333157059757	0.8959809624537282	0.8998413537810682	0.7886303543098889	0.7441565309360126	0.7307773664727657	0.761872025383395	0.5998942358540454	0.6219460602855632	0.6805393971443681	0.5197778952934955	0.3398202009518773	0.3991538868323638	0.17837123215230036	0.10819672131147541	0.3817028027498678	0.20343733474352194	0.2227392913802221	0.2474881015335801	0.38387096774193546	0.2421470121628768	0.29413008989952405	0.15468006345848756	0.2041776837652036	0.1520888418826018	0.3105235325224749	0.1535695399259651	0.16975145425700688	0.2936541512427287	-0.4730830248545743	-0.4451084082496034	-0.2911686938127975	-0.27800105764145955	-0.517662612374405	-0.4211528291909043	-0.600211528291909	-0.6801163405605499	-0.5976203067160233	-0.6279746166049709	-0.6720782654680063	-0.6881544156530937	-0.749709148598625	-0.7770491803278688	-0.5251718667371761	-0.5730830248545743	-0.5645161290322581	-0.5471179270227393	-0.2596509783183501	-0.3924378635642517	-0.39656266525647804	-0.3783712321523004	-0.4190904283447911	-0.12099418297197251	-0.1379693283976732	-0.23395029085140137	-0.18487572712850345	-0.32781597038603916	-0.10158646218931783	-0.28662083553675305	-0.24902168164992067	-0.21248016922263352	-0.25187731359069276	-0.2162876784769963	-0.0898995240613432	-0.09365415124272872	0.053569539925965096	0.023691168693812797	0.0313590692755156	0.07831835007932311	-0.006398730830248546	-0.08773135906927551
NagC	0.4021681649920677	0.3901639344262295	0.4877313590692755	0.49857218402961395	0.5104706504494976	0.5955579058699101	0.46076150185087256	0.5265468006345849	0.47139079851930193	0.8638286620835537	0.833262823902697	0.8261766261237441	0.8476996298254892	0.8666314119513485	0.8569011105235326	0.9118455843469064	1.0	0.9469063987308303	0.8976203067160232	0.9149127445795875	0.7644632469592808	0.8167636171337916	0.8158646218931782	0.76795346377578	0.5828662083553675	0.6001057641459545	0.6679005817028028	0.5272342675832893	0.38810153358011634	0.5306716023268112	0.22734003172924377	0.18831306187202537	0.36483342147012165	0.19719725013220518	0.298783712321523	0.2390269698572184	0.3769962982548916	0.22712850343733473	0.2341618191433104	0.11047065044949762	0.19280803807509253	0.12332099418297197	0.25954521417239557	0.10126916975145425	0.21570597567424643	0.23722897937599155	-0.46404019037546274	-0.5000528820729773	-0.30047593865679534	-0.2867265996827076	-0.5400317292437864	-0.4695399259650978	-0.5805922792173454	-0.6748281332628239	-0.6473823373876256	-0.6745108408249604	-0.6631940772078265	-0.66409307244844	-0.7108408249603384	-0.7692226335272343	-0.4945002644103649	-0.5476467477525119	-0.6007403490216816	-0.5736118455843469	-0.26530936012691697	-0.3444738233738763	-0.3954521417239556	-0.5041776837652036	-0.3722897937599154	-0.10428344791115812	-0.09561078794288737	-0.188841882601798	-0.17049180327868851	-0.3404019037546272	-0.1790058170280275	-0.3799576943416182	-0.37218402961396085	-0.21686938127974617	-0.16700158646218932	-0.1434690639873083	-0.04542570068746695	-0.0920676890534109	0.018244315177154944	-0.03802221047065045	0.10190375462718139	0.013326282390269699	-0.010470650449497621	-0.058011634056055
NrtR	0.4507667900581703	0.382760444209413	0.5442622950819672	0.4852459016393443	0.4892120571126388	0.6085668958223163	0.42485457429931256	0.5107879428873612	0.46308831306187204	0.8486515071390799	0.8186144896879958	0.7852987837123215	0.8549973558963512	0.8940772078265468	0.9017979904812269	0.9070333157059757	0.9469063987308303	1.0	0.9138551031200423	0.8928080380750926	0.7873083024854575	0.8441036488630355	0.8380750925436277	0.7721840296139608	0.6410364886303543	0.6162876784769963	0.6203595980962454	0.5593865679534638	0.40898995240613434	0.5263352723426759	0.22242199894235853	0.22300370174510842	0.3710735060814384	0.24674775251189845	0.27318878900052884	0.23183500793231096	0.30904283447911157	0.22416710735060813	0.188841882601798	0.07139079851930195	0.2216816499206769	0.2424114225277631	0.2853516657852988	0.21755684822845056	0.2664727657324167	0.3250661025912216	-0.47398202009518775	-0.5278688524590164	-0.32078265468006345	-0.29264939185616073	-0.5317292437863564	-0.5280803807509254	-0.6088841882601798	-0.6469063987308302	-0.6935483870967742	-0.7031200423056584	-0.7122157588577472	-0.7082496033844526	-0.7432575356953992	-0.7923849814912745	-0.5054468535166579	-0.5557377049180328	-0.6373876255949233	-0.6278159703860391	-0.29275515600211527	-0.3991010047593866	-0.35817028027498676	-0.4391856160761502	-0.3190904283447911	-0.10565838180856689	-0.09841353781068218	-0.19862506610259123	-0.21702802749867794	-0.30735060814383924	-0.14664198836594394	-0.34627181385510314	-0.3370174510840825	-0.21031200423056584	-0.15023796932839767	-0.12104706504494976	-0.02020095187731359	-0.05203595980962454	0.07228979375991539	0.004071919619249075	0.07451084082496034	0.042781597038603916	0.017292437863564252	-0.012533051295610787
MntR	0.41634056054997354	0.29952406134320464	0.507297726070862	0.4428344791115812	0.4675304071919619	0.6094658910629297	0.5244315177154945	0.5685880486515071	0.5238498149127446	0.8484399788471708	0.8145954521417239	0.7783712321523004	0.8420941300898995	0.8593336858804865	0.8863035430988895	0.8959809624537282	0.8976203067160232	0.9138551031200423	1.0	0.9086726599682707	0.7545742993125331	0.7658910629296668	0.7556319407720783	0.7282390269698572	0.5583818085668958	0.6328397673188789	0.615230037017451	0.4747223691168694	0.3569011105235325	0.4810153358011634	0.21099947117927023	0.15552617662612375	0.36520359598096247	0.24299312533051295	0.21797990481226864	0.18831306187202537	0.30237969328397674	0.2769962982548916	0.1834479111581174	0.13765203595980963	0.1379693283976732	0.21496562665256477	0.2345848757271285	0.13395029085140137	0.2518244315177155	0.2953463775780011	-0.41998942358540453	-0.468958223162348	-0.25441565309360126	-0.290058170280275	-0.5168164992067689	-0.43870967741935485	-0.5873083024854574	-0.6839238498149127	-0.5996827075621365	-0.6588577472236912	-0.6718138551031201	-0.6819143310417768	-0.7891591750396616	-0.7333157059756742	-0.47784241142252776	-0.5570597567424643	-0.5490216816499207	-0.5535166578529879	-0.24658910629296668	-0.4094130089899524	-0.34457958751983075	-0.4459016393442623	-0.39788471708090956	-0.07303014278159704	-0.12686409307244845	-0.30031729243786354	-0.18926493918561607	-0.32956107879428875	-0.17250132205182442	-0.39820200951877316	-0.327181385510312	-0.24230565838180856	-0.16187202538339504	-0.14621893178212586	0.014489687995769435	-0.11649920676890534	0.04251718667371761	0.10761501850872554	0.03061872025383395	0.04632469592808038	-0.027974616604970914	-0.10206240084611316
ThiR	0.4226864093072448	0.3601797990481227	0.5088841882601798	0.46192490745637227	0.5104706504494976	0.5867794817556848	0.44965626652564783	0.5147540983606558	0.4892120571126388	0.8723955579058699	0.8496562665256479	0.8363299841353781	0.8835007932310946	0.8523003701745109	0.871602326811211	0.8998413537810682	0.9149127445795875	0.8928080380750926	0.9086726599682707	1.0	0.7397144368059227	0.7815970386039133	0.749709148598625	0.7317821258593337	0.6012691697514543	0.6334214701216287	0.6938656795346377	0.5018508725542041	0.34378635642517186	0.49201480698043365	0.13611845584346907	0.13125330512956107	0.27747223691168693	0.2212585933368588	0.2103648863035431	0.2317821258593337	0.4142781597038604	0.28164992067689054	0.2608143839238498	0.08725542041248018	0.16250661025912216	0.1607086197778953	0.21052353252247488	0.13664727657324166	0.19994711792702274	0.27382337387625594	-0.4501322051824432	-0.4336858804865151	-0.26610259122157587	-0.2686938127974617	-0.4632469592808038	-0.4466948704389212	-0.5534637757800106	-0.6567424643046007	-0.6315705975674246	-0.658011634056055	-0.6722897937599154	-0.7118984664198836	-0.799788471708091	-0.7840296139608672	-0.47340031729243787	-0.6006345848757271	-0.5870438921205712	-0.5052353252247488	-0.22971972501322052	-0.3304071919619249	-0.44796404019037545	-0.48931782125859336	-0.3758857747223691	-0.12057112638815441	-0.059862506610259124	-0.18741406663141194	-0.1321523003701745	-0.3537281861448969	-0.19857218402961396	-0.3683765203595981	-0.30153358011634057	-0.24484399788471709	-0.23098889476467477	-0.14087784241142254	0.07847699629825489	-0.09328397673188789	0.02749867794817557	-0.002749867794817557	0.008090957165520888	0.041882601797990485	-0.048651507139079855	-0.04854574299312533
IscR	0.4212585933368588	0.5195134849286092	0.5155473294553147	0.43125330512956106	0.3444738233738763	0.39227921734531995	0.3287678476996298	0.4131676361713379	0.45563194077207825	0.6831835007932311	0.7659968270756213	0.7154415653093601	0.7877313590692755	0.8129032258064516	0.7495505023796932	0.7886303543098889	0.7644632469592808	0.7873083024854575	0.7545742993125331	0.7397144368059227	1.0	0.7765203595980963	0.7401374933897409	0.706504494976203	0.6490216816499207	0.575039661554733	0.5725542041248017	0.5300370174510841	0.4398202009518773	0.566737176097303	0.3246430460074035	0.323320994182972	0.4215230037017451	0.2618191433104178	0.33194077207826544	0.22025383395029086	0.22903225806451613	0.21734531993654152	0.02749867794817557	0.02765732416710735	0.22559492332099418	0.20491803278688525	0.22913802221047064	0.13051295610787944	0.22734003172924377	0.32808038075092544	-0.44426229508196724	-0.4234267583289265	-0.29984135378106824	-0.3645690111052353	-0.5611845584346906	-0.5260179799048122	-0.5042834479111581	-0.49719725013220517	-0.615811739820201	-0.65579058699101	-0.697144368059228	-0.6474352194606029	-0.623532522474881	-0.7427815970386039	-0.4956107879428874	-0.4026969857218403	-0.629613960867266	-0.5091485986250661	-0.3187202538339503	-0.3521417239555791	-0.38233738762559494	-0.3171866737176097	-0.3519830777366473	-0.11998942358540454	0.018350079323109465	-0.0960867265996827	-0.22268640930724484	-0.24849286092014808	-0.06975145425700688	-0.2398202009518773	-0.12792173453199365	-0.3173982020095188	-0.1814383923849815	-0.16266525647805394	-0.11300898995240613	-0.04368059227921735	0.1760444209413009	-0.03246959280803807	0.1434690639873083	-0.007932310946589107	0.09587519830777366	-0.11242728714965626
NsrR	0.5722369116869381	0.43733474352194607	0.5405076679005817	0.5701216287678477	0.28339502908514014	0.5506081438392385	0.36240084611316764	0.43024854574299315	0.4271285034373347	0.6955050237969328	0.677895293495505	0.7417239555790587	0.8550502379693284	0.8218402961396086	0.8316763617133792	0.7441565309360126	0.8167636171337916	0.8441036488630355	0.7658910629296668	0.7815970386039133	0.7765203595980963	1.0	0.8802749867794818	0.7469063987308302	0.753939714436806	0.5252776308831306	0.618244315177155	0.4810153358011634	0.5304071919619249	0.5573770491803278	0.2523532522474881	0.25499735589635114	0.33558963511369644	0.2649920676890534	0.3302485457429931	0.08714965626652565	0.21147540983606558	0.09793759915388683	-0.020571126388154417	0.23923849814912745	0.2783183500793231	0.2215230037017451	0.28984664198836596	0.20777366472765732	0.43749338974087787	0.3720253833950291	-0.5607086197778953	-0.4713379164463247	-0.423320994182972	-0.3471179270227393	-0.5805393971443681	-0.5699101004759387	-0.5550502379693284	-0.5720253833950291	-0.6415124272871496	-0.6151242728714965	-0.7363299841353781	-0.653358011634056	-0.6216816499206769	-0.6620306716023268	-0.5424114225277631	-0.48270756213643573	-0.7001057641459545	-0.5632998413537811	-0.17879428873611847	-0.3262295081967213	-0.279111581173982	-0.30639873083024854	-0.2995769434161819	-0.1787414066631412	-0.059333685880486514	-0.14500264410364885	-0.1668958223162348	-0.27583289264939187	-0.24838709677419354	-0.4346377578001058	-0.295134849286092	-0.3093601269169751	-0.15695399259650977	-0.10364886303543099	0.085193019566367	0.019143310417768376	0.20306716023268112	-0.06858804865150714	0.1720253833950291	0.001269169751454257	0.10475938656795346	0.1316234796404019
Phr	0.5264410364886304	0.4639344262295082	0.5250661025912216	0.49603384452670546	0.3018508725542041	0.5904283447911158	0.47054468535166577	0.4281332628239027	0.3373876255949233	0.6493389740877843	0.6549973558963511	0.7374933897408779	0.7927022739291381	0.8250132205182443	0.773030142781597	0.7307773664727657	0.8158646218931782	0.8380750925436277	0.7556319407720783	0.749709148598625	0.7401374933897409	0.8802749867794818	1.0	0.7758857747223691	0.7324167107350608	0.5662083553675304	0.5644632469592809	0.3964040190375463	0.4558963511369646	0.556795346377578	0.2465362242199894	0.19867794817556847	0.3647276573241671	0.3370174510840825	0.369381279746166	0.13130618720253834	0.25483870967741934	0.18408249603384452	0.06203067160232681	0.18556319407720784	0.27260708619777896	0.29450026441036486	0.3670544685351666	0.09291380222104706	0.32696985721840294	0.3045478582760444	-0.43707033315705973	-0.47995769434161817	-0.33453199365415126	-0.38424114225277634	-0.4878900052882073	-0.5761501850872555	-0.5863564251718667	-0.4904283447911158	-0.6286092014806981	-0.6264939185616076	-0.6361713379164463	-0.6550502379693284	-0.5856160761501851	-0.7255949233209942	-0.5445267054468536	-0.5059227921734532	-0.6634584875727129	-0.541195134849286	-0.1192490745637229	-0.47440507667900583	-0.23638286620835536	-0.3189317821258593	-0.31940772078265467	-0.17070333157059756	-0.13722897937599154	-0.16488630354309888	-0.19471179270227393	-0.33453199365415126	-0.29090428344791114	-0.33326282390269696	-0.2723955579058699	-0.21697514542570068	-0.23617133791644632	-0.06361713379164463	0.08122686409307245	-0.0523532522474881	0.1394500264410365	-0.11808566895822316	0.18577472236911688	-0.06705446853516658	0.1958223162347964	-0.005129561078794289
BirA	0.3468006345848757	0.5597567424643046	0.566314119513485	0.5683236382866208	0.4367530407191962	0.6406134320465362	0.5499206768905341	0.37556848228450557	0.43252247488101536	0.6281332628239027	0.617239555790587	0.6530936012691697	0.7597038603913273	0.7071919619249074	0.7511898466419884	0.761872025383395	0.76795346377578	0.7721840296139608	0.7282390269698572	0.7317821258593337	0.706504494976203	0.7469063987308302	0.7758857747223691	1.0	0.7186144896879958	0.5675832892649392	0.4767318878900053	0.36425171866737177	0.2849286092014807	0.39751454257006874	0.15240613432046538	0.12400846113167636	0.2523532522474881	0.13828662083553675	0.19624537281861448	0.21771549444738234	0.26879957694341616	0.2690639873083025	0.07059756742464304	0.24526705446853517	0.29291380222104707	0.3126388154415653	0.382760444209413	0.19762030671602326	0.27567424643046007	0.3464304600740349	-0.43855103120042305	-0.43299841353781066	-0.36679005817028026	-0.41459545214172394	-0.3267583289264939	-0.5056583818085669	-0.49397144368059226	-0.40687466948704387	-0.30851401374933896	-0.43707033315705973	-0.5955050237969328	-0.6583289264939186	-0.5978318350079324	-0.6091485986250661	-0.5545742993125331	-0.6762030671602327	-0.6025912215758857	-0.5920148069804336	-0.08683236382866208	-0.4620306716023268	-0.20095187731359068	-0.3145425700687467	-0.277683765203596	-0.10571126388154416	-0.12860920148069804	-0.10047593865679534	-0.22136435748281333	-0.2368588048651507	-0.36292966684294026	-0.2554204124801692	-0.19344262295081968	-0.13384452670544686	-0.2537281861448969	-0.11961924907456373	0.041618191433104176	0.0464304600740349	-0.0464304600740349	-0.04537281861448969	-0.16594394500264412	-0.15346377578001058	-0.06562665256478054	-0.047117927022739294
CzrA	0.5666314119513485	0.4600211528291909	0.5794288736118456	0.47916446324695927	0.20301427815970385	0.5067689053410894	0.26456901110523534	0.28582760444209415	0.32808038075092544	0.48471708090957166	0.492490745637229	0.5426758328926494	0.6277630883130618	0.6338974087784242	0.6753569539925965	0.5998942358540454	0.5828662083553675	0.6410364886303543	0.5583818085668958	0.6012691697514543	0.6490216816499207	0.753939714436806	0.7324167107350608	0.7186144896879958	1.0	0.4818085668958223	0.40232681121099945	0.38233738762559494	0.5104706504494976	0.42723426758328925	0.22242199894235853	0.2744050766790058	0.1923320994182972	0.39169751454257007	0.29238498149127445	0.09513484928609202	0.15177154944473822	0.05785298783712321	0.04341618191433104	0.2836594394500264	0.1674246430460074	0.27662612374405077	0.3106821787414067	0.160444209413009	0.30259122157588575	0.3594923320994183	-0.4888947646747753	-0.3490745637228979	-0.3161290322580645	-0.38191433104177686	-0.3634056054997356	-0.5704389212057113	-0.5130089899524062	-0.3663141195134849	-0.3377049180327869	-0.5093072448439979	-0.48302485457429933	-0.5447382337387625	-0.4955579058699101	-0.5591221575885774	-0.5493389740877842	-0.5545214172395558	-0.6585933368588048	-0.5937599153886832	-0.04262295081967213	-0.38566895822316233	-0.2599153886832364	-0.1733474352194606	-0.19814912744579588	-0.1471179270227393	0.1002644103648863	0.034108937070333155	-0.18381808566895821	-0.2084611316763617	-0.3337916446324696	-0.2241142252776309	-0.22004230565838181	-0.2970914859862507	-0.341776837652036	-0.14204124801692225	0.13934426229508196	-0.041988365943945005	0.21993654151242728	0.00893707033315706	-0.026705446853516657	-0.11279746166049709	0.08968799576943416	0.1170809095716552
XylR	0.33421470121628766	0.369381279746166	0.3889476467477525	0.3084082496033845	0.33172924378635643	0.30179799048122685	0.3028556319407721	0.3590692755156002	0.34315177154944476	0.5698572184029614	0.557800105764146	0.52760444209413	0.6287678476996298	0.5625066102591222	0.5998942358540454	0.6219460602855632	0.6001057641459545	0.6162876784769963	0.6328397673188789	0.6334214701216287	0.575039661554733	0.5252776308831306	0.5662083553675304	0.5675832892649392	0.4818085668958223	1.0	0.4402432575356954	0.29296668429402434	0.2454785827604442	0.4324695928080381	0.25245901639344265	0.07683765203595981	0.22765732416710735	0.10735060814383923	0.03918561607615018	0.1769962982548916	0.2051295610787943	0.19397144368059227	0.05150713907985193	0.020571126388154417	0.14045478582760446	0.14019037546271815	0.31729243786356426	0.1763088313061872	0.024061343204653623	0.1733474352194606	-0.30988894764674774	-0.21031200423056584	-0.3624537281861449	-0.31930195663670013	-0.22469592808038075	-0.22596509783183502	-0.39249074563722897	-0.3573241671073506	-0.3711792702273929	-0.48016922263352724	-0.35013220518244315	-0.5484399788471708	-0.45732416710735063	-0.5464833421470121	-0.42390269698572186	-0.5376520359598096	-0.5206768905341089	-0.3786356425171867	-0.026493918561607616	-0.5019037546271814	-0.39592808038075095	-0.1380750925436277	-0.3599682707562136	-0.2600740349021682	-0.011052353252247488	-0.16345848757271286	-0.060708619777895295	-0.23172924378635643	-0.15134849286092014	-0.21840296139608673	-0.13966155473294553	-0.05774722369116869	-0.274246430460074	-0.019777895293495506	0.029455314648334216	-0.1451084082496034	-0.16731887890005287	-0.021364357482813328	-0.059598096245372816	-0.11099947117927023	0.0893707033315706	-0.08714965626652565
