	ModE	NadQ	AraR	NiaR	CcpA	Rex	PsrA	HisR	PhrR	KdgR	MetR	RbkR	SahR_SamR	Zur	ArgR	FUR	NagC	NrtR	MntR	ThiR	IscR	NsrR	Phr	BirA	CzrA	XylR	AgaR	GulR	HutC	PhnF	Irr	NagR	SiaR	HexR	NrdR	LexA	SoxR	CblR	LiuQ	PrpR	ExuR_UxuR	NarP	HypR	SdaR	TrpR	TyrR	FixJ	MetJ	NmlR	PaaR	LiuR	RbsR	BioQ	GntR	FadR	NtrC	AcnR	FadP	FruR	NnrR	NifA	MerR	CueR	DasR	FabR	GlcC	HrcA	NorR	PhsR	RutR	AmtR	VanR	PhnR	FnrN_FixK	HcpR	PdxR	LtbR	PurR	CsoR	ZntR	NikR	QorR	LldR	PdhR	GguR	TtrR	CadR-PbrR	NagQ
AgaR	0.30698043363299843	0.4594923320994183	0.3217874140666314	0.49280803807509255	0.3132205182443152	0.3515600211528292	0.2946060285563194	0.39820200951877316	0.42913802221047065	0.6675304071919619	0.6382866208355368	0.7006874669487044	0.7010047593865679	0.5960338445267055	0.6763617133791645	0.6805393971443681	0.6679005817028028	0.6203595980962454	0.615230037017451	0.6938656795346377	0.5725542041248017	0.618244315177155	0.5644632469592809	0.4767318878900053	0.40232681121099945	0.4402432575356954	1.0	0.5296668429402432	0.2255420412480169	0.25764145954521417	0.2188260179799048	0.12723426758328926	0.25901639344262295	0.12030671602326812	0.2754098360655738	0.20285563194077208	0.2185616076150185	0.18080380750925437	0.06991010047593865	0.22347964040190377	0.117239555790587	-0.0550502379693284	0.3053410893707033	0.12749867794817557	0.1370174510840825	0.15727128503437335	-0.5383923849814912	-0.1849286092014807	-0.3005288207297726	-0.11470121628767847	-0.4459016393442623	-0.24584875727128502	-0.4299841353781068	-0.587625594923321	-0.51988365943945	-0.6428873611845585	-0.4869910100475939	-0.5452670544685352	-0.5746166049709148	-0.6232681121099947	-0.42109994711792703	-0.36758328926493916	-0.4643574828133263	-0.2204653622421999	-0.10973030142781597	-0.2506081438392385	-0.33855103120042307	-0.2952934955050238	-0.14331041776837652	-0.05684822845055526	-0.10190375462718139	-0.09492332099418298	-0.12147012162876784	-0.30486515071390796	-0.04167107350608144	-0.3881544156530936	-0.14680063458487572	-0.18043363299841353	-0.1032258064516129	-0.24235854045478583	-0.014648334214701216	-0.24383923849814912	0.07371760973030143	-0.08852459016393442	0.13368588048651509	0.23638286620835536	0.03130618720253834	0.014806980433632998
GulR	0.3045478582760444	0.14119513484928609	0.19428873611845585	0.27958751983077734	0.20613432046536223	0.2546271813855103	0.19613960867265998	0.29090428344791114	0.23585404547858277	0.5347435219460603	0.5058170280274987	0.5326282390269699	0.5392384981491275	0.48016922263352724	0.5168693812797461	0.5197778952934955	0.5272342675832893	0.5593865679534638	0.4747223691168694	0.5018508725542041	0.5300370174510841	0.4810153358011634	0.3964040190375463	0.36425171866737177	0.38233738762559494	0.29296668429402434	0.5296668429402432	1.0	0.16758328926493918	0.3003701745108408	0.3323638286620835	0.3416181914331042	0.21464833421470123	0.09037546271813855	0.19069275515600212	0.1598625066102591	0.12094130089899524	0.1484399788471708	-0.011052353252247488	0.15452141723955579	0.020465362242199893	0.07297726070861978	0.1294553146483342	-0.035536753040719196	0.04695928080380751	0.20719196192490746	-0.19661554732945533	-0.13638286620835538	-0.22860920148069805	-0.1340560549973559	-0.3877842411422528	-0.40396615547329456	-0.28894764674775253	-0.44743521946060283	-0.4565309360126917	-0.650502379693284	-0.3096774193548387	-0.4745108408249603	-0.4771549444738234	-0.5231623479640402	-0.3914331041776838	-0.15891062929666844	-0.41433104177683766	-0.3197250132205182	-0.207509254362771	-0.18011634056054998	-0.3824960338445267	-0.3153358011634056	-0.03982020095187731	0.15954521417239556	-0.011686938127974616	0.03982020095187731	-0.02913802221047065	-0.08926493918561608	0.0192490745637229	-0.15742993125330512	-0.2702273929138022	-0.31581173982020094	-0.018032786885245903	-0.13987308302485457	-0.20481226864093072	-0.21073506081438392	0.1817028027498678	0.04241142252776309	-0.03114754098360656	0.16800634584875726	-0.11618191433104177	0.017556848228450557
HutC	0.38889476467477524	0.16224219989423586	0.5253833950290852	0.29714436805922795	-0.0013220518244315177	0.18551031200423057	0.041248016922263354	0.019090428344791115	0.2650449497620307	0.24108937070333156	0.3910629296668429	0.32305658381808566	0.40126916975145427	0.40745637228979376	0.4194606028556319	0.3398202009518773	0.38810153358011634	0.40898995240613434	0.3569011105235325	0.34378635642517186	0.4398202009518773	0.5304071919619249	0.4558963511369646	0.2849286092014807	0.5104706504494976	0.2454785827604442	0.2255420412480169	0.16758328926493918	1.0	0.3993125330512956	0.22601797990481226	0.30317292437863563	0.32310946589106293	0.3714965626652565	0.22591221575885775	0.06277102062400847	0.01940772078265468	-0.2765732416710735	-0.11824431517715495	-0.04235854045478583	-0.041248016922263354	0.10571126388154416	-0.010259122157588578	0.03627710206240085	0.5071390798519302	0.21835007932310946	-0.19740877842411422	-0.14426229508196722	-0.13775780010576413	-0.16033844526705446	-0.4066102591221576	-0.5441565309360127	-0.2157588577472237	-0.26409307244844	-0.3950819672131147	-0.39190904283447914	-0.40290851401374933	-0.3005288207297726	-0.28455843469063985	-0.37540983606557377	-0.21216287678476997	-0.1872025383395029	-0.32326811210999473	-0.44161819143310416	-0.267741935483871	-0.17731359069275515	-0.1930195663670016	-0.2520888418826018	-0.054098360655737705	-0.0985193019566367	0.07609730301427815	-0.06451612903225806	-0.06361713379164463	-0.270597567424643	-0.20290851401374935	-0.21824431517715495	-0.3101533580116341	-0.4528291909042835	-0.04542570068746695	-0.14357482813326283	-0.040560549973558964	-0.024431517715494448	0.09730301427815971	-0.21919619249074565	0.4217874140666314	0.16652564780539397	0.14986779481755685	0.15742993125330512
PhnF	0.35780010576414595	0.20909571655208883	0.27572712850343734	0.1835536753040719	0.15806451612903225	0.25573770491803277	0.11348492860920148	0.07392913802221047	0.05177154944473823	0.3920148069804336	0.5087784241142252	0.4971443680592279	0.6136435748281333	0.48191433104177683	0.4270756213643575	0.3991538868323638	0.5306716023268112	0.5263352723426759	0.4810153358011634	0.49201480698043365	0.566737176097303	0.5573770491803278	0.556795346377578	0.39751454257006874	0.42723426758328925	0.4324695928080381	0.25764145954521417	0.3003701745108408	0.3993125330512956	1.0	0.38001057641459546	0.3704918032786885	0.288841882601798	0.11311475409836065	0.25457429931253306	-0.06240084611316764	0.01560021152829191	0.11983077736647277	0.06562665256478054	0.08836594394500265	0.19661554732945533	0.20824960338445267	-0.011422527763088313	-0.05203595980962454	-0.011422527763088313	0.03828662083553675	-0.29984135378106824	-0.17361184558434692	-0.3368059227921735	-0.2374405076679006	-0.5807509254362772	-0.4889476467477525	-0.3408249603384453	-0.34531993654151244	-0.5927551560021153	-0.4857747223691169	-0.4421470121628768	-0.4190904283447911	-0.38001057641459546	-0.3684294024325754	-0.13130618720253834	-0.18672659968270755	-0.4925965097831835	-0.29465891062929667	-0.45483870967741935	-0.04341618191433104	-0.3647805393971444	-0.2438921205711264	-0.3436277102062401	-0.257006874669487	-0.024008461131676363	-0.19000528820729773	0.02236911686938128	-0.03770491803278689	-0.1550502379693284	-0.3237440507667901	-0.1974616604970915	-0.3928609201480698	-0.19629825489159175	0.008619777895293496	5.288207297726071e-05	0.11983077736647277	0.12231623479640402	-0.07424643046007404	0.2965097831835008	-0.017080909571655208	0.07673188789000529	0.09079851930195663
Irr	0.1540983606557377	0.11020624008461131	0.21840296139608673	0.15335801163405605	0.02850343733474352	0.05066102591221576	-0.09682707562136436	0.09275515600211529	0.03157059756742464	0.19941829719725013	0.2469592808038075	0.26885245901639343	0.24859862506610259	0.2454785827604442	0.20666314119513485	0.17837123215230036	0.22734003172924377	0.22242199894235853	0.21099947117927023	0.13611845584346907	0.3246430460074035	0.2523532522474881	0.2465362242199894	0.15240613432046538	0.22242199894235853	0.25245901639344265	0.2188260179799048	0.3323638286620835	0.22601797990481226	0.38001057641459546	1.0	0.22258064516129034	0.10449497620306716	0.16240084611316763	0.11808566895822316	-0.10132205182443152	-0.09116869381279746	-0.058646218931782124	-0.15637228979375992	0.1451084082496034	-0.00671602326811211	0.03569539925965098	0.1747223691168694	0.0033844526705446853	-0.03717609730301428	-0.0597567424643046	-0.19116869381279747	-0.12469592808038076	-0.4175568482284506	-0.32094130089899525	-0.32538339502908514	-0.3406134320465362	-0.19518773135906928	-0.1537281861448969	-0.26187202538339505	-0.3475409836065574	0.015177154944473824	-0.2838180856689582	-0.22252776308831307	-0.28508725542041247	-0.21840296139608673	-0.13818085668958224	-0.1361713379164463	-0.14230565838180856	-0.17207826546800634	-0.05859333685880486	-0.18783712321523005	0.12252776308831306	-0.1068746694870439	0.00824960338445267	0.07424643046007404	0.09450026441036488	0.23802221047065045	-0.14410364886303542	-0.01782125859333686	-0.13775780010576413	-0.14352194606028557	-0.3930195663670016	-0.04918032786885246	0.03236382866208355	-0.26996298254891593	-0.13622421998942358	-0.08244315177154944	0.1106292966684294	0.34595452141723954	0.10132205182443152	0.11544156530936013	0.16589106292966685
NagR	0.1180327868852459	0.0940772078265468	0.17763088313061873	-0.011634056054997356	-0.0325753569539926	0.07546271813855103	-0.1266525647805394	0.01840296139608673	0.053781068217874144	0.08915917503966156	0.19280803807509253	0.2007932310946589	0.15510312004230567	0.20232681121099946	0.14986779481755685	0.10819672131147541	0.18831306187202537	0.22300370174510842	0.15552617662612375	0.13125330512956107	0.323320994182972	0.25499735589635114	0.19867794817556847	0.12400846113167636	0.2744050766790058	0.07683765203595981	0.12723426758328926	0.3416181914331042	0.30317292437863563	0.3704918032786885	0.22258064516129034	1.0	-0.0982548915917504	0.19307244843997884	0.31554732945531466	-0.034637757800105765	-0.041089370703331574	0.005869910100475939	-0.05663670015864622	0.033315705975674244	-0.03564251718667372	-0.03363299841353781	-0.14854574299312534	-0.1535695399259651	0.06811210999471179	-0.1460602855631941	0.040613432046536224	-0.10253833950290851	-0.039978847170809094	-0.26493918561607616	-0.21723955579058699	-0.34822845055526175	-0.1817028027498678	-0.05843469063987308	-0.18783712321523005	-0.38387096774193546	-0.14368059227921734	-0.1632469592808038	-0.06599682707562136	-0.24891591750396616	-0.030301427815970387	-0.00042305658381808567	-0.3662083553675304	-0.286409307244844	-0.3093072448439979	-0.05156002115282919	-0.28471708090957165	-0.14378635642517187	0.024854574299312534	0.06261237440507668	-0.0014278159703860391	-0.05002644103648863	-0.016234796404019036	-0.019090428344791115	0.0010047593865679535	-0.00671602326811211	0.023585404547858277	-0.21052353252247488	-0.17207826546800634	0.2318878900052882	-0.10248545742993126	0.10248545742993126	0.2767318878900053	0.02522474881015336	0.12184029613960867	0.016023268112109995	-0.05309360126916975	-0.12982548915917505
SiaR	0.2700158646218932	0.1471179270227393	0.15256478053939715	0.035959809624537285	-0.02321523003701745	0.11840296139608672	0.18365943945002644	0.10074034902168165	0.11433104177683766	0.3557377049180328	0.37451084082496033	0.19360126916975146	0.341776837652036	0.37678476996298255	0.33453199365415126	0.3817028027498678	0.36483342147012165	0.3710735060814384	0.36520359598096247	0.27747223691168693	0.4215230037017451	0.33558963511369644	0.3647276573241671	0.2523532522474881	0.1923320994182972	0.22765732416710735	0.25901639344262295	0.21464833421470123	0.32310946589106293	0.288841882601798	0.10449497620306716	-0.0982548915917504	1.0	0.07916446324695928	0.3053939714436806	-0.01946060285563194	0.025912215758857746	0.02554204124801692	0.12929666842940243	0.00824960338445267	0.05742993125330513	0.08646218931782126	0.27287149656266524	-0.05304071919619249	0.16991010047593866	0.27937599153886833	-0.12258064516129032	-0.06652564780539397	-0.13061872025383395	-0.010576414595452142	-0.39360126916975147	-0.28392384981491275	-0.19333685880486515	-0.32147012162876787	-0.37583289264939185	-0.3713379164463247	-0.3005817028027499	-0.24304600740349022	-0.1978318350079323	-0.3064516129032258	-0.26816499206768907	-0.021099947117927023	-0.20682178741406662	-0.17731359069275515	-0.09413008989952407	-0.1968799576943416	-0.20814383923849816	-0.05658381808566896	-0.14769962982548915	-0.06292966684294024	-0.14494976203067161	0.08498149127445796	-0.0923320994182972	-0.2195134849286092	-0.21618191433104178	-0.18688524590163935	-0.1750925436277102	-0.23368588048651506	0.0019566367001586462	-0.11152829190904283	-0.15261766261237442	-0.2575885774722369	0.2404019037546272	-0.09788471708090957	0.1878900052882073	0.09227921734531994	0.1977260708619778	-0.04923320994182972
HexR	0.3239026969857218	0.13225806451612904	0.1574828133262824	-0.06721311475409836	0.1757800105764146	0.31311475409836065	0.17059756742464305	0.33844526705446853	0.24849286092014808	0.15626652564780538	0.19365415124272872	0.19471179270227393	0.16356425171866737	0.36869381279746166	0.2685351665785299	0.20343733474352194	0.19719725013220518	0.24674775251189845	0.24299312533051295	0.2212585933368588	0.2618191433104178	0.2649920676890534	0.3370174510840825	0.13828662083553675	0.39169751454257007	0.10735060814383923	0.12030671602326812	0.09037546271813855	0.3714965626652565	0.11311475409836065	0.16240084611316763	0.19307244843997884	0.07916446324695928	1.0	0.36197778952934956	0.05880486515071391	0.10703331570597567	-0.144420941300899	0.1612374405076679	0.14389212057112638	-0.09709148598625066	0.143204653622422	0.12141723955579059	-0.08106821787414066	0.3337387625594923	0.1413537810682179	-0.06229508196721312	-0.15462718138551032	-0.03130618720253834	-0.2686409307244844	-0.018826017979904814	-0.1913802221047065	-0.4243786356425172	-0.15959809624537283	-0.2675304071919619	-0.2761501850872554	-0.16525647805393973	-0.29735589635113696	-0.30613432046536226	-0.2966684294024326	-0.2712321523003702	-0.23199365415124273	-0.3020624008461132	-0.37123215230037016	0.03294553146483342	-0.07276573241671073	-0.059386567953463774	-0.041248016922263354	0.05859333685880486	-0.08630354309888948	0.03305129561078794	-0.17096774193548386	-0.08709677419354839	-0.19291380222104706	-0.24484399788471709	-0.12390269698572184	-0.3008989952406134	-0.2668958223162348	-0.16023268112109995	0.03675304071919619	0.18619777895293496	-0.20116340560549972	0.266737176097303	0.20290851401374935	0.2895822316234796	-0.16869381279746165	-0.006187202538339503	0.14722369116869383
NrdR	0.3400846113167636	0.35848757271285037	0.001797990481226864	-0.039978847170809094	0.0849286092014807	0.19428873611845585	0.17974616604970914	0.11623479640401904	0.10883130618720253	0.2177683765203596	0.14204124801692225	0.32268640930724485	0.19592808038075094	0.34452670544685354	0.256795346377578	0.2227392913802221	0.298783712321523	0.27318878900052884	0.21797990481226864	0.2103648863035431	0.33194077207826544	0.3302485457429931	0.369381279746166	0.19624537281861448	0.29238498149127445	0.03918561607615018	0.2754098360655738	0.19069275515600212	0.22591221575885775	0.25457429931253306	0.11808566895822316	0.31554732945531466	0.3053939714436806	0.36197778952934956	1.0	0.1192490745637229	-0.005658381808566896	-0.01634056054997356	0.16583818085668958	0.16546800634584877	0.21618191433104178	0.07916446324695928	0.24188260179799048	-0.24732945531464834	0.05621364357482813	-0.09545214172395558	-0.15721840296139608	-0.11343204653622423	-0.26668429402432575	-0.2729772607086198	-0.3360126916975145	-0.31173982020095187	-0.285193019566367	-0.19830777366472765	-0.3029613960867266	-0.2531993654151243	-0.28106821787414066	-0.17112638815441567	-0.13823373876255948	-0.24410364886303543	-0.21258593336858805	-0.005658381808566896	-0.36694870438921207	-0.15055526176626124	-0.15896351136964568	-0.10856689582231624	-0.07329455314648334	-0.13759915388683236	0.0316234796404019	0.21591750396615547	-0.04632469592808038	0.07979904812268641	-0.17932310946589106	-0.01866737176097303	-0.13548387096774195	-0.1380750925436277	-0.23717609730301428	-0.27181385510312006	-0.1982548915917504	-0.2061872025383395	-0.07440507667900581	-0.21755684822845056	0.32025383395029083	-0.028767847699629825	0.15293495505023796	-0.15319936541512427	0.041300898995240615	0.07345319936541513
LexA	-0.12141723955579059	0.0965097831835008	0.07847699629825489	0.25134849286092015	0.2685351665785299	0.024325753569539928	0.1671602326811211	0.05753569539925965	-0.02823902696985722	0.24315177154944473	0.24071919619249074	0.25441565309360126	0.19000528820729773	0.20037017451084083	0.2621364357482813	0.2474881015335801	0.2390269698572184	0.23183500793231096	0.18831306187202537	0.2317821258593337	0.22025383395029086	0.08714965626652565	0.13130618720253834	0.21771549444738234	0.09513484928609202	0.1769962982548916	0.20285563194077208	0.1598625066102591	0.06277102062400847	-0.06240084611316764	-0.10132205182443152	-0.034637757800105765	-0.01946060285563194	0.05880486515071391	0.1192490745637229	1.0	0.26953992596509785	0.07921734531993654	0.1017451084082496	-0.13490216816499206	0.15510312004230567	0.13426758328926494	0.1351136964569011	0.17609730301427817	0.019037546271813855	0.09793759915388683	-0.11623479640401904	-0.25885774722369115	0.1528820729772607	0.05304071919619249	0.07578001057641459	0.026916975145425702	-0.10428344791115812	-0.10497091485986251	-0.1547858276044421	-0.18799576943416182	-0.23833950290851402	-0.24341618191433104	-0.13209941829719726	-0.09603384452670545	0.0624537281861449	-0.40475938656795346	-0.1534108937070333	-0.16478053939714438	0.07979904812268641	-0.05452141723955579	-0.01411951348492861	-0.3358540454785828	-0.14828133262823903	-0.12284505552617662	0.07419354838709677	-0.04775251189846642	-0.3694341618191433	-0.011316763617133793	-0.052776308831306185	0.021787414066631414	-0.19344262295081968	-0.011475409836065573	0.006292966684294025	-0.060814383923849816	0.02538339502908514	-0.1488630354309889	-0.023796932839767318	0.025594923320994185	-0.12728714965626653	-0.14420941300898996	-0.11427815970386039	-0.11649920676890534
SoxR	0.08085668958223162	0.09989423585404549	0.16213643574828132	0.13918561607615018	0.3358540454785828	0.31940772078265467	0.1380750925436277	0.24648334214701217	0.09666842940243257	0.35224748810153356	0.34822845055526175	0.31004759386567954	0.32094130089899525	0.33384452670544684	0.3416181914331042	0.38387096774193546	0.3769962982548916	0.30904283447911157	0.30237969328397674	0.4142781597038604	0.22903225806451613	0.21147540983606558	0.25483870967741934	0.26879957694341616	0.15177154944473822	0.2051295610787943	0.2185616076150185	0.12094130089899524	0.01940772078265468	0.01560021152829191	-0.09116869381279746	-0.041089370703331574	0.025912215758857746	0.10703331570597567	-0.005658381808566896	0.26953992596509785	1.0	-0.048069804336329985	0.26023268112109993	0.03368588048651507	-0.020465362242199893	0.15023796932839767	-0.007932310946589107	0.08852459016393442	-0.007139079851930196	-0.12855631940772078	-0.030142781597038603	-0.15912215758857748	0.10936012691697515	-0.033950290851401374	0.0597567424643046	0.07355896351136965	-0.18704389212057113	-0.31554732945531466	-0.18968799576943415	-0.2390269698572184	-0.18588048651507139	-0.39820200951877316	-0.21713379164463248	-0.3338974087784241	-0.05822316234796404	-0.3331570597567425	-0.17228979375991538	-0.19370703331570596	-0.11406663141195135	-0.06821787414066631	-0.3074563722897938	-0.19439450026441035	-0.32041248016922264	-0.08450555261766261	-0.12469592808038076	-0.0960867265996827	-0.21417239555790588	-0.41840296139608674	-0.05838180856689582	-0.02919090428344791	-0.024272871496562664	-0.0831835007932311	-0.07435219460602856	0.07408778424114225	0.15076679005817029	-0.1291909042834479	0.059545214172395555	-0.09169751454257007	-0.12157588577472236	-0.0718667371760973	0.035378106821787415	-0.20206240084611315
CblR	0.008461131676361713	0.211158117398202	0.05838180856689582	0.06943416181914332	0.21623479640401905	0.1341618191433104	0.4424114225277631	0.16641988365943944	0.028397673188789	0.2731359069275516	0.29846641988365946	0.33823373876255947	0.25520888418826015	0.22633527234267584	0.16086726599682707	0.2421470121628768	0.22712850343733473	0.22416710735060813	0.2769962982548916	0.28164992067689054	0.21734531993654152	0.09793759915388683	0.18408249603384452	0.2690639873083025	0.05785298783712321	0.19397144368059227	0.18080380750925437	0.1484399788471708	-0.2765732416710735	0.11983077736647277	-0.058646218931782124	0.005869910100475939	0.02554204124801692	-0.144420941300899	-0.01634056054997356	0.07921734531993654	-0.048069804336329985	1.0	0.22242199894235853	0.010100475938656796	-0.023373876255949232	0.14701216287678476	0.22390269698572185	0.020941300898995242	-0.17049180327868851	0.10518244315177155	0.016975145425700687	-0.2007932310946589	0.009888947646747753	-0.14849286092014807	-0.035536753040719196	-0.08582760444209413	-0.1520888418826018	-0.15742993125330512	-0.12982548915917505	-0.15700687466948704	-0.2647276573241671	-0.14685351665785298	-0.341776837652036	-0.28239026969857217	-0.16456901110523534	-0.24907456372289793	-0.20518244315177156	-0.1837123215230037	-0.01856160761501851	-0.20973030142781596	-0.018032786885245903	-0.3379164463246959	-0.08180856689582232	-0.07102062400846113	0.02765732416710735	0.006240084611316764	-0.1668958223162348	-0.03770491803278689	-0.054891591750396616	0.06171337916446325	0.09090428344791116	0.25552617662612376	-0.01845584346906399	-0.08011634056054998	0.25193019566367003	0.09317821258593337	-0.05780010576414595	0.24669487043892122	-0.181544156530936	0.01121099947117927	-0.17493389740877843	-0.2533580116340561
LiuQ	-0.01406663141195135	-0.0343204653622422	0.0019566367001586462	-0.15156002115282918	0.38297197250132203	0.18043363299841353	0.1029613960867266	0.15298783712321523	-0.034214701216287675	0.3068746694870439	0.24299312533051295	0.1029613960867266	0.1156002115282919	0.16092014806980434	0.18059227921734533	0.29413008989952405	0.2341618191433104	0.188841882601798	0.1834479111581174	0.2608143839238498	0.02749867794817557	-0.020571126388154417	0.06203067160232681	0.07059756742464304	0.04341618191433104	0.05150713907985193	0.06991010047593865	-0.011052353252247488	-0.11824431517715495	0.06562665256478054	-0.15637228979375992	-0.05663670015864622	0.12929666842940243	0.1612374405076679	0.16583818085668958	0.1017451084082496	0.26023268112109993	0.22242199894235853	1.0	0.015441565309360127	0.03786356425171867	-0.10433632998413538	0.10222104706504495	-0.1553146483342147	-0.28011634056054996	-0.12231623479640402	0.06848228450555262	0.071602326811211	0.1032258064516129	0.08239026969857219	-0.0429402432575357	0.0674246430460074	-0.09661554732945532	-0.24970914859862506	-0.1434690639873083	-0.2543098889476467	-0.07477525118984664	-0.08281332628239027	-0.22628239026969857	-0.24621893178212587	-0.06404019037546271	-0.14542570068746694	-0.1118455843469064	-0.11760973030142782	-0.16076150185087257	-0.02168164992067689	-0.20211528291909042	-0.047488101533580115	-0.07139079851930195	0.03172924378635643	-0.13722897937599154	-0.0612374405076679	-0.03426758328926494	-0.26150185087255423	-0.10132205182443152	-0.00967741935483871	-0.13019566367001587	0.04336329984135378	-0.20232681121099946	-0.028820729772607086	-0.01406663141195135	-0.14219989423585405	-0.0609730301427816	0.0873611845584347	-0.022157588577472236	-0.010364886303543099	-0.22765732416710735	-0.08857747223691169
PrpR	0.3354309888947647	0.16319407720782655	0.17726070861977788	0.26615547329455314	0.11565309360126917	0.31919619249074566	0.16901110523532523	0.19619249074563722	0.20978318350079322	0.2127974616604971	0.017451084082496033	0.12406134320465362	0.19888947646747754	0.10153358011634056	0.14288736118455844	0.15468006345848756	0.11047065044949762	0.07139079851930195	0.13765203595980963	0.08725542041248018	0.02765732416710735	0.23923849814912745	0.18556319407720784	0.24526705446853517	0.2836594394500264	0.020571126388154417	0.22347964040190377	0.15452141723955579	-0.04235854045478583	0.08836594394500265	0.1451084082496034	0.033315705975674244	0.00824960338445267	0.14389212057112638	0.16546800634584877	-0.13490216816499206	0.03368588048651507	0.010100475938656796	0.015441565309360127	1.0	0.09571655208884189	0.214806980433633	0.1984135378106822	-0.0881544156530936	0.08202009518773136	0.12591221575885775	-0.19397144368059227	-0.004759386567953464	-0.36335272342675834	-0.1634056054997356	-0.17530407191961925	-0.2110523532522475	-0.3132205182443152	-0.1701216287678477	0.05536753040719196	-0.08889476467477525	-0.14304600740349022	-0.15388683236382866	-0.09185616076150185	0.03802221047065045	-0.2966684294024326	-0.2107879428873612	-0.19132734003172924	-0.09365415124272872	0.11470121628767847	0.054151242728714966	-0.07313590692755156	0.048281332628239026	-0.060497091485986254	0.09994711792702274	-0.1521946060285563	-0.10438921205711264	0.09645690111052353	0.09656266525647805	-0.09370703331570597	-0.05965097831835008	-0.03622421998942359	-0.32035959809624537	-0.1399788471708091	-0.3047593865679535	-0.05029085140137493	-0.1331041776837652	0.21269169751454256	0.172818614489688	-0.1380750925436277	-0.06821787414066631	-0.1324167107350608	0.23061872025383395
ExuR_UxuR	0.17863564251718667	0.4326811210999471	0.04981491274457959	0.30851401374933896	0.24955050237969328	0.32226335272342677	0.22601797990481226	0.09910100475938657	-0.034161819143310415	0.1919090428344791	0.07736647276573241	0.18873611845584348	0.2536753040719196	0.17831835007932312	0.1768376520359598	0.2041776837652036	0.19280803807509253	0.2216816499206769	0.1379693283976732	0.16250661025912216	0.22559492332099418	0.2783183500793231	0.27260708619777896	0.29291380222104707	0.1674246430460074	0.14045478582760446	0.117239555790587	0.020465362242199893	-0.041248016922263354	0.19661554732945533	-0.00671602326811211	-0.03564251718667372	0.05742993125330513	-0.09709148598625066	0.21618191433104178	0.15510312004230567	-0.020465362242199893	-0.023373876255949232	0.03786356425171867	0.09571655208884189	1.0	0.34722369116869384	0.05795875198307774	0.10988894764674775	-0.06181914331041777	-0.04378635642517187	-0.41782125859333685	-0.31771549444738234	-0.20301427815970385	-0.1694341618191433	-0.21771549444738234	-0.2445267054468535	-0.3429402432575357	-0.0982548915917504	-0.17191961924907456	-0.04648334214701216	-0.2445267054468535	-0.3510312004230566	-0.06499206768905341	-0.06758328926493919	-0.05193019566367001	-0.22120571126388155	-0.08482284505552617	0.03125330512956108	-0.053886832363828664	-0.04352194606028556	-0.04315177154944474	-0.018826017979904814	-0.11649920676890534	-0.08439978847170809	-0.1527763088313062	0.12723426758328926	-0.15378106821787413	-0.04177683765203596	-0.04695928080380751	0.12913802221047066	0.060232681121099946	-0.08683236382866208	-0.0674246430460074	-0.054891591750396616	-0.047435219460602855	0.11084082496033845	0.09180327868852459	-0.06118455843469064	-0.15161290322580645	0.05224748810153358	0.03178212585933369	0.2029613960867266
NarP	0.35605499735589635	0.1878900052882073	0.182760444209413	0.25790586991010045	0.2327340031729244	0.4755156002115283	0.19127445795875198	0.06816499206768906	-0.0035430988894764675	0.15166578529878372	0.07503966155473295	0.17852987837123216	0.21697514542570068	0.19534637757800105	0.2106292966684294	0.1520888418826018	0.12332099418297197	0.2424114225277631	0.21496562665256477	0.1607086197778953	0.20491803278688525	0.2215230037017451	0.29450026441036486	0.3126388154415653	0.27662612374405077	0.14019037546271815	-0.0550502379693284	0.07297726070861978	0.10571126388154416	0.20824960338445267	0.03569539925965098	-0.03363299841353781	0.08646218931782126	0.143204653622422	0.07916446324695928	0.13426758328926494	0.15023796932839767	0.14701216287678476	-0.10433632998413538	0.214806980433633	0.34722369116869384	1.0	-0.047435219460602855	0.144420941300899	0.1490216816499207	0.2207297726070862	-0.16731887890005287	-0.1974616604970915	-0.223532522474881	-0.20481226864093072	-0.04489687995769434	-0.3411951348492861	-0.32057112638815444	-0.10930724484399788	-0.2034902168164992	-0.04526705446853517	-0.3678476996298255	-0.37948175568482284	-0.21168693812797462	-0.08080380750925437	-0.1165520888418826	-0.370386039132734	-0.11332628239026969	-0.3589635113696457	-0.13289264939185616	-0.16430460074034903	0.021787414066631414	-0.12390269698572184	-0.13305129561078793	-0.08418826017979905	-0.053833950290851404	0.04357482813326283	-0.11179270227392914	0.0008461131676361713	-0.15605499735589634	0.12337387625594923	-0.0010047593865679535	-0.13537810682178741	0.028080380750925435	-0.07197250132205182	0.12109994711792703	0.08482284505552617	0.18635642517186674	0.20264410364886304	-0.17049180327868851	0.10978318350079323	-0.017979904812268643	0.22696985721840296
