	AgaR	Irr	Rex	XylR	AraR	NadQ	CzrA	FUR	SahR_SamR	NrtR	NsrR	ArgR	MntR	KdgR	ThiR	MetR	Phr	BirA	NagC	SiaR	Zur	ModE	PhrR	RbkR	CcpA	NikR	PdhR	FabR	PhsR	GulR	TyrR	NagR	NiaR	IscR	MetJ	HexR	LexA	NagQ	HisR	LldR	NrdR	CadR-PbrR	TrpR	HutC	PhnF	CblR	HcpR	CsoR	RutR	PaaR	PhnR	QorR	FadR	PsrA	PurR	PrpR	GlcC	SoxR	AcnR	HrcA	NnrR	FixJ	RbsR	LiuR	FadP	MerR	ZntR	LiuQ	PdxR	NifA	GntR	CueR	NtrC	FruR	NmlR	FnrN_FixK	SdaR	BioQ	DasR	HypR	TtrR	AmtR	VanR	ExuR_UxuR	GguR	LtbR	NarP	NorR
NsrR	0.6149068322981367	0.6860530773574252	0.7707509881422925	0.8802936194240542	0.8181818181818182	0.823828345567476	0.8870694522868436	0.9209486166007905	0.9570863918690006	0.9457933370976849	1.0	0.9604743083003953	0.9299830604178431	0.9062676453980801	0.8656126482213439	0.8283455674760023	0.859966120835686	0.8554488989271598	0.8757763975155279	0.7368718238283456	0.7639751552795031	0.7515527950310559	0.6973461321287409	0.7447769621682665	0.09655561829474874	0.18012422360248448	0.25691699604743085	0.01637492941840768	0.2230378317334839	0.45115753811405984	0.28514963297571994	0.5177865612648221	0.3416149068322981	0.5900621118012422	0.3687182382834557	0.42405420666290233	0.5482778091473743	0.45115753811405984	0.40033879164313946	0.6352343308865048	0.5132693393562959	0.10897797854319594	0.36645962732919257	0.5031055900621118	0.5166572557876906	-0.3246753246753247	-0.44551101072840205	-0.3145115753811406	-0.20609824957651043	-0.5607001693958216	-0.49858836815358554	-0.44212309429700736	-0.5076228119706381	-0.3867871259175607	-0.5979672501411631	-0.49520045172219085	-0.365330321852061	-0.3845285149632976	-0.5573122529644269	-0.5945793337097685	-0.7142857142857143	-0.6758893280632411	-0.6826651609260305	-0.7425183512140033	-0.8520609824957651	-0.8068887634105025	-0.8215697346132129	-0.6307171089779785	-0.5821569734613213	-0.6307171089779785	-0.8215697346132129	-0.8102766798418972	-0.8283455674760023	-0.3190287972896669	-0.33032185206098247	-0.4906832298136646	-0.5279503105590062	-0.6160361377752682	-0.6341050254093732	0.2478825522303783	-0.01637492941840768	0.057029926595143984	0.043478260869565216	-0.05251270468661773	0.057029926595143984	-0.11914172783738002	0.14850367024280067	-0.09655561829474874
ArgR	0.6171654432523997	0.6770186335403726	0.7888198757763976	0.8351214003387917	0.8452851496329757	0.7899491812535291	0.9424054206662902	0.9277244494635799	0.9164313946922643	0.9356295878035008	0.9604743083003953	1.0	0.9649915302089215	0.9322416713721061	0.9288537549407114	0.8215697346132129	0.8667419536984754	0.8690005646527386	0.8588368153585545	0.7933370976849238	0.8272162619988707	0.7165443252399775	0.665725578769057	0.7007340485601355	0.032185206098249576	0.18690005646527386	0.19593450028232637	0.06832298136645963	0.22868435911914173	0.47374364765669114	0.233201581027668	0.4579333709768492	0.32128740824393	0.5143986448334275	0.32580463015245625	0.47261434217955955	0.5369847543760587	0.46357989836250707	0.4116318464144551	0.6996047430830039	0.5979672501411631	0.277244494635799	0.2919254658385093	0.6070016939582157	0.5708639186900056	-0.3924336533032185	-0.4082439299830604	-0.2941840767927724	-0.2862789384528515	-0.55957086391869	-0.5268210050818747	-0.383399209486166	-0.4364765669113495	-0.3619424054206663	-0.6216826651609261	-0.5166572557876906	-0.4601919819311124	-0.37549407114624506	-0.47939017504234893	-0.585544889892716	-0.6691134952004517	-0.6149068322981367	-0.6533032185206098	-0.7233201581027668	-0.8757763975155279	-0.831733483907397	-0.7910784867306606	-0.717673630717109	-0.6070016939582157	-0.5889328063241107	-0.7447769621682665	-0.7730095990965556	-0.8272162619988707	-0.365330321852061	-0.3178994918125353	-0.49632975719932243	-0.55957086391869	-0.6250705815923208	-0.6092603049124788	0.36984754376058726	-0.0502540937323546	0.04686617730095991	0.02766798418972332	-0.14850367024280067	0.034443817052512704	-0.1101072840203275	0.1417278373800113	-0.10333145115753811
MntR	0.6081309994353472	0.6883116883116883	0.7007340485601355	0.8441558441558441	0.805759457933371	0.7910784867306606	0.9457933370976849	0.8893280632411067	0.9017504234895539	0.9288537549407114	0.9299830604178431	0.9649915302089215	1.0	0.9006211180124224	0.9412761151891587	0.8125352907961604	0.9062676453980801	0.9028797289666854	0.885940146809712	0.8475437605872389	0.7831733483907397	0.7188029361942405	0.7413890457368718	0.779785431959345	0.07961603613777526	0.30773574251835123	0.2704686617730096	0.044607566346696784	0.2140033879164314	0.5550536420101637	0.3190287972896669	0.3709768492377188	0.36307171089779783	0.43873517786561267	0.313382269904009	0.4590626764539808	0.5098814229249012	0.5177865612648221	0.3800112930547713	0.6837944664031621	0.5753811405985318	0.26595143986448333	0.35629587803500845	0.6216826651609261	0.5640880858272163	-0.3743647656691135	-0.36984754376058726	-0.30547713156408807	-0.3416149068322981	-0.4906832298136646	-0.6307171089779785	-0.42518351214003386	-0.3450028232636928	-0.4308300395256917	-0.6205533596837944	-0.47148503670242803	-0.45115753811405984	-0.3687182382834557	-0.5019762845849802	-0.6160361377752682	-0.6318464144551101	-0.6149068322981367	-0.6770186335403726	-0.7165443252399775	-0.8769057029926595	-0.8136645962732919	-0.7639751552795031	-0.7334839073969509	-0.6713721061547149	-0.6747600225861096	-0.7639751552795031	-0.7967250141163185	-0.841897233201581	-0.4048560135516657	-0.3201581027667984	-0.48842461885940147	-0.49520045172219085	-0.6634669678147939	-0.567476002258611	0.2715979672501412	0.000564652738565782	0.000564652738565782	-0.0660643704121965	-0.14059853190287974	0.05251270468661773	-0.13721061547148503	0.19932241671372106	-0.012987012987012988
KdgR	0.5810276679841897	0.6815358554488989	0.7876905702992659	0.8283455674760023	0.8848108413325805	0.6996047430830039	0.8893280632411067	0.8870694522868436	0.8565782044042913	0.8972332015810277	0.9062676453980801	0.9322416713721061	0.9006211180124224	1.0	0.8949745906267645	0.8249576510446076	0.7989836250705816	0.8656126482213439	0.8915866741953699	0.831733483907397	0.7188029361942405	0.7583286278938453	0.6499153020892151	0.6996047430830039	0.007340485601355167	0.10897797854319594	0.28740824392998304	0.025409373235460192	0.3461321287408244	0.3382269904009034	0.295313382269904	0.37210615471485037	0.2795031055900621	0.4601919819311124	0.3145115753811406	0.22981366459627328	0.45454545454545453	0.4082439299830604	0.33483907396950874	0.6645962732919255	0.5369847543760587	0.2230378317334839	0.19932241671372106	0.5663466967814794	0.5143986448334275	-0.36307171089779783	-0.4059853190287973	-0.269339356295878	-0.2670807453416149	-0.5957086391869001	-0.5798983625070582	-0.4025974025974026	-0.4805194805194805	-0.30886504799548276	-0.5990965556182948	-0.7142857142857143	-0.4850367024280068	-0.4161490683229814	-0.47148503670242803	-0.49520045172219085	-0.6081309994353472	-0.603613777526821	-0.6171654432523997	-0.7470355731225297	-0.7684923771880293	-0.8012422360248447	-0.8204404291360813	-0.7323546019198193	-0.6826651609260305	-0.5652173913043478	-0.7402597402597403	-0.6973461321287409	-0.7730095990965556	-0.3890457368718238	-0.22077922077922077	-0.435347261434218	-0.3879164313946923	-0.585544889892716	-0.5143986448334275	0.3167701863354037	0.05928853754940711	0.05138339920948617	0.007340485601355167	-0.1225296442687747	0.13382269904009034	-0.00846979107848673	0.07396950875211744	-0.043478260869565216
ThiR	0.603613777526821	0.5561829474872954	0.5889328063241107	0.7560700169395822	0.8328627893845285	0.7899491812535291	0.893845285149633	0.8735177865612648	0.8610954263128177	0.8622247317899492	0.8656126482213439	0.9288537549407114	0.9412761151891587	0.8949745906267645	1.0	0.841897233201581	0.8351214003387917	0.83399209486166	0.8396386222473179	0.8102766798418972	0.7481648785996612	0.6883116883116883	0.6600790513833992	0.7086391869000565	0.13608130999435347	0.2354601919819311	0.21852060982495766	0.09768492377188029	0.30999435347261434	0.5787690570299266	0.269339356295878	0.42292490118577075	0.25917560700169395	0.39808018068887635	0.4116318464144551	0.3619424054206663	0.4850367024280068	0.37662337662337664	0.2941840767927724	0.6374929418407679	0.5708639186900056	0.25014116318464147	0.2140033879164314	0.5911914172783738	0.5742518351214003	-0.40372670807453415	-0.3924336533032185	-0.4127611518915867	-0.38226990400903443	-0.4556747600225861	-0.525691699604743	-0.4601919819311124	-0.32919254658385094	-0.35403726708074534	-0.5787690570299266	-0.46809712027103334	-0.4409937888198758	-0.391304347826087	-0.4771315640880858	-0.5460191981931113	-0.6645962732919255	-0.577639751552795	-0.6205533596837944	-0.7131564088085828	-0.8215697346132129	-0.8430265386787126	-0.753811405985319	-0.7086391869000565	-0.6239412761151891	-0.5787690570299266	-0.6883116883116883	-0.691699604743083	-0.779785431959345	-0.42066629023150764	-0.3585544889892716	-0.4872953133822699	-0.3935629587803501	-0.5765104460756635	-0.4364765669113495	0.2738565782044043	-0.04009034443817053	0.007340485601355167	-0.032185206098249576	-0.20045172219085264	0.07509881422924901	-0.014116318464144552	0.15866741953698477	0.06493506493506493
MetR	0.6465273856578204	0.52343308865048	0.567476002258611	0.7233201581027668	0.8035008469791078	0.7447769621682665	0.7651044607566346	0.7933370976849238	0.8249576510446076	0.849802371541502	0.8283455674760023	0.8215697346132129	0.8125352907961604	0.8249576510446076	0.841897233201581	1.0	0.8023715415019763	0.8385093167701864	0.8701298701298701	0.6679841897233202	0.7165443252399775	0.5957086391869001	0.6205533596837944	0.7063805759457933	0.08300395256916997	0.14963297571993225	0.2490118577075099	0.1225296442687747	0.3585544889892716	0.435347261434218	0.15189158667419536	0.22077922077922077	0.29079616036137773	0.48955392433653305	0.4850367024280068	0.27837380011293056	0.44776962168266515	0.44438170525127046	0.49181253529079616	0.541501976284585	0.549407114624506	0.2106154714850367	0.3675889328063241	0.5911914172783738	0.6081309994353472	-0.2670807453416149	-0.26143421795595706	-0.3246753246753247	-0.19932241671372106	-0.26030491247882553	-0.4398644833427442	-0.4116318464144551	-0.37662337662337664	-0.14850367024280067	-0.3935629587803501	-0.5629587803500847	-0.3642010163749294	-0.4850367024280068	-0.5211744776962168	-0.5990965556182948	-0.6363636363636364	-0.5460191981931113	-0.5889328063241107	-0.5640880858272163	-0.6533032185206098	-0.6645962732919255	-0.743647656691135	-0.6261998870694523	-0.6702428006775832	-0.6736307171089779	-0.7120271033314511	-0.7425183512140033	-0.7628458498023716	-0.46357989836250707	-0.45115753811405984	-0.5031055900621118	-0.37210615471485037	-0.47261434217955955	-0.5505364201016375	0.07396950875211744	-0.26256352343308864	-0.10784867306606437	-0.313382269904009	-0.032185206098249576	0.12140033879164314	-0.09768492377188029	0.2230378317334839	0.05928853754940711
Phr	0.4590626764539808	0.655561829474873	0.5911914172783738	0.771880293619424	0.7549407114624506	0.7515527950310559	0.8147939017504235	0.7391304347826086	0.7843026538678712	0.8644833427442123	0.859966120835686	0.8667419536984754	0.9062676453980801	0.7989836250705816	0.8351214003387917	0.8023715415019763	1.0	0.8825522303783173	0.849802371541502	0.7617165443252399	0.7933370976849238	0.6149068322981367	0.611518915866742	0.7583286278938453	0.08413325804630152	0.3190287972896669	0.2896668548842462	0.18125352907961603	0.12704686617730096	0.4839073969508752	0.3145115753811406	0.2456239412761152	0.29983060417843027	0.47600225861095424	0.17221908526256352	0.5110107284020328	0.6081309994353472	0.453416149068323	0.453416149068323	0.5527950310559007	0.4624505928853755	0.28514963297571994	0.3845285149632976	0.5019762845849802	0.5189158667419537	-0.34726143421795597	-0.391304347826087	-0.1665725578769057	-0.14285714285714285	-0.3427442123094297	-0.45454545454545453	-0.38226990400903443	-0.3438735177865613	-0.42970073404856013	-0.5200451722190853	-0.47374364765669114	-0.3619424054206663	-0.40711462450592883	-0.48616600790513836	-0.6770186335403726	-0.5652173913043478	-0.5437605872388481	-0.6702428006775832	-0.4782608695652174	-0.7492941840767928	-0.6487859966120836	-0.5629587803500847	-0.717673630717109	-0.6341050254093732	-0.7199322416713722	-0.753811405985319	-0.7967250141163185	-0.7628458498023716	-0.5076228119706381	-0.27498588368153587	-0.5990965556182948	-0.5211744776962168	-0.5448898927159797	-0.5979672501411631	0.1067193675889328	-0.014116318464144552	-0.15640880858272163	-0.12704686617730096	-0.1880293619424054	0.10220214568040654	-0.08752117447769622	0.233201581027668	-0.05928853754940711
BirA	0.6149068322981367	0.7571993224167137	0.6804065499717674	0.7413890457368718	0.8136645962732919	0.6758893280632411	0.8362507058159232	0.805759457933371	0.8068887634105025	0.9096555618294748	0.8554488989271598	0.8690005646527386	0.9028797289666854	0.8656126482213439	0.83399209486166	0.8385093167701864	0.8825522303783173	1.0	0.9356295878035008	0.7820440429136082	0.7831733483907397	0.6341050254093732	0.7041219649915302	0.769621682665161	0.17447769621682666	0.28063241106719367	0.27837380011293056	0.08413325804630152	0.27498588368153587	0.4839073969508752	0.4138904573687182	0.1981931112365895	0.49858836815358554	0.4850367024280068	0.2648221343873518	0.3867871259175607	0.43195934500282324	0.5031055900621118	0.39469226425748166	0.6126482213438735	0.4872953133822699	0.3709768492377188	0.4579333709768492	0.6792772444946358	0.655561829474873	-0.28289102202145683	-0.3416149068322981	-0.27498588368153587	-0.42179559570863917	-0.42179559570863917	-0.5369847543760587	-0.42518351214003386	-0.37662337662337664	-0.2230378317334839	-0.4658385093167702	-0.5324675324675324	-0.3269339356295878	-0.35064935064935066	-0.5753811405985318	-0.5878035008469791	-0.5798983625070582	-0.5708639186900056	-0.7086391869000565	-0.5719932241671372	-0.7380011293054771	-0.6905702992659515	-0.7459062676453981	-0.7944664031620553	-0.7651044607566346	-0.7515527950310559	-0.7854319593450029	-0.823828345567476	-0.8147939017504235	-0.5110107284020328	-0.30547713156408807	-0.5290796160361377	-0.38114059853190285	-0.5990965556182948	-0.5539243365330322	0.16431394692264256	-0.03557312252964427	-0.20609824957651043	-0.20271033314511575	-0.22981366459627328	-0.012987012987012988	-0.14963297571993225	0.15527950310559005	0.014116318464144552
NagC	0.6702428006775832	0.7560700169395822	0.6871823828345568	0.8306041784302653	0.8046301524562394	0.7029926595143986	0.8351214003387917	0.8204404291360813	0.8656126482213439	0.8723884810841332	0.8757763975155279	0.8588368153585545	0.885940146809712	0.8915866741953699	0.8396386222473179	0.8701298701298701	0.849802371541502	0.9356295878035008	1.0	0.7560700169395822	0.6849237718802936	0.6679841897233202	0.6770186335403726	0.7233201581027668	0.1767363071710898	0.29983060417843027	0.32919254658385094	-0.07961603613777526	0.26143421795595706	0.4771315640880858	0.32919254658385094	0.25352907961603616	0.5369847543760587	0.49407114624505927	0.35403726708074534	0.32241671372106157	0.3743647656691135	0.44551101072840205	0.32806324110671936	0.4816487859966121	0.48616600790513836	0.19141727837380013	0.383399209486166	0.6182947487295314	0.5686053077357425	-0.1880293619424054	-0.35290796160361376	-0.33032185206098247	-0.35968379446640314	-0.4161490683229814	-0.5550536420101637	-0.48842461885940147	-0.3619424054206663	-0.269339356295878	-0.48955392433653305	-0.611518915866742	-0.3867871259175607	-0.3890457368718238	-0.6679841897233202	-0.5448898927159797	-0.639751552795031	-0.5945793337097685	-0.7052512704686618	-0.6747600225861096	-0.6747600225861096	-0.6736307171089779	-0.7571993224167137	-0.7459062676453981	-0.7549407114624506	-0.8125352907961604	-0.8091473743647657	-0.7651044607566346	-0.8385093167701864	-0.4398644833427442	-0.28740824392998304	-0.4850367024280068	-0.30886504799548276	-0.5064935064935064	-0.5245623941276115	0.10446075663466968	0.043478260869565216	-0.1067193675889328	-0.25578769057029926	-0.08977978543195934	0.0220214568040655	-0.13043478260869565	0.08865047995482778	0.007340485601355167
SiaR	0.5008469791078487	0.6250705815923208	0.6544325239977414	0.717673630717109	0.6973461321287409	0.549407114624506	0.8610954263128177	0.7391304347826086	0.7142857142857143	0.779785431959345	0.7368718238283456	0.7933370976849238	0.8475437605872389	0.831733483907397	0.8102766798418972	0.6679841897233202	0.7617165443252399	0.7820440429136082	0.7560700169395822	1.0	0.7300959909655562	0.6160361377752682	0.6070016939582157	0.6973461321287409	-0.1665725578769057	0.14059853190287974	0.33483907396950874	-0.06154714850367024	0.14737436476566912	0.35290796160361376	0.2704686617730096	0.13495200451722192	0.15866741953698477	0.3585544889892716	0.20271033314511575	0.14511575381140598	0.32128740824393	0.2930547713156409	0.21287408243929984	0.567476002258611	0.427442123094297	0.32919254658385094	0.28063241106719367	0.5629587803500847	0.4082439299830604	-0.22190852625635235	-0.2862789384528515	-0.044607566346696784	-0.22416713721061546	-0.3438735177865613	-0.6205533596837944	-0.35290796160361376	-0.37549407114624506	-0.5381140598531903	-0.7876905702992659	-0.52343308865048	-0.5053642010163749	-0.5019762845849802	-0.43195934500282324	-0.44438170525127046	-0.5268210050818747	-0.4647092038396386	-0.5889328063241107	-0.655561829474873	-0.6329757199322417	-0.779785431959345	-0.6318464144551101	-0.7368718238283456	-0.577639751552795	-0.5053642010163749	-0.541501976284585	-0.6781479390175043	-0.6408808582721626	-0.3642010163749294	-0.18012422360248448	-0.36645962732919257	-0.2490118577075099	-0.6679841897233202	-0.26143421795595706	0.30886504799548276	-0.07171089779785432	0.10559006211180125	-0.07622811970638058	-0.009599096555618294	0.21513269339356295	0.06041784302653868	0.2354601919819311	-0.08074534161490683
Zur	0.5584415584415584	0.5652173913043478	0.6973461321287409	0.5979672501411631	0.7402597402597403	0.6770186335403726	0.79785431959345	0.7312252964426877	0.6996047430830039	0.7955957086391869	0.7639751552795031	0.8272162619988707	0.7831733483907397	0.7188029361942405	0.7481648785996612	0.7165443252399775	0.7933370976849238	0.7831733483907397	0.6849237718802936	0.7300959909655562	1.0	0.453416149068323	0.46696781479390176	0.6160361377752682	0.05138339920948617	0.0818746470920384	0.16092603049124787	0.24675324675324675	0.16996047430830039	0.3867871259175607	0.17786561264822134	0.2106154714850367	0.2365894974590627	0.5460191981931113	0.28176171654432525	0.5742518351214003	0.4647092038396386	0.36984754376058726	0.4025974025974026	0.5934500282326369	0.44664031620553357	0.4805194805194805	0.4330886504799548	0.5132693393562959	0.5821569734613213	-0.2456239412761152	-0.21852060982495766	0.015245623941276116	-0.21287408243929984	-0.24675324675324675	-0.3450028232636928	-0.28740824392998304	-0.46809712027103334	-0.32919254658385094	-0.5369847543760587	-0.37210615471485037	-0.44889892715979673	-0.4082439299830604	-0.3958215697346132	-0.5448898927159797	-0.5505364201016375	-0.38114059853190285	-0.5618294748729531	-0.4138904573687182	-0.7052512704686618	-0.7312252964426877	-0.5460191981931113	-0.6205533596837944	-0.5753811405985318	-0.5369847543760587	-0.5923207227555054	-0.7955957086391869	-0.6228119706380576	-0.42179559570863917	-0.3709768492377188	-0.5098814229249012	-0.4827780914737436	-0.5832862789384529	-0.5607001693958216	0.4059853190287973	-0.36307171089779783	0.015245623941276116	-0.020892151326933936	-0.20383963862224733	-0.045736871823828344	-0.04799548277809147	0.18012422360248448	-0.18238283455674761
ModE	0.427442123094297	0.44551101072840205	0.5098814229249012	0.6047430830039525	0.6996047430830039	0.7108977978543196	0.7142857142857143	0.6533032185206098	0.6905702992659515	0.8023715415019763	0.7515527950310559	0.7165443252399775	0.7188029361942405	0.7583286278938453	0.6883116883116883	0.5957086391869001	0.6149068322981367	0.6341050254093732	0.6679841897233202	0.6160361377752682	0.453416149068323	1.0	0.603613777526821	0.7154150197628458	0.043478260869565216	-0.00846979107848673	0.014116318464144552	-0.14285714285714285	0.31225296442687744	0.29983060417843027	0.3856578204404291	0.3901750423489554	0.017504234895539244	0.09881422924901186	0.1067193675889328	0.2354601919819311	0.4850367024280068	0.453416149068323	0.17108977978543197	0.4590626764539808	0.3551665725578769	0.06832298136645963	0.33483907396950874	0.37549407114624506	0.32128740824393	-0.005081874647092038	-0.37775268210050816	-0.13269339356295878	-0.16092603049124787	-0.5019762845849802	-0.3867871259175607	-0.3551665725578769	-0.49407114624505927	-0.5573122529644269	-0.5810276679841897	-0.4409937888198758	-0.4782608695652174	-0.4771315640880858	-0.49294184076792774	-0.30886504799548276	-0.5957086391869001	-0.6239412761151891	-0.5731225296442688	-0.5810276679841897	-0.7594579333709769	-0.6849237718802936	-0.6883116883116883	-0.5923207227555054	-0.6182947487295314	-0.44551101072840205	-0.6973461321287409	-0.5268210050818747	-0.6453980801806889	-0.25917560700169395	-0.3709768492377188	-0.09203839638622248	-0.2456239412761152	-0.5087521174477696	-0.46809712027103334	0.010728402032749858	0.1981931112365895	-0.026538678712591756	0.11236589497459062	0.08074534161490683	0.40711462450592883	0.21626199887069453	0.16996047430830039	0.29079616036137773
PhrR	0.6386222473178995	0.4805194805194805	0.49294184076792774	0.5844155844155844	0.5166572557876906	0.5934500282326369	0.6284584980237155	0.6871823828345568	0.6950875211744777	0.7413890457368718	0.6973461321287409	0.665725578769057	0.7413890457368718	0.6499153020892151	0.6600790513833992	0.6205533596837944	0.611518915866742	0.7041219649915302	0.6770186335403726	0.6070016939582157	0.46696781479390176	0.603613777526821	1.0	0.7684923771880293	0.06041784302653868	0.25578769057029926	0.15527950310559005	0.03896103896103896	0.45115753811405984	0.4105025409373235	0.21513269339356295	0.19254658385093168	0.4150197628458498	0.3867871259175607	0.28402032749858835	0.30660643704121965	0.46357989836250707	0.7120271033314511	0.48842461885940147	0.5844155844155844	0.4500282326369283	0.1383399209486166	0.4805194805194805	0.525691699604743	0.3924336533032185	-0.23433088650479955	-0.3156408808582722	-0.2761151891586674	-0.35290796160361376	-0.3382269904009034	-0.49632975719932243	-0.23433088650479955	-0.4398644833427442	-0.17786561264822134	-0.2727272727272727	-0.2738565782044043	-0.37775268210050816	-0.3687182382834557	-0.3190287972896669	-0.313382269904009	-0.3675889328063241	-0.47261434217955955	-0.44889892715979673	-0.5189158667419537	-0.6894409937888198	-0.5708639186900056	-0.6973461321287409	-0.43873517786561267	-0.6318464144551101	-0.5832862789384529	-0.7131564088085828	-0.6239412761151891	-0.6487859966120836	-0.4906832298136646	-0.40033879164313946	-0.4839073969508752	-0.17334839073969507	-0.7380011293054771	-0.5268210050818747	-0.033314511575381144	-0.00282326369282891	-0.24675324675324675	-0.10333145115753811	-0.1293054771315641	0.019762845849802372	-0.10897797854319594	0.14511575381140598	0.28514963297571994
RbkR	0.5381140598531903	0.6194240542066629	0.4624505928853755	0.6476566911349521	0.639751552795031	0.7605872388481084	0.6883116883116883	0.7029926595143986	0.6939582156973462	0.849802371541502	0.7447769621682665	0.7007340485601355	0.779785431959345	0.6996047430830039	0.7086391869000565	0.7063805759457933	0.7583286278938453	0.769621682665161	0.7233201581027668	0.6973461321287409	0.6160361377752682	0.7154150197628458	0.7684923771880293	1.0	0.0942970073404856	0.16092603049124787	0.22868435911914173	0.08300395256916997	0.3438735177865613	0.49745906267645396	0.49632975719932243	0.15189158667419536	0.30321852060982496	0.41953698475437606	0.3190287972896669	0.37549407114624506	0.44889892715979673	0.6205533596837944	0.35064935064935066	0.5765104460756635	0.4082439299830604	0.13382269904009034	0.4342179559570864	0.4082439299830604	0.3958215697346132	-0.16431394692264256	-0.21626199887069453	-0.045736871823828344	-0.27837380011293056	-0.25352907961603616	-0.5245623941276115	-0.35629587803500845	-0.3901750423489554	-0.38226990400903443	-0.44776962168266515	-0.4025974025974026	-0.3167701863354037	-0.44889892715979673	-0.4601919819311124	-0.6329757199322417	-0.5347261434217956	-0.665725578769057	-0.6318464144551101	-0.5245623941276115	-0.691699604743083	-0.6431394692264257	-0.6329757199322417	-0.4613212874082439	-0.7402597402597403	-0.7210615471485037	-0.6883116883116883	-0.6871823828345568	-0.6487859966120836	-0.5189158667419537	-0.409373235460192	-0.49858836815358554	-0.25578769057029926	-0.6792772444946358	-0.5426312817617166	-0.10333145115753811	-0.07509881422924901	-0.0942970073404856	-0.09316770186335403	-0.20835686053077357	0.16205533596837945	0.13043478260869565	0.32241671372106157	0.36307171089779783
CcpA	0.09542631281761717	-0.06380575945793338	-0.19932241671372106	0.08526256352343309	0.08413325804630152	0.19141727837380013	-0.043478260869565216	0.04799548277809147	0.08977978543195934	0.06380575945793338	0.09655561829474874	0.032185206098249576	0.07961603613777526	0.007340485601355167	0.13608130999435347	0.08300395256916997	0.08413325804630152	0.17447769621682666	0.1767363071710898	-0.1665725578769057	0.05138339920948617	0.043478260869565216	0.06041784302653868	0.0942970073404856	1.0	0.3190287972896669	0.25691699604743085	0.2715979672501412	0.25917560700169395	0.35177865612648224	0.49858836815358554	0.21852060982495766	0.30434782608695654	0.06493506493506493	0.14737436476566912	0.19932241671372106	0.08300395256916997	0.09542631281761717	-0.19706380575945792	0.011857707509881422	-0.11123658949745906	-0.2015810276679842	0.15979672501411632	-0.10107284020327499	0.07396950875211744	-0.09881422924901186	-0.13495200451722192	-0.48955392433653305	-0.5381140598531903	-0.2106154714850367	-0.028797289666854884	-0.4500282326369283	0.251270468661773	0.1857707509881423	0.36645962732919257	0.15189158667419536	0.19141727837380013	0.35742518351214003	-0.16544325239977414	-0.005081874647092038	-0.17786561264822134	-0.07171089779785432	-0.023150762281197064	-0.04121964991530209	-0.19706380575945792	-0.024280067758328628	-0.1067193675889328	0.026538678712591756	-0.20609824957651043	-0.24110671936758893	-0.21626199887069453	-0.16205533596837945	-0.08865047995482778	-0.05138339920948617	-0.26595143986448333	0.04912478825522304	0.20948616600790515	0.08413325804630152	-0.14398644833427443	0.10559006211180125	0.17447769621682666	-0.010728402032749858	-0.043478260869565216	-0.42518351214003386	-0.5177865612648221	-0.2919254658385093	-0.38114059853190285	0.1259175607001694
NikR	-0.0378317334839074	0.057029926595143984	-0.11575381140598531	0.26030491247882553	0.05815923207227555	0.09881422924901186	0.22077922077922077	0.14850367024280067	0.2106154714850367	0.13495200451722192	0.18012422360248448	0.18690005646527386	0.30773574251835123	0.10897797854319594	0.2354601919819311	0.14963297571993225	0.3190287972896669	0.28063241106719367	0.29983060417843027	0.14059853190287974	0.0818746470920384	-0.00846979107848673	0.25578769057029926	0.16092603049124787	0.3190287972896669	1.0	0.5607001693958216	0.10784867306606437	0.017504234895539244	0.28289102202145683	0.16996047430830039	0.15527950310559005	0.2919254658385093	0.14737436476566912	0.1541501976284585	0.21964991530208922	-0.09655561829474874	0.20045172219085264	0.17334839073969507	0.0942970073404856	0.31225296442687744	-0.08074534161490683	0.3178994918125353	0.3111236589497459	0.35064935064935066	-0.295313382269904	0.14624505928853754	-0.4568040654997177	-0.2636928289102202	-0.14850367024280067	-0.5460191981931113	-0.38226990400903443	0.3958215697346132	0.06945228684359118	0.045736871823828344	0.19932241671372106	-0.011857707509881422	-0.13156408808582723	-0.14059853190287974	0.028797289666854884	-0.0016939582156973462	0.20609824957651043	0.06380575945793338	-0.21626199887069453	-0.23771880293619424	-0.189158667419537	-0.14963297571993225	-0.27837380011293056	-0.2546583850931677	-0.2896668548842462	-0.10220214568040654	-0.189158667419537	-0.1665725578769057	-0.1417278373800113	-0.23433088650479955	-0.10446075663466968	-0.233201581027668	-0.35290796160361376	-0.07848673066064371	-0.14624505928853754	-0.053642010163749296	-0.17221908526256352	-0.5177865612648221	-0.057029926595143984	-0.04686617730095991	-0.0660643704121965	-0.22190852625635235	0.019762845849802372
