	AgaR	Irr	Rex	XylR	AraR	NadQ	CzrA	FUR	SahR_SamR	NrtR	NsrR	ArgR	MntR	KdgR	ThiR	MetR	Phr	BirA	NagC	SiaR	Zur	ModE	PhrR	RbkR	CcpA	NikR	PdhR	FabR	PhsR	GulR	TyrR	NagR	NiaR	IscR	MetJ	HexR	LexA	NagQ	HisR	LldR	NrdR	CadR-PbrR	TrpR	HutC	PhnF	CblR	HcpR	CsoR	RutR	PaaR	PhnR	QorR	FadR	PsrA	PurR	PrpR	GlcC	SoxR	AcnR	HrcA	NnrR	FixJ	RbsR	LiuR	FadP	MerR	ZntR	LiuQ	PdxR	NifA	GntR	CueR	NtrC	FruR	NmlR	FnrN_FixK	SdaR	BioQ	DasR	HypR	TtrR	AmtR	VanR	ExuR_UxuR	GguR	LtbR	NarP	NorR
PdhR	-0.15866741953698477	0.0660643704121965	0.07284020327498589	0.3608130999435347	0.22529644268774704	0.16431394692264256	0.23094297007340486	0.1789949181253529	0.22077922077922077	0.163184641445511	0.25691699604743085	0.19593450028232637	0.2704686617730096	0.28740824392998304	0.21852060982495766	0.2490118577075099	0.2896668548842462	0.27837380011293056	0.32919254658385094	0.33483907396950874	0.16092603049124787	0.014116318464144552	0.15527950310559005	0.22868435911914173	0.25691699604743085	0.5607001693958216	1.0	0.30095990965556185	0.13156408808582723	-0.13721061547148503	0.30434782608695654	0.2365894974590627	0.09881422924901186	0.34726143421795597	0.28063241106719367	-0.17221908526256352	-0.00846979107848673	0.07058159232072275	0.16544325239977414	0.3642010163749294	0.2795031055900621	-0.11349520045172219	0.163184641445511	0.07171089779785432	0.1789949181253529	-0.3111236589497459	0.05251270468661773	-0.2648221343873518	-0.06832298136645963	-0.33145115753811405	-0.6758893280632411	-0.549407114624506	0.1665725578769057	0.014116318464144552	-0.06041784302653868	-0.22981366459627328	0.05815923207227555	-0.14285714285714285	0.08977978543195934	-0.017504234895539244	-0.01637492941840768	0.15189158667419536	0.1293054771315641	-0.44889892715979673	-0.1857707509881423	-0.2230378317334839	-0.33258046301524563	-0.23997741389045738	-0.22190852625635235	-0.25578769057029926	-0.07171089779785432	-0.23771880293619424	-0.044607566346696784	-0.19932241671372106	-0.07735742518351214	0.028797289666854884	-0.007340485601355167	-0.3427442123094297	-0.04009034443817053	0.034443817052512704	-0.1756070016939582	0.08413325804630152	-0.37323546019198195	0.12704686617730096	-0.12704686617730096	-0.20045172219085264	-0.20722755505364202	-0.16996047430830039
FabR	-0.3427442123094297	-0.29757199322416716	-0.11236589497459062	-0.10107284020327499	0.11349520045172219	0.06945228684359118	-0.09090909090909091	-0.08074534161490683	-0.1507622811970638	0.05251270468661773	0.01637492941840768	0.06832298136645963	0.044607566346696784	0.025409373235460192	0.09768492377188029	0.1225296442687747	0.18125352907961603	0.08413325804630152	-0.07961603613777526	-0.06154714850367024	0.24675324675324675	-0.14285714285714285	0.03896103896103896	0.08300395256916997	0.2715979672501412	0.10784867306606437	0.30095990965556185	1.0	0.37323546019198195	-0.2670807453416149	0.028797289666854884	-0.0016939582156973462	-0.18351214003387917	0.20835686053077357	0.029926595143986448	0.16883116883116883	0.30321852060982496	0.163184641445511	0.5121400338791643	0.5098814229249012	0.33483907396950874	0.3190287972896669	0.12478825522303783	0.05815923207227555	0.21964991530208922	-0.5245623941276115	0.07171089779785432	-0.011857707509881422	-0.07058159232072275	-0.1665725578769057	0.011857707509881422	-0.04009034443817053	0.028797289666854884	0.34839073969508755	0.36307171089779783	-0.023150762281197064	0.14059853190287974	0.03670242800677583	0.4601919819311124	-0.023150762281197064	0.26030491247882553	0.19028797289666854	0.27837380011293056	0.189158667419537	-0.15753811405985318	-0.0016939582156973462	-0.000564652738565782	-0.05251270468661773	-0.13043478260869565	0.08752117447769622	0.06493506493506493	0.018633540372670808	0.20496894409937888	-0.4647092038396386	-0.383399209486166	-0.2670807453416149	-0.2388481084133258	-0.24336533032185206	-0.3450028232636928	0.1417278373800113	-0.3461321287408244	-0.2987012987012987	0.010728402032749858	-0.3890457368718238	-0.33032185206098247	-0.10333145115753811	0.006211180124223602	0.09655561829474874
PhsR	0.20496894409937888	-0.15302089215132694	0.018633540372670808	0.23207227555053642	0.427442123094297	0.2388481084133258	0.07284020327498589	0.22190852625635235	0.20271033314511575	0.2456239412761152	0.2230378317334839	0.22868435911914173	0.2140033879164314	0.3461321287408244	0.30999435347261434	0.3585544889892716	0.12704686617730096	0.27498588368153587	0.26143421795595706	0.14737436476566912	0.16996047430830039	0.31225296442687744	0.45115753811405984	0.3438735177865613	0.25917560700169395	0.017504234895539244	0.13156408808582723	0.37323546019198195	1.0	-0.06154714850367024	-0.054771315640880856	0.05251270468661773	0.1417278373800113	0.27837380011293056	0.4906832298136646	-0.17334839073969507	0.30886504799548276	0.46696781479390176	0.25578769057029926	0.4579333709768492	0.3924336533032185	0.034443817052512704	0.19706380575945792	0.19141727837380013	0.07622811970638058	-0.16092603049124787	0.09881422924901186	-0.3935629587803501	-0.47374364765669114	-0.3901750423489554	-0.16996047430830039	-0.11349520045172219	-0.09994353472614342	0.13382269904009034	0.24336533032185206	-0.38114059853190285	-0.32128740824393	-0.22416713721061546	0.020892151326933936	-0.017504234895539244	0.06832298136645963	-0.07396950875211744	0.07622811970638058	-0.16205533596837945	-0.2490118577075099	-0.29983060417843027	-0.5098814229249012	-0.045736871823828344	-0.33483907396950874	-0.0942970073404856	-0.18125352907961603	-0.020892151326933936	-0.07058159232072275	-0.6228119706380576	-0.5539243365330322	-0.12027103331451157	0.01637492941840768	-0.3495200451722191	-0.2682100508187465	-0.010728402032749858	-0.22077922077922077	-0.3845285149632976	-0.07171089779785432	-0.17786561264822134	-0.06041784302653868	0.19028797289666854	-0.37662337662337664	0.39920948616600793
GulR	0.6939582156973462	0.4613212874082439	0.20722755505364202	0.4330886504799548	0.35968379446640314	0.5335968379446641	0.515527950310559	0.5911914172783738	0.5810276679841897	0.47939017504234893	0.45115753811405984	0.47374364765669114	0.5550536420101637	0.3382269904009034	0.5787690570299266	0.435347261434218	0.4839073969508752	0.4839073969508752	0.4771315640880858	0.35290796160361376	0.3867871259175607	0.29983060417843027	0.4105025409373235	0.49745906267645396	0.35177865612648224	0.28289102202145683	-0.13721061547148503	-0.2670807453416149	-0.06154714850367024	1.0	0.42066629023150764	0.16431394692264256	0.37662337662337664	0.1507622811970638	0.20496894409937888	0.4500282326369283	0.14737436476566912	0.22416713721061546	-0.189158667419537	0.02766798418972332	-0.054771315640880856	0.005081874647092038	0.17221908526256352	0.3111236589497459	0.3201581027667984	-0.0660643704121965	-0.269339356295878	-0.37323546019198195	-0.38114059853190285	-0.010728402032749858	-0.2490118577075099	-0.32806324110671936	0.06945228684359118	-0.22868435911914173	-0.3167701863354037	0.09316770186335403	-0.16431394692264256	-0.005081874647092038	-0.5358554488989271	-0.5719932241671372	-0.5979672501411631	-0.5268210050818747	-0.5708639186900056	-0.35064935064935066	-0.48842461885940147	-0.4398644833427442	-0.2546583850931677	-0.24675324675324675	-0.3404856013551666	-0.5268210050818747	-0.5042348955392434	-0.5810276679841897	-0.6883116883116883	-0.010728402032749858	-0.0942970073404856	-0.35177865612648224	-0.08977978543195934	-0.14285714285714285	-0.23997741389045738	0.11575381140598531	0.14285714285714285	0.1767363071710898	-0.000564652738565782	-0.37662337662337664	-0.025409373235460192	-0.09542631281761717	0.11462450592885376	0.07622811970638058
TyrR	0.15866741953698477	0.3890457368718238	0.11914172783738002	0.21174477696216826	0.3235460191981931	0.32241671372106157	0.2930547713156409	0.32919254658385094	0.2365894974590627	0.3879164313946923	0.28514963297571994	0.233201581027668	0.3190287972896669	0.295313382269904	0.269339356295878	0.15189158667419536	0.3145115753811406	0.4138904573687182	0.32919254658385094	0.2704686617730096	0.17786561264822134	0.3856578204404291	0.21513269339356295	0.49632975719932243	0.49858836815358554	0.16996047430830039	0.30434782608695654	0.028797289666854884	-0.054771315640880856	0.42066629023150764	1.0	0.22755505364201017	0.163184641445511	0.03896103896103896	-0.14624505928853754	0.18125352907961603	0.10784867306606437	0.15753811405985318	-0.21852060982495766	0.21964991530208922	-0.21174477696216826	-0.020892151326933936	0.1383399209486166	0.04009034443817053	0.24675324675324675	-0.09994353472614342	-0.3958215697346132	-0.08752117447769622	-0.24336533032185206	-0.25578769057029926	-0.37323546019198195	-0.3958215697346132	-0.025409373235460192	-0.10220214568040654	-0.19028797289666854	-0.015245623941276116	0.21852060982495766	0.16770186335403728	-0.2422360248447205	-0.2941840767927724	-0.42970073404856013	-0.4342179559570864	-0.42631281761716544	-0.3370976849237719	-0.37775268210050816	-0.21964991530208922	-0.19367588932806323	-0.3370976849237719	-0.427442123094297	-0.44212309429700736	-0.37323546019198195	-0.40033879164313946	-0.3382269904009034	-0.08413325804630152	0.10559006211180125	-0.015245623941276116	0.13946922642574816	-0.21852060982495766	-0.2354601919819311	0.025409373235460192	0.37210615471485037	0.16996047430830039	0.14850367024280067	-0.35742518351214003	-0.024280067758328628	-0.04799548277809147	0.10107284020327499	0.24449463579898362
NagR	0.08977978543195934	0.10220214568040654	0.21626199887069453	0.33258046301524563	0.4138904573687182	0.5335968379446641	0.3709768492377188	0.49181253529079616	0.5166572557876906	0.339356295878035	0.5177865612648221	0.4579333709768492	0.3709768492377188	0.37210615471485037	0.42292490118577075	0.22077922077922077	0.2456239412761152	0.1981931112365895	0.25352907961603616	0.13495200451722192	0.2106154714850367	0.3901750423489554	0.19254658385093168	0.15189158667419536	0.21852060982495766	0.15527950310559005	0.2365894974590627	-0.0016939582156973462	0.05251270468661773	0.16431394692264256	0.22755505364201017	1.0	0.044607566346696784	0.3427442123094297	0.37323546019198195	0.19480519480519481	0.37662337662337664	-0.0016939582156973462	0.025409373235460192	0.36984754376058726	0.24110671936758893	-0.2648221343873518	-0.06832298136645963	-0.05251270468661773	0.23771880293619424	-0.2941840767927724	-0.48955392433653305	-0.5392433653303218	-0.045736871823828344	-0.5448898927159797	-0.18464144551101072	-0.37210615471485037	-0.2761151891586674	-0.19593450028232637	-0.2636928289102202	0.05138339920948617	0.12027103331451157	-0.01637492941840768	-0.13269339356295878	-0.08865047995482778	-0.49858836815358554	-0.25804630152456237	-0.2140033879164314	-0.6228119706380576	-0.5369847543760587	-0.47939017504234893	-0.5132693393562959	-0.189158667419537	0.07396950875211744	-0.09768492377188029	-0.2987012987012987	-0.22529644268774704	-0.2670807453416149	0.000564652738565782	-0.06267645398080181	-0.01637492941840768	-0.30999435347261434	-0.25352907961603616	-0.14511575381140598	0.08300395256916997	0.07848673066064371	0.14511575381140598	0.3585544889892716	0.11575381140598531	0.000564652738565782	-0.015245623941276116	-0.1101072840203275	-0.0378317334839074
NiaR	0.49520045172219085	0.6216826651609261	0.30547713156408807	0.42518351214003386	0.18690005646527386	0.18012422360248448	0.233201581027668	0.36984754376058726	0.36984754376058726	0.3235460191981931	0.3416149068322981	0.32128740824393	0.36307171089779783	0.2795031055900621	0.25917560700169395	0.29079616036137773	0.29983060417843027	0.49858836815358554	0.5369847543760587	0.15866741953698477	0.2365894974590627	0.017504234895539244	0.4150197628458498	0.30321852060982496	0.30434782608695654	0.2919254658385093	0.09881422924901186	-0.18351214003387917	0.1417278373800113	0.37662337662337664	0.163184641445511	0.044607566346696784	1.0	0.4805194805194805	0.34839073969508755	0.35968379446640314	0.09881422924901186	0.42631281761716544	0.19593450028232637	0.19593450028232637	0.2885375494071146	-0.042348955392433656	0.09655561829474874	0.2682100508187465	0.16883116883116883	-0.1383399209486166	-0.18238283455674761	-0.3190287972896669	-0.603613777526821	-0.12140033879164314	-0.20045172219085264	-0.017504234895539244	0.009599096555618294	0.16431394692264256	0.09994353472614342	-0.2140033879164314	0.08752117447769622	0.277244494635799	-0.46922642574816487	-0.3890457368718238	-0.26256352343308864	-0.383399209486166	-0.4748729531338227	-0.269339356295878	-0.13495200451722192	-0.05138339920948617	-0.30999435347261434	-0.16883116883116883	-0.3235460191981931	-0.6849237718802936	-0.34726143421795597	-0.2795031055900621	-0.3687182382834557	-0.35290796160361376	-0.029926595143986448	-0.47261434217955955	-0.14737436476566912	-0.19028797289666854	-0.28176171654432525	0.012987012987012988	0.14624505928853754	-0.1789949181253529	-0.2388481084133258	-0.3201581027667984	-0.5663466967814794	-0.383399209486166	-0.1101072840203275	0.07961603613777526
IscR	0.3800112930547713	0.4161490683229814	0.4601919819311124	0.6002258610954263	0.44551101072840205	0.3551665725578769	0.3359683794466403	0.5968379446640316	0.5640880858272163	0.49407114624505927	0.5900621118012422	0.5143986448334275	0.43873517786561267	0.4601919819311124	0.39808018068887635	0.48955392433653305	0.47600225861095424	0.4850367024280068	0.49407114624505927	0.3585544889892716	0.5460191981931113	0.09881422924901186	0.3867871259175607	0.41953698475437606	0.06493506493506493	0.14737436476566912	0.34726143421795597	0.20835686053077357	0.27837380011293056	0.1507622811970638	0.03896103896103896	0.3427442123094297	0.4805194805194805	1.0	0.525691699604743	0.189158667419537	0.2795031055900621	0.1665725578769057	0.3958215697346132	0.43195934500282324	0.35742518351214003	-0.04121964991530209	0.2478825522303783	0.2546583850931677	0.2704686617730096	-0.3167701863354037	-0.25691699604743085	-0.25691699604743085	-0.16544325239977414	-0.3382269904009034	-0.15640880858272163	-0.17447769621682666	-0.3020892151326934	0.06041784302653868	-0.2264257481648786	-0.23094297007340486	0.09542631281761717	-0.1665725578769057	-0.3551665725578769	-0.44438170525127046	-0.43195934500282324	-0.3935629587803501	-0.3890457368718238	-0.46809712027103334	-0.25917560700169395	-0.42631281761716544	-0.4771315640880858	-0.20045172219085264	-0.1281761716544325	-0.42292490118577075	-0.3167701863354037	-0.4059853190287973	-0.3269339356295878	-0.4522868435911914	-0.295313382269904	-0.6510446075663467	-0.4127611518915867	-0.5132693393562959	-0.4500282326369283	0.17786561264822134	-0.3427442123094297	-0.009599096555618294	0.04799548277809147	-0.14850367024280067	-0.2885375494071146	-0.023150762281197064	-0.043478260869565216	-0.16544325239977414
MetJ	0.3359683794466403	0.0942970073404856	0.09316770186335403	0.4082439299830604	0.4025974025974026	0.4308300395256917	0.2422360248447205	0.4138904573687182	0.47261434217955955	0.2704686617730096	0.3687182382834557	0.32580463015245625	0.313382269904009	0.3145115753811406	0.4116318464144551	0.4850367024280068	0.17221908526256352	0.2648221343873518	0.35403726708074534	0.20271033314511575	0.28176171654432525	0.1067193675889328	0.28402032749858835	0.3190287972896669	0.14737436476566912	0.1541501976284585	0.28063241106719367	0.029926595143986448	0.4906832298136646	0.20496894409937888	-0.14624505928853754	0.37323546019198195	0.34839073969508755	0.525691699604743	1.0	-0.03670242800677583	0.031055900621118012	0.13269339356295878	0.13946922642574816	0.3246753246753247	0.453416149068323	-0.2365894974590627	0.10333145115753811	0.11462450592885376	0.2738565782044043	-0.18464144551101072	0.17221908526256352	-0.4839073969508752	-0.3156408808582722	-0.0818746470920384	-0.2987012987012987	-0.2456239412761152	-0.12027103331451157	-0.017504234895539244	-0.06719367588932806	-0.18690005646527386	-0.024280067758328628	-0.1789949181253529	-0.32919254658385094	-0.3337097684923772	-0.27837380011293056	-0.23094297007340486	-0.20609824957651043	-0.4748729531338227	-0.20271033314511575	-0.47600225861095424	-0.5539243365330322	0.07058159232072275	-0.16092603049124787	-0.29079616036137773	-0.19141727837380013	-0.16883116883116883	-0.16996047430830039	-0.29079616036137773	-0.4105025409373235	-0.2727272727272727	-0.2546583850931677	-0.30999435347261434	-0.07171089779785432	-0.09881422924901186	-0.42857142857142855	0.018633540372670808	-0.13946922642574816	0.1789949181253529	-0.08526256352343309	0.09655561829474874	0.003952569169960474	0.20271033314511575
HexR	0.3427442123094297	0.4161490683229814	0.3246753246753247	0.233201581027668	0.20835686053077357	0.49632975719932243	0.42518351214003386	0.36307171089779783	0.339356295878035	0.47148503670242803	0.42405420666290233	0.47261434217955955	0.4590626764539808	0.22981366459627328	0.3619424054206663	0.27837380011293056	0.5110107284020328	0.3867871259175607	0.32241671372106157	0.14511575381140598	0.5742518351214003	0.2354601919819311	0.30660643704121965	0.37549407114624506	0.19932241671372106	0.21964991530208922	-0.17221908526256352	0.16883116883116883	-0.17334839073969507	0.4500282326369283	0.18125352907961603	0.19480519480519481	0.35968379446640314	0.189158667419537	-0.03670242800677583	1.0	0.4522868435911914	0.5042348955392434	0.42405420666290233	0.2727272727272727	0.29079616036137773	0.20496894409937888	0.23207227555053642	0.163184641445511	0.32919254658385094	-0.21852060982495766	-0.2546583850931677	0.13946922642574816	-0.11462450592885376	0.06493506493506493	-0.043478260869565216	0.05928853754940711	-0.2388481084133258	-0.15753811405985318	-0.09316770186335403	0.09655561829474874	-0.17334839073969507	0.026538678712591756	-0.23997741389045738	-0.3935629587803501	-0.38114059853190285	-0.2885375494071146	-0.42405420666290233	-0.018633540372670808	-0.5223037831733484	-0.2015810276679842	-0.04686617730095991	-0.24675324675324675	-0.4025974025974026	-0.5324675324675324	-0.4308300395256917	-0.4658385093167702	-0.37549407114624506	-0.20948616600790515	-0.21626199887069453	-0.44664031620553357	-0.4782608695652174	-0.295313382269904	-0.5934500282326369	0.11349520045172219	-0.007340485601355167	-0.020892151326933936	0.007340485601355167	-0.36645962732919257	-0.2365894974590627	-0.189158667419537	0.23997741389045738	0.08639186900056466
LexA	0.19480519480519481	0.18464144551101072	0.2388481084133258	0.40146809712027104	0.4522868435911914	0.55957086391869	0.365330321852061	0.39469226425748166	0.4161490683229814	0.52343308865048	0.5482778091473743	0.5369847543760587	0.5098814229249012	0.45454545454545453	0.4850367024280068	0.44776962168266515	0.6081309994353472	0.43195934500282324	0.3743647656691135	0.32128740824393	0.4647092038396386	0.4850367024280068	0.46357989836250707	0.44889892715979673	0.08300395256916997	-0.09655561829474874	-0.00846979107848673	0.30321852060982496	0.30886504799548276	0.14737436476566912	0.10784867306606437	0.37662337662337664	0.09881422924901186	0.2795031055900621	0.031055900621118012	0.4522868435911914	1.0	0.5900621118012422	0.5121400338791643	0.5471485036702428	0.3156408808582722	0.023150762281197064	0.024280067758328628	-0.04912478825522304	-0.024280067758328628	-0.36307171089779783	-0.6216826651609261	-0.14511575381140598	0.000564652738565782	-0.30321852060982496	0.015245623941276116	0.06945228684359118	-0.36984754376058726	-0.3450028232636928	-0.07171089779785432	-0.30773574251835123	-0.22868435911914173	-0.0660643704121965	-0.02766798418972332	-0.4150197628458498	-0.3608130999435347	-0.37662337662337664	-0.3608130999435347	-0.12365894974590627	-0.5686053077357425	-0.22529644268774704	-0.33032185206098247	-0.2795031055900621	-0.1756070016939582	-0.37210615471485037	-0.453416149068323	-0.39920948616600793	-0.32580463015245625	-0.5584415584415584	-0.163184641445511	-0.3416149068322981	-0.34839073969508755	-0.2885375494071146	-0.49858836815358554	0.057029926595143984	0.0942970073404856	-0.251270468661773	0.15527950310559005	-0.19480519480519481	-0.019762845849802372	-0.18238283455674761	0.018633540372670808	0.09090909090909091
NagQ	0.40711462450592883	0.30773574251835123	0.28289102202145683	0.3935629587803501	0.32580463015245625	0.453416149068323	0.39920948616600793	0.3924336533032185	0.37662337662337664	0.5471485036702428	0.45115753811405984	0.46357989836250707	0.5177865612648221	0.4082439299830604	0.37662337662337664	0.44438170525127046	0.453416149068323	0.5031055900621118	0.44551101072840205	0.2930547713156409	0.36984754376058726	0.453416149068323	0.7120271033314511	0.6205533596837944	0.09542631281761717	0.20045172219085264	0.07058159232072275	0.163184641445511	0.46696781479390176	0.22416713721061546	0.15753811405985318	-0.0016939582156973462	0.42631281761716544	0.1665725578769057	0.13269339356295878	0.5042348955392434	0.5900621118012422	1.0	0.6081309994353472	0.5889328063241107	0.49858836815358554	0.10897797854319594	0.3111236589497459	0.2682100508187465	0.1225296442687747	-0.2230378317334839	-0.12027103331451157	-0.07058159232072275	-0.3235460191981931	-0.20609824957651043	-0.4082439299830604	0.06945228684359118	-0.1383399209486166	-0.07961603613777526	0.10107284020327499	-0.3020892151326934	-0.4025974025974026	-0.10559006211180125	-0.044607566346696784	-0.34726143421795597	-0.14737436476566912	-0.295313382269904	-0.24110671936758893	-0.16431394692264256	-0.5573122529644269	-0.1789949181253529	-0.42857142857142855	-0.22529644268774704	-0.5629587803500847	-0.5618294748729531	-0.4376058723884811	-0.4161490683229814	-0.3879164313946923	-0.5460191981931113	-0.3585544889892716	-0.23771880293619424	-0.2478825522303783	-0.49294184076792774	-0.6261998870694523	-0.028797289666854884	-0.043478260869565216	-0.2727272727272727	-0.29079616036137773	-0.2140033879164314	-0.11575381140598531	-0.26595143986448333	-0.014116318464144552	0.3438735177865613
HisR	0.07396950875211744	0.15753811405985318	0.2727272727272727	0.2670807453416149	0.21174477696216826	0.23771880293619424	0.26143421795595706	0.2704686617730096	0.2478825522303783	0.4556747600225861	0.40033879164313946	0.4116318464144551	0.3800112930547713	0.33483907396950874	0.2941840767927724	0.49181253529079616	0.453416149068323	0.39469226425748166	0.32806324110671936	0.21287408243929984	0.4025974025974026	0.17108977978543197	0.48842461885940147	0.35064935064935066	-0.19706380575945792	0.17334839073969507	0.16544325239977414	0.5121400338791643	0.25578769057029926	-0.189158667419537	-0.21852060982495766	0.025409373235460192	0.19593450028232637	0.3958215697346132	0.13946922642574816	0.42405420666290233	0.5121400338791643	0.6081309994353472	1.0	0.6081309994353472	0.7029926595143986	0.19593450028232637	0.26030491247882553	0.33145115753811405	0.32241671372106157	-0.5031055900621118	-0.14059853190287974	0.04912478825522304	0.06493506493506493	-0.055900621118012424	-0.14398644833427443	0.22416713721061546	-0.33032185206098247	0.19141727837380013	0.09203839638622248	-0.23433088650479955	-0.07509881422924901	-0.2354601919819311	0.044607566346696784	-0.20496894409937888	-0.08752117447769622	-0.12365894974590627	-0.13495200451722192	-0.034443817052512704	-0.3167701863354037	-0.10446075663466968	-0.28740824392998304	-0.2987012987012987	-0.3450028232636928	-0.3359683794466403	-0.2490118577075099	-0.251270468661773	-0.14059853190287974	-0.55957086391869	-0.43195934500282324	-0.5211744776962168	-0.5505364201016375	-0.551665725578769	-0.5798983625070582	-0.06154714850367024	-0.3450028232636928	-0.35968379446640314	-0.32919254658385094	-0.04121964991530209	-0.10333145115753811	-0.19480519480519481	0.2896668548842462	0.16205533596837945
LldR	0.18690005646527386	0.313382269904009	0.4839073969508752	0.5098814229249012	0.6092603049124788	0.5166572557876906	0.5923207227555054	0.6002258610954263	0.5087521174477696	0.665725578769057	0.6352343308865048	0.6996047430830039	0.6837944664031621	0.6645962732919255	0.6374929418407679	0.541501976284585	0.5527950310559007	0.6126482213438735	0.4816487859966121	0.567476002258611	0.5934500282326369	0.4590626764539808	0.5844155844155844	0.5765104460756635	0.011857707509881422	0.0942970073404856	0.3642010163749294	0.5098814229249012	0.4579333709768492	0.02766798418972332	0.21964991530208922	0.36984754376058726	0.19593450028232637	0.43195934500282324	0.3246753246753247	0.2727272727272727	0.5471485036702428	0.5889328063241107	0.6081309994353472	1.0	0.7267080745341615	0.3178994918125353	0.17221908526256352	0.42292490118577075	0.40372670807453415	-0.6081309994353472	-0.2354601919819311	-0.2106154714850367	-0.3450028232636928	-0.577639751552795	-0.5369847543760587	-0.14285714285714285	-0.269339356295878	-0.07284020327498589	-0.23771880293619424	-0.4116318464144551	-0.17447769621682666	-0.11688311688311688	0.06267645398080181	-0.39695087521174477	-0.25578769057029926	-0.36645962732919257	-0.2795031055900621	-0.5392433653303218	-0.6984754376058724	-0.5482778091473743	-0.6826651609260305	-0.47939017504234893	-0.435347261434218	-0.3269339356295878	-0.35064935064935066	-0.4116318464144551	-0.3619424054206663	-0.5697346132128741	-0.35742518351214003	-0.33145115753811405	-0.49181253529079616	-0.7086391869000565	-0.5392433653303218	0.339356295878035	-0.21626199887069453	-0.10220214568040654	0.04686617730095991	-0.19141727837380013	-0.19028797289666854	-0.21513269339356295	0.1417278373800113	0.1259175607001694
NrdR	0.1067193675889328	0.23997741389045738	0.3190287972896669	0.4432523997741389	0.3924336533032185	0.383399209486166	0.49520045172219085	0.42631281761716544	0.41727837380011296	0.5268210050818747	0.5132693393562959	0.5979672501411631	0.5753811405985318	0.5369847543760587	0.5708639186900056	0.549407114624506	0.4624505928853755	0.4872953133822699	0.48616600790513836	0.427442123094297	0.44664031620553357	0.3551665725578769	0.4500282326369283	0.4082439299830604	-0.11123658949745906	0.31225296442687744	0.2795031055900621	0.33483907396950874	0.3924336533032185	-0.054771315640880856	-0.21174477696216826	0.24110671936758893	0.2885375494071146	0.35742518351214003	0.453416149068323	0.29079616036137773	0.3156408808582722	0.49858836815358554	0.7029926595143986	0.7267080745341615	1.0	0.22755505364201017	0.1293054771315641	0.5279503105590062	0.3879164313946923	-0.4771315640880858	0.054771315640880856	-0.2456239412761152	-0.37775268210050816	-0.35742518351214003	-0.4150197628458498	-0.09994353472614342	-0.1101072840203275	-0.000564652738565782	-0.15866741953698477	-0.3901750423489554	-0.2636928289102202	-0.32241671372106157	-0.09994353472614342	-0.20609824957651043	-0.17447769621682666	-0.17786561264822134	-0.1541501976284585	-0.42405420666290233	-0.4647092038396386	-0.4376058723884811	-0.5878035008469791	-0.44664031620553357	-0.4059853190287973	-0.3145115753811406	-0.16431394692264256	-0.16092603049124787	-0.23094297007340486	-0.5200451722190853	-0.55957086391869	-0.3438735177865613	-0.5584415584415584	-0.5957086391869001	-0.33145115753811405	0.09655561829474874	-0.3642010163749294	-0.251270468661773	-0.3675889328063241	-0.025409373235460192	-0.14398644833427443	-0.044607566346696784	0.10559006211180125	0.19367588932806323
CadR-PbrR	0.16544325239977414	0.19706380575945792	0.3800112930547713	-0.11123658949745906	0.3416149068322981	0.16770186335403728	0.3551665725578769	0.13269339356295878	0.06719367588932806	0.2388481084133258	0.10897797854319594	0.277244494635799	0.26595143986448333	0.2230378317334839	0.25014116318464147	0.2106154714850367	0.28514963297571994	0.3709768492377188	0.19141727837380013	0.32919254658385094	0.4805194805194805	0.06832298136645963	0.1383399209486166	0.13382269904009034	-0.2015810276679842	-0.08074534161490683	-0.11349520045172219	0.3190287972896669	0.034443817052512704	0.005081874647092038	-0.020892151326933936	-0.2648221343873518	-0.042348955392433656	-0.04121964991530209	-0.2365894974590627	0.20496894409937888	0.023150762281197064	0.10897797854319594	0.19593450028232637	0.3178994918125353	0.22755505364201017	1.0	0.3743647656691135	0.6600790513833992	0.5505364201016375	0.11914172783738002	0.163184641445511	0.24675324675324675	-0.19028797289666854	-0.1101072840203275	-0.11575381140598531	-0.16883116883116883	-0.13608130999435347	0.04799548277809147	-0.20271033314511575	-0.1767363071710898	-0.35064935064935066	-0.32806324110671936	0.16544325239977414	-0.05815923207227555	0.14624505928853754	0.14285714285714285	-0.033314511575381144	0.003952569169960474	-0.2862789384528515	-0.23207227555053642	-0.15640880858272163	-0.5561829474872954	-0.3743647656691135	-0.08639186900056466	-0.14737436476566912	-0.2987012987012987	-0.30886504799548276	-0.3111236589497459	-0.15302089215132694	-0.11688311688311688	-0.04912478825522304	-0.17334839073969507	-0.22416713721061546	0.22981366459627328	-0.35177865612648224	-0.4082439299830604	-0.09090909090909091	-0.20045172219085264	-0.042348955392433656	-0.06719367588932806	0.15302089215132694	-0.13382269904009034
