	FadR	LiuR	GntR	NtrC	CueR	NnrR	MerR	AcnR	FadP	FruR	NifA	GlcC	DasR	PdxR	PaaR	RbsR	FixJ	NmlR	BioQ	HrcA	QorR	PurR	LexA	CsoR	ZntR	FnrN_FixK	HcpR	PhnR	RutR	TtrR	PhsR	PrpR	FabR	MetJ	FUR	KdgR	SahR_SamR	ThiR	ArgR	MntR	NagC	NrtR	MetR	Zur	RbkR	BirA	CzrA	NsrR	Phr	HutC	SiaR	HexR	PhrR	AraR	GulR	ModE	AgaR	Irr	NadQ	XylR	IscR	PhnF	HisR	TrpR	CcpA	PsrA	Rex	GguR	HypR	NagQ	NrdR	NikR	TyrR	SdaR	LldR	PdhR	CblR	ExuR_UxuR	AmtR	LtbR	NorR	LiuQ	SoxR	NagR	VanR	NiaR	CadR-PbrR	NarP
MetR	-0.7282496129824374	-0.7967010089147494	-0.8400256232317301	-0.7467677360807132	-0.662632787060268	-0.7932205199380772	-0.7295894944749907	-0.7175839427747824	-0.7719158703891529	-0.7657235893877116	-0.7662253776757594	-0.5708162066940693	-0.5459082901830994	-0.5775636577163294	-0.5520098222388299	-0.589942881545935	-0.5933166070570651	-0.44101318528799444	-0.41742379757646936	-0.5429562803608605	-0.392750760689692	-0.42808946778412427	-0.41627075214861475	-0.39714407729674905	-0.3946458122030641	-0.30613356109539314	-0.2829178455132654	-0.3890087012224417	-0.30798056904927135	-0.21718357977899963	-0.35859712806277694	-0.33214647947472375	-0.3933913414829445	-0.2705546362034912	0.8821277958682539	0.8858378262958415	0.9031335077136604	0.8887364543853093	0.872230822612502	0.8699727753162868	0.8967010089147494	0.895964341002509	1.0	0.8764479795014146	0.8077243367319703	0.8179042331714087	0.7743660919233438	0.8345646719692521	0.8273848289115465	0.5375487108311536	0.5897773981743447	0.5210324027117921	0.5680403565899749	0.6184220359792879	0.6974803822132066	0.7459616719158704	0.7027224683713233	0.6854481396466129	0.6696311322265521	0.7385042438477553	0.6379597501734906	0.6778892862862329	0.34495809533977473	0.41519777931991675	0.4898467944269471	0.4002402177974697	0.37367212939732025	0.3560561575828751	0.19942881545934982	0.22383494368227191	0.19460310681684728	0.26015053648641434	0.2436182138472215	0.0330219398921689	-0.11616398868307265	-0.07873805583729247	-0.01950034698126301	-0.0003363049164575882	-0.12034911653232264	-0.036016655100624566	-0.2586878770084877	0.19280414242246302	0.26946031068168474	0.10729194469652485	0.03784764853467144	0.17437676826989804	0.14104521432765707	0.11139699994661827
Zur	-0.719297496396733	-0.7539529173116959	-0.7730368867773448	-0.7308439651951102	-0.7007793732984573	-0.7999145892275663	-0.7288581647360274	-0.7498371857150483	-0.7723055570383814	-0.7783537073613409	-0.7682805743874446	-0.4927347461698607	-0.5703517856189612	-0.5828270965675546	-0.5665029626861688	-0.5552234025516468	-0.6087012224416805	-0.483254150429723	-0.4872951476004911	-0.4640740938450862	-0.3530934714140821	-0.4235893877115251	-0.37486254203811453	-0.41229381305717183	-0.45717183579778997	-0.30682218544813966	-0.2831900923503977	-0.4055036566486948	-0.32954678908877383	-0.23726044947418992	-0.4187903699354081	-0.29800886136764	-0.34392782789729354	-0.21928148187690172	0.8860513532269257	0.8739764052741152	0.8771152511610527	0.9097528425772701	0.8950515133721241	0.8983024608978808	0.8841189345006139	0.8971547536433032	0.8764479795014146	1.0	0.8450541824587626	0.8063577643730315	0.8286659904980516	0.8721614263598997	0.8665563444189398	0.5493781028132173	0.5462873004857738	0.60377942668019	0.5931137564725351	0.5812523354508088	0.6746276624139219	0.7451449314044734	0.70178828804783	0.6161693268563497	0.6517962953077457	0.6891955372871403	0.7028292318368654	0.6741952703784765	0.3997651203758074	0.4420914962899696	0.4661613195964341	0.4191640420648054	0.4207654940479368	0.3288528265627502	0.24987989110126516	0.236753323012865	0.26202423530667807	0.32268189825441734	0.2613729781668713	0.01885442801473336	-0.045897613836545136	-0.037110980622431004	-0.017220946991939358	-0.06408477019164042	-0.09366892649335397	-0.08930230075268243	-0.1665083008594459	0.12376020925639246	0.294181391127956	0.07707788394811295	0.09464581220306412	0.2384935675012011	0.09493407356002775	0.08339294293492767
RbkR	-0.6789515827683766	-0.6891154646879838	-0.7273367853520525	-0.6951476004911119	-0.6786473068915817	-0.7869641808573107	-0.7182885816473603	-0.7209363155928041	-0.7475577857257246	-0.7546949233972134	-0.7698339828110821	-0.5365664869481663	-0.4814978914215555	-0.4952223349169914	-0.5724817167565259	-0.5277531628676667	-0.6275503122831367	-0.5572892756098863	-0.45935514866812577	-0.4533230128649976	-0.3690813003790103	-0.43553621950568516	-0.3714300966209363	-0.3892649335397427	-0.3892542571931885	-0.33186889446431433	-0.35441733838680406	-0.38533603800779376	-0.34805957401377247	-0.21803234933005924	-0.30155874659691456	-0.24651150376341216	-0.39303902204665564	-0.19857470773501307	0.8532749693055036	0.825986227512945	0.8526984465915763	0.8465702236694603	0.8828431110873859	0.8375967543906475	0.8454919126674851	0.8605989430416912	0.8077243367319703	0.8450541824587626	1.0	0.8078311001975124	0.8020979020979021	0.8655207388031816	0.8273207708322212	0.46933753269631134	0.4466396199220627	0.5293973202370149	0.5301873698820264	0.5877328778092137	0.6568942507873805	0.6821064431751455	0.6833182085090482	0.6497998185021086	0.6631505898681471	0.7112582074414135	0.6480168686275557	0.6267762771579566	0.3015854374633001	0.4479901777611701	0.4675759355148668	0.39768857097101373	0.45802060534884964	0.2916991405541024	0.3334810227939999	0.23521059093578178	0.2870762824961298	0.2583195430523675	0.3019964768056371	0.01725831420487909	0.025884802220680084	-0.013462873004857738	-0.004697592483852026	0.049201943095072864	-0.1585757753696685	-0.07423263759141621	-0.1443335290663535	0.08870976351892382	0.24068221854481398	0.08183953451129024	0.09050338974003096	0.2786473068915817	0.08519724550258902	0.14477125927507606
BirA	-0.6607270592003417	-0.6463727112582074	-0.697346927881279	-0.6925852773181017	-0.6884001494688518	-0.8233918753002722	-0.807302621043079	-0.7538888592323707	-0.7753323012864998	-0.737516681791491	-0.737719532376021	-0.5663534938344099	-0.6112742219612448	-0.5656755458282176	-0.6031762130998772	-0.6000587199060482	-0.6236961511770672	-0.5640794320183633	-0.5203064111461058	-0.49190199113863237	-0.41066567020765493	-0.43097741952703783	-0.3627662413921956	-0.48053168205839963	-0.44147760636310257	-0.38754070357123793	-0.43072118720973684	-0.5200875460417446	-0.34512357871136495	-0.2871723696151177	-0.3095713446858485	-0.26570223669460313	-0.32617840175092083	-0.2012918379330593	0.8565739603907543	0.8477446217904233	0.8857310628302995	0.851299845192975	0.8641061228847489	0.8653072118720974	0.895510596273955	0.8805156675385682	0.8179042331714087	0.8063577643730315	0.8078311001975124	1.0	0.8694763252015161	0.897346927881279	0.8845940319222761	0.5045214327657076	0.5405594405594406	0.5783163401484012	0.5846580900016014	0.6361821384722148	0.6079271873165003	0.7214327657075749	0.7075001334543319	0.6792184914322319	0.7338760476165056	0.7144931404473389	0.6078577910638979	0.6722735279987189	0.41439705332835103	0.5239310308012598	0.5147173437249773	0.46411679923130306	0.4681097528425773	0.32782255912026903	0.3555436929482731	0.26112208402284737	0.2761970853573907	0.24034057545507928	0.35172156088186624	0.022318902471574226	-0.018512784924998665	0.04780867986974857	-0.02869268136443709	-0.051742913574974646	-0.2304542785458816	-0.08061175465755618	-0.1508674531575295	0.0807345326429296	0.32162493994555064	0.03560027758501041	0.09343404686916137	0.29163508247477715	0.042529226498692146	0.15467890887738217
CzrA	-0.6569209416537661	-0.7091175999572946	-0.6733785298670795	-0.7061122084022847	-0.7460737735546896	-0.838589654620189	-0.7667698713500241	-0.7372924785138526	-0.754566807238563	-0.7016121283296856	-0.728585917898895	-0.5340788982010356	-0.5682378690012277	-0.5876154379971174	-0.6190839694656488	-0.6764853467143543	-0.6658944109325788	-0.5539315646185875	-0.49726151710884536	-0.4530133988149255	-0.35865584796882505	-0.5296962579405328	-0.3824374099183259	-0.48970266374846527	-0.4714354347942134	-0.3499332728340362	-0.4145785512197726	-0.42832968558159396	-0.3440292531895585	-0.2746757059734159	-0.28276837666150645	-0.2184433886723963	-0.30683819996797096	-0.20249292692040782	0.8129343938504244	0.7997757967223617	0.8614744034591363	0.8191587038915283	0.8587679496076442	0.8329952490257834	0.8466983398281108	0.8414936208829339	0.7743660919233438	0.8286659904980516	0.8020979020979021	0.8694763252015161	1.0	0.9192708055303476	0.8790156408477019	0.5940372604494741	0.4900923503976939	0.6323066246730369	0.5278759408530401	0.6409064218224524	0.6361981529920461	0.766054556130892	0.6805583729247852	0.6404206480542358	0.6762504670901618	0.6897346927881279	0.6480916030534352	0.6581647360273315	0.41584369828644635	0.5374259328457802	0.4102919980782576	0.3234505952063204	0.3962846313991352	0.3924037794266802	0.32945070196978593	0.3175519137351198	0.3522447018630225	0.3049111194149362	0.25555436929482733	0.08545881599316714	0.021795761490417977	0.004815032295948326	-0.10010676346554209	-0.007916510969946085	-0.17208669193402018	-0.09319382907169167	-0.048748198366518974	-0.015448673463940639	0.2920621363369455	0.09227032509475258	0.17779853734052206	0.3153792772113383	0.0993060374739764	0.14197939465115036
NsrR	-0.7076229114397053	-0.7728553888859232	-0.7221160518870443	-0.7432285271979928	-0.7489243580846634	-0.8707574867880211	-0.7718624886563817	-0.7813857897827363	-0.7891154646879838	-0.7437143009662094	-0.7779426680190039	-0.5760956600651257	-0.5679175786046015	-0.5914909517962953	-0.5922009288421503	-0.6538835210590935	-0.682848449260663	-0.5569102653072119	-0.5009875620562644	-0.4396733037954412	-0.36852079218491435	-0.4802487588747131	-0.3588426840335237	-0.43715368600864785	-0.43998291784551324	-0.347370949661026	-0.397448353173544	-0.45013078524528904	-0.3621843805049912	-0.2627769177387498	-0.34734959696791756	-0.27124326055623765	-0.3725991565686222	-0.22655207388031814	0.8726738909945017	0.8474937276463994	0.9019110660332035	0.8726845673410559	0.9016281428495169	0.8784978380398227	0.9057972561789356	0.9049431484545989	0.8345646719692521	0.8721614263598997	0.8655207388031816	0.897346927881279	0.9192708055303476	1.0	0.9150536486414349	0.5988522927454225	0.5211017989643943	0.5784658090001601	0.560849837185715	0.6417765440666204	0.6631505898681471	0.7521859819569743	0.6993487428601932	0.6721187209736829	0.7088720439865478	0.7019964768056371	0.6790156408477019	0.6951476004911119	0.3946618267228954	0.5401163721774409	0.46468798377195325	0.36375914162173706	0.45888005124646347	0.3427320770832221	0.31753056104201144	0.3318742326375914	0.3247424331393797	0.2372070677414189	0.29748572038648374	0.05922169433619815	-0.004783003256285699	-0.03432445417178242	-0.02771045748144985	0.059104254524101854	-0.18708162066940692	-0.08377195323760209	-0.10039502482250574	0.04267335717717397	0.30138258687877006	0.10073132973896333	0.11547536433032617	0.35187636790690224	0.1299898574707735	0.17664015373939038
Phr	-0.7158597128062777	-0.7157049057812417	-0.7424598302460897	-0.717354401323867	-0.7241232050392356	-0.8500560508194096	-0.7980195377141942	-0.7272140073666791	-0.7601078311001975	-0.7131265680884001	-0.7685901884375167	-0.5828858164736027	-0.5577216676453318	-0.6036299578284311	-0.5962953077456894	-0.6282976565419314	-0.6379704265200449	-0.5344205412907703	-0.49079165109699463	-0.44859872951476004	-0.3994501681524582	-0.4627929322585811	-0.42070143596861154	-0.41964447765974483	-0.45291197352266055	-0.40365664869481666	-0.42834036192814817	-0.4272353600597875	-0.36705813270698767	-0.30801259808893394	-0.3760743073720173	-0.2859872951476005	-0.2690065659531308	-0.23206106870229007	0.8661292905567715	0.8237441947365611	0.8832167832167832	0.8575828751401271	0.8756045481236321	0.8745369134682112	0.8973736187476645	0.9016174665029627	0.8273848289115465	0.8665563444189398	0.8273207708322212	0.8845940319222761	0.8790156408477019	0.9150536486414349	1.0	0.5160732397373619	0.5500186836064699	0.5988095873592056	0.5736507767042118	0.6161533123365185	0.6419954091709816	0.7205412907702984	0.7345433192761437	0.6701489350344312	0.7210590935781775	0.7138899268670261	0.6901617466502963	0.6922222815352587	0.4201195750814071	0.51653766081247	0.38827203331020127	0.4130892008754604	0.49875620562643463	0.40882400042705386	0.30637911706613996	0.2537660812469973	0.29632733678535206	0.3025463086531789	0.3020178294987455	0.05284791544333529	-0.002332781722094699	0.021197886083382265	-0.015389953557892489	0.019201409277745156	-0.2486360967276998	-0.10542358404953825	-0.14677841242726739	0.045465221801099666	0.2885282656275023	0.09750173490631506	0.10929909784871616	0.29374366091923343	0.1357177173971067	0.19165109699460844
HutC	-0.48977739817434474	-0.5464100784711472	-0.4717557251908397	-0.5196284631399135	-0.40693962526023597	-0.6014573213046496	-0.37676293172476377	-0.5194523034217691	-0.48937169700528477	-0.5196391394864678	-0.46775209523301126	-0.36225377675759357	-0.37624512891688466	-0.42143810388085196	-0.29481663374793143	-0.4870442534564672	-0.3898681471200555	-0.38139646612929057	-0.34754710937917044	-0.3115945123578711	-0.3386323600064058	-0.39909251054289224	-0.2414242246303315	-0.29448032883147385	-0.33663054502749157	-0.3324507553515187	-0.2979181124219292	-0.23727646399402125	-0.1291731169593765	-0.085757753696685	-0.0891474937276464	-0.23277104574814497	-0.40925639246249934	-0.15734799551593445	0.5141354828377729	0.48872577803875517	0.561768002989377	0.5208081994341537	0.5654726952436876	0.524400790049645	0.551710884535312	0.5542091496289969	0.5375487108311536	0.5493781028132173	0.46933753269631134	0.5045214327657076	0.5940372604494741	0.5988522927454225	0.5160732397373619	1.0	0.497651203758074	0.37570597341589707	0.4203064111461058	0.4851812309827577	0.48700688624352745	0.501019591095927	0.4748892329045001	0.439764052741152	0.4024395451876368	0.3804035658997491	0.42948273100944856	0.5439598569369561	0.20963540276517376	0.4630064591896653	0.10742539902845247	0.14300432392035445	0.20953397747290878	0.372332247904767	0.11737575401697539	0.25070730795921636	0.2910478834142956	0.17590348582714996	0.04125340308546416	-0.06043345967010089	-0.12447018630224738	-0.15608284844926065	-0.05291197352266055	-0.022495062189718678	-0.019446965248491967	-0.0677948006192281	-0.1279880424918593	-0.08048363849890568	0.04275342977633054	0.20459082901830994	0.14706667378423102	0.23981209630064593	0.17120589334329792	0.10717984305770566
SiaR	-0.5344525703304329	-0.5578497838039823	-0.5362675492446485	-0.6274008434313778	-0.39119201409277743	-0.5867933593124433	-0.39014573213046494	-0.5100891474937277	-0.4309293759675439	-0.4931351091656435	-0.5030480969412268	-0.4432178508514386	-0.3405914695991032	-0.46295841563017137	-0.3554476058292852	-0.4881919607110447	-0.36759195003469813	-0.32599690385949925	-0.2689798750867453	-0.3943789035392089	-0.3901030267442481	-0.3583355575721988	-0.35296001708215446	-0.26209896973255753	-0.18928628623285113	-0.27588213313404153	-0.2165536753323013	-0.29410131852879945	-0.13297923450595206	-0.027998718838413494	-0.19718144450968877	-0.2198259755511664	-0.3505258100677948	-0.1879624192601292	0.5292211605188705	0.5475257566860621	0.5464314311642556	0.5531682058399615	0.5384348475951529	0.5117706720760156	0.5370736134094912	0.5370309080232745	0.5897773981743447	0.5462873004857738	0.4466396199220627	0.5405594405594406	0.4900923503976939	0.5211017989643943	0.5500186836064699	0.497651203758074	1.0	0.36879837719532377	0.32822292211605186	0.3639353013398815	0.5216569689852133	0.5172903432445417	0.5286980195377142	0.4493567501201089	0.45395825548497304	0.44367159557999253	0.43637431271019056	0.45724657022366944	0.09610847168099076	0.20125447072011957	0.20317087492660013	0.1601131692734746	0.19960497517749426	0.3886457054395986	0.24473923023541344	0.2803128169540383	0.30600544493674264	0.08127368814391715	0.18238936635883202	0.05780707841776544	-0.12985106496556878	-0.04774462179042332	-0.04259862275129451	-0.014904179789675972	-0.08499439491805905	-0.1285752415523408	0.001745582661613196	0.09480061922810014	0.12452356803501842	0.16145305076602787	0.18184487268456734	0.0424758447659211	0.05702770511930817	-0.05961138098542679
HexR	-0.47627181978327016	-0.3799284684780868	-0.45400096087118985	-0.4665296535525543	-0.5583889393049698	-0.5758340895745476	-0.5558106016121284	-0.5302781188277371	-0.5999359419206748	-0.5513318742326376	-0.52629050338974	-0.4369828644637805	-0.46096727699781137	-0.48999626327870605	-0.486473068915817	-0.46762397907436076	-0.4156248331820851	-0.4524902578337693	-0.40032029039662625	-0.3650242886884108	-0.3802647733945444	-0.262787594085304	-0.2467890887738216	-0.3245128916884642	-0.3876207761703945	-0.25874659691453583	-0.29642342390433996	-0.36204024982650934	-0.31498425238883254	-0.18148721507500135	-0.18432178508514385	-0.22340255164682646	-0.20951796295307745	-0.015614156835530881	0.556098862969092	0.5663481556611327	0.5646879837719533	0.6025249559600705	0.6048257086425025	0.6030694496343352	0.5505258100677948	0.6003416430897347	0.5210324027117921	0.60377942668019	0.5293973202370149	0.5783163401484012	0.6323066246730369	0.5784658090001601	0.5988095873592056	0.37570597341589707	0.36879837719532377	1.0	0.47575935514866813	0.46403672663214646	0.42735813804516093	0.5192227619708536	0.5203277638392142	0.4696471467463834	0.4869268136443709	0.47156888912614103	0.4121870495916297	0.4205946725030694	0.4164469118667592	0.41547002615704903	0.3991031868894464	0.2435221267282336	0.38048363849890565	0.40476165056317726	0.24040997170768164	0.2666524315379277	0.3038648374526237	0.3319863342764106	0.32374419473656113	0.14144557732343993	0.1422569796615598	0.17457961885442802	-0.194741899322052	-0.1278866171995943	-0.20881866225377677	-0.11186142102172636	-0.033715902418192494	0.008909411199487535	0.1591789889499813	0.06168259221694336	-0.02330112635456147	-0.03750066727165964	0.005946725030694496	0.07181444509688785
PhrR	-0.4491165323226392	-0.4493834409864944	-0.451251801633481	-0.47085891208028613	-0.4466716489617253	-0.5251427961351626	-0.4627662413921956	-0.5211498425238883	-0.49879891101265145	-0.5678321678321678	-0.4849089841456254	-0.4828431110873859	-0.46010783110019754	-0.4284791544333529	-0.39615651524048473	-0.40975284257727007	-0.4186195483905408	-0.4104895104895105	-0.2636203491165323	-0.4835744408263492	-0.2998024875887471	-0.19104788341429563	-0.37461698606736776	-0.3602039182191854	-0.37132333315539423	-0.29841990070997704	-0.2530721187209737	-0.3289649282015694	-0.302909304436022	-0.06321464794747238	-0.27928788768483426	-0.23770351785618962	-0.2514653285645652	-0.1373298457267923	0.5822719265467357	0.6013345433192762	0.5766881972988843	0.609544653819463	0.636806704745636	0.6318101745582662	0.6064485133187423	0.629253189558533	0.5680403565899749	0.5931137564725351	0.5301873698820264	0.5846580900016014	0.5278759408530401	0.560849837185715	0.5736507767042118	0.4203064111461058	0.32822292211605186	0.47575935514866813	1.0	0.3609138952650403	0.46152778519190735	0.49456573960390754	0.48045160945924303	0.5252869268136444	0.4084983718571505	0.4622217477179309	0.4701115678214915	0.4512037580739871	0.3326269150696632	0.34506485880531684	0.39643943842417123	0.2397747290877062	0.28896065766294776	0.30602145945657394	0.14138151924411466	0.11759461912133667	0.19576682859125608	0.038461538461538464	0.29960497517749424	0.06688731116212032	-0.1258100677948006	-0.045630705172689905	-0.13135642982971227	-0.048171675652591686	-0.19303902204665563	0.021235253296321997	-0.06812042918913148	0.012907702984038863	0.07040516735173223	0.1684727486254204	0.009934340468691613	0.06106336411679923	-0.05858645171622271	0.03591522980835958
AraR	-0.45759355148668124	-0.5519190732931191	-0.5048951048951049	-0.47873805583729245	-0.519553728714034	-0.6474883894731223	-0.5879303902204666	-0.576213099877222	-0.6153846153846154	-0.5365825014679977	-0.5574013772487055	-0.431393797042652	-0.2892222281535259	-0.394384241712486	-0.39259595366465594	-0.46452250040036297	-0.47565792985640315	-0.29378102813217316	-0.504847061335611	-0.4029253189558533	-0.31417818822398974	-0.42118187156355097	-0.23394544386910798	-0.3694282816420221	-0.42622644531041476	-0.16246730368867773	-0.16695670741472268	-0.22246837132333316	-0.24891901991138632	-0.1401430630438264	-0.23668392676026265	-0.13062510009074896	-0.2256926279827043	-0.25021085784444563	0.586830726525383	0.5869107991245396	0.6763572305557038	0.5952116585704372	0.5572465702236694	0.5914695991031869	0.6189131479207816	0.6047242833502375	0.6184220359792879	0.5812523354508088	0.5877328778092137	0.6361821384722148	0.6409064218224524	0.6417765440666204	0.6161533123365185	0.4851812309827577	0.3639353013398815	0.46403672663214646	0.3609138952650403	1.0	0.45942988309400523	0.5171835797789996	0.5082154486734639	0.4605882666951369	0.46624673036886777	0.5200395024822506	0.42272994181391127	0.48866171995942986	0.2806384455239417	0.43122831367106174	0.2923984412534031	0.26201889713340093	0.31965515400629907	0.22890620829552127	0.26776277157956546	0.20964074093845086	0.10218865104361288	0.18524528906208296	0.26095660065125714	-0.047904766988736455	-0.11996476805637112	-0.1274168579512091	0.04917525222868734	-0.06123418566166658	-0.14956493887791597	-0.09453371056424492	-0.13163935301339882	0.10730795921635616	0.3216729835050446	-0.04179789675972882	0.03658783964127475	0.25199380771899854	0.16121283296855815	0.12900763358778625
GulR	-0.6336251534724817	-0.6481716756525917	-0.6526237121656969	-0.7266534991725832	-0.5122724603640634	-0.6782095766828591	-0.538231997010623	-0.5639299631666044	-0.6221107137137671	-0.6199647680563711	-0.6534511290236481	-0.5124913254684247	-0.3722468371323333	-0.4385522874072492	-0.422612502001815	-0.46951903058773287	-0.5046655634441894	-0.4600330966743181	-0.2901884375166818	-0.5117813484225698	-0.348342497197459	-0.3961885442801473	-0.32642395772166766	-0.36190679549458177	-0.35338173277104573	-0.2754016975391021	-0.27039449100517804	-0.3530934714140821	-0.1841456253669994	-0.03516254737628784	-0.1624352746490151	-0.26657769711204826	-0.3903165536753323	-0.17869001227779854	0.6995569316180004	0.7011210163881919	0.7117066139966903	0.680398227726472	0.7040997170768163	0.6902524955960071	0.6988949981316394	0.7253082795067528	0.6974803822132066	0.6746276624139219	0.6568942507873805	0.6079271873165003	0.6361981529920461	0.6631505898681471	0.6419954091709816	0.48700688624352745	0.5216569689852133	0.42735813804516093	0.46152778519190735	0.45942988309400523	1.0	0.6207975230875994	0.6267228954251856	0.5373405220733465	0.5210857844445631	0.5211658570437196	0.4822078684674104	0.5220786846741046	0.13434046869161373	0.2936902791864624	0.3560401430630438	0.21654299898574708	0.21789889499813164	0.31396999946618265	0.2326536059360487	0.21652698446591576	0.16806170928308334	0.09538248011530455	0.2892702717130198	0.10819943415363263	-0.10848235733731917	0.059990391288101214	-0.04712005551700208	-0.006918272567127529	-0.07840175092083489	0.04915389953557892	-0.12185448139646612	0.1787807612235093	0.18710831153579247	0.2222868734319116	0.05117172903432445	0.1322158757273261	-0.028452463566967384	-0.016793893129770993
ModE	-0.6335557572198793	-0.6716649762451289	-0.6788341429562803	-0.6457428068115091	-0.6501254470720119	-0.6763465542091496	-0.6675812736881439	-0.660438797843378	-0.7055089948219719	-0.6139486467730743	-0.6475577857257246	-0.4612341856616666	-0.5017615971814445	-0.491474937276464	-0.5328831473869642	-0.5295200982223883	-0.6449527571664976	-0.5247157422729942	-0.4730101959109593	-0.48923290450008006	-0.3309400523140981	-0.4685955266107938	-0.3679335931244328	-0.42085090482037046	-0.43342230288795175	-0.25360593604868414	-0.259878289649282	-0.27858324881225643	-0.21975657929856404	-0.10308546415416645	-0.2661933486360967	-0.2107350664602573	-0.3181871563550953	-0.23043826402605028	0.7137297816687129	0.7293813057171836	0.768963860566914	0.742369081300379	0.7660812469972775	0.7545988362782255	0.7612768910478834	0.7711898788234666	0.7459616719158704	0.7451449314044734	0.6821064431751455	0.7214327657075749	0.766054556130892	0.7521859819569743	0.7205412907702984	0.501019591095927	0.5172903432445417	0.5192227619708536	0.49456573960390754	0.5171835797789996	0.6207975230875994	1.0	0.6119201409277745	0.586115411306251	0.6156408477019164	0.6292745422516415	0.5215555436929483	0.5870602679762985	0.3884428548550686	0.43996690332568195	0.5487428601932419	0.30838627021833126	0.38738589654620187	0.3053808786633214	0.14705599743767683	0.3223936368974537	0.2672396305984092	0.14384775529813698	0.2192547910105162	0.005994768590188437	-0.1024448833609139	0.013767148881652699	-0.10491111941493621	0.039833448993754336	-0.07568462072278866	0.034303101478674	-0.08228260289328991	0.02500400362995783	0.26354027651737577	0.06691400202850585	0.06743180483638499	0.29375433726578765	0.10368333956120215	0.15488175946191213
AgaR	-0.644408263492233	-0.6332621576896386	-0.6757433406288368	-0.6932685634975712	-0.5120749479528105	-0.7596434100250894	-0.6875460417445151	-0.5839854801686862	-0.6266214701329205	-0.6551006245662734	-0.6530988095873592	-0.5666951369241445	-0.3807238562963754	-0.5714194202743821	-0.5098649442160893	-0.4632413388138579	-0.5674691720493247	-0.5311429028986281	-0.34183526397266856	-0.5660865851705547	-0.5498852292745422	-0.47124326055623766	-0.45188170608017936	-0.44090108364917524	-0.361970853573907	-0.3400896813110554	-0.29760316019858	-0.4035979287887685	-0.2589334329792345	-0.14558799978647308	-0.26446911866759193	-0.2556451182405381	-0.35911493087065605	-0.20089681311055357	0.7690279186462392	0.7673730849303368	0.7633908076656168	0.7394437623445257	0.7153579245182299	0.7297816687129665	0.7774248652111247	0.7357924518229861	0.7027224683713233	0.70178828804783	0.6833182085090482	0.7075001334543319	0.6805583729247852	0.6993487428601932	0.7345433192761437	0.4748892329045001	0.5286980195377142	0.5203277638392142	0.48045160945924303	0.5082154486734639	0.6267228954251856	0.6119201409277745	1.0	0.7043132440079005	0.6043025676613463	0.6472695243687611	0.4928895531948967	0.5579245182298618	0.3982490791651097	0.3480115304542786	0.36651897720600013	0.32654139753376393	0.346757059734159	0.4753910211925479	0.23130304809694122	0.14544386910799126	0.24021779746970587	0.17415256499225965	0.22851118347301552	0.01644157369348209	-0.09608178081460524	0.13273367853520526	-0.0007099770458549085	0.0012491325468424704	-0.19595366465595473	0.025617893556824853	-0.06444242780120643	0.12293813057171836	0.21174931938290717	0.1698713500240218	0.08657983238135909	0.14720546628943576	-0.01976725564511824	-0.06513639032723002
Irr	-0.6174665029626861	-0.6621470132920515	-0.6222441680456947	-0.6526450648588054	-0.4905354187796936	-0.6466449580953397	-0.6139166177334117	-0.47765440666204023	-0.5694122671221908	-0.5795014146159184	-0.5713927294079966	-0.5648427907969893	-0.4079165109699461	-0.47130198046228583	-0.5262798270431859	-0.5166817914909518	-0.5867559920995036	-0.47078951582768375	-0.3303261623872311	-0.5079698927027171	-0.471003042758768	-0.4402605028559227	-0.4579031655367533	-0.4605615758287514	-0.386932151817648	-0.44472855388885923	-0.36521112475310946	-0.31289168846420756	-0.2854161106069503	-0.159061549137885	-0.28766881972988845	-0.26425559173650776	-0.41690065659531306	-0.2613889926867026	0.7029146426092991	0.7264346340682218	0.6972348262424598	0.662990444669834	0.671366038541611	0.6858805316820584	0.7412373885656328	0.6969785939251588	0.6854481396466129	0.6161693268563497	0.6497998185021086	0.6792184914322319	0.6404206480542358	0.6721187209736829	0.6701489350344312	0.439764052741152	0.4493567501201089	0.4696471467463834	0.5252869268136444	0.4605882666951369	0.5373405220733465	0.586115411306251	0.7043132440079005	1.0	0.589734692788128	0.6591149308706561	0.519142689371697	0.5471093791704479	0.37102973362515346	0.3388885923237068	0.38791437570063525	0.23585650990231144	0.3020605348849624	0.5266321464794748	0.159979714941547	0.2336091389526504	0.183408957454759	0.07288741792558587	0.12990978487161695	-0.06403672663214648	-0.06483211445043506	0.08055837292478514	-0.07457961885442801	-0.05293332621576896	-0.14640474029787007	-0.026754924464848128	-0.08297656541931352	0.15776971120482572	0.1883574440826349	0.12726205092617307	0.014541184006832861	0.08675065392622644	0.041135963273367854	0.04534778198900336
