	FadR	LiuR	GntR	NtrC	CueR	NnrR	MerR	AcnR	FadP	FruR	NifA	GlcC	DasR	PdxR	PaaR	RbsR	FixJ	NmlR	BioQ	HrcA	QorR	PurR	LexA	CsoR	ZntR	FnrN_FixK	HcpR	PhnR	RutR	TtrR	PhsR	PrpR	FabR	MetJ	FUR	KdgR	SahR_SamR	ThiR	ArgR	MntR	NagC	NrtR	MetR	Zur	RbkR	BirA	CzrA	NsrR	Phr	HutC	SiaR	HexR	PhrR	AraR	GulR	ModE	AgaR	Irr	NadQ	XylR	IscR	PhnF	HisR	TrpR	CcpA	PsrA	Rex	GguR	HypR	NagQ	NrdR	NikR	TyrR	SdaR	LldR	PdhR	CblR	ExuR_UxuR	AmtR	LtbR	NorR	LiuQ	SoxR	NagR	VanR	NiaR	CadR-PbrR	NarP
NifA	0.5486841402871937	0.6215555436929483	0.6555436929482731	0.6439651951102333	0.6447926119681845	0.7575721987935728	0.6875140127048524	0.6572358938771152	0.6979181124219292	0.7422569796615598	1.0	0.5191800565846367	0.46648694816633746	0.5027384828911546	0.5604548123632093	0.4900016014519831	0.6142529226498692	0.5032989910852507	0.4233384935675012	0.4029199807825762	0.32608231463193293	0.4026637484652752	0.3767842844178722	0.36064698660118505	0.3900549831847542	0.33180483638498903	0.346196551540063	0.4008434313777825	0.34146159184327124	0.21369241445577322	0.22553248278439117	0.2547322906101532	0.3575188170608018	0.09971173864303635	-0.8215822345593338	-0.7710671008380932	-0.7993647573800245	-0.794539048737522	-0.820167618640901	-0.7738002455559707	-0.7934981049484866	-0.8032349330059254	-0.7662253776757594	-0.7682805743874446	-0.7698339828110821	-0.737719532376021	-0.728585917898895	-0.7779426680190039	-0.7685901884375167	-0.46775209523301126	-0.5030480969412268	-0.52629050338974	-0.4849089841456254	-0.5574013772487055	-0.6534511290236481	-0.6475577857257246	-0.6530988095873592	-0.5713927294079966	-0.6270218331287034	-0.6767148881652698	-0.6502749159237708	-0.4976458655847969	-0.40832221213900605	-0.4311535792451823	-0.48269364223562694	-0.420776170394491	-0.4064271606256339	-0.306277691773875	-0.35068595526610796	-0.27188384134949023	-0.24723215715582128	-0.20920834890300538	-0.3591469599103187	-0.1354935141194683	0.0731543265894411	-0.04576949767789462	0.06054022313564298	-0.00013345433192761438	0.16823253082795067	0.06868093738322746	0.11052687770245022	-0.19127742486521113	-0.27741418886457053	0.016857951209096247	-0.11798964394384241	-0.24962899695724122	-0.0824961298243741	-0.10556771472802007
GlcC	0.5606843538141248	0.44473923023541345	0.5000587199060481	0.5277424865211124	0.4863609672769978	0.59402658410292	0.5264079432018364	0.4542678695350451	0.5230182031708749	0.530166017188918	0.5191800565846367	1.0	0.26567554582821756	0.4112261784017509	0.3634762184380505	0.4628569903379064	0.4602946671648962	0.35393156461858755	0.30600544493674264	0.442929589494475	0.45824480862648803	0.266769871350024	0.37857257246570225	0.37868467410452145	0.2593765013612342	0.3129877755831954	0.16948166337479315	0.4480488976672183	0.23065179095713448	0.16858485026423958	0.2333742593284578	0.27402444883360916	0.23971600918165803	0.15283723909678107	-0.5620028826135697	-0.5720226338546949	-0.535013078524529	-0.5218758340895745	-0.5741045214327657	-0.5802380825281589	-0.5638018470079539	-0.6180643783697218	-0.5708162066940693	-0.4927347461698607	-0.5365664869481663	-0.5663534938344099	-0.5340788982010356	-0.5760956600651257	-0.5828858164736027	-0.36225377675759357	-0.4432178508514386	-0.4369828644637805	-0.4828431110873859	-0.431393797042652	-0.5124913254684247	-0.4612341856616666	-0.5666951369241445	-0.5648427907969893	-0.46598515987828965	-0.5275876794960764	-0.3085304008968131	-0.3909731489884162	-0.24883894731222975	-0.300304275876795	-0.33670527945337103	-0.18978807452089894	-0.19327923984412534	-0.4708375593871777	-0.2678001387925052	-0.16517909571344686	-0.21640420648054237	-0.22245235680350184	-0.29912453958255486	-0.0399028452463567	0.21407142475844765	-0.002583675866118614	0.03002188651043613	0.041893983878716706	0.1463033150056051	-0.09436288901937757	-0.05946191213366786	-0.14831046815779642	-0.09534511290236482	-0.16344952757166498	-0.10811402338119895	0.006902258047296215	-0.06133027278065446	-0.03566433566433566
DasR	0.4381465862381893	0.4193562163027812	0.41999145892275663	0.35818075054716275	0.5232530827950675	0.5066567020765494	0.479325254897774	0.4433940105695831	0.4790369935408103	0.4954892435808466	0.46648694816633746	0.26567554582821756	1.0	0.43834943682271926	0.45780707841776547	0.5196177867933593	0.34450435061122087	0.3891314792078151	0.2762184380504991	0.232925852773181	0.22668552821224577	0.17038381465862382	0.2474029787006886	0.3033844018576843	0.3164469118667592	0.29938077189985585	0.2671008380932045	0.4283723909678108	0.3938504243847755	0.18184487268456734	0.2714728020071531	0.1829605508994822	0.14833182085090482	0.06904927133934767	-0.518475417712059	-0.5136123418566166	-0.5103453798110287	-0.5687022900763359	-0.5836812042918913	-0.5964234239043399	-0.5651203758073987	-0.5709122938130572	-0.5459082901830994	-0.5703517856189612	-0.4814978914215555	-0.6112742219612448	-0.5682378690012277	-0.5679175786046015	-0.5577216676453318	-0.37624512891688466	-0.3405914695991032	-0.46096727699781137	-0.46010783110019754	-0.2892222281535259	-0.3722468371323333	-0.5017615971814445	-0.3807238562963754	-0.4079165109699461	-0.4263972668552821	-0.4330966743180484	-0.39815833021939895	-0.3813057171835798	-0.34378369721881175	-0.3565045641381519	-0.4396733037954412	-0.39095179629530774	-0.37051193081727435	-0.21742379757646932	-0.255538354774996	-0.209902311429029	-0.1560187903699354	-0.1412000213526931	-0.19058880051246463	-0.2616078577910639	0.010009074894571078	-0.09991992740084343	0.05046709016174665	0.13884588693749	0.1642982971227246	0.11888111888111888	0.13448993754337266	-0.012736881439171515	-0.22354134415203117	-0.15504190466022527	-0.023717503870175627	-0.24990124379437356	-0.09143757006352426	-0.13799711738643036
PdxR	0.45711845406501894	0.4959910318688945	0.493925158810655	0.48369188063844554	0.5433192761437037	0.568248545347782	0.4893503443121764	0.4456787487321838	0.4983611808039289	0.49880958735920566	0.5027384828911546	0.4112261784017509	0.43834943682271926	1.0	0.4011370309080233	0.46118080392889554	0.41274755778572575	0.3682592216943362	0.17307959216356164	0.2875086745315753	0.38497838039822774	0.3470186302247371	0.5098275770031495	0.4277638392142209	0.4183419633801313	0.29868147120055516	0.4022740618160465	0.4257460097154754	0.2801740244488336	0.285042438477553	0.2606896919874019	0.11076175732664283	0.11653766081246997	-0.0619601772273528	-0.5177494261463728	-0.5202156622003951	-0.566465595473229	-0.6139326322532429	-0.5553675332301287	-0.5926600117439812	-0.5671595579992527	-0.535578924891902	-0.5775636577163294	-0.5828270965675546	-0.4952223349169914	-0.5656755458282176	-0.5876154379971174	-0.5914909517962953	-0.6036299578284311	-0.42143810388085196	-0.46295841563017137	-0.48999626327870605	-0.4284791544333529	-0.394384241712486	-0.4385522874072492	-0.491474937276464	-0.5714194202743821	-0.47130198046228583	-0.3626274488869909	-0.5040143063043826	-0.3642289008701222	-0.4445417178241606	-0.34020712112315166	-0.326797629851065	-0.26631612662147014	-0.15382480115304542	-0.17877542305023222	-0.5146212566059895	-0.18930763892595953	-0.16339614583889392	-0.14092243634228366	-0.16984465915763625	-0.19429883094005232	-0.16238189291624405	0.16599049805156676	-0.031206960977953346	0.1851865691560348	0.055970746810441466	0.08586985533550419	0.05154006299044467	0.043223189024715745	0.03277104574814498	-0.19852132600224204	-0.04886563817861528	-0.03270164949554263	-0.17893023007526823	-0.18171141835263974	0.017637324507553516
PaaR	0.3620776170394491	0.4749266001174398	0.49668499439491803	0.46062029573479957	0.5462766241392195	0.5856616665776971	0.5692361074040463	0.5440239150162814	0.5614744034591362	0.4865851705546362	0.5604548123632093	0.3634762184380505	0.45780707841776547	0.4011370309080233	1.0	0.4570810868520792	0.45734265734265733	0.44503282976565417	0.165696898521326	0.33107350664602575	0.3925265574120536	0.3779106389793413	0.4797896759728821	0.4183099343404687	0.3853146853146853	0.3341696471467464	0.3599850531148241	0.3596914535845834	0.23203971600918166	0.34325521806437836	0.19896973255751882	0.23858965462018897	0.12922649869214756	-0.06031068168472749	-0.6013131906261677	-0.611642555917365	-0.61194683179416	-0.6331874232637591	-0.6154807025036033	-0.6102439545187637	-0.5954785672342924	-0.6116158650509795	-0.5520098222388299	-0.5665029626861688	-0.5724817167565259	-0.6031762130998772	-0.6190839694656488	-0.5922009288421503	-0.5962953077456894	-0.29481663374793143	-0.3554476058292852	-0.486473068915817	-0.39615651524048473	-0.39259595366465594	-0.422612502001815	-0.5328831473869642	-0.5098649442160893	-0.5262798270431859	-0.6013825868787701	-0.5522607163828538	-0.3963593658250147	-0.5084663428174878	-0.33073186355629103	-0.3857470773501308	-0.35119308172743285	-0.257273261090055	-0.3047723269097315	-0.38683072652538303	-0.23495435861848077	-0.2254310574921262	-0.27776650830085947	-0.18802113916617733	-0.2685101158383601	-0.19863342764106123	0.018475417712058934	-0.006293706293706294	0.07255111300912828	-0.0662734212352533	0.20404099717076815	0.08769017242299686	-0.027064538514920196	-0.051246463460203916	-0.25187102973362513	-0.08477019164042064	-0.18010996636950835	-0.19330059253723375	-0.04130144664495809	0.013868574173917686
RbsR	0.4817060801793626	0.54022847381626	0.47543372657876476	0.537009555330166	0.5459456573960391	0.7038594992793467	0.5052153952917312	0.4986174131212299	0.49938077189985586	0.5165109699460845	0.4900016014519831	0.4628569903379064	0.5196177867933593	0.46118080392889554	0.4570810868520792	1.0	0.4225004003629958	0.40938450862114983	0.24755244755244754	0.30867986974857203	0.2668659584690119	0.5414082101105002	0.32085624299364757	0.4065606149575615	0.3473976405274115	0.26442107510809804	0.29376501361234186	0.20924037794266803	0.23952383494368226	0.1871563550952864	0.2448086264880158	0.09488069182725671	0.24548657449420808	0.08345166284097581	-0.5470773501307853	-0.5211498425238883	-0.5935301339881492	-0.5634762184380505	-0.5733731916938024	-0.5788074520898948	-0.5991885976618802	-0.6090642182245236	-0.589942881545935	-0.5552234025516468	-0.5277531628676667	-0.6000587199060482	-0.6764853467143543	-0.6538835210590935	-0.6282976565419314	-0.4870442534564672	-0.4881919607110447	-0.46762397907436076	-0.40975284257727007	-0.46452250040036297	-0.46951903058773287	-0.5295200982223883	-0.4632413388138579	-0.5166817914909518	-0.5200555170020819	-0.4502749159237709	-0.4804943148454599	-0.535328030747878	-0.2791704478727379	-0.41719959429883097	-0.301275823413228	-0.19356750120108898	-0.3473442587946405	-0.3534297763305397	-0.30600544493674264	-0.2158810654993861	-0.2614957561522447	-0.1900709977045855	-0.18931831527251375	-0.13418032349330059	0.02631185608284845	0.07555650456413815	-0.0031068168472748623	-0.06442641328137512	0.1028132173170341	0.08936102065873058	0.004254524101852346	0.06530721187209737	-0.13168205839961566	-0.1321998612074948	-0.2091282763038488	-0.2590562109646079	-0.202348796241926	-0.08994288154593498
FixJ	0.5245983024608979	0.547221480809267	0.5551967116852613	0.5092297015961138	0.4679175786046015	0.5836011316927348	0.5658463673730849	0.5790636844071959	0.5257406715421983	0.5280627769177387	0.6142529226498692	0.4602946671648962	0.34450435061122087	0.41274755778572575	0.45734265734265733	0.4225004003629958	1.0	0.49668499439491803	0.3544280147333582	0.3006672716596381	0.3368333956120216	0.4320237014893503	0.3957294613783163	0.3746596914535846	0.44174985320023485	0.25352586344952754	0.23156995676079645	0.29026317194256124	0.2605989430416911	0.13651310521539528	0.2522767309026851	0.06786953504510757	0.32420327763839213	0.2837933059307105	-0.6588373458602467	-0.623429242513212	-0.6408957454758981	-0.6222441680456947	-0.6419260129183794	-0.6450328297656542	-0.6647520418512785	-0.6599743767682699	-0.5933166070570651	-0.6087012224416805	-0.6275503122831367	-0.6236961511770672	-0.6658944109325788	-0.682848449260663	-0.6379704265200449	-0.3898681471200555	-0.36759195003469813	-0.4156248331820851	-0.4186195483905408	-0.47565792985640315	-0.5046655634441894	-0.6449527571664976	-0.5674691720493247	-0.5867559920995036	-0.6141514973576042	-0.5560881866225378	-0.48660118507446753	-0.482848449260663	-0.3978166871296642	-0.46008114023381197	-0.41103400416377517	-0.30132920514599904	-0.23574974643676933	-0.24974643676933753	-0.23564298297122724	-0.38327016494955424	-0.19132013025142797	-0.13881919607110446	-0.2515667538568302	-0.03155928041424225	0.10439865478033417	-0.07204398654780333	0.010259969038594993	-0.09317247637858325	0.0729247851385256	-0.08230929375967544	-0.0966049217957615	-0.03297923450595206	-0.2239470453210911	0.04347408316873966	-0.10824747771312657	-0.2686328938237335	-0.22860727059200342	-0.14312176373245075
NmlR	0.41195216996743717	0.4215875727326109	0.35079805690492716	0.4405594405594406	0.4469866011850745	0.5489190199113864	0.4958041958041958	0.5109806224310041	0.47235893877115254	0.457428068115091	0.5032989910852507	0.35393156461858755	0.3891314792078151	0.3682592216943362	0.44503282976565417	0.40938450862114983	0.49668499439491803	1.0	0.19888432178508514	0.32643997224149895	0.1472588480222068	0.2841402871937223	0.3969572412320504	0.39902845246356694	0.3659317781455186	0.3612929055677147	0.3607857791063898	0.23367853520525275	0.24841723162333848	0.11188277371483478	0.14671969252121925	0.08713500240217797	0.2832968558159398	0.004062349863876581	-0.5080819943415363	-0.5072652538301393	-0.5337159024181924	-0.5160198580045908	-0.5437783590455346	-0.5234612715528746	-0.5218117760102493	-0.5484439224897241	-0.44101318528799444	-0.483254150429723	-0.5572892756098863	-0.5640794320183633	-0.5539315646185875	-0.5569102653072119	-0.5344205412907703	-0.38139646612929057	-0.32599690385949925	-0.4524902578337693	-0.4104895104895105	-0.29378102813217316	-0.4600330966743181	-0.5247157422729942	-0.5311429028986281	-0.47078951582768375	-0.48732717664015374	-0.45607751027598353	-0.34885496183206105	-0.5144023915016281	-0.3669887364543853	-0.422767309026851	-0.33643837078951583	-0.24697058666524316	-0.32935995302407517	-0.33308065979821705	-0.24429082368013666	-0.23229594832648268	-0.2889019377568996	-0.13857364010035766	-0.27301019591095926	0.027651737575401698	0.010564244915389953	-0.08951048951048951	0.05266641755191374	-0.1018630224737095	0.05384081567287674	-0.12219612448620082	-0.03025676613462873	0.08489296962579405	0.04395451876367907	-0.1343244541717824	-0.06700475097421663	-0.19608711898788234	-0.06161853413761811	-0.1747771312656809
BioQ	0.3339774729087706	0.2882239897507073	0.38447659211017987	0.29723482624245984	0.3672022633854695	0.41839000693962525	0.5298457267922917	0.4047402978700689	0.5061816046548872	0.412710190572786	0.4233384935675012	0.30600544493674264	0.2762184380504991	0.17307959216356164	0.165696898521326	0.24755244755244754	0.3544280147333582	0.19888432178508514	1.0	0.22315165750280255	0.16213633694549726	0.19434153632626916	0.044552394170714785	0.19557999252655742	0.26588373458602466	0.11480275449741098	0.08568301927080553	0.2743180483638499	0.2852132600224203	0.06325735333368922	0.1550579191800566	0.12288474883894732	0.19108525062723536	0.3088506912934394	-0.46470399829178455	-0.4779586825388352	-0.47815085677681096	-0.43563230662467306	-0.4606576629477393	-0.46273955052581006	-0.5046068435381412	-0.5112688837879678	-0.41742379757646936	-0.4872951476004911	-0.45935514866812577	-0.5203064111461058	-0.49726151710884536	-0.5009875620562644	-0.49079165109699463	-0.34754710937917044	-0.2689798750867453	-0.40032029039662625	-0.2636203491165323	-0.504847061335611	-0.2901884375166818	-0.4730101959109593	-0.34183526397266856	-0.3303261623872311	-0.3782896492820157	-0.3983451662840976	-0.39090909090909093	-0.26446378049431485	-0.33841349490204453	-0.28894998131639354	-0.3320610687022901	-0.3760743073720173	-0.3568622217477179	-0.05311482410719052	-0.21440772967490523	-0.3123471947899429	-0.15514866812576736	-0.32366946031068167	-0.22924251321197886	0.10770832221213901	-0.027192654673570703	-0.054171782416057225	-0.09273474616986067	0.10181497891421555	0.0970853573907009	0.11989537180376875	0.07863129237175039	-0.1606790156408477	-0.275599209950355	0.17446217904233172	0.0659371163187957	-0.16691934020178295	-0.04491005178028079	-0.15795120909624727
HrcA	0.5805103293652912	0.47568462072278866	0.5095766828591256	0.6294667164896173	0.3861207494795281	0.47926119681844875	0.3467997651203758	0.36190679549458177	0.4550472428335024	0.3916671115144398	0.4029199807825762	0.442929589494475	0.232925852773181	0.2875086745315753	0.33107350664602575	0.30867986974857203	0.3006672716596381	0.32643997224149895	0.22315165750280255	1.0	0.5137457961885443	0.31640420648054235	0.32091496289969573	0.36270752148614743	0.21910532215875728	0.20938984679442696	0.09169380238082528	0.2125927507606897	0.11896119148027545	-0.022527091229381305	0.12617306357764374	0.23051299845192974	0.29480061922810014	0.21141301446644958	-0.513473549351412	-0.5579778999626328	-0.5120375807398708	-0.5529760316019858	-0.5293866438904606	-0.5032936529119735	-0.5617252976031601	-0.5126354561469065	-0.5429562803608605	-0.4640740938450862	-0.4533230128649976	-0.49190199113863237	-0.4530133988149255	-0.4396733037954412	-0.44859872951476004	-0.3115945123578711	-0.3943789035392089	-0.3650242886884108	-0.4835744408263492	-0.4029253189558533	-0.5117813484225698	-0.48923290450008006	-0.5660865851705547	-0.5079698927027171	-0.3696151177067208	-0.46984465915763624	-0.35574120535952597	-0.45631238990017614	-0.17937329845726793	-0.1047936796028399	-0.2888752468905141	-0.14706667378423102	-0.15545828217583943	-0.28368654246516845	-0.12751828324347408	-0.15158810654993862	-0.170698766881973	-0.07507606896919874	-0.09437890353920889	0.1306624673036887	0.07960817808146052	-0.027662413921955908	0.03861634548657449	0.033982811082047724	0.17062937062937064	-0.0611434367159558	0.017792131532589548	-0.23094539048737522	-0.1826135696364704	-0.28608338226658836	-0.033320877595686756	0.08934500613889927	0.14816099930603746	0.12215341909998398
QorR	0.3576736240858378	0.33576576095660066	0.46037473976405274	0.4390113703090802	0.26995142262317834	0.40367266321464795	0.3096140500720653	0.3132973896332675	0.3916991405541024	0.3755885336038008	0.32608231463193293	0.45824480862648803	0.22668552821224577	0.38497838039822774	0.3925265574120536	0.2668659584690119	0.3368333956120216	0.1472588480222068	0.16213633694549726	0.5137457961885443	1.0	0.3250733998825602	0.24194202743821064	0.27883414295628034	0.23027278065446005	0.29482731009448565	0.1858751935087813	0.29503016067901566	0.009945016815245823	0.10682752362141675	0.04150429722948807	0.20553568568835745	0.08579512090962473	0.1022046655634442	-0.42736347621843807	-0.4568462072278866	-0.37676293172476377	-0.4198313137244435	-0.41593444723215717	-0.4082634922329579	-0.4371056424491539	-0.41753589921528855	-0.392750760689692	-0.3530934714140821	-0.3690813003790103	-0.41066567020765493	-0.35865584796882505	-0.36852079218491435	-0.3994501681524582	-0.3386323600064058	-0.3901030267442481	-0.3802647733945444	-0.2998024875887471	-0.31417818822398974	-0.348342497197459	-0.3309400523140981	-0.5498852292745422	-0.471003042758768	-0.3917098169006566	-0.4223882987241766	-0.1879624192601292	-0.3239150162814285	-0.20380077937329846	-0.1322051993807719	-0.180296802434207	-0.1771152511610527	-0.17897293546148507	-0.40206053488496235	-0.20064591896652964	-0.24021245929642876	-0.15709710137191052	-0.0967276997811349	-0.1041958041958042	-0.0800352319436289	0.09513158597128063	-0.021870495916297444	0.041125286926813644	-0.03933699887898361	0.21618000320290395	0.06780013879250521	0.005583729247851385	-0.19636470399829178	-0.17730208722575136	-0.2256605989430417	-0.08875780707841777	-0.00796989270271713	-0.024075161479741633	0.12302354134415203
PurR	0.3188330753216249	0.47367212939732023	0.4297443015000267	0.43539742700048045	0.294181391127956	0.49326856349757114	0.4306838199967971	0.37974697058666523	0.3862542038114557	0.41717824160572253	0.4026637484652752	0.266769871350024	0.17038381465862382	0.3470186302247371	0.3779106389793413	0.5414082101105002	0.4320237014893503	0.2841402871937223	0.19434153632626916	0.31640420648054235	0.3250733998825602	1.0	0.30124379437356535	0.3608444990124379	0.33626754924464847	0.12583142048790905	0.3267282335984626	-0.020124913254684247	0.028964928201569422	0.14764319649815832	0.05380878663321412	-0.07899962632787061	0.19819035925906156	0.005839961565152405	-0.4548443922489724	-0.3980835957935195	-0.4797042652004484	-0.4541344152031175	-0.4122831367106176	-0.4122137404580153	-0.4590562109646079	-0.41251267816153314	-0.42808946778412427	-0.4235893877115251	-0.43553621950568516	-0.43097741952703783	-0.5296962579405328	-0.4802487588747131	-0.4627929322585811	-0.39909251054289224	-0.3583355575721988	-0.262787594085304	-0.19104788341429563	-0.42118187156355097	-0.3961885442801473	-0.4685955266107938	-0.47124326055623766	-0.4402605028559227	-0.5010889873485294	-0.3835530881332408	-0.3589814765387285	-0.39820637377889284	-0.23387604761650563	-0.3394384241712486	-0.08393209843591523	-0.015443335290663536	-0.1239310308012598	-0.32275129450701967	-0.2650242886884108	-0.2837933059307105	-0.2622431004110393	-0.09815833021939892	-0.04143490097688571	0.011626541397533764	0.08592857524155234	0.006064164842790797	-0.06563284044200075	-0.09637004217156889	0.04470720119575081	0.07915443335290663	0.006224310041103934	0.04015907756365772	-0.08452463566967383	-0.04471787754230502	-0.22398975070730795	-0.29435221267282335	-0.13678535205252762	0.05606149575615225
LexA	0.2772914108791971	0.44372497731276356	0.4133027278065446	0.3176373245075535	0.36165590135055786	0.37051193081727435	0.36643356643356645	0.2689425078738056	0.33998825601879035	0.34907382693642236	0.3767842844178722	0.37857257246570225	0.2474029787006886	0.5098275770031495	0.4797896759728821	0.32085624299364757	0.3957294613783163	0.3969572412320504	0.044552394170714785	0.32091496289969573	0.24194202743821064	0.30124379437356535	1.0	0.37824160572252175	0.33429242513211976	0.24512891688464208	0.20870122244168046	0.30494314845459886	0.26169326856349756	0.22127262050926172	0.1845993700955533	0.08853360380077938	0.15836758661186143	-0.04932472108044627	-0.3818982544173384	-0.3934874286019324	-0.4342764106122885	-0.42247904766988736	-0.3718571504831047	-0.42069609779533446	-0.3916137297816687	-0.3729247851385256	-0.41627075214861475	-0.37486254203811453	-0.3714300966209363	-0.3627662413921956	-0.3824374099183259	-0.3588426840335237	-0.42070143596861154	-0.2414242246303315	-0.35296001708215446	-0.2467890887738216	-0.37461698606736776	-0.23394544386910798	-0.32642395772166766	-0.3679335931244328	-0.45188170608017936	-0.4579031655367533	-0.3364010035765761	-0.35246890514066087	-0.14182458762611436	-0.3459082901830993	-0.2930657129130412	-0.2193668926493354	-0.1025676613462873	-0.08828270965675546	-0.09199274008434313	-0.41667645331767467	-0.04370896279293226	-0.0737361874766455	-0.09051940425986227	-0.11678855495649389	-0.09178988949981316	0.004799017776117013	0.182031708749266	0.009608711898788235	0.11386323600064058	-0.02970693428708696	0.23668926493353976	-0.05948326482677628	-0.15408637164362354	0.06903325681951636	-0.013948646773074254	-0.15016281428495168	-0.1548283777291411	-0.1638018470079539	-0.15154540116372178	-0.0016281428495168954
CsoR	0.26563817861527783	0.3759355148668126	0.2923824267335718	0.3246249933272834	0.3494848662787594	0.4571398067581274	0.5123738856563284	0.4148881652698447	0.3715635509528639	0.29214220893610204	0.36064698660118505	0.37868467410452145	0.3033844018576843	0.4277638392142209	0.4183099343404687	0.4065606149575615	0.3746596914535846	0.39902845246356694	0.19557999252655742	0.36270752148614743	0.27883414295628034	0.3608444990124379	0.37824160572252175	1.0	0.45388885923237066	0.16271285965942456	0.20366198686809373	0.23508781295040837	0.2352372818021673	0.19246249933272835	0.29454438691079915	0.11920674745102226	0.23602199327390166	-0.003565899749105856	-0.46504564138151927	-0.4875140127048524	-0.4312870335771099	-0.4222922116051887	-0.45992633320877596	-0.4583195430523675	-0.460337372551113	-0.46749052474243313	-0.39714407729674905	-0.41229381305717183	-0.3892649335397427	-0.48053168205839963	-0.48970266374846527	-0.43715368600864785	-0.41964447765974483	-0.29448032883147385	-0.26209896973255753	-0.3245128916884642	-0.3602039182191854	-0.3694282816420221	-0.36190679549458177	-0.42085090482037046	-0.44090108364917524	-0.4605615758287514	-0.44229968504777667	-0.411994875353654	-0.2282389366358832	-0.3756259008167405	-0.3544120002135269	-0.26962579405327497	-0.3229114397053328	-0.17281802167298352	-0.1141194683179416	-0.31837933059307105	-0.12971227246036407	-0.077948006192281	-0.1367319703197566	-0.13250413708428976	-0.17191053221587574	0.0006832861794693856	0.10044840655527679	-0.07867933593124433	0.21066033203437784	0.11362835637644798	0.2013986013986014	-0.07671488816526985	-0.15946191213366787	-0.06292638659050873	-0.276261143436716	-0.01877435541557679	-0.13956120215662202	-0.12464634602039182	-0.0569369561735974	-0.03616078577910639
ZntR	0.25630705172689905	0.33244007900496453	0.3810014413067848	0.29410665670207653	0.3402284738162601	0.3883307532162494	0.4504030320824214	0.3549991992740084	0.4059520632039716	0.37396572892756097	0.3900549831847542	0.2593765013612342	0.3164469118667592	0.4183419633801313	0.3853146853146853	0.3473976405274115	0.44174985320023485	0.3659317781455186	0.26588373458602466	0.21910532215875728	0.23027278065446005	0.33626754924464847	0.33429242513211976	0.45388885923237066	1.0	0.23061442374419475	0.2431911599850531	0.2729301233118027	0.2660171889179523	0.12797202797202797	0.1505471627609032	0.10738803181551274	0.16669513692414456	0.0022420327763839213	-0.4264986921475471	-0.4205359525970213	-0.4675545828217584	-0.4583195430523675	-0.4497090695563978	-0.4524155234078898	-0.4525169487001548	-0.42401110340041637	-0.3946458122030641	-0.45717183579778997	-0.3892542571931885	-0.44147760636310257	-0.4714354347942134	-0.43998291784551324	-0.45291197352266055	-0.33663054502749157	-0.18928628623285113	-0.3876207761703945	-0.37132333315539423	-0.42622644531041476	-0.35338173277104573	-0.43342230288795175	-0.361970853573907	-0.386932151817648	-0.428126834997064	-0.39245182298617415	-0.2534618053702023	-0.29034324454171784	-0.27847114717343724	-0.34193668926493354	-0.25037634121603586	-0.20986494421608926	-0.20193241872631185	-0.21450915496717024	-0.14455239417071478	-0.26229114397053327	-0.15838893930496983	-0.15349917258314205	-0.2788074520898948	-0.03289382373351839	0.03722842043452731	-0.0047349596967917575	0.07477179309240378	0.15511663908610474	-0.0668552821224577	0.028772753963593658	-0.050557839107457425	0.07451556077510275	-0.20229541450915497	0.15187102973362515	-0.10188971334009501	-0.2327657075748679	-0.0889179522767309	-0.16679122404313243
FnrN_FixK	0.3444189398387872	0.2721027064538515	0.2819836651897721	0.38594992793466076	0.25710243954518763	0.35470026157049056	0.28591256072172105	0.2214701329205146	0.3099129877755832	0.33494368227192656	0.33180483638498903	0.3129877755831954	0.29938077189985585	0.29868147120055516	0.3341696471467464	0.26442107510809804	0.25352586344952754	0.3612929055677147	0.11480275449741098	0.20938984679442696	0.29482731009448565	0.12583142048790905	0.24512891688464208	0.16271285965942456	0.23061442374419475	1.0	0.471056424491539	0.3552180643783697	0.19235039769390913	0.17733411626541398	0.101174398120963	0.22057865798323814	0.11137564725350985	-0.03901137030908023	-0.37009555330166016	-0.322051993807719	-0.31403939571878503	-0.3529653552554316	-0.35872524422142743	-0.39853200234879627	-0.38238936635883203	-0.35791918005658463	-0.30613356109539314	-0.30682218544813966	-0.33186889446431433	-0.38754070357123793	-0.3499332728340362	-0.347370949661026	-0.40365664869481666	-0.3324507553515187	-0.27588213313404153	-0.25874659691453583	-0.29841990070997704	-0.16246730368867773	-0.2754016975391021	-0.25360593604868414	-0.3400896813110554	-0.44472855388885923	-0.35885869855335506	-0.3446591576362569	-0.2901937756899589	-0.3023274435488176	-0.2729301233118027	-0.40421715688891263	-0.19318315272513745	-0.1709283083328885	-0.25213260022420325	-0.41102332781722095	-0.18208509048203705	-0.07248705492980302	-0.06498158330219399	-0.07903699354081034	-0.16784818235199914	-0.0884535312016228	-0.11377782522820691	-0.1001121016388192	0.1257887151016922	0.07258848022206801	0.03452730475631239	-0.007393369988789836	0.07654940479367961	-0.12028505845299739	-0.20589334329792344	-0.06104734959696792	-0.09733091336144771	-0.01945230342176907	-0.08639833448993754	-0.12204131746116478
