	LiuR	NnrR	PhnF	VanR	HypR	LtbR	RutR	ExuR_UxuR	PdhR	PhrR	ZntR	SiaR	XylR	NagR	PhnR	GulR	NifA	LldR	ModE	NrtR	Zur	MntR	ArgR	SahR_SamR	NrdR	BirA	MetR	FUR	KdgR	NagC	NorR	SoxR	CzrA	HutC	PdxR	Phr	SdaR	IscR	LexA	NsrR	PsrA	TrpR	NikR	ThiR	HisR	HexR	HrcA	RbkR	NtrC	FnrN_FixK	NagQ	CcpA	RbsR	NadQ	AgaR	NarP	CblR	FadP	FixJ	PhsR	PurR	CsoR	GguR	AcnR	QorR	BioQ	PaaR	CueR	GntR	FadR	NiaR	TyrR	HcpR	CadR-PbrR	Rex	AraR	FabR	GlcC	LiuQ	MerR	TtrR	PrpR	DasR	MetJ	AmtR	NmlR	FruR	Irr
FUR	0.3253383032169192	0.15906328498500932	0.24641439105420954	0.32112470626367395	0.33198282148934444	0.28579531642492506	0.4125273478648408	0.22858763471355645	0.06458147637954785	0.3885422575155984	0.4279231828863139	0.4579045458228669	0.26926505145450125	0.6001944737055344	0.40669313669880885	0.37946681792399317	0.25322097074791344	0.5577343813305242	0.5741025848796694	0.7445912000648246	0.6872214569321773	0.5852848229478973	0.624503686897334	0.6353618021230046	0.5873916214245198	0.5966291224374037	0.6510817599870351	1.0	0.707641196013289	0.6969451422088971	0.46811441536342274	0.5844745158415039	0.6653431650595576	0.5517381087432137	0.4948545498744024	0.5139777975852848	0.39016287172838504	0.4789725305890933	0.4566080544526375	0.5953326310671745	0.5358560894579045	0.5091159549469249	0.6655052264808362	0.5577343813305242	0.43327120978850986	0.5719957864030467	0.4298679199416579	0.5846365772627826	0.29762580017826756	0.44510169354185236	0.49404424276800907	0.4050725224860222	0.3982659427923183	0.6343894335953326	0.4956648569807957	0.502309375253221	0.05907138805607325	0.03767928044728952	0.08208410987764363	0.1422088971720282	0.1298922291548497	-0.0652297220646625	0.14188477432947086	-0.17851065553844908	-0.0002430921319179969	-0.04351349161332145	0.23409772303703102	-0.023741998217324367	0.16165626772546796	0.17413499716392514	0.33117251438295114	0.35904707884288145	0.16019771493395998	0.4269508143586419	0.5374767036706912	0.2731545255651892	0.4397536666396564	0.42840936715014993	0.23831131999027633	0.08808038246495421	0.13507819463576695	0.1725143829511385	-0.15031196823596144	0.1462604327039948	0.016611295681063124	0.06620209059233449	0.21740539664532857	0.448667044809983
KdgR	0.2974637387569889	0.27023741998217327	0.24090430273073496	0.3267968560084272	0.2874159306377117	0.4279231828863139	0.40166923263917026	0.22939794181994977	0.17737622558949842	0.32809334737865653	0.40620695243497285	0.2960051859654809	0.5066850336277449	0.553034600113443	0.45433919455473626	0.369419009804716	0.27979904383761445	0.5368284579855765	0.709099748804797	0.7808929584312454	0.7664694919374443	0.5997082894416984	0.687383518353456	0.6899765010939146	0.6997001863706345	0.7306539178348594	0.7993679604570132	0.707641196013289	1.0	0.7995300218782919	0.6186694757313022	0.6270966696377928	0.5371525808281339	0.6118628960375982	0.5659995138157362	0.5653512681306215	0.5523863544283283	0.6395753990762499	0.5681063122923588	0.5828539016287173	0.5685924965561948	0.6058666234502876	0.577181751883964	0.6021392107608784	0.5872295600032412	0.5040920508872863	0.5637306539178348	0.5454177133133458	0.3744429138643546	0.34786484077465357	0.4856170488615185	0.39891418847743293	0.3815736164006158	0.5053885422575156	0.3561299732598655	0.4920995057126651	0.11708937687383518	-0.05161656267725468	0.2447937768414229	0.20881614131755935	0.06506766064338385	0.08419090835426626	0.08046349566485698	0.10493477027793534	0.07560165302649705	0.16441131188720526	0.14690867838910948	0.16992140021067983	0.338951462604327	0.12292358803986711	0.42970585852037924	0.3303622072765578	0.3084839154039381	0.33376549712340975	0.4862652945466332	0.4261405072522486	0.5629203468114415	0.4243578316181833	0.29908435296977554	0.13896766874645491	0.03378980633660157	0.1486913540231748	-0.0158009885746698	0.11887205250790049	0.0036463819787699537	0.03589660481322421	0.16894903168300787	0.2310185560327364
NagC	0.20670934284093673	0.2707236042460092	0.20492666720687142	0.4421845879588364	0.2566242605947654	0.41479620776274206	0.3271209788509845	0.32550036463819787	0.1238959565675391	0.3477027793533749	0.5577343813305242	0.5037679280447289	0.5159225346406288	0.502309375253221	0.6329308808038246	0.3225832590551819	0.13686087026983226	0.6666396564297868	0.6246657483186128	0.763714447775707	0.870999108662183	0.6833319828214893	0.6108905275099262	0.7048861518515518	0.7082894416984037	0.7254679523539421	0.6945142208897171	0.6969451422088971	0.7995300218782919	1.0	0.5040920508872863	0.5382870107770845	0.4444534478567377	0.7317883477838101	0.6408718904464792	0.6445993031358885	0.602301272182157	0.5368284579855765	0.5133295519001702	0.5591929341220323	0.5732922777732761	0.49420630418928774	0.5898225427436998	0.5642168381816709	0.49534073413823837	0.4778381006401426	0.4961510412446317	0.48107932906571593	0.423061340247954	0.34527185803419497	0.5300218782918726	0.4368365610566405	0.3707155011749453	0.5237014828620047	0.4765416092699133	0.58009885746698	0.2287496961348351	0.07381897739243173	0.13750911595494691	0.16084596061907463	0.09034924236285552	-0.01871809415768576	0.010452961672473868	0.17510736569159713	0.1279474920995057	0.10072117332469006	0.1778624098533344	0.18369662101936635	0.2013613159387408	0.10558301596304999	0.474758933635848	0.2159468438538206	0.2875779920589904	0.3308483915403938	0.44023985090349244	0.2801231666801718	0.5272668341301353	0.32420387326796857	0.25678632201604407	0.22939794181994977	0.07981524997974232	0.08013937282229965	0.10995867433757395	0.13118872052507902	0.12130297382708047	0.04318936877076412	0.19925451746211814	0.1765659184831051
NorR	-0.1344299489506523	0.07932906571590632	0.46114577424844017	0.11822380682278584	0.314804310833806	0.343813305242687	0.420630418928774	0.3574264646300948	0.35353699051940685	0.25565189206709343	0.27056154282473055	0.2924398346973503	0.24916943521594684	0.3601815087918321	0.18823434081516896	0.48318612754233853	0.22032250222834454	0.5144639818491208	0.5126813062150555	0.683494044242768	0.5296977554493153	0.5280771412365286	0.5873916214245198	0.576209383356292	0.6035977635523864	0.6024633336034357	0.508143586419253	0.46811441536342274	0.6186694757313022	0.5040920508872863	1.0	0.4901547686573211	0.5332631067174459	0.5365043351430192	0.52305323717689	0.5155984117980714	0.38465278340491044	0.6094319747184183	0.4083137509115955	0.557896442751803	0.13183696621019367	0.5100883234745969	0.4826999432785026	0.5157604732193501	0.5016611295681063	0.4366744996353618	0.6097560975609756	0.5569240742241309	0.2634308402884693	0.07479134592010372	0.22291548496880317	0.22161899359857387	0.16392512762336925	0.3747670367069119	0.17040758447451584	0.19504092050887287	0.06117818653269589	-0.21789158090916458	-0.06766064338384248	0.014180374361883154	-0.07138805607325176	0.1755935499554331	0.09342840936715015	0.07268454744348107	0.3248521189530832	0.12503038651648976	0.3024876428166275	0.3494854549874402	0.4883720930232558	0.3587229560003241	0.2951948788590876	0.45628393161008024	0.4052345839073009	0.48675147881046915	0.5400696864111498	0.366015719957864	0.3248521189530832	0.32323150474029655	0.4399157280609351	-0.11530670123976987	0.08791832104367556	0.1788347783810064	0.10720363017583664	0.23669070577748966	-0.13118872052507902	-0.015963049995948466	0.07090187180941576	0.19293412203225022
SoxR	0.15695648650838667	0.043837614455878776	0.1820760068065797	0.21837776517300056	0.16716635604894256	0.1439915728060935	0.25435540069686413	0.07236042460092375	0.1619803905680253	0.28984685195689164	0.3130216351997407	0.22793938902844177	0.21578478243254193	0.36358479863868404	0.18904464792156228	0.3932420387326797	0.34543391945547364	0.42111660319261	0.4546633173972936	0.6227210112632687	0.6277449153229073	0.4609837128271615	0.5708613564540961	0.5519001701644923	0.32436593468924724	0.4436431407503444	0.4559598087675229	0.5844745158415039	0.6270966696377928	0.5382870107770845	0.4901547686573211	1.0	0.5133295519001702	0.44834292196742564	0.603273640709829	0.47086945952516	0.21400210679847662	0.4392674823758204	0.4870756016530265	0.5425006077303298	0.40928611943926746	0.4720038894741107	0.5546552143262297	0.39923831131999027	0.37784620371120653	0.4679523539421441	0.2746130783566972	0.2794749209950571	0.3303622072765578	0.2131917996920833	0.3593712016854388	0.3405720768171137	0.5084677092618102	0.3762255894984199	0.5429867919941658	0.4055587067498582	0.11676525403127785	0.16570780325743456	0.10963455149501661	0.15387731950409206	-0.03054857791102828	0.06474353780082652	0.21708127380277126	-0.05874726521351592	0.06717445912000648	0.008508224617129892	0.19277206061097155	0.06328498500931853	0.11238959565675391	-0.05907138805607325	0.34673041082570294	0.29211571185479296	0.17980714690867838	0.3091321610890527	0.3267968560084272	0.25824487480755204	0.28952272911433435	0.18547929665343166	0.10687950733327932	0.13410582610809496	0.05372336115387732	0.07236042460092375	-0.14204683575074953	-0.03378980633660157	-0.028927963698241632	0.09634551495016612	0.07868082003079167	0.40118304837533425
CzrA	0.20606109715582205	0.003970504821327283	0.4536909488696216	0.013856251519325824	0.27850255246738514	0.08159792561380763	0.17899683980228506	0.1138481484482619	0.22680495907949114	0.4021554169030062	0.2493314966372255	0.20589903573454338	0.24090430273073496	0.49372011992545173	0.24025605704562028	0.3468924722469816	0.3630986143748481	0.5878778056883559	0.5211085001215461	0.6710153148043109	0.5971153067012398	0.5961429381735678	0.7183372498176809	0.6248278097398914	0.41787537476703673	0.6577262782594603	0.41998217324365933	0.6653431650595576	0.5371525808281339	0.4444534478567377	0.5332631067174459	0.5133295519001702	1.0	0.6013289036544851	0.4300299813629366	0.4880479701806985	0.3363584798638684	0.49793371687869703	0.48367231180617454	0.5805850417308159	0.339437646868163	0.47621748642735595	0.5896604813224212	0.391621424519893	0.2763957539907625	0.4115549793371688	0.38805607325176245	0.5788023660967506	0.24609026821165222	0.26877886719066524	0.37817032655376387	0.2584069362288307	0.2493314966372255	0.38756988898792644	0.3606676930556681	0.2733165869864679	0.1334575804229803	0.04043432460902682	0.05388542257515598	-0.03994814034519083	0.09893849769062475	0.055181913945385304	0.263592901709748	-0.09634551495016612	0.2357183372498177	-0.043027307349485455	0.17575561137671178	0.24835912810955352	0.39940037274126894	0.1989303946195608	0.30815979256138076	0.41722712908192205	0.15776679361478	0.4577424844015882	0.5410420549388218	0.40183129406044893	0.4233854630905113	0.4023174783242849	0.14788104691678147	0.11498257839721254	0.07365691597115306	0.06733652054128515	-0.11141722712908192	0.004942873348999271	0.0158009885746698	0.05145450125597602	0.07430516165626773	0.17575561137671178
HutC	-0.026172919536504337	0.031520946438700265	0.41398590065634877	0.12859573778462038	0.09829025200551009	0.3353861113361964	0.25062798800745484	0.11773762255894984	0.08370472409043027	0.1880722793938903	0.3475407179320963	0.3420306296086217	0.3593712016854388	0.3271209788509845	0.4125273478648408	0.30508062555708615	0.2736407098290252	0.6091078518758609	0.4985819625638117	0.6295275909569726	0.7526942711287578	0.5818815331010453	0.6031115792885504	0.5661615752370148	0.5113848148448262	0.7240093995624342	0.48869621586581313	0.5517381087432137	0.6118628960375982	0.7317883477838101	0.5365043351430192	0.44834292196742564	0.6013289036544851	1.0	0.5115468762661048	0.48610323312535453	0.4844826189125679	0.45320476460578557	0.4906409529211571	0.555465521432623	0.3528887448342922	0.38205980066445183	0.47492099505712665	0.42824730572887126	0.20298193015152743	0.36131593874078277	0.39680739000081033	0.5016611295681063	0.24997974232234016	0.3122113280933474	0.3686087026983227	0.2998946600761689	0.26213434891824	0.3791426950814359	0.39243173162628636	0.33360343570213113	0.3972935742646463	0.12324771088242444	0.17591767279799045	-0.03216919212381492	0.046916781460173404	-0.052426869783648	0.19001701644923427	0.09569726926505145	0.30216351997407015	0.09326634794587149	0.25500364638197875	0.3122113280933474	0.41495826918402073	0.1911514463981849	0.42954379709910057	0.17364881290008913	0.26618588445020663	0.3496475164087189	0.4943683656105664	0.31318369662101936	0.46811441536342274	0.35450935904707886	0.34721659508953895	0.367960457013208	0.237987197147719	0.1477189854955028	0.040596386030305485	0.18628960375982498	-0.08030143424357832	0.06749858196256381	0.12470626367393242	0.10995867433757395
PdxR	0.2759095697269265	0.28401264079085975	0.3327931285957378	0.4275990600437566	0.1989303946195608	0.1409124058017989	0.24025605704562028	0.2149744753261486	0.26424114739486265	0.15517381087432136	0.290657159063285	0.2475488210031602	0.20427842152175674	0.39291791589012237	0.393566161575237	0.5178672716959728	0.38643545903897575	0.7231990924560409	0.5710234178753748	0.7107203630175837	0.7183372498176809	0.47184182805283204	0.6423304432379872	0.6201280285228101	0.4943683656105664	0.4160926991329714	0.3731464224941253	0.4948545498744024	0.5659995138157362	0.6408718904464792	0.52305323717689	0.603273640709829	0.4300299813629366	0.5115468762661048	1.0	0.7667936147800016	0.5833400858925533	0.6436269346082165	0.6630743051616562	0.6663155335872296	0.5356940280366259	0.6160764929908435	0.5807471031520947	0.38189773924317316	0.42954379709910057	0.4368365610566405	0.6006806579693704	0.3353861113361964	0.6729600518596548	0.4173891905032007	0.5058747265213516	0.5157604732193501	0.5407179320962645	0.3258244874807552	0.44704643059719634	0.39615914431569565	0.2639170245523053	0.3245279961105259	-0.004780811927720606	0.43343327120978853	0.23037031034762176	0.2854711935823677	0.42046835750749534	0.06474353780082652	0.19909245604083947	0.14075034438052023	0.25548983064581476	0.2713718499311239	0.11579288550360586	0.09796612916295276	0.11903411392917916	0.04432379871971477	0.005104934770277935	0.20784377278988736	0.17818653269589174	0.312859573778462	0.39567296005185965	0.17526942711287577	0.11741349971639252	-0.04983388704318937	0.18126569970018638	-0.08645976825216757	0.03087270075358561	0.024714366744996354	0.11255165707803258	-0.08321853982659427	-0.11482051697593387	-0.10185560327364071
Phr	0.1999027631472328	0.18321043675553034	0.3904869945709424	0.4614698970909975	0.3159387407827567	0.2695891742970586	0.345758042298031	0.29146746616967834	0.27785430678227047	0.1725143829511385	0.22761526618588446	0.2707236042460092	0.20849201847500204	0.4489911676525403	0.44202252653755775	0.5917672797990439	0.3391135240256057	0.732274532047646	0.7094238716473543	0.7896442751802933	0.7282229965156795	0.6230451341058261	0.6125111417227129	0.62985171379953	0.5520622315857711	0.4882100316019771	0.4021554169030062	0.5139777975852848	0.5653512681306215	0.6445993031358885	0.5155984117980714	0.47086945952516	0.4880479701806985	0.48610323312535453	0.7667936147800016	1.0	0.656429786889231	0.7517219026010858	0.7510736569159712	0.7611214650352484	0.48594117170407586	0.7256300137752209	0.5724819706668828	0.5773438133052426	0.5305080625557086	0.5893363584798639	0.6783080787618507	0.4843205574912892	0.6319585122761526	0.5295356940280366	0.6044080706587797	0.43651243821408314	0.31917996920832997	0.49177538287010775	0.3455959808767523	0.48918240012964914	0.23085649461145774	0.24398346973502957	0.11401020986954055	0.45450125597601493	0.35904707884288145	0.2955190017016449	0.42824730572887126	0.16749047889149987	0.31464224941252733	0.1251924479377684	0.21513653674742728	0.21951219512195122	0.1276233692569484	0.18223806822785835	0.2305323717689004	0.18547929665343166	0.22129487075601653	0.3062150555060368	0.12924398346973504	0.3047565027145288	0.502795559517057	0.1738108743213678	0.18855846365772627	-0.07770845150311968	-0.08613564540961025	-0.1623045134105826	0.052913054047484	-0.11271371849931124	0.046916781460173404	-8.103071063933231e-05	-0.1725143829511385	-0.14382951138481484
SdaR	0.3600194473705534	0.32387975042541123	0.46568349404424275	0.43213677983955917	0.4460740620695243	0.475245117899684	0.3395997082894417	0.20800583421116603	0.17721416416821975	0.20006482456851146	0.2694271128757799	0.4421845879588364	0.398428004213597	0.3233935661615752	0.4920995057126651	0.2593793047565027	0.24317316262863625	0.7470221213840046	0.6172109229397942	0.6833319828214893	0.6710153148043109	0.6050563163438943	0.4379709910055911	0.5389352564621992	0.5381249493558059	0.5130054290576128	0.49404424276800907	0.39016287172838504	0.5523863544283283	0.602301272182157	0.38465278340491044	0.21400210679847662	0.3363584798638684	0.4844826189125679	0.5833400858925533	0.656429786889231	1.0	0.7214164168219755	0.7415120330605299	0.6831699214002107	0.6159144315695648	0.5805850417308159	0.49728547119358235	0.6058666234502876	0.4640628798314561	0.6262863625313994	0.549145126002755	0.5614617940199336	0.7445912000648246	0.5627582853901629	0.627906976744186	0.3204764605785593	0.1796450854873997	0.3536990519406855	0.18580341949598897	0.3707155011749453	0.26748237582043594	0.12843367636334171	0.158252977878616	0.3130216351997407	0.27153391135240257	0.22891175755611376	0.2663479458714853	0.2169192123814926	0.3692569483834373	-0.014180374361883154	0.027307349485454987	0.010452961672473868	0.08273235556275829	0.15484968803176405	0.07317073170731707	0.13313345758042297	0.06344704643059719	-0.0007292763957539907	0.058423142370958595	0.2854711935823677	0.41868568187343	0.2282635118709991	0.2551657078032574	0.17770034843205576	0.06182643221781055	-0.04675472003889474	0.08710801393728224	-0.11968235961429381	-0.03443805202171623	-0.03119682359614294	-0.05339923831131999	-0.2204845636496232
IscR	0.24058017988817762	0.20703346568349404	0.5645409610242281	0.3549955433109148	0.508143586419253	0.395024714366745	0.42160278745644597	0.3477027793533749	0.341868568187343	0.38513896766874645	0.20654728141965806	0.1788347783810064	0.3381411554979337	0.3643951057450774	0.3352240499149178	0.3739567296005186	0.34024795397455637	0.6982416335791265	0.6948383437322745	0.8121708127380277	0.6522161899359857	0.5700510493477028	0.5909569726926505	0.606190746292845	0.6000324122842557	0.5601653026497042	0.5449315290495098	0.4789725305890933	0.6395753990762499	0.5368284579855765	0.6094319747184183	0.4392674823758204	0.49793371687869703	0.45320476460578557	0.6436269346082165	0.7517219026010858	0.7214164168219755	1.0	0.8291872619722875	0.7567458066607244	0.5186775788023661	0.6144558787780569	0.4634146341463415	0.6301758366420873	0.5783161818329147	0.6108905275099262	0.7528563325500365	0.6975933878940118	0.6445993031358885	0.5857710072117333	0.5313183696621019	0.2663479458714853	0.13151284336763633	0.4258163844096913	0.2681306215055506	0.3358722956000324	0.1399400372741269	0.1710558301596305	0.19779596467061017	0.22972206466250708	0.1806174540150717	0.36536747427274935	0.31561461794019935	0.11303784134186856	0.42776112146503525	0.056802528158171946	0.2538692164330281	0.17429705858520378	0.2177295194878859	0.24690057531804555	0.15987359209140264	0.3922696702050077	0.2893606676930557	0.2209707479134592	0.22777732760716313	0.3295519001701645	0.44963941333765495	0.41220322502228346	0.26245847176079734	0.014990681468276477	-0.11174134997163924	0.07706020581800502	0.022445506847095047	-0.0890527509926262	0.11303784134186856	0.055019852524106634	-0.08581152256705292	-0.12908192204845637
LexA	0.31739729357426466	0.2763957539907625	0.52791507981525	0.40491046106474354	0.4655214326229641	0.4089619965967102	0.4164168219755287	0.22664289765821247	0.3407341382383923	0.18791021797261162	0.2357183372498177	0.19649947330038084	0.33619641844258974	0.31739729357426466	0.34916133214488293	0.38189773924317316	0.4416984036950004	0.680090754395916	0.6950004051535532	0.7394052345839073	0.7227129081922048	0.5577343813305242	0.5642168381816709	0.5475245117899684	0.45061178186532697	0.5731302163519975	0.48286200469978124	0.4566080544526375	0.5681063122923588	0.5133295519001702	0.4083137509115955	0.4870756016530265	0.48367231180617454	0.4906409529211571	0.6630743051616562	0.7510736569159712	0.7415120330605299	0.8291872619722875	1.0	0.7802447127461308	0.579612673203144	0.7035896604813224	0.44931529049509766	0.5528725386921644	0.4342435783161818	0.5980876752289117	0.5316424925046592	0.4839964346487319	0.7264403208816141	0.6710153148043109	0.650595575723199	0.45207033465683494	0.2553277692245361	0.32809334737865653	0.26456527023742	0.420630418928774	0.27542338546309053	0.23409772303703102	0.17851065553844908	0.35305080625557084	0.2869297463738757	0.3023255813953488	0.5266185884450206	0.05615428247305729	0.3501337006725549	-0.08208410987764363	0.16360100478081194	0.12357183372498177	0.06976744186046512	0.09569726926505145	0.050320071307025364	0.263592901709748	0.018880155578964428	0.16635604894254924	0.1261648164654404	0.29892229154849687	0.45563568592496556	0.16586986467871323	0.1642492504659266	0.18175188396402236	0.050158009885746695	0.056802528158171946	-0.02098695405558707	-0.08305647840531562	0.029738270804634957	0.08305647840531562	-0.14885341544445344	-0.1409124058017989
NsrR	0.28984685195689164	0.13378170326553765	0.5744267077222267	0.4105826108094968	0.5149501661129569	0.37184993112389597	0.47232801231666804	0.25500364638197875	0.2305323717689004	0.2407422413094563	0.20978850984523134	0.2998946600761689	0.19795802609188884	0.33619641844258974	0.35839883315776677	0.5527104772708856	0.45936309861437485	0.7672797990438376	0.6713394376468682	0.7792723442184588	0.737622558949842	0.679118385868244	0.6655052264808362	0.6450854873997245	0.47864840774653594	0.5728060935094401	0.4870756016530265	0.5953326310671745	0.5828539016287173	0.5591929341220323	0.557896442751803	0.5425006077303298	0.5805850417308159	0.555465521432623	0.6663155335872296	0.7611214650352484	0.6831699214002107	0.7567458066607244	0.7802447127461308	1.0	0.5097642006320395	0.5776679361478	0.6164006158334009	0.6496232071955271	0.4614698970909975	0.7492909812819059	0.6392512762336926	0.6123490803014342	0.6979175107365692	0.5044161737298436	0.5635685924965562	0.2530589093266348	0.25986548902033874	0.40183129406044893	0.36455716716635606	0.4013451097966129	0.2781784296248278	0.19196175350457823	0.11952029819301516	0.394538530102909	0.34041001539583504	0.3697431326472733	0.5459038975771817	0.06312292358803986	0.30961834535288874	-0.1499878453934041	0.18628960375982498	0.04643059719633741	0.11433433271209789	0.12357183372498177	0.18418280528320233	0.3731464224941253	0.03508629770683089	0.22858763471355645	0.18596548091726764	0.2177295194878859	0.34802690219593224	0.1948788590875942	0.0995867433757394	8.103071063933231e-05	0.033951867757880234	0.03751721902601086	-0.1439915728060935	-0.06685033627744916	-0.12778543067822704	0.08338060124787294	-0.23523215298598169	-0.025848796693947004
PsrA	0.2919536504335143	0.20281986873024876	0.2781784296248278	0.45612187018880157	0.2242119763390325	0.3078356697188234	0.2026578073089701	0.10833806012478729	0.19779596467061017	0.2869297463738757	0.3010290900251195	0.12584069362288308	0.37573940523458393	0.35969532452799613	0.367474272749372	0.14301920427842152	0.2305323717689004	0.6186694757313022	0.47038327526132406	0.5744267077222267	0.579612673203144	0.43651243821408314	0.41106879507333277	0.4616319585122762	0.48221375901466657	0.43602625395024713	0.5473624503686897	0.5358560894579045	0.5685924965561948	0.5732922777732761	0.13183696621019367	0.40928611943926746	0.339437646868163	0.3528887448342922	0.5356940280366259	0.48594117170407586	0.6159144315695648	0.5186775788023661	0.579612673203144	0.5097642006320395	1.0	0.48869621586581313	0.5143019204278422	0.5731302163519975	0.4384571752694271	0.501823190989385	0.36650190422170004	0.4013451097966129	0.5194878859087594	0.5241876671258406	0.4329470869459525	0.3371687869702617	0.4026416011668422	0.3995624341625476	0.4055587067498582	0.5173810874321367	0.16262863625313995	0.18499311238959565	-0.01790778705129244	0.2695891742970586	0.28222996515679444	0.11644113118872053	0.3092942225103314	0.08856656672879021	0.1211409124058018	-0.041244631715420144	-0.1384814844826189	0.048699457094238716	-0.13880560732517624	-0.025362612430111012	0.21708127380277126	0.062474677902925206	-0.08370472409043027	0.03476217486427356	0.06036787942630257	0.29276395753990764	0.519163763066202	0.23085649461145774	0.033303622072765576	0.1811036382789077	0.17170407584474515	0.016449234259784458	-0.2540312778543068	-0.14463981849120816	0.13313345758042297	-0.07754639008184101	0.0185560327364071	0.013045944412932501
TrpR	0.1650595575723199	0.14658455554655214	0.2966534316505956	0.3370067255489831	0.2127056154282473	0.27801636820354914	0.35775058747265215	0.079004942873349	0.30216351997407015	0.07722226723928369	0.04772708856656673	0.11611700834616319	0.27234421845879586	0.4039380925370715	0.26197228749696133	0.3541852362045215	0.23555627582853902	0.503281743780893	0.6682602706425735	0.6729600518596548	0.6360100478081193	0.4930718742403371	0.48723766307430516	0.46114577424844017	0.4423466493801151	0.3835183534559598	0.42533020014585526	0.5091159549469249	0.6058666234502876	0.49420630418928774	0.5100883234745969	0.4720038894741107	0.47621748642735595	0.38205980066445183	0.6160764929908435	0.7256300137752209	0.5805850417308159	0.6144558787780569	0.7035896604813224	0.5776679361478	0.48869621586581313	1.0	0.607649299084353	0.655457418361559	0.5804229803095373	0.49420630418928774	0.4459120006482457	0.34170650676606434	0.4436431407503444	0.504254112308565	0.578154120411636	0.5826918402074386	0.4357021311076898	0.35305080625557084	0.2783404910461065	0.46017340572076815	0.13248521189530832	0.20022688598979013	0.10623126164816465	0.31383194230613404	0.31869378494449396	0.23652864435621102	0.4058828295924155	0.15630824082327202	0.37266023823028926	0.19974070172595412	0.2994084758123329	0.2961672473867596	0.2950328174378089	0.10606920022688598	0.13637468600599628	0.12746130783566972	0.03557248197066688	0.27720606109715584	0.10768981443967264	0.5961429381735678	0.6368203549145126	0.3308483915403938	0.37266023823028926	-0.08143586419252896	0.03557248197066688	-0.058423142370958595	-0.16376306620209058	-0.13750911595494691	-0.10039705048213272	-0.25792075196499475	0.01401831294060449	-0.08532533830321692
NikR	0.27542338546309053	0.12843367636334171	0.20687140426221537	0.34397536666396566	0.16911109310428651	0.2762336925694838	0.42468195446074064	0.07932906571590632	0.15598411798071468	0.12049266672068715	0.24884531237338953	0.3222591362126246	0.35224049914917754	0.3812494935580585	0.32614861032331255	0.22259136212624583	0.09294222510331415	0.5617859168624909	0.3896766874645491	0.602301272182157	0.5616238554412122	0.5757231990924561	0.49290981281905843	0.5118709991086622	0.48788590875941984	0.4058828295924155	0.48739972449558383	0.6655052264808362	0.577181751883964	0.5898225427436998	0.4826999432785026	0.5546552143262297	0.5896604813224212	0.47492099505712665	0.5807471031520947	0.5724819706668828	0.49728547119358235	0.4634146341463415	0.44931529049509766	0.6164006158334009	0.5143019204278422	0.607649299084353	1.0	0.6151041244631715	0.44396726359290173	0.4536909488696216	0.32242119763390326	0.40183129406044893	0.42176484887772464	0.38513896766874645	0.38562515193258246	0.3097804067741674	0.30832185398265943	0.370391378332388	0.32614861032331255	0.32323150474029655	0.18904464792156228	0.12130297382708047	-0.008184101774572563	0.16295275909569726	0.20330605299408475	0.26975123571833726	0.37152580828133863	0.20508872862815006	0.2652135159225346	-0.027631472328012316	0.21076087837290333	0.1926099991896929	0.26926505145450125	0.04075844745158415	0.27850255246738514	0.2187018880155579	0.057612835264565274	0.13896766874645491	0.2516003565351268	0.4219269102990033	0.45012559760149096	0.3917834859411717	0.1765659184831051	-0.027793533749290982	0.04432379871971477	0.11433433271209789	-0.24819706668827485	0.0033222591362126247	-0.12843367636334171	-0.13605056316343894	0.08483915403938093	0.13637468600599628
ThiR	0.15290495097642007	0.0008913378170326554	0.2985981687059395	0.4348918240012965	0.3551576047321935	0.4660076168868001	0.5258082813386273	0.17543148853415444	0.2217810550198525	0.22858763471355645	0.15403938092537073	0.18499311238959565	0.33927558544688435	0.312859573778462	0.3426788752937363	0.2177295194878859	0.07365691597115306	0.5066850336277449	0.5988979823353051	0.6405477676039218	0.5813953488372093	0.6543229884126084	0.3793047565027145	0.4010209869540556	0.576209383356292	0.4880479701806985	0.553520784377279	0.5577343813305242	0.6021392107608784	0.5642168381816709	0.5157604732193501	0.39923831131999027	0.391621424519893	0.42824730572887126	0.38189773924317316	0.5773438133052426	0.6058666234502876	0.6301758366420873	0.5528725386921644	0.6496232071955271	0.5731302163519975	0.655457418361559	0.6151041244631715	1.0	0.5428247305728872	0.5768576290414067	0.49096507576371445	0.44704643059719634	0.4319747184182805	0.504254112308565	0.557896442751803	0.2503038651648975	0.23215298598168707	0.5833400858925533	0.3029738270804635	0.43780892958431245	-0.03589660481322421	0.024714366744996354	0.023255813953488372	0.19179969208329958	0.31188720525079006	0.33344137428085246	0.33733084839154037	0.3002187829187262	0.4895065229722065	0.05955757231990925	0.1449639413337655	0.08208410987764363	0.13605056316343894	0.14739486265294546	0.35467142046835753	0.3170731707317073	0.1216270966696378	0.15128433676363343	0.13880560732517624	0.5024714366744997	0.5838262701563893	0.3990762498987116	0.38692164330281176	0.12908192204845637	-0.013208005834211166	0.14982578397212543	-0.2091402641601167	-0.19812008751316748	-0.10088323474596872	-0.23960781136050563	0.04562029008994409	0.09764200632039544
