	LiuR	NnrR	PhnF	VanR	HypR	LtbR	RutR	ExuR_UxuR	PdhR	PhrR	ZntR	SiaR	XylR	NagR	PhnR	GulR	NifA	LldR	ModE	NrtR	Zur	MntR	ArgR	SahR_SamR	NrdR	BirA	MetR	FUR	KdgR	NagC	NorR	SoxR	CzrA	HutC	PdxR	Phr	SdaR	IscR	LexA	NsrR	PsrA	TrpR	NikR	ThiR	HisR	HexR	HrcA	RbkR	NtrC	FnrN_FixK	NagQ	CcpA	RbsR	NadQ	AgaR	NarP	CblR	FadP	FixJ	PhsR	PurR	CsoR	GguR	AcnR	QorR	BioQ	PaaR	CueR	GntR	FadR	NiaR	TyrR	HcpR	CadR-PbrR	Rex	AraR	FabR	GlcC	LiuQ	MerR	TtrR	PrpR	DasR	MetJ	AmtR	NmlR	FruR	Irr
ZntR	0.2315047402965724	0.3754152823920266	0.10039705048213272	0.290657159063285	0.17073170731707318	0.4078275666477595	0.3086459768252168	0.3370067255489831	0.158252977878616	0.37573940523458393	1.0	0.33603435702131107	0.22599465197309782	0.34916133214488293	0.1958512276152662	0.026821165221618995	-0.015963049995948466	0.3339275585446884	0.365529535694028	0.39940037274126894	0.47735191637630664	0.30086702860384085	0.40669313669880885	0.39016287172838504	0.44007778948221377	0.46746616967830806	0.524997974232234	0.4279231828863139	0.40620695243497285	0.5577343813305242	0.27056154282473055	0.3130216351997407	0.2493314966372255	0.3475407179320963	0.290657159063285	0.22761526618588446	0.2694271128757799	0.20654728141965806	0.2357183372498177	0.20978850984523134	0.3010290900251195	0.04772708856656673	0.24884531237338953	0.15403938092537073	0.12486832509521109	0.27234421845879586	0.288712422007941	0.28077141236528647	0.1901790778705129	0.1339437646868163	0.28855036058666234	0.2538692164330281	0.050158009885746695	0.3240418118466899	0.3282554087999352	0.4207924803500527	0.15468762661048538	-0.11757556113767118	0.018880155578964428	-0.00316019771493396	-0.11741349971639252	-0.009966777408637873	-0.18175188396402236	0.025848796693947004	-0.12276152661858844	-0.1811036382789077	-0.079004942873349	0.023255813953488372	0.04480998298355077	-0.08662182967344624	0.06636415201361316	0.12308564946114578	0.16392512762336925	0.24268697836480027	0.37833238797504254	-0.11870999108662184	0.04594441293250142	0.23717689004132567	0.05939551089863058	0.5159225346406288	0.26975123571833726	0.2783404910461065	0.2535450935904708	0.33733084839154037	0.22761526618588446	0.366015719957864	0.04999594846446803	0.289198606271777
SiaR	0.15306701239769874	0.1028279718013127	0.026172919536504337	0.19779596467061017	0.2282635118709991	0.23863544283283364	0.14382951138481484	0.339437646868163	0.006887610404343246	0.05631634389433595	0.33603435702131107	1.0	0.33198282148934444	0.4316505955757232	0.5361802123004619	0.34851308645976825	0.1605218377765173	0.4679523539421441	0.29584312454420225	0.3601815087918321	0.44461550927801635	0.5211085001215461	0.27801636820354914	0.40312778543067823	0.32144882910623124	0.39291791589012237	0.2932501418037436	0.4579045458228669	0.2960051859654809	0.5037679280447289	0.2924398346973503	0.22793938902844177	0.20589903573454338	0.3420306296086217	0.2475488210031602	0.2707236042460092	0.4421845879588364	0.1788347783810064	0.19649947330038084	0.2998946600761689	0.12584069362288308	0.11611700834616319	0.3222591362126246	0.18499311238959565	0.209464387002674	0.3091321610890527	0.14139859006563488	0.29146746616967834	0.286281500688761	0.16797666315533588	0.3135078194635767	0.2310185560327364	0.02390405963860303	0.369419009804716	0.15193258244874808	0.26181022607568266	-0.050158009885746695	-0.11627906976744186	-0.043027307349485455	0.028603840855684303	-0.17170407584474515	-0.315776679361478	-0.2632687788671907	-0.09196985657564216	-0.1610080220403533	0.033465683494044246	0.19568916619398752	-0.09699376063528077	-0.004942873348999271	0.1462604327039948	0.20930232558139536	0.22226723928368852	0.266510007292764	0.16441131188720526	0.3464062879831456	-0.13361964184425898	0.1033141560651487	0.029576209383356294	0.27801636820354914	0.016449234259784458	0.06685033627744916	-0.06587796774977717	0.13524025605704562	0.10461064743537801	0.03119682359614294	0.25500364638197875	0.25565189206709343	0.2588931204926667
XylR	0.13118872052507902	0.09764200632039544	0.06101612511141723	0.12130297382708047	0.06474353780082652	0.263106717445912	0.18013126975123572	0.29357426464630093	0.3233935661615752	0.12178915809091646	0.22599465197309782	0.33198282148934444	1.0	0.4032898468519569	0.557896442751803	-0.0684709504902358	-0.0652297220646625	0.38838019609431973	0.3276071631148205	0.33554817275747506	0.45158415039299893	0.30281176565918483	0.24771088242443887	0.27120978850984523	0.3639089214812414	0.4559598087675229	0.5358560894579045	0.26926505145450125	0.5066850336277449	0.5159225346406288	0.24916943521594684	0.21578478243254193	0.24090430273073496	0.3593712016854388	0.20427842152175674	0.20849201847500204	0.398428004213597	0.3381411554979337	0.33619641844258974	0.19795802609188884	0.37573940523458393	0.27234421845879586	0.35224049914917754	0.33927558544688435	0.15160845960619074	0.16117008346163195	0.1243821408313751	0.22080868649218052	0.11174134997163924	0.2146503524835913	0.14107446722307754	0.21059881695162466	0.052750992626205334	0.21708127380277126	0.23636658293493235	0.25014180374361883	0.06879507333279312	-0.25143829511384813	-0.06863301191151447	-0.15063609107851875	-0.14382951138481484	-0.2071955271047727	-0.12470626367393242	0.03605866623450288	0.15258082813386273	-0.020824892634308402	-0.025848796693947004	0.3220970747913459	0.23458390730086703	0.10995867433757395	0.16813872457661452	0.12081678956324447	0.2237257920751965	0.09375253220970747	0.20022688598979013	0.31561461794019935	0.4293817356778219	0.18240012964913702	0.11968235961429381	0.22291548496880317	-0.019366339842800423	0.15112227534235476	0.10850012154606596	0.19034113929179158	0.05323717689004132	-0.04562029008994409	0.2768819382545985	-0.011101207357588527
NagR	0.3240418118466899	0.15987359209140264	0.11773762255894984	0.18969289360667693	0.24771088242443887	0.1642492504659266	0.1971477189854955	0.2854711935823677	0.24884531237338953	0.33295519001701646	0.34916133214488293	0.4316505955757232	0.4032898468519569	1.0	0.4697350295762094	0.28206790373551577	0.07317073170731707	0.4021554169030062	0.5334251681387245	0.5141398590065634	0.5629203468114415	0.40539664532857955	0.5838262701563893	0.4890203387083705	0.4041001539583502	0.5251600356535127	0.5812332874159306	0.6001944737055344	0.553034600113443	0.502309375253221	0.3601815087918321	0.36358479863868404	0.49372011992545173	0.3271209788509845	0.39291791589012237	0.4489911676525403	0.3233935661615752	0.3643951057450774	0.31739729357426466	0.33619641844258974	0.35969532452799613	0.4039380925370715	0.3812494935580585	0.312859573778462	0.3303622072765578	0.3729843610728466	0.45255651892067095	0.4023174783242849	0.15420144234664937	0.2251843448667045	0.3634227372174054	0.41171704075844745	0.2465764524754882	0.34429948950652295	0.35661615752370146	0.4000486184263836	-0.14463981849120816	-0.055992221051778625	0.008346163195851228	0.14172271290819222	-0.019366339842800423	-0.17575561137671178	-0.08321853982659427	-0.010615023093752533	-0.003970504821327283	0.10752775301839397	0.030386516489749615	0.289198606271777	0.27299246414391054	0.4170650676606434	0.30832185398265943	0.15598411798071468	0.1747832428490398	0.28304027226318773	0.44267077222267237	0.3097804067741674	0.40426221537962886	0.3554817275747508	0.24090430273073496	-0.09132161089052751	-0.025038489587553683	0.008832347459687221	0.05048213272830403	0.16084596061907463	0.09585933068633012	-0.06976744186046512	0.24025605704562028	0.20055100883234747
PhnR	0.3190179077870513	0.2540312778543068	0.10914836723118061	0.45158415039299893	0.32987602301272184	0.21027469410906732	0.2584069362288307	0.2076817113686087	0.11433433271209789	0.25970342759906007	0.1958512276152662	0.5361802123004619	0.557896442751803	0.4697350295762094	1.0	0.24171460983712828	0.013856251519325824	0.5433109148367231	0.5206223158577101	0.47492099505712665	0.5753990762498987	0.5894984199011425	0.38205980066445183	0.3853010290900251	0.4207924803500527	0.4673041082570294	0.4664938011506361	0.40669313669880885	0.45433919455473626	0.6329308808038246	0.18823434081516896	0.18904464792156228	0.24025605704562028	0.4125273478648408	0.393566161575237	0.44202252653755775	0.4920995057126651	0.3352240499149178	0.34916133214488293	0.35839883315776677	0.367474272749372	0.26197228749696133	0.32614861032331255	0.3426788752937363	0.29535694028036624	0.13361964184425898	0.23344947735191637	0.1986062717770035	0.3854630905113038	0.28903654485049834	0.3541852362045215	0.18726197228749697	0.21675715096021392	0.39794181994976097	0.28595737784620373	0.42776112146503525	0.023741998217324367	-0.019690462685357752	-0.017745725630013774	0.14334332712097886	0.006077303297949923	-0.05161656267725468	-0.08078761850741431	-0.04772708856656673	0.11563082408232721	0.05955757231990925	0.08289441698403695	0.1564703022445507	0.15744267077222268	0.09261810226075683	0.1986062717770035	0.056802528158171946	0.13005429057612836	0.041406693136698806	0.22469816060286849	0.1422088971720282	0.39680739000081033	0.19520298193015154	0.03557248197066688	0.06863301191151447	0.1334575804229803	0.07608783729033304	0.22793938902844177	-0.03865164897496151	0.18288631391297303	-0.011101207357588527	0.1005591119034114	0.1138481484482619
GulR	-0.06182643221781055	-0.08613564540961025	0.15938740782756664	0.25743456770115875	0.12697512357183371	0.03605866623450288	0.23166680171785106	0.36763633417065067	0.19309618345352889	0.03848958755368285	0.026821165221618995	0.34851308645976825	-0.0684709504902358	0.28206790373551577	0.24171460983712828	1.0	0.5749128919860628	0.48367231180617454	0.48172757475083056	0.5083056478405316	0.4306782270480512	0.4653593712016854	0.5194878859087594	0.608135483348189	0.39129730167733573	0.370391378332388	0.158252977878616	0.37946681792399317	0.369419009804716	0.3225832590551819	0.48318612754233853	0.3932420387326797	0.3468924722469816	0.30508062555708615	0.5178672716959728	0.5917672797990439	0.2593793047565027	0.3739567296005186	0.38189773924317316	0.5527104772708856	0.14301920427842152	0.3541852362045215	0.22259136212624583	0.2177295194878859	0.18353455959808768	0.37184993112389597	0.4587148529292602	0.2516003565351268	0.39940037274126894	0.15339113524025605	0.2836885179483024	0.13183696621019367	0.19471679766631553	0.34494773519163763	0.20897820273883802	0.2644032088161413	-0.004780811927720606	0.01158739162142452	0.009318531723523215	0.25565189206709343	0.24787294384571754	0.07738432866056236	0.28401264079085975	-0.20995057126651	-0.07592577586905437	0.09942468195446075	0.3616400615833401	0.038165464711125516	0.04480998298355077	0.08532533830321692	0.3084839154039381	0.3277692245360992	0.20654728141965806	0.41495826918402073	0.13410582610809496	-0.09148367231180618	0.15906328498500932	-0.1256786322016044	0.014180374361883154	-0.24220079410096426	0.027631472328012316	-0.39389028441779433	0.11952029819301516	0.03119682359614294	0.08808038246495421	0.2054128514707074	-0.1971477189854955	0.06976744186046512
NifA	0.022283445425816385	-0.04108257029414148	0.31253545093590474	-0.13491613321448828	0.058423142370958595	-0.00737379466817924	0.08824244388623288	0.08872862815006888	0.014504497204440484	0.04756502714528806	-0.015963049995948466	0.1605218377765173	-0.0652297220646625	0.07317073170731707	0.013856251519325824	0.5749128919860628	1.0	0.45839073008670284	0.36082975447694676	0.35467142046835753	0.33976176971072036	0.264079085973584	0.46065958998460416	0.4632525727250628	0.08564946114577425	0.35710234178753747	0.06409529211571185	0.25322097074791344	0.27979904383761445	0.13686087026983226	0.22032250222834454	0.34543391945547364	0.3630986143748481	0.2736407098290252	0.38643545903897575	0.3391135240256057	0.24317316262863625	0.34024795397455637	0.4416984036950004	0.45936309861437485	0.2305323717689004	0.23555627582853902	0.09294222510331415	0.07365691597115306	0.0762498987116117	0.36633984280042137	0.33198282148934444	0.1678146017340572	0.42468195446074064	0.22696702050076978	0.16295275909569726	0.28855036058666234	0.395997082894417	0.2548415849607001	0.3827080463495665	0.33733084839154037	0.27283040272263187	0.08824244388623288	0.1276233692569484	0.343327120978851	0.22404991491775383	0.19779596467061017	0.3528887448342922	-0.21011263268778868	-0.10169354185236204	-0.02147313831942306	0.079491127137185	0.03087270075358561	-0.07981524997974232	0.010452961672473868	0.11563082408232721	0.21076087837290333	0.09974880479701807	0.24965561947978285	0.09034924236285552	-0.052588931204926664	0.05226480836236934	0.04918564135807471	-0.06490559922210518	-0.028603840855684303	0.25241066364152015	-0.40296572400939956	-0.09521108500121546	-0.09585933068633012	-0.17348675147881046	0.15258082813386273	-0.24317316262863625	-0.03087270075358561
LldR	0.25986548902033874	0.2315047402965724	0.4682764767847014	0.3029738270804635	0.3470545336682603	0.39243173162628636	0.30281176565918483	0.38870431893687707	0.37962887934527184	0.33344137428085246	0.3339275585446884	0.4679523539421441	0.38838019609431973	0.4021554169030062	0.5433109148367231	0.48367231180617454	0.45839073008670284	1.0	0.6155903087270075	0.8118466898954704	0.7616076492990843	0.6693947005915242	0.5935499554331092	0.7165545741836156	0.5705372336115387	0.6246657483186128	0.4219269102990033	0.5577343813305242	0.5368284579855765	0.6666396564297868	0.5144639818491208	0.42111660319261	0.5878778056883559	0.6091078518758609	0.7231990924560409	0.732274532047646	0.7470221213840046	0.6982416335791265	0.680090754395916	0.7672797990438376	0.6186694757313022	0.503281743780893	0.5617859168624909	0.5066850336277449	0.4361883153715258	0.5668098209221295	0.5131674904788915	0.5507657402155417	0.6807390000810307	0.4316505955757232	0.45158415039299893	0.2545174621181428	0.29584312454420225	0.4316505955757232	0.42160278745644597	0.46503524835912813	0.25548983064581476	0.0368689733408962	0.04675472003889474	0.2204845636496232	0.22259136212624583	0.11692731545255652	0.26197228749696133	-0.007697917510736569	0.25986548902033874	-0.028603840855684303	0.09650757637144478	0.19244793776841423	0.08240823272020095	0.09521108500121546	0.16749047889149987	0.14545012559760148	0.14804310833806011	0.19001701644923427	0.22210517786240985	0.21805364233044325	0.4250060773032979	0.2757475083056478	0.14658455554655214	0.1005591119034114	0.264079085973584	-0.09423871647354347	-0.014828620046997813	-0.09375253220970747	0.07203630175836642	0.1216270966696378	-0.12713718499311238	-0.041406693136698806
ModE	0.2700753585608946	0.2392836885179483	0.30686330119115146	0.42160278745644597	0.41042054938821815	0.2856332550036464	0.34170650676606434	0.1412365286443562	0.19001701644923427	0.3023255813953488	0.365529535694028	0.29584312454420225	0.3276071631148205	0.5334251681387245	0.5206223158577101	0.48172757475083056	0.36082975447694676	0.6155903087270075	1.0	0.7763552386354429	0.7659833076736083	0.6992140021067985	0.7787861599546227	0.6463819787699538	0.5857710072117333	0.6039218863949437	0.655943602625395	0.5741025848796694	0.709099748804797	0.6246657483186128	0.5126813062150555	0.4546633173972936	0.5211085001215461	0.4985819625638117	0.5710234178753748	0.7094238716473543	0.6172109229397942	0.6948383437322745	0.6950004051535532	0.6713394376468682	0.47038327526132406	0.6682602706425735	0.3896766874645491	0.5988979823353051	0.4115549793371688	0.5248359128109553	0.6311482051697593	0.4679523539421441	0.502795559517057	0.549145126002755	0.6680982092212949	0.5100883234745969	0.3556437889960295	0.5914431569564865	0.4133376549712341	0.5671339437646868	0.07284660886475974	0.08338060124787294	0.15484968803176405	0.39664532857953166	0.17137995300218783	0.2799611052588931	0.2794749209950571	-0.03054857791102828	0.26796856008427195	0.1133619641844259	0.30961834535288874	0.21740539664532857	0.21513653674742728	0.11238959565675391	0.23004618750506442	0.29827404586338224	0.2838505793695811	0.3561299732598655	0.3183696621019366	0.3323069443319018	0.48286200469978124	0.34251681387245764	0.3345758042298031	0.18645166518110365	-0.003484320557491289	0.033303622072765576	0.07381897739243173	-0.07657402155416904	0.055181913945385304	0.07041568754557978	-0.08613564540961025	0.050158009885746695
NrtR	0.3185317235232153	0.3436512438214083	0.49226156713394376	0.30459444129325014	0.48853415444453446	0.4156065148691354	0.4394295437970991	0.35856089457904544	0.3488372093023256	0.4250060773032979	0.39940037274126894	0.3601815087918321	0.33554817275747506	0.5141398590065634	0.47492099505712665	0.5083056478405316	0.35467142046835753	0.8118466898954704	0.7763552386354429	1.0	0.8538205980066446	0.6651811036382789	0.7266023823028928	0.7692245360991816	0.6622639980552629	0.7084515031196824	0.6491370229316911	0.7445912000648246	0.7808929584312454	0.763714447775707	0.683494044242768	0.6227210112632687	0.6710153148043109	0.6295275909569726	0.7107203630175837	0.7896442751802933	0.6833319828214893	0.8121708127380277	0.7394052345839073	0.7792723442184588	0.5744267077222267	0.6729600518596548	0.602301272182157	0.6405477676039218	0.5904707884288145	0.6141317559354995	0.6220727655781542	0.6945142208897171	0.6162385544121222	0.48124139048699455	0.5606514869135403	0.3830321691921238	0.36520541285147073	0.5504416173729844	0.45077384328660564	0.5434729762580017	0.22696702050076978	0.03767928044728952	0.1412365286443562	0.286767684952597	0.17802447127461307	0.16797666315533588	0.23733895146260434	-0.03460011344299489	0.2804472895227291	0.08532533830321692	0.22631877481565513	0.16181832914674663	0.23733895146260434	0.09472490073737946	0.26002755044161735	0.34170650676606434	0.26845474434810795	0.36909488696215864	0.4183615590308727	0.3525646219917349	0.5499554331091484	0.37184993112389597	0.2699132971396159	0.13475407179320964	0.047889149987845395	0.12600275504416172	0.008832347459687221	-0.0158009885746698	0.03719309618345353	0.07689814439672636	-0.021959322583259056	0.1830483753342517
Zur	0.3067012397698728	0.2590551819139454	0.33603435702131107	0.3760635280771412	0.3592091402641601	0.394538530102909	0.38562515193258246	0.25970342759906007	0.3097804067741674	0.3426788752937363	0.47735191637630664	0.44461550927801635	0.45158415039299893	0.5629203468114415	0.5753990762498987	0.4306782270480512	0.33976176971072036	0.7616076492990843	0.7659833076736083	0.8538205980066446	1.0	0.6901385625151932	0.7043999675877157	0.7191475569240742	0.6207762742079248	0.737136374686006	0.6050563163438943	0.6872214569321773	0.7664694919374443	0.870999108662183	0.5296977554493153	0.6277449153229073	0.5971153067012398	0.7526942711287578	0.7183372498176809	0.7282229965156795	0.6710153148043109	0.6522161899359857	0.7227129081922048	0.737622558949842	0.579612673203144	0.6360100478081193	0.5616238554412122	0.5813953488372093	0.4449396321205737	0.6160764929908435	0.5170569645895795	0.5188396402236448	0.5826918402074386	0.4906409529211571	0.6674499635361802	0.47443481079329064	0.46065958998460416	0.5039299894660076	0.5744267077222267	0.6339032493314967	0.2407422413094563	0.15112227534235476	0.13977797585284824	0.2814196580504011	0.2407422413094563	0.11482051697593387	0.21513653674742728	0.11854792966534317	0.2546795235394214	0.10201766469491938	0.22486022202414715	0.22259136212624583	0.20363017583664209	0.03946195608135483	0.28595737784620373	0.1775382870107771	0.1334575804229803	0.3313345758042298	0.4164168219755287	0.28174378089295843	0.5335872295600033	0.29276395753990764	0.2462523296329309	0.2713718499311239	0.1459363098614375	0.044647921562272104	0.06587796774977717	-0.006239364719228588	0.011749453042703185	-0.013045944412932501	0.03265537638765092	0.024876428166275017
MntR	0.17300056721497448	-0.00040515355319666155	0.24058017988817762	0.46616967830807876	0.37460497528563325	0.2985981687059395	0.36715014990681466	0.2525727250627988	0.18142776112146503	0.4143100234989061	0.30086702860384085	0.5211085001215461	0.30281176565918483	0.40539664532857955	0.5894984199011425	0.4653593712016854	0.264079085973584	0.6693947005915242	0.6992140021067985	0.6651811036382789	0.6901385625151932	1.0	0.6139696945142209	0.6612916295275909	0.6044080706587797	0.6337411879102179	0.5287253869216433	0.5852848229478973	0.5997082894416984	0.6833319828214893	0.5280771412365286	0.4609837128271615	0.5961429381735678	0.5818815331010453	0.47184182805283204	0.6230451341058261	0.6050563163438943	0.5700510493477028	0.5577343813305242	0.679118385868244	0.43651243821408314	0.4930718742403371	0.5757231990924561	0.6543229884126084	0.42468195446074064	0.528887448342922	0.4233854630905113	0.4951786727169597	0.43327120978850986	0.44088809658860706	0.5750749534073414	0.21448829106231262	0.17348675147881046	0.5206223158577101	0.2924398346973503	0.39243173162628636	0.05485779110282797	0.09634551495016612	0.03929989466007617	0.1110931042865246	0.10882424438862329	0.15436350376792804	0.14658455554655214	0.11028279718013127	0.2493314966372255	-0.027631472328012316	0.2968154930718742	0.1133619641844259	0.20476460578559275	0.23782513572644032	0.49728547119358235	0.4567701158739162	0.3549955433109148	0.35775058747265215	0.3917834859411717	0.185317235232153	0.3917834859411717	0.3277692245360992	0.23344947735191637	0.06814682764767847	0.010615023093752533	0.020824892634308402	0.05048213272830403	-0.1211409124058018	0.12827161494206304	0.18450692812575967	0.10542095454177133	0.15598411798071468
ArgR	0.16943521594684385	0.10477270885665667	0.47232801231666804	0.24560408394781622	0.32517624179564053	0.13831942306134024	0.21238149258568997	0.09051130378413419	0.13961591443156957	0.36958107122599465	0.40669313669880885	0.27801636820354914	0.24771088242443887	0.5838262701563893	0.38205980066445183	0.5194878859087594	0.46065958998460416	0.5935499554331092	0.7787861599546227	0.7266023823028928	0.7043999675877157	0.6139696945142209	1.0	0.7855927396483268	0.4523944574993923	0.7066688274856171	0.6676120249574589	0.624503686897334	0.687383518353456	0.6108905275099262	0.5873916214245198	0.5708613564540961	0.7183372498176809	0.6031115792885504	0.6423304432379872	0.6125111417227129	0.4379709910055911	0.5909569726926505	0.5642168381816709	0.6655052264808362	0.41106879507333277	0.48723766307430516	0.49290981281905843	0.3793047565027145	0.37266023823028926	0.44023985090349244	0.682521675715096	0.5661615752370148	0.3762255894984199	0.31431812656997	0.422575155984118	0.4582286686654242	0.3637468600599627	0.39437646868163034	0.4930718742403371	0.446236123490803	0.2775301839397131	0.11303784134186856	0.08986305809901952	0.24139048699457094	0.02811765659184831	0.1655457418361559	0.24706263673932422	-0.14139859006563488	0.07090187180941576	-0.03460011344299489	0.2893606676930557	0.21983631796450856	0.3271209788509845	0.1994165788833968	0.43343327120978853	0.4498014747589336	0.2994084758123329	0.4797828376954866	0.5266185884450206	0.3395997082894417	0.4553115630824082	0.31334575804229803	0.2131917996920833	0.05064419414958269	-0.05420954541771331	0.004456689085163277	0.003970504821327283	0.09537314642249413	0.1138481484482619	0.1815898225427437	0.049671825621910706	0.2337736001944737
SahR_SamR	0.1619803905680253	0.09991086621829673	0.30329794992302084	0.2720200956162386	0.3541852362045215	0.2671582529778786	0.1760797342192691	0.2759095697269265	0.15760473219350132	0.37784620371120653	0.39016287172838504	0.40312778543067823	0.27120978850984523	0.4890203387083705	0.3853010290900251	0.608135483348189	0.4632525727250628	0.7165545741836156	0.6463819787699538	0.7692245360991816	0.7191475569240742	0.6612916295275909	0.7855927396483268	1.0	0.6178591686249089	0.7016449234259784	0.550117494530427	0.6353618021230046	0.6899765010939146	0.7048861518515518	0.576209383356292	0.5519001701644923	0.6248278097398914	0.5661615752370148	0.6201280285228101	0.62985171379953	0.5389352564621992	0.606190746292845	0.5475245117899684	0.6450854873997245	0.4616319585122762	0.46114577424844017	0.5118709991086622	0.4010209869540556	0.4371606838991978	0.5593549955433109	0.5783161818329147	0.5583826270156389	0.4943683656105664	0.2498176809010615	0.5061988493639089	0.316262863625314	0.31091483672311804	0.46390081841017744	0.4604975285633255	0.49047889149987844	0.2329632930880804	0.11676525403127785	0.32744510169354185	0.13491613321448828	0.2026578073089701	0.01871809415768576	0.1261648164654404	-0.09083542662669152	0.06198849363908922	-0.07398103881371039	0.28304027226318773	0.0918077951543635	0.17689004132566244	0.1422088971720282	0.4695729681549307	0.3812494935580585	0.3804391864516652	0.3767117737622559	0.41722712908192205	0.2337736001944737	0.3739567296005186	0.2739648326715825	0.16943521594684385	0.031520946438700265	0.008994408880965886	-0.1986062717770035	0.05339923831131999	-0.07689814439672636	0.13831942306134024	0.2522486022202415	0.006563487561785917	0.18418280528320233
NrdR	0.05890932663479459	0.24009399562434164	0.1614942063041893	0.4423466493801151	0.33992383113199903	0.4126894092861194	0.366015719957864	0.3455959808767523	0.21853982659427923	0.30038084434000484	0.44007778948221377	0.32144882910623124	0.3639089214812414	0.4041001539583502	0.4207924803500527	0.39129730167733573	0.08564946114577425	0.5705372336115387	0.5857710072117333	0.6622639980552629	0.6207762742079248	0.6044080706587797	0.4523944574993923	0.6178591686249089	1.0	0.5826918402074386	0.5193258244874808	0.5873916214245198	0.6997001863706345	0.7082894416984037	0.6035977635523864	0.32436593468924724	0.41787537476703673	0.5113848148448262	0.4943683656105664	0.5520622315857711	0.5381249493558059	0.6000324122842557	0.45061178186532697	0.47864840774653594	0.48221375901466657	0.4423466493801151	0.48788590875941984	0.576209383356292	0.4081516894903168	0.4548253788185722	0.49274775139777977	0.5238635442832834	0.3827080463495665	0.28952272911433435	0.4903168300785998	0.2788266753099425	0.15533587229560003	0.5943602625395025	0.10995867433757395	0.2804472895227291	-0.04497204440482943	-0.1605218377765173	0.08013937282229965	0.05404748399643465	0.14933959970828944	0.19309618345352889	0.1504740296572401	0.21513653674742728	0.2535450935904708	0.1796450854873997	0.20022688598979013	0.2302082489263431	0.343813305242687	0.09991086621829673	0.24592820679037355	0.131674904788915	0.3073494854549874	0.3536990519406855	0.2671582529778786	0.21108500121546067	0.32874159306377115	0.3024876428166275	0.3034600113442995	0.1614942063041893	0.14139859006563488	0.10963455149501661	0.16894903168300787	0.15776679361478	0.09780406774167409	-0.02601085811522567	0.10120735758852605	0.027307349485454987
BirA	0.09034924236285552	0.1371849931123896	0.5117089376873836	0.22064662507090188	0.36536747427274935	0.5172190260108581	0.3378170326553764	0.3332793128595738	0.16360100478081194	0.4454258163844097	0.46746616967830806	0.39291791589012237	0.4559598087675229	0.5251600356535127	0.4673041082570294	0.370391378332388	0.35710234178753747	0.6246657483186128	0.6039218863949437	0.7084515031196824	0.737136374686006	0.6337411879102179	0.7066688274856171	0.7016449234259784	0.5826918402074386	1.0	0.7262782594603354	0.5966291224374037	0.7306539178348594	0.7254679523539421	0.6024633336034357	0.4436431407503444	0.6577262782594603	0.7240093995624342	0.4160926991329714	0.4882100316019771	0.5130054290576128	0.5601653026497042	0.5731302163519975	0.5728060935094401	0.43602625395024713	0.3835183534559598	0.4058828295924155	0.4880479701806985	0.503281743780893	0.47670367069119196	0.5181913945385301	0.5352078437727898	0.33489992707236044	0.18175188396402236	0.3501337006725549	0.2656997001863706	0.21481241390486994	0.4144720849201847	0.30086702860384085	0.444291386435459	0.18175188396402236	-0.11822380682278584	0.11417227129081922	-0.022607568268373714	0.019204278421521757	-0.06814682764767847	0.0707398103881371	0.11303784134186856	0.14107446722307754	-0.14480187991248683	-0.01904221700024309	0.17543148853415444	0.2956810631229236	0.23539421440726035	0.4963131026659104	0.46665586257191477	0.22502228344542582	0.35904707884288145	0.5583826270156389	0.266510007292764	0.40426221537962886	0.3065391783485941	0.1921238149258569	0.2900089133781703	0.1866137266023823	0.07041568754557978	0.06474353780082652	0.13605056316343894	0.1101207357588526	0.12535450935904707	0.1243821408313751	0.2695891742970586
MetR	0.25792075196499475	0.29406044891013694	0.3284174702212138	0.38886638035815574	0.4454258163844097	0.5193258244874808	0.4890203387083705	0.27234421845879586	0.1110931042865246	0.43894335953326313	0.524997974232234	0.2932501418037436	0.5358560894579045	0.5812332874159306	0.4664938011506361	0.158252977878616	0.06409529211571185	0.4219269102990033	0.655943602625395	0.6491370229316911	0.6050563163438943	0.5287253869216433	0.6676120249574589	0.550117494530427	0.5193258244874808	0.7262782594603354	1.0	0.6510817599870351	0.7993679604570132	0.6945142208897171	0.508143586419253	0.4559598087675229	0.41998217324365933	0.48869621586581313	0.3731464224941253	0.4021554169030062	0.49404424276800907	0.5449315290495098	0.48286200469978124	0.4870756016530265	0.5473624503686897	0.42533020014585526	0.48739972449558383	0.553520784377279	0.5201361315938741	0.4592010371930962	0.5565999513815736	0.502309375253221	0.210436755530346	0.25322097074791344	0.3353861113361964	0.2804472895227291	0.1467466169678308	0.35580585041730817	0.3209626448423953	0.41787537476703673	0.07268454744348107	-0.07527753018393972	0.008184101774572563	0.05615428247305729	-0.11076898144396727	0.003484320557491289	-0.00948059314480188	-0.022445506847095047	0.056802528158171946	-0.18191394538530103	0.023255813953488372	0.07365691597115306	0.2282635118709991	0.28660562353131835	0.44007778948221377	0.48318612754233853	0.30589093266347944	0.2720200956162386	0.5024714366744997	0.3536990519406855	0.4250060773032979	0.44153634227372174	0.2149744753261486	0.21205736974313263	-0.016449234259784458	0.33376549712340975	-0.03557248197066688	0.22340166923263918	0.08078761850741431	0.09715582205655944	0.21481241390486994	0.4156065148691354
