	AgaR	GulR	LldR	IscR	PhnF	Irr	Rex	ModE	SiaR	AraR	MetR	NadQ	RbkR	Zur	KdgR	NrtR	MntR	Phr	SahR_SamR	NagC	FUR	ThiR	CzrA	ArgR	NsrR	BirA	XylR	NnrR	RbsR	PurR	LiuR	NtrC	BioQ	PdxR	FadP	MerR	CueR	GntR	HcpR	DasR	FadR	FnrN_FixK	HrcA	NifA	AcnR	FixJ	CsoR	LiuQ	ZntR	PaaR	PhnR	FruR	NmlR	SoxR	GlcC	PrpR	GguR	RutR	LtbR	CblR	ExuR_UxuR	AmtR	TtrR	VanR	NorR	NarP	QorR	LexA	NagR	CadR-PbrR	TrpR	PhrR	HutC	NrdR	HisR	NagQ	SdaR	CcpA	PsrA	MetJ	NikR	PdhR	FabR	PhsR	NiaR	TyrR	HexR	HypR
MetR	0.7236852767198768	0.5272668341301353	0.4702212138400454	0.6060286848715664	0.5979256138076331	0.4126894092861194	0.46746616967830806	0.5374767036706912	0.6215865813143181	0.7988817761931772	1.0	0.7089376873835184	0.792723442184588	0.6724738675958188	0.6945142208897171	0.7541528239202658	0.7186613726602382	0.7024552305323718	0.8340491046106474	0.8016368203549145	0.8249736650190422	0.814925856899765	0.7502633498095779	0.7768414228992788	0.8053642330443238	0.6340653107527753	0.5993841665991411	-0.7301677335710234	-0.5643788996029495	-0.5765335061988494	-0.7019690462685357	-0.7011587391621424	-0.4788104691678146	-0.7001863706344704	-0.4489911676525403	-0.5463900818410178	-0.6441131188720525	-0.5185155173810875	-0.15258082813386273	-0.07495340734138238	-0.20784377278988736	-0.46390081841017744	-0.42451989303946197	-0.6159144315695648	-0.3002187829187262	-0.3340896199659671	-0.4444534478567377	-0.40442427680090753	-0.3582367717364881	-0.2242119763390325	-0.36147800016206144	-0.3844907219836318	-0.39988655700510495	-0.5053885422575156	-0.420144234664938	-0.4026416011668422	0.06555384490721984	0.06198849363908922	0.06328498500931853	0.02001458552791508	-0.03054857791102828	-0.02147313831942306	-0.27931285957377844	-0.3139940037274127	0.13750911595494691	0.019528401264079086	-0.15809091645733733	0.1133619641844259	0.15809091645733733	0.2775301839397131	0.25548983064581476	0.24187667125840695	0.2823920265780731	0.36212624584717606	0.3687707641196013	0.45758042298030954	-0.2700753585608946	-0.23247710882424438	-0.24560408394781622	0.2750992626205332	0.08354266266915161	0.11919617535045782	-0.10866218296734462	-0.029414147962077627	0.03670691191961754	0.039137833238797506	-0.10850012154606596	-0.03054857791102828
NadQ	0.4843205574912892	0.5029576209383356	0.45077384328660564	0.4319747184182805	0.36893282554087997	0.5099262620533183	0.39859006563487565	0.7241714609837129	0.5650271452880642	0.6646949193744429	0.7089376873835184	1.0	0.7701969046268535	0.6484887772465765	0.5869054371606839	0.7219026010858115	0.7512357183372498	0.7504254112308565	0.7137995300218782	0.6789563244469654	0.7277368122518435	0.7214164168219755	0.662750182319099	0.7069929503281743	0.7334089619965967	0.6421683818167085	0.521594684385382	-0.5412041163601005	-0.5128433676363342	-0.4342435783161818	-0.5290495097642006	-0.4958269184020744	-0.39243173162628636	-0.6745806660724415	-0.6444372417146098	-0.6821975528725387	-0.6796045701320801	-0.53034600113443	-0.20492666720687142	-0.23685276719876833	-0.27056154282473055	-0.24268697836480027	-0.3710396240175026	-0.5125192447937769	-0.263592901709748	-0.5207843772789887	-0.39291791589012237	-0.24641439105420954	-0.28093347378656514	-0.3107527753018394	-0.41544445344785674	-0.4133376549712341	-0.2844988250546957	-0.4815655133295519	-0.367474272749372	-0.33619641844258974	0.0036463819787699537	0.07479134592010372	-0.013694190098047159	-0.022283445425816385	-0.02844177943440564	-0.09666963779272345	-0.19601328903654486	-0.24560408394781622	0.08743213677983956	-0.11028279718013127	-0.19828214893444615	0.07479134592010372	0.2909812819058423	0.27898873673122115	0.19325824487480756	0.42030629608621667	0.14480187991248683	0.31188720525079006	0.38432866056235315	0.41998217324365933	-0.13118872052507902	-0.11708937687383518	-0.36358479863868404	0.2566242605947654	0.08727007535856089	0.005591119034113929	-0.06490559922210518	0.14512600275504417	0.004618750506441942	0.014342435783161819	0.13037841341868567	0.04659265861761608
RbkR	0.6084596061907462	0.5812332874159306	0.5961429381735678	0.5408799935175431	0.4635766955676201	0.5604894254922616	0.5058747265213516	0.7107203630175837	0.6804148772384734	0.6985657564216838	0.792723442184588	0.7701969046268535	1.0	0.683494044242768	0.6980795721578478	0.764686816303379	0.7847824325419334	0.7700348432055749	0.8123328741593063	0.7949923020824893	0.8094157685762904	0.789806336601572	0.6856008427193907	0.7609594036139697	0.8045539259379305	0.6750668503362774	0.5528725386921644	-0.6246657483186128	-0.5940361396969451	-0.58496070010534	-0.6329308808038246	-0.6749047889149988	-0.6721497447532615	-0.7716554574183616	-0.5830159630499959	-0.576209383356292	-0.706182643221781	-0.5538449072198364	-0.22016044080706587	-0.19050320071307025	-0.2998946600761689	-0.4152823920265781	-0.47686573211247063	-0.4888582772870918	-0.33473786565108177	-0.4987440239850903	-0.340896199659671	-0.342840936715015	-0.2814196580504011	-0.26181022607568266	-0.3681225184344867	-0.43084028846932987	-0.3264727331658699	-0.474758933635848	-0.472814196580504	-0.43051616562677253	0.1339437646868163	0.05907138805607325	0.13297139615914433	-0.07560165302649705	-0.1344299489506523	-0.1294060448910137	-0.15355319666153472	-0.27169597277368124	0.24738675958188153	0.010615023093752533	-0.10347621748642735	0.21254355400696864	0.17397293574264647	0.19196175350457823	0.3352240499149178	0.4640628798314561	0.22064662507090188	0.3042703184506928	0.41414796207762744	0.5703751721902601	-0.2347459687221457	-0.2323150474029657	-0.3289036544850498	0.08370472409043027	0.08062555708613564	0.00316019771493396	-0.07300867028603841	0.05647840531561462	0.03233125354509359	0.09764200632039544	0.025362612430111012	-0.020824892634308402
Zur	0.5862571914755692	0.4587148529292602	0.5621100397050482	0.5768576290414067	0.5883639899521919	0.43878129811198446	0.6343894335953326	0.4671420468357507	0.5807471031520947	0.709585933068633	0.6724738675958188	0.6484887772465765	0.683494044242768	1.0	0.7633903249331496	0.786889231018556	0.6933797909407665	0.7630662020905923	0.6744186046511628	0.7335710234178754	0.7599870350862977	0.7817032655376388	0.7538287010777085	0.8244874807552062	0.8011506360910785	0.7009966777408638	0.5407179320962645	-0.5851227615266186	-0.4857791102827972	-0.5356940280366259	-0.5061988493639089	-0.576209383356292	-0.5489830645814764	-0.6115387731950409	-0.608135483348189	-0.6105664046673689	-0.7614455878778057	-0.5765335061988494	-0.16522161899359858	-0.29649137022931693	-0.3872457661453691	-0.4300299813629366	-0.505712665100073	-0.40069686411149824	-0.1678146017340572	-0.3285795316424925	-0.2682926829268293	-0.41593063771169275	-0.3426788752937363	-0.34413742808524433	-0.2736407098290252	-0.3587229560003241	-0.29406044891013694	-0.40863787375415284	-0.5102503848958755	-0.3154525565189207	-0.024714366744996354	-0.08548739972449558	-0.030224455068470952	-0.1459363098614375	-0.11368608702698323	-0.11644113118872053	-0.28352645652702374	-0.13216108905275098	-0.11822380682278584	-0.04043432460902682	-0.06604002917105584	0.12956810631229235	0.2415525484158496	0.33554817275747506	0.3047565027145288	0.3493233935661616	0.4169030062393647	0.31366988088485537	0.35045782351511223	0.37573940523458393	-0.2410663641520136	-0.16846284741917186	-0.19552710477270885	0.08030143424357832	0.09067336520541285	0.00040515355319666155	0.20298193015152743	0.015638927153391134	0.012397698727817843	-0.001863706344704643	0.15792885503605866	0.2733165869864679
KdgR	0.5664856980795722	0.40944818086054613	0.5731302163519975	0.44510169354185236	0.45012559760149096	0.5702131107689814	0.6881938254598493	0.6601571995786403	0.6672879021149015	0.7842962482780974	0.6945142208897171	0.5869054371606839	0.6980795721578478	0.7633903249331496	1.0	0.8573859492747752	0.7466979985414472	0.7810550198525241	0.7494530427031845	0.863706344704643	0.8444210355724819	0.8261080949679929	0.8653269589174297	0.8615995462280204	0.8779677497771655	0.7979094076655052	0.7382708046349566	-0.5990600437565837	-0.5256462199173487	-0.5039299894660076	-0.5948464468033384	-0.6128352645652703	-0.53034600113443	-0.6716635604894254	-0.7350295762093834	-0.6723118061745401	-0.7219026010858115	-0.6436269346082165	-0.39891418847743293	-0.36147800016206144	-0.4950166112956811	-0.4366744996353618	-0.4609837128271615	-0.46390081841017744	-0.22437403776031115	-0.4924236285552224	-0.4143100234989061	-0.6324446965399887	-0.6104043432460903	-0.5655133295519001	-0.45839073008670284	-0.3284174702212138	-0.1880722793938903	-0.35272668341301355	-0.43229884126083784	-0.5399076249898712	0.09893849769062475	-0.07446722307754639	0.0028360748723766306	-0.17024552305323717	-0.10655538449072198	-0.08370472409043027	-0.03281743780892958	-0.03784134186856819	-0.13783323879750425	-0.05809901952840126	-0.28774005348026904	0.1431812656997002	0.22858763471355645	0.11028279718013127	0.12033060529940848	0.4864273559679118	0.5193258244874808	0.38254598492828784	0.1948788590875942	0.3473786565108176	-0.08743213677983956	0.005104934770277935	-0.07997731140102099	0.21546065958998462	0.12405801798881776	0.13021635199740703	0.1642492504659266	0.14237095859330687	0.132647273316587	0.13199902763147234	0.1106069200226886	0.2595413661777814
NrtR	0.5841503929989466	0.5271047727088567	0.5246738513896767	0.5206223158577101	0.502309375253221	0.6050563163438943	0.7021311076898145	0.7150960213921076	0.6486508386678551	0.7526942711287578	0.7541528239202658	0.7219026010858115	0.764686816303379	0.786889231018556	0.8573859492747752	1.0	0.8468519568916619	0.8447451584150393	0.7606352807714124	0.8486346325257272	0.843934851308646	0.8248116035977635	0.8739162142451989	0.8962806903816547	0.9043837614455879	0.8672716959727736	0.7202819868730249	-0.6619398752127056	-0.634227372174054	-0.4920995057126651	-0.5454177133133458	-0.5953326310671745	-0.6141317559354995	-0.7444291386435459	-0.782999756907868	-0.7766793614780002	-0.769548658941739	-0.63471355643789	-0.31253545093590474	-0.4564459930313589	-0.45385301029090025	-0.4499635361802123	-0.42970585852037924	-0.6246657483186128	-0.36633984280042137	-0.5954946924884531	-0.34851308645976825	-0.4924236285552224	-0.5569240742241309	-0.41771331334575806	-0.4632525727250628	-0.444777570699295	-0.3877319504092051	-0.3972935742646463	-0.38805607325176245	-0.420630418928774	0.014666558625719148	-0.07527753018393972	-0.12454420225265375	-0.11822380682278584	-0.10072117332469006	-0.16570780325743456	-0.09375253220970747	-0.09926262053318208	-0.027793533749290982	0.01871809415768576	-0.20087513167490478	0.2204845636496232	0.263106717445912	0.28595737784620373	0.2563001377522081	0.5713475407179321	0.4839964346487319	0.43229884126083784	0.40928611943926746	0.47686573211247063	-0.1251924479377684	-0.08532533830321692	-0.12584069362288308	0.20363017583664209	0.11352402560570456	-0.03848958755368285	0.10023498906085407	0.07479134592010372	0.12259946519730978	0.1898549550279556	0.24576614536909488	0.2997325986548902
MntR	0.49226156713394376	0.5622721011263269	0.6170488615185156	0.5332631067174459	0.5272668341301353	0.5343975366663966	0.633255003646382	0.7533425168138724	0.7129892229154849	0.6802528158171948	0.7186613726602382	0.7512357183372498	0.7847824325419334	0.6933797909407665	0.7466979985414472	0.8468519568916619	1.0	0.8787780568835589	0.8334008589255327	0.8212462523296329	0.7836480025929827	0.8766712584069363	0.8625719147556924	0.8797504254112308	0.8359938416659914	0.7826756340653107	0.7183372498176809	-0.5742646463009481	-0.5963049995948464	-0.5405558706749858	-0.6005185965480917	-0.5885260513734706	-0.5669718823434081	-0.737622558949842	-0.7943440563973746	-0.7282229965156795	-0.6739324203873268	-0.5622721011263269	-0.288226237744105	-0.36763633417065067	-0.31010452961672474	-0.44963941333765495	-0.3729843610728466	-0.5108986305809902	-0.46665586257191477	-0.548658941738919	-0.41900980471598737	-0.3995624341625476	-0.39810388137103964	-0.4274369986224779	-0.5779920589903573	-0.38432866056235315	-0.31934203062960864	-0.3541852362045215	-0.4870756016530265	-0.475245117899684	0.04659265861761608	-0.13183696621019367	-0.14933959970828944	-0.184344866704481	-0.15711854792966534	-0.1431812656997002	-0.1357264403208816	-0.14431569564865085	0.03670691191961754	-0.04416173729843611	-0.20395429867919943	0.27785430678227047	0.3185317235232153	0.3327931285957378	0.35953326310671746	0.5480106960538044	0.4113929179158901	0.48221375901466657	0.48496880317640384	0.42597844583096994	-0.26926505145450125	-0.13021635199740703	-0.25792075196499475	0.13378170326553765	0.20849201847500204	-0.0005672149744753262	0.0013775220808686492	0.15630824082327202	0.07689814439672636	0.15160845960619074	0.2443075925775869	0.2893606676930557
Phr	0.41722712908192205	0.5410420549388218	0.4951786727169597	0.48594117170407586	0.45450125597601493	0.6219107041568754	0.5512519244793777	0.6734462361234907	0.683007859978932	0.6478405315614618	0.7024552305323718	0.7504254112308565	0.7700348432055749	0.7630662020905923	0.7810550198525241	0.8447451584150393	0.8787780568835589	1.0	0.7758690543716068	0.8243254193339276	0.7413499716392513	0.8056883558868811	0.8034194959889798	0.8402074386192367	0.8603030548577911	0.8581962563811685	0.690300623936472	-0.5792885503605867	-0.628393161008022	-0.47443481079329064	-0.4441293250141804	-0.5378008265132486	-0.5217567458066608	-0.6917591767279799	-0.7157442670772223	-0.6415201361315939	-0.7266023823028928	-0.609594036139697	-0.36034357021311075	-0.41495826918402073	-0.42533020014585526	-0.5262944656024633	-0.5167328417470222	-0.5551413985900656	-0.4248440158820193	-0.5241876671258406	-0.35467142046835753	-0.5267806498662994	-0.3259865489020339	-0.43327120978850986	-0.48172757475083056	-0.497447532614861	-0.14334332712097886	-0.35677821894498013	-0.3848148448261891	-0.45207033465683494	0.06539178348594117	0.013532128676768495	-0.12778543067822704	-0.22129487075601653	-0.23069443319017907	-0.21481241390486994	-0.10201766469491938	-0.18515517381087432	-0.09294222510331415	-0.036544850498338874	-0.2319909245604084	0.2076817113686087	0.25500364638197875	0.2415525484158496	0.2699132971396159	0.5434729762580017	0.34624422656186693	0.4517462118142776	0.45061178186532697	0.37946681792399317	-0.22858763471355645	-0.09910055911190341	-0.18677578802366096	0.055019852524106634	0.20281986873024876	0.022283445425816385	0.14463981849120816	0.12584069362288308	0.12697512357183371	0.10574507738432866	0.29341220322502226	0.25435540069686413
SahR_SamR	0.6739324203873268	0.5685924965561948	0.576209383356292	0.6400615833400859	0.5621100397050482	0.5569240742241309	0.6070010533992383	0.6531885584636578	0.6562677254679523	0.7215784782432542	0.8340491046106474	0.7137995300218782	0.8123328741593063	0.6744186046511628	0.7494530427031845	0.7606352807714124	0.8334008589255327	0.7758690543716068	1.0	0.814439672635929	0.8862328822623774	0.8254598492828782	0.810550198525241	0.8359938416659914	0.8923912162709667	0.654485049833887	0.6492990843529698	-0.713475407179321	-0.5945223239607811	-0.6428166275018232	-0.7667936147800016	-0.785916862490884	-0.5651892067093428	-0.6055425006077303	-0.5770196904626853	-0.5460659589984604	-0.6382789077060206	-0.6196418442589742	-0.2644032088161413	-0.19066526213434892	-0.2540312778543068	-0.4895065229722065	-0.4882100316019771	-0.45433919455473626	-0.4151203306052994	-0.38821813467304106	-0.41544445344785674	-0.4394295437970991	-0.3917834859411717	-0.44947735191637633	-0.422088971720282	-0.24365934689247223	-0.2533830321691921	-0.4559598087675229	-0.4008589255327769	-0.4745968722145693	0.08856656672879021	0.00737379466817924	0.016287172838505795	-0.01904221700024309	-0.04659265861761608	0.02179726116198039	-0.13556437889960296	-0.09585933068633012	-0.029900332225913623	-0.05955757231990925	-0.30005672149744755	0.21059881695162466	0.3519163763066202	0.16911109310428651	0.31059071388056075	0.3827080463495665	0.27234421845879586	0.35596791183858684	0.30508062555708615	0.38254598492828784	-0.39567296005185965	-0.19406855198120088	-0.35483348188963615	0.1898549550279556	0.0867838910947249	0.05615428247305729	-0.18385868244064502	0.017259541366177782	0.1251924479377684	0.01191151446398185	0.027955595170569645	0.08970099667774087
NagC	0.6309861437484807	0.5664856980795722	0.497447532614861	0.5146260432703995	0.4967992869297464	0.58496070010534	0.7022931691110931	0.6433028117656592	0.7296815493071874	0.7460497528563326	0.8016368203549145	0.6789563244469654	0.7949923020824893	0.7335710234178754	0.863706344704643	0.8486346325257272	0.8212462523296329	0.8243254193339276	0.814439672635929	1.0	0.8374523944574994	0.8800745482537882	0.8416659914107447	0.9000081030710639	0.8800745482537882	0.8312940604489102	0.738108743213678	-0.6418442589741512	-0.6074872376630743	-0.4945304270318451	-0.6144558787780569	-0.7154201442346649	-0.5113848148448262	-0.7611214650352484	-0.6630743051616562	-0.6528644356211004	-0.7752208086864922	-0.6904626853577506	-0.3436512438214083	-0.32874159306377115	-0.34980957782999755	-0.41544445344785674	-0.3606676930556681	-0.5604894254922616	-0.4089619965967102	-0.4805931448018799	-0.5441212219431164	-0.5732922777732761	-0.4595251600356535	-0.4100964265456608	-0.46065958998460416	-0.37573940523458393	-0.29276395753990764	-0.4436431407503444	-0.44931529049509766	-0.49825783972125437	0.0579369581071226	-0.09812819058423142	-0.06733652054128515	-0.12324771088242444	-0.11660319260999918	-0.18418280528320233	-0.03427599060043757	-0.2992464143910542	0.019690462685357752	-0.1793209626448424	-0.2443075925775869	0.16343894335953327	0.1793209626448424	0.1728385057936958	0.22972206466250708	0.4901547686573211	0.42970585852037924	0.4169030062393647	0.2566242605947654	0.40426221537962886	-0.11417227129081922	-0.039624017502633495	-0.12713718499311238	0.15630824082327202	0.23685276719876833	0.14010209869540555	-0.04270318450692812	0.07333279312859574	0.1966615347216595	0.0579369581071226	0.0900251195202982	0.21011263268778868
FUR	0.765659184831051	0.6021392107608784	0.5736164006158334	0.6523782513572643	0.5614617940199336	0.5619479782837695	0.6585365853658537	0.628393161008022	0.6919212381492585	0.7948302406612106	0.8249736650190422	0.7277368122518435	0.8094157685762904	0.7599870350862977	0.8444210355724819	0.843934851308646	0.7836480025929827	0.7413499716392513	0.8862328822623774	0.8374523944574994	1.0	0.8716473543472977	0.8460416497852686	0.8889879264241147	0.9063284985009319	0.6967830807876185	0.6789563244469654	-0.7437808929584312	-0.6364962320719553	-0.6285552224293007	-0.7701969046268535	-0.738108743213678	-0.6136455716716636	-0.6796045701320801	-0.662750182319099	-0.6755530346001134	-0.7222267239283688	-0.5943602625395025	-0.3135078194635767	-0.26375496313102664	-0.34721659508953895	-0.49550279555951704	-0.5091159549469249	-0.4801069605380439	-0.3024876428166275	-0.472814196580504	-0.49793371687869703	-0.444777570699295	-0.4846446803338465	-0.46195608135483346	-0.40572076817113684	-0.3198282148934446	-0.29454663317397295	-0.43699862247791915	-0.39745563568592496	-0.4183615590308727	0.0900251195202982	-0.014180374361883154	0.08289441698403695	-0.12259946519730978	-0.10525889312049266	0.07414310023498906	-0.11676525403127785	-0.08727007535856089	-0.0021878291872619725	-0.08111174134997164	-0.1725143829511385	0.14804310833806011	0.3303622072765578	0.16797666315533588	0.15322907381897738	0.46001134429948953	0.33554817275747506	0.3648812900089134	0.3185317235232153	0.4039380925370715	-0.24398346973502957	-0.1354023174783243	-0.19779596467061017	0.2525727250627988	0.13378170326553765	0.03848958755368285	-0.05469572968154931	0.008670286038408557	0.08370472409043027	0.11903411392917916	0.039786078923912165	0.1725143829511385
ThiR	0.6373065391783486	0.630337898063366	0.6220727655781542	0.5830159630499959	0.6394133376549712	0.4943683656105664	0.6121870188801556	0.660805445263755	0.7303297949923021	0.769548658941739	0.814925856899765	0.7214164168219755	0.789806336601572	0.7817032655376388	0.8261080949679929	0.8248116035977635	0.8766712584069363	0.8056883558868811	0.8254598492828782	0.8800745482537882	0.8716473543472977	1.0	0.8740782756664776	0.9139453853010291	0.867109634551495	0.7421602787456446	0.6387650919698565	-0.7043999675877157	-0.6262863625313994	-0.6000324122842557	-0.7016449234259784	-0.6881938254598493	-0.6058666234502876	-0.7429705858520379	-0.6987278178429625	-0.7227129081922048	-0.6719876833319828	-0.5802609188882587	-0.25921724333522406	-0.23344947735191637	-0.2720200956162386	-0.4645490640952921	-0.4160926991329714	-0.4690867838910947	-0.3036220727655782	-0.44331901790778705	-0.5805850417308159	-0.5034438052021716	-0.41495826918402073	-0.3976176971072036	-0.4219269102990033	-0.4013451097966129	-0.37590146665586255	-0.4608216514058828	-0.5024714366744997	-0.422088971720282	0.1000729276395754	-0.09780406774167409	0.005915241876671258	-0.14415363422737218	-0.12632687788671906	-0.14366744996353617	-0.11319990276314723	-0.14075034438052023	0.04805121140912406	-0.07787051292439835	-0.1449639413337655	0.19244793776841423	0.32809334737865653	0.32809334737865653	0.22810145044972044	0.43699862247791915	0.43586419252896846	0.4449396321205737	0.342840936715015	0.36326067579612675	-0.21205736974313263	-0.19909245604083947	-0.1935823677173649	0.10882424438862329	0.20152337736001943	0.0025119520298193016	0.03897577181751884	0.06360910785187586	0.003970504821327283	0.054533668260270646	0.05534397536666397	0.23004618750506442
CzrA	0.6394133376549712	0.5190017016449234	0.521594684385382	0.4596872214569322	0.5852848229478973	0.5433109148367231	0.6836561056640467	0.6645328579531643	0.7518839640223645	0.7815412041163601	0.7502633498095779	0.662750182319099	0.6856008427193907	0.7538287010777085	0.8653269589174297	0.8739162142451989	0.8625719147556924	0.8034194959889798	0.810550198525241	0.8416659914107447	0.8460416497852686	0.8740782756664776	1.0	0.9069767441860465	0.9014666558625719	0.7468600599627259	0.7308159792561381	-0.6604813224211976	-0.5755611376711773	-0.6492990843529698	-0.6971072036301759	-0.6886800097236853	-0.5211085001215461	-0.6826837371363746	-0.7439429543797099	-0.7165545741836156	-0.7238473381411555	-0.6462199173486751	-0.2525727250627988	-0.24333522404991492	-0.32809334737865653	-0.3971315128433676	-0.365529535694028	-0.583502147313832	-0.33668260270642575	-0.396483267158253	-0.3744429138643546	-0.5507657402155417	-0.5447694676282311	-0.44461550927801635	-0.5663236366582934	-0.2781784296248278	-0.2720200956162386	-0.44510169354185236	-0.4789725305890933	-0.39923831131999027	0.11352402560570456	-0.03200713070253626	-0.07106393323069443	-0.03719309618345353	-0.052913054047484	0.051940685519812006	-0.0900251195202982	-0.0313588850174216	-0.09148367231180618	0.0005672149744753262	-0.3216108905275099	0.1078518758609513	0.2577586905437161	0.26926505145450125	0.16311482051697593	0.40717932096264486	0.5076574021554169	0.42176484887772464	0.23652864435621102	0.28482294789725304	-0.21951219512195122	-0.1595494692488453	-0.2509521108500122	0.1738108743213678	0.17705210274694108	0.10088323474596872	-0.03557248197066688	-0.0679847662263998	0.04011020176646949	0.1725143829511385	0.16927315452556518	0.2588931204926667
ArgR	0.5830159630499959	0.525970342759906	0.6133214488291062	0.5779920589903573	0.5316424925046592	0.5651892067093428	0.7544769467628231	0.6778218944980148	0.7620938335629204	0.7483186127542338	0.7768414228992788	0.7069929503281743	0.7609594036139697	0.8244874807552062	0.8615995462280204	0.8962806903816547	0.8797504254112308	0.8402074386192367	0.8359938416659914	0.9000081030710639	0.8889879264241147	0.9139453853010291	0.9069767441860465	1.0	0.9293412203225022	0.7933716878697026	0.7411879102179726	-0.6831699214002107	-0.5985738594927478	-0.5656753909731789	-0.6223968884207115	-0.6595089538935256	-0.6259622396888421	-0.658374523944575	-0.762255894984199	-0.7317883477838101	-0.7552872538692165	-0.7022931691110931	-0.339437646868163	-0.3426788752937363	-0.3802771250303865	-0.42046835750749534	-0.3692569483834373	-0.5045782351511223	-0.3605056316343894	-0.48675147881046915	-0.4720038894741107	-0.5296977554493153	-0.47718985495502797	-0.4528806417632283	-0.4590389757718175	-0.3686087026983227	-0.3514301920427842	-0.41171704075844745	-0.47621748642735595	-0.40912405801798885	0.1073656915971153	-0.08094967992869298	-0.1256786322016044	-0.22486022202414715	-0.1472328012316668	-0.07592577586905437	-0.0918077951543635	-0.11157928855036059	-0.004780811927720606	-0.13750911595494691	-0.24900737379466817	0.237014828620047	0.3086459768252168	0.22793938902844177	0.19179969208329958	0.4609837128271615	0.4366744996353618	0.49372011992545173	0.34608216514058826	0.3836804148772385	-0.2669961915565999	-0.14334332712097886	-0.1344299489506523	0.11546876266104854	0.19179969208329958	0.10752775301839397	0.031683007859978934	0.045458228668665425	0.07284660886475974	0.10023498906085407	0.23037031034762176	0.3707155011749453
NsrR	0.6645328579531643	0.5285633255003647	0.5339113524025606	0.6138076330929422	0.5324527996110526	0.6324446965399887	0.6702050076979175	0.6958107122599465	0.7162304513410582	0.7729519487885909	0.8053642330443238	0.7334089619965967	0.8045539259379305	0.8011506360910785	0.8779677497771655	0.9043837614455879	0.8359938416659914	0.8603030548577911	0.8923912162709667	0.8800745482537882	0.9063284985009319	0.867109634551495	0.9014666558625719	0.9293412203225022	1.0	0.7578802366096751	0.7118547929665343	-0.759338789401183	-0.6708532533830321	-0.6149420630418929	-0.6674499635361802	-0.7204440482943035	-0.6010047808119278	-0.6512438214083137	-0.7311401020986954	-0.6771736488129001	-0.7995300218782919	-0.7236852767198768	-0.341382383923507	-0.29146746616967834	-0.3904869945709424	-0.46438700267401345	-0.4925856899765011	-0.5857710072117333	-0.4107446722307755	-0.503281743780893	-0.42646463009480595	-0.5037679280447289	-0.5151122275342355	-0.40912405801798885	-0.38011506360910785	-0.3598573859492748	-0.31010452961672474	-0.4318126569970019	-0.4047483996434649	-0.4316505955757232	0.17137995300218783	0.08889068957134755	-0.07138805607325176	-0.06296086216676121	-0.05388542257515598	-0.0313588850174216	-0.06263673932420387	-0.027469410906733653	-0.07738432866056236	-0.022607568268373714	-0.3005429057612835	0.23652864435621102	0.3323069443319018	0.15258082813386273	0.21027469410906732	0.4423466493801151	0.3760635280771412	0.3582367717364881	0.3300380844340005	0.34656834940442427	-0.27801636820354914	-0.13912973016773358	-0.2329632930880804	0.1444777570699295	0.10217972611619804	0.04318936877076412	0.0013775220808686492	-0.030710639332306944	0.07090187180941576	0.12503038651648976	0.21140912405801798	0.21351592253464063
BirA	0.4128514707073981	0.5826918402074386	0.43878129811198446	0.32242119763390326	0.3705534397536666	0.687383518353456	0.5941982011182239	0.6068389919779597	0.6138076330929422	0.6625881208978203	0.6340653107527753	0.6421683818167085	0.6750668503362774	0.7009966777408638	0.7979094076655052	0.8672716959727736	0.7826756340653107	0.8581962563811685	0.654485049833887	0.8312940604489102	0.6967830807876185	0.7421602787456446	0.7468600599627259	0.7933716878697026	0.7578802366096751	1.0	0.6351997407017259	-0.5071712178915809	-0.5433109148367231	-0.3208005834211166	-0.369905194068552	-0.47492099505712665	-0.5246738513896767	-0.6977554493152905	-0.6684223320638522	-0.6930556680982092	-0.6762012802852281	-0.6416821975528726	-0.3084839154039381	-0.44882910623126165	-0.4865894173891905	-0.3815736164006158	-0.3927558544688437	-0.5651892067093428	-0.41982011182238066	-0.5885260513734706	-0.3350619884936391	-0.5470383275261324	-0.46179401993355484	-0.4499635361802123	-0.49226156713394376	-0.5659995138157362	-0.23782513572644032	-0.2425249169435216	-0.3637468600599627	-0.4083137509115955	-0.10428652459282067	-0.18742403370877564	-0.24317316262863625	-0.2904950976420063	-0.24706263673932422	-0.29406044891013694	-0.06134024795397456	-0.23685276719876833	-0.03054857791102828	-0.07997731140102099	-0.2823920265780731	0.14950166112956811	0.1705696458957945	0.21902601085811524	0.23620452151365368	0.6337411879102179	0.5172190260108581	0.41366177781379143	0.30508062555708615	0.47184182805283204	-0.06279880074548254	0.020176646949193744	0.025524673851389675	0.13864354590389757	0.1216270966696378	0.014990681468276477	0.15322907381897738	0.25743456770115875	0.343813305242687	0.22161899359857387	0.2746130783566972	0.3895146260432704
