	AgaR	GulR	LldR	IscR	PhnF	Irr	Rex	ModE	SiaR	AraR	MetR	NadQ	RbkR	Zur	KdgR	NrtR	MntR	Phr	SahR_SamR	NagC	FUR	ThiR	CzrA	ArgR	NsrR	BirA	XylR	NnrR	RbsR	PurR	LiuR	NtrC	BioQ	PdxR	FadP	MerR	CueR	GntR	HcpR	DasR	FadR	FnrN_FixK	HrcA	NifA	AcnR	FixJ	CsoR	LiuQ	ZntR	PaaR	PhnR	FruR	NmlR	SoxR	GlcC	PrpR	GguR	RutR	LtbR	CblR	ExuR_UxuR	AmtR	TtrR	VanR	NorR	NarP	QorR	LexA	NagR	CadR-PbrR	TrpR	PhrR	HutC	NrdR	HisR	NagQ	SdaR	CcpA	PsrA	MetJ	NikR	PdhR	FabR	PhsR	NiaR	TyrR	HexR	HypR
XylR	0.4421845879588364	0.3383032169192124	0.41900980471598737	0.44023985090349244	0.22972206466250708	0.40863787375415284	0.5382870107770845	0.582043594522324	0.5065229722064662	0.5857710072117333	0.5993841665991411	0.521594684385382	0.5528725386921644	0.5407179320962645	0.7382708046349566	0.7202819868730249	0.7183372498176809	0.690300623936472	0.6492990843529698	0.738108743213678	0.6789563244469654	0.6387650919698565	0.7308159792561381	0.7411879102179726	0.7118547929665343	0.6351997407017259	1.0	-0.43278502552467385	-0.47265213515922533	-0.37087756259622395	-0.47038327526132406	-0.43278502552467385	-0.2968154930718742	-0.4948545498744024	-0.5914431569564865	-0.6014909650757637	-0.6104043432460903	-0.5261324041811847	-0.4318126569970019	-0.31188720525079006	-0.24139048699457094	-0.43910542095454175	-0.34786484077465357	-0.5883639899521919	-0.39875212705615426	-0.48918240012964914	-0.4480187991248683	-0.4063690138562515	-0.4629284498825055	-0.4357021311076898	-0.6112146503524836	-0.24236285552224293	-0.18904464792156228	-0.18418280528320233	-0.3222591362126246	-0.46130783566971884	-0.07884288145207033	-0.18450692812575967	-0.1765659184831051	-0.21837776517300056	-0.10444858601409934	0.04853739567296005	-0.10072117332469006	-0.20573697431326474	-0.07560165302649705	-0.10606920022688598	-0.21448829106231262	0.060854063690138564	0.18321043675553034	-0.04497204440482943	0.03994814034519083	0.46390081841017744	0.3420306296086217	0.39243173162628636	0.22534640628798314	0.3561299732598655	-0.06928125759662912	0.11644113118872053	-0.1472328012316668	0.36828457985576535	0.2806093509440078	0.21918807227939388	0.02066283121302974	0.10866218296734462	0.19536504335143018	0.10169354185236204	0.16295275909569726	0.30264970423790616
NnrR	-0.6204521513653675	-0.5577343813305242	-0.3135078194635767	-0.5211085001215461	-0.502309375253221	-0.4838343732274532	-0.3990762498987116	-0.551089863058099	-0.5512519244793777	-0.5844745158415039	-0.7301677335710234	-0.5412041163601005	-0.6246657483186128	-0.5851227615266186	-0.5990600437565837	-0.6619398752127056	-0.5742646463009481	-0.5792885503605867	-0.713475407179321	-0.6418442589741512	-0.7437808929584312	-0.7043999675877157	-0.6604813224211976	-0.6831699214002107	-0.759338789401183	-0.5071712178915809	-0.43278502552467385	1.0	0.7491289198606271	0.6950004051535532	0.6877076411960132	0.5770196904626853	0.5074953407341383	0.45612187018880157	0.43521594684385384	0.4721659508953894	0.5324527996110526	0.4021554169030062	0.32922777732760716	0.0313588850174216	0.17543148853415444	0.3263106717445912	0.4233854630905113	0.49469248845312375	0.420630418928774	0.49534073413823837	0.36698808848553605	0.43229884126083784	0.2530589093266348	0.16408718904464792	0.09407665505226481	0.19828214893444615	0.2511141722712908	0.3034600113442995	0.13232315047402965	0.15063609107851875	-0.2347459687221457	-0.1527428895551414	-0.09488696215865813	-0.09796612916295276	-0.03832752613240418	-0.1793209626448424	-0.02811765659184831	-0.049347702779353374	-0.06668827485617049	-0.16360100478081194	0.13199902763147234	-0.08759419820111822	-0.34624422656186693	-0.08581152256705292	-0.15322907381897738	-0.08694595251600357	-0.14463981849120816	-0.12503038651648976	-0.14431569564865085	-0.16911109310428651	0.22567052913054048	0.18791021797261162	0.27056154282473055	-0.05420954541771331	0.009318531723523215	0.05469572968154931	0.24220079410096426	0.2577586905437161	-0.02925208654079896	-0.17040758447451584	-0.005591119034113929	-0.03703103476217486
RbsR	-0.4826999432785026	-0.5185155173810875	-0.3802771250303865	-0.4945304270318451	-0.40977230370310347	-0.6489749615104125	-0.40312778543067823	-0.5348837209302325	-0.5186775788023661	-0.46762823109958673	-0.5643788996029495	-0.5128433676363342	-0.5940361396969451	-0.4857791102827972	-0.5256462199173487	-0.634227372174054	-0.5963049995948464	-0.628393161008022	-0.5945223239607811	-0.6074872376630743	-0.6364962320719553	-0.6262863625313994	-0.5755611376711773	-0.5985738594927478	-0.6708532533830321	-0.5433109148367231	-0.47265213515922533	0.7491289198606271	1.0	0.6003565351268131	0.4715177052102747	0.5102503848958755	0.43894335953326313	0.5444453447856737	0.42954379709910057	0.4337573940523458	0.46017340572076815	0.3917834859411717	0.3135078194635767	0.20233368446641278	0.11174134997163924	0.4326229641033952	0.5512519244793777	0.5557896442751803	0.5831780244712746	0.5904707884288145	0.31318369662101936	0.39194554736245035	0.16894903168300787	0.06587796774977717	0.14707073981038812	0.37184993112389597	0.14933959970828944	0.15760473219350132	0.004942873348999271	0.18872052507900494	-0.19277206061097155	-0.018880155578964428	-0.09213191799692083	0.001863706344704643	-0.0707398103881371	-0.04594441293250142	-0.13507819463576695	-0.04821327283040272	-0.12276152661858844	-0.33246900575318045	-0.01823190989384977	-0.130702536261243	-0.24900737379466817	-0.158252977878616	-0.11887205250790049	-0.21643302811765658	-0.13248521189530832	-0.19747184182805283	-0.27039948140345194	-0.16246657483186128	0.24673851389676688	0.14820516975933878	0.32306944331901793	-0.07965318855846366	-0.04999594846446803	0.1796450854873997	0.2535450935904708	0.15938740782756664	-0.2546795235394214	-0.16651811036382788	-0.16408718904464792	0.0036463819787699537
PurR	-0.5616238554412122	-0.40426221537962886	-0.37833238797504254	-0.42046835750749534	-0.4632525727250628	-0.4105826108094968	-0.45336682602706424	-0.5319666153472166	-0.6739324203873268	-0.5591929341220323	-0.5765335061988494	-0.4342435783161818	-0.58496070010534	-0.5356940280366259	-0.5039299894660076	-0.4920995057126651	-0.5405558706749858	-0.47443481079329064	-0.6428166275018232	-0.4945304270318451	-0.6285552224293007	-0.6000324122842557	-0.6492990843529698	-0.5656753909731789	-0.6149420630418929	-0.3208005834211166	-0.37087756259622395	0.6950004051535532	0.6003565351268131	1.0	0.7465359371201685	0.6744186046511628	0.4784863463252573	0.4527185803419496	0.30508062555708615	0.40798962806903816	0.4219269102990033	0.21643302811765658	0.08986305809901952	-0.19552710477270885	-0.011749453042703185	0.1687869702617292	0.3853010290900251	0.23507009156470302	0.30637711692731545	0.23750101288388298	0.13102665910380035	0.3647192285876347	0.19812008751316748	0.13054047483996434	0.12049266672068715	0.04902357993679605	0.13183696621019367	0.4530427031845069	0.3853010290900251	0.2627825946033547	-0.3470545336682603	-0.288226237744105	-0.3180455392593793	-0.27850255246738514	-0.2323150474029657	-0.34348918240012966	0.07381897739243173	-0.01547686573211247	0.018393971315128432	-0.2577586905437161	0.014504497204440484	-0.03541042054938822	-0.21805364233044325	-0.2841747022121384	-0.16765254031277854	0.005915241876671258	-0.13297139615914433	-0.030062393647192286	-0.11157928855036059	-0.028603840855684303	0.3626124301110121	0.528887448342922	0.5969532452799611	0.13605056316343894	0.13880560732517624	0.11222753423547524	0.44510169354185236	0.3327931285957378	0.22793938902844177	0.04497204440482943	0.28709180779515436	-0.004942873348999271
LiuR	-0.7167166356048943	-0.4765416092699133	-0.5402317478324284	-0.6509196985657564	-0.6369824163357912	-0.33165869864678715	-0.475245117899684	-0.4862652945466332	-0.4971234097723037	-0.7011587391621424	-0.7019690462685357	-0.5290495097642006	-0.6329308808038246	-0.5061988493639089	-0.5948464468033384	-0.5454177133133458	-0.6005185965480917	-0.4441293250141804	-0.7667936147800016	-0.6144558787780569	-0.7701969046268535	-0.7016449234259784	-0.6971072036301759	-0.6223968884207115	-0.6674499635361802	-0.369905194068552	-0.47038327526132406	0.6877076411960132	0.4715177052102747	0.7465359371201685	1.0	0.7228749696134835	0.4653593712016854	0.5282392026578073	0.40491046106474354	0.45563568592496556	0.4078275666477595	0.28304027226318773	0.07689814439672636	-0.17640385706182643	-0.008508224617129892	0.2694271128757799	0.3073494854549874	0.3493233935661616	0.1404262215379629	0.24819706668827485	0.49047889149987844	0.26618588445020663	0.422575155984118	0.3697431326472733	0.3057288712422008	0.09051130378413419	0.27104772708856656	0.4664938011506361	0.30459444129325014	0.3854630905113038	-0.08840450530751155	-0.050158009885746695	-0.1700834616319585	-0.23539421440726035	-0.12243740377603111	-0.22664289765821247	0.12551657078032574	0.018880155578964428	-0.08889068957134755	-0.017745725630013774	0.05826108094967993	0.005915241876671258	-0.4274369986224779	-0.24333522404991492	-0.17462118142776112	-0.10072117332469006	-0.20006482456851146	-0.1216270966696378	-0.17121789158090917	-0.1806174540150717	0.34673041082570294	0.3744429138643546	0.4068551981200875	-0.15322907381897738	-0.03054857791102828	-0.08078761850741431	0.30832185398265943	0.1642492504659266	0.07106393323069443	-0.07381897739243173	0.3496475164087189	0.09780406774167409
NtrC	-0.7881857223887854	-0.611052588931205	-0.43959160521837776	-0.4582286686654242	-0.5538449072198364	-0.47265213515922533	-0.5669718823434081	-0.43586419252896846	-0.5449315290495098	-0.6911109310428653	-0.7011587391621424	-0.4958269184020744	-0.6749047889149988	-0.576209383356292	-0.6128352645652703	-0.5953326310671745	-0.5885260513734706	-0.5378008265132486	-0.785916862490884	-0.7154201442346649	-0.738108743213678	-0.6881938254598493	-0.6886800097236853	-0.6595089538935256	-0.7204440482943035	-0.47492099505712665	-0.43278502552467385	0.5770196904626853	0.5102503848958755	0.6744186046511628	0.7228749696134835	1.0	0.4214407260351673	0.5802609188882587	0.3990762498987116	0.35661615752370146	0.5990600437565837	0.4925856899765011	0.14026416011668422	0.03297949923020825	-0.0052669961915566	0.3520784377278989	0.45563568592496556	0.3749290981281906	0.20103719309618345	0.19034113929179158	0.33797909407665505	0.444291386435459	0.3809253707155012	0.23814925856899766	0.18418280528320233	0.06733652054128515	0.1715420144234665	0.5151122275342355	0.4188477432947087	0.4540150717121789	-0.14577424844015882	-0.09634551495016612	-0.1078518758609513	-0.2465764524754882	0.01158739162142452	-0.07284660886475974	-0.05647840531561462	0.07009156470302244	0.007535856089457904	-0.05485779110282797	0.07511546876266105	-0.21902601085811524	-0.17348675147881046	-0.28952272911433435	-0.18677578802366096	-0.20427842152175674	-0.2856332550036464	-0.043837614455878776	-0.09991086621829673	-0.2744510169354185	0.36326067579612675	0.29406044891013694	0.4256543229884126	0.03508629770683089	0.008184101774572563	0.041406693136698806	0.34478567377035896	0.17429705858520378	-0.04367555303460011	0.08548739972449558	0.17867271695972772	0.026497042379061666
BioQ	-0.340896199659671	-0.3643951057450774	-0.5946843853820598	-0.47167976663155337	-0.4263025686735273	-0.447694676282311	-0.4509359047078843	-0.4655214326229641	-0.5859330686330119	-0.47184182805283204	-0.4788104691678146	-0.39243173162628636	-0.6721497447532615	-0.5489830645814764	-0.53034600113443	-0.6141317559354995	-0.5669718823434081	-0.5217567458066608	-0.5651892067093428	-0.5113848148448262	-0.6136455716716636	-0.6058666234502876	-0.5211085001215461	-0.6259622396888421	-0.6010047808119278	-0.5246738513896767	-0.2968154930718742	0.5074953407341383	0.43894335953326313	0.4784863463252573	0.4653593712016854	0.4214407260351673	1.0	0.5121951219512195	0.47362450368689735	0.501823190989385	0.37460497528563325	0.3036220727655782	0.15209464387002675	0.1999027631472328	0.27931285957377844	0.2669961915565999	0.23847338141155497	0.24965561947978285	0.18499311238959565	0.2465764524754882	0.1994165788833968	0.4000486184263836	0.33927558544688435	0.25046592658617617	0.21400210679847662	0.4635766955676201	0.45126002755044164	0.33473786565108177	0.2302082489263431	0.14156065148691355	-0.20055100883234747	-0.01904221700024309	-0.08467709261810226	0.1802933311725144	-0.017259541366177782	0.16084596061907463	0.08532533830321692	0.02066283121302974	-0.184344866704481	-0.09132161089052751	0.09764200632039544	-0.24673851389676688	-0.19536504335143018	-0.16408718904464792	-0.33992383113199903	-0.4269508143586419	-0.23134267887529375	-0.33976176971072036	-0.3809253707155012	-0.3909731788347784	0.31334575804229803	0.30459444129325014	0.08548739972449558	0.009804715987359209	-0.1796450854873997	-0.05177862409853334	-0.07511546876266105	-0.04837533425168139	-0.06182643221781055	-0.08645976825216757	-0.1261648164654404	-0.17721416416821975
PdxR	-0.5608135483348189	-0.5207843772789887	-0.46260432703994814	-0.3976176971072036	-0.578154120411636	-0.5154363503767928	-0.5146260432703995	-0.6572400939956243	-0.5700510493477028	-0.6914350538854226	-0.7001863706344704	-0.6745806660724415	-0.7716554574183616	-0.6115387731950409	-0.6716635604894254	-0.7444291386435459	-0.737622558949842	-0.6917591767279799	-0.6055425006077303	-0.7611214650352484	-0.6796045701320801	-0.7429705858520379	-0.6826837371363746	-0.658374523944575	-0.6512438214083137	-0.6977554493152905	-0.4948545498744024	0.45612187018880157	0.5444453447856737	0.4527185803419496	0.5282392026578073	0.5802609188882587	0.5121951219512195	1.0	0.6151041244631715	0.6330929422251033	0.6368203549145126	0.4379709910055911	0.05064419414958269	0.32387975042541123	0.24463171542014422	0.3436512438214083	0.3259865489020339	0.5316424925046592	0.31253545093590474	0.369905194068552	0.34251681387245764	0.39129730167733573	0.31318369662101936	0.24139048699457094	0.47086945952516	0.398428004213597	0.3426788752937363	0.4963131026659104	0.4645490640952921	0.49290981281905843	-0.07787051292439835	0.07868082003079167	-0.10623126164816465	-0.02309375253220971	0.10687950733327932	0.18240012964913702	0.05339923831131999	0.35904707884288145	-0.18920670934284092	0.00737379466817924	0.045458228668665425	-0.0423790616643708	-0.13426788752937363	-0.42273721740539666	-0.35580585041730817	-0.42419577019690463	-0.36698808848553605	-0.28530913216108905	-0.44267077222267237	-0.49177538287010775	0.04011020176646949	0.09164573373308484	0.2091402641601167	-0.10590713880560733	-0.22907381897739243	0.04270318450692812	0.016773357102341787	-0.13135078194635766	-0.03784134186856819	-0.13653674742727492	-0.011263268778867191	-0.008994408880965886
FadP	-0.343327120978851	-0.4585527915079815	-0.5502795559517057	-0.33425168138724576	-0.3499716392512762	-0.4183615590308727	-0.5611376711773762	-0.6925694838343732	-0.5168949031683008	-0.5198120087513167	-0.4489911676525403	-0.6444372417146098	-0.5830159630499959	-0.608135483348189	-0.7350295762093834	-0.782999756907868	-0.7943440563973746	-0.7157442670772223	-0.5770196904626853	-0.6630743051616562	-0.662750182319099	-0.6987278178429625	-0.7439429543797099	-0.762255894984199	-0.7311401020986954	-0.6684223320638522	-0.5914431569564865	0.43521594684385384	0.42954379709910057	0.30508062555708615	0.40491046106474354	0.3990762498987116	0.47362450368689735	0.6151041244631715	1.0	0.7314642249412527	0.7068308889068957	0.5243497285471194	0.3812494935580585	0.5400696864111498	0.40361396969451424	0.20427842152175674	0.26618588445020663	0.3524025605704562	0.2177295194878859	0.5241876671258406	0.4684385382059801	0.3859492747751398	0.5094400777894822	0.49177538287010775	0.5118709991086622	0.2804472895227291	0.26796856008427195	0.21351592253464063	0.30216351997407015	0.31091483672311804	-0.12357183372498177	0.12859573778462038	0.1880722793938903	0.2533830321691921	0.12600275504416172	0.16343894335953327	-0.015152742889555142	0.006077303297949923	0.039624017502633495	0.13216108905275098	0.26845474434810795	-0.2879021149015477	-0.422088971720282	-0.17494530427031846	-0.23344947735191637	-0.526942711287578	-0.3934041001539583	-0.315290495097642	-0.3562920346811442	-0.35159225346406286	-0.031034762174864273	-0.17770034843205576	0.03800340328984685	-0.1490154768657321	-0.26245847176079734	-0.043027307349485455	-0.1994165788833968	-0.17494530427031846	0.029576209383356294	-0.2806093509440078	-0.41398590065634877	-0.3350619884936391
MerR	-0.395510898630581	-0.503281743780893	-0.3459201037193096	-0.3538611133619642	-0.3630986143748481	-0.39194554736245035	-0.5899846041649786	-0.6682602706425735	-0.5753990762498987	-0.6838181670853254	-0.5463900818410178	-0.6821975528725387	-0.576209383356292	-0.6105664046673689	-0.6723118061745401	-0.7766793614780002	-0.7282229965156795	-0.6415201361315939	-0.5460659589984604	-0.6528644356211004	-0.6755530346001134	-0.7227129081922048	-0.7165545741836156	-0.7317883477838101	-0.6771736488129001	-0.6930556680982092	-0.6014909650757637	0.4721659508953894	0.4337573940523458	0.40798962806903816	0.45563568592496556	0.35661615752370146	0.501823190989385	0.6330929422251033	0.7314642249412527	1.0	0.656429786889231	0.45255651892067095	0.11773762255894984	0.2750992626205332	0.39372822299651566	0.20800583421116603	0.14609837128271616	0.4105826108094968	0.37703589660481324	0.5650271452880642	0.4431569564865084	0.237014828620047	0.5345595980876753	0.2516003565351268	0.4258163844096913	0.4263025686735273	0.37573940523458393	0.3995624341625476	0.40734138238392353	0.3016773357102342	-0.07090187180941576	0.01612511141722713	0.0185560327364071	0.1073656915971153	0.12470626367393242	0.11465845555465522	0.1802933311725144	0.04902357993679605	-0.0235799367960457	0.10850012154606596	0.1545255651892067	-0.05226480836236934	-0.393566161575237	-0.290170974799449	-0.17397293574264647	-0.5428247305728872	-0.39745563568592496	-0.2804472895227291	-0.2783404910461065	-0.23863544283283364	-0.07025362612430111	0.03233125354509359	0.0995867433757394	-0.31237338951462607	-0.0890527509926262	0.1256786322016044	-0.11708937687383518	-0.24398346973502957	0.07333279312859574	-0.12130297382708047	-0.13426788752937363	-0.39518677578802364
CueR	-0.611052588931205	-0.49906814682764766	-0.3331172514382951	-0.3817356778218945	-0.38254598492828784	-0.4920995057126651	-0.6144558787780569	-0.5470383275261324	-0.6266104853739567	-0.6402236447613645	-0.6441131188720525	-0.6796045701320801	-0.706182643221781	-0.7614455878778057	-0.7219026010858115	-0.769548658941739	-0.6739324203873268	-0.7266023823028928	-0.6382789077060206	-0.7752208086864922	-0.7222267239283688	-0.6719876833319828	-0.7238473381411555	-0.7552872538692165	-0.7995300218782919	-0.6762012802852281	-0.6104043432460903	0.5324527996110526	0.46017340572076815	0.4219269102990033	0.4078275666477595	0.5990600437565837	0.37460497528563325	0.6368203549145126	0.7068308889068957	0.656429786889231	1.0	0.6744186046511628	0.27023741998217327	0.3036220727655782	0.343813305242687	0.2588931204926667	0.35483348188963615	0.5193258244874808	0.31820760068065795	0.44023985090349244	0.35224049914917754	0.3712016854387813	0.37768414228992786	0.15938740782756664	0.4013451097966129	0.24236285552224293	0.17235232152985983	0.3789806336601572	0.4000486184263836	0.3104286524592821	-0.13524025605704562	-0.09942468195446075	0.14658455554655214	0.09764200632039544	0.16522161899359858	0.04497204440482943	0.07738432866056236	0.19747184182805283	0.06198849363908922	0.12373389514626043	0.24236285552224293	-0.09245604083947816	-0.1499878453934041	-0.1298922291548497	-0.22956000324122844	-0.43229884126083784	-0.3579126488939308	-0.09634551495016612	-0.24058017988817762	-0.317721416416822	-0.0890527509926262	-0.07495340734138238	0.12973016773357102	-0.12146503524835912	-0.10088323474596872	-0.07592577586905437	-0.024714366744996354	-0.019690462685357752	0.010615023093752533	-0.10477270885665667	-0.2003889474110688	-0.21400210679847662
GntR	-0.4919374442913864	-0.40750344380520215	-0.28482294789725304	-0.2731545255651892	-0.2956810631229236	-0.498906085406369	-0.5363422737217406	-0.5199740701725954	-0.5102503848958755	-0.5321286767684953	-0.5185155173810875	-0.53034600113443	-0.5538449072198364	-0.5765335061988494	-0.6436269346082165	-0.63471355643789	-0.5622721011263269	-0.609594036139697	-0.6196418442589742	-0.6904626853577506	-0.5943602625395025	-0.5802609188882587	-0.6462199173486751	-0.7022931691110931	-0.7236852767198768	-0.6416821975528726	-0.5261324041811847	0.4021554169030062	0.3917834859411717	0.21643302811765658	0.28304027226318773	0.4925856899765011	0.3036220727655782	0.4379709910055911	0.5243497285471194	0.45255651892067095	0.6744186046511628	1.0	0.23831131999027633	0.32971396159144317	0.47816222348269993	0.26181022607568266	0.1870999108662183	0.500364638197877	0.36358479863868404	0.34300299813629365	0.23312535450935903	0.34413742808524433	0.3598573859492748	0.3235556275828539	0.4068551981200875	0.2947086945952516	0.25743456770115875	0.2796369824163358	0.41171704075844745	0.19309618345352889	-0.1033141560651487	0.05485779110282797	0.24965561947978285	0.1366988088485536	0.13637468600599628	0.0918077951543635	-0.01823190989384977	-0.013532128676768495	-0.07511546876266105	0.22583259055181915	0.4454258163844097	-0.17348675147881046	-0.11854792966534317	0.06604002917105584	-0.15841503929989467	-0.4318126569970019	-0.40183129406044893	-0.20930232558139536	-0.046916781460173404	-0.2956810631229236	0.10428652459282067	-0.04610647435378008	0.02114901547686573	-0.04983388704318937	0.004132566242605947	-0.1449639413337655	-0.030710639332306944	-0.131674904788915	-0.19342030629608623	-0.23442184587958836	-0.38011506360910785	-0.23766307430516165
HcpR	-0.09407665505226481	-0.1605218377765173	-0.14334332712097886	-0.022931691110931043	0.012721821570375172	-0.26472733165869866	-0.1610080220403533	-0.31366988088485537	-0.26116198039056804	-0.1256786322016044	-0.15258082813386273	-0.20492666720687142	-0.22016044080706587	-0.16522161899359858	-0.39891418847743293	-0.31253545093590474	-0.288226237744105	-0.36034357021311075	-0.2644032088161413	-0.3436512438214083	-0.3135078194635767	-0.25921724333522406	-0.2525727250627988	-0.339437646868163	-0.341382383923507	-0.3084839154039381	-0.4318126569970019	0.32922777732760716	0.3135078194635767	0.08986305809901952	0.07689814439672636	0.14026416011668422	0.15209464387002675	0.05064419414958269	0.3812494935580585	0.11773762255894984	0.27023741998217327	0.23831131999027633	1.0	0.33360343570213113	0.422088971720282	0.35175431488534153	0.16117008346163195	0.20751964994733005	0.12859573778462038	0.3809253707155012	0.26245847176079734	0.4572563001377522	0.2131917996920833	0.42176484887772464	0.1357264403208816	0.025524673851389675	-0.1683007859978932	-0.2169192123814926	-0.10833806012478729	0.19925451746211814	-0.03200713070253626	0.003970504821327283	0.17397293574264647	0.2563001377522081	0.07592577586905437	0.09926262053318208	-0.12924398346973504	-0.06215055506036788	0.09099748804797018	-0.09926262053318208	0.10380034032898469	-0.40296572400939956	-0.06976744186046512	0.22793938902844177	0.1334575804229803	-0.38060124787294386	-0.020824892634308402	-0.14804310833806011	-0.08094967992869298	-0.04011020176646949	-0.07770845150311968	-0.21335386111336196	-0.17089376873835183	-0.0002430921319179969	-0.15565999513815737	-0.14852929260189612	-0.08743213677983956	0.10461064743537801	-0.20184750020257677	-0.20363017583664209	-0.30815979256138076	-0.2713718499311239
DasR	0.025848796693947004	-0.1339437646868163	-0.1755935499554331	-0.11741349971639252	-0.0318450692812576	-0.2302082489263431	-0.39518677578802364	-0.23652864435621102	-0.1133619641844259	-0.06830888906895713	-0.07495340734138238	-0.23685276719876833	-0.19050320071307025	-0.29649137022931693	-0.36147800016206144	-0.4564459930313589	-0.36763633417065067	-0.41495826918402073	-0.19066526213434892	-0.32874159306377115	-0.26375496313102664	-0.23344947735191637	-0.24333522404991492	-0.3426788752937363	-0.29146746616967834	-0.44882910623126165	-0.31188720525079006	0.0313588850174216	0.20233368446641278	-0.19552710477270885	-0.17640385706182643	0.03297949923020825	0.1999027631472328	0.32387975042541123	0.5400696864111498	0.2750992626205332	0.3036220727655782	0.32971396159144317	0.33360343570213113	1.0	0.46860059962725875	0.33927558544688435	0.289684790535613	0.13491613321448828	0.10882424438862329	0.4019933554817276	0.006887610404343246	0.2981119844421036	0.1362126245847176	0.4045863382221862	0.3318207600680658	0.13199902763147234	0.0995867433757394	-0.10120735758852605	0.05420954541771331	0.11433433271209789	0.15760473219350132	0.31059071388056075	0.21902601085811524	0.3830321691921238	0.14609837128271616	0.31561461794019935	-0.06150230937525322	0.025524673851389675	0.24058017988817762	0.10801393728222997	0.14852929260189612	-0.24511789968398023	0.0025119520298193016	-0.09359047078842882	-0.31917996920832997	-0.5420144234664938	-0.3606676930556681	-0.35661615752370146	-0.24187667125840695	-0.31691110931042865	-0.131674904788915	-0.40069686411149824	-0.2979499230208249	-0.0707398103881371	-0.3178834778381006	0.04108257029414148	-0.447208492018475	-0.26456527023742	-0.2595413661777814	-0.11255165707803258	-0.557896442751803	-0.38060124787294386
FadR	-0.13767117737622558	-0.12422007941009643	-0.012559760149096507	-0.042217000243092134	-0.13767117737622558	-0.21140912405801798	-0.36731221132809333	-0.3233935661615752	-0.2700753585608946	-0.23507009156470302	-0.20784377278988736	-0.27056154282473055	-0.2998946600761689	-0.3872457661453691	-0.4950166112956811	-0.45385301029090025	-0.31010452961672474	-0.42533020014585526	-0.2540312778543068	-0.34980957782999755	-0.34721659508953895	-0.2720200956162386	-0.32809334737865653	-0.3802771250303865	-0.3904869945709424	-0.4865894173891905	-0.24139048699457094	0.17543148853415444	0.11174134997163924	-0.011749453042703185	-0.008508224617129892	-0.0052669961915566	0.27931285957377844	0.24463171542014422	0.40361396969451424	0.39372822299651566	0.343813305242687	0.47816222348269993	0.422088971720282	0.46860059962725875	1.0	0.3752532209707479	0.10039705048213272	0.11660319260999918	0.10752775301839397	0.38935256462199175	-0.0235799367960457	0.1783485941171704	0.3091321610890527	0.40734138238392353	0.17689004132566244	0.18920670934284092	-0.028279718013126974	0.07236042460092375	0.29211571185479296	0.19423061340247955	-0.06620209059233449	-0.02147313831942306	0.1005591119034114	0.19406855198120088	0.13734705453366827	0.2879021149015477	0.1728385057936958	-0.08500121546065958	0.11773762255894984	0.008022040353293899	0.09861437484806741	-0.1687869702617292	-0.008184101774572563	0.06231261648164654	-0.18402074386192366	-0.5893363584798639	-0.2700753585608946	-0.3233935661615752	-0.210436755530346	-0.1999027631472328	-0.10509683169921401	-0.05907138805607325	-0.342840936715015	-0.13912973016773358	0.01790778705129244	0.0290900251195203	-0.41722712908192205	-0.1614942063041893	-0.1243821408313751	-0.24787294384571754	-0.3629365529535694	-0.30086702860384085
FnrN_FixK	-0.40312778543067823	-0.32501418037436186	-0.2708856656672879	-0.5078194635766956	-0.4574183615590309	-0.290170974799449	-0.2733165869864679	-0.12973016773357102	-0.2169192123814926	-0.3524025605704562	-0.46390081841017744	-0.24268697836480027	-0.4152823920265781	-0.4300299813629366	-0.4366744996353618	-0.4499635361802123	-0.44963941333765495	-0.5262944656024633	-0.4895065229722065	-0.41544445344785674	-0.49550279555951704	-0.4645490640952921	-0.3971315128433676	-0.42046835750749534	-0.46438700267401345	-0.3815736164006158	-0.43910542095454175	0.3263106717445912	0.4326229641033952	0.1687869702617292	0.2694271128757799	0.3520784377278989	0.2669961915565999	0.3436512438214083	0.20427842152175674	0.20800583421116603	0.2588931204926667	0.26181022607568266	0.35175431488534153	0.33927558544688435	0.3752532209707479	1.0	0.5133295519001702	0.38254598492828784	0.23280123166680172	0.26294465602463335	0.16019771493395998	0.24058017988817762	0.1870999108662183	0.2255084677092618	0.11482051697593387	0.1793209626448424	0.047889149987845395	0.09521108500121546	0.12178915809091646	0.3481889636172109	0.20119925451746212	0.1564703022445507	-0.04902357993679605	0.17899683980228506	0.3580747103152095	0.13151284336763633	0.2076817113686087	-0.04335143019204278	0.08516327688193825	-0.2686168057693866	-0.14950166112956811	-0.22194311644113118	-0.0895389352564622	-0.1775382870107771	-0.15112227534235476	-0.4384571752694271	-0.289684790535613	-0.38189773924317316	-0.420630418928774	-0.17494530427031846	0.3065391783485941	0.05728871242200794	-0.024876428166275017	-0.1908273235556276	-0.15695648650838667	0.1504740296572401	-0.2773681225184345	0.01337006725548983	-0.2731545255651892	-0.005591119034113929	-0.1815898225427437	-0.043999675877157446
