	AmtR	DasR	CueR	HrcA	XylR	LldR	PdxR	KdgR	NsrR	MetR	ArgR	IscR	RutR	NrtR	LexA	NagC	MntR	CzrA	SahR_SamR	Zur	BirA	FUR	RbkR	ThiR	ModE	Phr	NadQ	Rex	PhnF	PsrA	NagQ	HutC	NrdR	FabR	HcpR	FnrN_FixK	TyrR	HisR	PaaR	AgaR	SoxR	PdhR	AraR	ExuR_UxuR	HypR	NorR	PhnR	CblR	LtbR	LiuR	NagR	SdaR	TrpR	FruR	CsoR	AcnR	QorR	VanR	LiuQ	ZntR	NifA	NarP	PrpR	FixJ	GlcC	FadP	MetJ	GguR	PhsR	NmlR	TtrR	NtrC	Irr	GntR	RbsR	PurR	MerR	FadR	NiaR	BioQ	CcpA	CadR-PbrR	SiaR	NnrR	GulR	NikR	HexR	PhrR
ArgR	-0.13707033315705977	-0.2122157588577472	0.6048122686409307	0.5974087784241142	0.6075621364357483	0.6868323638286621	0.7519830777366473	0.8155473294553146	0.7986779481755685	0.8514013749338974	1.0	0.8739291380222105	0.8328926493918561	0.8340031729243786	0.834690639873083	0.8369645690111053	0.830037017451084	0.849497620306716	0.8476996298254892	0.8958223162347964	0.9001586462189318	0.911369645690111	0.8054468535166579	0.7695399259650978	0.8057641459545214	0.8040719196192491	0.7498149127445796	0.6869381279746166	0.6609201480698044	0.679323109465891	0.6851401374933898	0.71988365943945	0.6115282919090428	0.3956636700158646	0.40497091485986253	0.4017451084082496	0.525965097831835	0.6301956636700159	0.4701216287678477	0.5734003172924379	0.559016393442623	0.4741406663141195	0.6243257535695399	0.49740877842411424	0.6419354838709678	0.5480169222633527	0.5927551560021153	0.6934426229508197	0.5228450555261767	0.28783712321523003	0.4850343733474352	0.39539925965097833	0.40005288207297723	0.022739291380222106	0.1197778952934955	0.21993654151242728	0.20010576414595452	0.15616076150185088	0.13601269169751454	0.12823902696985723	0.23839238498149126	0.312374405076679	0.3644103648863035	0.08952934955050237	0.17096774193548386	0.39693283976731886	0.4446853516657853	0.34056054997355895	0.19682707562136437	0.29450026441036486	0.3101004759386568	0.3835536753040719	0.20872554204124802	0.35859333685880485	0.24188260179799048	0.15362242199894235	0.26224219989423586	0.3250661025912216	0.39270227392913803	0.22416710735060813	0.36033844526705444	0.47768376520359596	0.38254891591750395	0.22897937599153886	0.30449497620306715	0.3797461660497091	0.24870438921205712	0.30312004230565837
IscR	-0.07107350608143839	-0.309941829719725	0.6209941829719725	0.687202538339503	0.6007932310946589	0.7050237969328398	0.7558434690639874	0.7478053939714436	0.8120571126388154	0.8401903754627181	0.8739291380222105	1.0	0.8372818614489688	0.8450026441036489	0.8532522474881016	0.8566367001586462	0.8303543098889477	0.8408249603384452	0.8826546800634585	0.9130089899524061	0.8774193548387097	0.8479640401903754	0.7894235854045478	0.7905869910100476	0.8054997355896352	0.7768376520359598	0.6630354309888947	0.6394500264410364	0.6244843997884717	0.6946589106292966	0.6423056583818085	0.7241142252776309	0.6499206768905341	0.35764145954521415	0.3734531993654151	0.3536753040719196	0.4613960867265997	0.6650449497620307	0.47667900581702805	0.6445795875198308	0.5907456372289793	0.4537810682178741	0.63590692755156	0.49804336329984134	0.5439450026441036	0.6837123215230037	0.6274986779481756	0.6551560021152829	0.5761501850872555	0.3941829719725013	0.4800634584875727	0.40264410364886305	0.4564780539397144	0.05721840296139609	0.13157059756742465	0.25309360126916974	0.08376520359598097	0.16414595452141725	0.042728714965626656	0.20274986779481755	0.2693283976731888	0.26092014806980435	0.2108937070333157	0.0834479111581174	0.1002644103648863	0.34029613960867267	0.3670544685351666	0.3578529878371232	0.18857747223691168	0.28455843469063985	0.2683236382866208	0.4052882072977261	0.25917503966155475	0.37445795875198307	0.3620306716023268	0.20571126388154415	0.23315705975674247	0.2708090957165521	0.3854574299312533	0.26187202538339505	0.4437863564251719	0.46774193548387094	0.3878900052882073	0.28566895822316235	0.3047065044949762	0.386409307244844	0.291274457958752	0.2402432575356954
RutR	-0.10571126388154416	-0.17519830777366474	0.6387625594923321	0.6040719196192491	0.5749867794817557	0.6570597567424643	0.7420412480169223	0.7708619777895294	0.8103648863035431	0.8154944473823373	0.8328926493918561	0.8372818614489688	1.0	0.8447382337387626	0.813379164463247	0.8212057112638815	0.8542041248016923	0.8557905869910101	0.8333157059756743	0.8716552088841882	0.852934955050238	0.8609730301427816	0.7822845055526176	0.7962982548915918	0.7664198836594395	0.7760973030142782	0.6236911686938128	0.6876784769962982	0.6679005817028028	0.668958223162348	0.6198307773664727	0.654362771020624	0.5806451612903226	0.28524590163934427	0.37789529349550505	0.44177683765203596	0.43395029085140135	0.6183500793231095	0.5356425171866738	0.5778424114225278	0.522104706504495	0.46208355367530407	0.5271285034373348	0.6097831835007932	0.5024854574299312	0.5004759386567953	0.49587519830777366	0.6483342147012163	0.5254362771020624	0.3971443680592279	0.4662612374405077	0.4904283447911158	0.5129561078794289	-0.010100475938656796	0.10671602326811211	0.2170809095716552	0.04257006874669487	0.2746694870438921	0.07525118984664199	0.24489687995769435	0.20597567424643046	0.17128503437334744	0.35081967213114756	0.19587519830777367	0.19413008989952407	0.4245901639344262	0.39936541512427287	0.2996298254891592	0.27207826546800634	0.35663670015864624	0.42628239026969855	0.4719725013220518	0.3625066102591222	0.44019037546271816	0.3333685880486515	0.18826017979904813	0.29756742464304603	0.31295610787942885	0.439555790586991	0.3079323109465891	0.30983606557377047	0.3244843997884717	0.3173982020095188	0.28683236382866206	0.21443680592279218	0.3466948704389212	0.239555790586991	0.29714436805922795
NrtR	-0.07710206240084612	-0.16451612903225807	0.5216287678476996	0.5358540454785827	0.6363299841353781	0.723109465891063	0.6711792702273929	0.8236911686938128	0.8401903754627181	0.8078794288736119	0.8340031729243786	0.8450026441036489	0.8447382337387626	1.0	0.8410364886303543	0.8705446853516657	0.8865679534637758	0.8836594394500265	0.8449497620306716	0.8814912744579587	0.8591750396615547	0.8557905869910101	0.7859333685880486	0.835695399259651	0.7996827075621364	0.8148598625066102	0.6833421470121629	0.7144368059227921	0.7137493389740878	0.7052882072977261	0.6596509783183501	0.7305129561078795	0.6141723955579058	0.43521946060285566	0.5319407720782655	0.4944473823373876	0.5806980433632999	0.5277630883130618	0.5082496033844527	0.6815970386039133	0.6343733474352194	0.5862506610259122	0.6882601797990481	0.663088313061872	0.5100475938656795	0.5209941829719725	0.6005817028027499	0.5994182971972501	0.5485986250661026	0.3940772078265468	0.5244843997884717	0.49106292966684295	0.5078794288736118	0.03712321523003702	-0.01639344262295082	0.12205182443151771	0.0553146483342147	0.25980962453728185	0.14389212057112638	0.16033844526705446	0.20909571655208883	0.16187202538339504	0.25864621893178213	0.14875727128503438	0.26414595452141726	0.3453728186144897	0.3141723955579059	0.29444738233738765	0.2762030671602327	0.25780010576414597	0.2940772078265468	0.4386039132734003	0.3546271813855103	0.2951877313590693	0.3490745637228979	0.169169751454257	0.34071919619249075	0.30867265996827076	0.4067160232681121	0.34648334214701215	0.41094658910629295	0.33278688524590166	0.4377049180327869	0.2933897408778424	0.31655208884188263	0.3620835536753041	0.2502908514013749	0.3197778952934955
LexA	-0.10576414595452142	-0.2865679534637758	0.6542041248016922	0.6621364357482813	0.588630354309889	0.734479111581174	0.7248016922263353	0.724748810153358	0.7971972501322052	0.8054997355896352	0.834690639873083	0.8532522474881016	0.813379164463247	0.8410364886303543	1.0	0.8459545214172396	0.8331041776837652	0.8496033844526706	0.8548915917503966	0.9087784241142253	0.8790058170280275	0.8714436805922792	0.8063987308302486	0.8023268112109995	0.8473823373876256	0.7940243257535695	0.6974616604970915	0.604865150713908	0.656795346377578	0.7066102591221576	0.5868323638286621	0.7167107350608144	0.6953463775780011	0.4508725542041248	0.4280803807509254	0.42607086197778954	0.4656795346377578	0.6087784241142252	0.46483342147012163	0.6286620835536753	0.6000528820729772	0.48112109994711794	0.5702273929138022	0.6042305658381809	0.5513484928609201	0.5382337387625595	0.6498149127445796	0.5450555261766261	0.5414066631411951	0.35071390798519303	0.48461131676361713	0.4677948175568482	0.4893707033315706	0.082760444209413	0.1103648863035431	0.1454785827604442	0.04034902168164992	0.24405076679005816	0.026652564780539397	0.036012691697514546	0.22776308831306188	0.1885245901639344	0.23019566367001587	0.11956636700158646	0.17170809095716552	0.4340560549973559	0.4002644103648863	0.31485986250661024	0.3612374405076679	0.28873611845584346	0.3337387625594923	0.4148598625066103	0.18138551031200423	0.3162876784769963	0.2382337387625595	0.2492332099418297	0.27646747752511897	0.366737176097303	0.47112638815441565	0.32041248016922264	0.4028027498677948	0.34299312533051296	0.3197250132205182	0.23209941829719724	0.3002644103648863	0.38387096774193546	0.3101004759386568	0.2970386039132734
NagC	-0.14600740349021682	-0.16425171866737176	0.6341618191433104	0.6262295081967213	0.6572184029613961	0.6727128503437335	0.7007403490216817	0.796562665256478	0.8659439450026442	0.8487572712850344	0.8369645690111053	0.8566367001586462	0.8212057112638815	0.8705446853516657	0.8459545214172396	1.0	0.8447382337387626	0.8388683236382867	0.879111581173982	0.8885774722369116	0.8622421998942359	0.8696456901110523	0.7506081438392385	0.7653622421998942	0.8152829190904284	0.7428873611845584	0.7104177683765204	0.6837123215230037	0.6771549444738234	0.7353781068217874	0.7006874669487044	0.7652035959809624	0.6950290851401375	0.3450555261766261	0.3780539397144368	0.4397144368059228	0.5072448439978847	0.5576943416181914	0.5118984664198837	0.6595980962453728	0.5424643046007404	0.522316234796404	0.5770491803278689	0.5820729772607086	0.5351136964569011	0.526176626123744	0.5627181385510313	0.598572184029614	0.5302485457429931	0.39328397673188786	0.5056583818085669	0.46599682707562134	0.4708619777895294	0.008672659968270756	0.08984664198836595	0.13252247488101535	0.09127445795875198	0.2721311475409836	0.0392913802221047	0.17049180327868851	0.22041248016922263	0.11401374933897408	0.2658381808566896	0.13881544156530937	0.169169751454257	0.37810682178741406	0.40460074034902166	0.25848757271285033	0.28281332628239025	0.33881544156530935	0.28646218931782125	0.5139079851930196	0.32913802221047067	0.3883659439450026	0.4313590692755156	0.22427287149656266	0.3818614489687996	0.34167107350608145	0.39116869381279745	0.2498149127445796	0.4190904283447911	0.3106292966684294	0.30153358011634057	0.3826017979904812	0.34531993654151244	0.42205182443151773	0.26303543098889476	0.3636700158646219
MntR	-0.19635113696456902	-0.1874669487043892	0.6042834479111581	0.6246959280803808	0.6936541512427287	0.6992067689053411	0.7199894235854045	0.811158117398202	0.8603913273400318	0.8518244315177155	0.830037017451084	0.8303543098889477	0.8542041248016923	0.8865679534637758	0.8331041776837652	0.8447382337387626	1.0	0.8774193548387097	0.8583818085668958	0.9287149656266526	0.8859333685880486	0.8989952406134321	0.8609730301427816	0.8560021152829191	0.8185087255420412	0.7928609201480699	0.6400846113167636	0.6641988365943945	0.7459545214172395	0.7547858276044421	0.6804865150713908	0.7025383395029086	0.6267054468535167	0.32654680063458486	0.5237969328397674	0.44352194606028555	0.5911686938127975	0.6027498677948175	0.5273400317292438	0.5826017979904812	0.5604970914859863	0.5450555261766261	0.5370703331570598	0.5502379693283976	0.559227921734532	0.5593865679534638	0.585404547858276	0.5547858276044421	0.567741935483871	0.4165520888418826	0.5202538339502909	0.5312004230565838	0.5013220518244316	0.08096245372818614	-0.024167107350608143	0.20333157059756743	0.09814912744579588	0.1998413537810682	0.17033315705975674	0.14029613960867265	0.19481755684822846	0.11946060285563194	0.2692755156002115	0.13167636171337915	0.19978847170809097	0.3795346377578001	0.3585404547858276	0.27773664727657327	0.30518244315177157	0.3501850872554204	0.40962453728186143	0.5310946589106293	0.453146483342147	0.3824960338445267	0.4214172395557906	0.27551560021152827	0.3990481226864093	0.31475409836065577	0.38810153358011634	0.3216287678476996	0.288841882601798	0.3656795346377578	0.3187202538339503	0.22279217345319938	0.3171866737176097	0.3438392384981491	0.30787942887361186	0.4274457958751983
CzrA	-0.1613960867265997	-0.2125330512956108	0.564304600740349	0.6100475938656795	0.6548387096774193	0.7002644103648863	0.7506081438392385	0.8187731359069276	0.8328926493918561	0.8786356425171866	0.849497620306716	0.8408249603384452	0.8557905869910101	0.8836594394500265	0.8496033844526706	0.8388683236382867	0.8774193548387097	1.0	0.9021152829190904	0.9070333157059757	0.8771020624008461	0.8875727128503438	0.864516129032258	0.8132734003172924	0.8016393442622951	0.7902168164992067	0.6785827604442094	0.6813855103120042	0.7204124801692227	0.7158646218931782	0.7136435748281332	0.7295081967213115	0.7031200423056584	0.34949762030671605	0.46277102062400843	0.39423585404547856	0.5146483342147012	0.6260708619777895	0.4737176097303014	0.5948175568482285	0.5976203067160233	0.5598625066102592	0.5525118984664199	0.578106821787414	0.6144896879957694	0.5020624008461132	0.6077736647276574	0.5948175568482285	0.5714965626652565	0.43643574828133264	0.5777895293495505	0.48302485457429933	0.4934426229508197	0.07636171337916446	0.020729772607086198	0.23844526705446853	0.10787942887361185	0.17921734531993655	0.1254362771020624	0.1324167107350608	0.13410893707033317	0.1647276573241671	0.30423056583818087	0.1923320994182972	0.2742993125330513	0.4061872025383395	0.3040190375462718	0.36853516657852986	0.32654680063458486	0.3464304600740349	0.4001057641459545	0.43680592279217345	0.2977260708619778	0.3471179270227393	0.31248016922263355	0.2749867794817557	0.3248545742993125	0.3897408778424114	0.4282919090428345	0.3251718667371761	0.4136964569011105	0.39687995769434165	0.2949762030671602	0.2510312004230566	0.3188260179799048	0.3649920676890534	0.31655208884188263	0.2777895293495505
SahR_SamR	-0.1351136964569011	-0.22131147540983606	0.6204124801692227	0.6589106292966684	0.6745637228979376	0.7028027498677948	0.7674246430460074	0.81216287678477	0.847276573241671	0.9088841882601798	0.8476996298254892	0.8826546800634585	0.8333157059756743	0.8449497620306716	0.8548915917503966	0.879111581173982	0.8583818085668958	0.9021152829190904	1.0	0.919672131147541	0.9045478582760444	0.8965097831835008	0.8278159703860392	0.78783712321523	0.7810682178741407	0.7983606557377049	0.6859333685880487	0.6384981491274458	0.6890005288207298	0.7321523003701745	0.7427287149656266	0.7495505023796932	0.7341618191433105	0.34225277630883133	0.3693283976731888	0.42601797990481227	0.5341618191433104	0.5872554204124801	0.47207826546800635	0.598995240613432	0.5777366472765733	0.5554732945531465	0.5820200951877313	0.5756742464304601	0.589053410893707	0.6137493389740878	0.590269698572184	0.579111581173982	0.5921734531993654	0.4052882072977261	0.5747752511898466	0.5168693812797461	0.497355896351137	0.07329455314648334	0.086409307244844	0.2212585933368588	0.13833950290851402	0.16441036488630353	0.07689053410893706	0.08556319407720783	0.21258593336858805	0.23632998413537812	0.19328397673188788	0.20624008461131677	0.2500793231094659	0.42913802221047065	0.390269698572184	0.33574828133262824	0.26763617133791645	0.38471708090957163	0.3484928609201481	0.49624537281861447	0.3082496033844527	0.30211528291909046	0.30698043363299843	0.2250661025912216	0.3152829190904283	0.3527234267583289	0.4058170280274987	0.2338974087784241	0.45700687466948703	0.3835536753040719	0.3051295610787943	0.2673188789000529	0.3181385510312004	0.4272871496562665	0.3731887890005288	0.30597567424643046
Zur	-0.11496562665256478	-0.271390798519302	0.6602855631940772	0.7135378106821787	0.7501322051824432	0.7375462718138551	0.7882601797990482	0.8216287678476997	0.8715494447382337	0.9047593865679535	0.8958223162347964	0.9130089899524061	0.8716552088841882	0.8814912744579587	0.9087784241142253	0.8885774722369116	0.9287149656266526	0.9070333157059757	0.919672131147541	1.0	0.9287678476996298	0.9226864093072449	0.8709148598625066	0.8195134849286092	0.8731359069275516	0.8222633527234268	0.6870438921205712	0.6534108937070333	0.7132734003172925	0.7656795346377578	0.7093601269169751	0.761237440507668	0.6983606557377049	0.38566895822316233	0.43643574828133264	0.46467477525118983	0.5389740877842412	0.6309888947646748	0.5621893178212586	0.6350608143839238	0.6139608672659969	0.5191433104177684	0.5796404019037547	0.5734003172924379	0.5997355896351136	0.6293495505023797	0.6666314119513485	0.6426758328926494	0.6087784241142252	0.4052353252247488	0.5758857747223691	0.4835007932310947	0.5108408249603384	0.12686409307244845	0.05304071919619249	0.22390269698572185	0.10179799048122687	0.2037546271813855	0.12469592808038076	0.12681121099947118	0.21930195663670016	0.20639873083024854	0.26922263352723425	0.18577472236911688	0.1760444209413009	0.4495505023796933	0.44003172924378636	0.32051824431517717	0.30047593865679534	0.3471179270227393	0.3274457958751983	0.4988894764674775	0.3203067160232681	0.3573241671073506	0.35817028027498676	0.22876784769962982	0.3210470650449498	0.36684294024325753	0.43897408778424113	0.2711792702273929	0.3958223162347964	0.4150713907985193	0.3096774193548387	0.2675304071919619	0.31121099947117925	0.3790058170280275	0.3461660497091486	0.33818085668958225
BirA	-0.15325224748810154	-0.2712321523003702	0.5913802221047065	0.6511369645690112	0.6386567953463775	0.734479111581174	0.7852987837123215	0.7998413537810682	0.8455314648334215	0.8712850343733475	0.9001586462189318	0.8774193548387097	0.852934955050238	0.8591750396615547	0.8790058170280275	0.8622421998942359	0.8859333685880486	0.8771020624008461	0.9045478582760444	0.9287678476996298	1.0	0.9372289793759916	0.7981491274457959	0.8132734003172924	0.8093601269169751	0.8346377578001057	0.7011634056054997	0.7115811739820201	0.6707562136435749	0.6929666842940243	0.6946060285563194	0.7227392913802221	0.642993125330513	0.3413537810682179	0.4348492860920148	0.4217345319936541	0.4873611845584347	0.5913273400317293	0.5024854574299312	0.617451084082496	0.600211528291909	0.5246959280803808	0.6190904283447911	0.5439978847170809	0.5733474352194606	0.5764145954521417	0.6211528291909043	0.6632998413537811	0.5355367530407192	0.38408249603384453	0.5524061343204654	0.4547858276044421	0.5017451084082496	0.08979375991538868	0.10074034902168165	0.21337916446324695	0.05520888418826018	0.1710735060814384	0.1321523003701745	0.1950290851401375	0.2600740349021682	0.22802749867794816	0.2684822845055526	0.1037546271813855	0.19159175039661555	0.4100475938656795	0.39460602855631943	0.3166578529878371	0.37059756742464306	0.35954521417239554	0.3748281332628239	0.5115811739820201	0.28894764674775253	0.4204653622421999	0.35780010576414595	0.22675832892649392	0.2811210999471179	0.3615547329455315	0.4178741406663141	0.2989423585404548	0.3571126388154416	0.45097831835007934	0.3733474352194606	0.24161819143310417	0.2994711792702274	0.4277102062400846	0.3019037546271814	0.31195134849286094
FUR	-0.1631411951348493	-0.1721311475409836	0.6484399788471709	0.6431517715494447	0.6770491803278689	0.7424643046007403	0.7735589635113697	0.8290322580645161	0.8619777895293496	0.8997355896351137	0.911369645690111	0.8479640401903754	0.8609730301427816	0.8557905869910101	0.8714436805922792	0.8696456901110523	0.8989952406134321	0.8875727128503438	0.8965097831835008	0.9226864093072449	0.9372289793759916	1.0	0.8012691697514542	0.8178741406663141	0.818667371760973	0.8142781597038604	0.7263352723426758	0.702432575356954	0.6695399259650978	0.6990481226864093	0.7096245372818615	0.7109465891062929	0.6816499206768906	0.3352194606028556	0.4593336858804865	0.41988365943945005	0.4931253305129561	0.5750925436277102	0.5177154944473823	0.5594923320994183	0.5785827604442094	0.5565838180856689	0.5960867265996828	0.5841353781068218	0.6566895822316234	0.5707033315705976	0.613590692755156	0.6344262295081967	0.5947117927022739	0.3683765203595981	0.5268640930724484	0.4970386039132734	0.4911158117398202	0.09947117927022739	0.1165520888418826	0.21729243786356425	0.16393442622950818	0.24336329984135377	0.16737176097303014	0.14246430460074036	0.2130618720253834	0.18228450555261766	0.23506081438392384	0.17313590692755157	0.19280803807509253	0.36409307244843997	0.3692226335272343	0.24584875727128502	0.25245901639344265	0.35415124272871495	0.33553675304071917	0.5335272342675833	0.28027498677948176	0.3603913273400317	0.31311475409836065	0.19317821258593337	0.3662083553675304	0.3538339502908514	0.4526705446853517	0.2723955579058699	0.3071390798519302	0.44796404019037545	0.3002644103648863	0.2925965097831835	0.3736118455843469	0.43035430988894763	0.33844526705446853	0.39539925965097833
RbkR	-0.1503437334743522	-0.16589106292966685	0.5479640401903755	0.5913273400317293	0.5948704389212057	0.6357482813326283	0.7153358011634056	0.7576414595452142	0.734690639873083	0.7784241142252777	0.8054468535166579	0.7894235854045478	0.7822845055526176	0.7859333685880486	0.8063987308302486	0.7506081438392385	0.8609730301427816	0.864516129032258	0.8278159703860392	0.8709148598625066	0.7981491274457959	0.8012691697514542	1.0	0.7867794817556848	0.7723955579058699	0.7453728186144897	0.6314648334214701	0.5390798519301957	0.7212585933368588	0.6977260708619778	0.6415653093601269	0.682971972501322	0.5938656795346378	0.41554732945531464	0.48149127445795875	0.5016393442622951	0.6195663670015865	0.6305658381808567	0.5110523532522475	0.46329984135378105	0.44389212057112637	0.5250132205182443	0.4051295610787943	0.48863035430988894	0.5672659968270756	0.5122686409307244	0.5294553146483342	0.5295081967213114	0.5189317821258593	0.3189317821258593	0.4312004230565838	0.4217874140666314	0.4341618191433104	0.07842411422527763	-0.011528291909042835	0.21829719725013222	0.1668958223162348	0.18593336858804865	0.10851401374933897	0.09661554732945532	0.14907456372289793	0.1624537281861449	0.2911158117398202	0.11824431517715495	0.22760444209413008	0.390269698572184	0.36700158646218933	0.3321523003701745	0.23088313061872026	0.21634056054997355	0.32252776308831305	0.3950819672131147	0.23199365415124273	0.2665785298783712	0.2880486515071391	0.2777895293495505	0.26515071390798517	0.29413008989952405	0.3567424643046007	0.22295081967213115	0.36795346377578003	0.3565309360126917	0.3143839238498149	0.23262823902696986	0.3527234267583289	0.2792173453199365	0.3156530936012692	0.34854574299312535
ThiR	-0.15050237969328398	-0.19666842940243257	0.5695399259650978	0.47842411422527764	0.5607615018508726	0.6676361713379164	0.645637228979376	0.7133262823902697	0.7650449497620306	0.7804336329984135	0.7695399259650978	0.7905869910100476	0.7962982548915918	0.835695399259651	0.8023268112109995	0.7653622421998942	0.8560021152829191	0.8132734003172924	0.78783712321523	0.8195134849286092	0.8132734003172924	0.8178741406663141	0.7867794817556848	1.0	0.7741935483870968	0.7350608143839239	0.5285034373347435	0.5821258593336859	0.7474352194606029	0.6414595452141724	0.5826546800634584	0.7014278159703861	0.6212057112638816	0.4104706504494976	0.5064516129032258	0.4794288736118456	0.6	0.5940243257535696	0.4869381279746166	0.5695399259650978	0.4995769434161819	0.5529349550502379	0.5292966684294025	0.5713379164463247	0.5122686409307244	0.5111052353252248	0.48931782125859336	0.4833421470121629	0.4675304071919619	0.31845584346906397	0.4675304071919619	0.5374405076679006	0.5424114225277631	-0.01935483870967742	-0.06536224219989424	0.14907456372289793	-0.02242199894235854	0.2442622950819672	0.12284505552617662	0.13384452670544686	0.19603384452670544	0.08540454785827604	0.2056583818085669	0.19132734003172924	0.1566895822316235	0.37641459545214173	0.22771020624008462	0.2516657852987837	0.26573241671073505	0.33342147012162876	0.46673717609730303	0.4177154944473823	0.30772078265468006	0.34219989423585406	0.23696456901110524	0.34034902168164993	0.36467477525118985	0.28873611845584346	0.4460602855631941	0.3040190375462718	0.34648334214701215	0.19471179270227393	0.23632998413537812	0.21824431517715495	0.26017979904812266	0.22485457429931252	0.33088313061872027	0.303648863035431
ModE	0.04362771020624009	-0.2810153358011634	0.601639344262295	0.5884188260179799	0.6581702802749868	0.6358011634056056	0.6870967741935484	0.7163934426229508	0.7931782125859334	0.7823373876255949	0.8057641459545214	0.8054997355896352	0.7664198836594395	0.7996827075621364	0.8473823373876256	0.8152829190904284	0.8185087255420412	0.8016393442622951	0.7810682178741407	0.8731359069275516	0.8093601269169751	0.818667371760973	0.7723955579058699	0.7741935483870968	1.0	0.7674775251189847	0.6182971972501322	0.5772078265468006	0.7361713379164463	0.6128503437334744	0.5352723426758329	0.7084082496033844	0.5865679534637758	0.5009518773135907	0.4518773135906928	0.42395557905869913	0.5218402961396087	0.5039132734003173	0.5807509254362772	0.6077207826546801	0.5641459545214172	0.4675832892649392	0.5858804865150714	0.5641988365943945	0.5295610787942887	0.5757271285034373	0.6502908514013749	0.5382866208355368	0.5496033844526705	0.401427815970386	0.4931253305129561	0.5044949762030672	0.48762559492332097	0.18863035430988895	0.09788471708090957	0.15563194077207826	0.10438921205711264	0.14828133262823903	0.16129032258064516	0.012374405076679007	0.18762559492332098	0.00021152829190904283	0.2384981491274458	0.05251189846641988	0.14045478582760446	0.3406134320465362	0.3391327340031729	0.22511898466419883	0.27953463775780013	0.30613432046536226	0.3239555790586991	0.4142252776308831	0.18281332628239028	0.30750925436277105	0.3001057641459545	0.15795875198307774	0.37525118984664196	0.3083553675304072	0.43373876255949234	0.37890005288207296	0.3833421470121629	0.34690639873083023	0.2464304600740349	0.1995769434161819	0.2214172395557906	0.2925965097831835	0.3149656266525648	0.18392384981491275
Phr	-0.04241142252776309	-0.25018508725542044	0.4539925965097832	0.5313590692755156	0.5362242199894236	0.6309360126916975	0.6445267054468535	0.6785827604442094	0.765309360126917	0.7276573241671074	0.8040719196192491	0.7768376520359598	0.7760973030142782	0.8148598625066102	0.7940243257535695	0.7428873611845584	0.7928609201480699	0.7902168164992067	0.7983606557377049	0.8222633527234268	0.8346377578001057	0.8142781597038604	0.7453728186144897	0.7350608143839239	0.7674775251189847	1.0	0.6299841353781068	0.5955579058699101	0.6331041776837653	0.5968799576943417	0.6236911686938128	0.6527763088313062	0.5226864093072449	0.4194077207826547	0.3923320994182972	0.40994182971972504	0.46901110523532524	0.5622950819672131	0.45885774722369116	0.5252776308831306	0.5867794817556848	0.4702802749867795	0.5607086197778953	0.5157588577472237	0.5054997355896351	0.5217345319936542	0.6652035959809625	0.5434690639873083	0.5695399259650978	0.2861448968799577	0.481544156530936	0.47366472765732415	0.47165520888418827	0.041089370703331574	0.0858804865150714	0.15214172395557907	0.1405076679005817	0.16187202538339504	0.04399788471708091	0.14526705446853516	0.24865150713907985	0.16171337916446324	0.3662083553675304	0.13670015864621893	0.18926493918561607	0.37181385510312004	0.2810153358011634	0.2088841882601798	0.19011105235325224	0.28995240613432044	0.3638286620835537	0.4224748810153358	0.25018508725542044	0.223532522474881	0.22845055526176627	0.23601269169751454	0.21517715494447381	0.3571126388154416	0.30523532522474883	0.36721311475409835	0.3239555790586991	0.4195134849286092	0.35933368588048653	0.14976203067160232	0.3507667900581703	0.39439450026441036	0.24336329984135377	0.27493389740877844
NadQ	-0.07445795875198308	0.000898995240613432	0.4574828133262824	0.4162876784769963	0.4545214172395558	0.577683765203596	0.5824431517715495	0.63204653622422	0.6966155473294553	0.7124272871496563	0.7498149127445796	0.6630354309888947	0.6236911686938128	0.6833421470121629	0.6974616604970915	0.7104177683765204	0.6400846113167636	0.6785827604442094	0.6859333685880487	0.6870438921205712	0.7011634056054997	0.7263352723426758	0.6314648334214701	0.5285034373347435	0.6182971972501322	0.6299841353781068	1.0	0.602432575356954	0.4321523003701745	0.49434161819143313	0.610946589106293	0.607509254362771	0.5746166049709148	0.1434690639873083	0.34209413008989953	0.2161290322580645	0.31078794288736117	0.3937599153886832	0.28429402432575357	0.3997355896351137	0.5275515600211528	0.450502379693284	0.5845584346906398	0.4558963511369646	0.5906398730830249	0.3609201480698043	0.38514013749338977	0.44870438921205713	0.38175568482284505	0.274034902168165	0.30423056583818087	0.34093072448439976	0.23336858804865152	-0.03241671073506081	0.060074034902168165	-0.03278688524590164	0.17218402961396087	0.16039132734003173	0.17789529349550504	0.2327340031729244	0.18503437334743522	0.13194077207826546	0.16710735060814383	0.1577472236911687	0.03289264939185616	0.23183500793231096	0.1641988365943945	0.3080909571655209	0.16562665256478054	0.1570597567424643	0.2933897408778424	0.3319936541512427	0.14167107350608144	0.2101004759386568	0.3601797990481227	0.035325224748810155	0.3059227921734532	0.3527763088313062	0.2810153358011634	0.2876784769962983	0.47498677948175566	0.5138551031200423	0.3707033315705976	0.10195663670015864	0.26816499206768907	0.523532522474881	0.14928609201480697	0.198783712321523
