	BirA	ThiR	Zur	Phr	MntR	ArgR	NrtR	CzrA	NsrR	RbkR	KdgR	FUR	NagC	MetR	SahR_SamR	PhrR	XylR	ModE	NadQ	AraR	IscR	HutC	AgaR	PhnF	SiaR	GulR	Irr	HypR	TrpR	TyrR	HisR	PsrA	CcpA	HexR	Rex	PdhR	VanR	GguR	NagR	NiaR	LldR	NrdR	PurR	CsoR	HrcA	PhnR	NmlR	ZntR	LiuR	NnrR	GntR	NtrC	BioQ	FixJ	PaaR	PdxR	RbsR	AcnR	CueR	NifA	FruR	FadP	MerR	DasR	FadR	GlcC	FnrN_FixK	HcpR	CblR	CadR-PbrR	NikR	NagQ	NarP	SdaR	LiuQ	SoxR	LexA	QorR	FabR	PhsR	AmtR	LtbR	RutR	TtrR	MetJ	ExuR_UxuR	NorR	PrpR
KdgR	0.8572690063087827	0.9281373562445824	0.8882172705823456	0.8858277206335669	0.9150330735962843	0.9254928591625682	0.9296763098488395	0.8644492446611752	0.9079918973165655	0.8623076887419981	1.0	0.9411188007286853	0.9567702370081259	0.9165558032920628	0.9064228135965624	0.7430318313084351	0.7851305561092287	0.7561453847615781	0.7549216385220483	0.7535866426243795	0.7891679916191924	0.5803500655909443	0.7528704729501091	0.6641256935720875	0.7140350714547283	0.7752617843518085	0.7712359373479009	0.2166633446282639	0.2969485145852937	0.27215142932633696	0.2871562269678442	0.37518715437280686	0.5583481279927317	0.4760813235000997	0.5141704252054642	0.29367592047503605	0.19408198172724364	0.43301148189180044	0.31655858453351626	0.3289930515317687	0.3592367346371175	0.47867946655788923	-0.5887517324816554	-0.6653332159031387	-0.6969976498509718	-0.6145755593771873	-0.6044587935901655	-0.6032234588445796	-0.748186398802212	-0.832110359660874	-0.8534100337920837	-0.8214048977661996	-0.6489493860409491	-0.6919381081068553	-0.7723275746183905	-0.7069127756326166	-0.7228353829537711	-0.8119973485498143	-0.8059759608030371	-0.6849363327477275	-0.7692728444219885	-0.8496066861044541	-0.793856701169512	-0.5290894679021559	-0.6578447232896524	-0.5721036846813856	-0.43954508160625966	-0.3271991507942762	-0.0023362428209204983	-0.13832504368866783	0.010566399822000546	0.034329790340748435	-0.04307911241314415	-0.047269516203049165	-0.025673176316801945	0.10819492794266934	-0.40171092703413047	-0.47520291474104326	-0.39884161293462694	-0.35024637163875383	-0.2505365478303999	-0.3032804742943759	-0.2074087636918199	-0.2069544942544187	-0.10091734613940509	-0.1326582642272089	-0.24069095308509209	-0.2862778182087878
FUR	0.8396405708961624	0.9415359869467068	0.9245982264950332	0.8930519953089727	0.9349838456225578	0.9444215249546889	0.932283723711474	0.9013818134621358	0.9281280854397375	0.8869564411234361	0.9411188007286853	1.0	0.9561699523944172	0.9365065753183363	0.9491728124377118	0.7303632764878483	0.7933050882812391	0.7749094937677015	0.7835429307795356	0.777869198214443	0.8462645609578595	0.6358126555756938	0.8057557791879703	0.7207517695648747	0.7155276710347609	0.8165539491310938	0.7634067426563637	0.22806875228872994	0.2927326160820652	0.2006341230513927	0.24472607089384465	0.32969531499877164	0.5331083618024299	0.4166624175477794	0.5258076029870533	0.25655793557717715	0.19988087015774275	0.454902169831874	0.3780935516916901	0.3609680574419068	0.35915561509472443	0.48651561435306007	-0.667446959407781	-0.69138185981616	-0.6693915107240035	-0.6044193926695746	-0.6206780666663576	-0.6024562997436622	-0.8091929300842252	-0.891225646754523	-0.8570766371082505	-0.8544414108310813	-0.6606421886516078	-0.6978482461954935	-0.7417200124228784	-0.7126166383134552	-0.7680583689873036	-0.8259846753595913	-0.8478498685863414	-0.7318280636533461	-0.7889686693150266	-0.8324974157631495	-0.8019107128785385	-0.5608303859899597	-0.5729867288428645	-0.5619660595834627	-0.42161070963375685	-0.337918518896218	0.04156101811978807	-0.061286973128572154	0.024581539046312304	0.028009419137722442	-0.08100829273493379	-0.029499701016543752	-0.03862680838637006	0.04838664818686234	-0.4480325034417863	-0.45083923960858663	-0.44244220812029794	-0.4260606959593197	-0.18328612948533127	-0.2699519308768791	-0.185232998502765	-0.1892912933236299	-0.09047841988402223	-0.10647055824151373	-0.2130338245314767	-0.250045195173619
NagC	0.8795629742596104	0.9551269868493634	0.9219050576875831	0.9267606417251114	0.9402264857623615	0.9416959083302817	0.9508438750110091	0.8945260532793154	0.9459558431565236	0.8838113205797962	0.9567702370081259	0.9561699523944172	1.0	0.9317182046159337	0.9407618747421558	0.7571837149042094	0.7861271676300579	0.7679772494449105	0.7827641831725621	0.7747518900853377	0.833297022681024	0.6367327829565523	0.7800849205723794	0.7268310998419327	0.7167815473900366	0.7822218410891342	0.7736811121257492	0.1891406427448999	0.3411656182931521	0.2342268844069698	0.2891981217349384	0.36736723048611464	0.5253232034339061	0.46020043480074724	0.5569667780708382	0.2613625301880583	0.16066073026129762	0.4415058568309608	0.37615363577789007	0.40314790178509347	0.36349666946335946	0.489700135817291	-0.6310080609648127	-0.6910087099211518	-0.6896713963222717	-0.6195817939934456	-0.6143600131645429	-0.5862045788505129	-0.784833890354191	-0.8616958156222333	-0.8602820178833825	-0.8532640186157762	-0.6483004297018046	-0.7007430550083206	-0.7542935414938048	-0.7400813976665385	-0.7678011041528571	-0.8300313816744	-0.8417125957790026	-0.7207911704854657	-0.7794892713610932	-0.8298923196017263	-0.7949877393605926	-0.576458645257288	-0.6246691481520968	-0.567927187098748	-0.4621496215193922	-0.3631536496840973	0.0052171454264801995	-0.096585562575615	0.02817629362493105	0.044979627406353286	-0.0564661546092124	-0.03440627448071904	-0.06393147021058633	0.06263819293471963	-0.41763353435528505	-0.47325141032118706	-0.40596622645794994	-0.3654875748038066	-0.24108032688857883	-0.32915529061655485	-0.223989598156964	-0.23196944342723114	-0.11814481924248253	-0.1354116932661509	-0.24537039183056678	-0.26204393434416007
MetR	0.7978570534600962	0.9181781941399243	0.9057784926598402	0.8705053979261209	0.8888152374948431	0.907523721671897	0.9016506668026385	0.8588056422118286	0.9002716345819562	0.86447705707571	0.9165558032920628	0.9365065753183363	0.9317182046159337	1.0	0.932795935679156	0.6776935164626317	0.7387394486652359	0.7373372394324413	0.7644520259026287	0.7450598198682619	0.8175945969749364	0.5919710194640547	0.7819715293583213	0.7221145778770784	0.7180748246659033	0.7822218410891342	0.7503210016177555	0.17666677482605653	0.2674464958675387	0.21206734312639353	0.2394463475346612	0.29007653049399484	0.501497234982455	0.4019797803746332	0.4338481720290547	0.24489526308226447	0.21106377850193064	0.4892087831605101	0.4097510325358896	0.303292062800432	0.33920252536723977	0.4351043660855417	-0.6397365237263073	-0.6600048208185194	-0.7006781593744061	-0.5936026811167612	-0.5663581033787448	-0.5750657068293384	-0.8059226536751788	-0.8590119176196281	-0.8477386189282022	-0.8509579059106016	-0.6042548358835772	-0.6771395858731476	-0.727818440557917	-0.7065326726339747	-0.7157478526498278	-0.8214744288025365	-0.8131724230639082	-0.695270962448605	-0.7532459405463285	-0.807844027979289	-0.7596358427856914	-0.5055022226754615	-0.6007272946400842	-0.5558102451664341	-0.3997478341082181	-0.2853461023218731	0.08224826288294218	-0.044504498658051	0.05945135376927748	0.030572796677343545	-0.09909099758495533	-0.05173340873587941	-0.023883910981731878	0.07403432979034075	-0.44377720401796683	-0.4741483606899333	-0.4404397142737947	-0.4007606695375259	-0.18978728138283324	-0.25722543352601157	-0.19709731100305472	-0.18944657930478234	-0.09808511525928124	-0.12240475406872448	-0.23302863288076353	-0.2795031775683606
SahR_SamR	0.8180395956074926	0.9268579851759831	0.8972099512819205	0.8828471568759242	0.9041352425010777	0.9237151823335543	0.9074565083367713	0.9030760530475453	0.9381730024892111	0.8773124863835053	0.9064228135965624	0.9491728124377118	0.9407618747421558	0.932795935679156	1.0	0.7003745405157349	0.7569449916794526	0.7770162841687102	0.7523930265005957	0.7872095340957025	0.8233216366678873	0.6479017850934728	0.8180094654917467	0.7687768563627851	0.7236303544692232	0.796911431365914	0.7591259485192207	0.18419930376255614	0.3062772619604971	0.19445049621982932	0.19507395784565038	0.28054846081462564	0.4887035242964618	0.3856029036160774	0.5011565329044041	0.2786942998456411	0.23227074458469113	0.49604368403242927	0.42183552665124624	0.41694517709554957	0.38961947981514017	0.4953483736690601	-0.7075478257644937	-0.6721379866593118	-0.6941005233369335	-0.6343339622029286	-0.6490606356990882	-0.6051842340692807	-0.8308263531898522	-0.8746587184966463	-0.8477200773185124	-0.8502162415230078	-0.6567623568240076	-0.6889644974528464	-0.754033958958147	-0.7265367517881065	-0.739543690985533	-0.8306710672086998	-0.8383797414372529	-0.7063194441225416	-0.7622131265325799	-0.823358719887267	-0.7826552512156343	-0.4942984550203726	-0.5539746258071394	-0.5138853479564829	-0.3936360560142029	-0.34590068186769635	0.04897534429451493	-0.03553035956816591	0.09254349166322874	0.04075214039706857	-0.07513292016446407	-0.03970453944959232	-0.12443042492734006	-0.020812956876851262	-0.4639087567387163	-0.46535731999573543	-0.454892899027029	-0.39182593136823174	-0.17278926069966763	-0.23324881449583046	-0.20838915130417046	-0.19490476565723053	-0.08903680973063677	-0.07671359239052339	-0.2529933111143044	-0.2370776568967835
PhrR	0.7384080173920299	0.750578266452202	0.7323078278040708	0.7454538290741711	0.7567989765031451	0.7751505346936695	0.7740426735147011	0.6921907375388794	0.7467169762342918	0.6697855199299128	0.7430318313084351	0.7303632764878483	0.7571837149042094	0.6776935164626317	0.7003745405157349	1.0	0.629042650337689	0.6244466488358187	0.6374257756187104	0.6210257218480423	0.618691796728333	0.5393082125424719	0.548945214178769	0.5237633905187479	0.478074546541758	0.5913915941612471	0.5932202604169081	0.24173160092893464	0.39248647621343247	0.30713481140865245	0.38791365172367437	0.38335705114239493	0.42748608220422657	0.5330179714551919	0.5144439139483894	0.09909331528616656	0.11017424477706032	0.25469913920577014	0.2897010628977755	0.3232451525279167	0.24488599227741956	0.4216083919325456	-0.39495019260097064	-0.5316435746369321	-0.547830399896167	-0.5076970857224969	-0.5245931275523684	-0.5842044027052209	-0.5386638916057498	-0.6457880415888305	-0.6286254641196676	-0.5776429905762269	-0.5571127932471458	-0.5768827845789433	-0.6435769546333165	-0.6063894386991207	-0.6318818343214466	-0.6626562710041672	-0.6585701637687675	-0.623876494337856	-0.6899379319615633	-0.6811631151758439	-0.660855417163041	-0.5859565848209112	-0.5435681473687138	-0.5331778928387668	-0.412518367782099	-0.2713657286157298	-0.1294691073605555	-0.14827493498848102	0.021158294357324633	0.12320667868781028	0.023448183154020516	0.022597586809498867	-0.11797330935285147	0.06104361450139294	-0.33760099383027936	-0.38827521311262636	-0.14852756442050516	-0.20815506348183618	-0.24325896602713565	-0.24612596242542797	-0.2652446797168696	-0.26584264662936713	0.024991772160700133	-0.1976303822816378	-0.12433308147646838	-0.1328645396350084
XylR	0.7640348396846072	0.7667372792969022	0.7408346505601884	0.7552692937037329	0.7683990710653545	0.7849845409329211	0.7748839990543779	0.7612837283468764	0.7542541405732138	0.6950461454311156	0.7851305561092287	0.7933050882812391	0.7861271676300579	0.7387394486652359	0.7569449916794526	0.629042650337689	1.0	0.6554018662130153	0.6455655422725524	0.6592260732115459	0.6842340692807246	0.512077541011723	0.5899152184896932	0.5543894943239497	0.543037393791342	0.61350709911881	0.6477094158929407	0.23008978774492309	0.24928730687754658	0.2525112292623684	0.30781621556475425	0.3855936328112325	0.5133916775984907	0.3758337930107402	0.4843161159036022	0.19131464648103425	0.08919673111421168	0.2928021471184021	0.2475049946461102	0.32706008872160236	0.1681283635638828	0.3521005326077383	-0.43150729380571173	-0.6057567062684547	-0.5262132006990187	-0.5335556781361974	-0.508651978621524	-0.4991401328506334	-0.5625895212092837	-0.6980985579263064	-0.6227199614334519	-0.6113238245778307	-0.5233902406237397	-0.5876647306135883	-0.6664967019111764	-0.611708562978895	-0.6290125202219431	-0.6381094974760234	-0.6940912525320886	-0.6645220204792079	-0.6508568541377919	-0.7510163119811246	-0.736078727674743	-0.5094191377224414	-0.48521306627234845	-0.5478188113901108	-0.4108565760136466	-0.3774561838586017	-0.03327291858842726	-0.048606829801929256	0.08890238306038539	-0.015326958109868309	0.06201936671132104	0.03505059541744116	-0.07480844199489178	0.07846809220742498	-0.34676286671827417	-0.3653971844565686	-0.2395575971928003	-0.3460814625621723	-0.16268640111991323	-0.2809216107096338	-0.2771669347474401	-0.27255239163587985	-0.017730414265914495	-0.12464828884119575	-0.16627883799732074	-0.28255559006355135
ModE	0.7222420514436961	0.7707538554959649	0.7875177883567962	0.7917383222624472	0.7885028113715692	0.7968859366525904	0.7978338764479839	0.8161599399251847	0.8135687499710287	0.7854318572666886	0.7561453847615781	0.7749094937677015	0.7679772494449105	0.7373372394324413	0.7770162841687102	0.6244466488358187	0.6554018662130153	1.0	0.7415693618441485	0.6598588056422118	0.678611326142279	0.6234940736380029	0.6052584005080401	0.6380330133360528	0.6184669797108436	0.6852886233318346	0.6741567044142938	0.17958244294978468	0.4004987693006568	0.3238268955319356	0.31267643500470493	0.2589243085138436	0.46289360360819726	0.4655450537938451	0.5040513417172312	0.26005302900371297	0.1829546982121253	0.43395710398598253	0.346691017980726	0.3028540172715094	0.28970569830019793	0.45478628477131244	-0.5917763325623114	-0.5977258715715404	-0.5242616962791625	-0.513535375073587	-0.5978324858272571	-0.5152713332807988	-0.6673658398653879	-0.6869226026857521	-0.7229396795082765	-0.6489146205227807	-0.6227871747685776	-0.6550982473543441	-0.6519137258901132	-0.6752877426053743	-0.7478364259193162	-0.7940792004857902	-0.7453008607942299	-0.680690304128753	-0.7187353695111041	-0.7592117034640362	-0.7574432974398673	-0.5217701674770895	-0.5171811190788528	-0.5237633905187479	-0.3054173948111305	-0.36165641470164234	-0.04900779211147216	0.04526470465533465	0.046453685376695975	0.2332511321970417	0.09189685302529539	-0.01557958754189245	-0.10829690679596349	-0.01736421747454005	-0.4793747769212584	-0.37321710834326083	-0.3069215828972192	-0.23821564819149774	-0.17949437030375792	-0.16153218591672036	-0.17503743087456136	-0.17085629788950127	-0.03750967640255689	-0.04667618469297412	-0.042814894475063855	-0.1608322401509287
NadQ	0.7752177480287952	0.7826784282277466	0.7864423749947852	0.8063885116186361	0.7826065794901984	0.8038993005177745	0.8056306233225637	0.7712753382684918	0.8113182620949237	0.7813318438240215	0.7549216385220483	0.7835429307795356	0.7827641831725621	0.7644520259026287	0.7523930265005957	0.6374257756187104	0.6455655422725524	0.7415693618441485	1.0	0.670221247757624	0.7168116775057827	0.5938877583657425	0.6031655163142988	0.6231023821333049	0.5640334490638805	0.6653818876285744	0.6252787035706505	0.1591843545897437	0.38337559275208477	0.27106674515948104	0.2707075014717403	0.2874042209974459	0.4056000296665755	0.47341133170476196	0.537620926060696	0.21811886098891675	0.18484826010170072	0.3082542610936769	0.37007662320204326	0.2647371031516101	0.3002605096161423	0.47215513764827494	-0.5444280145180804	-0.5906962837978779	-0.46589734437795216	-0.5657833134783596	-0.5727827711362762	-0.4882701141699617	-0.6249704493095568	-0.6981727243650657	-0.6873397889037737	-0.6505509175779095	-0.6026370804381382	-0.6934538846990002	-0.6770723725380219	-0.6237814685881955	-0.7418706630016085	-0.7323982181513088	-0.709309278685029	-0.6945177095549551	-0.6824239446347534	-0.7132702300550222	-0.7474771822315754	-0.526305908747468	-0.5652363359925092	-0.5577455256778118	-0.42106604984911766	-0.34527258483945283	-0.01487037097125587	0.09455062091215449	0.030396651385290015	0.18091975654866477	0.06376691342458896	-0.019786215240276083	-0.04091206178064349	0.03342125146594602	-0.3611951921606074	-0.3647088271968331	-0.2612675044383978	-0.21183789070648168	-0.24638322725987458	-0.17099304226096387	-0.21144156379936124	-0.28796974009298615	-0.06432316171528431	-0.013516833463897168	-0.05337434119343071	-0.20048115477145148
AraR	0.7167328756646009	0.7666677482605653	0.7677663386346886	0.723748557230996	0.7490138181346213	0.7594342027803144	0.7611516193778363	0.7664800144624555	0.7799806240178742	0.7175278471800529	0.7535866426243795	0.777869198214443	0.7747518900853377	0.7450598198682619	0.7872095340957025	0.6210257218480423	0.6592260732115459	0.6598588056422118	0.670221247757624	1.0	0.6826487616522429	0.6376923112580019	0.6401143090237379	0.6170554996732042	0.5784055142747218	0.606924827678915	0.643421668652164	0.2076660285262665	0.27497902480403835	0.18698286291724417	0.17917220983539686	0.26120029110327214	0.4202247243094409	0.3646949209895657	0.4639875585798981	0.16451043197315174	0.1843337304328075	0.3583328311647376	0.3470386731624106	0.37003026917781867	0.3394621079028976	0.3718566177322684	-0.5587375017962184	-0.6069642285995058	-0.5940291381396275	-0.5289527235306933	-0.4924327055453319	-0.5861420009178097	-0.7138218429432951	-0.6969234834122124	-0.631986130875952	-0.6813508489739537	-0.6310729565987271	-0.5433943197778716	-0.6595250566677946	-0.5862972868989621	-0.6541920261807529	-0.6770839610440781	-0.6967797859371161	-0.6056338681042595	-0.6237582915760832	-0.7232942877935948	-0.6986061344915658	-0.4452790744028443	-0.45120311869874985	-0.4733580245769036	-0.3604906109923933	-0.30857873926324914	-0.03974162266897201	0.058978542722186424	0.05995429493211453	0.13505244957841014	-0.02864215156838841	-0.007660002503117308	-0.13477432543306248	0.00851755195127265	-0.3636357315360333	-0.3917818950452184	-0.2964108079042882	-0.27062406422813595	-0.19960738141481751	-0.22506964692139747	-0.1615113266058193	-0.20870667637010906	-0.10726552975696585	-0.12432612837283469	-0.1436742980841882	-0.1493225359359573
IscR	0.7258414414247373	0.8432469139808373	0.8402060899917027	0.8259313682317331	0.8337744691305375	0.8384423193699561	0.815863274170147	0.8050651042270235	0.8496136392080879	0.7983321822083984	0.7891679916191924	0.8462645609578595	0.833297022681024	0.8175945969749364	0.8233216366678873	0.618691796728333	0.6842340692807246	0.678611326142279	0.7168116775057827	0.6826487616522429	1.0	0.5969587124706232	0.6507780522966101	0.6635555390741247	0.6054554051109947	0.668260472532923	0.6446685919038061	0.18229878876934702	0.29259123630818007	0.18640111991322528	0.22998085578799524	0.2583703779243595	0.3744501253876355	0.3901432802888783	0.4808951889158257	0.19910444025198049	0.16842039391649785	0.34357139215040955	0.416949812497972	0.3797715673686211	0.4039150608860108	0.4776550426225253	-0.5914379481854717	-0.5490448753308519	-0.5719762111147679	-0.47091053209784406	-0.5018448901641396	-0.4895378967325048	-0.7465454663446607	-0.8180164185953803	-0.7128993978612254	-0.7794452350380798	-0.6171760201361881	-0.6001200569227417	-0.6166429488576051	-0.6146937621389601	-0.7277141440034116	-0.7566228312110916	-0.7580945714802231	-0.6688746633538991	-0.6934816971135349	-0.7298487468189551	-0.6667771437577353	-0.4880151670367263	-0.5541530888004043	-0.46169998748441343	-0.4296484974343048	-0.30879660317710483	0.07979381730024893	0.016900677232293923	-0.034457263907366115	0.02257672749859779	0.026287367137778066	-0.0883136869527328	-0.03526382392887439	0.04451145176168469	-0.2925611061924341	-0.3117957085444373	-0.4264222573482717	-0.3494653063305691	-0.08587082987609569	-0.254536900120984	-0.18464893779753488	-0.15506579953738683	-0.1928536000852914	-0.0955495501341949	-0.18345763937496234	-0.15520949701248313
HutC	0.6228937890242942	0.6572954281025907	0.6760549017062917	0.6574344901752646	0.657529515924925	0.681132985060098	0.6607928392303378	0.7020548738938771	0.6923738359345667	0.6094302626882553	0.5803500655909443	0.6358126555756938	0.6367327829565523	0.5919710194640547	0.6479017850934728	0.5393082125424719	0.512077541011723	0.6234940736380029	0.5938877583657425	0.6376923112580019	0.5969587124706232	1.0	0.43862031882297864	0.6248800589623188	0.4763640830478698	0.5469798035516453	0.5119199373293593	0.17416829292034988	0.5494759677561407	0.24993394551547993	0.19520143141226806	0.17667604563090145	0.1833046710950211	0.47929133967765414	0.47444039104254837	0.06843708136521873	0.13057928624073498	0.31353861985528275	0.35256870825240694	0.3305853122638842	0.3063004389726094	0.47177735235084434	-0.5632964200787092	-0.46465505652873257	-0.34451006114095795	-0.47974792681626655	-0.4985722960538819	-0.4518242626233597	-0.5858801006809407	-0.617284952093116	-0.5489289902702903	-0.5755153408643171	-0.5180015853076285	-0.4493002860043295	-0.5200272561662441	-0.5396906332423249	-0.6776796102553643	-0.6538721834136031	-0.6299233767979567	-0.5640960269965837	-0.6171296661119635	-0.6101394792588919	-0.5775016108023419	-0.518247261636019	-0.4611066559743384	-0.4635611015570317	-0.40134704794396725	-0.36748079784546495	-0.130308115199021	0.1347163829027817	0.06744742294802324	0.1970347330703515	0.11662904265033769	-0.01252949274791291	-0.18398607525112293	-0.05574071413009721	-0.29398649243734093	-0.30489822973981484	-0.21267458084373594	-0.13832504368866783	-0.1413681853790137	-0.26066258442226664	-0.22057098887039878	-0.2007917267337564	0.017544998169016043	-0.06032512712591143	-0.10966203280937835	-0.12759176937945868
AgaR	0.5464305083645836	0.7204319267977249	0.72776745113127	0.6463350190746809	0.672260824823507	0.7087947490161358	0.6728703802420607	0.7025879451724601	0.7286991670181847	0.7079348818667692	0.7528704729501091	0.8057557791879703	0.7800849205723794	0.7819715293583213	0.8180094654917467	0.548945214178769	0.5899152184896932	0.6052584005080401	0.6031655163142988	0.6401143090237379	0.6507780522966101	0.43862031882297864	1.0	0.624620476426661	0.6755496428422434	0.7331816011607047	0.6593326874672625	0.06710208546754987	0.05708961623503345	-0.007727215838242997	-0.0005492951870616648	0.08539106572537095	0.4376422489118393	0.16254270364481693	0.2556053603793613	0.28795351618450754	0.24380594351298607	0.5669792473033547	0.453817485665018	0.3416059815232859	0.276703394505194	0.32659191307693375	-0.650404902401602	-0.6315967570724652	-0.6886863733074987	-0.5158669824920851	-0.5321696928118814	-0.5167824744705212	-0.7869986232854805	-0.7602987053321034	-0.7881227083729274	-0.8201162558927553	-0.475381377734308	-0.5413501073095661	-0.5765907542263281	-0.6177021383111375	-0.5518469760952297	-0.6252045371318911	-0.6809985583898466	-0.534496664827957	-0.5388608962087044	-0.5753183362613625	-0.5307443065669746	-0.24184285058707372	-0.31851935975821744	-0.3100551149348031	-0.2207146863454951	-0.19521533761953544	0.10130671994289184	-0.06521547668160811	0.01423532083937867	-0.09219120107912168	-0.33538295377113164	-0.12149389749271083	-0.1715307489419694	-0.10924716429256806	-0.5030176469770223	-0.4938395501805489	-0.5206507177920651	-0.43123612276399775	-0.1739434759028605	-0.0561184994275278	-0.021253320106985087	-0.007212686169349792	-0.0546815246765648	-0.11942187260987062	-0.21761128442365724	-0.1998692816516866
PhnF	0.6123783786289406	0.7484459813378699	0.7303169224636237	0.725577223486657	0.6870500762523698	0.7044490592450784	0.7133745266095276	0.7369594541350107	0.7583170707965012	0.7024836486179548	0.6641256935720875	0.7207517695648747	0.7268310998419327	0.7221145778770784	0.7687768563627851	0.5237633905187479	0.5543894943239497	0.6380330133360528	0.6231023821333049	0.6170554996732042	0.6635555390741247	0.6248800589623188	0.624620476426661	1.0	0.586065516777839	0.6017192707584909	0.6237606092772944	0.08542351354232817	0.27976507780522963	0.09032776930529224	0.13093157682484205	0.13671655904807375	0.2611168538596678	0.34532125656488866	0.37075339195572266	0.1292558788491223	0.2007407373071093	0.48321984323069006	0.45563688111583406	0.30688681737905077	0.3963292248216529	0.46771905752997944	-0.6156185249222411	-0.5538610584477891	-0.5248712516977161	-0.46264329187738434	-0.552081063917564	-0.41857220334583345	-0.7522748237388229	-0.7409088169989477	-0.6891591843545898	-0.7280826584959973	-0.4913410682748423	-0.4901242751389462	-0.5865916349527884	-0.6222147025694036	-0.6809892875850017	-0.6791629390305519	-0.718392349731842	-0.5855370809016784	-0.5992231065539955	-0.632639722617519	-0.547549958049608	-0.39792148555376833	-0.4903073735346334	-0.3625093287473752	-0.34515206437646884	-0.32479569463823	0.03741696835410766	0.09341494731865146	0.12413144147109131	0.10571498764665255	0.02626882552808822	-0.1574136308643635	-0.14149565894563138	-0.01739202988907482	-0.46374419995271887	-0.3591532973935132	-0.38284483917471296	-0.3028053455460736	-0.19314331273669524	-0.16589409959625645	-0.236178388826826	-0.27557467401532465	-0.023983572133814798	-0.00993598509254581	-0.13820452322568383	-0.19809624022509514
SiaR	0.5820535759811988	0.6601693776045168	0.6780527601503724	0.6519137258901132	0.6692686725598083	0.6574646202910106	0.666181494546449	0.6764651348206795	0.6937320088443478	0.6200499696381141	0.7140350714547283	0.7155276710347609	0.7167815473900366	0.7180748246659033	0.7236303544692232	0.478074546541758	0.543037393791342	0.6184669797108436	0.5640334490638805	0.5784055142747218	0.6054554051109947	0.4763640830478698	0.6755496428422434	0.586065516777839	1.0	0.6347187006039929	0.6503886784931234	0.18338115523499174	0.15990515966643645	0.09584158048680996	-0.03098302979173137	0.10562227959820332	0.2798137495306655	0.2613648478892695	0.3026546949673436	0.2838117841200384	0.34306613328636126	0.4855862161673566	0.2437016469584807	0.25487528449782365	0.3525571197463508	0.41209191075923257	-0.6147285276571286	-0.5493392233846781	-0.5634331644501718	-0.5562482906953568	-0.4307911241314415	-0.49119041769611227	-0.6981078287311513	-0.6720499140132851	-0.7084262345235501	-0.7377891911686313	-0.4281327208421599	-0.4798406348647158	-0.550493438587871	-0.6119333799963844	-0.5898178750388215	-0.6097501054554051	-0.6490351409857646	-0.5164973972215398	-0.5077503928503553	-0.5436075482893047	-0.4756965850990354	-0.3253473075265029	-0.42788472681255824	-0.3897423179793354	-0.3480816387074644	-0.30870157742744436	-0.02143410080146108	0.08936360560142029	0.020068974788046225	-0.02943248768141806	-0.14113409755667938	-0.1191553369705791	-0.11441332029240119	-0.09957771483931377	-0.4711538907250233	-0.47333484756479133	-0.42945149283135015	-0.30498862008705285	-0.13733538527147235	-0.19448294403678656	-0.07466937992221795	-0.10519582257533688	-0.06315272260361283	-0.12428672745224377	-0.14199628240725717	-0.3129870069670098
GulR	0.6663089681130667	0.7629385670116952	0.7726914537085537	0.7175000347655182	0.7557235631411341	0.7724967668068103	0.7718524458700882	0.7481469978816211	0.7608734952324886	0.7658495997330008	0.7752617843518085	0.8165539491310938	0.7822218410891342	0.7822218410891342	0.796911431365914	0.5913915941612471	0.61350709911881	0.6852886233318346	0.6653818876285744	0.606924827678915	0.668260472532923	0.5469798035516453	0.7331816011607047	0.6017192707584909	0.6347187006039929	1.0	0.6647167073809512	0.22211226017586716	0.23420138969364626	0.19176659821722422	0.10174013006939198	0.23015931878126	0.40281878821309874	0.30185740575068026	0.3651770028415017	0.24671697623429178	0.26042849659993234	0.41719085342394	0.41238625881305885	0.23754351484024086	0.2850030825426109	0.3904492168487607	-0.6622043192679773	-0.6235705577779735	-0.6257074782947282	-0.4943610329530758	-0.5797405101723906	-0.4722733404100477	-0.688830070782595	-0.7465222893325484	-0.7369084647083637	-0.7890683304671094	-0.5051035780671299	-0.6028294496386704	-0.6237721977833506	-0.6342899258799153	-0.692839693878024	-0.677264741738554	-0.7182648761652243	-0.6215773347363152	-0.6479481391176976	-0.7018856817054573	-0.6178017994632204	-0.4667618469297412	-0.46659729014374385	-0.4261116853859668	-0.28825945274439	-0.2330796223074106	-0.0031381674400063043	-0.04649772169970936	-0.008109636538096055	0.03400299446996491	-0.13187488121781293	-0.09976776633863468	-0.0608744223129731	-0.013978056004932068	-0.4290389420157511	-0.45543755881166825	-0.41644455363392374	-0.3280033931145732	-0.18367086788639556	-0.17988374410724467	-0.06624221831818329	-0.07885746601091173	0.018583328311647374	-0.14936888996018188	-0.09715571707357774	-0.17668531643574636
