	BirA	ThiR	Zur	Phr	MntR	ArgR	NrtR	CzrA	NsrR	RbkR	KdgR	FUR	NagC	MetR	SahR_SamR	PhrR	XylR	ModE	NadQ	AraR	IscR	HutC	AgaR	PhnF	SiaR	GulR	Irr	HypR	TrpR	TyrR	HisR	PsrA	CcpA	HexR	Rex	PdhR	VanR	GguR	NagR	NiaR	LldR	NrdR	PurR	CsoR	HrcA	PhnR	NmlR	ZntR	LiuR	NnrR	GntR	NtrC	BioQ	FixJ	PaaR	PdxR	RbsR	AcnR	CueR	NifA	FruR	FadP	MerR	DasR	FadR	GlcC	FnrN_FixK	HcpR	CblR	CadR-PbrR	NikR	NagQ	NarP	SdaR	LiuQ	SoxR	LexA	QorR	FabR	PhsR	AmtR	LtbR	RutR	TtrR	MetJ	ExuR_UxuR	NorR	PrpR
Irr	0.6789937468421321	0.7100578961762566	0.7097056055921495	0.7278091697530721	0.7128113252151985	0.7159448572527825	0.7398635337526828	0.7538972145866843	0.7645400985486555	0.7139377280038567	0.7712359373479009	0.7634067426563637	0.7736811121257492	0.7503210016177555	0.7591259485192207	0.5932202604169081	0.6477094158929407	0.6741567044142938	0.6252787035706505	0.643421668652164	0.6446685919038061	0.5119199373293593	0.6593326874672625	0.6237606092772944	0.6503886784931234	0.6647167073809512	1.0	0.1281920539931674	0.20210354561931293	0.15064130792514752	0.11637409551710232	0.13539315165646107	0.37041500757888296	0.38824276529566915	0.351514154201297	0.27973494768948365	0.25962193657842403	0.5176539301259439	0.30688681737905077	0.32789677885885665	0.28033986770561486	0.40359985352128347	-0.5877852510765722	-0.5876832722232781	-0.5937278369821676	-0.5273905929143239	-0.54297713355985	-0.5167917452753661	-0.7115365895490217	-0.7158382429970658	-0.7313622057098887	-0.7252318860061836	-0.4849766607488029	-0.6106609620314187	-0.6786229146483352	-0.6484325386708447	-0.7035358849678535	-0.6172919051967497	-0.6900769940342371	-0.6131803032480265	-0.585291404573288	-0.6631684829718492	-0.644436821782683	-0.40223936291029105	-0.47921949094010596	-0.45872869453161574	-0.35146780017707235	-0.2984063486471578	-0.03276534202316774	-0.06226736074092272	-0.08309422382504138	0.039625737608410476	-0.08573408550463309	-0.05593308333062935	-0.1857591166777144	-0.08628801609411721	-0.547981050474897	-0.45184743963547197	-0.4192767845140476	-0.2884564573473446	-0.12113465380497007	-0.2584329558570627	-0.10340887494147805	-0.1748566501800854	-0.024936147331630597	-0.19741483606899332	-0.12650244981018027	-0.28499149403655477
HypR	0.31556429071389835	0.2390129374081611	0.2509444632435765	0.261751903991545	0.21414400341165618	0.2637752571489494	0.2679865202497555	0.2527429993834915	0.2273108639926575	0.20330643254794165	0.2166633446282639	0.22806875228872994	0.1891406427448999	0.17666677482605653	0.18419930376255614	0.24173160092893464	0.23008978774492309	0.17958244294978468	0.1591843545897437	0.2076660285262665	0.18229878876934702	0.17416829292034988	0.06710208546754987	0.08542351354232817	0.18338115523499174	0.22211226017586716	0.1281920539931674	1.0	0.05368027775331315	0.2102201352610427	0.17056658523809745	0.3321358543741975	0.10627587133977036	0.2773639393503947	0.17558209065920058	-0.04910050015992139	0.13329099665787486	-0.02068548331023358	-0.009579059106016289	0.07052069475411508	0.003754675962193658	0.19021605610691092	-0.01720661379217637	-0.08080897043076794	-0.04887336544122078	-0.1456953335403813	-0.18082473079900432	-0.17991155652177943	-0.1235636046743398	-0.19221391455099174	-0.12472477298116635	-0.13703640181522359	-0.2339255832495098	-0.16803565551543356	-0.21427611238069633	-0.1708354385786002	-0.2061826997510789	-0.15059263619971167	-0.3134389587031998	-0.31789358043118515	-0.28123218267193867	-0.29344415035391297	-0.2824211633933	-0.29499932786664873	-0.197482049404119	-0.3173326967380673	-0.12377683318577302	-0.06108765082440632	0.08706212829866825	0.10334166160635236	0.052945566469353035	0.04581631754360755	-0.010988221442444527	0.17962647927279807	0.10245629974366224	0.1589641729746768	-0.03507377242955347	-0.18757155902489675	0.18143196851634674	-0.01195933824995017	-0.04722316217882455	-0.3050326564100662	-0.15909396424250571	-0.24461945663812804	-0.0026537678868590975	-0.0543941297263722	0.07971965086148954	0.03525455312402946
TrpR	0.4601888462946911	0.3803672165799074	0.3499543412861388	0.4419160899453486	0.4092805391900098	0.4056301597823215	0.41740871733779566	0.3481233573292665	0.39198817045301787	0.32444803945654543	0.2969485145852937	0.2927326160820652	0.3411656182931521	0.2674464958675387	0.3062772619604971	0.39248647621343247	0.24928730687754658	0.4004987693006568	0.38337559275208477	0.27497902480403835	0.29259123630818007	0.5494759677561407	0.05708961623503345	0.27976507780522963	0.15990515966643645	0.23420138969364626	0.20210354561931293	0.05368027775331315	1.0	0.3816581761545629	0.37418822515076644	0.3127482837422531	0.11711112450227366	0.5437581988680348	0.43627248749600195	-0.045271657758968346	-0.12738317627044793	0.026222471503863608	-0.04107430086542963	0.19858759288187605	0.09959857415021485	0.17214957516536797	-0.15947870264357	-0.11495566237582916	-0.026002289888796697	-0.22945937301546834	-0.32139562696135465	-0.18038204986765927	-0.13372208908316374	-0.2618075288206146	-0.20985393846966824	-0.17681510770357528	-0.31104709105320977	-0.29364579035929006	-0.3036930251099749	-0.3195530544984263	-0.40507391149162614	-0.47234055374517336	-0.2935739416217419	-0.44156379936124157	-0.4415892940745651	-0.381046303034798	-0.43499543412861386	-0.4548859459233953	-0.43140995035484003	-0.40187780152133906	-0.40624666830450884	-0.27699542485780904	-0.15045589182824906	0.1004422173911028	0.11381535337990367	0.35548669407734634	0.3504920479671443	0.06589456313649869	-0.055773161947054437	0.10015250473969897	-0.08129105228270392	-0.1575665991443047	0.10743240424417445	0.1325840977884495	-0.11218832712961976	-0.17973541122972592	-0.28584209038107644	-0.2451594810203448	-0.01934353430893103	-0.027803143729922913	0.004524152764322235	-0.07140373891559396
TyrR	0.392963922662946	0.2636014295581071	0.23724684908520333	0.3335705114239493	0.30358177545183584	0.3206029731471138	0.3453838344975919	0.24802879511984832	0.29036392544418743	0.26933774005590294	0.27215142932633696	0.2006341230513927	0.2342268844069698	0.21206734312639353	0.19445049621982932	0.30713481140865245	0.2525112292623684	0.3238268955319356	0.27106674515948104	0.18698286291724417	0.18640111991322528	0.24993394551547993	-0.007727215838242997	0.09032776930529224	0.09584158048680996	0.19176659821722422	0.15064130792514752	0.2102201352610427	0.3816581761545629	1.0	0.312103962805531	0.3780750100820003	0.22149575165367982	0.410126500132109	0.29127941742262353	0.09402450273720513	-0.061810773602310284	0.008883748742647093	-0.12529724518034033	0.019855746276613004	-0.0034186092865652134	0.0989519355122815	0.03739842674441782	-0.14309487278138053	-0.06385962147303818	-0.20926524236201566	-0.23892718246334554	-0.23720976586582365	-0.004141732064469177	-0.1770885964465005	-0.14529668893204964	-0.051828434485539865	-0.19836045816317543	-0.2973981486202725	-0.25788366067000107	-0.17513477432543306	-0.2973448414924142	-0.3706282360903162	-0.22446240920405505	-0.37374090881699895	-0.3735021855922422	-0.32890497888574194	-0.3670010336947402	-0.329890001900515	-0.36905451696789054	-0.3662593693071464	-0.16450116116830682	-0.16369460114679857	-0.11046859283088661	-0.1105195822575337	0.010879289485516684	0.14972118054428896	0.21183557300527045	0.26338588334546265	0.06310173317696575	0.13122824257987958	0.053260773834080406	-0.13094084762968697	0.19858527518066482	0.05558542814894475	-0.07603682363684404	-0.12637961164598505	-0.19492562496813162	-0.1833255304059222	0.01820786071542801	-0.01192457273178171	0.11119635101121304	-0.1041088207072697
HisR	0.37864284687875177	0.3161761638336632	0.3151471044958768	0.3523809744542972	0.36967566089250037	0.3255049112088666	0.3570951787179404	0.22102989371022244	0.2598606598031808	0.24676796566093886	0.2871562269678442	0.24472607089384465	0.2891981217349384	0.2394463475346612	0.19507395784565038	0.38791365172367437	0.30781621556475425	0.31267643500470493	0.2707075014717403	0.17917220983539686	0.22998085578799524	0.19520143141226806	-0.0005492951870616648	0.13093157682484205	-0.03098302979173137	0.10174013006939198	0.11637409551710232	0.17056658523809745	0.37418822515076644	0.312103962805531	1.0	0.46105798424890254	0.27881018490620263	0.4213789395126338	0.37148810323968273	-0.052500567836796755	-0.32244786331125336	-0.005808159235344016	-0.060174476547181444	0.13101733176965757	-0.05653800334676055	0.042323541818282955	0.049056463836908	-0.10109812683388109	-0.07693609170680153	-0.12580713944681107	-0.23784018059527837	-0.08590791309547538	-0.04075909350070226	-0.1856710440316876	-0.13675827766987592	-0.03324510617389249	-0.30591106516912264	-0.31599770084039847	-0.19439487139075978	-0.26867951291191344	-0.21142533989088264	-0.31320718858207675	-0.21303614223268794	-0.4199211054507697	-0.39776388187140466	-0.382121716396809	-0.38907713773171215	-0.4213650333053664	-0.35553536580278217	-0.3843513449620129	-0.26758092253779014	-0.1320394380038103	-0.08046363295029459	0.0714292336289175	0.11763492497601179	0.16837867529469572	0.31342041709351	0.03229948407971038	0.13987095039655867	0.3098696988379046	0.0018611140726182143	-0.024855027789237524	0.20566585238097446	-0.035013512198061474	-0.16181726316570172	-0.2736440289063695	-0.3220167708859645	-0.2769699301444855	0.03163430383208718	-0.019820980758444545	-0.056340998743805944	0.010144578201556568
PsrA	0.5056806856687264	0.40162053668689246	0.3577093695389165	0.4157330193620759	0.4158859876420171	0.38581613212751065	0.42755329553935223	0.2830284011106424	0.32087414418882776	0.2783072437433656	0.37518715437280686	0.32969531499877164	0.36736723048611464	0.29007653049399484	0.28054846081462564	0.38335705114239493	0.3855936328112325	0.2589243085138436	0.2874042209974459	0.26120029110327214	0.2583703779243595	0.17667604563090145	0.08539106572537095	0.13671655904807375	0.10562227959820332	0.23015931878126	0.13539315165646107	0.3321358543741975	0.3127482837422531	0.3780750100820003	0.46105798424890254	1.0	0.3118281563613945	0.4127779503177568	0.42311489771984556	0.07324399367731109	-0.1659427713216923	-0.17707237253802188	-0.12373279686275963	0.14283297254451144	-0.03491385104597856	0.20088907018462807	0.034663539315165644	-0.16163648247122575	-0.08146024447112377	-0.19781579837853625	-0.22037861966986663	-0.24655010174708317	-0.05726344382587574	-0.2654254604113456	-0.22024419299961526	-0.1063477200773185	-0.3002350149028188	-0.3270253232034339	-0.3198636264607312	-0.1863941668095916	-0.2653883771919659	-0.35235779744218493	-0.27598490712971246	-0.4633872739661894	-0.44640547719150236	-0.4274072803630447	-0.4757661161353723	-0.4185443909312987	-0.38382522678706354	-0.43775349856997836	-0.27936643319689797	-0.1927863867501657	0.006823312365863043	-0.18514260815552702	0.08880967501193616	0.10377970713527494	0.24016715261135396	0.07168881616457533	0.17697734678836144	0.29356467081689697	0.019320357296818722	-0.13755556688653925	0.15810430582531024	0.02243303002350149	-0.13123983108593573	-0.3416453824438769	-0.22010513092694142	-0.24828142455187246	-0.08777829797293853	-0.011201449953877746	-0.007755028252777765	-0.010457467865072706
CcpA	0.4713508953279779	0.5006443209367222	0.5068233123658631	0.4296415443306711	0.5023872322475675	0.5108259823576584	0.5104227023469042	0.42418799338064533	0.45087864052917753	0.5130486578192286	0.5583481279927317	0.5331083618024299	0.5253232034339061	0.501497234982455	0.4887035242964618	0.42748608220422657	0.5133916775984907	0.46289360360819726	0.4056000296665755	0.4202247243094409	0.3744501253876355	0.1833046710950211	0.4376422489118393	0.2611168538596678	0.2798137495306655	0.40281878821309874	0.37041500757888296	0.10627587133977036	0.11711112450227366	0.22149575165367982	0.27881018490620263	0.3118281563613945	1.0	0.2846229795439691	0.3335936884360616	0.14874311063314963	0.042756951944783086	0.22357241193894248	0.18878371675837038	0.14550759974227162	-0.0498954716753735	0.10164046891730906	-0.20414544038640714	-0.41776100792190274	-0.40346079144860963	-0.29137907857470646	-0.37365747157339463	-0.3899787235028809	-0.3045899754787212	-0.414286773806268	-0.4348841844704748	-0.35293026964135893	-0.34588677566042897	-0.35863645002340877	-0.484997520059704	-0.3668805132317562	-0.35325938321335365	-0.49248833037440143	-0.4467021429465399	-0.4106966546300717	-0.47552043980698183	-0.5957326485298822	-0.5287557189277388	-0.40923186746457396	-0.29102215258817693	-0.29686507734168943	-0.10389095679341402	-0.13731916136299374	0.01988124098993654	-0.2538346366539811	0.08300615117901461	0.030081444020562644	-0.010663743272872235	0.12859996940634402	0.10695495779466094	0.23613435250381262	-0.18537206057543887	-0.18383774237360417	-0.15897576148073295	-0.24523364745910417	-0.13400021322851144	-0.11043150961150693	-0.19190566028989806	-0.14104834261186386	0.05072057330657161	-0.019545174314308095	-0.08772730854629145	-0.11356504164909077
HexR	0.5480899824318248	0.4949126458413487	0.5016154377442278	0.5900589159647894	0.523413417635852	0.5416931270888282	0.5640728499844714	0.46964043183408966	0.4864113177985547	0.42460517959866684	0.4760813235000997	0.4166624175477794	0.46020043480074724	0.4019797803746332	0.3856029036160774	0.5330179714551919	0.3758337930107402	0.4655450537938451	0.47341133170476196	0.3646949209895657	0.3901432802888783	0.47929133967765414	0.16254270364481693	0.34532125656488866	0.2613648478892695	0.30185740575068026	0.38824276529566915	0.2773639393503947	0.5437581988680348	0.410126500132109	0.4213789395126338	0.4127779503177568	0.2846229795439691	1.0	0.4817365144555025	0.11546092123987745	0.00986877175742012	0.1555247043772105	0.07860020117646513	0.08177081643342866	0.21508035470099338	0.34807005020140824	-0.12104658115894332	-0.32966054948060314	-0.22948950313121433	-0.3344141546648372	-0.37989440553281634	-0.31027297884865873	-0.1941399242575244	-0.3962967770046957	-0.37950039632690713	-0.29187738433512106	-0.47165914958907157	-0.410478790716216	-0.44657698708113347	-0.41246042525181825	-0.48946373029374546	-0.49105135562343843	-0.4738076586118824	-0.5002526294320241	-0.553075357737182	-0.5540256152337866	-0.5396744093338464	-0.5171185411461496	-0.5898086042339765	-0.450762755468616	-0.3610955310085245	-0.21428538318554124	-0.18962040689562465	-0.024182894437980634	0.14044342259573264	0.25056204254372344	0.28379324251034854	0.04026542314271014	0.12464828884119575	0.23975228409454366	-0.13179607937663107	-0.326684621125383	0.07055546027228354	0.06155119106665245	-0.17427722487727773	-0.41960126268361986	-0.32946354487764856	-0.3774955847791926	-0.038603631374257756	-0.15115583759404072	0.03868475091665083	-0.15492905516592423
Rex	0.6483537368296629	0.5789918926811631	0.5521691365635908	0.6068043072159309	0.6311308991290079	0.6019858063977824	0.6160704766584311	0.5134588909336164	0.5680917438847454	0.5440038751964251	0.5141704252054642	0.5258076029870533	0.5569667780708382	0.4338481720290547	0.5011565329044041	0.5144439139483894	0.4843161159036022	0.5040513417172312	0.537620926060696	0.4639875585798981	0.4808951889158257	0.47444039104254837	0.2556053603793613	0.37075339195572266	0.3026546949673436	0.3651770028415017	0.351514154201297	0.17558209065920058	0.43627248749600195	0.29127941742262353	0.37148810323968273	0.42311489771984556	0.3335936884360616	0.4817365144555025	1.0	0.1462098632092745	-0.06978598347015497	-0.025573515164719025	0.13464221646402233	0.30760994015695475	0.2677315731165201	0.35425599473418284	-0.27109223987280456	-0.26811167611516196	-0.2200193759821259	-0.3131237513384724	-0.46981889482735445	-0.33151239274837646	-0.27398009558199793	-0.4631555038450663	-0.3999517918148064	-0.3477942437572718	-0.5390509477080253	-0.5041417320644692	-0.44292660767344516	-0.3459794837088782	-0.5412504461574832	-0.5174916910411578	-0.4712767288892185	-0.521654282416528	-0.5373775674335167	-0.564350974129819	-0.6248893297671637	-0.5573260217585789	-0.4541720939503363	-0.46239529784778266	-0.4449175130138923	-0.35879637140698367	-0.06629089004361914	0.04941802522585998	0.07954118786822478	0.2725894748552596	0.3446282639027307	0.06623294751333837	-0.017171848274007907	0.12020062021684412	-0.06825861837195396	-0.14882886557796515	-0.1047369177355132	-0.045301787874714346	-0.15478072228840548	-0.2844097510325359	-0.27191734150400265	-0.14014907454190637	-0.19146066165734177	0.05974338412189254	-0.11602180493299526	-0.056779044272728535
PdhR	0.17183900320306308	0.2201792973657008	0.21749771706430693	0.17723461162280804	0.2516583152166355	0.23182111054971238	0.2359141708887457	0.23964335213761584	0.24839499191122277	0.24792449856534296	0.29367592047503605	0.25655793557717715	0.2613625301880583	0.24489526308226447	0.2786942998456411	0.09909331528616656	0.19131464648103425	0.26005302900371297	0.21811886098891675	0.16451043197315174	0.19910444025198049	0.06843708136521873	0.28795351618450754	0.1292558788491223	0.2838117841200384	0.24671697623429178	0.27973494768948365	-0.04910050015992139	-0.045271657758968346	0.09402450273720513	-0.052500567836796755	0.07324399367731109	0.14874311063314963	0.11546092123987745	0.1462098632092745	1.0	0.06409834469779493	0.1844612039994252	0.14396632843680324	0.11250121679313589	0.3074755134867033	0.21932174791754547	-0.20485002155462126	-0.19479815140151394	-0.234801674307355	-0.31392567595755827	-0.2957224506445527	-0.2002331607418498	-0.2575081930737817	-0.22044815070620355	-0.3197361528941135	-0.24811918546708633	-0.10849622910012932	-0.1861623966884685	-0.31297310075974244	-0.18254446509773747	-0.15710769430448104	-0.23971288317395276	-0.20291242334203244	-0.22078189968062079	-0.1621857776582874	-0.1918708947717296	-0.2504693344952742	-0.06157900348118722	-0.0498954716753735	-0.016200731466502263	-0.0775456471253552	-0.26743258966027134	0.033456016984114476	-0.1464509041352425	0.09113896472922296	-0.08251016311981124	-0.07454885945923395	0.0020442124683054358	-0.007588153765569158	-0.2089199048815423	-0.19338203596145198	-0.20469937097589128	-0.252286412244879	-0.08641780736194613	-0.00415332057052533	-0.023126022685659456	-0.01483328775187618	0.021677459428640296	0.03257529052384683	-0.03105951393170198	-0.0615929096884546	-0.21328645396350085
VanR	0.08504572824489758	0.1653911584334194	0.1965665574256829	0.16712711664063115	0.10173781236818075	0.15373543904214043	0.15104922333832413	0.2623104699834516	0.20778191358682804	0.18434763664007492	0.19408198172724364	0.19988087015774275	0.16066073026129762	0.21106377850193064	0.23227074458469113	0.11017424477706032	0.08919673111421168	0.1829546982121253	0.18484826010170072	0.1843337304328075	0.16842039391649785	0.13057928624073498	0.24380594351298607	0.2007407373071093	0.34306613328636126	0.26042849659993234	0.25962193657842403	0.13329099665787486	-0.12738317627044793	-0.061810773602310284	-0.32244786331125336	-0.1659427713216923	0.042756951944783086	0.00986877175742012	-0.06978598347015497	0.06409834469779493	1.0	0.1448030185740575	0.1499668568726794	0.06857614343789256	0.1321089690401472	0.2366627883799732	-0.3293986492437341	-0.2046252045371319	-0.22087229002785877	-0.17110429191910295	-0.12241634257478062	-0.16341647700145087	-0.28286152662343383	-0.25317409180878037	-0.2354529483477108	-0.2900301764697702	-0.06101348438564694	-0.194728620365177	-0.28828494745771355	-0.11216978551992991	-0.24414201018861453	-0.17156319675892662	-0.2355734688106948	-0.17927882409111348	-0.11414446695189844	-0.1767084934478587	-0.14482619558616983	0.04616860812771461	-0.0007138519730590412	-0.10135307396711646	0.02260453991313256	-0.06762588594128799	0.08065600215082673	0.07164014443913948	-0.026866792440585728	-0.041359378114411004	-0.08269789691792093	-0.1989931905938414	-0.07183483134088287	-0.1264213302677872	-0.2848964682868943	-0.20066888856956117	-0.1832119630465719	0.011866630201500944	0.10273442388900993	0.049227973726539066	0.08996389021512903	-0.038814542184479744	-0.050020627540779954	-0.02172613115407614	0.018374735202636615	-0.09715339937236651
GguR	0.21117502816006972	0.3888523207142228	0.41387422299066895	0.3840801739202989	0.3552108876332099	0.3739564550296434	0.3744199952718895	0.4196777468235905	0.42826251210998884	0.4003944727461515	0.43301148189180044	0.454902169831874	0.4415058568309608	0.4892087831605101	0.49604368403242927	0.25469913920577014	0.2928021471184021	0.43395710398598253	0.3082542610936769	0.3583328311647376	0.34357139215040955	0.31353861985528275	0.5669792473033547	0.48321984323069006	0.4855862161673566	0.41719085342394	0.5176539301259439	-0.02068548331023358	0.026222471503863608	0.008883748742647093	-0.005808159235344016	-0.17707237253802188	0.22357241193894248	0.1555247043772105	-0.025573515164719025	0.1844612039994252	0.1448030185740575	1.0	0.34461435769546334	0.13747444734414618	0.16180335695843434	0.11990858986422906	-0.48386184646620095	-0.4459002183274541	-0.4699208736806486	-0.3576166614904673	-0.3339645206298585	-0.3858346737372005	-0.581914513908525	-0.4712906350964859	-0.5203656405430838	-0.520458348591533	-0.23814148175273836	-0.25378596492854527	-0.3778501930645109	-0.5183098395687221	-0.3640529177540548	-0.38003810300791263	-0.42975974709244386	-0.23253496252277142	-0.24797548799199	-0.3192772480542898	-0.21275106498370655	-0.1480779303855264	-0.19887730553327987	-0.10415053932907185	-0.1395858731475773	-0.14280052472755422	-0.08175922792737252	0.05548113159443937	0.059808279755807	-0.10907333670172575	-0.3025017266874024	-0.10515410395353472	-0.14806402417825903	-0.20813188646972386	-0.4933064789019659	-0.3341847022449254	-0.3444915195312681	-0.37428556860163814	-0.14117813387969277	0.004728110470910532	-0.042205339056510194	0.08710848232289287	0.08899277340762338	-0.041797423643333595	-0.11553508767863682	-0.2662505620425437
NagR	0.2656896783494259	0.35928540636255335	0.3888824508299688	0.3438332923872786	0.3270948542397708	0.3558320315578197	0.3506287923386069	0.4207323008747004	0.4209779772030909	0.41205946294227536	0.31655858453351626	0.3780935516916901	0.37615363577789007	0.4097510325358896	0.42183552665124624	0.2897010628977755	0.2475049946461102	0.346691017980726	0.37007662320204326	0.3470386731624106	0.416949812497972	0.35256870825240694	0.453817485665018	0.45563688111583406	0.2437016469584807	0.41238625881305885	0.30688681737905077	-0.009579059106016289	-0.04107430086542963	-0.12529724518034033	-0.060174476547181444	-0.12373279686275963	0.18878371675837038	0.07860020117646513	0.13464221646402233	0.14396632843680324	0.1499668568726794	0.34461435769546334	1.0	0.130458765777751	0.30436284076002057	0.34373131353398445	-0.4183334801210767	-0.3394273423847291	-0.4288512082176414	-0.24620939966903227	-0.28901270563804	-0.1829546982121253	-0.4554236526044009	-0.43032063078556165	-0.41380005655190955	-0.4678882497183993	-0.34934015046516265	-0.18904793469645068	-0.3346065238653694	-0.33189713114944075	-0.41505625060839657	-0.3414808256578795	-0.3803880758908085	-0.2721097107045348	-0.24612132702300552	-0.3537206057543886	-0.2521241731600929	-0.21777120580723217	-0.1282731735355605	-0.11828619901636761	-0.06364639296160496	-0.057300527045255435	0.09764938743156987	0.051568851949882026	0.024713648015352453	0.006878937194932578	-0.18355498282583402	-0.20062253454533654	-0.14548674043137055	-0.12020293791805535	-0.20421265372153283	-0.19066569014188967	-0.2994238194788881	-0.19572754958721741	-0.1594416194241903	0.009256898637655228	-0.00798679837390083	-0.05175195034556925	-0.04503756993663405	-0.020166318238917912	0.04099086362182533	-0.008285781830149585
NiaR	0.3808400276269984	0.3722506269381776	0.3625046933449527	0.3661087187284164	0.32914601981170993	0.34333035122444155	0.3652210391645151	0.39597925193875705	0.4150052611817495	0.33190640195428567	0.3289930515317687	0.3609680574419068	0.40314790178509347	0.303292062800432	0.41694517709554957	0.3232451525279167	0.32706008872160236	0.3028540172715094	0.2647371031516101	0.37003026917781867	0.3797715673686211	0.3305853122638842	0.3416059815232859	0.30688681737905077	0.25487528449782365	0.23754351484024086	0.32789677885885665	0.07052069475411508	0.19858759288187605	0.019855746276613004	0.13101733176965757	0.14283297254451144	0.14550759974227162	0.08177081643342866	0.30760994015695475	0.11250121679313589	0.06857614343789256	0.13747444734414618	0.130458765777751	1.0	0.1097338815469265	0.15388840732208167	-0.28499844714018846	-0.21222262910754597	-0.2429692533757318	-0.26664688894966415	-0.2216371314275649	-0.24168061150228756	-0.38497248888662267	-0.3773124863835054	-0.35248758871001384	-0.31858193769092064	-0.26376366864289325	-0.3238871557634276	-0.23740908816998949	-0.23402756210280395	-0.36325562853739146	-0.35273094733719307	-0.3506913702713101	-0.34611159267791836	-0.3578901502333925	-0.2792018764109006	-0.3746424945881677	-0.2350079497151545	-0.14934107754564713	-0.18843374387547454	-0.21474660572657614	-0.21126078310488525	0.033456016984114476	-0.01778603909498403	0.030920451859028142	0.023063444752956228	0.10692714538012618	0.06135650416490908	-0.16924317784648474	-0.04478957590703237	-0.18299178143150496	-0.1857382573668133	-0.1658454278708206	-0.1113215068766195	-0.09183891049501462	-0.17234426206711137	-0.22034617185290942	-0.006408443849052756	-0.0817198270067816	0.13629937283005225	-0.19220696144735805	-0.055112617101853695
LldR	0.28873226379148104	0.3581729097811627	0.34594703589192094	0.35892152727239013	0.3870491491718854	0.3623818551807575	0.35155587282309914	0.411021132799644	0.4247720540858755	0.3630377646235358	0.3592367346371175	0.35915561509472443	0.36349666946335946	0.33920252536723977	0.38961947981514017	0.24488599227741956	0.1681283635638828	0.28970569830019793	0.3002605096161423	0.3394621079028976	0.4039150608860108	0.3063004389726094	0.276703394505194	0.3963292248216529	0.3525571197463508	0.2850030825426109	0.28033986770561486	0.003754675962193658	0.09959857415021485	-0.0034186092865652134	-0.05653800334676055	-0.03491385104597856	-0.0498954716753735	0.21508035470099338	0.2677315731165201	0.3074755134867033	0.1321089690401472	0.16180335695843434	0.30436284076002057	0.1097338815469265	1.0	0.505395608419745	-0.3614895402144337	-0.2206497907115806	-0.3258363424820726	-0.31317705846633076	-0.20131320950628329	-0.25032795472138913	-0.45270267138241604	-0.33538990687476533	-0.3681761082088342	-0.4185513440349324	-0.43121989885551915	-0.25152620624759536	-0.3299062258089936	-0.24624648288841194	-0.3278481071334208	-0.34571758347200915	-0.3487027826320742	-0.19819590137717805	-0.22465014300216474	-0.33996273136452343	-0.1751463628314892	-0.14148638814078643	-0.26146682674256366	-0.048433002211086956	-0.17093509973068313	-0.23367758921990814	-0.04780258748163222	-0.00972275658111259	0.09383445123788421	0.17298626530262226	0.0541600419040379	-0.11284887197482049	-0.1932846925105803	-0.12138960093820544	-0.11283496576755311	-0.19820748988323422	-0.2206497907115806	-0.10758537252411568	-0.06694448178518618	-0.14536853766959779	-0.1212273618534193	-0.04177192893001006	-0.1374512703320339	0.04500743982088805	-0.18910819492794267	-0.10226856594555256
NrdR	0.47478109312059924	0.4932114531523054	0.48046409649053684	0.5109789506375996	0.5045936838006592	0.5258817694258127	0.5054975872730391	0.5454570738558668	0.5556572768864929	0.46580695403071415	0.47867946655788923	0.48651561435306007	0.489700135817291	0.4351043660855417	0.4953483736690601	0.4216083919325456	0.3521005326077383	0.45478628477131244	0.47215513764827494	0.3718566177322684	0.4776550426225253	0.47177735235084434	0.32659191307693375	0.46771905752997944	0.41209191075923257	0.3904492168487607	0.40359985352128347	0.19021605610691092	0.17214957516536797	0.0989519355122815	0.042323541818282955	0.20088907018462807	0.10164046891730906	0.34807005020140824	0.35425599473418284	0.21932174791754547	0.2366627883799732	0.11990858986422906	0.34373131353398445	0.15388840732208167	0.505395608419745	1.0	-0.4098020219625367	-0.31701748937333996	-0.2958754189244939	-0.4087034315884133	-0.39553888870862325	-0.3704914917188536	-0.4535208199099805	-0.4792241263425284	-0.43994604391580255	-0.4302279227371124	-0.44387686517004976	-0.3476134630627958	-0.4896421932870102	-0.31011537516629506	-0.49416171064890996	-0.4710750888838415	-0.44142241958735645	-0.38624027144916584	-0.4073359878737873	-0.45937301546833786	-0.3836908001168121	-0.27282588037880506	-0.3558320315578197	-0.290088119000051	-0.28723966421144853	-0.3458635986483167	0.0021925453458241976	0.003105719623049075	0.08687439450055856	0.16741219388961254	0.009595283014494903	-0.10505907820387426	-0.046968215045589186	-0.10698740561161817	-0.15416884916864057	-0.28410613217386466	-0.23999332502051166	0.033168622033921874	-0.07024488830997863	-0.23532083937867065	-0.016270262502839184	-0.23129962777718546	-0.09014235320839378	-0.017266874023668364	-0.1125846540367402	-0.185413779197241
