	IscR	NsrR	Phr	Zur	SahR_SamR	FUR	NagC	ThiR	MntR	ArgR	NrtR	RbkR	KdgR	MetR	BirA	CzrA	HexR	PhrR	AgaR	GulR	XylR	AraR	ModE	NadQ	SiaR	HutC	Irr	PhnF	HypR	SoxR	NagQ	NarP	PdhR	VanR	NiaR	Rex	TrpR	TyrR	HisR	CcpA	PsrA	GguR	NrdR	LldR	NagR	NifA	CueR	AcnR	FruR	FadP	MerR	LiuR	RbsR	FadR	NnrR	GntR	NtrC	HrcA	PurR	NmlR	ZntR	BioQ	DasR	CsoR	PdxR	GlcC	FixJ	PaaR	AmtR	PrpR	PhsR	RutR	HcpR	TtrR	FabR	LexA	FnrN_FixK	PhnR	LtbR	QorR	CblR	LiuQ	MetJ	NorR	ExuR_UxuR	SdaR	CadR-PbrR	NikR
NrtR	0.8505952063203972	0.944461645225004	0.954161106069503	0.9340148401217103	0.9399722414989591	0.9509582021032402	0.9683553088133241	0.9505738536272887	0.9609779533443655	0.9568728980942721	1.0	0.898158330219399	0.9313350771366039	0.9241178668659584	0.9136016655100625	0.8700688624352747	0.6634548657449421	0.7599957294613783	0.7669513692414456	0.8012704852399509	0.7732931190946458	0.7477873271766402	0.7778625954198474	0.7959750173490632	0.6762558052634389	0.660540223135643	0.7094805957401378	0.732925852773181	0.2854321251267816	0.2580526343885122	0.14849196604921797	0.16551540062990444	0.21390060321358031	0.1150429722948807	0.4254417338386804	0.674883894731223	0.5436128756739443	0.4376928415096354	0.48959590028292316	0.5583035285325362	0.5655847968825068	0.3701062296482144	0.4527091229381306	0.2987882346660973	0.30586665243153793	-0.7861634548657449	-0.8357070410505525	-0.8648694816633747	-0.8569956760796456	-0.8588960657662947	-0.8352266054556131	-0.7846954572145411	-0.7902151283830673	-0.8089521165857043	-0.8706774141888646	-0.838594992793466	-0.8447765974483532	-0.6125500453744729	-0.5967063470880265	-0.629760316019858	-0.5455132653605936	-0.6996583569102653	-0.6857630918699621	-0.6308172743287247	-0.6746970586665243	-0.6929375967543906	-0.7513852559654086	-0.7099556931618001	-0.2222868734319116	-0.2582341322799338	-0.2950034698126301	-0.3299791811242193	-0.28584850264239575	-0.3130838627021833	-0.3715368600864784	-0.3385736401003577	-0.49994661826722897	-0.5505578391074575	-0.48381465862381895	-0.43915550098756206	0.02499332728340362	0.0954465381946298	-0.19469385576255804	-0.23013932632253242	-0.05052047189451769	0.026552073880318154	-0.0478460470826883	0.0325521806437837
RbkR	0.8208081994341536	0.8919767255645118	0.8801900389686649	0.8832808412961085	0.899028452463567	0.8902418192494529	0.8937116318795708	0.9074574280681151	0.8800512464634602	0.9076496023060908	0.898158330219399	1.0	0.8697165429989857	0.8909678108151391	0.8478407089094112	0.8155500987562057	0.6129343938504244	0.6889286286232851	0.7666150643249879	0.7594245449207281	0.7140821011050019	0.6973148988416163	0.7605135322692574	0.7610847168099076	0.585245289062083	0.6099610313350772	0.683051299845193	0.7112155020551967	0.3031548604067688	0.27732343991885977	0.17587145678748733	0.13101478673997757	0.20006939625260237	0.14871083115357925	0.39324721080446273	0.6282069075962206	0.46804569476325203	0.4278972935461485	0.4032456093524796	0.5854374633000587	0.4970853573907009	0.34520365131052155	0.44357550846100463	0.2800619228100144	0.33437249773127636	-0.7545614690652859	-0.7987935728393744	-0.8393103080125981	-0.8345379811028666	-0.8445203651310521	-0.7911493087065606	-0.7442267656008114	-0.7368494101318529	-0.784327123258421	-0.8395505258100678	-0.786627875940853	-0.80398227726472	-0.558346233918753	-0.5913414829445364	-0.608065979821705	-0.5421715688891261	-0.6702290076335878	-0.5789088773821598	-0.6053274969305503	-0.6389740030961405	-0.6541130625100091	-0.6982490791651097	-0.6926439972241499	-0.12674958629157101	-0.18709229701596114	-0.29306037473976404	-0.2674478193562163	-0.23777825228206909	-0.2874552927988043	-0.36631078844819304	-0.2699941280093952	-0.4074841189345006	-0.49189131479207815	-0.4238242673357177	-0.4128383067314365	0.1252068542144878	0.06372711258207442	-0.1769924731756793	-0.222868734319116	-0.037159024181924946	0.008306197619174718	-0.03567501201088987	0.029893770351785618
KdgR	0.8179522767309026	0.8814284951689532	0.8803822132066407	0.8816366839267603	0.9058826669513692	0.9455666470933647	0.944461645225004	0.9306731436502429	0.930625100090749	0.922922116051887	0.9313350771366039	0.8697165429989857	1.0	0.9269737895692094	0.8771739710671008	0.8148454598836278	0.6155607751027599	0.7338493567501201	0.793257887151017	0.7915923770885603	0.7645491912667485	0.7014092777451556	0.7403726044947418	0.7615064324987989	0.6748518656915603	0.5675812736881439	0.6992099503549886	0.6543586184807559	0.26421288635029094	0.31300912827630384	0.08523995088880586	0.09879891101265147	0.23985480168686277	0.12851652164629263	0.3441520311749319	0.5676506699407463	0.4449100517802808	0.41091656435167884	0.4947632520151604	0.5865584796882507	0.5548177013825869	0.3580472962152351	0.4279133080659798	0.2945123578711365	0.24975177494261463	-0.7194309507286607	-0.7792718731650029	-0.8222548443922489	-0.8271019057278599	-0.8473495969679176	-0.8055356856883574	-0.7570757486788021	-0.710671008380932	-0.80438797843378	-0.8448940372604494	-0.8594992793466076	-0.8390914429082368	-0.6821384722148081	-0.5685955266107938	-0.6025089414402391	-0.5621576896386057	-0.6971974590295201	-0.5715261837399241	-0.6174504884428549	-0.6443762344525703	-0.6579085037100304	-0.7133507713660385	-0.7195910959269738	-0.23567501201088986	-0.22034377835904553	-0.3408690546095126	-0.29879357283937436	-0.23658250146799764	-0.27824160572252177	-0.40097154753643305	-0.31363369454972506	-0.45955266107937864	-0.5240271179202477	-0.4630011210163882	-0.4728820797523088	0.06513639032723002	0.1457321304649549	-0.15897080019217424	-0.25020551967116855	-0.08002989377035179	-0.056002775850104096	-0.1554155767896226	-0.03148454598836278
MetR	0.8246890514066086	0.8790423317140874	0.8869001227779854	0.9059787540703571	0.9158703891528319	0.9273741525649922	0.9249933272834037	0.9251588106549938	0.910975284257727	0.9160412106976993	0.9241178668659584	0.8909678108151391	0.9269737895692094	1.0	0.8562963753803449	0.8155127315432659	0.6106389793412694	0.7060054449367427	0.7840922436342284	0.7874072492393103	0.7452677093898468	0.709496610259969	0.737516681791491	0.7681204291891315	0.6789462445950996	0.6115464687983772	0.715518069716543	0.7039502482250574	0.27188384134949023	0.3173810921902525	0.11723162333849357	0.06865424651684193	0.16619334863609672	0.151454652218011	0.30237014893503444	0.5197352266054556	0.4447018630224737	0.4031335077136604	0.45478033416964714	0.5479581487215075	0.5071264613249346	0.4160572252175306	0.3937276463994021	0.25119841990070996	0.3284364490471361	-0.737981102866599	-0.780702503603267	-0.8348422569796615	-0.8471894517696045	-0.8507339988256019	-0.7919713873912347	-0.7862969091976726	-0.7163721774408798	-0.8038701756259008	-0.8562963753803449	-0.8632947205466289	-0.839614583889393	-0.6621416751187743	-0.5938344098649442	-0.5516841936689265	-0.5284578017402445	-0.6436876100998239	-0.5962579405327497	-0.601174398120963	-0.6621950568515454	-0.6857257246570224	-0.7215822345593338	-0.6917098169006566	-0.19214754710937917	-0.2690813003790103	-0.34196338013131905	-0.31240591469599105	-0.1820263705759889	-0.2977419527037848	-0.3922756632680297	-0.3401857684300432	-0.42942934927667753	-0.5123632093097742	-0.4389526504030321	-0.44862542038114556	0.12037046922543106	0.156814178188224	-0.1835477499599637	-0.21544333529066353	-0.12015160412106977	-0.02178508514386377	-0.05855976084983719	0.009752842577270058
BirA	0.7972828698019537	0.9004057011690599	0.9030534351145039	0.8614797416324134	0.9118560828484492	0.8995996370042172	0.9240057652271393	0.8951262477980035	0.8937169700528479	0.9050712646132494	0.9136016655100625	0.8478407089094112	0.8771739710671008	0.8562963753803449	1.0	0.897854054342604	0.5952330112635457	0.7387658143383334	0.7249185928575241	0.7254363956654033	0.7804195804195804	0.7561575828751401	0.7335557572198793	0.7986067367746758	0.626028932899162	0.6157636256872898	0.6874286019324187	0.6683553088133241	0.3204291891314792	0.24272140073666792	0.12547910105162013	0.16800298937703517	0.16892115518069717	0.1292958949447499	0.4562483318208509	0.6570650723322479	0.5415256499225964	0.4446484812897027	0.46712752895959003	0.5676613462873005	0.6103293652911973	0.26872364276944427	0.415315219132013	0.2326482677627716	0.2643143116425559	-0.786013986013986	-0.7919286820050179	-0.8063951315859713	-0.8078524528906208	-0.8466502962686169	-0.862734212352533	-0.7030107297282869	-0.7711258207441414	-0.6824480862648802	-0.8085357390700902	-0.760492179576149	-0.7433940105695831	-0.5521859819569743	-0.5707201195750814	-0.6400790049645011	-0.539358351572092	-0.6747184113596327	-0.653904873752202	-0.6635936582501468	-0.6513799177921316	-0.6991245395825548	-0.720423850958202	-0.7427374152564993	-0.23584049538248011	-0.18176480008541077	-0.25829285218598197	-0.30138258687877006	-0.37892489190199113	-0.3872631185608285	-0.30447338920621364	-0.31733304863075856	-0.44591362835637643	-0.5700101425292265	-0.43946511503763414	-0.40659264399722417	0.07849783803982277	0.006491218704959163	-0.1507767042118187	-0.2005925372337586	-0.040671542198259754	0.003651310521539529	-0.13305396893183152	0.026455986761330274
CzrA	0.8082261250200181	0.9088240004270539	0.8897720600010677	0.8520204985853841	0.885554903112155	0.8633214114130144	0.8604921795761491	0.8603320343778359	0.8396946564885496	0.8872257513478887	0.8700688624352747	0.8155500987562057	0.8148454598836278	0.8155127315432659	0.897854054342604	1.0	0.6563497571131159	0.6997757967223616	0.7077830566380184	0.732819089307639	0.7493781028132173	0.7367746757059734	0.8133828004057012	0.7707147814018043	0.6116532322639193	0.727411519777932	0.7019110660332034	0.7300752682432071	0.31919073293119093	0.1773821598249079	0.1984786206160252	0.15786046015053648	0.16130358191426894	0.24729087706186942	0.4563711098062243	0.5779907115784978	0.5662147013292052	0.39180056584636735	0.4166817914909518	0.4589494474990658	0.47446217904233173	0.32677627715795654	0.4938877915977153	0.31861421021726366	0.3656915603480489	-0.8033043292585277	-0.8350397693909144	-0.7848502642395773	-0.7970426520044841	-0.8167832167832167	-0.8320664068755672	-0.7388031815512731	-0.8162493994555063	-0.6725778038755138	-0.8192708055303475	-0.7555810601612128	-0.7808519724550259	-0.5464367693375327	-0.6455239417071478	-0.5962312496663642	-0.520573319809961	-0.6735653659317782	-0.6516841936689265	-0.6875620562643463	-0.6531148241071906	-0.666972721934554	-0.7216516308119362	-0.7206640687556718	-0.15266107937863663	-0.16425025356323067	-0.24857737682165162	-0.31169593765013615	-0.3732771045748145	-0.38943041691133296	-0.2803021406074841	-0.3949821171195217	-0.4387871670314418	-0.5634602039182192	-0.4174611647894091	-0.42245235680350185	0.03994021245929643	-0.025046709016174666	-0.10973148988416163	-0.11952169967437143	-0.06330539689318315	-0.011535792451822987	-0.030988095873592057	0.07929856403138846
HexR	0.5774995996370043	0.6482997918112422	0.6843057705653125	0.6729247851385256	0.6158810654993861	0.6222601825655261	0.6204505418245876	0.6272033310201249	0.6647413655047243	0.6605722521753056	0.6634548657449421	0.6129343938504244	0.6155607751027599	0.6106389793412694	0.5952330112635457	0.6563497571131159	1.0	0.6093257887151017	0.5207014359686115	0.5467303688677735	0.47529493407356005	0.5476165056317728	0.6234185661666578	0.614087439278279	0.47976298510649656	0.6132813751134362	0.5680350184166978	0.5171408743927828	0.23078524528906208	0.15152938664389046	0.23493300592537233	0.2020979020979021	0.30014413067848184	0.07524689051406609	0.13212512678161534	0.5304863075855443	0.5632413388138579	0.40451075641915335	0.4229648214381039	0.40541824587626113	0.41077243367319705	0.4621790423317141	0.410003736721294	0.3552234025516468	0.24805423584049538	-0.6012064271606257	-0.6734425879464048	-0.6109592697378957	-0.6273261090054983	-0.6600117439812097	-0.6199327390167085	-0.5007793732984572	-0.6043559493941173	-0.6042118187156356	-0.6196231249666364	-0.5590989163508248	-0.5948219719212086	-0.46357764373031546	-0.43773554689585226	-0.5327977366145306	-0.46630545027491593	-0.5763518923824267	-0.5770031495222335	-0.5528212245769498	-0.5694870015480703	-0.5031281695403833	-0.48866171995942986	-0.6137404580152672	-0.1569369561735974	-0.22166764533176747	-0.1598889659958362	-0.3492446484812897	-0.30624566273421233	-0.3894677841242727	-0.179581487215075	-0.3338226658837346	-0.4216676453317675	-0.5445790850371003	-0.360796455452944	-0.41430630438264027	-0.17615971814445097	0.030870656061495756	-0.022527091229381305	-0.05296535525543159	-0.10665670207654941	-0.018422035979287887	-0.05770565312550045	0.17098169006565953
PhrR	0.6490417978967598	0.746911866759195	0.7293332621576897	0.7415843698286446	0.7342924251321198	0.75477499599637	0.759979714941547	0.7552661079378636	0.7668019003896867	0.7745689425078738	0.7599957294613783	0.6889286286232851	0.7338493567501201	0.7060054449367427	0.7387658143383334	0.6997757967223616	0.6093257887151017	1.0	0.6783643837078952	0.6192814818769017	0.5886937489990925	0.5985373405220733	0.6540009608711899	0.6562643463406822	0.5034644744568408	0.583003256285699	0.6135589601238456	0.5308920087546042	0.2422516414882827	0.14922329578818128	0.14743500774035126	0.029653552554315912	0.13052367479848395	0.1108631826189078	0.3538728447125394	0.5057278599263332	0.5066300112101639	0.42630651790957136	0.4767522553782096	0.45164148828270967	0.4656114877488923	0.28963326749586293	0.37635723055570386	0.17323439918859765	0.26071638285378745	-0.6564671969252122	-0.6453851492019431	-0.7037634121603588	-0.724144557732344	-0.6519938077189985	-0.6580579725617893	-0.6277851919073293	-0.6448086264880158	-0.5786473068915817	-0.6996530187369882	-0.6672182779053009	-0.6370896279293226	-0.5592163561629211	-0.46634281748785567	-0.5636470399829179	-0.5887844979448033	-0.5638872577803875	-0.5938290716916671	-0.5497944803288315	-0.5795654726952437	-0.589894837986441	-0.5976138365451342	-0.6350771366038541	-0.1720012811615865	-0.13121763732450756	-0.26624673036886776	-0.28466342817487855	-0.226851011583836	-0.31006779480061925	-0.20647520418512785	-0.4043239203544547	-0.410820477232691	-0.5011530454278545	-0.307708322212139	-0.4706026797629851	-0.056862221747717934	-0.0980141995409171	0.02605562376554743	-0.14472855388885925	-0.17262584743500775	0.015400629904446699	-0.17446217904233172	-0.02738482891154647
AgaR	0.717914909517963	0.7645171622270859	0.7615064324987989	0.7706347088026477	0.8169540383280841	0.8122777985373405	0.808375593871777	0.7899642342390434	0.7664602572999519	0.7930763892595953	0.7669513692414456	0.7666150643249879	0.793257887151017	0.7840922436342284	0.7249185928575241	0.7077830566380184	0.5207014359686115	0.6783643837078952	1.0	0.7267068809053542	0.6434046869161373	0.608423637431271	0.6767629317247638	0.7135589601238456	0.5985480168686276	0.5487695510596274	0.6513852559654086	0.5965728927560988	0.22411786686595847	0.22105375540490044	0.09998932365344579	-0.07536433032616238	0.1899535578924892	0.15744942080819943	0.40387017562590083	0.4656702076549405	0.38023274435488175	0.269780601078311	0.3409704799017776	0.45770565312550043	0.39225431057492127	0.3716222708589121	0.37731276357230553	0.2018683606469866	0.3656488549618321	-0.6551273154326589	-0.6844018576843004	-0.6927934660759089	-0.7294400256232317	-0.7069022580472962	-0.6804462712859659	-0.6879730956066834	-0.631137564725351	-0.6630651790957135	-0.7780601078311002	-0.8078311001975124	-0.7665189772060002	-0.6018043025676614	-0.5476004911119415	-0.5419420274382106	-0.48337692841509633	-0.5993754337265788	-0.4508994821971921	-0.5464901510703037	-0.6256552607697646	-0.5620028826135697	-0.6821117813484225	-0.5989056744781935	-0.2595313083862702	-0.1156301713553622	-0.2879410665670208	-0.20294133347568463	-0.16645491912667484	-0.16672716596380718	-0.33130838627021836	-0.35770565312550046	-0.3408690546095126	-0.45594405594405596	-0.33274435488175946	-0.5660171889179523	0.0844872684567341	-0.0021139166177334117	-0.127667752095233	-0.14476058292852187	-0.13927827897293546	-0.07772914108791971	-0.07219879357283937	0.012459296428762078
GulR	0.7100891474937276	0.7675599209950354	0.7449634335130518	0.7670100891474937	0.7882827096567555	0.7936956173597395	0.7815405968077723	0.7700688624352746	0.7667058132706988	0.7923130304809695	0.8012704852399509	0.7594245449207281	0.7915923770885603	0.7874072492393103	0.7254363956654033	0.732819089307639	0.5467303688677735	0.6192814818769017	0.7267068809053542	1.0	0.6371163187957081	0.5867666684460577	0.6863556291037207	0.6824587626114343	0.62490791651097	0.5753910211925479	0.6595526610793786	0.5909090909090909	0.3035765760956601	0.1983878716703144	0.11990604815032296	0.0009395184967704052	0.26493353974270006	0.18861367639993595	0.2913681738109219	0.4628730048577377	0.42948273100944856	0.37637858324881224	0.31113542945604017	0.4210217263652378	0.4458549084503283	0.291117279666898	0.38350504457374684	0.24203277638392143	0.3288154593498105	-0.701889713340095	-0.7001441306784818	-0.6938130571718358	-0.7304382640260503	-0.7307532162493995	-0.6495062189718678	-0.6708055303475151	-0.7092670688090535	-0.6857630918699621	-0.7467517215608819	-0.7324133881385789	-0.7877542305023221	-0.5862755565045641	-0.6141728500507126	-0.5679069022580473	-0.48690546095126247	-0.5368387337852987	-0.5297496396733038	-0.5452250040036299	-0.5711311589174185	-0.5922596487481984	-0.6585544226765601	-0.6434740831687397	-0.1747077350130785	-0.20352319436288901	-0.20682218544813966	-0.16239256926279827	-0.17353333689211553	-0.20352853253616612	-0.3186088720439865	-0.35853306998345164	-0.37098702823893664	-0.4442321037740885	-0.3466769871350024	-0.4996797096033737	0.03377996049751775	0.08707628249612982	-0.016494955426253136	-0.11307852452890621	-0.16862755565045642	-0.06758661186142102	-0.0687343191159985	-0.02510009074894571
XylR	0.6958255484973043	0.7402551646826456	0.7514866812576736	0.7425452410185235	0.787957081086852	0.7976458655847969	0.7746490151070303	0.7711952169967438	0.7789302300752683	0.7836598515987829	0.7732931190946458	0.7140821011050019	0.7645491912667485	0.7452677093898468	0.7804195804195804	0.7493781028132173	0.47529493407356005	0.5886937489990925	0.6434046869161373	0.6371163187957081	1.0	0.637164362355202	0.6646025729995195	0.677232690973149	0.5238296055089948	0.537420594672503	0.6174237975764694	0.5868040356589975	0.24647947472374954	0.20719051940425987	0.04729087706186943	0.1650883467677361	0.16004911119414936	0.0908984145625367	0.3143596861154113	0.5211445043506112	0.39129877755831954	0.34934073560027756	0.45768430043239205	0.5587786259541985	0.5128916884642075	0.2495916297443015	0.29710671008380934	0.07653872844712539	0.21660171889179522	-0.6993700955533017	-0.6948753536539796	-0.6473442587946405	-0.7000480435594939	-0.7659744835317355	-0.7513905941386857	-0.5735173223722843	-0.6150696631612662	-0.5842577270058186	-0.7310735066460258	-0.6342977633053969	-0.6314898841616399	-0.4864570543959857	-0.4535205252762505	-0.5743073720172956	-0.47347461698606735	-0.5669353547216143	-0.553856830192708	-0.5736401003576576	-0.5976298510649656	-0.6582821758394277	-0.6111674584957028	-0.6523621416751187	-0.1606790156408477	-0.21986868093738324	-0.36109005498318475	-0.3718678268296589	-0.33167138205306146	-0.36075908824000424	-0.21852346127155287	-0.30144664495809537	-0.42213206640687556	-0.4628996957241232	-0.3681577964020712	-0.3675972882079752	0.038274702396839805	-0.011242192921582234	-0.03736187476645492	-0.13602733144717877	-0.05318422035979288	0.0655794587092297	0.0007206533924091176	0.030843965195110234
AraR	0.6823199701062297	0.7456947632520151	0.7301500026690866	0.7381412480649122	0.7528639299631666	0.7449580953397748	0.733128703357711	0.7318422035979288	0.7391715155073934	0.7254630865317888	0.7477873271766402	0.6973148988416163	0.7014092777451556	0.709496610259969	0.7561575828751401	0.7367746757059734	0.5476165056317728	0.5985373405220733	0.608423637431271	0.5867666684460577	0.637164362355202	1.0	0.6623979074360754	0.6613623018203171	0.5397266855282122	0.6672609832915176	0.6255858645171622	0.598110286659905	0.2741739176853681	0.2084182992579939	0.2214701329205146	0.1315165750280254	0.0912560721721027	0.16763465542091496	0.40522073346500825	0.5211658570437196	0.47472374953290986	0.37659211017989647	0.35362728874179256	0.42444883360913893	0.446709016174665	0.2848182351999146	0.2700208188757807	0.21053755404900443	0.23830139326322533	-0.6591202690439332	-0.6825068061709283	-0.6894250787380558	-0.6637804943148454	-0.7251908396946565	-0.731543265894411	-0.6858431644691186	-0.6931991672449688	-0.6043559493941173	-0.690759622057332	-0.5899855869321519	-0.6405701169059947	-0.5101265147066674	-0.5435274649015107	-0.4564405060588267	-0.5480435594939411	-0.6429242513211979	-0.511840068328618	-0.5801686862755565	-0.523381198953718	-0.596578230929376	-0.5844285485506859	-0.6090748945710778	-0.1773608071317995	-0.09587893023007527	-0.21899322051993808	-0.2394437623445257	-0.22626915069663162	-0.28221320664068755	-0.23053435114503817	-0.3110927240698233	-0.3564885496183206	-0.4498425238883254	-0.3989377035178562	-0.42906635349383443	0.0046922543105749216	0.004089040730262105	-0.20230075268243208	-0.12948273100944857	-0.11440772967490524	0.03204505418245876	0.05898681471200555	0.015710243954518765
ModE	0.6908717236961511	0.8168205839961565	0.7892916244061282	0.7866545668072386	0.7910532215875727	0.7572519083969466	0.7553728714034058	0.7621843805049912	0.7601024929269204	0.7845353120162281	0.7778625954198474	0.7605135322692574	0.7403726044947418	0.737516681791491	0.7335557572198793	0.8133828004057012	0.6234185661666578	0.6540009608711899	0.6767629317247638	0.6863556291037207	0.6646025729995195	0.6623979074360754	1.0	0.7222014626594779	0.602962686168793	0.6387497998185021	0.6405167351732237	0.6617573266428228	0.25349383440986495	0.1705866652431538	0.3094485667004751	0.233128703357711	0.2373511984199007	0.15510596273955052	0.372689905514333	0.5706026797629851	0.5563604334596701	0.442470506592644	0.4902258047296215	0.5077243367319704	0.4447765974483532	0.3936956173597395	0.43600064058079324	0.2353600597875407	0.2933486360967277	-0.7298564031388459	-0.7375807398708162	-0.7872684567341056	-0.7404206480542358	-0.7677734479261197	-0.7593391341482945	-0.7051993807718998	-0.737981102866599	-0.6683659851598783	-0.6953184220359793	-0.7156675385683019	-0.6671008380932045	-0.5279987188384135	-0.5873058239470453	-0.6225324294026584	-0.5571504831046816	-0.6357977899962632	-0.5589014039395719	-0.6173490631505899	-0.6306464527838573	-0.606533924091176	-0.6904286553141515	-0.6650990231142903	-0.15665403298991085	-0.10924571611594512	-0.22265520738803182	-0.27171301980462287	-0.3164469118667592	-0.27909571344685846	-0.2707788394811296	-0.476111674584957	-0.3389900176159718	-0.4373511984199007	-0.28229861741312123	-0.4138899268670261	-0.03257887151016922	-0.03821598249079165	-0.09258527731810175	-0.06308653178882187	-0.03258954785672343	-0.011861421021726366	0.07199060481503229	0.06347088026477339
NadQ	0.7179362622110713	0.8067474510222602	0.8098756205626435	0.7822025302941333	0.7734692788127903	0.7901670848235733	0.7878449794480329	0.7722361607857791	0.7678214914856136	0.7882506806170928	0.7959750173490632	0.7610847168099076	0.7615064324987989	0.7681204291891315	0.7986067367746758	0.7707147814018043	0.614087439278279	0.6562643463406822	0.7135589601238456	0.6824587626114343	0.677232690973149	0.6613623018203171	0.7222014626594779	1.0	0.5986067367746757	0.5950621897186783	0.6361234185661666	0.6456573960390755	0.19187530027224683	0.16356162921048417	0.19119201409277745	0.13075855442267656	0.21301980462285805	0.2211124753109486	0.3254844392248972	0.57728607270592	0.49720813537607433	0.35583195430523673	0.3567287674157903	0.48979875086745317	0.42526557412053595	0.3307638925959537	0.47917044787273794	0.2515667538568302	0.30158009929002294	-0.7319756579298564	-0.7061495756152245	-0.7396839801419954	-0.6900870122244168	-0.7237068275236214	-0.7506859552661079	-0.6694870015480703	-0.7392515881065499	-0.6803021406074842	-0.7088773821598249	-0.6952436876100998	-0.6921742379757647	-0.5095553301660172	-0.5791811242192921	-0.5969572412320504	-0.5447765974483532	-0.5670688090535418	-0.5354508087332515	-0.6229594832648268	-0.5798377195323761	-0.6273848289115465	-0.7296802434207015	-0.6984412534030855	-0.23100944856670047	-0.229301233118027	-0.19971173864303635	-0.29112261784017507	-0.26900122777985375	-0.3688410825815406	-0.278764746703678	-0.38862969091976723	-0.4315219132013025	-0.5789569209416537	-0.25878396412747556	-0.4398014199540917	0.021160518870442534	-0.006934287086958843	-0.1386163454865745	-0.10260502855922703	0.011151443975871457	-0.030379544120002135	0.05229808359579352	0.0676773608071318
SiaR	0.6497624512891689	0.6626434634068222	0.6773234399188598	0.6630064591896653	0.6610793786366306	0.6632573533336892	0.6718571504831047	0.6360700368333956	0.6590562109646079	0.6468371323333155	0.6762558052634389	0.585245289062083	0.6748518656915603	0.6789462445950996	0.626028932899162	0.6116532322639193	0.47976298510649656	0.5034644744568408	0.5985480168686276	0.62490791651097	0.5238296055089948	0.5397266855282122	0.602962686168793	0.5986067367746757	1.0	0.5298777558319543	0.5642449153899536	0.5684086905460951	0.27999786473068916	0.15129984519297496	0.08023808252815887	0.0718838413494902	0.1604601505364864	0.32023167672022634	0.24610580259435222	0.37278065446004377	0.3762291143970533	0.31835263972668554	0.1855175358992153	0.2666310788448193	0.29641274755778574	0.3520738803181551	0.41962846313991353	0.29560134521966586	0.15433726578764748	-0.5872257513478888	-0.5931938290716917	-0.6019164042064805	-0.5703838146586239	-0.5807078417765441	-0.484839587893023	-0.6537767575935515	-0.6229007633587786	-0.6376234452570331	-0.6657022366946032	-0.6624459509955694	-0.7002188651043613	-0.47763305396893185	-0.548241071905194	-0.4334169647146746	-0.4240217797469706	-0.45769497677894627	-0.44304169113329417	-0.48757273261090056	-0.5609993060374739	-0.5164308973469279	-0.5252762504670901	-0.5219452303421769	-0.16917738749799818	-0.2401644157369348	-0.20190038968664922	-0.24868947846047082	-0.29414402391501626	-0.2296428762077617	-0.32583142048790903	-0.38521326002242035	-0.44637804943148457	-0.4396786419687183	-0.38485026423957724	-0.47859926333208774	-0.019841990070997705	0.09329525436395665	-0.09396252602359473	-0.04345273047563124	-0.10739870816206694	-0.13742059467250306	0.16093524795814873	-0.03358778625954199
HutC	0.6368333956120216	0.7175999572946138	0.6630598409224363	0.6685314685314685	0.6856082848449261	0.6440399295361128	0.645689425078738	0.6412907702984039	0.6383761276891048	0.6653072118720974	0.660540223135643	0.6099610313350772	0.5675812736881439	0.6115464687983772	0.6157636256872898	0.727411519777932	0.6132813751134362	0.583003256285699	0.5487695510596274	0.5753910211925479	0.537420594672503	0.6672609832915176	0.6387497998185021	0.5950621897186783	0.5298777558319543	1.0	0.5604815032295948	0.6639940212459297	0.17030374205946724	-0.02791330806597982	0.22693108418299257	0.14821438103880852	0.045844232103774085	0.1784391181337746	0.43692948273100946	0.4246890514066087	0.6514813430843965	0.3004750974216623	0.25594405594405595	0.21362301820317087	0.2848929696257941	0.42499866545668075	0.44927667752095235	0.2471253936902792	0.3725564511824054	-0.6055356856883575	-0.6406768803715368	-0.6849463513585651	-0.6494421608925426	-0.607756365771633	-0.5844499012437944	-0.6781081513905941	-0.7253563230662468	-0.5622324240644851	-0.6571131158917418	-0.5770191640420648	-0.6171355362195057	-0.3980302140607484	-0.6286499759782203	-0.4767362408583783	-0.48419366892649335	-0.5014092777451556	-0.5323279773661453	-0.5107617573266429	-0.5652164629263866	-0.4814872150750013	-0.4960070463887258	-0.5157049057812416	-0.13609672769978112	-0.1494741899322052	-0.14334062883681203	-0.22716062563390807	-0.33928895531948966	-0.2526397266855282	-0.2587946404740298	-0.34197405647787327	-0.4277531628676667	-0.48171141835263975	-0.34161106069503017	-0.38365451342550577	-0.09606042812149683	-0.16443708962792933	0.009224363422836706	-0.1528746063097208	-0.07256178935568249	-0.047226818982544175	0.08766348155661133	0.06468264559867613
