	IscR	NsrR	Phr	Zur	SahR_SamR	FUR	NagC	ThiR	MntR	ArgR	NrtR	RbkR	KdgR	MetR	BirA	CzrA	HexR	PhrR	AgaR	GulR	XylR	AraR	ModE	NadQ	SiaR	HutC	Irr	PhnF	HypR	SoxR	NagQ	NarP	PdhR	VanR	NiaR	Rex	TrpR	TyrR	HisR	CcpA	PsrA	GguR	NrdR	LldR	NagR	NifA	CueR	AcnR	FruR	FadP	MerR	LiuR	RbsR	FadR	NnrR	GntR	NtrC	HrcA	PurR	NmlR	ZntR	BioQ	DasR	CsoR	PdxR	GlcC	FixJ	PaaR	AmtR	PrpR	PhsR	RutR	HcpR	TtrR	FabR	LexA	FnrN_FixK	PhnR	LtbR	QorR	CblR	LiuQ	MetJ	NorR	ExuR_UxuR	SdaR	CadR-PbrR	NikR
NrdR	0.45055783910745745	0.5045000800725992	0.48002989377035177	0.4397960817808146	0.4449260663001121	0.4512304489403726	0.4468051032936529	0.4248438584316447	0.43953451129023646	0.46477339454438693	0.4527091229381306	0.44357550846100463	0.4279133080659798	0.3937276463994021	0.415315219132013	0.4938877915977153	0.410003736721294	0.37635723055570386	0.37731276357230553	0.38350504457374684	0.29710671008380934	0.2700208188757807	0.43600064058079324	0.47917044787273794	0.41962846313991353	0.44927667752095235	0.3933486360967277	0.4465328564565206	0.1781668712966423	-0.09995195644050606	0.2246249933272834	0.03517856189611915	0.1979127742486521	0.25934447232157154	0.13986547803341695	0.34965034965034963	0.2555757219879357	0.12543105749212619	0.1201943095072866	0.09602839908183419	0.2502962686168793	0.12749159237708857	1.0	0.4225057385362729	0.3067794800619228	-0.4155127315432659	-0.4337212405914696	-0.47298884321785084	-0.40051246463460205	-0.3997597822025303	-0.3531041477606363	-0.4683873378529867	-0.48107617573266426	-0.3889499813163935	-0.4702556984999733	-0.40632039716009183	-0.42562856990337905	-0.2547696578230929	-0.4523888325415043	-0.395457214541184	-0.33622484385843165	-0.37182512144344204	-0.2375967543906475	-0.28465809000160147	-0.2535845833555757	-0.31175465755618426	-0.34450435061122087	-0.4369668499439492	-0.019681844872684567	-0.18219185394757914	0.022014626594779266	0.02060534884962366	-0.2795334436555811	-0.2812096300645919	-0.2947899428815459	-0.13519457641595045	-0.2605882666951369	-0.32816954038328083	-0.3048150322959483	-0.2928948913681738	0.09670100891474938	0.04866812576736241	-0.10697165429989858	-0.1638285378743394	0.02171568889126141	-0.1652164629263866	0.002359472588480222	-0.04021245929642876
LldR	0.33637965088346766	0.33787967757433407	0.32078684674104524	0.2463246676987135	0.28083595793519456	0.2759622057331981	0.2691773874979982	0.2710617626648161	0.30042171568889126	0.27809213687076284	0.2987882346660973	0.2800619228100144	0.2945123578711365	0.25119841990070996	0.2326482677627716	0.31861421021726366	0.3552234025516468	0.17323439918859765	0.2018683606469866	0.24203277638392143	0.07653872844712539	0.21053755404900443	0.2353600597875407	0.2515667538568302	0.29560134521966586	0.2471253936902792	0.20413174611647894	0.32818021672983505	0.010676346554209149	-0.018112421929215822	0.2502695777504938	0.19761383654513426	0.2626701542732077	0.13281908930763892	0.04180857310628303	0.24149895905621097	0.2596540863716436	0.10732397373618748	-0.04063417498532002	-0.08778625954198473	0.07487855655794587	0.1100357657609566	0.4225057385362729	1.0	0.21131692734746169	-0.18885923237068275	-0.2968664922863396	-0.3347728607270592	-0.24041530988095874	-0.2949821171195217	-0.14720012811615865	-0.38479688250680616	-0.28442854855068594	-0.3642716062563391	-0.24683179416003845	-0.29173650776704213	-0.3442534564671969	-0.2328991619067955	-0.25480168686275556	-0.13685474830512998	-0.14283350237548711	-0.37412053595259703	-0.13820530614423746	-0.1376875033363583	-0.14945817541237388	-0.04875353653979608	-0.23119628463139913	-0.23247210804462712	-0.005839961565152405	-0.07032509475257567	-0.00614957561522447	-0.12866065232477447	-0.15047776650830086	-0.06819516361501095	-0.1836384989056745	-0.08894464314311643	-0.15417178241605722	-0.2335984626060962	-0.2708215448673464	-0.19115998505311482	-0.029279880424918595	-0.08419900709977046	-0.18275770031495223	-0.16657235893877115	0.08107617573266428	-0.14856670047509743	-0.07426466663107885	-0.015432658944109326
NagR	0.36676987135002403	0.34811295574654355	0.30736667912240434	0.32195590668873114	0.32005017882880477	0.2936742646666311	0.3029466716489617	0.3012384562002883	0.2714461111407676	0.3036192814818769	0.30586665243153793	0.33437249773127636	0.24975177494261463	0.3284364490471361	0.2643143116425559	0.3656915603480489	0.24805423584049538	0.26071638285378745	0.3656488549618321	0.3288154593498105	0.21660171889179522	0.23830139326322533	0.2933486360967277	0.30158009929002294	0.15433726578764748	0.3725564511824054	0.30867453157529495	0.39672769978113487	0.03789569209416538	0.025703304329258526	0.09166177334116266	-0.10834356483211445	0.07999252655741206	0.10013879250520472	0.09080232744354881	0.1654620188971334	0.07812950408370256	-0.0173864303635296	0.02386163454865745	0.14511824053808786	-0.022943468744995463	0.28583248812256445	0.3067794800619228	0.21131692734746169	1.0	-0.24006832861794694	-0.3461751988469546	-0.30721721027064536	-0.2523781561949501	-0.33344365558106015	-0.24332461431698074	-0.36053488496236585	-0.40456413815192444	-0.2834036192814819	-0.3353814124806491	-0.33824801153045425	-0.40836491752522286	-0.39375967543906476	-0.3272834036192815	-0.1841402871937223	-0.0807452089894838	-0.27718464741365506	-0.2771632947205466	-0.2621950568515454	-0.2441200021352693	-0.24368227192654673	-0.15742272994181392	-0.30846634281748786	-0.11752522286873432	-0.036246196551540065	-0.10784177654406663	-0.031980996103133506	0.03384401857684301	-0.13911813377462232	-0.2151764266268083	-0.17289275609886298	-0.060049111194149365	-0.17745689425078737	-0.10344312176373245	-0.19780067260983292	0.09808893396679656	-0.05737468638231997	-0.10870656061495756	0.059606042812149686	-0.08818128436449048	-0.17352799871883842	0.015347248171675652	0.027982704318582182
NifA	-0.7207441413548283	-0.7954785672342924	-0.795350451075642	-0.8061335610953931	-0.7828858164736028	-0.7915069663161266	-0.7634121603587253	-0.7681791490951796	-0.7620135589601238	-0.7864890834356483	-0.7861634548657449	-0.7545614690652859	-0.7194309507286607	-0.737981102866599	-0.786013986013986	-0.8033043292585277	-0.6012064271606257	-0.6564671969252122	-0.6551273154326589	-0.701889713340095	-0.6993700955533017	-0.6591202690439332	-0.7298564031388459	-0.7319756579298564	-0.5872257513478888	-0.6055356856883575	-0.6394597768643571	-0.5937596754390647	-0.38539475791384187	-0.1295200982223883	-0.21690065659531307	-0.15653659317781454	-0.21747717930924038	-0.26647093364650615	-0.3675972882079752	-0.5881706080179363	-0.5271606256339081	-0.4491165323226392	-0.48969198740191106	-0.4966262744888699	-0.5581166924678375	-0.2782255912026904	-0.4155127315432659	-0.18885923237068275	-0.24006832861794694	1.0	0.7545294400256233	0.7288528265627502	0.7616505631772807	0.7352532963219987	0.7521966583035286	0.6515827683766615	0.6944162707521486	0.5321998612074947	0.7616772540436663	0.6487588747130731	0.6511877435541558	0.38827737148347835	0.5453424438157263	0.6387497998185021	0.5204345273047564	0.541296108471681	0.6343991885976619	0.5543746330005872	0.5398868307265254	0.6442641328137512	0.6402978700688624	0.6952970693428708	0.06384989056744782	0.1259221694336198	0.1674264666631079	0.2705119308172743	0.3127208669193402	0.41138632360006405	0.1965141728500507	0.4394010569583089	0.42935995302407515	0.4506752789195537	0.36688197298884323	0.3836491752522287	-0.08462606096193882	-0.028383067314365025	0.08864570543959857	0.009235039769390914	0.08207441413548283	0.010473495969679177	-0.017439812096300647	-0.054839054075695295
CueR	-0.7889339667965622	-0.856461858751935	-0.8570917631986334	-0.8434207014359686	-0.8264079432018363	-0.8169166711151444	-0.8138045160945925	-0.8296535525543159	-0.7937116318795708	-0.821694336198153	-0.8357070410505525	-0.7987935728393744	-0.7792718731650029	-0.780702503603267	-0.7919286820050179	-0.8350397693909144	-0.6734425879464048	-0.6453851492019431	-0.6844018576843004	-0.7001441306784818	-0.6948753536539796	-0.6825068061709283	-0.7375807398708162	-0.7061495756152245	-0.5931938290716917	-0.6406768803715368	-0.6499172583142049	-0.7281481876901724	-0.40855709176319865	-0.1925265574120536	-0.10516201355896013	-0.1535685688357444	-0.15412373885656327	-0.20975284257727006	-0.401019591095927	-0.5158810654993861	-0.4598569369561736	-0.4153739390380612	-0.36829658890727596	-0.46062563390807665	-0.47020231676720226	-0.34758447659211017	-0.4337212405914696	-0.2968664922863396	-0.3461751988469546	0.7545294400256233	1.0	0.7858538408156729	0.7620028826135696	0.7595579992526558	0.7447232157155821	0.7209149628996957	0.7316820583996156	0.6959323119628463	0.7916350824747771	0.7314418406021459	0.7643997224149895	0.5514599903912881	0.46292104841723164	0.5607163828537874	0.5082634922329579	0.5713927294079966	0.639609245716116	0.6493994555063257	0.672278866171996	0.6459296428762078	0.5816260075802061	0.6704905781241659	0.2203064111461058	0.1467890887738216	0.2839054075695297	0.35688891261410344	0.27123258420968344	0.414498478620616	0.27006886243527467	0.36632680296802433	0.39293759675439066	0.5266855282122458	0.3994128009395185	0.3573907009021513	-0.04205412907702984	-0.06078044093311269	0.07942134201676186	0.11565152404847061	0.07593017669353547	-0.056851545401163724	0.07670421181871563	-0.07367746757059734
AcnR	-0.7914375700635242	-0.8735813804516095	-0.8379971173864303	-0.8483745262371216	-0.8587732877809213	-0.8461805370202317	-0.8348956387124326	-0.8492980302140607	-0.8526237121656969	-0.86375380344846	-0.8648694816633747	-0.8393103080125981	-0.8222548443922489	-0.8348422569796615	-0.8063951315859713	-0.7848502642395773	-0.6109592697378957	-0.7037634121603588	-0.6927934660759089	-0.6938130571718358	-0.6473442587946405	-0.6894250787380558	-0.7872684567341056	-0.7396839801419954	-0.6019164042064805	-0.6849463513585651	-0.5705866652431538	-0.692649335397427	-0.22511076709549993	-0.1788821865157743	-0.2546041744515027	-0.21934020178294988	-0.22506272353600598	-0.15725190839694655	-0.38779159771526184	-0.5855335504190466	-0.6071211231516574	-0.5004430683819997	-0.4341643089734693	-0.5271499492873538	-0.5304169113329419	-0.3585063791170661	-0.47298884321785084	-0.3347728607270592	-0.30721721027064536	0.7288528265627502	0.7858538408156729	1.0	0.8038274702396839	0.7989537180376876	0.7606309720813538	0.7411626541397534	0.7456734105589068	0.7458815993167138	0.780040570116906	0.7717343724977312	0.7280521005711845	0.5186675919500346	0.5770458549084503	0.5855121977259382	0.5796028399081834	0.6085197245502589	0.5703571237922382	0.569065285859179	0.6426680190038969	0.5818021672983505	0.6838840548764213	0.6734265734265734	0.13234933005925373	0.17171301980462286	0.25669673837612766	0.2839854801686863	0.2771366038541611	0.2698980408904073	0.3364864143490098	0.28613676399935944	0.38433779960497516	0.5414295628036087	0.32582608231463195	0.37942134201676186	-0.09729888432178509	-0.048337159024181925	0.11273688143917152	0.23975871456787487	0.012315165750280254	-0.03178348369188064	0.06392462499332728	-0.08093738322745957
FruR	-0.7683072652538301	-0.8287780921368708	-0.8243901137030908	-0.8775049378102813	-0.8710404099717077	-0.8724283350237548	-0.8433513051833662	-0.8796081780814605	-0.8810441466930017	-0.8681311055356857	-0.8569956760796456	-0.8345379811028666	-0.8271019057278599	-0.8471894517696045	-0.8078524528906208	-0.7970426520044841	-0.6273261090054983	-0.724144557732344	-0.7294400256232317	-0.7304382640260503	-0.7000480435594939	-0.6637804943148454	-0.7404206480542358	-0.6900870122244168	-0.5703838146586239	-0.6494421608925426	-0.641755191373512	-0.6735707041050553	-0.3026797629851065	-0.19081300379010302	-0.19979714941547003	-0.16757059734158972	-0.18093204505418245	-0.11980462285805797	-0.44086905460951265	-0.5890087012224416	-0.5159611380985427	-0.4331393797042652	-0.4853413761810708	-0.5336144771259275	-0.5469919393583516	-0.32713393476752256	-0.40051246463460205	-0.24041530988095874	-0.2523781561949501	0.7616505631772807	0.7620028826135696	0.8038274702396839	1.0	0.8016174665029627	0.776666844605776	0.7161426359899642	0.7183686542465169	0.7160038434847595	0.8395665403298991	0.7758501040943789	0.7429669567074147	0.5033043292585277	0.5508674531575295	0.5232050392355736	0.48375060054449365	0.653290983825335	0.6248385202583676	0.5107937863663055	0.6282923183686543	0.6633534404526771	0.645689425078738	0.612816954038328	0.17583942774782468	0.18646773074253992	0.28940906421822454	0.2799071157849784	0.28418833075321626	0.2748411893450061	0.272641861954839	0.37555116639086106	0.4599476859018844	0.4690279186462393	0.3927774515560775	0.4267228954251855	-0.1498158330219399	-0.08242673357177174	0.08141248064912188	0.2130892008754604	0.1040730262104308	-0.04478193562163028	0.0813324080499653	-0.08685741739176854
FadP	-0.7651203758073987	-0.8400309614050072	-0.8379757646933219	-0.8347194789942881	-0.8798056904927134	-0.858191426893717	-0.8304115731596647	-0.8533123365184434	-0.8443015000266909	-0.8861421021726366	-0.8588960657662947	-0.8445203651310521	-0.8473495969679176	-0.8507339988256019	-0.8466502962686169	-0.8167832167832167	-0.6600117439812097	-0.6519938077189985	-0.7069022580472962	-0.7307532162493995	-0.7659744835317355	-0.7251908396946565	-0.7677734479261197	-0.7237068275236214	-0.5807078417765441	-0.607756365771633	-0.6732717664015374	-0.6804676239790743	-0.3106336411679923	-0.3463086531788822	-0.22397373618747665	-0.22534030854641543	-0.1873004857737682	-0.14742966956707415	-0.3221854481396466	-0.606891581700742	-0.4971067100838093	-0.4149682378690012	-0.5036993540810335	-0.6252121923877649	-0.5458976138365451	-0.34310574921261944	-0.3997597822025303	-0.2949821171195217	-0.33344365558106015	0.7352532963219987	0.7595579992526558	0.7989537180376876	0.8016174665029627	1.0	0.8231036139433086	0.6728500507126461	0.7005711845406501	0.7070090215128383	0.7843644904713607	0.7545774835851172	0.7293599530240752	0.6110927240698233	0.5366732504137084	0.5937062937062937	0.5199434153632627	0.7061816046548871	0.5972508407622912	0.5538835210590936	0.6267282335984626	0.6829605508994822	0.6560721721027064	0.7066033203437784	0.2102492926920408	0.21674051139699996	0.31178134842256977	0.29280414242246305	0.26915603480488975	0.3199220626701543	0.26399402124592963	0.30107831100197513	0.3637965088346768	0.5097154753643304	0.41568355308813326	0.39678108151390595	-0.043591522980835955	-0.0022527091229381305	0.12968558159397853	0.16496023060908557	-0.016740511396999946	0.006870229007633588	0.07226818982544174	-0.10413708428975604
MerR	-0.698062243100411	-0.8105108631826189	-0.8208348903005391	-0.8144397587145679	-0.8438157262584743	-0.8357283937436609	-0.8187583408957455	-0.8357017028772754	-0.8243420701435968	-0.845171622270859	-0.8352266054556131	-0.7911493087065606	-0.8055356856883574	-0.7919713873912347	-0.862734212352533	-0.8320664068755672	-0.6199327390167085	-0.6580579725617893	-0.6804462712859659	-0.6495062189718678	-0.7513905941386857	-0.731543265894411	-0.7593391341482945	-0.7506859552661079	-0.484839587893023	-0.5844499012437944	-0.6555490311215502	-0.5918432712325842	-0.2932739016708482	-0.29257993914482466	-0.173608071317995	-0.22640260502855922	-0.2904339934874286	-0.16381252335450808	-0.4512090962472642	-0.6541771205893343	-0.525318955853307	-0.41840068328617946	-0.46548337159024183	-0.6043986547803342	-0.5716542998985747	-0.23318208509048205	-0.3531041477606363	-0.14720012811615865	-0.24332461431698074	0.7521966583035286	0.7447232157155821	0.7606309720813538	0.776666844605776	0.8231036139433086	1.0	0.6146319329525436	0.7066994074627663	0.592958949447499	0.7235893877115251	0.6943255218064378	0.6347995515934447	0.5126834997064005	0.5233545080873325	0.5930443602199328	0.504083702556985	0.6463353440452677	0.5995249025783377	0.6216836598515988	0.5959269737895692	0.6701649495542625	0.6875727326109006	0.6988949981316394	0.17384295094218757	0.17908503710030427	0.26515774302033845	0.340938450862115	0.3433085997971494	0.3765440666204025	0.21293973202370148	0.27796935888538943	0.3785405434260396	0.5718518123098276	0.35979821705012544	0.383051299845193	-0.09620989697325576	-0.040463353440452675	0.14302033844018577	0.12265520738803182	0.007916510969946085	-0.0631185608284845	0.06824854534778199	-0.13158597128062777
LiuR	-0.7790423317140874	-0.820418512784925	-0.7817701382586879	-0.7855228740724924	-0.7926119681844873	-0.7819569743233865	-0.7815939785405435	-0.7704905781241659	-0.7612288474883895	-0.7551913735119842	-0.7846954572145411	-0.7442267656008114	-0.7570757486788021	-0.7862969091976726	-0.7030107297282869	-0.7388031815512731	-0.5007793732984572	-0.6277851919073293	-0.6879730956066834	-0.6708055303475151	-0.5735173223722843	-0.6858431644691186	-0.7051993807718998	-0.6694870015480703	-0.6537767575935515	-0.6781081513905941	-0.7221107137137671	-0.7485026423957721	-0.30114770725457746	-0.041861954839054076	-0.16259541984732825	-0.12009822238829873	-0.1494741899322052	-0.2113222655207388	-0.44511824053808785	-0.43573373191693804	-0.4116692467837506	-0.23835477499599636	-0.313986013986014	-0.30688090535418777	-0.34308973469278814	-0.45221267282335986	-0.4683873378529867	-0.38479688250680616	-0.36053488496236585	0.6515827683766615	0.7209149628996957	0.7411626541397534	0.7161426359899642	0.6728500507126461	0.6146319329525436	1.0	0.7514760049111194	0.7153365718251214	0.7169753910211926	0.7735173223722842	0.7528052100571184	0.5229007633587787	0.6141514973576042	0.5290076335877862	0.5357977899962633	0.5420167618640901	0.5018096407409385	0.5312336518443389	0.6393530133988149	0.5056958308866706	0.616847274862542	0.5631132226552074	0.18269364223562698	0.11737575401697539	0.2598088933966797	0.2859979714941547	0.18077723802914641	0.23854694923397213	0.413986013986014	0.49250520471894516	0.3771205893343298	0.4251214434420541	0.43367319703197565	0.4063844552394171	-0.05143863769817968	-0.011210163881919607	0.13408423637431272	0.19516895318422037	0.060262638125233546	0.13761810708375594	-0.04840121710350718	0.09178455132653605
RbsR	-0.7437836972188118	-0.8313244007900497	-0.8067954945817541	-0.7709229701596114	-0.7640847701916404	-0.7656755458282176	-0.7675012010889873	-0.7662040249826509	-0.7585330699834517	-0.756712752895959	-0.7902151283830673	-0.7368494101318529	-0.710671008380932	-0.7163721774408798	-0.7711258207441414	-0.8162493994555063	-0.6043559493941173	-0.6448086264880158	-0.631137564725351	-0.7092670688090535	-0.6150696631612662	-0.6931991672449688	-0.737981102866599	-0.7392515881065499	-0.6229007633587786	-0.7253563230662468	-0.7186409010836492	-0.7240751614797416	-0.24216089254257192	-0.05573052901297176	-0.199439491805904	-0.22980835957935195	-0.17520418512784924	-0.25786579832381357	-0.414445096887845	-0.563449527571665	-0.5522447018630224	-0.393668926493354	-0.29083969465648857	-0.4158597128062777	-0.40767095499919925	-0.3581327069876688	-0.48107617573266426	-0.28442854855068594	-0.40456413815192444	0.6944162707521486	0.7316820583996156	0.7456734105589068	0.7183686542465169	0.7005711845406501	0.7066994074627663	0.7514760049111194	1.0	0.6697539102119254	0.7687289809427214	0.6801580099290023	0.7363369454972508	0.5298777558319543	0.6866865958469012	0.5885923237068276	0.552933326215769	0.5322959483264826	0.6011904126407943	0.6273688143917151	0.6389206213633695	0.5755298136977526	0.616793893129771	0.6645918966529654	0.1821705012544707	0.13987615437997117	0.20868520792184914	0.25257566860620295	0.3682218544813965	0.26725030694496343	0.30912293813057173	0.44227833235466824	0.39948753536539794	0.43626221107137136	0.3418939838787167	0.38022740618160467	-0.04267335717717397	0.09840922436342284	0.08835744408263492	0.045032829765654196	0.037126995142262316	0.013003790103026745	-0.047728607270592006	-0.027635723055570383
FadR	-0.7264132813751134	-0.7992152885282656	-0.790759622057332	-0.7647200128116158	-0.78106549938611	-0.7630011210163882	-0.7882133134041531	-0.7657609566006512	-0.7726792291677788	-0.7806224310041104	-0.8089521165857043	-0.784327123258421	-0.80438797843378	-0.8038701756259008	-0.6824480862648802	-0.6725778038755138	-0.6042118187156356	-0.5786473068915817	-0.6630651790957135	-0.6857630918699621	-0.5842577270058186	-0.6043559493941173	-0.6683659851598783	-0.6803021406074842	-0.6376234452570331	-0.5622324240644851	-0.6237068275236214	-0.652831900923504	-0.13567501201088988	-0.25918966529653553	-0.1420060855175359	-0.13819996797096035	-0.1486627875940853	-0.09477926653499173	-0.2792825495115571	-0.43831206960977953	-0.4636950835424118	-0.352629050338974	-0.3289649282015694	-0.44230502322105375	-0.3362034911653232	-0.46034804889766723	-0.3889499813163935	-0.3642716062563391	-0.2834036192814819	0.5321998612074947	0.6959323119628463	0.7458815993167138	0.7160038434847595	0.7070090215128383	0.592958949447499	0.7153365718251214	0.6697539102119254	1.0	0.72429936475738	0.7396412747557786	0.7749105855976085	0.6007953878182886	0.5489296962579405	0.45769497677894627	0.4548123632093098	0.5829391982063737	0.4783964127475578	0.43329418672930126	0.6123258420968345	0.5661826722895426	0.6118827737148348	0.5478407089094112	0.08660652324774462	0.27732877809213685	0.24599370095553302	0.24392248972401645	0.18452997384295095	0.20636844071958577	0.40251427961351627	0.23506112208402286	0.44066086585170555	0.4864250253563231	0.41160518870442536	0.3931030801259809	0.010318688944643143	-0.13069983451662842	0.21328671328671328	0.19513158597128064	0.09169380238082528	0.03343831740778306	-0.0355896012384562	0.038915283190092353
NnrR	-0.8460577590348582	-0.8502428868841082	-0.8605775903485827	-0.8759408530400897	-0.8703037420594673	-0.9006459189665297	-0.8698980408904073	-0.8825655260769765	-0.8531682058399616	-0.8652271392729408	-0.8706774141888646	-0.8395505258100678	-0.8448940372604494	-0.8562963753803449	-0.8085357390700902	-0.8192708055303475	-0.6196231249666364	-0.6996530187369882	-0.7780601078311002	-0.7467517215608819	-0.7310735066460258	-0.690759622057332	-0.6953184220359793	-0.7088773821598249	-0.6657022366946032	-0.6571131158917418	-0.7095873592056798	-0.7122724603640634	-0.27230021886510436	-0.23451129023648107	-0.09270805530347515	-0.06319329525436396	-0.15515400629904447	-0.22269791277424866	-0.40930977419527037	-0.5653125500453745	-0.4500934180323493	-0.33202370148935034	-0.38099610313350774	-0.4733785298670795	-0.47920781508567767	-0.3768002989377035	-0.4702556984999733	-0.24683179416003845	-0.3353814124806491	0.7616772540436663	0.7916350824747771	0.780040570116906	0.8395665403298991	0.7843644904713607	0.7235893877115251	0.7169753910211926	0.7687289809427214	0.72429936475738	1.0	0.7897453691346821	0.85258100677948	0.5962686168793039	0.5958308866705814	0.5301446644958095	0.47825228206907594	0.6190252495596007	0.5611754657556184	0.6001814978914215	0.62230822612502	0.6555757219879357	0.6262317834836919	0.6845139593231196	0.1528532536166124	0.229760316019858	0.3222815352586345	0.24078898201035606	0.27870068862435277	0.2494902044520365	0.405258100677948	0.3733998825601879	0.51194683179416	0.4720920301072973	0.3991992740084343	0.4162493994555063	-0.1569369561735974	-0.10140927774515561	0.07384295094218758	0.16623605402231356	0.14924998665456682	0.04799551593444723	0.009507286606523249	-0.00507660278652645
GntR	-0.7554262531361768	-0.8221107137137671	-0.81812309827577	-0.8132119788608339	-0.8503710030427588	-0.8572305557038381	-0.8612715528746063	-0.8469065285859179	-0.8352479581487215	-0.8468424705065927	-0.838594992793466	-0.786627875940853	-0.8594992793466076	-0.8632947205466289	-0.760492179576149	-0.7555810601612128	-0.5590989163508248	-0.6672182779053009	-0.8078311001975124	-0.7324133881385789	-0.6342977633053969	-0.5899855869321519	-0.7156675385683019	-0.6952436876100998	-0.6624459509955694	-0.5770191640420648	-0.6561575828751401	-0.677184647413655	-0.1819142689371697	-0.27948006192281	-0.15330699834516628	-0.0815619495008808	-0.2403619281481877	-0.1491432231890247	-0.35830886670581324	-0.4977579672236161	-0.39782736347621844	-0.2870762824961298	-0.38184487268456735	-0.46702610366732505	-0.4215662200395025	-0.44282816420221	-0.40632039716009183	-0.29173650776704213	-0.33824801153045425	0.6487588747130731	0.7314418406021459	0.7717343724977312	0.7758501040943789	0.7545774835851172	0.6943255218064378	0.7735173223722842	0.6801580099290023	0.7396412747557786	0.7897453691346821	1.0	0.844461645225004	0.6170287727539636	0.5650242886884108	0.512966422890087	0.49663695083542414	0.5961298243740992	0.5112368547483052	0.5249506218971868	0.6844018576843004	0.5767522553782096	0.6804996530187369	0.644109325788715	0.2380558372924785	0.15294400256232318	0.30389686649228637	0.22911439705332834	0.1666204024982651	0.14254524101852345	0.45295467890887736	0.36507233224790475	0.4092510542892222	0.4221427427534298	0.4066033203437784	0.5279773661453051	-0.10235947258848022	-0.11842737415256499	0.20637377889286287	0.2035178561896119	0.09097314898841616	0.09464047402978701	0.08425772700581861	-0.056413815192441145
NtrC	-0.8227299418139112	-0.8339881492553248	-0.8329205145999039	-0.8140927774515561	-0.822051993807719	-0.8316340148401217	-0.8485506859552661	-0.8385576255805264	-0.8180323493300593	-0.8281161586505098	-0.8447765974483532	-0.80398227726472	-0.8390914429082368	-0.839614583889393	-0.7433940105695831	-0.7808519724550259	-0.5948219719212086	-0.6370896279293226	-0.7665189772060002	-0.7877542305023221	-0.6314898841616399	-0.6405701169059947	-0.6671008380932045	-0.6921742379757647	-0.7002188651043613	-0.6171355362195057	-0.7088880585063791	-0.7230128649975979	-0.2654566807238563	-0.21812843644904714	-0.10415843698286446	-0.0295200982223883	-0.16071638285378742	-0.22222281535258634	-0.31953237602092566	-0.45349383440986496	-0.4124379437356537	-0.2792291677787861	-0.2742966956707415	-0.39156034804889767	-0.3591469599103187	-0.39597501734906315	-0.42562856990337905	-0.3442534564671969	-0.40836491752522286	0.6511877435541558	0.7643997224149895	0.7280521005711845	0.7429669567074147	0.7293599530240752	0.6347995515934447	0.7528052100571184	0.7363369454972508	0.7749105855976085	0.85258100677948	0.844461645225004	1.0	0.6707254577483586	0.6127528959590028	0.48196765066994074	0.4403672663214648	0.603624619655154	0.4855762558052634	0.5595526610793786	0.6432658944109326	0.5777398174344739	0.6199861207494796	0.6131906261677254	0.17325041370842897	0.1739764052741152	0.20302674424811828	0.19176853680670475	0.2141194683179416	0.16353493834409866	0.46097795334436553	0.32897026637484655	0.5024235306678054	0.4494101318528799	0.42820156942294346	0.5381946297976833	-0.11219238776490685	-0.12804142422463033	0.13680670474563605	0.12901297176106336	0.14599370095553302	0.11604121069769925	0.03754871083115358	0.0015427320770832222
HrcA	-0.5726792291677788	-0.5906635349383441	-0.5903592590615492	-0.5543105749212619	-0.6177921315325895	-0.6014306304382641	-0.6487054929803021	-0.6484866278759408	-0.5952703784764853	-0.6060641648427908	-0.6125500453744729	-0.558346233918753	-0.6821384722148081	-0.6621416751187743	-0.5521859819569743	-0.5464367693375327	-0.46357764373031546	-0.5592163561629211	-0.6018043025676614	-0.5862755565045641	-0.4864570543959857	-0.5101265147066674	-0.5279987188384135	-0.5095553301660172	-0.47763305396893185	-0.3980302140607484	-0.52848449260663	-0.4919553728714034	-0.1302033844018577	-0.2899055143329953	-0.031281695403832806	0.11303048096941226	-0.1702663748465275	-0.14732824427480917	-0.17214007366679124	-0.3008754604174452	-0.19448032883147387	-0.2857791063897934	-0.33186889446431433	-0.3572572465702237	-0.2697325575188171	-0.310259969038595	-0.2547696578230929	-0.2328991619067955	-0.39375967543906476	0.38827737148347835	0.5514599903912881	0.5186675919500346	0.5033043292585277	0.6110927240698233	0.5126834997064005	0.5229007633587787	0.5298777558319543	0.6007953878182886	0.5962686168793039	0.6170287727539636	0.6707254577483586	1.0	0.4729141087919714	0.3759461912133668	0.34044733892062135	0.4670100891474937	0.3483051299845193	0.4851705546362035	0.45384615384615384	0.45735867186248863	0.4605882666951369	0.5246783750600544	0.18258154059680778	0.18207441413548284	0.2368867773447926	0.17486254203811455	0.09765654193135109	0.1320877595686756	0.29038594992793465	0.32499332728340363	0.2720973682805744	0.3454919126674852	0.2974270004804356	0.4843644904713607	0.03311268883787968	-0.08606202957347996	0.062477980035231945	0.09483264826776278	0.19255858645171622	0.1256499225964875	0.1775689958896066	0.02603427107243901
