	AcnR	AgaR	AmtR	AraR	ArgR	BioQ	BirA	CadR-PbrR	CblR	CcpA	CsoR	CueR	CzrA	DasR	ExuR_UxuR	FabR	FadP	FadR	FixJ	FnrN_FixK	FruR	FUR	GguR	GlcC	GntR	GulR	HcpR	HexR	HisR	HrcA	HutC	HypR	Irr	IscR	KdgR	LexA	LiuQ	LiuR	LldR	LtbR	MerR	MetJ	MetR	MntR	ModE	NadQ	NagC	NagQ	NagR	NarP	NiaR	NifA	NikR	NmlR	NnrR	NorR	NrdR	NrtR	NsrR	NtrC	PaaR	PdhR	PdxR	PhnF	PhnR	Phr	PhrR	PhsR	PrpR	PsrA	PurR	QorR	RbkR	RbsR	Rex	RutR	SahR_SamR	SdaR	SiaR	SoxR	ThiR	TrpR	TtrR	TyrR	VanR	XylR	ZntR	Zur
AcnR	1.0	-0.6951742913574974	0.31711418352639725	-0.8441200021352693	-0.8884001494688517	0.7660759088240005	-0.8776544066620402	0.0915923770885603	0.2563284044200075	-0.7377942668019004	0.5709763518923824	0.8117172903432446	-0.84640474029787	0.7579138418833076	0.1626381252335451	0.2096834463246677	0.843495435861848	0.7541237388565633	0.7022740618160466	0.6658677200661933	0.8349490204452037	-0.8684727486254203	0.10854107724336733	0.7502695777504937	0.7207014359686116	-0.7750814071424759	0.48454065018950515	-0.6689531842203598	-0.6622911439705332	0.6924571611594512	-0.7642342390433994	-0.5001654833715903	-0.719906048150323	-0.7770458549084504	-0.8566220039502482	0.2932151817648001	-0.11286499759782202	0.754412000213527	0.05111300912827631	0.4885282656275023	0.8607110446805103	0.006491218704959163	-0.8513799177921315	-0.8858431644691187	-0.8464901510703038	-0.7983291517642662	-0.864623925692628	-0.19079698927027172	-0.4105268777024502	-0.4149415470026157	-0.6485346714354348	0.8484172316233385	-0.13146853146853146	0.5754817701382587	0.8169380238082529	0.1986120749479528	-0.36600117439812097	-0.8868680937383228	-0.8674211284898308	0.735883200768697	0.8086104734959697	-0.0024715742272994183	0.7264186195483905	-0.7627075214861474	0.7456413815192441	-0.8804729621523515	-0.8209736828057439	0.08103347034644745	0.3182458762611434	-0.5594245449207281	0.7379917792131533	0.4614637271125821	-0.8693909144290823	0.8285111834730156	-0.5533016601718892	0.549260663001121	-0.8784818235199915	-0.006443175145465222	-0.7128863502909304	-0.033774622324240645	-0.8681364437089628	-0.5833395612021566	0.4829552127262051	-0.683819996797096	-0.07302087225751348	-0.8274755778572572	0.5797950141461592	-0.8782789729354615
AgaR	-0.6951742913574974	1.0	-0.3088560294667165	0.7296642289008701	0.7818715635509529	-0.718987882346661	0.7378850157476111	-0.15186569156034804	-0.29119735226605453	0.5693108418299258	-0.5025196177867933	-0.7523034217690706	0.7179469385576256	-0.589072759301767	-0.1350077403512518	-0.35298670794854003	-0.7033256819516361	-0.7350557839107458	-0.6432445417178242	-0.6386750653926226	-0.712608765280521	0.8189505151337212	0.060625633908076654	-0.6839641274755779	-0.790967810815139	0.8101905727859926	-0.4136336945497251	0.5065552767842845	0.4920781508567768	-0.7411252869268137	0.5736027331447179	0.4005871990604815	0.7164095446538195	0.7254043666257407	0.8176693535472161	-0.06524315379277211	0.1512251107670955	-0.6987295147600491	-0.07422729941813912	-0.3784391181337746	-0.7137244434954358	-0.04777665083008594	0.8066567020765494	0.7881279026317194	0.6694389579885763	0.6986280894677841	0.828740724923931	-0.013799177921315325	0.4379223829605509	0.17753696684994394	0.5780013879250521	-0.7025409704799018	0.002311429028986281	-0.5098649442160893	-0.7483318208509048	-0.27731810174558263	0.26690866385522877	0.7863876581433833	0.7946137831634015	-0.7488869908717237	-0.6366518977206	-0.12257513478887525	-0.6905834623391875	0.6225004003629958	-0.591779213153259	0.7802274061816047	0.6827256712752896	-0.11164789409064219	-0.20405167351732237	0.46610793786366306	-0.6964341002508941	-0.5805263438851225	0.7448940372604494	-0.668451395932312	0.464880158009929	-0.5085837826295841	0.8207174504884428	-0.07488923290450009	0.7406928948913681	-0.03879250520471895	0.7905087279133081	0.294181391127956	-0.345278385736401	0.49634868947846045	0.014487802274061816	0.7323279773661453	-0.5612929055677147	0.7793679602839908
AmtR	0.31711418352639725	-0.3088560294667165	1.0	-0.35979287887684835	-0.36192281001441307	0.33868040356589973	-0.37825228206907596	-0.03609138952650403	0.2876634815566113	-0.23562163027811883	0.3903058773287781	0.3053435114503817	-0.3424971974590295	0.4045160945924305	0.26789088773821595	-0.11638819196071104	0.32548977739817436	0.3280307478780761	0.1944055944055944	0.2662253776757594	0.3465595473229061	-0.37201729568141784	-0.2281214968237869	0.42297015961138096	0.4024715742272994	-0.3738856563284044	0.3328511183473016	-0.30085410772433674	-0.3749105855976085	0.37731810174558267	-0.3594245449207281	-0.2647360273314472	-0.37832167832167835	-0.2482037046922543	-0.3671115144397587	0.27344258794640475	-0.14942614637271126	0.3393103080125981	0.2767522553782096	0.10760689691987402	0.28841082581540595	-0.23644370896279293	-0.31639353013398813	-0.37157422729941814	-0.36427694442961617	-0.35219665830352853	-0.37567394437623447	0.054358618480755884	-0.17047990177761171	-0.1369828644637805	-0.25995302407516147	0.3174131212299151	-0.12803608605135322	0.1304489403726045	0.39095179629530774	-0.0018363316073239737	-0.23710564244915389	-0.3867986974857204	-0.3520311749319383	0.25616292104841726	0.3987508674531575	0.15108098008861368	0.3400256232317301	-0.3300058719906048	0.37415790316553676	-0.3915870389152832	-0.33889926867026104	0.2554636203491165	0.13807185181230983	-0.20564244915389954	0.3301339881492553	0.2667271659638072	-0.2748144984786206	0.3717610633641168	-0.18779693588853894	0.31067100838093203	-0.35422516414882826	-0.04840121710350718	-0.4063150589868147	-0.08729514760049112	-0.3750173490631506	-0.25429989857470775	0.18698019537714194	-0.2382693642235627	0.1124913254684247	-0.33067848182352	0.17682165163081193	-0.3353974270004804
AraR	-0.8441200021352693	0.7296642289008701	-0.35979287887684835	1.0	0.8860673677467571	-0.8132600224203278	0.8632787060267977	-0.07141942027438211	-0.26817914909517965	0.6496023060908557	-0.5199701062296482	-0.83047563123899	0.8704799017776117	-0.7340041637751561	-0.21299845192974964	-0.2478513852559654	-0.8590775636577164	-0.7633107350664603	-0.7048150322959483	-0.6854641541664442	-0.8538941974056478	0.8949874552927988	-0.060251961778679336	-0.7742272994181391	-0.7739550525810068	0.8051353226925746	-0.496071104468051	0.685912560721721	0.6688570971013719	-0.7271285965942454	0.8132119788608339	0.5796615598142316	0.7429028986280894	0.7901350557839107	0.8641755191373512	-0.2858378262958416	0.1206427160625634	-0.8084022847381626	-0.09296962579405328	-0.5571398067581274	-0.8443762344525704	-0.047707254577483586	0.8432285271979928	0.8800565846367373	0.8498265093684941	0.76712752895959	0.8677574334062884	0.19629530774568943	0.36869161372978165	0.3585597608498372	0.7633587786259542	-0.8595473229061016	0.1429456040143063	-0.5846580900016014	-0.8768002989377035	-0.2617413121229915	0.36831260342710725	0.8888325415042972	0.8935461485079805	-0.8031388458869375	-0.7833715902418192	-0.029787006886243528	-0.7193402017829499	0.7929589494474991	-0.7152404847061336	0.8827950675278919	0.8378850157476112	-0.023450595206320396	-0.3150536486414349	0.5420861581166925	-0.7853947579138418	-0.5130411573159664	0.8572519083969465	-0.8308439651951103	0.5761490417978967	-0.5717183579778999	0.8982437409918326	-0.02623178348369188	0.7431164255591737	-0.05466289435755085	0.8734479261196818	0.5671435434794213	-0.44251321197886084	0.6863663054502749	0.07367212939732024	0.8186515774302033	-0.5905621096460791	0.8886510436128757
ArgR	-0.8884001494688517	0.7818715635509529	-0.36192281001441307	0.8860673677467571	1.0	-0.8124165910425453	0.959317781455186	-0.16857951209096247	-0.32232957881812846	0.7223455933379598	-0.6412320503923558	-0.9112208402284738	0.9400576522713927	-0.8293065712913041	-0.21509635402765173	-0.24028719372230822	-0.8988042491859286	-0.8474083168739658	-0.7971067100838093	-0.7285111834730156	-0.9008594458976138	0.9653766081246997	-0.1206427160625634	-0.8342817487855656	-0.8092670688090535	0.8550205519671169	-0.5782149148561362	0.686777344792612	0.7322051993807719	-0.7535578924891903	0.7594298830940053	0.5736347621843805	0.7780654460043773	0.8508781295040837	0.9450168152458229	-0.26190145732130465	0.15457748358511716	-0.8146693001654833	-0.06652965355255432	-0.5975764693321945	-0.9083115357924518	-0.055549031121550206	0.9213793839748038	0.9635296001708216	0.8997811348956387	0.8568675599209951	0.9637911706613996	0.12943468744995462	0.40464954892435806	0.39037527358138047	0.7000854107724337	-0.885709710137191	0.14755778572572464	-0.6230662467303689	-0.8854694923397214	-0.28765814338333423	0.3168152458228794	0.9795120909624726	0.9750066727165964	-0.8115624833182085	-0.8200501788288048	-0.06563817861527785	-0.7798697485720386	0.8115571451449314	-0.8205092617306358	0.9762824961298244	0.8675439064752042	-0.12831900923503978	-0.37391234719478994	0.600763358778626	-0.7825762024235307	-0.5011637217744088	0.9429189131479208	-0.8451342550579192	0.646965248491966	-0.6567447819356216	0.9717343724977313	0.04928735386750654	0.7536646559547323	0.04643143116425559	0.9702984038861902	0.5554102386163455	-0.5348475951529387	0.6961351625473763	0.006768803715368601	0.8983077990711579	-0.6405754550792718	0.9600437730208723
BioQ	0.7660759088240005	-0.718987882346661	0.33868040356589973	-0.8132600224203278	-0.8124165910425453	1.0	-0.7526717557251908	0.023931030801259807	0.2491165323226392	-0.5538888592323706	0.44241712485987295	0.7573960390754284	-0.8097848716169327	0.6822505738536273	0.09135215929109058	0.2008114023381199	0.7629744301500027	0.754262531361768	0.6042758767949608	0.6942134201676187	0.8257887151016922	-0.8007953878182886	-0.08708695884268404	0.732717664015374	0.7694442961618534	-0.7551166390861047	0.42025836758661184	-0.7370949661025997	-0.5927560988629691	0.7004163775156141	-0.7603800779373299	-0.548748198366519	-0.6951903058773288	-0.7133027278065446	-0.7650456413815192	0.19817968291250734	-0.06252602359472588	0.7295414509154967	0.03433513051833662	0.40591469599103186	0.7078738055837293	0.10164949554262531	-0.7635829819035926	-0.7791490951796295	-0.7930603747397641	-0.7108631826189078	-0.7772487054929803	-0.24388512251107672	-0.4489350344312176	-0.30215662200395027	-0.7113703090802328	0.7527891955372872	-0.2627715795654727	0.501836331607324	0.81592910905888	0.1989590562109646	-0.46751187743554157	-0.8017669353547217	-0.8116265413975338	0.7939091442908237	0.7200341643089735	0.0981316393530134	0.6771419420274382	-0.7864463780494315	0.6719852666417552	-0.8064111461058026	-0.7833342230288796	0.07721133828004056	0.3202850584529974	-0.4358511717290343	0.7097047990177762	0.4751080980088614	-0.778407089094112	0.7723642769444297	-0.5390220466556345	0.5814872150750013	-0.8138418833075322	0.08439118133774623	-0.7360326696204559	0.10141461591843272	-0.7775583195430523	-0.5201142369081301	0.323023541344152	-0.536038007793733	-0.04102919980782576	-0.7084343137778252	0.4641114610580259	-0.8155554369294827
BirA	-0.8776544066620402	0.7378850157476111	-0.37825228206907596	0.8632787060267977	0.959317781455186	-0.7526717557251908	1.0	-0.23403619281481877	-0.35278385736401	0.7778625954198474	-0.6505258100677948	-0.8791918005658463	0.9134308439651951	-0.7982811082047723	-0.20239150162814284	-0.22210003736721293	-0.8801473335824481	-0.8223989750707308	-0.7909251054289222	-0.6881545934981049	-0.86095126247798	0.9406822185448139	-0.17392302354134415	-0.8177173971067101	-0.7537660812469973	0.8102439545187636	-0.6065926439972241	0.6686542465168419	0.7471200555170021	-0.7262317834836919	0.7077243367319703	0.5117706720760156	0.7546628943575509	0.7926226445310415	0.9433513051833663	-0.2746330005871991	0.14929269204078363	-0.7724923931030802	-0.06130892008754604	-0.6228473816260076	-0.9045961671915871	-0.024059146959910318	0.8791117279666898	0.9510649655687824	0.8718838413494902	0.8392729407996583	0.952831900923504	0.13074787807612234	0.38099610313350774	0.4019858004590829	0.6838520258367586	-0.8693802380825282	0.10506058826669513	-0.6089254257193188	-0.8407302621043079	-0.25852239363689744	0.2612288474883895	0.9612715528746063	0.9449794480328831	-0.7571825121443442	-0.8252495596007047	-0.10997170768163135	-0.7297496396733038	0.7534030854641541	-0.7983985480168686	0.9635349383440986	0.8479047669887364	-0.14006299044466983	-0.3152992046121817	0.6452196658303528	-0.7444829979181125	-0.4891154646879838	0.9206800832755031	-0.8171088453531201	0.6276624139219559	-0.6142155554369295	0.9450274915923771	0.07029840388619014	0.708626488015801	0.09341803234933006	0.9516361501094326	0.5186729301233118	-0.5749906581967651	0.7224790476698874	0.0016014519831313724	0.8908877382159824	-0.6499919927400843	0.924657022366946
CadR-PbrR	0.0915923770885603	-0.15186569156034804	-0.03609138952650403	-0.07141942027438211	-0.16857951209096247	0.023931030801259807	-0.23403619281481877	1.0	0.06001174398120963	-0.2595152938664389	0.11488816526984466	0.1787540703571238	-0.10614423744194737	0.15211658570437198	-0.0032456093524795815	0.04847061335610954	0.0835424117866866	0.14531575294934074	0.17851385255965407	0.027123258420968344	0.09457641595046175	-0.16903859499279347	0.24204345273047564	0.11549671702343459	0.037559387177707786	-0.11250200181497891	0.08924358084663428	-0.003939571878503176	-0.12355202049858538	0.11888111888111888	0.12792398441253403	0.0006672716596380718	0.039353013398814925	-0.07096567554582822	-0.19571878503176213	-0.0680350184166978	-0.07572198793572839	0.022398975070730794	-0.07854054342603961	0.14776597448353174	0.15412907702984038	0.13451129023648106	-0.10938450862114985	-0.17273261090054984	-0.030005871990604813	-0.1179629530774569	-0.20621363369454973	0.17139272940799657	-0.04204345273047563	0.1348849623658784	-0.03261623872310895	0.07284471253936903	0.18581113542945604	0.019180056584636736	-0.027144611114076764	0.2291677787860994	0.33039555863983344	-0.16026797629851064	-0.12682432071745048	0.061170127582341326	0.0844872684567341	0.05726792291677788	0.00015480702503603268	0.10934714140821011	0.14097581807505472	-0.1681577964020712	-0.10629904446698339	-0.10473495969679175	0.020866919340201785	-0.3373725511130091	-0.012699514226231784	-0.012090962472641862	-0.11556611327603694	0.0049378102813217315	-0.1911279560134522	0.09555863983344899	-0.14916991405541025	-0.15160412106976992	0.03809320450541825	-0.10474029787006886	-0.19398387871670314	0.12338119895371803	0.08863502909304435	-0.18301393263225324	0.2013986013986014	-0.12232957881812843	0.16565953130838626	-0.1567234292425132
CblR	0.2563284044200075	-0.29119735226605453	0.2876634815566113	-0.26817914909517965	-0.32232957881812846	0.2491165323226392	-0.35278385736401	0.06001174398120963	1.0	-0.3193882453424438	0.3586718624886564	0.2476111674584957	-0.2951209096247264	0.3207121123151658	0.29995195644050604	-0.1208829338600331	0.2366572358938771	0.33736721293973204	0.2732771045748145	0.20238082528158863	0.259723482624246	-0.28628089467784124	-0.13285111834730157	0.3706026797629851	0.2751187743554156	-0.2204398654780334	0.35175358992152883	-0.30385949927934663	-0.38136977526290505	0.3346767736080713	-0.2882773714834784	-0.06444776597448353	-0.30337372551113007	-0.0887844979448033	-0.31367639993594193	0.158447659211018	0.11677254043666258	0.12849516895318422	0.24639940212459296	0.15385149201943096	0.26775209523301124	-0.16414882827096566	-0.18102813217317035	-0.2839000693962526	-0.24697058666524316	-0.2125927507606897	-0.3285645652057866	0.04484065552767843	-0.04799017776117013	-0.05386750653926226	-0.21006245662734213	0.18793572839374367	-0.023189024715742274	0.028644637804943147	0.17440879730956066	0.036433032616238724	-0.050584529973842954	-0.3153365718251214	-0.2989110126514707	0.11926546735707041	0.3267015427320771	0.20037367212939733	0.3945604014306304	-0.24195270378476486	0.4158703891528319	-0.3094912720866919	-0.35069129343938504	0.19120802861260877	0.19643410025089414	-0.18662787594085303	0.2241338813857898	0.22269791277424866	-0.2582181177601025	0.1956920941653766	-0.07392302354134415	0.34828377729141086	-0.2682805743874446	-0.08035018416697806	-0.2683819996797096	-0.1248438584316447	-0.29588426840335236	-0.26868627555650454	0.3024769124005765	-0.36863289382373354	0.15760422783323547	-0.2335984626060962	0.2555170020818876	-0.24859339134148295
CcpA	-0.7377942668019004	0.5693108418299258	-0.23562163027811883	0.6496023060908557	0.7223455933379598	-0.5538888592323706	0.7778625954198474	-0.2595152938664389	-0.3193882453424438	1.0	-0.4978967597288208	-0.6552607697645866	0.6403192227619708	-0.6669086638552287	-0.16617733411626542	-0.1778198900336305	-0.7468478086798698	-0.5825601879036993	-0.5791010516201356	-0.4185501521379384	-0.6380878663321411	0.7192014092777451	-0.19990925105428922	-0.6698499973309133	-0.4773608071317995	0.5857951209096247	-0.34740297870068865	0.49691453584583356	0.6950354988522928	-0.5180964074093846	0.48851225110767094	0.3300912827630385	0.5278332354668233	0.5707628249612983	0.7433246143169807	-0.15151871029733624	0.26227512945070197	-0.5525062723536006	-0.13035819142689373	-0.5473549351411947	-0.7535685688357444	0.044290823680136655	0.66355095286393	0.7528906208295522	0.694693855762558	0.6267015427320771	0.7258047296215235	0.1297496396733038	0.41125820744141356	0.4027918646239257	0.47088560294667164	-0.6854908450328298	0.025479101051620136	-0.552778519190733	-0.6246676987135003	-0.07365611487748892	0.09948753536539796	0.7314204879090376	0.6882880478300326	-0.5203010729728287	-0.6629797683232798	-0.03877649068488763	-0.5785779106389793	0.478508514386377	-0.5609619388245343	0.7209843591522981	0.6294133347568462	-0.1858751935087813	-0.24710937917044787	0.5549938611007313	-0.5082474777131266	-0.19892168899802487	0.7491699140554102	-0.59861741312123	0.48277371483478354	-0.43156995676079646	0.701323866972722	0.055559707468104416	0.47100838093204506	0.2164308973469279	0.7287514012704852	0.3543586184807559	-0.45936048684140285	0.6527197992846848	-0.21127956013452195	0.741856616665777	-0.5822559120269044	0.7361074040463353
