	AgaR	NagR	PhnF	BirA	KdgR	MetR	SahR_SamR	Phr	NrtR	NagC	ArgR	MntR	ThiR	Zur	FUR	CzrA	NsrR	GulR	ModE	NadQ	RbkR	IscR	AraR	HutC	Irr	SiaR	XylR	PhrR	Rex	LldR	NrdR	LtbR	TtrR	GguR	RutR	NorR	TyrR	MetJ	PdhR	FabR	PhsR	PsrA	CcpA	SdaR	HexR	HypR	LexA	NiaR	NikR	CadR-PbrR	NagQ	TrpR	HisR	NarP	AmtR	CblR	FadR	ZntR	VanR	QorR	ExuR_UxuR	PrpR	PurR	NnrR	LiuR	NtrC	PdxR	CueR	MerR	AcnR	GntR	BioQ	RbsR	HcpR	PhnR	LiuQ	NifA	FnrN_FixK	HrcA	CsoR	FixJ	FruR	GlcC	PaaR	DasR	FadP	NmlR	SoxR
XylR	0.3391135240256057	0.2762336925694838	0.22583259055181915	0.7199578640304676	0.7335710234178754	0.5619479782837695	0.48286200469978124	0.6706911919617535	0.6651811036382789	0.6859249655619479	0.6836561056640467	0.6183453528887448	0.6026253950247143	0.5522242930070497	0.6196418442589742	0.6470302244550685	0.6285552224293007	0.41852362045215136	0.4788104691678146	0.4582286686654242	0.46195608135483346	0.5389352564621992	0.5980876752289117	0.4019933554817276	0.46114577424844017	0.4609837128271615	1.0	0.6698808848553602	0.5473624503686897	0.2827161494206304	0.44396726359290173	-0.17980714690867838	-0.041406693136698806	-0.12778543067822704	-0.15339113524025605	-0.10752775301839397	0.1866137266023823	-0.0007292763957539907	0.0900251195202982	0.06863301191151447	-0.11708937687383518	0.11401020986954055	0.051130378413418685	-0.01337006725548983	0.3141560651486914	0.29406044891013694	-0.062474677902925206	0.25921724333522406	0.2825540879993518	-0.14836723118061745	0.003970504821327283	0.024390243902439025	0.183372498176809	0.19001701644923427	-0.21254355400696864	-0.37881857223887855	-0.4045863382221862	-0.4361883153715258	-0.3073494854549874	-0.2227534235475245	-0.3835183534559598	-0.3619641844258974	-0.29649137022931693	-0.4585527915079815	-0.33797909407665505	-0.35953326310671746	-0.4107446722307755	-0.5528725386921644	-0.6885179483024066	-0.4287334899927072	-0.32922777732760716	-0.36763633417065067	-0.604246009237501	-0.5478486346325258	-0.5267806498662994	-0.1888825865002836	-0.4645490640952921	-0.5374767036706912	-0.53034600113443	-0.6003565351268131	-0.3601815087918321	-0.4126894092861194	-0.39372822299651566	-0.5390973178834778	-0.4436431407503444	-0.5854468843691759	-0.009804715987359209	-0.11303784134186856
PhrR	0.2998946600761689	0.37638765091969856	0.260189611862896	0.6867352726683413	0.6039218863949437	0.44882910623126165	0.44007778948221377	0.6248278097398914	0.6355238635442833	0.6144558787780569	0.5415282392026578	0.557410258487967	0.5314804310833806	0.4838343732274532	0.5342354752451179	0.4925856899765011	0.5839883315776679	0.4313264727331659	0.3512681306215055	0.4679523539421441	0.42533020014585526	0.38935256462199175	0.5682683737136375	0.32112470626367395	0.37411879102179724	0.42176484887772464	0.6698808848553602	1.0	0.6223968884207115	0.29357426464630093	0.42289927882667533	-0.14788104691678147	-0.07041568754557978	-0.14156065148691355	-0.18742403370877564	0.09051130378413419	0.06231261648164654	-0.05323717689004132	-0.18450692812575967	0.2533830321691921	0.10866218296734462	0.18693784944493963	0.10947249007373795	0.10153148043108338	0.44007778948221377	0.3203143991572806	0.210436755530346	0.17267644437241714	0.09877643626934608	-0.02665910380034033	0.20395429867919943	0.14755692407422413	0.3196661534721659	0.3451097966129163	-0.5087918321043675	-0.35710234178753747	-0.6016530264970423	-0.4627663884612268	-0.09845231342678876	-0.0689571347540718	-0.31010452961672474	-0.04432379871971477	-0.15857710072117331	-0.37087756259622395	-0.26051373470545336	-0.29778786159954623	-0.49971639251276234	-0.5308321853982659	-0.6104043432460903	-0.30264970423790616	-0.36909488696215864	-0.4856170488615185	-0.5078194635766956	-0.3564540961024228	-0.36650190422170004	-0.10428652459282067	-0.44510169354185236	-0.451097966129163	-0.5087918321043675	-0.45012559760149096	-0.4157685762904141	-0.49923020824892633	-0.43521594684385384	-0.4587148529292602	-0.53277692245361	-0.5703751721902601	-0.1796450854873997	-0.1610080220403533
Rex	0.31237338951462607	0.25873105907138805	0.2305323717689004	0.6940280366258812	0.7039137833238798	0.4760554250060773	0.5058747265213516	0.6582124625232963	0.6753909731788348	0.6881938254598493	0.6434648731869379	0.6646949193744429	0.6201280285228101	0.602301272182157	0.5428247305728872	0.5591929341220323	0.6185074143100235	0.3853010290900251	0.3739567296005186	0.4587148529292602	0.46260432703994814	0.4587148529292602	0.5940361396969451	0.6465440401912325	0.4540150717121789	0.5026334980957783	0.5473624503686897	0.6223968884207115	1.0	0.4156065148691354	0.40863787375415284	-0.13086459768252168	0.12405801798881776	-0.13702293169111093	-0.33198282148934444	-0.12195121951219512	0.04027226318774816	-0.2507900494287335	-0.05971963374118791	0.12600275504416172	-0.07527753018393972	0.007049671825621911	0.012559760149096507	0.13961591443156957	0.2545174621181428	0.28855036058666234	0.24025605704562028	0.1715420144234665	-0.038813710396240174	0.18272425249169436	0.18191394538530103	0.13734705453366827	0.19228587634713556	0.21740539664532857	-0.28093347378656514	-0.261648164654404	-0.4890203387083705	-0.38805607325176245	0.02033870837047241	-0.06587796774977717	-0.33068633011911513	-0.24009399562434164	-0.36715014990681466	-0.4109067336520541	-0.29649137022931693	-0.46633173972935743	-0.47427274937201197	-0.5757231990924561	-0.5977635523863545	-0.36212624584717606	-0.42970585852037924	-0.46114577424844017	-0.5167328417470222	-0.4243578316181833	-0.46017340572076815	-0.28077141236528647	-0.27850255246738514	-0.521594684385382	-0.4554736245036869	-0.30637711692731545	-0.3710396240175026	-0.3668260270642574	-0.6082975447694676	-0.502309375253221	-0.6055425006077303	-0.5390973178834778	-0.2879021149015477	-0.15468762661048538
LldR	0.2590551819139454	0.4882100316019771	0.4258163844096913	0.4459120006482457	0.4807552062231586	0.45012559760149096	0.5961429381735678	0.5000405153553197	0.47800016206142126	0.5450935904707884	0.5638927153391136	0.5603273640709829	0.6170488615185156	0.52548415849607	0.4692488453123734	0.5457418361559031	0.5497933716878697	0.3011911514463982	0.37184993112389597	0.41123085649461144	0.5418523620452151	0.5063609107851876	0.5309942468195447	0.47038327526132406	0.3630986143748481	0.3488372093023256	0.2827161494206304	0.29357426464630093	0.4156065148691354	1.0	0.6155903087270075	0.004456689085163277	-0.11887205250790049	-0.03929989466007617	-0.17170407584474515	-0.051130378413418685	-0.15614617940199335	-0.05583015963049996	0.3042703184506928	0.007859978932015234	-0.17462118142776112	-0.1802933311725144	-0.12259946519730978	0.02147313831942306	0.019366339842800423	0.06377116927315453	0.22680495907949114	0.211895308321854	0.3049185641358075	0.2332874159306377	0.2063852199983794	-0.1715420144234665	0.18742403370877564	-0.023255813953488372	-0.26667206871404264	-0.17640385706182643	-0.16246657483186128	-0.28952272911433435	-0.14058828295924156	-0.07916700429462767	-0.05550603678794263	-0.1444777570699295	-0.48496880317640384	-0.43894335953326313	-0.5348837209302325	-0.48739972449558383	-0.37509115954946926	-0.3400858925532777	-0.26197228749696133	-0.32436593468924724	-0.42176484887772464	-0.6018150879183211	-0.36909488696215864	-0.4546633173972936	-0.35045782351511223	-0.39680739000081033	-0.3057288712422008	-0.38692164330281176	-0.34527185803419497	-0.2669961915565999	-0.2533830321691921	-0.25046592658617617	-0.22340166923263918	-0.4138238392350701	-0.20670934284093673	-0.4609837128271615	-0.1760797342192691	-0.21853982659427923
NrdR	0.2131917996920833	0.447694676282311	0.41965805040110205	0.6198039056802528	0.5638927153391136	0.526456527023742	0.603759824973665	0.6254760554250061	0.6420063203954298	0.5739405234583908	0.6580504011020176	0.6933797909407665	0.6922453609918159	0.5282392026578073	0.5337492909812819	0.6199659671015315	0.6024633336034357	0.4126894092861194	0.471355643788996	0.4326229641033952	0.4655214326229641	0.5243497285471194	0.524025605704562	0.553520784377279	0.3481889636172109	0.34543391945547364	0.44396726359290173	0.42289927882667533	0.40863787375415284	0.6155903087270075	1.0	-0.14852929260189612	-0.10250384895875536	-0.11773762255894984	-0.18628960375982498	0.17640385706182643	0.19244793776841423	-0.07722226723928369	0.08970099667774087	-0.041406693136698806	0.06636415201361316	0.10606920022688598	0.05080625557086136	0.052102746941090676	0.29130540474839967	0.24495583826270156	-0.009318531723523215	0.10914836723118061	0.317235232152986	0.0890527509926262	0.13961591443156957	0.0474029657240094	-0.10979661291629528	0.04950976420063204	-0.2577586905437161	-0.29632930880803826	-0.32501418037436186	-0.31934203062960864	-0.011263268778867191	-0.22388785349647516	-0.14188477432947086	-0.03751721902601086	-0.30086702860384085	-0.4509359047078843	-0.47232801231666804	-0.35677821894498013	-0.3593712016854388	-0.3541852362045215	-0.46616967830807876	-0.444777570699295	-0.4549874402398509	-0.6275828539016287	-0.4895065229722065	-0.4815655133295519	-0.5971153067012398	-0.22729114334332712	-0.3075115468762661	-0.40734138238392353	-0.35904707884288145	-0.39810388137103964	-0.29584312454420225	-0.45563568592496556	-0.3054047483996435	-0.5047402965724009	-0.3551576047321935	-0.6019771493395997	-0.35045782351511223	-0.06441941495826918
LtbR	0.2528968479053561	0.12227534235475244	0.2091402641601167	-0.17851065553844908	0.03784134186856819	0.09310428652459282	0.1883964022364476	-0.08662182967344624	-0.03719309618345353	0.057450773843286604	0.008994408880965886	-0.025362612430111012	0.07479134592010372	0.11174134997163924	0.10120735758852605	0.05307511546876266	0.060205818005023906	0.07673608297544769	0.1276233692569484	0.08743213677983956	0.1802933311725144	0.08483915403938093	0.10768981443967264	-0.022283445425816385	-0.12600275504416172	0.03605866623450288	-0.17980714690867838	-0.14788104691678147	-0.13086459768252168	0.004456689085163277	-0.14852929260189612	1.0	0.15160845960619074	0.2305323717689004	0.09829025200551009	0.13605056316343894	-0.08240823272020095	0.019366339842800423	0.08094967992869298	-0.08564946114577425	-0.1404262215379629	-0.1550117494530427	0.005915241876671258	-0.2741268940928612	-0.4763795478486346	-0.4535288874483429	-0.2305323717689004	-0.23280123166680172	-0.0973178834778381	0.06312292358803986	0.14852929260189612	-0.04043432460902682	-0.13248521189530832	-0.20703346568349404	-0.07819463576695568	0.07317073170731707	0.19406855198120088	0.12259946519730978	0.10444858601409934	0.19552710477270885	0.02212138400453772	0.12697512357183371	-0.3225832590551819	-0.14982578397212543	-0.30589093266347944	-0.1700834616319585	0.011263268778867191	0.010452961672473868	0.13507819463576695	-0.15695648650838667	0.00915647030224455	-0.05826108094967993	0.05096831699214002	-0.1101207357588526	0.11773762255894984	-0.16943521594684385	0.09359047078842882	-0.06052994084758123	-0.10363827890770602	0.04416173729843611	0.09440077789482214	-0.1023417875374767	-0.2063852199983794	-0.10266591038003403	0.025200551008832346	0.17024552305323717	0.02844177943440564	-0.31366988088485537
TtrR	0.1755935499554331	0.0579369581071226	-0.25986548902033874	-0.04367555303460011	0.027793533749290982	0.0679847662263998	0.05048213272830403	0.030062393647192286	0.05064419414958269	0.09099748804797018	0.1183858682440645	0.0762498987116117	0.0007292763957539907	0.05129243983469735	0.10947249007373795	0.12195121951219512	0.11627906976744186	0.14707073981038812	0.11660319260999918	0.026497042379061666	0.06117818653269589	0.07770845150311968	-0.11238959565675391	-0.002998136293655295	0.15873916214245198	-0.03719309618345353	-0.041406693136698806	-0.07041568754557978	0.12405801798881776	-0.11887205250790049	-0.10250384895875536	0.15160845960619074	1.0	0.27979904383761445	0.2768819382545985	0.17316262863625315	0.15031196823596144	-0.3240418118466899	0.0973178834778381	-0.39615914431569565	-0.16262863625313995	-0.1394538530102909	0.11627906976744186	0.10120735758852605	-0.16343894335953327	-0.2739648326715825	0.02665910380034033	0.02033870837047241	-0.1279474920995057	-0.11887205250790049	-0.21416416821975529	-0.1948788590875942	-0.2875779920589904	0.06215055506036788	-0.031683007859978934	0.3180455392593793	0.15598411798071468	0.08062555708613564	0.41220322502228346	-0.046268535775058746	-0.14966372255084678	-0.02098695405558707	-0.08581152256705292	-0.12422007941009643	-0.12000648245685115	-0.2738027712503039	0.060043756583745236	-0.12908192204845637	-0.02309375253220971	-0.11773762255894984	-0.2177295194878859	0.008670286038408557	-0.23393566161575238	-0.2658617616076493	-0.004294627663884612	-0.09099748804797018	0.08710801393728224	0.060692002268859895	0.08435296977554493	-0.10347621748642735	-0.19974070172595412	0.055992221051778625	0.04351349161332145	-0.08305647840531562	-0.08645976825216757	-0.15306701239769874	0.1211409124058018	-0.4331091483672312
GguR	0.26213434891824	0.007211733246900575	0.24965561947978285	-0.09893849769062475	0.06506766064338385	0.1788347783810064	0.22858763471355645	0.09213191799692083	0.05631634389433595	0.14642249412527347	0.12859573778462038	0.13524025605704562	0.14917753828701077	0.16684223320638522	0.22534640628798314	0.21513653674742728	0.1806174540150717	0.21675715096021392	0.33571023417875373	0.1490154768657321	0.1793209626448424	0.07479134592010372	-0.04043432460902682	0.043999675877157446	0.06279880074548254	0.211895308321854	-0.12778543067822704	-0.14156065148691355	-0.13702293169111093	-0.03929989466007617	-0.11773762255894984	0.2305323717689004	0.27979904383761445	1.0	0.5125192447937769	0.2713718499311239	0.09164573373308484	0.08548739972449558	0.2264808362369338	-0.40426221537962886	-0.10752775301839397	-0.04318936877076412	-0.1499878453934041	-0.09537314642249413	-0.11498257839721254	-0.2485211895308322	-0.09018718094157686	-0.2689409286119439	-0.1537152580828134	-0.04983388704318937	-0.159225346406288	-0.14820516975933878	-0.12908192204845637	-0.2511141722712908	0.06134024795397456	0.21140912405801798	0.022445506847095047	-0.13329551900170164	-0.041406693136698806	0.057612835264565274	0.17624179564054776	0.11741349971639252	-0.33344137428085246	-0.30767360829754475	-0.2731545255651892	-0.2580828133862734	-0.10687950733327932	-0.19406855198120088	-0.07414310023498906	-0.2159468438538206	-0.2841747022121384	-0.1527428895551414	-0.2968154930718742	-0.12016854387812981	0.09472490073737946	-0.13248521189530832	-0.1755935499554331	0.059233449477351915	-0.009804715987359209	-0.1234097723037031	-0.25921724333522406	-0.04335143019204278	-0.05404748399643465	0.2746130783566972	0.0007292763957539907	0.05826108094967993	-0.17040758447451584	-0.47686573211247063
RutR	0.06766064338384248	-0.06830888906895713	-0.08856656672879021	-0.10947249007373795	-0.07932906571590632	-0.029900332225913623	-0.024390243902439025	-0.0064014261405072525	-0.05712665100072928	-0.07884288145207033	-0.05826108094967993	-0.06101612511141723	-0.08030143424357832	-0.10299003322259136	0.031034762174864273	0.07511546876266105	-0.009966777408637873	-0.013532128676768495	0.02066283121302974	0.024876428166275017	0.018880155578964428	-0.09715582205655944	-0.11579288550360586	-0.23393566161575238	0.05566809820922129	0.1073656915971153	-0.15339113524025605	-0.18742403370877564	-0.33198282148934444	-0.17170407584474515	-0.18628960375982498	0.09829025200551009	0.2768819382545985	0.5125192447937769	1.0	0.19617535045782353	0.014180374361883154	-0.0817599870350863	0.07657402155416904	-0.3139940037274127	-0.00915647030224455	-0.09650757637144478	-0.3739567296005186	-0.04837533425168139	-0.20735758852605138	-0.13507819463576695	-0.2063852199983794	-0.29130540474839967	-0.11854792966534317	-0.13767117737622558	-0.20395429867919943	-0.3630986143748481	-0.21432622964103396	-0.21951219512195122	0.09666963779272345	0.20346811441536342	0.0185560327364071	-0.017097479944899116	0.0038084434000486183	0.15533587229560003	-0.04351349161332145	0.04367555303460011	-0.14804310833806011	-0.038813710396240174	-0.12486832509521109	-0.04918564135807471	0.06052994084758123	-0.027307349485454987	-0.027145288064176324	0.04351349161332145	-0.15971153067012397	0.05080625557086136	-0.12130297382708047	-0.05550603678794263	0.03751721902601086	-0.050158009885746695	0.01401831294060449	0.1715420144234665	0.288712422007941	-0.04562029008994409	-0.16376306620209058	-0.03054857791102828	0.1700834616319585	0.21513653674742728	0.20346811441536342	0.08743213677983956	0.209464387002674	-0.35726440320881614
NorR	0.1605218377765173	0.23814925856899766	0.057450773843286604	0.03589660481322421	-0.057612835264565274	-0.019690462685357752	0.043027307349485455	0.002674013451097966	0.10558301596304999	0.015152742889555142	0.07057774896685844	0.07560165302649705	0.07738432866056236	0.08094967992869298	0.06215055506036788	0.04432379871971477	0.047078842881452074	0.19455473624503686	0.23766307430516165	0.18677578802366096	0.1404262215379629	0.03784134186856819	0.1234097723037031	0.060854063690138564	-0.13297139615914433	-0.020824892634308402	-0.10752775301839397	0.09051130378413419	-0.12195121951219512	-0.051130378413418685	0.17640385706182643	0.13605056316343894	0.17316262863625315	0.2713718499311239	0.19617535045782353	1.0	0.35661615752370146	0.07932906571590632	0.13686087026983226	-0.3180455392593793	0.3600194473705534	0.19682359614293818	0.09083542662669152	-0.18855846365772627	0.055181913945385304	-0.05890932663479459	-0.0002430921319179969	-0.16068389919779597	-0.32874159306377115	-0.060205818005023906	0.2507900494287335	-0.002349890608540637	-0.0895389352564622	-0.08727007535856089	-0.18499311238959565	-0.11935823677173649	0.07641196013289037	0.18402074386192366	0.1728385057936958	0.13702293169111093	0.11125516570780326	0.18823434081516896	0.023417875374767038	-0.04043432460902682	-0.16214245198930394	-0.033465683494044246	-0.023417875374767038	-0.005591119034113929	-0.11854792966534317	-0.20800583421116603	-0.27526132404181186	-0.1948788590875942	-0.041244631715420144	-0.14237095859330687	-0.08062555708613564	0.11822380682278584	-0.2232396078113605	0.09018718094157686	0.2997325986548902	-0.13199902763147234	-0.008832347459687221	-0.498906085406369	0.10153148043108338	0.08581152256705292	0.04011020176646949	-0.17948302406612107	-0.3075115468762661	-0.1517705210274694
TyrR	-0.13361964184425898	-0.04480998298355077	-0.04837533425168139	0.19828214893444615	0.1366988088485536	0.010452961672473868	-0.02876590227696297	0.09877643626934608	0.16019771493395998	0.016935418523620453	0.07365691597115306	0.10136941900980471	0.04659265861761608	-0.014342435783161819	0.023741998217324367	0.14075034438052023	0.11319990276314723	0.051130378413418685	0.16651811036382788	0.11271371849931124	0.01823190989384977	0.04351349161332145	-0.030386516489749615	0.12243740377603111	-0.011263268778867191	-0.0689571347540718	0.1866137266023823	0.06231261648164654	0.04027226318774816	-0.15614617940199335	0.19244793776841423	-0.08240823272020095	0.15031196823596144	0.09164573373308484	0.014180374361883154	0.35661615752370146	1.0	0.01823190989384977	0.22340166923263918	0.11482051697593387	0.131674904788915	0.22858763471355645	0.14950166112956811	0.0657159063284985	0.22259136212624583	0.12584069362288308	-0.10590713880560733	-0.11255165707803258	-0.10898630580990196	-0.23652864435621102	-0.1697593387894012	0.07722226723928369	-0.210436755530346	-0.08727007535856089	0.02568673527266834	0.06198849363908922	-0.16360100478081194	-0.03378980633660157	0.19001701644923427	-0.16813872457661452	-0.10380034032898469	-0.20865407989628068	0.0973178834778381	-0.05080625557086136	0.08548739972449558	0.12033060529940848	0.15809091645733733	0.01547686573211247	-0.14933959970828944	-0.022931691110931043	-0.2136779839559193	0.012883882991653836	-0.07495340734138238	-0.06101612511141723	-0.34527185803419497	0.1670042946276639	-0.13280933473786566	-0.04610647435378008	-0.03265537638765092	0.0025119520298193016	-0.26181022607568266	-0.1687869702617292	0.029738270804634957	-0.20784377278988736	-0.09213191799692083	-0.21286767684952598	-0.17462118142776112	0.014990681468276477
MetJ	0.1033141560651487	0.1700834616319585	0.14350538854225753	-0.0757637144477757	-0.0005672149744753262	0.1354023174783243	0.09910055911190341	-0.10169354185236204	0.05631634389433595	0.027469410906733653	-0.028927963698241632	-0.019366339842800423	0.04902357993679605	0.08062555708613564	0.12000648245685115	0.05307511546876266	-0.026821165221618995	0.08240823272020095	0.11708937687383518	0.131674904788915	0.051130378413418685	0.05339923831131999	0.12259946519730978	-0.029576209383356294	0.03557248197066688	-0.03767928044728952	-0.0007292763957539907	-0.05323717689004132	-0.2507900494287335	-0.05583015963049996	-0.07722226723928369	0.019366339842800423	-0.3240418118466899	0.08548739972449558	-0.0817599870350863	0.07932906571590632	0.01823190989384977	1.0	0.29211571185479296	-0.005591119034113929	0.17915890122356373	0.3029738270804635	0.2686168057693866	0.0890527509926262	-0.04643059719633741	-0.1642492504659266	-0.2682926829268293	0.05534397536666397	-0.014990681468276477	-0.23280123166680172	0.007211733246900575	0.0657159063284985	0.210436755530346	-0.13977797585284824	0.18385868244064502	-0.14885341544445344	0.01337006725548983	-0.12422007941009643	-0.36358479863868404	0.009966777408637873	0.08808038246495421	0.07333279312859574	0.12924398346973504	0.1073656915971153	-0.06636415201361316	0.10072117332469006	-0.13199902763147234	-0.09261810226075683	-0.19423061340247955	-0.2614861032331254	0.07284660886475974	-0.025848796693947004	0.07349485454987441	-0.05712665100072928	-0.057612835264565274	0.20022688598979013	-0.14058828295924156	0.009966777408637873	-0.12648893930799773	-0.08370472409043027	-0.11401020986954055	-0.2169192123814926	0.1344299489506523	0.15355319666153472	-0.079004942873349	-0.019852524106636415	-0.2593793047565027	0.011263268778867191
PdhR	0.14512600275504417	0.0817599870350863	0.15241876671258406	0.10477270885665667	0.21643302811765658	0.184344866704481	0.1802933311725144	-0.01401831294060449	0.10250384895875536	0.18515517381087432	0.16570780325743456	0.10217972611619804	0.14366744996353617	0.16489749615104124	0.13799530021878292	0.2337736001944737	0.16651811036382788	-0.043837614455878776	0.15112227534235476	0.13637468600599628	0.1966615347216595	0.07592577586905437	0.09034924236285552	0.07770845150311968	0.078518758609513	0.26488939307997733	0.0900251195202982	-0.18450692812575967	-0.05971963374118791	0.3042703184506928	0.08970099667774087	0.08094967992869298	0.0973178834778381	0.2264808362369338	0.07657402155416904	0.13686087026983226	0.22340166923263918	0.29211571185479296	1.0	-0.18288631391297303	0.14139859006563488	0.2691029900332226	0.03087270075358561	0.20087513167490478	-0.1472328012316668	-0.17948302406612107	-0.07932906571590632	0.21432622964103396	0.18920670934284092	-0.26051373470545336	-0.04432379871971477	-0.17948302406612107	-0.18580341949598897	-0.3865975204602544	0.05874726521351592	-0.09715582205655944	-0.05404748399643465	-0.23831131999027633	-0.3266347945871485	-0.20346811441536342	0.07511546876266105	-0.23685276719876833	0.007697917510736569	-0.047889149987845395	-0.16473543472976257	-0.17040758447451584	0.01158739162142452	-0.09812819058423142	-0.009642654566080544	-0.14107446722307754	-0.2900089133781703	-0.06328498500931853	0.029900332225913623	-0.32387975042541123	-0.2788266753099425	-0.2969775544931529	-0.23620452151365368	-0.1211409124058018	0.03362774491532291	-0.10752775301839397	0.026334980957783	-0.079004942873349	-0.06377116927315453	-0.14075034438052023	0.0158009885746698	-0.07219836317964509	-0.03443805202171623	-0.17364881290008913
FabR	-0.46114577424844017	-0.22842557329227778	-0.07365691597115306	0.07641196013289037	0.0474029657240094	-0.2112470626367393	-0.22194311644113118	-0.03557248197066688	-0.1000729276395754	-0.12033060529940848	-0.12713718499311238	-0.14188477432947086	-0.08872862815006888	-0.12049266672068715	-0.24787294384571754	-0.19633741187910217	-0.1294060448910137	-0.30086702860384085	-0.2668341301353213	-0.15695648650838667	-0.20087513167490478	-0.22437403776031115	-0.030224455068470952	-0.10639332306944332	-0.18353455959808768	-0.13021635199740703	0.06863301191151447	0.2533830321691921	0.12600275504416172	0.007859978932015234	-0.041406693136698806	-0.08564946114577425	-0.39615914431569565	-0.40426221537962886	-0.3139940037274127	-0.3180455392593793	0.11482051697593387	-0.005591119034113929	-0.18288631391297303	1.0	0.30005672149744755	0.28903654485049834	0.2880641763228263	0.06279880074548254	0.39243173162628636	0.24706263673932422	0.2558139534883721	-0.2332874159306377	0.286281500688761	0.0052669961915566	0.08970099667774087	0.32112470626367395	0.3762255894984199	0.2804472895227291	-0.32971396159144317	-0.1898549550279556	-0.5199740701725954	-0.1710558301596305	0.014180374361883154	0.0862977068308889	-0.2310185560327364	-0.1294060448910137	0.37006725548983066	0.2653755773438133	0.4002106798476623	0.38838019609431973	-0.04027226318774816	0.12000648245685115	0.07592577586905437	0.33441374280852443	0.20930232558139536	0.09521108500121546	0.31464224941252733	0.1459363098614375	0.1251924479377684	0.1005591119034114	0.17705210274694108	-0.12551657078032574	-0.18628960375982498	0.2838505793695811	-0.010615023093752533	0.11725143829511385	-0.14755692407422413	-0.17624179564054776	-0.16441131188720526	0.009318531723523215	0.00948059314480188	0.32922777732760716
PhsR	-0.3601815087918321	-0.132647273316587	-0.21351592253464063	-0.009966777408637873	-0.08775625962239689	-0.28530913216108905	-0.32809334737865653	-0.10720363017583664	-0.12973016773357102	-0.22388785349647516	-0.23782513572644032	-0.19277206061097155	-0.2315047402965724	-0.23344947735191637	-0.3350619884936391	-0.2823920265780731	-0.2588931204926667	-0.36455716716635606	-0.10882424438862329	-0.183372498176809	-0.2726683413013532	-0.3381411554979337	-0.10072117332469006	-0.19504092050887287	-0.20557491289198607	-0.1554979337168787	-0.11708937687383518	0.10866218296734462	-0.07527753018393972	-0.17462118142776112	0.06636415201361316	-0.1404262215379629	-0.16262863625313995	-0.10752775301839397	-0.00915647030224455	0.3600194473705534	0.131674904788915	0.17915890122356373	0.14139859006563488	0.30005672149744755	1.0	0.5237014828620047	0.21448829106231262	0.0418928774005348	0.3872457661453691	-0.13361964184425898	0.047078842881452074	0.07689814439672636	-0.1128757799205899	-0.2242119763390325	0.21837776517300056	0.2558139534883721	0.17705210274694108	0.1527428895551414	-0.29276395753990764	-0.14512600275504417	-0.2755854468843692	0.00040515355319666155	-0.11271371849931124	0.18628960375982498	0.013045944412932501	0.027793533749290982	0.6010047808119278	0.41349971639251276	0.3582367717364881	0.43213677983955917	0.07511546876266105	0.2566242605947654	0.006239364719228588	0.16441131188720526	0.21740539664532857	0.06052994084758123	0.3289036544850498	0.18677578802366096	0.09245604083947816	0.17267644437241714	0.014180374361883154	0.04254112308564946	0.16992140021067983	0.158252977878616	0.09747994489911677	-0.22404991491775383	0.07511546876266105	0.1266510007292764	-0.019366339842800423	-0.029738270804634957	-0.14609837128271616	0.1755935499554331
PsrA	-0.2337736001944737	-0.06685033627744916	-0.06766064338384248	0.007049671825621911	-0.03751721902601086	-0.22502228344542582	-0.27299246414391054	-0.19196175350457823	-0.10363827890770602	-0.13183696621019367	-0.16927315452556518	-0.18385868244064502	-0.12973016773357102	-0.19050320071307025	-0.19520298193015154	-0.18126569970018638	-0.21254355400696864	-0.14933959970828944	-0.2559760149096508	-0.1802933311725144	-0.30815979256138076	-0.23652864435621102	-0.049671825621910706	-0.1509602139210761	-0.22842557329227778	-0.1811036382789077	0.11401020986954055	0.18693784944493963	0.007049671825621911	-0.1802933311725144	0.10606920022688598	-0.1550117494530427	-0.1394538530102909	-0.04318936877076412	-0.09650757637144478	0.19682359614293818	0.22858763471355645	0.3029738270804635	0.2691029900332226	0.28903654485049834	0.5237014828620047	1.0	0.15339113524025605	0.13783323879750425	0.2204845636496232	0.12697512357183371	0.02876590227696297	0.043027307349485455	0.14561218701888015	-0.33344137428085246	-0.005104934770277935	0.06150230937525322	-0.0474029657240094	0.13102665910380035	-0.18353455959808768	-0.35904707884288145	-0.3891905032007131	-0.2310185560327364	-0.18450692812575967	-0.00915647030224455	-0.01612511141722713	0.10606920022688598	0.49793371687869703	0.22080868649218052	0.3511060692002269	0.34122032250222833	0.14058828295924156	0.16927315452556518	0.0579369581071226	0.26472733165869866	0.12470626367393242	0.12859573778462038	0.15760473219350132	0.02925208654079896	0.014342435783161819	0.1005591119034114	-0.016935418523620453	0.013208005834211166	0.04853739567296005	-0.06701239769872781	-0.02066283121302974	-0.013532128676768495	-0.010452961672473868	-0.0474029657240094	-0.2315047402965724	-0.04853739567296005	-0.1670042946276639	0.2943845717526943
