	AgaR	NagR	PhnF	BirA	KdgR	MetR	SahR_SamR	Phr	NrtR	NagC	ArgR	MntR	ThiR	Zur	FUR	CzrA	NsrR	GulR	ModE	NadQ	RbkR	IscR	AraR	HutC	Irr	SiaR	XylR	PhrR	Rex	LldR	NrdR	LtbR	TtrR	GguR	RutR	NorR	TyrR	MetJ	PdhR	FabR	PhsR	PsrA	CcpA	SdaR	HexR	HypR	LexA	NiaR	NikR	CadR-PbrR	NagQ	TrpR	HisR	NarP	AmtR	CblR	FadR	ZntR	VanR	QorR	ExuR_UxuR	PrpR	PurR	NnrR	LiuR	NtrC	PdxR	CueR	MerR	AcnR	GntR	BioQ	RbsR	HcpR	PhnR	LiuQ	NifA	FnrN_FixK	HrcA	CsoR	FixJ	FruR	GlcC	PaaR	DasR	FadP	NmlR	SoxR
ArgR	0.6031115792885504	0.5060367879426303	0.496961348351025	0.8256219107041569	0.8812089782027388	0.8687302487642816	0.8836398995219188	0.8982254274369986	0.9301515274288955	0.9413337654971234	1.0	0.9332306944331902	0.9299894660076169	0.9252896847905356	0.9236690705777489	0.9312859573778463	0.945871485292926	0.7116927315452557	0.7604732193501337	0.8013126975123572	0.846365772627826	0.7219026010858115	0.7460497528563326	0.7303297949923021	0.5585446884369176	0.68446641277044	0.6836561056640467	0.5415282392026578	0.6434648731869379	0.5638927153391136	0.6580504011020176	0.008994408880965886	0.1183858682440645	0.12859573778462038	-0.05826108094967993	0.07057774896685844	0.07365691597115306	-0.028927963698241632	0.16570780325743456	-0.12713718499311238	-0.23782513572644032	-0.16927315452556518	0.06782270480512113	0.0707398103881371	0.16181832914674663	0.22032250222834454	-0.052913054047484	-0.030224455068470952	0.14982578397212543	0.12697512357183371	0.14480187991248683	0.004294627663884612	0.02844177943440564	-0.018393971315128432	-0.2713718499311239	-0.3525646219917349	-0.3972935742646463	-0.39810388137103964	-0.07138805607325176	-0.20055100883234747	-0.22453609918158982	-0.13734705453366827	-0.629365529535694	-0.6920832995705373	-0.6961348351025038	-0.7126651000729276	-0.6953245279961106	-0.8246495421764849	-0.7982335305080626	-0.7207681711368609	-0.7206061097155823	-0.7018069848472571	-0.7421602787456446	-0.7658212462523296	-0.6711773762255895	-0.4060448910136942	-0.5050644194149583	-0.5329389838748886	-0.5198120087513167	-0.5995462280204198	-0.4425087108013937	-0.6236933797909407	-0.5493071874240337	-0.6105664046673689	-0.5839883315776679	-0.7287091807795154	-0.36358479863868404	-0.47686573211247063
MntR	0.5193258244874808	0.5175431488534155	0.5160845960619075	0.8157361640061583	0.8249736650190422	0.8317802447127461	0.9043837614455879	0.920265780730897	0.9165383680414877	0.9123247710882424	0.9332306944331902	1.0	0.9272344218458796	0.8643545903897577	0.8987116117008346	0.9029252086540799	0.9124868325095211	0.7078032574345677	0.7789482213759015	0.7794344056397374	0.8465278340491046	0.7492909812819059	0.6937039137833239	0.7340572076817113	0.5755611376711773	0.68446641277044	0.6183453528887448	0.557410258487967	0.6646949193744429	0.5603273640709829	0.6933797909407665	-0.025362612430111012	0.0762498987116117	0.13524025605704562	-0.06101612511141723	0.07560165302649705	0.10136941900980471	-0.019366339842800423	0.10217972611619804	-0.14188477432947086	-0.19277206061097155	-0.18385868244064502	-0.01401831294060449	0.079491127137185	0.16716635604894256	0.17543148853415444	-0.01871809415768576	-0.0158009885746698	0.13507819463576695	0.20022688598979013	0.18872052507900494	0.14545012559760148	0.11028279718013127	0.043999675877157446	-0.25678632201604407	-0.2773681225184345	-0.36909488696215864	-0.32015233773600194	-0.10898630580990196	-0.1775382870107771	-0.23312535450935903	-0.1439915728060935	-0.6531885584636578	-0.6567539097317884	-0.7043999675877157	-0.680090754395916	-0.687869702617292	-0.7755449315290495	-0.8197876995381249	-0.705210274694109	-0.6671258406936229	-0.7283850579369581	-0.7471841828052832	-0.6972692650514545	-0.7457256300137752	-0.37687383518353457	-0.48351025038489587	-0.5541690300623936	-0.500364638197877	-0.49161332144882913	-0.4826999432785026	-0.6264484239526781	-0.5465521432622964	-0.5736164006158334	-0.6301758366420873	-0.7214164168219755	-0.3890284417794344	-0.40863787375415284
ThiR	0.6112146503524836	0.5648650838667855	0.6368203549145126	0.7784620371120655	0.8369662101936634	0.8640304675472004	0.9079491127137185	0.8684061259217243	0.8698646787132324	0.918321043675553	0.9299894660076169	0.9272344218458796	1.0	0.9163763066202091	0.8896361721092294	0.918321043675553	0.903411392917916	0.7470221213840046	0.7421602787456446	0.7813791426950815	0.8316181832914674	0.7664694919374443	0.7876995381249493	0.7384328660562353	0.4932339356616158	0.6930556680982092	0.6026253950247143	0.5314804310833806	0.6201280285228101	0.6170488615185156	0.6922453609918159	0.07479134592010372	0.0007292763957539907	0.14917753828701077	-0.08030143424357832	0.07738432866056236	0.04659265861761608	0.04902357993679605	0.14366744996353617	-0.08872862815006888	-0.2315047402965724	-0.12973016773357102	-0.015638927153391134	-0.03200713070253626	0.11952029819301516	0.13507819463576695	-0.03784134186856819	-0.0689571347540718	0.17429705858520378	0.22858763471355645	0.18791021797261162	0.060205818005023906	0.06944331901790779	0.06620209059233449	-0.32614861032331255	-0.2663479458714853	-0.4026416011668422	-0.40750344380520215	-0.1101207357588526	-0.12729924641439105	-0.21902601085811524	-0.11854792966534317	-0.685438781298112	-0.7390811117413499	-0.7658212462523296	-0.7295194878859088	-0.7314642249412527	-0.7630662020905923	-0.7515598411798071	-0.7230370310347621	-0.6724738675958188	-0.7317883477838101	-0.7429705858520379	-0.7334089619965967	-0.6802528158171948	-0.47119358236771736	-0.551576047321935	-0.6577262782594603	-0.5773438133052426	-0.5212705615428247	-0.47265213515922533	-0.5666477595008508	-0.53277692245361	-0.5365043351430192	-0.5705372336115387	-0.6536747427274937	-0.37460497528563325	-0.37201199254517464
Zur	0.6838181670853254	0.5745887691435054	0.5967911838586825	0.7428085244307593	0.8128190584231424	0.8739162142451989	0.8745644599303136	0.8246495421764849	0.8513896766874646	0.9074629284498825	0.9252896847905356	0.8643545903897577	0.9163763066202091	1.0	0.9076249898711611	0.8774815655133296	0.8977392431731627	0.7701969046268535	0.736164006158334	0.8413418685681874	0.8731059071388056	0.713961591443157	0.7368122518434487	0.7204440482943035	0.5220808686492181	0.6635604894254923	0.5522242930070497	0.4838343732274532	0.602301272182157	0.52548415849607	0.5282392026578073	0.11174134997163924	0.05129243983469735	0.16684223320638522	-0.10299003322259136	0.08094967992869298	-0.014342435783161819	0.08062555708613564	0.16489749615104124	-0.12049266672068715	-0.23344947735191637	-0.19050320071307025	0.08483915403938093	-0.004294627663884612	0.07641196013289037	0.08516327688193825	-0.10995867433757395	-0.05858520379223726	0.06976744186046512	0.1715420144234665	0.17202819868730249	0.06506766064338385	0.10169354185236204	-0.022283445425816385	-0.27655781541204116	-0.29341220322502226	-0.3473786565108176	-0.31269751235718335	-0.11417227129081922	-0.1078518758609513	-0.16035977635523863	-0.027631472328012316	-0.6452475488210032	-0.7319504092050887	-0.7319504092050887	-0.7525322097074791	-0.7317883477838101	-0.8572238878534965	-0.7533425168138724	-0.7068308889068957	-0.7220646625070902	-0.7069929503281743	-0.7048861518515518	-0.7137995300218782	-0.583502147313832	-0.4405639737460498	-0.5275909569726926	-0.5661615752370148	-0.5920914026416012	-0.5256462199173487	-0.4032898468519569	-0.5232152985981687	-0.47427274937201197	-0.5002025767765983	-0.5716716635604894	-0.6206142127866462	-0.3835183534559598	-0.46487318693784946
FUR	0.7501012883882991	0.52305323717689	0.5319666153472166	0.7348675147881046	0.8231909893849769	0.8966048132242119	0.9254517462118143	0.8342111660319261	0.8990357345433919	0.9259379304756503	0.9236690705777489	0.8987116117008346	0.8896361721092294	0.9076249898711611	1.0	0.9273964832671583	0.9283688517948302	0.7987197147718985	0.7348675147881046	0.813953488372093	0.8938497690624747	0.7497771655457418	0.7444291386435459	0.6690705777489668	0.6360100478081193	0.6622639980552629	0.6196418442589742	0.5342354752451179	0.5428247305728872	0.4692488453123734	0.5337492909812819	0.10120735758852605	0.10947249007373795	0.22534640628798314	0.031034762174864273	0.06215055506036788	0.023741998217324367	0.12000648245685115	0.13799530021878292	-0.24787294384571754	-0.3350619884936391	-0.19520298193015154	-0.007697917510736569	0.08030143424357832	0.0020257677659833075	0.12810955352078437	-0.13702293169111093	-0.02876590227696297	0.04108257029414148	0.09991086621829673	0.12130297382708047	-0.017745725630013774	0.019852524106636415	-0.08240823272020095	-0.11870999108662184	-0.30183939713151287	-0.3271209788509845	-0.37509115954946926	-0.14010209869540555	-0.1444777570699295	-0.14415363422737218	-0.07057774896685844	-0.7006725548983065	-0.7249817680901062	-0.7914269508143587	-0.8034194959889798	-0.7043999675877157	-0.8471760797342193	-0.7599870350862977	-0.7264403208816141	-0.7154201442346649	-0.6881938254598493	-0.739567296005186	-0.7492909812819059	-0.6172109229397942	-0.38141155497933715	-0.5319666153472166	-0.5214326229641034	-0.5512519244793777	-0.5804229803095373	-0.5134916133214489	-0.5711854792966534	-0.5110606920022689	-0.548658941738919	-0.554006968641115	-0.6316343894335953	-0.32938983874888583	-0.5462280204197391
CzrA	0.6637225508467709	0.5228911757556114	0.5731302163519975	0.789320152337736	0.8818572238878535	0.8870431893687708	0.9181589822542744	0.8615995462280204	0.8933635847986386	0.9186451665181103	0.9312859573778463	0.9029252086540799	0.918321043675553	0.8774815655133296	0.9273964832671583	1.0	0.9512195121951219	0.7066688274856171	0.7465359371201685	0.7419982173243659	0.8244874807552062	0.7063447046430598	0.7526942711287578	0.6984036950004051	0.6157523701482862	0.6982416335791265	0.6470302244550685	0.4925856899765011	0.5591929341220323	0.5457418361559031	0.6199659671015315	0.05307511546876266	0.12195121951219512	0.21513653674742728	0.07511546876266105	0.04432379871971477	0.14075034438052023	0.05307511546876266	0.2337736001944737	-0.19633741187910217	-0.2823920265780731	-0.18126569970018638	-0.013856251519325824	0.08030143424357832	0.08451503119682359	0.16651811036382788	-0.12276152661858844	-0.004132566242605947	0.11935823677173649	0.05939551089863058	0.018880155578964428	-0.07236042460092375	-0.042054938821813465	-0.07187424033708775	-0.16408718904464792	-0.24009399562434164	-0.35029576209383356	-0.4523944574993923	-0.10120735758852605	-0.25322097074791344	-0.20363017583664209	-0.17672797990438377	-0.6836561056640467	-0.7168786970261729	-0.7817032655376388	-0.7590146665586257	-0.6444372417146098	-0.812494935580585	-0.7807308970099668	-0.7353536990519407	-0.7582043594522324	-0.6664775950085082	-0.742484401588202	-0.7690624746779029	-0.7327607163114821	-0.5139777975852848	-0.5674580666072442	-0.5993841665991411	-0.552548415849607	-0.5083056478405316	-0.4651973097804068	-0.5632444696539989	-0.49226156713394376	-0.5859330686330119	-0.5121951219512195	-0.6679361478000162	-0.3036220727655782	-0.5108986305809902
NsrR	0.6586986467871323	0.5716716635604894	0.5805850417308159	0.8011506360910785	0.8599789320152338	0.8979013045944413	0.9252896847905356	0.9107041568754558	0.9085973583988332	0.9296653431650596	0.945871485292926	0.9124868325095211	0.903411392917916	0.8977392431731627	0.9283688517948302	0.9512195121951219	1.0	0.7113686087026984	0.7303297949923021	0.8123328741593063	0.8615995462280204	0.7466979985414472	0.7374604975285634	0.7005104934770278	0.5882019285309132	0.6915971153067012	0.6285552224293007	0.5839883315776679	0.6185074143100235	0.5497933716878697	0.6024633336034357	0.060205818005023906	0.11627906976744186	0.1806174540150717	-0.009966777408637873	0.047078842881452074	0.11319990276314723	-0.026821165221618995	0.16651811036382788	-0.1294060448910137	-0.2588931204926667	-0.21254355400696864	-0.019690462685357752	0.055992221051778625	0.1404262215379629	0.17348675147881046	0.02925208654079896	0.00948059314480188	0.05907138805607325	0.11854792966534317	0.06668827485617049	-0.006725548983064582	0.01871809415768576	-0.05096831699214002	-0.25192447937768414	-0.2546795235394214	-0.3830321691921238	-0.45628393161008024	-0.07479134592010372	-0.2337736001944737	-0.16489749615104124	-0.11238959565675391	-0.6653431650595576	-0.7457256300137752	-0.765659184831051	-0.7633903249331496	-0.657888339680739	-0.7967749777165546	-0.7633903249331496	-0.6933797909407665	-0.7739243173162629	-0.7274126894092862	-0.7394052345839073	-0.7230370310347621	-0.6843043513491613	-0.4319747184182805	-0.5880398671096345	-0.5766955676201281	-0.554979337168787	-0.5147881046916781	-0.4647111255165708	-0.5726440320881614	-0.5342354752451179	-0.579612673203144	-0.5290495097642006	-0.6270966696377928	-0.4068551981200875	-0.5337492909812819
GulR	0.714933959970829	0.5653512681306215	0.43699862247791915	0.6117008346163196	0.5894984199011425	0.6859249655619479	0.7313021635199741	0.6586986467871323	0.6980795721578478	0.7313021635199741	0.7116927315452557	0.7078032574345677	0.7470221213840046	0.7701969046268535	0.7987197147718985	0.7066688274856171	0.7113686087026984	1.0	0.5977635523863545	0.6614536909488696	0.7525322097074791	0.5444453447856737	0.5267806498662994	0.5570861356454097	0.4906409529211571	0.47864840774653594	0.41852362045215136	0.4313264727331659	0.3853010290900251	0.3011911514463982	0.4126894092861194	0.07673608297544769	0.14707073981038812	0.21675715096021392	-0.013532128676768495	0.19455473624503686	0.051130378413418685	0.08240823272020095	-0.043837614455878776	-0.30086702860384085	-0.36455716716635606	-0.14933959970828944	-0.0007292763957539907	-0.05696458957945061	-0.0968316992140021	0.058423142370958595	-0.11417227129081922	-0.13912973016773358	-0.10768981443967264	0.13799530021878292	0.11255165707803258	-0.01758366420873511	-0.08354266266915161	0.09715582205655944	-0.27056154282473055	-0.2397698727817843	-0.2007130702536261	-0.18142776112146503	-0.019204278421521757	-0.1459363098614375	-0.12081678956324447	0.06879507333279312	-0.6117008346163196	-0.6574021554169031	-0.6060286848715664	-0.7476703670691192	-0.6288793452718581	-0.6711773762255895	-0.5873916214245198	-0.58009885746698	-0.628393161008022	-0.5285633255003647	-0.6199659671015315	-0.5624341625476056	-0.4882100316019771	-0.42857142857142855	-0.43213677983955917	-0.41722712908192205	-0.47735191637630664	-0.5183534559598088	-0.4131755935499554	-0.40442427680090753	-0.27023741998217327	-0.315776679361478	-0.5113848148448262	-0.5016611295681063	-0.36131593874078277	-0.3420306296086217
ModE	0.46811441536342274	0.48480674175512517	0.41106879507333277	0.6223968884207115	0.6922453609918159	0.6846284741917187	0.736164006158334	0.7227129081922048	0.7596629122437404	0.7580422980309537	0.7604732193501337	0.7789482213759015	0.7421602787456446	0.736164006158334	0.7348675147881046	0.7465359371201685	0.7303297949923021	0.5977635523863545	1.0	0.756907868082003	0.7562596223968884	0.5593549955433109	0.551576047321935	0.5882019285309132	0.4865894173891905	0.583502147313832	0.4788104691678146	0.3512681306215055	0.3739567296005186	0.37184993112389597	0.471355643788996	0.1276233692569484	0.11660319260999918	0.33571023417875373	0.02066283121302974	0.23766307430516165	0.16651811036382788	0.11708937687383518	0.15112227534235476	-0.2668341301353213	-0.10882424438862329	-0.2559760149096508	0.131674904788915	0.0313588850174216	0.08581152256705292	0.01823190989384977	-0.27785430678227047	-0.08483915403938093	-0.0657159063284985	0.07009156470302244	0.21157118547929665	0.1138481484482619	0.026497042379061666	-0.03994814034519083	-0.24009399562434164	-0.08305647840531562	-0.1517705210274694	-0.25176241795640547	-0.041406693136698806	-0.05566809820922129	-0.03670691191961754	-0.13232315047402965	-0.6181832914674662	-0.5410420549388218	-0.6167247386759582	-0.5331010452961672	-0.6719876833319828	-0.7056964589579451	-0.7439429543797099	-0.6935418523620452	-0.5577343813305242	-0.5497933716878697	-0.6821975528725387	-0.5014990681468277	-0.5499554331091484	-0.26488939307997733	-0.4651973097804068	-0.29341220322502226	-0.4138238392350701	-0.39891418847743293	-0.4212786646138887	-0.6045701320800584	-0.43327120978850986	-0.42857142857142855	-0.48318612754233853	-0.6407098290252006	-0.3639089214812414	-0.5155984117980714
NadQ	0.5940361396969451	0.6198039056802528	0.4976095940361397	0.658860708208411	0.6763633417065068	0.7836480025929827	0.7718175188396402	0.7804067741674094	0.7977473462442266	0.7919131350781946	0.8013126975123572	0.7794344056397374	0.7813791426950815	0.8413418685681874	0.813953488372093	0.7419982173243659	0.8123328741593063	0.6614536909488696	0.756907868082003	1.0	0.8486346325257272	0.6851146584555546	0.6609675066850337	0.5697269265051454	0.4384571752694271	0.5744267077222267	0.4582286686654242	0.4679523539421441	0.4587148529292602	0.41123085649461144	0.4326229641033952	0.08743213677983956	0.026497042379061666	0.1490154768657321	0.024876428166275017	0.18677578802366096	0.11271371849931124	0.131674904788915	0.13637468600599628	-0.15695648650838667	-0.183372498176809	-0.1802933311725144	0.013856251519325824	0.06312292358803986	0.12632687788671906	0.10493477027793534	-0.08078761850741431	-0.04513410582610809	-0.10931042865245928	0.2739648326715825	0.2305323717689004	0.0652297220646625	0.07608783729033304	-0.08872862815006888	-0.29908435296977554	-0.13313345758042297	-0.26488939307997733	-0.23944574993922696	-0.0968316992140021	-0.05712665100072928	-0.10655538449072198	-0.0005672149744753262	-0.558868811279475	-0.6640466736893282	-0.659346892472247	-0.6189935985738595	-0.6703670691191962	-0.7421602787456446	-0.7133133457580423	-0.5888501742160279	-0.660805445263755	-0.6609675066850337	-0.6956486508386679	-0.5726440320881614	-0.5246738513896767	-0.22777732760716313	-0.5488210031601977	-0.42840936715014993	-0.40491046106474354	-0.48788590875941984	-0.4943683656105664	-0.58496070010534	-0.4138238392350701	-0.5099262620533183	-0.5339113524025606	-0.5729681549307187	-0.41674094481808605	-0.46665586257191477
RbkR	0.6452475488210032	0.552548415849607	0.5162466574831861	0.6946762823109959	0.7437808929584312	0.8055262944656024	0.8742403370877563	0.7888339680739	0.840531561461794	0.8628960375982497	0.846365772627826	0.8465278340491046	0.8316181832914674	0.8731059071388056	0.8938497690624747	0.8244874807552062	0.8615995462280204	0.7525322097074791	0.7562596223968884	0.8486346325257272	1.0	0.654485049833887	0.6964589579450612	0.6379547848634632	0.6005185965480917	0.6651811036382789	0.46195608135483346	0.42533020014585526	0.46260432703994814	0.5418523620452151	0.4655214326229641	0.1802933311725144	0.06117818653269589	0.1793209626448424	0.018880155578964428	0.1404262215379629	0.01823190989384977	0.051130378413418685	0.1966615347216595	-0.20087513167490478	-0.2726683413013532	-0.30815979256138076	-0.014666558625719148	-0.03719309618345353	-0.03751721902601086	0.016449234259784458	-0.060205818005023906	-0.03524835912810955	-0.037355157604732195	0.13588850174216027	0.2627825946033547	0.04173081597925614	0.05469572968154931	-0.007535856089457904	-0.24139048699457094	-0.2909812819058423	-0.21789158090916458	-0.2003889474110688	-0.09213191799692083	-0.10639332306944332	-0.05404748399643465	-0.04011020176646949	-0.690300623936472	-0.68689733408962	-0.7293574264646301	-0.764686816303379	-0.7288712422007941	-0.7591767279799044	-0.6536747427274937	-0.685438781298112	-0.7342192691029901	-0.710072117332469	-0.6386030305485779	-0.6586986467871323	-0.5463900818410178	-0.4559598087675229	-0.550603678794263	-0.45984928287821086	-0.4608216514058828	-0.41495826918402073	-0.4697350295762094	-0.5907949112713718	-0.396483267158253	-0.4770277935337493	-0.4673041082570294	-0.5679442508710801	-0.3734705453366826	-0.5037679280447289
IscR	0.5040920508872863	0.555465521432623	0.49469248845312375	0.46487318693784946	0.5232152985981687	0.7595008508224617	0.742484401588202	0.707641196013289	0.6243416254760554	0.662750182319099	0.7219026010858115	0.7492909812819059	0.7664694919374443	0.713961591443157	0.7497771655457418	0.7063447046430598	0.7466979985414472	0.5444453447856737	0.5593549955433109	0.6851146584555546	0.654485049833887	1.0	0.5901466655862572	0.4846446803338465	0.3556437889960295	0.3705534397536666	0.5389352564621992	0.38935256462199175	0.4587148529292602	0.5063609107851876	0.5243497285471194	0.08483915403938093	0.07770845150311968	0.07479134592010372	-0.09715582205655944	0.03784134186856819	0.04351349161332145	0.05339923831131999	0.07592577586905437	-0.22437403776031115	-0.3381411554979337	-0.23652864435621102	-0.12713718499311238	-0.14366744996353617	-0.022931691110931043	0.0057531804553925935	0.05939551089863058	0.07592577586905437	0.08889068957134755	0.2182157037517219	0.06652621343489182	-0.04950976420063204	0.17915890122356373	-0.06928125759662912	-0.03087270075358561	-0.11174134997163924	-0.1266510007292764	-0.16635604894254924	-0.11206547281419658	0.013856251519325824	-0.1728385057936958	-0.051130378413418685	-0.6128352645652703	-0.6758771574426707	-0.7630662020905923	-0.5954946924884531	-0.45450125597601493	-0.5319666153472166	-0.5514139859006564	-0.5306701239769873	-0.39794181994976097	-0.6222348269994328	-0.6604813224211976	-0.6398995219188073	-0.5335872295600033	-0.062474677902925206	-0.42030629608621667	-0.548658941738919	-0.47119358236771736	-0.49372011992545173	-0.3997244955838263	-0.3760635280771412	-0.2984361072846609	-0.42354752451178995	-0.3724981768090106	-0.47686573211247063	-0.2122194311644113	-0.33554817275747506
AraR	0.6301758366420873	0.5809091645733733	0.5248359128109553	0.6633984280042136	0.7546390081841018	0.6698808848553602	0.7309780406774168	0.6543229884126084	0.7676039218863949	0.768090106150231	0.7460497528563326	0.6937039137833239	0.7876995381249493	0.7368122518434487	0.7444291386435459	0.7526942711287578	0.7374604975285634	0.5267806498662994	0.551576047321935	0.6609675066850337	0.6964589579450612	0.5901466655862572	1.0	0.6812251843448667	0.38465278340491044	0.48869621586581313	0.5980876752289117	0.5682683737136375	0.5940361396969451	0.5309942468195447	0.524025605704562	0.10768981443967264	-0.11238959565675391	-0.04043432460902682	-0.11579288550360586	0.1234097723037031	-0.030386516489749615	0.12259946519730978	0.09034924236285552	-0.030224455068470952	-0.10072117332469006	-0.049671825621910706	-0.03719309618345353	-0.006887610404343246	0.07446722307754639	0.18969289360667693	0.032493314966372255	0.056802528158171946	0.05826108094967993	0.20379223725792076	0.24041811846689895	0.00105339923831132	0.1614942063041893	0.11708937687383518	-0.27023741998217327	-0.293088080382465	-0.33927558544688435	-0.49420630418928774	-0.15241876671258406	0.0235799367960457	-0.12146503524835912	-0.10542095454177133	-0.5063609107851876	-0.6118628960375982	-0.7001863706344704	-0.6361721092293979	-0.5967911838586825	-0.613483510250385	-0.6436269346082165	-0.5565999513815736	-0.4567701158739162	-0.6272587310590714	-0.5107365691597116	-0.6744186046511628	-0.47297625800178267	-0.43732274532047644	-0.5107365691597116	-0.6585365853658537	-0.42840936715014993	-0.40863787375415284	-0.2979499230208249	-0.5645409610242281	-0.43278502552467385	-0.5459038975771817	-0.48772384733814117	-0.6013289036544851	-0.3358722956000324	-0.34802690219593224
HutC	0.5108986305809902	0.46130783566971884	0.5395835021473139	0.6079734219269103	0.6695567620128029	0.5739405234583908	0.6672879021149015	0.6102422818248115	0.7035896604813224	0.716392512762337	0.7303297949923021	0.7340572076817113	0.7384328660562353	0.7204440482943035	0.6690705777489668	0.6984036950004051	0.7005104934770278	0.5570861356454097	0.5882019285309132	0.5697269265051454	0.6379547848634632	0.4846446803338465	0.6812251843448667	1.0	0.3483510250384896	0.4632525727250628	0.4019933554817276	0.32112470626367395	0.6465440401912325	0.47038327526132406	0.553520784377279	-0.022283445425816385	-0.002998136293655295	0.043999675877157446	-0.23393566161575238	0.060854063690138564	0.12243740377603111	-0.029576209383356294	0.07770845150311968	-0.10639332306944332	-0.19504092050887287	-0.1509602139210761	0.05615428247305729	0.07965318855846366	-0.022607568268373714	0.22016044080706587	-0.030710639332306944	-0.05955757231990925	-0.0017016449234259785	0.3015152742889555	0.19406855198120088	0.21951219512195122	0.016773357102341787	0.04724090430273074	-0.18369662101936635	-0.2844988250546957	-0.15209464387002675	-0.3431650595575723	0.021635199740701726	-0.006563487561785917	0.0158009885746698	0.04480998298355077	-0.6005185965480917	-0.497447532614861	-0.5988979823353051	-0.62985171379953	-0.4653593712016854	-0.6420063203954298	-0.5496313102665911	-0.5280771412365286	-0.5595170569645895	-0.5627582853901629	-0.4903168300785998	-0.46746616967830806	-0.5457418361559031	-0.36893282554087997	-0.392107608783729	-0.3099424681954461	-0.3055668098209221	-0.36407098290252005	-0.23588039867109634	-0.47265213515922533	-0.4622802041973908	-0.45207033465683494	-0.48739972449558383	-0.6126732031439915	-0.5997082894416984	-0.3089700996677741
Irr	0.42678875293736324	0.13361964184425898	0.13702293169111093	0.6048942549226157	0.6437889960294951	0.5118709991086622	0.5755611376711773	0.5750749534073414	0.6415201361315939	0.6428166275018232	0.5585446884369176	0.5755611376711773	0.4932339356616158	0.5220808686492181	0.6360100478081193	0.6157523701482862	0.5882019285309132	0.4906409529211571	0.4865894173891905	0.4384571752694271	0.6005185965480917	0.3556437889960295	0.38465278340491044	0.3483510250384896	1.0	0.5209464387002674	0.46114577424844017	0.37411879102179724	0.4540150717121789	0.3630986143748481	0.3481889636172109	-0.12600275504416172	0.15873916214245198	0.06279880074548254	0.05566809820922129	-0.13297139615914433	-0.011263268778867191	0.03557248197066688	0.078518758609513	-0.18353455959808768	-0.20557491289198607	-0.22842557329227778	0.03460011344299489	0.21546065958998462	0.23669070577748966	0.14739486265294546	-0.22907381897739243	0.28093347378656514	-0.049347702779353374	-0.16765254031277854	0.08451503119682359	-0.008670286038408557	-0.023417875374767038	0.01904221700024309	-0.033303622072765576	-0.131674904788915	-0.24236285552224293	-0.23831131999027633	-0.1251924479377684	-0.36147800016206144	-0.31869378494449396	-0.4065310752775302	-0.38238392350700917	-0.4026416011668422	-0.39859006563487565	-0.5397455635685925	-0.5645409610242281	-0.6068389919779597	-0.5311563082408233	-0.5298598168705939	-0.6176971072036301	-0.4394295437970991	-0.5366663965642978	-0.37962887934527184	-0.34980957782999755	-0.33571023417875373	-0.3212867676849526	-0.3212867676849526	-0.4924236285552224	-0.2759095697269265	-0.5659995138157362	-0.31512843367636334	-0.31091483672311804	-0.3656915971153067	-0.2841747022121384	-0.43148853415444455	-0.12875779920589903	-0.26602382302892796
SiaR	0.48853415444453446	0.18288631391297303	0.39696945142208895	0.6881938254598493	0.7204440482943035	0.6136455716716636	0.6740944818086054	0.6548091726764443	0.6643707965318856	0.7457256300137752	0.68446641277044	0.68446641277044	0.6930556680982092	0.6635604894254923	0.6622639980552629	0.6982416335791265	0.6915971153067012	0.47864840774653594	0.583502147313832	0.5744267077222267	0.6651811036382789	0.3705534397536666	0.48869621586581313	0.4632525727250628	0.5209464387002674	1.0	0.4609837128271615	0.42176484887772464	0.5026334980957783	0.3488372093023256	0.34543391945547364	0.03605866623450288	-0.03719309618345353	0.211895308321854	0.1073656915971153	-0.020824892634308402	-0.0689571347540718	-0.03767928044728952	0.26488939307997733	-0.13021635199740703	-0.1554979337168787	-0.1811036382789077	-0.07268454744348107	0.10396240175026335	0.16246657483186128	0.20849201847500204	-0.06198849363908922	0.014828620046997813	0.11514463981849121	0.0064014261405072525	0.057612835264565274	0.036544850498338874	-0.12243740377603111	-0.09942468195446075	-0.1550117494530427	-0.2861194392674824	-0.393566161575237	-0.4564459930313589	-0.12081678956324447	-0.24771088242443887	-0.28579531642492506	-0.26472733165869866	-0.5300218782918726	-0.4105826108094968	-0.4632525727250628	-0.5517381087432137	-0.5648650838667855	-0.6718256219107042	-0.6373065391783486	-0.5634065310752775	-0.6410339518677579	-0.5371525808281339	-0.5361802123004619	-0.4564459930313589	-0.5433109148367231	-0.4784863463252573	-0.41998217324365933	-0.4504497204440483	-0.42533020014585526	-0.33198282148934444	-0.3091321610890527	-0.48172757475083056	-0.5976014909650758	-0.31512843367636334	-0.32323150474029655	-0.3102665910380034	-0.14156065148691355	-0.3161008022040353
