	MetJ	HypR	VanR	LiuQ	NarP	PhsR	ZntR	NmlR	PrpR	LtbR	GntR	PdxR	PhnR	TtrR	FnrN_FixK	HcpR	CsoR	FadR	FadP	AcnR	FixJ	GguR	CblR	PaaR	HrcA	LiuR	BioQ	FruR	CueR	PurR	RbsR	DasR	NtrC	NnrR	MerR	NifA	NadQ	RbkR	XylR	ThiR	BirA	Phr	MetR	FUR	SahR_SamR	NsrR	ArgR	CzrA	KdgR	MntR	NagC	NrtR	HutC	IscR	PhnF	AraR	Zur	ModE	AgaR	NagR	LldR	GulR	NikR	SiaR	Irr	TyrR	NorR	SoxR	HexR	PhrR	LexA	PsrA	HisR	NrdR	PdhR	CcpA	QorR	ExuR_UxuR	Rex	FabR	SdaR	NagQ	AmtR	GlcC	RutR	CadR-PbrR	NiaR	TrpR
GntR	0.012944361264723196	-0.016673542513593317	-0.019285591778650264	-0.12541313024090187	-0.13093389452605328	-0.08469575536200175	0.09807352675322509	-0.15877180377414465	-0.056310868628059944	0.3140948681459781	1.0	0.4114661314322003	0.16486504025847004	0.1599932323124632	0.19626989167064537	0.10270661147447516	-0.019366711321043336	0.07108389614844413	0.2723947879535162	0.24466812836356389	0.1614070300513139	-0.10884388428181392	0.12757322776976884	0.07283839596534573	0.26082945890947523	0.17047155948843698	0.13714533377215143	0.08671679081819487	0.1301806416324033	0.1251210998882868	-0.006128002002493847	0.061138640251053394	0.06531050243126857	0.28589771521014595	0.2469139808372464	0.21411155559469897	-0.3132836727220474	-0.09020493114109701	-0.1637200958601221	-0.1562802749720717	-0.24207462070819677	-0.2839902471133031	-0.09156310405087818	-0.1472226986385823	-0.1936323476922649	-0.0679665880193389	-0.21139520977513662	-0.15676699222643015	-0.21190973944402983	-0.239474159949196	-0.2733682224622331	-0.2257070147544859	-0.08797066717347067	-0.04856974658254956	0.04827076312630081	-0.1315782154627754	-0.03402385378086598	0.2063634804455549	0.207248842308245	0.09785334513815817	-0.09879896723234027	-0.16379426229888147	-0.10341582804511174	-0.12493568379138835	-0.012077541011722932	0.013349958976688562	-0.15773579133272456	-0.029325873425701452	-0.13171032443181555	-0.2234078551529451	-0.08442226661907654	-0.10351780689840588	0.018750202798855982	0.016485808715483635	-0.128690359753582	-0.0717027223718427	-0.02843124075816642	0.023552479708525895	-0.14432325442333277	0.07194839870023316	-0.051981402765481084	0.006538235116881672	0.1573371467243929	0.17742698082334019	0.11545396813624374	0.08558343492590309	0.06296267110429192	0.11144202733960348
PdxR	-0.04084021304309533	-0.01633747583796487	-0.14288627967236975	-0.03474234115634749	-0.09451585539398603	-0.14235784379620917	-0.05113775952459313	-0.17749187645725464	-0.18169618645442703	0.223899207809726	0.4114661314322003	1.0	0.12885028113715694	0.1760062299808558	0.3612253222763534	0.14641845631828526	0.1342783373738591	0.09729477914625158	0.2618307058327269	0.24796389948593386	0.13393068219217452	-0.13514283992564816	0.12813411146288664	0.15360564777431152	0.11306673588867618	0.10436840324292754	0.0899013122824258	0.14417260384460276	0.10290129837621853	0.12262261798258016	0.20080563294102377	0.14136123227538	0.22642318442875617	0.32089732120094006	0.4709661569269136	0.29360870713991033	-0.32300179390073747	-0.19242714306242498	-0.30919988318785896	-0.1643991823150127	-0.21344637534707575	-0.332342129781997	-0.10320491723488975	-0.1278049978908919	-0.14942915019167388	-0.11659891253459169	-0.13497596543843954	-0.18863770158206283	-0.1382022055244726	-0.2446009150284382	-0.2570747829472816	-0.2678636820855603	-0.14107151962397615	0.010795852241912382	0.021160612058535862	-0.004229804710495942	-0.023900134890210492	0.08366206062179288	0.12798114318294543	0.04220997445893265	0.028897098701623783	-0.013672119445049622	-0.10478327175973783	-0.026495960246788824	0.026352262771692524	-0.00496915139687852	-0.17016098752613207	0.03788746169998748	-0.15002943480538264	-0.25809225377901185	-0.05593308333062935	-0.19127524556044334	-0.05838984661453384	-0.11902091030032773	-0.12273850304314168	-0.0037987122852070404	0.0958137680722752	-0.08178240493948483	-0.21239645669838828	0.1275940870806699	-0.016031539278082426	-0.10530938993468718	0.22803630447177273	0.1615205974106642	0.30094191377224416	0.21900885825402933	-0.050922213311948676	0.12920025402005275
PhnR	-0.053005826700845034	-0.04428895244540655	0.0619173878580269	0.08496924410492697	-0.05877922041802059	-0.03586642624379435	0.018632000037083218	0.12468537206057544	0.18349472259434202	-0.004535741270378388	0.16486504025847004	0.12885028113715694	1.0	0.01917665982172242	0.10040976957414557	0.06579490198441577	0.055986390458487655	0.002148509022810815	0.2329869142589614	0.11628602287107555	0.05252142714769783	0.04077995281160334	0.16605170327862012	-0.01050382188929732	0.12406654583717686	0.11514107847272761	0.05892755329553935	0.16464022324098065	-0.10052333693349588	0.038452980795527766	-0.05689029393086761	0.1844820633103263	0.06423045366683508	0.2080275899152185	0.12276399775646522	0.17873879970889672	-0.13256555617875965	-0.02608804483361223	-0.2599487324492076	-0.03108732634623675	-0.177535912780268	-0.17834942590540998	-0.24703450130023039	-0.21207197852881599	-0.20158206284678604	-0.08679791036058795	-0.13741186941144296	-0.13708043813823698	-0.17898447603728718	-0.18035423745312448	-0.17028846109274975	-0.25072428162850957	-0.12888504665532538	-0.17732500197004603	-0.17977017674789436	-0.07772179241740872	-0.09222596659729014	-0.009222133119486768	0.07618052111194033	-0.03660577293017693	-0.0666964877555845	-0.10338801563057697	-0.23424079061423717	-0.07987493684264199	0.03906948931771512	-0.04195966272811974	-0.10471374072340091	-0.22390384321214846	-0.09928336678548748	0.030246000806560022	-0.0877922041802059	-0.021128164241578633	-0.06360930974222527	-0.15656535222105308	-0.12653257992592626	-0.214554236526044	-0.16144643097190484	-0.0343576027552832	-0.029117280316690693	-0.08785478211290913	-0.07169113386578656	-0.0308115199021003	0.0010730956607997923	-0.026210882997807456	0.08719655496891962	-0.021661235520161682	-0.028201788338254586	-0.10881607186727915
TtrR	0.08158771803774145	0.14052222443691448	0.08533775859751264	0.056489331621324704	0.0798077235075163	0.15978463920345246	0.12433076377525715	-0.052655853817949204	0.11335181313765755	0.04198515744144328	0.1599932323124632	0.1760062299808558	0.01917665982172242	1.0	0.21342551603617468	0.0523452818556443	-0.0037314989500813515	0.061627675206623066	0.07784694828281517	0.11186153125883623	-0.02345281855644298	0.16799625459484266	0.09603626738855334	0.035324084160366385	0.038283788607107926	0.10326054206395928	0.1188679420203865	0.09874566010448196	0.19288836560345987	0.070590225790452	0.08277669875910278	0.1709026519137259	0.06706500224817018	0.24121707126004144	0.06857846113910379	0.08006962374438537	-0.18808377099257872	-0.08520101422605003	-0.15634980600840861	-0.03025063620898248	-0.10176330708150429	-0.13507099118809998	-0.2226059305338593	-0.14247836425919316	-0.14576718227792945	-0.10369858759288188	-0.11274921082273757	-0.1859051318540219	-0.09962406886353839	-0.10135770936953892	-0.1791142673051161	-0.17482188466191692	-0.1648094154294005	-0.1526739318873968	-0.23973374248485382	-0.17314386898498593	-0.14073081754592526	0.010211791536682257	-0.19087891865332288	-0.13459122703737525	-0.15447710342973425	-0.20342231760850318	-0.14509504892667258	-0.10102859579754417	0.21899726974797318	0.09068469529182176	-0.02349917258066759	0.03856423045366684	-0.07988420764748691	0.014536621996838656	-0.04687782469835119	-0.11288131979177772	-0.21295965809271733	-0.08159235344016391	-0.03233656729909007	0.00918968530252954	-0.09670376533738777	-0.0012075223310511701	0.059764243432793615	-0.0251632820503312	0.04086570775641887	0.04327148161367629	-0.03715970351966106	-0.02005506858077884	0.12463206493271714	0.054614311341439105	-0.0473854012636107	-0.023615057641229124
FnrN_FixK	-0.05778492659840264	0.011310381910805587	0.0005469774858504341	-0.041268987767173006	0.0074375031868391655	0.0881097292461445	0.02939076905961591	0.011537516629506191	-0.07878561727336358	0.1053557439589118	0.19626989167064537	0.3612253222763534	0.10040976957414557	0.21342551603617468	1.0	0.27824930121308483	0.0974176173104468	0.013150636672522725	0.16613514052222444	0.023197871423207606	-0.010907101900051452	-0.03964427921810032	0.12818741859074495	0.1416741219388961	0.17980725996727406	0.19532195187525206	0.15044198562098168	0.19694202502190228	0.19152787499246748	0.1776239854262948	0.20643764688431426	0.17383917934835513	0.27556540321047973	0.32440632083474324	0.2776443811969536	0.24138626344846129	-0.24264709290737074	-0.15089161965596043	-0.2598815191140819	-0.13441044634289925	-0.22103684681385616	-0.26271838539662823	-0.15949956195447107	-0.18181670691741103	-0.2658866829523805	-0.24099920734618577	-0.287485340539839	-0.2999105367332465	-0.1570358455669329	-0.23449110234505008	-0.23568240076762265	-0.21666566232947512	-0.0993899810412041	-0.020815274578062495	-0.15188127807315593	-0.16154840982519897	-0.1370665319309696	-0.08522187353695111	-0.03270508179167574	-0.039424097603033406	0.027775331315388146	-0.049608076725180895	-0.06829338389012242	-0.06839536274341657	-0.17362826853813315	0.014972349824550018	-0.047962508865207136	0.17295613518687625	-0.055286444692695995	-0.24253352554802046	0.14161617940861537	-0.07589776156417019	-0.06977671266531003	0.038313918722853925	0.015044198562098168	0.008545364365807417	-0.00033143127320598337	0.08581520504702615	-0.1302617611747964	0.05828323235881723	0.0972808729389842	-0.06686799764521557	0.07535310177953099	0.035212834502227314	0.19893524806356064	0.19871738414970497	0.034828096101163025	-0.04702615757586995
HcpR	0.04927432775076368	0.16200036156138894	0.07306089528162388	-0.054148453397981744	-0.029337461931757604	0.10313306849734159	0.026989630604780955	0.017753591278026802	0.05129304550574558	-0.08572945010221063	0.10270661147447516	0.14641845631828526	0.06579490198441577	0.0523452818556443	0.27824930121308483	1.0	-0.041829871460290824	0.009850230147730276	-0.0005122119676819743	-0.013479750244517478	-0.010907101900051452	0.02175626126982214	0.04576532811696048	0.1079422985106452	0.10486439130213089	0.14538939698049885	0.126921953729413	0.1951759366989445	0.16431342737019713	0.17931822501170439	0.15597433841218925	0.13731220825936002	0.07689205538378814	0.11659427713216923	0.04543157914254326	0.1429650815135516	-0.08399349189499887	0.05369650166179177	-0.11801734567586485	-0.026899240257542957	-0.1635323620620124	-0.13560174476547182	-0.009032081620165855	-0.09184354589743708	-0.14560494319314332	-0.10450282991317891	-0.06342157594411559	-0.03621408142547895	0.005669097162670177	-0.036156138895198184	-0.12186704738771896	-0.09535949863487399	-0.16829987345351385	-0.07653744709846985	-0.06658755579865666	-0.16841807621528662	-0.039862143131956	-0.08165724907407837	-0.04771683253681668	0.059293750086913795	-0.05263499450704813	-0.06900955356439269	-0.006688885695611665	0.0952018949525103	-0.15320700316597985	-0.04161200754643515	-0.09475457861874279	0.1504188086088694	0.024646434680226766	-0.07707283607826414	0.029219259169984843	0.003801029986418271	0.009887313367109966	0.08634827632560921	0.13190964673598138	0.0009039034723799547	0.04471309176706176	0.09166508290417233	0.019802439148754698	0.20952946030009595	0.09738516949348958	-0.01746387862662297	0.004211263100806097	-0.0037848060779396564	0.08929175686387214	0.03230411948213284	0.0056134723336006415	0.0692899954109516
CsoR	-0.08258664725978186	0.13626924271430624	-0.03897909897047712	-0.01835387589173554	0.25472231621788244	0.08868683684774094	-0.04784430610343437	-0.05298496738994396	0.04874589187460309	0.12043934344160089	-0.019366711321043336	0.1342783373738591	0.055986390458487655	-0.0037314989500813515	0.0974176173104468	-0.041829871460290824	1.0	0.0525422864585989	0.06573927715534623	0.12476880930417975	0.07888759612665773	0.026252601619609607	0.06422350056320139	0.025214271476978273	0.1363341383482207	0.09527142598884722	0.1694448178518618	-0.09491218230110647	0.10706620745280002	0.19870116024122633	0.16705063250066055	0.1268825528088221	0.19926899703797785	0.03267958707835221	0.12700075557059487	0.16212319972558417	-0.0549086593952654	-0.13324464263365024	-0.05258168737918983	-0.035470099336673916	-0.12081712873903148	-0.164060797938173	-0.09430262688255281	-0.16769495343738267	-0.10767576287135368	-0.14941756168561773	-0.18918236136670205	-0.1586837311281179	-0.2095850851291655	-0.18238222601295132	-0.18377284673968972	-0.1580556340998744	-0.08525200365269711	-0.12352652145496011	-0.10644042812576773	-0.11804284038918839	-0.2544001557495214	-0.05423884374521974	-0.03472379954665764	-0.08389383074291594	-0.06426985458742601	-0.05469543088383218	-0.034663539315165644	0.007497763418331162	-0.07334597253060525	0.06013044022416806	-0.07327412379305709	-0.02061595227389666	0.04869490244795602	-0.1046465273882752	-0.057831280622627254	-0.04180437674696729	-0.0702727007245134	-0.06215379338157242	0.004053659418442412	0.04102562913999379	-0.003233193189666761	-0.01685664090928054	-0.020701707218712194	0.0048579017387394485	0.04840287209534096	-0.013405583805758096	-0.047788681274364836	-0.14919738007055083	-0.044286634744195315	0.010492233383241166	-0.10989612063171264	-0.026560855880703282
FadR	0.0347655181684598	0.14233466678409687	-0.028306084892759965	0.03273752960863297	-0.10994942775957095	0.12224715038636079	0.02654926737464713	0.08051230467573042	-0.0958369450843875	0.12955022690294857	0.07108389614844413	0.09729477914625158	0.002148509022810815	0.061627675206623066	0.013150636672522725	0.009850230147730276	0.0525422864585989	1.0	-0.01997163133717454	0.08505499904974251	0.08315448405653336	0.003733816651292582	0.017023515396489147	0.027585279816067232	0.10662584422266619	0.1474637395645503	0.10115375166295063	0.1967311142116803	0.03463572690063088	0.09540121725667614	0.1865911714125462	-0.02466729399112784	-0.0232581316546996	0.06152569635332891	0.057564744983335726	0.0051754268046780485	-0.03704381845909953	-0.16538884073220816	-0.14491195053098535	-0.1414006331959709	-0.11925268042145079	-0.07223579365042576	0.016390782965823178	-0.09802253732657801	-0.06797817652539505	-0.13981532556748913	-0.14067055731443326	-0.07998618650078107	-0.1648256393378791	-0.12099327403108501	-0.18269975107888992	-0.12295173155457491	-0.05982682136549684	-0.18166373863746982	-0.059316927099026105	-0.10099614798058694	-0.06851356550518933	-0.020456030890321743	-0.005200921518001585	-0.12142900185879638	-0.053443872229767625	-0.06427448998984847	-0.12740171788013777	-0.08430174615609254	0.006190579935197074	0.041788152838488676	0.060992625074745864	0.02012459961711576	-0.020182542147396527	-0.1700960918922176	-0.002155462126444507	-0.13840848093227215	0.13681622020015669	0.07776119333799963	0.05249361473316306	0.06950554162359605	-0.013150636672522725	-0.08634595862439798	-0.007215003870561023	-0.04486142464458052	-0.07745293907690597	0.026280414034144373	0.08440140730817546	0.09921615345036179	0.059465259976544865	-0.025965206669417006	0.004524152764322235	-0.06506019070045566
FadP	0.10985208430869926	-0.11406334740950536	-0.03471684644302395	-0.16549081958550232	-0.10380288414738725	-0.11713198381317474	0.023188600618362684	-0.039801882900464006	0.04409890094608564	0.09761462191340141	0.2723947879535162	0.2618307058327269	0.2329869142589614	0.07784694828281517	0.16613514052222444	-0.0005122119676819743	0.06573927715534623	-0.01997163133717454	1.0	0.2913419953553268	0.2967190621653819	0.09389471146937621	0.18918931447033574	0.10330457838697267	0.009187367601318308	0.06196374188225151	0.10068094061585957	0.14036693845576204	0.1155791240016502	0.12078236322086303	0.03993167416829292	0.2149691050428543	0.2735466854554978	0.2234379852686911	0.21784073684356908	0.23111652938149826	-0.45587792204180205	-0.4501045283246265	-0.27827479592640836	-0.4336581205297338	-0.4577320830107866	-0.41011259392484156	-0.29895564383421946	-0.3045899754787212	-0.3678562654416843	-0.33504456939429195	-0.38311601021642694	-0.4230360958786637	-0.34690656419337046	-0.4594981713337443	-0.44448410288739215	-0.46827762352188607	-0.285626544168432	-0.13434786841019603	-0.23364977680537335	-0.18262094923770808	-0.21019464054771916	-0.018866087859417516	-0.03365533928828031	-0.12680143326642904	-0.17433748510876973	-0.13037996393656914	-0.1881880675470841	-0.3411563474883072	-0.214463846178806	-0.19527096244860498	-0.2941209191075923	-0.0470980063134181	-0.3920414775808762	-0.3277785760970839	-0.15268783809466419	-0.26171482077216535	-0.20001993223041659	-0.3118490156722956	-0.2669250130950118	-0.1881254896143809	-0.15874630906082113	-0.03195182889802578	-0.1393795977397778	-0.1922023260449356	-0.16956070291242334	-0.015058104769365553	0.04585340076298724	0.1755473251410321	0.15951115046052722	0.0976517051327811	-0.11273762231668143	-0.01238811297402784
AcnR	0.07522794591412453	0.12854434457727448	-0.05925666686753411	-0.00905294093106693	0.05561555826469075	0.035358849678534844	0.1218624119852965	0.09163495278842633	-0.10340192183784436	0.23751338472449485	0.24466812836356389	0.24796389948593386	0.11628602287107555	0.11186153125883623	0.023197871423207606	-0.013479750244517478	0.12476880930417975	0.08505499904974251	0.2913419953553268	1.0	0.3526938641178134	0.12226569199605064	0.16330754504452305	0.08094571480223056	0.2439125577687027	0.17949668800496915	0.034594008278828726	0.18871186802082224	0.2601457370521622	0.228511433220075	0.1734822533618256	0.07541799741344545	0.25576064636051377	0.2874714343325716	0.25657415948565576	0.3231315851685664	-0.38609657397406955	-0.4072548683313942	-0.39991007319300426	-0.4077485386893863	-0.42272784161757004	-0.49393225822899817	-0.47155253533335495	-0.4318271365728616	-0.41069201922764925	-0.33189713114944075	-0.42587759756363247	-0.3937218109590184	-0.5533279871692061	-0.43756576477186865	-0.5736217789747416	-0.4611599631021967	-0.19132159958466793	-0.21098265895953758	-0.2878121364106225	-0.3355706875692413	-0.2455766672383663	-0.07060413199771938	-0.03534726117247869	-0.017044374707390224	-0.11964900732857123	-0.23014077717157014	-0.3210665133893599	-0.23929106155350877	-0.14368588659024434	-0.018237990831174007	-0.2581687379189824	-0.2360810453759543	-0.1312838674089491	-0.1696186454427041	-0.30326888578831973	-0.3431889714505565	-0.21507803699978215	-0.17438847453541678	-0.23872322475675725	-0.18615776128604605	-0.00926153404007769	-0.09766561134004849	-0.11484441271769008	-0.07461839049557087	-0.0066633909822881275	-0.06918569885644622	0.07623151053858741	0.10271356457810885	0.2250487876104964	-0.07680630043897262	-0.045978556628393695	0.05564568838043675
FixJ	0.16451043197315174	0.09224682590819122	-0.020395770658829745	-0.0507877866416973	0.01380886381651223	-0.01494221970880402	-0.01564911857822937	0.004964515994456058	-0.05108677009794605	0.17862986775196887	0.1614070300513139	0.13393068219217452	0.05252142714769783	-0.02345281855644298	-0.010907101900051452	-0.010907101900051452	0.07888759612665773	0.08315448405653336	0.2967190621653819	0.3526938641178134	1.0	0.09106479829046359	0.03633460188846295	0.11601485182936157	0.1402046993709759	0.1870384877463137	0.051448331486898036	0.19130074027376687	0.09067774218818807	0.13336748079784547	0.10035182704386482	0.04418233818968994	0.29828814588538505	0.2110081536728611	0.0633543626089899	0.11655255851036708	-0.1816173846132452	-0.3691031886933264	-0.17974004663214838	-0.26451923923775444	-0.3405073911491626	-0.3437799852594203	-0.28039317483347315	-0.3383055749984935	-0.32752594666505974	-0.29068145051012606	-0.3435667567479871	-0.2885398945909489	-0.36443533845390785	-0.39862374902077125	-0.46687773199030275	-0.38521352981259066	-0.1265279445235038	-0.1643551459919993	-0.2852371703649452	-0.15780068696663901	-0.16526600256801294	-0.07301222355618803	0.03655941890595232	-0.12381623410636394	-0.1282360903161808	-0.10686920284984541	-0.07573320477817282	-0.10885083738544762	-0.06518998196828457	-0.14039243316908556	-0.16311749354520214	-0.22393860873031693	-0.12753846225160037	-0.20391135256407286	-0.22792273711242242	-0.21412314410075511	-0.11789914291409209	-0.1202817397592372	-0.23479240350251007	-0.08954670399710751	0.011623271574321725	-0.2752455604433299	-0.14314354450681635	-0.20353124956543103	-0.07474354636097733	-0.05667706541943439	-0.007609013076470233	0.0033907968720304454	0.08288563071603061	-0.16456142139979882	-0.150435032517348	-0.06560948588751732
GguR	0.22127325233740167	0.1296267110429192	0.08442458432028777	0.11623039804200602	0.016335158136753642	0.15191372589011315	0.0025355651250863346	0.04900315670904969	0.0951555409282857	-0.07697317492618122	-0.10884388428181392	-0.13514283992564816	0.04077995281160334	0.16799625459484266	-0.03964427921810032	0.02175626126982214	0.026252601619609607	0.003733816651292582	0.09389471146937621	0.12226569199605064	0.09106479829046359	1.0	0.16758833918166605	0.233364699556392	0.026556220478280823	0.0667497948834428	0.015491514895865685	0.12731596293532224	0.13079715015459067	0.07815983794633131	0.01692848964682869	0.024933829630419364	0.10674868238686142	0.0939688779081356	0.13809790896996724	0.10749266447566645	-0.015479926389809532	-0.11195655700849669	-0.180801553786892	-0.2535866426243794	-0.25372106929463084	-0.1995146733663683	-0.367953608892556	-0.33548029722200334	-0.34692974120548276	-0.31210859820795345	-0.3113344860034024	-0.288530623786104	-0.3071788477316658	-0.20381400911320116	-0.30754272682182904	-0.28326480663418796	-0.2990390810778238	-0.3606551677783907	-0.43575100472347505	-0.3926742100115422	-0.28200861257770093	-0.19165534855908517	-0.12530419828397402	-0.10451673612044629	-0.14407989579615355	-0.31086862805994503	-0.16748404262716068	-0.2907625700525191	-0.09980716725922562	-0.10346218206933636	0.01323870931854949	-0.1716443163013197	-0.05589600011124966	-0.00848510413431542	-0.08022954512796028	-0.052291974727785996	-0.0761017192707585	-0.19986696395047537	-0.136327185244587	-0.14978607617820341	-0.08870074305500832	-0.012937408161089506	0.16796380677788542	-0.014615423838020497	-0.08826965062971942	0.0638155851500248	-0.28616888625185993	0.04845849692441049	-0.12226569199605064	-0.06354209640709958	-0.07955277637428093	-0.14242737483254608
CblR	0.011118012710273443	0.21901581135766302	0.209670840073981	0.1431922162322522	0.04415220807394394	0.07679471193291645	0.12405032192869823	0.07305857758041265	-0.021176835967014477	0.10049320681774988	0.12757322776976884	0.12813411146288664	0.16605170327862012	0.09603626738855334	0.12818741859074495	0.04576532811696048	0.06422350056320139	0.017023515396489147	0.18918931447033574	0.16330754504452305	0.03633460188846295	0.16758833918166605	1.0	0.14347497578002233	0.11503678191822223	0.09463637585697002	0.03138399210127427	0.15245143257111865	0.14554700066286255	0.18448438101153752	0.15188359577436716	0.06730604317413816	0.1253992240336345	0.22379491125522064	0.3048101570937881	0.3028725588811993	-0.09969591760108654	-0.22127093463619044	-0.3079900431555965	-0.22485410070875303	-0.21601670599033054	-0.1278513519151165	-0.18965749011500432	-0.2905192114253399	-0.25633080085847654	-0.24542601665963631	-0.2986103063537461	-0.28208509671767157	-0.34958119139113064	-0.2837237114740116	-0.3521816521501314	-0.32834641289383537	-0.2373210155239627	-0.15350135121980615	-0.22318999123908942	-0.301231626423648	-0.2265599288002188	-0.06937806805697837	-0.006306464995758607	-0.0643671980382977	-0.2069707181628973	-0.13745822343566758	-0.0999045107100973	-0.2705892987099675	-0.09343117122713009	-0.0763219008858254	0.09084461667539667	0.05359220510728639	-0.06383180905850341	-0.11658964172974677	-0.18025921170346404	-0.038784412068733745	0.05857758041264352	-0.01497466752576125	-0.12101181564077486	-0.13080410325822436	-0.08220886196235126	-0.023149199697771763	-0.019999443751709305	0.021552303563233843	-0.04358900667961489	0.010983586040022064	0.02030769801280298	0.09363976433614084	0.09838873411795244	0.02068780101144481	0.07875316945640636	0.05302436831053488
PaaR	-0.02267407094946948	0.1736027738248096	0.04564944305639894	0.053731267179960226	0.12808543973745082	0.12265274809832616	0.06818908733561704	0.057859093037162024	-0.003912279644557343	0.08707835220714687	0.07283839596534573	0.15360564777431152	-0.01050382188929732	0.035324084160366385	0.1416741219388961	0.1079422985106452	0.025214271476978273	0.027585279816067232	0.10330457838697267	0.08094571480223056	0.11601485182936157	0.233364699556392	0.14347497578002233	1.0	0.0677093231848923	0.12446055504308606	0.11859677097867251	0.12868340664994832	0.19685395237587552	0.08229925230958926	0.07650963468393508	0.08220886196235126	0.13936105613008792	0.23017322498852738	0.2923733723943244	0.22804325757540642	-0.08045436214544965	-0.15223356865726298	-0.0973643101825885	-0.20341768220608072	-0.2506895161103411	-0.12423573802559669	-0.1687865907078723	-0.15505884643375314	-0.21997302195790128	-0.14276344150817452	-0.20462983993955436	-0.19664535926686474	-0.18663752543677078	-0.16219504846313232	-0.20527879627869894	-0.20276409046451369	-0.270232372723438	-0.16606560948588753	-0.18768280868303583	-0.20806930853702063	-0.08756970486392776	-0.05152481562686865	0.003909961943346111	-0.19161826533970547	-0.08460768271597499	-0.06998067037189834	-0.20114401731786344	-0.25462033736458833	-0.01635833514886595	-0.026641975423096355	-0.08024345133522767	-0.07573320477817282	-0.005356207499154039	-0.09968896449745285	-0.006508105001135673	0.07048361153473538	-0.05954869722014917	-0.07045348141898938	-0.028340850410928424	-0.05351572096731578	-0.008547682067018648	0.03586874394500558	0.031995865221039164	0.03801493526660517	0.13284368032410734	-0.01753109196174866	0.0727225109047842	0.0740459182963969	0.024319638809443243	0.10367541058076957	-0.08554171630410094	-0.15125781644733488
HrcA	0.10242153422549378	0.23619461273530462	0.07020548738938771	0.1561203535884968	0.11776008084141824	0.168823673927252	0.019121034992652886	0.22270327398473097	-0.14795740992254242	0.240579703426953	0.26082945890947523	0.11306673588867618	0.12406654583717686	0.038283788607107926	0.17980725996727406	0.10486439130213089	0.1363341383482207	0.10662584422266619	0.009187367601318308	0.2439125577687027	0.1402046993709759	0.026556220478280823	0.11503678191822223	0.0677093231848923	1.0	0.247171245671693	0.11884708270948542	0.23728625000579426	0.2869569046636784	0.25713272547756233	0.13190037593113646	0.02587713402339024	0.266041968933533	0.22666190765351293	0.1378383264343094	0.21835990191488475	-0.06130087933583954	-0.13521700636440753	-0.2124381753201904	-0.19412833575146826	-0.1796519739861216	-0.24490453388710942	-0.1850197699913318	-0.2869870347794244	-0.21920818055819516	-0.12512805299192048	-0.22867367230486116	-0.18289675568184452	-0.2817003583166073	-0.231716813995207	-0.29727531045607725	-0.239474159949196	-0.004514881959477312	-0.17054804362840761	-0.12614088842122828	-0.19985305774320797	-0.12027478665560351	0.030874097834803528	0.06120817128739031	-0.2312393675456935	-0.1661096458089009	-0.2484506167402923	-0.0787485340539839	-0.03823511688167208	-0.07173053478637748	0.13508953279778985	-0.0329739351321785	-0.011954702847527709	0.0213298042469557	-0.048757480380659246	0.025726483444660248	-0.011060070179992675	0.05088976549499145	-0.0899314423981718	-0.17150525422864585	-0.06426521918500355	0.010596529937746546	-0.0002665356392915251	0.07544117442555776	0.019779262136642394	-0.04174875191789775	-0.05485766996861832	0.029965558960001113	-0.07772179241740872	0.06742888133833339	-0.11491857915644947	-0.048351882668693884	0.07929551153983433
LiuR	0.22868757851212854	0.09452976160125341	0.17474540052194631	-0.003026917781867233	-0.06817981653077212	0.26031724694179326	0.0905595394264153	0.1778302608340943	0.018307521867510928	0.26337893024182896	0.17047155948843698	0.10436840324292754	0.11514107847272761	0.10326054206395928	0.19532195187525206	0.14538939698049885	0.09527142598884722	0.1474637395645503	0.06196374188225151	0.17949668800496915	0.1870384877463137	0.0667497948834428	0.09463637585697002	0.12446055504308606	0.247171245671693	1.0	0.25195498097167307	0.1636366586165178	0.14765842646629368	0.23580292123060664	0.15999786771488567	0.12446519044550852	0.17130824962569124	0.2815983794633131	0.2033782812854898	0.28349657675531104	-0.09035558171982701	-0.14893547983368177	-0.21794503339807444	-0.2009215180015853	-0.2850007648413997	-0.18739077833042075	-0.2795935679155986	-0.3338903541910991	-0.3823187209997636	-0.24496247641739016	-0.33554287515470654	-0.30888467582313156	-0.3319249435639755	-0.3150914796668073	-0.3239404628912859	-0.2937547223162179	-0.17644427550977837	-0.16928257876707567	-0.2582962114856001	-0.2578303535421428	-0.17006827947768285	-0.11104801813369428	-0.09631902693632348	-0.11422095109186904	-0.04958953511549105	-0.2589312616174773	-0.10638712099790944	-0.1258025040443886	-0.09693090005608837	-0.07185569065178393	-0.14805011797099166	-0.06936879725213345	0.05427592696459943	-0.021554621264445073	0.020576551353305737	-0.11249889909192466	0.013646624731726086	0.0691161678201093	-0.09764706973035864	-0.0074421385892616265	-0.11873351535013513	-0.11903018110517265	-0.07437966727081412	0.02196253667762167	0.050987108945863134	0.016685131019649472	-0.0798216297147837	-0.0808136058331904	0.06970486392776189	-0.038782094367522515	0.09701433729969268	-0.12567503047777093
