	HutC	PhrR	Rex	NarP	SiaR	TyrR	LiuQ	NadQ	CzrA	PhnF	KdgR	MetR	Phr	ThiR	BirA	IscR	ArgR	SahR_SamR	FUR	NagC	MntR	NsrR	NrtR	Zur	AraR	GulR	LexA	NikR	SoxR	PdhR	HexR	LldR	PsrA	XylR	SdaR	VanR	GntR	ZntR	GlcC	PaaR	AgaR	NagR	NifA	FabR	MerR	AmtR	PdxR	ExuR_UxuR	FnrN_FixK	CcpA	QorR	RbkR	ModE	NiaR	Irr	NrdR	CadR-PbrR	HisR	RutR	TrpR	CblR	NorR	CsoR	NtrC	RbsR	NagQ	NnrR	FadP	AcnR	FixJ	NmlR	BioQ	FruR	DasR	HcpR	PhnR	LiuR	PhsR	GguR	TtrR	CueR	PrpR	HrcA	PurR	HypR	MetJ	FadR	LtbR
KdgR	0.17990481226864094	0.02147012162876785	0.1402432575356954	0.12363828662083554	0.19830777366472765	0.3086197778952935	0.19915388683236382	0.188841882601798	0.23130618720253834	0.3281332628239027	1.0	0.4682178741406663	0.405076679005817	0.42659968270756216	0.43294553146483344	0.47784241142252776	0.42644103648863035	0.5459016393442623	0.5865679534637758	0.6408249603384453	0.46858804865150716	0.42644103648863035	0.47540983606557374	0.5057641459545215	0.32919090428344794	0.44124801692226334	0.31940772078265467	0.3066102591221576	0.3272342675832893	0.12554204124801693	0.1794288736118456	0.34590163934426227	0.11983077736647277	0.04473823373876256	-0.10290851401374934	0.0044420941300898995	-0.053358011634056055	0.03199365415124273	0.022157588577472236	-0.027445795875198308	0.00026441036488630354	0.0787414066631412	0.04352194606028556	-0.012797461660497092	-0.15700687466948704	0.18096245372818615	0.2479111581173982	0.21739820200951876	0.2523532522474881	0.16203067160232681	0.2236911686938128	0.34473823373876256	0.11348492860920148	0.16604970914859862	0.01792702273929138	-0.020782654680063458	0.07387625594923321	0.05124272871496563	-0.16488630354309888	0.03188789000528821	-0.14780539397144368	-0.18471708090957165	-0.025859333685880486	0.08820729772607086	0.020729772607086198	-0.015230037017451084	-0.14944473823373877	-0.10274986779481755	-0.44410364886303544	-0.39788471708090956	-0.2217874140666314	-0.21163405605499735	-0.2727128503437335	-0.10639873083024855	0.10338445267054469	-0.1842411422527763	-0.20333157059756743	-0.2673188789000529	-0.23035430988894764	0.009571655208884188	-0.016710735060814386	-0.244420941300899	-0.13352723426758328	-0.17694341618191434	-0.31560021152829193	-0.24056054997355897	-0.14431517715494446	-0.1461660497091486
MetR	0.19698572184029614	0.060074034902168165	0.05092543627710206	-0.10433632998413538	0.12464304600740349	0.13865679534637756	0.29444738233738765	0.3485986250661026	0.22094130089899525	0.30676890534108936	0.4682178741406663	1.0	0.458011634056055	0.3053410893707033	0.3225806451612903	0.5521946060285563	0.3707562136435748	0.5488101533580116	0.6280274986779482	0.476467477525119	0.373030142781597	0.4626123744050767	0.45510312004230563	0.39883659439450025	0.206081438392385	0.29952406134320464	0.3835536753040719	0.2635113696456901	0.2904283447911158	0.2692755156002115	0.292702273929138	0.3080909571655209	0.06382866208355367	0.19619249074563722	-0.10185087255420412	-0.06916975145425701	-0.1410364886303543	-0.2529878371232152	0.10396615547329455	0.011739820200951878	-0.006821787414066632	-0.13088313061872026	0.0446853516657853	-0.33627710206240086	-0.09465891062929667	0.1557377049180328	0.18677948175568482	0.1530407191961925	0.08773135906927551	0.14034902168164992	0.1329984135378107	0.3034902168164992	0.16626123744050766	0.07234267583289265	-0.08799576943416182	0.07662612374405077	0.19227921734531994	0.13516657852987837	0.23722897937599155	0.31406663141195135	0.1488630354309889	0.13564251718667372	0.05832892649391856	-0.0846641988365944	0.08646218931782126	-0.23696456901110524	-0.20237969328397673	-0.1170809095716552	-0.4600211528291909	-0.35605499735589635	-0.10729772607086198	-0.3071390798519302	-0.19910100475938658	-0.18831306187202537	-0.13823373876255948	-0.14045478582760446	-0.18122686409307245	-0.24717080909571656	-0.13358011634056055	-0.19624537281861448	-0.32559492332099416	-0.4006874669487044	0.015177154944473824	-0.17070333157059756	-0.2644632469592808	-0.2817028027498678	-0.05880486515071391	0.08016922263352723
Phr	0.40491803278688526	0.14473823373876257	0.20898995240613433	-0.03358011634056055	0.002326811210999471	0.20957165520888418	0.1911158117398202	0.12659968270756214	0.34034902168164993	0.24473823373876255	0.405076679005817	0.458011634056055	1.0	0.42696985721840297	0.43569539925965095	0.4081967213114754	0.49645690111052354	0.5248016922263353	0.4953992596509783	0.4518244315177155	0.47096774193548385	0.6123215230037018	0.46372289793759913	0.5150713907985193	0.1088841882601798	0.27763088313061873	0.12882072977260708	0.15822316234796405	0.018138551031200423	0.1763088313061872	0.31422527763088315	0.14177683765203597	0.22427287149656266	0.16092014806980434	0.021364357482813328	0.11940772078265469	-0.020359598096245372	0.04225277630883131	0.10877842411422528	-0.0077207826546800635	0.02453728186144897	0.05134849286092015	-0.03347435219460603	-0.11993654151242729	-0.13828662083553675	-0.013273400317292438	-0.12659968270756214	0.11972501322051825	-0.06240084611316764	0.09783183500793231	-0.05806451612903226	0.2121099947117927	0.2110523532522475	0.16335272342675833	0.09529349550502379	0.3342675832892649	-0.023320994182971972	0.20719196192490746	0.0029613960867265997	0.19095716552088843	0.18968799576943415	-0.016922263352723427	-0.2585404547858276	-0.013220518244315178	0.005235325224748811	-0.01491274457958752	-0.15420412480169224	-0.053463775780010575	-0.3008989952406134	-0.2520359598096245	-0.1880486515071391	-0.3659439450026441	-0.1264939185616076	-0.23818085668958222	-0.007667900581702803	-0.08080380750925437	-0.01782125859333686	0.07985193019566367	-0.11496562665256478	0.0009518773135906928	-0.30909571655208884	-0.12289793759915389	-0.23141195134849285	-0.21967213114754097	-0.13865679534637756	-0.16134320465362242	-0.1177683765203596	-0.018032786885245903
ThiR	0.33246959280803806	0.15193019566367003	0.212374405076679	0.0550502379693284	0.12168164992067688	0.2551031200423057	0.09190904283447911	-0.06372289793759915	0.3295081967213115	0.28455843469063985	0.42659968270756216	0.3053410893707033	0.42696985721840297	1.0	0.4449497620306716	0.3830248545742993	0.32882072977260707	0.5611316763617133	0.545848757271285	0.638127974616605	0.5180327868852459	0.606292966684294	0.5362242199894236	0.37176097303014277	0.26557377049180325	0.47667900581702805	0.3230037017451084	0.28794288736118456	0.09148598625066102	-0.023426758328926493	0.3216816499206769	0.2932310946589106	0.4061872025383395	0.28889476467477526	0.27852987837123216	0.10259122157588578	-0.055473294553146486	-0.14484399788471708	0.1384981491274458	-0.022686409307244845	0.17530407191961925	0.18588048651507139	-0.08291909042834479	-0.009571655208884188	-0.1558434690639873	-0.12390269698572184	0.029613960867265997	0.05076679005817028	0.0950290851401375	0.1327340031729244	0.006504494976203068	0.2771020624008461	0.37556848228450557	0.1605499735589635	0.09212057112638815	0.44410364886303544	0.08556319407720783	0.12527763088313063	-0.060708619777895295	0.03342147012162877	-0.09307244843997885	0.010787942887361185	-0.1032258064516129	-0.16631411951348493	-0.1647276573241671	-0.07895293495505024	-0.2980962453728186	-0.2619777895293495	-0.2983606557377049	-0.22295081967213115	-0.4112109994711793	-0.3006874669487044	-0.30047593865679534	-0.13622421998942358	0.024801692226335274	-0.059439450026441035	-0.22712850343733473	-0.09899524061343205	-0.02168164992067689	0.0550502379693284	-0.1950290851401375	-0.048757271285034376	-0.21152829190904285	-0.16478053939714438	0.09413008989952407	-0.11285034373347436	-0.14611316763617133	-0.09619249074563722
BirA	0.40867265996827074	0.3479111581173982	0.2763617133791645	0.2616076150185087	0.17488101533580117	0.518667371760973	0.24759386567953465	0.3298783712321523	0.43775780010576415	0.5337916446324696	0.43294553146483344	0.3225806451612903	0.43569539925965095	0.4449497620306716	1.0	0.5519830777366472	0.4634056054997356	0.4815970386039133	0.39280803807509257	0.607297726070862	0.5809624537281861	0.5935483870967742	0.6347964040190376	0.48767847699629824	0.24526705446853517	0.33923849814912743	0.2437334743521946	0.11845584346906399	0.10851401374933897	0.11998942358540454	0.20571126388154415	0.3720782654680063	0.37794817556848226	0.13289264939185616	0.09862506610259122	0.12268640930724485	0.0007932310946589106	-0.00026441036488630354	-0.07985193019566367	-0.16292966684294025	0.048704389212057116	0.15193019566367003	0.09402432575356955	0.053516657852987835	-0.04362771020624009	-0.0024325753569539926	0.09672131147540984	0.022633527234267585	0.027445795875198308	-0.013960867265996827	0.029613960867265997	0.3488630354309889	0.18402961396086726	0.16007403490216818	0.20423056583818086	0.27191961924907454	0.1355367530407192	0.16583818085668958	0.025594923320994185	0.2141195134849286	0.033844526705446853	0.13257535695399258	-0.054785827604442096	0.08461131676361713	0.16589106292966685	0.0787414066631412	0.021205711263881544	-0.3833950290851401	-0.14685351665785298	-0.44928609201480696	-0.18159703860391327	-0.3112638815441565	-0.30851401374933896	-0.2644632469592808	-0.2293495505023797	-0.08085668958223162	-0.21337916446324695	-0.05589635113696457	-0.2712321523003702	-0.04965626652564781	-0.09391856160761503	-0.058646218931782124	0.0654151242728715	-0.1236911686938128	-0.00978318350079323	-0.22845055526176627	-0.16504494976203068	-0.028820729772607086
IscR	0.2732945531464833	0.10576414595452142	0.015124272871496564	0.17964040190375463	0.29561078794288737	0.34230565838180854	0.30259122157588575	0.45637228979375993	0.5092543627710207	0.4169222633527234	0.47784241142252776	0.5521946060285563	0.4081967213114754	0.3830248545742993	0.5519830777366472	1.0	0.4436277102062401	0.44272871496562666	0.4721311475409836	0.5958751983077737	0.48323638286620835	0.5288207297726071	0.5686938127974617	0.41634056054997354	0.348281332628239	0.2712321523003702	0.24362771020624008	0.21470121628767846	0.23759915388683236	0.27006874669487047	0.32062400846113165	0.34204124801692226	0.27340031729243786	0.3464304600740349	-0.11285034373347436	0.07059756742464304	-0.144420941300899	-0.1718667371760973	0.013537810682178741	-0.04986779481755685	0.2700158646218932	0.11295610787942888	0.09333685880486516	0.08751983077736647	-0.07244843997884717	0.16832363828662084	0.07271285034373347	0.1397144368059228	0.07223691168693813	-0.1574828133262824	0.04405076679005817	0.24621893178212587	-0.024219989423585404	0.0026441036488630354	0.004389212057112639	0.13204653622422	-0.06287678476996299	-0.07710206240084612	-0.018878900052882074	0.06414595452141723	0.09301956636700158	0.03733474352194606	-0.0446853516657853	0.020782654680063458	-0.03236382866208355	0.16853516657852988	0.05452141723955579	-0.2610259122157589	-0.401427815970386	-0.29428873611845585	-0.21401374933897407	-0.3295081967213115	-0.40116340560549973	-0.21909042834479112	-0.1664727657324167	-0.0358011634056055	-0.21274457958751983	-0.028714965626652565	-0.22993125330512956	-0.08619777895293496	-0.22443151771549444	-0.17757800105764146	-0.09296668429402433	-0.25647805393971446	-0.2192490745637229	-0.2367530407191962	-0.3741406663141195	-0.11565309360126917
ArgR	0.19079851930195663	0.29280803807509254	0.34960338445267053	0.13384452670544686	0.31179270227392913	0.3282919090428345	0.39386567953463775	0.20132205182443152	0.4500793231094659	0.32765732416710736	0.42644103648863035	0.3707562136435748	0.49645690111052354	0.32882072977260707	0.4634056054997356	0.4436277102062401	1.0	0.6423585404547858	0.4808038075092544	0.49698572184029616	0.6236382866208355	0.5700687466948704	0.4994711792702274	0.5890005288207297	0.31655208884188263	0.3943416181914331	0.27260708619777896	0.14674775251189848	0.085193019566367	0.15790586991010047	0.5355367530407192	0.13225806451612904	0.20089899524061344	0.04463246959280804	-0.020306716023268112	0.040507667900581704	-0.09476467477525119	0.02258064516129032	-0.08376520359598097	-0.004177683765203596	-0.022950819672131147	-0.19576943416181913	0.0846641988365944	-0.025013220518244315	0.017239555790586992	-0.06694870438921206	0.2434690639873083	0.1384981491274458	0.026811210999471178	0.06800634584875727	0.12950819672131147	0.33844526705446853	0.07498677948175568	0.03807509254362771	0.17895293495505024	0.0	-0.052617662612374404	0.12030671602326812	0.026388154415653092	0.05251189846641988	-0.040930724484399786	-0.0224748810153358	-0.19164463246959282	0.12686409307244845	0.22035959809624536	0.07244843997884717	-0.1118455843469064	-0.21782125859333687	-0.25848757271285033	-0.3897408778424114	-0.3435219460602856	-0.39349550502379693	-0.4292437863564252	-0.13157059756742465	-0.007509254362771021	-0.03881544156530936	-0.1843997884717081	0.07895293495505024	-0.15129561078794287	-0.03363299841353781	-0.13204653622422	-0.18683236382866208	-0.15822316234796405	-0.11385510312004231	-0.31025912215758855	-0.1674246430460074	-0.30274986779481755	-0.23833950290851402
SahR_SamR	0.35108408249603384	0.21819143310417768	0.25478582760444207	0.06901110523532522	0.12723426758328926	0.361660497091486	0.2915388683236383	0.28799576943416183	0.40401903754627183	0.510946589106293	0.5459016393442623	0.5488101533580116	0.5248016922263353	0.5611316763617133	0.4815970386039133	0.44272871496562666	0.6423585404547858	1.0	0.6079323109465891	0.5877313590692755	0.6006345848757271	0.6299312533051296	0.6175568482284506	0.48931782125859336	0.39153886832363827	0.4142781597038604	0.2590692755156002	0.38212585933368587	0.24754098360655738	0.1372818614489688	0.4514542570068747	0.23627710206240085	0.3038075092543628	0.08931782125859333	-0.030195663670015863	-0.09820200951877314	-0.10756213643574829	0.001797990481226864	-0.02818614489687996	-0.11052353252247488	0.053305129561078794	0.06663141195134849	0.01417239555790587	-0.1404019037546272	-0.09344262295081968	0.1232681121099947	0.1982548915917504	0.16573241671073505	0.06335272342675832	0.07731359069275516	0.08762559492332099	0.26901110523532523	0.23844526705446853	0.08064516129032258	0.18286620835536754	0.06763617133791644	0.034056054997355895	0.04833421470121629	-0.012374405076679007	0.17022739291380223	0.13717609730301428	0.08926493918561608	-0.072818614489688	0.046007403490216814	0.1681121099947118	-0.04960338445267055	-0.1925965097831835	-0.1629825489159175	-0.37043892120571126	-0.43051295610787943	-0.3507667900581703	-0.38244315177154947	-0.3901110523532523	-0.2740877842411423	-0.004759386567953464	-0.12506610259122158	-0.3961924907456372	-0.2790058170280275	-0.17223691168693814	0.018244315177154944	-0.2117398202009519	-0.2215230037017451	-0.12628239026969856	-0.1561078794288736	-0.1850872554204125	-0.22871496562665256	-0.2632998413537811	-0.12723426758328926
FUR	0.15631940772078265	0.1663670015864622	0.32326811210999473	0.04648334214701216	0.11602326811211	0.07477525118984664	0.27091485986250663	0.11142252776308831	0.408514013749339	0.44294024325753567	0.5865679534637758	0.6280274986779482	0.4953992596509783	0.545848757271285	0.39280803807509257	0.4721311475409836	0.4808038075092544	0.6079323109465891	1.0	0.7157588577472237	0.6063987308302485	0.6524590163934426	0.6018508725542041	0.5742993125330513	0.29201480698043364	0.42485457429931256	0.5279746166049709	0.16224219989423586	0.2590692755156002	0.21903754627181385	0.3793759915388683	0.24394500264410365	0.23537810682178742	0.2204653622421999	0.13839238498149128	-0.0523532522474881	0.03712321523003702	-0.07948175568482284	0.2301427815970386	0.11131676361713379	-0.10639873083024855	0.01850872554204125	0.06964569011105236	-0.15885774722369117	-0.05769434161819143	0.059280803807509254	0.19375991538868323	0.3901110523532523	0.2430988894764675	0.2177683765203596	0.19048122686409308	0.3554204124801692	0.28228450555261764	0.19370703331570596	0.014542570068746695	0.05452141723955579	0.2511369645690111	0.15589635113696457	0.02009518773135907	0.18281332628239028	0.01946060285563194	-0.05785298783712321	-0.12141723955579059	-0.30137493389740877	-0.10460074034902168	-0.22035959809624536	-0.3038075092543628	-0.17794817556848228	-0.47905869910100474	-0.43141195134849286	-0.40232681121099945	-0.42755156002115285	-0.3777895293495505	-0.1501850872554204	0.013273400317292438	-0.14214701216287678	-0.38889476467477524	-0.2994711792702274	-0.02548915917503966	0.040877842411422526	-0.31216287678476995	-0.19693283976731887	-0.22998413537810683	-0.3707033315705976	-0.28228450555261764	-0.313590692755156	-0.14161819143310417	-0.05732416710735061
NagC	0.35764145954521415	0.19598096245372817	0.24336329984135377	0.06351136964569011	0.21766261237440507	0.20380750925436278	0.26626123744050767	0.2634056054997356	0.4237969328397673	0.49492332099418296	0.6408249603384453	0.476467477525119	0.4518244315177155	0.638127974616605	0.607297726070862	0.5958751983077737	0.49698572184029616	0.5877313590692755	0.7157588577472237	1.0	0.6444738233738763	0.7270227392913802	0.7016393442622951	0.6482284505552618	0.3460074034902168	0.4234267583289265	0.4814383923849815	0.30481226864093075	0.2290851401374934	0.4054997355896351	0.3709148598625066	0.4281332628239027	0.31998942358540455	0.1600211528291909	0.09201480698043363	-0.015282919090428344	-0.15441565309360128	-0.154362771020624	0.19254362771020625	-0.012797461660497092	0.1277102062400846	0.20031729243786356	0.008355367530407193	0.009254362771020624	-0.04944473823373876	0.05055526176626124	0.11501850872554203	0.24579587519830778	0.2762030671602327	0.1355367530407192	0.18831306187202537	0.3180327868852459	0.1741406663141195	0.24732945531464834	0.08387096774193549	0.18313061872025382	0.1738762559492332	0.1006874669487044	-0.05610787942887361	0.09957694341618191	-0.1249074563722898	-0.10909571655208884	-0.11396086726599683	-0.10232681121099947	-0.16240084611316763	-0.05579058699101005	-0.19534637757800105	-0.2799576943416182	-0.49011105235325225	-0.5622950819672131	-0.40089899524061345	-0.4466948704389212	-0.39862506610259124	-0.15526176626123744	-0.04505552617662612	-0.07794817556848228	-0.3514013749338974	-0.09153886832363829	-0.1361713379164463	-0.09619249074563722	-0.13527234267583288	-0.17086197778952936	-0.23987308302485458	-0.3755156002115283	-0.2107879428873612	-0.19296668429402433	-0.2390269698572184	-0.13532522474881015
MntR	0.21597038603913274	0.3739820200951877	0.30602855631940773	0.08688524590163935	0.2938127974616605	0.3072448439978847	0.17530407191961925	0.12109994711792703	0.4565309360126917	0.32421998942358543	0.46858804865150716	0.373030142781597	0.47096774193548385	0.5180327868852459	0.5809624537281861	0.48323638286620835	0.6236382866208355	0.6006345848757271	0.6063987308302485	0.6444738233738763	1.0	0.6827075621364358	0.6246430460074035	0.6289264939185616	0.26980433632998413	0.2965097831835008	0.3584346906398731	0.1571655208884188	0.1434690639873083	0.18360655737704917	0.44526705446853515	0.2493918561607615	0.31258593336858803	0.17424643046007404	0.26509783183500796	0.09465891062929667	-0.11538868323638286	-0.10248545742993126	0.14743521946060287	0.005235325224748811	-0.060761501850872555	0.05081967213114754	-0.05536753040719196	-0.09545214172395558	-0.15388683236382866	0.06308831306187203	0.13320994182971974	0.14838709677419354	0.10111052353252248	-0.06991010047593865	0.1561078794288736	0.39423585404547856	0.18445267054468537	0.21835007932310946	0.13389740877842413	0.1460602855631941	0.10840824960338445	-0.01115811739820201	0.0723955579058699	0.26150185087255423	-0.01126388154415653	0.03246959280803807	-0.23151771549444738	0.02538339502908514	0.035378106821787415	-0.012903225806451613	-0.15156002115282918	-0.3223691168693813	-0.13654151242728715	-0.47763088313061874	-0.2874669487043892	-0.4588048651507139	-0.3116869381279746	-0.374034902168165	-0.01126388154415653	-0.15230037017451084	-0.40015864621893177	0.03945002644103649	0.014595452141723956	0.2081967213114754	-0.0896351136964569	-0.01850872554204125	-0.05616076150185087	-0.2838709677419355	-0.04034902168164992	-0.12829190904283447	-0.2953992596509783	-0.11570597567424643
NsrR	0.34701216287678477	0.2722897937599154	0.2341618191433104	0.04288736118455844	0.12575356953992597	0.3251718667371761	0.2925965097831835	0.25092543627710207	0.5113167636171337	0.5101533580116341	0.42644103648863035	0.4626123744050767	0.6123215230037018	0.606292966684294	0.5935483870967742	0.5288207297726071	0.5700687466948704	0.6299312533051296	0.6524590163934426	0.7270227392913802	0.6827075621364358	1.0	0.6205711263881544	0.6099947117927023	0.20301427815970385	0.3076679005817028	0.28313061872025386	0.1747223691168694	0.12723426758328926	0.16827075621364357	0.4499206768905341	0.3030142781597039	0.36948704389212056	0.18635642517186674	0.1108937070333157	0.12078265468006345	0.07974616604970915	-0.1150713907985193	0.2337916446324696	0.0013220518244315177	0.11713379164463247	0.06980433632998413	0.0796932839767319	0.015494447382337387	-0.18540454785827604	0.00021152829190904283	0.10661025912215759	0.22728714965626653	0.08794288736118455	0.12950819672131147	0.041882601797990485	0.32173453199365415	0.3452670544685352	0.2506610259122158	-0.03262823902696986	0.14960338445267055	0.029561078794288737	0.11517715494447382	-0.0165520888418826	0.21031200423056584	0.04637757800105764	0.10438921205711264	-0.1598625066102591	-0.054627181385510315	-0.15251189846641988	-0.08450555261766261	-0.19011105235325224	-0.3149127445795875	-0.3379693283976732	-0.4063458487572713	-0.35552617662612374	-0.4236382866208355	-0.3035959809624537	-0.3014806980433633	-0.09952406134320466	-0.09450026441036488	-0.2802221047065045	-0.04896879957694342	-0.08323638286620835	0.0162876784769963	-0.3350079323109466	-0.16208355367530408	-0.035272342675832895	-0.22258064516129034	-0.04505552617662612	-0.10713907985193019	-0.2130618720253834	0.029613960867265997
NrtR	0.3835536753040719	0.3293495505023797	0.2957165520888419	0.012321523003701745	0.1518244315177155	0.15885774722369117	0.23495505023796934	0.295134849286092	0.3874669487043892	0.4309888947646748	0.47540983606557374	0.45510312004230563	0.46372289793759913	0.5362242199894236	0.6347964040190376	0.5686938127974617	0.4994711792702274	0.6175568482284506	0.6018508725542041	0.7016393442622951	0.6246430460074035	0.6205711263881544	1.0	0.6504494976203067	0.1984135378106822	0.36753040719196195	0.38577472236911686	0.28514013749338973	0.18487572712850345	0.170386039132734	0.34045478582760447	0.34970914859862506	0.23527234267583289	0.09418297197250132	0.09222633527234268	0.027815970386039134	0.047858276044420944	-0.16208355367530408	0.12659968270756214	0.013802221047065045	-0.0028556319407720783	0.1394500264410365	0.08635642517186674	0.08540454785827604	-0.07493389740877843	0.14463246959280804	0.13120042305658383	0.32226335272342677	0.11575885774722369	-0.013960867265996827	0.166737176097303	0.5062400846113168	0.1841353781068218	0.2481755684822845	0.30248545742993127	0.4328926493918562	0.1945002644103649	0.2158646218931782	0.17784241142252777	0.2779481755684823	-0.040084611316763614	-0.08826017979904813	-0.27049180327868855	-0.19317821258593337	0.048228450555261766	-0.0769962982548916	-0.2227392913802221	-0.44505552617662614	-0.2973030142781597	-0.47149656266525647	-0.2808038075092544	-0.4654680063458488	-0.3739820200951877	-0.2498149127445796	-0.10893707033315705	-0.12993125330512956	-0.1984135378106822	-0.07451084082496034	-0.1398202009518773	-0.02009518773135907	-0.1333685880486515	-0.16991010047593866	-0.06129032258064516	-0.1730830248545743	-0.08217874140666315	-0.2224748810153358	-0.2282390269698572	0.03188789000528821
Zur	0.359227921734532	0.42765732416710733	0.3518244315177155	0.0940772078265468	0.16779481755684822	0.26557377049180325	0.31866737176097304	0.2943416181914331	0.511369645690111	0.32078265468006345	0.5057641459545215	0.39883659439450025	0.5150713907985193	0.37176097303014277	0.48767847699629824	0.41634056054997354	0.5890005288207297	0.48931782125859336	0.5742993125330513	0.6482284505552618	0.6289264939185616	0.6099947117927023	0.6504494976203067	1.0	0.1571655208884188	0.20676890534108938	0.307297726070862	0.14315177154944475	0.03818085668958223	0.30814383923849814	0.3076679005817028	0.2579587519830777	0.1280274986779482	-0.06451612903225806	0.04241142252776309	0.13447911158117398	0.02316234796404019	-0.1059227921734532	0.12765732416710734	-0.024272871496562664	-0.006345848757271285	0.04420941300898995	0.03130618720253834	-0.035378106821787415	-0.10893707033315705	-0.05811739820200952	0.02533051295610788	0.3118455843469064	0.012215758857747224	0.14230565838180856	0.2262295081967213	0.2554204124801692	0.21126388154415654	0.36197778952934956	0.15441565309360128	0.19048122686409308	0.03225806451612903	0.10052882072977261	0.11115811739820201	0.3528820729772607	-0.052617662612374404	-0.01110523532522475	-0.2687466948704389	-0.07863564251718667	0.008090957165520888	-0.041988365943945005	-0.07995769434161819	-0.3544156530936013	-0.2602855631940772	-0.3335272342675833	-0.218455843469064	-0.46938127974616606	-0.33860391327340034	-0.24447382337387624	0.006398730830248546	-0.12406134320465362	-0.12258064516129032	0.09476467477525119	-0.05806451612903226	0.08857747223691169	-0.1224748810153358	-0.2932310946589106	0.03358011634056055	-0.21232152300370175	-0.027128503437334743	-0.14881015335801162	-0.12659968270756214	-0.019143310417768376
AraR	0.327181385510312	0.21094658910629296	0.0520888418826018	0.181544156530936	0.31750396615547327	0.14849286092014807	0.16700158646218932	0.028609201480698045	0.12956107879428874	0.25346377578001056	0.32919090428344794	0.206081438392385	0.1088841882601798	0.26557377049180325	0.24526705446853517	0.348281332628239	0.31655208884188263	0.39153886832363827	0.29201480698043364	0.3460074034902168	0.26980433632998413	0.20301427815970385	0.1984135378106822	0.1571655208884188	1.0	0.3379693283976732	0.35267054468535164	0.36160761501850874	0.10285563194077207	0.12855631940772078	0.22596509783183502	0.1663670015864622	0.2566367001586462	0.02464304600740349	-0.13024854574299313	0.0755156002115283	-0.040719196192490745	0.1329984135378107	-0.09455314648334215	-0.16266525647805394	0.08995240613432047	0.13024854574299313	0.1835536753040719	-0.1314648334214701	0.05838180856689582	-0.03685880486515072	0.1682178741406663	0.03707033315705976	0.05616076150185087	-0.08598625066102591	-0.07704918032786885	0.054045478582760445	-0.20237969328397673	-0.0647276573241671	-0.07197250132205182	-0.08672659968270756	-0.022950819672131147	-0.04701216287678477	-0.22681121099947119	-0.22829190904283447	-0.07165520888418826	-0.040983606557377046	-0.020306716023268112	0.1341618191433104	0.10370174510840825	0.047805393971443684	-0.06626123744050767	0.13839238498149128	-0.3920676890534109	-0.14124801692226335	0.0059756742464304605	-0.11179270227392914	-0.23987308302485458	-0.1328397673188789	-0.09143310417768377	-0.03199365415124273	-0.28260179799048124	-0.11173982020095188	-0.20698043363299842	-0.13802221047065044	-0.10285563194077207	0.025806451612903226	-0.19116869381279747	-0.23722897937599155	-0.25658381808566894	-0.258011634056055	-0.3552088841882602	-0.21623479640401905
GulR	0.16795346377578002	0.2533051295610788	-0.0018508725542041248	-0.09862506610259122	0.1930195663670016	0.10327868852459017	-0.001797990481226864	-0.1039132734003173	0.16530936012691697	0.11581173982020095	0.44124801692226334	0.29952406134320464	0.27763088313061873	0.47667900581702805	0.33923849814912743	0.2712321523003702	0.3943416181914331	0.4142781597038604	0.42485457429931256	0.4234267583289265	0.2965097831835008	0.3076679005817028	0.36753040719196195	0.20676890534108938	0.3379693283976732	1.0	0.4017979904812269	0.23225806451612904	0.04484399788471708	0.07842411422527763	0.24680063458487572	0.15922792173453199	0.15489159175039663	0.2106292966684294	0.0010576414595452142	-0.14394500264410365	-0.09143310417768377	-0.009571655208884188	-0.24627181385510313	-0.047488101533580115	0.03241671073506081	0.1621893178212586	-0.14526705446853516	-0.1445267054468535	-0.19349550502379692	-0.09820200951877314	0.21729243786356425	0.10137493389740877	0.3078265468006346	0.36023268112109996	0.2231623479640402	0.30116340560549976	0.04257006874669487	-0.12755156002115284	0.21369645690111053	0.1919090428344791	0.15230037017451084	0.10074034902168165	-0.09571655208884189	-0.09386567953463776	-0.02913802221047065	0.001797990481226864	0.08931782125859333	-0.11353781068217875	0.002908514013749339	-0.16684294024325755	-0.27324167107350605	-0.04891591750396616	-0.4263352723426758	-0.12977260708619778	-0.26726599682707564	-0.3356425171866737	-0.3191433104177684	-0.06292966684294024	-0.17736647276573242	0.006610259122157589	-0.21835007932310946	-0.054785827604442096	-0.26530936012691697	-0.17932310946589106	-0.14003172924378635	-0.07440507667900581	-0.24003172924378635	-0.17445795875198308	-0.11760973030142782	-0.1551560021152829	-0.1453728186144897	-0.05727128503437335
