	HutC	PhrR	Rex	NarP	SiaR	TyrR	LiuQ	NadQ	CzrA	PhnF	KdgR	MetR	Phr	ThiR	BirA	IscR	ArgR	SahR_SamR	FUR	NagC	MntR	NsrR	NrtR	Zur	AraR	GulR	LexA	NikR	SoxR	PdhR	HexR	LldR	PsrA	XylR	SdaR	VanR	GntR	ZntR	GlcC	PaaR	AgaR	NagR	NifA	FabR	MerR	AmtR	PdxR	ExuR_UxuR	FnrN_FixK	CcpA	QorR	RbkR	ModE	NiaR	Irr	NrdR	CadR-PbrR	HisR	RutR	TrpR	CblR	NorR	CsoR	NtrC	RbsR	NagQ	NnrR	FadP	AcnR	FixJ	NmlR	BioQ	FruR	DasR	HcpR	PhnR	LiuR	PhsR	GguR	TtrR	CueR	PrpR	HrcA	PurR	HypR	MetJ	FadR	LtbR
LexA	0.09804336329984135	0.1765732416710735	0.00814383923849815	0.006821787414066632	0.3034902168164992	-0.19656266525647806	0.22162876784769964	0.015864621893178214	0.06160761501850873	0.19545214172395559	0.31940772078265467	0.3835536753040719	0.12882072977260708	0.3230037017451084	0.2437334743521946	0.24362771020624008	0.27260708619777896	0.2590692755156002	0.5279746166049709	0.4814383923849815	0.3584346906398731	0.28313061872025386	0.38577472236911686	0.307297726070862	0.35267054468535164	0.4017979904812269	1.0	0.1445267054468535	0.14769962982548915	0.2212585933368588	0.19613960867265998	0.1484399788471708	0.11676361713379164	0.09048122686409307	0.20237969328397673	0.07419354838709677	-0.06483342147012162	-0.10713907985193019	0.01115811739820201	0.01417239555790587	-0.0905869910100476	0.042094130089899526	0.054309888947646746	-0.1693283976731888	-0.05764145954521417	-0.07948175568482284	0.3373876255949233	0.35547329455314647	0.34976203067160233	0.18894764674775252	0.23067160232681122	0.1870967741935484	-0.029666842940243257	0.07794817556848228	-0.09947117927022739	0.08387096774193549	0.36969857218402963	0.04029613960867266	0.14368059227921734	0.09508196721311475	-0.2621893178212586	-0.19624537281861448	0.05822316234796404	-0.06779481755684823	0.12295081967213115	-0.3646218931782126	-0.24754098360655738	-0.048757271285034376	-0.4118455843469064	-0.28455843469063985	-0.12390269698572184	-0.1427815970386039	-0.24727657324167107	0.1605499735589635	0.1068746694870439	-0.05092543627710206	-0.11443680592279218	0.011422527763088313	-0.14516129032258066	-0.059915388683236384	-0.05298783712321523	-0.2411951348492861	-0.06758328926493919	-0.20661025912215758	-0.13194077207826546	-0.17652035959809625	-0.23611845584346908	-0.19524061343204654
NikR	0.08265468006345848	-0.08847170809095717	-0.001269169751454257	-0.04579587519830777	0.16224219989423586	0.1397144368059228	0.11602326811211	0.13209941829719726	0.2071390798519302	0.02448439978847171	0.3066102591221576	0.2635113696456901	0.15822316234796405	0.28794288736118456	0.11845584346906399	0.21470121628767846	0.14674775251189848	0.38212585933368587	0.16224219989423586	0.30481226864093075	0.1571655208884188	0.1747223691168694	0.28514013749338973	0.14315177154944475	0.36160761501850874	0.23225806451612904	0.1445267054468535	1.0	0.35552617662612374	0.23209941829719724	0.1714436805922792	0.2976731887890005	0.29122157588577474	0.14357482813326283	0.05563194077207827	-0.08249603384452671	-0.15187731359069276	0.06398730830248546	0.088841882601798	-0.04706504494976203	0.13987308302485457	0.08286620835536752	0.0795346377578001	0.02009518773135907	-0.05843469063987308	-0.08011634056054998	0.08968799576943416	0.05663670015864622	0.046800634584875725	0.22416710735060813	-0.06747752511898467	-0.01269169751454257	0.06641988365943945	-0.14769962982548915	0.018931782125859335	0.08889476467477525	-0.005869910100475939	0.16493918561607615	0.0982548915917504	-0.054785827604442096	0.05557905869910101	0.0059756742464304605	-0.03818085668958223	0.03305129561078794	0.0446853516657853	0.007403490216816499	-0.17858276044420943	0.03960867265996827	-0.3016393442622951	-0.048863035430988896	0.008725542041248016	-0.04775251189846642	-0.04854574299312533	-0.07176097303014278	0.1413537810682179	-0.21068217874140666	-0.047382337387625595	-0.06975145425700688	-0.09048122686409307	-0.07710206240084612	-0.15351665785298785	-0.16012691697514542	0.023268112109994712	0.16425171866737176	-0.024748810153358013	-0.06113167636171338	-0.22760444209413008	-0.27583289264939187
SoxR	-0.060761501850872555	-0.169169751454257	0.053199365415124274	0.035536753040719196	0.18556319407720784	0.03659439450026441	0.12358540454785828	0.09349550502379693	0.1347435219460603	0.16493918561607615	0.3272342675832893	0.2904283447911158	0.018138551031200423	0.09148598625066102	0.10851401374933897	0.23759915388683236	0.085193019566367	0.24754098360655738	0.2590692755156002	0.2290851401374934	0.1434690639873083	0.12723426758328926	0.18487572712850345	0.03818085668958223	0.10285563194077207	0.04484399788471708	0.14769962982548915	0.35552617662612374	1.0	0.04918032786885246	0.21269169751454256	0.14928609201480697	0.07678476996298254	-0.03268112109994712	-0.011052353252247488	0.0010576414595452142	-0.2760444209413009	-0.25917503966155475	0.046589106292966684	-0.1521946060285563	-0.021946060285563194	-0.16557377049180327	0.02236911686938128	-0.0627181385510312	-0.13564251718667372	0.22628239026969857	0.1585404547858276	0.2566367001586462	0.07176097303014278	0.026916975145425702	-0.01856160761501851	0.12776308831306188	-0.013749338974087784	-0.15605499735589634	0.006557377049180328	-0.17826546800634585	-0.1094130089899524	0.07937599153886832	0.12131147540983607	0.10185087255420412	-0.06277102062400847	-0.0358011634056055	-0.023479640401903756	-0.03506081438392385	0.18313061872025382	-0.10401903754627181	-0.21914331041776838	0.013855103120042307	-0.10486515071390798	-0.2338974087784241	0.053516657852987835	-0.005658381808566896	0.1304071919619249	-0.08826017979904813	0.21147540983606558	-0.17837123215230036	-0.16292966684294025	-0.2263881544156531	-0.15806451612903225	-0.14457958751983077	-0.14283447911158118	-0.18588048651507139	0.11998942358540454	0.21295610787942887	-0.17382337387625596	-0.28228450555261764	0.00830248545742993	-0.13093601269169752
PdhR	0.15917503966155475	0.09344262295081968	-0.07609730301427815	-0.06525647805393972	0.14230565838180856	-0.15050237969328398	0.015494447382337387	0.22268640930724484	0.13331570597567424	0.1074034902168165	0.12554204124801693	0.2692755156002115	0.1763088313061872	-0.023426758328926493	0.11998942358540454	0.27006874669487047	0.15790586991010047	0.1372818614489688	0.21903754627181385	0.4054997355896351	0.18360655737704917	0.16827075621364357	0.170386039132734	0.30814383923849814	0.12855631940772078	0.07842411422527763	0.2212585933368588	0.23209941829719724	0.04918032786885246	1.0	0.32078265468006345	0.3124272871496563	0.027234267583289264	0.06250661025912216	-0.03120042305658382	-0.02088841882601798	-0.18186144896879958	-0.06398730830248546	0.18418826017979906	-0.0015335801163405605	0.058011634056055	0.20095187731359068	0.05452141723955579	-0.03923849814912744	0.24579587519830778	0.09783183500793231	-0.04542570068746695	0.20708619777895293	0.1635113696456901	0.14315177154944475	0.2900052882072977	-0.11163405605499735	-0.07213114754098361	-0.20671602326811211	-0.04928609201480698	0.06663141195134849	0.034584875727128504	0.1593865679534638	0.0785827604442094	-0.0047065044949762035	0.05610787942887361	-0.09746166049709148	0.141988365943945	0.15695399259650977	0.0028556319407720783	-0.017451084082496033	0.12511898466419882	-0.09910100475938657	-0.2693283976731888	-0.13611845584346907	-0.09534637757800106	-0.36520359598096247	-0.0195134849286092	-0.03918561607615018	0.09814912744579588	-0.05838180856689582	-0.2021681649920677	-0.04426229508196721	0.030883130618720254	-0.19873083024854574	0.04849286092014807	-0.10904283447911158	-0.1402432575356954	-0.31485986250661024	-0.1242199894235854	-0.12971972501322052	-0.05066102591221576	-0.07022739291380223
HexR	0.13051295610787944	0.23680592279217344	0.1266525647805394	-0.11909042834479111	0.19481755684822846	0.021364357482813328	0.0647276573241671	0.16959280803807508	0.39185616076150187	0.23992596509783184	0.1794288736118456	0.292702273929138	0.31422527763088315	0.3216816499206769	0.20571126388154415	0.32062400846113165	0.5355367530407192	0.4514542570068747	0.3793759915388683	0.3709148598625066	0.44526705446853515	0.4499206768905341	0.34045478582760447	0.3076679005817028	0.22596509783183502	0.24680063458487572	0.19613960867265998	0.1714436805922792	0.21269169751454256	0.32078265468006345	1.0	0.352934955050238	0.302432575356954	0.0686409307244844	-0.045954521417239554	0.06303543098889476	-0.21417239555790588	-0.2537281861448969	0.07831835007932311	0.0072448439978847175	0.12644103648863037	0.04019037546271814	0.1570597567424643	-0.09323109465891063	-0.01554732945531465	-0.04627181385510312	0.12374405076679006	0.14056054997355896	0.09471179270227392	0.10111052353252248	0.06848228450555262	0.2459016393442623	0.0026441036488630354	-0.06821787414066631	0.09693283976731888	0.0025912215758857747	-0.08112109994711793	0.09783183500793231	-0.022051824431517715	0.05901639344262295	-0.060126916975145425	0.024325753569539928	-0.026493918561607616	0.08984664198836595	0.08439978847170809	0.06737176097303015	-0.1537281861448969	-0.31084082496033844	-0.15928080380750925	-0.16885245901639345	-0.2187202538339503	-0.4618191433104178	-0.20074034902168164	-0.3103648863035431	0.18418826017979906	0.07355896351136965	-0.06758328926493919	0.018032786885245903	0.12585933368588048	-0.1920676890534109	-0.2021681649920677	-0.12030671602326812	-0.09873083024854575	-0.048651507139079855	0.05764145954521417	0.010629296668429402	-0.1853516657852988	-0.04891591750396616
LldR	0.07498677948175568	0.09640401903754627	0.1074034902168165	-0.03172924378635643	0.06858804865150714	0.1958223162347964	0.15536753040719195	0.22215758857747223	0.16277102062400847	0.13400317292437863	0.34590163934426227	0.3080909571655209	0.14177683765203597	0.2932310946589106	0.3720782654680063	0.34204124801692226	0.13225806451612904	0.23627710206240085	0.24394500264410365	0.4281332628239027	0.2493918561607615	0.3030142781597039	0.34970914859862506	0.2579587519830777	0.1663670015864622	0.15922792173453199	0.1484399788471708	0.2976731887890005	0.14928609201480697	0.3124272871496563	0.352934955050238	1.0	0.30507667900581703	0.030988894764674774	-0.030142781597038603	-0.0047065044949762035	-0.1473823373876256	-0.17043892120571127	0.14119513484928609	-0.04695928080380751	-0.013590692755156002	0.19386567953463776	0.09328397673188789	0.15822316234796405	0.14780539397144368	0.09280803807509254	0.13976731887890007	0.004653622421998942	0.12120571126388155	-0.023532522474881017	0.20179799048122687	0.1234267583289265	-0.13194077207826546	0.06700158646218932	-0.0745637228979376	0.12855631940772078	-0.041935483870967745	0.1661025912215759	-0.2917503966155473	0.028714965626652565	0.00814383923849815	-0.11940772078265469	0.02236911686938128	0.06102591221575886	0.07424643046007404	-0.06298254891591751	0.07995769434161819	-0.42792173453199367	-0.23008989952406134	-0.28228450555261764	-0.07117927022739291	-0.36398730830248543	-0.2294553146483342	-0.13278688524590163	0.060497091485986254	-0.19212057112638817	-0.0884188260179799	-0.18794288736118456	-0.046536224219989424	-0.30232681121099947	-0.09000528820729772	-0.22030671602326812	-0.16266525647805394	-0.030354309888947648	0.06430460074034902	-0.17054468535166578	-0.12459016393442623	-0.003807509254362771
PsrA	0.13892120571126387	0.005235325224748811	0.13373876255949232	0.25674246430460074	0.311158117398202	0.19148598625066102	0.005552617662612375	0.013802221047065045	0.3582760444209413	0.22157588577472237	0.11983077736647277	0.06382866208355367	0.22427287149656266	0.4061872025383395	0.37794817556848226	0.27340031729243786	0.20089899524061344	0.3038075092543628	0.23537810682178742	0.31998942358540455	0.31258593336858803	0.36948704389212056	0.23527234267583289	0.1280274986779482	0.2566367001586462	0.15489159175039663	0.11676361713379164	0.29122157588577474	0.07678476996298254	0.027234267583289264	0.302432575356954	0.30507667900581703	1.0	0.3447911158117398	0.1925965097831835	0.14960338445267055	0.053833950290851404	0.17694341618191434	0.2106292966684294	-0.0006345848757271285	0.2539397144368059	0.26129032258064516	0.16483342147012162	0.05081967213114754	0.012903225806451613	-0.1689053410893707	0.003595980962453728	-0.05002644103648863	0.0884188260179799	-0.1047065044949762	-0.1314648334214701	0.006292966684294025	0.016657852987837122	0.14436805922792173	-0.18455843469063987	0.13183500793231095	0.08561607615018509	0.06821787414066631	-0.06858804865150714	-0.03061872025383395	0.1266525647805394	0.11591750396615548	0.07207826546800634	0.07265996827075621	-0.0325753569539926	-0.034902168164992066	0.008884188260179799	-0.04182971972501322	-0.1701216287678477	-0.21967213114754097	-0.1510312004230566	-0.08514013749338974	-0.08836594394500265	-0.009465891062929667	0.20571126388154415	0.09534637757800106	-0.17763088313061873	-0.004283447911158118	-0.19672131147540983	-0.1918032786885246	-0.14849286092014807	-0.012427287149656267	0.07641459545214173	-0.060761501850872555	0.17260708619777895	-0.054204124801692226	-0.26705446853516657	-0.11713379164463247
XylR	-0.09984135378106822	-0.1222104706504495	0.10973030142781597	0.011475409836065573	0.11692226335272343	0.05822316234796404	-0.1017451084082496	-0.08514013749338974	0.38514013749338977	0.13262823902696985	0.04473823373876256	0.19619249074563722	0.16092014806980434	0.28889476467477526	0.13289264939185616	0.3464304600740349	0.04463246959280804	0.08931782125859333	0.2204653622421999	0.1600211528291909	0.17424643046007404	0.18635642517186674	0.09418297197250132	-0.06451612903225806	0.02464304600740349	0.2106292966684294	0.09048122686409307	0.14357482813326283	-0.03268112109994712	0.06250661025912216	0.0686409307244844	0.030988894764674774	0.3447911158117398	1.0	0.3068746694870439	0.19867794817556847	0.19238498149127445	0.007562136435748282	0.12702273929138022	0.17842411422527762	0.24219989423585406	0.15124272871496564	0.036171337916446326	0.09513484928609202	0.048651507139079855	0.02236911686938128	-0.005817028027498678	-0.19740877842411422	0.010682178741406664	-0.09132734003172924	0.0873611845584347	0.11189846641988366	0.11263881544156532	0.011634056054997356	-0.16255949233209943	0.19116869381279747	0.17250132205182442	0.11887890005288207	0.0849286092014807	0.15526176626123744	0.28244315177154944	0.2606028556319408	0.04986779481755685	-0.10306716023268112	-0.16641988365943944	-0.1938127974616605	0.13495505023796933	0.046589106292966684	-0.12242199894235854	-0.027815970386039134	-0.24775251189846642	-0.09153886832363829	-0.019936541512427287	0.12041248016922264	0.0866737176097303	0.06726599682707562	-0.09962982548915918	-0.04627181385510312	-0.06768905341089371	-0.05742993125330513	-0.08001057641459546	-0.08228450555261767	-0.058751983077736644	-0.041512427287149656	0.09418297197250132	0.2629825489159175	-0.13358011634056055	0.013167636171337916
SdaR	-0.18334214701216286	0.05140137493389741	0.2992067689053411	0.19836065573770492	0.009518773135906928	-0.04558434690639873	-0.22480169222633528	-0.2427815970386039	0.08122686409307245	-0.16842940243257537	-0.10290851401374934	-0.10185087255420412	0.021364357482813328	0.27852987837123216	0.09862506610259122	-0.11285034373347436	-0.020306716023268112	-0.030195663670015863	0.13839238498149128	0.09201480698043363	0.26509783183500796	0.1108937070333157	0.09222633527234268	0.04241142252776309	-0.13024854574299313	0.0010576414595452142	0.20237969328397673	0.05563194077207827	-0.011052353252247488	-0.03120042305658382	-0.045954521417239554	-0.030142781597038603	0.1925965097831835	0.3068746694870439	1.0	0.2338974087784241	0.09005817028027499	0.09899524061343205	0.17514542570068747	0.27567424643046007	-0.06467477525118985	0.12443151771549445	-0.02226335272342676	0.022792173453199366	0.12120571126388155	-0.09603384452670545	0.011845584346906399	-0.01718667371760973	0.13410893707033317	-0.044420941300899	0.0047065044949762035	0.17789529349550504	0.21665785298783713	-0.021893178212585934	-0.0609730301427816	0.18767847699629825	0.23030142781597038	0.13278688524590163	0.1317821258593337	0.02464304600740349	-0.16467477525118984	0.1454785827604442	-0.060920148069804336	-0.04357482813326283	-0.20449497620306717	-0.12427287149656266	0.04970914859862507	-0.10766790058170281	0.047593865679534636	-0.08889476467477525	-0.05214172395557906	0.0775251189846642	0.046800634584875725	0.11639344262295082	0.26589106292966685	-0.11993654151242729	0.12876784769962982	0.06478053939714437	0.03733474352194606	0.1931253305129561	0.11374933897408779	0.23627710206240085	0.03717609730301428	-0.04484399788471708	0.15272342675832892	-0.098783712321523	-0.09576943416181914	-0.15526176626123744
VanR	0.058699101004759384	0.15510312004230567	0.27086197778952936	0.1822316234796404	0.009413008989952407	-0.041353781068217875	-0.030988894764674774	-0.07731359069275516	0.0846641988365944	-0.00671602326811211	0.0044420941300898995	-0.06916975145425701	0.11940772078265469	0.10259122157588578	0.12268640930724485	0.07059756742464304	0.040507667900581704	-0.09820200951877314	-0.0523532522474881	-0.015282919090428344	0.09465891062929667	0.12078265468006345	0.027815970386039134	0.13447911158117398	0.0755156002115283	-0.14394500264410365	0.07419354838709677	-0.08249603384452671	0.0010576414595452142	-0.02088841882601798	0.06303543098889476	-0.0047065044949762035	0.14960338445267055	0.19867794817556847	0.2338974087784241	1.0	0.07667900581702802	0.10512956107879429	0.06446324695928081	0.013696456901110524	0.040560549973558964	-0.034214701216287675	0.13246959280803808	-0.0970386039132734	0.014278159703860392	0.0038603913273400317	-0.12860920148069804	0.013484928609201481	-0.09106292966684294	-0.1780539397144368	-0.018138551031200423	0.0807509254362771	-0.0582760444209413	0.04907456372289794	-0.05732416710735061	-0.0039132734003172924	0.05917503966155473	0.10116340560549973	0.18688524590163935	0.08847170809095717	-0.041353781068217875	-0.029772607086197778	-0.13733474352194605	0.16816499206768906	0.13141195134849287	-0.23463775780010576	0.08968799576943416	0.10655737704918032	0.06234796404019038	0.040560549973558964	0.1224748810153358	0.030936012691697514	0.08239026969857219	-0.030354309888947648	0.18995240613432046	-0.09783183500793231	0.22913802221047064	0.10846113167636172	-0.08059227921734533	-0.010682178741406664	0.05906927551560021	-0.05029085140137493	0.17006874669487043	0.16800634584875726	0.18217874140666315	0.1304071919619249	-0.1451084082496034	-0.04103648863035431
GntR	0.05912215758857747	-0.054257006874669486	0.07059756742464304	-0.0777895293495505	-0.08804865150713909	0.08852459016393442	-0.04891591750396616	-0.2304071919619249	0.03818085668958223	0.12781597038603915	-0.053358011634056055	-0.1410364886303543	-0.020359598096245372	-0.055473294553146486	0.0007932310946589106	-0.144420941300899	-0.09476467477525119	-0.10756213643574829	0.03712321523003702	-0.15441565309360128	-0.11538868323638286	0.07974616604970915	0.047858276044420944	0.02316234796404019	-0.040719196192490745	-0.09143310417768377	-0.06483342147012162	-0.15187731359069276	-0.2760444209413009	-0.18186144896879958	-0.21417239555790588	-0.1473823373876256	0.053833950290851404	0.19238498149127445	0.09005817028027499	0.07667900581702802	1.0	0.3365943945002644	0.21819143310417768	0.19444738233738762	0.0831835007932311	0.18402961396086726	0.19899524061343205	0.3088841882601798	0.15631940772078265	0.02157588577472237	0.1270756213643575	0.25473294553146486	-0.027075621364357483	-0.05642517186673718	0.07948175568482284	0.275251189846642	0.33188789000528823	0.3400846113167636	0.012480169222633527	0.0641988365943945	0.10666314119513486	0.14595452141723955	-0.05304071919619249	-0.054838709677419356	0.12427287149656266	0.09672131147540984	-0.12088841882601797	-0.25150713907985195	-0.06874669487043893	0.011369645690111053	0.17498677948175567	-0.07070333157059756	-0.004019037546271814	-0.03585404547858276	-0.06663141195134849	0.21496562665256477	-0.017292437863564252	0.11607615018508725	0.07265996827075621	0.19751454257006876	0.053833950290851404	-0.09074563722897938	-0.1298783712321523	0.16583818085668958	-0.015335801163405606	0.11115811739820201	0.2689053410893707	0.06832363828662083	0.07636171337916446	0.040666314119513484	0.21607615018508725	0.2533051295610788
ZntR	-0.00978318350079323	-0.046853516657852985	0.12205182443151771	-0.016657852987837122	-0.02147012162876785	0.034108937070333155	0.013643574828133264	-0.17477525118984663	-0.07821258593336859	0.07958751983077737	0.03199365415124273	-0.2529878371232152	0.04225277630883131	-0.14484399788471708	-0.00026441036488630354	-0.1718667371760973	0.02258064516129032	0.001797990481226864	-0.07948175568482284	-0.154362771020624	-0.10248545742993126	-0.1150713907985193	-0.16208355367530408	-0.1059227921734532	0.1329984135378107	-0.009571655208884188	-0.10713907985193019	0.06398730830248546	-0.25917503966155475	-0.06398730830248546	-0.2537281861448969	-0.17043892120571127	0.17694341618191434	0.007562136435748282	0.09899524061343205	0.10512956107879429	0.3365943945002644	1.0	0.03955579058699101	0.10364886303543099	-0.05124272871496563	0.11824431517715495	0.21993654151242728	-0.07599153886832363	0.09719725013220518	-0.11179270227392914	-0.04965626652564781	0.05515600211528292	-0.06250661025912216	0.0370174510840825	-0.015494447382337387	-0.0016922263352723427	0.0014806980433632998	-0.026546800634584877	-0.0493918561607615	-0.19375991538868323	0.030724484399788473	-0.15240613432046538	-0.14658910629296668	-0.222104706504495	0.12035959809624537	0.02384981491274458	-0.17001586462189316	0.1445267054468535	-0.005552617662612375	0.16404019037546272	0.26023268112109993	0.29777895293495504	-0.0325753569539926	-0.02924378635642517	-0.11882601797990482	0.24161819143310417	-0.12184029613960867	0.2985193019566367	0.22538339502908514	0.10074034902168165	0.19101004759386567	0.15108408249603383	-0.18043363299841353	-0.013008989952406135	0.07911158117398202	0.2415653093601269	-0.14056054997355896	-0.047276573241671074	-0.12670544685351665	0.10703331570597567	-0.12622950819672132	-0.2612374405076679
GlcC	-0.0896351136964569	-0.12448439978847171	0.04394500264410365	-0.10179799048122687	0.009941829719725013	-0.2007932310946589	-0.07366472765732417	0.010523532522474881	0.06176626123744051	0.06129032258064516	0.022157588577472236	0.10396615547329455	0.10877842411422528	0.1384981491274458	-0.07985193019566367	0.013537810682178741	-0.08376520359598097	-0.02818614489687996	0.2301427815970386	0.19254362771020625	0.14743521946060287	0.2337916446324696	0.12659968270756214	0.12765732416710734	-0.09455314648334215	-0.24627181385510313	0.01115811739820201	0.088841882601798	0.046589106292966684	0.18418826017979906	0.07831835007932311	0.14119513484928609	0.2106292966684294	0.12702273929138022	0.17514542570068747	0.06446324695928081	0.21819143310417768	0.03955579058699101	1.0	0.388841882601798	0.13881544156530937	0.1446853516657853	0.09592808038075093	0.11734531993654151	0.20232681121099946	0.0014278159703860391	0.08498149127445796	0.1457429931253305	0.12109994711792703	-0.12601797990481226	0.09534637757800106	0.06303543098889476	0.22136435748281333	0.2904283447911158	-0.18429402432575356	0.08561607615018509	0.0032258064516129032	0.2623479640401904	0.09799048122686409	0.07419354838709677	0.16076150185087257	-0.09238498149127446	0.035219460602855635	-0.18498149127445795	-0.256795346377578	-0.03146483342147012	-0.03347435219460603	-0.0429402432575357	-0.20756213643574828	-0.06610259122157588	-0.17757800105764146	-0.010735060814383924	0.21226864093072448	-0.05552617662612375	0.20518244315177156	-0.07028027498677948	-0.026441036488630356	0.05044949762030672	0.34188260179799046	0.12046536224219989	0.040031729243786354	-0.003278688524590164	-0.015124272871496564	-0.13363299841353782	0.0654151242728715	0.09011105235325224	0.10682178741406663	0.018244315177154944
PaaR	-0.30772078265468006	-0.17493389740877843	0.09264939185616076	-0.03305129561078794	-0.08688524590163935	-0.07540983606557378	-0.024960338445267054	-0.018350079323109465	-0.06499206768905341	-0.08418826017979905	-0.027445795875198308	0.011739820200951878	-0.0077207826546800635	-0.022686409307244845	-0.16292966684294025	-0.04986779481755685	-0.004177683765203596	-0.11052353252247488	0.11131676361713379	-0.012797461660497092	0.005235325224748811	0.0013220518244315177	0.013802221047065045	-0.024272871496562664	-0.16266525647805394	-0.047488101533580115	0.01417239555790587	-0.04706504494976203	-0.1521946060285563	-0.0015335801163405605	0.0072448439978847175	-0.04695928080380751	-0.0006345848757271285	0.17842411422527762	0.27567424643046007	0.013696456901110524	0.19444738233738762	0.10364886303543099	0.388841882601798	1.0	0.15430988894764675	-0.013114754098360656	0.20132205182443152	0.11755684822845056	0.3410364886303543	0.24420941300898996	0.19682707562136437	0.1378106821787414	0.06441036488630354	0.07080909571655208	0.14219989423585405	0.09888947646747752	0.16086726599682707	0.03231094658910629	0.00819672131147541	0.03268112109994712	0.14420941300898996	-0.00671602326811211	-0.08101533580116341	-0.06853516657852989	0.14405076679005818	-0.020253833950290852	-0.02453728186144897	-0.17863564251718667	-0.08704389212057112	-0.010047593865679535	0.10021152829190905	-0.060761501850872555	-0.13749338974087785	-0.07054468535166579	-0.1671602326811211	0.09122157588577472	0.04944473823373876	-0.01417239555790587	-0.05848757271285034	-0.16266525647805394	0.05748281332628239	0.04288736118455844	0.18942358540454785	0.08413537810682178	0.016816499206768906	-0.09328397673188789	-0.09349550502379693	-0.06107879428873612	-0.020571126388154417	0.07318878900052882	0.021047065044949763	-0.08011634056054998
AgaR	0.042041248016922265	-0.16980433632998412	-0.16641988365943944	-0.11110523532522475	-0.007562136435748282	0.11835007932310947	0.02749867794817557	0.002749867794817557	0.16160761501850873	0.2281332628239027	0.00026441036488630354	-0.006821787414066632	0.02453728186144897	0.17530407191961925	0.048704389212057116	0.2700158646218932	-0.022950819672131147	0.053305129561078794	-0.10639873083024855	0.1277102062400846	-0.060761501850872555	0.11713379164463247	-0.0028556319407720783	-0.006345848757271285	0.08995240613432047	0.03241671073506081	-0.0905869910100476	0.13987308302485457	-0.021946060285563194	0.058011634056055	0.12644103648863037	-0.013590692755156002	0.2539397144368059	0.24219989423585406	-0.06467477525118985	0.040560549973558964	0.0831835007932311	-0.05124272871496563	0.13881544156530937	0.15430988894764675	1.0	0.38582760444209413	0.09857218402961396	0.3532522474881015	0.12009518773135906	0.051983077736647273	0.1368588048651507	-0.047964040190375465	-0.072818614489688	-0.14219989423585405	-0.13506081438392384	0.12099418297197251	0.1476467477525119	0.1239555790586991	0.12834479111581173	0.12120571126388155	0.03934426229508197	-0.09132734003172924	-0.0031729243786356425	0.026388154415653092	0.09360126916975145	0.311158117398202	-0.0612374405076679	-0.002538339502908514	-0.3300370174510841	0.17054468535166578	0.2165520888418826	-0.031041776837652035	-0.22226335272342676	0.006398730830248546	-0.07562136435748282	0.01861448968799577	0.16948704389212058	-0.00021152829190904283	-0.12210470650449498	0.27017451084082494	0.07176097303014278	0.21152829190904285	-0.11496562665256478	-0.1249074563722898	-0.07620306716023269	-0.10930724484399788	0.16948704389212058	0.03807509254362771	0.11475409836065574	0.15885774722369117	-0.15457429931253305	0.021205711263881544
NagR	0.13268112109994712	-0.019883659439450026	-0.1530407191961925	-0.1347435219460603	0.021787414066631414	0.03262823902696986	-0.2798519301956637	-0.035166578529878374	0.06467477525118985	0.24034902168164993	0.0787414066631412	-0.13088313061872026	0.05134849286092015	0.18588048651507139	0.15193019566367003	0.11295610787942888	-0.19576943416181913	0.06663141195134849	0.01850872554204125	0.20031729243786356	0.05081967213114754	0.06980433632998413	0.1394500264410365	0.04420941300898995	0.13024854574299313	0.1621893178212586	0.042094130089899526	0.08286620835536752	-0.16557377049180327	0.20095187731359068	0.04019037546271814	0.19386567953463776	0.26129032258064516	0.15124272871496564	0.12443151771549445	-0.034214701216287675	0.18402961396086726	0.11824431517715495	0.1446853516657853	-0.013114754098360656	0.38582760444209413	1.0	0.09978847170809095	0.329613960867266	0.2573770491803279	-0.09899524061343205	0.13236382866208354	0.01845584346906399	0.16816499206768906	-0.12644103648863037	0.11660497091485986	0.11195134849286092	0.05764145954521417	0.2106292966684294	0.0452141723955579	0.3074034902168165	0.14743521946060287	-0.04505552617662612	-0.06039132734003173	-0.05811739820200952	0.2170809095716552	0.02554204124801692	-0.0005817028027498678	-0.07102062400846113	-0.26885245901639343	0.10401903754627181	0.19344262295081968	-0.21401374933897407	-0.07387625594923321	-0.13659439450026442	-0.14976203067160232	0.00745637228979376	0.020412480169222633	0.05616076150185087	0.09349550502379693	0.03654151242728715	0.0846641988365944	0.07652035959809625	-0.06308831306187203	-0.13855103120042306	-0.05081967213114754	-0.006663141195134849	-0.1300370174510841	-0.25954521417239557	0.06530936012691697	-0.024907456372289794	-0.059333685880486514	0.11316763617133792
