	NrdR	KdgR	NagC	SahR_SamR	NrtR	FUR	NsrR	LldR	ArgR	ThiR	ModE	Zur	BirA	MntR	IscR	CzrA	Phr	AgaR	PsrA	ExuR_UxuR	NifA	PhnF	HutC	MetR	CcpA	NagR	ZntR	HypR	NtrC	GlcC	PhnR	TyrR	LiuQ	MerR	AraR	LiuR	PhrR	CadR-PbrR	FabR	GntR	RbsR	SdaR	CueR	HexR	RutR	HrcA	PaaR	NadQ	PhsR	AmtR	HisR	RbkR	SoxR	XylR	LexA	Rex	NagQ	PdxR	NiaR	TrpR	HcpR	NarP	VanR	FnrN_FixK	QorR	NikR	PdhR	FruR	DasR	SiaR	PrpR	Irr	TtrR	NmlR	NorR	MetJ	FadR	BioQ	GulR	AcnR	FadP	FixJ	LtbR	CblR	NnrR	PurR	CsoR	GguR
ModE	0.5009235548465639	0.5379287183577516	0.5561059569287603	0.515175685319676	0.6846270097812854	0.5162041895806221	0.589458880819445	0.5020150287561396	0.6355106838503841	0.5909071827379203	1.0	0.6574241215734016	0.5824482599387095	0.6494689559632257	0.5624868813232022	0.6291087695730658	0.5771378195709668	0.4342177070651946	0.5081230846731876	0.2948238948826666	0.21455858276310819	0.3024432223668192	0.4226732714831451	0.49193988497544183	0.25632844968725077	0.45969942487720916	0.32171193484740357	0.27463162755551823	0.2960203182066244	0.24407035808740188	0.3889215398178078	0.4327694051467193	0.3300449183493556	0.3036606355736535	0.28208303597665924	0.3013097686914907	0.358801057890097	0.39784224004030055	0.3904957810335418	0.3572687964401159	0.3430376558498804	0.36293606481675833	0.3999622182108224	0.4817597917803619	0.3804836069014735	0.403971285840225	0.34878888375802863	0.32775702111582217	0.1741110784601822	0.35380546576550104	0.45634104361697664	0.5070526006464884	0.41005835187439654	0.38289744343226567	0.43333613198438353	0.6354057344360019	0.5360186390159943	0.5862474287393477	0.38157508081104907	0.38394693757608833	0.18949666260862263	0.20983585911590613	0.18832122916754124	0.25704210570505015	0.34375131186767977	0.2785777255362915	0.4140254397380463	0.1261072163217329	0.07636119390453801	0.03129591536879224	0.151609924016624	0.26346500986524496	0.11002896603836951	0.17996725578271272	0.29220015952310985	-0.0005247470719113387	0.07306578229293481	0.08236430040720373	0.20334998530708198	-0.07999244364216447	0.12405020779984048	-0.14831451240502078	0.13584652197640737	-0.05935938877461064	0.0011754334410813989	-0.06332647663826035	0.08261617900172118	0.008311993619075605
Zur	0.6137861550732547	0.5825112295873389	0.6610133915452752	0.7036228537844759	0.7373955753326896	0.7709793879350153	0.6791276604676546	0.5712606523655598	0.6782880651525964	0.6459426556399815	0.6574241215734016	1.0	0.6529952562864699	0.6730196045506066	0.4655136224339868	0.5201712774442718	0.5124679904286135	0.508794760925234	0.5125519499601192	0.2421602787456446	0.29690189328743544	0.3918181436547584	0.4738675958188153	0.5904454053146383	0.31478527349817387	0.36134083371814785	0.3862978044582511	0.18313672809705722	0.20824062801729568	0.3520633054867554	0.44723143444859575	0.4948994584610218	0.21069644431384074	0.3543302128374124	0.1338524831031443	0.17278871583896563	0.29763653918811134	0.23643004072037277	0.2965660551614122	0.3478023592628353	0.2326728516854876	0.3746064396960665	0.37372486461525545	0.4724822635489694	0.502455816296545	0.4885395239494564	0.41031023046891396	0.29167541245119855	0.3314092607363251	0.33772721548213763	0.2939842995676084	0.5041140170437849	0.44781915116913645	0.4114436841442425	0.4753158977372906	0.5787960203182066	0.4406406112253894	0.44498551698081523	0.3907476596280593	0.3021283741236724	0.33386507703287016	0.2084085470803073	0.26098820368582343	0.3710801393728223	0.25425045128248186	0.3224465807480794	0.4620712816422484	0.11252676210066748	0.09151588934133748	0.15240753956592923	0.17425800764031737	0.11130934889383318	0.07730573863397842	0.20314008647831744	0.09508416943033458	0.018492086814155578	0.13847025733596408	0.10274547668024013	0.15895638302338272	0.038600394609798076	0.14634146341463414	-0.32307627723437304	0.08790562948658746	-0.06613912094370514	-0.0698543302128374	-0.01855505646278494	0.004512824818437513	-0.22849586499307334
BirA	0.5550984425506905	0.5179883296251206	0.5946223920070526	0.5198774190840015	0.6288568909785484	0.635090886192855	0.5851979345955249	0.4874270601570043	0.5059191469711599	0.38927836782670755	0.5824482599387095	0.6529952562864699	1.0	0.6306200411401705	0.4518282187985391	0.5523277780109987	0.5815247050921456	0.3520842953696318	0.4661013391545275	0.33585911590613327	0.335061500356828	0.37525712606523653	0.45537550900465973	0.4939968934973343	0.31461735443516226	0.3285756265480039	0.2624994752529281	0.15614373871793796	0.1981025145879686	0.19992863439822006	0.2984971243860459	0.5636203349985307	0.32477645774736574	0.31321103228243985	0.19174258007640319	0.2783258469417741	0.35649217077368706	0.21449561311447882	0.18357751563746275	0.3610469753578775	0.2733932244658075	0.2825028336341883	0.3467108853532597	0.4485957768355653	0.45776835565257545	0.417761638890055	0.32645564837748203	0.386570672935645	0.2222828596616431	0.37697829646110576	0.3988287645354939	0.4178875781873137	0.3534066579908484	0.3488938331724109	0.22255572813903698	0.5439318248604172	0.3749632677049662	0.411884471684648	0.2845388522732043	0.34263884807522776	0.31421854666050963	0.13941480206540446	0.07413626631963394	0.34475882624574955	0.1901053692120398	0.44781915116913645	0.3168422820200663	0.16076151295075775	0.07314974182444062	0.19722093950715755	0.1964233239578523	0.04561101549053356	0.04227362411317745	-0.006192015448553797	-0.012530960077242768	-0.046387641156962346	-0.04785693295831409	0.045380126778892575	0.14346584946056	0.133978422400403	0.1211955837286428	-0.3497124386045926	0.07644515343604383	0.04653457033709752	-0.120880735485496	-0.10616682758910205	-0.005268460601989841	-0.15328911464674028
MntR	0.566873766844381	0.5903614457831325	0.7179589437890936	0.5443306326350699	0.6942193862558247	0.6479996641618739	0.5661601108265816	0.49424877209185175	0.6462155241173754	0.5740942865538811	0.6494689559632257	0.6730196045506066	0.6306200411401705	1.0	0.4746022417194912	0.6325511103648042	0.6627555518240208	0.4788212081776584	0.4595944754628269	0.28758238529029007	0.23758448427857773	0.34761345031694724	0.35628227194492257	0.49662062885689096	0.38000083959531505	0.4639393812182528	0.38262457495487173	0.19908903908316192	0.17868687292724908	0.1650224591746778	0.3034297468620125	0.4528777129423618	0.3137357793543512	0.2923260988203686	0.23449897149573906	0.3142395365433861	0.3777129423617816	0.15236555980017633	0.40178833802107383	0.22641786658830443	0.254628269174258	0.2496116871667856	0.20238445069476513	0.4577053860039461	0.46572352126275135	0.4269342177070652	0.4003820158683515	0.339364426346501	0.263003232441963	0.40619621342512907	0.4629108769573066	0.6210486545485077	0.4396750766130725	0.4166281852147265	0.4020821963813442	0.5608076906930859	0.34876789387515217	0.5014063221527224	0.34190420217455186	0.4296838923638806	0.2992317702867218	0.08989966835985055	0.028651190126359093	0.1818353553587171	0.2613240418118467	0.29054195877587	0.3293312623315562	0.025523697577767516	0.010557911086856135	0.01549053356282272	0.1935896897695311	0.05730238025271819	0.04210570505016582	0.024914990974350362	0.05591704798287225	-0.10643969606649595	0.10371101129255698	-0.03654338608790563	0.07652911296754965	-0.10595692876033752	0.08120985684899878	-0.3374963267704966	0.21376096721380294	0.05801603627051761	-0.06645396918685194	0.013790353049829982	-0.006695772637588682	-0.09684731959195668
IscR	0.4058393854162294	0.4323496074891902	0.4204693337811175	0.3829184333151421	0.5261324041811847	0.48629360648167586	0.5011544435582049	0.43205574912891986	0.5798455144620293	0.4599093237059737	0.5624868813232022	0.4655136224339868	0.4518282187985391	0.4746022417194912	1.0	0.5899416481256035	0.5622559926115612	0.27897653331094413	0.30599051257293985	0.10106628605012384	0.12908777969018934	0.2736451030603249	0.38936232735821336	0.30806851097770876	0.16817094160614585	0.3174509886234835	0.2973216909449645	0.2028042483522942	0.1318584442298812	0.41683808404349104	0.31092313504890645	0.29211619999160404	0.13148062633810503	0.3107342261030183	0.4016623987238151	0.354036354477142	0.28835901095671884	0.2986440535661811	0.23007010620880736	0.1777213383149322	0.16567314554384788	0.2731203559884136	0.17841400444985517	0.31163679106670583	0.12994836488812392	0.2287897233533437	0.22104445657193234	0.36090004617774235	0.26581587674740775	0.3334452793753411	0.3427857772553629	0.463393644263465	0.2868897191553671	0.26766298644053566	0.41381554090928174	0.335292389068469	0.34551446202930186	0.4316779312371437	0.301183829394232	0.26743209772889465	0.016644977121027665	0.15925024138365307	0.0357877503043533	0.08887116409890433	0.21302632131312707	0.1135132865958608	0.11204399479450905	0.118613828134839	-0.0006296964862936065	0.027307837622266067	0.2694051467192813	0.19925695814617356	0.22780319885815037	0.02040216615591285	0.1254355400696864	-0.018261198102514586	0.10476050543637966	-0.05545527055959028	0.2542294613996054	-0.06813315981696823	-0.014441039419000042	-0.20028546240711978	0.21308929096175644	-0.02844129129759456	-0.004638764115696235	0.07604634566139121	0.08137777591201041	0.0028966038369505898
CzrA	0.4244993912933966	0.5666638680156165	0.5939717056378825	0.44544729440409725	0.6267998824566559	0.5629276688636078	0.5542168674698795	0.45399017673481384	0.6353007850216196	0.407581545694975	0.6291087695730658	0.5201712774442718	0.5523277780109987	0.6325511103648042	0.5899416481256035	1.0	0.6168716678560934	0.6013811342932707	0.44530036522396205	0.2224087989589018	0.2112421812686285	0.33371814785273496	0.45682381092313507	0.4402208135678603	0.3578355232777801	0.32351706477477854	0.2025313798749003	0.3344318038705344	0.19673817220099912	0.13490197724696695	0.2960622979723773	0.3379581041937786	0.1493849964317199	0.1815624868813232	0.1984173628311154	0.07969858528189412	0.14048528609210362	0.24377649972713153	0.22681667436295705	0.16569413542672431	0.16886360774106882	0.27824188741026823	0.14629948364888123	0.39809411863481803	0.1781831157382142	0.23179127660467655	0.3740187229755258	0.21642668233911255	0.2504722723647202	0.2768565551404223	0.31302212333655177	0.45401116661769025	0.23239998320809369	0.4024810041559968	0.33346626925821754	0.482830275807061	0.28206204609378277	0.38955123630410143	0.2530960077242769	0.2819361067965241	0.10545317157130263	0.13301288778808615	0.16554720624658914	0.2294613996053902	0.17753242936904412	0.20473531757692792	0.38955123630410143	0.007493388186893917	-0.04571596490491583	0.04065740313169053	0.26858654128709963	0.11987322110742622	0.17280970572184207	0.12866798203266025	0.23867595818815332	0.08276310818185635	0.10488644473363838	0.12866798203266025	0.3482431468032408	-0.03331094412493178	0.10318626422064565	-0.19146971159900927	0.23493975903614459	0.1197892615759204	-0.05144620293018765	-0.025880525586667227	-0.11932748415263843	-0.1418076487133202
Phr	0.5687208765375089	0.5468704084631207	0.6259812770244743	0.5906553041434028	0.7045254187481634	0.5101171235464506	0.5724990554552706	0.4508416943033458	0.593069140674195	0.5330590655304144	0.5771378195709668	0.5124679904286135	0.5815247050921456	0.6627555518240208	0.5622559926115612	0.6168716678560934	1.0	0.4578942949498342	0.4786322992317703	0.225935099282146	0.3994584610217875	0.2620376978296461	0.4311741740481088	0.4515343604382688	0.38275051425213047	0.33441081398765793	0.270223752151463	0.30508794760925234	0.24201334956550943	0.2440493682045254	0.3402250115444356	0.4590067587422862	0.3273372234582931	0.34158935393140505	0.20274127870366485	0.23531757692792074	0.27314134587129	0.07417824608538684	0.19675916208387556	0.14382267746945973	0.033080055413290795	0.1402543973804626	0.22524243314722303	0.4039293060744721	0.3628101255194996	0.18840518869904707	0.25126988791402544	0.31444943537215064	0.24291591452919692	0.33522941941983964	0.31913017925359977	0.37573989337139496	0.3922589311951639	0.4155996809537803	0.5088157508081105	0.3982410478149532	0.2906469081902523	0.4439780026027455	0.1957936274715587	0.2902271105327232	0.11303051928970237	0.10860165400277066	0.035325972881071324	0.1430250619201545	0.17820410562109062	0.13796650014692918	0.1463204735317577	-0.0564837748205365	-0.010599890852609043	0.1534570337097519	0.1581587674740775	0.042798371185088786	0.045317157130263214	-0.04487636958985769	0.1037949708240628	-0.10144410394190001	0.0417068972755132	-0.06517358633138827	0.11189706561437388	-0.21269048318710382	0.0925024138365308	-0.42361781621258554	0.1366021577599597	-0.07474497292305109	-0.058519793459552494	-0.03641744679064691	-0.09374081692624155	-0.06097560975609756
AgaR	0.3701355946433819	0.4797657529070988	0.4849922337433357	0.38619285504386885	0.51379035304983	0.47842240040300577	0.4719575164770581	0.3514336090004618	0.5414340287981193	0.3792661936946392	0.4342177070651946	0.508794760925234	0.3520842953696318	0.4788212081776584	0.27897653331094413	0.6013811342932707	0.4578942949498342	1.0	0.2843499433273162	0.248981990680492	0.19096595440997438	0.20047437135300786	0.20584778136937995	0.40567146635321777	0.28208303597665924	0.212837412367239	0.05134125351580538	0.20297216741530583	0.1579698585281894	0.03706813315981697	0.19037823768943368	0.206960245161832	0.1698501322362621	0.2534528357331766	0.003127492548591579	0.03643843667352336	0.1791276604676546	0.11456278073968347	0.2772343730321985	0.03522102346668905	-0.030372360522228286	0.1348390075983376	0.10259854750010496	0.2174341967171823	0.143696738172201	0.19812350447084506	0.21705637882540615	0.14094706351538558	0.16903152680408043	0.21325721002476805	0.1828218798539104	0.2626044246673104	0.2995046387641157	0.3349985307081986	0.2999034465387683	0.4973972545233198	0.16957726375886822	0.29306074472104443	0.24658914403257629	0.14229041601947862	0.07917383820998279	0.06599219176356996	0.3618026111414298	0.1850468074388145	0.10694345325553084	0.15167289366525336	0.23693379790940766	-0.08330884513664413	-0.07430418538264556	0.19474413332773602	0.11762730363964569	0.14371772805507746	0.1868939171319424	0.09707820830359766	0.16336425842743799	-0.0789849292640947	0.20395869191049915	0.3052348767893875	0.2931656941354267	-0.019541580957978255	0.10685949372402502	-0.2332605684060283	0.07193232861760632	0.16510641870618362	0.021220771588094538	-0.06916166407791445	-0.05455270559590277	-0.21995298266235674
PsrA	0.4559002560765711	0.43946517778430794	0.4254859157885899	0.5047437135300785	0.5617942151882792	0.5056252886108895	0.4918769153268125	0.35013223626212164	0.34922967129843413	0.3874732378993325	0.5081230846731876	0.5125519499601192	0.4661013391545275	0.4595944754628269	0.30599051257293985	0.44530036522396205	0.4786322992317703	0.2843499433273162	1.0	0.35523277780109985	0.3658956383023383	0.08767474077494647	0.38470257335964064	0.35922085554762606	0.1844171109525209	0.18926577389698165	0.22748835061500358	0.19510096133663574	0.29952562864699217	0.38025271818983253	0.33699256958146173	0.3414844045170228	0.1135552663616137	0.18017715461147726	0.05069056714663532	0.09332101926871247	0.08433734939759036	0.06164728600814407	0.036690315268040806	0.23143444859577683	0.3264766382603585	0.1764199655765921	0.3180177154611477	0.2550480668317871	0.22637588682255153	0.3237059737206666	0.15383485160152807	0.20924814239536543	0.013181646446412829	0.28239788421980605	0.17064774778556735	0.33898660845472484	0.3380000839595315	0.2327568112169934	0.17816212585533772	0.35600940346752863	0.36851937366189497	0.3767683976323412	0.1860333319340078	0.24432223668191932	0.14027538726333907	0.08505100541538978	0.2756811216993409	0.13800847991268209	0.11338734729860207	0.2635909491625037	0.20078921959615464	0.09036144578313253	0.06464883925947693	0.02483103144284455	0.17923260988203685	0.1942613660215776	0.0006716762520465136	0.30874018722975527	0.2098568489987826	0.13076697032030563	-0.08809453843247554	-0.02789555434280677	0.12501574241215735	0.04351202720288821	0.30120481927710846	-0.19573065782292934	-0.05715545107258301	-0.12663196339364427	-0.16053062423911674	-0.16456068175139582	-0.05003988077746526	-0.14277318332563704
ExuR_UxuR	0.2850006296964863	0.22616598799378698	0.27223878090760256	0.35059401368540366	0.3028630200243483	0.38417782628772934	0.297993367197011	0.3773771042357584	0.2706225599261156	0.19415641660719532	0.2948238948826666	0.2421602787456446	0.33585911590613327	0.28758238529029007	0.10106628605012384	0.2224087989589018	0.225935099282146	0.248981990680492	0.35523277780109985	1.0	0.35153855841484405	0.34461189706561435	0.2867847697409848	0.4527097938793502	0.33946937576088326	0.3104823475085009	0.21768607531169976	-0.1333067461483565	0.13164854540111667	0.07986650434490576	0.16617690273288274	0.24043910834977542	0.20956299063851225	0.06970740103270223	-0.05875068217119348	0.027013979261995717	-0.020717014399059652	0.02625834347844339	-0.012761848788883758	0.2515217665085429	0.31144788212081775	0.22110742622056168	0.22505352420133495	0.23273582133411697	0.2511229587338903	0.327610091935687	0.15622769824944377	0.15618571848369087	0.09806473279879098	0.3378531547793963	0.20240544057764157	0.2965660551614122	0.3273372234582931	0.1924562360942026	0.04800386213844927	0.2155031274925486	0.05270559590277486	0.21321523025901515	0.1826959405566517	0.07801939465177785	-0.00031484824314680326	-0.017190714075815457	0.25150077662566644	0.23951555350321146	-0.011754334410813987	0.15022459174677805	0.09038243566600898	0.27971117921162	0.08020234247092901	0.1657990848411066	0.06105956928760337	0.11309348893833172	0.21821082238361109	0.1345241593551908	0.22133831493220268	-0.019730489903866336	0.11796314176566895	0.30884513664413754	0.28584022501154444	0.20528105453171572	0.21258553377272155	-0.19272910457159648	-0.15018261198102514	-0.11557029511775324	-0.12514168170941606	-0.37615969102892405	-0.08320389572226188	-0.12709374081692623
NifA	0.4693757608832543	0.29830821544015784	0.31805969522690064	0.5580999958020234	0.4113807144956131	0.41465513622433986	0.2789135636623148	0.3017715461147727	0.20530204441459216	0.21884051886990472	0.21455858276310819	0.29690189328743544	0.335061500356828	0.23758448427857773	0.12908777969018934	0.2112421812686285	0.3994584610217875	0.19096595440997438	0.3658956383023383	0.35153855841484405	1.0	0.22631291717392216	0.4415851559548298	0.5267201209017254	0.3364678225095504	0.24696696192435247	0.2554468746064397	-0.07613030519289703	-0.06685277696150456	-0.01236304101423114	0.1445573233701356	0.18086982074640023	0.09974392342890727	0.10799294739935351	-0.20125099701943663	-0.06765039251080979	0.12222408798958902	-0.11779522270265731	-0.15265941816044667	0.08616346920784182	0.06846899794299148	0.039293060744721046	0.04124511985223123	0.11962134251290878	0.04275639141933588	0.05812098568489988	-0.11256874186642038	0.04861256874186642	0.0005457369547877922	0.12148944208891314	-0.005226480836236934	0.06359934511565425	0.2470299315729818	0.17501364342386969	0.052138869065110616	0.01819822845388523	-0.061164518701985644	0.02655220183871374	0.008500902564963688	-0.10324923386927501	0.005835187439654087	-0.039838797699508835	0.03545191217833005	-0.013412535158053818	-0.10897947189454683	0.29008018135258806	0.23729062591830738	-0.030918097477016078	0.11706057680198144	0.05977918643213971	0.22026783090550356	0.03912514168170941	0.005646278493766005	0.24029217916964024	0.09867343940220813	0.03457033709751899	-0.02642626254145502	0.01223710171697242	0.33336131984383527	0.15660551614121992	0.2890726669745183	-0.19577263758868227	-0.2525082910037362	-0.32742118298979894	-0.2055959027748625	-0.5297846438016875	-0.18641114982578397	-0.060828680575962385
PhnF	0.44313840728768733	0.3761387011460476	0.38031568783846187	0.36828848495025396	0.47527391797153773	0.499076445153436	0.62606523655598	0.37141597749884553	0.4081692624155157	0.38814491415137903	0.3024432223668192	0.3918181436547584	0.37525712606523653	0.34761345031694724	0.2736451030603249	0.33371814785273496	0.2620376978296461	0.20047437135300786	0.08767474077494647	0.34461189706561435	0.22631291717392216	1.0	0.46314176566894755	0.4916460266151715	0.3927836782670753	0.4024810041559968	0.3965408673019605	-0.11886570672935645	-0.06307459804374292	-0.016770916418286385	0.03778178917761639	-0.00644389404307124	0.10515931321103228	0.02063305486755384	0.10965114814659334	0.1126946811636791	0.21212375634943956	0.1616850677973217	0.11901263590949163	0.22131732504932622	0.2775702111582217	0.35430922295453593	0.23386927500944546	0.20748499223374334	0.2560765710927333	0.15559800176315017	0.14986776373787833	0.049473153939801014	0.08782166995508164	0.13418832122916755	0.3242097309097015	0.35193736618949667	0.2616808698207464	0.19667520255236975	0.09040342554888543	0.0694975022039377	-0.04265144200495361	0.05228579824524579	0.08104193778598716	0.08801057890096974	0.21642668233911255	0.3541622937744007	0.18580244322236683	0.04160194786113094	-0.09225053524201335	0.14489316149615886	0.30517190714075815	0.040426514420049534	-0.04074136266319634	0.10811888669661224	0.1507913185844423	0.030855127828386716	0.24048108811552832	0.07390537760799294	-0.0692246337265438	-0.18934973342848746	0.274064900717854	0.3352504093027161	0.28325846941774063	0.23355442676629865	0.19440829520171277	-0.08223836110994501	-0.03158977372906259	0.04296629024810041	-0.13914193358801058	-0.2768145753746694	-0.10534822215692037	-0.130368162545653
HutC	0.4094286553881029	0.3543512027202888	0.4012216111834096	0.560345913269804	0.5499979010117123	0.5538180596952269	0.5495781033541833	0.33019184752949077	0.43644263465009864	0.30038621384492675	0.4226732714831451	0.4738675958188153	0.45537550900465973	0.35628227194492257	0.38936232735821336	0.45682381092313507	0.4311741740481088	0.20584778136937995	0.38470257335964064	0.2867847697409848	0.4415851559548298	0.46314176566894755	1.0	0.6108685613534276	0.28993325217245286	0.3584442298811973	0.34694177406490073	0.09279627219680114	-0.017232693841568364	0.10224171949120524	0.08028630200243482	0.23712270685529574	0.013370555392300911	0.07948868645312959	0.2149993703035137	0.03033038075647538	0.1985642920112506	0.09357289786322992	0.13133369715796986	0.28080265312119557	0.30408043323118256	0.39555434280676716	0.12642206456487973	0.2791864321397087	0.19314890222912556	0.27479954661852984	0.20889131438646572	0.10243062843709332	0.14254229461399606	0.11634692078418202	0.13351664497712104	0.27314134587129	0.2389488266655472	0.23697577767516056	0.1333487259141094	0.1679190630116284	0.22005793207673902	0.2984131648545401	0.3039544939339239	0.042189664581671636	0.0697703706813316	0.21953318500482769	0.21443264346584945	0.012279081482725326	0.050816506443894044	0.3190672096049704	0.3520633054867554	0.18349355610595694	0.05192897023634608	0.02182947819151169	0.02531379874900298	0.03738298140296377	0.20070526006464884	0.18953864237437554	0.2683556525754586	0.0698543302128374	0.06532051551152344	0.19736786868729272	0.37525712606523653	0.068909785483397	0.22836992569581463	-0.036984173628311155	0.0050585617732253054	-0.23458293102724487	-0.1791276604676546	-0.35361655681961296	-0.03771881952898703	-0.1290038201586835
MetR	0.6457747365769699	0.5806851097770874	0.6171025565677344	0.6923512866798204	0.669472314344486	0.7024894001091474	0.673964149280047	0.5295327652071702	0.5552663616137022	0.49248562193022966	0.49193988497544183	0.5904454053146383	0.4939968934973343	0.49662062885689096	0.30806851097770876	0.4402208135678603	0.4515343604382688	0.40567146635321777	0.35922085554762606	0.4527097938793502	0.5267201209017254	0.4916460266151715	0.6108685613534276	1.0	0.5235086688216279	0.30708198648251545	0.27318332563704295	-0.1736073212711473	-0.2735611435288191	-0.02919692708114689	0.0422946139960539	0.10956718861508753	0.065068636917006	0.05977918643213971	0.018764955291549472	-0.07073590529364847	0.16095042189664582	0.004512824818437513	0.0798455144620293	0.2731203559884136	0.2236262121657361	0.27721338314932203	0.13351664497712104	0.30007136560177994	0.29442508710801396	0.1877964820956299	0.1320893329415222	0.10837076529112967	0.21686746987951808	0.2046093782796692	0.2971747617648294	0.425213047311196	0.3158977372906259	0.30376558498803574	0.19911002896603838	0.2380042819361068	0.09008857730573863	0.23724864615255448	0.17520255236975776	0.05132026363292893	0.21321523025901515	0.06880483606901473	0.18479492884429705	0.15526216363712692	0.15053943998992486	0.34299567608412745	0.4806473279879098	-0.010683850384114856	0.08565971201880694	0.06175223542252634	0.17511859283825196	0.08675118592838252	0.19316989211200203	0.15433860879056294	0.24543470047437135	-0.0004407875404055245	0.27479954661852984	0.22895764241635533	0.4292431048234751	0.19881617060576803	0.37958104193778597	-0.13171151504974601	-0.13370555392300912	-0.1061878174719785	-0.15582889047479115	-0.4616514839847194	-0.1602367658788464	-0.3258889215398178
CcpA	0.41431929809831664	0.5352000335838126	0.4313630829939969	0.35999748121405484	0.4731329499181395	0.3759497922001595	0.46608034927165104	0.25737794383107343	0.3275681121699341	0.31253935603039334	0.25632844968725077	0.31478527349817387	0.31461735443516226	0.38000083959531505	0.16817094160614585	0.3578355232777801	0.38275051425213047	0.28208303597665924	0.1844171109525209	0.33946937576088326	0.3364678225095504	0.3927836782670753	0.28993325217245286	0.5235086688216279	1.0	0.41981864741194747	0.3490617522354225	-0.07262499475252929	-0.09837958104193778	-0.1345661391209437	-0.04206372528441291	0.055392300910960916	0.1401284580832039	-0.10944124931782881	0.06762940262793334	0.12850006296964864	0.04124511985223123	-0.10543218168842618	-0.016686956886780572	0.055077452667814115	0.0715335208429537	0.10973510767809916	-0.04145501868099576	0.13572058267914866	0.19904705931740901	0.09392972587212964	0.05304143402879812	0.20213257210024768	0.04714327694051467	0.3223836110994501	0.22836992569581463	0.3243146803240838	0.21394987615969102	0.113198438352714	0.1510641870618362	0.22051970950002098	-0.045086268418622226	0.029364846144158515	-0.034444397800260276	-0.09057134461189706	0.2551740061290458	0.08742286218042904	0.09892531799672558	0.15582889047479115	0.14923806725158473	0.18934973342848746	0.16388900549934932	-0.2087233953234541	0.04105621090634314	0.13057806137441752	0.0990512572939843	0.07827127324629529	0.021220771588094538	0.08385458209143193	-0.16577809495823012	-0.022333235380546577	0.12451198522312246	0.06729356450191008	0.10024768061794215	-0.09031946601737963	0.26212165736115195	-0.25072415095923767	0.10755215985894799	-0.07904789891272407	-0.06383023382729525	-0.18584442298811973	-0.24083791612442804	-0.31388270853448635
NagR	0.32223668191931487	0.291003736199152	0.2879602031820662	0.32609882036858234	0.4248142395365434	0.3153100205700852	0.3722555728139037	0.14571176692834054	0.36150875278115946	0.2416145417908568	0.45969942487720916	0.36134083371814785	0.3285756265480039	0.4639393812182528	0.3174509886234835	0.32351706477477854	0.33441081398765793	0.212837412367239	0.18926577389698165	0.3104823475085009	0.24696696192435247	0.4024810041559968	0.3584442298811973	0.30708198648251545	0.41981864741194747	1.0	0.34895680282104025	-0.0013853322698459342	0.078628101255195	0.03301708576466143	0.22736241131774484	0.28783426388480754	0.3196129465597582	0.18429117165526215	0.14634146341463414	0.23575836446832626	0.28222996515679444	0.1310818185634524	0.2149154107720079	-0.002057008521892448	0.2568112169934092	0.29345955249569705	0.1667856093362999	0.253284916670165	0.28657487091222034	0.26604676545904876	0.12172033080055414	0.19623441501196423	0.08104193778598716	0.23067881281222452	0.22352126275135384	0.33487259141093995	0.17728055077452667	0.18756559338398893	0.2359682632970908	0.3162755551824021	0.06095461987322111	0.22072960832878552	0.17188615087527812	0.04126610973510768	0.21959615465345703	0.13171151504974601	0.0272028882078838	0.14707610931531	0.06712564543889846	0.14046429620922715	0.21109525208849333	0.22438184794928845	0.16869568867805718	0.1871667856093363	0.11993619075605558	0.11059569287603375	0.11158221737122707	0.11025985475001049	-0.1418496284790731	-0.1397086604256748	0.22198900130137275	0.04617774232819781	0.11307249905545527	0.03721506233995214	0.15217665085428822	-0.35248310314428444	0.08326686537089123	-0.29377440073884387	-0.18366147516896855	-0.12839511355526637	-0.13987657948868645	-0.09138995004407875
