	NrdR	KdgR	NagC	SahR_SamR	NrtR	FUR	NsrR	LldR	ArgR	ThiR	ModE	Zur	BirA	MntR	IscR	CzrA	Phr	AgaR	PsrA	ExuR_UxuR	NifA	PhnF	HutC	MetR	CcpA	NagR	ZntR	HypR	NtrC	GlcC	PhnR	TyrR	LiuQ	MerR	AraR	LiuR	PhrR	CadR-PbrR	FabR	GntR	RbsR	SdaR	CueR	HexR	RutR	HrcA	PaaR	NadQ	PhsR	AmtR	HisR	RbkR	SoxR	XylR	LexA	Rex	NagQ	PdxR	NiaR	TrpR	HcpR	NarP	VanR	FnrN_FixK	QorR	NikR	PdhR	FruR	DasR	SiaR	PrpR	Irr	TtrR	NmlR	NorR	MetJ	FadR	BioQ	GulR	AcnR	FadP	FixJ	LtbR	CblR	NnrR	PurR	CsoR	GguR
ZntR	0.2842030141471811	0.26021157801939465	0.32893245455690356	0.42025943495235296	0.4084841106586625	0.3879979849712439	0.43323118257000126	0.31178372024684103	0.3777129423617816	0.4577053860039461	0.32171193484740357	0.3862978044582511	0.2624994752529281	0.38262457495487173	0.2973216909449645	0.2025313798749003	0.270223752151463	0.05134125351580538	0.22748835061500358	0.21768607531169976	0.2554468746064397	0.3965408673019605	0.34694177406490073	0.27318332563704295	0.3490617522354225	0.34895680282104025	1.0	0.08003442340791739	0.12545652995256287	0.26432559506317954	0.2802988959321607	0.14625750388312833	0.13504890642710213	0.1771756013601444	0.09840057092481425	0.16806599219176357	0.0969732588892154	0.16456068175139582	0.2440073884387725	0.031190965954409976	0.4017253683724445	0.2509550396708786	0.10213677007682297	0.3035137063935183	0.23370135594643382	0.2863859619663322	0.2564753788673859	0.1118340959657445	0.021871457957264598	0.34307963561563326	0.3130641031023047	0.3237059737206666	0.4127870366483355	0.09120104109819067	0.25880525586667225	0.16567314554384788	0.21239662482683347	0.250787120607867	0.15570295117753244	0.1464044330632635	0.15828470677133621	0.1925821753914613	0.08899710339616305	0.06794425087108014	0.19228831703119095	0.10990302674111078	0.2935854917929558	0.018827924940178833	0.1991939884975442	0.04435162251794635	0.2485412031400865	0.12142647244028379	0.06578229293480542	0.09565089626799883	-6.296964862936064e-05	-0.04999790101171236	0.06261282062046093	0.025586667226396877	-0.09552495697074011	-0.1271986902313085	-0.00419797657529071	-0.15188279249401787	0.019016833886066915	-0.05045967843499433	-0.06061878174719785	-0.00549934931363083	-0.06202510389992024	-0.04160194786113094
HypR	0.014210150707359053	0.035367952646824234	0.019667520255236975	0.07732672851685488	0.19434532555308343	0.034066579908484114	0.06704168590739264	0.11122538936232736	0.21010872759330004	0.16342722807606733	0.27463162755551823	0.18313672809705722	0.15614373871793796	0.19908903908316192	0.2028042483522942	0.3344318038705344	0.30508794760925234	0.20297216741530583	0.19510096133663574	-0.1333067461483565	-0.07613030519289703	-0.11886570672935645	0.09279627219680114	-0.1736073212711473	-0.07262499475252929	-0.0013853322698459342	0.08003442340791739	1.0	0.547898912724067	0.32433567020696025	0.4139624700894169	0.29595734855799505	0.1338944628688972	0.2693211871877755	0.29175937198270435	0.14417950547835942	0.2096259602871416	0.29148650350531047	0.46471600688468157	-0.0033793711431090215	0.03713110280844633	0.11254775198354393	0.08461021787498425	0.09688929935770958	0.05642080517190714	0.3391125477519835	0.3461441585155955	0.03540993241257714	0.02098988287645355	0.13082993996893497	0.014504009067629402	0.0036942193862558245	0.18229713278199908	0.3605432181688426	0.3425548885437219	0.3902439024390244	0.35863313882708536	0.4188111330338777	0.32609882036858234	0.24178246085386843	0.0047856932958314094	0.14199655765920827	0.04235758364468326	0.1315855757524873	0.09288023172830695	-0.06645396918685194	0.07946769657025314	0.02915494731539398	0.049536123588430375	-0.03555686159271231	0.04542210654464548	-0.0001259392972587213	-0.08091599848872844	0.052831535200033586	0.04359598673439402	0.04401578439192309	-0.11454179085680702	-0.002371856765039251	-0.015301624616934637	-0.3196549263255111	-0.3192771084337349	-0.034696276394777716	0.19337979094076654	0.12392426850258176	0.19004239956341043	0.33061164518701985	0.0774106880483607	0.1831996977456866
NtrC	-0.061164518701985644	-0.001028504260946224	-0.02615339406406112	0.02325679022711053	0.13368456404013265	-0.04281936106796524	0.05448973594727342	0.18827924940178833	0.16865370891230427	0.23731161580118382	0.2960203182066244	0.20824062801729568	0.1981025145879686	0.17868687292724908	0.1318584442298812	0.19673817220099912	0.24201334956550943	0.1579698585281894	0.29952562864699217	0.13164854540111667	-0.06685277696150456	-0.06307459804374292	-0.017232693841568364	-0.2735611435288191	-0.09837958104193778	0.078628101255195	0.12545652995256287	0.547898912724067	1.0	0.2922211494059863	0.41601947861130933	0.4935770958398052	0.3824146761261072	0.3421560807690693	0.10115024558162966	0.28393014566978714	0.21430670416859074	0.3263716888459762	0.27620586877125225	0.20083119936190755	0.18911884471684648	0.1630284203014147	0.27612190923974644	0.24373451996137863	0.2093950715755006	0.22089752739179716	0.4022920952101087	0.20968892993577096	0.05482557407329667	0.27402292095210107	-0.01786239032786197	0.08511397506401915	0.3417572729944167	0.1416187397674321	0.36268418622224086	0.42672431887830065	0.4606019898408967	0.41742580076403174	0.2915914529196927	0.28890474791150667	-0.10849670458838839	0.03778178917761639	0.24245413710591496	0.20828260778304858	0.022669073506569833	0.0713026321313127	0.07380042819361068	0.264115696234415	0.04875949792200159	-0.013685403635447714	-0.0009025649636875026	0.14835649217077368	-0.05795306662188825	0.20481927710843373	-0.0017841400444985518	0.04735317576927921	-0.25460727929138155	-0.10245161831996978	-0.19256118550858486	-0.2574828932454557	-0.12654800386213844	-0.15943915032954117	0.1729356450191008	-0.06139540741362663	0.08162965450652786	0.3471306830107888	0.09470635153855841	0.22112841610343814
GlcC	0.16514839847193652	0.12054489735947273	0.2015868351454599	0.30498299819487007	0.2919063011628395	0.23048990386633642	0.21779102472608203	0.2972377314134587	0.2395365433860879	0.2859661643088032	0.24407035808740188	0.3520633054867554	0.19992863439822006	0.1650224591746778	0.41683808404349104	0.13490197724696695	0.2440493682045254	0.03706813315981697	0.38025271818983253	0.07986650434490576	-0.01236304101423114	-0.016770916418286385	0.10224171949120524	-0.02919692708114689	-0.1345661391209437	0.03301708576466143	0.26432559506317954	0.32433567020696025	0.2922211494059863	1.0	0.352693001973049	0.34452793753410854	0.22610301834515764	0.3058645732756811	0.22333235380546576	0.09147390957558457	0.0597372066663868	0.06609714117795222	0.13015826371688846	0.07025313798749003	0.14210150707359054	0.07789345535451912	0.31829058393854165	0.15459048738508038	0.07384240795936359	0.2991897905209689	0.15331010452961671	0.1272406699970614	-0.11000797615549306	0.291234624910793	0.07060996599638975	0.19858528189412702	0.2276982494437681	0.12220309810671257	0.2984971243860459	0.2596028714159775	0.26405272658578566	0.32397884219806056	0.2796062297972377	0.22872675370471432	0.07522774022920953	0.11878174719785063	0.128332143906637	0.07577347718399731	0.09348893833172411	-0.02745476680240124	-0.021073842407959363	0.09634356240292179	0.07846018219218337	-0.02241719491205239	0.07401032702237521	0.19726291927291045	0.20089416901053692	0.0943075437639058	-0.04011166617690273	-0.0020779984047689013	-0.047877922841190544	0.059590277486251626	0.010494941438226775	-0.16311237983292054	-0.09151588934133748	-0.03224046009823265	-0.0523697577767516	0.06364132488140717	0.019730489903866336	0.09306914067419504	0.045275177364510304	-0.08618445909071827
PhnR	0.1896016120230049	0.08614247932496537	0.11907560555812098	0.2137399773309265	0.28380420637252846	0.28525250829100374	0.20334998530708198	0.28080265312119557	0.2953906217203308	0.4627639477771714	0.3889215398178078	0.44723143444859575	0.2984971243860459	0.3034297468620125	0.31092313504890645	0.2960622979723773	0.3402250115444356	0.19037823768943368	0.33699256958146173	0.16617690273288274	0.1445573233701356	0.03778178917761639	0.08028630200243482	0.0422946139960539	-0.04206372528441291	0.22736241131774484	0.2802988959321607	0.4139624700894169	0.41601947861130933	0.352693001973049	1.0	0.5790059191469712	0.27612190923974644	0.43717728055077454	0.12463792452038118	0.13679106670584779	0.14413752571260652	0.31470131396666806	0.262079677595399	0.08742286218042904	0.22687964401158642	0.24010327022375216	0.2953486419545779	0.35663909995382226	0.27792703916712147	0.3864447336383863	0.3136937995885983	0.17327148314512406	0.3918181436547584	0.17656689475672727	0.16903152680408043	0.29058393854162295	0.30492002854624073	0.35374249611687164	0.4676126107216322	0.4610847571470551	0.4595734855799505	0.2816632383191302	0.35254607279291383	0.2771504135006927	0.10301834515763401	0.1316695352839931	0.10778304857058897	0.23025901515469543	0.17008102094790312	0.06685277696150456	0.18611729146551362	0.29618823726963606	0.2699089039083162	0.018177238571008773	0.0162671592292515	0.18196129465597582	-0.006275974980059611	0.11941144368414425	0.139624700894169	0.04135006926661349	-0.00023088871164098903	-0.06664287813274002	-0.1064606859493724	-0.11894966626086226	-0.11995718063893203	-0.3070400067167625	-0.06194114436841443	-0.08887116409890433	-0.07913185844422987	0.2593300029385836	0.07317073170731707	0.17608412745056884
TyrR	0.1814365475840645	0.17295663490197724	0.2688174299987406	0.2761428991226229	0.36988371604886444	0.2946769657025314	0.21071743419671718	0.3454095126149196	0.35980857226816676	0.352693001973049	0.4327694051467193	0.4948994584610218	0.5636203349985307	0.4528777129423618	0.29211619999160404	0.3379581041937786	0.4590067587422862	0.206960245161832	0.3414844045170228	0.24043910834977542	0.18086982074640023	-0.00644389404307124	0.23712270685529574	0.10956718861508753	0.055392300910960916	0.28783426388480754	0.14625750388312833	0.29595734855799505	0.4935770958398052	0.34452793753410854	0.5790059191469712	1.0	0.4246253305906553	0.454137105914949	0.11166617690273288	0.2825028336341883	0.2937114310902145	0.17639897569371563	0.17744846983753831	0.23792032240460098	0.20097812854204272	0.23458293102724487	0.31791276604676544	0.4850132236262122	0.30376558498803574	0.37760799294739933	0.3442760589395911	0.35940976449351414	0.31321103228243985	0.3280508794760925	0.10895848201167037	0.32066244070358085	0.3147642836152974	0.27251164938499645	0.3905587506821712	0.5015952310986105	0.47149573905377606	0.3762646404433063	0.4013895302464212	0.2811175013643424	0.10425674824734478	-0.03358381260232568	0.17702867218000923	0.26455648377482055	0.15807480794257167	0.3504680743881449	0.1850468074388145	0.2895554342806767	0.17513958272112842	0.09562990638512237	0.021304731119600354	0.11777423281978086	0.06895176524914991	-0.03394064061122539	-0.08095797825448134	0.16346920784182023	-0.11317744846983754	-0.14245833508249023	-0.10366903152680408	-0.20761093153100205	-0.037634859997481215	-0.38533226984593427	-0.0011124637924520382	-0.17169724192939004	-0.12325259225053524	0.11162419713697998	0.09965996389740145	0.0529574744972923
LiuQ	0.17218000923554846	0.05262163637126905	0.10937827966919944	0.1561647286008144	0.2469039922757231	0.1291927291045716	0.20234247092901222	0.2687334704672348	0.19266613492296714	0.24146761261072164	0.3300449183493556	0.21069644431384074	0.32477645774736574	0.3137357793543512	0.13148062633810503	0.1493849964317199	0.3273372234582931	0.1698501322362621	0.1135552663616137	0.20956299063851225	0.09974392342890727	0.10515931321103228	0.013370555392300911	0.065068636917006	0.1401284580832039	0.3196129465597582	0.13504890642710213	0.1338944628688972	0.3824146761261072	0.22610301834515764	0.27612190923974644	0.4246253305906553	1.0	0.4759665841064607	0.01656101758952185	0.06983334032996096	0.15477939633096846	0.07480794257168046	0.22156920364384367	0.14006548843457453	0.19188950925653836	0.057323370135594645	0.4445027496746568	0.2974266403593468	0.3279879098274632	0.30733386507703286	0.19306494269761976	0.193400780823643	-0.07535367952646824	0.20314008647831744	0.20154485537970698	0.09898828764535494	0.2697199949624281	-0.031190965954409976	0.32599387095420007	0.41746778052978467	0.2067713362159439	0.24285294488056758	0.31035640821124216	0.15922925150077663	0.012929767851895386	-0.024579152848327106	-0.006695772637588682	0.18051299273750052	-0.021325721002476806	0.17543344108139877	0.13536375467024894	0.22343730321984803	0.12505772217791025	0.04132907938373704	0.09008857730573863	0.09380378657487091	0.00868981151085177	0.0674195037991688	-0.20036942193862559	-0.08074807942571681	0.0703580874018723	0.15230259015154696	-0.1517358633138827	-0.1193904538012678	-0.06613912094370514	-0.1634062381931909	-0.014147181058729693	0.0018471096931279123	-0.012509970194366315	-0.05585407833424289	0.08064313001133454	-0.0931740900885773
MerR	0.1962134251290878	0.06807019016833886	0.12379832920532303	0.20305612694681163	0.21407581545694976	0.22637588682255153	0.19549976911128836	0.3472356324251711	0.3350824902397045	0.31780781663238317	0.3036606355736535	0.3543302128374124	0.31321103228243985	0.2923260988203686	0.3107342261030183	0.1815624868813232	0.34158935393140505	0.2534528357331766	0.18017715461147726	0.06970740103270223	0.10799294739935351	0.02063305486755384	0.07948868645312959	0.05977918643213971	-0.10944124931782881	0.18429117165526215	0.1771756013601444	0.2693211871877755	0.3421560807690693	0.3058645732756811	0.43717728055077454	0.454137105914949	0.4759665841064607	1.0	0.045023298769992864	0.23771042357583644	0.3252592250535242	0.16961924352462113	0.27945930061710256	0.10159103312203518	0.14529196927081148	0.06192015448553797	0.37630662020905925	0.26212165736115195	0.2598337601276185	0.2608412745056883	0.2798581083917552	0.2533268964359179	0.11607405230678813	0.36711305150917256	0.23649301036900214	0.16634482179589438	0.3653918811133034	0.23097267117249487	0.42212753452835733	0.32532219470215357	0.3020444145921666	0.38042063725284414	0.35279795138743125	0.22117039586919104	-0.001910079341757273	-0.15307921581797573	-0.03545191217833005	0.2503883128332144	0.13614038033667772	0.1451450400906763	0.14701313966668067	0.2913185844422988	0.22047772973426807	0.12258091599848873	0.24715587087024055	0.06983334032996096	0.08016036270517611	-0.029721674153058226	-0.030414340287981192	0.03643843667352336	0.09781285420427353	-0.014273120355988414	-0.16514839847193652	-0.2626673943159397	-0.23219008437932917	-0.29929473993535116	-0.005352420133495655	-0.04086730196045506	-0.0641660719533185	0.21424373451996137	0.15652155660971412	0.044981319004239954
AraR	0.0769489106250787	0.1862222408798959	0.07892195961546535	-0.04920028546240712	0.1765459048738508	0.04752109483229083	0.19539481969690609	0.12394525838545821	0.20536501406322152	0.18026111414298307	0.28208303597665924	0.1338524831031443	0.19174258007640319	0.23449897149573906	0.4016623987238151	0.1984173628311154	0.20274127870366485	0.003127492548591579	0.05069056714663532	-0.05875068217119348	-0.20125099701943663	0.10965114814659334	0.2149993703035137	0.018764955291549472	0.06762940262793334	0.14634146341463414	0.09840057092481425	0.29175937198270435	0.10115024558162966	0.22333235380546576	0.12463792452038118	0.11166617690273288	0.01656101758952185	0.045023298769992864	1.0	0.38686453129591536	0.312245497670123	0.28416103438142815	0.2532429369044121	0.1623987238151211	0.17432097728894672	0.22637588682255153	0.09676336006045086	0.27314134587129	0.24751269887914026	0.22681667436295705	0.10916838084043491	0.15538810293438562	0.04976701230007136	0.002644725242433147	0.2199739725452332	0.3133789513454515	0.17312455396498888	0.22486461525544688	0.10809789681373579	0.1754544309642752	0.2645984635405734	0.35370051635111877	0.42727005583308847	0.18932874354561102	0.11065866252466311	0.30139372822299654	0.026174383946937576	0.017358633138827087	0.12575038831283322	0.03301708576466143	0.03198858150371521	0.03732001175433441	-0.15123210612484783	-0.05795306662188825	-0.0798035346962764	0.03318500482767306	0.20458838839679275	-0.007472398304017464	0.040510473951555354	0.04124511985223123	0.035346962763947776	0.08007640317367029	0.28691070903824356	-0.1220981486923303	-0.23550648587380882	0.03442340791738382	0.21231266529532766	0.10129717476176484	0.14839847193652658	0.19445027496746567	0.2102136770076823	0.1525124889803115
LiuR	0.14598463540573445	0.22503253431845852	0.1537718819528987	0.0281054531715713	0.12921371898744805	0.11338734729860207	0.21502036018639015	0.1684647999664162	0.1239032786197053	0.18154149699844674	0.3013097686914907	0.17278871583896563	0.2783258469417741	0.3142395365433861	0.354036354477142	0.07969858528189412	0.23531757692792074	0.03643843667352336	0.09332101926871247	0.027013979261995717	-0.06765039251080979	0.1126946811636791	0.03033038075647538	-0.07073590529364847	0.12850006296964864	0.23575836446832626	0.16806599219176357	0.14417950547835942	0.28393014566978714	0.09147390957558457	0.13679106670584779	0.2825028336341883	0.06983334032996096	0.23771042357583644	0.38686453129591536	1.0	0.4797657529070988	0.14245833508249023	0.18240208219638135	0.3464170269929894	0.19675916208387556	0.3123294572016288	0.21298434154737417	0.27066453969186854	0.22320641450820705	0.2656269678015197	0.18112169934091768	0.2999034465387683	0.15295327652071702	0.19585659712018808	0.2581125897317493	0.3426598379581042	0.21340413920490323	0.15362495277276353	0.11420595273078377	0.3046261701859704	0.30741782460853867	0.22274463708492506	0.23540153645942655	0.3250283363418832	0.2087233953234541	0.21514629948364888	0.15030855127828388	0.24291591452919692	0.12671592292515008	0.06897275513202636	0.038642374375550986	0.26682339112547754	0.01681289618403929	0.3444649678854792	-0.0963855421686747	0.07050501658200747	-0.004009067629402628	-0.09126401074682003	-0.2084085470803073	0.03389866084547248	-0.0015952310986104697	-0.03912514168170941	-0.09497922001595231	-0.2791654422568322	-0.17134041392049032	-0.12100667478275472	0.31169976071533523	-0.0869400948742706	0.03326896435917888	0.17463582553209353	0.3104823475085009	0.17534948154989294
PhrR	0.13626631963393646	0.09779186432139708	0.1866630284203014	0.1427941732085135	0.2196171445363335	0.14508207044204693	0.18296880903404558	0.20912220309810672	0.19275009445447294	0.23829814029637714	0.358801057890097	0.29763653918811134	0.35649217077368706	0.3777129423617816	0.28835901095671884	0.14048528609210362	0.27314134587129	0.1791276604676546	0.08433734939759036	-0.020717014399059652	0.12222408798958902	0.21212375634943956	0.1985642920112506	0.16095042189664582	0.04124511985223123	0.28222996515679444	0.0969732588892154	0.2096259602871416	0.21430670416859074	0.0597372066663868	0.14413752571260652	0.2937114310902145	0.15477939633096846	0.3252592250535242	0.312245497670123	0.4797657529070988	1.0	0.21579698585281895	0.3062423911674573	0.17178120146089584	0.23055287351496578	0.4294530036522396	0.3171781201460896	0.27118928676377985	0.3402040216615591	0.1880693505730238	0.24123672389908063	0.14831451240502078	0.13733680366063558	0.057869107090382434	0.12808026531211955	0.30817346039209104	0.3094958230133076	0.3274841526384283	0.2055539230091096	0.16258763276100918	0.27584904076235256	0.34931363082994	0.24656815414969985	0.22962931866840183	0.06349439570127198	0.1801141849628479	0.07724276898534906	0.07138659166281852	0.07096679400528945	0.2436505604298728	0.1197892615759204	0.17054279837118508	-0.10813987657948869	0.05100541538978212	-0.0973300868981151	0.0033793711431090215	0.020675034633306746	0.02460014273120356	-0.032744217287267535	0.06607615129507577	0.05778514755887662	0.06368330464716007	0.09653247134880988	-0.11894966626086226	-0.1419755677763318	-0.09712018806935058	0.28726753704714325	-0.1286469921497838	0.003358381260232568	0.1126107216321733	0.12436505604298728	0.13429327064354982
CadR-PbrR	0.1300113345367533	0.1108895512363041	0.06911968431216153	0.08786364972083456	0.2953486419545779	0.12862600226690735	0.19142773183325637	0.07006422904160195	0.31543595986734396	0.2929977750724151	0.39784224004030055	0.23643004072037277	0.21449561311447882	0.15236555980017633	0.2986440535661811	0.24377649972713153	0.07417824608538684	0.11456278073968347	0.06164728600814407	0.02625834347844339	-0.11779522270265731	0.1616850677973217	0.09357289786322992	0.004512824818437513	-0.10543218168842618	0.1310818185634524	0.16456068175139582	0.29148650350531047	0.3263716888459762	0.06609714117795222	0.31470131396666806	0.17639897569371563	0.07480794257168046	0.16961924352462113	0.28416103438142815	0.14245833508249023	0.21579698585281895	1.0	0.21816884261785818	0.17982032660257755	0.21636371269048318	0.4332731623357542	0.08286805759623861	0.2008102094790311	0.141891608244826	0.19310692246337266	0.19623441501196423	0.18330464716006883	0.16328029889593215	0.14829352252214434	0.19342177070651945	0.12617018597036228	0.3349145711766928	0.3084673187523614	0.25853238738927836	0.297993367197011	0.35122371017169723	0.4368834221905042	0.2612400822803409	0.2791234624910793	0.008437932916334327	0.084505268460602	0.2545862894085051	0.12780739683472567	0.1632173292473028	0.13548969396750765	0.09898828764535494	0.19976071533520842	-0.02821040258595357	-0.05434280676713824	0.25150077662566644	0.09980689307753662	-0.0490743461651484	-0.12106964443138407	0.10702741278703665	-0.1454179085680702	0.14056924562360942	0.013979261995718063	0.04779396330968473	0.04072037278031988	-0.12321061248478234	0.057911086856135344	0.11848788883758028	0.10247260820284623	0.09722513748373283	0.30557071491541077	0.23481381973888585	0.1908190252298392
FabR	0.24218126862852105	0.09934511565425465	0.2293774400738844	0.09021451660299735	0.1718441711095252	0.18991646026615172	0.17163427228076067	0.16974518282187986	0.30729188531128	0.3267495067377524	0.3904957810335418	0.2965660551614122	0.18357751563746275	0.40178833802107383	0.23007010620880736	0.22681667436295705	0.19675916208387556	0.2772343730321985	0.036690315268040806	-0.012761848788883758	-0.15265941816044667	0.11901263590949163	0.13133369715796986	0.0798455144620293	-0.016686956886780572	0.2149154107720079	0.2440073884387725	0.46471600688468157	0.27620586877125225	0.13015826371688846	0.262079677595399	0.17744846983753831	0.22156920364384367	0.27945930061710256	0.2532429369044121	0.18240208219638135	0.3062423911674573	0.21816884261785818	1.0	0.05967423701775744	0.3343478443390286	0.31235044708450527	0.1652953276520717	0.23701775744091347	0.2592880231728307	0.32893245455690356	0.5010285042609463	0.1253096007724277	0.1758742286218043	0.31172075059821164	0.2199739725452332	0.2899542420553293	0.20954200075563578	0.31797573569539483	0.33644683262667396	0.34868393434364636	0.30105789009697326	0.33644683262667396	0.2739179715377188	0.22320641450820705	0.13779858108391754	0.15398178078166325	-0.03576676042147685	0.105516141219932	0.1105747029931573	0.18334662692582177	0.20404265144200495	0.19789261575920405	0.2508710801393728	-0.027685655514042232	0.001868099576004366	0.11510851769447127	0.03522102346668905	-0.04227362411317745	0.09204063641324882	-0.10045757944670669	0.18162545652995257	0.20272028882078838	-0.0012174132068343058	-0.2224087989589018	-0.07545862894085051	-0.07218420721212376	0.13859619663322278	0.21812686285210528	0.07220519709500021	0.14317199110028966	-0.07468200327442173	-0.03232441962973846
GntR	0.3231182570001259	0.25802863020024347	0.19948784685781454	0.17986230636833048	0.21800092355484657	0.26004365895638304	0.30806851097770876	0.27276352797951386	0.20391671214474624	0.21317325049326225	0.3572687964401159	0.3478023592628353	0.3610469753578775	0.22641786658830443	0.1777213383149322	0.16569413542672431	0.14382267746945973	0.03522102346668905	0.23143444859577683	0.2515217665085429	0.08616346920784182	0.22131732504932622	0.28080265312119557	0.2731203559884136	0.055077452667814115	-0.002057008521892448	0.031190965954409976	-0.0033793711431090215	0.20083119936190755	0.07025313798749003	0.08742286218042904	0.23792032240460098	0.14006548843457453	0.10159103312203518	0.1623987238151211	0.3464170269929894	0.17178120146089584	0.17982032660257755	0.05967423701775744	1.0	0.3640275387263339	0.2677679358549179	0.34677385500188906	0.3895722261869779	0.3149112127954326	0.19151169136476218	0.17354435162251794	0.2370597372066664	0.17522354225263423	0.19984467486671426	0.31268628521052855	0.3898241047814953	0.3131060828680576	0.1962973846605936	0.10270349691448721	0.29730070106208806	0.37273834012006213	0.2669703203056127	0.38577305738633977	0.30492002854624073	0.25880525586667225	0.3431426052642626	0.30187649552915496	0.18582343310524327	-0.017421602787456445	0.23323957852315183	0.2545862894085051	0.3107342261030183	0.11819403047730993	0.2751563746274296	-0.01750556231896226	0.16074052306788128	0.06305360816086646	0.09609168380840435	0.19382057848117207	-0.04682842869736787	-0.03450736744888964	0.04655556021997397	0.08068510977708744	-0.06164728600814407	0.024327274253809664	0.03205155115234457	0.13227824188741028	-0.037571890348851854	0.09716216783510348	-0.03738298140296377	0.10358507199529826	0.08125183661475169
RbsR	0.18420721212375635	0.05134125351580538	0.13395743251752656	0.15316317534948154	0.19323286176063137	0.27471558708702404	0.3278199907644515	0.2229965156794425	0.10329121363502791	0.28945048486629443	0.3430376558498804	0.2326728516854876	0.2733932244658075	0.254628269174258	0.16567314554384788	0.16886360774106882	0.033080055413290795	-0.030372360522228286	0.3264766382603585	0.31144788212081775	0.06846899794299148	0.2775702111582217	0.30408043323118256	0.2236262121657361	0.0715335208429537	0.2568112169934092	0.4017253683724445	0.03713110280844633	0.18911884471684648	0.14210150707359054	0.22687964401158642	0.20097812854204272	0.19188950925653836	0.14529196927081148	0.17432097728894672	0.19675916208387556	0.23055287351496578	0.21636371269048318	0.3343478443390286	0.3640275387263339	1.0	0.3066411989421099	0.27335124470005456	0.4439780026027455	0.2293774400738844	0.3317660887452248	0.34683682465051846	0.13341169556273877	0.05770118802737081	0.2564124092187566	0.13767264178665883	0.3017085764661433	0.22198900130137275	0.15337307417824608	0.1538978212501574	0.19459720414760084	0.25727299441669116	0.34274379748961	0.3175139582721128	0.3250703161076361	0.14583770622559927	0.25150077662566644	0.23269384156836403	0.16248268334662694	0.14755887662146847	0.22454976701230006	0.3062423911674573	0.3453045632005373	0.28884177826287727	0.13181646446412829	0.09353091809747702	0.1578019394651778	0.20095713865916628	0.17142437345199613	0.22549431174174048	0.17100457579446707	0.14963687502623735	0.1794425087108014	0.04905335628227195	-0.0063389446286889715	0.03635447714201755	-0.0558960580999958	-0.07806137441753075	0.04357499685151757	-0.17602115780193947	-0.08169262415515721	-0.010599890852609043	-0.10427773813022123
SdaR	0.17560136014441038	0.10612484782334915	0.15129507577347717	0.22857982452457914	0.28758238529029007	0.3193400780823643	0.3665673145543848	0.20146089584820118	0.34618613828134837	0.23701775744091347	0.36293606481675833	0.3746064396960665	0.2825028336341883	0.2496116871667856	0.2731203559884136	0.27824188741026823	0.1402543973804626	0.1348390075983376	0.1764199655765921	0.22110742622056168	0.039293060744721046	0.35430922295453593	0.39555434280676716	0.27721338314932203	0.10973510767809916	0.29345955249569705	0.2509550396708786	0.11254775198354393	0.1630284203014147	0.07789345535451912	0.24010327022375216	0.23458293102724487	0.057323370135594645	0.06192015448553797	0.22637588682255153	0.3123294572016288	0.4294530036522396	0.4332731623357542	0.31235044708450527	0.2677679358549179	0.3066411989421099	1.0	0.17499265354099325	0.35071995298266234	0.30733386507703286	0.31551991939884977	0.33940640611225387	0.12360942025943496	0.27125225641240924	0.08402250115444355	0.21695142941102388	0.2960622979723773	0.362411317744847	0.2563914193358801	0.1820242643046052	0.275408253221947	0.29553755090046596	0.31235044708450527	0.30374459510515933	0.2513958272112842	0.11460476050543637	0.2328407707484992	0.3132320221653163	0.22423491876915327	0.18880399647369966	0.2750934049788002	0.10921036060618781	0.3258889215398178	0.035283993115318414	0.128332143906637	-0.10068846815834767	0.23672389908064312	0.17371227068552958	0.039586919104991396	0.07314974182444062	-0.006129045799924436	0.18932874354561102	0.2861130934889383	0.2756811216993409	-0.0136014441039419	0.06737752403341589	0.025145879685991353	0.07688594097644935	-0.04829772049871962	-0.05043868855211788	0.06387221359304815	0.06720960497040426	-0.001910079341757273
